Fp1   1,2678 0,8680 0,3827 -0,0892 -0,4275 -0,5362 -0,4032 -0,1162 0,2076 0,4995 0,7306 0,8844 0,9852 1,1030 1,2608 1,3322 1,0587 0,2127 -1,1834 -2,7725 -4,0445 -4,6351 -4,4673 -3,6937 -2,5749 -1,3618 -0,2168 0,7912 1,6432 2,3204 2,7825 2,9901 2,9416 2,6794 2,2569 1,6860 0,9139 -0,1282 -1,4260 -2,8017 -3,9343 -4,4868 -4,2491 -3,2146 -1,5795 0,3270 2,1707 3,7159 4,8380 5,4925 5,6915 5,4769 4,9158 4,1292 3,2946 2,5815 2,0788 1,7839 1,6469 1,6047 1,5780 1,4774 1,2607 0,9777 0,7406 0,6559 0,7713 1,0644 1,4899 2,0343 2,7235 3,5846 4,5784 5,5621 6,3458 6,7854 6,8208 6,4743 5,8591 5,1578 4,5347 4,0710 3,8011 3,7596 3,9448 4,2783 4,6480 4,9654 5,1623 5,1871 5,0379 4,7644 4,4242 4,0577 3,6934 3,3713 3,1675 3,1876 3,5079 4,0772 4,6891 5,0978 5,1884 5,0656 4,9782 5,1031 5,3830 5,5965 5,5577 5,2149 4,6298 3,9515 3,3803 3,0823 3,1206 3,4568 3,9969 4,6553 5,3837 6,1221 6,7683 7,2403 7,5426 7,7486 7,8983 7,8807 7,4497 6,4347 4,9405 3,3173 1,9594 1,1278 0,8784 1,0885 1,5495 2,0624 2,4954 2,8099 3,0486 3,2709 3,4770 3,6088 3,6271 3,5541 3,4487 3,3841 3,4753 3,8696 4,6232 5,5811 6,4322 6,9137 6,9861 6,8003 6,5037 6,1358 5,7064 5,2841 4,9725 4,8068 4,7149 4,6334 4,6224 4,7971 5,1927 5,7434 6,3360 6,8481 7,1829 7,3224 7,3325 7,2750 7,1330 6,8655 6,5012 6,1462 5,9116 5,8136 5,7340 5,5224 5,1537 4,7756 4,6169 4,8300 5,3680 5,9943 6,4248 6,4711 6,1023 5,4594 4,8142 4,4366 4,4640 4,9008 5,6785 6,6449 7,5609 8,2077 8,4909 8,4281 8,0859 7,5495 6,9071 6,2364 5,6195 5,1452 4,8653 4,7751 4,8445 5,0560 5,4030 5,8570 6,3591 6,8413 7,2346 7,4789 7,5525 7,4790 7,2980 7,0410 6,7478 6,4980 6,3876 6,4678 6,7481 7,2208 7,8273 8,4360 8,8783 9,0129 8,7994 8,3136 7,6707 6,9594 6,2565 5,6278 5,0905 4,6197 4,1997 3,8562 3,6319 3,5557 3,6499 3,9387 4,4358 5,1207 5,9016 6,6217 7,1374 7,3849 7,3873 7,2349 7,0374 6,8547 6,6642 6,3968 5,9970 5,4745 4,9239 4,4840 4,2497 4,2088 4,2735 4,3730 4,4841 4,5974 4,7189 4,9011 5,2055 5,6078 5,9783 6,1839 6,1875 6,0446 5,8387 5,6330 5,4554 5,3068 5,1598 4,9541 4,6407 4,2492 3,8944 3,6932 3,6466 3,5972 3,3340 2,7787 2,0920 1,6076 1,6619 2,4176 3,7482 5,2787 6,5963 7,4368 7,7206 7,5152 6,9765 6,2674 5,5163 4,8192 4,2322 3,7914 3,5586 3,6058 3,9460 4,5010 5,1361 5,7402 6,2778 6,7499 7,1287 7,3660 7,4449 7,3808 7,1774 6,8272 6,3666 5,9028 5,5593 5,3841 5,3045 5,1635 4,8142 4,2225 3,5331 3,0324 2,9812 3,4335 4,2100 5,0299 5,6735 6,0918 6,4026 6,7485 7,1290 7,3658 7,2360 6,6533 5,7296 4,6786 3,6937 2,8946 2,3103 1,8829 1,5189 1,1667 0,8507 0,6405 0,5809 0,6489 0,7992 1,0580 1,5385 2,3377 3,4208 4,6104 5,6821 6,4735 6,9323 7,0998 7,0578 6,8775 6,5877 6,1765 5,6117 4,8556 3,9030 2,8545 1,9166 1,2785 1,0142 1,1288 1,6443 2,5820 3,8614 5,2324 6,3339 6,8652 6,7557 6,1982 5,5159 4,9821 4,7463 4,8605 5,2970 5,9361 6,6104 7,2163 7,7609 8,2830 8,7431 8,9927 8,8475 8,2132 7,1696 5,9230 4,6729 3,5424 2,5933 1,8461 1,3105 1,0232 1,0382 1,3741 1,9667 2,6606 3,2671 3,6492 3,7609 3,6637 3,5289 3,5709 3,9330 4,6224 5,5183 6,4129 7,0612 7,2532 6,8859 6,0025 4,7808 3,4789 2,3648 1,6533 1,4596 1,7937 2,6069 3,8178 5,2546 6,6025 7,4897 7,6731 7,1565 6,1492 4,9290 3,7357 2,7395 2,0420 1,6638 1,5235 1,4764 1,4236 1,3853 1,4641 1,7626 2,3379 3,1911 4,2644 5,4580 6,6494 7,6819 8,3774 8,6080 8,3487 7,6787 6,7623 5,8010 4,9515 4,2768 3,7584 3,3340 2,9246 2,4525 1,8976 1,3703 1,0845 1,2187 1,7956 2,6801 3,6866 4,6801 5,5707 6,2600 6,6432 6,6779 6,4438 6,0927 5,7158 5,3076 4,8686 4,4729 4,2095 4,1057 4,1245 4,1987 4,2549 4,2184 4,0218 3,6427 3,1388 2,6278 2,2234 1,9814 1,8784 1,8224 1,6879 1,3616 0,7963 0,0656 -0,6251 -1,0080 -0,8699 -0,1575 0,9933 2,3395 3,6434 4,7143 5,4089 5,6489 5,4419 4,8704 4,0550 3,1428 2,3071 1,6845 1,2955 1,0669 0,9475 0,9906 1,3325 2,0903 3,2600 4,6864 6,1205 7,3040 8,0362 8,2251 7,8957 7,1133 5,9085 4,3502 2,6739 1,2806 0,6070 0,9284 2,1738 3,9288 5,6614 6,9518 7,5858 7,5867 7,2015 6,7709 6,5431 6,5740 6,7535 6,9042 6,8803 6,6084 6,0871 5,4024 4,7514 4,3786 4,4083 4,7611 5,2409 5,6360 5,7771 5,6227 5,3011 5,0293 4,9736 5,1690 5,5473 6,0028 6,4147 6,6476 6,5850 6,1990 5,6087 5,0578 4,8000 4,9837 5,6267 6,6619 7,9760 9,4059 10,7301 11,7019 12,1128 11,8688 11,0609 9,9496 8,8447 7,9680 7,3934 7,0888 6,9803 6,9888 7,0755 7,2720 7,6333 8,1641 8,7875 9,3591 9,7112 9,6866 9,1697
Fz    -0,1066 -0,1900 -0,2596 -0,3035 -0,2969 -0,2027 0,0119 0,3448 0,7461 1,1380 1,4452 1,6187 1,6500 1,5694 1,4159 1,2001 0,9001 0,5000 0,0326 -0,4168 -0,7536 -0,9248 -0,9335 -0,8268 -0,6774 -0,5526 -0,4834 -0,4694 -0,5070 -0,5955 -0,7263 -0,8748 -0,9989 -1,0489 -0,9916 -0,8356 -0,6345 -0,4622 -0,3799 -0,4139 -0,5434 -0,6945 -0,7559 -0,6279 -0,2841 0,2152 0,7725 1,3077 1,7702 2,1341 2,3988 2,5801 2,6943 2,7427 2,7088 2,5750 2,3535 2,0933 1,8506 1,6532 1,4990 1,3810 1,3060 1,2890 1,3322 1,4209 1,5427 1,6978 1,8939 2,1352 2,4074 2,6753 2,9011 3,0716 3,2095 3,3522 3,5169 3,6971 3,8893 4,1065 4,3595 4,6388 4,9241 5,1928 5,4167 5,5701 5,6536 5,6933 5,6985 5,6448 5,5077 5,2912 5,0183 4,7116 4,3808 4,0228 3,6350 3,2342 2,8584 2,5377 2,2667 2,0239 1,8136 1,6795 1,6692 1,7730 1,9105 1,9945 1,9963 1,9403 1,8673 1,8206 1,8410 1,9473 2,1191 2,3011 2,4276 2,4631 2,4243 2,3526 2,2734 2,1913 2,1119 2,0528 2,0248 1,9980 1,9043 1,6946 1,3906 1,0639 0,7648 0,4885 0,2054 -0,0962 -0,3969 -0,6560 -0,8259 -0,8552 -0,6976 -0,3458 0,1345 0,6250 1,0185 1,2556 1,3229 1,2611 1,1683 1,1477 1,2286 1,3548 1,4515 1,4953 1,5283 1,6138 1,7796 2,0092 2,2768 2,5741 2,9061 3,2680 3,6340 3,9835 4,3250 4,6667 4,9831 5,2329 5,3964 5,4868 5,5349 5,5751 5,6361 5,7179 5,7801 5,7779 5,7074 5,6158 5,5802 5,6498 5,7885 5,8897 5,8558 5,6684 5,3919 5,1216 4,9277 4,8381 4,8543 4,9659 5,1440 5,3485 5,5666 5,8273 6,1553 6,5332 6,9196 7,2713 7,5429 7,7005 7,7480 7,7247 7,6682 7,5934 7,5080 7,4294 7,3761 7,3466 7,3144 7,2579 7,1979 7,1896 7,2715 7,4237 7,5837 7,6899 7,7072 7,6418 7,5497 7,5096 7,5690 7,7167 7,9014 8,0627 8,1429 8,1014 7,9544 7,7820 7,6673 7,6307 7,6255 7,5833 7,4679 7,2941 7,0994 6,9160 6,7749 6,7043 6,7074 6,7662 6,8619 6,9717 7,0557 7,0773 7,0391 6,9824 6,9598 7,0133 7,1568 7,3650 7,5906 7,7894 7,9281 7,9811 7,9346 7,7913 7,5595 7,2429 6,8476 6,3994 5,9513 5,5751 5,3257 5,1927 5,1032 4,9926 4,8647 4,7782 4,7887 4,9110 5,1204 5,3716 5,6106 5,7843 5,8642 5,8631 5,8214 5,7734 5,7370 5,7243 5,7371 5,7493 5,7100 5,5698 5,3093 4,9533 4,5602 4,1930 3,8913 3,6629 3,5052 3,4317 3,4756 3,6576 3,9434 4,2480 4,4943 4,6578 4,7562 4,8152 4,8460 4,8426 4,8034 4,7542 4,7401 4,8023 4,9734 5,2703 5,6784 6,1520 6,6323 7,0682 7,4241 7,6684 7,7617 7,6800 7,4525 7,1574 6,8671 6,6070 6,3684 6,1486 5,9646 5,8332 5,7524 5,7035 5,6605 5,6025 5,5352 5,4917 5,4968 5,5356 5,5704 5,5730 5,5367 5,4851 5,4782 5,5748 5,7736 6,0028 6,1628 6,1794 6,0343 5,7696 5,4705 5,2280 5,0902 5,0406 5,0267 5,0052 4,9609 4,9009 4,8373 4,7715 4,6952 4,6059 4,5117 4,4213 4,3381 4,2671 4,2308 4,2741 4,4479 4,7758 5,2316 5,7479 6,2489 6,6747 6,9781 7,1157 7,0664 6,8668 6,6113 6,3941 6,2513 6,1725 6,1484 6,1773 6,2434 6,3066 6,3072 6,1917 5,9598 5,6851 5,4666 5,3643 5,3832 5,4903 5,6227 5,6973 5,6514 5,4974 5,3270 5,2495 5,3176 5,4960 5,6802 5,7542 5,6629 5,4368 5,1498 4,8705 4,6484 4,5110 4,4585 4,4574 4,4453 4,3575 4,1565 3,8396 3,4369 2,9993 2,5824 2,2458 2,0595 2,0874 2,3502 2,8038 3,3600 3,9306 4,4466 4,8500 5,0904 5,1397 5,0091 4,7496 4,4308 4,1055 3,7901 3,4803 3,1895 2,9684 2,8742 2,9128 3,0236 3,1317 3,2121 3,2948 3,4183 3,5944 3,8149 4,0731 4,3700 4,6972 5,0245 5,3128 5,5262 5,6283 5,5853 5,3890 5,0722 4,6957 4,3183 3,9750 3,6749 3,4230 3,2401 3,1472 3,1401 3,1996 3,3169 3,4868 3,6798 3,8345 3,8822 3,7789 3,5242 3,1706 2,8100 2,5278 2,3592 2,2837 2,2521 2,2232 2,1873 2,1624 2,1781 2,2626 2,4334 2,6934 3,0253 3,3806 3,6946 3,9242 4,0577 4,0991 4,0708 4,0262 4,0319 4,1321 4,3240 4,5564 4,7495 4,8310 4,7652 4,5637 4,2785 3,9805 3,7298 3,5549 3,4496 3,3805 3,3006 3,1749 3,0039 2,8223 2,6715 2,5724 2,5325 2,5714 2,7144 2,9605 3,2700 3,5855 3,8518 4,0239 4,0890 4,0933 4,1274 4,2690 4,5360 4,8878 5,2597 5,5897 5,8315 5,9686 6,0163 6,0116 6,0068 6,0501 6,1481 6,2484 6,2601 6,1054 5,7793 5,3613 4,9653 4,6904 4,5914 4,6493 4,7846 4,9190 5,0081 5,0231 4,9547 4,8376 4,7355 4,7005 4,7536 4,8807 5,0320 5,1379 5,1410 5,0173 4,7839 4,5064 4,2772 4,1503 4,1190 4,1674 4,2862 4,4254 4,4906 4,4043 4,1563 3,8000 3,4218 3,1121 2,9317 2,8858 2,9325 3,0145 3,0869 3,1381 3,1956 3,3052 3,4832 3,6859 3,8412 3,9112 3,9063 3,8407 3,7054 3,4841 3,1869 2,8651 2,5857 2,3927 2,2888 2,2444 2,2217 2,1954 2,1567 2,1107 2,0722 2,0653 2,1297 2,3094 2,6218 3,0485 3,5341 3,9794
F3    -0,1238 -0,3253 -0,5322 -0,7199 -0,8385 -0,8202 -0,6019 -0,1696 0,4065 1,0027 1,5112 1,8801 2,1015 2,1768 2,0933 1,8337 1,4080 0,8734 0,3275 -0,1221 -0,4105 -0,5547 -0,6284 -0,6992 -0,7925 -0,8903 -0,9507 -0,9479 -0,8979 -0,8347 -0,7718 -0,6877 -0,5487 -0,3532 -0,1463 0,0140 0,0905 0,0687 -0,0585 -0,2982 -0,6365 -1,0072 -1,2832 -1,3146 -1,0140 -0,4304 0,2783 0,9517 1,4981 1,8950 2,1589 2,3129 2,3661 2,3181 2,1749 1,9590 1,7140 1,4938 1,3310 1,2197 1,1388 1,0861 1,0869 1,1620 1,2880 1,4098 1,4965 1,5644 1,6555 1,8062 2,0316 2,3242 2,6524 2,9646 3,2180 3,4038 3,5358 3,6346 3,7370 3,8984 4,1563 4,4921 4,8380 5,1121 5,2476 5,2198 5,0718 4,8939 4,7516 4,6388 4,5034 4,3007 4,0266 3,7088 3,3707 3,0132 2,6364 2,2664 1,9541 1,7426 1,6343 1,6007 1,6215 1,7086 1,8846 2,1348 2,3923 2,5822 2,6696 2,6672 2,6175 2,5809 2,6159 2,7463 2,9473 3,1577 3,3071 3,3623 3,3502 3,3124 3,2544 3,1576 3,0265 2,9040 2,8328 2,7997 2,7316 2,5613 2,2964 2,0104 1,7633 1,5518 1,3358 1,0897 0,8226 0,5728 0,3977 0,3693 0,5649 1,0198 1,6695 2,3606 2,9286 3,2574 3,3066 3,1358 2,8974 2,7622 2,8176 3,0306 3,3064 3,5611 3,7500 3,8646 3,9155 3,9150 3,8823 3,8560 3,8848 3,9980 4,1828 4,4064 4,6579 4,9373 5,2046 5,3758 5,3875 5,2558 5,0552 4,8566 4,7043 4,6077 4,5304 4,4196 4,2660 4,1336 4,1331 4,3417 4,7279 5,1587 5,4874 5,6382 5,6178 5,4792 5,3030 5,1827 5,1818 5,2941 5,4410 5,5267 5,5229 5,4883 5,4991 5,6043 5,8383 6,2060 6,6517 7,1008 7,5281 7,9515 8,3608 8,6873 8,8484 8,7941 8,5133 8,0296 7,4016 6,7252 6,1310 5,7572 5,6835 5,8764 6,2117 6,5495 6,7890 6,8970 6,9088 6,8964 6,9314 7,0589 7,2729 7,5029 7,6296 7,5464 7,2437 6,8305 6,4636 6,2600 6,2470 6,3598 6,4997 6,6047 6,6536 6,6363 6,5581 6,4365 6,2712 6,0556 5,8166 5,5953 5,3837 5,1199 4,7667 4,3788 4,0847 4,0119 4,2094 4,6270 5,1621 5,7170 6,2158 6,5971 6,8163 6,8567 6,7263 6,4492 6,0668 5,6354 5,2211 4,8963 4,7096 4,6404 4,6098 4,5560 4,4878 4,4620 4,5262 4,6744 4,8468 4,9676 4,9877 4,9084 4,7850 4,6996 4,7163 4,8554 5,1056 5,4396 5,8044 6,1093 6,2378 6,0814 5,5918 4,8295 3,9713 3,2399 2,7945 2,6770 2,8399 3,2047 3,7013 4,2649 4,8146 5,2628 5,5551 5,6930 5,7184 5,6702 5,5609 5,3976 5,2117 5,0538 4,9634 4,9617 5,0736 5,3260 5,7173 6,2097 6,7531 7,3037 7,8128 8,2050 8,3808 8,2688 7,8946 7,3854 6,8930 6,5083 6,2359 6,0347 5,8843 5,8052 5,8252 5,9487 6,1539 6,3956 6,6176 6,7750 6,8407 6,8019 6,6752 6,5049 6,3331 6,1966 6,1509 6,2455 6,4656 6,7226 6,8981 6,8852 6,6246 6,1517 5,6169 5,2130 5,0420 5,0516 5,0977 5,0610 4,9179 4,7252 4,5605 4,4799 4,5067 4,6337 4,8329 5,0653 5,2809 5,4269 5,4807 5,4726 5,4684 5,5297 5,6858 5,9328 6,2516 6,6122 6,9574 7,2059 7,2997 7,2522 7,1422 7,0561 7,0341 7,0736 7,1649 7,2994 7,4541 7,5874 7,6443 7,5746 7,3793 7,1348 6,9346 6,8118 6,7360 6,6553 6,5184 6,2815 5,9287 5,4963 5,0705 4,7564 4,6417 4,7596 5,0646 5,4593 5,8596 6,2249 6,5336 6,7589 6,8671 6,8251 6,6146 6,2472 5,7657 5,2272 4,6847 4,1884 3,7934 3,5409 3,4300 3,4286 3,5170 3,7076 4,0199 4,4418 4,9233 5,4071 5,8562 6,2477 6,5469 6,6979 6,6544 6,4242 6,0792 5,7183 5,4032 5,1214 4,8252 4,5108 4,2443 4,1022 4,0966 4,1724 4,2736 4,3952 4,5684 4,8213 5,1626 5,5831 6,0572 6,5446 7,0023 7,3932 7,6768 7,7979 7,7053 7,3915 6,9156 6,3862 5,9131 5,5569 5,3133 5,1396 4,9985 4,8715 4,7428 4,5992 4,4578 4,3693 4,3720 4,4484 4,5320 4,5486 4,4624 4,3018 4,1383 4,0313 3,9945 4,0041 4,0193 4,0034 3,9437 3,8585 3,7947 3,8158 3,9738 4,2901 4,7501 5,2900 5,8016 6,1762 6,3439 6,2847 6,0365 5,7004 5,4171 5,3152 5,4632 5,8407 6,3421 6,8218 7,1584 7,2963 7,2500 7,0748 6,8238 6,5300 6,2222 5,9262 5,6433 5,3523 5,0414 4,7244 4,4276 4,1786 4,0146 3,9856 4,1215 4,3920 4,7127 5,0015 5,2300 5,4157 5,5878 5,7720 5,9832 6,2315 6,5361 6,9102 7,3215 7,6830 7,9046 7,9584 7,8810 7,7332 7,5806 7,4812 7,4510 7,4455 7,3993 7,2877 7,1379 6,9922 6,8885 6,8732 6,9902 7,2372 7,5575 7,8757 8,1124 8,1865 8,0629 7,7884 7,4465 7,0985 6,7851 6,5551 6,4592 6,5210 6,7189 6,9869 7,2308 7,3669 7,3510 7,1688 6,8393 6,4553 6,1629 6,0534 6,0958 6,1779 6,1947 6,1097 5,9688 5,8605 5,8368 5,8698 5,8970 5,8920 5,8799 5,9054 6,0106 6,2269 6,5451 6,8864 7,1370 7,2251 7,1565 6,9779 6,7246 6,4120 6,0683 5,7508 5,5164 5,3796 5,3040 5,2349 5,1456 5,0421 4,9321 4,8122 4,6842 4,5783 4,5704 4,7546 5,1715 5,7617 6,3776 6,8297
F7    1,1140 1,0020 0,8080 0,5502 0,2476 -0,0673 -0,3348 -0,4855 -0,4751 -0,2981 0,0119 0,3675 0,6423 0,7444 0,6724 0,4967 0,2952 0,1060 -0,0715 -0,2425 -0,4009 -0,5346 -0,6255 -0,6545 -0,6148 -0,5182 -0,3820 -0,2180 -0,0386 0,1368 0,2871 0,3964 0,4562 0,4665 0,4315 0,3440 0,1751 -0,1029 -0,4805 -0,8994 -1,2657 -1,4745 -1,4403 -1,1416 -0,6526 -0,1065 0,3930 0,8140 1,1573 1,4101 1,5420 1,5341 1,4135 1,2556 1,1423 1,1116 1,1402 1,1653 1,1186 0,9547 0,6759 0,3411 0,0347 -0,1808 -0,2843 -0,2793 -0,1750 0,0105 0,2492 0,5197 0,8155 1,1337 1,4689 1,8132 2,1498 2,4471 2,6589 2,7350 2,6420 2,3807 1,9932 1,5645 1,2026 0,9967 0,9735 1,0813 1,2291 1,3572 1,4608 1,5502 1,6158 1,6370 1,6106 1,5574 1,4971 1,4231 1,3125 1,1667 1,0161 0,8797 0,7540 0,6483 0,6045 0,6719 0,8591 1,1115 1,3372 1,4552 1,4368 1,3058 1,1061 0,8883 0,7099 0,6156 0,6171 0,7003 0,8329 0,9612 1,0358 1,0450 1,0063 0,9469 0,8957 0,8693 0,8639 0,8735 0,9017 0,9555 1,0373 1,1362 1,2111 1,1977 1,0430 0,7383 0,3372 -0,0566 -0,3504 -0,5109 -0,5488 -0,4923 -0,3861 -0,2723 -0,1592 -0,0202 0,1888 0,5053 0,9264 1,3943 1,8219 2,1263 2,2505 2,1893 2,0021 1,7738 1,5546 1,3454 1,1325 0,9199 0,7290 0,5824 0,4992 0,4943 0,5663 0,6872 0,8115 0,8962 0,9118 0,8437 0,7025 0,5427 0,4468 0,4681 0,6023 0,8166 1,0657 1,2912 1,4560 1,5581 1,5904 1,5274 1,3638 1,1334 0,8921 0,6894 0,5377 0,4066 0,2605 0,0996 -0,0394 -0,1145 -0,1077 -0,0302 0,0854 0,2044 0,3306 0,5142 0,7950 1,1447 1,4745 1,7002 1,7932 1,7705 1,6724 1,5617 1,5016 1,5062 1,5438 1,5841 1,6093 1,5919 1,4941 1,2969 1,0288 0,7493 0,5015 0,2919 0,1144 -0,0285 -0,1416 -0,2535 -0,3835 -0,4953 -0,5072 -0,3593 -0,0707 0,2746 0,5928 0,8260 0,9230 0,8386 0,5595 0,1385 -0,2890 -0,5742 -0,6742 -0,6742 -0,6786 -0,7192 -0,7822 -0,8637 -0,9642 -1,0532 -1,0682 -0,9686 -0,7875 -0,6141 -0,5275 -0,5530 -0,6619 -0,8008 -0,9226 -0,9999 -1,0197 -0,9827 -0,9109 -0,8392 -0,7980 -0,8089 -0,8816 -0,9961 -1,1023 -1,1628 -1,1858 -1,2032 -1,2326 -1,2620 -1,2559 -1,1742 -0,9884 -0,6932 -0,3179 0,0641 0,3504 0,4535 0,3320 -0,0172 -0,5677 -1,2504 -1,9555 -2,5615 -2,9542 -3,0394 -2,7951 -2,3224 -1,7998 -1,3725 -1,1001 -0,9833 -0,9837 -1,0198 -0,9961 -0,8559 -0,6045 -0,2934 0,0106 0,2548 0,4206 0,5258 0,6027 0,6675 0,7110 0,7189 0,6921 0,6486 0,6162 0,6212 0,6780 0,7810 0,9022 1,0066 1,0752 1,1089 1,1264 1,1583 1,2192 1,2771 1,2708 1,1726 1,0221 0,8930 0,8314 0,8317 0,8638 0,9058 0,9506 0,9968 1,0457 1,1060 1,1915 1,3176 1,4959 1,7097 1,9043 2,0230 2,0534 2,0214 1,9404 1,7863 1,5298 1,1773 0,7879 0,4566 0,2653 0,2286 0,2836 0,3435 0,3657 0,3592 0,3379 0,2912 0,2030 0,0873 -0,0022 -0,0047 0,1025 0,3006 0,5697 0,9023 1,2683 1,6004 1,8340 1,9387 1,9172 1,8103 1,6849 1,5851 1,5072 1,4255 1,3184 1,1862 1,0646 1,0080 1,0481 1,1782 1,3761 1,6215 1,8927 2,1579 2,3725 2,4910 2,4915 2,3909 2,2287 2,0447 1,8759 1,7527 1,6754 1,6077 1,5181 1,4253 1,3837 1,4253 1,5292 1,6356 1,6697 1,5649 1,2978 0,9120 0,5014 0,1729 0,0097 0,0457 0,2600 0,5812 0,9006 1,1093 1,1378 0,9793 0,6913 0,3570 0,0313 -0,2655 -0,5112 -0,6613 -0,6589 -0,4693 -0,1131 0,3350 0,7752 1,1175 1,3071 1,3235 1,1732 0,9094 0,6349 0,4466 0,3883 0,4622 0,6475 0,8958 1,1350 1,2958 1,3326 1,2323 1,0153 0,7253 0,4138 0,1325 -0,0736 -0,1774 -0,1756 -0,0911 0,0257 0,1229 0,1917 0,2707 0,4022 0,5902 0,7973 0,9774 1,1057 1,1779 1,1898 1,1353 1,0303 0,9173 0,8347 0,7946 0,7888 0,7975 0,7929 0,7505 0,6608 0,5275 0,3602 0,1768 0,0033 -0,1358 -0,2276 -0,2733 -0,2804 -0,2502 -0,1747 -0,0368 0,1807 0,4802 0,8353 1,1847 1,4440 1,5428 1,4651 1,2622 1,0268 0,8481 0,7790 0,8254 0,9550 1,1147 1,2437 1,2843 1,2061 1,0265 0,8045 0,6071 0,4676 0,3665 0,2557 0,1047 -0,0789 -0,2678 -0,4307 -0,5385 -0,5799 -0,5624 -0,4960 -0,3984 -0,3143 -0,3037 -0,3951 -0,5432 -0,6430 -0,5975 -0,3763 -0,0226 0,3755 0,7314 1,0066 1,2114 1,3555 1,4278 1,4313 1,4065 1,3979 1,4090 1,4015 1,3291 1,1769 0,9847 0,8313 0,7743 0,7987 0,8424 0,8667 0,8797 0,9043 0,9606 1,0668 1,2231 1,4064 1,6013 1,8158 2,0568 2,3178 2,5842 2,8258 2,9965 3,0522 2,9629 2,7078 2,2726 1,6743 1,0022 0,4296 0,1585 0,3202 0,9082 1,7866 2,7360 3,5140 3,9363 3,9425 3,6038 3,0722 2,5013 1,9864 1,5654 1,2527 1,0502 0,9363 0,8685 0,8101 0,7643 0,7813 0,9279 1,2493 1,7527 2,3985 3,0732 3,6064 3,8669 3,8329 3,5609 3,1297 2,6156 2,0743 1,5465 1,0806 0,7240 0,4935 0,3739 0,3405 0,3771 0,4868 0,6856 0,9618 1,2427 1,4403 1,5293 1,5409 1,4853
