Fp1   4,2279 4,1828 4,0755 3,9210 3,7321 3,5142 3,2698 3,0071 2,7416 2,4905 2,2680 2,0777 1,9115 1,7577 1,6055 1,4440 1,2612 1,0462 0,7911 0,4994 0,1953 -0,0825 -0,2980 -0,4302 -0,4754 -0,4493 -0,3869 -0,3374 -0,3513 -0,4656 -0,6894 -0,9988 -1,3467 -1,6850 -1,9806 -2,2196 -2,4050 -2,5563 -2,7000 -2,8470 -2,9795 -3,0644 -3,0800 -3,0293 -2,9326 -2,8107 -2,6691 -2,4948 -2,2695 -1,9855 -1,6492 -1,2771 -0,8929 -0,5228 -0,1897 0,0871 0,2940 0,4274 0,4941 0,5110 0,5041 0,5012 0,5199 0,5623 0,6166 0,6627 0,6812 0,6612 0,6005 0,5034 0,3800 0,2416 0,0909 -0,0839 -0,2997 -0,5590 -0,8414 -1,1151 -1,3521 -1,5334 -1,6470 -1,6858 -1,6446 -1,5237 -1,3386 -1,1236 -0,9193 -0,7542 -0,6371 -0,5605 -0,5099 -0,4709 -0,4335 -0,3976 -0,3750 -0,3851 -0,4459 -0,5705 -0,7634 -1,0189 -1,3204 -1,6440 -1,9676 -2,2828 -2,5966 -2,9182 -3,2446 -3,5635 -3,8666 -4,1546 -4,4321 -4,7031 -4,9677 -5,2183 -5,4373 -5,6040 -5,7056 -5,7420 -5,7232 -5,6583 -5,5465 -5,3871 -5,1989 -5,0189 -4,8804 -4,7953 -4,7576 -4,7525 -4,7617 -4,7682 -4,7585 -4,7198 -4,6390 -4,5118 -4,3493 -4,1735 -4,0086 -3,8739 -3,7776 -3,7132 -3,6647 -3,6141 -3,5490 -3,4713 -3,4004 -3,3648 -3,3891 -3,4871 -3,6601 -3,8991 -4,1876 -4,5021 -4,8158 -5,1067 -5,3632 -5,5854 -5,7866 -5,9916 -6,2205 -6,4714 -6,7167 -6,9126 -7,0181 -7,0128 -6,9005 -6,6976 -6,4182 -6,0710 -5,6658 -5,2167 -4,7403 -4,2565 -3,7932 -3,3853 -3,0656 -2,8568 -2,7739 -2,8215 -2,9820 -3,2160 -3,4800 -3,7407 -3,9829 -4,2075 -4,4193 -4,6189 -4,8073 -4,9883 -5,1606 -5,3113 -5,4179 -5,4561 -5,4073 -5,2671 -5,0526 -4,7982 -4,5399 -4,2985 -4,0757 -3,8639 -3,6534 -3,4290 -3,1752 -2,8959 -2,6251 -2,4116 -2,2904 -2,2674 -2,3267 -2,4442 -2,5957 -2,7624 -2,9323 -3,0922 -3,2284 -3,3392 -3,4439 -3,5745 -3,7579 -3,9978 -4,2672 -4,5182 -4,7065 -4,8142 -4,8540 -4,8532 -4,8322 -4,8021 -4,7717 -4,7440 -4,7071 -4,6386 -4,5227 -4,3638 -4,1822 -4,0000 -3,8336 -3,6955 -3,5932 -3,5253 -3,4779 -3,4277 -3,3512 -3,2375 -3,0932 -2,9329 -2,7618 -2,5744 -2,3714 -2,1636 -1,9623 -1,7768 -1,6168 -1,4902 -1,3980 -1,3336 -1,2862 -1,2489 -1,2228 -1,2176 -1,2481 -1,3276 -1,4623 -1,6466 -1,8639 -2,0958 -2,3296 -2,5596 -2,7813 -2,9842 -3,1469 -3,2446 -3,2675 -3,2367 -3,1987 -3,2024 -3,2762 -3,4181 -3,6011 -3,7845 -3,9247 -3,9871 -3,9546 -3,8316 -3,6390 -3,4072 -3,1662 -2,9348 -2,7179 -2,5145 -2,3246 -2,1487 -1,9853 -1,8293 -1,6718 -1,5040 -1,3224 -1,1300 -0,9338 -0,7462 -0,5865 -0,4721 -0,4079 -0,3873 -0,3995 -0,4337 -0,4788 -0,5226 -0,5563 -0,5813 -0,6078 -0,6472 -0,7067 -0,7925 -0,9138 -1,0781 -1,2887 -1,5419 -1,8215 -2,0969 -2,3316 -2,4913 -2,5503 -2,5047 -2,3783 -2,2028 -1,9966 -1,7656 -1,5167 -1,2581 -0,9888 -0,7049 -0,4167 -0,1491 0,0763 0,2529 0,3864 0,4842 0,5509 0,5892 0,6047 0,6081 0,6149 0,6410 0,6936 0,7680 0,8553 0,9521 1,0583 1,1656 1,2512 1,2836 1,2405 1,1222 0,9470 0,7403 0,5277 0,3352 0,1896 0,1103 0,0930 0,1064 0,1102 0,0781 0,0062 -0,0904 -0,1888 -0,2687 -0,3170 -0,3236 -0,2763 -0,1611 0,0325 0,2989 0,6078 0,9123 1,1665 1,3381 1,4162 1,4158 1,3688 1,3068 1,2503 1,2129 1,2067 1,2406 1,3122 1,4072 1,5075 1,5960 1,6556 1,6768 1,6661 1,6409 1,6186 1,6120 1,6337 1,6940 1,7873 1,8883 1,9669 2,0076 2,0132 1,9950 1,9584 1,8963 1,7956 1,6512 1,4754 1,2958 1,1433 1,0408 0,9982 1,0119 1,0688 1,1520 1,2426 1,3179 1,3581 1,3597 1,3377 1,3146 1,3057 1,3101 1,3156 1,3088 1,2802 1,2208 1,1168 0,9546 0,7326 0,4664 0,1840 -0,0868 -0,3311 -0,5480 -0,7442 -0,9302 -1,1163 -1,3097 -1,5136 -1,7233 -1,9204 -2,0763 -2,1706 -2,2099 -2,2307 -2,2800 -2,3910 -2,5724 -2,8085 -3,0598 -3,2680 -3,3750 -3,3492 -3,2027 -2,9866 -2,7692 -2,6073 -2,5242 -2,5052 -2,5158 -2,5264 -2,5212 -2,4906 -2,4281 -2,3389 -2,2417 -2,1528 -2,0765 -2,0155 -1,9827 -1,9968 -2,0670 -2,1874 -2,3522 -2,5664 -2,8346 -3,1444 -3,4674 -3,7775 -4,0587 -4,2974 -4,4806 -4,6040 -4,6804 -4,7375 -4,8055 -4,9011 -5,0247 -5,1702 -5,3314 -5,4984 -5,6588 -5,8056 -5,9391 -6,0645 -6,1882 -6,3122 -6,4331 -6,5482 -6,6604 -6,7742 -6,8909 -7,0085 -7,1255 -7,2406 -7,3490 -7,4379 -7,4873 -7,4805 -7,4147 -7,2982 -7,1417 -6,9572 -6,7601 -6,5687 -6,3973 -6,2481 -6,1160 -5,9997 -5,9029 -5,8253 -5,7577 -5,6855 -5,5959 -5,4837 -5,3533 -5,2194 -5,1069 -5,0422 -5,0405 -5,0991 -5,2023 -5,3302 -5,4658 -5,5978 -5,7216 -5,8373 -5,9439 -6,0370 -6,1144 -6,1834 -6,2555 -6,3343 -6,4087 -6,4575 -6,4598 -6,4090 -6,3206 -6,2230 -6,1376 -6,0707 -6,0221 -5,9965 -6,0011 -6,0385 -6,1051 -6,1964 -6,3095 -6,4390 -6,5731 -6,7004 -6,8153 -6,9146 -6,9956 -7,0614 -7,1219 -7,1828 -7,2359 -7,2641 -7,2528 -7,1938 -7,0872 -6,9467 -6,8016 -6,6853 -6,6199 -6,6142 -6,6676 -6,7680 -6,8909 -7,0082 -7,0977 -7,1517 -7,1801 -7,2035 -7,2453 -7,3260 -7,4518 -7,6077 -7,7675 -7,9118 -8,0300 -8,1165 -8,1738 -8,2124 -8,2400 -8,2563 -8,2641
Fz    4,3929 4,3064 4,1803 4,0271 3,8539 3,6594 3,4402 3,1986 2,9444 2,6919 2,4535 2,2304 2,0130 1,7935 1,5716 1,3504 1,1314 0,9124 0,6876 0,4529 0,2149 -0,0085 -0,1959 -0,3324 -0,4141 -0,4490 -0,4565 -0,4682 -0,5245 -0,6609 -0,8891 -1,1900 -1,5238 -1,8493 -2,1370 -2,3741 -2,5638 -2,7219 -2,8670 -3,0029 -3,1101 -3,1602 -3,1388 -3,0528 -2,9223 -2,7638 -2,5782 -2,3512 -2,0693 -1,7311 -1,3462 -0,9307 -0,5066 -0,0985 0,2742 0,6002 0,8722 1,0844 1,2334 1,3247 1,3722 1,3911 1,3937 1,3889 1,3805 1,3673 1,3485 1,3277 1,3081 1,2882 1,2648 1,2328 1,1788 1,0796 0,9152 0,6837 0,4051 0,1105 -0,1721 -0,4240 -0,6338 -0,7916 -0,8871 -0,9168 -0,8924 -0,8373 -0,7724 -0,7091 -0,6517 -0,6001 -0,5499 -0,4927 -0,4217 -0,3389 -0,2587 -0,2017 -0,1861 -0,2238 -0,3205 -0,4757 -0,6809 -0,9174 -1,1626 -1,4025 -1,6390 -1,8830 -2,1412 -2,4108 -2,6827 -2,9448 -3,1881 -3,4105 -3,6139 -3,7959 -3,9463 -4,0516 -4,1038 -4,1034 -4,0576 -3,9719 -3,8458 -3,6820 -3,5023 -3,3455 -3,2465 -3,2211 -3,2666 -3,3692 -3,5122 -3,6811 -3,8627 -4,0396 -4,1910 -4,3003 -4,3605 -4,3729 -4,3441 -4,2851 -4,2085 -4,1233 -4,0318 -3,9315 -3,8178 -3,6907 -3,5602 -3,4453 -3,3686 -3,3485 -3,3918 -3,4899 -3,6247 -3,7746 -3,9184 -4,0390 -4,1259 -4,1781 -4,2088 -4,2433 -4,3044 -4,3982 -4,5077 -4,5969 -4,6241 -4,5607 -4,4024 -4,1630 -3,8590 -3,5004 -3,0952 -2,6545 -2,1931 -1,7282 -1,2786 -0,8662 -0,5160 -0,2534 -0,1013 -0,0743 -0,1690 -0,3605 -0,6129 -0,8936 -1,1823 -1,4700 -1,7506 -2,0152 -2,2544 -2,4615 -2,6312 -2,7558 -2,8243 -2,8249 -2,7511 -2,6087 -2,4212 -2,2233 -2,0464 -1,9084 -1,8117 -1,7473 -1,6976 -1,6350 -1,5303 -1,3720 -1,1819 -1,0043 -0,8770 -0,8117 -0,7985 -0,8221 -0,8736 -0,9552 -1,0728 -1,2247 -1,4007 -1,5920 -1,7980 -2,0223 -2,2649 -2,5155 -2,7508 -2,9388 -3,0512 -3,0787 -3,0367 -2,9540 -2,8573 -2,7692 -2,7113 -2,6952 -2,7135 -2,7439 -2,7627 -2,7581 -2,7320 -2,6908 -2,6380 -2,5757 -2,5069 -2,4319 -2,3442 -2,2312 -2,0826 -1,8988 -1,6924 -1,4785 -1,2641 -1,0510 -0,8460 -0,6605 -0,5023 -0,3765 -0,2881 -0,2384 -0,2226 -0,2301 -0,2474 -0,2649 -0,2818 -0,3080 -0,3597 -0,4501 -0,5839 -0,7571 -0,9586 -1,1745 -1,3950 -1,6172 -1,8396 -2,0495 -2,2174 -2,3113 -2,3194 -2,2607 -2,1781 -2,1207 -2,1230 -2,1904 -2,2974 -2,3997 -2,4501 -2,4144 -2,2806 -2,0590 -1,7783 -1,4764 -1,1875 -0,9315 -0,7114 -0,5202 -0,3484 -0,1900 -0,0425 0,0971 0,2337 0,3718 0,5117 0,6497 0,7775 0,8833 0,9557 0,9890 0,9870 0,9592 0,9162 0,8668 0,8193 0,7810 0,7544 0,7313 0,6936 0,6238 0,5158 0,3747 0,2078 0,0200 -0,1868 -0,4113 -0,6451 -0,8654 -1,0402 -1,1389 -1,1412 -1,0455 -0,8692 -0,6369 -0,3693 -0,0835 0,2047 0,4861 0,7616 1,0331 1,2929 1,5249 1,7142 1,8544 1,9485 2,0055 2,0372 2,0569 2,0801 2,1232 2,2016 2,3247 2,4875 2,6705 2,8495 3,0057 3,1274 3,2047 3,2253 3,1794 3,0695 2,9128 2,7314 2,5421 2,3556 2,1833 2,0426 1,9506 1,9074 1,8907 1,8703 1,8254 1,7518 1,6612 1,5737 1,5046 1,4598 1,4455 1,4771 1,5769 1,7652 2,0455 2,3948 2,7699 3,1230 3,4147 3,6260 3,7648 3,8559 3,9210 3,9718 4,0162 4,0652 4,1319 4,2225 4,3289 4,4326 4,5150 4,5614 4,5670 4,5410 4,5020 4,4666 4,4462 4,4520 4,4964 4,5837 4,7031 4,8351 4,9629 5,0765 5,1679 5,2250 5,2355 5,1939 5,1062 4,9890 4,8654 4,7580 4,6839 4,6525 4,6648 4,7130 4,7846 4,8635 4,9304 4,9683 4,9720 4,9486 4,9091 4,8577 4,7893 4,6954 4,5713 4,4173 4,2337 4,0110 3,7334 3,3932 3,0011 2,5853 2,1767 1,7949 1,4457 1,1279 0,8380 0,5720 0,3276 0,1026 -0,1039 -0,2867 -0,4337 -0,5355 -0,5982 -0,6484 -0,7218 -0,8460 -1,0291 -1,2590 -1,5050 -1,7236 -1,8711 -1,9203 -1,8709 -1,7500 -1,6015 -1,4678 -1,3706 -1,3042 -1,2487 -1,1876 -1,1132 -1,0215 -0,9102 -0,7812 -0,6417 -0,4983 -0,3545 -0,2175 -0,1056 -0,0423 -0,0439 -0,1134 -0,2470 -0,4387 -0,6768 -0,9408 -1,2055 -1,4495 -1,6603 -1,8324 -1,9652 -2,0627 -2,1346 -2,1972 -2,2696 -2,3651 -2,4862 -2,6263 -2,7765 -2,9281 -3,0770 -3,2259 -3,3805 -3,5466 -3,7292 -3,9303 -4,1441 -4,3593 -4,5660 -4,7592 -4,9379 -5,1041 -5,2592 -5,4012 -5,5232 -5,6146 -5,6614 -5,6517 -5,5847 -5,4728 -5,3339 -5,1819 -5,0245 -4,8665 -4,7137 -4,5709 -4,4410 -4,3261 -4,2265 -4,1383 -4,0549 -3,9679 -3,8681 -3,7472 -3,6043 -3,4507 -3,3088 -3,2027 -3,1468 -3,1442 -3,1900 -3,2730 -3,3741 -3,4701 -3,5420 -3,5820 -3,5924 -3,5808 -3,5570 -3,5302 -3,5065 -3,4861 -3,4653 -3,4362 -3,3879 -3,3125 -3,2138 -3,1070 -3,0061 -2,9139 -2,8317 -2,7708 -2,7496 -2,7825 -2,8731 -3,0127 -3,1841 -3,3686 -3,5514 -3,7250 -3,8861 -4,0304 -4,1536 -4,2561 -4,3431 -4,4195 -4,4870 -4,5452 -4,5913 -4,6185 -4,6238 -4,6190 -4,6294 -4,6781 -4,7741 -4,9131 -5,0838 -5,2682 -5,4449 -5,5939 -5,7015 -5,7649 -5,7905 -5,7892 -5,7750 -5,7668 -5,7817 -5,8241 -5,8875 -5,9636 -6,0459 -6,1294 -6,2124 -6,2943 -6,3710 -6,4342 -6,4799
F3    3,4255 3,4850 3,5247 3,5358 3,5041 3,4124 3,2507 3,0237 2,7519 2,4654 2,1930 1,9478 1,7254 1,5174 1,3197 1,1294 0,9422 0,7520 0,5518 0,3403 0,1295 -0,0588 -0,2056 -0,3041 -0,3604 -0,3885 -0,4070 -0,4391 -0,5118 -0,6479 -0,8541 -1,1127 -1,3875 -1,6424 -1,8568 -2,0281 -2,1689 -2,3001 -2,4400 -2,5895 -2,7272 -2,8197 -2,8396 -2,7771 -2,6406 -2,4459 -2,2048 -1,9209 -1,5985 -1,2499 -0,8941 -0,5505 -0,2350 0,0452 0,2900 0,4995 0,6675 0,7844 0,8462 0,8607 0,8471 0,8275 0,8209 0,8397 0,8854 0,9474 1,0113 1,0654 1,1012 1,1170 1,1173 1,1003 1,0473 0,9276 0,7193 0,4287 0,0916 -0,2454 -0,5444 -0,7842 -0,9569 -1,0634 -1,1076 -1,0978 -1,0505 -0,9888 -0,9317 -0,8847 -0,8399 -0,7848 -0,7140 -0,6330 -0,5549 -0,4965 -0,4758 -0,5050 -0,5865 -0,7157 -0,8860 -1,0893 -1,3105 -1,5267 -1,7156 -1,8698 -2,0027 -2,1370 -2,2892 -2,4642 -2,6578 -2,8603 -3,0593 -3,2458 -3,4153 -3,5643 -3,6857 -3,7701 -3,8115 -3,8097 -3,7690 -3,6938 -3,5837 -3,4384 -3,2731 -3,1227 -3,0250 -3,0029 -3,0596 -3,1840 -3,3572 -3,5586 -3,7680 -3,9629 -4,1225 -4,2379 -4,3134 -4,3605 -4,3913 -4,4141 -4,4308 -4,4350 -4,4138 -4,3532 -4,2448 -4,0918 -3,9112 -3,7299 -3,5790 -3,4856 -3,4631 -3,5080 -3,6052 -3,7338 -3,8708 -3,9975 -4,1045 -4,1911 -4,2661 -4,3459 -4,4453 -4,5664 -4,6913 -4,7852 -4,8095 -4,7391 -4,5706 -4,3185 -4,0033 -3,6451 -3,2618 -2,8676 -2,4703 -2,0748 -1,6905 -1,3362 -1,0384 -0,8221 -0,7054 -0,6960 -0,7847 -0,9465 -1,1487 -1,3622 -1,5715 -1,7747 -1,9717 -2,1570 -2,3238 -2,4698 -2,5964 -2,7025 -2,7783 -2,8058 -2,7675 -2,6592 -2,4987 -2,3219 -2,1658 -2,0532 -1,9900 -1,9707 -1,9815 -1,9980 -1,9934 -1,9570 -1,9057 -1,8728 -1,8814 -1,9271 -1,9857 -2,0339 -2,0658 -2,0966 -2,1497 -2,2379 -2,3584 -2,5024 -2,6660 -2,8504 -3,0559 -3,2746 -3,4856 -3,6599 -3,7743 -3,8227 -3,8173 -3,7774 -3,7186 -3,6551 -3,6052 -3,5848 -3,5960 -3,6256 -3,6539 -3,6660 -3,6569 -3,6280 -3,5847 -3,5350 -3,4862 -3,4405 -3,3906 -3,3203 -3,2134 -3,0650 -2,8841 -2,6846 -2,4734 -2,2499 -2,0165 -1,7818 -1,5577 -1,3579 -1,1962 -1,0806 -1,0101 -0,9743 -0,9594 -0,9554 -0,9594 -0,9753 -1,0103 -1,0719 -1,1648 -1,2906 -1,4475 -1,6334 -1,8464 -2,0819 -2,3288 -2,5661 -2,7603 -2,8758 -2,8961 -2,8358 -2,7338 -2,6368 -2,5807 -2,5780 -2,6174 -2,6709 -2,7032 -2,6839 -2,5954 -2,4357 -2,2185 -1,9693 -1,7168 -1,4834 -1,2813 -1,1131 -0,9750 -0,8604 -0,7622 -0,6739 -0,5910 -0,5121 -0,4402 -0,3788 -0,3294 -0,2926 -0,2703 -0,2640 -0,2731 -0,2932 -0,3179 -0,3418 -0,3615 -0,3739 -0,3772 -0,3747 -0,3769 -0,3960 -0,4391 -0,5096 -0,6136 -0,7597 -0,9551 -1,2001 -1,4807 -1,7655 -2,0142 -2,1891 -2,2633 -2,2309 -2,1108 -1,9328 -1,7209 -1,4893 -1,2477 -1,0012 -0,7483 -0,4892 -0,2331 0,0040 0,2080 0,3715 0,4942 0,5817 0,6429 0,6886 0,7314 0,7825 0,8508 0,9411 1,0486 1,1593 1,2587 1,3409 1,4066 1,4545 1,4753 1,4551 1,3899 1,2918 1,1811 1,0734 0,9751 0,8873 0,8145 0,7634 0,7300 0,6959 0,6413 0,5611 0,4666 0,3781 0,3154 0,2905 0,3070 0,3657 0,4700 0,6264 0,8413 1,1103 1,4091 1,7006 1,9501 2,1322 2,2373 2,2758 2,2728 2,2526 2,2310 2,2203 2,2341 2,2846 2,3753 2,4976 2,6334 2,7599 2,8540 2,9014 2,9050 2,8815 2,8492 2,8206 2,8043 2,8064 2,8255 2,8512 2,8731 2,8887 2,9004 2,9091 2,9103 2,8971 2,8644 2,8121 2,7494 2,6939 2,6642 2,6718 2,7193 2,8030 2,9157 3,0474 3,1833 3,3033 3,3904 3,4401 3,4605 3,4638 3,4566 3,4367 3,3990 3,3406 3,2598 3,1520 3,0060 2,8089 2,5570 2,2612 1,9412 1,6156 1,2979 1,0006 0,7378 0,5195 0,3459 0,2042 0,0725 -0,0675 -0,2182 -0,3648 -0,4880 -0,5807 -0,6562 -0,7405 -0,8574 -1,0180 -1,2169 -1,4299 -1,6162 -1,7318 -1,7498 -1,6747 -1,5396 -1,3904 -1,2659 -1,1831 -1,1338 -1,0983 -1,0614 -1,0167 -0,9605 -0,8897 -0,8073 -0,7217 -0,6399 -0,5634 -0,4957 -0,4484 -0,4394 -0,4860 -0,5990 -0,7808 -1,0266 -1,3219 -1,6420 -1,9579 -2,2442 -2,4817 -2,6553 -2,7566 -2,7912 -2,7836 -2,7715 -2,7915 -2,8647 -2,9927 -3,1621 -3,3513 -3,5331 -3,6834 -3,7905 -3,8588 -3,9073 -3,9633 -4,0503 -4,1773 -4,3400 -4,5278 -4,7283 -4,9295 -5,1208 -5,2936 -5,4392 -5,5481 -5,6118 -5,6241 -5,5839 -5,4989 -5,3850 -5,2574 -5,1262 -4,9957 -4,8671 -4,7405 -4,6167 -4,4973 -4,3857 -4,2852 -4,1965 -4,1180 -4,0430 -3,9578 -3,8463 -3,7019 -3,5358 -3,3732 -3,2423 -3,1616 -3,1370 -3,1639 -3,2288 -3,3081 -3,3739 -3,4061 -3,4009 -3,3682 -3,3226 -3,2799 -3,2578 -3,2716 -3,3274 -3,4173 -3,5220 -3,6163 -3,6815 -3,7157 -3,7312 -3,7405 -3,7449 -3,7412 -3,7351 -3,7430 -3,7839 -3,8704 -4,0031 -4,1712 -4,3598 -4,5531 -4,7368 -4,8982 -5,0260 -5,1142 -5,1662 -5,1912 -5,1966 -5,1836 -5,1497 -5,0933 -5,0167 -4,9292 -4,8510 -4,8078 -4,8167 -4,8777 -4,9799 -5,1078 -5,2428 -5,3659 -5,4596 -5,5089 -5,5078 -5,4651 -5,4021 -5,3434 -5,3103 -5,3135 -5,3480 -5,3973 -5,4456 -5,4848 -5,5140 -5,5396 -5,5706 -5,6114 -5,6598 -5,7143
F7    2,0671 2,1356 2,2175 2,2982 2,3550 2,3655 2,3197 2,2213 2,0810 1,9130 1,7340 1,5572 1,3870 1,2231 1,0657 0,9122 0,7534 0,5764 0,3730 0,1495 -0,0710 -0,2570 -0,3832 -0,4430 -0,4503 -0,4316 -0,4154 -0,4261 -0,4811 -0,5858 -0,7308 -0,8962 -1,0605 -1,2090 -1,3353 -1,4370 -1,5149 -1,5767 -1,6344 -1,6931 -1,7447 -1,7724 -1,7625 -1,7119 -1,6282 -1,5204 -1,3900 -1,2330 -1,0514 -0,8585 -0,6730 -0,5103 -0,3780 -0,2736 -0,1851 -0,0982 -0,0054 0,0897 0,1762 0,2446 0,2936 0,3314 0,3708 0,4208 0,4768 0,5222 0,5418 0,5327 0,5010 0,4588 0,4208 0,3923 0,3572 0,2838 0,1471 -0,0543 -0,2972 -0,5465 -0,7724 -0,9599 -1,1067 -1,2139 -1,2806 -1,3074 -1,3026 -1,2805 -1,2526 -1,2210 -1,1805 -1,1264 -1,0594 -0,9861 -0,9181 -0,8711 -0,8611 -0,8978 -0,9796 -1,0956 -1,2322 -1,3769 -1,5171 -1,6403 -1,7389 -1,8167 -1,8903 -1,9804 -2,1002 -2,2502 -2,4212 -2,5989 -2,7666 -2,9081 -3,0101 -3,0657 -3,0758 -3,0487 -2,9985 -2,9428 -2,8994 -2,8787 -2,8716 -2,8533 -2,8074 -2,7418 -2,6808 -2,6490 -2,6606 -2,7155 -2,8036 -2,9155 -3,0449 -3,1821 -3,3128 -3,4250 -3,5152 -3,5890 -3,6568 -3,7260 -3,7973 -3,8633 -3,9120 -3,9315 -3,9144 -3,8597 -3,7718 -3,6598 -3,5385 -3,4252 -3,3342 -3,2717 -3,2356 -3,2201 -3,2206 -3,2361 -3,2678 -3,3163 -3,3819 -3,4646 -3,5600 -3,6583 -3,7432 -3,7935 -3,7906 -3,7288 -3,6180 -3,4746 -3,3077 -3,1145 -2,8869 -2,6160 -2,2962 -1,9332 -1,5510 -1,1888 -0,8877 -0,6763 -0,5649 -0,5474 -0,6066 -0,7197 -0,8620 -1,0114 -1,1558 -1,2933 -1,4205 -1,5260 -1,6002 -1,6461 -1,6769 -1,7013 -1,7149 -1,7030 -1,6495 -1,5483 -1,4119 -1,2695 -1,1521 -1,0782 -1,0487 -1,0520 -1,0709 -1,0871 -1,0862 -1,0653 -1,0360 -1,0157 -1,0138 -1,0263 -1,0431 -1,0576 -1,0738 -1,1045 -1,1598 -1,2368 -1,3215 -1,4009 -1,4711 -1,5354 -1,6001 -1,6705 -1,7433 -1,8029 -1,8314 -1,8252 -1,7993 -1,7756 -1,7694 -1,7870 -1,8307 -1,8986 -1,9808 -2,0603 -2,1189 -2,1425 -2,1223 -2,0593 -1,9667 -1,8664 -1,7807 -1,7235 -1,6940 -1,6772 -1,6531 -1,6054 -1,5264 -1,4184 -1,2872 -1,1384 -0,9792 -0,8189 -0,6646 -0,5211 -0,3934 -0,2864 -0,1992 -0,1248 -0,0572 0,0006 0,0403 0,0547 0,0422 0,0085 -0,0387 -0,0958 -0,1665 -0,2596 -0,3850 -0,5461 -0,7367 -0,9422 -1,1378 -1,2925 -1,3848 -1,4160 -1,4067 -1,3840 -1,3688 -1,3709 -1,3892 -1,4133 -1,4236 -1,3956 -1,3090 -1,1575 -0,9558 -0,7360 -0,5313 -0,3588 -0,2153 -0,0869 0,0400 0,1726 0,3106 0,4491 0,5836 0,7092 0,8190 0,9057 0,9657 1,0019 1,0240 1,0450 1,0750 1,1185 1,1750 1,2383 1,2962 1,3344 1,3419 1,3137 1,2500 1,1594 1,0567 0,9541 0,8520 0,7392 0,5999 0,4214 0,2031 -0,0364 -0,2653 -0,4516 -0,5714 -0,6132 -0,5823 -0,4969 -0,3786 -0,2446 -0,1048 0,0380 0,1845 0,3305 0,4661 0,5843 0,6831 0,7589 0,8045 0,8154 0,7970 0,7663 0,7461 0,7542 0,7950 0,8601 0,9312 0,9890 1,0232 1,0352 1,0322 1,0215 1,0076 0,9923 0,9770 0,9653 0,9591 0,9565 0,9508 0,9352 0,9107 0,8845 0,8583 0,8247 0,7787 0,7263 0,6784 0,6424 0,6192 0,6046 0,5940 0,5887 0,5980 0,6352 0,7119 0,8288 0,9703 1,1126 1,2336 1,3160 1,3496 1,3364 1,2890 1,2236 1,1588 1,1161 1,1158 1,1692 1,2749 1,4194 1,5790 1,7229 1,8210 1,8555 1,8289 1,7603 1,6722 1,5845 1,5154 1,4798 1,4794 1,4995 1,5210 1,5314 1,5246 1,4993 1,4578 1,4063 1,3527 1,3077 1,2826 1,2845 1,3112 1,3515 1,3901 1,4175 1,4371 1,4599 1,4929 1,5307 1,5595 1,5655 1,5424 1,4955 1,4393 1,3882 1,3529 1,3394 1,3434 1,3470 1,3245 1,2541 1,1270 0,9521 0,7518 0,5513 0,3711 0,2293 0,1418 0,1146 0,1343 0,1683 0,1778 0,1374 0,0466 -0,0753 -0,2029 -0,3175 -0,4145 -0,4999 -0,5858 -0,6871 -0,8121 -0,9501 -1,0705 -1,1365 -1,1260 -1,0448 -0,9219 -0,7903 -0,6687 -0,5569 -0,4440 -0,3217 -0,1929 -0,0696 0,0347 0,1093 0,1470 0,1463 0,1152 0,0679 0,0162 -0,0367 -0,0973 -0,1762 -0,2808 -0,4124 -0,5695 -0,7502 -0,9512 -1,1634 -1,3723 -1,5608 -1,7123 -1,8138 -1,8610 -1,8645 -1,8504 -1,8488 -1,8792 -1,9460 -2,0450 -2,1664 -2,2935 -2,4076 -2,4979 -2,5673 -2,6300 -2,7057 -2,8109 -2,9522 -3,1251 -3,3167 -3,5113 -3,6953 -3,8601 -4,0028 -4,1228 -4,2172 -4,2799 -4,3047 -4,2887 -4,2353 -4,1540 -4,0571 -3,9549 -3,8536 -3,7542 -3,6552 -3,5539 -3,4491 -3,3454 -3,2516 -3,1717 -3,0997 -3,0220 -2,9230 -2,7922 -2,6305 -2,4544 -2,2920 -2,1701 -2,1036 -2,0974 -2,1502 -2,2499 -2,3678 -2,4683 -2,5269 -2,5390 -2,5126 -2,4583 -2,3872 -2,3147 -2,2575 -2,2261 -2,2235 -2,2471 -2,2868 -2,3291 -2,3682 -2,4072 -2,4449 -2,4677 -2,4621 -2,4286 -2,3846 -2,3548 -2,3599 -2,4095 -2,5025 -2,6318 -2,7873 -2,9565 -3,1212 -3,2575 -3,3444 -3,3755 -3,3600 -3,3129 -3,2470 -3,1701 -3,0843 -2,9865 -2,8746 -2,7560 -2,6489 -2,5734 -2,5424 -2,5604 -2,6248 -2,7252 -2,8440 -2,9598 -3,0517 -3,1078 -3,1332 -3,1479 -3,1765 -3,2345 -3,3195 -3,4107 -3,4803 -3,5080 -3,4894 -3,4352 -3,3711 -3,3285 -3,3276 -3,3673 -3,4341
