Fp1   -1,5264 -1,2280 -0,8640 -0,4450 -0,0015 0,4231 0,7878 1,0691 1,2648 1,3850 1,4438 1,4582 1,4480 1,4277 1,4018 1,3680 1,3260 1,2802 1,2371 1,1987 1,1639 1,1370 1,1262 1,1283 1,1224 1,0838 0,9992 0,8696 0,7017 0,5015 0,2776 0,0476 -0,1639 -0,3342 -0,4530 -0,5271 -0,5765 -0,6252 -0,6951 -0,8029 -0,9580 -1,1616 -1,4083 -1,6852 -1,9710 -2,2404 -2,4760 -2,6763 -2,8506 -3,0083 -3,1501 -3,2681 -3,3535 -3,4057 -3,4345 -3,4549 -3,4828 -3,5325 -3,6139 -3,7269 -3,8609 -3,9996 -4,1257 -4,2244 -4,2841 -4,2916 -4,2317 -4,0911 -3,8570 -3,5180 -3,0690 -2,5215 -1,9074 -1,2730 -0,6649 -0,1163 0,3573 0,7554 1,0864 1,3583 1,5716 1,7244 1,8153 1,8371 1,7775 1,6277 1,3870 1,0619 0,6681 0,2351 -0,1945 -0,5727 -0,8636 -1,0555 -1,1561 -1,1813 -1,1525 -1,0929 -1,0137 -0,9032 -0,7366 -0,4983 -0,1956 0,1415 0,4698 0,7477 0,9458 1,0482 1,0473 0,9405 0,7307 0,4279 0,0451 -0,4073 -0,9192 -1,4693 -2,0194 -2,5175 -2,9067 -3,1351 -3,1644 -2,9779 -2,5848 -2,0169 -1,3220 -0,5514 0,2581 1,0953 1,9669 2,8792 3,8245 4,7812 5,7211 6,6132 7,4289 8,1519 8,7830 9,3337 9,8166 10,2446 10,6355 11,0117 11,3891 11,7676 12,1290 12,4454 12,6891 12,8397 12,8869 12,8299 12,6727 12,4188 12,0750 11,6606 11,2118 10,7708 10,3680 10,0118 9,6911 9,3888 9,0929 8,7970 8,4957 8,1834 7,8587 7,5254 7,1886 6,8521 6,5223 6,2152 5,9587 5,7854 5,7179 5,7539 5,8654 6,0140 6,1712 6,3306 6,5072 6,7269 7,0094 7,3556 7,7432 8,1332 8,4835 8,7686 8,9909 9,1720 9,3305 9,4646 9,5589 9,6020 9,5926 9,5309 9,4099 9,2189 8,9513 8,6112 8,2153 7,7915 7,3689 6,9648 6,5792 6,2004 5,8154 5,4156 4,9960 4,5555 4,0999 3,6414 3,1951 2,7764 2,3988 2,0686 1,7860 1,5492 1,3564 1,2016 1,0756 0,9775 0,9205 0,9217 0,9806 1,0687 1,1426 1,1677 1,1325 1,0457 0,9271 0,7991 0,6807 0,5836 0,5064 0,4291 0,3186 0,1493 -0,0792 -0,3459 -0,6214 -0,8741 -1,0727 -1,1942 -1,2304 -1,1854 -1,0713 -0,9059 -0,7061 -0,4817 -0,2348 0,0313 0,3035 0,5597 0,7788 0,9473 1,0557 1,0959 1,0670 0,9822 0,8714 0,7786 0,7501 0,8167 0,9817 1,2251 1,5128 1,8072 2,0797 2,3184 2,5209 2,6841 2,8050 2,8883 2,9448 2,9797 2,9847 2,9439 2,8454 2,6871 2,4771 2,2316 1,9729 1,7270 1,5196 1,3677 1,2694 1,2015 1,1343 1,0535 0,9647 0,8820 0,8181 0,7850 0,7920 0,8379 0,9065 0,9737 1,0191 1,0366 1,0430 1,0746 1,1705 1,3563 1,6376 1,9975 2,3994 2,7973 3,1450 3,4034 3,5510 3,5930 3,5611 3,4988 3,4440 3,4134 3,4000 3,3837 3,3457 3,2735 3,1596 3,0048 2,8212 2,6309 2,4615 2,3451 2,3110 2,3758 2,5380 2,7802 3,0769 3,4024 3,7331 4,0447 4,3135 4,5206 4,6530 4,6995 4,6521 4,5144 4,3104 4,0845 3,8864 3,7507 3,6849 3,6696 3,6676 3,6345 3,5311 3,3382 3,0627 2,7338 2,3915 2,0732 1,8012 1,5794 1,4033 1,2701 1,1783 1,1206 1,0797 1,0355 0,9788 0,9156 0,8549 0,7957 0,7252 0,6299 0,5036 0,3506 0,1882 0,0445 -0,0559 -0,1053 -0,1127 -0,0968 -0,0819 -0,0957 -0,1598 -0,2816 -0,4548 -0,6651 -0,8917 -1,1101 -1,2987 -1,4449 -1,5432 -1,5910 -1,5890 -1,5430 -1,4599 -1,3431 -1,1910 -1,0044 -0,7983 -0,6023 -0,4451 -0,3383 -0,2777 -0,2544 -0,2592 -0,2811 -0,3071 -0,3271 -0,3351 -0,3258 -0,2955 -0,2478 -0,1940 -0,1449 -0,1009 -0,0534 0,0085 0,0953 0,2195 0,3951 0,6294 0,9144 1,2248 1,5263 1,7905 2,0017 2,1509 2,2248 2,2057 2,0810 1,8559 1,5547 1,2096 0,8472 0,4879 0,1536 -0,1305 -0,3397 -0,4531 -0,4566 -0,3455 -0,1311 0,1583 0,4854 0,8205 1,1545 1,4930 1,8363 2,1683 2,4620 2,6926 2,8440 2,9063 2,8741 2,7514 2,5590 2,3290 2,0891 1,8481 1,5912 1,2926 0,9382 0,5383 0,1246 -0,2565 -0,5536 -0,7305 -0,7835 -0,7419 -0,6505 -0,5485 -0,4543 -0,3632 -0,2592 -0,1282 0,0329 0,2203 0,4271 0,6428 0,8518 1,0393 1,1998 1,3407 1,4754 1,6107 1,7404 1,8484 1,9154 1,9207 1,8388 1,6387 1,2891 0,7676 0,0704 -0,7779 -1,7202 -2,6726 -3,5425 -4,2554 -4,7716 -5,0822 -5,1963 -5,1350 -4,9287 -4,6115 -4,2107 -3,7366 -3,1838 -2,5461 -1,8300 -1,0565 -0,2506 0,5681 1,3873 2,1992 3,0023 3,8023 4,6067 5,4170 6,2206 6,9879 7,6785 8,2535 8,6874 8,9766 9,1374 9,1912 9,1507 9,0206 8,8053 8,5088 8,1335 7,6802 7,1491 6,5453 5,8825 5,1762 4,4375 3,6758 2,9016 2,1259 1,3603 0,6208 -0,0722 -0,6975 -1,2350 -1,6648 -1,9704 -2,1473 -2,2135 -2,2120 -2,1997 -2,2296 -2,3335 -2,5110 -2,7331 -2,9584 -3,1495 -3,2797 -3,3353 -3,3167 -3,2392 -3,1281 -3,0107 -2,9084 -2,8297 -2,7755 -2,7488 -2,7533 -2,7855 -2,8341 -2,8875 -2,9372 -2,9787 -3,0097 -3,0304 -3,0464 -3,0752 -3,1465 -3,2925 -3,5345 -3,8745 -4,2989 -4,7872 -5,3200 -5,8822 -6,4614 -7,0459 -7,6253 -8,1922 -8,7434 -9,2783 -9,7976 -10,2985 -10,7662 -11,1711 -11,4755 -11,6456 -11,6623 -11,5293 -11,2733 -10,9380 -10,5759 -10,2341 -9,9390 -9,6902
Fz    -0,7118 -0,1989 0,3854 0,9917 1,5639 2,0484 2,4026 2,6009 2,6390 2,5342 2,3219 2,0476 1,7542 1,4724 1,2203 1,0092 0,8491 0,7496 0,7176 0,7525 0,8445 0,9789 1,1362 1,2861 1,3893 1,4101 1,3279 1,1386 0,8502 0,4830 0,0719 -0,3394 -0,7104 -1,0145 -1,2431 -1,4028 -1,5105 -1,5904 -1,6700 -1,7719 -1,9085 -2,0822 -2,2869 -2,5075 -2,7202 -2,8989 -3,0274 -3,1041 -3,1379 -3,1399 -3,1197 -3,0857 -3,0478 -3,0169 -3,0030 -3,0144 -3,0591 -3,1445 -3,2760 -3,4541 -3,6714 -3,9111 -4,1490 -4,3599 -4,5234 -4,6230 -4,6421 -4,5636 -4,3715 -4,0510 -3,5921 -2,9939 -2,2723 -1,4646 -0,6238 0,1958 0,9527 1,6239 2,2041 2,6960 3,1003 3,4164 3,6457 3,7872 3,8325 3,7683 3,5819 3,2706 2,8495 2,3563 1,8490 1,3938 1,0439 0,8234 0,7289 0,7393 0,8233 0,9437 1,0666 1,1739 1,2645 1,3454 1,4220 1,4934 1,5500 1,5783 1,5682 1,5164 1,4257 1,3028 1,1565 0,9930 0,8100 0,5933 0,3230 -0,0137 -0,4101 -0,8359 -1,2404 -1,5610 -1,7360 -1,7209 -1,4990 -1,0828 -0,5054 0,1913 0,9718 1,8161 2,7169 3,6729 4,6851 5,7531 6,8695 8,0143 9,1571 10,2674 11,3218 12,3045 13,2068 14,0283 14,7766 15,4638 16,1008 16,6926 17,2352 17,7153 18,1119 18,4001 18,5584 18,5771 18,4591 18,2151 17,8597 17,4118 16,8972 16,3462 15,7876 15,2427 14,7245 14,2401 13,7934 13,3837 13,0035 12,6425 12,2954 11,9623 11,6469 11,3544 11,0942 10,8857 10,7609 10,7537 10,8820 11,1350 11,4768 11,8646 12,2643 12,6596 13,0544 13,4657 13,9079 14,3801 14,8640 15,3319 15,7593 16,1346 16,4599 16,7470 17,0111 17,2694 17,5396 17,8327 18,1440 18,4508 18,7153 18,8936 18,9469 18,8530 18,6144 18,2623 17,8429 17,3955 16,9379 16,4647 15,9577 15,3955 14,7617 14,0529 13,2871 12,5025 11,7424 11,0402 10,4148 9,8730 9,4173 9,0522 8,7844 8,6175 8,5492 8,5757 8,6914 8,8797 9,1028 9,3075 9,4437 9,4838 9,4281 9,2981 9,1253 8,9399 8,7639 8,6093 8,4792 8,3659 8,2510 8,1154 7,9502 7,7607 7,5658 7,3964 7,2885 7,2701 7,3500 7,5151 7,7376 7,9859 8,2327 8,4597 8,6572 8,8216 8,9523 9,0489 9,1127 9,1470 9,1541 9,1336 9,0859 9,0183 8,9515 8,9229 8,9780 9,1530 9,4620 9,8921 10,4089 10,9675 11,5254 12,0494 12,5129 12,8960 13,1904 13,4043 13,5603 13,6848 13,7981 13,9114 14,0269 14,1388 14,2367 14,3104 14,3544 14,3717 14,3744 14,3762 14,3818 14,3811 14,3546 14,2872 14,1783 14,0418 13,9010 13,7804 13,6955 13,6450 13,6118 13,5741 13,5166 13,4351 13,3380 13,2445 13,1793 13,1686 13,2334 13,3817 13,6027 13,8698 14,1462 14,3916 14,5715 14,6663 14,6733 14,6015 14,4642 14,2675 14,0055 13,6679 13,2559 12,7882 12,2961 11,8167 11,3852 11,0275 10,7594 10,5941 10,5463 10,6256 10,8302 11,1468 11,5580 12,0471 12,5985 13,1927 13,8033 14,3961 14,9324 15,3745 15,6921 15,8714 15,9239 15,8889 15,8212 15,7720 15,7716 15,8223 15,8970 15,9462 15,9130 15,7548 15,4595 15,0470 14,5596 14,0481 13,5597 13,1267 12,7642 12,4728 12,2435 12,0605 11,9053 11,7605 11,6149 11,4649 11,3097 11,1494 10,9871 10,8317 10,6948 10,5857 10,5127 10,4865 10,5160 10,5999 10,7252 10,8742 11,0328 11,1914 11,3430 11,4792 11,5884 11,6569 11,6738 11,6340 11,5375 11,3879 11,1968 10,9849 10,7757 10,5864 10,4254 10,2971 10,2048 10,1505 10,1316 10,1379 10,1536 10,1588 10,1298 10,0438 9,8914 9,6843 9,4508 9,2212 9,0174 8,8525 8,7325 8,6556 8,6120 8,5880 8,5771 8,5865 8,6343 8,7410 8,9218 9,1845 9,5322 9,9610 10,4536 10,9800 11,5073 12,0102 12,4710 12,8737 13,2001 13,4305 13,5481 13,5445 13,4235 13,2019 12,9100 12,5883 12,2819 12,0365 11,8938 11,8846 12,0182 12,2757 12,6106 12,9627 13,2823 13,5470 13,7590 13,9270 14,0546 14,1379 14,1699 14,1436 14,0519 13,8880 13,6498 13,3439 12,9831 12,5796 12,1357 11,6383 11,0689 10,4268 9,7402 9,0574 8,4310 7,9052 7,5054 7,2360 7,0879 7,0453 7,0886 7,1960 7,3462 7,5225 7,7165 7,9264 8,1561 8,4115 8,6915 8,9862 9,2849 9,5815 9,8728 10,1538 10,4135 10,6318 10,7796 10,8233 10,7280 10,4593 9,9858 9,2892 8,3755 7,2807 6,0711 4,8354 3,6710 2,6631 1,8674 1,3048 0,9700 0,8421 0,8899 1,0786 1,3784 1,7736 2,2650 2,8640 3,5806 4,4133 5,3447 6,3479 7,3961 8,4676 9,5455 10,6167 11,6721 12,7035 13,6993 14,6396 15,4970 16,2417 16,8502 17,3091 17,6163 17,7801 17,8173 17,7499 17,5992 17,3776 17,0834 16,7061 16,2338 15,6588 14,9824 14,2167 13,3797 12,4911 11,5724 10,6461 9,7282 8,8217 7,9197 7,0196 6,1362 5,3054 4,5770 3,9996 3,6031 3,3847 3,3078 3,3155 3,3528 3,3865 3,4125 3,4465 3,5095 3,6168 3,7697 3,9535 4,1447 4,3214 4,4699 4,5836 4,6628 4,7147 4,7492 4,7738 4,7903 4,7948 4,7762 4,7210 4,6212 4,4805 4,3138 4,1397 3,9702 3,8010 3,6087 3,3596 3,0244 2,5924 2,0725 1,4833 0,8415 0,1574 -0,5646 -1,3219 -2,1090 -2,9152 -3,7240 -4,5139 -5,2621 -5,9458 -6,5389 -7,0148 -7,3552 -7,5544 -7,6181 -7,5600 -7,3990 -7,1561 -6,8524 -6,5087 -6,1417 -5,7624
F3    0,9608 1,2383 1,5867 1,9845 2,3957 2,7727 3,0647 3,2305 3,2519 3,1394 2,9266 2,6584 2,3772 2,1136 1,8841 1,6974 1,5595 1,4763 1,4525 1,4863 1,5665 1,6731 1,7795 1,8509 1,8452 1,7228 1,4615 1,0641 0,5588 -0,0066 -0,5743 -1,0912 -1,5223 -1,8573 -2,1076 -2,2970 -2,4501 -2,5858 -2,7177 -2,8569 -3,0108 -3,1808 -3,3612 -3,5408 -3,7047 -3,8399 -3,9408 -4,0093 -4,0511 -4,0730 -4,0818 -4,0833 -4,0832 -4,0881 -4,1030 -4,1301 -4,1727 -4,2388 -4,3382 -4,4742 -4,6385 -4,8108 -4,9635 -5,0691 -5,1035 -5,0467 -4,8832 -4,6049 -4,2113 -3,7073 -3,1050 -2,4256 -1,6993 -0,9633 -0,2557 0,3950 0,9779 1,5019 1,9865 2,4455 2,8756 3,2612 3,5815 3,8128 3,9309 3,9144 3,7509 3,4430 3,0122 2,5017 1,9721 1,4867 1,0915 0,8073 0,6357 0,5675 0,5850 0,6613 0,7679 0,8858 1,0077 1,1296 1,2450 1,3426 1,4077 1,4289 1,4028 1,3311 1,2143 1,0505 0,8382 0,5786 0,2740 -0,0776 -0,4806 -0,9316 -1,4098 -1,8748 -2,2707 -2,5327 -2,5994 -2,4326 -2,0303 -1,4241 -0,6632 0,2011 1,1269 2,0864 3,0669 4,0655 5,0805 6,1049 7,1256 8,1239 9,0776 9,9686 10,7888 11,5402 12,2314 12,8743 13,4826 14,0681 14,6374 15,1881 15,7088 16,1791 16,5749 16,8734 17,0575 17,1198 17,0628 16,8965 16,6350 16,2995 15,9199 15,5274 15,1425 14,7680 14,3931 14,0054 13,6013 13,1863 12,7701 12,3631 11,9767 11,6218 11,3030 11,0160 10,7533 10,5159 10,3188 10,1861 10,1406 10,1904 10,3243 10,5173 10,7410 10,9744 11,2115 11,4599 11,7305 12,0280 12,3470 12,6729 12,9889 13,2861 13,5687 13,8509 14,1478 14,4675 14,8086 15,1582 15,4894 15,7632 15,9353 15,9690 15,8470 15,5743 15,1772 14,7000 14,1929 13,6945 13,2209 12,7665 12,3126 11,8368 11,3192 10,7519 10,1451 9,5233 8,9135 8,3360 7,8030 7,3205 6,8937 6,5338 6,2559 6,0715 5,9863 6,0037 6,1246 6,3390 6,6172 6,9123 7,1758 7,3750 7,4987 7,5521 7,5478 7,4974 7,4060 7,2751 7,1062 6,8987 6,6487 6,3593 6,0501 5,7529 5,5020 5,3295 5,2604 5,3050 5,4538 5,6832 5,9652 6,2747 6,5942 6,9141 7,2286 7,5297 7,8043 8,0349 8,2042 8,2992 8,3135 8,2516 8,1316 7,9826 7,8392 7,7394 7,7200 7,8071 8,0074 8,3056 8,6701 9,0633 9,4536 9,8198 10,1449 10,4104 10,5996 10,7075 10,7450 10,7319 10,6882 10,6295 10,5670 10,5061 10,4477 10,3916 10,3398 10,2971 10,2709 10,2655 10,2742 10,2772 10,2498 10,1762 10,0587 9,9151 9,7676 9,6318 9,5131 9,4090 9,3165 9,2383 9,1795 9,1411 9,1224 9,1274 9,1680 9,2624 9,4251 9,6540 9,9255 10,2029 10,4486 10,6315 10,7325 10,7469 10,6861 10,5733 10,4339 10,2843 10,1278 9,9606 9,7807 9,5921 9,4005 9,2112 9,0303 8,8680 8,7399 8,6662 8,6669 8,7523 8,9208 9,1613 9,4602 9,8061 10,1895 10,5966 11,0035 11,3777 11,6841 11,8922 11,9818 11,9481 11,8067 11,5913 11,3436 11,1009 10,8874 10,7099 10,5575 10,4036 10,2153 9,9678 9,6545 9,2884 8,8958 8,5062 8,1422 7,8139 7,5223 7,2663 7,0438 6,8516 6,6835 6,5310 6,3883 6,2534 6,1255 6,0029 5,8859 5,7823 5,7048 5,6660 5,6768 5,7447 5,8701 6,0418 6,2395 6,4373 6,6084 6,7302 6,7887 6,7791 6,7049 6,5781 6,4183 6,2476 6,0825 5,9332 5,8090 5,7213 5,6792 5,6847 5,7326 5,8154 5,9284 6,0690 6,2290 6,3893 6,5223 6,6018 6,6073 6,5248 6,3517 6,1029 5,8078 5,5004 5,2106 4,9601 4,7601 4,6094 4,4948 4,3990 4,3132 4,2463 4,2214 4,2647 4,3942 4,6167 4,9288 5,3178 5,7618 6,2331 6,7031 7,1461 7,5373 7,8492 8,0520 8,1204 8,0447 7,8378 7,5306 7,1616 6,7715 6,4037 6,1008 5,8973 5,8153 5,8646 6,0412 6,3242 6,6751 7,0454 7,3938 7,7004 7,9652 8,1975 8,4054 8,5894 8,7436 8,8590 8,9249 8,9288 8,8601 8,7143 8,4934 8,2024 7,8429 7,4077 6,8888 6,2981 5,6765 5,0791 4,5580 4,1535 3,8845 3,7469 3,7215 3,7827 3,9015 4,0497 4,2044 4,3539 4,4997 4,6529 4,8252 5,0227 5,2405 5,4647 5,6787 5,8705 6,0348 6,1690 6,2680 6,3212 6,3160 6,2410 6,0839 5,8242 5,4316 4,8763 4,1437 3,2436 2,2143 1,1222 0,0541 -0,9012 -1,6746 -2,2302 -2,5625 -2,6875 -2,6332 -2,4315 -2,1093 -1,6827 -1,1559 -0,5236 0,2200 1,0711 2,0114 3,0142 4,0551 5,1171 6,1917 7,2770 8,3693 9,4559 10,5131 11,5089 12,4080 13,1799 13,8054 14,2760 14,5909 14,7560 14,7830 14,6862 14,4807 14,1802 13,7952 13,3309 12,7869 12,1609 11,4557 10,6812 9,8518 8,9858 8,1059 7,2364 6,3955 5,5923 4,8293 4,1099 3,4429 2,8447 2,3369 1,9362 1,6433 1,4368 1,2791 1,1308 0,9632 0,7705 0,5737 0,4078 0,3003 0,2594 0,2763 0,3301 0,3930 0,4368 0,4427 0,4044 0,3271 0,2235 0,1085 -0,0058 -0,1110 -0,2036 -0,2890 -0,3786 -0,4801 -0,5916 -0,7043 -0,8115 -0,9176 -1,0422 -1,2144 -1,4630 -1,8064 -2,2455 -2,7623 -3,3291 -3,9203 -4,5216 -5,1330 -5,7623 -6,4125 -7,0746 -7,7296 -8,3562 -8,9361 -9,4527 -9,8853 -10,2105 -10,4093 -10,4707 -10,3938 -10,1892 -9,8783 -9,4878 -9,0454 -8,5785 -8,1107 -7,6581
F7    0,4482 0,6246 0,8180 1,0258 1,2404 1,4465 1,6198 1,7334 1,7714 1,7389 1,6627 1,5822 1,5333 1,5305 1,5647 1,6168 1,6723 1,7258 1,7784 1,8317 1,8805 1,9088 1,8918 1,8021 1,6213 1,3514 1,0136 0,6361 0,2442 -0,1379 -0,4857 -0,7810 -1,0187 -1,2078 -1,3667 -1,5149 -1,6666 -1,8276 -1,9937 -2,1553 -2,3053 -2,4432 -2,5729 -2,6937 -2,7964 -2,8671 -2,8984 -2,8942 -2,8650 -2,8233 -2,7791 -2,7385 -2,7070 -2,6913 -2,6952 -2,7146 -2,7407 -2,7715 -2,8148 -2,8820 -2,9762 -3,0848 -3,1814 -3,2352 -3,2187 -3,1103 -2,8973 -2,5798 -2,1699 -1,6906 -1,1768 -0,6725 -0,2186 0,1587 0,4530 0,6757 0,8523 1,0149 1,1891 1,3817 1,5806 1,7649 1,9130 2,0032 2,0164 1,9421 1,7829 1,5516 1,2655 0,9453 0,6176 0,3113 0,0467 -0,1704 -0,3459 -0,4898 -0,6091 -0,7050 -0,7735 -0,8073 -0,8005 -0,7543 -0,6800 -0,5968 -0,5253 -0,4783 -0,4579 -0,4621 -0,4927 -0,5603 -0,6806 -0,8626 -1,1004 -1,3783 -1,6780 -1,9832 -2,2816 -2,5614 -2,8013 -2,9619 -2,9951 -2,8665 -2,5739 -2,1438 -1,6109 -1,0011 -0,3268 0,4082 1,2032 2,0538 2,9487 3,8709 4,7999 5,7107 6,5769 7,3765 8,0951 8,7262 9,2689 9,7312 10,1308 10,4888 10,8210 11,1357 11,4361 11,7206 11,9813 12,2034 12,3701 12,4686 12,4951 12,4536 12,3493 12,1857 11,9723 11,7276 11,4697 11,2059 10,9310 10,6345 10,3096 9,9564 9,5823 9,2013 8,8298 8,4793 8,1511 7,8365 7,5244 7,2140 6,9226 6,6797 6,5128 6,4355 6,4461 6,5330 6,6763 6,8484 7,0234 7,1860 7,3301 7,4532 7,5527 7,6234 7,6598 7,6663 7,6618 7,6712 7,7099 7,7739 7,8422 7,8864 7,8781 7,7922 7,6135 7,3446 7,0063 6,6258 6,2251 5,8195 5,4212 5,0395 4,6780 4,3338 3,9995 3,6644 3,3154 2,9412 2,5399 2,1178 1,6825 1,2403 0,7970 0,3596 -0,0609 -0,4452 -0,7690 -1,0134 -1,1712 -1,2468 -1,2518 -1,2002 -1,1099 -1,0018 -0,8910 -0,7797 -0,6633 -0,5401 -0,4167 -0,3099 -0,2419 -0,2310 -0,2844 -0,4013 -0,5757 -0,7914 -1,0208 -1,2362 -1,4157 -1,5414 -1,5982 -1,5755 -1,4693 -1,2820 -1,0248 -0,7183 -0,3859 -0,0480 0,2774 0,5714 0,8177 1,0068 1,1387 1,2171 1,2434 1,2185 1,1492 1,0505 0,9432 0,8497 0,7911 0,7822 0,8294 0,9309 1,0783 1,2599 1,4662 1,6908 1,9196 2,1243 2,2724 2,3436 2,3388 2,2732 2,1646 2,0304 1,8913 1,7673 1,6681 1,5876 1,5100 1,4194 1,3085 1,1818 1,0493 0,9168 0,7858 0,6591 0,5445 0,4539 0,4001 0,3918 0,4278 0,4956 0,5715 0,6300 0,6553 0,6473 0,6219 0,6060 0,6233 0,6833 0,7812 0,9035 1,0350 1,1596 1,2599 1,3210 1,3376 1,3159 1,2720 1,2287 1,2060 1,2099 1,2318 1,2588 1,2837 1,3068 1,3318 1,3654 1,4180 1,5026 1,6306 1,8088 2,0335 2,2850 2,5322 2,7437 2,8979 2,9900 3,0282 3,0226 2,9802 2,9048 2,8002 2,6734 2,5298 2,3675 2,1811 1,9696 1,7390 1,4990 1,2588 1,0236 0,7889 0,5387 0,2564 -0,0609 -0,3984 -0,7332 -1,0459 -1,3258 -1,5718 -1,7916 -1,9930 -2,1748 -2,3245 -2,4278 -2,4805 -2,4908 -2,4718 -2,4371 -2,4014 -2,3761 -2,3664 -2,3714 -2,3888 -2,4165 -2,4476 -2,4663 -2,4570 -2,4168 -2,3594 -2,3122 -2,3060 -2,3617 -2,4835 -2,6595 -2,8665 -3,0765 -3,2629 -3,4055 -3,4972 -3,5439 -3,5526 -3,5207 -3,4394 -3,3080 -3,1397 -2,9529 -2,7593 -2,5637 -2,3724 -2,2011 -2,0715 -2,0001 -1,9942 -2,0540 -2,1768 -2,3532 -2,5641 -2,7847 -2,9892 -3,1548 -3,2676 -3,3290 -3,3534 -3,3596 -3,3579 -3,3440 -3,3061 -3,2341 -3,1228 -2,9705 -2,7797 -2,5593 -2,3261 -2,0991 -1,8891 -1,6980 -1,5290 -1,3953 -1,3188 -1,3202 -1,4091 -1,5799 -1,8155 -2,0926 -2,3832 -2,6540 -2,8697 -3,0035 -3,0444 -2,9969 -2,8743 -2,6893 -2,4511 -2,1690 -1,8533 -1,5133 -1,1607 -0,8162 -0,5075 -0,2589 -0,0834 0,0190 0,0551 0,0332 -0,0381 -0,1514 -0,3032 -0,4932 -0,7193 -0,9801 -1,2762 -1,5975 -1,9141 -2,1883 -2,3924 -2,5178 -2,5751 -2,5872 -2,5763 -2,5554 -2,5248 -2,4724 -2,3805 -2,2360 -2,0355 -1,7862 -1,5034 -1,2066 -0,9158 -0,6494 -0,4204 -0,2356 -0,0967 -0,0003 0,0614 0,0964 0,1026 0,0649 -0,0398 -0,2367 -0,5483 -0,9896 -1,5615 -2,2486 -3,0199 -3,8305 -4,6279 -5,3653 -6,0111 -6,5476 -6,9623 -7,2419 -7,3748 -7,3574 -7,1966 -6,9076 -6,5073 -6,0092 -5,4219 -4,7532 -4,0147 -3,2179 -2,3688 -1,4679 -0,5187 0,4632 1,4482 2,4029 3,3029 4,1345 4,8892 5,5592 6,1369 6,6141 6,9827 7,2395 7,3861 7,4255 7,3573 7,1759 6,8726 6,4451 5,9062 5,2803 4,5952 3,8755 3,1428 2,4200 1,7314 1,0991 0,5378 0,0516 -0,3668 -0,7310 -1,0529 -1,3381 -1,5879 -1,8026 -1,9863 -2,1522 -2,3226 -2,5185 -2,7485 -3,0013 -3,2489 -3,4626 -3,6289 -3,7480 -3,8228 -3,8550 -3,8523 -3,8329 -3,8227 -3,8476 -3,9276 -4,0721 -4,2800 -4,5401 -4,8312 -5,1240 -5,3883 -5,6023 -5,7584 -5,8610 -5,9234 -5,9658 -6,0117 -6,0823 -6,1920 -6,3498 -6,5614 -6,8246 -7,1230 -7,4306 -7,7266 -8,0078 -8,2905 -8,5989 -8,9486 -9,3389 -9,7583 -10,1934 -10,6309 -11,0515 -11,4286 -11,7360 -11,9564 -12,0802 -12,1014 -12,0219 -11,8569 -11,6295 -11,3631 -11,0757 -10,7799 -10,4852
