Fp1   -3,3117 -3,3500 -3,2229 -2,9869 -2,7198 -2,4571 -2,1877 -1,9035 -1,6149 -1,3261 -1,0385 -0,7625 -0,5016 -0,2432 0,0234 0,2936 0,5556 0,8124 1,0957 1,4444 1,8602 2,2941 2,6777 2,9520 3,0811 3,0692 2,9653 2,8374 2,7331 2,6453 2,5088 2,2453 1,8206 1,2632 0,6447 0,0504 -0,4491 -0,8200 -1,0700 -1,2244 -1,2918 -1,2579 -1,1148 -0,8927 -0,6633 -0,5131 -0,4997 -0,6193 -0,8145 -1,0166 -1,1744 -1,2539 -1,2417 -1,1568 -1,0458 -0,9559 -0,9072 -0,8854 -0,8569 -0,7946 -0,6957 -0,5812 -0,4788 -0,4065 -0,3717 -0,3722 -0,3899 -0,3982 -0,3788 -0,3217 -0,2149 -0,0476 0,1748 0,4299 0,6887 0,9196 1,0961 1,2055 1,2477 1,2239 1,1304 0,9656 0,7432 0,4895 0,2301 -0,0048 -0,1761 -0,2595 -0,2661 -0,2305 -0,1893 -0,1723 -0,1940 -0,2414 -0,2802 -0,2815 -0,2495 -0,2225 -0,2377 -0,2952 -0,3664 -0,4301 -0,4880 -0,5513 -0,6259 -0,7172 -0,8527 -1,0838 -1,4496 -1,9459 -2,5290 -3,1367 -3,7112 -4,2170 -4,6452 -5,0086 -5,3248 -5,5874 -5,7565 -5,7896 -5,6809 -5,4623 -5,1723 -4,8388 -4,4866 -4,1355 -3,7922 -3,4402 -3,0385 -2,5445 -1,9500 -1,2853 -0,5972 0,0641 0,6530 1,1478 1,5626 1,9323 2,2884 2,6554 3,0552 3,4965 3,9564 4,3883 4,7581 5,0711 5,3598 5,6412 5,8957 6,0900 6,2118 6,2762 6,3045 6,3076 6,2833 6,2229 6,1151 5,9443 5,6920 5,3462 4,9093 4,3983 3,8384 3,2617 2,7057 2,1947 1,7316 1,3113 0,9280 0,5641 0,1999 -0,1535 -0,4495 -0,6475 -0,7496 -0,7956 -0,8410 -0,9413 -1,1319 -1,4028 -1,6887 -1,8970 -1,9571 -1,8515 -1,6127 -1,3039 -0,9997 -0,7683 -0,6504 -0,6397 -0,6870 -0,7322 -0,7337 -0,6778 -0,5792 -0,4753 -0,4074 -0,4069 -0,4918 -0,6594 -0,8863 -1,1417 -1,4018 -1,6538 -1,8974 -2,1398 -2,3836 -2,6178 -2,8195 -2,9684 -3,0602 -3,1080 -3,1314 -3,1372 -3,1061 -3,0059 -2,8252 -2,5948 -2,3722 -2,1989 -2,0775 -1,9819 -1,8787 -1,7495 -1,6033 -1,4658 -1,3514 -1,2457 -1,1181 -0,9522 -0,7608 -0,5746 -0,4265 -0,3437 -0,3327 -0,3594 -0,3559 -0,2623 -0,0627 0,2178 0,5465 0,9072 1,2918 1,6777 2,0305 2,3272 2,5675 2,7647 2,9290 3,0565 3,1316 3,1373 3,0631 2,9017 2,6484 2,3198 1,9733 1,6891 1,5198 1,4632 1,4887 1,5742 1,7167 1,9137 2,1472 2,3887 2,6149 2,8178 3,0047 3,1856 3,3594 3,5106 3,6217 3,6972 3,7713 3,8806 4,0330 4,2094 4,3813 4,5250 4,6360 4,7330 4,8402 4,9615 5,0750 5,1489 5,1565 5,0804 4,9167 4,6777 4,3917 4,0981 3,8381 3,6491 3,5579 3,5676 3,6583 3,8041 3,9820 4,1646 4,3131 4,3804 4,3262 4,1360 3,8326 3,4671 3,0953 2,7637 2,5148 2,3856 2,3906 2,5188 2,7447 3,0330 3,3366 3,6039 3,7912 3,8750 3,8605 3,7762 3,6586 3,5429 3,4564 3,4134 3,4152 3,4485 3,4858 3,4988 3,4772 3,4336 3,3876 3,3567 3,3619 3,4292 3,5689 3,7586 3,9536 4,1132 4,2224 4,2981 4,3768 4,4877 4,6282 4,7654 4,8640 4,9127 4,9253 4,9251 4,9287 4,9395 4,9539 4,9720 5,0013 5,0494 5,1177 5,2003 5,2858 5,3605 5,4088 5,4192 5,3975 5,3706 5,3676 5,3985 5,4518 5,5067 5,5448 5,5525 5,5222 5,4594 5,3789 5,2913 5,2012 5,1136 5,0338 4,9659 4,9119 4,8673 4,8156 4,7345 4,6117 4,4540 4,2844 4,1278 3,9984 3,9012 3,8401 3,8218 3,8535 3,9331 4,0441 4,1664 4,2885 4,4009 4,4924 4,5644 4,6296 4,6924 4,7419 4,7656 4,7663 4,7655 4,7902 4,8576 4,9721 5,1302 5,3267 5,5563 5,8055 6,0456 6,2488 6,4102 6,5419 6,6470 6,7087 6,7056 6,6283 6,4845 6,2954 6,0878 5,8878 5,7188 5,6010 5,5462 5,5554 5,6217 5,7349 5,8829 6,0485 6,2090 6,3461 6,4575 6,5584 6,6724 6,8128 6,9663 7,0905 7,1312 7,0525 6,8594 6,5957 6,3247 6,1050 5,9754 5,9501 6,0165 6,1368 6,2673 6,3863 6,5030 6,6411 6,8113 7,0012 7,1928 7,3829 7,5792 7,7825 7,9757 8,1242 8,1884 8,1425 7,9897 7,7666 7,5314 7,3404 7,2271 7,1990 7,2455 7,3397 7,4394 7,4999 7,4920 7,4119 7,2696 7,0649 6,7751 6,3669 5,8203 5,1438 4,3755 3,5733 2,7959 2,0762 1,4094 0,7743 0,1633 -0,4138 -0,9473 -1,4425 -1,9145 -2,3716 -2,7969 -3,1489 -3,3839 -3,4795 -3,4362 -3,2670 -2,9931 -2,6489 -2,2831 -1,9454 -1,6671 -1,4516 -1,2774 -1,1068 -0,9008 -0,6333 -0,2996 0,0844 0,4939 0,9128 1,3454 1,8087 2,3083 2,8241 3,3254 3,7989 4,2573 4,7261 5,2287 5,7755 6,3503 6,9079 7,3959 7,7807 8,0550 8,2288 8,3148 8,3213 8,2559 8,1339 7,9793 7,8179 7,6694 7,5470 7,4584 7,3998 7,3448 7,2486 7,0685 6,7899 6,4391 6,0653 5,7048 5,3590 5,0022 4,6058 4,1588 3,6732 3,1744 2,6877 2,2281 1,8006 1,4135 1,0886 0,8517 0,7125 0,6546 0,6446 0,6434 0,6196 0,5622 0,4785 0,3809 0,2745 0,1551 0,0220 -0,1099 -0,2194 -0,3016 -0,3803 -0,4971 -0,6886 -0,9669 -1,3145 -1,6993 -2,0983 -2,5062 -2,9235 -3,3426 -3,7453 -4,1078 -4,4140 -4,6709 -4,9004 -5,1107 -5,2851 -5,3902 -5,3916 -5,2671 -5,0174 -4,6659 -4,2519 -3,8203 -3,4119 -3,0507 -2,7338 -2,4378 -2,1396 -1,8313
Fz    -3,1478 -2,9585 -2,7061 -2,4385 -2,2150 -2,0708 -2,0020 -1,9754 -1,9422 -1,8547 -1,6920 -1,4668 -1,1971 -0,8871 -0,5428 -0,1917 0,1266 0,3879 0,6038 0,8196 1,0864 1,4275 1,8277 2,2412 2,6148 2,9157 3,1411 3,3026 3,4037 3,4294 3,3544 3,1596 2,8400 2,4061 1,8830 1,3072 0,7197 0,1616 -0,3324 -0,7372 -1,0356 -1,2168 -1,2814 -1,2534 -1,1840 -1,1357 -1,1602 -1,2823 -1,4936 -1,7587 -2,0372 -2,3023 -2,5363 -2,7176 -2,8250 -2,8543 -2,8207 -2,7472 -2,6512 -2,5409 -2,4204 -2,2983 -2,1861 -2,0903 -2,0081 -1,9269 -1,8316 -1,7209 -1,6110 -1,5208 -1,4555 -1,4047 -1,3525 -1,2827 -1,1774 -1,0218 -0,8120 -0,5573 -0,2771 0,0036 0,2645 0,4926 0,6804 0,8236 0,9144 0,9420 0,9051 0,8228 0,7281 0,6555 0,6329 0,6737 0,7731 0,9152 1,0796 1,2427 1,3744 1,4441 1,4415 1,3868 1,3093 1,2209 1,1104 0,9552 0,7365 0,4465 0,0817 -0,3636 -0,8893 -1,4857 -2,1392 -2,8308 -3,5287 -4,1859 -4,7472 -5,1653 -5,4211 -5,5215 -5,4837 -5,3268 -5,0759 -4,7630 -4,4205 -4,0794 -3,7640 -3,4829 -3,2246 -2,9603 -2,6532 -2,2818 -1,8580 -1,4144 -0,9817 -0,5834 -0,2345 0,0701 0,3598 0,6719 1,0367 1,4831 2,0413 2,7216 3,4882 4,2627 4,9569 5,5101 5,9043 6,1519 6,2744 6,2924 6,2274 6,1028 5,9456 5,7853 5,6431 5,5213 5,4085 5,2973 5,1883 5,0838 4,9840 4,8854 4,7763 4,6361 4,4469 4,2020 3,9047 3,5619 3,1776 2,7519 2,2947 1,8430 1,4544 1,1748 1,0109 0,9318 0,8879 0,8346 0,7464 0,6230 0,4958 0,4194 0,4374 0,5546 0,7401 0,9508 1,1494 1,3095 1,4164 1,4701 1,4837 1,4737 1,4518 1,4233 1,3825 1,3109 1,1817 0,9688 0,6561 0,2488 -0,2225 -0,7049 -1,1370 -1,4761 -1,7159 -1,8808 -2,0048 -2,1135 -2,2111 -2,2805 -2,2980 -2,2572 -2,1847 -2,1265 -2,1154 -2,1571 -2,2449 -2,3763 -2,5486 -2,7426 -2,9255 -3,0678 -3,1487 -3,1586 -3,1027 -3,0018 -2,8851 -2,7729 -2,6633 -2,5356 -2,3669 -2,1441 -1,8735 -1,5871 -1,3299 -1,1315 -0,9876 -0,8671 -0,7308 -0,5472 -0,2950 0,0361 0,4380 0,8766 1,3044 1,6843 2,0001 2,2488 2,4282 2,5329 2,5601 2,5157 2,4148 2,2755 2,1115 1,9349 1,7667 1,6376 1,5724 1,5786 1,6528 1,7889 1,9776 2,1982 2,4163 2,5927 2,6963 2,7160 2,6667 2,5830 2,5025 2,4508 2,4423 2,4910 2,6101 2,7953 3,0186 3,2430 3,4345 3,5669 3,6260 3,6094 3,5211 3,3698 3,1714 2,9477 2,7183 2,4913 2,2626 2,0249 1,7804 1,5459 1,3442 1,1942 1,1058 1,0775 1,0960 1,1437 1,2040 1,2562 1,2729 1,2258 1,0998 0,9084 0,6957 0,5154 0,3998 0,3523 0,3652 0,4374 0,5728 0,7770 1,0558 1,4041 1,7990 2,2089 2,6058 2,9724 3,3002 3,5785 3,7868 3,9061 3,9371 3,9094 3,8678 3,8401 3,8150 3,7590 3,6508 3,4997 3,3326 3,1773 3,0628 3,0212 3,0749 3,2198 3,4206 3,6224 3,7745 3,8495 3,8506 3,8077 3,7611 3,7423 3,7663 3,8306 3,9135 3,9813 4,0061 3,9802 3,9151 3,8302 3,7482 3,6941 3,6847 3,7105 3,7360 3,7222 3,6513 3,5343 3,4028 3,2916 3,2234 3,2080 3,2419 3,3031 3,3594 3,3854 3,3724 3,3296 3,2813 3,2570 3,2754 3,3322 3,3994 3,4397 3,4224 3,3308 3,1657 2,9498 2,7222 2,5247 2,3904 2,3379 2,3675 2,4619 2,5892 2,7117 2,8010 2,8505 2,8741 2,8979 2,9487 3,0421 3,1752 3,3277 3,4650 3,5447 3,5387 3,4546 3,3338 3,2269 3,1694 3,1727 3,2267 3,3092 3,4016 3,5021 3,6212 3,7657 3,9329 4,1160 4,3079 4,5004 4,6846 4,8490 4,9736 5,0329 5,0156 4,9372 4,8361 4,7565 4,7292 4,7626 4,8485 4,9769 5,1435 5,3482 5,5834 5,8221 6,0195 6,1329 6,1392 6,0355 5,8332 5,5570 5,2416 4,9253 4,6437 4,4262 4,2897 4,2362 4,2536 4,3250 4,4411 4,5971 4,7745 4,9358 5,0415 5,0715 5,0260 4,9125 4,7426 4,5433 4,3606 4,2398 4,1993 4,2216 4,2650 4,2860 4,2573 4,1788 4,0814 4,0106 3,9985 4,0480 4,1392 4,2452 4,3477 4,4442 4,5420 4,6472 4,7537 4,8318 4,8259 4,6695 4,3115 3,7411 2,9952 2,1437 1,2656 0,4312 -0,3161 -0,9734 -1,5684 -2,1306 -2,6728 -3,1907 -3,6719 -4,1053 -4,4830 -4,7924 -5,0105 -5,1175 -5,1198 -5,0498 -4,9397 -4,7994 -4,6187 -4,3885 -4,1170 -3,8275 -3,5424 -3,2659 -2,9827 -2,6724 -2,3245 -1,9414 -1,5333 -1,1106 -0,6771 -0,2316 0,2263 0,6909 1,1496 1,5893 2,0114 2,4361 2,8913 3,3993 3,9701 4,5928 5,2324 5,8414 6,3776 6,8144 7,1473 7,3950 7,5905 7,7588 7,8995 7,9894 8,0025 7,9251 7,7614 7,5296 7,2474 6,9197 6,5447 6,1276 5,6935 5,2888 4,9594 4,7165 4,5238 4,3193 4,0487 3,6854 3,2290 2,6960 2,1123 1,5054 0,8966 0,3021 -0,2558 -0,7432 -1,1240 -1,3754 -1,5045 -1,5547 -1,5902 -1,6648 -1,8051 -2,0175 -2,3017 -2,6512 -3,0445 -3,4446 -3,8129 -4,1292 -4,4021 -4,6632 -4,9513 -5,2937 -5,6984 -6,1587 -6,6597 -7,1784 -7,6807 -8,1225 -8,4594 -8,6603 -8,7199 -8,6688 -8,5660 -8,4691 -8,4028 -8,3506 -8,2723 -8,1327 -7,9176 -7,6346 -7,3069 -6,9650 -6,6363 -6,3360 -6,0611 -5,7951 -5,5212 -5,2296
F3    -2,2920 -2,2332 -2,1049 -1,9585 -1,8367 -1,7495 -1,6795 -1,6065 -1,5143 -1,3892 -1,2295 -1,0515 -0,8745 -0,7056 -0,5431 -0,3849 -0,2266 -0,0582 0,1328 0,3564 0,6128 0,8896 1,1653 1,4133 1,6123 1,7607 1,8733 1,9614 2,0183 2,0210 1,9451 1,7809 1,5367 1,2300 0,8831 0,5283 0,2064 -0,0472 -0,2145 -0,2983 -0,3147 -0,2800 -0,2010 -0,0848 0,0450 0,1531 0,2131 0,2200 0,1860 0,1339 0,0899 0,0736 0,0926 0,1431 0,2090 0,2670 0,3027 0,3212 0,3405 0,3763 0,4301 0,4874 0,5260 0,5295 0,4939 0,4275 0,3506 0,2878 0,2578 0,2673 0,3175 0,4095 0,5414 0,7054 0,8898 1,0820 1,2694 1,4422 1,5924 1,7130 1,7974 1,8400 1,8388 1,7960 1,7154 1,6071 1,4947 1,4091 1,3731 1,3925 1,4582 1,5508 1,6494 1,7415 1,8259 1,9040 1,9676 1,9934 1,9617 1,8799 1,7790 1,6866 1,6086 1,5310 1,4293 1,2753 1,0346 0,6743 0,1881 -0,3935 -1,0206 -1,6425 -2,2168 -2,7156 -3,1244 -3,4372 -3,6545 -3,7770 -3,7993 -3,7137 -3,5248 -3,2547 -2,9351 -2,6007 -2,2817 -1,9950 -1,7387 -1,4908 -1,2163 -0,8884 -0,5047 -0,0762 0,3895 0,8854 1,3985 1,9176 2,4453 2,9932 3,5688 4,1736 4,8072 5,4627 6,1188 6,7444 7,3104 7,8000 8,2075 8,5285 8,7567 8,8907 8,9393 8,9188 8,8481 8,7429 8,6069 8,4286 8,1950 7,9079 7,5849 7,2424 6,8838 6,5004 6,0811 5,6248 5,1453 4,6628 4,1957 3,7633 3,3823 3,0569 2,7774 2,5348 2,3306 2,1703 2,0547 1,9755 1,9126 1,8389 1,7303 1,5784 1,3999 1,2310 1,1039 1,0304 1,0038 1,0091 1,0274 1,0359 1,0155 0,9654 0,9039 0,8481 0,7978 0,7419 0,6690 0,5718 0,4426 0,2717 0,0539 -0,2004 -0,4672 -0,7173 -0,9262 -1,0847 -1,2044 -1,3105 -1,4299 -1,5747 -1,7331 -1,8770 -1,9802 -2,0313 -2,0360 -2,0031 -1,9290 -1,8040 -1,6333 -1,4440 -1,2688 -1,1242 -1,0087 -0,9129 -0,8272 -0,7470 -0,6743 -0,6121 -0,5550 -0,4853 -0,3783 -0,2181 -0,0045 0,2561 0,5541 0,8686 1,1670 1,4220 1,6270 1,7959 1,9494 2,1054 2,2800 2,4884 2,7361 3,0105 3,2851 3,5342 3,7439 3,9155 4,0580 4,1766 4,2668 4,3188 4,3249 4,2790 4,1745 4,0124 3,8161 3,6308 3,5032 3,4614 3,5084 3,6259 3,7821 3,9417 4,0740 4,1626 4,2074 4,2224 4,2349 4,2786 4,3762 4,5255 4,7033 4,8862 5,0666 5,2450 5,4135 5,5544 5,6478 5,6783 5,6422 5,5490 5,4150 5,2562 5,0877 4,9266 4,7870 4,6693 4,5579 4,4333 4,2932 4,1576 4,0519 3,9870 3,9524 3,9236 3,8808 3,8224 3,7595 3,6986 3,6290 3,5263 3,3667 3,1466 2,8910 2,6428 2,4423 2,3168 2,2827 2,3447 2,4916 2,7007 2,9441 3,1931 3,4215 3,6102 3,7486 3,8385 3,9009 3,9631 4,0309 4,0787 4,0735 4,0064 3,9020 3,7970 3,7175 3,6764 3,6781 3,7181 3,7762 3,8244 3,8469 3,8538 3,8672 3,8995 3,9428 3,9724 3,9612 3,8994 3,8028 3,7020 3,6217 3,5705 3,5482 3,5574 3,6024 3,6814 3,7874 3,9116 4,0398 4,1511 4,2300 4,2783 4,3117 4,3453 4,3837 4,4255 4,4668 4,5025 4,5280 4,5392 4,5268 4,4780 4,3844 4,2475 4,0799 3,9015 3,7316 3,5881 3,4857 3,4298 3,4146 3,4253 3,4426 3,4519 3,4505 3,4442 3,4382 3,4353 3,4349 3,4302 3,4104 3,3670 3,3000 3,2194 3,1441 3,0963 3,0952 3,1488 3,2504 3,3831 3,5272 3,6613 3,7635 3,8201 3,8289 3,7945 3,7256 3,6373 3,5515 3,4907 3,4699 3,4915 3,5496 3,6372 3,7500 3,8846 4,0357 4,1949 4,3538 4,5066 4,6466 4,7621 4,8412 4,8796 4,8826 4,8641 4,8443 4,8418 4,8635 4,9062 4,9611 5,0156 5,0569 5,0815 5,0978 5,1154 5,1314 5,1307 5,1022 5,0549 5,0133 4,9974 5,0078 5,0272 5,0339 5,0158 4,9783 4,9409 4,9246 4,9398 4,9837 5,0494 5,1339 5,2317 5,3286 5,4094 5,4668 5,5041 5,5292 5,5452 5,5487 5,5404 5,5338 5,5469 5,5908 5,6662 5,7647 5,8709 5,9648 6,0345 6,0901 6,1571 6,2507 6,3599 6,4550 6,5075 6,5038 6,4444 6,3372 6,1920 6,0184 5,8190 5,5830 5,2865 4,9068 4,4351 3,8792 3,2565 2,5922 1,9204 1,2783 0,6937 0,1755 -0,2841 -0,6996 -1,0813 -1,4338 -1,7621 -2,0731 -2,3642 -2,6142 -2,7929 -2,8815 -2,8779 -2,7883 -2,6212 -2,3914 -2,1241 -1,8459 -1,5715 -1,3014 -1,0292 -0,7470 -0,4496 -0,1380 0,1823 0,5074 0,8391 1,1865 1,5641 1,9852 2,4550 2,9681 3,5118 4,0734 4,6445 5,2205 5,7981 6,3670 6,9023 7,3702 7,7461 8,0253 8,2203 8,3525 8,4448 8,5129 8,5610 8,5801 8,5544 8,4685 8,3143 8,0949 7,8252 7,5209 7,1892 6,8319 6,4541 6,0671 5,6875 5,3291 4,9939 4,6707 4,3442 4,0079 3,6671 3,3337 3,0202 2,7391 2,4998 2,3040 2,1474 2,0248 1,9278 1,8387 1,7347 1,5998 1,4263 1,2133 0,9680 0,7043 0,4355 0,1676 -0,1024 -0,3807 -0,6640 -0,9351 -1,1740 -1,3765 -1,5600 -1,7527 -1,9713 -2,2122 -2,4631 -2,7227 -3,0031 -3,3137 -3,6473 -3,9807 -4,2819 -4,5213 -4,6865 -4,7856 -4,8309 -4,8197 -4,7323 -4,5497 -4,2718 -3,9230 -3,5418 -3,1697 -2,8442 -2,5906 -2,4114 -2,2779 -2,1377 -1,9405 -1,6635
F7    -1,3010 -1,2733 -1,2136 -1,1637 -1,1478 -1,1482 -1,1192 -1,0291 -0,8809 -0,7005 -0,5228 -0,3798 -0,2848 -0,2296 -0,1937 -0,1523 -0,0931 -0,0197 0,0763 0,2277 0,4585 0,7525 1,0555 1,2982 1,4279 1,4359 1,3571 1,2453 1,1460 1,0739 1,0103 0,9254 0,8051 0,6554 0,4902 0,3215 0,1599 0,0201 -0,0834 -0,1398 -0,1409 -0,0902 -0,0132 0,0490 0,0508 -0,0472 -0,2557 -0,5403 -0,8294 -1,0492 -1,1613 -1,1730 -1,1172 -1,0256 -0,9158 -0,7908 -0,6467 -0,4840 -0,3133 -0,1522 -0,0214 0,0540 0,0470 -0,0540 -0,2246 -0,4054 -0,5347 -0,5869 -0,5744 -0,5201 -0,4393 -0,3399 -0,2219 -0,0748 0,1106 0,3210 0,5188 0,6618 0,7226 0,6965 0,5994 0,4658 0,3470 0,2970 0,3454 0,4816 0,6651 0,8455 0,9807 1,0508 1,0583 1,0129 0,9228 0,8028 0,6829 0,5973 0,5577 0,5373 0,4941 0,4092 0,2938 0,1675 0,0460 -0,0596 -0,1443 -0,2158 -0,3068 -0,4733 -0,7660 -1,1960 -1,7216 -2,2710 -2,7824 -3,2248 -3,5901 -3,8823 -4,1096 -4,2729 -4,3600 -4,3585 -4,2777 -4,1484 -3,9969 -3,8261 -3,6208 -3,3615 -3,0314 -2,6184 -2,1154 -1,5268 -0,8760 -0,2044 0,4411 1,0227 1,5232 1,9491 2,3272 2,6948 3,0856 3,5158 3,9778 4,4446 4,8818 5,2669 5,6009 5,9033 6,1954 6,4814 6,7455 6,9683 7,1409 7,2603 7,3239 7,3293 7,2753 7,1641 6,9977 6,7730 6,4841 6,1312 5,7222 5,2740 4,8112 4,3566 3,9210 3,5057 3,1166 2,7684 2,4734 2,2286 2,0188 1,8290 1,6542 1,4961 1,3538 1,2206 1,0895 0,9558 0,8155 0,6710 0,5379 0,4394 0,3902 0,3852 0,4018 0,4095 0,3815 0,3035 0,1787 0,0298 -0,1061 -0,1975 -0,2367 -0,2391 -0,2275 -0,2136 -0,1898 -0,1429 -0,0812 -0,0426 -0,0763 -0,2142 -0,4566 -0,7731 -1,1176 -1,4481 -1,7363 -1,9614 -2,1026 -2,1433 -2,0800 -1,9265 -1,7090 -1,4502 -1,1598 -0,8466 -0,5374 -0,2773 -0,1067 -0,0339 -0,0290 -0,0400 -0,0157 0,0734 0,2238 0,4075 0,5893 0,7450 0,8705 0,9774 1,0828 1,2028 1,3440 1,4957 1,6374 1,7590 1,8657 1,9672 2,0737 2,2009 2,3652 2,5700 2,7950 3,0029 3,1630 3,2716 3,3477 3,4167 3,5009 3,6104 3,7349 3,8485 3,9251 3,9420 3,8806 3,7430 3,5683 3,4217 3,3536 3,3709 3,4463 3,5454 3,6412 3,7161 3,7627 3,7860 3,7993 3,8181 3,8569 3,9226 4,0048 4,0776 4,1179 4,1266 4,1268 4,1387 4,1669 4,2197 4,3241 4,5131 4,7998 5,1640 5,5576 5,9170 6,1806 6,3101 6,3060 6,2038 6,0511 5,8829 5,7119 5,5344 5,3374 5,1084 4,8484 4,5756 4,3204 4,1135 3,9689 3,8803 3,8273 3,7791 3,6988 3,5637 3,3866 3,2114 3,0866 3,0438 3,0930 3,2234 3,4073 3,6124 3,8121 3,9847 4,1055 4,1449 4,0747 3,8832 3,5904 3,2474 2,9198 2,6657 2,5193 2,4866 2,5568 2,7109 2,9217 3,1553 3,3793 3,5640 3,6806 3,7102 3,6620 3,5736 3,4861 3,4233 3,3904 3,3801 3,3829 3,4019 3,4543 3,5569 3,7094 3,8909 4,0691 4,2146 4,3168 4,3876 4,4505 4,5243 4,6152 4,7181 4,8234 4,9237 5,0145 5,0855 5,1198 5,1074 5,0553 4,9825 4,9139 4,8716 4,8570 4,8469 4,8109 4,7352 4,6337 4,5400 4,4870 4,4902 4,5417 4,6172 4,6925 4,7541 4,7982 4,8259 4,8404 4,8442 4,8358 4,8095 4,7621 4,6969 4,6212 4,5398 4,4520 4,3543 4,2455 4,1292 4,0149 3,9157 3,8444 3,8137 3,8367 3,9177 4,0475 4,2129 4,4060 4,6218 4,8541 5,0887 5,2992 5,4570 5,5467 5,5711 5,5490 5,5102 5,4910 5,5248 5,6253 5,7735 5,9251 6,0318 6,0587 5,9932 5,8434 5,6310 5,3852 5,1395 4,9277 4,7767 4,6999 4,6948 4,7476 4,8427 4,9707 5,1281 5,3128 5,5199 5,7366 5,9407 6,1053 6,2114 6,2591 6,2668 6,2581 6,2431 6,2114 6,1434 6,0318 5,8921 5,7564 5,6568 5,6117 5,6244 5,6910 5,7993 5,9228 6,0280 6,0987 6,1519 6,2257 6,3500 6,5288 6,7501 7,0026 7,2793 7,5716 7,8627 8,1238 8,3144 8,3880 8,3104 8,0815 7,7380 7,3360 6,9304 6,5672 6,2830 6,1048 6,0395 6,0646 6,1348 6,2029 6,2334 6,2025 6,0869 5,8606 5,5101 5,0516 4,5265 3,9788 3,4354 2,8968 2,3441 1,7637 1,1682 0,5943 0,0822 -0,3436 -0,6802 -0,9373 -1,1222 -1,2329 -1,2693 -1,2472 -1,1943 -1,1339 -1,0746 -1,0150 -0,9561 -0,9067 -0,8769 -0,8638 -0,8410 -0,7651 -0,5972 -0,3213 0,0533 0,5050 1,0133 1,5669 2,1593 2,7778 3,3947 3,9688 4,4616 4,8555 5,1614 5,4115 5,6529 5,9344 6,2843 6,6928 7,1219 7,5272 7,8664 8,1005 8,2029 8,1760 8,0564 7,9028 7,7795 7,7432 7,8237 8,0071 8,2391 8,4441 8,5468 8,4929 8,2653 7,8919 7,4379 6,9784 6,5689 6,2282 5,9379 5,6593 5,3556 5,0022 4,5876 4,1174 3,6186 3,1274 2,6775 2,2963 2,0020 1,7992 1,6812 1,6334 1,6292 1,6354 1,6282 1,6018 1,5624 1,5189 1,4778 1,4376 1,3887 1,3223 1,2329 1,1101 0,9338 0,6858 0,3672 0,0027 -0,3702 -0,7163 -1,0093 -1,2330 -1,3820 -1,4611 -1,4767 -1,4303 -1,3290 -1,1925 -1,0429 -0,8946 -0,7541 -0,6221 -0,4952 -0,3714 -0,2540 -0,1485 -0,0548 0,0362 0,1410 0,2797 0,4658 0,6956 0,9486
