Fp1   -1,7273 -1,6328 -1,5108 -1,3600 -1,1851 -0,9940 -0,7893 -0,5635 -0,3079 -0,0248 0,2624 0,5105 0,6783 0,7543 0,7615 0,7417 0,7394 0,7882 0,9037 1,0852 1,3178 1,5712 1,8027 1,9669 2,0258 1,9586 1,7679 1,4831 1,1563 0,8478 0,6044 0,4398 0,3311 0,2355 0,1142 -0,0529 -0,2640 -0,5001 -0,7302 -0,9180 -1,0324 -1,0643 -1,0374 -1,0008 -1,0065 -1,0892 -1,2519 -1,4578 -1,6367 -1,7103 -1,6284 -1,3918 -1,0488 -0,6744 -0,3457 -0,1163 -0,0012 0,0164 -0,0290 -0,0956 -0,1414 -0,1311 -0,0467 0,1052 0,3007 0,5147 0,7296 0,9346 1,1263 1,3068 1,4768 1,6282 1,7474 1,8246 1,8595 1,8657 1,8681 1,8876 1,9301 1,9933 2,0724 2,1483 2,1836 2,1384 1,9926 1,7550 1,4597 1,1560 0,8905 0,6854 0,5311 0,3979 0,2514 0,0597 -0,2027 -0,5469 -0,9655 -1,4368 -1,9331 -2,4207 -2,8536 -3,1774 -3,3482 -3,3526 -3,2153 -2,9850 -2,7050 -2,3982 -2,0727 -1,7272 -1,3584 -0,9726 -0,5887 -0,2269 0,0990 0,3840 0,6355 0,8759 1,1308 1,4133 1,7224 2,0506 2,3872 2,7235 3,0601 3,4100 3,7902 4,2109 4,6661 5,1316 5,5687 5,9301 6,1661 6,2384 6,1314 5,8534 5,4334 4,9160 4,3453 3,7562 3,1811 2,6446 2,1496 1,6831 1,2381 0,8231 0,4577 0,1682 -0,0198 -0,0930 -0,0622 0,0388 0,1673 0,2877 0,3747 0,4102 0,3886 0,3213 0,2289 0,1247 0,0084 -0,1260 -0,2771 -0,4341 -0,5848 -0,7199 -0,8269 -0,8882 -0,8886 -0,8250 -0,7084 -0,5608 -0,4125 -0,2945 -0,2277 -0,2208 -0,2788 -0,3997 -0,5628 -0,7316 -0,8777 -0,9964 -1,1026 -1,2163 -1,3442 -1,4717 -1,5739 -1,6391 -1,6797 -1,7164 -1,7567 -1,7952 -1,8298 -1,8698 -1,9290 -2,0193 -2,1492 -2,3168 -2,5019 -2,6714 -2,7975 -2,8759 -2,9343 -3,0208 -3,1771 -3,4200 -3,7374 -4,0924 -4,4328 -4,7046 -4,8658 -4,9002 -4,8232 -4,6709 -4,4842 -4,3001 -4,1481 -4,0451 -3,9877 -3,9508 -3,9050 -3,8415 -3,7798 -3,7542 -3,7975 -3,9289 -4,1421 -4,4003 -4,6446 -4,8154 -4,8786 -4,8427 -4,7537 -4,6727 -4,6532 -4,7232 -4,8728 -5,0616 -5,2410 -5,3719 -5,4337 -5,4316 -5,3946 -5,3630 -5,3677 -5,4168 -5,4998 -5,5985 -5,6942 -5,7689 -5,8073 -5,8036 -5,7670 -5,7165 -5,6701 -5,6364 -5,6149 -5,6027 -5,5962 -5,5831 -5,5373 -5,4321 -5,2580 -5,0274 -4,7691 -4,5224 -4,3250 -4,1909 -4,0990 -4,0058 -3,8761 -3,7072 -3,5287 -3,3797 -3,2849 -3,2465 -3,2491 -3,2681 -3,2710 -3,2208 -3,0887 -2,8698 -2,5854 -2,2661 -1,9317 -1,5899 -1,2508 -0,9346 -0,6631 -0,4456 -0,2815 -0,1715 -0,1207 -0,1324 -0,2040 -0,3216 -0,4619 -0,5965 -0,6906 -0,7067 -0,6197 -0,4349 -0,1895 0,0615 0,2658 0,3900 0,4246 0,3832 0,2999 0,2180 0,1730 0,1813 0,2353 0,3033 0,3391 0,3038 0,1868 0,0147 -0,1586 -0,2737 -0,2875 -0,1865 0,0107 0,2616 0,5127 0,7163 0,8452 0,9005 0,9090 0,9068 0,9199 0,9576 1,0162 1,0823 1,1342 1,1458 1,0983 0,9977 0,8803 0,7944 0,7792 0,8526 1,0055 1,2018 1,3974 1,5671 1,7093 1,8282 1,9184 1,9655 1,9591 1,9029 1,8114 1,7025 1,5900 1,4760 1,3515 1,2086 1,0512 0,8952 0,7600 0,6565 0,5815 0,5196 0,4503 0,3572 0,2376 0,1057 -0,0141 -0,0992 -0,1336 -0,1075 -0,0213 0,1030 0,2202 0,2788 0,2459 0,1190 -0,0787 -0,3083 -0,5231 -0,6843 -0,7738 -0,7946 -0,7617 -0,7000 -0,6417 -0,6164 -0,6361 -0,6877 -0,7431 -0,7819 -0,8069 -0,8420 -0,9144 -1,0352 -1,1957 -1,3768 -1,5518 -1,6865 -1,7507 -1,7351 -1,6578 -1,5580 -1,4827 -1,4692 -1,5284 -1,6447 -1,7881 -1,9233 -2,0199 -2,0632 -2,0546 -2,0009 -1,9098 -1,7912 -1,6565 -1,5173 -1,3818 -1,2464 -1,1001 -0,9394 -0,7792 -0,6513 -0,5930 -0,6285 -0,7567 -0,9511 -1,1670 -1,3510 -1,4585 -1,4730 -1,4060 -1,2834 -1,1355 -0,9893 -0,8559 -0,7263 -0,5768 -0,3780 -0,1114 0,2106 0,5462 0,8448 1,0635 1,1766 1,1821 1,1015 0,9691 0,8175 0,6692 0,5389 0,4323 0,3415 0,2508 0,1504 0,0393 -0,0803 -0,2052 -0,3266 -0,4358 -0,5346 -0,6314 -0,7277 -0,8188 -0,8999 -0,9664 -1,0134 -1,0375 -1,0380 -1,0254 -1,0324 -1,1066 -1,2919 -1,6132 -2,0659 -2,6070 -3,1572 -3,6218 -3,9243 -4,0305 -3,9483 -3,7131 -3,3782 -3,0027 -2,6319 -2,2821 -1,9452 -1,6106 -1,2805 -0,9712 -0,7039 -0,4956 -0,3560 -0,2885 -0,2892 -0,3397 -0,4070 -0,4566 -0,4614 -0,4029 -0,2742 -0,0824 0,1500 0,3924 0,6221 0,8351 1,0394 1,2435 1,4519 1,6603 1,8486 1,9810 2,0212 1,9490 1,7615 1,4689 1,0966 0,6786 0,2440 -0,1850 -0,5894 -0,9612 -1,3117 -1,6634 -2,0324 -2,4199 -2,8155 -3,2045 -3,5712 -3,8998 -4,1802 -4,4218 -4,6533 -4,9023 -5,1749 -5,4522 -5,7025 -5,8973 -6,0239 -6,0886 -6,1160 -6,1448 -6,2166 -6,3598 -6,5731 -6,8247 -7,0699 -7,2720 -7,4163 -7,5144 -7,5943 -7,6793 -7,7767 -7,8861 -8,0126 -8,1615 -8,3202 -8,4533 -8,5213 -8,5056 -8,4196 -8,3018 -8,1944 -8,1200 -8,0733 -8,0324 -7,9779 -7,9048 -7,8188 -7,7255 -7,6256 -7,5195 -7,4087 -7,2930 -7,1740 -7,0597 -6,9603 -6,8804 -6,8191 -6,7727 -6,7376 -6,7103 -6,6865 -6,6642 -6,6522 -6,6724 -6,7503 -6,9000 -7,1147 -7,3707 -7,6400 -7,8931 -8,0922 -8,1962 -8,1766 -8,0292 -7,7760 -7,4583 -7,1193
Fz    -1,4323 -1,4334 -1,3823 -1,2854 -1,1602 -1,0280 -0,8996 -0,7660 -0,6086 -0,4167 -0,2000 0,0088 0,1719 0,2703 0,3123 0,3241 0,3366 0,3770 0,4660 0,6190 0,8418 1,1222 1,4253 1,7002 1,8956 1,9758 1,9280 1,7655 1,5270 1,2668 1,0350 0,8578 0,7298 0,6246 0,5137 0,3782 0,2134 0,0271 -0,1667 -0,3516 -0,5106 -0,6341 -0,7299 -0,8224 -0,9417 -1,1130 -1,3438 -1,6111 -1,8585 -2,0179 -2,0432 -1,9309 -1,7130 -1,4397 -1,1647 -0,9275 -0,7424 -0,6020 -0,4857 -0,3665 -0,2185 -0,0252 0,2143 0,4838 0,7571 1,0110 1,2326 1,4205 1,5858 1,7504 1,9352 2,1465 2,3762 2,6102 2,8331 3,0355 3,2190 3,3874 3,5372 3,6631 3,7648 3,8389 3,8697 3,8337 3,7144 3,5161 3,2671 3,0125 2,7953 2,6359 2,5229 2,4220 2,2941 2,1074 1,8446 1,5070 1,1117 0,6853 0,2579 -0,1406 -0,4765 -0,7137 -0,8240 -0,8032 -0,6792 -0,4996 -0,3068 -0,1266 0,0264 0,1468 0,2392 0,3137 0,3778 0,4312 0,4664 0,4780 0,4725 0,4678 0,4831 0,5332 0,6356 0,8095 1,0654 1,4006 1,8062 2,2713 2,7850 3,3401 3,9308 4,5458 5,1615 5,7388 6,2271 6,5777 6,7610 6,7717 6,6273 6,3614 6,0083 5,5950 5,1463 4,6852 4,2249 3,7717 3,3367 2,9378 2,5957 2,3311 2,1633 2,1045 2,1531 2,2899 2,4823 2,6987 2,9171 3,1228 3,3025 3,4425 3,5296 3,5529 3,5091 3,4054 3,2604 3,0989 2,9425 2,8023 2,6835 2,5946 2,5501 2,5654 2,6506 2,8005 2,9896 3,1787 3,3288 3,4113 3,4079 3,3176 3,1664 2,9940 2,8251 2,6559 2,4653 2,2334 1,9554 1,6467 1,3351 1,0435 0,7804 0,5500 0,3646 0,2398 0,1785 0,1640 0,1675 0,1593 0,1177 0,0351 -0,0780 -0,1992 -0,3073 -0,3945 -0,4737 -0,5737 -0,7239 -0,9431 -1,2311 -1,5634 -1,8968 -2,1832 -2,3827 -2,4725 -2,4509 -2,3330 -2,1410 -1,8986 -1,6306 -1,3617 -1,1126 -0,8920 -0,7017 -0,5502 -0,4547 -0,4289 -0,4767 -0,5931 -0,7617 -0,9504 -1,1154 -1,2147 -1,2256 -1,1570 -1,0463 -0,9442 -0,8990 -0,9405 -1,0681 -1,2563 -1,4696 -1,6704 -1,8263 -1,9237 -1,9758 -2,0157 -2,0770 -2,1770 -2,3161 -2,4854 -2,6705 -2,8508 -3,0022 -3,1099 -3,1810 -3,2393 -3,3079 -3,3937 -3,4841 -3,5576 -3,5949 -3,5787 -3,4880 -3,3074 -3,0428 -2,7231 -2,3883 -2,0804 -1,8323 -1,6540 -1,5255 -1,4094 -1,2764 -1,1241 -0,9720 -0,8433 -0,7490 -0,6873 -0,6513 -0,6311 -0,6031 -0,5279 -0,3675 -0,1083 0,2343 0,6299 1,0494 1,4671 1,8555 2,1857 2,4396 2,6215 2,7518 2,8484 2,9168 2,9502 2,9391 2,8849 2,8042 2,7232 2,6754 2,6974 2,8162 3,0327 3,3135 3,5975 3,8161 3,9175 3,8846 3,7380 3,5273 3,3099 3,1311 3,0180 2,9809 3,0108 3,0777 3,1419 3,1772 3,1891 3,2138 3,3011 3,4907 3,7928 4,1798 4,5950 4,9751 5,2725 5,4688 5,5769 5,6311 5,6697 5,7180 5,7844 5,8630 5,9402 6,0016 6,0352 6,0363 6,0187 6,0158 6,0628 6,1777 6,3563 6,5751 6,7957 6,9777 7,0969 7,1506 7,1493 7,1066 7,0319 6,9293 6,8014 6,6536 6,4966 6,3444 6,2071 6,0880 5,9889 5,9147 5,8733 5,8682 5,8924 5,9274 5,9484 5,9279 5,8437 5,6918 5,4931 5,2811 5,0844 4,9201 4,7987 4,7241 4,6841 4,6460 4,5700 4,4274 4,2127 3,9441 3,6580 3,3949 3,1834 3,0332 2,9408 2,8955 2,8778 2,8638 2,8371 2,7970 2,7562 2,7287 2,7184 2,7135 2,6887 2,6156 2,4799 2,2917 2,0824 1,8961 1,7790 1,7626 1,8475 2,0027 2,1788 2,3250 2,4048 2,4046 2,3309 2,2019 2,0412 1,8709 1,7052 1,5535 1,4305 1,3539 1,3342 1,3694 1,4455 1,5459 1,6641 1,8012 1,9504 2,0887 2,1810 2,1927 2,1054 1,9261 1,6858 1,4303 1,2088 1,0582 0,9935 1,0119 1,1008 1,2414 1,4142 1,6086 1,8239 2,0643 2,3397 2,6581 3,0092 3,3577 3,6568 3,8667 3,9655 3,9521 3,8444 3,6729 3,4695 3,2599 3,0609 2,8796 2,7128 2,5551 2,4064 2,2695 2,1465 2,0420 1,9663 1,9303 1,9378 1,9853 2,0645 2,1622 2,2651 2,3676 2,4704 2,5760 2,6862 2,7968 2,8878 2,9254 2,8717 2,6941 2,3805 1,9544 1,4748 1,0156 0,6413 0,3944 0,2934 0,3346 0,4907 0,7173 0,9679 1,2106 1,4326 1,6332 1,8162 1,9841 2,1343 2,2570 2,3374 2,3621 2,3269 2,2427 2,1332 2,0250 1,9422 1,9091 1,9499 2,0787 2,2870 2,5435 2,8155 3,0895 3,3690 3,6592 3,9572 4,2506 4,5161 4,7196 4,8249 4,8095 4,6702 4,4196 4,0857 3,7092 3,3284 2,9690 2,6469 2,3664 2,1147 1,8696 1,6165 1,3545 1,0886 0,8239 0,5673 0,3314 0,1270 -0,0520 -0,2337 -0,4541 -0,7347 -1,0698 -1,4281 -1,7677 -2,0544 -2,2710 -2,4225 -2,5353 -2,6482 -2,7959 -2,9910 -3,2156 -3,4326 -3,6116 -3,7488 -3,8679 -4,0025 -4,1700 -4,3616 -4,5580 -4,7495 -4,9373 -5,1195 -5,2816 -5,4017 -5,4628 -5,4623 -5,4166 -5,3550 -5,3047 -5,2776 -5,2688 -5,2660 -5,2609 -5,2514 -5,2362 -5,2104 -5,1712 -5,1200 -5,0597 -4,9973 -4,9501 -4,9376 -4,9688 -5,0382 -5,1301 -5,2264 -5,3144 -5,3908 -5,4624 -5,5429 -5,6471 -5,7851 -5,9615 -6,1737 -6,4130 -6,6711 -6,9356 -7,1756 -7,3392 -7,3728 -7,2435 -6,9515 -6,5290 -6,0229
F3    -1,3503 -1,3090 -1,2302 -1,1170 -0,9810 -0,8363 -0,6911 -0,5434 -0,3872 -0,2220 -0,0606 0,0706 0,1494 0,1794 0,1879 0,2081 0,2673 0,3836 0,5650 0,8131 1,1216 1,4680 1,8106 2,0960 2,2724 2,3030 2,1781 1,9197 1,5763 1,2093 0,8739 0,5997 0,3814 0,1906 -0,0003 -0,2006 -0,4023 -0,5908 -0,7500 -0,8615 -0,9109 -0,9025 -0,8669 -0,8484 -0,8866 -1,0030 -1,1912 -1,4111 -1,5954 -1,6751 -1,6106 -1,4095 -1,1205 -0,8153 -0,5628 -0,4031 -0,3355 -0,3305 -0,3512 -0,3634 -0,3392 -0,2587 -0,1155 0,0773 0,2918 0,5014 0,6940 0,8710 1,0438 1,2271 1,4268 1,6326 1,8249 1,9878 2,1159 2,2174 2,3148 2,4332 2,5843 2,7623 2,9454 3,0960 3,1668 3,1175 2,9345 2,6402 2,2835 1,9208 1,5985 1,3400 1,1419 0,9814 0,8302 0,6633 0,4629 0,2220 -0,0541 -0,3530 -0,6591 -0,9514 -1,1958 -1,3484 -1,3753 -1,2746 -1,0825 -0,8554 -0,6382 -0,4474 -0,2772 -0,1132 0,0528 0,2115 0,3404 0,4208 0,4477 0,4303 0,3900 0,3592 0,3698 0,4413 0,5804 0,7862 1,0536 1,3761 1,7493 2,1731 2,6496 3,1809 3,7670 4,4001 5,0564 5,6899 6,2389 6,6455 6,8746 6,9220 6,8116 6,5834 6,2727 5,9040 5,5020 5,0912 4,6804 4,2643 3,8434 3,4361 3,0770 2,8063 2,6577 2,6459 2,7594 2,9626 3,2109 3,4679 3,7081 3,9115 4,0610 4,1472 4,1704 4,1361 4,0481 3,9075 3,7188 3,4932 3,2478 3,0044 2,7934 2,6524 2,6118 2,6779 2,8278 3,0201 3,2101 3,3593 3,4402 3,4352 3,3345 3,1438 2,8968 2,6451 2,4253 2,2390 2,0621 1,8705 1,6589 1,4439 1,2517 1,0986 0,9792 0,8756 0,7774 0,6870 0,6088 0,5405 0,4747 0,4026 0,3148 0,2102 0,1051 0,0246 -0,0167 -0,0291 -0,0481 -0,1178 -0,2672 -0,5025 -0,8101 -1,1596 -1,5099 -1,8159 -2,0385 -2,1559 -2,1698 -2,0997 -1,9713 -1,8091 -1,6337 -1,4637 -1,3131 -1,1861 -1,0794 -0,9953 -0,9495 -0,9643 -1,0559 -1,2252 -1,4518 -1,6953 -1,9038 -2,0284 -2,0399 -1,9471 -1,8003 -1,6723 -1,6271 -1,6940 -1,8570 -2,0706 -2,2845 -2,4577 -2,5657 -2,6097 -2,6174 -2,6289 -2,6735 -2,7582 -2,8711 -2,9917 -3,0959 -3,1583 -3,1587 -3,0934 -2,9798 -2,8499 -2,7359 -2,6569 -2,6120 -2,5891 -2,5752 -2,5553 -2,5078 -2,4113 -2,2576 -2,0576 -1,8400 -1,6450 -1,5066 -1,4308 -1,3897 -1,3414 -1,2563 -1,1312 -0,9827 -0,8331 -0,7004 -0,5949 -0,5170 -0,4543 -0,3785 -0,2507 -0,0396 0,2606 0,6268 1,0227 1,4164 1,7835 2,0999 2,3447 2,5121 2,6173 2,6862 2,7383 2,7794 2,8040 2,7996 2,7575 2,6834 2,6016 2,5521 2,5792 2,7085 2,9302 3,2019 3,4654 3,6669 3,7709 3,7674 3,6742 3,5344 3,4000 3,3090 3,2749 3,2877 3,3197 3,3362 3,3131 3,2523 3,1817 3,1418 3,1702 3,2866 3,4872 3,7480 4,0333 4,3052 4,5315 4,6923 4,7850 4,8267 4,8464 4,8695 4,9099 4,9693 5,0403 5,1092 5,1576 5,1677 5,1377 5,0912 5,0694 5,1104 5,2309 5,4182 5,6363 5,8451 6,0193 6,1513 6,2395 6,2798 6,2663 6,1990 6,0880 5,9492 5,7993 5,6525 5,5142 5,3790 5,2396 5,0991 4,9727 4,8783 4,8259 4,8140 4,8308 4,8554 4,8624 4,8341 4,7700 4,6842 4,5916 4,5005 4,4215 4,3717 4,3593 4,3656 4,3502 4,2739 4,1180 3,8880 3,6131 3,3404 3,1195 2,9844 2,9463 2,9925 3,0863 3,1759 3,2154 3,1859 3,1034 3,0051 2,9218 2,8521 2,7611 2,6069 2,3732 2,0812 1,7765 1,5105 1,3271 1,2509 1,2776 1,3766 1,5071 1,6316 1,7236 1,7712 1,7745 1,7406 1,6809 1,6065 1,5224 1,4352 1,3639 1,3361 1,3711 1,4683 1,6083 1,7639 1,9168 2,0610 2,1926 2,2966 2,3439 2,3039 2,1642 1,9387 1,6624 1,3836 1,1553 1,0187 0,9859 1,0414 1,1576 1,3060 1,4653 1,6299 1,8091 2,0207 2,2836 2,6031 2,9544 3,2892 3,5629 3,7498 3,8424 3,8466 3,7797 3,6660 3,5275 3,3781 3,2275 3,0817 2,9386 2,7874 2,6201 2,4390 2,2587 2,1024 1,9953 1,9485 1,9494 1,9727 2,0000 2,0273 2,0609 2,1122 2,1911 2,3009 2,4362 2,5786 2,6918 2,7270 2,6380 2,3938 1,9933 1,4765 0,9203 0,4190 0,0539 -0,1311 -0,1342 0,0158 0,2713 0,5781 0,8906 1,1845 1,4533 1,6948 1,9011 2,0591 2,1578 2,1938 2,1720 2,1017 1,9932 1,8607 1,7266 1,6186 1,5628 1,5792 1,6795 1,8623 2,1087 2,3875 2,6734 2,9595 3,2505 3,5525 3,8687 4,1923 4,5001 4,7542 4,9160 4,9569 4,8586 4,6139 4,2416 3,7910 3,3238 2,8923 2,5284 2,2385 2,0018 1,7845 1,5587 1,3098 1,0371 0,7541 0,4834 0,2478 0,0597 -0,0910 -0,2359 -0,4093 -0,6284 -0,8874 -1,1620 -1,4199 -1,6352 -1,7998 -1,9280 -2,0537 -2,2183 -2,4499 -2,7457 -3,0724 -3,3862 -3,6538 -3,8641 -4,0292 -4,1760 -4,3267 -4,4858 -4,6472 -4,8089 -4,9712 -5,1255 -5,2500 -5,3213 -5,3275 -5,2763 -5,1955 -5,1230 -5,0874 -5,0926 -5,1184 -5,1346 -5,1188 -5,0624 -4,9672 -4,8403 -4,6934 -4,5414 -4,4001 -4,2876 -4,2232 -4,2191 -4,2722 -4,3660 -4,4748 -4,5691 -4,6254 -4,6356 -4,6109 -4,5798 -4,5802 -4,6474 -4,8021 -5,0444 -5,3557 -5,7083 -6,0643 -6,3708 -6,5692 -6,6175 -6,5033 -6,2430 -5,8743 -5,4440
F7    -1,7474 -1,6338 -1,5193 -1,3828 -1,2138 -1,0153 -0,7914 -0,5395 -0,2605 0,0263 0,2773 0,4407 0,4923 0,4582 0,3961 0,3600 0,3828 0,4775 0,6414 0,8599 1,1078 1,3501 1,5458 1,6586 1,6690 1,5804 1,4144 1,2031 0,9842 0,7924 0,6480 0,5443 0,4476 0,3176 0,1345 -0,0924 -0,3356 -0,5650 -0,7543 -0,8818 -0,9318 -0,9036 -0,8195 -0,7183 -0,6373 -0,6014 -0,6195 -0,6817 -0,7582 -0,8060 -0,7865 -0,6830 -0,5062 -0,2910 -0,0845 0,0753 0,1741 0,2133 0,1985 0,1400 0,0561 -0,0269 -0,0816 -0,0917 -0,0531 0,0368 0,1811 0,3751 0,6060 0,8588 1,1156 1,3517 1,5429 1,6762 1,7498 1,7694 1,7494 1,7085 1,6593 1,6070 1,5508 1,4812 1,3801 1,2317 1,0330 0,7972 0,5488 0,3194 0,1389 0,0193 -0,0544 -0,1102 -0,1717 -0,2552 -0,3718 -0,5257 -0,7125 -0,9237 -1,1543 -1,4023 -1,6533 -1,8692 -2,0037 -2,0291 -1,9548 -1,8181 -1,6597 -1,5067 -1,3716 -1,2491 -1,1186 -0,9616 -0,7775 -0,5812 -0,3900 -0,2143 -0,0511 0,1141 0,2942 0,4887 0,6922 0,9071 1,1436 1,4179 1,7541 2,1749 2,6829 3,2521 3,8360 4,3842 4,8549 5,2173 5,4501 5,5445 5,5086 5,3628 5,1348 4,8570 4,5562 4,2489 3,9501 3,6727 3,4160 3,1674 2,9204 2,6868 2,4952 2,3796 2,3649 2,4543 2,6257 2,8353 3,0310 3,1696 3,2275 3,2044 3,1249 3,0263 2,9320 2,8387 2,7288 2,5929 2,4380 2,2789 2,1269 1,9870 1,8660 1,7758 1,7270 1,7195 1,7430 1,7787 1,8008 1,7852 1,7240 1,6251 1,4957 1,3363 1,1519 0,9570 0,7628 0,5712 0,3810 0,1975 0,0364 -0,0792 -0,1314 -0,1248 -0,0909 -0,0718 -0,0948 -0,1632 -0,2634 -0,3757 -0,4814 -0,5693 -0,6423 -0,7097 -0,7731 -0,8234 -0,8533 -0,8732 -0,9171 -1,0265 -1,2269 -1,5220 -1,8980 -2,3244 -2,7553 -3,1336 -3,4015 -3,5217 -3,4937 -3,3496 -3,1345 -2,8933 -2,6663 -2,4856 -2,3666 -2,3021 -2,2708 -2,2568 -2,2623 -2,3047 -2,4079 -2,5913 -2,8542 -3,1655 -3,4668 -3,6909 -3,7886 -3,7547 -3,6328 -3,4942 -3,4091 -3,4185 -3,5169 -3,6615 -3,8019 -3,8982 -3,9278 -3,8919 -3,8152 -3,7306 -3,6615 -3,6151 -3,5928 -3,5984 -3,6346 -3,6940 -3,7588 -3,8148 -3,8623 -3,9084 -3,9545 -3,9931 -4,0152 -4,0201 -4,0160 -4,0060 -3,9751 -3,8992 -3,7655 -3,5836 -3,3828 -3,2053 -3,0900 -3,0471 -3,0463 -3,0345 -2,9709 -2,8497 -2,6947 -2,5391 -2,4081 -2,3127 -2,2510 -2,2117 -2,1724 -2,1008 -1,9680 -1,7665 -1,5138 -1,2385 -0,9644 -0,7063 -0,4758 -0,2861 -0,1491 -0,0656 -0,0256 -0,0219 -0,0587 -0,1448 -0,2770 -0,4298 -0,5646 -0,6448 -0,6413 -0,5369 -0,3347 -0,0614 0,2402 0,5266 0,7664 0,9439 1,0513 1,0857 1,0584 0,9981 0,9404 0,9125 0,9213 0,9493 0,9615 0,9252 0,8306 0,6990 0,5741 0,4997 0,4975 0,5581 0,6516 0,7443 0,8080 0,8198 0,7644 0,6445 0,4887 0,3379 0,2237 0,1634 0,1626 0,2134 0,2919 0,3621 0,3884 0,3533 0,2700 0,1766 0,1156 0,1156 0,1792 0,2845 0,4047 0,5277 0,6555 0,7882 0,9123 1,0030 1,0404 1,0237 0,9701 0,9047 0,8484 0,8048 0,7583 0,6872 0,5799 0,4400 0,2817 0,1207 -0,0312 -0,1667 -0,2852 -0,3926 -0,4943 -0,5868 -0,6615 -0,7113 -0,7275 -0,6941 -0,5969 -0,4445 -0,2753 -0,1418 -0,0859 -0,1254 -0,2547 -0,4465 -0,6565 -0,8375 -0,9557 -0,9965 -0,9635 -0,8792 -0,7828 -0,7184 -0,7167 -0,7791 -0,8804 -0,9871 -1,0780 -1,1514 -1,2158 -1,2738 -1,3233 -1,3694 -1,4203 -1,4703 -1,4958 -1,4736 -1,4046 -1,3207 -1,2689 -1,2834 -1,3674 -1,4974 -1,6386 -1,7594 -1,8430 -1,8917 -1,9157 -1,9196 -1,9026 -1,8638 -1,8032 -1,7250 -1,6344 -1,5285 -1,3979 -1,2396 -1,0633 -0,8916 -0,7525 -0,6683 -0,6477 -0,6896 -0,7838 -0,9077 -1,0313 -1,1326 -1,2013 -1,2327 -1,2296 -1,2066 -1,1794 -1,1496 -1,1016 -1,0095 -0,8542 -0,6399 -0,3951 -0,1574 0,0390 0,1697 0,2277 0,2273 0,1943 0,1498 0,1015 0,0496 -0,0059 -0,0675 -0,1413 -0,2326 -0,3443 -0,4789 -0,6340 -0,7951 -0,9426 -1,0628 -1,1434 -1,1688 -1,1301 -1,0378 -0,9194 -0,8102 -0,7393 -0,7157 -0,7317 -0,7807 -0,8677 -1,0065 -1,2163 -1,5078 -1,8645 -2,2368 -2,5573 -2,7695 -2,8490 -2,8004 -2,6454 -2,4161 -2,1498 -1,8748 -1,6007 -1,3253 -1,0534 -0,8058 -0,6135 -0,5012 -0,4757 -0,5215 -0,6087 -0,7085 -0,8007 -0,8690 -0,8989 -0,8808 -0,8110 -0,6897 -0,5208 -0,3162 -0,0986 0,1108 0,3097 0,5127 0,7360 0,9848 1,2454 1,4845 1,6596 1,7377 1,7059 1,5666 1,3326 1,0326 0,7064 0,3841 0,0757 -0,2194 -0,5034 -0,7781 -1,0456 -1,3097 -1,5757 -1,8475 -2,1258 -2,4066 -2,6772 -2,9204 -3,1339 -3,3375 -3,5546 -3,7896 -4,0253 -4,2361 -4,4008 -4,5109 -4,5748 -4,6152 -4,6614 -4,7399 -4,8638 -5,0256 -5,1998 -5,3581 -5,4858 -5,5886 -5,6868 -5,8013 -5,9369 -6,0782 -6,2029 -6,3000 -6,3729 -6,4251 -6,4471 -6,4238 -6,3526 -6,2524 -6,1592 -6,1078 -6,1085 -6,1395 -6,1606 -6,1383 -6,0639 -5,9526 -5,8253 -5,6951 -5,5722 -5,4691 -5,3967 -5,3631 -5,3725 -5,4181 -5,4798 -5,5351 -5,5706 -5,5811 -5,5626 -5,5088 -5,4199 -5,3151 -5,2358 -5,2295 -5,3285 -5,5337 -5,8174 -6,1407 -6,4647 -6,7465 -6,9449 -7,0318 -6,9964 -6,8472 -6,6109 -6,3215
