Fp1   -1,2114 -1,2478 -1,1847 -1,0456 -0,8766 -0,7241 -0,6227 -0,5872 -0,6110 -0,6576 -0,6538 -0,5140 -0,1877 0,3114 0,9009 1,4432 1,8099 1,9572 1,9273 1,7839 1,5729 1,3320 1,1040 0,9242 0,8031 0,7310 0,6916 0,6625 0,6111 0,4979 0,3015 0,0552 -0,1539 -0,2329 -0,1348 0,1091 0,3861 0,5498 0,4953 0,1976 -0,2876 -0,8379 -1,3017 -1,5587 -1,5734 -1,4036 -1,1560 -0,9221 -0,7583 -0,7136 -0,8428 -1,1747 -1,6816 -2,2840 -2,8701 -3,3096 -3,4769 -3,2967 -2,7885 -2,0761 -1,3447 -0,7615 -0,4019 -0,2369 -0,1923 -0,2248 -0,3445 -0,5726 -0,8932 -1,2608 -1,6320 -1,9674 -2,2297 -2,4036 -2,5102 -2,5826 -2,6227 -2,5998 -2,4989 -2,3559 -2,2420 -2,2254 -2,3246 -2,4699 -2,5303 -2,4106 -2,1168 -1,7236 -1,3007 -0,8764 -0,4595 -0,0798 0,2124 0,3759 0,3995 0,3134 0,1694 -0,0206 -0,3039 -0,7169 -1,2095 -1,6601 -1,9549 -2,0499 -1,9699 -1,7649 -1,4763 -1,1482 -0,8549 -0,6997 -0,7760 -1,1057 -1,6090 -2,1619 -2,6895 -3,1918 -3,7009 -4,2359 -4,7778 -5,2690 -5,6489 -5,8963 -6,0397 -6,1268 -6,1778 -6,1766 -6,1092 -5,9896 -5,8539 -5,7453 -5,6929 -5,7090 -5,8078 -5,9901 -6,2124 -6,4055 -6,5168 -6,5234 -6,4386 -6,3061 -6,1637 -6,0271 -5,9025 -5,7816 -5,6346 -5,4505 -5,2759 -5,1623 -5,0824 -4,9560 -4,7561 -4,5356 -4,3489 -4,1935 -4,0323 -3,8373 -3,5973 -3,3086 -2,9768 -2,6241 -2,2913 -2,0318 -1,9009 -1,9291 -2,0981 -2,3464 -2,5884 -2,7435 -2,7844 -2,7609 -2,7579 -2,8320 -2,9904 -3,1998 -3,3932 -3,4865 -3,4111 -3,1474 -2,7509 -2,3337 -1,9973 -1,7816 -1,6789 -1,6763 -1,7571 -1,8669 -1,9043 -1,7669 -1,4276 -0,9762 -0,5845 -0,4128 -0,5166 -0,8110 -1,1143 -1,2518 -1,1554 -0,8969 -0,6404 -0,5429 -0,6535 -0,8998 -1,1783 -1,4262 -1,6173 -1,7500 -1,8430 -1,9163 -1,9971 -2,1427 -2,4194 -2,8335 -3,2861 -3,6133 -3,6842 -3,4655 -3,0140 -2,4401 -1,8676 -1,3911 -1,0583 -0,9031 -0,9726 -1,2944 -1,8189 -2,4145 -2,9430 -3,3456 -3,6376 -3,8284 -3,8733 -3,7170 -3,3722 -2,9319 -2,5066 -2,1608 -1,8953 -1,6682 -1,4329 -1,1753 -0,9316 -0,7611 -0,7014 -0,7515 -0,8819 -1,0501 -1,2129 -1,3395 -1,4094 -1,3852 -1,1994 -0,8073 -0,2581 0,3165 0,7853 1,0681 1,1234 0,9330 0,5331 0,0407 -0,3849 -0,6201 -0,6187 -0,4057 -0,0513 0,3510 0,6961 0,8836 0,8579 0,6434 0,3351 0,0449 -0,1669 -0,3309 -0,5238 -0,7789 -1,0601 -1,3206 -1,5673 -1,8625 -2,2602 -2,7336 -3,1711 -3,4435 -3,4736 -3,2589 -2,8573 -2,3736 -1,9426 -1,6807 -1,6323 -1,7619 -1,9774 -2,1716 -2,2849 -2,3489 -2,4673 -2,7554 -3,2708 -3,9700 -4,7278 -5,3976 -5,8566 -6,0287 -5,9103 -5,5899 -5,2256 -4,9643 -4,8539 -4,8218 -4,7479 -4,5759 -4,3531 -4,1552 -3,9945 -3,8246 -3,6227 -3,4375 -3,3424 -3,3485 -3,3913 -3,4171 -3,4460 -3,5300 -3,6796 -3,8491 -3,9782 -4,0308 -4,0025 -3,9093 -3,7765 -3,6349 -3,5220 -3,4811 -3,5572 -3,7794 -4,1225 -4,4824 -4,7169 -4,7300 -4,5324 -4,2294 -3,9526 -3,7942 -3,7933 -3,9532 -4,2471 -4,6134 -4,9699 -5,2497 -5,4361 -5,5597 -5,6509 -5,6984 -5,6676 -5,5432 -5,3431 -5,1106 -4,9191 -4,8644 -5,0104 -5,3209 -5,6554 -5,8494 -5,8093 -5,5455 -5,1423 -4,7104 -4,3552 -4,1525 -4,1272 -4,2617 -4,5156 -4,8118 -5,0271 -5,0501 -4,8542 -4,5007 -4,0866 -3,6993 -3,4019 -3,2440 -3,2681 -3,4860 -3,8552 -4,2965 -4,7318 -5,1046 -5,3950 -5,6298 -5,8445 -6,0186 -6,0690 -5,9124 -5,5252 -4,9623 -4,3401 -3,7980 -3,4501 -3,3400 -3,4344 -3,6601 -3,9357 -4,1834 -4,3428 -4,3870 -4,3156 -4,1480 -3,9253 -3,7115 -3,5907 -3,6379 -3,8563 -4,1547 -4,4069 -4,5321 -4,5209 -4,3993 -4,1927 -3,9320 -3,6710 -3,4702 -3,3588 -3,3184 -3,3075 -3,2975 -3,2794 -3,2352 -3,1094 -2,8395 -2,4405 -2,0419 -1,8066 -1,8095 -2,0061 -2,3035 -2,6259 -2,9169 -3,1301 -3,2465 -3,2833 -3,2718 -3,2314 -3,1574 -3,0268 -2,8278 -2,5979 -2,4253 -2,4048 -2,5956 -2,9987 -3,5477 -4,1287 -4,6318 -4,9970 -5,2215 -5,3301 -5,3531 -5,3250 -5,2634 -5,1217 -4,7930 -4,2033 -3,3985 -2,5206 -1,7194 -1,0980 -0,7046 -0,5361 -0,5474 -0,6815 -0,9124 -1,2584 -1,7326 -2,2902 -2,8446 -3,3244 -3,7002 -3,9740 -4,1527 -4,2409 -4,2729 -4,3236 -4,4564 -4,6723 -4,9287 -5,2009 -5,4994 -5,8177 -6,0985 -6,2780 -6,3384 -6,3041 -6,2111 -6,0898 -5,9741 -5,9113 -5,9525 -6,1205 -6,3746 -6,6205 -6,7827 -6,8576 -6,8911 -6,9197 -6,9398 -6,9331 -6,9334 -7,0539 -7,4038 -7,9699 -8,6083 -9,1551 -9,5148 -9,6588 -9,5878 -9,3177 -8,9078 -8,4840 -8,1820 -8,0466 -8,0027 -7,9151 -7,6660 -7,2139 -6,6271 -6,0477 -5,5816 -5,2130 -4,8332 -4,3443 -3,7457 -3,1402 -2,6597 -2,3888 -2,3579 -2,5726 -3,0048 -3,5578 -4,0720 -4,3870 -4,4098 -4,1501 -3,7207 -3,2942 -3,0152 -2,9296 -2,9756 -3,0282 -2,9730 -2,7584 -2,4034 -1,9935 -1,6705 -1,5757 -1,7642 -2,1798 -2,7183 -3,2989 -3,8871 -4,4781 -5,0714 -5,6598 -6,2285 -6,7503 -7,1738 -7,4146 -7,3778 -7,0281 -6,4379 -5,7485 -5,0938 -4,5670 -4,2237 -4,0792 -4,1048 -4,2280 -4,3516 -4,3927 -4,3156 -4,1325 -3,8803 -3,6079 -3,3811 -3,2628 -3,2568 -3,2862 -3,2657 -3,2044 -3,2064 -3,3524 -3,6057 -3,8481 -3,9706 -3,9186 -3,7080 -3,4348 -3,2264 -3,1519 -3,1938
Fz    -0,1667 -0,0147 0,0708 0,0726 -0,0077 -0,1460 -0,3083 -0,4613 -0,5792 -0,6424 -0,6302 -0,5243 -0,3113 0,0162 0,4445 0,9196 1,3678 1,7366 2,0037 2,1598 2,2027 2,1437 2,0027 1,7943 1,5251 1,2044 0,8525 0,4959 0,1557 -0,1552 -0,4207 -0,6089 -0,6814 -0,6217 -0,4553 -0,2498 -0,0956 -0,0679 -0,1954 -0,4583 -0,8060 -1,1744 -1,4963 -1,7088 -1,7728 -1,6920 -1,5077 -1,2738 -1,0463 -0,8883 -0,8652 -1,0256 -1,3812 -1,8895 -2,4521 -2,9391 -3,2278 -3,2427 -2,9841 -2,5337 -2,0315 -1,6208 -1,3790 -1,2838 -1,2522 -1,2198 -1,1823 -1,1760 -1,2368 -1,3828 -1,6093 -1,8764 -2,1155 -2,2724 -2,3460 -2,3758 -2,3982 -2,4235 -2,4491 -2,4826 -2,5471 -2,6650 -2,8303 -2,9936 -3,0853 -3,0648 -2,9390 -2,7339 -2,4679 -2,1506 -1,7982 -1,4447 -1,1360 -0,9157 -0,8151 -0,8404 -0,9692 -1,1803 -1,4752 -1,8409 -2,2050 -2,4578 -2,5286 -2,4317 -2,2411 -2,0297 -1,8334 -1,6653 -1,5513 -1,5434 -1,6962 -2,0252 -2,4845 -2,9977 -3,5180 -4,0411 -4,5700 -5,0854 -5,5466 -5,9095 -6,1470 -6,2621 -6,2871 -6,2677 -6,2351 -6,1941 -6,1379 -6,0699 -6,0101 -5,9833 -5,9977 -6,0438 -6,1166 -6,2163 -6,3303 -6,4349 -6,5029 -6,5019 -6,4066 -6,2208 -5,9798 -5,7383 -5,5549 -5,4606 -5,4382 -5,4497 -5,4767 -5,5092 -5,5103 -5,4343 -5,2745 -5,0674 -4,8477 -4,6172 -4,3624 -4,0847 -3,8038 -3,5381 -3,2919 -3,0579 -2,8338 -2,6346 -2,4846 -2,3934 -2,3472 -2,3234 -2,2961 -2,2357 -2,1292 -1,9954 -1,8643 -1,7500 -1,6520 -1,5635 -1,4647 -1,3253 -1,1233 -0,8634 -0,5866 -0,3556 -0,2149 -0,1600 -0,1507 -0,1435 -0,1055 -0,0015 0,2184 0,5986 1,1317 1,7308 2,2546 2,5734 2,6345 2,4838 2,2317 1,9865 1,8035 1,6730 1,5445 1,3715 1,1532 0,9301 0,7371 0,5781 0,4450 0,3300 0,2213 0,0993 -0,0702 -0,3344 -0,7261 -1,2287 -1,7672 -2,2335 -2,5302 -2,6099 -2,4900 -2,2378 -1,9347 -1,6480 -1,4326 -1,3486 -1,4538 -1,7649 -2,2293 -2,7420 -3,2037 -3,5736 -3,8636 -4,0845 -4,2121 -4,2075 -4,0618 -3,8106 -3,5101 -3,2113 -2,9481 -2,7338 -2,5644 -2,4267 -2,3090 -2,2077 -2,1292 -2,0897 -2,1030 -2,1588 -2,2134 -2,2104 -2,1107 -1,8908 -1,5269 -1,0181 -0,4278 0,1317 0,5617 0,8136 0,8757 0,7562 0,4956 0,1813 -0,0746 -0,1834 -0,1153 0,0986 0,3857 0,6536 0,8094 0,7796 0,5358 0,1102 -0,4170 -0,9528 -1,4314 -1,8378 -2,1876 -2,4797 -2,6823 -2,7677 -2,7475 -2,6753 -2,6141 -2,5880 -2,5672 -2,5031 -2,3647 -2,1470 -1,8707 -1,5884 -1,3782 -1,3051 -1,3810 -1,5638 -1,7812 -1,9559 -2,0407 -2,0505 -2,0530 -2,1267 -2,3141 -2,5963 -2,9102 -3,1873 -3,3709 -3,4207 -3,3232 -3,1054 -2,8356 -2,5967 -2,4322 -2,3119 -2,1644 -1,9547 -1,7183 -1,5160 -1,3719 -1,2650 -1,1700 -1,0926 -1,0598 -1,0787 -1,1232 -1,1689 -1,2207 -1,2952 -1,3899 -1,4821 -1,5464 -1,5699 -1,5559 -1,5208 -1,4847 -1,4679 -1,4973 -1,6042 -1,8101 -2,1092 -2,4541 -2,7617 -2,9480 -2,9683 -2,8396 -2,6384 -2,4701 -2,4220 -2,5363 -2,8126 -3,2134 -3,6651 -4,0782 -4,3875 -4,5807 -4,6853 -4,7274 -4,7055 -4,6072 -4,4423 -4,2460 -4,0585 -3,9173 -3,8590 -3,9047 -4,0394 -4,2071 -4,3317 -4,3561 -4,2695 -4,0999 -3,8847 -3,6606 -3,4663 -3,3321 -3,2671 -3,2553 -3,2523 -3,1991 -3,0604 -2,8468 -2,5901 -2,3173 -2,0530 -1,8268 -1,6693 -1,6080 -1,6580 -1,8063 -2,0097 -2,2131 -2,3742 -2,4794 -2,5459 -2,5957 -2,6163 -2,5586 -2,3776 -2,0684 -1,6704 -1,2476 -0,8658 -0,5780 -0,4238 -0,4260 -0,5769 -0,8293 -1,1135 -1,3691 -1,5615 -1,6770 -1,7146 -1,6874 -1,6273 -1,5810 -1,5873 -1,6472 -1,7204 -1,7505 -1,6951 -1,5441 -1,3193 -1,0640 -0,8297 -0,6694 -0,6239 -0,6908 -0,8102 -0,9024 -0,9181 -0,8437 -0,6719 -0,3828 0,0341 0,5357 1,0159 1,3632 1,5310 1,5486 1,4755 1,3637 1,2535 1,1730 1,1322 1,1290 1,1590 1,2161 1,2937 1,3900 1,4991 1,5935 1,6304 1,5729 1,3971 1,0943 0,6830 0,2113 -0,2614 -0,6863 -1,0301 -1,2703 -1,3986 -1,4264 -1,3679 -1,2106 -0,9183 -0,4826 0,0404 0,5592 1,0016 1,3353 1,5598 1,6921 1,7499 1,7386 1,6446 1,4399 1,1064 0,6598 0,1423 -0,4011 -0,9254 -1,3811 -1,7268 -1,9486 -2,0700 -2,1413 -2,2090 -2,2914 -2,3891 -2,5137 -2,6906 -2,9237 -3,1754 -3,3904 -3,5305 -3,5874 -3,5748 -3,5177 -3,4466 -3,3913 -3,3763 -3,4095 -3,4675 -3,5064 -3,5066 -3,4944 -3,5155 -3,6002 -3,7507 -3,9478 -4,1756 -4,4406 -4,7479 -5,0586 -5,2951 -5,3960 -5,3528 -5,1991 -4,9742 -4,6985 -4,3870 -4,0791 -3,8277 -3,6530 -3,5242 -3,3836 -3,1785 -2,8837 -2,5197 -2,1433 -1,7949 -1,4571 -1,0791 -0,6392 -0,1854 0,1863 0,4025 0,4600 0,3960 0,2329 -0,0218 -0,3287 -0,5988 -0,7293 -0,6569 -0,3886 -0,0016 0,3897 0,6924 0,8776 0,9755 1,0431 1,1318 1,2687 1,4534 1,6505 1,7816 1,7513 1,5043 1,0578 0,4774 -0,1701 -0,8410 -1,5077 -2,1401 -2,7057 -3,1888 -3,5961 -3,9309 -4,1565 -4,2035 -4,0338 -3,6915 -3,2774 -2,8897 -2,5975 -2,4387 -2,4178 -2,5108 -2,6719 -2,8436 -2,9801 -3,0696 -3,1286 -3,1728 -3,1998 -3,1993 -3,1701 -3,1171 -3,0358 -2,9196 -2,7948 -2,7267 -2,7624 -2,8774 -2,9956 -3,0464 -3,0014 -2,8895 -2,7908 -2,7838 -2,8852 -3,0476
F3    -0,3613 -0,2405 -0,2070 -0,2699 -0,4184 -0,6212 -0,8359 -1,0153 -1,1185 -1,1191 -1,0012 -0,7585 -0,3973 0,0636 0,5844 1,0943 1,5182 1,8183 1,9964 2,0626 2,0220 1,8885 1,6908 1,4588 1,2106 0,9560 0,7065 0,4732 0,2577 0,0522 -0,1422 -0,2935 -0,3482 -0,2709 -0,0767 0,1656 0,3549 0,3996 0,2543 -0,0715 -0,5231 -1,0121 -1,4329 -1,6900 -1,7325 -1,5769 -1,2930 -0,9682 -0,6890 -0,5435 -0,6097 -0,9272 -1,4748 -2,1691 -2,8823 -3,4703 -3,8053 -3,8093 -3,4881 -2,9422 -2,3387 -1,8459 -1,5583 -1,4636 -1,4841 -1,5521 -1,6489 -1,7858 -1,9697 -2,1947 -2,4479 -2,7000 -2,9011 -3,0100 -3,0276 -2,9854 -2,9056 -2,7866 -2,6275 -2,4551 -2,3233 -2,2856 -2,3597 -2,5058 -2,6497 -2,7381 -2,7631 -2,7333 -2,6452 -2,4878 -2,2649 -2,0097 -1,7733 -1,6055 -1,5403 -1,5784 -1,6858 -1,8357 -2,0396 -2,3077 -2,5911 -2,7942 -2,8446 -2,7415 -2,5407 -2,3044 -2,0684 -1,8500 -1,6785 -1,6102 -1,7092 -2,0009 -2,4390 -2,9380 -3,4406 -3,9351 -4,4215 -4,8845 -5,2902 -5,5983 -5,7812 -5,8427 -5,8200 -5,7651 -5,7125 -5,6690 -5,6322 -5,6094 -5,6181 -5,6749 -5,7810 -5,9263 -6,1072 -6,3217 -6,5493 -6,7579 -6,9189 -7,0040 -6,9902 -6,8762 -6,6846 -6,4545 -6,2330 -6,0525 -5,9116 -5,7968 -5,7129 -5,6614 -5,6028 -5,4826 -5,2910 -5,0668 -4,8437 -4,6203 -4,3809 -4,1258 -3,8706 -3,6275 -3,3952 -3,1642 -2,9332 -2,7209 -2,5613 -2,4776 -2,4643 -2,4948 -2,5298 -2,5279 -2,4730 -2,3899 -2,3188 -2,2829 -2,2824 -2,3021 -2,3110 -2,2680 -2,1414 -1,9272 -1,6622 -1,4137 -1,2367 -1,1382 -1,0883 -1,0539 -1,0084 -0,9139 -0,7135 -0,3589 0,1439 0,7104 1,1990 1,4739 1,4746 1,2476 0,9158 0,6038 0,3748 0,2172 0,0703 -0,1249 -0,3705 -0,6113 -0,7968 -0,9180 -0,9877 -1,0221 -1,0410 -1,0668 -1,1325 -1,2885 -1,5779 -1,9955 -2,4705 -2,8910 -3,1531 -3,2022 -3,0481 -2,7544 -2,4071 -2,0825 -1,8391 -1,7329 -1,8178 -2,1144 -2,5769 -3,1004 -3,5790 -3,9647 -4,2619 -4,4729 -4,5674 -4,5078 -4,2925 -3,9663 -3,5945 -3,2358 -2,9283 -2,6859 -2,5017 -2,3598 -2,2492 -2,1696 -2,1311 -2,1520 -2,2459 -2,3984 -2,5593 -2,6683 -2,6843 -2,5756 -2,2997 -1,8360 -1,2407 -0,6355 -0,1360 0,1914 0,3167 0,2289 -0,0461 -0,4244 -0,7868 -1,0286 -1,0961 -0,9942 -0,7741 -0,5140 -0,3042 -0,2296 -0,3388 -0,6178 -0,9991 -1,4040 -1,7852 -2,1440 -2,5015 -2,8498 -3,1408 -3,3269 -3,4040 -3,4196 -3,4367 -3,4749 -3,4900 -3,4165 -3,2172 -2,8985 -2,5036 -2,1093 -1,8136 -1,6959 -1,7749 -2,0052 -2,3021 -2,5724 -2,7562 -2,8592 -2,9452 -3,0936 -3,3482 -3,6870 -4,0404 -4,3330 -4,5048 -4,5182 -4,3727 -4,1165 -3,8385 -3,6294 -3,5248 -3,4773 -3,4008 -3,2514 -3,0602 -2,8823 -2,7361 -2,6014 -2,4634 -2,3440 -2,2830 -2,2879 -2,3216 -2,3532 -2,3972 -2,4890 -2,6397 -2,8248 -3,0043 -3,1450 -3,2307 -3,2620 -3,2513 -3,2217 -3,2097 -3,2581 -3,3987 -3,6331 -3,9177 -4,1660 -4,2806 -4,2025 -3,9491 -3,6164 -3,3341 -3,2030 -3,2640 -3,5061 -3,8773 -4,2920 -4,6548 -4,9027 -5,0285 -5,0634 -5,0344 -4,9421 -4,7797 -4,5676 -4,3575 -4,2090 -4,1730 -4,2840 -4,5429 -4,8988 -5,2528 -5,4939 -5,5511 -5,4208 -5,1508 -4,8094 -4,4697 -4,1962 -4,0235 -3,9528 -3,9626 -4,0060 -4,0157 -3,9383 -3,7656 -3,5217 -3,2401 -2,9604 -2,7282 -2,5875 -2,5732 -2,6993 -2,9454 -3,2592 -3,5773 -3,8474 -4,0461 -4,1847 -4,2840 -4,3309 -4,2742 -4,0655 -3,7001 -3,2261 -2,7241 -2,2762 -1,9431 -1,7583 -1,7348 -1,8634 -2,1032 -2,3875 -2,6506 -2,8478 -2,9588 -2,9855 -2,9517 -2,9021 -2,8933 -2,9670 -3,1172 -3,2869 -3,4009 -3,4051 -3,2873 -3,0730 -2,8076 -2,5452 -2,3450 -2,2562 -2,2835 -2,3707 -2,4422 -2,4564 -2,4090 -2,2935 -2,0765 -1,7261 -1,2709 -0,8162 -0,4805 -0,3160 -0,2946 -0,3543 -0,4419 -0,5201 -0,5665 -0,5776 -0,5647 -0,5432 -0,5264 -0,5177 -0,5038 -0,4689 -0,4247 -0,4171 -0,5016 -0,7180 -1,0725 -1,5253 -2,0006 -2,4215 -2,7418 -2,9489 -3,0471 -3,0493 -2,9777 -2,8476 -2,6359 -2,2872 -1,7752 -1,1516 -0,5197 0,0275 0,4377 0,6988 0,8285 0,8577 0,8122 0,6961 0,4912 0,1835 -0,2064 -0,6294 -1,0376 -1,3963 -1,6809 -1,8764 -1,9833 -2,0260 -2,0473 -2,0806 -2,1312 -2,1919 -2,2738 -2,4078 -2,6078 -2,8466 -3,0787 -3,2698 -3,4049 -3,4827 -3,5132 -3,5169 -3,5202 -3,5514 -3,6286 -3,7374 -3,8380 -3,9131 -3,9927 -4,1226 -4,3240 -4,5831 -4,8662 -5,1537 -5,4624 -5,8146 -6,1805 -6,4771 -6,6290 -6,6157 -6,4624 -6,2042 -5,8645 -5,4736 -5,0977 -4,8165 -4,6619 -4,5928 -4,5264 -4,3832 -4,1216 -3,7629 -3,3765 -3,0150 -2,6639 -2,2635 -1,7799 -1,2562 -0,7963 -0,4902 -0,3592 -0,3812 -0,5437 -0,8402 -1,2217 -1,5772 -1,7745 -1,7250 -1,4240 -0,9528 -0,4416 -0,0060 0,3047 0,5136 0,6842 0,8734 1,1053 1,3723 1,6325 1,8004 1,7740 1,4979 0,9993 0,3611 -0,3283 -1,0053 -1,6317 -2,1837 -2,6501 -3,0392 -3,3722 -3,6560 -3,8543 -3,8976 -3,7440 -3,4303 -3,0487 -2,6908 -2,4236 -2,2870 -2,2882 -2,3987 -2,5597 -2,7026 -2,7831 -2,8001 -2,7814 -2,7545 -2,7337 -2,7295 -2,7570 -2,8234 -2,9081 -2,9755 -3,0215 -3,0896 -3,2177 -3,3829 -3,5202 -3,5753 -3,5340 -3,4327 -3,3541 -3,3777 -3,5176 -3,7198
