Fp1   -4,2772 -3,2497 -2,4383 -1,8264 -1,3782 -1,0183 -0,6435 -0,2034 0,2716 0,7273 1,1548 1,6033 2,1151 2,6300 2,9650 2,9236 2,4570 1,7063 0,8724 0,0645 -0,7172 -1,4907 -2,2261 -2,8389 -3,2103 -3,2301 -2,8207 -1,9332 -0,5939 1,0216 2,6040 3,8205 4,4450 4,4443 3,9575 3,1815 2,2534 1,2323 0,1838 -0,7563 -1,4286 -1,7235 -1,6026 -1,1228 -0,4858 -0,0077 0,0182 -0,5536 -1,6850 -3,1912 -4,8240 -6,3480 -7,5679 -8,3242 -8,4890 -7,9664 -6,7292 -4,8967 -2,7478 -0,5940 1,3403 2,8726 3,7766 3,8485 3,0615 1,6235 -0,1323 -1,9258 -3,6198 -5,1841 -6,6118 -7,8511 -8,7793 -9,2386 -9,0789 -8,1602 -6,3895 -3,8493 -0,8851 1,9720 4,1847 5,3719 5,4088 4,4570 2,8972 1,1583 -0,4597 -1,8490 -3,0419 -4,1220 -5,1523 -6,1549 -7,1420 -8,1114 -8,9716 -9,4938 -9,3977 -8,5562 -7,1456 -5,5827 -4,3073 -3,5783 -3,3767 -3,4514 -3,4809 -3,2548 -2,7885 -2,3221 -2,1702 -2,5051 -3,2703 -4,2811 -5,3509 -6,3188 -7,0164 -7,2511 -6,8605 -5,8429 -4,4498 -3,1033 -2,1874 -1,8873 -2,1649 -2,8404 -3,7053 -4,5992 -5,4337 -6,1928 -6,9198 -7,6403 -8,2512 -8,5388 -8,3661 -7,8202 -7,1512 -6,5951 -6,2538 -6,0842 -5,9896 -5,9389 -5,9847 -6,1667 -6,4179 -6,5680 -6,4520 -6,0314 -5,4328 -4,8879 -4,6072 -4,6650 -4,9700 -5,3394 -5,5999 -5,6182 -5,2779 -4,5225 -3,4577 -2,3528 -1,5046 -1,0779 -1,0453 -1,2635 -1,6015 -2,0191 -2,5677 -3,3252 -4,3200 -5,4918 -6,6921 -7,7296 -8,4439 -8,7422 -8,5947 -8,0357 -7,1414 -5,9624 -4,5118 -2,8556 -1,1761 0,2768 1,2985 1,8347 1,9913 1,9153 1,7061 1,4716 1,3762 1,5529 1,9918 2,5313 2,9548 3,1214 3,0237 2,7229 2,2450 1,5661 0,7003 -0,2422 -1,1064 -1,8004 -2,3659 -2,9537 -3,6991 -4,6001 -5,5127 -6,2466 -6,6438 -6,5906 -6,0227 -4,9770 -3,6743 -2,5113 -1,8773 -1,9360 -2,5677 -3,5046 -4,5163 -5,4523 -6,1459 -6,3805 -6,0087 -5,0967 -3,9198 -2,8015 -1,9729 -1,5619 -1,6438 -2,2628 -3,3831 -4,8213 -6,2671 -7,4007 -7,9989 -7,9762 -7,4021 -6,5020 -5,5749 -4,8435 -4,3571 -4,0300 -3,7730 -3,6000 -3,6169 -3,9198 -4,5157 -5,3270 -6,2216 -7,0443 -7,6705 -8,0338 -8,0873 -7,7836 -7,1356 -6,2779 -5,4194 -4,7161 -4,2150 -3,9152 -3,8091 -3,8451 -3,9176 -3,9303 -3,8516 -3,7212 -3,6210 -3,6141 -3,6952 -3,8082 -3,9221 -4,0825 -4,3687 -4,8059 -5,3388 -5,8369 -6,0803 -5,8320 -5,0485 -4,0205 -3,2301 -3,0593 -3,6291 -4,7948 -6,2051 -7,4082 -7,9977 -7,8016 -7,0313 -6,1756 -5,6778 -5,7243 -6,2727 -7,1694 -8,2360 -9,3146 -10,2816 -11,0439 -11,5338 -11,7103 -11,5511 -11,0531 -10,2746 -9,3612 -8,4853 -7,7605 -7,2412 -6,9710 -6,9522 -7,0950 -7,3063 -7,6232 -8,1735 -9,0017 -9,9581 -10,7607 -11,1665 -11,1155 -10,7564 -10,3382 -10,0209 -9,7502 -9,3040 -8,4617 -7,1512 -5,4800 -3,6826 -2,0626 -0,9108 -0,3836 -0,4380 -0,9145 -1,6818 -2,6662 -3,7957 -5,0164 -6,3115 -7,6065 -8,6998 -9,3485 -9,3956 -8,8331 -7,8155 -6,6027 -5,4280 -4,4082 -3,5683 -2,9051 -2,4167 -2,1036 -1,9595 -1,9858 -2,2010 -2,5772 -2,9777 -3,2118 -3,1700 -2,8968 -2,5415 -2,2865 -2,3381 -2,8850 -3,9767 -5,4440 -6,9240 -7,9734 -8,2704 -7,7771 -6,7016 -5,3294 -3,9151 -2,6563 -1,6789 -1,0310 -0,7117 -0,6942 -0,8979 -1,1659 -1,3324 -1,3239 -1,1784 -0,9985 -0,9420 -1,2093 -1,9028 -2,8527 -3,6661 -4,0266 -3,9440 -3,6844 -3,4864 -3,3933 -3,3062 -3,1075 -2,7352 -2,2056 -1,6072 -1,0718 -0,7232 -0,6374 -0,8616 -1,4424 -2,3749 -3,5235 -4,6370 -5,4553 -5,7986 -5,5756 -4,7856 -3,5750 -2,2477 -1,1482 -0,5105 -0,3987 -0,7432 -1,4072 -2,2406 -3,1206 -3,9541 -4,6434 -5,0886 -5,2352 -5,0790 -4,6354 -3,9507 -3,1310 -2,3161 -1,6348 -1,1966 -1,0808 -1,2980 -1,7699 -2,3414 -2,8357 -3,1466 -3,2860 -3,3302 -3,3201 -3,2093 -2,9018 -2,3261 -1,4861 -0,4727 0,5747 1,5277 2,2882 2,7577 2,8205 2,3982 1,5295 0,3875 -0,7595 -1,6120 -1,9281 -1,5970 -0,6495 0,7582 2,3374 3,6904 4,4512 4,4729 3,8822 2,9649 1,9904 1,0843 0,2529 -0,4743 -0,9816 -1,1561 -0,9636 -0,4188 0,4462 1,5390 2,6865 3,6994 4,4432 4,8741 5,0845 5,3060 5,7829 6,6008 7,6327 8,6241 9,3244 9,5900 9,4270 8,9589 8,3274 7,6199 6,9032 6,2796 5,8347 5,5340 5,2456 4,8646 4,3605 3,7231 2,9347 2,0218 1,1013 0,3298 -0,2013 -0,5161 -0,7280 -0,9522 -1,2163 -1,4684 -1,6648 -1,8150 -1,9302 -1,9449 -1,7201 -1,1307 -0,1557 1,0622 2,2354 3,0626 3,3574 3,0524 2,1628 0,8216 -0,6831 -1,9836 -2,7686 -2,8538 -2,1897 -0,8934 0,7472 2,4210 3,9825 5,4443 6,7742 7,7592 8,1145 7,7101 6,6621 5,2528 3,8140 2,6201 1,7906 1,2749 0,9489 0,7296 0,6124 0,6550 0,9854 1,7899 3,1934 5,1144 7,2526 9,2288 10,7440 11,6375 11,8392 11,3093 10,0525 8,1894 5,9785 3,7376 1,7428 0,1681 -0,9567 -1,7236 -2,2284 -2,5031 -2,5922 -2,6344 -2,8096 -3,2056 -3,7687 -4,3731 -4,8866 -5,1809 -5,1709 -4,8923 -4,5079 -4,1953 -4,0168 -3,9203 -3,8608 -3,8843 -4,0714 -4,4086 -4,7433 -4,8838 -4,7278 -4,2856 -3,6537 -3,0258 -2,6710 -2,8232 -3,5691 -4,8385 -6,4870 -8,3773 -10,3822 -12,3438 -14,0625 -15,3362 -16,0203 -16,0674 -15,5289
Fz    -3,3749 -3,0710 -2,6142 -2,0546 -1,4454 -0,8165 -0,1772 0,4450 0,9873 1,3819 1,5921 1,6227 1,5044 1,2749 0,9718 0,6381 0,3207 0,0554 -0,1417 -0,2718 -0,3503 -0,4030 -0,4520 -0,5013 -0,5335 -0,5236 -0,4552 -0,3234 -0,1348 0,0863 0,2928 0,4276 0,4583 0,4010 0,3091 0,2394 0,2192 0,2379 0,2697 0,2971 0,3175 0,3436 0,3957 0,4759 0,5487 0,5619 0,4904 0,3474 0,1633 -0,0327 -0,2159 -0,3612 -0,4415 -0,4319 -0,3255 -0,1454 0,0672 0,2751 0,4523 0,5940 0,7252 0,8741 1,0415 1,2029 1,3341 1,4367 1,5414 1,6880 1,8975 2,1509 2,3910 2,5570 2,6245 2,6090 2,5454 2,4762 2,4333 2,4131 2,3779 2,2898 2,1336 1,9115 1,6303 1,3006 0,9422 0,5814 0,2442 -0,0449 -0,2670 -0,4134 -0,4837 -0,4866 -0,4448 -0,3860 -0,3267 -0,2613 -0,1585 0,0190 0,2690 0,5360 0,7571 0,9118 1,0250 1,1387 1,2857 1,4752 1,6849 1,8619 1,9422 1,8851 1,6926 1,3955 1,0304 0,6330 0,2356 -0,1249 -0,3949 -0,5162 -0,4607 -0,2513 0,0477 0,3569 0,6093 0,7658 0,8162 0,7767 0,6859 0,5937 0,5403 0,5479 0,6313 0,7971 1,0287 1,2837 1,5085 1,6611 1,7322 1,7460 1,7348 1,7148 1,6894 1,6611 1,6306 1,5922 1,5369 1,4566 1,3423 1,1877 1,0047 0,8341 0,7321 0,7485 0,9101 1,2171 1,6513 2,1821 2,7540 3,2829 3,6851 3,9134 3,9721 3,9076 3,7814 3,6352 3,4758 3,2946 3,0956 2,9046 2,7657 2,7287 2,8334 3,1004 3,5244 4,0637 4,6469 5,2070 5,7086 6,1430 6,5170 6,8502 7,1602 7,4438 7,6806 7,8493 7,9443 7,9825 7,9840 7,9429 7,8305 7,6245 7,3263 6,9623 6,5760 6,2045 5,8545 5,5054 5,1376 4,7499 4,3478 3,9300 3,4883 3,0164 2,5224 2,0336 1,5869 1,2143 0,9340 0,7511 0,6571 0,6299 0,6258 0,5784 0,4320 0,1779 -0,1448 -0,4769 -0,7690 -0,9897 -1,1162 -1,1296 -1,0268 -0,8340 -0,6070 -0,4122 -0,3004 -0,2936 -0,3895 -0,5721 -0,8123 -1,0676 -1,3012 -1,4999 -1,6745 -1,8473 -2,0367 -2,2442 -2,4482 -2,6093 -2,6874 -2,6585 -2,5164 -2,2673 -1,9290 -1,5382 -1,1527 -0,8350 -0,6150 -0,4755 -0,3897 -0,3564 -0,3868 -0,4712 -0,5747 -0,6608 -0,7045 -0,6921 -0,6273 -0,5456 -0,5062 -0,5597 -0,7230 -0,9752 -1,2720 -1,5641 -1,8061 -1,9607 -2,0130 -1,9801 -1,8933 -1,7761 -1,6454 -1,5175 -1,3982 -1,2717 -1,1083 -0,8883 -0,6208 -0,3420 -0,0918 0,1007 0,2061 0,1955 0,0606 -0,1808 -0,4909 -0,8188 -1,1210 -1,3810 -1,6033 -1,7923 -1,9401 -2,0327 -2,0679 -2,0576 -2,0084 -1,9092 -1,7413 -1,4967 -1,1853 -0,8319 -0,4784 -0,1805 0,0151 0,0865 0,0234 -0,1885 -0,5491 -1,0190 -1,5397 -2,0651 -2,5537 -2,9522 -3,2083 -3,2937 -3,2186 -3,0282 -2,7798 -2,5205 -2,2849 -2,0970 -1,9660 -1,8809 -1,8147 -1,7370 -1,6245 -1,4683 -1,2811 -1,0947 -0,9441 -0,8578 -0,8590 -0,9630 -1,1666 -1,4473 -1,7712 -2,1023 -2,4060 -2,6449 -2,7860 -2,8211 -2,7749 -2,6908 -2,6072 -2,5481 -2,5383 -2,6110 -2,7953 -3,0928 -3,4620 -3,8294 -4,1174 -4,2608 -4,2113 -3,9520 -3,5154 -2,9870 -2,4719 -2,0500 -1,7649 -1,6297 -1,6279 -1,7172 -1,8353 -1,9079 -1,8729 -1,7061 -1,4214 -1,0544 -0,6503 -0,2551 0,0884 0,3508 0,5306 0,6595 0,7903 0,9812 1,2745 1,6795 2,1738 2,7118 3,2224 3,6150 3,8138 3,7992 3,6128 3,3163 2,9452 2,5029 1,9935 1,4453 0,9072 0,4347 0,0708 -0,1725 -0,3114 -0,3640 -0,3289 -0,1890 0,0628 0,4021 0,7811 1,1565 1,5048 1,8217 2,1185 2,4220 2,7580 3,1138 3,4242 3,6066 3,6083 3,4249 3,0862 2,6306 2,0976 1,5283 0,9645 0,4510 0,0326 -0,2659 -0,4565 -0,5797 -0,6837 -0,8114 -0,9816 -1,1721 -1,3289 -1,3938 -1,3263 -1,1167 -0,7818 -0,3505 0,1329 0,6022 0,9917 1,2753 1,4758 1,6391 1,8048 1,9896 2,1808 2,3460 2,4570 2,5009 2,4795 2,4084 2,3158 2,2373 2,2029 2,2283 2,3155 2,4511 2,6041 2,7408 2,8418 2,8966 2,8932 2,8273 2,7137 2,5735 2,4156 2,2297 1,9888 1,6700 1,2883 0,9050 0,5961 0,4134 0,3759 0,4816 0,7213 1,0915 1,5991 2,2412 2,9820 3,7667 4,5571 5,3350 6,0725 6,7158 7,2048 7,5063 7,6284 7,6023 7,4578 7,2162 6,8949 6,5111 6,0898 5,6629 5,2522 4,8618 4,4943 4,1677 3,9079 3,7322 3,6377 3,5998 3,5841 3,5656 3,5356 3,4928 3,4361 3,3617 3,2580 3,0997 2,8589 2,5316 2,1485 1,7496 1,3584 0,9879 0,6543 0,3675 0,1215 -0,0906 -0,2563 -0,3470 -0,3336 -0,1917 0,1000 0,5541 1,1547 1,8495 2,5656 3,2308 3,7925 4,2361 4,5837 4,8650 5,0882 5,2447 5,3363 5,3866 5,4282 5,4881 5,5839 5,7301 5,9444 6,2415 6,6228 7,0771 7,5859 8,1270 8,6747 9,1926 9,6304 9,9357 10,0725 10,0333 9,8450 9,5588 9,2212 8,8571 8,4864 8,1403 7,8431 7,5865 7,3395 7,0730 6,7669 6,4046 5,9725 5,4642 4,8885 4,2709 3,6459 3,0482 2,5023 2,0141 1,5750 1,1727 0,7931 0,4093 -0,0232 -0,5513 -1,1990 -1,9551 -2,7767 -3,6030 -4,3744 -5,0509 -5,6253 -6,1190 -6,5558 -6,9431 -7,2800 -7,5655 -7,7898 -7,9397 -8,0185 -8,0547 -8,0945 -8,1872 -8,3628 -8,6131 -8,9007 -9,1940 -9,4851 -9,7745
F3    -5,6540 -5,1749 -4,4069 -3,4160 -2,3037 -1,1640 -0,0618 0,9558 1,8408 2,5367 2,9876 3,1590 3,0542 2,7147 2,2149 1,6505 1,1059 0,6171 0,1786 -0,2110 -0,5218 -0,7130 -0,7648 -0,6864 -0,5049 -0,2557 0,0310 0,3337 0,6262 0,8710 1,0293 1,0780 1,0282 0,9279 0,8359 0,7806 0,7351 0,6345 0,4256 0,1041 -0,2848 -0,6669 -0,9597 -1,1028 -1,0873 -0,9488 -0,7336 -0,4884 -0,2612 -0,0843 0,0407 0,1385 0,2545 0,4371 0,6962 0,9856 1,2475 1,4558 1,5968 1,6371 1,5380 1,2964 0,9680 0,6459 0,4063 0,2760 0,2537 0,3471 0,5809 0,9701 1,4927 2,0907 2,6965 3,2416 3,6474 3,8319 3,7336 3,3408 2,7167 1,9973 1,3479 0,9019 0,7125 0,7457 0,9074 1,0775 1,1409 1,0271 0,7482 0,3980 0,1052 -0,0303 0,0219 0,2127 0,4296 0,5452 0,4956 0,3198 0,1105 -0,0560 -0,1413 -0,1294 -0,0158 0,1937 0,4784 0,7935 1,0699 1,2326 1,2273 1,0475 0,7438 0,3985 0,0841 -0,1658 -0,3668 -0,5626 -0,7691 -0,9332 -0,9532 -0,7449 -0,3102 0,2483 0,7847 1,1809 1,3709 1,3404 1,1388 0,8764 0,6679 0,5657 0,5492 0,5562 0,5216 0,4107 0,2301 0,0172 -0,1775 -0,3169 -0,3943 -0,4128 -0,3545 -0,1887 0,0898 0,4343 0,7473 0,9199 0,8952 0,7066 0,4610 0,2867 0,2847 0,5014 0,9162 1,4371 1,9347 2,3146 2,5630 2,7236 2,8412 2,9284 2,9758 2,9758 2,9331 2,8658 2,8053 2,7826 2,8068 2,8647 2,9387 3,0126 3,0719 3,1175 3,1755 3,2796 3,4470 3,6691 3,9249 4,2168 4,5897 5,1002 5,7600 6,5099 7,2433 7,8608 8,3138 8,6008 8,7210 8,6390 8,3089 7,7327 6,9826 6,1670 5,3913 4,7450 4,2849 4,0144 3,8870 3,8148 3,6801 3,3890 2,9278 2,3501 1,7343 1,1682 0,7379 0,4922 0,4133 0,4222 0,4186 0,3243 0,0992 -0,2619 -0,7271 -1,2306 -1,6861 -2,0031 -2,1079 -1,9636 -1,5885 -1,0704 -0,5566 -0,2024 -0,0988 -0,2312 -0,5068 -0,8218 -1,1049 -1,3120 -1,4045 -1,3528 -1,1730 -0,9520 -0,8172 -0,8637 -1,1039 -1,4788 -1,9027 -2,2929 -2,5879 -2,7673 -2,8532 -2,8814 -2,8708 -2,8197 -2,7254 -2,5999 -2,4687 -2,3608 -2,2961 -2,2677 -2,2358 -2,1447 -1,9522 -1,6551 -1,2859 -0,8871 -0,4949 -0,1494 0,0878 0,1453 -0,0109 -0,3438 -0,7634 -1,1727 -1,4971 -1,6888 -1,7332 -1,6585 -1,5137 -1,3291 -1,1087 -0,8561 -0,5969 -0,3688 -0,1972 -0,0853 -0,0149 0,0529 0,1632 0,3358 0,5437 0,7310 0,8453 0,8428 0,6818 0,3421 -0,1478 -0,7145 -1,2665 -1,7204 -2,0161 -2,1257 -2,0638 -1,8883 -1,6659 -1,4280 -1,1707 -0,8888 -0,5930 -0,3038 -0,0447 0,1633 0,3024 0,3511 0,2840 0,0867 -0,2225 -0,5922 -0,9678 -1,3130 -1,6075 -1,8502 -2,0631 -2,2742 -2,4945 -2,7007 -2,8323 -2,8217 -2,6458 -2,3511 -2,0305 -1,7749 -1,6302 -1,5870 -1,5913 -1,5685 -1,4554 -1,2295 -0,9110 -0,5422 -0,1693 0,1682 0,4458 0,6518 0,7631 0,7304 0,5075 0,1015 -0,4251 -0,9911 -1,5214 -1,9596 -2,2762 -2,4650 -2,5359 -2,5105 -2,4228 -2,3196 -2,2476 -2,2274 -2,2331 -2,1996 -2,0620 -1,8036 -1,4738 -1,1544 -0,8956 -0,6994 -0,5696 -0,5402 -0,6421 -0,8685 -1,1635 -1,4308 -1,5696 -1,5194 -1,2791 -0,9062 -0,4860 -0,0783 0,3003 0,6411 0,9210 1,1275 1,2911 1,4789 1,7514 2,1164 2,5168 2,8699 3,1273 3,2930 3,3927 3,4484 3,4723 3,4570 3,3652 3,1441 2,7573 2,2112 1,5621 0,8951 0,2839 -0,2189 -0,5532 -0,6428 -0,4347 0,0580 0,7441 1,4827 2,1372 2,6226 2,9094 2,9939 2,8884 2,6407 2,3301 2,0299 1,7826 1,6022 1,4817 1,4063 1,3623 1,3297 1,2919 1,2509 1,2146 1,1852 1,1676 1,1678 1,1748 1,1523 1,0525 0,8435 0,5331 0,1769 -0,1403 -0,3390 -0,3818 -0,2936 -0,1394 0,0256 0,1860 0,3594 0,5719 0,8382 1,1497 1,4712 1,7497 1,9425 2,0378 2,0493 1,9947 1,8881 1,7547 1,6478 1,6401 1,7930 2,1230 2,5844 3,0791 3,4836 3,6820 3,6087 3,2794 2,7842 2,2479 1,7862 1,4788 1,3534 1,3748 1,4497 1,4651 1,3519 1,1238 0,8586 0,6400 0,5044 0,4452 0,4606 0,5899 0,9082 1,4846 2,3203 3,3134 4,2917 5,0905 5,6198 5,8822 5,9446 5,8980 5,8239 5,7690 5,7340 5,6868 5,5901 5,4164 5,1538 4,8203 4,4656 4,1408 3,8736 3,6822 3,5971 3,6390 3,7754 3,9125 3,9426 3,8039 3,5026 3,0931 2,6509 2,2510 1,9475 1,7597 1,6692 1,6310 1,5979 1,5354 1,4130 1,2058 0,9203 0,6109 0,3528 0,2000 0,1683 0,2529 0,4508 0,7591 1,1576 1,6096 2,0779 2,5282 2,9252 3,2446 3,4939 3,7183 3,9771 4,3050 4,6828 5,0412 5,3025 5,4280 5,4241 5,3188 5,1549 4,9902 4,8827 4,8757 4,9974 5,2638 5,6747 6,2093 6,8281 7,4778 8,0967 8,6241 9,0099 9,2258 9,2791 9,2196 9,1210 9,0387 8,9804 8,9128 8,7828 8,5324 8,1181 7,5398 6,8435 6,0882 5,3118 4,5162 3,6769 2,7884 1,8952 1,0633 0,3382 -0,2561 -0,6984 -0,9738 -1,0989 -1,1341 -1,1560 -1,2129 -1,3211 -1,5019 -1,7906 -2,2023 -2,6997 -3,2069 -3,6661 -4,0777 -4,4758 -4,8778 -5,2684 -5,6101 -5,8501 -5,9356 -5,8452 -5,6162 -5,3417 -5,1390 -5,1151 -5,3410 -5,8256 -6,5098 -7,3053 -8,1432 -8,9798
F7    -3,9356 -3,6317 -3,2792 -2,9271 -2,6001 -2,2790 -1,9123 -1,4695 -0,9735 -0,4710 0,0132 0,4779 0,9101 1,2735 1,5356 1,6943 1,7712 1,7871 1,7445 1,6301 1,4321 1,1532 0,8144 0,4609 0,1581 -0,0356 -0,0978 -0,0416 0,1048 0,3123 0,5460 0,7580 0,8976 0,9369 0,8892 0,8054 0,7428 0,7279 0,7430 0,7397 0,6697 0,5218 0,3328 0,1527 -0,0008 -0,1497 -0,3282 -0,5613 -0,8549 -1,1879 -1,5119 -1,7600 -1,8655 -1,7940 -1,5666 -1,2436 -0,8773 -0,4914 -0,1065 0,2476 0,5486 0,7858 0,9496 1,0341 1,0439 0,9916 0,8905 0,7570 0,6194 0,5154 0,4717 0,4924 0,5598 0,6406 0,7055 0,7566 0,8192 0,9002 0,9738 1,0095 0,9882 0,8900 0,6965 0,4177 0,0987 -0,2118 -0,4920 -0,7445 -0,9788 -1,1998 -1,4040 -1,5835 -1,7328 -1,8463 -1,9134 -1,9149 -1,8224 -1,6195 -1,3408 -1,0764 -0,9198 -0,9079 -1,0068 -1,1412 -1,2282 -1,1968 -1,0102 -0,6924 -0,3275 -0,0202 0,1468 0,1297 -0,0654 -0,3767 -0,7073 -0,9583 -1,0596 -0,9977 -0,8239 -0,6258 -0,4868 -0,4637 -0,5783 -0,8178 -1,1401 -1,4926 -1,8355 -2,1586 -2,4778 -2,8086 -3,1347 -3,4107 -3,5968 -3,6778 -3,6527 -3,5175 -3,2610 -2,8733 -2,3666 -1,7920 -1,2287 -0,7523 -0,4104 -0,2177 -0,1686 -0,2520 -0,4522 -0,7385 -1,0611 -1,3586 -1,5686 -1,6406 -1,5549 -1,3277 -0,9870 -0,5495 -0,0294 0,5385 1,0959 1,5771 1,9292 2,1291 2,1888 2,1391 2,0029 1,7839 1,4777 1,0917 0,6582 0,2273 -0,1469 -0,4115 -0,5215 -0,4528 -0,2085 0,1879 0,7004 1,2824 1,8828 2,4558 2,9556 3,3357 3,5693 3,6645 3,6602 3,6202 3,6075 3,6468 3,7177 3,7839 3,8179 3,8047 3,7329 3,5851 3,3343 2,9520 2,4241 1,7577 0,9811 0,1473 -0,6702 -1,4060 -2,0280 -2,5282 -2,9027 -3,1499 -3,2705 -3,2591 -3,1017 -2,7928 -2,3712 -1,9378 -1,6153 -1,4865 -1,5679 -1,8203 -2,1738 -2,5412 -2,8200 -2,9133 -2,7726 -2,4242 -1,9539 -1,4689 -1,0679 -0,8281 -0,7948 -0,9722 -1,3169 -1,7440 -2,1581 -2,4924 -2,7214 -2,8441 -2,8717 -2,8350 -2,7902 -2,8016 -2,9101 -3,1092 -3,3487 -3,5638 -3,7049 -3,7529 -3,7222 -3,6503 -3,5687 -3,4860 -3,4031 -3,3263 -3,2492 -3,1350 -2,9374 -2,6417 -2,2762 -1,8912 -1,5437 -1,3020 -1,2331 -1,3625 -1,6491 -2,0123 -2,3808 -2,7204 -3,0207 -3,2642 -3,4133 -3,4261 -3,2767 -2,9704 -2,5546 -2,1025 -1,6750 -1,2954 -0,9582 -0,6609 -0,4285 -0,3094 -0,3402 -0,5219 -0,8397 -1,2841 -1,8351 -2,4340 -2,9749 -3,3355 -3,4419 -3,3075 -3,0053 -2,6240 -2,2463 -1,9458 -1,7852 -1,8007 -1,9789 -2,2534 -2,5404 -2,7826 -2,9579 -3,0645 -3,1222 -3,1721 -3,2429 -3,3172 -3,3399 -3,2545 -3,0366 -2,7143 -2,3687 -2,0983 -1,9657 -1,9768 -2,1007 -2,2956 -2,5224 -2,7497 -2,9483 -3,0886 -3,1468 -3,1091 -2,9703 -2,7304 -2,3925 -1,9650 -1,4648 -0,9232 -0,3905 0,0702 0,4010 0,5639 0,5370 0,3097 -0,1112 -0,6889 -1,3462 -1,9725 -2,4522 -2,6998 -2,6843 -2,4378 -2,0439 -1,6075 -1,2148 -0,9097 -0,6995 -0,5758 -0,5283 -0,5477 -0,6142 -0,6966 -0,7635 -0,7831 -0,7146 -0,5243 -0,2197 0,1318 0,4332 0,6120 0,6419 0,5356 0,3344 0,0879 -0,1633 -0,3876 -0,5607 -0,6689 -0,7090 -0,6863 -0,6132 -0,5040 -0,3694 -0,2177 -0,0591 0,0950 0,2451 0,4208 0,6694 1,0141 1,4266 1,8402 2,1727 2,3453 2,3092 2,0816 1,7471 1,3993 1,0751 0,7558 0,4306 0,1394 -0,0444 -0,0607 0,1017 0,4021 0,7697 1,1267 1,4022 1,5492 1,5570 1,4500 1,2805 1,1159 1,0152 1,0022 1,0573 1,1428 1,2342 1,3226 1,3998 1,4570 1,4877 1,4888 1,4605 1,4063 1,3353 1,2667 1,2214 1,2070 1,2084 1,1912 1,1227 0,9930 0,8149 0,6025 0,3635 0,1159 -0,1091 -0,2803 -0,3722 -0,3673 -0,2660 -0,0927 0,1082 0,2872 0,4143 0,4967 0,5697 0,6709 0,8234 1,0380 1,3152 1,6443 2,0064 2,3755 2,7172 2,9903 3,1493 3,1602 3,0220 2,7791 2,5099 2,2912 2,1628 2,1229 2,1475 2,1970 2,2179 2,1667 2,0444 1,9028 1,8185 1,8459 1,9754 2,1413 2,2784 2,3619 2,3958 2,3865 2,3403 2,2701 2,1918 2,1241 2,0963 2,1425 2,2858 2,5431 2,9370 3,4777 4,1251 4,7794 5,3185 5,6531 5,7569 5,6539 5,3881 5,0054 4,5502 4,0644 3,5949 3,1878 2,8602 2,5896 2,3395 2,0846 1,8135 1,5277 1,2428 0,9842 0,7797 0,6558 0,6315 0,7089 0,8695 1,0832 1,3202 1,5450 1,7023 1,7334 1,6229 1,4194 1,2083 1,0692 1,0485 1,1469 1,3275 1,5376 1,7266 1,8608 1,9399 2,0040 2,1191 2,3372 2,6560 3,0203 3,3627 3,6410 3,8508 4,0201 4,1823 4,3400 4,4490 4,4475 4,3047 4,0390 3,7023 3,3651 3,1075 3,0064 3,1212 3,4784 4,0540 4,7675 5,4976 6,1238 6,5720 6,8260 6,9084 6,8564 6,7081 6,4984 6,2624 6,0250 5,7795 5,4893 5,1328 4,7387 4,3671 4,0609 3,8195 3,6048 3,3659 3,0717 2,7195 2,3167 1,8685 1,3816 0,8607 0,2997 -0,3205 -1,0198 -1,7896 -2,5600 -3,2058 -3,6066 -3,7165 -3,5805 -3,2935 -2,9493 -2,6207 -2,3571 -2,1776 -2,0683 -2,0018 -1,9590 -1,9348 -1,9442 -2,0278 -2,2266 -2,5482 -2,9703 -3,4722 -4,0403 -4,6503 -5,2571 -5,8011 -6,2275 -6,5103 -6,6665 -6,7440 -6,7870
