Fp1   1,2408 1,5415 1,6332 1,5485 1,3294 1,0053 0,5863 0,1013 -0,3469 -0,6085 -0,5979 -0,3645 -0,0293 0,3253 0,6711 0,9708 1,1654 1,2464 1,3122 1,5202 1,9801 2,6878 3,5335 4,3548 5,0071 5,3988 5,4758 5,2032 4,5748 3,6508 2,6082 1,6963 1,0702 0,7016 0,4643 0,2366 -0,0775 -0,5459 -1,1875 -1,9684 -2,8513 -3,8318 -4,8805 -5,8766 -6,6609 -7,1441 -7,3292 -7,2498 -6,9231 -6,3678 -5,6576 -4,8980 -4,1213 -3,2870 -2,4194 -1,6564 -1,1265 -0,8232 -0,6224 -0,4092 -0,1676 0,0372 0,1176 0,0242 -0,2077 -0,4648 -0,6160 -0,5869 -0,3864 -0,0587 0,3576 0,7777 1,0193 0,8963 0,3787 -0,3884 -1,2069 -1,9250 -2,4595 -2,7946 -2,9381 -2,8703 -2,5968 -2,2204 -1,8638 -1,5455 -1,2033 -0,8106 -0,4274 -0,1741 -0,1601 -0,4037 -0,8284 -1,3277 -1,7919 -2,1081 -2,2274 -2,2378 -2,3043 -2,5246 -2,8691 -3,2403 -3,5616 -3,8242 -4,0848 -4,4401 -4,9801 -5,7294 -6,6244 -7,5417 -8,3469 -8,9509 -9,3532 -9,6076 -9,7499 -9,7830 -9,6974 -9,4745 -9,1079 -8,6388 -8,1376 -7,6582 -7,2178 -6,8097 -6,4349 -6,1020 -5,7996 -5,5133 -5,2587 -5,0383 -4,7683 -4,3153 -3,6335 -2,8119 -1,9698 -1,1719 -0,4499 0,1550 0,5719 0,7120 0,5366 0,1398 -0,2477 -0,3725 -0,1174 0,4422 1,1329 1,7950 2,3112 2,6271 2,7876 2,8943 3,0244 3,2123 3,4597 3,7281 3,9382 3,9799 3,7313 3,1122 2,1666 1,0643 -0,0241 -1,0114 -1,8367 -2,4110 -2,6699 -2,6401 -2,4043 -2,0098 -1,4599 -0,7836 -0,0765 0,5344 0,9698 1,2325 1,3429 1,2757 1,0065 0,6004 0,2081 -0,0648 -0,2464 -0,4131 -0,5755 -0,6875 -0,6941 -0,5646 -0,3292 -0,0524 0,2393 0,5479 0,8678 1,2101 1,6143 2,1081 2,6523 3,1277 3,4065 3,4231 3,1609 2,6416 1,9680 1,2950 0,7078 0,1704 -0,4072 -1,0794 -1,8090 -2,4619 -2,8783 -2,9786 -2,8260 -2,5999 -2,4907 -2,5809 -2,8174 -3,1045 -3,4058 -3,7271 -4,0297 -4,2126 -4,1803 -3,9306 -3,5871 -3,3235 -3,2374 -3,3037 -3,4228 -3,4885 -3,4520 -3,3626 -3,3357 -3,4692 -3,7968 -4,3043 -4,9589 -5,7123 -6,4746 -7,1129 -7,5207 -7,6728 -7,5922 -7,3053 -6,8422 -6,2617 -5,6839 -5,2794 -5,1856 -5,4182 -5,8634 -6,3526 -6,7638 -7,0799 -7,3709 -7,7226 -8,1480 -8,5298 -8,6651 -8,3896 -7,6759 -6,6400 -5,4667 -4,3245 -3,3357 -2,5750 -2,0477 -1,6720 -1,3205 -0,9101 -0,4580 -0,0443 0,2668 0,4521 0,4946 0,3592 0,0282 -0,4567 -1,0077 -1,5360 -1,9632 -2,2045 -2,1974 -1,9578 -1,5646 -1,0886 -0,5809 -0,1331 0,1062 0,0179 -0,3954 -1,0103 -1,6392 -2,0639 -2,0993 -1,7195 -1,0933 -0,4499 0,0702 0,4414 0,6788 0,7691 0,6959 0,5059 0,2895 0,1149 0,0357 0,1095 0,3411 0,6411 0,8953 1,0696 1,2201 1,4180 1,6979 2,0540 2,4395 2,7763 2,9790 3,0015 2,9005 2,8244 2,9158 3,2360 3,7433 4,2912 4,6936 4,8453 4,7745 4,6003 4,4520 4,3914 4,4134 4,5208 4,7223 4,9376 4,9991 4,7821 4,2851 3,5930 2,8170 2,0775 1,5110 1,2463 1,3388 1,7201 2,2249 2,6726 2,9388 3,0020 2,9474 2,8942 2,9137 3,0192 3,2004 3,4362 3,6953 3,9561 4,2232 4,5084 4,8193 5,1756 5,5844 5,9733 6,1971 6,1356 5,7583 5,1073 4,2710 3,3756 2,5794 2,0511 1,9083 2,1490 2,6718 3,3718 4,1964 5,1121 6,0585 6,9447 7,6727 8,1544 8,3267 8,1921 7,8541 7,4695 7,1510 6,9251 6,7574 6,5784 6,2972 5,8401 5,2074 4,4853 3,7995 3,2749 3,0100 3,0222 3,2195 3,4723 3,7107 3,9293 4,1448 4,3841 4,6821 5,0443 5,4050 5,6517 5,7153 5,6069 5,3404 4,8677 4,1469 3,2569 2,3896 1,7135 1,2770 1,0397 0,9398 0,9412 1,0608 1,3368 1,7697 2,3235 2,9642 3,6609 4,3490 4,9105 5,2237 5,2425 4,9916 4,5097 3,8619 3,1758 2,5996 2,2210 2,0396 1,9853 1,9442 1,7996 1,4792 0,9858 0,4186 -0,0620 -0,3414 -0,4158 -0,3590 -0,2685 -0,2107 -0,1521 0,0298 0,4338 1,0463 1,7519 2,3978 2,8656 3,1365 3,3005 3,4764 3,7285 4,0635 4,4630 4,8985 5,3136 5,5937 5,5901 5,2134 4,5084 3,6196 2,7025 1,8964 1,3015 0,8972 0,5459 0,1346 -0,3369 -0,8144 -1,2817 -1,7701 -2,2810 -2,7165 -2,9348 -2,8827 -2,6421 -2,3803 -2,3013 -2,5826 -3,2977 -4,3821 -5,6336 -6,7499 -7,4604 -7,6832 -7,5457 -7,2768 -7,0873 -7,0722 -7,1552 -7,1550 -6,9248 -6,4195 -5,6828 -4,8206 -3,9599 -3,2065 -2,6230 -2,2292 -2,0160 -1,9516 -1,9806 -2,0291 -2,0122 -1,8560 -1,5450 -1,1400 -0,7491 -0,5084 -0,5469 -0,9196 -1,5891 -2,4465 -3,3277 -4,0586 -4,5228 -4,6878 -4,5845 -4,3011 -3,9805 -3,7712 -3,7661 -3,9778 -4,3447 -4,7518 -5,0745 -5,2428 -5,2646 -5,1788 -5,0171 -4,8061 -4,5585 -4,2516 -3,8519 -3,3983 -3,0369 -2,9345 -3,1602 -3,6511 -4,2785 -4,9444 -5,5921 -6,1428 -6,5256 -6,7780 -7,0004 -7,2302 -7,4328 -7,5598 -7,5681 -7,4541 -7,2876 -7,1492 -7,0374 -6,8860 -6,6473 -6,3187 -5,9258 -5,5378 -5,2941 -5,3449 -5,7174 -6,2673 -6,7870 -7,1249 -7,2158 -7,0765 -6,7864 -6,4482 -6,1432 -5,8683 -5,5371 -5,1128 -4,7059 -4,4860 -4,5363 -4,8288 -5,2985 -5,8922 -6,5497 -7,1799 -7,6997 -8,0856 -8,3508 -8,4801 -8,4363 -8,2432 -8,0278 -7,9502 -8,1003 -8,4704 -8,9902
Fz    0,6903 0,6356 0,5660 0,4991 0,4501 0,4327 0,4500 0,4956 0,5652 0,6559 0,7515 0,8223 0,8510 0,8546 0,8701 0,9179 0,9892 1,0657 1,1397 1,2111 1,2766 1,3281 1,3579 1,3646 1,3560 1,3401 1,3095 1,2368 1,0872 0,8427 0,5307 0,2226 -0,0145 -0,1553 -0,2096 -0,2088 -0,2041 -0,2594 -0,4301 -0,7414 -1,1820 -1,7067 -2,2410 -2,6968 -3,0081 -3,1597 -3,1787 -3,0999 -2,9450 -2,7253 -2,4550 -2,1484 -1,7955 -1,3710 -0,8826 -0,3864 0,0533 0,4033 0,6619 0,8335 0,9183 0,9223 0,8640 0,7733 0,6874 0,6404 0,6482 0,7025 0,7824 0,8768 0,9866 1,0975 1,1637 1,1360 1,0031 0,7921 0,5347 0,2486 -0,0563 -0,3703 -0,6697 -0,9102 -1,0547 -1,1033 -1,0797 -1,0026 -0,8887 -0,7713 -0,6925 -0,6841 -0,7594 -0,9068 -1,0904 -1,2665 -1,3947 -1,4405 -1,4002 -1,3267 -1,3024 -1,3848 -1,5810 -1,8602 -2,1748 -2,4810 -2,7584 -3,0200 -3,3001 -3,6292 -4,0197 -4,4679 -4,9555 -5,4570 -5,9519 -6,4168 -6,8093 -7,0761 -7,1751 -7,0882 -6,8339 -6,4674 -6,0546 -5,6438 -5,2576 -4,8978 -4,5593 -4,2367 -3,9231 -3,6227 -3,3631 -3,1769 -3,0621 -2,9750 -2,8688 -2,7164 -2,4985 -2,2012 -1,8354 -1,4377 -1,0579 -0,7470 -0,5381 -0,4212 -0,3338 -0,1899 0,0627 0,4126 0,8082 1,1865 1,4799 1,6358 1,6530 1,5855 1,5072 1,4816 1,5496 1,7167 1,9474 2,1755 2,3246 2,3369 2,2115 2,0166 1,8445 1,7617 1,8052 1,9933 2,3184 2,7361 3,1843 3,6181 4,0198 4,3820 4,6963 4,9593 5,1762 5,3511 5,4675 5,4849 5,3680 5,1253 4,8202 4,5361 4,3320 4,2404 4,2861 4,4800 4,8074 5,2276 5,6701 6,0502 6,3084 6,4264 6,4182 6,3252 6,2020 6,0884 5,9870 5,8637 5,6756 5,3976 5,0261 4,5810 4,1171 3,7077 3,3999 3,1877 3,0228 2,8409 2,5940 2,2802 1,9479 1,6695 1,5017 1,4595 1,5228 1,6629 1,8538 2,0562 2,2086 2,2557 2,1865 2,0411 1,8800 1,7453 1,6415 1,5505 1,4636 1,3938 1,3606 1,3750 1,4325 1,5115 1,5846 1,6364 1,6627 1,6562 1,6029 1,4943 1,3413 1,1760 1,0320 0,9282 0,8771 0,8952 0,9956 1,1721 1,3827 1,5553 1,6188 1,5387 1,3326 1,0563 0,7718 0,5221 0,3297 0,2089 0,1748 0,2474 0,4447 0,7647 1,1735 1,6120 2,0228 2,3720 2,6514 2,8731 3,0681 3,2761 3,5215 3,7906 4,0362 4,2129 4,3126 4,3615 4,3848 4,3789 4,3196 4,1881 3,9820 3,7155 3,4229 3,1608 2,9858 2,9233 2,9700 3,1212 3,3699 3,6740 3,9523 4,1311 4,1890 4,1566 4,0934 4,0739 4,1614 4,3647 4,6249 4,8579 5,0085 5,0696 5,0626 5,0074 4,9155 4,7998 4,6691 4,5211 4,3614 4,2146 4,0981 3,9960 3,8781 3,7411 3,6265 3,5983 3,7016 3,9340 4,2473 4,5733 4,8446 5,0106 5,0638 5,0540 5,0636 5,1700 5,4115 5,7680 6,1751 6,5642 6,8884 7,1238 7,2610 7,2988 7,2557 7,1858 7,1533 7,1786 7,2298 7,2611 7,2399 7,1465 6,9766 6,7515 6,5220 6,3539 6,2957 6,3468 6,4538 6,5448 6,5715 6,5336 6,4736 6,4428 6,4692 6,5547 6,6921 6,8763 7,1017 7,3548 7,6113 7,8420 8,0308 8,1908 8,3502 8,5170 8,6682 8,7780 8,8408 8,8603 8,8311 8,7436 8,6039 8,4446 8,3085 8,2180 8,1678 8,1460 8,1520 8,1934 8,2719 8,3765 8,4826 8,5553 8,5598 8,4814 8,3432 8,1909 8,0530 7,9216 7,7679 7,5639 7,2886 6,9314 6,5031 6,0409 5,5954 5,2159 4,9400 4,7774 4,7011 4,6672 4,6424 4,6098 4,5667 4,5304 4,5315 4,5852 4,6694 4,7355 4,7428 4,6807 4,5492 4,3360 4,0326 3,6688 3,3114 3,0213 2,8210 2,6967 2,6117 2,5257 2,4155 2,2750 2,1060 1,9243 1,7692 1,6888 1,7097 1,8173 1,9690 2,1232 2,2450 2,3033 2,2928 2,2485 2,2210 2,2405 2,3068 2,3960 2,4699 2,4900 2,4342 2,3054 2,1385 1,9918 1,9179 1,9396 2,0482 2,2078 2,3707 2,5066 2,6155 2,7089 2,7892 2,8470 2,8675 2,8378 2,7579 2,6484 2,5428 2,4734 2,4704 2,5645 2,7768 3,1021 3,4923 3,8598 4,1107 4,1931 4,1145 3,9184 3,6599 3,3914 3,1457 2,9351 2,7720 2,6761 2,6580 2,7005 2,7619 2,8028 2,8110 2,7921 2,7396 2,6312 2,4423 2,1461 1,7152 1,1378 0,4302 -0,3551 -1,1324 -1,8113 -2,3340 -2,6881 -2,8965 -2,9998 -3,0272 -2,9721 -2,8055 -2,5176 -2,1286 -1,6692 -1,1688 -0,6529 -0,1430 0,3438 0,7918 1,1776 1,4648 1,6153 1,6116 1,4756 1,2699 1,0681 0,9244 0,8593 0,8467 0,8203 0,7168 0,5108 0,2190 -0,1051 -0,3913 -0,5863 -0,6728 -0,6619 -0,5859 -0,4973 -0,4557 -0,5052 -0,6627 -0,9194 -1,2448 -1,5920 -1,9120 -2,1672 -2,3310 -2,3880 -2,3373 -2,1825 -1,9206 -1,5531 -1,1173 -0,6942 -0,3729 -0,1996 -0,1571 -0,1903 -0,2510 -0,3105 -0,3435 -0,3360 -0,3096 -0,3057 -0,3416 -0,3980 -0,4388 -0,4341 -0,3852 -0,3302 -0,3101 -0,3339 -0,3868 -0,4573 -0,5430 -0,6498 -0,8010 -1,0397 -1,4021 -1,8747 -2,3879 -2,8605 -3,2356 -3,4783 -3,5711 -3,5217 -3,3689 -3,1708 -2,9715 -2,7884 -2,6442 -2,5897 -2,6697 -2,8763 -3,1470 -3,4091 -3,6238 -3,7880 -3,9146 -4,0252 -4,1489 -4,3016 -4,4652 -4,5985 -4,6746 -4,7013 -4,7097 -4,7343 -4,8054 -4,9442
F3    0,9584 0,9170 0,8672 0,7933 0,6940 0,5904 0,5077 0,4640 0,4760 0,5473 0,6476 0,7205 0,7224 0,6556 0,5603 0,4783 0,4338 0,4400 0,5047 0,6257 0,7896 0,9751 1,1557 1,3073 1,4194 1,4891 1,5027 1,4356 1,2724 1,0184 0,7096 0,4111 0,1812 0,0434 -0,0101 -0,0126 -0,0214 -0,1065 -0,3299 -0,7213 -1,2592 -1,8687 -2,4385 -2,8632 -3,0896 -3,1284 -3,0222 -2,8071 -2,5043 -2,1319 -1,7157 -1,2771 -0,8124 -0,3117 0,1930 0,6288 0,9321 1,0828 1,0959 0,9961 0,8066 0,5549 0,2730 -0,0018 -0,2276 -0,3691 -0,4114 -0,3657 -0,2557 -0,0922 0,1293 0,3935 0,6438 0,8065 0,8334 0,7125 0,4529 0,0754 -0,3870 -0,8905 -1,3722 -1,7518 -1,9753 -2,0499 -2,0197 -1,9174 -1,7571 -1,5588 -1,3585 -1,1984 -1,1134 -1,1118 -1,1649 -1,2267 -1,2549 -1,2221 -1,1359 -1,0495 -1,0288 -1,1106 -1,2966 -1,5633 -1,8642 -2,1415 -2,3572 -2,5210 -2,6822 -2,8965 -3,2002 -3,6003 -4,0746 -4,5875 -5,1080 -5,6069 -6,0441 -6,3746 -6,5582 -6,5648 -6,3924 -6,0817 -5,6999 -5,3060 -4,9267 -4,5573 -4,1843 -3,8030 -3,4201 -3,0580 -2,7605 -2,5702 -2,4920 -2,4853 -2,4966 -2,4796 -2,3855 -2,1675 -1,8080 -1,3325 -0,7995 -0,2822 0,1565 0,4927 0,7591 1,0259 1,3470 1,7223 2,1102 2,4535 2,6932 2,7897 2,7537 2,6429 2,5197 2,4240 2,3764 2,3784 2,4085 2,4279 2,3902 2,2624 2,0574 1,8386 1,6738 1,5990 1,6297 1,7814 2,0598 2,4389 2,8637 3,2827 3,6725 4,0255 4,3286 4,5667 4,7373 4,8475 4,8918 4,8437 4,6838 4,4323 4,1536 3,9259 3,8067 3,8296 4,0145 4,3519 4,7930 5,2667 5,6919 5,9911 6,1173 6,0673 5,8782 5,6192 5,3663 5,1676 5,0225 4,8965 4,7578 4,5936 4,3926 4,1456 3,8769 3,6441 3,4888 3,4041 3,3465 3,2546 3,0687 2,7598 2,3531 1,9175 1,5276 1,2312 1,0460 0,9713 0,9887 1,0545 1,1078 1,0971 1,0075 0,8661 0,7233 0,6127 0,5233 0,4151 0,2685 0,1074 -0,0248 -0,0992 -0,1167 -0,1046 -0,0957 -0,1036 -0,1264 -0,1740 -0,2703 -0,4272 -0,6251 -0,8205 -0,9762 -1,0814 -1,1387 -1,1457 -1,0939 -0,9894 -0,8742 -0,8159 -0,8613 -1,0028 -1,1910 -1,3764 -1,5406 -1,6898 -1,8260 -1,9297 -1,9624 -1,8758 -1,6297 -1,2124 -0,6532 -0,0198 0,6084 1,1740 1,6537 2,0502 2,3827 2,6774 2,9492 3,1807 3,3267 3,3553 3,2865 3,1825 3,0995 3,0512 3,0182 2,9744 2,8961 2,7656 2,5932 2,4266 2,3183 2,2885 2,3363 2,4649 2,6660 2,8907 3,0595 3,1136 3,0511 2,9161 2,7716 2,6911 2,7385 2,9179 3,1554 3,3557 3,4782 3,5510 3,6172 3,6838 3,7281 3,7349 3,7040 3,6342 3,5295 3,4153 3,3180 3,2308 3,1192 2,9681 2,8136 2,7268 2,7665 2,9392 3,1974 3,4692 3,6859 3,8007 3,8112 3,7681 3,7506 3,8321 4,0517 4,3929 4,7902 5,1686 5,4773 5,6953 5,8193 5,8560 5,8325 5,8035 5,8207 5,8865 5,9561 5,9839 5,9483 5,8420 5,6665 5,4431 5,2195 5,0594 5,0125 5,0775 5,1957 5,2892 5,3092 5,2563 5,1722 5,1110 5,1093 5,1755 5,3022 5,4789 5,6906 5,9096 6,0990 6,2256 6,2800 6,2905 6,3017 6,3280 6,3385 6,2932 6,1811 6,0142 5,8036 5,5613 5,3213 5,1429 5,0809 5,1490 5,3104 5,5080 5,7023 5,8828 6,0562 6,2267 6,3792 6,4800 6,4959 6,4208 6,2874 6,1472 6,0312 5,9272 5,7953 5,5969 5,3125 4,9457 4,5260 4,1019 3,7187 3,4055 3,1797 3,0428 2,9726 2,9398 2,9296 2,9346 2,9492 2,9830 3,0622 3,1973 3,3560 3,4782 3,5235 3,4954 3,4100 3,2607 3,0286 2,7235 2,3986 2,1161 1,9092 1,7747 1,6880 1,6258 1,5798 1,5417 1,4893 1,4097 1,3291 1,3007 1,3613 1,4987 1,6609 1,7907 1,8435 1,7946 1,6569 1,4816 1,3268 1,2277 1,1903 1,1919 1,1860 1,1264 0,9912 0,7898 0,5623 0,3696 0,2600 0,2449 0,3060 0,4117 0,5316 0,6555 0,7951 0,9587 1,1317 1,2816 1,3717 1,3746 1,2919 1,1655 1,0625 1,0471 1,1667 1,4470 1,8844 2,4374 3,0211 3,5102 3,7715 3,7313 3,4187 2,9404 2,4228 1,9673 1,6187 1,3670 1,1880 1,0784 1,0472 1,0820 1,1342 1,1477 1,1015 1,0133 0,9015 0,7626 0,5784 0,3195 -0,0472 -0,5360 -1,1296 -1,7830 -2,4375 -3,0380 -3,5432 -3,9302 -4,1989 -4,3627 -4,4209 -4,3407 -4,0831 -3,6486 -3,0836 -2,4539 -1,8262 -1,2505 -0,7445 -0,3006 0,0881 0,4036 0,5968 0,6129 0,4305 0,0853 -0,3334 -0,7178 -0,9843 -1,0961 -1,0830 -1,0341 -1,0411 -1,1422 -1,3120 -1,4807 -1,5701 -1,5330 -1,3673 -1,1015 -0,7828 -0,4770 -0,2615 -0,2039 -0,3406 -0,6684 -1,1506 -1,7241 -2,3132 -2,8467 -3,2597 -3,5030 -3,5619 -3,4507 -3,1851 -2,7816 -2,2938 -1,8262 -1,4931 -1,3541 -1,3843 -1,4997 -1,6094 -1,6470 -1,5771 -1,4075 -1,1968 -1,0192 -0,9132 -0,8676 -0,8379 -0,7759 -0,6657 -0,5351 -0,4179 -0,3197 -0,2328 -0,1603 -0,1179 -0,1292 -0,2242 -0,4327 -0,7685 -1,2000 -1,6464 -2,0232 -2,2860 -2,4275 -2,4601 -2,4096 -2,3103 -2,1933 -2,0677 -1,9263 -1,7849 -1,6981 -1,7162 -1,8320 -1,9830 -2,1049 -2,1761 -2,2089 -2,2245 -2,2567 -2,3554 -2,5548 -2,8402 -3,1559 -3,4467 -3,6876 -3,8828 -4,0527 -4,2229 -4,4084
F7    1,2242 1,0374 0,8952 0,8131 0,7729 0,7438 0,7124 0,6795 0,6469 0,6207 0,6134 0,6223 0,6192 0,5771 0,4972 0,3993 0,3010 0,2145 0,1497 0,1134 0,1110 0,1476 0,2293 0,3645 0,5586 0,8121 1,1223 1,4659 1,7796 1,9801 2,0085 1,8502 1,5349 1,1283 0,7020 0,2986 -0,0777 -0,4413 -0,7996 -1,1524 -1,5070 -1,8725 -2,2352 -2,5557 -2,7991 -2,9568 -3,0364 -3,0468 -2,9941 -2,8720 -2,6608 -2,3480 -1,9473 -1,4896 -1,0097 -0,5517 -0,1636 0,1343 0,3615 0,5395 0,6621 0,7156 0,7056 0,6486 0,5513 0,4114 0,2322 0,0311 -0,1729 -0,3744 -0,5724 -0,7555 -0,9136 -1,0559 -1,2039 -1,3718 -1,5504 -1,7051 -1,7922 -1,7857 -1,7009 -1,5887 -1,5005 -1,4517 -1,4160 -1,3500 -1,2314 -1,0741 -0,9128 -0,7781 -0,6857 -0,6407 -0,6357 -0,6406 -0,6082 -0,5048 -0,3366 -0,1456 0,0200 0,1382 0,2189 0,2704 0,2665 0,1604 -0,0724 -0,4228 -0,8647 -1,3662 -1,8963 -2,4298 -2,9438 -3,4115 -3,8090 -4,1242 -4,3512 -4,4770 -4,4922 -4,4138 -4,2798 -4,1220 -3,9505 -3,7504 -3,4895 -3,1521 -2,7747 -2,4346 -2,1885 -2,0234 -1,8691 -1,6437 -1,2891 -0,7924 -0,1885 0,4692 1,1328 1,7538 2,2816 2,6898 2,9880 3,2011 3,3507 3,4614 3,5694 3,7093 3,8959 4,1197 4,3607 4,6006 4,8177 4,9784 5,0572 5,0675 5,0592 5,0774 5,1298 5,2036 5,2886 5,3675 5,4111 5,4051 5,3594 5,2845 5,1820 5,0585 4,9290 4,8050 4,6894 4,5864 4,5146 4,4982 4,5384 4,6122 4,7049 4,8279 5,0088 5,2666 5,5922 5,9523 6,3037 6,6017 6,8101 6,9117 6,9085 6,8243 6,7050 6,6015 6,5510 6,5683 6,6370 6,7175 6,7779 6,8116 6,8242 6,8147 6,7742 6,6976 6,5922 6,4718 6,3469 6,2290 6,1321 6,0558 5,9801 5,8885 5,7802 5,6508 5,4730 5,2072 4,8338 4,3780 3,8996 3,4560 3,0652 2,7039 2,3417 1,9728 1,6173 1,2955 1,0092 0,7538 0,5412 0,3944 0,3207 0,3080 0,3433 0,4165 0,5054 0,5728 0,5811 0,5080 0,3552 0,1428 -0,1110 -0,4051 -0,7486 -1,1461 -1,5889 -2,0522 -2,5006 -2,8987 -3,2163 -3,4372 -3,5590 -3,5857 -3,5348 -3,4491 -3,3824 -3,3780 -3,4624 -3,6477 -3,9218 -4,2431 -4,5525 -4,7916 -4,9189 -4,9205 -4,8092 -4,6205 -4,4051 -4,2057 -4,0312 -3,8526 -3,6250 -3,3155 -2,9188 -2,4589 -1,9801 -1,5328 -1,1575 -0,8692 -0,6519 -0,4783 -0,3385 -0,2485 -0,2328 -0,2988 -0,4279 -0,5849 -0,7351 -0,8543 -0,9290 -0,9545 -0,9296 -0,8546 -0,7425 -0,6296 -0,5578 -0,5504 -0,6152 -0,7516 -0,9425 -1,1470 -1,3156 -1,4124 -1,4287 -1,3846 -1,3171 -1,2608 -1,2291 -1,2077 -1,1706 -1,1053 -1,0276 -0,9713 -0,9629 -1,0032 -1,0697 -1,1326 -1,1692 -1,1672 -1,1193 -1,0268 -0,9158 -0,8318 -0,8039 -0,8198 -0,8367 -0,8137 -0,7363 -0,6136 -0,4558 -0,2663 -0,0569 0,1389 0,2776 0,3315 0,3018 0,2105 0,0877 -0,0386 -0,1629 -0,3062 -0,4782 -0,6437 -0,7449 -0,7471 -0,6548 -0,4933 -0,2892 -0,0717 0,1260 0,2804 0,3878 0,4574 0,4978 0,5161 0,5251 0,5400 0,5695 0,6087 0,6445 0,6680 0,6755 0,6639 0,6306 0,5721 0,4802 0,3514 0,2015 0,0688 -0,0048 0,0006 0,0728 0,1777 0,2842 0,3822 0,4742 0,5570 0,6212 0,6596 0,6707 0,6574 0,6274 0,5929 0,5666 0,5636 0,6079 0,7298 0,9546 1,2874 1,7026 2,1436 2,5326 2,8008 2,9245 2,9230 2,8196 2,6230 2,3404 1,9927 1,6182 1,2625 0,9578 0,7084 0,4990 0,3099 0,1222 -0,0778 -0,2832 -0,4614 -0,5696 -0,5793 -0,4987 -0,3678 -0,2291 -0,1071 -0,0119 0,0527 0,0919 0,1189 0,1444 0,1712 0,1960 0,2134 0,2241 0,2351 0,2548 0,2885 0,3334 0,3784 0,4121 0,4350 0,4620 0,5105 0,5821 0,6532 0,6771 0,6025 0,4085 0,1230 -0,1972 -0,4999 -0,7503 -0,9298 -1,0502 -1,1641 -1,3317 -1,5669 -1,8263 -2,0509 -2,2057 -2,2870 -2,3074 -2,2782 -2,2022 -2,0779 -1,9139 -1,7345 -1,5697 -1,4377 -1,3343 -1,2416 -1,1505 -1,0599 -0,9537 -0,8081 -0,6253 -0,4449 -0,3178 -0,2709 -0,2953 -0,3593 -0,4310 -0,4922 -0,5448 -0,6084 -0,6965 -0,7996 -0,9090 -1,0403 -1,2161 -1,4385 -1,6807 -1,8998 -2,0624 -2,1623 -2,2121 -2,2235 -2,2009 -2,1595 -2,1426 -2,2026 -2,3617 -2,6016 -2,8836 -3,1682 -3,4228 -3,6252 -3,7628 -3,8298 -3,8247 -3,7559 -3,6479 -3,5339 -3,4367 -3,3628 -3,3150 -3,2960 -3,2982 -3,3001 -3,2770 -3,2165 -3,1199 -2,9967 -2,8691 -2,7703 -2,7272 -2,7432 -2,7899 -2,8182 -2,7790 -2,6347 -2,3736 -2,0239 -1,6449 -1,3008 -1,0405 -0,8891 -0,8449 -0,8815 -0,9567 -1,0305 -1,0800 -1,1033 -1,1049 -1,0820 -1,0314 -0,9665 -0,9210 -0,9314 -1,0151 -1,1616 -1,3407 -1,5178 -1,6683 -1,7856 -1,8824 -1,9835 -2,1075 -2,2563 -2,4254 -2,6026 -2,7501 -2,8047 -2,7086 -2,4561 -2,1136 -1,7832 -1,5465 -1,4329 -1,4135 -1,4163 -1,3635 -1,2099 -0,9569 -0,6489 -0,3571 -0,1376 0,0131 0,1392 0,2647 0,3701 0,4193 0,3926 0,2960 0,1481 -0,0346 -0,2320 -0,4100 -0,5350 -0,5936 -0,5890 -0,5222 -0,3937 -0,2244 -0,0674 0,0129 -0,0285 -0,2053 -0,4935 -0,8257 -1,1193 -1,3253 -1,4563 -1,5766 -1,7597 -2,0471 -2,4414 -2,9219 -3,4488 -3,9622 -4,4003 -4,7308 -4,9605 -5,1170 -5,2319 -5,3406 -5,4705 -5,6128 -5,7231
