Fp1   -1,6116 -1,8554 -2,1816 -2,5214 -2,8209 -3,0508 -3,1988 -3,2501 -3,1800 -2,9717 -2,6376 -2,2229 -1,7837 -1,3570 -0,9472 -0,5441 -0,1500 0,2134 0,5214 0,7645 0,9539 1,1110 1,2511 1,3763 1,4858 1,5906 1,7120 1,8611 2,0288 2,2009 2,3683 2,5170 2,6272 2,6861 2,6872 2,6236 2,4978 2,3299 2,1429 1,9385 1,6877 1,3492 0,8991 0,3494 -0,2566 -0,8638 -1,4241 -1,9135 -2,3350 -2,6969 -2,9930 -3,2076 -3,3301 -3,3580 -3,2923 -3,1415 -2,9308 -2,6932 -2,4468 -2,1873 -1,9144 -1,6533 -1,4365 -1,2748 -1,1575 -1,0702 -0,9998 -0,9307 -0,8457 -0,7272 -0,5598 -0,3402 -0,0838 0,1807 0,4290 0,6574 0,8780 1,0970 1,3021 1,4762 1,6116 1,7074 1,7652 1,7914 1,7947 1,7759 1,7230 1,6244 1,4821 1,3084 1,1152 0,9152 0,7285 0,5701 0,4245 0,2474 0,0000 -0,3240 -0,7020 -1,0977 -1,4658 -1,7605 -1,9558 -2,0499 -2,0476 -1,9531 -1,7801 -1,5605 -1,3427 -1,1773 -1,0913 -1,0731 -1,0869 -1,1037 -1,1135 -1,1176 -1,1237 -1,1411 -1,1746 -1,2316 -1,3275 -1,4709 -1,6503 -1,8458 -2,0400 -2,2184 -2,3701 -2,4836 -2,5425 -2,5405 -2,4910 -2,4106 -2,2965 -2,1253 -1,8738 -1,5356 -1,1205 -0,6503 -0,1564 0,3259 0,7694 1,1645 1,5190 1,8512 2,1855 2,5485 2,9494 3,3641 3,7496 4,0636 4,2672 4,3284 4,2391 4,0314 3,7672 3,4998 3,2457 2,9943 2,7352 2,4792 2,2569 2,0997 2,0206 2,0107 2,0516 2,1328 2,2582 2,4335 2,6492 2,8731 3,0575 3,1633 3,1842 3,1366 3,0293 2,8595 2,6310 2,3603 2,0620 1,7375 1,3850 1,0179 0,6619 0,3316 0,0226 -0,2757 -0,5685 -0,8527 -1,1262 -1,3955 -1,6672 -1,9351 -2,1840 -2,4021 -2,5843 -2,7226 -2,8035 -2,8215 -2,7919 -2,7458 -2,7113 -2,6918 -2,6631 -2,5995 -2,4927 -2,3418 -2,1477 -1,9264 -1,7086 -1,5171 -1,3522 -1,2042 -1,0737 -0,9706 -0,8955 -0,8381 -0,7882 -0,7385 -0,6830 -0,6236 -0,5737 -0,5462 -0,5415 -0,5514 -0,5685 -0,5874 -0,6062 -0,6365 -0,7013 -0,8103 -0,9434 -1,0674 -1,1623 -1,2286 -1,2794 -1,3284 -1,3822 -1,4442 -1,5258 -1,6543 -1,8650 -2,1899 -2,6436 -3,2112 -3,8546 -4,5285 -5,1836 -5,7723 -6,2604 -6,6317 -6,8788 -6,9967 -6,9787 -6,8151 -6,5024 -6,0578 -5,5160 -4,9151 -4,2924 -3,6814 -3,1074 -2,5967 -2,1792 -1,8774 -1,6965 -1,6184 -1,6067 -1,6379 -1,7235 -1,8914 -2,1490 -2,4613 -2,7652 -3,0098 -3,1817 -3,2950 -3,3707 -3,4272 -3,4773 -3,5239 -3,5569 -3,5632 -3,5382 -3,4875 -3,4235 -3,3600 -3,3075 -3,2715 -3,2532 -3,2561 -3,2911 -3,3706 -3,4933 -3,6384 -3,7805 -3,9105 -4,0357 -4,1653 -4,3059 -4,4656 -4,6528 -4,8764 -5,1494 -5,4735 -5,8170 -6,1216 -6,3342 -6,4251 -6,3824 -6,2101 -5,9344 -5,5953 -5,2259 -4,8438 -4,4601 -4,0879 -3,7379 -3,4095 -3,0975 -2,8032 -2,5288 -2,2670 -2,0054 -1,7351 -1,4510 -1,1441 -0,7948 -0,3800 0,1063 0,6362 1,1561 1,6100 1,9600 2,1988 2,3483 2,4390 2,4905 2,5112 2,5039 2,4652 2,3857 2,2564 2,0793 1,8714 1,6554 1,4502 1,2656 1,1009 0,9510 0,8081 0,6565 0,4765 0,2563 -0,0014 -0,2743 -0,5260 -0,7259 -0,8663 -0,9655 -1,0585 -1,1843 -1,3627 -1,5754 -1,7826 -1,9646 -2,1370 -2,3280 -2,5519 -2,8076 -3,0902 -3,3907 -3,6851 -3,9380 -4,1155 -4,1904 -4,1419 -3,9608 -3,6527 -3,2302 -2,7082 -2,1139 -1,4913 -0,8852 -0,3225 0,1902 0,6635 1,1186 1,5679 1,9979 2,3819 2,7073 2,9787 3,1995 3,3670 3,4730 3,5008 3,4364 3,2878 3,0851 2,8610 2,6270 2,3691 2,0641 1,6999 1,2881 0,8620 0,4655 0,1395 -0,0929 -0,2300 -0,2820 -0,2631 -0,1935 -0,1024 -0,0257 0,0090 -0,0020 -0,0459 -0,1183 -0,2305 -0,3935 -0,6058 -0,8579 -1,1424 -1,4599 -1,8073 -2,1681 -2,5232 -2,8608 -3,1671 -3,4227 -3,6170 -3,7560 -3,8564 -3,9344 -3,9917 -4,0118 -3,9788 -3,8957 -3,7797 -3,6503 -3,5240 -3,4146 -3,3323 -3,2843 -3,2729 -3,2872 -3,3016 -3,2885 -3,2301 -3,1224 -2,9773 -2,8160 -2,6475 -2,4528 -2,1959 -1,8439 -1,3822 -0,8309 -0,2478 0,3021 0,7745 1,1439 1,3988 1,5492 1,6228 1,6515 1,6631 1,6692 1,6554 1,5963 1,4833 1,3295 1,1567 0,9828 0,8165 0,6610 0,5195 0,3970 0,2986 0,2271 0,1851 0,1846 0,2395 0,3425 0,4637 0,5770 0,6742 0,7512 0,7909 0,7704 0,6813 0,5362 0,3545 0,1443 -0,0945 -0,3512 -0,6046 -0,8373 -1,0370 -1,1898 -1,2805 -1,2999 -1,2496 -1,1382 -0,9733 -0,7512 -0,4561 -0,0776 0,3691 0,8505 1,3400 1,8179 2,2491 2,5857 2,8022 2,9128 2,9440 2,9040 2,7858 2,5894 2,3275 2,0222 1,7124 1,4546 1,3004 1,2723 1,3669 1,5664 1,8365 2,1224 2,3661 2,5375 2,6453 2,7155 2,7674 2,8088 2,8380 2,8462 2,8282 2,7963 2,7741 2,7704 2,7711 2,7605 2,7422 2,7314 2,7357 2,7510 2,7655 2,7581 2,6972 2,5555 2,3331 2,0686 1,8259 1,6630 1,5997 1,6055 1,6201 1,5909 1,4950 1,3403 1,1512 0,9485 0,7365 0,5094 0,2631 0,0017 -0,2605 -0,5031 -0,7099 -0,8708 -0,9795 -1,0334 -1,0370 -1,0043 -0,9522 -0,8871 -0,8022 -0,6841 -0,5130 -0,2672 0,0534 0,4105 0,7446 1,0067 1,1686 1,2139 1,1404 0,9716 0,7521 0,5258 0,3150 0,1205 -0,0631 -0,2341 -0,3856 -0,5148 -0,6292
Fz    -1,3916 -1,7300 -2,1049 -2,4604 -2,7693 -3,0273 -3,2354 -3,3843 -3,4473 -3,3936 -3,2126 -2,9298 -2,5894 -2,2176 -1,8128 -1,3724 -0,9130 -0,4658 -0,0639 0,2689 0,5279 0,7241 0,8691 0,9702 1,0408 1,1100 1,2144 1,3774 1,5966 1,8507 2,1119 2,3537 2,5599 2,7264 2,8505 2,9289 2,9657 2,9683 2,9323 2,8329 2,6341 2,3077 1,8486 1,2798 0,6463 0,0050 -0,5885 -1,0949 -1,4979 -1,7994 -2,0144 -2,1636 -2,2594 -2,3000 -2,2796 -2,2015 -2,0832 -1,9506 -1,8211 -1,6939 -1,5589 -1,4135 -1,2641 -1,1159 -0,9679 -0,8177 -0,6637 -0,5019 -0,3247 -0,1221 0,1110 0,3707 0,6458 0,9219 1,1879 1,4430 1,6934 1,9413 2,1838 2,4236 2,6669 2,9068 3,1225 3,2928 3,4043 3,4503 3,4281 3,3425 3,2073 3,0337 2,8234 2,5756 2,2941 1,9775 1,6102 1,1795 0,6998 0,2105 -0,2465 -0,6433 -0,9673 -1,2128 -1,3758 -1,4489 -1,4196 -1,2819 -1,0527 -0,7742 -0,5002 -0,2776 -0,1295 -0,0482 -0,0085 0,0086 0,0104 0,0029 -0,0062 -0,0117 -0,0133 -0,0250 -0,0798 -0,2131 -0,4429 -0,7643 -1,1460 -1,5359 -1,8810 -2,1452 -2,3159 -2,4019 -2,4205 -2,3812 -2,2778 -2,0931 -1,8100 -1,4203 -0,9288 -0,3564 0,2630 0,8955 1,5146 2,0994 2,6330 3,1046 3,5145 3,8791 4,2215 4,5507 4,8584 5,1248 5,3169 5,3967 5,3462 5,1869 4,9682 4,7335 4,4989 4,2621 4,0246 3,7983 3,5938 3,4104 3,2419 3,0889 2,9656 2,8950 2,8985 2,9833 3,1365 3,3267 3,5092 3,6431 3,7120 3,7200 3,6681 3,5458 3,3412 3,0554 2,6997 2,2813 1,8057 1,2923 0,7737 0,2773 -0,1860 -0,6145 -1,0042 -1,3444 -1,6276 -1,8611 -2,0636 -2,2541 -2,4426 -2,6286 -2,8022 -2,9480 -3,0491 -3,0896 -3,0590 -2,9637 -2,8283 -2,6741 -2,5023 -2,3066 -2,0894 -1,8551 -1,6016 -1,3287 -1,0497 -0,7860 -0,5536 -0,3606 -0,2121 -0,1057 -0,0295 0,0271 0,0631 0,0713 0,0520 0,0150 -0,0378 -0,1245 -0,2714 -0,4811 -0,7150 -0,9124 -1,0319 -1,0732 -1,0644 -1,0285 -0,9680 -0,8773 -0,7588 -0,6252 -0,4928 -0,3730 -0,2731 -0,2042 -0,1913 -0,2736 -0,4954 -0,8926 -1,4787 -2,2345 -3,1117 -4,0436 -4,9555 -5,7796 -6,4702 -7,0057 -7,3808 -7,5956 -7,6444 -7,5171 -7,2210 -6,7907 -6,2715 -5,6999 -5,1022 -4,4980 -3,9071 -3,3604 -2,8969 -2,5473 -2,3224 -2,2065 -2,1675 -2,1866 -2,2735 -2,4494 -2,7191 -3,0517 -3,3904 -3,6854 -3,9226 -4,1190 -4,2962 -4,4648 -4,6281 -4,7874 -4,9375 -5,0647 -5,1569 -5,2144 -5,2457 -5,2515 -5,2221 -5,1523 -5,0532 -4,9474 -4,8570 -4,7982 -4,7813 -4,8047 -4,8521 -4,9025 -4,9433 -4,9725 -4,9956 -5,0212 -5,0593 -5,1233 -5,2313 -5,3903 -5,5758 -5,7357 -5,8205 -5,8049 -5,6864 -5,4740 -5,1867 -4,8497 -4,4804 -4,0802 -3,6476 -3,1937 -2,7409 -2,3071 -1,8971 -1,5079 -1,1333 -0,7633 -0,3879 -0,0040 0,3835 0,7722 1,1727 1,6044 2,0758 2,5663 3,0301 3,4174 3,6977 3,8739 3,9765 4,0424 4,0974 4,1520 4,2026 4,2333 4,2219 4,1500 4,0120 3,8183 3,5913 3,3616 3,1607 3,0078 2,9015 2,8192 2,7222 2,5714 2,3476 2,0624 1,7550 1,4708 1,2348 1,0471 0,8933 0,7485 0,5774 0,3550 0,0913 -0,1794 -0,4339 -0,6772 -0,9280 -1,1944 -1,4720 -1,7546 -2,0345 -2,2943 -2,5094 -2,6588 -2,7272 -2,6969 -2,5468 -2,2630 -1,8462 -1,3111 -0,6886 -0,0223 0,6454 1,2883 1,9003 2,4898 3,0660 3,6289 4,1691 4,6753 5,1372 5,5403 5,8629 6,0892 6,2192 6,2655 6,2468 6,1871 6,1079 6,0145 5,8871 5,6863 5,3783 4,9603 4,4638 3,9384 3,4326 2,9828 2,6092 2,3184 2,1110 1,9857 1,9348 1,9347 1,9478 1,9445 1,9213 1,8869 1,8345 1,7419 1,5904 1,3690 1,0678 0,6777 0,1987 -0,3525 -0,9384 -1,5103 -2,0267 -2,4634 -2,8132 -3,0836 -3,2955 -3,4789 -3,6625 -3,8576 -4,0478 -4,2000 -4,2856 -4,2931 -4,2308 -4,1169 -3,9703 -3,8095 -3,6577 -3,5366 -3,4485 -3,3679 -3,2561 -3,0816 -2,8325 -2,5175 -2,1550 -1,7534 -1,3032 -0,7961 -0,2442 0,3211 0,8606 1,3448 1,7693 2,1468 2,4818 2,7666 2,9950 3,1695 3,2987 3,3939 3,4630 3,5018 3,4975 3,4427 3,3453 3,2221 3,0867 2,9484 2,8213 2,7222 2,6584 2,6225 2,5944 2,5514 2,4835 2,3986 2,3089 2,2229 2,1447 2,0748 2,0118 1,9551 1,9016 1,8368 1,7354 1,5728 1,3390 1,0468 0,7273 0,4166 0,1434 -0,0727 -0,2182 -0,2818 -0,2559 -0,1399 0,0593 0,3292 0,6580 1,0391 1,4616 1,9027 2,3431 2,7837 3,2305 3,6672 4,0531 4,3486 4,5365 4,6144 4,5786 4,4294 4,1872 3,8906 3,5819 3,3054 3,1063 3,0152 3,0378 3,1620 3,3679 3,6257 3,8920 4,1215 4,2884 4,3937 4,4474 4,4522 4,4120 4,3437 4,2692 4,2035 4,1574 4,1400 4,1545 4,1906 4,2235 4,2259 4,1824 4,0955 3,9808 3,8554 3,7205 3,5561 3,3412 3,0783 2,7955 2,5297 2,3090 2,1406 2,0092 1,8891 1,7601 1,6152 1,4544 1,2735 1,0638 0,8222 0,5583 0,2922 0,0462 -0,1595 -0,3132 -0,4196 -0,4961 -0,5524 -0,5774 -0,5503 -0,4625 -0,3230 -0,1451 0,0657 0,3132 0,6087 0,9624 1,3654 1,7829 2,1650 2,4628 2,6424 2,6908 2,6162 2,4470 2,2244 1,9868 1,7593 1,5561 1,3847 1,2456 1,1315 1,0277 0,9129
F3    -0,3165 -0,6882 -1,1505 -1,6276 -2,0667 -2,4426 -2,7475 -2,9696 -3,0782 -3,0410 -2,8589 -2,5789 -2,2662 -1,9565 -1,6456 -1,3230 -1,0007 -0,7055 -0,4585 -0,2617 -0,0965 0,0603 0,2140 0,3564 0,4921 0,6453 0,8404 1,0779 1,3355 1,5929 1,8436 2,0848 2,3132 2,5208 2,6840 2,7771 2,8038 2,7971 2,7827 2,7491 2,6460 2,4082 1,9882 1,3873 0,6685 -0,0689 -0,7350 -1,2823 -1,7018 -2,0007 -2,1961 -2,3157 -2,3806 -2,3895 -2,3346 -2,2298 -2,1128 -2,0170 -1,9428 -1,8584 -1,7333 -1,5684 -1,3922 -1,2321 -1,0923 -0,9566 -0,8058 -0,6295 -0,4227 -0,1758 0,1201 0,4578 0,8102 1,1420 1,4277 1,6671 1,8801 2,0805 2,2648 2,4301 2,5837 2,7293 2,8628 2,9803 3,0795 3,1523 3,1832 3,1615 3,0927 2,9854 2,8345 2,6306 2,3823 2,1145 1,8412 1,5515 1,2284 0,8713 0,5002 0,1455 -0,1620 -0,4033 -0,5821 -0,7127 -0,7940 -0,8099 -0,7552 -0,6444 -0,5001 -0,3436 -0,1864 -0,0232 0,1554 0,3383 0,5001 0,6232 0,6959 0,7003 0,6216 0,4593 0,2266 -0,0510 -0,3491 -0,6608 -0,9886 -1,3259 -1,6576 -1,9675 -2,2382 -2,4515 -2,5934 -2,6504 -2,6035 -2,4309 -2,1206 -1,6774 -1,1219 -0,4911 0,1668 0,8097 1,4114 1,9576 2,4390 2,8507 3,1989 3,5086 3,8092 4,1056 4,3746 4,5861 4,7120 4,7276 4,6292 4,4496 4,2431 4,0462 3,8570 3,6577 3,4519 3,2662 3,1233 3,0311 2,9901 2,9975 3,0486 3,1414 3,2794 3,4650 3,6893 3,9192 4,0987 4,1895 4,2080 4,2020 4,1962 4,1737 4,0985 3,9467 3,7102 3,3808 2,9539 2,4527 1,9254 1,4076 0,9050 0,4110 -0,0700 -0,5189 -0,9165 -1,2633 -1,5810 -1,8912 -2,1939 -2,4702 -2,7033 -2,8882 -3,0232 -3,0965 -3,0892 -2,9977 -2,8455 -2,6569 -2,4351 -2,1791 -1,9075 -1,6475 -1,4066 -1,1725 -0,9352 -0,6952 -0,4576 -0,2348 -0,0500 0,0767 0,1463 0,1760 0,1815 0,1703 0,1488 0,1241 0,0917 0,0310 -0,0778 -0,2277 -0,3792 -0,4858 -0,5310 -0,5380 -0,5445 -0,5659 -0,5848 -0,5726 -0,5126 -0,4096 -0,2872 -0,1739 -0,0880 -0,0410 -0,0527 -0,1563 -0,3862 -0,7660 -1,3042 -1,9913 -2,7980 -3,6713 -4,5349 -5,3106 -5,9504 -6,4467 -6,8138 -7,0608 -7,1727 -7,1185 -6,8859 -6,4993 -5,9989 -5,4175 -4,7809 -4,1157 -3,4578 -2,8572 -2,3639 -2,0040 -1,7719 -1,6361 -1,5570 -1,5166 -1,5343 -1,6504 -1,8878 -2,2204 -2,5806 -2,9032 -3,1625 -3,3714 -3,5529 -3,7203 -3,8816 -4,0423 -4,1947 -4,3158 -4,3857 -4,4035 -4,3853 -4,3477 -4,2965 -4,2311 -4,1542 -4,0741 -4,0015 -3,9505 -3,9369 -3,9671 -4,0322 -4,1207 -4,2278 -4,3480 -4,4720 -4,5915 -4,6987 -4,7883 -4,8721 -4,9694 -5,0724 -5,1385 -5,1233 -5,0064 -4,7895 -4,4904 -4,1453 -3,7947 -3,4578 -3,1264 -2,7921 -2,4715 -2,1939 -1,9678 -1,7717 -1,5802 -1,3791 -1,1515 -0,8749 -0,5417 -0,1658 0,2401 0,6803 1,1660 1,6928 2,2285 2,7192 3,1092 3,3713 3,5258 3,6190 3,6814 3,7161 3,7139 3,6624 3,5514 3,3834 3,1773 2,9641 2,7799 2,6537 2,5929 2,5816 2,5929 2,6028 2,5872 2,5138 2,3514 2,0870 1,7378 1,3552 1,0025 0,7209 0,5212 0,3948 0,3125 0,2274 0,1052 -0,0470 -0,1950 -0,3148 -0,4109 -0,5073 -0,6297 -0,7972 -1,0215 -1,3020 -1,6158 -1,9221 -2,1794 -2,3537 -2,4120 -2,3288 -2,1031 -1,7598 -1,3333 -0,8575 -0,3599 0,1477 0,6717 1,2271 1,8256 2,4609 3,0988 3,6895 4,1977 4,6187 4,9606 5,2250 5,4109 5,5231 5,5693 5,5604 5,5135 5,4408 5,3387 5,1849 4,9416 4,5782 4,1056 3,5778 3,0586 2,5952 2,2140 1,9270 1,7325 1,6177 1,5682 1,5702 1,6010 1,6342 1,6598 1,6887 1,7270 1,7499 1,7171 1,6054 1,4088 1,1182 0,7254 0,2390 -0,3147 -0,9038 -1,4966 -2,0635 -2,5775 -3,0172 -3,3727 -3,6532 -3,8797 -4,0671 -4,2120 -4,3011 -4,3301 -4,3083 -4,2467 -4,1553 -4,0472 -3,9376 -3,8404 -3,7713 -3,7450 -3,7557 -3,7652 -3,7201 -3,5769 -3,3165 -2,9481 -2,5011 -2,0058 -1,4763 -0,9141 -0,3234 0,2819 0,8779 1,4344 1,9321 2,3698 2,7476 3,0619 3,3168 3,5235 3,6884 3,8177 3,9179 3,9819 3,9909 3,9309 3,8002 3,6062 3,3633 3,0917 2,8200 2,5822 2,4030 2,2837 2,1998 2,1160 2,0142 1,8966 1,7662 1,6203 1,4600 1,2934 1,1292 0,9688 0,8040 0,6222 0,4126 0,1680 -0,1083 -0,3959 -0,6667 -0,9036 -1,1029 -1,2614 -1,3659 -1,3958 -1,3408 -1,2123 -1,0336 -0,8189 -0,5571 -0,2187 0,2107 0,7138 1,2681 1,8730 2,5289 3,1958 3,7902 4,2301 4,4760 4,5303 4,4129 4,1522 3,7911 3,3771 2,9507 2,5572 2,2551 2,0886 2,0615 2,1545 2,3573 2,6637 3,0414 3,4287 3,7706 4,0449 4,2488 4,3780 4,4302 4,4124 4,3376 4,2252 4,1057 4,0134 3,9689 3,9713 4,0013 4,0301 4,0327 4,0029 3,9562 3,9076 3,8494 3,7551 3,6018 3,3898 3,1452 2,9042 2,6915 2,5095 2,3399 2,1608 1,9641 1,7560 1,5438 1,3260 1,0938 0,8392 0,5658 0,2902 0,0348 -0,1766 -0,3234 -0,4032 -0,4365 -0,4462 -0,4345 -0,3912 -0,3232 -0,2589 -0,2199 -0,1982 -0,1583 -0,0519 0,1582 0,4712 0,8413 1,1970 1,4672 1,6013 1,5817 1,4278 1,1923 0,9419 0,7290 0,5781 0,4937 0,4725 0,4988 0,5412 0,5611 0,5235
F7    -1,0391 -1,3623 -1,7341 -2,1101 -2,5023 -2,9280 -3,3421 -3,6210 -3,6355 -3,3439 -2,7994 -2,1144 -1,4308 -0,8493 -0,3810 -0,0139 0,2099 0,2253 0,0299 -0,2864 -0,5659 -0,6265 -0,3477 0,2427 0,9773 1,6578 2,1604 2,4468 2,5305 2,4585 2,2757 2,0105 1,7320 1,5717 1,6365 1,9239 2,3368 2,7553 3,0785 3,2169 3,0955 2,6802 1,9900 1,1050 0,1689 -0,6680 -1,3404 -1,9098 -2,4852 -3,0793 -3,5834 -3,8800 -3,9116 -3,6614 -3,1663 -2,5478 -1,9644 -1,5357 -1,3059 -1,2354 -1,2296 -1,2027 -1,1237 -1,0128 -0,9008 -0,7813 -0,6149 -0,3904 -0,1544 0,0306 0,1399 0,1943 0,2211 0,2228 0,1916 0,1501 0,1611 0,2696 0,4514 0,6521 0,8377 0,9712 1,0066 0,9396 0,8113 0,6547 0,4775 0,2963 0,1664 0,1545 0,2708 0,4479 0,5988 0,6830 0,7090 0,6815 0,5572 0,2573 -0,2537 -0,8929 -1,4821 -1,8474 -1,9001 -1,6513 -1,1803 -0,6201 -0,1445 0,1152 0,1465 0,0158 -0,2153 -0,5209 -0,8999 -1,3507 -1,8337 -2,2552 -2,5043 -2,5224 -2,3404 -2,0480 -1,7464 -1,5226 -1,4295 -1,4792 -1,6532 -1,9134 -2,2073 -2,4653 -2,6165 -2,6328 -2,5546 -2,4571 -2,3880 -2,3598 -2,3828 -2,4496 -2,4981 -2,4336 -2,1833 -1,7223 -1,0952 -0,4244 0,1625 0,6277 1,0216 1,3981 1,7482 1,9985 2,0754 1,9847 1,8251 1,7117 1,6705 1,6115 1,4204 1,0543 0,5633 0,0680 -0,2972 -0,4535 -0,3865 -0,1070 0,3638 0,9727 1,6201 2,1903 2,6068 2,8531 2,9510 2,9298 2,8098 2,6250 2,4515 2,3734 2,4071 2,4781 2,4750 2,3269 2,0378 1,6596 1,2547 0,8836 0,5906 0,3686 0,1498 -0,1417 -0,5247 -0,9464 -1,3322 -1,6544 -1,9384 -2,2195 -2,5196 -2,8454 -3,1891 -3,5254 -3,8113 -4,0022 -4,0876 -4,1218 -4,1994 -4,3651 -4,5590 -4,6714 -4,6393 -4,4641 -4,1732 -3,8365 -3,5847 -3,5211 -3,6241 -3,7816 -3,8912 -3,8837 -3,7016 -3,3311 -2,8396 -2,3374 -1,9205 -1,6569 -1,5771 -1,6500 -1,7843 -1,8868 -1,9326 -1,9700 -2,0685 -2,2695 -2,5570 -2,8761 -3,1973 -3,5276 -3,8627 -4,1830 -4,4839 -4,7762 -5,0610 -5,3132 -5,5074 -5,6534 -5,7851 -5,9348 -6,1246 -6,3522 -6,5805 -6,7583 -6,8506 -6,8578 -6,8245 -6,8254 -6,9233 -7,1307 -7,3999 -7,6496 -7,7949 -7,7669 -7,5354 -7,1250 -6,6020 -6,0343 -5,4691 -4,9521 -4,5329 -4,2337 -4,0400 -3,9340 -3,9142 -3,9738 -4,0974 -4,2945 -4,5824 -4,9147 -5,1760 -5,2642 -5,1641 -4,9431 -4,6912 -4,4857 -4,3970 -4,4684 -4,6809 -4,9686 -5,2523 -5,4660 -5,5896 -5,6444 -5,6531 -5,6218 -5,5432 -5,4175 -5,2810 -5,1995 -5,2254 -5,3579 -5,5556 -5,8035 -6,1227 -6,5021 -6,8830 -7,2169 -7,4841 -7,6796 -7,8187 -7,9250 -8,0000 -8,0326 -8,0224 -7,9630 -7,8335 -7,6512 -7,5033 -7,4845 -7,6030 -7,7471 -7,7562 -7,5471 -7,1686 -6,7387 -6,3488 -6,0334 -5,7977 -5,6299 -5,4994 -5,3833 -5,2784 -5,1724 -5,0304 -4,8002 -4,4200 -3,8518 -3,1359 -2,3931 -1,7448 -1,2415 -0,8852 -0,6788 -0,6237 -0,7019 -0,8951 -1,2077 -1,6412 -2,1479 -2,6230 -2,9390 -3,0033 -2,8015 -2,4018 -1,9419 -1,5828 -1,4401 -1,5468 -1,8643 -2,3192 -2,8322 -3,3200 -3,7046 -3,9392 -4,0169 -3,9721 -3,8839 -3,8585 -3,9630 -4,1630 -4,3613 -4,5080 -4,6271 -4,7516 -4,8920 -5,0562 -5,2572 -5,4988 -5,7721 -6,0713 -6,4019 -6,7481 -7,0345 -7,1540 -7,0357 -6,6711 -6,1106 -5,4656 -4,8585 -4,3266 -3,8170 -3,2825 -2,7201 -2,1392 -1,5720 -1,0882 -0,7255 -0,4409 -0,1843 0,0334 0,1696 0,1950 0,1108 -0,0477 -0,2271 -0,3860 -0,5077 -0,6031 -0,7242 -0,9483 -1,3120 -1,7678 -2,2139 -2,5452 -2,6989 -2,6992 -2,6498 -2,6603 -2,7763 -2,9597 -3,1377 -3,2735 -3,3668 -3,4222 -3,4689 -3,5741 -3,7896 -4,1089 -4,4823 -4,8550 -5,1889 -5,4481 -5,5893 -5,5891 -5,4717 -5,3076 -5,1807 -5,1410 -5,1959 -5,3370 -5,5416 -5,7627 -5,9384 -6,0162 -5,9888 -5,9026 -5,8137 -5,7610 -5,7738 -5,8516 -5,9416 -5,9968 -6,0492 -6,1701 -6,3661 -6,5533 -6,6188 -6,4924 -6,1823 -5,7610 -5,3033 -4,8386 -4,3503 -3,7954 -3,1302 -2,3550 -1,5526 -0,8613 -0,3821 -0,1172 0,0024 0,0462 0,0357 -0,0481 -0,2224 -0,4882 -0,8622 -1,3702 -1,9685 -2,5222 -2,9002 -3,0734 -3,1291 -3,2075 -3,3810 -3,5856 -3,7014 -3,6675 -3,4983 -3,2510 -3,0131 -2,8774 -2,8940 -3,0592 -3,3408 -3,6938 -4,0762 -4,4664 -4,8534 -5,2068 -5,4782 -5,6399 -5,7102 -5,7403 -5,7782 -5,8252 -5,8277 -5,7301 -5,5361 -5,3082 -5,1026 -4,9153 -4,6999 -4,4229 -4,0789 -3,6727 -3,2172 -2,7296 -2,2104 -1,6604 -1,1387 -0,7590 -0,5997 -0,6549 -0,8831 -1,2519 -1,7101 -2,1656 -2,5343 -2,7827 -2,9077 -2,9240 -2,8872 -2,8760 -2,9246 -2,9890 -2,9869 -2,8611 -2,6086 -2,2742 -1,9264 -1,6235 -1,3941 -1,2500 -1,1972 -1,2209 -1,2793 -1,3256 -1,3267 -1,2625 -1,1331 -0,9651 -0,7901 -0,6287 -0,5054 -0,4443 -0,4481 -0,5035 -0,6010 -0,7357 -0,8846 -0,9951 -1,0188 -0,9579 -0,8806 -0,8773 -0,9873 -1,1836 -1,4188 -1,6458 -1,8267 -1,9858 -2,2280 -2,6370 -3,1896 -3,8076 -4,4187 -4,9479 -5,3368 -5,5830 -5,7164 -5,7422 -5,6361 -5,3880 -5,0407 -4,6912 -4,4409 -4,3278 -4,3137 -4,3343 -4,3410 -4,3156 -4,2823 -4,2912 -4,3740 -4,5323 -4,7469 -4,9527 -5,0354 -4,9104 -4,6110 -4,2661 -3,9922 -3,8300 -3,7632 -3,7533 -3,7647
