Fp1   2,0492 2,0742 2,0139 1,9560 1,9842 2,0942 2,2062 2,2213 2,0509 1,6475 1,0669 0,4977 0,1769 0,2554 0,7353 1,4814 2,2718 2,8833 3,1737 3,1029 2,7055 2,0672 1,3021 0,5169 -0,2040 -0,8003 -1,2546 -1,5883 -1,8184 -1,9224 -1,8648 -1,6668 -1,4192 -1,2091 -1,0625 -0,9642 -0,8995 -0,8771 -0,9242 -1,0523 -1,2432 -1,4735 -1,7264 -1,9829 -2,2340 -2,4901 -2,7425 -2,9431 -3,0590 -3,1123 -3,1389 -3,1318 -3,0378 -2,8108 -2,4770 -2,1577 -2,0065 -2,0940 -2,3600 -2,6761 -2,9232 -3,0199 -2,9323 -2,6825 -2,3453 -2,0376 -1,8677 -1,8509 -1,9058 -1,9630 -2,0370 -2,1837 -2,4474 -2,8539 -3,3921 -3,9743 -4,4427 -4,6408 -4,4940 -4,0377 -3,3802 -2,6611 -2,0329 -1,6274 -1,5007 -1,6220 -1,9324 -2,4152 -3,0955 -3,9624 -4,9029 -5,7314 -6,2886 -6,5123 -6,4379 -6,1597 -5,7899 -5,4193 -5,0915 -4,8083 -4,5404 -4,2404 -3,8821 -3,4913 -3,1285 -2,8439 -2,6520 -2,5440 -2,5136 -2,5833 -2,8190 -3,2891 -3,9881 -4,8056 -5,5482 -6,0001 -6,0419 -5,7432 -5,3110 -4,9266 -4,6300 -4,3579 -4,0665 -3,7846 -3,5695 -3,4458 -3,3882 -3,3541 -3,3296 -3,3366 -3,3963 -3,5069 -3,6657 -3,8979 -4,2516 -4,7603 -5,4030 -6,1133 -6,8332 -7,5286 -8,1396 -8,5582 -8,6841 -8,4942 -8,0659 -7,5336 -7,0139 -6,5792 -6,2796 -6,1420 -6,1484 -6,2307 -6,2777 -6,1682 -5,8300 -5,2791 -4,6147 -3,9712 -3,4542 -3,1148 -2,9543 -2,9211 -2,9320 -2,9304 -2,9011 -2,8192 -2,6236 -2,2754 -1,8291 -1,4105 -1,1147 -0,9468 -0,8607 -0,8215 -0,8128 -0,8277 -0,8858 -1,0334 -1,3045 -1,6678 -2,0178 -2,2408 -2,2982 -2,2451 -2,1865 -2,2116 -2,3403 -2,5383 -2,7751 -3,0155 -3,1740 -3,1545 -2,9317 -2,5586 -2,1288 -1,7432 -1,4542 -1,2241 -0,9659 -0,6296 -0,2434 0,1227 0,4264 0,6834 0,9258 1,1346 1,2247 1,1036 0,7428 0,2038 -0,3833 -0,8905 -1,2736 -1,5665 -1,7922 -1,9111 -1,8646 -1,6412 -1,2853 -0,8630 -0,4453 -0,1182 0,0345 -0,0192 -0,2497 -0,6185 -1,1196 -1,7579 -2,4991 -3,2481 -3,8684 -4,2368 -4,3066 -4,1265 -3,8132 -3,5153 -3,3554 -3,3752 -3,5405 -3,7835 -4,0380 -4,2636 -4,4643 -4,6842 -4,9866 -5,4330 -6,0590 -6,8336 -7,6506 -8,3667 -8,8420 -8,9788 -8,7726 -8,3222 -7,7721 -7,2443 -6,8142 -6,5188 -6,3484 -6,2472 -6,1473 -5,9947 -5,7553 -5,4328 -5,0842 -4,7991 -4,6473 -4,6432 -4,7634 -4,9927 -5,3436 -5,8327 -6,4416 -7,0893 -7,6408 -7,9597 -7,9830 -7,7689 -7,4672 -7,2126 -7,0446 -6,9284 -6,8151 -6,6549 -6,4169 -6,1473 -5,9560 -5,9056 -5,9381 -5,9201 -5,7346 -5,3348 -4,7571 -4,1240 -3,6108 -3,3537 -3,3837 -3,6498 -4,0619 -4,5017 -4,8441 -5,0067 -4,9634 -4,7130 -4,2690 -3,6758 -3,0106 -2,3702 -1,8406 -1,4504 -1,1578 -0,9020 -0,6638 -0,4778 -0,4015 -0,4658 -0,6317 -0,7872 -0,7980 -0,5854 -0,1728 0,3346 0,8115 1,1793 1,4364 1,6120 1,6839 1,5613 1,1656 0,5199 -0,2414 -0,9226 -1,3390 -1,3886 -1,0952 -0,5867 -0,0150 0,5050 0,8961 1,1090 1,1386 1,0340 0,8651 0,6750 0,4745 0,2670 0,0651 -0,1127 -0,2616 -0,3990 -0,5371 -0,6498 -0,6934 -0,6644 -0,6125 -0,6066 -0,6966 -0,8737 -1,0573 -1,1512 -1,1051 -0,9302 -0,6853 -0,4280 -0,1510 0,2056 0,6603 1,1310 1,4798 1,5978 1,4445 1,0469 0,4779 -0,1736 -0,8100 -1,3280 -1,6823 -1,9481 -2,2653 -2,6906 -3,1113 -3,3205 -3,1721 -2,6440 -1,8007 -0,7714 0,2522 1,0721 1,5776 1,7813 1,7592 1,5708 1,2501 0,8430 0,4103 -0,0105 -0,4258 -0,8578 -1,2955 -1,6760 -1,9212 -2,0055 -1,9765 -1,9093 -1,8676 -1,8892 -1,9687 -2,0589 -2,1025 -2,0613 -1,9209 -1,6756 -1,3169 -0,8562 -0,3726 -0,0249 0,0254 -0,2825 -0,8822 -1,6425 -2,4428 -3,2004 -3,8388 -4,2555 -4,3584 -4,1384 -3,6841 -3,1279 -2,5762 -2,0670 -1,5973 -1,1818 -0,8514 -0,6079 -0,4197 -0,2721 -0,1995 -0,2612 -0,4905 -0,8735 -1,3537 -1,8456 -2,2643 -2,5707 -2,7834 -2,9399 -3,0490 -3,0755 -2,9662 -2,7043 -2,3412 -1,9696 -1,6660 -1,4820 -1,4768 -1,6909 -2,0654 -2,4504 -2,7292 -2,9146 -3,0996 -3,3313 -3,5725 -3,7875 -4,0105 -4,2874 -4,5902 -4,8355 -4,9701 -5,0066 -4,9864 -4,9370 -4,8708 -4,7995 -4,7338 -4,6840 -4,6737 -4,7442 -4,9222 -5,1795 -5,4502 -5,6881 -5,8899 -6,0724 -6,2516 -6,4576 -6,7489 -7,1828 -7,7574 -8,3734 -8,8549 -9,0446 -8,9062 -8,5306 -8,0619 -7,6449 -7,4227 -7,5115 -7,9273 -8,5425 -9,1513 -9,6009 -9,8600 -9,9664 -9,9421 -9,7966 -9,5791 -9,3579 -9,1623 -8,9960 -8,8791 -8,8267 -8,8178 -8,8076 -8,7490 -8,6038 -8,3629 -8,0748 -7,8410 -7,7526 -7,8175 -7,9481 -8,0089 -7,8787 -7,5105 -6,9485 -6,2636 -5,5052 -4,7496 -4,1307 -3,7478 -3,5867 -3,5955 -3,7951 -4,2462 -4,9334 -5,7319 -6,4736 -7,0170 -7,2602 -7,1464 -6,7169 -6,1489 -5,6807 -5,4757 -5,5593 -5,8467 -6,1997 -6,4885 -6,6590 -6,7483 -6,8211 -6,8923 -6,9141 -6,8381 -6,6957 -6,6207 -6,7751 -7,2177 -7,8331 -8,4140 -8,8028 -8,9409 -8,8328 -8,5156 -8,0474 -7,5083 -6,9981 -6,6038 -6,3537 -6,2175 -6,1530 -6,1368 -6,1533 -6,1674 -6,1207 -5,9694 -5,7456 -5,5670 -5,5515 -5,7239 -6,0234 -6,3684 -6,6864 -6,9307 -7,1056 -7,2559 -7,4208 -7,5974 -7,7237 -7,6909 -7,3944 -6,8052 -6,0037 -5,1482 -4,4153 -3,9490 -3,8160 -3,9837 -4,3386
Fz    2,8299 2,8841 2,8822 2,8450 2,8002 2,7385 2,6221 2,4196 2,1246 1,7597 1,3854 1,1013 1,0075 1,1501 1,5017 1,9711 2,4218 2,7093 2,7332 2,4635 1,9369 1,2394 0,4759 -0,2608 -0,8993 -1,3909 -1,7244 -1,9236 -2,0154 -2,0080 -1,9118 -1,7710 -1,6511 -1,5911 -1,5834 -1,5979 -1,6133 -1,6324 -1,6734 -1,7459 -1,8403 -1,9401 -2,0318 -2,1064 -2,1632 -2,2061 -2,2261 -2,2067 -2,1584 -2,1303 -2,1726 -2,2949 -2,4658 -2,6457 -2,8178 -2,9937 -3,1850 -3,3636 -3,4673 -3,4470 -3,2948 -3,0333 -2,6988 -2,3302 -1,9669 -1,6586 -1,4548 -1,3666 -1,3580 -1,3894 -1,4563 -1,5815 -1,7816 -2,0490 -2,3497 -2,6274 -2,8142 -2,8536 -2,7262 -2,4534 -2,0807 -1,6697 -1,3009 -1,0507 -0,9512 -0,9904 -1,1568 -1,4718 -1,9671 -2,6266 -3,3526 -3,9968 -4,4270 -4,5810 -4,4857 -4,2353 -3,9424 -3,6894 -3,5097 -3,3958 -3,3102 -3,2071 -3,0715 -2,9403 -2,8751 -2,9112 -3,0389 -3,2284 -3,4548 -3,7078 -3,9981 -4,3446 -4,7423 -5,1391 -5,4322 -5,5064 -5,3178 -4,9453 -4,5438 -4,2344 -4,0338 -3,8841 -3,7350 -3,5809 -3,4401 -3,3300 -3,2564 -3,2091 -3,1755 -3,1651 -3,2082 -3,3304 -3,5367 -3,8200 -4,1768 -4,6075 -5,1005 -5,6277 -6,1631 -6,6864 -7,1627 -7,5312 -7,7188 -7,6746 -7,4036 -6,9634 -6,4270 -5,8630 -5,3384 -4,9149 -4,6289 -4,4692 -4,3698 -4,2381 -4,0039 -3,6475 -3,2074 -2,7620 -2,3863 -2,1149 -1,9300 -1,7710 -1,5723 -1,3115 -1,0060 -0,6629 -0,2615 0,2017 0,6772 1,0906 1,4004 1,6171 1,7728 1,8888 1,9712 2,0147 2,0050 1,9307 1,7987 1,6428 1,5162 1,4555 1,4411 1,4024 1,2645 0,9995 0,6531 0,3142 0,0533 -0,0934 -0,0995 0,0453 0,3104 0,6317 0,9378 1,1775 1,3517 1,5206 1,7604 2,1006 2,4925 2,8421 3,0820 3,2210 3,3187 3,4093 3,4607 3,4126 3,2419 2,9826 2,6946 2,4205 2,1611 1,8921 1,6132 1,3707 1,2285 1,2221 1,3368 1,5170 1,6877 1,7781 1,7486 1,6076 1,3923 1,1235 0,7840 0,3466 -0,1834 -0,7553 -1,2933 -1,7234 -1,9973 -2,1107 -2,1104 -2,0786 -2,0887 -2,1650 -2,2837 -2,4059 -2,5040 -2,5719 -2,6317 -2,7374 -2,9587 -3,3496 -3,9176 -4,6090 -5,3234 -5,9485 -6,3895 -6,5923 -6,5611 -6,3530 -6,0516 -5,7431 -5,5026 -5,3736 -5,3395 -5,3292 -5,2729 -5,1484 -4,9736 -4,7763 -4,5861 -4,4385 -4,3621 -4,3628 -4,4327 -4,5689 -4,7837 -5,0931 -5,4818 -5,8787 -6,1813 -6,3096 -6,2446 -6,0355 -5,7712 -5,5287 -5,3419 -5,2117 -5,1226 -5,0443 -4,9513 -4,8614 -4,8270 -4,8765 -4,9740 -5,0363 -4,9813 -4,7646 -4,3969 -3,9521 -3,5478 -3,2852 -3,2087 -3,3229 -3,6060 -3,9904 -4,3664 -4,6325 -4,7292 -4,6294 -4,3318 -3,8702 -3,3140 -2,7497 -2,2533 -1,8623 -1,5728 -1,3640 -1,2192 -1,1317 -1,1063 -1,1497 -1,2443 -1,3399 -1,3843 -1,3641 -1,3165 -1,3074 -1,3909 -1,5663 -1,7707 -1,9340 -2,0450 -2,1586 -2,3405 -2,6088 -2,9176 -3,1730 -3,2702 -3,1431 -2,7963 -2,2927 -1,7142 -1,1427 -0,6624 -0,3474 -0,2256 -0,2616 -0,3867 -0,5520 -0,7467 -0,9714 -1,2083 -1,4250 -1,6031 -1,7479 -1,8692 -1,9588 -1,9970 -1,9824 -1,9448 -1,9264 -1,9570 -2,0301 -2,0966 -2,0932 -1,9769 -1,7446 -1,4398 -1,1258 -0,8290 -0,5197 -0,1610 0,2304 0,5789 0,7964 0,8249 0,6571 0,3300 -0,1050 -0,5985 -1,1013 -1,5830 -2,0518 -2,5271 -2,9861 -3,3433 -3,4871 -3,3481 -2,9310 -2,2945 -1,5300 -0,7624 -0,1337 0,2468 0,3419 0,1761 -0,1984 -0,7142 -1,2898 -1,8499 -2,3516 -2,7932 -3,1995 -3,5901 -3,9535 -4,2539 -4,4654 -4,5923 -4,6606 -4,6995 -4,7241 -4,7266 -4,6930 -4,6270 -4,5471 -4,4683 -4,3964 -4,3305 -4,2655 -4,2059 -4,1781 -4,2167 -4,3358 -4,5233 -4,7524 -4,9946 -5,2257 -5,4082 -5,4715 -5,3493 -5,0469 -4,6480 -4,2596 -3,9539 -3,7454 -3,6171 -3,5634 -3,5891 -3,6785 -3,7888 -3,8796 -3,9478 -4,0292 -4,1646 -4,3646 -4,6035 -4,8385 -5,0396 -5,2065 -5,3562 -5,4951 -5,5970 -5,6064 -5,4755 -5,2086 -4,8677 -4,5369 -4,2889 -4,1811 -4,2648 -4,5587 -5,0026 -5,4684 -5,8393 -6,0757 -6,2038 -6,2564 -6,2451 -6,1869 -6,1218 -6,0820 -6,0639 -6,0496 -6,0373 -6,0445 -6,0910 -6,1856 -6,3254 -6,5009 -6,6965 -6,8955 -7,0925 -7,3001 -7,5340 -7,7927 -8,0612 -8,3311 -8,6045 -8,8834 -9,1662 -9,4573 -9,7715 -10,1198 -10,4812 -10,7832 -10,9299 -10,8699 -10,6337 -10,3055 -9,9726 -9,7067 -9,5664 -9,5934 -9,7914 -10,1099 -10,4633 -10,7793 -11,0273 -11,1964 -11,2572 -11,1734 -10,9455 -10,6157 -10,2331 -9,8451 -9,5091 -9,2818 -9,1961 -9,2469 -9,3911 -9,5613 -9,6950 -9,7687 -9,8101 -9,8649 -9,9458 -10,0119 -9,9896 -9,8166 -9,4831 -9,0316 -8,5095 -7,9431 -7,3756 -6,8941 -6,5750 -6,4261 -6,4134 -6,5184 -6,7375 -7,0466 -7,3917 -7,7066 -7,9251 -7,9887 -7,8730 -7,6277 -7,3760 -7,2521 -7,3290 -7,5988 -8,0032 -8,4669 -8,9162 -9,2911 -9,5527 -9,6770 -9,6478 -9,4629 -9,1508 -8,7794 -8,4440 -8,2347 -8,1910 -8,2760 -8,4091 -8,5239 -8,5821 -8,5533 -8,4127 -8,1562 -7,8135 -7,4478 -7,1378 -6,9455 -6,8971 -6,9850 -7,1775 -7,4206 -7,6422 -7,7734 -7,7868 -7,7194 -7,6489 -7,6324 -7,6720 -7,7444 -7,8363 -7,9421 -8,0605 -8,2051 -8,3943 -8,6235 -8,8552 -9,0309 -9,0896 -8,9827 -8,6928 -8,2478 -7,7167 -7,2006 -6,8132 -6,6378 -6,6838 -6,8827
F3    2,1813 2,1985 2,1512 2,0746 2,0160 1,9730 1,8981 1,7404 1,4705 1,0940 0,6733 0,3312 0,1930 0,3160 0,6744 1,1782 1,6922 2,0704 2,2040 2,0475 1,6189 0,9930 0,2812 -0,4056 -0,9784 -1,3803 -1,6051 -1,6927 -1,6871 -1,6058 -1,4585 -1,2855 -1,1478 -1,0752 -1,0482 -1,0311 -1,0062 -0,9844 -0,9930 -1,0433 -1,1167 -1,1864 -1,2382 -1,2694 -1,2892 -1,3122 -1,3334 -1,3273 -1,2931 -1,2766 -1,3295 -1,4598 -1,6316 -1,8031 -1,9653 -2,1466 -2,3767 -2,6372 -2,8602 -2,9765 -2,9538 -2,7953 -2,5277 -2,1913 -1,8381 -1,5395 -1,3654 -1,3309 -1,3869 -1,4788 -1,5968 -1,7605 -1,9830 -2,2602 -2,5717 -2,8697 -3,0744 -3,1025 -2,9136 -2,5315 -2,0242 -1,4806 -1,0019 -0,6776 -0,5452 -0,5888 -0,7855 -1,1412 -1,6737 -2,3592 -3,0984 -3,7427 -4,1626 -4,3030 -4,1970 -3,9414 -3,6487 -3,3976 -3,2106 -3,0670 -2,9216 -2,7253 -2,4624 -2,1733 -1,9298 -1,7844 -1,7440 -1,7865 -1,8882 -2,0451 -2,2794 -2,6175 -3,0552 -3,5370 -3,9501 -4,1563 -4,0830 -3,7897 -3,4281 -3,1267 -2,9129 -2,7414 -2,5770 -2,4281 -2,3188 -2,2578 -2,2304 -2,2109 -2,1897 -2,1886 -2,2430 -2,3695 -2,5601 -2,8015 -3,0917 -3,4329 -3,8118 -4,2017 -4,5868 -4,9644 -5,3134 -5,5767 -5,6798 -5,5718 -5,2613 -4,8096 -4,2879 -3,7558 -3,2739 -2,9012 -2,6710 -2,5683 -2,5256 -2,4537 -2,2868 -2,0103 -1,6631 -1,3179 -1,0369 -0,8391 -0,6995 -0,5644 -0,3863 -0,1628 0,0775 0,3324 0,6426 1,0347 1,4700 1,8709 2,1882 2,4269 2,6118 2,7517 2,8447 2,8895 2,8781 2,7949 2,6358 2,4285 2,2314 2,0927 2,0071 1,9186 1,7615 1,5074 1,1970 0,9155 0,7286 0,6645 0,7399 0,9511 1,2489 1,5566 1,8021 1,9441 2,0025 2,0628 2,2216 2,5160 2,8998 3,2826 3,6004 3,8570 4,0955 4,3286 4,5044 4,5488 4,4338 4,1964 3,9068 3,6192 3,3394 3,0425 2,7288 2,4531 2,2909 2,2828 2,4126 2,6249 2,8459 2,9994 3,0296 2,9252 2,7118 2,4108 2,0098 1,4815 0,8294 0,1118 -0,5717 -1,1162 -1,4536 -1,5797 -1,5567 -1,4894 -1,4719 -1,5380 -1,6603 -1,7893 -1,8876 -1,9472 -1,9950 -2,0860 -2,2812 -2,6255 -3,1280 -3,7441 -4,3833 -4,9402 -5,3221 -5,4714 -5,3927 -5,1533 -4,8505 -4,5761 -4,3929 -4,3196 -4,3196 -4,3165 -4,2431 -4,0737 -3,8145 -3,4865 -3,1261 -2,7886 -2,5265 -2,3628 -2,2943 -2,3181 -2,4462 -2,6939 -3,0464 -3,4382 -3,7725 -3,9652 -3,9814 -3,8502 -3,6467 -3,4410 -3,2576 -3,0856 -2,9056 -2,6967 -2,4546 -2,2262 -2,0941 -2,1033 -2,2132 -2,3198 -2,3169 -2,1397 -1,7889 -1,3450 -0,9477 -0,7237 -0,7301 -0,9612 -1,3669 -1,8485 -2,2762 -2,5458 -2,6072 -2,4479 -2,0842 -1,5691 -0,9876 -0,4341 0,0179 0,3428 0,5602 0,7013 0,7805 0,7923 0,7169 0,5428 0,3010 0,0695 -0,0702 -0,0867 -0,0136 0,0785 0,1246 0,1060 0,0620 0,0416 0,0368 -0,0224 -0,2053 -0,5158 -0,8801 -1,1782 -1,2933 -1,1649 -0,8154 -0,3271 0,2066 0,7057 1,0976 1,3237 1,3720 1,2933 1,1657 1,0381 0,9133 0,7785 0,6338 0,4912 0,3529 0,2056 0,0439 -0,1049 -0,1974 -0,2205 -0,2092 -0,2211 -0,3002 -0,4452 -0,6032 -0,7038 -0,6975 -0,5757 -0,3765 -0,1560 0,0707 0,3409 0,6873 1,0807 1,4368 1,6680 1,7221 1,5957 1,3240 0,9493 0,5101 0,0503 -0,4022 -0,8644 -1,3713 -1,9054 -2,3624 -2,5975 -2,5150 -2,1078 -1,4330 -0,5908 0,2754 1,0032 1,4729 1,6521 1,5792 1,3140 0,9171 0,4593 0,0109 -0,3899 -0,7531 -1,1131 -1,4863 -1,8464 -2,1452 -2,3581 -2,5033 -2,6196 -2,7415 -2,8812 -3,0173 -3,1090 -3,1280 -3,0696 -2,9437 -2,7673 -2,5614 -2,3518 -2,1791 -2,1027 -2,1747 -2,4041 -2,7537 -3,1636 -3,5799 -3,9675 -4,2891 -4,4812 -4,4858 -4,3090 -4,0272 -3,7390 -3,5135 -3,3640 -3,2750 -3,2457 -3,2861 -3,3797 -3,4780 -3,5368 -3,5557 -3,5805 -3,6615 -3,8136 -4,0108 -4,2074 -4,3659 -4,4789 -4,5636 -4,6346 -4,6796 -4,6556 -4,5184 -4,2659 -3,9544 -3,6713 -3,4910 -3,4621 -3,6220 -3,9782 -4,4602 -4,9305 -5,2723 -5,4620 -5,5509 -5,5898 -5,5924 -5,5666 -5,5421 -5,5419 -5,5511 -5,5393 -5,4995 -5,4523 -5,4245 -5,4341 -5,4899 -5,5925 -5,7321 -5,8943 -6,0722 -6,2716 -6,4981 -6,7421 -6,9841 -7,2147 -7,4376 -7,6596 -7,8886 -8,1416 -8,4456 -8,8179 -9,2353 -9,6145 -9,8389 -9,8300 -9,6010 -9,2386 -8,8491 -8,5278 -8,3540 -8,3803 -8,6033 -8,9493 -9,3083 -9,5985 -9,8023 -9,9349 -9,9933 -9,9574 -9,8307 -9,6411 -9,4117 -9,1681 -8,9589 -8,8370 -8,8270 -8,9166 -9,0637 -9,2124 -9,3180 -9,3727 -9,4084 -9,4630 -9,5357 -9,5756 -9,5081 -9,2749 -8,8695 -8,3393 -7,7394 -7,1017 -6,4697 -5,9295 -5,5591 -5,3661 -5,3150 -5,3912 -5,5971 -5,9026 -6,2348 -6,5108 -6,6627 -6,6390 -6,4192 -6,0535 -5,6721 -5,4231 -5,3918 -5,5753 -5,9141 -6,3322 -6,7580 -7,1392 -7,4475 -7,6673 -7,7809 -7,7711 -7,6432 -7,4485 -7,2800 -7,2329 -7,3441 -7,5595 -7,7766 -7,9192 -7,9581 -7,8851 -7,7002 -7,4190 -7,0793 -6,7400 -6,4622 -6,2846 -6,2131 -6,2319 -6,3139 -6,4209 -6,5030 -6,5134 -6,4369 -6,3146 -6,2291 -6,2433 -6,3551 -6,5223 -6,7074 -6,8851 -7,0428 -7,1905 -7,3473 -7,5132 -7,6615 -7,7481 -7,7218 -7,5415 -7,2011 -6,7409 -6,2343 -5,7724 -5,4493 -5,3262 -5,3953 -5,5794
F7    1,0939 1,2514 1,3552 1,4132 1,4456 1,4446 1,3791 1,2247 0,9774 0,6593 0,3304 0,0921 0,0469 0,2358 0,6152 1,0795 1,4998 1,7665 1,8241 1,6766 1,3684 0,9667 0,5442 0,1588 -0,1550 -0,3862 -0,5517 -0,6842 -0,8005 -0,8854 -0,9177 -0,9087 -0,8961 -0,9005 -0,9110 -0,9106 -0,8983 -0,8920 -0,9148 -0,9726 -1,0485 -1,1236 -1,1902 -1,2471 -1,2951 -1,3291 -1,3239 -1,2481 -1,1064 -0,9521 -0,8483 -0,8263 -0,8796 -0,9873 -1,1401 -1,3503 -1,6292 -1,9480 -2,2359 -2,4216 -2,4660 -2,3668 -2,1570 -1,8931 -1,6335 -1,4277 -1,3083 -1,2747 -1,2964 -1,3445 -1,4149 -1,5213 -1,6784 -1,8879 -2,1301 -2,3612 -2,5206 -2,5489 -2,4110 -2,1088 -1,6798 -1,1922 -0,7395 -0,4136 -0,2633 -0,2859 -0,4657 -0,8105 -1,3416 -2,0441 -2,8323 -3,5665 -4,1078 -4,3728 -4,3627 -4,1515 -3,8425 -3,5199 -3,2272 -2,9718 -2,7320 -2,4717 -2,1778 -1,8832 -1,6469 -1,5141 -1,4966 -1,5847 -1,7604 -2,0050 -2,3086 -2,6680 -3,0669 -3,4592 -3,7627 -3,8830 -3,7791 -3,5138 -3,2197 -3,0030 -2,8781 -2,7937 -2,7056 -2,6088 -2,5181 -2,4443 -2,3908 -2,3542 -2,3305 -2,3230 -2,3394 -2,3855 -2,4660 -2,5903 -2,7748 -3,0367 -3,3744 -3,7608 -4,1587 -4,5297 -4,8248 -4,9857 -4,9608 -4,7234 -4,2903 -3,7228 -3,1035 -2,5148 -2,0330 -1,7161 -1,5834 -1,6009 -1,6813 -1,7194 -1,6466 -1,4581 -1,2023 -0,9481 -0,7456 -0,6069 -0,5074 -0,4007 -0,2502 -0,0657 0,1009 0,2107 0,2809 0,3584 0,4646 0,5865 0,7135 0,8550 1,0164 1,1801 1,3175 1,4038 1,4193 1,3550 1,2203 1,0462 0,8800 0,7607 0,6895 0,6287 0,5312 0,3731 0,1765 -0,0058 -0,1327 -0,1852 -0,1491 -0,0248 0,1536 0,3297 0,4481 0,4752 0,4289 0,3872 0,4416 0,6337 0,9304 1,2574 1,5551 1,8085 2,0296 2,2168 2,3406 2,3698 2,3030 2,1677 1,9984 1,8119 1,5928 1,3154 0,9956 0,7057 0,5277 0,4918 0,5643 0,6799 0,7740 0,7940 0,7089 0,5247 0,2752 -0,0117 -0,3381 -0,7233 -1,1737 -1,6617 -2,1219 -2,4663 -2,6250 -2,5897 -2,4268 -2,2472 -2,1467 -2,1583 -2,2540 -2,3813 -2,4997 -2,6017 -2,7125 -2,8736 -3,1223 -3,4797 -3,9419 -4,4678 -4,9825 -5,3993 -5,6387 -5,6485 -5,4283 -5,0333 -4,5511 -4,0742 -3,6826 -3,4240 -3,2861 -3,2007 -3,0974 -2,9496 -2,7683 -2,5754 -2,3965 -2,2635 -2,2017 -2,2166 -2,2998 -2,4437 -2,6521 -2,9329 -3,2660 -3,5861 -3,8107 -3,8874 -3,8165 -3,6420 -3,4215 -3,1911 -2,9489 -2,6733 -2,3557 -2,0090 -1,6693 -1,4037 -1,2877 -1,3488 -1,5316 -1,7217 -1,8035 -1,7057 -1,4198 -1,0090 -0,5913 -0,2815 -0,1438 -0,1964 -0,4218 -0,7573 -1,1050 -1,3758 -1,5139 -1,4883 -1,2897 -0,9423 -0,5042 -0,0507 0,3540 0,6816 0,9340 1,1159 1,2208 1,2415 1,1764 1,0349 0,8539 0,7008 0,6383 0,6824 0,7931 0,9036 0,9633 0,9705 0,9685 0,9957 1,0339 1,0153 0,8782 0,6172 0,2899 -0,0051 -0,1669 -0,1351 0,0861 0,4369 0,8337 1,1970 1,4642 1,6003 1,6099 1,5364 1,4332 1,3259 1,2050 1,0557 0,8854 0,7156 0,5516 0,3788 0,1910 0,0130 -0,1136 -0,1679 -0,1687 -0,1607 -0,1853 -0,2513 -0,3268 -0,3662 -0,3415 -0,2566 -0,1470 -0,0502 0,0413 0,1823 0,4182 0,7321 1,0513 1,2898 1,3833 1,3051 1,0623 0,6755 0,1759 -0,3835 -0,9466 -1,4874 -2,0032 -2,4699 -2,8170 -2,9565 -2,8373 -2,4647 -1,8812 -1,1600 -0,4148 0,2213 0,6506 0,8488 0,8493 0,7016 0,4538 0,1576 -0,1416 -0,4237 -0,6960 -0,9719 -1,2432 -1,4724 -1,6191 -1,6767 -1,6758 -1,6590 -1,6613 -1,6993 -1,7606 -1,8095 -1,8103 -1,7429 -1,6063 -1,4183 -1,2097 -1,0101 -0,8474 -0,7591 -0,7845 -0,9403 -1,2103 -1,5559 -1,9326 -2,3005 -2,6121 -2,7998 -2,8100 -2,6564 -2,4180 -2,1836 -2,0002 -1,8631 -1,7571 -1,6968 -1,7103 -1,7938 -1,9004 -1,9742 -1,9943 -1,9872 -1,9963 -2,0487 -2,1444 -2,2648 -2,3870 -2,4961 -2,5860 -2,6491 -2,6671 -2,6100 -2,4548 -2,2146 -1,9455 -1,7157 -1,5705 -1,5317 -1,6185 -1,8365 -2,1421 -2,4498 -2,6939 -2,8722 -3,0254 -3,1782 -3,3151 -3,4132 -3,4727 -3,4983 -3,4755 -3,3914 -3,2643 -3,1366 -3,0433 -2,9916 -2,9735 -2,9852 -3,0299 -3,1090 -3,2212 -3,3695 -3,5555 -3,7665 -3,9772 -4,1699 -4,3458 -4,5183 -4,7037 -4,9174 -5,1712 -5,4665 -5,7788 -6,0431 -6,1687 -6,0961 -5,8458 -5,5048 -5,1738 -4,9349 -4,8514 -4,9612 -5,2505 -5,6405 -6,0204 -6,3071 -6,4817 -6,5676 -6,5810 -6,5181 -6,3829 -6,1971 -5,9834 -5,7653 -5,5757 -5,4477 -5,4029 -5,4433 -5,5444 -5,6598 -5,7437 -5,7747 -5,7678 -5,7570 -5,7576 -5,7405 -5,6433 -5,4111 -5,0434 -4,5981 -4,1386 -3,6936 -3,2853 -2,9624 -2,7684 -2,7005 -2,7328 -2,8591 -3,0776 -3,3522 -3,6153 -3,8022 -3,8664 -3,7733 -3,5136 -3,1407 -2,7704 -2,5220 -2,4563 -2,5659 -2,8091 -3,1389 -3,5118 -3,8838 -4,2058 -4,4244 -4,4991 -4,4261 -4,2474 -4,0384 -3,8856 -3,8583 -3,9788 -4,2089 -4,4774 -4,7236 -4,9098 -5,0107 -5,0107 -4,9092 -4,7270 -4,5050 -4,2899 -4,1128 -3,9824 -3,8970 -3,8552 -3,8465 -3,8406 -3,8012 -3,7194 -3,6336 -3,6053 -3,6671 -3,7984 -3,9559 -4,1057 -4,2259 -4,3051 -4,3493 -4,3758 -4,3959 -4,4039 -4,3729 -4,2629 -4,0433 -3,7174 -3,3266 -2,9346 -2,6131 -2,4344 -2,4499 -2,6549 -2,9752
