Fp1   -1,1189 -1,2438 -1,3231 -1,3618 -1,3720 -1,3596 -1,3332 -1,3090 -1,3022 -1,3104 -1,3073 -1,2645 -1,1885 -1,1294 -1,1479 -1,2792 -1,5143 -1,7971 -2,0449 -2,1891 -2,2016 -2,0894 -1,8804 -1,6148 -1,3426 -1,1142 -0,9600 -0,8784 -0,8448 -0,8256 -0,7789 -0,6609 -0,4390 -0,1021 0,3319 0,8165 1,2953 1,7250 2,0872 2,3894 2,6578 2,9219 3,1980 3,4781 3,7325 3,9189 3,9910 3,9173 3,7131 3,4552 3,2539 3,1955 3,2931 3,4890 3,7016 3,8702 3,9694 4,0023 3,9921 3,9781 4,0029 4,0875 4,2168 4,3525 4,4651 4,5520 4,6297 4,7102 4,7871 4,8431 4,8611 4,8302 4,7494 4,6258 4,4684 4,2922 4,1344 4,0477 4,0639 4,1670 4,3026 4,4138 4,4712 4,4736 4,4289 4,3438 4,2270 4,0969 3,9879 3,9506 4,0349 4,2589 4,5889 4,9478 5,2487 5,4337 5,4962 5,4795 5,4549 5,4896 5,6232 5,8577 6,1512 6,4236 6,5917 6,6179 6,5271 6,3773 6,2174 6,0559 5,8551 5,5601 5,1449 4,6312 4,0783 3,5633 3,1514 2,8630 2,6652 2,4974 2,3052 2,0522 1,7170 1,2984 0,8247 0,3514 -0,0504 -0,3167 -0,4187 -0,3731 -0,2217 -0,0030 0,2514 0,5011 0,6987 0,8087 0,8173 0,7287 0,5603 0,3403 0,1075 -0,0940 -0,2279 -0,2703 -0,2115 -0,0615 0,1500 0,3814 0,5865 0,7270 0,7907 0,7987 0,7912 0,8055 0,8616 0,9604 1,0907 1,2427 1,4162 1,6195 1,8654 2,1568 2,4692 2,7555 2,9783 3,1356 3,2490 3,3362 3,4083 3,4817 3,5734 3,6813 3,7822 3,8515 3,8869 3,9095 3,9387 3,9718 3,9920 3,9834 3,9375 3,8583 3,7612 3,6594 3,5478 3,4025 3,1968 2,9167 2,5663 2,1680 1,7604 1,3873 1,0785 0,8306 0,6172 0,4238 0,2657 0,1703 0,1490 0,1851 0,2429 0,2891 0,3191 0,3641 0,4607 0,6157 0,8184 1,0689 1,3687 1,6952 2,0077 2,2710 2,4584 2,5462 2,5238 2,4071 2,2343 2,0554 1,9270 1,9065 2,0339 2,3113 2,6937 3,0955 3,4219 3,6040 3,6118 3,4503 3,1599 2,8186 2,5330 2,4068 2,4992 2,8016 3,2431 3,7228 4,1530 4,4844 4,7035 4,8105 4,8013 4,6703 4,4280 4,1085 3,7562 3,4049 3,0726 2,7766 2,5395 2,3713 2,2552 2,1522 2,0163 1,8151 1,5494 1,2530 0,9714 0,7384 0,5685 0,4551 0,3734 0,2943 0,2006 0,0876 -0,0468 -0,2034 -0,3716 -0,5249 -0,6304 -0,6575 -0,5834 -0,3995 -0,1207 0,2066 0,5129 0,7318 0,8270 0,8086 0,7310 0,6644 0,6523 0,6856 0,7163 0,7024 0,6344 0,5291 0,4153 0,3214 0,2646 0,2529 0,2876 0,3487 0,3913 0,3654 0,2385 0,0069 -0,3038 -0,6513 -0,9916 -1,2904 -1,5252 -1,6772 -1,7228 -1,6439 -1,4488 -1,1729 -0,8607 -0,5515 -0,2732 -0,0344 0,1809 0,4013 0,6426 0,8990 1,1550 1,3858 1,5481 1,5911 1,4947 1,2957 1,0636 0,8529 0,6826 0,5518 0,4602 0,4181 0,4472 0,5743 0,8185 1,1805 1,6397 2,1577 2,6838 3,1559 3,5015 3,6520 3,5696 3,2689 2,8173 2,3192 1,8909 1,6327 1,6030 1,8042 2,1932 2,7021 3,2483 3,7487 4,1456 4,4235 4,6005 4,7008 4,7276 4,6641 4,5022 4,2650 3,9985 3,7523 3,5740 3,5060 3,5719 3,7592 4,0188 4,2856 4,5059 4,6506 4,7156 4,7208 4,7070 4,7181 4,7735 4,8613 4,9583 5,0506 5,1288 5,1765 5,1789 5,1427 5,1011 5,0935 5,1449 5,2666 5,4652 5,7411 6,0782 6,4462 6,8138 7,1556 7,4537 7,7043 7,9200 8,1136 8,2824 8,4148 8,4985 8,5183 8,4547 8,2965 8,0610 7,8002 7,5755 7,4216 7,3406 7,3263 7,3823 7,5142 7,7129 7,9504 8,1896 8,3970 8,5500 8,6356 8,6429 8,5579 8,3745 8,1088 7,7952 7,4678 7,1465 6,8434 6,5778 6,3798 6,2753 6,2660 6,3289 6,4370 6,5829 6,7796 7,0416 7,3615 7,6999 8,0026 8,2324 8,3876 8,4914 8,5680 8,6299 8,6818 8,7255 8,7534 8,7468 8,6926 8,5919 8,4493 8,2693 8,0651 7,8611 7,6879 7,5767 7,5498 7,6050 7,7072 7,7987 7,8233 7,7498 7,5770 7,3256 7,0326 6,7493 6,5308 6,4240 6,4609 6,6493 6,9658 7,3579 7,7621 8,1277 8,4249 8,6403 8,7810 8,8876 9,0284 9,2589 9,5744 9,9029 10,1440 10,2224 10,1174 9,8539 9,4725 9,0058 8,4742 7,8959 7,2973 6,7115 6,1623 5,6473 5,1444 4,6379 4,1362 3,6652 3,2451 2,8771 2,5567 2,2860 2,0668 1,8839 1,7076 1,5105 1,2867 1,0598 0,8701 0,7500 0,7086 0,7426 0,8538 1,0513 1,3390 1,7063 2,1275 2,5636 2,9604 3,2548 3,3962 3,3728 3,2178 2,9860 2,7254 2,4704 2,2501 2,0876 1,9891 1,9372 1,8955 1,8227 1,6987 1,5411 1,3914 1,2881 1,2558 1,3086 1,4464 1,6499 1,8877 2,1302 2,3655 2,6075 2,8849 3,2229 3,6311 4,0915 4,5560 4,9625 5,2602 5,4253 5,4585 5,3703 5,1710 4,8775 4,5188 4,1294 3,7415 3,3828 3,0744 2,8332 2,6724 2,5913 2,5653 2,5499 2,4981 2,3775 2,1845 1,9465 1,7055 1,4941 1,3301 1,2257 1,1918 1,2284 1,3164 1,4193 1,5016 1,5481 1,5660 1,5668 1,5535 1,5258 1,4870 1,4425 1,3956 1,3421 1,2654 1,1454 0,9766 0,7684 0,5288 0,2582 -0,0355 -0,3233 -0,5563 -0,6872 -0,7005 -0,6299 -0,5359 -0,4660 -0,4355 -0,4274 -0,3956 -0,2843 -0,0734
Fz    -1,4889 -1,6062 -1,6987 -1,7742 -1,8442 -1,9112 -1,9759 -2,0433 -2,1176 -2,1910 -2,2401 -2,2438 -2,2123 -2,1929 -2,2401 -2,3837 -2,6133 -2,8755 -3,0886 -3,1772 -3,0999 -2,8540 -2,4692 -2,0021 -1,5283 -1,1217 -0,8256 -0,6351 -0,5089 -0,3960 -0,2509 -0,0423 0,2421 0,5979 1,0066 1,4361 1,8537 2,2443 2,6134 2,9746 3,3410 3,7225 4,1200 4,5150 4,8719 5,1485 5,3057 5,3239 5,2301 5,1055 5,0515 5,1308 5,3289 5,5666 5,7548 5,8415 5,8253 5,7422 5,6421 5,5718 5,5669 5,6413 5,7751 5,9224 6,0410 6,1182 6,1673 6,2058 6,2404 6,2663 6,2685 6,2257 6,1166 5,9290 5,6669 5,3594 5,0673 4,8634 4,7934 4,8519 4,9936 5,1631 5,3176 5,4301 5,4806 5,4545 5,3545 5,2134 5,0962 5,0845 5,2425 5,5800 6,0371 6,5043 6,8694 7,0654 7,0961 7,0273 6,9530 6,9557 7,0835 7,3405 7,6793 8,0098 8,2437 8,3448 8,3399 8,2856 8,2271 8,1704 8,0755 7,8854 7,5685 7,1376 6,6410 6,1439 5,7026 5,3406 5,0407 4,7627 4,4679 4,1298 3,7322 3,2731 2,7734 2,2763 1,8373 1,5069 1,3136 1,2575 1,3201 1,4765 1,6934 1,9197 2,0966 2,1820 2,1603 2,0374 1,8343 1,5803 1,3087 1,0551 0,8548 0,7370 0,7146 0,7746 0,8841 1,0046 1,1039 1,1662 1,2007 1,2404 1,3270 1,4879 1,7223 2,0050 2,3022 2,5902 2,8598 3,1110 3,3512 3,5908 3,8296 4,0505 4,2356 4,3827 4,5000 4,5931 4,6683 4,7445 4,8528 5,0163 5,2280 5,4515 5,6456 5,7878 5,8728 5,9004 5,8733 5,8013 5,6997 5,5865 5,4748 5,3635 5,2346 5,0646 4,8399 4,5634 4,2540 3,9445 3,6768 3,4903 3,4015 3,3848 3,3790 3,3199 3,1720 2,9431 2,6767 2,4186 2,1927 2,0082 1,8832 1,8501 1,9337 2,1340 2,4456 2,8774 3,4305 4,0647 4,6998 5,2456 5,6328 5,8293 5,8378 5,6748 5,3555 4,9133 4,4286 4,0212 3,8030 3,8272 4,0649 4,4218 4,7830 5,0580 5,1922 5,1647 4,9941 4,7445 4,5116 4,3929 4,4553 4,7125 5,1126 5,5585 5,9562 6,2508 6,4283 6,4940 6,4510 6,3008 6,0560 5,7405 5,3798 4,9976 4,6202 4,2775 3,9947 3,7767 3,6048 3,4468 3,2712 3,0556 2,7938 2,4992 2,1998 1,9325 1,7346 1,6249 1,5874 1,5819 1,5686 1,5201 1,4184 1,2599 1,0730 0,9173 0,8503 0,9008 1,0705 1,3441 1,6915 2,0615 2,3846 2,5946 2,6562 2,5819 2,4297 2,2778 2,1795 2,1293 2,0735 1,9626 1,7875 1,5734 1,3574 1,1721 1,0380 0,9681 0,9636 0,9972 1,0103 0,9376 0,7352 0,3980 -0,0382 -0,5108 -0,9556 -1,3296 -1,6143 -1,7998 -1,8698 -1,8075 -1,6174 -1,3341 -1,0085 -0,6898 -0,4129 -0,1904 -0,0118 0,1454 0,2998 0,4588 0,6158 0,7467 0,8111 0,7699 0,6165 0,3945 0,1750 0,0126 -0,0776 -0,1106 -0,1082 -0,0792 -0,0116 0,1199 0,3433 0,6806 1,1373 1,6868 2,2630 2,7733 3,1300 3,2759 3,1992 2,9358 2,5630 2,1827 1,8980 1,7917 1,9092 2,2445 2,7431 3,3212 3,8850 4,3520 4,6762 4,8606 4,9421 4,9594 4,9231 4,8167 4,6277 4,3715 4,0846 3,8085 3,5887 3,4749 3,5057 3,6868 3,9804 4,3175 4,6284 4,8700 5,0344 5,1375 5,2078 5,2767 5,3642 5,4675 5,5676 5,6469 5,6989 5,7253 5,7318 5,7301 5,7389 5,7785 5,8655 6,0143 6,2335 6,5117 6,8144 7,1034 7,3611 7,5934 7,8183 8,0574 8,3302 8,6382 8,9551 9,2395 9,4510 9,5555 9,5273 9,3594 9,0813 8,7643 8,4896 8,3060 8,2216 8,2284 8,3216 8,4936 8,7215 8,9679 9,1925 9,3611 9,4493 9,4455 9,3498 9,1657 8,8996 8,5680 8,2015 7,8328 7,4792 7,1416 6,8236 6,5482 6,3502 6,2503 6,2398 6,2955 6,4034 6,5663 6,7962 7,1018 7,4740 7,8810 8,2828 8,6452 8,9396 9,1395 9,2298 9,2209 9,1415 9,0119 8,8305 8,5922 8,3068 7,9938 7,6723 7,3609 7,0770 6,8362 6,6561 6,5545 6,5406 6,6035 6,7091 6,8135 6,8806 6,8873 6,8229 6,6956 6,5419 6,4188 6,3865 6,4922 6,7546 7,1505 7,6181 8,0814 8,4825 8,7951 9,0146 9,1540 9,2532 9,3776 9,5819 9,8650 10,1567 10,3580 10,3989 10,2667 9,9922 9,6204 9,1930 8,7388 8,2671 7,7737 7,2542 6,7087 6,1333 5,5213 4,8844 4,2662 3,7190 3,2649 2,8889 2,5679 2,2944 2,0698 1,8863 1,7222 1,5558 1,3889 1,2594 1,2204 1,2999 1,4805 1,7163 1,9661 2,2091 2,4382 2,6491 2,8401 3,0101 3,1448 3,2115 3,1803 3,0479 2,8409 2,5970 2,3479 2,1201 1,9424 1,8403 1,8171 1,8477 1,8863 1,8823 1,8040 1,6577 1,4836 1,3342 1,2538 1,2695 1,3877 1,5946 1,8624 2,1611 2,4727 2,7997 3,1562 3,5503 3,9769 4,4165 4,8343 5,1862 5,4342 5,5584 5,5606 5,4593 5,2808 5,0575 4,8233 4,6034 4,4073 4,2306 4,0628 3,8978 3,7392 3,5924 3,4535 3,3052 3,1209 2,8781 2,5740 2,2326 1,8891 1,5652 1,2649 0,9961 0,7847 0,6607 0,6302 0,6665 0,7310 0,7986 0,8637 0,9218 0,9591 0,9637 0,9371 0,8884 0,8255 0,7512 0,6594 0,5390 0,3865 0,2063 -0,0056 -0,2604 -0,5536 -0,8500 -1,0912 -1,2227 -1,2260 -1,1295 -0,9849 -0,8353 -0,7021 -0,5793 -0,4283 -0,1908 0,1695
F3    -1,5597 -1,6344 -1,6908 -1,7376 -1,7786 -1,8079 -1,8240 -1,8340 -1,8417 -1,8399 -1,8159 -1,7658 -1,7071 -1,6717 -1,6843 -1,7512 -1,8636 -2,0004 -2,1361 -2,2504 -2,3286 -2,3602 -2,3437 -2,2870 -2,1957 -2,0627 -1,8691 -1,6018 -1,2762 -0,9303 -0,5912 -0,2586 0,0873 0,4718 0,9109 1,3940 1,8838 2,3344 2,7166 3,0302 3,2980 3,5503 3,8135 4,1014 4,4093 4,7052 4,9262 5,0051 4,9227 4,7393 4,5698 4,5136 4,5891 4,7293 4,8430 4,8810 4,8575 4,8239 4,8327 4,9224 5,1142 5,3990 5,7313 6,0510 6,3161 6,5162 6,6560 6,7312 6,7259 6,6270 6,4351 6,1684 5,8625 5,5589 5,2856 5,0567 4,8928 4,8250 4,8688 5,0028 5,1768 5,3385 5,4586 5,5330 5,5689 5,5778 5,5828 5,6195 5,7241 5,9216 6,2162 6,5798 6,9513 7,2538 7,4225 7,4317 7,3033 7,0971 6,8916 6,7660 6,7811 6,9586 7,2639 7,6111 7,9036 8,0905 8,1921 8,2728 8,3797 8,4945 8,5351 8,4072 8,0649 7,5329 6,8884 6,2302 5,6436 5,1718 4,8062 4,5051 4,2219 3,9165 3,5569 3,1290 2,6475 2,1567 1,7207 1,4034 1,2377 1,2109 1,2834 1,4222 1,6072 1,8144 2,0111 2,1690 2,2684 2,2926 2,2302 2,0835 1,8713 1,6240 1,3795 1,1796 1,0574 1,0202 1,0448 1,0906 1,1150 1,0893 1,0149 0,9249 0,8669 0,8812 0,9926 1,2062 1,5063 1,8649 2,2518 2,6409 3,0161 3,3678 3,6810 3,9388 4,1432 4,3195 4,4900 4,6559 4,8145 4,9787 5,1663 5,3704 5,5549 5,6874 5,7742 5,8517 5,9401 6,0156 6,0288 5,9447 5,7678 5,5367 5,2953 5,0697 4,8654 4,6741 4,4790 4,2608 4,0059 3,7121 3,3935 3,0809 2,8081 2,5852 2,3919 2,2019 2,0145 1,8620 1,7808 1,7695 1,7793 1,7522 1,6766 1,6089 1,6291 1,7797 2,0654 2,4884 3,0457 3,6965 4,3552 4,9228 5,3183 5,4893 5,4189 5,1275 4,6578 4,0752 3,4845 3,0165 2,7790 2,8117 3,0698 3,4485 3,8430 4,1900 4,4555 4,6147 4,6612 4,6224 4,5594 4,5478 4,6448 4,8653 5,1834 5,5540 5,9323 6,2766 6,5361 6,6411 6,5195 6,1473 5,5891 4,9680 4,3977 3,9544 3,6891 3,6319 3,7727 4,0394 4,3140 4,4860 4,4940 4,3312 4,0307 3,6465 3,2335 2,8380 2,4967 2,2301 2,0335 1,8827 1,7499 1,6167 1,4756 1,3289 1,1952 1,1061 1,0875 1,1501 1,3016 1,5529 1,9029 2,3114 2,6984 2,9781 3,1004 3,0726 2,9562 2,8378 2,7826 2,7986 2,8433 2,8624 2,8212 2,7145 2,5677 2,4193 2,2958 2,2090 2,1581 2,1171 2,0340 1,8554 1,5547 1,1465 0,6864 0,2493 -0,1070 -0,3655 -0,5402 -0,6404 -0,6442 -0,5102 -0,2192 0,2019 0,6933 1,1869 1,6238 1,9691 2,2227 2,4069 2,5440 2,6537 2,7617 2,8842 2,9956 3,0345 2,9610 2,8001 2,6212 2,4786 2,3819 2,3188 2,2863 2,2980 2,3796 2,5689 2,9066 3,4072 4,0355 4,7118 5,3299 5,7733 5,9401 5,7784 5,3135 4,6451 3,9178 3,2828 2,8619 2,7265 2,8925 3,3246 3,9558 4,7047 5,4748 6,1615 6,6880 7,0343 7,2300 7,3192 7,3272 7,2532 7,0912 6,8496 6,5536 6,2439 5,9756 5,8052 5,7673 5,8583 6,0394 6,2614 6,4905 6,7146 6,9315 7,1388 7,3322 7,5047 7,6436 7,7315 7,7599 7,7385 7,6837 7,6020 7,4952 7,3839 7,3187 7,3560 7,5227 7,8025 8,1517 8,5215 8,8702 9,1704 9,4130 9,6016 9,7491 9,8868 10,0618 10,3059 10,6129 10,9463 11,2528 11,4634 11,5015 11,3174 10,9258 10,4115 9,8967 9,4887 9,2466 9,1861 9,2976 9,5495 9,8796 10,2050 10,4569 10,6086 10,6739 10,6778 10,6245 10,4907 10,2521 9,9169 9,5339 9,1659 8,8528 8,6016 8,4098 8,2902 8,2657 8,3404 8,4864 8,6631 8,8483 9,0488 9,2886 9,5836 9,9178 10,2484 10,5334 10,7495 10,8845 10,9260 10,8721 10,7529 10,6201 10,5053 10,4012 10,2862 10,1515 10,0031 9,8528 9,7084 9,5721 9,4493 9,3536 9,2963 9,2769 9,2822 9,2936 9,2981 9,2929 9,2741 9,2233 9,1135 8,9322 8,7015 8,4821 8,3533 8,3750 8,5619 8,8844 9,2835 9,6917 10,0531 10,3346 10,5390 10,7152 10,9448 11,2915 11,7460 12,2201 12,5968 12,7927 12,7818 12,5756 12,2002 11,6935 11,1048 10,4827 9,8622 9,2605 8,6729 8,0699 7,4159 6,7064 5,9849 5,3188 4,7593 4,3259 4,0186 3,8316 3,7503 3,7392 3,7416 3,6991 3,5813 3,4027 3,2084 3,0442 2,9386 2,9089 2,9735 3,1487 3,4330 3,8001 4,2084 4,6141 4,9659 5,2020 5,2729 5,1767 4,9647 4,7082 4,4591 4,2464 4,0977 4,0415 4,0839 4,1919 4,3047 4,3652 4,3548 4,3045 4,2589 4,2335 4,2108 4,1708 4,1088 4,0304 3,9447 3,8685 3,8331 3,8800 4,0429 4,3387 4,7694 5,3114 5,9000 6,4408 6,8448 7,0596 7,0772 6,9253 6,6547 6,3265 5,9938 5,6838 5,3992 5,1332 4,8852 4,6734 4,5308 4,4806 4,5080 4,5578 4,5642 4,4845 4,3127 4,0711 3,7918 3,5050 3,2407 3,0323 2,9075 2,8736 2,9065 2,9561 2,9720 2,9331 2,8584 2,7862 2,7408 2,7221 2,7213 2,7356 2,7628 2,7843 2,7614 2,6597 2,4791 2,2534 2,0147 1,7675 1,5001 1,2167 0,9537 0,7655 0,6852 0,6966 0,7519 0,8153 0,8874 1,0064 1,2352 1,6225 2,1500
F7    -0,2465 -0,5296 -0,7457 -0,8932 -0,9983 -1,0883 -1,1744 -1,2504 -1,2977 -1,2861 -1,1743 -0,9349 -0,5986 -0,2641 -0,0490 -0,0252 -0,1854 -0,4515 -0,7184 -0,9059 -0,9838 -0,9612 -0,8672 -0,7392 -0,6198 -0,5567 -0,5918 -0,7396 -0,9761 -1,2426 -1,4593 -1,5489 -1,4576 -1,1690 -0,7153 -0,1730 0,3728 0,8659 1,2914 1,6669 2,0168 2,3449 2,6260 2,8230 2,9109 2,8887 2,7708 2,5772 2,3416 2,1218 1,9897 1,9957 2,1353 2,3519 2,5732 2,7393 2,8070 2,7518 2,5814 2,3480 2,1335 2,0050 1,9785 2,0242 2,1022 2,1943 2,3092 2,4608 2,6420 2,8202 2,9576 3,0358 3,0631 3,0535 3,0009 2,8922 2,7462 2,6131 2,5276 2,4756 2,4083 2,2870 2,1186 1,9530 1,8505 1,8488 1,9473 2,1148 2,3210 2,5687 2,8866 3,2871 3,7335 4,1467 4,4453 4,5867 4,5821 4,4849 4,3686 4,3010 4,3222 4,4333 4,5937 4,7306 4,7694 4,6741 4,4600 4,1718 3,8555 3,5342 3,2012 2,8469 2,4917 2,1732 1,9108 1,6974 1,5114 1,3220 1,0967 0,8197 0,4988 0,1456 -0,2385 -0,6439 -1,0307 -1,3345 -1,4909 -1,4658 -1,2802 -1,0055 -0,7212 -0,4818 -0,3257 -0,2903 -0,3936 -0,6125 -0,8913 -1,1696 -1,4085 -1,6022 -1,7613 -1,8868 -1,9578 -1,9355 -1,7845 -1,5036 -1,1341 -0,7385 -0,3760 -0,0880 0,1100 0,2247 0,2734 0,2779 0,2663 0,2673 0,2981 0,3628 0,4622 0,6052 0,8156 1,1125 1,4765 1,8426 2,1364 2,3126 2,3610 2,2935 2,1394 1,9469 1,7692 1,6465 1,6016 1,6449 1,7824 2,0156 2,3252 2,6591 2,9439 3,1082 3,1072 2,9436 2,6668 2,3436 2,0142 1,6688 1,2710 0,8050 0,3011 -0,1751 -0,5563 -0,8083 -0,9492 -1,0430 -1,1650 -1,3477 -1,5570 -1,7273 -1,8070 -1,7729 -1,6335 -1,4318 -1,2244 -1,0509 -0,9286 -0,8612 -0,8320 -0,8048 -0,7586 -0,7150 -0,7146 -0,7741 -0,8786 -1,0032 -1,1163 -1,1706 -1,1185 -0,9508 -0,7033 -0,4154 -0,0949 0,2644 0,6479 1,0100 1,2874 1,4185 1,3595 1,0953 0,6473 0,0900 -0,4425 -0,8007 -0,8863 -0,6882 -0,2801 0,2109 0,6611 1,0049 1,2533 1,4722 1,7229 1,9955 2,2059 2,2706 2,1674 1,9199 1,5646 1,1542 0,7604 0,4471 0,2407 0,1150 0,0015 -0,1681 -0,4144 -0,6996 -0,9630 -1,1632 -1,2904 -1,3627 -1,4220 -1,5083 -1,6279 -1,7562 -1,8677 -1,9528 -2,0108 -2,0399 -2,0383 -2,0099 -1,9603 -1,8890 -1,8019 -1,7324 -1,7319 -1,8298 -1,9967 -2,1397 -2,1500 -1,9739 -1,6483 -1,2787 -0,9812 -0,8231 -0,8065 -0,8954 -1,0409 -1,1967 -1,3353 -1,4480 -1,5347 -1,6065 -1,6881 -1,8060 -1,9803 -2,2213 -2,5198 -2,8505 -3,1890 -3,5209 -3,8318 -4,0851 -4,2149 -4,1583 -3,8975 -3,4697 -2,9454 -2,4073 -1,9338 -1,5780 -1,3481 -1,2127 -1,1311 -1,0688 -0,9968 -0,9023 -0,8079 -0,7624 -0,8011 -0,9130 -1,0589 -1,2192 -1,4039 -1,6208 -1,8494 -2,0419 -2,1378 -2,0801 -1,8333 -1,4065 -0,8602 -0,2806 0,2647 0,7458 1,1427 1,4117 1,4941 1,3549 1,0093 0,5236 -0,0011 -0,4584 -0,7708 -0,9033 -0,8466 -0,6120 -0,2511 0,1464 0,4932 0,7451 0,9021 0,9794 0,9814 0,9115 0,7963 0,6918 0,6591 0,7308 0,8942 1,1083 1,3359 1,5565 1,7545 1,9103 2,0076 2,0375 1,9959 1,8929 1,7649 1,6600 1,6045 1,5914 1,6017 1,6226 1,6399 1,6344 1,6029 1,5719 1,5792 1,6475 1,7826 1,9896 2,2803 2,6601 3,1084 3,5775 4,0148 4,3817 4,6573 4,8468 4,9865 5,1196 5,2636 5,4041 5,5089 5,5403 5,4686 5,2873 5,0249 4,7436 4,5134 4,3790 4,3578 4,4598 4,6928 5,0467 5,4830 5,9388 6,3369 6,5974 6,6635 6,5255 6,2185 5,7994 5,3367 4,9030 4,5474 4,2679 4,0228 3,7768 3,5378 3,3540 3,2763 3,3215 3,4684 3,6810 3,9347 4,2242 4,5492 4,8903 5,2014 5,4342 5,5697 5,6309 5,6687 5,7267 5,8155 5,9172 6,0063 6,0593 6,0625 6,0280 5,9904 5,9751 5,9809 5,9906 5,9868 5,9625 5,9279 5,9047 5,9022 5,8957 5,8332 5,6697 5,3972 5,0486 4,6816 4,3596 4,1374 4,0434 4,0712 4,1885 4,3591 4,5581 4,7779 5,0263 5,3217 5,6728 6,0564 6,4243 6,7399 7,0069 7,2561 7,5073 7,7486 7,9493 8,0836 8,1386 8,1034 7,9600 7,6879 7,2777 6,7442 6,1290 5,4860 4,8523 4,2285 3,5931 2,9362 2,2783 1,6599 1,1167 0,6647 0,3074 0,0477 -0,1165 -0,2057 -0,2554 -0,3000 -0,3600 -0,4372 -0,5173 -0,5736 -0,5722 -0,4783 -0,2676 0,0624 0,4910 0,9784 1,4684 1,9004 2,2233 2,3970 2,3938 2,2199 1,9265 1,5883 1,2727 1,0297 0,8889 0,8489 0,8711 0,8963 0,8725 0,7771 0,6292 0,4818 0,3892 0,3771 0,4432 0,5751 0,7577 0,9722 1,1984 1,4187 1,6267 1,8329 2,0546 2,3041 2,5854 2,8898 3,1932 3,4636 3,6754 3,8215 3,9141 3,9667 3,9756 3,9221 3,7872 3,5633 3,2596 2,9023 2,5324 2,2017 1,9553 1,8052 1,7251 1,6750 1,6264 1,5620 1,4696 1,3527 1,2382 1,1610 1,1445 1,1934 1,3020 1,4617 1,6565 1,8572 2,0294 2,1447 2,1869 2,1513 2,0475 1,9031 1,7556 1,6337 1,5425 1,4538 1,3120 1,0671 0,7146 0,2994 -0,1135 -0,4652 -0,7099 -0,8126 -0,7543 -0,5500 -0,2590 0,0329 0,2530 0,3702 0,3907 0,3404 0,2592 0,1947 0,1698
