Fp1   -1,0337 -0,9710 -0,9055 -0,8292 -0,7366 -0,6236 -0,4854 -0,3170 -0,1141 0,1223 0,3791 0,6282 0,8355 0,9758 1,0433 1,0536 1,0368 1,0234 1,0327 1,0730 1,1478 1,2626 1,4234 1,6288 1,8676 2,1252 2,3830 2,6094 2,7577 2,7788 2,6380 2,3305 1,8828 1,3377 0,7383 0,1233 -0,4733 -1,0207 -1,4915 -1,8683 -2,1528 -2,3634 -2,5228 -2,6487 -2,7536 -2,8477 -2,9349 -3,0092 -3,0589 -3,0767 -3,0646 -3,0365 -3,0160 -3,0264 -3,0723 -3,1334 -3,1748 -3,1689 -3,1107 -3,0114 -2,8776 -2,7030 -2,4799 -2,2145 -1,9297 -1,6552 -1,4143 -1,2163 -1,0593 -0,9422 -0,8765 -0,8866 -0,9974 -1,2107 -1,4876 -1,7567 -1,9484 -2,0243 -1,9862 -1,8641 -1,6991 -1,5261 -1,3644 -1,2174 -1,0756 -0,9187 -0,7220 -0,4661 -0,1458 0,2256 0,6213 1,0120 1,3720 1,6807 1,9265 2,1103 2,2411 2,3286 2,3838 2,4223 2,4611 2,5124 2,5797 2,6587 2,7407 2,8162 2,8783 2,9237 2,9481 2,9401 2,8827 2,7619 2,5717 2,3173 2,0174 1,7058 1,4265 1,2225 1,1206 1,1256 1,2242 1,3920 1,6040 1,8473 2,1226 2,4348 2,7838 3,1631 3,5635 3,9813 4,4193 4,8819 5,3744 5,9046 6,4803 7,1058 7,7809 8,4976 9,2337 9,9532 10,6138 11,1734 11,6003 11,8854 12,0456 12,1086 12,0947 12,0123 11,8699 11,6821 11,4625 11,2122 10,9182 10,5635 10,1403 9,6590 9,1450 8,6298 8,1423 7,7060 7,3357 7,0333 6,7900 6,5973 6,4557 6,3715 6,3472 6,3764 6,4426 6,5253 6,6145 6,7159 6,8406 6,9913 7,1630 7,3552 7,5761 7,8312 8,1054 8,3634 8,5722 8,7202 8,8142 8,8644 8,8743 8,8424 8,7721 8,6794 8,5857 8,5030 8,4275 8,3446 8,2379 8,0964 7,9166 7,7001 7,4529 7,1834 6,8948 6,5782 6,2228 5,8325 5,4253 5,0186 4,6213 4,2403 3,8857 3,5698 3,3045 3,0946 2,9296 2,7850 2,6371 2,4788 2,3236 2,1936 2,1043 2,0560 2,0344 2,0156 1,9741 1,8927 1,7667 1,6046 1,4237 1,2432 1,0764 0,9297 0,8078 0,7156 0,6500 0,5936 0,5209 0,4128 0,2672 0,1000 -0,0607 -0,1782 -0,2144 -0,1440 0,0338 0,2973 0,6094 0,9248 1,2004 1,4067 1,5308 1,5737 1,5478 1,4714 1,3638 1,2427 1,1241 1,0232 0,9550 0,9334 0,9684 1,0644 1,2159 1,4033 1,5953 1,7557 1,8518 1,8664 1,8055 1,6932 1,5589 1,4244 1,2981 1,1766 1,0567 0,9462 0,8600 0,8036 0,7671 0,7352 0,6977 0,6524 0,6028 0,5575 0,5308 0,5398 0,5950 0,6885 0,7944 0,8862 0,9578 1,0294 1,1334 1,2920 1,5052 1,7535 2,0070 2,2355 2,4150 2,5301 2,5744 2,5541 2,4891 2,4118 2,3573 2,3520 2,4050 2,5082 2,6468 2,8091 2,9870 3,1722 3,3562 3,5372 3,7201 3,9078 4,0894 4,2389 4,3223 4,3083 4,1764 3,9245 3,5776 3,1843 2,7966 2,4503 2,1606 1,9243 1,7201 1,5156 1,2843 1,0180 0,7280 0,4372 0,1716 -0,0415 -0,1752 -0,2145 -0,1646 -0,0456 0,1230 0,3340 0,5934 0,9099 1,2850 1,7087 2,1543 2,5776 2,9267 3,1594 3,2588 3,2385 3,1287 2,9585 2,7503 2,5252 2,3014 2,0863 1,8774 1,6676 1,4532 1,2364 1,0257 0,8312 0,6568 0,4912 0,3100 0,0911 -0,1666 -0,4383 -0,6839 -0,8669 -0,9694 -0,9942 -0,9574 -0,8776 -0,7697 -0,6478 -0,5279 -0,4224 -0,3353 -0,2661 -0,2141 -0,1790 -0,1592 -0,1495 -0,1406 -0,1225 -0,0896 -0,0481 -0,0182 -0,0272 -0,0937 -0,2142 -0,3602 -0,4938 -0,5872 -0,6296 -0,6216 -0,5673 -0,4723 -0,3477 -0,2120 -0,0891 -0,0042 0,0229 -0,0177 -0,1218 -0,2701 -0,4304 -0,5651 -0,6386 -0,6259 -0,5184 -0,3232 -0,0593 0,2457 0,5595 0,8482 1,0821 1,2423 1,3251 1,3377 1,2888 1,1860 1,0389 0,8599 0,6619 0,4585 0,2668 0,1065 -0,0075 -0,0746 -0,1083 -0,1252 -0,1353 -0,1469 -0,1769 -0,2525 -0,3979 -0,6162 -0,8837 -1,1581 -1,3949 -1,5597 -1,6365 -1,6304 -1,5610 -1,4511 -1,3219 -1,1893 -1,0648 -0,9599 -0,8884 -0,8569 -0,8555 -0,8652 -0,8781 -0,9038 -0,9593 -1,0585 -1,2081 -1,4029 -1,6235 -1,8408 -2,0233 -2,1446 -2,1919 -2,1711 -2,1023 -2,0092 -1,9117 -1,8224 -1,7404 -1,6482 -1,5257 -1,3709 -1,2000 -1,0302 -0,8641 -0,6906 -0,4976 -0,2805 -0,0472 0,1783 0,3606 0,4681 0,4824 0,3947 0,1980 -0,1152 -0,5493 -1,0980 -1,7375 -2,4283 -3,1298 -3,8135 -4,4587 -5,0410 -5,5285 -5,8889 -6,0987 -6,1484 -6,0394 -5,7766 -5,3637 -4,8064 -4,1181 -3,3197 -2,4321 -1,4709 -0,4508 0,6067 1,6727 2,7164 3,7099 4,6243 5,4267 6,0856 6,5831 6,9204 7,1115 7,1737 7,1238 6,9795 6,7566 6,4668 6,1194 5,7268 5,3055 4,8776 4,4707 4,1082 3,8010 3,5469 3,3284 3,1090 2,8457 2,5128 2,1112 1,6569 1,1645 0,6400 0,0839 -0,4993 -1,0944 -1,6769 -2,2174 -2,6863 -3,0611 -3,3311 -3,4953 -3,5594 -3,5342 -3,4282 -3,2457 -2,9952 -2,6995 -2,3946 -2,1165 -1,8894 -1,7253 -1,6320 -1,6156 -1,6760 -1,8003 -1,9651 -2,1507 -2,3540 -2,5872 -2,8646 -3,1922 -3,5655 -3,9726 -4,3955 -4,8118 -5,2037 -5,5611 -5,8761 -6,1442 -6,3797 -6,6245 -6,9334 -7,3477 -7,8792 -8,5098 -9,2038 -9,9188 -10,6066 -11,2145 -11,6939 -12,0112 -12,1533 -12,1292 -11,9717 -11,7295 -11,4490 -11,1565 -10,8523 -10,5205 -10,1425 -9,7043 -9,1985 -8,6286
Fz    0,1182 0,2600 0,4783 0,7651 1,1015 1,4634 1,8279 2,1767 2,4939 2,7620 2,9597 3,0633 3,0524 2,9207 2,6844 2,3787 2,0499 1,7444 1,4996 1,3396 1,2760 1,3082 1,4219 1,5874 1,7646 1,9155 2,0080 2,0107 1,8928 1,6330 1,2267 0,6869 0,0418 -0,6722 -1,4148 -2,1449 -2,8235 -3,4159 -3,8929 -4,2339 -4,4309 -4,4886 -4,4241 -4,2633 -4,0350 -3,7632 -3,4641 -3,1466 -2,8168 -2,4827 -2,1557 -1,8549 -1,6088 -1,4479 -1,3858 -1,4064 -1,4686 -1,5236 -1,5326 -1,4735 -1,3383 -1,1287 -0,8574 -0,5483 -0,2307 0,0690 0,3296 0,5362 0,6792 0,7488 0,7299 0,6061 0,3712 0,0423 -0,3343 -0,6939 -0,9792 -1,1600 -1,2348 -1,2200 -1,1381 -1,0057 -0,8273 -0,5969 -0,3011 0,0773 0,5507 1,1146 1,7444 2,4015 3,0442 3,6358 4,1483 4,5638 4,8751 5,0856 5,2062 5,2540 5,2491 5,2091 5,1448 5,0648 4,9796 4,8981 4,8234 4,7561 4,6985 4,6550 4,6279 4,6122 4,5944 4,5576 4,4878 4,3786 4,2354 4,0718 3,9018 3,7327 3,5650 3,3957 3,2201 3,0374 2,8605 2,7237 2,6783 2,7778 3,0595 3,5326 4,1797 4,9704 5,8711 6,8485 7,8706 8,9079 9,9362 10,9408 11,9149 12,8514 13,7340 14,5367 15,2309 15,7943 16,2129 16,4824 16,6107 16,6179 16,5302 16,3693 16,1466 15,8654 15,5241 15,1186 14,6423 14,0876 13,4545 12,7574 12,0250 11,2944 10,6059 9,9984 9,4999 9,1176 8,8378 8,6413 8,5164 8,4586 8,4655 8,5387 8,6845 8,9119 9,2311 9,6506 10,1689 10,7715 11,4364 12,1426 12,8726 13,6095 14,3300 15,0027 15,5916 16,0628 16,3867 16,5443 16,5371 16,3889 16,1338 15,8031 15,4218 15,0089 14,5806 14,1518 13,7359 13,3396 12,9578 12,5753 12,1767 11,7533 11,2996 10,8098 10,2849 9,7414 9,2048 8,6972 8,2321 7,8167 7,4546 7,1471 6,8936 6,6878 6,5163 6,3650 6,2273 6,1097 6,0313 6,0146 6,0709 6,1900 6,3409 6,4840 6,5893 6,6464 6,6572 6,6259 6,5564 6,4524 6,3178 6,1576 5,9811 5,7998 5,6206 5,4398 5,2419 5,0103 4,7407 4,4449 4,1472 3,8810 3,6855 3,5936 3,6191 3,7532 3,9691 4,2278 4,4871 4,7116 4,8800 4,9856 5,0347 5,0424 5,0277 5,0073 4,9870 4,9617 4,9286 4,8980 4,8896 4,9225 5,0070 5,1400 5,3070 5,4872 5,6579 5,7988 5,8987 5,9557 5,9726 5,9510 5,8890 5,7848 5,6414 5,4720 5,2997 5,1494 5,0373 4,9681 4,9391 4,9429 4,9677 4,9987 5,0225 5,0307 5,0193 4,9884 4,9443 4,9039 4,8960 4,9552 5,1108 5,3767 5,7474 6,1976 6,6815 7,1396 7,5154 7,7741 7,9125 7,9569 7,9523 7,9467 7,9790 8,0739 8,2356 8,4507 8,6997 8,9690 9,2521 9,5420 9,8263 10,0917 10,3278 10,5261 10,6766 10,7686 10,7935 10,7470 10,6314 10,4559 10,2370 9,9931 9,7358 9,4644 9,1697 8,8415 8,4734 8,0694 7,6500 7,2494 6,9040 6,6423 6,4828 6,4396 6,5230 6,7291 7,0326 7,3941 7,7769 8,1607 8,5462 8,9505 9,3953 9,8926 10,4297 10,9662 11,4468 11,8219 12,0590 12,1429 12,0709 11,8505 11,5014 11,0540 10,5405 9,9855 9,4025 8,7985 8,1842 7,5774 6,9999 6,4738 6,0196 5,6553 5,3913 5,2267 5,1532 5,1627 5,2495 5,4056 5,6171 5,8650 6,1284 6,3869 6,6232 6,8254 6,9903 7,1253 7,2428 7,3520 7,4521 7,5307 7,5705 7,5586 7,4878 7,3550 7,1608 6,9049 6,5817 6,1866 5,7249 5,2193 4,7083 4,2339 3,8252 3,4951 3,2465 3,0773 2,9797 2,9404 2,9427 2,9701 3,0099 3,0569 3,1135 3,1867 3,2868 3,4244 3,6067 3,8360 4,1106 4,4262 4,7747 5,1421 5,5060 5,8380 6,1106 6,3079 6,4329 6,5043 6,5471 6,5833 6,6307 6,7025 6,8011 6,9148 7,0221 7,1040 7,1534 7,1746 7,1740 7,1544 7,1197 7,0791 7,0406 7,0030 6,9569 6,8944 6,8145 6,7234 6,6324 6,5551 6,5057 6,4950 6,5239 6,5832 6,6597 6,7461 6,8475 6,9777 7,1446 7,3388 7,5376 7,7169 7,8544 7,9270 7,9116 7,7930 7,5700 7,2576 6,8843 6,4909 6,1254 5,8345 5,6512 5,5850 5,6225 5,7398 5,9145 6,1284 6,3641 6,6049 6,8384 7,0538 7,2373 7,3751 7,4609 7,5015 7,5134 7,5161 7,5234 7,5357 7,5381 7,5093 7,4354 7,3145 7,1480 6,9305 6,6478 6,2841 5,8321 5,3014 4,7172 4,1091 3,5016 2,9173 2,3845 1,9334 1,5835 1,3372 1,1883 1,1353 1,1882 1,3677 1,6969 2,1915 2,8568 3,6876 4,6657 5,7571 6,9136 8,0807 9,2088 10,2599 11,2058 12,0212 12,6805 13,1616 13,4519 13,5488 13,4580 13,1980 12,8039 12,3216 11,7951 11,2616 10,7496 10,2768 9,8525 9,4838 9,1769 8,9322 8,7423 8,5919 8,4566 8,3063 8,1157 7,8712 7,5699 7,2147 6,8089 6,3571 5,8712 5,3734 4,8919 4,4558 4,0943 3,8304 3,6734 3,6194 3,6556 3,7628 3,9205 4,1123 4,3233 4,5384 4,7462 4,9441 5,1328 5,3077 5,4553 5,5576 5,5987 5,5702 5,4716 5,3064 5,0750 4,7721 4,3901 3,9251 3,3822 2,7774 2,1347 1,4782 0,8221 0,1706 -0,4720 -1,0951 -1,6892 -2,2592 -2,8259 -3,4150 -4,0392 -4,6892 -5,3406 -5,9662 -6,5426 -7,0521 -7,4826 -7,8248 -8,0675 -8,1986 -8,2110 -8,1063 -7,8932 -7,5833 -7,1875 -6,7147 -6,1729 -5,5715 -4,9229 -4,2413
F3    -0,0953 -0,0214 0,0956 0,2575 0,4608 0,6975 0,9593 1,2408 1,5359 1,8299 2,0924 2,2809 2,3561 2,3024 2,1375 1,9046 1,6556 1,4371 1,2815 1,2051 1,2123 1,3015 1,4650 1,6822 1,9205 2,1462 2,3286 2,4324 2,4173 2,2502 1,9171 1,4270 0,8067 0,0944 -0,6639 -1,4186 -2,1235 -2,7424 -3,2496 -3,6305 -3,8814 -4,0098 -4,0310 -3,9641 -3,8280 -3,6371 -3,3994 -3,1209 -2,8139 -2,5014 -2,2132 -1,9784 -1,8217 -1,7570 -1,7782 -1,8562 -1,9474 -2,0120 -2,0280 -1,9905 -1,9015 -1,7636 -1,5829 -1,3742 -1,1575 -0,9506 -0,7665 -0,6131 -0,4941 -0,4116 -0,3683 -0,3689 -0,4161 -0,5015 -0,5985 -0,6709 -0,6933 -0,6605 -0,5800 -0,4627 -0,3217 -0,1689 -0,0098 0,1568 0,3382 0,5495 0,8111 1,1395 1,5353 1,9796 2,4412 2,8903 3,3045 3,6672 3,9673 4,2025 4,3787 4,5041 4,5848 4,6248 4,6264 4,5903 4,5172 4,4089 4,2727 4,1229 3,9800 3,8639 3,7864 3,7442 3,7199 3,6905 3,6373 3,5525 3,4404 3,3133 3,1844 3,0630 2,9544 2,8629 2,7974 2,7734 2,8130 2,9439 3,1955 3,5880 4,1194 4,7602 5,4654 6,1944 6,9220 7,6383 8,3480 9,0670 9,8146 10,6061 11,4465 12,3276 13,2239 14,0924 14,8788 15,5304 16,0099 16,3073 16,4432 16,4573 16,3884 16,2626 16,0957 15,8984 15,6769 15,4300 15,1459 14,8050 14,3882 13,8868 13,3076 12,6720 12,0142 11,3776 10,8081 10,3434 10,0013 9,7781 9,6575 9,6202 9,6475 9,7256 9,8463 10,0073 10,2152 10,4838 10,8214 11,2165 11,6420 12,0740 12,5027 12,9242 13,3247 13,6783 13,9623 14,1706 14,3090 14,3823 14,3878 14,3188 14,1728 13,9558 13,6791 13,3547 12,9978 12,6272 12,2623 11,9167 11,5954 11,2959 11,0122 10,7367 10,4549 10,1436 9,7807 9,3570 8,8770 8,3563 7,8218 7,3082 6,8457 6,4529 6,1374 5,8971 5,7193 5,5851 5,4781 5,3909 5,3238 5,2764 5,2428 5,2125 5,1747 5,1191 5,0398 4,9386 4,8249 4,7088 4,5947 4,4806 4,3601 4,2272 4,0826 3,9321 3,7807 3,6271 3,4624 3,2761 3,0665 2,8457 2,6338 2,4530 2,3284 2,2855 2,3406 2,4916 2,7176 2,9857 3,2603 3,5104 3,7136 3,8580 3,9446 3,9838 3,9891 3,9711 3,9362 3,8909 3,8499 3,8395 3,8912 4,0304 4,2648 4,5798 4,9426 5,3086 5,6322 5,8807 6,0434 6,1285 6,1529 6,1326 6,0761 5,9830 5,8513 5,6874 5,5036 5,3111 5,1164 4,9244 4,7434 4,5834 4,4469 4,3260 4,2077 4,0826 3,9482 3,8061 3,6615 3,5277 3,4328 3,4182 3,5229 3,7641 4,1290 4,5798 5,0635 5,5237 5,9141 6,2094 6,4087 6,5283 6,5936 6,6356 6,6884 6,7833 6,9368 7,1455 7,3926 7,6568 7,9171 8,1557 8,3625 8,5378 8,6890 8,8247 8,9510 9,0693 9,1738 9,2528 9,2934 9,2853 9,2219 9,0996 8,9167 8,6722 8,3680 8,0106 7,6105 7,1820 6,7439 6,3162 5,9150 5,5510 5,2339 4,9797 4,8075 4,7263 4,7254 4,7830 4,8838 5,0287 5,2295 5,4968 5,8331 6,2317 6,6717 7,1121 7,5015 7,7940 7,9585 7,9825 7,8721 7,6502 7,3530 7,0233 6,6963 6,3874 6,0919 5,7980 5,4968 5,1844 4,8601 4,5275 4,1949 3,8707 3,5598 3,2629 2,9813 2,7226 2,5017 2,3338 2,2259 2,1739 2,1671 2,1962 2,2579 2,3539 2,4852 2,6473 2,8278 3,0086 3,1712 3,3002 3,3850 3,4209 3,4063 3,3380 3,2123 3,0260 2,7776 2,4720 2,1278 1,7810 1,4766 1,2497 1,1127 1,0606 1,0836 1,1748 1,3258 1,5232 1,7496 1,9876 2,2216 2,4363 2,6173 2,7556 2,8541 2,9290 3,0033 3,0988 3,2302 3,4018 3,6057 3,8226 4,0286 4,2021 4,3279 4,3970 4,4091 4,3743 4,3088 4,2278 4,1441 4,0664 3,9943 3,9184 3,8289 3,7257 3,6176 3,5149 3,4210 3,3311 3,2393 3,1445 3,0472 2,9457 2,8346 2,7084 2,5674 2,4213 2,2864 2,1797 2,1161 2,1055 2,1497 2,2445 2,3865 2,5751 2,8106 3,0890 3,3965 3,7075 3,9926 4,2300 4,4037 4,4957 4,4851 4,3561 4,1050 3,7422 3,2939 2,8026 2,3227 1,9080 1,5995 1,4183 1,3677 1,4401 1,6185 1,8765 2,1825 2,5081 2,8360 3,1560 3,4551 3,7179 3,9350 4,1094 4,2555 4,3925 4,5337 4,6780 4,8104 4,9077 4,9482 4,9183 4,8139 4,6344 4,3741 4,0184 3,5495 2,9561 2,2422 1,4295 0,5552 -0,3320 -1,1752 -1,9162 -2,5071 -2,9212 -3,1532 -3,2099 -3,1000 -2,8278 -2,3939 -1,7996 -1,0537 -0,1763 0,8019 1,8434 2,9102 3,9695 4,9972 5,9749 6,8835 7,6993 8,3970 8,9575 9,3692 9,6262 9,7286 9,6870 9,5238 9,2668 8,9437 8,5792 8,1950 7,8075 7,4288 7,0718 6,7487 6,4665 6,2247 6,0151 5,8211 5,6194 5,3855 5,0955 4,7271 4,2661 3,7118 3,0805 2,4043 1,7238 1,0767 0,4941 0,0017 -0,3822 -0,6506 -0,8064 -0,8574 -0,8127 -0,6813 -0,4782 -0,2317 0,0194 0,2388 0,4044 0,5091 0,5525 0,5327 0,4474 0,2982 0,0903 -0,1730 -0,4908 -0,8595 -1,2696 -1,7073 -2,1569 -2,6045 -3,0418 -3,4642 -3,8680 -4,2524 -4,6205 -4,9750 -5,3177 -5,6553 -6,0047 -6,3913 -6,8387 -7,3569 -7,9373 -8,5580 -9,1889 -9,7914 -10,3208 -10,7362 -11,0114 -11,1375 -11,1195 -10,9714 -10,7128 -10,3629 -9,9345 -9,4314 -8,8530 -8,2015 -7,4865 -6,7236 -5,9323
F7    -1,3086 -1,1968 -1,0698 -0,9336 -0,7944 -0,6543 -0,5055 -0,3294 -0,1088 0,1561 0,4413 0,7069 0,9172 1,0601 1,1485 1,2037 1,2412 1,2675 1,2848 1,2979 1,3178 1,3593 1,4351 1,5462 1,6791 1,8146 1,9342 2,0186 2,0456 1,9937 1,8506 1,6163 1,2999 0,9172 0,4917 0,0515 -0,3801 -0,7908 -1,1741 -1,5225 -1,8250 -2,0743 -2,2702 -2,4140 -2,5043 -2,5421 -2,5315 -2,4775 -2,3917 -2,2973 -2,2221 -2,1875 -2,2032 -2,2650 -2,3531 -2,4399 -2,4984 -2,5089 -2,4631 -2,3638 -2,2217 -2,0483 -1,8536 -1,6498 -1,4545 -1,2874 -1,1645 -1,0923 -1,0648 -1,0669 -1,0837 -1,1105 -1,1516 -1,2077 -1,2623 -1,2867 -1,2617 -1,1915 -1,0957 -0,9946 -0,9054 -0,8392 -0,7956 -0,7617 -0,7192 -0,6490 -0,5351 -0,3683 -0,1488 0,1151 0,4106 0,7255 1,0511 1,3822 1,7118 2,0246 2,2969 2,5040 2,6294 2,6672 2,6176 2,4852 2,2818 2,0292 1,7581 1,5032 1,2941 1,1460 1,0578 1,0185 1,0148 1,0327 1,0537 1,0580 1,0353 0,9913 0,9395 0,8899 0,8483 0,8243 0,8363 0,9074 1,0572 1,2961 1,6257 2,0377 2,5113 3,0144 3,5168 4,0023 4,4704 4,9309 5,4039 5,9167 6,4940 7,1477 7,8712 8,6409 9,4174 10,1482 10,7774 11,2612 11,5813 11,7516 11,8151 11,8258 11,8232 11,8198 11,8066 11,7649 11,6764 11,5297 11,3241 11,0676 10,7695 10,4336 10,0631 9,6704 9,2796 8,9188 8,6107 8,3696 8,2006 8,0978 8,0463 8,0286 8,0317 8,0507 8,0852 8,1371 8,2164 8,3397 8,5167 8,7356 8,9704 9,2030 9,4308 9,6532 9,8545 10,0071 10,0921 10,1183 10,1162 10,1119 10,1089 10,0903 10,0348 9,9286 9,7670 9,5526 9,2946 9,0034 8,6875 8,3525 8,0040 7,6520 7,3104 6,9883 6,6799 6,3605 5,9970 5,5622 5,0431 4,4466 3,8045 3,1635 2,5659 2,0382 1,5900 1,2168 0,9047 0,6395 0,4159 0,2400 0,1205 0,0557 0,0278 0,0121 -0,0080 -0,0344 -0,0605 -0,0814 -0,0984 -0,1212 -0,1642 -0,2387 -0,3446 -0,4690 -0,5884 -0,6780 -0,7230 -0,7259 -0,7051 -0,6853 -0,6847 -0,7077 -0,7459 -0,7836 -0,8035 -0,7917 -0,7399 -0,6459 -0,5103 -0,3324 -0,1128 0,1397 0,4039 0,6518 0,8609 1,0201 1,1284 1,1917 1,2217 1,2378 1,2664 1,3343 1,4602 1,6530 1,9089 2,2083 2,5197 2,8089 3,0468 3,2197 3,3327 3,3987 3,4246 3,4066 3,3366 3,2091 3,0292 2,8148 2,5891 2,3719 2,1731 1,9926 1,8265 1,6717 1,5258 1,3883 1,2642 1,1657 1,1025 1,0723 1,0641 1,0707 1,0961 1,1521 1,2474 1,3822 1,5520 1,7525 1,9749 2,2022 2,4134 2,5928 2,7362 2,8500 2,9485 3,0489 3,1661 3,3076 3,4697 3,6431 3,8201 3,9940 4,1519 4,2755 4,3496 4,3673 4,3285 4,2411 4,1248 4,0030 3,8829 3,7483 3,5764 3,3564 3,0920 2,7945 2,4763 2,1496 1,8267 1,5206 1,2379 0,9730 0,7135 0,4506 0,1831 -0,0853 -0,3467 -0,5875 -0,7918 -0,9498 -1,0618 -1,1320 -1,1578 -1,1283 -1,0355 -0,8838 -0,6852 -0,4493 -0,1862 0,0874 0,3517 0,5857 0,7625 0,8500 0,8250 0,6882 0,4659 0,1982 -0,0776 -0,3366 -0,5653 -0,7568 -0,9117 -1,0398 -1,1544 -1,2633 -1,3706 -1,4861 -1,6283 -1,8132 -2,0403 -2,2860 -2,5128 -2,6888 -2,8029 -2,8606 -2,8715 -2,8421 -2,7750 -2,6709 -2,5321 -2,3664 -2,1870 -2,0094 -1,8489 -1,7209 -1,6380 -1,6054 -1,6203 -1,6760 -1,7683 -1,8986 -2,0682 -2,2697 -2,4844 -2,6839 -2,8338 -2,9035 -2,8791 -2,7686 -2,5955 -2,3880 -2,1683 -1,9473 -1,7304 -1,5302 -1,3701 -1,2744 -1,2551 -1,3084 -1,4189 -1,5664 -1,7286 -1,8800 -1,9924 -2,0447 -2,0323 -1,9680 -1,8742 -1,7729 -1,6829 -1,6191 -1,5868 -1,5775 -1,5784 -1,5819 -1,5828 -1,5750 -1,5592 -1,5501 -1,5693 -1,6313 -1,7368 -1,8767 -2,0394 -2,2170 -2,4048 -2,5993 -2,7982 -3,0003 -3,2069 -3,4241 -3,6571 -3,9012 -4,1409 -4,3583 -4,5375 -4,6670 -4,7411 -4,7575 -4,7103 -4,5896 -4,3901 -4,1211 -3,8090 -3,4932 -3,2185 -3,0239 -2,9355 -2,9657 -3,1152 -3,3732 -3,7191 -4,1261 -4,5621 -4,9877 -5,3585 -5,6332 -5,7857 -5,8120 -5,7261 -5,5472 -5,2892 -4,9626 -4,5836 -4,1818 -3,7938 -3,4516 -3,1751 -2,9699 -2,8270 -2,7261 -2,6430 -2,5589 -2,4646 -2,3594 -2,2527 -2,1647 -2,1202 -2,1371 -2,2225 -2,3786 -2,6094 -2,9253 -3,3411 -3,8671 -4,5009 -5,2232 -5,9977 -6,7737 -7,4909 -8,0894 -8,5245 -8,7768 -8,8487 -8,7501 -8,4908 -8,0802 -7,5291 -6,8509 -6,0640 -5,1945 -4,2702 -3,3157 -2,3545 -1,4106 -0,5031 0,3593 1,1738 1,9351 2,6324 3,2534 3,7892 4,2372 4,5979 4,8713 5,0567 5,1564 5,1786 5,1352 5,0382 4,8942 4,7016 4,4569 4,1632 3,8305 3,4718 3,0975 2,7124 2,3174 1,9120 1,4955 1,0659 0,6174 0,1421 -0,3647 -0,8979 -1,4446 -1,9911 -2,5221 -3,0172 -3,4535 -3,8162 -4,1042 -4,3219 -4,4658 -4,5208 -4,4728 -4,3256 -4,1039 -3,8447 -3,5863 -3,3642 -3,2068 -3,1310 -3,1403 -3,2286 -3,3876 -3,6127 -3,9022 -4,2520 -4,6491 -5,0673 -5,4753 -5,8504 -6,1862 -6,4887 -6,7708 -7,0489 -7,3376 -7,6425 -7,9585 -8,2789 -8,6039 -8,9419 -9,3033 -9,6928 -10,1058 -10,5311 -10,9572 -11,3725 -11,7605 -12,0992 -12,3672 -12,5506 -12,6432 -12,6447 -12,5616 -12,4070 -12,1957 -11,9332 -11,6097 -11,2056 -10,7056 -10,1061 -9,4180
