Fp1   -0,4443 -0,4699 -0,4075 -0,2589 -0,0480 0,1879 0,4133 0,5992 0,7167 0,7406 0,6678 0,5280 0,3763 0,2726 0,2573 0,3325 0,4594 0,5728 0,6080 0,5285 0,3422 0,0984 -0,1368 -0,3116 -0,3970 -0,3802 -0,2634 -0,0694 0,1622 0,3924 0,5944 0,7468 0,8261 0,8221 0,7531 0,6578 0,5686 0,4914 0,4024 0,2672 0,0692 -0,1844 -0,4775 -0,7919 -1,1029 -1,3821 -1,6079 -1,7787 -1,9129 -2,0300 -2,1300 -2,1929 -2,1973 -2,1384 -2,0345 -1,9245 -1,8541 -1,8540 -1,9289 -2,0609 -2,2201 -2,3782 -2,5176 -2,6328 -2,7297 -2,8268 -2,9571 -3,1594 -3,4505 -3,7970 -4,1199 -4,3326 -4,3798 -4,2592 -4,0185 -3,7279 -3,4510 -3,2244 -3,0520 -2,9197 -2,8199 -2,7590 -2,7465 -2,7852 -2,8757 -3,0237 -3,2376 -3,5226 -3,8775 -4,2899 -4,7275 -5,1394 -5,4756 -5,7054 -5,8245 -5,8575 -5,8540 -5,8723 -5,9603 -6,1378 -6,3873 -6,6676 -6,9405 -7,1846 -7,3947 -7,5788 -7,7484 -7,9033 -8,0185 -8,0541 -7,9867 -7,8296 -7,6139 -7,3580 -7,0631 -6,7302 -6,3672 -5,9760 -5,5424 -5,0432 -4,4567 -3,7719 -2,9957 -2,1532 -1,2787 -0,4037 0,4500 1,2668 2,0304 2,7218 3,3261 3,8386 4,2648 4,6125 4,8825 5,0678 5,1652 5,1842 5,1414 5,0517 4,9332 4,8147 4,7351 4,7381 4,8608 5,1059 5,4290 5,7617 6,0437 6,2393 6,3413 6,3695 6,3601 6,3458 6,3365 6,3196 6,2760 6,1981 6,0985 6,0037 5,9400 5,9244 5,9606 6,0370 6,1340 6,2341 6,3279 6,4099 6,4689 6,4867 6,4437 6,3208 6,0997 5,7708 5,3437 4,8492 4,3355 3,8563 3,4551 3,1493 2,9285 2,7670 2,6460 2,5628 2,5161 2,4868 2,4399 2,3393 2,1640 1,9109 1,5842 1,1932 0,7645 0,3457 -0,0104 -0,2688 -0,4300 -0,5299 -0,6197 -0,7339 -0,8668 -0,9742 -1,0030 -0,9290 -0,7671 -0,5545 -0,3320 -0,1335 0,0247 0,1472 0,2539 0,3726 0,5284 0,7323 0,9825 1,2699 1,5732 1,8495 2,0430 2,1075 2,0284 1,8333 1,5848 1,3554 1,2015 1,1432 1,1544 1,1751 1,1468 1,0448 0,8873 0,7242 0,6096 0,5662 0,5740 0,5980 0,6175 0,6217 0,5905 0,4993 0,3438 0,1541 -0,0277 -0,1769 -0,2853 -0,3456 -0,3563 -0,3384 -0,3346 -0,3871 -0,5185 -0,7261 -0,9871 -1,2754 -1,5746 -1,8744 -2,1591 -2,4080 -2,6128 -2,7838 -2,9326 -3,0597 -3,1583 -3,2153 -3,2139 -3,1479 -3,0364 -2,9190 -2,8335 -2,8020 -2,8317 -2,9114 -3,0044 -3,0578 -3,0300 -2,9116 -2,7281 -2,5287 -2,3607 -2,2410 -2,1532 -2,0716 -1,9785 -1,8653 -1,7343 -1,6006 -1,4819 -1,3837 -1,2976 -1,2052 -1,0826 -0,9170 -0,7247 -0,5430 -0,4039 -0,3187 -0,2844 -0,2965 -0,3551 -0,4530 -0,5628 -0,6463 -0,6744 -0,6309 -0,5119 -0,3371 -0,1535 -0,0101 0,0720 0,1066 0,1253 0,1546 0,2036 0,2714 0,3621 0,4879 0,6561 0,8544 1,0501 1,2042 1,2909 1,3038 1,2471 1,1300 0,9726 0,8088 0,6765 0,6028 0,5926 0,6310 0,6944 0,7622 0,8256 0,8887 0,9570 1,0250 1,0741 1,0830 1,0391 0,9461 0,8279 0,7259 0,6855 0,7363 0,8809 1,0984 1,3556 1,6202 1,8643 2,0586 2,1744 2,1963 2,1316 2,0054 1,8506 1,7035 1,5992 1,5622 1,5940 1,6689 1,7438 1,7789 1,7575 1,6898 1,6005 1,5111 1,4239 1,3193 1,1755 0,9910 0,7896 0,6071 0,4785 0,4271 0,4540 0,5407 0,6619 0,7962 0,9247 1,0219 1,0592 1,0212 0,9133 0,7561 0,5763 0,3977 0,2342 0,0919 -0,0295 -0,1380 -0,2365 -0,3044 -0,3045 -0,2110 -0,0287 0,2074 0,4522 0,6730 0,8517 0,9747 1,0368 1,0536 1,0530 1,0509 1,0422 1,0075 0,9188 0,7491 0,4937 0,1798 -0,1465 -0,4337 -0,6322 -0,7068 -0,6498 -0,4816 -0,2486 -0,0168 0,1442 0,1837 0,0872 -0,1202 -0,3883 -0,6658 -0,9164 -1,1250 -1,2952 -1,4437 -1,6000 -1,8062 -2,1000 -2,4876 -2,9264 -3,3306 -3,6070 -3,7052 -3,6439 -3,4954 -3,3423 -3,2335 -3,1625 -3,0860 -2,9652 -2,7895 -2,5710 -2,3329 -2,1046 -1,9130 -1,7720 -1,6748 -1,5920 -1,4798 -1,3024 -1,0559 -0,7722 -0,5015 -0,2895 -0,1674 -0,1507 -0,2422 -0,4359 -0,7147 -1,0449 -1,3774 -1,6641 -1,8765 -2,0156 -2,1002 -2,1508 -2,1873 -2,2270 -2,2697 -2,2970 -2,3000 -2,3017 -2,3521 -2,5107 -2,8296 -3,3338 -4,0145 -4,8378 -5,7569 -6,7218 -7,6861 -8,6090 -9,4545 -10,1948 -10,8138 -11,3012 -11,6412 -11,8122 -11,7966 -11,5942 -11,2262 -10,7241 -10,1222 -9,4652 -8,8128 -8,2190 -7,7088 -7,2776 -6,9051 -6,5725 -6,2692 -5,9834 -5,6952 -5,3874 -5,0606 -4,7301 -4,4008 -4,0541 -3,6654 -3,2297 -2,7668 -2,3124 -1,9103 -1,6087 -1,4489 -1,4450 -1,5677 -1,7532 -1,9300 -2,0470 -2,0882 -2,0657 -2,0099 -1,9612 -1,9543 -2,0005 -2,0873 -2,1877 -2,2716 -2,3139 -2,3075 -2,2705 -2,2371 -2,2413 -2,3044 -2,4311 -2,6154 -2,8488 -3,1253 -3,4411 -3,7888 -4,1562 -4,5372 -4,9372 -5,3591 -5,7959 -6,2375 -6,6755 -7,0997 -7,4943 -7,8407 -8,1318 -8,3870 -8,6509 -8,9734 -9,3788 -9,8425 -10,2914 -10,6261 -10,7543 -10,6268 -10,2615 -9,7363 -9,1541 -8,6085 -8,1623 -7,8463 -7,6719 -7,6398 -7,7339 -7,9189 -8,1505 -8,3892 -8,6131 -8,8179 -9,0047 -9,1660 -9,2795 -9,3140 -9,2422 -9,0513 -8,7523 -8,3817 -7,9870 -7,6085 -7,2727 -6,9909 -6,7616 -6,5743 -6,4232 -6,3192 -6,2867 -6,3448 -6,4987 -6,7430 -7,0627 -7,4204
Fz    0,3419 0,4168 0,5151 0,6354 0,7706 0,9000 0,9960 1,0360 1,0118 0,9319 0,8149 0,6746 0,5134 0,3308 0,1325 -0,0680 -0,2528 -0,4006 -0,4949 -0,5322 -0,5215 -0,4735 -0,3936 -0,2840 -0,1445 0,0284 0,2381 0,4819 0,7487 1,0190 1,2623 1,4368 1,4999 1,4268 1,2230 0,9212 0,5695 0,2149 -0,1144 -0,4144 -0,6956 -0,9711 -1,2495 -1,5282 -1,7905 -2,0112 -2,1657 -2,2371 -2,2208 -2,1284 -1,9853 -1,8238 -1,6772 -1,5748 -1,5366 -1,5662 -1,6492 -1,7554 -1,8503 -1,9077 -1,9175 -1,8867 -1,8370 -1,7943 -1,7787 -1,7999 -1,8605 -1,9610 -2,0972 -2,2529 -2,4018 -2,5175 -2,5841 -2,6018 -2,5807 -2,5302 -2,4542 -2,3509 -2,2116 -2,0305 -1,8239 -1,6370 -1,5249 -1,5251 -1,6461 -1,8747 -2,1891 -2,5640 -2,9711 -3,3830 -3,7821 -4,1672 -4,5478 -4,9269 -5,2845 -5,5795 -5,7682 -5,8241 -5,7493 -5,5730 -5,3389 -5,0946 -4,8846 -4,7423 -4,6818 -4,6938 -4,7468 -4,7977 -4,8068 -4,7543 -4,6491 -4,5241 -4,4164 -4,3425 -4,2889 -4,2213 -4,0979 -3,8771 -3,5298 -3,0509 -2,4614 -1,8007 -1,1164 -0,4537 0,1554 0,7018 1,2043 1,7004 2,2242 2,7888 3,3834 3,9821 4,5570 5,0867 5,5601 5,9731 6,3257 6,6231 6,8719 7,0729 7,2203 7,3134 7,3650 7,3982 7,4380 7,4978 7,5750 7,6602 7,7483 7,8403 7,9380 8,0341 8,1099 8,1459 8,1333 8,0769 7,9951 7,9204 7,8893 7,9246 8,0212 8,1449 8,2427 8,2617 8,1752 7,9969 7,7757 7,5716 7,4261 7,3465 7,3117 7,2864 7,2326 7,1214 6,9477 6,7345 6,5223 6,3536 6,2568 6,2337 6,2584 6,2895 6,2895 6,2400 6,1449 6,0206 5,8852 5,7546 5,6440 5,5611 5,4983 5,4380 5,3677 5,2887 5,2151 5,1637 5,1434 5,1551 5,1959 5,2601 5,3380 5,4204 5,5069 5,6088 5,7474 5,9448 6,2102 6,5355 6,8985 7,2683 7,6126 7,9084 8,1446 8,3168 8,4265 8,4838 8,5048 8,5027 8,4808 8,4312 8,3418 8,2071 8,0376 7,8598 7,7071 7,6067 7,5699 7,5970 7,6871 7,8411 8,0558 8,3192 8,6068 8,8775 9,0844 9,2022 9,2432 9,2388 9,2082 9,1445 9,0266 8,8385 8,5796 8,2633 7,9126 7,5572 7,2263 6,9384 6,6929 6,4722 6,2533 6,0194 5,7614 5,4727 5,1519 4,8111 4,4778 4,1868 3,9683 3,8361 3,7839 3,7894 3,8229 3,8590 3,8853 3,9049 3,9280 3,9602 3,9932 4,0058 3,9754 3,8922 3,7636 3,6073 3,4445 3,2947 3,1744 3,0953 3,0640 3,0819 3,1440 3,2348 3,3327 3,4183 3,4791 3,5093 3,5146 3,5139 3,5325 3,5902 3,6934 3,8323 3,9852 4,1284 4,2436 4,3221 4,3669 4,3939 4,4248 4,4783 4,5657 4,6854 4,8251 4,9738 5,1332 5,3144 5,5267 5,7694 6,0311 6,2925 6,5276 6,7034 6,7915 6,7873 6,7196 6,6337 6,5655 6,5288 6,5181 6,5177 6,5131 6,4965 6,4673 6,4317 6,4043 6,4024 6,4391 6,5152 6,6156 6,7134 6,7806 6,7977 6,7580 6,6698 6,5540 6,4359 6,3364 6,2692 6,2419 6,2547 6,3022 6,3768 6,4697 6,5715 6,6752 6,7773 6,8749 6,9646 7,0456 7,1208 7,1928 7,2553 7,2889 7,2698 7,1890 7,0639 6,9325 6,8352 6,7950 6,8045 6,8279 6,8176 6,7396 6,5890 6,3907 6,1884 6,0280 5,9427 5,9483 6,0454 6,2206 6,4488 6,6994 6,9421 7,1504 7,3056 7,4038 7,4590 7,4908 7,5027 7,4738 7,3690 7,1571 6,8267 6,4004 5,9376 5,5186 5,2140 5,0639 5,0738 5,2208 5,4663 5,7681 6,0868 6,3914 6,6625 6,8937 7,0838 7,2226 7,2877 7,2583 7,1257 6,8925 6,5727 6,1955 5,8022 5,4366 5,1353 4,9245 4,8172 4,8083 4,8766 4,9945 5,1380 5,2898 5,4354 5,5576 5,6353 5,6490 5,5854 5,4403 5,2180 4,9315 4,6023 4,2582 3,9292 3,6429 3,4218 3,2763 3,2008 3,1774 3,1822 3,1913 3,1881 3,1684 3,1414 3,1247 3,1346 3,1778 3,2512 3,3432 3,4355 3,5120 3,5701 3,6267 3,7101 3,8483 4,0594 4,3457 4,6942 5,0821 5,4832 5,8653 6,1869 6,4076 6,5076 6,4974 6,4069 6,2657 6,0888 5,8760 5,6217 5,3243 4,9900 4,6343 4,2837 3,9679 3,7110 3,5252 3,4092 3,3528 3,3471 3,3871 3,4617 3,5464 3,6087 3,6135 3,5282 3,3286 3,0036 2,5537 1,9875 1,3216 0,5831 -0,1877 -0,9420 -1,6309 -2,2160 -2,6747 -2,9974 -3,1827 -3,2389 -3,1865 -3,0545 -2,8694 -2,6487 -2,4063 -2,1588 -1,9220 -1,7062 -1,5151 -1,3470 -1,1955 -1,0524 -0,9078 -0,7496 -0,5643 -0,3403 -0,0707 0,2464 0,6116 1,0281 1,4973 2,0090 2,5382 3,0515 3,5168 3,9083 4,2109 4,4249 4,5621 4,6330 4,6375 4,5708 4,4360 4,2520 4,0527 3,8809 3,7789 3,7764 3,8815 4,0773 4,3248 4,5733 4,7761 4,9027 4,9428 4,8996 4,7839 4,6082 4,3819 4,1078 3,7840 3,4080 2,9799 2,5032 1,9873 1,4513 0,9251 0,4398 0,0141 -0,3518 -0,6701 -0,9534 -1,2032 -1,4069 -1,5458 -1,6081 -1,5966 -1,5262 -1,4155 -1,2789 -1,1241 -0,9554 -0,7775 -0,5989 -0,4303 -0,2799 -0,1529 -0,0591 -0,0153 -0,0361 -0,1252 -0,2744 -0,4661 -0,6749 -0,8741 -1,0423 -1,1673 -1,2428 -1,2660 -1,2389 -1,1704 -1,0727 -0,9535 -0,8098 -0,6312 -0,4117 -0,1588 0,1039 0,3437 0,5295 0,6395 0,6634 0,6061 0,4902 0,3526 0,2344 0,1688 0,1722
F3    0,7545 0,7479 0,7355 0,7339 0,7472 0,7636 0,7615 0,7219 0,6363 0,5155 0,3889 0,2908 0,2448 0,2581 0,3220 0,4115 0,4923 0,5314 0,5025 0,3884 0,1889 -0,0702 -0,3386 -0,5581 -0,6819 -0,6873 -0,5785 -0,3847 -0,1483 0,0948 0,3275 0,5431 0,7301 0,8703 0,9527 0,9837 0,9788 0,9400 0,8421 0,6474 0,3338 -0,0907 -0,5930 -1,1243 -1,6305 -2,0638 -2,3934 -2,6084 -2,7132 -2,7166 -2,6259 -2,4520 -2,2208 -1,9775 -1,7756 -1,6589 -1,6454 -1,7216 -1,8491 -1,9788 -2,0683 -2,1002 -2,0912 -2,0801 -2,1046 -2,1832 -2,3125 -2,4734 -2,6388 -2,7821 -2,8902 -2,9713 -3,0500 -3,1487 -3,2687 -3,3844 -3,4566 -3,4507 -3,3529 -3,1836 -2,9960 -2,8523 -2,7887 -2,8006 -2,8603 -2,9439 -3,0429 -3,1632 -3,3162 -3,5068 -3,7307 -3,9855 -4,2766 -4,6063 -4,9607 -5,3110 -5,6235 -5,8684 -6,0292 -6,1112 -6,1365 -6,1287 -6,1027 -6,0641 -6,0162 -5,9621 -5,8993 -5,8157 -5,6962 -5,5329 -5,3288 -5,0966 -4,8495 -4,5917 -4,3187 -4,0289 -3,7316 -3,4378 -3,1485 -2,8546 -2,5410 -2,1917 -1,7983 -1,3712 -0,9385 -0,5284 -0,1469 0,2309 0,6494 1,1496 1,7505 2,4371 3,1611 3,8579 4,4682 4,9530 5,2979 5,5073 5,5943 5,5740 5,4680 5,3131 5,1548 5,0322 4,9673 4,9600 4,9942 5,0551 5,1426 5,2690 5,4439 5,6585 5,8801 6,0609 6,1567 6,1444 6,0328 5,8641 5,7023 5,6075 5,6161 5,7337 5,9310 6,1483 6,3205 6,4097 6,4166 6,3656 6,2828 6,1839 6,0732 5,9438 5,7801 5,5674 5,3065 5,0174 4,7295 4,4728 4,2702 4,1311 4,0517 4,0223 4,0329 4,0720 4,1230 4,1643 4,1720 4,1269 4,0258 3,8843 3,7250 3,5641 3,4150 3,2967 3,2297 3,2218 3,2595 3,3131 3,3493 3,3469 3,3117 3,2786 3,2904 3,3708 3,5183 3,7163 3,9436 4,1768 4,3923 4,5695 4,6999 4,7947 4,8799 4,9784 5,0992 5,2367 5,3738 5,4795 5,5123 5,4344 5,2325 4,9313 4,5928 4,2940 4,0953 4,0197 4,0524 4,1569 4,2989 4,4634 4,6556 4,8905 5,1753 5,4891 5,7840 6,0127 6,1535 6,2028 6,1541 5,9937 5,7145 5,3255 4,8483 4,3131 3,7647 3,2649 2,8791 2,6460 2,5550 2,5489 2,5516 2,5006 2,3617 2,1267 1,8123 1,4572 1,1080 0,7988 0,5384 0,3145 0,1150 -0,0549 -0,1765 -0,2299 -0,2031 -0,0966 0,0732 0,2720 0,4502 0,5539 0,5407 0,3962 0,1397 -0,1861 -0,5330 -0,8598 -1,1340 -1,3260 -1,4033 -1,3377 -1,1268 -0,8106 -0,4584 -0,1385 0,1038 0,2533 0,3243 0,3516 0,3679 0,3888 0,4147 0,4369 0,4418 0,4185 0,3696 0,3120 0,2702 0,2661 0,3137 0,4198 0,5884 0,8166 1,0838 1,3513 1,5755 1,7234 1,7849 1,7770 1,7395 1,7187 1,7457 1,8211 1,9203 2,0186 2,1107 2,2057 2,3072 2,4045 2,4800 2,5214 2,5307 2,5215 2,5057 2,4835 2,4476 2,3928 2,3213 2,2442 2,1774 2,1312 2,1008 2,0684 2,0217 1,9707 1,9406 1,9505 1,9978 2,0657 2,1423 2,2310 2,3427 2,4824 2,6445 2,8181 2,9923 3,1546 3,2906 3,3888 3,4441 3,4541 3,4164 3,3292 3,1962 3,0336 2,8730 2,7509 2,6924 2,7008 2,7575 2,8286 2,8719 2,8479 2,7364 2,5511 2,3382 2,1579 2,0569 2,0493 2,1181 2,2324 2,3631 2,4915 2,6122 2,7293 2,8465 2,9615 3,0696 3,1699 3,2609 3,3273 3,3330 3,2318 2,9887 2,6020 2,1146 1,6045 1,1624 0,8683 0,7703 0,8715 1,1335 1,4976 1,9058 2,3105 2,6776 2,9831 3,2121 3,3587 3,4226 3,4081 3,3283 3,2007 3,0351 2,8296 2,5832 2,3075 2,0251 1,7557 1,5113 1,3001 1,1338 1,0314 1,0148 1,1004 1,2899 1,5644 1,8830 2,1894 2,4250 2,5444 2,5257 2,3725 2,1078 1,7675 1,3954 1,0360 0,7262 0,4845 0,3026 0,1485 -0,0155 -0,2124 -0,4370 -0,6532 -0,8055 -0,8394 -0,7242 -0,4689 -0,1250 0,2319 0,5297 0,7177 0,7722 0,7026 0,5508 0,3759 0,2327 0,1635 0,2020 0,3776 0,7093 1,1899 1,7709 2,3643 2,8680 3,2055 3,3491 3,3187 3,1625 2,9337 2,6705 2,3921 2,1053 1,8149 1,5312 1,2697 1,0448 0,8615 0,7148 0,5938 0,4922 0,4199 0,3970 0,4305 0,4959 0,5403 0,4990 0,3187 -0,0238 -0,5190 -1,1319 -1,8130 -2,5123 -3,1912 -3,8203 -4,3708 -4,8161 -5,1454 -5,3708 -5,5155 -5,5978 -5,6285 -5,6176 -5,5741 -5,4999 -5,3887 -5,2376 -5,0587 -4,8751 -4,7085 -4,5701 -4,4580 -4,3587 -4,2531 -4,1200 -3,9381 -3,6912 -3,3755 -2,9996 -2,5757 -2,1118 -1,6127 -1,0868 -0,5516 -0,0404 0,3999 0,7213 0,8900 0,9010 0,7854 0,5991 0,3968 0,2122 0,0596 -0,0512 -0,1058 -0,0933 -0,0197 0,0901 0,2022 0,2902 0,3473 0,3838 0,4127 0,4380 0,4560 0,4613 0,4508 0,4214 0,3631 0,2544 0,0667 -0,2177 -0,5916 -1,0282 -1,5009 -1,9942 -2,4968 -2,9934 -3,4677 -3,9102 -4,3193 -4,6966 -5,0417 -5,3479 -5,6054 -5,8087 -5,9610 -6,0637 -6,1061 -6,0662 -5,9206 -5,6517 -5,2554 -4,7514 -4,1899 -3,6437 -3,1845 -2,8613 -2,6966 -2,6931 -2,8329 -3,0799 -3,3924 -3,7380 -4,0988 -4,4673 -4,8330 -5,1703 -5,4384 -5,5954 -5,6163 -5,4975 -5,2461 -4,8693 -4,3765 -3,7914 -3,1599 -2,5425 -1,9999 -1,5838 -1,3301 -1,2529 -1,3453 -1,5801 -1,9138 -2,2936 -2,6665 -2,9881 -3,2311
F7    0,1467 0,0591 0,0145 0,0099 0,0262 0,0398 0,0324 -0,0071 -0,0854 -0,2003 -0,3325 -0,4475 -0,5055 -0,4739 -0,3397 -0,1185 0,1465 0,3986 0,5852 0,6730 0,6575 0,5628 0,4277 0,2878 0,1704 0,0960 0,0794 0,1269 0,2349 0,3918 0,5774 0,7586 0,8933 0,9520 0,9402 0,8932 0,8472 0,8127 0,7676 0,6753 0,5091 0,2610 -0,0639 -0,4521 -0,8826 -1,3260 -1,7464 -2,1088 -2,3884 -2,5763 -2,6723 -2,6755 -2,5823 -2,3945 -2,1294 -1,8243 -1,5262 -1,2745 -1,0911 -0,9790 -0,9248 -0,9112 -0,9348 -1,0073 -1,1404 -1,3354 -1,5900 -1,9035 -2,2660 -2,6446 -2,9874 -3,2400 -3,3671 -3,3667 -3,2671 -3,1072 -2,9167 -2,7102 -2,4947 -2,2819 -2,0943 -1,9590 -1,8967 -1,9176 -2,0256 -2,2182 -2,4825 -2,7960 -3,1329 -3,4672 -3,7745 -4,0349 -4,2313 -4,3485 -4,3809 -4,3459 -4,2840 -4,2421 -4,2529 -4,3242 -4,4411 -4,5786 -4,7134 -4,8281 -4,9125 -4,9662 -4,9972 -5,0126 -5,0068 -4,9633 -4,8733 -4,7458 -4,5977 -4,4385 -4,2656 -4,0709 -3,8516 -3,6129 -3,3620 -3,0998 -2,8131 -2,4760 -2,0638 -1,5654 -0,9896 -0,3680 0,2501 0,8145 1,2887 1,6580 1,9308 2,1347 2,3041 2,4633 2,6157 2,7466 2,8401 2,8962 2,9347 2,9856 3,0728 3,2040 3,3754 3,5833 3,8283 4,1036 4,3831 4,6291 4,8121 4,9240 4,9779 4,9995 5,0186 5,0617 5,1428 5,2551 5,3714 5,4575 5,4922 5,4786 5,4408 5,4076 5,3936 5,3931 5,3891 5,3700 5,3408 5,3180 5,3148 5,3284 5,3394 5,3192 5,2388 5,0752 4,8181 4,4721 4,0597 3,6223 3,2117 2,8725 2,6283 2,4790 2,4107 2,4067 2,4489 2,5134 2,5703 2,5906 2,5572 2,4645 2,3087 2,0909 1,8314 1,5723 1,3604 1,2225 1,1506 1,1067 1,0495 0,9650 0,8784 0,8409 0,8993 1,0654 1,3101 1,5796 1,8176 1,9855 2,0763 2,1130 2,1289 2,1507 2,1916 2,2565 2,3461 2,4544 2,5609 2,6329 2,6379 2,5588 2,4023 2,1999 1,9986 1,8463 1,7780 1,8001 1,8847 1,9850 2,0610 2,0951 2,0955 2,0901 2,1102 2,1698 2,2584 2,3558 2,4456 2,5098 2,5181 2,4388 2,2656 2,0310 1,7864 1,5736 1,4133 1,3085 1,2476 1,2044 1,1453 1,0428 0,8859 0,6805 0,4411 0,1791 -0,1011 -0,3973 -0,7018 -0,9948 -1,2494 -1,4468 -1,5828 -1,6603 -1,6800 -1,6375 -1,5305 -1,3728 -1,1999 -1,0596 -0,9958 -1,0346 -1,1772 -1,3972 -1,6429 -1,8505 -1,9698 -1,9863 -1,9218 -1,8162 -1,7062 -1,6129 -1,5392 -1,4754 -1,4055 -1,3123 -1,1868 -1,0338 -0,8685 -0,7090 -0,5734 -0,4746 -0,4130 -0,3787 -0,3608 -0,3525 -0,3500 -0,3525 -0,3632 -0,3880 -0,4307 -0,4850 -0,5295 -0,5322 -0,4655 -0,3190 -0,1064 0,1358 0,3587 0,5174 0,5822 0,5454 0,4225 0,2437 0,0435 -0,1404 -0,2670 -0,3023 -0,2365 -0,0914 0,0906 0,2679 0,4153 0,5240 0,5932 0,6258 0,6330 0,6348 0,6496 0,6816 0,7181 0,7390 0,7264 0,6723 0,5879 0,5026 0,4482 0,4419 0,4796 0,5421 0,6077 0,6639 0,7110 0,7587 0,8169 0,8889 0,9702 1,0537 1,1380 1,2288 1,3315 1,4417 1,5461 1,6284 1,6738 1,6717 1,6232 1,5420 1,4464 1,3479 1,2433 1,1175 0,9580 0,7702 0,5810 0,4243 0,3224 0,2792 0,2854 0,3266 0,3893 0,4611 0,5317 0,5954 0,6545 0,7167 0,7875 0,8644 0,9383 0,9961 1,0191 0,9874 0,8924 0,7440 0,5612 0,3571 0,1366 -0,0923 -0,3103 -0,4913 -0,6182 -0,6903 -0,7133 -0,6831 -0,5878 -0,4253 -0,2120 0,0221 0,2450 0,4333 0,5766 0,6780 0,7522 0,8195 0,8931 0,9688 1,0285 1,0531 1,0273 0,9402 0,7898 0,5872 0,3536 0,1168 -0,0912 -0,2384 -0,3000 -0,2695 -0,1671 -0,0397 0,0516 0,0541 -0,0554 -0,2636 -0,5320 -0,8164 -1,0809 -1,3066 -1,4904 -1,6376 -1,7583 -1,8719 -2,0060 -2,1809 -2,3933 -2,6112 -2,7877 -2,8841 -2,8830 -2,7942 -2,6533 -2,5087 -2,3995 -2,3413 -2,3245 -2,3202 -2,2937 -2,2229 -2,1037 -1,9410 -1,7417 -1,5139 -1,2617 -0,9777 -0,6532 -0,2991 0,0474 0,3404 0,5481 0,6622 0,6931 0,6571 0,5657 0,4243 0,2372 0,0096 -0,2511 -0,5312 -0,8073 -1,0488 -1,2282 -1,3320 -1,3621 -1,3260 -1,2327 -1,1020 -0,9696 -0,8775 -0,8637 -0,9603 -1,1891 -1,5538 -2,0365 -2,6015 -3,2044 -3,8009 -4,3563 -4,8501 -5,2769 -5,6453 -5,9689 -6,2495 -6,4677 -6,5954 -6,6189 -6,5501 -6,4153 -6,2419 -6,0572 -5,8898 -5,7574 -5,6520 -5,5412 -5,3861 -5,1637 -4,8787 -4,5585 -4,2384 -3,9491 -3,7106 -3,5309 -3,3996 -3,2834 -3,1401 -2,9422 -2,6945 -2,4333 -2,2083 -2,0621 -2,0172 -2,0701 -2,1888 -2,3202 -2,4107 -2,4269 -2,3638 -2,2349 -2,0601 -1,8608 -1,6567 -1,4613 -1,2833 -1,1302 -1,0120 -0,9408 -0,9226 -0,9489 -1,0003 -1,0580 -1,1109 -1,1571 -1,2083 -1,2952 -1,4605 -1,7359 -2,1185 -2,5704 -3,0434 -3,5032 -3,9291 -4,3051 -4,6207 -4,8783 -5,0948 -5,2941 -5,4940 -5,7007 -5,9134 -6,1291 -6,3419 -6,5365 -6,6874 -6,7662 -6,7518 -6,6354 -6,4217 -6,1310 -5,8005 -5,4783 -5,2079 -5,0114 -4,8908 -4,8408 -4,8541 -4,9189 -5,0215 -5,1497 -5,2956 -5,4563 -5,6278 -5,7974 -5,9425 -6,0326 -6,0355 -5,9281 -5,7066 -5,3915 -5,0240 -4,6540 -4,3267 -4,0757 -3,9192 -3,8566 -3,8696 -3,9343 -4,0375 -4,1776 -4,3552 -4,5651 -4,7967 -5,0342 -5,2513
