Fp1   -0,0226 0,5210 1,0169 1,4773 1,8562 2,0580 1,9994 1,6639 1,1158 0,4812 -0,0958 -0,5181 -0,7913 -1,0179 -1,3001 -1,6127 -1,7877 -1,6481 -1,1575 -0,4469 0,2747 0,8230 1,0957 1,0964 0,9304 0,7443 0,6340 0,5980 0,5839 0,5659 0,5645 0,5993 0,6462 0,6539 0,5944 0,4735 0,3055 0,1110 -0,0838 -0,2956 -0,5803 -0,9239 -1,2086 -1,3358 -1,3211 -1,2627 -1,2612 -1,3638 -1,5706 -1,8784 -2,2811 -2,7239 -3,0948 -3,2646 -3,1342 -2,6768 -1,9765 -1,2264 -0,6524 -0,4111 -0,5245 -0,8706 -1,2452 -1,4670 -1,4403 -1,1483 -0,6418 -0,0438 0,4671 0,7253 0,6654 0,3437 -0,1290 -0,6493 -1,1207 -1,4423 -1,5348 -1,3627 -0,9377 -0,3435 0,2483 0,6304 0,6668 0,3737 -0,0882 -0,5028 -0,6944 -0,5849 -0,2118 0,2943 0,7506 0,9716 0,8442 0,3828 -0,3053 -1,0917 -1,8534 -2,4789 -2,8974 -3,0996 -3,1274 -3,0515 -2,9374 -2,7905 -2,5214 -2,0024 -1,2017 -0,2636 0,5668 1,1038 1,3153 1,2902 1,1403 0,9374 0,7269 0,5547 0,4504 0,4028 0,3846 0,3831 0,3883 0,3904 0,4123 0,5146 0,7515 1,1477 1,7257 2,5043 3,4256 4,3080 4,9246 5,1389 4,9468 4,4420 3,7999 3,2494 2,9900 3,1078 3,5337 4,0671 4,4865 4,6720 4,6430 4,5164 4,4150 4,3861 4,4241 4,5387 4,7321 4,9410 5,0599 5,0146 4,8078 4,5225 4,2789 4,1713 4,2536 4,5536 5,0568 5,6985 6,4016 7,1112 7,7852 8,3541 8,7063 8,7287 8,3716 7,6925 6,8476 6,0401 5,4580 5,2185 5,3488 5,8073 6,5066 7,3252 8,1228 8,7592 9,1211 9,1627 8,9197 8,4741 7,9002 7,2364 6,4984 5,7124 4,9154 4,1323 3,3684 2,6169 1,8793 1,1827 0,5731 0,0992 -0,1967 -0,2662 -0,0417 0,5403 1,4919 2,7363 4,1038 5,3704 6,3261 6,8511 6,9482 6,7096 6,2440 5,6187 4,8629 4,0063 3,0990 2,2131 1,4351 0,8568 0,5655 0,6089 0,9487 1,4744 2,0651 2,6130 3,0143 3,1859 3,1195 2,9248 2,7868 2,8379 3,0612 3,3020 3,3651 3,1309 2,6123 1,9313 1,2585 0,7376 0,4318 0,3271 0,3658 0,4731 0,5849 0,6662 0,7139 0,7639 0,8805 1,1189 1,5083 2,0597 2,7500 3,4903 4,1246 4,4916 4,5098 4,1993 3,6427 2,9740 2,3754 2,0254 2,0219 2,3317 2,7998 3,2227 3,4444 3,4217 3,2289 3,0132 2,9273 3,0534 3,3614 3,7369 4,0334 4,1148 3,9104 3,4701 2,9681 2,6410 2,6874 3,1683 3,9560 4,7798 5,3642 5,5732 5,4586 5,1843 4,9016 4,6835 4,5526 4,5251 4,6032 4,7407 4,8411 4,8019 4,5825 4,2523 3,9679 3,8868 4,0869 4,5356 5,1064 5,6390 6,0125 6,1425 5,9439 5,3987 4,6594 3,9989 3,6461 3,6838 4,0624 4,6575 5,2983 5,7878 5,9661 5,7954 5,3928 4,9854 4,7992 4,9148 5,1956 5,3692 5,1969 4,5986 3,6707 2,6127 1,6289 0,8796 0,4781 0,4834 0,8754 1,5433 2,3010 2,9198 3,1914 3,0113 2,4238 1,6006 0,7765 0,1463 -0,2160 -0,3177 -0,1553 0,2897 0,9724 1,7289 2,3281 2,6005 2,5103 2,1221 1,5538 0,9644 0,5208 0,3446 0,4986 0,9842 1,7153 2,5229 3,2300 3,7289 3,9753 3,9501 3,6686 3,1836 2,5568 1,8523 1,1530 0,5567 0,1542 0,0026 0,0849 0,2741 0,3471 0,0643 -0,7076 -1,8962 -3,2321 -4,3716 -5,0416 -5,1265 -4,6710 -3,8233 -2,7692 -1,6874 -0,7238 0,0262 0,5277 0,8129 0,9643 1,0630 1,1387 1,1519 1,0170 0,6745 0,1546 -0,4462 -1,0398 -1,5855 -2,0838 -2,5508 -2,9904 -3,3904 -3,7469 -4,0731 -4,3730 -4,6342 -4,8491 -5,0043 -5,0491 -4,9110 -4,5602 -4,0499 -3,5045 -3,0738 -2,8662 -2,8856 -3,0180 -3,0885 -2,9572 -2,5814 -2,0154 -1,3846 -0,8501 -0,5551 -0,5669 -0,8583 -1,3214 -1,7869 -2,0677 -2,0448 -1,7374 -1,2927 -0,9098 -0,7520 -0,8917 -1,3111 -1,9571 -2,7749 -3,6844 -4,5622 -5,2731 -5,7151 -5,8240 -5,5791 -5,0458 -4,3682 -3,6799 -3,0572 -2,5497 -2,1807 -1,9051 -1,6139 -1,2016 -0,6403 -0,0090 0,5458 0,8884 0,9404 0,6662 0,0538 -0,8626 -1,9678 -3,0713 -3,9626 -4,4754 -4,5268 -4,1278 -3,3693 -2,3768 -1,2645 -0,1256 0,9466 1,8250 2,3533 2,4113 1,9606 1,0518 -0,1612 -1,4497 -2,6066 -3,5159 -4,1491 -4,5473 -4,8130 -5,0647 -5,3480 -5,5819 -5,6009 -5,2573 -4,5232 -3,5303 -2,5029 -1,6432 -1,0565 -0,7259 -0,5322 -0,3274 -0,0189 0,3820 0,7719 1,0261 1,0870 0,9793 0,7376 0,3379 -0,2982 -1,2497 -2,5256 -4,0137 -5,4906 -6,6843 -7,3509 -7,3499 -6,6981 -5,5597 -4,1771 -2,7887 -1,5744 -0,6415 -0,0416 0,2043 0,1054 -0,2766 -0,8302 -1,4350 -1,9960 -2,4443 -2,7301 -2,8304 -2,7650 -2,5954 -2,4042 -2,2804 -2,3076 -2,5259 -2,9104 -3,3946 -3,8803 -4,2334 -4,3354 -4,1795 -3,8914 -3,6309 -3,5010 -3,5512 -3,7913 -4,1574 -4,5049 -4,6729 -4,5636 -4,1735 -3,5858 -2,9533 -2,4673 -2,2946 -2,5093 -3,0717 -3,8604 -4,7140 -5,4729 -6,0286 -6,3339 -6,3725 -6,1507 -5,7078 -5,1085 -4,4272 -3,7468 -3,1566 -2,7343 -2,5435 -2,6337 -3,0011 -3,5379 -4,0468 -4,3342 -4,3101 -4,0294 -3,6656 -3,4285 -3,4446 -3,6595 -3,8588 -3,8325 -3,5241 -2,9988 -2,3168 -1,5093 -0,6436 0,1606 0,7694 1,0497 0,8758 0,1841 -0,9661 -2,3973 -3,8614 -5,0984 -5,9141 -6,2562 -6,2139 -5,9394 -5,5807 -5,2617
Fz    -0,6461 -0,5564 -0,5059 -0,4668 -0,4064 -0,3158 -0,2040 -0,0857 0,0238 0,1182 0,2057 0,2864 0,3277 0,2800 0,1348 -0,0338 -0,1050 0,0034 0,2819 0,6432 0,9743 1,1812 1,2066 1,0394 0,7323 0,3939 0,1377 0,0277 0,0652 0,2117 0,4142 0,6144 0,7499 0,7706 0,6664 0,4726 0,2476 0,0447 -0,1132 -0,2511 -0,4149 -0,6050 -0,7609 -0,8288 -0,8194 -0,7989 -0,8374 -0,9627 -1,1555 -1,3820 -1,6127 -1,8157 -1,9518 -1,9809 -1,8665 -1,5814 -1,1315 -0,5782 -0,0338 0,3847 0,6154 0,6788 0,6463 0,5818 0,5175 0,4731 0,4684 0,5034 0,5415 0,5308 0,4393 0,2620 0,0067 -0,3042 -0,6182 -0,8586 -0,9611 -0,9027 -0,6996 -0,4032 -0,1044 0,0835 0,0798 -0,1133 -0,4086 -0,6735 -0,7791 -0,6412 -0,2517 0,3139 0,9156 1,3836 1,5713 1,4135 0,9479 0,2923 -0,3934 -0,9568 -1,3062 -1,4346 -1,4041 -1,3118 -1,2397 -1,1945 -1,0789 -0,7497 -0,1408 0,6572 1,4380 1,9982 2,2355 2,1654 1,8720 1,4537 0,9999 0,5818 0,2368 -0,0339 -0,2419 -0,3949 -0,5019 -0,5679 -0,5745 -0,4827 -0,2584 0,1164 0,6522 1,3465 2,1528 2,9593 3,6279 4,0639 4,2437 4,2047 4,0413 3,8886 3,8690 4,0361 4,3488 4,6896 4,9361 5,0319 4,9960 4,8914 4,7854 4,7228 4,7414 4,8981 5,2331 5,7063 6,1987 6,5820 6,7899 6,8478 6,8501 6,9085 7,1101 7,4932 8,0339 8,6612 9,2974 9,8818 10,3663 10,7019 10,8361 10,7286 10,3769 9,8325 9,1939 8,5811 8,1058 7,8400 7,8019 7,9660 8,2799 8,6729 9,0589 9,3487 9,4748 9,4123 9,1765 8,8020 8,3231 7,7656 7,1572 6,5396 5,9599 5,4544 5,0450 4,7341 4,5012 4,3145 4,1498 4,0019 3,8775 3,7909 3,7698 3,8565 4,0862 4,4564 4,9172 5,3860 5,7705 5,9968 6,0306 5,8809 5,5806 5,1653 4,6755 4,1689 3,7147 3,3679 3,1456 3,0319 3,0129 3,0931 3,2737 3,5339 3,8298 4,0934 4,2416 4,2075 3,9769 3,6051 3,1965 2,8503 2,6114 2,4548 2,3085 2,1044 1,8218 1,4987 1,2118 1,0334 0,9917 1,0647 1,2000 1,3395 1,4373 1,4599 1,3796 1,1911 0,9314 0,6741 0,5126 0,5425 0,8244 1,3411 1,9867 2,6056 3,0485 3,2007 2,9980 2,4622 1,7202 0,9624 0,3638 0,0190 -0,0710 0,0346 0,2573 0,5285 0,8075 1,0891 1,3974 1,7600 2,1777 2,6165 3,0194 3,3206 3,4607 3,4115 3,2030 2,9258 2,6919 2,5767 2,5822 2,6439 2,6781 2,6348 2,5199 2,3787 2,2582 2,1841 2,1642 2,2051 2,3138 2,4802 2,6687 2,8361 2,9641 3,0790 3,2353 3,4772 3,8122 4,2086 4,6081 4,9569 5,2361 5,4414 5,5409 5,5006 5,3449 5,1504 4,9899 4,9111 4,9503 5,1297 5,4234 5,7426 5,9779 6,0657 6,0263 5,9556 5,9713 6,1252 6,3452 6,4743 6,3671 5,9674 5,3217 4,5345 3,7089 2,9277 2,2721 1,8267 1,6471 1,7220 1,9625 2,2239 2,3537 2,2483 1,8928 1,3705 0,8315 0,4231 0,2286 0,2615 0,4978 0,8929 1,3740 1,8340 2,1567 2,2745 2,2020 2,0127 1,7935 1,6249 1,5695 1,6593 1,8984 2,2666 2,7090 3,1360 3,4581 3,6217 3,6091 3,4280 3,1168 2,7387 2,3564 2,0140 1,7365 1,5381 1,4360 1,4532 1,5999 1,8352 2,0423 2,0567 1,7516 1,1174 0,2668 -0,6212 -1,3658 -1,8337 -1,9639 -1,7656 -1,3040 -0,6829 -0,0226 0,5632 0,9869 1,2072 1,2472 1,1820 1,0910 1,0112 0,9308 0,8253 0,6880 0,5204 0,3137 0,0541 -0,2639 -0,6331 -1,0326 -1,4329 -1,8137 -2,1729 -2,5136 -2,8339 -3,1270 -3,3744 -3,5342 -3,5517 -3,3958 -3,0948 -2,7396 -2,4481 -2,3073 -2,3307 -2,4585 -2,5960 -2,6602 -2,6113 -2,4649 -2,2852 -2,1567 -2,1450 -2,2699 -2,5139 -2,8476 -3,2283 -3,5827 -3,8253 -3,9061 -3,8371 -3,6802 -3,5222 -3,4451 -3,4988 -3,6958 -4,0218 -4,4393 -4,8819 -5,2564 -5,4650 -5,4365 -5,1543 -4,6755 -4,1140 -3,5818 -3,1473 -2,8385 -2,6445 -2,5070 -2,3404 -2,0792 -1,7185 -1,3226 -0,9922 -0,8159 -0,8483 -1,1146 -1,6066 -2,2615 -2,9580 -3,5496 -3,9219 -4,0293 -3,8861 -3,5426 -3,0722 -2,5561 -2,0625 -1,6310 -1,2700 -0,9796 -0,7794 -0,7060 -0,7942 -1,0572 -1,4597 -1,9143 -2,3236 -2,6288 -2,8220 -2,9307 -2,9982 -3,0620 -3,1354 -3,1980 -3,1973 -3,0686 -2,7797 -2,3668 -1,9163 -1,5159 -1,2204 -1,0329 -0,9071 -0,7806 -0,6184 -0,4325 -0,2654 -0,1496 -0,0824 -0,0474 -0,0579 -0,1714 -0,4679 -1,0114 -1,8072 -2,7742 -3,7563 -4,5675 -5,0415 -5,0829 -4,7075 -4,0423 -3,2719 -2,5630 -2,0147 -1,6582 -1,4837 -1,4620 -1,5471 -1,6775 -1,7942 -1,8576 -1,8458 -1,7479 -1,5642 -1,3143 -1,0471 -0,8319 -0,7274 -0,7613 -0,9270 -1,1803 -1,4505 -1,6751 -1,8190 -1,8632 -1,8054 -1,6825 -1,5668 -1,5195 -1,5586 -1,6751 -1,8483 -2,0305 -2,1404 -2,0921 -1,8394 -1,3962 -0,8297 -0,2526 0,1924 0,3733 0,2141 -0,2920 -1,0936 -2,0846 -3,1138 -4,0217 -4,6776 -4,9974 -4,9648 -4,6411 -4,1411 -3,5902 -3,0946 -2,7252 -2,5047 -2,4143 -2,4171 -2,4774 -2,5617 -2,6396 -2,6936 -2,7249 -2,7468 -2,7775 -2,8342 -2,9092 -2,9373 -2,8095 -2,4481 -1,8740 -1,1857 -0,4851 0,1583 0,6943 1,0812 1,2878 1,2793 1,0116 0,4597 -0,3498 -1,3376 -2,3844 -3,3472 -4,0936 -4,5422 -4,6740 -4,5155 -4,1257 -3,5941
F3    -0,9717 -0,9889 -0,9814 -0,9133 -0,7416 -0,4620 -0,1184 0,2224 0,5017 0,6971 0,8281 0,9242 0,9832 0,9712 0,8701 0,7175 0,5848 0,5164 0,4964 0,4703 0,3885 0,2324 0,0114 -0,2455 -0,4823 -0,6235 -0,6136 -0,4526 -0,1905 0,1052 0,3781 0,5904 0,7179 0,7486 0,6896 0,5665 0,4095 0,2352 0,0352 -0,2226 -0,5565 -0,9077 -1,1438 -1,1560 -0,9440 -0,6108 -0,2931 -0,0910 -0,0421 -0,1392 -0,3522 -0,6337 -0,9240 -1,1670 -1,3189 -1,3493 -1,2498 -1,0513 -0,8229 -0,6424 -0,5486 -0,5124 -0,4654 -0,3629 -0,2093 -0,0296 0,1625 0,3566 0,5192 0,5995 0,5641 0,4075 0,1365 -0,2269 -0,6258 -0,9752 -1,1986 -1,2543 -1,1400 -0,8941 -0,5994 -0,3676 -0,2912 -0,3887 -0,5883 -0,7648 -0,7937 -0,5939 -0,1530 0,4665 1,1380 1,6924 1,9582 1,8210 1,2695 0,4002 -0,6061 -1,5360 -2,2167 -2,5734 -2,6391 -2,5164 -2,3132 -2,0740 -1,7412 -1,1996 -0,3981 0,5613 1,4640 2,1098 2,4138 2,4138 2,2098 1,9053 1,5890 1,3211 1,1085 0,9079 0,6742 0,4002 0,1097 -0,1558 -0,3390 -0,3817 -0,2511 0,0569 0,5401 1,1951 1,9852 2,8126 3,5517 4,1164 4,4813 4,6603 4,7005 4,6826 4,6914 4,7743 4,9168 5,0464 5,0817 4,9903 4,7992 4,5700 4,3686 4,2424 4,2253 4,3569 4,6604 5,0943 5,5483 5,8970 6,0670 6,0784 6,0313 6,0503 6,2325 6,6189 7,1805 7,8360 8,4971 9,0978 9,5954 9,9521 10,1202 10,0520 9,7310 9,1953 8,5388 7,8929 7,3902 7,1243 7,1264 7,3683 7,7768 8,2499 8,6695 8,9254 8,9511 8,7461 8,3613 7,8616 7,2981 6,7044 6,1063 5,5275 4,9850 4,4903 4,0587 3,7057 3,4383 3,2578 3,1686 3,1753 3,2650 3,4048 3,5665 3,7531 3,9986 4,3401 4,7816 5,2696 5,6987 5,9566 5,9771 5,7580 5,3385 4,7682 4,1108 3,4605 2,9254 2,5828 2,4472 2,4783 2,6197 2,8277 3,0683 3,3115 3,5318 3,6932 3,7435 3,6411 3,3904 3,0485 2,6975 2,4054 2,2020 2,0752 1,9887 1,9108 1,8304 1,7534 1,6983 1,6872 1,7301 1,8153 1,9082 1,9616 1,9350 1,8064 1,5718 1,2535 0,9067 0,6078 0,4408 0,4838 0,7763 1,2830 1,8957 2,4789 2,9205 3,1478 3,1213 2,8442 2,3776 1,8252 1,2932 0,8545 0,5434 0,3696 0,3247 0,3826 0,5109 0,6887 0,9217 1,2360 1,6482 2,1425 2,6710 3,1691 3,5713 3,8343 3,9615 4,0046 4,0311 4,0778 4,1259 4,1151 3,9857 3,7213 3,3635 2,9931 2,6887 2,4904 2,3947 2,3830 2,4526 2,6182 2,8885 3,2464 3,6582 4,1020 4,5753 5,0751 5,5756 6,0248 6,3633 6,5588 6,6273 6,5992 6,4728 6,2359 5,9208 5,5987 5,3346 5,1724 5,1521 5,3043 5,6119 5,9937 6,3472 6,6111 6,7920 6,9546 7,1754 7,4678 7,7417 7,8496 7,6736 7,1861 6,4580 5,6123 4,7596 3,9775 3,3374 2,9191 2,7789 2,9053 3,2066 3,5386 3,7550 3,7533 3,5073 3,0825 2,6095 2,2174 1,9787 1,9078 1,9918 2,2106 2,5271 2,8719 3,1559 3,3166 3,3521 3,3026 3,2114 3,1100 3,0267 2,9966 3,0679 3,2872 3,6540 4,0921 4,4861 4,7383 4,7894 4,6209 4,2682 3,8152 3,3612 2,9885 2,7405 2,6155 2,5897 2,6468 2,7782 2,9456 3,0492 2,9516 2,5621 1,9042 1,1022 0,3181 -0,3029 -0,6672 -0,7462 -0,5696 -0,2109 0,2355 0,6852 1,0804 1,3836 1,5752 1,6675 1,7065 1,7375 1,7610 1,7299 1,6026 1,3896 1,1357 0,8711 0,5933 0,2818 -0,0838 -0,5089 -0,9757 -1,4543 -1,9106 -2,2994 -2,5683 -2,6826 -2,6422 -2,4705 -2,1934 -1,8381 -1,4490 -1,0985 -0,8760 -0,8491 -1,0144 -1,2829 -1,5205 -1,6123 -1,5123 -1,2600 -0,9623 -0,7452 -0,6895 -0,7922 -0,9911 -1,2277 -1,4656 -1,6629 -1,7724 -1,7795 -1,7184 -1,6509 -1,6408 -1,7324 -1,9333 -2,2212 -2,5672 -2,9462 -3,3307 -3,6760 -3,9170 -3,9841 -3,8370 -3,4940 -3,0242 -2,5069 -2,0078 -1,5848 -1,2782 -1,0771 -0,9171 -0,7259 -0,4754 -0,2004 0,0276 0,1433 0,1020 -0,1318 -0,5743 -1,1869 -1,8556 -2,4236 -2,7642 -2,8258 -2,6186 -2,1868 -1,6024 -0,9626 -0,3737 0,0791 0,3642 0,4974 0,5046 0,4020 0,1957 -0,1131 -0,5082 -0,9457 -1,3716 -1,7470 -2,0515 -2,2805 -2,4410 -2,5403 -2,5780 -2,5479 -2,4316 -2,1989 -1,8410 -1,4046 -0,9670 -0,5765 -0,2314 0,1006 0,4553 0,8485 1,2583 1,6228 1,8633 1,9293 1,8280 1,6022 1,2841 0,8742 0,3499 -0,3140 -1,1191 -2,0146 -2,8904 -3,6049 -4,0258 -4,0693 -3,7321 -3,1028 -2,3341 -1,5858 -0,9738 -0,5618 -0,3773 -0,4181 -0,6387 -0,9531 -1,2682 -1,5116 -1,6354 -1,6148 -1,4490 -1,1650 -0,8248 -0,5182 -0,3307 -0,3123 -0,4609 -0,7186 -0,9958 -1,2230 -1,3728 -1,4405 -1,4349 -1,4001 -1,4168 -1,5542 -1,8249 -2,1883 -2,5670 -2,8544 -2,9371 -2,7416 -2,2716 -1,6073 -0,8719 -0,1979 0,2956 0,5277 0,4727 0,1463 -0,4154 -1,1541 -1,9814 -2,7947 -3,4942 -3,9907 -4,2237 -4,1858 -3,9293 -3,5489 -3,1574 -2,8571 -2,7096 -2,7181 -2,8355 -2,9915 -3,1218 -3,1867 -3,1745 -3,0937 -2,9642 -2,8203 -2,7079 -2,6505 -2,6040 -2,4586 -2,1084 -1,5303 -0,7935 -0,0049 0,7364 1,3493 1,7732 1,9707 1,9176 1,5964 1,0100 0,1952 -0,7789 -1,8095 -2,7621 -3,5097 -3,9783 -4,1538 -4,0564 -3,7285 -3,2374
F7    -0,9021 -0,7484 -0,5542 -0,3230 -0,0671 0,1840 0,3924 0,5242 0,5600 0,5076 0,4060 0,3022 0,2180 0,1459 0,0845 0,0649 0,1266 0,2696 0,4422 0,5678 0,5832 0,4650 0,2324 -0,0675 -0,3690 -0,5977 -0,6933 -0,6348 -0,4481 -0,1885 0,0897 0,3462 0,5430 0,6471 0,6520 0,5838 0,4787 0,3606 0,2309 0,0652 -0,1639 -0,4309 -0,6459 -0,7221 -0,6433 -0,4722 -0,3116 -0,2497 -0,3232 -0,5171 -0,7824 -1,0513 -1,2591 -1,3690 -1,3715 -1,2673 -1,0665 -0,8034 -0,5375 -0,3319 -0,2201 -0,1847 -0,1755 -0,1525 -0,1097 -0,0595 -0,0108 0,0336 0,0655 0,0723 0,0520 0,0120 -0,0421 -0,1010 -0,1380 -0,1231 -0,0506 0,0591 0,1842 0,3113 0,4184 0,4630 0,4050 0,2466 0,0433 -0,1222 -0,1719 -0,0565 0,2278 0,6322 1,0628 1,4008 1,5387 1,4231 1,0739 0,5720 0,0309 -0,4357 -0,7470 -0,8782 -0,8635 -0,7725 -0,6641 -0,5381 -0,3248 0,0651 0,6518 1,3338 1,9283 2,2721 2,3068 2,0928 1,7514 1,3940 1,0908 0,8692 0,7150 0,5854 0,4438 0,2861 0,1381 0,0445 0,0599 0,2270 0,5507 1,0007 1,5370 2,1209 2,6974 3,1801 3,4834 3,5762 3,4899 3,2887 3,0525 2,8670 2,7957 2,8510 2,9809 3,0850 3,0737 2,9289 2,7019 2,4689 2,2887 2,1832 2,1564 2,2259 2,4092 2,6829 2,9766 3,2131 3,3530 3,4160 3,4653 3,5731 3,7952 4,1536 4,6212 5,1374 5,6460 6,1077 6,4842 6,7231 6,7605 6,5476 6,0868 5,4442 4,7323 4,0816 3,6120 3,4058 3,4917 3,8464 4,4025 5,0545 5,6688 6,1120 6,2957 6,2120 5,9268 5,5373 5,1218 4,7150 4,3172 3,9182 3,5115 3,1024 2,7144 2,3836 2,1438 2,0156 2,0033 2,0929 2,2442 2,3946 2,4908 2,5268 2,5483 2,6205 2,7902 3,0638 3,4001 3,7240 3,9537 4,0227 3,8874 3,5354 3,0099 2,4151 1,8781 1,4941 1,2950 1,2512 1,3031 1,4001 1,5165 1,6431 1,7739 1,8893 1,9531 1,9346 1,8358 1,6985 1,5841 1,5385 1,5659 1,6248 1,6548 1,6218 1,5427 1,4754 1,4894 1,6294 1,8841 2,1840 2,4348 2,5643 2,5498 2,4022 2,1349 1,7679 1,3499 0,9612 0,6982 0,6500 0,8617 1,3043 1,8770 2,4490 2,9043 3,1571 3,1553 2,9053 2,4909 2,0443 1,6842 1,4635 1,3673 1,3517 1,3752 1,4058 1,4240 1,4292 1,4468 1,5118 1,6371 1,7952 1,9322 1,9964 1,9645 1,8587 1,7476 1,7164 1,8143 2,0162 2,2268 2,3276 2,2415 1,9754 1,6138 1,2723 1,0384 0,9371 0,9402 1,0026 1,0886 1,1723 1,2316 1,2550 1,2597 1,2966 1,4221 1,6542 1,9537 2,2349 2,3972 2,3749 2,1774 1,8652 1,4941 1,1098 0,7717 0,5364 0,4213 0,4106 0,4903 0,6574 0,8894 1,1253 1,2974 1,3816 1,4147 1,4791 1,6614 1,9819 2,3523 2,6179 2,6466 2,3929 1,9061 1,2893 0,6437 0,0436 -0,4516 -0,7875 -0,9309 -0,8912 -0,7287 -0,5469 -0,4614 -0,5536 -0,8351 -1,2409 -1,6589 -1,9868 -2,1745 -2,2197 -2,1335 -1,9222 -1,6009 -1,2163 -0,8438 -0,5510 -0,3630 -0,2668 -0,2356 -0,2424 -0,2609 -0,2648 -0,2228 -0,1044 0,0922 0,3175 0,4894 0,5289 0,3782 0,0177 -0,5074 -1,0899 -1,6040 -1,9521 -2,0916 -2,0353 -1,8287 -1,5212 -1,1588 -0,8016 -0,5457 -0,5078 -0,7632 -1,2870 -1,9583 -2,6220 -3,1531 -3,4912 -3,6323 -3,5969 -3,4114 -3,1091 -2,7338 -2,3382 -1,9795 -1,7039 -1,5268 -1,4314 -1,3946 -1,4165 -1,5194 -1,7089 -1,9440 -2,1654 -2,3428 -2,4855 -2,6269 -2,8110 -3,0731 -3,4199 -3,8330 -4,2802 -4,7138 -5,0760 -5,3206 -5,4253 -5,3833 -5,1953 -4,8779 -4,4771 -4,0670 -3,7257 -3,5009 -3,3836 -3,3106 -3,1995 -2,9913 -2,6778 -2,3085 -1,9750 -1,7732 -1,7585 -1,9181 -2,1861 -2,4896 -2,7707 -2,9777 -3,0677 -3,0272 -2,8804 -2,6780 -2,4863 -2,3732 -2,3831 -2,5246 -2,7832 -3,1383 -3,5624 -4,0065 -4,3925 -4,6294 -4,6530 -4,4642 -4,1277 -3,7304 -3,3512 -3,0552 -2,8765 -2,7889 -2,7147 -2,5756 -2,3428 -2,0519 -1,7759 -1,5843 -1,5274 -1,6435 -1,9560 -2,4523 -3,0643 -3,6793 -4,1810 -4,4885 -4,5656 -4,4187 -4,0919 -3,6527 -3,1773 -2,7354 -2,3700 -2,0976 -1,9300 -1,8829 -1,9703 -2,1998 -2,5575 -3,0001 -3,4741 -3,9417 -4,3824 -4,7847 -5,1425 -5,4500 -5,6957 -5,8570 -5,8961 -5,7676 -5,4549 -5,0055 -4,5157 -4,0788 -3,7451 -3,5038 -3,2895 -3,0246 -2,6759 -2,2771 -1,9071 -1,6421 -1,5186 -1,5376 -1,6941 -1,9864 -2,4094 -2,9532 -3,5995 -4,3027 -4,9823 -5,5421 -5,8916 -5,9643 -5,7495 -5,3112 -4,7637 -4,2242 -3,7842 -3,5060 -3,4236 -3,5342 -3,7906 -4,1129 -4,4181 -4,6403 -4,7355 -4,6826 -4,4867 -4,1816 -3,8338 -3,5344 -3,3660 -3,3694 -3,5307 -3,7837 -4,0377 -4,2215 -4,3082 -4,3040 -4,2410 -4,1864 -4,2315 -4,4396 -4,8026 -5,2527 -5,6969 -6,0297 -6,1476 -5,9856 -5,5516 -4,9198 -4,1965 -3,5033 -2,9699 -2,7053 -2,7604 -3,1242 -3,7426 -4,5270 -5,3610 -6,1219 -6,7018 -7,0187 -7,0345 -6,7695 -6,2969 -5,7208 -5,1498 -4,6742 -4,3450 -4,1631 -4,0938 -4,0971 -4,1455 -4,2226 -4,3194 -4,4317 -4,5607 -4,7158 -4,9102 -5,1359 -5,3319 -5,3887 -5,2062 -4,7599 -4,1091 -3,3485 -2,5711 -1,8617 -1,2965 -0,9396 -0,8489 -1,0679 -1,5949 -2,3664 -3,2750 -4,1924 -4,9841 -5,5392 -5,8046 -5,7897 -5,5456 -5,1474 -4,6877
