Fp1   3,9396 3,8485 3,6405 3,3754 3,0480 2,5898 1,9533 1,1793 0,3685 -0,3911 -1,0516 -1,5700 -1,8793 -1,9162 -1,6840 -1,2810 -0,8479 -0,4789 -0,1873 0,0597 0,3076 0,6055 0,9874 1,4433 1,9242 2,3661 2,6958 2,8438 2,7761 2,5028 2,0474 1,4247 0,6537 -0,2206 -1,1169 -1,9304 -2,5682 -2,9831 -3,1695 -3,1334 -2,8955 -2,5280 -2,1674 -1,9500 -1,9114 -1,9641 -1,9774 -1,8624 -1,6112 -1,3040 -1,0722 -1,0271 -1,2075 -1,5766 -2,0524 -2,5442 -2,9645 -3,2230 -3,2432 -3,0120 -2,6226 -2,2487 -2,0432 -2,0507 -2,2100 -2,4130 -2,5506 -2,5325 -2,2991 -1,8396 -1,2211 -0,5841 -0,0892 0,1383 0,0338 -0,3852 -1,0061 -1,6606 -2,2042 -2,5649 -2,7378 -2,7628 -2,7046 -2,6353 -2,6142 -2,6751 -2,8233 -3,0344 -3,2608 -3,4473 -3,5534 -3,5717 -3,5265 -3,4527 -3,3869 -3,3691 -3,4302 -3,5802 -3,8173 -4,1412 -4,5527 -5,0387 -5,5545 -6,0237 -6,3536 -6,4560 -6,2847 -5,8733 -5,3364 -4,8288 -4,4794 -4,3304 -4,3042 -4,2269 -3,9228 -3,3242 -2,5114 -1,6592 -0,9448 -0,4759 -0,2636 -0,2536 -0,3772 -0,5604 -0,7050 -0,7120 -0,5362 -0,2012 0,2480 0,7933 1,4356 2,1586 2,9142 3,6375 4,2739 4,8000 5,2229 5,5564 5,8032 5,9587 6,0189 5,9822 5,8587 5,6816 5,4965 5,3382 5,2239 5,1677 5,1943 5,3219 5,5199 5,7073 5,8203 5,8655 5,8874 5,8896 5,8086 5,5723 5,1730 4,6728 4,1573 3,6952 3,3228 3,0325 2,7688 2,4587 2,0680 1,6319 1,2109 0,8191 0,4155 -0,0359 -0,5125 -0,9383 -1,2291 -1,3450 -1,3345 -1,3349 -1,5000 -1,9037 -2,5073 -3,2105 -3,9151 -4,5411 -5,0098 -5,2551 -5,2767 -5,1670 -5,0662 -5,0951 -5,3105 -5,6886 -6,1444 -6,5708 -6,8746 -7,0049 -6,9729 -6,8407 -6,6782 -6,5254 -6,3933 -6,2791 -6,1702 -6,0460 -5,8916 -5,7069 -5,4910 -5,2262 -4,8948 -4,5134 -4,1446 -3,8696 -3,7335 -3,7044 -3,6921 -3,6174 -3,4677 -3,2959 -3,1773 -3,1518 -3,1944 -3,2481 -3,2646 -3,1920 -2,9600 -2,5201 -1,9085 -1,2575 -0,7363 -0,4688 -0,4784 -0,6940 -1,0105 -1,3516 -1,6869 -2,0143 -2,3306 -2,6100 -2,8108 -2,9019 -2,8683 -2,6946 -2,3658 -1,8913 -1,3326 -0,8025 -0,4319 -0,3256 -0,5238 -0,9911 -1,6419 -2,3651 -3,0360 -3,5412 -3,8119 -3,8389 -3,6596 -3,3269 -2,8925 -2,4225 -2,0172 -1,7860 -1,7762 -1,9255 -2,1031 -2,2108 -2,2375 -2,2256 -2,2129 -2,2161 -2,2431 -2,3049 -2,4196 -2,6004 -2,8340 -3,0671 -3,2139 -3,1907 -2,9733 -2,6369 -2,3334 -2,2025 -2,2699 -2,4273 -2,5269 -2,4906 -2,3495 -2,2030 -2,1408 -2,2014 -2,3954 -2,7270 -3,1728 -3,6730 -4,1585 -4,5665 -4,8412 -4,9531 -4,9092 -4,7351 -4,4678 -4,1646 -3,8829 -3,6533 -3,4797 -3,3484 -3,2360 -3,1174 -2,9815 -2,8436 -2,7295 -2,6313 -2,4919 -2,2441 -1,8517 -1,3211 -0,7063 -0,0908 0,4614 0,9417 1,3808 1,7960 2,1521 2,3751 2,4057 2,2505 1,9944 1,7573 1,6199 1,5682 1,4923 1,2585 0,8207 0,2601 -0,2947 -0,7707 -1,1772 -1,5517 -1,8905 -2,1416 -2,2595 -2,2354 -2,0726 -1,7702 -1,3442 -0,8496 -0,3697 0,0224 0,2965 0,4624 0,5432 0,5692 0,5983 0,7200 1,0129 1,5024 2,1542 2,8884 3,6034 4,2008 4,6012 4,7578 4,6653 4,3564 3,8966 3,3779 2,9024 2,5606 2,3975 2,3745 2,3673 2,2309 1,8936 1,3901 0,8188 0,3092 0,0220 0,1030 0,5926 1,3981 2,3587 3,3163 4,1328 4,6955 4,9360 4,8351 4,4209 3,7728 3,0005 2,1944 1,4069 0,6733 0,0285 -0,4889 -0,8282 -0,9279 -0,7401 -0,2638 0,4558 1,3648 2,4134 3,5208 4,5486 5,3152 5,6469 5,4640 4,8450 3,9925 3,1208 2,3601 1,7306 1,1831 0,6714 0,2038 -0,1590 -0,3389 -0,2768 0,0368 0,5482 1,1733 1,8465 2,5226 3,1579 3,7253 4,2347 4,7071 5,1341 5,4691 5,6472 5,6134 5,3466 4,8660 4,2269 3,5112 2,8217 2,2771 1,9762 1,9442 2,1236 2,4199 2,7443 3,0310 3,2337 3,3144 3,2444 3,0200 2,6698 2,2489 1,8233 1,4526 1,1825 1,0596 1,1442 1,4995 2,1661 3,1210 4,2416 5,3277 6,1933 6,7494 7,0040 7,0236 6,9117 6,7749 6,6654 6,5499 6,3338 5,9282 5,3085 4,5150 3,6166 2,6980 1,8742 1,2750 0,9829 0,9854 1,1824 1,4317 1,6023 1,6219 1,4970 1,3008 1,1428 1,1227 1,2851 1,6029 1,9930 2,3602 2,6462 2,8474 2,9919 3,1004 3,1650 3,1612 3,0713 2,8962 2,6546 2,3718 2,0705 1,7686 1,4901 1,2856 1,2244 1,3515 1,6655 2,1319 2,6985 3,3078 3,8948 4,3672 4,6142 4,5725 4,2867 3,9067 3,6185 3,5627 3,7936 4,2803 4,9214 5,5665 6,0553 6,2743 6,2065 5,9340 5,5871 5,2802 5,0819 5,0132 5,0456 5,1067 5,1191 5,0499 4,9232 4,7919 4,7074 4,7097 4,8061 4,9483 5,0458 5,0133 4,8102 4,4482 3,9748 3,4530 2,9324 2,4185 1,8833 1,3169 0,7612 0,2922 -0,0237 -0,1729 -0,2161 -0,2701 -0,4491 -0,7952 -1,2525 -1,7193 -2,1243 -2,4444 -2,6598 -2,7193 -2,5687 -2,1994 -1,6642 -1,0676 -0,5430 -0,1980 -0,0508 -0,0234 -0,0061 0,0712 0,2238 0,4298 0,6421 0,7945 0,8203 0,6725 0,3271 -0,2171 -0,9075 -1,6152 -2,1676 -2,4219 -2,3374 -1,9976 -1,5493 -1,1198 -0,7888 -0,5886 -0,5011 -0,4854 -0,5244 -0,6315 -0,8053 -0,9829 -1,0582 -0,9640 -0,7279 -0,4488
Fz    0,3745 0,4260 0,4672 0,5263 0,6033 0,6668 0,6871 0,6596 0,5950 0,5039 0,4004 0,3174 0,3058 0,4084 0,6269 0,9116 1,1897 1,4065 1,5412 1,5961 1,5893 1,5553 1,5355 1,5572 1,6204 1,6973 1,7385 1,6927 1,5358 1,2800 0,9534 0,5758 0,1531 -0,3113 -0,7959 -1,2530 -1,6288 -1,8949 -2,0568 -2,1352 -2,1501 -2,1273 -2,1098 -2,1399 -2,2209 -2,3054 -2,3282 -2,2512 -2,0885 -1,9009 -1,7590 -1,7025 -1,7322 -1,8296 -1,9743 -2,1481 -2,3286 -2,4876 -2,5997 -2,6589 -2,6855 -2,7145 -2,7675 -2,8341 -2,8805 -2,8708 -2,7782 -2,5901 -2,3106 -1,9629 -1,5915 -1,2564 -1,0156 -0,9083 -0,9447 -1,1023 -1,3294 -1,5703 -1,7937 -1,9971 -2,1864 -2,3558 -2,4871 -2,5680 -2,6092 -2,6414 -2,6969 -2,7937 -2,9290 -3,0814 -3,2212 -3,3265 -3,3920 -3,4292 -3,4660 -3,5418 -3,6906 -3,9225 -4,2175 -4,5358 -4,8365 -5,0921 -5,2895 -5,4259 -5,5020 -5,5184 -5,4809 -5,4113 -5,3484 -5,3333 -5,3869 -5,4925 -5,5885 -5,5873 -5,4218 -5,0847 -4,6328 -4,1597 -3,7599 -3,4962 -3,3837 -3,3952 -3,4769 -3,5602 -3,5743 -3,4656 -3,2159 -2,8395 -2,3557 -1,7704 -1,0894 -0,3431 0,4116 1,1139 1,7237 2,2285 2,6378 2,9674 3,2268 3,4208 3,5576 3,6555 3,7433 3,8554 4,0171 4,2330 4,4876 4,7612 5,0420 5,3189 5,5662 5,7484 5,8491 5,8891 5,9074 5,9241 5,9267 5,8940 5,8229 5,7303 5,6359 5,5515 5,4814 5,4238 5,3658 5,2817 5,1453 4,9476 4,6932 4,3806 4,0014 3,5625 3,1001 2,6660 2,3055 2,0417 1,8678 1,7501 1,6469 1,5369 1,4314 1,3540 1,3138 1,3048 1,3211 1,3629 1,4195 1,4599 1,4463 1,3491 1,1508 0,8515 0,4766 0,0741 -0,2974 -0,5860 -0,7659 -0,8451 -0,8482 -0,7962 -0,7034 -0,5829 -0,4464 -0,3035 -0,1661 -0,0490 0,0385 0,0982 0,1323 0,1348 0,0995 0,0352 -0,0254 -0,0311 0,0637 0,2707 0,5584 0,8620 1,1037 1,2179 1,1751 0,9874 0,7048 0,4118 0,2060 0,1579 0,2753 0,4984 0,7305 0,8879 0,9375 0,8980 0,8067 0,6863 0,5372 0,3520 0,1316 -0,1062 -0,3264 -0,4816 -0,5190 -0,3931 -0,0869 0,3732 0,9169 1,4436 1,8501 2,0629 2,0634 1,8898 1,6110 1,2957 0,9956 0,7421 0,5469 0,4033 0,2954 0,2101 0,1402 0,0772 0,0014 -0,1151 -0,2870 -0,4966 -0,7023 -0,8665 -0,9727 -1,0195 -1,0089 -0,9449 -0,8377 -0,7013 -0,5470 -0,3778 -0,1821 0,0607 0,3651 0,7230 1,0968 1,4288 1,6614 1,7648 1,7604 1,7186 1,7162 1,7902 1,9184 2,0376 2,0853 2,0280 1,8578 1,5821 1,2262 0,8343 0,4580 0,1400 -0,0951 -0,2479 -0,3431 -0,4144 -0,4896 -0,5846 -0,6990 -0,8165 -0,9138 -0,9662 -0,9487 -0,8419 -0,6447 -0,3811 -0,0876 0,2120 0,5180 0,8443 1,2055 1,6084 2,0394 2,4642 2,8487 3,1791 3,4585 3,6892 3,8616 3,9609 3,9848 3,9563 3,9166 3,8994 3,9054 3,8975 3,8169 3,6151 3,2917 2,9023 2,5209 2,1963 1,9346 1,7165 1,5277 1,3720 1,2628 1,2153 1,2492 1,3842 1,6215 1,9284 2,2479 2,5253 2,7322 2,8687 2,9467 2,9761 2,9695 2,9528 2,9573 3,0031 3,0873 3,1847 3,2589 3,2769 3,2171 3,0762 2,8684 2,6134 2,3281 2,0301 1,7419 1,4873 1,2781 1,0992 0,9082 0,6597 0,3353 -0,0502 -0,4670 -0,8773 -1,2258 -1,4497 -1,5141 -1,4333 -1,2530 -1,0202 -0,7722 -0,5366 -0,3302 -0,1646 -0,0535 -0,0122 -0,0530 -0,1813 -0,3840 -0,6208 -0,8355 -0,9798 -1,0264 -0,9704 -0,8280 -0,6360 -0,4414 -0,2770 -0,1427 -0,0163 0,1166 0,2406 0,3128 0,2951 0,1877 0,0307 -0,1251 -0,2479 -0,3383 -0,4219 -0,5233 -0,6451 -0,7674 -0,8639 -0,9189 -0,9373 -0,9422 -0,9530 -0,9653 -0,9578 -0,9150 -0,8352 -0,7234 -0,5888 -0,4472 -0,3173 -0,2140 -0,1441 -0,1057 -0,0958 -0,1201 -0,1929 -0,3214 -0,4875 -0,6549 -0,7997 -0,9272 -1,0574 -1,2060 -1,3756 -1,5569 -1,7315 -1,8760 -1,9673 -1,9923 -1,9525 -1,8617 -1,7386 -1,5969 -1,4349 -1,2357 -0,9746 -0,6311 -0,2082 0,2499 0,6638 0,9531 1,0716 1,0175 0,8260 0,5572 0,2730 0,0074 -0,2463 -0,5181 -0,8303 -1,1798 -1,5475 -1,9140 -2,2593 -2,5533 -2,7600 -2,8592 -2,8615 -2,8037 -2,7361 -2,7112 -2,7698 -2,9277 -3,1701 -3,4571 -3,7419 -3,9895 -4,1845 -4,3294 -4,4369 -4,5207 -4,5906 -4,6493 -4,6923 -4,7162 -4,7234 -4,7146 -4,6820 -4,6171 -4,5254 -4,4276 -4,3455 -4,2845 -4,2239 -4,1262 -3,9594 -3,7113 -3,3904 -3,0227 -2,6454 -2,3001 -2,0306 -1,8743 -1,8414 -1,9009 -1,9900 -2,0383 -1,9872 -1,7991 -1,4665 -1,0171 -0,5059 0,0049 0,4651 0,8482 1,1519 1,3915 1,5932 1,7894 2,0069 2,2472 2,4799 2,6646 2,7830 2,8489 2,8941 2,9505 3,0405 3,1672 3,3072 3,4165 3,4478 3,3681 3,1657 2,8488 2,4422 1,9780 1,4824 0,9727 0,4628 -0,0357 -0,5132 -0,9605 -1,3707 -1,7500 -2,1200 -2,5056 -2,9146 -3,3278 -3,7089 -4,0250 -4,2538 -4,3742 -4,3646 -4,2181 -3,9574 -3,6325 -3,3021 -3,0165 -2,8063 -2,6777 -2,6148 -2,5901 -2,5781 -2,5632 -2,5437 -2,5325 -2,5509 -2,6194 -2,7485 -2,9363 -3,1693 -3,4173 -3,6327 -3,7634 -3,7737 -3,6640 -3,4787 -3,2832 -3,1311 -3,0507 -3,0449 -3,0910 -3,1510 -3,1978 -3,2316 -3,2662 -3,3010 -3,3148 -3,2923 -3,2470 -3,2138
F3    0,8074 0,8157 0,7660 0,6903 0,6104 0,5320 0,4557 0,3842 0,3172 0,2501 0,1853 0,1445 0,1648 0,2772 0,4807 0,7365 0,9914 1,2060 1,3618 1,4553 1,5017 1,5368 1,6003 1,7106 1,8583 2,0130 2,1263 2,1454 2,0393 1,8109 1,4834 1,0801 0,6150 0,0953 -0,4622 -1,0142 -1,5011 -1,8799 -2,1452 -2,3127 -2,3986 -2,4278 -2,4455 -2,4959 -2,5823 -2,6600 -2,6713 -2,5860 -2,4227 -2,2435 -2,1208 -2,0969 -2,1712 -2,3172 -2,5044 -2,7071 -2,9000 -3,0545 -3,1488 -3,1831 -3,1885 -3,2119 -3,2808 -3,3789 -3,4587 -3,4716 -3,3879 -3,2002 -2,9180 -2,5651 -2,1822 -1,8234 -1,5422 -1,3782 -1,3531 -1,4623 -1,6706 -1,9294 -2,2005 -2,4592 -2,6856 -2,8606 -2,9678 -3,0026 -2,9790 -2,9275 -2,8841 -2,8777 -2,9235 -3,0202 -3,1562 -3,3170 -3,4905 -3,6722 -3,8724 -4,1114 -4,4011 -4,7286 -5,0614 -5,3644 -5,6136 -5,7963 -5,9066 -5,9435 -5,9074 -5,7952 -5,6107 -5,3824 -5,1608 -4,9935 -4,9048 -4,8886 -4,9059 -4,8938 -4,7948 -4,5873 -4,2914 -3,9523 -3,6207 -3,3394 -3,1359 -3,0186 -2,9759 -2,9769 -2,9768 -2,9295 -2,8011 -2,5758 -2,2467 -1,8091 -1,2722 -0,6726 -0,0676 0,4915 0,9792 1,3955 1,7532 2,0630 2,3247 2,5324 2,6850 2,7906 2,8688 2,9490 3,0616 3,2216 3,4246 3,6604 3,9270 4,2190 4,5071 4,7439 4,9007 4,9886 5,0391 5,0706 5,0777 5,0498 4,9886 4,9069 4,8190 4,7340 4,6587 4,5995 4,5588 4,5287 4,4934 4,4416 4,3626 4,2314 4,0201 3,7303 3,4024 3,0922 2,8389 2,6487 2,4954 2,3361 2,1372 1,8984 1,6546 1,4473 1,2953 1,1952 1,1455 1,1547 1,2188 1,3042 1,3613 1,3490 1,2468 1,0519 0,7752 0,4418 0,0946 -0,2164 -0,4608 -0,6423 -0,7801 -0,8822 -0,9396 -0,9396 -0,8760 -0,7531 -0,5898 -0,4189 -0,2738 -0,1732 -0,1228 -0,1243 -0,1737 -0,2533 -0,3296 -0,3599 -0,3109 -0,1781 0,0073 0,1902 0,3113 0,3281 0,2303 0,0383 -0,2010 -0,4155 -0,5301 -0,5041 -0,3503 -0,1261 0,0947 0,2558 0,3415 0,3714 0,3705 0,3426 0,2688 0,1304 -0,0682 -0,2957 -0,5041 -0,6393 -0,6454 -0,4727 -0,0962 0,4624 1,1268 1,7807 2,3052 2,6220 2,7202 2,6431 2,4482 2,1803 1,8721 1,5512 1,2360 0,9320 0,6380 0,3579 0,1013 -0,1258 -0,3288 -0,5188 -0,6933 -0,8247 -0,8799 -0,8491 -0,7457 -0,5816 -0,3566 -0,0747 0,2404 0,5514 0,8243 1,0398 1,1975 1,3143 1,4152 1,5190 1,6249 1,7101 1,7412 1,6980 1,6006 1,5076 1,4766 1,5247 1,6176 1,6904 1,6868 1,5848 1,3868 1,1025 0,7508 0,3645 -0,0151 -0,3503 -0,6181 -0,8167 -0,9610 -1,0691 -1,1547 -1,2250 -1,2782 -1,3039 -1,2895 -1,2232 -1,0943 -0,8981 -0,6446 -0,3613 -0,0800 0,1862 0,4505 0,7358 1,0557 1,4052 1,7556 2,0669 2,3176 2,5182 2,6923 2,8507 2,9818 3,0628 3,0785 3,0321 2,9451 2,8388 2,7126 2,5410 2,2862 1,9228 1,4670 0,9831 0,5486 0,2112 -0,0280 -0,1985 -0,3297 -0,4337 -0,5094 -0,5468 -0,5221 -0,4038 -0,1777 0,1339 0,4807 0,8109 1,0926 1,3165 1,4820 1,5923 1,6643 1,7331 1,8332 1,9743 2,1358 2,2798 2,3743 2,4030 2,3596 2,2465 2,0785 1,8777 1,6615 1,4370 1,2050 0,9693 0,7357 0,4979 0,2286 -0,1025 -0,5009 -0,9409 -1,3829 -1,7830 -2,0913 -2,2641 -2,2893 -2,1941 -2,0255 -1,8279 -1,6364 -1,4782 -1,3680 -1,3090 -1,2986 -1,3350 -1,4195 -1,5534 -1,7256 -1,9017 -2,0292 -2,0557 -1,9518 -1,7236 -1,4105 -1,0729 -0,7741 -0,5569 -0,4288 -0,3695 -0,3569 -0,3921 -0,4984 -0,6911 -0,9497 -1,2214 -1,4498 -1,6018 -1,6811 -1,7199 -1,7536 -1,7990 -1,8457 -1,8660 -1,8395 -1,7764 -1,7168 -1,6998 -1,7339 -1,7998 -1,8710 -1,9225 -1,9336 -1,8978 -1,8245 -1,7302 -1,6337 -1,5500 -1,4850 -1,4384 -1,4162 -1,4329 -1,4946 -1,5837 -1,6691 -1,7362 -1,7984 -1,8814 -2,0036 -2,1710 -2,3768 -2,5992 -2,8009 -2,9422 -2,9959 -2,9516 -2,8162 -2,6165 -2,3884 -2,1557 -1,9167 -1,6458 -1,3110 -0,9015 -0,4524 -0,0375 0,2686 0,4270 0,4401 0,3383 0,1671 -0,0326 -0,2447 -0,4871 -0,7992 -1,2109 -1,7159 -2,2744 -2,8340 -3,3451 -3,7630 -4,0524 -4,2000 -4,2231 -4,1626 -4,0708 -4,0009 -3,9939 -4,0669 -4,2096 -4,3938 -4,5907 -4,7840 -4,9699 -5,1509 -5,3283 -5,4967 -5,6426 -5,7499 -5,8089 -5,8283 -5,8334 -5,8454 -5,8664 -5,8894 -5,9160 -5,9601 -6,0314 -6,1167 -6,1714 -6,1345 -5,9578 -5,6282 -5,1714 -4,6395 -4,0896 -3,5698 -3,1274 -2,8135 -2,6583 -2,6385 -2,6800 -2,6925 -2,6069 -2,3918 -2,0531 -1,6266 -1,1690 -0,7438 -0,4024 -0,1694 -0,0373 0,0285 0,0767 0,1534 0,2823 0,4509 0,6176 0,7435 0,8175 0,8546 0,8787 0,9111 0,9663 1,0429 1,1164 1,1508 1,1157 0,9936 0,7784 0,4782 0,1175 -0,2738 -0,6764 -1,0791 -1,4678 -1,8252 -2,1431 -2,4256 -2,6853 -2,9443 -3,2309 -3,5673 -3,9554 -4,3703 -4,7718 -5,1233 -5,4006 -5,5858 -5,6624 -5,6233 -5,4786 -5,2556 -4,9939 -4,7387 -4,5269 -4,3707 -4,2512 -4,1344 -3,9958 -3,8349 -3,6743 -3,5467 -3,4811 -3,4967 -3,5995 -3,7829 -4,0315 -4,3197 -4,6058 -4,8420 -4,9957 -5,0668 -5,0846 -5,0831 -5,0796 -5,0765 -5,0719 -5,0627 -5,0441 -5,0115 -4,9656 -4,9067 -4,8224 -4,6934 -4,5215 -4,3438 -4,2129
F7    1,5800 1,5897 1,5293 1,4403 1,3409 1,2195 1,0571 0,8529 0,6255 0,3974 0,1885 0,0248 -0,0556 -0,0183 0,1399 0,3811 0,6472 0,8863 1,0609 1,1481 1,1541 1,1268 1,1359 1,2284 1,4061 1,6286 1,8268 1,9259 1,8732 1,6518 1,2732 0,7663 0,1699 -0,4744 -1,1219 -1,7170 -2,1996 -2,5280 -2,6898 -2,6954 -2,5742 -2,3782 -2,1736 -2,0123 -1,9079 -1,8382 -1,7756 -1,7162 -1,6852 -1,7148 -1,8170 -1,9747 -2,1520 -2,3084 -2,4032 -2,3966 -2,2642 -2,0160 -1,6956 -1,3647 -1,0946 -0,9523 -0,9686 -1,1220 -1,3617 -1,6311 -1,8716 -2,0287 -2,0688 -1,9897 -1,8164 -1,5904 -1,3559 -1,1542 -1,0228 -0,9890 -1,0591 -1,2149 -1,4200 -1,6361 -1,8393 -2,0212 -2,1784 -2,3066 -2,4011 -2,4625 -2,5022 -2,5398 -2,5908 -2,6533 -2,7102 -2,7473 -2,7682 -2,7958 -2,8627 -2,9954 -3,1959 -3,4359 -3,6672 -3,8472 -3,9608 -4,0210 -4,0502 -4,0656 -4,0738 -4,0741 -4,0700 -4,0740 -4,1018 -4,1685 -4,2884 -4,4684 -4,6890 -4,8937 -5,0045 -4,9605 -4,7521 -4,4221 -4,0309 -3,6290 -3,2562 -2,9486 -2,7305 -2,5984 -2,5160 -2,4348 -2,3209 -2,1645 -1,9657 -1,7179 -1,4125 -1,0536 -0,6569 -0,2353 0,2043 0,6531 1,0967 1,5114 1,8660 2,1364 2,3178 2,4217 2,4746 2,5148 2,5786 2,6812 2,8085 2,9340 3,0421 3,1275 3,1798 3,1850 3,1461 3,0899 3,0499 3,0437 3,0694 3,1191 3,1860 3,2570 3,3026 3,2851 3,1832 3,0062 2,7791 2,5223 2,2559 2,0114 1,8209 1,6903 1,5946 1,5040 1,4066 1,3132 1,2512 1,2452 1,2885 1,3361 1,3283 1,2239 1,0194 0,7448 0,4452 0,1691 -0,0353 -0,1339 -0,1288 -0,0605 0,0195 0,0766 0,0960 0,0778 0,0438 0,0294 0,0543 0,1071 0,1587 0,1760 0,1288 0,0012 -0,1903 -0,3940 -0,5490 -0,6170 -0,5947 -0,5007 -0,3537 -0,1661 0,0384 0,2195 0,3354 0,3610 0,3004 0,1883 0,0747 0,0017 -0,0151 0,0053 0,0226 0,0067 -0,0428 -0,1066 -0,1601 -0,1767 -0,1372 -0,0441 0,0743 0,1729 0,2111 0,1737 0,0777 -0,0440 -0,1670 -0,2841 -0,4023 -0,5325 -0,6768 -0,8278 -0,9725 -1,0913 -1,1529 -1,1191 -0,9640 -0,6916 -0,3409 0,0231 0,3283 0,5205 0,5829 0,5273 0,3690 0,1156 -0,2262 -0,6370 -1,0750 -1,4823 -1,8084 -2,0331 -2,1688 -2,2456 -2,2969 -2,3470 -2,4002 -2,4419 -2,4534 -2,4305 -2,3835 -2,3209 -2,2444 -2,1615 -2,0870 -2,0250 -1,9603 -1,8740 -1,7593 -1,6208 -1,4699 -1,3278 -1,2231 -1,1839 -1,2337 -1,3825 -1,6037 -1,8298 -1,9892 -2,0526 -2,0468 -2,0280 -2,0385 -2,0906 -2,1893 -2,3471 -2,5677 -2,8355 -3,1277 -3,4231 -3,6974 -3,9269 -4,0997 -4,2191 -4,2996 -4,3603 -4,4135 -4,4627 -4,5111 -4,5591 -4,5950 -4,5900 -4,5108 -4,3448 -4,1108 -3,8449 -3,5805 -3,3379 -3,1272 -2,9582 -2,8505 -2,8165 -2,8302 -2,8318 -2,7680 -2,6241 -2,4294 -2,2401 -2,1113 -2,0746 -2,1298 -2,2566 -2,4362 -2,6658 -2,9608 -3,3404 -3,7978 -4,2873 -4,7433 -5,1114 -5,3678 -5,5156 -5,5657 -5,5310 -5,4338 -5,3018 -5,1548 -4,9988 -4,8357 -4,6757 -4,5401 -4,4498 -4,4092 -4,4047 -4,4151 -4,4185 -4,3882 -4,2928 -4,1127 -3,8567 -3,5584 -3,2558 -2,9714 -2,7133 -2,4923 -2,3296 -2,2468 -2,2522 -2,3363 -2,4762 -2,6430 -2,8104 -2,9675 -3,1325 -3,3508 -3,6640 -4,0759 -4,5516 -5,0378 -5,4675 -5,7652 -5,8766 -5,8010 -5,5873 -5,3035 -5,0145 -4,7796 -4,6491 -4,6489 -4,7655 -4,9520 -5,1504 -5,3185 -5,4440 -5,5375 -5,6129 -5,6751 -5,7163 -5,7177 -5,6520 -5,4953 -5,2475 -4,9407 -4,6208 -4,3202 -4,0525 -3,8323 -3,6952 -3,6844 -3,8101 -4,0296 -4,2754 -4,4929 -4,6561 -4,7678 -4,8504 -4,9251 -4,9980 -5,0613 -5,1009 -5,1070 -5,0824 -5,0461 -5,0264 -5,0459 -5,1087 -5,1974 -5,2807 -5,3311 -5,3403 -5,3156 -5,2721 -5,2366 -5,2383 -5,2918 -5,3940 -5,5332 -5,6900 -5,8310 -5,9079 -5,8846 -5,7667 -5,5976 -5,4302 -5,3098 -5,2655 -5,2983 -5,3828 -5,4853 -5,5772 -5,6393 -5,6664 -5,6648 -5,6389 -5,5840 -5,4937 -5,3662 -5,1988 -4,9830 -4,7166 -4,4231 -4,1492 -3,9355 -3,7960 -3,7262 -3,7124 -3,7318 -3,7582 -3,7805 -3,8177 -3,9168 -4,1278 -4,4753 -4,9466 -5,4948 -6,0470 -6,5188 -6,8432 -6,9991 -7,0148 -6,9496 -6,8742 -6,8526 -6,9254 -7,0972 -7,3319 -7,5664 -7,7478 -7,8650 -7,9451 -8,0237 -8,1191 -8,2290 -8,3403 -8,4346 -8,4932 -8,5085 -8,4896 -8,4519 -8,4092 -8,3799 -8,3929 -8,4785 -8,6413 -8,8419 -9,0060 -9,0521 -8,9220 -8,6008 -8,1160 -7,5235 -6,8937 -6,3005 -5,8163 -5,5047 -5,3926 -5,4424 -5,5567 -5,6197 -5,5472 -5,3148 -4,9505 -4,5067 -4,0404 -3,6110 -3,2797 -3,0943 -3,0721 -3,1916 -3,4012 -3,6361 -3,8368 -3,9694 -4,0363 -4,0639 -4,0781 -4,0910 -4,1040 -4,1112 -4,0993 -4,0562 -3,9825 -3,8906 -3,8006 -3,7374 -3,7290 -3,7960 -3,9400 -4,1492 -4,4177 -4,7471 -5,1316 -5,5508 -5,9773 -6,3895 -6,7767 -7,1367 -7,4660 -7,7535 -7,9833 -8,1456 -8,2476 -8,3133 -8,3690 -8,4279 -8,4799 -8,4945 -8,4437 -8,3273 -8,1752 -8,0326 -7,9394 -7,9071 -7,9091 -7,8966 -7,8274 -7,6904 -7,5097 -7,3216 -7,1529 -7,0237 -6,9559 -6,9762 -7,1125 -7,3734 -7,7262 -8,1019 -8,4258 -8,6512 -8,7707 -8,8007 -8,7658 -8,6963 -8,6186 -8,5378 -8,4395 -8,3138 -8,1702 -8,0202 -7,8526 -7,6465 -7,4161 -7,2234 -7,1363
