Fp1   -2,5690 -1,9634 -1,3604 -0,8327 -0,3940 -0,0047 0,3767 0,7495 1,0586 1,2212 1,1915 1,0090 0,7696 0,5559 0,4020 0,2978 0,2014 0,0520 -0,1993 -0,5541 -0,9591 -1,3297 -1,5764 -1,6337 -1,4894 -1,1824 -0,7794 -0,3615 -0,0149 0,1809 0,1745 -0,0184 -0,2978 -0,5204 -0,5683 -0,3986 -0,0438 0,4241 0,9253 1,3815 1,7183 1,8743 1,8142 1,5442 1,1141 0,6024 0,1134 -0,2261 -0,3165 -0,1582 0,1335 0,4067 0,5593 0,5598 0,4341 0,2488 0,0808 -0,0058 0,0241 0,1551 0,3127 0,3788 0,2242 -0,2330 -0,9673 -1,8338 -2,6325 -3,2120 -3,5363 -3,6673 -3,6932 -3,6818 -3,6850 -3,7425 -3,8587 -3,9893 -4,0676 -4,0414 -3,8949 -3,6487 -3,3396 -2,9982 -2,6512 -2,3383 -2,1069 -1,9870 -1,9832 -2,0780 -2,2343 -2,4128 -2,5965 -2,7903 -3,0069 -3,2694 -3,6221 -4,0991 -4,6614 -5,1960 -5,5962 -5,8342 -5,9595 -6,0576 -6,2123 -6,4648 -6,7862 -7,0933 -7,2889 -7,3009 -7,1186 -6,8041 -6,4661 -6,2232 -6,1692 -6,3290 -6,6415 -7,0012 -7,3261 -7,5896 -7,8084 -8,0189 -8,2587 -8,5567 -8,9340 -9,3996 -9,9290 -10,4382 -10,7835 -10,8048 -10,4073 -9,6301 -8,6479 -7,6978 -6,9664 -6,5034 -6,2225 -5,9759 -5,6372 -5,1519 -4,5404 -3,8610 -3,1661 -2,4761 -1,7936 -1,1377 -0,5509 -0,0777 0,2600 0,4726 0,5887 0,6449 0,6907 0,7742 0,9165 1,1180 1,3880 1,7592 2,2657 2,9032 3,6151 4,3207 4,9558 5,4945 5,9472 6,3462 6,7272 7,1010 7,4353 7,6794 7,8152 7,8663 7,8602 7,7951 7,6461 7,3931 7,0352 6,5843 6,0620 5,4950 4,8863 4,1796 3,2685 2,0594 0,5366 -1,2176 -3,0363 -4,7101 -6,0566 -6,9798 -7,4808 -7,6385 -7,5873 -7,4855 -7,4617 -7,5597 -7,7329 -7,8927 -7,9689 -7,9455 -7,8576 -7,7497 -7,6287 -7,4645 -7,2411 -6,9878 -6,7519 -6,5612 -6,4117 -6,2777 -6,1370 -5,9961 -5,8911 -5,8589 -5,9007 -5,9748 -6,0136 -5,9464 -5,7273 -5,3655 -4,9357 -4,5461 -4,2671 -4,0937 -3,9760 -3,8476 -3,6290 -3,2527 -2,7055 -2,0294 -1,2890 -0,5415 0,1775 0,8491 1,4537 1,9671 2,3701 2,6547 2,8290 2,9240 2,9825 3,0355 3,1046 3,2263 3,4487 3,7800 4,1442 4,4052 4,4510 4,2616 3,9051 3,4851 3,0846 2,7296 2,3992 2,0757 1,7745 1,5273 1,3617 1,2943 1,3093 1,3393 1,2908 1,0928 0,7293 0,2538 -0,2236 -0,5874 -0,7680 -0,7622 -0,6374 -0,5092 -0,4735 -0,5373 -0,6186 -0,6013 -0,4026 -0,0234 0,4559 0,9261 1,2981 1,5238 1,6046 1,5867 1,5309 1,4732 1,4289 1,4302 1,5268 1,7508 2,0908 2,4893 2,8672 3,1722 3,3963 3,5502 3,6424 3,6803 3,6719 3,6284 3,5711 3,5181 3,4622 3,3820 3,2699 3,1328 2,9793 2,8108 2,6219 2,4123 2,2013 2,0277 1,9354 1,9293 1,9380 1,8538 1,6100 1,1959 0,6257 -0,0666 -0,8186 -1,5419 -2,1253 -2,4662 -2,5341 -2,4022 -2,2043 -2,0589 -2,0212 -2,0797 -2,1849 -2,2835 -2,3404 -2,3497 -2,3219 -2,2549 -2,1328 -1,9526 -1,7181 -1,4079 -0,9760 -0,3964 0,2966 1,0087 1,6275 2,0815 2,3666 2,5138 2,5526 2,5106 2,4214 2,3214 2,2488 2,2302 2,2663 2,3538 2,5193 2,8125 3,2708 3,8911 4,6200 5,3667 6,0279 6,5159 6,7827 6,8299 6,7017 6,4671 6,2023 5,9812 5,8629 5,8816 6,0492 6,3535 6,7362 7,0751 7,2100 7,0158 6,4757 5,6912 4,8254 4,0273 3,3828 2,9072 2,5647 2,2994 2,0687 1,8701 1,7436 1,7378 1,8632 2,0796 2,3258 2,5561 2,7496 2,8984 3,0091 3,1164 3,2714 3,5010 3,7810 4,0440 4,2085 4,2046 3,9862 3,5425 2,9189 2,2203 1,5700 1,0526 0,6936 0,4967 0,4896 0,7035 1,1145 1,6329 2,1486 2,5777 2,8827 3,0708 3,1804 3,2640 3,3840 3,6103 3,9819 4,4621 4,9455 5,3202 5,5270 5,5721 5,4952 5,3340 5,1123 4,8355 4,4939 4,0963 3,7007 3,3957 3,2503 3,2836 3,4735 3,7771 4,1412 4,5112 4,8417 5,0841 5,1590 4,9851 4,5595 3,9872 3,4188 2,9715 2,6964 2,5820 2,5733 2,6100 2,6609 2,7207 2,7850 2,8386 2,8602 2,8251 2,7146 2,5372 2,3313 2,1447 2,0243 2,0143 2,1387 2,3857 2,7125 3,0652 3,3853 3,6057 3,6665 3,5422 3,2392 2,7846 2,2263 1,6173 0,9929 0,3699 -0,2341 -0,7906 -1,2781 -1,6992 -2,0686 -2,4037 -2,7377 -3,1152 -3,5562 -4,0283 -4,4598 -4,7838 -4,9678 -5,0130 -4,9467 -4,8193 -4,6855 -4,5815 -4,5171 -4,4728 -4,4061 -4,2841 -4,1016 -3,8616 -3,5620 -3,2094 -2,8365 -2,5010 -2,2702 -2,1956 -2,2871 -2,4986 -2,7349 -2,8748 -2,7994 -2,4364 -1,8078 -1,0247 -0,2165 0,5387 1,2312 1,8962 2,5848 3,3342 4,1412 4,9620 5,7427 6,4544 7,0926 7,6446 8,0737 8,3390 8,4044 8,2231 7,7556 7,0231 6,1262 5,2158 4,4483 3,9414 3,7387 3,7978 4,0183 4,3010 4,5831 4,8233 4,9768 4,9999 4,8796 4,6561 4,4152 4,2510 4,2177 4,3017 4,4481 4,6200 4,8244 5,0720 5,3213 5,4755 5,4424 5,1852 4,7094 4,0334 3,2021 2,3134 1,5031 0,8822 0,4769 0,2265 0,0271 -0,2220 -0,5779 -1,0227 -1,4693 -1,8009 -1,9123 -1,7522 -1,3615 -0,8675 -0,4162 -0,1137 -0,0243 -0,1827 -0,5714 -1,0857 -1,5475 -1,7833 -1,6995 -1,2890 -0,5979 0,2888 1,2382 2,0792 2,6555 2,8898 2,8123 2,5405 2,2244 1,9729
Fz    -1,3586 -1,0069 -0,7111 -0,5105 -0,4040 -0,3478 -0,2858 -0,1827 -0,0427 0,0964 0,1955 0,2457 0,2689 0,2960 0,3476 0,4283 0,5233 0,5979 0,6153 0,5655 0,4770 0,3995 0,3779 0,4289 0,5324 0,6517 0,7580 0,8323 0,8560 0,8053 0,6582 0,4175 0,1230 -0,1634 -0,3841 -0,5042 -0,5154 -0,4339 -0,2983 -0,1593 -0,0588 -0,0175 -0,0403 -0,1247 -0,2665 -0,4551 -0,6591 -0,8226 -0,8917 -0,8529 -0,7428 -0,6160 -0,5148 -0,4646 -0,4699 -0,5117 -0,5593 -0,5882 -0,5936 -0,5993 -0,6498 -0,7939 -1,0687 -1,4808 -1,9923 -2,5214 -2,9652 -3,2475 -3,3629 -3,3682 -3,3314 -3,2967 -3,2889 -3,3189 -3,3729 -3,4139 -3,4103 -3,3597 -3,2834 -3,2068 -3,1464 -3,1083 -3,0957 -3,1192 -3,1913 -3,3054 -3,4341 -3,5459 -3,6144 -3,6237 -3,5794 -3,5112 -3,4633 -3,4843 -3,6208 -3,8973 -4,2850 -4,7005 -5,0552 -5,3135 -5,5005 -5,6719 -5,8843 -6,1693 -6,5058 -6,8258 -7,0543 -7,1476 -7,1012 -6,9394 -6,7089 -6,4790 -6,3282 -6,3080 -6,4184 -6,6163 -6,8425 -7,0441 -7,1904 -7,2808 -7,3387 -7,3950 -7,4853 -7,6508 -7,9093 -8,2192 -8,4767 -8,5601 -8,3956 -8,0014 -7,4730 -6,9302 -6,4618 -6,0927 -5,7786 -5,4281 -4,9498 -4,3006 -3,4994 -2,6038 -1,6750 -0,7546 0,1324 0,9590 1,6946 2,3163 2,8209 3,2312 3,5891 3,9327 4,2786 4,6152 4,9145 5,1583 5,3560 5,5368 5,7317 5,9597 6,2241 6,5148 6,8158 7,1142 7,4042 7,6835 7,9487 8,1857 8,3583 8,4206 8,3499 8,1597 7,8820 7,5452 7,1677 6,7618 6,3367 5,8968 5,4452 4,9794 4,4747 3,8751 3,1082 2,1181 0,8998 -0,4836 -1,9081 -3,2208 -4,2871 -5,0288 -5,4349 -5,5548 -5,4805 -5,3227 -5,1801 -5,1114 -5,1243 -5,1875 -5,2587 -5,3117 -5,3452 -5,3661 -5,3630 -5,3100 -5,2024 -5,0748 -4,9759 -4,9372 -4,9612 -5,0247 -5,0975 -5,1653 -5,2365 -5,3241 -5,4177 -5,4742 -5,4325 -5,2467 -4,9162 -4,4916 -4,0552 -3,6866 -3,4228 -3,2431 -3,0985 -2,9430 -2,7417 -2,4756 -2,1466 -1,7672 -1,3469 -0,8891 -0,3990 0,1012 0,5677 0,9524 1,2287 1,4017 1,5030 1,5805 1,6839 1,8432 2,0519 2,2795 2,4998 2,6946 2,8325 2,8643 2,7509 2,4956 2,1477 1,7766 1,4357 1,1422 0,8890 0,6725 0,4987 0,3632 0,2472 0,1363 0,0191 -0,1323 -0,3509 -0,6438 -0,9826 -1,3141 -1,5809 -1,7471 -1,8085 -1,7845 -1,7166 -1,6668 -1,6906 -1,7978 -1,9438 -2,0565 -2,0782 -1,9944 -1,8277 -1,6047 -1,3381 -1,0314 -0,6878 -0,3167 0,0615 0,4153 0,7183 0,9718 1,2007 1,4323 1,6808 1,9352 2,1633 2,3368 2,4458 2,4913 2,4784 2,4130 2,2967 2,1350 1,9525 1,7913 1,6910 1,6713 1,7259 1,8241 1,9213 1,9717 1,9386 1,8120 1,6184 1,4113 1,2468 1,1480 1,0810 0,9776 0,7821 0,4726 0,0586 -0,4198 -0,9034 -1,3368 -1,6745 -1,8821 -1,9546 -1,9353 -1,9003 -1,9150 -1,9989 -2,1245 -2,2429 -2,3134 -2,3209 -2,2750 -2,1900 -2,0641 -1,8871 -1,6624 -1,4015 -1,0978 -0,7211 -0,2475 0,3061 0,8703 1,3506 1,6841 1,8765 1,9760 2,0271 2,0583 2,0927 2,1515 2,2530 2,4022 2,5803 2,7588 2,9304 3,1143 3,3371 3,6131 3,9384 4,2900 4,6275 4,9022 5,0702 5,1076 5,0214 4,8479 4,6310 4,4045 4,1972 4,0462 3,9899 4,0486 4,2063 4,4014 4,5368 4,5203 4,3131 3,9474 3,5030 3,0656 2,6953 2,4147 2,2110 2,0495 1,8983 1,7527 1,6367 1,5768 1,5769 1,6259 1,7180 1,8564 2,0387 2,2465 2,4532 2,6395 2,7971 2,9237 3,0168 3,0710 3,0738 3,0031 2,8304 2,5374 2,1400 1,6999 1,3009 1,0050 0,8294 0,7679 0,8237 1,0000 1,2673 1,5634 1,8290 2,0305 2,1545 2,2056 2,2133 2,2253 2,2938 2,4652 2,7564 3,1293 3,5001 3,7845 3,9410 3,9765 3,9181 3,7824 3,5688 3,2703 2,8889 2,4578 2,0509 1,7577 1,6394 1,7044 1,9149 2,2077 2,5132 2,7725 2,9480 3,0178 2,9599 2,7563 2,4187 1,9974 1,5637 1,1882 0,9275 0,8001 0,7708 0,7784 0,7795 0,7602 0,7228 0,6749 0,6260 0,5810 0,5330 0,4692 0,3849 0,2907 0,2125 0,1857 0,2423 0,3941 0,6254 0,8992 1,1673 1,3738 1,4684 1,4218 1,2261 0,8935 0,4640 -0,0064 -0,4756 -0,9311 -1,3773 -1,8185 -2,2558 -2,6859 -3,0942 -3,4668 -3,8167 -4,1833 -4,5952 -5,0385 -5,4620 -5,8110 -6,0535 -6,1816 -6,2121 -6,1886 -6,1596 -6,1506 -6,1579 -6,1584 -6,1218 -6,0268 -5,8641 -5,6278 -5,3153 -4,9353 -4,5119 -4,0850 -3,7056 -3,4157 -3,2293 -3,1252 -3,0535 -2,9509 -2,7575 -2,4366 -1,9924 -1,4632 -0,8870 -0,2780 0,3667 1,0509 1,7714 2,5119 3,2381 3,9054 4,4763 4,9380 5,3028 5,5837 5,7698 5,8320 5,7373 5,4523 4,9602 4,2944 3,5448 2,8283 2,2540 1,8946 1,7634 1,8092 1,9352 2,0444 2,0811 2,0367 1,9246 1,7592 1,5573 1,3489 1,1761 1,0744 1,0505 1,0762 1,1065 1,1092 1,0813 1,0355 0,9731 0,8725 0,7021 0,4381 0,0673 -0,4116 -0,9720 -1,5509 -2,0678 -2,4629 -2,7283 -2,9087 -3,0746 -3,2898 -3,5842 -3,9361 -4,2785 -4,5225 -4,5924 -4,4604 -4,1662 -3,8031 -3,4734 -3,2444 -3,1397 -3,1540 -3,2615 -3,4124 -3,5389 -3,5855 -3,5336 -3,3906 -3,1652 -2,8668 -2,5284 -2,2150 -1,9955 -1,9022 -1,9162 -1,9833 -2,0450 -2,0699
F3    0,2373 0,2862 0,2343 0,1031 -0,0627 -0,2105 -0,3080 -0,3491 -0,3481 -0,3376 -0,3563 -0,4265 -0,5427 -0,6713 -0,7569 -0,7393 -0,5784 -0,2702 0,1538 0,6381 1,1234 1,5557 1,8804 2,0404 1,9943 1,7413 1,3301 0,8429 0,3635 -0,0496 -0,3670 -0,5811 -0,7005 -0,7417 -0,7198 -0,6473 -0,5402 -0,4291 -0,3638 -0,3874 -0,4964 -0,6316 -0,7083 -0,6631 -0,4942 -0,2638 -0,0529 0,0830 0,1218 0,0655 -0,0596 -0,1980 -0,2857 -0,2807 -0,1726 0,0184 0,2378 0,4104 0,4708 0,3852 0,1536 -0,2022 -0,6546 -1,1768 -1,7398 -2,3027 -2,8008 -3,1644 -3,3643 -3,4311 -3,4237 -3,3920 -3,3624 -3,3282 -3,2476 -3,0806 -2,8362 -2,5743 -2,3669 -2,2700 -2,3176 -2,5194 -2,8568 -3,2849 -3,7326 -4,1078 -4,3242 -4,3294 -4,1223 -3,7584 -3,3364 -2,9654 -2,7323 -2,6795 -2,8017 -3,0686 -3,4413 -3,8688 -4,2953 -4,6859 -5,0330 -5,3414 -5,6199 -5,8716 -6,0699 -6,1649 -6,1397 -6,0411 -5,9347 -5,8444 -5,7508 -5,6440 -5,5538 -5,5242 -5,5787 -5,7089 -5,8735 -6,0039 -6,0371 -5,9645 -5,8389 -5,7279 -5,6734 -5,6982 -5,8207 -6,0466 -6,3519 -6,6795 -6,9559 -7,1164 -7,1135 -6,9155 -6,5235 -5,9856 -5,3718 -4,7198 -4,0120 -3,2127 -2,3189 -1,3765 -0,4514 0,4036 1,1534 1,7734 2,2614 2,6428 2,9543 3,2354 3,5314 3,8809 4,2962 4,7561 5,2182 5,6389 5,9815 6,2150 6,3221 6,3148 6,2360 6,1366 6,0554 6,0191 6,0396 6,1106 6,2252 6,3891 6,5976 6,8064 6,9414 6,9395 6,7805 6,4820 6,0719 5,5709 4,9933 4,3512 3,6564 2,9137 2,1166 1,2579 0,3411 -0,6169 -1,5820 -2,5089 -3,3598 -4,1169 -4,7727 -5,3143 -5,7237 -5,9884 -6,1057 -6,0901 -5,9800 -5,8234 -5,6574 -5,5094 -5,4104 -5,3952 -5,4821 -5,6499 -5,8428 -6,0010 -6,0943 -6,1315 -6,1390 -6,1379 -6,1473 -6,1914 -6,2889 -6,4393 -6,6222 -6,8022 -6,9278 -6,9353 -6,7719 -6,4243 -5,9300 -5,3638 -4,8110 -4,3471 -4,0200 -3,8281 -3,7210 -3,6314 -3,5073 -3,3290 -3,1080 -2,8681 -2,6234 -2,3709 -2,1008 -1,8147 -1,5387 -1,3045 -1,1139 -0,9280 -0,6847 -0,3237 0,1872 0,8239 1,4935 2,0631 2,4229 2,5339 2,4279 2,1716 1,8244 1,4223 0,9964 0,5827 0,2080 -0,1124 -0,3603 -0,5180 -0,5947 -0,6436 -0,7396 -0,9303 -1,2189 -1,5880 -2,0052 -2,4138 -2,7478 -2,9648 -3,0667 -3,0968 -3,1057 -3,1156 -3,1216 -3,1249 -3,1446 -3,1923 -3,2567 -3,3149 -3,3430 -3,3216 -3,2343 -3,0523 -2,7396 -2,2928 -1,7595 -1,2073 -0,6798 -0,1870 0,2673 0,6548 0,9242 1,0373 0,9997 0,8549 0,6577 0,4573 0,2865 0,1601 0,0810 0,0362 -0,0099 -0,0949 -0,2243 -0,3573 -0,4248 -0,3693 -0,1860 0,0666 0,2998 0,4391 0,4463 0,3113 0,0328 -0,3795 -0,8819 -1,4002 -1,8712 -2,2685 -2,5959 -2,8733 -3,1099 -3,2821 -3,3603 -3,3547 -3,3126 -3,2709 -3,2254 -3,1411 -2,9887 -2,7802 -2,5731 -2,4405 -2,4327 -2,5581 -2,7894 -3,0764 -3,3459 -3,5038 -3,4732 -3,2454 -2,8831 -2,4666 -2,0445 -1,6311 -1,2296 -0,8582 -0,5603 -0,3792 -0,3158 -0,3230 -0,3339 -0,2798 -0,1014 0,2353 0,7257 1,3216 1,9387 2,4880 2,9205 3,2412 3,4796 3,6557 3,7766 3,8523 3,9029 3,9484 3,9873 3,9900 3,9234 3,7829 3,5890 3,3580 3,0894 2,7880 2,4874 2,2471 2,1254 2,1503 2,2982 2,4915 2,6325 2,6559 2,5551 2,3719 2,1693 1,9966 1,8559 1,6989 1,4684 1,1495 0,7786 0,4124 0,1017 -0,1089 -0,1862 -0,1269 0,0435 0,2956 0,6062 0,9432 1,2575 1,5017 1,6496 1,6985 1,6631 1,5603 1,3945 1,1628 0,8875 0,6325 0,4700 0,4255 0,4606 0,5094 0,5265 0,4964 0,4161 0,2934 0,1588 0,0535 0,0004 0,0024 0,0605 0,1751 0,3388 0,5403 0,7763 1,0538 1,3792 1,7436 2,1122 2,4265 2,6186 2,6369 2,4645 2,1211 1,6658 1,2097 0,8920 0,8082 0,9601 1,2713 1,6355 1,9555 2,1616 2,2180 2,1274 1,9290 1,6849 1,4577 1,2865 1,1676 1,0647 0,9463 0,8088 0,6536 0,4606 0,2027 -0,1223 -0,4850 -0,8354 -1,1175 -1,2881 -1,3339 -1,2771 -1,1634 -1,0346 -0,9117 -0,7971 -0,6761 -0,5158 -0,2853 0,0085 0,3127 0,5618 0,7183 0,7797 0,7503 0,6110 0,3350 -0,0657 -0,5341 -1,0181 -1,5066 -2,0158 -2,5559 -3,1105 -3,6274 -4,0393 -4,3173 -4,5039 -4,6776 -4,8951 -5,1665 -5,4688 -5,7702 -6,0371 -6,2283 -6,3117 -6,2972 -6,2354 -6,1803 -6,1635 -6,1830 -6,1999 -6,1526 -5,9879 -5,6911 -5,2947 -4,8542 -4,4200 -4,0270 -3,6940 -3,4208 -3,1842 -2,9461 -2,6860 -2,4245 -2,1987 -2,0182 -1,8565 -1,6645 -1,3869 -0,9842 -0,4486 0,2037 0,9467 1,7476 2,5617 3,3332 4,0091 4,5615 4,9902 5,2900 5,4265 5,3616 5,0872 4,6235 4,0072 3,2935 2,5610 1,8986 1,3762 1,0209 0,8239 0,7657 0,8108 0,8864 0,8986 0,7878 0,5643 0,2925 0,0476 -0,1174 -0,1851 -0,1741 -0,1275 -0,0896 -0,0910 -0,1513 -0,2743 -0,4330 -0,5742 -0,6563 -0,6885 -0,7346 -0,8742 -1,1460 -1,5213 -1,9342 -2,3325 -2,7028 -3,0650 -3,4501 -3,8821 -4,3685 -4,8881 -5,3749 -5,7365 -5,9054 -5,8758 -5,6981 -5,4468 -5,1820 -4,9175 -4,6176 -4,2392 -3,7838 -3,3103 -2,8988 -2,6087 -2,4732 -2,5101 -2,7108 -3,0165 -3,3224 -3,5271 -3,5877 -3,5261 -3,3933 -3,2372 -3,0920 -2,9746 -2,8888
F7    -1,7974 -1,6815 -1,5370 -1,3755 -1,1850 -0,9365 -0,6187 -0,2622 0,0654 0,2904 0,3771 0,3540 0,2975 0,2864 0,3585 0,4967 0,6493 0,7653 0,8169 0,8059 0,7519 0,6752 0,5879 0,4958 0,4014 0,3061 0,2122 0,1196 0,0222 -0,0900 -0,2211 -0,3575 -0,4648 -0,4981 -0,4236 -0,2430 0,0054 0,2651 0,4810 0,6187 0,6714 0,6482 0,5618 0,4260 0,2511 0,0442 -0,1735 -0,3543 -0,4478 -0,4410 -0,3661 -0,2667 -0,1737 -0,1087 -0,0829 -0,0902 -0,1083 -0,1066 -0,0596 0,0448 0,2055 0,4010 0,5826 0,6912 0,6879 0,5749 0,3919 0,1869 -0,0175 -0,2269 -0,4516 -0,6923 -0,9479 -1,2120 -1,4528 -1,6170 -1,6669 -1,6064 -1,4762 -1,3361 -1,2439 -1,2286 -1,2822 -1,3786 -1,4911 -1,5916 -1,6545 -1,6655 -1,6237 -1,5414 -1,4461 -1,3752 -1,3624 -1,4297 -1,5867 -1,8268 -2,1124 -2,3825 -2,5978 -2,7740 -2,9565 -3,1706 -3,4122 -3,6653 -3,9052 -4,0971 -4,2104 -4,2335 -4,1757 -4,0628 -3,9351 -3,8417 -3,8212 -3,8745 -3,9593 -4,0136 -3,9879 -3,8646 -3,6607 -3,4236 -3,2131 -3,0742 -3,0323 -3,1074 -3,3094 -3,6125 -3,9391 -4,1778 -4,2355 -4,0904 -3,8045 -3,4895 -3,2480 -3,1160 -3,0400 -2,9046 -2,5989 -2,0792 -1,3835 -0,5981 0,1922 0,9375 1,6217 2,2389 2,7781 3,2232 3,5633 3,8101 4,0036 4,1900 4,3950 4,6110 4,8034 4,9342 4,9865 4,9715 4,9154 4,8373 4,7393 4,6197 4,4958 4,4075 4,3937 4,4669 4,6111 4,7943 4,9748 5,1021 5,1273 5,0150 4,7515 4,3485 3,8373 3,2609 2,6669 2,0961 1,5726 1,0919 0,6135 0,0700 -0,6087 -1,4650 -2,4858 -3,5955 -4,6782 -5,6242 -6,3755 -6,9370 -7,3503 -7,6594 -7,8916 -8,0605 -8,1769 -8,2440 -8,2471 -8,1637 -7,9940 -7,7785 -7,5833 -7,4662 -7,4466 -7,4998 -7,5843 -7,6702 -7,7459 -7,8128 -7,8788 -7,9566 -8,0647 -8,2147 -8,3905 -8,5466 -8,6310 -8,6081 -8,4680 -8,2222 -7,9016 -7,5588 -7,2656 -7,0933 -7,0736 -7,1727 -7,3123 -7,4069 -7,3860 -7,2119 -6,8949 -6,4842 -6,0394 -5,6089 -5,2281 -4,9287 -4,7352 -4,6500 -4,6519 -4,7164 -4,8303 -4,9853 -5,1668 -5,3490 -5,4952 -5,5552 -5,4765 -5,2458 -4,9247 -4,6327 -4,4860 -4,5437 -4,7944 -5,1790 -5,6307 -6,1066 -6,5836 -7,0368 -7,4376 -7,7749 -8,0609 -8,3088 -8,5296 -8,7492 -9,0003 -9,2930 -9,6059 -9,8973 -10,1269 -10,2779 -10,3534 -10,3565 -10,2922 -10,1856 -10,0706 -9,9586 -9,8314 -9,6615 -9,4393 -9,1899 -8,9582 -8,7722 -8,6281 -8,4989 -8,3439 -8,1228 -7,8229 -7,4736 -7,1275 -6,8242 -6,5761 -6,3788 -6,2252 -6,1088 -6,0249 -5,9712 -5,9512 -5,9734 -6,0433 -6,1596 -6,3178 -6,5129 -6,7372 -6,9765 -7,2097 -7,4118 -7,5638 -7,6644 -7,7312 -7,7891 -7,8565 -7,9318 -7,9899 -7,9961 -7,9284 -7,8044 -7,6897 -7,6616 -7,7576 -7,9671 -8,2546 -8,5717 -8,8650 -9,0898 -9,2187 -9,2433 -9,1807 -9,0783 -9,0018 -9,0025 -9,0837 -9,1945 -9,2563 -9,2078 -9,0396 -8,7931 -8,5249 -8,2716 -8,0488 -7,8693 -7,7460 -7,6763 -7,6320 -7,5711 -7,4592 -7,2870 -7,0749 -6,8540 -6,6381 -6,4254 -6,2178 -6,0210 -5,8327 -5,6443 -5,4506 -5,2606 -5,1042 -5,0135 -4,9899 -4,9983 -4,9933 -4,9449 -4,8456 -4,7104 -4,5766 -4,4924 -4,4962 -4,5984 -4,7741 -4,9757 -5,1647 -5,3300 -5,4714 -5,5748 -5,6165 -5,5843 -5,4911 -5,3769 -5,3006 -5,3157 -5,4403 -5,6486 -5,8910 -6,1213 -6,3110 -6,4525 -6,5596 -6,6551 -6,7488 -6,8235 -6,8469 -6,7988 -6,6859 -6,5316 -6,3592 -6,1828 -6,0004 -5,7969 -5,5608 -5,2967 -5,0237 -4,7704 -4,5701 -4,4545 -4,4497 -4,5811 -4,8720 -5,3180 -5,8580 -6,3858 -6,8053 -7,0800 -7,2362 -7,3201 -7,3487 -7,2999 -7,1372 -6,8371 -6,4078 -5,9035 -5,4198 -5,0494 -4,8302 -4,7398 -4,7240 -4,7239 -4,6965 -4,6291 -4,5329 -4,4212 -4,2970 -4,1668 -4,0581 -4,0111 -4,0573 -4,2089 -4,4589 -4,7772 -5,1107 -5,4007 -5,6067 -5,7155 -5,7303 -5,6584 -5,5100 -5,3023 -5,0598 -4,8206 -4,6408 -4,5748 -4,6426 -4,8217 -5,0636 -5,3055 -5,4804 -5,5509 -5,5376 -5,4984 -5,4804 -5,4963 -5,5367 -5,5898 -5,6531 -5,7322 -5,8323 -5,9470 -6,0517 -6,1084 -6,0751 -5,9214 -5,6457 -5,2818 -4,8859 -4,5137 -4,2110 -4,0240 -3,9924 -4,1265 -4,4077 -4,8033 -5,2718 -5,7751 -6,2971 -6,8410 -7,4055 -7,9735 -8,5205 -9,0195 -9,4375 -9,7490 -9,9588 -10,1010 -10,2117 -10,3092 -10,3926 -10,4483 -10,4543 -10,3821 -10,2143 -9,9660 -9,6791 -9,3954 -9,1392 -8,9142 -8,7137 -8,5337 -8,3666 -8,1857 -7,9563 -7,6619 -7,3159 -6,9550 -6,6262 -6,3738 -6,2235 -6,1665 -6,1531 -6,1080 -5,9588 -5,6703 -5,2686 -4,8267 -4,4131 -4,0539 -3,7342 -3,4165 -3,0527 -2,6055 -2,0774 -1,5142 -0,9782 -0,5204 -0,1697 0,0596 0,1582 0,1266 -0,0232 -0,2836 -0,6525 -1,1141 -1,6256 -2,1260 -2,5540 -2,8687 -3,0643 -3,1753 -3,2629 -3,3838 -3,5614 -3,7817 -4,0086 -4,2049 -4,3457 -4,4224 -4,4374 -4,4012 -4,3343 -4,2638 -4,2148 -4,2049 -4,2410 -4,3189 -4,4316 -4,5784 -4,7664 -5,0084 -5,3160 -5,6837 -6,0773 -6,4415 -6,7230 -6,8892 -6,9421 -6,9212 -6,8923 -6,9244 -7,0585 -7,2811 -7,5263 -7,7100 -7,7696 -7,6904 -7,5115 -7,3034 -7,1230 -6,9830 -6,8624 -6,7405 -6,6139 -6,4860 -6,3485 -6,1801 -5,9630 -5,6917 -5,3688 -5,0068 -4,6394 -4,3222 -4,1113 -4,0394 -4,1083 -4,2939 -4,5569 -4,8558
