Fp1   -0,8498 -0,6100 -0,2897 0,0952 0,4927 0,8623 1,2004 1,5280 1,8639 2,2037 2,5216 2,7820 2,9401 2,9392 2,7311 2,3130 1,7532 1,1765 0,7142 0,4465 0,3763 0,4468 0,5840 0,7230 0,7990 0,7501 0,5548 0,2514 -0,0876 -0,3994 -0,6633 -0,9099 -1,1862 -1,4977 -1,7860 -1,9709 -2,0061 -1,8927 -1,6620 -1,3596 -1,0361 -0,7469 -0,5578 -0,5343 -0,7183 -1,1181 -1,7061 -2,4196 -3,1716 -3,8694 -4,4127 -4,6969 -4,6640 -4,3466 -3,8420 -3,2672 -2,7276 -2,2800 -1,9212 -1,6323 -1,4169 -1,2978 -1,3116 -1,5043 -1,9064 -2,5011 -3,2204 -3,9781 -4,7118 -5,3768 -5,9013 -6,1813 -6,1462 -5,8166 -5,2831 -4,6320 -3,9065 -3,1386 -2,3963 -1,7815 -1,3856 -1,2361 -1,2700 -1,3672 -1,4281 -1,4301 -1,4150 -1,4358 -1,5281 -1,7101 -1,9715 -2,2638 -2,5264 -2,7300 -2,8782 -2,9689 -2,9835 -2,9176 -2,7996 -2,6815 -2,6327 -2,7281 -3,0117 -3,4697 -4,0469 -4,6840 -5,3338 -5,9529 -6,4893 -6,8897 -7,1357 -7,2787 -7,4231 -7,6720 -8,0851 -8,6605 -9,3391 -10,0388 -10,6767 -11,1620 -11,4038 -11,3563 -11,0501 -10,5651 -9,9760 -9,3298 -8,6622 -8,0048 -7,3636 -6,7085 -5,9997 -5,2243 -4,4057 -3,5861 -2,7978 -2,0452 -1,3168 -0,6091 0,0656 0,6919 1,2758 1,8522 2,4591 3,0860 3,6426 3,9930 4,0293 3,7069 3,0354 2,0837 0,9913 -0,0593 -0,9009 -1,4271 -1,6082 -1,4796 -1,1343 -0,7352 -0,5064 -0,6721 -1,3640 -2,5498 -4,0490 -5,6353 -7,1258 -8,3978 -9,3731 -10,0189 -10,3521 -10,4108 -10,2143 -9,7703 -9,1272 -8,3970 -7,7143 -7,1742 -6,7992 -6,5460 -6,3385 -6,1021 -5,7932 -5,4244 -5,0587 -4,7577 -4,5435 -4,4231 -4,4162 -4,5287 -4,7231 -4,9373 -5,1056 -5,1443 -4,9583 -4,5006 -3,8208 -3,0389 -2,2693 -1,5751 -0,9898 -0,5519 -0,3001 -0,2449 -0,3546 -0,5616 -0,7804 -0,9360 -0,9971 -0,9884 -0,9744 -1,0348 -1,2346 -1,5916 -2,0645 -2,5705 -3,0206 -3,3570 -3,5719 -3,6927 -3,7634 -3,8442 -4,0061 -4,2964 -4,6959 -5,1158 -5,4498 -5,6362 -5,6773 -5,6113 -5,4828 -5,3260 -5,1513 -4,9431 -4,6786 -4,3397 -3,9112 -3,3962 -2,8386 -2,3101 -1,8709 -1,5562 -1,4041 -1,4718 -1,7909 -2,3103 -2,9050 -3,4483 -3,8698 -4,1609 -4,3595 -4,5298 -4,7235 -4,9443 -5,1534 -5,3060 -5,3837 -5,3995 -5,3788 -5,3360 -5,2642 -5,1395 -4,9451 -4,6864 -4,3679 -3,9608 -3,4159 -2,7180 -1,9178 -1,1133 -0,4176 0,0675 0,2871 0,2546 0,0403 -0,2530 -0,5090 -0,6237 -0,5452 -0,3037 0,0094 0,3009 0,5116 0,6210 0,6492 0,6419 0,6326 0,6265 0,6162 0,5890 0,5259 0,4116 0,2503 0,0650 -0,1165 -0,2639 -0,3223 -0,2094 0,1362 0,6992 1,3789 2,0439 2,6031 3,0233 3,2952 3,4088 3,3549 3,1286 2,7384 2,2211 1,6338 1,0232 0,4179 -0,1422 -0,5976 -0,9037 -1,0545 -1,0710 -0,9808 -0,7988 -0,5112 -0,0906 0,4535 1,0474 1,5811 1,9546 2,1052 2,0089 1,6683 1,1068 0,3727 -0,4496 -1,2408 -1,8592 -2,1640 -2,0559 -1,5190 -0,6233 0,5087 1,7270 2,8652 3,7704 4,3644 4,6782 4,7994 4,7761 4,5909 4,2118 3,6322 2,8903 2,0950 1,4161 1,0151 0,9706 1,2442 1,6991 2,1672 2,5346 2,7904 2,9996 3,2246 3,4752 3,7212 3,9399 4,1547 4,4363 4,8521 5,4014 6,0070 6,5630 6,9841 7,2313 7,3219 7,3198 7,3093 7,3529 7,4494 7,5363 7,5513 7,4752 7,3068 7,0399 6,6991 6,3656 6,1254 5,9942 5,9122 5,7941 5,5803 5,2766 4,9550 4,7014 4,5717 4,6059 4,8479 5,3141 5,9409 6,5953 7,1530 7,5556 7,7902 7,8451 7,7144 7,4318 7,0746 6,7357 6,4938 6,3978 6,4491 6,5917 6,7398 6,8377 6,8954 6,9600 7,0583 7,1718 7,2389 7,1679 6,8787 6,3633 5,7027 5,0093 4,3547 3,7608 3,2402 2,8121 2,4830 2,2473 2,1173 2,1225 2,2621 2,4723 2,6441 2,6748 2,5103 2,1554 1,6501 1,0487 0,4377 -0,0445 -0,2447 -0,0797 0,4168 1,1256 1,8939 2,5682 3,0303 3,2387 3,2301 3,0807 2,8619 2,6243 2,4090 2,2512 2,1638 2,1349 2,1517 2,2268 2,3946 2,6720 3,0390 3,4565 3,8665 4,1803 4,3105 4,2208 3,9372 3,5270 3,0695 2,6293 2,2509 1,9658 1,7942 1,7493 1,8385 2,0491 2,3413 2,6581 2,9359 3,1110 3,1331 2,9887 2,7241 2,4381 2,2434 2,2084 2,3018 2,3896 2,3035 1,9254 1,2336 0,3102 -0,6859 -1,5839 -2,2649 -2,6824 -2,8595 -2,8817 -2,8631 -2,8865 -2,9549 -2,9940 -2,9213 -2,7250 -2,4592 -2,1719 -1,8792 -1,6014 -1,3774 -1,2373 -1,1775 -1,1542 -1,0833 -0,8604 -0,4199 0,2166 0,9478 1,6440 2,1994 2,5570 2,7023 2,6486 2,4405 2,1622 1,9093 1,7369 1,6338 1,5610 1,5104 1,5142 1,6082 1,8025 2,0762 2,3741 2,6040 2,6624 2,4869 2,0972 1,5878 1,0648 0,5820 0,1400 -0,2619 -0,5923 -0,8053 -0,8740 -0,7976 -0,5903 -0,2798 0,0846 0,4291 0,6596 0,6855 0,4650 0,0420 -0,4635 -0,9172 -1,2265 -1,3465 -1,2640 -0,9994 -0,6071 -0,1635 0,2589 0,6253 0,9463 1,2471 1,5320 1,7835 1,9915 2,1668 2,3200 2,4438 2,5256 2,5551 2,5102 2,3635 2,1167 1,8099 1,4966 1,2249 1,0335 0,9557 1,0229 1,2541 1,6349 2,1104 2,6012 3,0342 3,3609 3,5496 3,5869 3,4944 3,3165 3,0902 2,8528 2,6653 2,5812 2,5855 2,5933 2,5247 2,3777
Fz    -2,4245 -2,1828 -2,0149 -1,9423 -1,9778 -2,0954 -2,2294 -2,3014 -2,2535 -2,0670 -1,7631 -1,3895 -1,0018 -0,6451 -0,3395 -0,0767 0,1699 0,4316 0,7327 1,0782 1,4521 1,8320 2,1983 2,5276 2,7860 2,9403 2,9779 2,9136 2,7770 2,5956 2,3855 2,1525 1,9023 1,6528 1,4378 1,2844 1,1862 1,1061 1,0030 0,8481 0,6256 0,3225 -0,0805 -0,5929 -1,1907 -1,8232 -2,4414 -3,0132 -3,5206 -3,9521 -4,2924 -4,5217 -4,6306 -4,6250 -4,5161 -4,3209 -4,0631 -3,7612 -3,4291 -3,0904 -2,7757 -2,5075 -2,3031 -2,1894 -2,1973 -2,3378 -2,5863 -2,8922 -3,2010 -3,4621 -3,6228 -3,6394 -3,5033 -3,2504 -2,9400 -2,6202 -2,3074 -1,9957 -1,6818 -1,3740 -1,0855 -0,8217 -0,5696 -0,3018 -0,0009 0,3208 0,6287 0,8820 1,0400 1,0752 0,9954 0,8421 0,6594 0,4669 0,2595 0,0276 -0,2275 -0,4958 -0,7694 -1,0524 -1,3688 -1,7578 -2,2543 -2,8748 -3,6220 -4,4860 -5,4344 -6,4123 -7,3600 -8,2317 -9,0064 -9,6906 -10,3076 -10,8884 -11,4715 -12,0990 -12,7965 -13,5527 -14,3108 -14,9754 -15,4390 -15,6261 -15,5276 -15,2001 -14,7311 -14,1991 -13,6528 -13,1084 -12,5506 -11,9382 -11,2247 -10,3903 -9,4560 -8,4669 -7,4633 -6,4661 -5,4827 -4,5157 -3,5681 -2,6420 -1,7368 -0,8477 0,0275 0,8704 1,6272 2,2251 2,6101 2,7654 2,7045 2,4679 2,1234 1,7485 1,4035 1,1247 0,9345 0,8442 0,8409 0,8747 0,8639 0,7232 0,4053 -0,0701 -0,6271 -1,1774 -1,6522 -2,0060 -2,2193 -2,3060 -2,3076 -2,2632 -2,1793 -2,0344 -1,8140 -1,5323 -1,2256 -0,9376 -0,7032 -0,5297 -0,3938 -0,2621 -0,1200 0,0142 0,1053 0,1350 0,1121 0,0489 -0,0538 -0,1998 -0,3886 -0,6094 -0,8290 -0,9922 -1,0556 -1,0216 -0,9358 -0,8526 -0,8021 -0,7884 -0,8137 -0,8866 -1,0093 -1,1693 -1,3492 -1,5336 -1,7036 -1,8323 -1,8947 -1,8835 -1,8182 -1,7424 -1,7002 -1,7049 -1,7279 -1,7220 -1,6550 -1,5265 -1,3601 -1,1832 -1,0153 -0,8754 -0,7884 -0,7727 -0,8173 -0,8816 -0,9235 -0,9251 -0,8932 -0,8455 -0,7933 -0,7279 -0,6207 -0,4363 -0,1487 0,2491 0,7392 1,2746 1,7815 2,1789 2,4089 2,4512 2,3109 2,0059 1,5746 1,0900 0,6438 0,3036 0,0828 -0,0523 -0,1592 -0,2927 -0,4788 -0,7016 -0,9189 -1,0938 -1,2186 -1,3179 -1,4290 -1,5729 -1,7354 -1,8733 -1,9410 -1,9095 -1,7633 -1,4925 -1,1008 -0,6229 -0,1281 0,3011 0,5988 0,7364 0,7335 0,6515 0,5684 0,5475 0,6183 0,7713 0,9620 1,1280 1,2172 1,2045 1,0851 0,8705 0,5968 0,3177 0,0768 -0,1054 -0,2250 -0,2910 -0,3255 -0,3552 -0,4019 -0,4803 -0,5951 -0,7308 -0,8473 -0,8961 -0,8440 -0,6866 -0,4496 -0,1796 0,0761 0,2811 0,4101 0,4520 0,4129 0,3037 0,1315 -0,0928 -0,3471 -0,6023 -0,8247 -0,9752 -1,0190 -0,9386 -0,7414 -0,4624 -0,1516 0,1578 0,4689 0,8070 1,1883 1,6043 2,0264 2,4184 2,7516 3,0142 3,2039 3,3137 3,3386 3,2984 3,2459 3,2453 3,3451 3,5683 3,9123 4,3552 4,8639 5,3935 5,8783 6,2378 6,4112 6,3932 6,2309 5,9822 5,6871 5,3651 5,0159 4,6304 4,2246 3,8594 3,6138 3,5375 3,6187 3,7850 3,9348 3,9865 3,9124 3,7383 3,5199 3,3175 3,1701 3,0849 3,0591 3,1073 3,2503 3,4784 3,7407 3,9773 4,1517 4,2576 4,3116 4,3456 4,3954 4,4823 4,5940 4,6926 4,7561 4,7986 4,8387 4,8757 4,9091 4,9580 5,0396 5,1420 5,2285 5,2642 5,2396 5,1801 5,1369 5,1567 5,2582 5,4366 5,6831 5,9864 6,3193 6,6423 6,9325 7,1911 7,4149 7,5787 7,6561 7,6455 7,5683 7,4534 7,3266 7,2079 7,1062 7,0113 6,8985 6,7529 6,5911 6,4486 6,3448 6,2666 6,1768 6,0255 5,7674 5,3852 4,8942 4,3197 3,6806 3,0009 2,3255 1,7092 1,1887 0,7768 0,4852 0,3302 0,3051 0,3609 0,4302 0,4675 0,4638 0,4283 0,3641 0,2586 0,0982 -0,1054 -0,3040 -0,4324 -0,4415 -0,3216 -0,1061 0,1478 0,3888 0,5898 0,7479 0,8719 0,9701 1,0392 1,0667 1,0432 0,9770 0,8936 0,8220 0,7834 0,7885 0,8306 0,8857 0,9245 0,9215 0,8581 0,7280 0,5384 0,3043 0,0457 -0,2173 -0,4726 -0,7146 -0,9347 -1,1185 -1,2474 -1,3036 -1,2778 -1,1760 -1,0207 -0,8473 -0,6919 -0,5780 -0,5077 -0,4614 -0,4063 -0,3163 -0,1934 -0,0821 -0,0594 -0,2019 -0,5497 -1,0851 -1,7306 -2,3701 -2,8938 -3,2427 -3,4239 -3,5000 -3,5632 -3,6966 -3,9393 -4,2729 -4,6304 -4,9294 -5,1116 -5,1502 -5,0354 -4,7781 -4,4169 -3,9988 -3,5518 -3,0845 -2,5973 -2,0820 -1,5265 -0,9378 -0,3542 0,1771 0,6335 1,0306 1,4048 1,7745 2,1174 2,3897 2,5634 2,6396 2,6430 2,6138 2,5938 2,6068 2,6443 2,6695 2,6337 2,4955 2,2290 1,8250 1,2912 0,6488 -0,0665 -0,8004 -1,4978 -2,1397 -2,7478 -3,3430 -3,9106 -4,4158 -4,8330 -5,1519 -5,3717 -5,4980 -5,5422 -5,5304 -5,5120 -5,5406 -5,6368 -5,7735 -5,8945 -5,9422 -5,8759 -5,6761 -5,3452 -4,9185 -4,4603 -4,0344 -3,6748 -3,3826 -3,1404 -2,9254 -2,7189 -2,5081 -2,2846 -2,0495 -1,8209 -1,6289 -1,5023 -1,4633 -1,5310 -1,7164 -2,0111 -2,3856 -2,8002 -3,2194 -3,6137 -3,9446 -4,1598 -4,2208 -4,1353 -3,9549 -3,7441 -3,5499 -3,3927 -3,2809 -3,2171 -3,1896 -3,1730 -3,1415 -3,0686 -2,9208 -2,6765 -2,3604 -2,0453 -1,8057 -1,6613
F3    -2,3063 -1,9755 -1,7223 -1,5747 -1,5486 -1,6146 -1,7008 -1,7306 -1,6593 -1,4870 -1,2493 -0,9951 -0,7662 -0,5860 -0,4539 -0,3470 -0,2291 -0,0630 0,1756 0,4849 0,8376 1,1989 1,5404 1,8362 2,0559 2,1692 2,1653 2,0624 1,8988 1,7138 1,5286 1,3428 1,1494 0,9588 0,8076 0,7322 0,7351 0,7838 0,8359 0,8570 0,8229 0,7116 0,4978 0,1700 -0,2482 -0,7095 -1,1711 -1,6054 -1,9961 -2,3329 -2,6040 -2,7929 -2,8910 -2,9010 -2,8301 -2,6921 -2,5064 -2,2862 -2,0399 -1,7866 -1,5551 -1,3688 -1,2464 -1,2133 -1,2952 -1,4965 -1,7896 -2,1288 -2,4698 -2,7708 -2,9845 -3,0680 -3,0087 -2,8324 -2,5840 -2,2996 -1,9919 -1,6633 -1,3240 -0,9903 -0,6753 -0,3837 -0,1055 0,1824 0,4949 0,8190 1,1200 1,3596 1,5030 1,5274 1,4388 1,2725 1,0701 0,8574 0,6426 0,4261 0,2079 -0,0123 -0,2345 -0,4590 -0,6952 -0,9699 -1,3156 -1,7558 -2,2990 -2,9371 -3,6410 -4,3680 -5,0780 -5,7471 -6,3701 -6,9542 -7,5069 -8,0358 -8,5597 -9,1096 -9,7129 -10,3731 -11,0542 -11,6783 -12,1496 -12,3944 -12,3907 -12,1682 -11,7874 -11,3121 -10,7910 -10,2494 -9,6849 -9,0707 -8,3753 -7,5900 -6,7383 -5,8600 -4,9866 -4,1323 -3,3005 -2,4931 -1,7110 -0,9519 -0,2086 0,5316 1,2790 2,0196 2,6995 3,2413 3,5825 3,6969 3,5925 3,3131 2,9389 2,5653 2,2699 2,0975 2,0635 2,1602 2,3526 2,5693 2,7083 2,6676 2,3878 1,8818 1,2259 0,5195 -0,1480 -0,7044 -1,1031 -1,3369 -1,4379 -1,4481 -1,3843 -1,2362 -0,9966 -0,6822 -0,3297 0,0148 0,3100 0,5383 0,7099 0,8469 0,9602 1,0371 1,0541 1,0069 0,9185 0,8120 0,6886 0,5365 0,3480 0,1270 -0,1029 -0,2966 -0,4125 -0,4434 -0,4174 -0,3691 -0,3169 -0,2674 -0,2327 -0,2319 -0,2752 -0,3548 -0,4569 -0,5735 -0,6958 -0,8022 -0,8623 -0,8569 -0,7944 -0,7102 -0,6461 -0,6229 -0,6315 -0,6495 -0,6596 -0,6536 -0,6287 -0,5867 -0,5348 -0,4876 -0,4655 -0,4801 -0,5178 -0,5449 -0,5342 -0,4843 -0,4132 -0,3416 -0,2814 -0,2261 -0,1494 -0,0165 0,1983 0,5034 0,8899 1,3277 1,7605 2,1175 2,3417 2,4083 2,3180 2,0835 1,7345 1,3311 0,9545 0,6680 0,4855 0,3773 0,2949 0,1938 0,0530 -0,1131 -0,2622 -0,3508 -0,3621 -0,3153 -0,2476 -0,1829 -0,1151 -0,0174 0,1312 0,3351 0,5939 0,9148 1,3031 1,7394 2,1685 2,5192 2,7349 2,7946 2,7228 2,5832 2,4540 2,4004 2,4578 2,6222 2,8498 3,0725 3,2302 3,2912 3,2463 3,1002 2,8765 2,6154 2,3520 2,1056 1,8878 1,7062 1,5633 1,4584 1,3893 1,3454 1,3078 1,2643 1,2252 1,2183 1,2697 1,3880 1,5603 1,7605 1,9658 2,1598 2,3222 2,4263 2,4475 2,3677 2,1793 1,8956 1,5523 1,1956 0,8750 0,6424 0,5424 0,5984 0,8051 1,1271 1,5076 1,8987 2,2855 2,6775 3,0808 3,4836 3,8618 4,1890 4,4482 4,6392 4,7715 4,8458 4,8555 4,8116 4,7569 4,7518 4,8495 5,0819 5,4506 5,9291 6,4742 7,0322 7,5356 7,9081 8,0948 8,0977 7,9686 7,7630 7,5088 7,2134 6,8744 6,4904 6,0848 5,7197 5,4727 5,3941 5,4764 5,6530 5,8286 5,9238 5,9067 5,7917 5,6211 5,4479 5,3168 5,2522 5,2690 5,3874 5,6199 5,9401 6,2804 6,5672 6,7552 6,8350 6,8280 6,7797 6,7449 6,7615 6,8275 6,9091 6,9816 7,0525 7,1378 7,2356 7,3396 7,4581 7,6002 7,7515 7,8749 7,9351 7,9225 7,8634 7,8080 7,7976 7,8411 7,9258 8,0437 8,1986 8,3881 8,5971 8,8135 9,0344 9,2448 9,4072 9,4848 9,4657 9,3642 9,2075 9,0285 8,8620 8,7367 8,6592 8,6102 8,5644 8,5175 8,4839 8,4718 8,4680 8,4385 8,3341 8,1072 7,7379 7,2432 6,6569 6,0082 5,3275 4,6597 4,0556 3,5496 3,1567 2,8919 2,7731 2,7934 2,9028 3,0305 3,1245 3,1672 3,1604 3,1046 2,9906 2,8126 2,5922 2,3842 2,2541 2,2451 2,3568 2,5443 2,7399 2,8899 2,9784 3,0221 3,0505 3,0865 3,1333 3,1760 3,1984 3,1986 3,1905 3,1913 3,2112 3,2524 3,3053 3,3496 3,3635 3,3286 3,2304 3,0637 2,8395 2,5808 2,3164 2,0738 1,8697 1,7098 1,5974 1,5376 1,5350 1,5923 1,7018 1,8399 1,9708 2,0614 2,0943 2,0681 1,9954 1,9037 1,8318 1,8151 1,8629 1,9377 1,9586 1,8358 1,5150 1,0067 0,3880 -0,2239 -0,7224 -1,0547 -1,2308 -1,3079 -1,3675 -1,4837 -1,6921 -1,9754 -2,2726 -2,5128 -2,6519 -2,6737 -2,5706 -2,3479 -2,0376 -1,6840 -1,3164 -0,9393 -0,5409 -0,0977 0,4159 1,0032 1,6319 2,2522 2,8269 3,3466 3,8206 4,2485 4,6048 4,8583 5,0012 5,0530 5,0495 5,0334 5,0459 5,1108 5,2197 5,3328 5,3945 5,3514 5,1665 4,8277 4,3485 3,7597 3,1058 2,4453 1,8310 1,2760 0,7523 0,2332 -0,2710 -0,7258 -1,1036 -1,3902 -1,5782 -1,6640 -1,6534 -1,5755 -1,4917 -1,4718 -1,5503 -1,7038 -1,8676 -1,9708 -1,9608 -1,8093 -1,5158 -1,1143 -0,6667 -0,2351 0,1412 0,4472 0,6831 0,8578 0,9841 1,0767 1,1525 1,2271 1,3076 1,3894 1,4592 1,4933 1,4597 1,3341 1,1157 0,8249 0,4944 0,1595 -0,1477 -0,3946 -0,5446 -0,5729 -0,4869 -0,3266 -0,1447 0,0166 0,1329 0,1890 0,1766 0,1044 -0,0029 -0,1132 -0,1887 -0,1835 -0,0639 0,1599 0,4296 0,6761 0,8713
F7    -2,8068 -2,6127 -2,4141 -2,2436 -2,1250 -2,0532 -1,9990 -1,9291 -1,8257 -1,6894 -1,5277 -1,3447 -1,1424 -0,9253 -0,6983 -0,4592 -0,1960 0,1040 0,4393 0,7836 1,0938 1,3297 1,4754 1,5471 1,5790 1,5993 1,6242 1,6647 1,7275 1,8047 1,8695 1,8860 1,8324 1,7198 1,5829 1,4499 1,3216 1,1837 1,0283 0,8546 0,6569 0,4210 0,1392 -0,1703 -0,4632 -0,6921 -0,8328 -0,8871 -0,8716 -0,8089 -0,7234 -0,6392 -0,5788 -0,5532 -0,5554 -0,5682 -0,5738 -0,5550 -0,5021 -0,4197 -0,3218 -0,2260 -0,1563 -0,1413 -0,1977 -0,3193 -0,4801 -0,6476 -0,7982 -0,9203 -1,0067 -1,0497 -1,0452 -0,9972 -0,9127 -0,7861 -0,5927 -0,3118 0,0452 0,4377 0,8235 1,1756 1,4819 1,7378 1,9367 2,0670 2,1206 2,0989 1,9998 1,8126 1,5356 1,1910 0,8211 0,4747 0,1947 0,0046 -0,1049 -0,1732 -0,2445 -0,3448 -0,4840 -0,6748 -0,9407 -1,3037 -1,7678 -2,3151 -2,9153 -3,5381 -4,1634 -4,7843 -5,4013 -6,0114 -6,6007 -7,1517 -7,6615 -8,1484 -8,6448 -9,1757 -9,7313 -10,2577 -10,6785 -10,9252 -10,9604 -10,7860 -10,4368 -9,9675 -9,4341 -8,8727 -8,2939 -7,6947 -7,0752 -6,4461 -5,8241 -5,2218 -4,6368 -4,0503 -3,4379 -2,7844 -2,0875 -1,3531 -0,5947 0,1646 0,8979 1,5755 2,1589 2,6084 2,9055 3,0550 3,0679 2,9555 2,7400 2,4581 2,1546 1,8747 1,6548 1,5153 1,4537 1,4412 1,4272 1,3550 1,1825 0,8965 0,5168 0,0865 -0,3399 -0,7086 -0,9808 -1,1510 -1,2510 -1,3243 -1,3911 -1,4451 -1,4775 -1,4870 -1,4724 -1,4311 -1,3666 -1,2928 -1,2324 -1,2075 -1,2317 -1,3092 -1,4358 -1,5953 -1,7624 -1,9186 -2,0642 -2,2081 -2,3518 -2,4898 -2,6211 -2,7485 -2,8728 -2,9921 -3,1013 -3,1922 -3,2591 -3,3066 -3,3448 -3,3761 -3,3889 -3,3687 -3,3197 -3,2755 -3,2784 -3,3433 -3,4479 -3,5544 -3,6366 -3,6926 -3,7386 -3,7893 -3,8409 -3,8781 -3,8889 -3,8662 -3,8044 -3,7069 -3,5959 -3,5037 -3,4550 -3,4564 -3,4938 -3,5348 -3,5442 -3,5102 -3,4509 -3,3907 -3,3366 -3,2785 -3,2025 -3,1020 -2,9787 -2,8282 -2,6299 -2,3656 -2,0524 -1,7474 -1,5218 -1,4290 -1,4879 -1,6833 -1,9762 -2,3148 -2,6375 -2,8825 -3,0126 -3,0337 -2,9873 -2,9278 -2,9019 -2,9335 -3,0159 -3,1198 -3,2146 -3,2855 -3,3311 -3,3432 -3,2920 -3,1418 -2,8858 -2,5576 -2,2022 -1,8457 -1,4932 -1,1512 -0,8469 -0,6237 -0,5217 -0,5560 -0,6999 -0,8879 -1,0434 -1,1110 -1,0775 -0,9738 -0,8569 -0,7774 -0,7527 -0,7654 -0,7921 -0,8244 -0,8625 -0,9047 -0,9531 -1,0151 -1,0911 -1,1673 -1,2250 -1,2561 -1,2689 -1,2805 -1,3055 -1,3497 -1,4050 -1,4489 -1,4488 -1,3741 -1,2106 -0,9686 -0,6790 -0,3854 -0,1355 0,0354 0,1143 0,1021 -0,0033 -0,2054 -0,4942 -0,8339 -1,1632 -1,4088 -1,5115 -1,4471 -1,2329 -0,9226 -0,5870 -0,2791 -0,0163 0,2062 0,3947 0,5549 0,6983 0,8388 0,9869 1,1441 1,2918 1,3912 1,4080 1,3445 1,2468 1,1865 1,2340 1,4302 1,7672 2,1988 2,6709 3,1387 3,5630 3,9054 4,1346 4,2446 4,2547 4,1866 4,0490 3,8427 3,5672 3,2266 2,8456 2,4821 2,2150 2,1110 2,1920 2,4210 2,7103 2,9583 3,0976 3,1184 3,0540 2,9499 2,8444 2,7687 2,7534 2,8274 3,0032 3,2627 3,5557 3,8156 3,9812 4,0176 3,9338 3,7851 3,6506 3,5988 3,6602 3,8281 4,0803 4,3962 4,7433 5,0691 5,3248 5,4960 5,5983 5,6503 5,6608 5,6384 5,6047 5,5923 5,6251 5,6966 5,7682 5,7995 5,7840 5,7531 5,7472 5,7893 5,8820 6,0155 6,1689 6,3089 6,3938 6,3848 6,2604 6,0291 5,7313 5,4256 5,1617 4,9576 4,7954 4,6419 4,4741 4,2896 4,1030 3,9401 3,8277 3,7785 3,7778 3,7858 3,7541 3,6380 3,4019 3,0333 2,5620 2,0591 1,6116 1,2935 1,1524 1,2008 1,4057 1,6912 1,9701 2,1844 2,3148 2,3618 2,3285 2,2169 2,0347 1,8034 1,5576 1,3390 1,1907 1,1465 1,2096 1,3420 1,4904 1,6240 1,7457 1,8743 2,0223 2,1836 2,3346 2,4459 2,4986 2,4960 2,4605 2,4236 2,4162 2,4495 2,4981 2,5118 2,4498 2,2989 2,0688 1,7821 1,4657 1,1469 0,8513 0,5944 0,3739 0,1792 0,0102 -0,1146 -0,1690 -0,1433 -0,0652 0,0091 0,0308 -0,0162 -0,1173 -0,2390 -0,3405 -0,3854 -0,3514 -0,2456 -0,1197 -0,0598 -0,1452 -0,4109 -0,8376 -1,3641 -1,9093 -2,4004 -2,7990 -3,1043 -3,3387 -3,5323 -3,7153 -3,9117 -4,1253 -4,3270 -4,4671 -4,5090 -4,4394 -4,2516 -3,9480 -3,5602 -3,1418 -2,7342 -2,3457 -1,9583 -1,5489 -1,1085 -0,6518 -0,2096 0,1937 0,5601 0,9161 1,2869 1,6725 2,0459 2,3716 2,6319 2,8389 3,0265 3,2363 3,5004 3,8166 4,1360 4,3830 4,4890 4,4157 4,1586 3,7392 3,1938 2,5651 1,9013 1,2544 0,6627 0,1293 -0,3761 -0,8843 -1,3966 -1,8896 -2,3413 -2,7428 -3,0858 -3,3512 -3,5183 -3,5921 -3,6188 -3,6655 -3,7744 -3,9344 -4,0937 -4,1913 -4,1732 -3,9961 -3,6457 -3,1626 -2,6395 -2,1784 -1,8465 -1,6607 -1,6006 -1,6296 -1,7097 -1,8041 -1,8805 -1,9211 -1,9242 -1,8913 -1,8176 -1,6963 -1,5310 -1,3465 -1,1945 -1,1419 -1,2361 -1,4734 -1,8025 -2,1549 -2,4731 -2,7195 -2,8746 -2,9378 -2,9268 -2,8689 -2,7908 -2,7133 -2,6459 -2,5875 -2,5365 -2,4961 -2,4609 -2,4033 -2,2832 -2,0796 -1,8166 -1,5500 -1,3256
