Fp1   -2,2999 -0,8461 0,4286 1,1482 1,0636 0,1537 -1,3438 -3,0184 -4,4548 -5,3365 -5,4540 -4,7335 -3,3180 -1,5708 0,0508 1,1520 1,5037 1,0880 0,0709 -1,2594 -2,5209 -3,2953 -3,2939 -2,5150 -1,2165 0,2495 1,5740 2,5410 3,0320 3,0415 2,6915 2,1630 1,5722 0,9201 0,1458 -0,7832 -1,7907 -2,6589 -3,0875 -2,8373 -1,8614 -0,3149 1,5371 3,3962 4,9552 5,9335 6,1632 5,6611 4,5704 3,0042 1,0020 -1,3186 -3,6015 -5,3021 -5,9397 -5,3240 -3,6113 -1,2514 1,1355 2,9776 3,9650 4,0897 3,5156 2,4111 0,8785 -0,9805 -2,9611 -4,7460 -6,0233 -6,6303 -6,6070 -6,1376 -5,4288 -4,6105 -3,7406 -2,8768 -2,1091 -1,5114 -1,0638 -0,6264 -0,0259 0,7868 1,6570 2,3088 2,5059 2,1798 1,4578 0,5604 -0,3437 -1,1756 -1,8979 -2,4838 -2,8971 -3,0578 -2,8575 -2,2738 -1,4657 -0,7060 -0,2207 -0,0891 -0,2261 -0,4316 -0,5241 -0,4735 -0,4036 -0,4866 -0,8549 -1,5379 -2,3838 -3,0611 -3,2024 -2,5921 -1,2764 0,4255 1,9991 2,9158 2,8720 1,9419 0,5358 -0,8287 -1,8066 -2,3408 -2,5511 -2,5904 -2,5898 -2,6196 -2,6807 -2,7651 -2,8822 -3,0261 -3,1795 -3,3529 -3,5919 -3,9477 -4,4623 -5,1578 -5,9703 -6,7058 -7,1441 -7,2183 -7,0534 -6,8372 -6,7064 -6,7268 -6,9108 -7,2264 -7,5977 -7,9250 -8,1277 -8,1631 -8,0309 -7,7952 -7,5775 -7,4775 -7,4810 -7,4471 -7,2022 -6,6665 -5,8909 -5,0015 -4,1573 -3,5381 -3,2900 -3,4300 -3,8117 -4,2011 -4,3826 -4,2234 -3,6993 -2,9039 -2,0374 -1,3210 -0,8409 -0,4859 -0,0951 0,3477 0,6884 0,7171 0,2853 -0,6132 -1,8255 -3,1129 -4,2374 -4,9863 -5,1894 -4,7774 -3,8219 -2,5077 -1,0966 0,0958 0,7889 0,8528 0,3255 -0,6503 -1,8658 -3,0692 -4,0222 -4,5506 -4,5458 -3,9532 -2,7937 -1,1935 0,6273 2,4128 3,9225 4,9392 5,2718 4,8001 3,5402 1,6652 -0,5497 -2,8145 -4,9028 -6,6856 -8,0954 -9,0869 -9,6376 -9,7309 -9,3210 -8,3584 -6,8715 -4,9973 -2,9177 -0,8094 1,1120 2,5520 3,2107 2,9241 1,7527 -0,0818 -2,3413 -4,7946 -7,1205 -8,8832 -9,6613 -9,2530 -7,8009 -5,7245 -3,5298 -1,6757 -0,5405 -0,3826 -1,2545 -2,9377 -4,9711 -6,7937 -7,9489 -8,2473 -7,8025 -6,9349 -6,0006 -5,2368 -4,7061 -4,3315 -3,9546 -3,4264 -2,7302 -2,0343 -1,6097 -1,6861 -2,3633 -3,6201 -5,3370 -7,2991 -9,2325 -10,8593 -11,9487 -12,4107 -12,3462 -11,9269 -11,2347 -10,2583 -9,0163 -7,6605 -6,4485 -5,5785 -5,0624 -4,7898 -4,6717 -4,6851 -4,8198 -5,0161 -5,1484 -5,0652 -4,6665 -3,9633 -3,0706 -2,1636 -1,4621 -1,2065 -1,5724 -2,5806 -4,0844 -5,8271 -7,5207 -8,8881 -9,6662 -9,6688 -8,9430 -7,8291 -6,7790 -6,1120 -5,9369 -6,2130 -6,7810 -7,3452 -7,5345 -7,0572 -5,8186 -3,9459 -1,7632 0,2859 1,7785 2,4493 2,2496 1,3448 0,0750 -1,1532 -2,0454 -2,5453 -2,7797 -2,8903 -2,9289 -2,8570 -2,6146 -2,2222 -1,8063 -1,4803 -1,2236 -0,9236 -0,4956 0,0664 0,6861 1,2253 1,5535 1,6107 1,4228 1,0724 0,6353 0,1541 -0,3246 -0,7684 -1,2284 -1,7825 -2,3873 -2,8443 -2,9202 -2,5379 -1,8955 -1,3796 -1,3150 -1,7473 -2,4133 -2,9125 -2,9463 -2,4497 -1,5598 -0,5152 0,4396 1,1622 1,6721 2,0835 2,4832 2,8596 3,0954 3,0101 2,4749 1,5525 0,5133 -0,3160 -0,7534 -0,8352 -0,7138 -0,5351 -0,3956 -0,3299 -0,3435 -0,4940 -0,8833 -1,5047 -2,1476 -2,5164 -2,4325 -1,9309 -1,2177 -0,5371 -0,0418 0,2200 0,2098 -0,1817 -1,1085 -2,6215 -4,5039 -6,2468 -7,2301 -7,0346 -5,6618 -3,4701 -0,9527 1,4151 3,2687 4,4496 5,0167 5,1255 4,8635 4,1735 2,9483 1,2189 -0,7726 -2,6860 -4,2516 -5,3329 -5,8679 -5,7924 -5,0345 -3,5762 -1,5353 0,8055 3,0553 4,8042 5,7081 5,5769 4,4510 2,6216 0,5355 -1,3882 -2,8785 -3,8041 -4,1246 -3,8618 -3,0888 -1,9485 -0,6823 0,4174 1,1328 1,4111 1,3338 1,0198 0,5716 0,0952 -0,2857 -0,4730 -0,4250 -0,1330 0,3974 1,1248 1,9490 2,7250 3,2994 3,5282 3,2985 2,5984 1,5702 0,4637 -0,4557 -0,9793 -1,0034 -0,5545 0,2149 1,0626 1,7225 1,9729 1,7172 1,0668 0,3252 -0,1834 -0,3195 -0,2047 -0,1151 -0,2842 -0,7775 -1,5075 -2,3103 -2,9857 -3,3059 -3,0739 -2,2315 -0,9041 0,6617 2,1890 3,4355 4,2538 4,6366 4,6831 4,5171 4,2192 3,7927 3,1984 2,4449 1,6232 0,8434 0,1445 -0,5307 -1,2680 -2,0970 -2,9646 -3,7892 -4,5422 -5,2560 -5,9561 -6,6058 -7,0981 -7,3034 -7,1704 -6,7959 -6,3759 -6,0862 -6,0086 -6,0954 -6,1672 -6,0246 -5,6121 -5,0522 -4,5454 -4,2616 -4,2524 -4,4099 -4,5295 -4,4471 -4,1526 -3,8032 -3,6179 -3,7308 -4,1023 -4,5303 -4,7599 -4,6242 -4,1188 -3,3786 -2,5960 -1,9424 -1,5512 -1,5329 -1,9521 -2,7649 -3,7647 -4,6232 -5,0707 -5,0843 -4,8717 -4,6657 -4,5585 -4,4766 -4,2396 -3,6743 -2,7254 -1,4963 -0,2337 0,7245 1,0687 0,6708 -0,3516 -1,7066 -3,0228 -3,9362 -4,2270 -3,9207 -3,2291 -2,3980 -1,6078 -0,9646 -0,5429 -0,4039 -0,5627 -0,9675 -1,5281 -2,1487 -2,7353 -3,1966 -3,4347 -3,3452 -2,8563 -1,9827 -0,8547 0,2760 1,0808 1,2884 0,8211 -0,1999 -1,5661 -3,0570 -4,4340 -5,4595 -5,9664 -5,8931 -5,2799 -4,2640 -3,0593 -1,8919 -0,9331 -0,2792 0,0563 0,1485 0,0816 -0,1960 -0,8876 -2,1655 -3,9637 -5,9307 -7,5651
Fz    -0,8080 -0,6973 -0,5334 -0,3636 -0,2096 -0,0590 0,1287 0,3853 0,6828 0,9324 1,0427 0,9746 0,7502 0,4304 0,0846 -0,2341 -0,4908 -0,6503 -0,6783 -0,5691 -0,3509 -0,0580 0,2783 0,6172 0,9219 1,1816 1,4004 1,5660 1,6398 1,5809 1,3746 1,0278 0,5520 -0,0224 -0,6205 -1,1427 -1,5189 -1,7391 -1,8239 -1,7785 -1,5936 -1,2817 -0,8908 -0,4840 -0,1157 0,1729 0,3482 0,3847 0,2661 -0,0098 -0,4135 -0,8838 -1,3623 -1,8132 -2,2066 -2,4999 -2,6438 -2,6069 -2,3919 -2,0232 -1,5259 -0,9331 -0,3054 0,2718 0,7117 0,9458 0,9418 0,7213 0,3581 -0,0527 -0,4322 -0,7391 -0,9667 -1,1174 -1,1795 -1,1357 -0,9868 -0,7579 -0,4774 -0,1559 0,2013 0,5728 0,9278 1,2407 1,4824 1,6097 1,5901 1,4412 1,2382 1,0775 1,0192 1,0550 1,1290 1,1910 1,2254 1,2297 1,1785 1,0336 0,7817 0,4523 0,1084 -0,1823 -0,3854 -0,5170 -0,6126 -0,6879 -0,7499 -0,8331 -0,9792 -1,1832 -1,3868 -1,5226 -1,5545 -1,4863 -1,3587 -1,2419 -1,2135 -1,3139 -1,5070 -1,6962 -1,7962 -1,7899 -1,7164 -1,6269 -1,5646 -1,5567 -1,6057 -1,6973 -1,8145 -1,9476 -2,0969 -2,2625 -2,4337 -2,5962 -2,7521 -2,9251 -3,1296 -3,3342 -3,4788 -3,5277 -3,4863 -3,3698 -3,1821 -2,9346 -2,6602 -2,3967 -2,1611 -1,9468 -1,7437 -1,5531 -1,3872 -1,2594 -1,1679 -1,0923 -1,0132 -0,9288 -0,8522 -0,7964 -0,7636 -0,7506 -0,7611 -0,8002 -0,8559 -0,9017 -0,9236 -0,9360 -0,9550 -0,9680 -0,9462 -0,8816 -0,7971 -0,7175 -0,6369 -0,5274 -0,3817 -0,2299 -0,1088 -0,0305 0,0139 0,0306 0,0146 -0,0428 -0,1424 -0,2718 -0,4185 -0,5841 -0,7642 -0,9096 -0,9342 -0,7815 -0,4704 -0,0792 0,2927 0,5602 0,6929 0,7241 0,7149 0,7143 0,7396 0,7724 0,7675 0,6769 0,4828 0,2217 -0,0310 -0,2135 -0,3173 -0,3812 -0,4448 -0,5065 -0,5306 -0,4874 -0,3819 -0,2508 -0,1319 -0,0412 0,0185 0,0426 0,0291 -0,0178 -0,0958 -0,2104 -0,3547 -0,4889 -0,5569 -0,5294 -0,4311 -0,3251 -0,2698 -0,2908 -0,3842 -0,5331 -0,7242 -0,9511 -1,1961 -1,4275 -1,6286 -1,8067 -1,9638 -2,0877 -2,1816 -2,2702 -2,3668 -2,4571 -2,5201 -2,5449 -2,5240 -2,4514 -2,3298 -2,1723 -2,0016 -1,8543 -1,7781 -1,8140 -1,9748 -2,2340 -2,5412 -2,8495 -3,1315 -3,3863 -3,6388 -3,9178 -4,2265 -4,5290 -4,7640 -4,8720 -4,8157 -4,5942 -4,2500 -3,8528 -3,4633 -3,1110 -2,8029 -2,5478 -2,3645 -2,2595 -2,2094 -2,1669 -2,0824 -1,9287 -1,7193 -1,5021 -1,3302 -1,2308 -1,1936 -1,1901 -1,1928 -1,1742 -1,1072 -0,9830 -0,8289 -0,7101 -0,7038 -0,8550 -1,1475 -1,5149 -1,8690 -2,1256 -2,2363 -2,2096 -2,0917 -1,9297 -1,7632 -1,6363 -1,5839 -1,6008 -1,6398 -1,6476 -1,5874 -1,4357 -1,1808 -0,8293 -0,4070 0,0476 0,4809 0,8224 1,0175 1,0667 1,0169 0,9167 0,7913 0,6465 0,4818 0,3124 0,1868 0,1665 0,2833 0,5150 0,7906 1,0106 1,0889 0,9943 0,7494 0,4008 0,0035 -0,3799 -0,6770 -0,8168 -0,7676 -0,5670 -0,3037 -0,0698 0,0727 0,1070 0,0600 -0,0108 -0,0356 0,0412 0,2298 0,4742 0,6663 0,7036 0,5514 0,2512 -0,1245 -0,5171 -0,8918 -1,2183 -1,4541 -1,5590 -1,5227 -1,3668 -1,1190 -0,8023 -0,4455 -0,0867 0,2432 0,5350 0,7890 0,9966 1,1363 1,1828 1,1281 1,0032 0,8800 0,8457 0,9512 1,1631 1,3785 1,5009 1,4931 1,3716 1,1878 1,0141 0,9132 0,9051 0,9656 1,0485 1,1119 1,1255 1,0543 0,8500 0,4799 -0,0285 -0,5711 -1,0114 -1,2577 -1,3051 -1,2143 -1,0689 -0,9419 -0,8700 -0,8475 -0,8453 -0,8319 -0,7873 -0,7106 -0,6141 -0,5114 -0,4119 -0,3258 -0,2706 -0,2625 -0,2991 -0,3509 -0,3705 -0,3203 -0,1912 0,0102 0,2787 0,6035 0,9549 1,2905 1,5748 1,7865 1,9060 1,9169 1,8265 1,6703 1,4932 1,3393 1,2498 1,2479 1,3256 1,4490 1,5707 1,6489 1,6571 1,5710 1,3680 1,0538 0,6763 0,3129 0,0524 -0,0377 0,0452 0,2361 0,4576 0,6706 0,8692 1,0457 1,1825 1,2660 1,2857 1,2332 1,1217 0,9993 0,9228 0,9154 0,9506 0,9695 0,9142 0,7555 0,4964 0,1646 -0,1905 -0,5096 -0,7514 -0,9102 -0,9954 -0,9996 -0,9000 -0,6860 -0,3716 0,0194 0,4645 0,9269 1,3436 1,6393 1,7575 1,6847 1,4518 1,1175 0,7450 0,3865 0,0810 -0,1531 -0,3254 -0,4631 -0,5837 -0,6842 -0,7603 -0,8311 -0,9356 -1,1075 -1,3562 -1,6716 -2,0393 -2,4433 -2,8566 -3,2416 -3,5572 -3,7598 -3,8117 -3,7038 -3,4659 -3,1628 -2,8771 -2,6660 -2,5244 -2,4038 -2,2583 -2,0631 -1,8215 -1,5706 -1,3616 -1,2215 -1,1438 -1,0954 -1,0240 -0,8839 -0,6673 -0,3975 -0,0923 0,2546 0,6507 1,0691 1,4526 1,7479 1,9315 2,0094 1,9965 1,9045 1,7516 1,5718 1,3988 1,2414 1,0774 0,8771 0,6360 0,3827 0,1581 -0,0105 -0,1165 -0,1666 -0,1709 -0,1351 -0,0668 0,0068 0,0257 -0,0778 -0,3195 -0,6306 -0,8891 -0,9955 -0,9325 -0,7596 -0,5587 -0,3894 -0,2817 -0,2494 -0,3007 -0,4363 -0,6374 -0,8624 -1,0731 -1,2622 -1,4490 -1,6490 -1,8539 -2,0380 -2,1802 -2,2734 -2,3149 -2,2937 -2,1990 -2,0392 -1,8451 -1,6533 -1,4906 -1,3757 -1,3311 -1,3846 -1,5512 -1,8131 -2,1250 -2,4361 -2,7002 -2,8777 -2,9479 -2,9210 -2,8252 -2,6835 -2,5132 -2,3415 -2,2067 -2,1406 -2,1531 -2,2245 -2,3160
F3    -0,4684 -0,6245 -0,6753 -0,6248 -0,4603 -0,1653 0,2526 0,7359 1,1683 1,4047 1,3471 1,0090 0,5081 -0,0012 -0,3946 -0,6083 -0,6318 -0,4921 -0,2497 0,0038 0,1800 0,2459 0,2349 0,2085 0,2216 0,3159 0,5185 0,8164 1,1264 1,3270 1,3392 1,1576 0,8124 0,3444 -0,1741 -0,6377 -0,9681 -1,1697 -1,2976 -1,3741 -1,3658 -1,2409 -1,0159 -0,7403 -0,4619 -0,2093 0,0054 0,1752 0,2848 0,3082 0,2166 -0,0214 -0,4377 -1,0298 -1,7176 -2,3566 -2,8046 -2,9756 -2,8521 -2,4706 -1,9064 -1,2574 -0,6179 -0,0500 0,4078 0,7059 0,7821 0,6111 0,2449 -0,2098 -0,6524 -1,0355 -1,3716 -1,6998 -2,0310 -2,3188 -2,4788 -2,4324 -2,1427 -1,6302 -0,9789 -0,3095 0,2755 0,7233 1,0145 1,1420 1,1245 1,0269 0,9445 0,9521 1,0582 1,2079 1,3286 1,3628 1,2744 1,0490 0,6910 0,2225 -0,3108 -0,8351 -1,2557 -1,4880 -1,5004 -1,3350 -1,0734 -0,7844 -0,5266 -0,3806 -0,4200 -0,6446 -0,9756 -1,3133 -1,5818 -1,7418 -1,7953 -1,7853 -1,7775 -1,8239 -1,9236 -2,0158 -2,0281 -1,9405 -1,7998 -1,6817 -1,6449 -1,7124 -1,8800 -2,1319 -2,4396 -2,7586 -3,0356 -3,2159 -3,2598 -3,1718 -3,0140 -2,8814 -2,8470 -2,9226 -3,0789 -3,2904 -3,5370 -3,7683 -3,9017 -3,8742 -3,6751 -3,3268 -2,8572 -2,3051 -1,7385 -1,2457 -0,9032 -0,7474 -0,7636 -0,8982 -1,0848 -1,2653 -1,4036 -1,4921 -1,5363 -1,5345 -1,4837 -1,3917 -1,2723 -1,1404 -1,0137 -0,9034 -0,7996 -0,6773 -0,5235 -0,3547 -0,2083 -0,1183 -0,0959 -0,1330 -0,2161 -0,3256 -0,4252 -0,4668 -0,4154 -0,2798 -0,1164 -0,0002 0,0149 -0,0848 -0,2849 -0,5577 -0,8557 -1,1008 -1,2047 -1,1129 -0,8355 -0,4446 -0,0467 0,2696 0,4825 0,6287 0,7488 0,8533 0,9263 0,9392 0,8656 0,6922 0,4266 0,1014 -0,2374 -0,5447 -0,7848 -0,9390 -0,9926 -0,9060 -0,6326 -0,1773 0,3686 0,8605 1,1846 1,3196 1,3182 1,2420 1,1223 0,9557 0,7130 0,3624 -0,0912 -0,5835 -1,0180 -1,3207 -1,4733 -1,5031 -1,4517 -1,3511 -1,2184 -1,0634 -0,9010 -0,7556 -0,6599 -0,6548 -0,7831 -1,0583 -1,4302 -1,8044 -2,0995 -2,2722 -2,3054 -2,2141 -2,0638 -1,9503 -1,9391 -2,0274 -2,1576 -2,2594 -2,2943 -2,2792 -2,2707 -2,3298 -2,4897 -2,7344 -3,0011 -3,2152 -3,3400 -3,3987 -3,4546 -3,5641 -3,7421 -3,9693 -4,2152 -4,4366 -4,5740 -4,5855 -4,4837 -4,3202 -4,1395 -3,9511 -3,7365 -3,4759 -3,1648 -2,8073 -2,4105 -1,9850 -1,5465 -1,1222 -0,7623 -0,5378 -0,5120 -0,6999 -1,0489 -1,4615 -1,8369 -2,0990 -2,2082 -2,1639 -2,0020 -1,7853 -1,5800 -1,4233 -1,3195 -1,2696 -1,2862 -1,3741 -1,5112 -1,6552 -1,7578 -1,7747 -1,6896 -1,5463 -1,4339 -1,4231 -1,5312 -1,7348 -1,9779 -2,1709 -2,2163 -2,0490 -1,6511 -1,0567 -0,3626 0,2847 0,7441 0,9468 0,9199 0,7570 0,5599 0,3877 0,2445 0,1198 0,0384 0,0546 0,1978 0,4280 0,6462 0,7512 0,6991 0,5176 0,2689 0,0100 -0,2125 -0,3588 -0,4011 -0,3298 -0,1601 0,0587 0,2542 0,3693 0,3971 0,3771 0,3661 0,4139 0,5475 0,7605 1,0124 1,2380 1,3633 1,3375 1,1619 0,8853 0,5627 0,2225 -0,1288 -0,4746 -0,7691 -0,9639 -1,0437 -1,0124 -0,8555 -0,5439 -0,0777 0,4886 1,0620 1,5431 1,8513 1,9528 1,8794 1,7076 1,5171 1,3671 1,2923 1,3060 1,3949 1,5051 1,5573 1,5005 1,3388 1,1141 0,8891 0,7322 0,6887 0,7595 0,9055 1,0679 1,1992 1,2852 1,3262 1,3032 1,1759 0,9183 0,5506 0,1335 -0,2586 -0,5637 -0,7548 -0,8489 -0,8908 -0,9202 -0,9505 -0,9652 -0,9245 -0,7962 -0,5928 -0,3692 -0,1856 -0,0714 -0,0165 0,0025 -0,0033 -0,0317 -0,0790 -0,1390 -0,2026 -0,2517 -0,2509 -0,1514 0,0903 0,4894 1,0147 1,5925 2,1307 2,5387 2,7411 2,6993 2,4317 2,0174 1,5823 1,2560 1,1105 1,1354 1,2650 1,4177 1,5258 1,5509 1,4724 1,2756 0,9684 0,6048 0,2779 0,0794 0,0517 0,1713 0,3802 0,6316 0,9037 1,1802 1,4347 1,6429 1,7960 1,8813 1,8674 1,7367 1,5200 1,2820 1,0843 0,9610 0,9066 0,8876 0,8654 0,8013 0,6553 0,4056 0,0712 -0,2950 -0,6425 -0,9422 -1,1628 -1,2525 -1,1566 -0,8451 -0,3254 0,3539 1,1036 1,8016 2,3120 2,5286 2,4275 2,0744 1,5780 1,0338 0,5040 0,0307 -0,3538 -0,6362 -0,8251 -0,9368 -0,9807 -0,9609 -0,8923 -0,8188 -0,8100 -0,9279 -1,1963 -1,5983 -2,0863 -2,5879 -3,0267 -3,3491 -3,5258 -3,5423 -3,4054 -3,1521 -2,8474 -2,5641 -2,3424 -2,1714 -2,0199 -1,8737 -1,7404 -1,6451 -1,6266 -1,7086 -1,8614 -2,0129 -2,0942 -2,0564 -1,8665 -1,5253 -1,0799 -0,5959 -0,1162 0,3450 0,7736 1,1389 1,4132 1,6032 1,7451 1,8638 1,9533 1,9935 1,9652 1,8488 1,6301 1,3177 0,9520 0,5954 0,3060 0,1072 -0,0237 -0,1365 -0,2732 -0,4371 -0,5922 -0,6889 -0,6994 -0,6441 -0,5801 -0,5527 -0,5636 -0,5896 -0,6136 -0,6385 -0,6864 -0,7876 -0,9542 -1,1621 -1,3650 -1,5306 -1,6513 -1,7176 -1,7034 -1,5984 -1,4396 -1,2979 -1,2386 -1,2949 -1,4651 -1,7273 -2,0497 -2,3880 -2,6769 -2,8362 -2,8041 -2,5721 -2,1878 -1,7357 -1,3179 -1,0315 -0,9438 -1,0770 -1,4050 -1,8589 -2,3392 -2,7407 -2,9882 -3,0642 -3,0042 -2,8592 -2,6524 -2,3758 -2,0290 -1,6520 -1,3191 -1,1033 -1,0387 -1,1110
F7    0,0441 0,4145 0,7545 1,0192 1,1267 0,9862 0,5823 0,0179 -0,5365 -0,9204 -1,0394 -0,9046 -0,6303 -0,3645 -0,2096 -0,2099 -0,3720 -0,6569 -0,9736 -1,2060 -1,2507 -1,0453 -0,6071 -0,0485 0,4829 0,8782 1,0828 1,0903 0,9580 0,7830 0,6209 0,4452 0,2018 -0,1178 -0,4752 -0,8258 -1,1301 -1,3416 -1,4024 -1,2584 -0,8985 -0,3791 0,1998 0,7370 1,1561 1,4041 1,4439 1,2621 0,8631 0,2496 -0,5482 -1,4179 -2,1824 -2,6818 -2,8342 -2,6381 -2,1546 -1,4960 -0,8056 -0,2138 0,2168 0,5019 0,6768 0,7423 0,6758 0,4763 0,1865 -0,1216 -0,3875 -0,5943 -0,7565 -0,8849 -0,9696 -0,9801 -0,8786 -0,6537 -0,3496 -0,0514 0,1765 0,3475 0,5373 0,8028 1,1269 1,4342 1,6436 1,7048 1,6092 1,3828 1,0702 0,7254 0,4068 0,1560 -0,0142 -0,0902 -0,0318 0,1905 0,5437 0,9424 1,2907 1,5092 1,5496 1,4006 1,0783 0,6168 0,0737 -0,4655 -0,9090 -1,1925 -1,2922 -1,2166 -0,9946 -0,6588 -0,2418 0,2027 0,5824 0,7899 0,7645 0,5440 0,2437 -0,0305 -0,2463 -0,4267 -0,5893 -0,7276 -0,8382 -0,9296 -1,0016 -1,0452 -1,0617 -1,0787 -1,1519 -1,3326 -1,6185 -1,9491 -2,2485 -2,4699 -2,6021 -2,6406 -2,5635 -2,3489 -2,0101 -1,6082 -1,2358 -0,9789 -0,8879 -0,9747 -1,2158 -1,5522 -1,9005 -2,1755 -2,3162 -2,3054 -2,1659 -1,9306 -1,6188 -1,2406 -0,8183 -0,3904 0,0016 0,3130 0,4915 0,5012 0,3606 0,1443 -0,0644 -0,2194 -0,3068 -0,3081 -0,1913 0,0571 0,4013 0,7693 1,1030 1,3850 1,6082 1,7375 1,7217 1,5273 1,1611 0,6821 0,1917 -0,2070 -0,4447 -0,4983 -0,3942 -0,1995 0,0257 0,2851 0,6282 1,0619 1,5075 1,8553 2,0275 1,9931 1,7737 1,4498 1,1388 0,9434 0,9107 1,0217 1,2150 1,4305 1,6463 1,8945 2,2278 2,6388 3,0241 3,2440 3,2078 2,9037 2,3760 1,6997 0,9699 0,2911 -0,2446 -0,5947 -0,7864 -0,8823 -0,9173 -0,8684 -0,6824 -0,3350 0,1377 0,6525 1,1104 1,4269 1,5533 1,4937 1,3052 1,0543 0,7597 0,3964 -0,0499 -0,5463 -1,0096 -1,3399 -1,4764 -1,4208 -1,2093 -0,8960 -0,5761 -0,3843 -0,4302 -0,7353 -1,2217 -1,7396 -2,1256 -2,2762 -2,1897 -1,9468 -1,6538 -1,3936 -1,2084 -1,1040 -1,0590 -1,0434 -1,0510 -1,1046 -1,2180 -1,3772 -1,5683 -1,8070 -2,1189 -2,4787 -2,7917 -2,9671 -2,9960 -2,9449 -2,8951 -2,8922 -2,9306 -2,9702 -2,9736 -2,9427 -2,9211 -2,9569 -3,0625 -3,2103 -3,3503 -3,4318 -3,4117 -3,2495 -2,9148 -2,4135 -1,8035 -1,1830 -0,6572 -0,2970 -0,1262 -0,1410 -0,3356 -0,7117 -1,2645 -1,9562 -2,6965 -3,3522 -3,7906 -3,9354 -3,8017 -3,4750 -3,0497 -2,6023 -2,2069 -1,9273 -1,7726 -1,6786 -1,5482 -1,3098 -0,9450 -0,4813 0,0223 0,4838 0,8148 0,9573 0,9117 0,7302 0,5045 0,3428 0,3108 0,3831 0,4749 0,5259 0,5393 0,5513 0,5898 0,6577 0,7465 0,8604 1,0102 1,1768 1,3122 1,3885 1,4199 1,4325 1,4278 1,3868 1,3168 1,2656 1,2659 1,2918 1,2921 1,2282 1,0734 0,8124 0,4574 0,0563 -0,3059 -0,5194 -0,4944 -0,2272 0,1653 0,5114 0,7030 0,7434 0,7020 0,6534 0,6443 0,6911 0,7943 0,9563 1,1762 1,4271 1,6528 1,7904 1,7994 1,6832 1,4954 1,3181 1,2161 1,2013 1,2333 1,2409 1,1573 0,9652 0,7250 0,5507 0,5318 0,6717 0,8973 1,1175 1,2726 1,3467 1,3631 1,3721 1,4120 1,4768 1,5318 1,5488 1,5093 1,3859 1,1340 0,7152 0,1485 -0,4507 -0,8895 -0,9922 -0,7160 -0,1746 0,4566 1,0411 1,5091 1,8442 2,0483 2,0997 1,9562 1,6071 1,1082 0,5655 0,0929 -0,2312 -0,3947 -0,4464 -0,4532 -0,4505 -0,4111 -0,2548 0,0816 0,5701 1,0953 1,5216 1,7520 1,7525 1,5580 1,2546 0,9289 0,6251 0,3620 0,1814 0,1423 0,2642 0,5073 0,8075 1,1094 1,3715 1,5577 1,6332 1,5785 1,4077 1,1710 0,9429 0,8004 0,7834 0,8765 1,0459 1,2784 1,5544 1,7982 1,8955 1,7720 1,4468 1,0142 0,5886 0,2636 0,1026 0,1398 0,3679 0,7291 1,1348 1,4851 1,6827 1,6619 1,4119 0,9786 0,4592 -0,0122 -0,3112 -0,3884 -0,2954 -0,1324 0,0378 0,2213 0,4550 0,7552 1,0903 1,3930 1,6003 1,6843 1,6612 1,5854 1,5266 1,5278 1,5827 1,6601 1,7473 1,8629 2,0303 2,2358 2,4171 2,4963 2,4202 2,1704 1,7579 1,2270 0,6573 0,1340 -0,3018 -0,6679 -0,9990 -1,3009 -1,5617 -1,7777 -1,9381 -2,0162 -2,0025 -1,9315 -1,8621 -1,8434 -1,8995 -2,0234 -2,1646 -2,2453 -2,2006 -2,0049 -1,6735 -1,2589 -0,8454 -0,5264 -0,3588 -0,3180 -0,3210 -0,3038 -0,2599 -0,2145 -0,1879 -0,1770 -0,1639 -0,1367 -0,0937 -0,0438 -0,0196 -0,0754 -0,2634 -0,6031 -1,0452 -1,4633 -1,7035 -1,6774 -1,4228 -1,0664 -0,7280 -0,4605 -0,2504 -0,0506 0,1835 0,4602 0,7396 0,9620 1,0862 1,0993 0,9981 0,7777 0,4512 0,0732 -0,2731 -0,5280 -0,6831 -0,7469 -0,6995 -0,5149 -0,2146 0,1317 0,4559 0,7113 0,8510 0,8269 0,6138 0,2210 -0,3079 -0,8896 -1,4050 -1,7248 -1,7593 -1,5048 -1,0388 -0,4649 0,1304 0,6750 1,0900 1,2906 1,2179 0,8690 0,2988 -0,3984 -1,1065 -1,7080 -2,1241 -2,3487 -2,4305 -2,4156 -2,3153 -2,1228 -1,8489 -1,5446 -1,3043 -1,2335 -1,3879 -1,7359 -2,1717 -2,5569 -2,7752
