Fp1   1,7027 1,6735 1,3667 0,8786 0,3512 -0,0686 -0,2777 -0,2516 -0,0365 0,2880 0,6317 0,8945 0,9891 0,9026 0,7200 0,5504 0,4482 0,4188 0,4627 0,5872 0,7889 1,0402 1,2932 1,4980 1,6232 1,6702 1,6660 1,6313 1,5547 1,4104 1,1955 0,9408 0,6841 0,4437 0,2121 -0,0351 -0,3254 -0,6832 -1,1331 -1,6842 -2,3029 -2,9057 -3,3797 -3,6222 -3,5833 -3,2760 -2,7531 -2,0902 -1,3819 -0,7278 -0,2047 0,1458 0,3182 0,3393 0,2580 0,1226 -0,0449 -0,2529 -0,5203 -0,8626 -1,2850 -1,7665 -2,2532 -2,6731 -2,9456 -2,9943 -2,7846 -2,3603 -1,8336 -1,3280 -0,9157 -0,5984 -0,3428 -0,1385 -0,0255 -0,0578 -0,2457 -0,5381 -0,8605 -1,1608 -1,4083 -1,5679 -1,6062 -1,5224 -1,3439 -1,0932 -0,7778 -0,4072 -0,0001 0,4245 0,8484 1,2447 1,5673 1,7473 1,6985 1,3480 0,6833 -0,2391 -1,3287 -2,4927 -3,6400 -4,6761 -5,5195 -6,1273 -6,4916 -6,6143 -6,5069 -6,2173 -5,8403 -5,4809 -5,2054 -5,0216 -4,8864 -4,7301 -4,5089 -4,2549 -4,0684 -4,0642 -4,3136 -4,7998 -5,4008 -5,9266 -6,2046 -6,1479 -5,7653 -5,1293 -4,3379 -3,4829 -2,6328 -1,8350 -1,1266 -0,5302 -0,0369 0,3940 0,8137 1,2580 1,7337 2,2307 2,7451 3,2795 3,8200 4,3319 4,7852 5,1719 5,4939 5,7429 5,8850 5,8774 5,7127 5,4294 5,0832 4,7309 4,4397 4,2842 4,3114 4,5020 4,7742 5,0255 5,1753 5,1888 5,0762 4,8806 4,6709 4,5206 4,4697 4,5100 4,6060 4,7149 4,7809 4,7332 4,5131 4,1002 3,5039 2,7399 1,8205 0,7645 -0,3763 -1,5103 -2,5481 -3,4349 -4,1316 -4,5889 -4,7572 -4,6163 -4,1919 -3,5551 -2,8030 -2,0397 -1,3670 -0,8705 -0,6017 -0,5835 -0,8190 -1,2738 -1,8571 -2,4477 -2,9530 -3,3423 -3,6423 -3,9182 -4,2349 -4,5999 -4,9409 -5,1465 -5,1316 -4,8895 -4,5040 -4,0956 -3,7595 -3,5563 -3,5329 -3,7127 -4,0619 -4,4824 -4,8399 -5,0073 -4,9090 -4,5607 -4,0798 -3,6495 -3,4439 -3,5439 -3,8929 -4,3331 -4,7078 -4,9410 -5,0276 -4,9852 -4,8440 -4,6639 -4,5284 -4,5025 -4,5830 -4,6973 -4,7558 -4,7040 -4,5364 -4,2861 -4,0154 -3,8030 -3,7098 -3,7415 -3,8410 -3,9178 -3,8936 -3,7355 -3,4646 -3,1400 -2,8343 -2,6228 -2,5833 -2,7763 -3,2037 -3,8007 -4,4696 -5,0978 -5,5668 -5,8018 -5,8246 -5,7324 -5,6226 -5,5534 -5,5611 -5,6758 -5,9062 -6,2249 -6,5742 -6,8868 -7,1121 -7,2317 -7,2488 -7,1717 -7,0115 -6,7851 -6,5023 -6,1538 -5,7269 -5,2389 -4,7533 -4,3682 -4,1824 -4,2505 -4,5528 -5,0043 -5,4832 -5,8636 -6,0519 -6,0139 -5,7710 -5,3802 -4,9142 -4,4316 -3,9515 -3,4680 -2,9982 -2,6083 -2,3826 -2,3751 -2,5850 -2,9530 -3,3803 -3,7590 -3,9960 -4,0354 -3,8735 -3,5532 -3,1427 -2,7075 -2,3002 -1,9751 -1,7927 -1,7902 -1,9439 -2,1615 -2,3174 -2,3124 -2,1227 -1,7967 -1,4089 -1,0224 -0,6793 -0,3888 -0,1162 0,1835 0,5032 0,7783 0,9483 0,9931 0,9058 0,6720 0,2973 -0,1625 -0,6149 -0,9788 -1,2172 -1,3417 -1,4075 -1,4942 -1,6628 -1,9287 -2,2752 -2,6716 -3,0768 -3,4452 -3,7332 -3,8981 -3,9000 -3,7083 -3,3199 -2,7814 -2,1888 -1,6495 -1,2286 -0,9226 -0,6777 -0,4375 -0,1729 0,1301 0,4922 0,9230 1,3837 1,7947 2,0868 2,2278 2,2089 2,0448 1,7941 1,5471 1,3857 1,3640 1,5029 1,7856 2,1647 2,5825 2,9874 3,3459 3,6467 3,8822 4,0179 3,9837 3,7137 3,2065 2,5465 1,8666 1,2842 0,8590 0,5969 0,4693 0,4183 0,3734 0,2975 0,2085 0,1505 0,1569 0,2343 0,3540 0,4544 0,4668 0,3545 0,1349 -0,1326 -0,3808 -0,5574 -0,6286 -0,5869 -0,4555 -0,2704 -0,0592 0,1608 0,3788 0,5840 0,7627 0,9074 1,0228 1,1207 1,2169 1,3422 1,5384 1,8324 2,2167 2,6451 3,0314 3,2612 3,2282 2,8846 2,2803 1,5480 0,8358 0,2516 -0,1430 -0,3332 -0,3660 -0,3309 -0,2968 -0,2755 -0,2422 -0,1661 -0,0129 0,2466 0,5953 0,9542 1,2440 1,4664 1,7011 2,0217 2,4266 2,8407 3,1607 3,3081 3,2623 3,0615 2,7763 2,4833 2,2447 2,1012 2,0800 2,2055 2,4978 2,9564 3,5300 4,1140 4,6075 4,9711 5,2219 5,3810 5,4364 5,3483 5,0854 4,6519 4,0827 3,4287 2,7512 2,1084 1,5243 0,9720 0,4051 -0,1878 -0,7592 -1,2187 -1,4759 -1,4909 -1,2895 -0,9284 -0,4541 0,1073 0,7346 1,3970 2,0493 2,6258 3,0406 3,2142 3,1184 2,8032 2,3777 1,9585 1,6278 1,4189 1,3174 1,2826 1,2790 1,2896 1,3063 1,3281 1,3717 1,4738 1,6709 1,9749 2,3676 2,8006 3,2019 3,5181 3,7673 4,0287 4,3683 4,7845 5,2181 5,5938 5,8564 6,0037 6,0879 6,1724 6,2891 6,4237 6,5110 6,4570 6,2061 5,7977 5,3358 4,9026 4,5129 4,1407 3,7685 3,3999 3,0502 2,7392 2,4769 2,2467 2,0249 1,8139 1,6442 1,5447 1,5131 1,5163 1,5117 1,4733 1,4112 1,3663 1,3734 1,4277 1,4877 1,4992 1,4112 1,1881 0,8312 0,3987 -0,0060 -0,2769 -0,3304 -0,1099 0,3994 1,1404 1,9770 2,7447 3,3277 3,6941 3,8702 3,8931 3,7828 3,5434 3,1749 2,6854 2,0922 1,4127 0,6541 -0,1789 -1,0518 -1,8726 -2,5127 -2,8679 -2,9131 -2,7107 -2,3769 -2,0396 -1,8036 -1,7122 -1,7230 -1,7284 -1,6224 -1,3624 -0,9759 -0,5297 -0,0852 0,3531 0,8389 1,4211 2,0940 2,7954 3,4237 3,8721 4,0754
Fz    -0,7147 -0,7955 -0,8754 -0,9163 -0,8946 -0,7961 -0,6179 -0,3749 -0,0999 0,1646 0,3718 0,4787 0,4622 0,3408 0,1781 0,0501 0,0085 0,0678 0,2125 0,4052 0,5961 0,7353 0,7874 0,7433 0,6238 0,4765 0,3609 0,3185 0,3477 0,4095 0,4590 0,4696 0,4365 0,3704 0,2890 0,2048 0,1151 0,0025 -0,1522 -0,3509 -0,5665 -0,7518 -0,8593 -0,8582 -0,7431 -0,5331 -0,2665 0,0089 0,2483 0,4237 0,5292 0,5766 0,5861 0,5798 0,5810 0,6064 0,6532 0,6954 0,6989 0,6407 0,5195 0,3600 0,2034 0,0860 0,0259 0,0245 0,0690 0,1306 0,1723 0,1697 0,1309 0,0938 0,0991 0,1570 0,2324 0,2665 0,2154 0,0701 -0,1543 -0,4345 -0,7403 -1,0300 -1,2606 -1,4077 -1,4676 -1,4414 -1,3269 -1,1264 -0,8565 -0,5455 -0,2225 0,0876 0,3587 0,5523 0,6145 0,4947 0,1747 -0,3237 -0,9551 -1,6707 -2,4289 -3,1976 -3,9516 -4,6712 -5,3398 -5,9358 -6,4303 -6,8014 -7,0513 -7,2027 -7,2795 -7,2931 -7,2406 -7,1128 -6,9131 -6,6688 -6,4205 -6,2035 -6,0388 -5,9306 -5,8630 -5,8042 -5,7185 -5,5779 -5,3678 -5,0854 -4,7384 -4,3426 -3,9218 -3,5082 -3,1366 -2,8264 -2,5656 -2,3142 -2,0247 -1,6647 -1,2309 -0,7405 -0,2154 0,3236 0,8551 1,3617 1,8408 2,3011 2,7452 3,1591 3,5179 3,8008 4,0077 4,1630 4,3021 4,4601 4,6661 4,9358 5,2591 5,5917 5,8657 6,0181 6,0169 5,8682 5,6032 5,2641 4,9006 4,5623 4,2821 4,0660 3,8968 3,7376 3,5364 3,2437 2,8396 2,3454 1,8063 1,2642 0,7418 0,2485 -0,2027 -0,5939 -0,9205 -1,1991 -1,4504 -1,6780 -1,8642 -1,9831 -2,0150 -1,9560 -1,8229 -1,6532 -1,4957 -1,3919 -1,3636 -1,4158 -1,5454 -1,7381 -1,9632 -2,1814 -2,3631 -2,4995 -2,5979 -2,6759 -2,7535 -2,8377 -2,9154 -2,9670 -2,9827 -2,9733 -2,9675 -2,9925 -3,0530 -3,1365 -3,2305 -3,3276 -3,4132 -3,4583 -3,4264 -3,2922 -3,0564 -2,7545 -2,4562 -2,2493 -2,2078 -2,3577 -2,6625 -3,0414 -3,4110 -3,7167 -3,9363 -4,0707 -4,1381 -4,1690 -4,1979 -4,2497 -4,3263 -4,4069 -4,4610 -4,4611 -4,3905 -4,2464 -4,0430 -3,8119 -3,5918 -3,4128 -3,2824 -3,1869 -3,1022 -3,0064 -2,8880 -2,7491 -2,6061 -2,4832 -2,4080 -2,4042 -2,4773 -2,6069 -2,7560 -2,8821 -2,9455 -2,9241 -2,8294 -2,7017 -2,5862 -2,5107 -2,4818 -2,4900 -2,5153 -2,5352 -2,5342 -2,5094 -2,4724 -2,4457 -2,4498 -2,4917 -2,5637 -2,6462 -2,7060 -2,7009 -2,6028 -2,4213 -2,2013 -1,9984 -1,8518 -1,7702 -1,7369 -1,7285 -1,7260 -1,7153 -1,6869 -1,6397 -1,5764 -1,4997 -1,4122 -1,3130 -1,1915 -1,0338 -0,8404 -0,6348 -0,4546 -0,3378 -0,3136 -0,3901 -0,5468 -0,7371 -0,9031 -0,9936 -0,9771 -0,8475 -0,6214 -0,3332 -0,0298 0,2366 0,4192 0,4931 0,4685 0,3898 0,3103 0,2644 0,2566 0,2708 0,2855 0,2820 0,2475 0,1828 0,1085 0,0531 0,0297 0,0267 0,0203 -0,0160 -0,1112 -0,2899 -0,5529 -0,8654 -1,1692 -1,4057 -1,5347 -1,5472 -1,4735 -1,3751 -1,3155 -1,3329 -1,4315 -1,5907 -1,7816 -1,9825 -2,1815 -2,3644 -2,5106 -2,6006 -2,6218 -2,5684 -2,4441 -2,2652 -2,0579 -1,8456 -1,6374 -1,4316 -1,2270 -1,0248 -0,8218 -0,6147 -0,4134 -0,2411 -0,1191 -0,0559 -0,0476 -0,0766 -0,1112 -0,1181 -0,0771 0,0214 0,1799 0,3910 0,6368 0,8958 1,1494 1,3841 1,5898 1,7505 1,8344 1,7983 1,6099 1,2751 0,8488 0,4148 0,0476 -0,2162 -0,3809 -0,4785 -0,5569 -0,6646 -0,8287 -1,0415 -1,2679 -1,4630 -1,5904 -1,6410 -1,6387 -1,6273 -1,6436 -1,7031 -1,8041 -1,9383 -2,0934 -2,2536 -2,4055 -2,5433 -2,6669 -2,7778 -2,8769 -2,9627 -3,0370 -3,1052 -3,1675 -3,2127 -3,2275 -3,2069 -3,1550 -3,0842 -3,0162 -2,9742 -2,9757 -3,0332 -3,1578 -3,3569 -3,6252 -3,9327 -4,2292 -4,4687 -4,6308 -4,7191 -4,7523 -4,7614 -4,7807 -4,8276 -4,8925 -4,9494 -4,9700 -4,9321 -4,8281 -4,6797 -4,5372 -4,4446 -4,3970 -4,3397 -4,2126 -3,9954 -3,7163 -3,4300 -3,1887 -3,0227 -2,9356 -2,9096 -2,9190 -2,9425 -2,9674 -2,9871 -2,9978 -2,9947 -2,9724 -2,9368 -2,9139 -2,9370 -3,0217 -3,1589 -3,3289 -3,5204 -3,7334 -3,9697 -4,2285 -4,5105 -4,8158 -5,1300 -5,4189 -5,6475 -5,8078 -5,9244 -6,0354 -6,1688 -6,3329 -6,5239 -6,7403 -6,9846 -7,2505 -7,5148 -7,7431 -7,9030 -7,9778 -7,9757 -7,9302 -7,8909 -7,9042 -7,9899 -8,1287 -8,2738 -8,3758 -8,3986 -8,3226 -8,1417 -7,8609 -7,4961 -7,0756 -6,6348 -6,1967 -5,7570 -5,2918 -4,7804 -4,2231 -3,6410 -3,0702 -2,5527 -2,1177 -1,7624 -1,4576 -1,1725 -0,8956 -0,6377 -0,4239 -0,2770 -0,1978 -0,1589 -0,1210 -0,0535 0,0556 0,1983 0,3530 0,5042 0,6547 0,8116 0,9621 1,0676 1,0811 0,9678 0,7113 0,3147 -0,1990 -0,7910 -1,4163 -2,0234 -2,5526 -2,9522 -3,2006 -3,3125 -3,3274 -3,2904 -3,2362 -3,1806 -3,1259 -3,0773 -3,0542 -3,0859 -3,1985 -3,4025 -3,6827 -3,9955 -4,2770 -4,4656 -4,5243 -4,4432 -4,2303 -3,9103 -3,5303 -3,1578 -2,8605 -2,6774 -2,6074 -2,6243 -2,6990 -2,8131 -2,9620 -3,1513 -3,3906 -3,6849 -4,0285 -4,4067 -4,8017 -5,1901 -5,5370 -5,8042 -5,9675 -6,0273 -6,0064 -5,9383 -5,8565 -5,7883 -5,7450 -5,7110 -5,6508 -5,5365 -5,3717 -5,1889 -5,0296 -4,9244 -4,8764 -4,8636 -4,8624 -4,8647 -4,8785 -4,9183 -4,9899 -5,0807
F3    -0,4029 -0,6398 -0,8534 -0,9935 -1,0284 -0,9408 -0,7297 -0,4176 -0,0443 0,3473 0,7143 1,0115 1,2033 1,2875 1,3019 1,2956 1,2990 1,3159 1,3314 1,3189 1,2513 1,1154 0,9198 0,6918 0,4697 0,2939 0,1966 0,1847 0,2303 0,2878 0,3221 0,3213 0,2886 0,2327 0,1619 0,0771 -0,0337 -0,1893 -0,4017 -0,6643 -0,9504 -1,2209 -1,4350 -1,5614 -1,5842 -1,5034 -1,3333 -1,1011 -0,8441 -0,5985 -0,3882 -0,2201 -0,0868 0,0260 0,1298 0,2251 0,2996 0,3343 0,3165 0,2453 0,1314 -0,0017 -0,1241 -0,2146 -0,2647 -0,2703 -0,2329 -0,1683 -0,1051 -0,0685 -0,0636 -0,0704 -0,0589 -0,0187 0,0221 0,0139 -0,0774 -0,2490 -0,4684 -0,6941 -0,8883 -1,0168 -1,0550 -1,0023 -0,8820 -0,7196 -0,5269 -0,3053 -0,0609 0,1880 0,4178 0,6102 0,7534 0,8341 0,8304 0,7189 0,4878 0,1413 -0,3092 -0,8501 -1,4624 -2,1173 -2,7756 -3,4004 -3,9680 -4,4653 -4,8843 -5,2251 -5,4987 -5,7195 -5,8913 -6,0053 -6,0469 -6,0051 -5,8847 -5,7123 -5,5264 -5,3617 -5,2452 -5,1911 -5,1888 -5,1991 -5,1701 -5,0611 -4,8555 -4,5609 -4,2045 -3,8255 -3,4634 -3,1488 -2,8962 -2,6990 -2,5286 -2,3417 -2,0944 -1,7599 -1,3394 -0,8546 -0,3343 0,1920 0,6982 1,1708 1,6157 2,0514 2,4938 2,9441 3,3827 3,7781 4,1096 4,3824 4,6233 4,8695 5,1586 5,5168 5,9383 6,3708 6,7259 6,9152 6,8913 6,6627 6,2772 5,7990 5,2983 4,8403 4,4676 4,1907 3,9943 3,8467 3,7069 3,5349 3,3092 3,0378 2,7471 2,4548 2,1558 1,8344 1,4874 1,1332 0,7986 0,4981 0,2323 0,0028 -0,1765 -0,2850 -0,3097 -0,2549 -0,1447 -0,0215 0,0609 0,0568 -0,0573 -0,2866 -0,6230 -1,0376 -1,4768 -1,8788 -2,1992 -2,4228 -2,5555 -2,6169 -2,6346 -2,6316 -2,6182 -2,5985 -2,5786 -2,5717 -2,6006 -2,6888 -2,8444 -3,0550 -3,2955 -3,5367 -3,7451 -3,8828 -3,9148 -3,8216 -3,6066 -3,2994 -2,9600 -2,6708 -2,5072 -2,4999 -2,6228 -2,8151 -3,0154 -3,1822 -3,2962 -3,3543 -3,3658 -3,3481 -3,3219 -3,3010 -3,2829 -3,2517 -3,1902 -3,0874 -2,9391 -2,7479 -2,5250 -2,2889 -2,0601 -1,8522 -1,6655 -1,4893 -1,3127 -1,1338 -0,9603 -0,8048 -0,6828 -0,6137 -0,6227 -0,7335 -0,9492 -1,2434 -1,5687 -1,8710 -2,1025 -2,2379 -2,2842 -2,2736 -2,2417 -2,2102 -2,1849 -2,1636 -2,1439 -2,1292 -2,1253 -2,1350 -2,1617 -2,2152 -2,3033 -2,4167 -2,5297 -2,6117 -2,6314 -2,5611 -2,3913 -2,1466 -1,8818 -1,6597 -1,5196 -1,4591 -1,4472 -1,4502 -1,4432 -1,4061 -1,3263 -1,2061 -1,0555 -0,8815 -0,6870 -0,4721 -0,2337 0,0276 0,2981 0,5497 0,7492 0,8682 0,8875 0,8064 0,6477 0,4565 0,2917 0,2098 0,2464 0,4057 0,6621 0,9706 1,2802 1,5444 1,7291 1,8208 1,8347 1,8151 1,8148 1,8676 1,9755 2,1164 2,2629 2,3950 2,5044 2,5973 2,6921 2,8035 2,9233 3,0188 3,0488 2,9777 2,7801 2,4493 2,0102 1,5188 1,0435 0,6439 0,3583 0,1932 0,1139 0,0561 -0,0433 -0,2201 -0,4765 -0,7860 -1,1106 -1,4204 -1,6974 -1,9276 -2,0959 -2,1913 -2,2102 -2,1558 -2,0374 -1,8717 -1,6783 -1,4696 -1,2460 -1,0066 -0,7604 -0,5208 -0,2897 -0,0600 0,1656 0,3702 0,5351 0,6485 0,7042 0,7093 0,6937 0,6983 0,7530 0,8729 1,0609 1,3069 1,5896 1,8825 2,1559 2,3815 2,5339 2,5876 2,5138 2,2890 1,9094 1,4078 0,8581 0,3535 -0,0315 -0,2670 -0,3655 -0,3666 -0,3253 -0,2989 -0,3228 -0,3945 -0,4791 -0,5276 -0,4987 -0,3821 -0,2075 -0,0282 0,1101 0,1926 0,2334 0,2565 0,2752 0,2851 0,2676 0,2000 0,0718 -0,1076 -0,3137 -0,5187 -0,7041 -0,8642 -0,9972 -1,0979 -1,1598 -1,1785 -1,1535 -1,0952 -1,0283 -0,9820 -0,9777 -1,0268 -1,1359 -1,3110 -1,5508 -1,8314 -2,1073 -2,3378 -2,5084 -2,6256 -2,7041 -2,7611 -2,8134 -2,8659 -2,9058 -2,9084 -2,8488 -2,7103 -2,4976 -2,2491 -2,0277 -1,8794 -1,7922 -1,7025 -1,5437 -1,2926 -0,9792 -0,6643 -0,4066 -0,2415 -0,1776 -0,2017 -0,2877 -0,4084 -0,5418 -0,6681 -0,7681 -0,8274 -0,8416 -0,8218 -0,7957 -0,7910 -0,8145 -0,8501 -0,8782 -0,8975 -0,9303 -1,0077 -1,1519 -1,3732 -1,6722 -2,0328 -2,4163 -2,7751 -3,0781 -3,3227 -3,5239 -3,6974 -3,8510 -3,9897 -4,1240 -4,2689 -4,4318 -4,6049 -4,7658 -4,8888 -4,9568 -4,9716 -4,9560 -4,9443 -4,9673 -5,0403 -5,1561 -5,2889 -5,4046 -5,4674 -5,4446 -5,3144 -5,0717 -4,7287 -4,3154 -3,8730 -3,4338 -3,0059 -2,5792 -2,1420 -1,6931 -1,2444 -0,8215 -0,4585 -0,1773 0,0343 0,2158 0,4062 0,6218 0,8517 1,0668 1,2411 1,3737 1,4899 1,6193 1,7776 1,9628 2,1578 2,3413 2,5077 2,6699 2,8395 3,0038 3,1225 3,1466 3,0394 2,7858 2,3914 1,8809 1,2894 0,6567 0,0292 -0,5384 -0,9942 -1,3040 -1,4611 -1,4855 -1,4153 -1,2927 -1,1527 -1,0191 -0,9095 -0,8403 -0,8291 -0,8948 -1,0485 -1,2755 -1,5272 -1,7354 -1,8411 -1,8141 -1,6504 -1,3613 -0,9714 -0,5235 -0,0765 0,3089 0,5900 0,7492 0,7877 0,7175 0,5567 0,3259 0,0429 -0,2800 -0,6326 -1,0033 -1,3796 -1,7499 -2,1012 -2,4136 -2,6651 -2,8460 -2,9700 -3,0693 -3,1751 -3,3017 -3,4454 -3,5867 -3,6907 -3,7132 -3,6230 -3,4208 -3,1379 -2,8270 -2,5491 -2,3485 -2,2340 -2,1858 -2,1754 -2,1807 -2,1927 -2,2105 -2,2309
F7    0,5374 0,5091 0,4814 0,4690 0,4734 0,4883 0,5089 0,5435 0,6164 0,7525 0,9496 1,1710 1,3669 1,5078 1,5992 1,6619 1,7088 1,7444 1,7719 1,7898 1,7909 1,7690 1,7216 1,6464 1,5384 1,3940 1,2129 0,9978 0,7542 0,4945 0,2356 -0,0153 -0,2666 -0,5293 -0,8002 -1,0628 -1,3034 -1,5246 -1,7443 -1,9798 -2,2338 -2,4852 -2,6941 -2,8243 -2,8593 -2,7982 -2,6492 -2,4280 -2,1551 -1,8533 -1,5519 -1,2882 -1,0949 -0,9815 -0,9301 -0,9165 -0,9352 -0,9980 -1,1131 -1,2756 -1,4656 -1,6452 -1,7704 -1,8183 -1,7924 -1,7082 -1,5873 -1,4646 -1,3862 -1,3876 -1,4674 -1,5859 -1,6905 -1,7535 -1,7928 -1,8514 -1,9539 -2,0893 -2,2343 -2,3807 -2,5240 -2,6369 -2,6750 -2,6126 -2,4593 -2,2389 -1,9689 -1,6595 -1,3205 -0,9672 -0,6240 -0,3215 -0,0943 0,0225 -0,0030 -0,1934 -0,5567 -1,0865 -1,7644 -2,5544 -3,3960 -4,2118 -4,9312 -5,5150 -5,9610 -6,2883 -6,5167 -6,6620 -6,7419 -6,7753 -6,7760 -6,7532 -6,7161 -6,6693 -6,6093 -6,5351 -6,4588 -6,4021 -6,3864 -6,4224 -6,4994 -6,5843 -6,6340 -6,6125 -6,4983 -6,2854 -5,9828 -5,6096 -5,1940 -4,7715 -4,3760 -4,0241 -3,7070 -3,3992 -3,0782 -2,7392 -2,3933 -2,0564 -1,7394 -1,4429 -1,1633 -0,9014 -0,6594 -0,4319 -0,2031 0,0474 0,3286 0,6269 0,9148 1,1763 1,4175 1,6538 1,8931 2,1284 2,3434 2,5183 2,6338 2,6778 2,6514 2,5655 2,4324 2,2629 2,0741 1,8958 1,7615 1,6900 1,6764 1,6948 1,7065 1,6721 1,5703 1,4107 1,2246 1,0379 0,8498 0,6339 0,3582 0,0111 -0,3878 -0,7964 -1,1701 -1,4719 -1,6687 -1,7349 -1,6696 -1,5041 -1,2876 -1,0708 -0,8985 -0,8037 -0,8042 -0,9096 -1,1279 -1,4552 -1,8641 -2,3065 -2,7278 -3,0777 -3,3210 -3,4494 -3,4844 -3,4585 -3,3966 -3,3196 -3,2528 -3,2280 -3,2769 -3,4138 -3,6234 -3,8717 -4,1280 -4,3709 -4,5758 -4,7048 -4,7160 -4,5857 -4,3205 -3,9585 -3,5659 -3,2266 -3,0186 -2,9808 -3,0986 -3,3255 -3,6139 -3,9286 -4,2381 -4,5037 -4,6835 -4,7501 -4,7036 -4,5707 -4,3885 -4,1845 -3,9683 -3,7395 -3,4975 -3,2494 -3,0117 -2,8060 -2,6498 -2,5520 -2,5096 -2,5088 -2,5305 -2,5598 -2,5935 -2,6377 -2,6983 -2,7763 -2,8741 -2,9999 -3,1598 -3,3476 -3,5433 -3,7191 -3,8464 -3,9073 -3,9043 -3,8575 -3,7888 -3,7139 -3,6444 -3,5929 -3,5701 -3,5810 -3,6247 -3,6976 -3,7981 -3,9258 -4,0657 -4,1751 -4,1984 -4,0960 -3,8589 -3,5111 -3,1111 -2,7414 -2,4787 -2,3629 -2,3794 -2,4700 -2,5657 -2,6187 -2,6155 -2,5736 -2,5315 -2,5306 -2,5862 -2,6729 -2,7418 -2,7488 -2,6784 -2,5549 -2,4332 -2,3690 -2,3917 -2,5004 -2,6728 -2,8727 -3,0677 -3,2438 -3,3953 -3,5094 -3,5710 -3,5745 -3,5250 -3,4317 -3,3085 -3,1780 -3,0664 -2,9847 -2,9149 -2,8143 -2,6387 -2,3710 -2,0366 -1,6883 -1,3750 -1,1251 -0,9537 -0,8663 -0,8518 -0,8869 -0,9522 -1,0372 -1,1353 -1,2484 -1,3983 -1,6221 -1,9416 -2,3364 -2,7452 -3,0934 -3,3267 -3,4305 -3,4305 -3,3771 -3,3287 -3,3380 -3,4434 -3,6591 -3,9719 -4,3537 -4,7747 -5,2016 -5,5991 -5,9397 -6,2080 -6,3930 -6,4862 -6,4863 -6,4003 -6,2353 -5,9987 -5,7079 -5,3930 -5,0799 -4,7701 -4,4500 -4,1218 -3,8169 -3,5739 -3,4160 -3,3438 -3,3344 -3,3403 -3,3080 -3,2039 -3,0252 -2,7993 -2,5751 -2,4042 -2,3191 -2,3230 -2,3895 -2,4808 -2,5782 -2,6972 -2,8744 -3,1373 -3,4815 -3,8732 -4,2640 -4,6034 -4,8463 -4,9620 -4,9464 -4,8321 -4,6789 -4,5437 -4,4561 -4,4152 -4,3940 -4,3488 -4,2455 -4,0864 -3,9067 -3,7463 -3,6288 -3,5581 -3,5238 -3,5082 -3,4959 -3,4783 -3,4491 -3,4041 -3,3484 -3,2933 -3,2463 -3,2141 -3,2124 -3,2605 -3,3660 -3,5152 -3,6741 -3,8019 -3,8755 -3,9025 -3,9061 -3,8992 -3,8800 -3,8514 -3,8369 -3,8693 -3,9597 -4,0866 -4,2177 -4,3380 -4,4501 -4,5569 -4,6544 -4,7356 -4,7945 -4,8284 -4,8392 -4,8302 -4,7985 -4,7386 -4,6578 -4,5846 -4,5464 -4,5359 -4,5111 -4,4312 -4,2851 -4,0948 -3,8998 -3,7312 -3,5980 -3,4996 -3,4413 -3,4260 -3,4376 -3,4426 -3,4143 -3,3510 -3,2680 -3,1790 -3,1047 -3,0856 -3,1596 -3,3275 -3,5532 -3,7892 -4,0007 -4,1808 -4,3485 -4,5329 -4,7595 -5,0427 -5,3751 -5,7212 -6,0340 -6,2896 -6,5004 -6,6914 -6,8730 -7,0389 -7,1794 -7,2913 -7,3809 -7,4589 -7,5274 -7,5708 -7,5629 -7,4849 -7,3344 -7,1271 -6,8979 -6,6946 -6,5604 -6,5153 -6,5508 -6,6382 -6,7403 -6,8186 -6,8434 -6,8044 -6,7084 -6,5695 -6,4018 -6,2154 -6,0132 -5,7919 -5,5450 -5,2660 -4,9521 -4,6103 -4,2634 -3,9384 -3,6439 -3,3642 -3,0780 -2,7762 -2,4658 -2,1634 -1,8854 -1,6407 -1,4297 -1,2439 -1,0695 -0,8951 -0,7213 -0,5668 -0,4589 -0,4169 -0,4479 -0,5538 -0,7368 -1,0003 -1,3435 -1,7529 -2,1989 -2,6423 -3,0496 -3,4023 -3,6875 -3,8860 -3,9778 -3,9570 -3,8408 -3,6653 -3,4734 -3,3019 -3,1721 -3,0905 -3,0585 -3,0794 -3,1564 -3,2888 -3,4664 -3,6625 -3,8368 -3,9482 -3,9691 -3,8931 -3,7301 -3,4950 -3,2049 -2,8810 -2,5514 -2,2477 -1,9979 -1,8234 -1,7393 -1,7548 -1,8718 -2,0858 -2,3853 -2,7491 -3,1481 -3,5506 -3,9257 -4,2451 -4,4902 -4,6559 -4,7489 -4,7863 -4,7966 -4,8133 -4,8618 -4,9548 -5,0953 -5,2710 -5,4460 -5,5720 -5,6189 -5,5911 -5,5149 -5,4174 -5,3117 -5,1894 -5,0343 -4,8380 -4,5983 -4,3207 -4,0319 -3,7737 -3,5776
