Fp1   -0,3879 -0,2012 0,0355 0,3093 0,5799 0,8030 0,9600 1,0666 1,1631 1,3047 1,5454 1,9072 2,3542 2,7875 3,0792 3,1387 2,9609 2,6107 2,1755 1,7339 1,3419 1,0206 0,7578 0,5295 0,3195 0,1180 -0,0873 -0,3098 -0,5544 -0,8113 -1,0580 -1,2657 -1,4091 -1,4831 -1,5070 -1,5130 -1,5306 -1,5759 -1,6468 -1,7268 -1,8004 -1,8614 -1,9066 -1,9291 -1,9207 -1,8772 -1,7971 -1,6776 -1,5072 -1,2573 -0,8916 -0,3975 0,1876 0,7798 1,2803 1,6115 1,7372 1,6634 1,4307 1,1019 0,7442 0,4106 0,1295 -0,0911 -0,2512 -0,3511 -0,3971 -0,4063 -0,3984 -0,3860 -0,3712 -0,3466 -0,3041 -0,2479 -0,1969 -0,1745 -0,1937 -0,2450 -0,2912 -0,2851 -0,2070 -0,0904 -0,0087 -0,0281 -0,1669 -0,3876 -0,6108 -0,7434 -0,7233 -0,5521 -0,2792 0,0517 0,4312 0,8574 1,2960 1,6820 1,9603 2,1207 2,1949 2,2242 2,2233 2,1662 2,0044 1,7018 1,2565 0,6998 0,0817 -0,5365 -1,0814 -1,4690 -1,6212 -1,4964 -1,1137 -0,5446 0,1185 0,8005 1,4678 2,1244 2,7838 3,4494 4,1177 4,7919 5,4828 6,1862 6,8633 7,4555 7,9223 8,2668 8,5294 8,7643 9,0164 9,3053 9,6230 9,9602 10,3351 10,7865 11,3344 11,9609 12,6238 13,2772 13,8739 14,3584 14,6752 14,7906 14,7052 14,4515 14,0845 13,6549 13,1830 12,6606 12,0816 11,4761 10,9126 10,4645 10,1732 10,0377 10,0224 10,0685 10,1095 10,0970 10,0243 9,9286 9,8602 9,8401 9,8456 9,8255 9,7133 9,4428 8,9791 8,3356 7,5679 6,7687 6,0528 5,5140 5,1815 5,0192 4,9544 4,9074 4,8157 4,6557 4,4441 4,2128 3,9844 3,7669 3,5487 3,2977 2,9762 2,5631 2,0700 1,5428 1,0468 0,6402 0,3429 0,1304 -0,0434 -0,2162 -0,3960 -0,5605 -0,6821 -0,7601 -0,8234 -0,9084 -1,0396 -1,2271 -1,4744 -1,7731 -2,0852 -2,3431 -2,4841 -2,4856 -2,3653 -2,1547 -1,8852 -1,5891 -1,2967 -1,0282 -0,7924 -0,5927 -0,4320 -0,3062 -0,1970 -0,0739 0,0915 0,3035 0,5317 0,7369 0,9064 1,0563 1,2059 1,3587 1,5073 1,6530 1,8125 1,9975 2,1952 2,3778 2,5247 2,6247 2,6595 2,6029 2,4439 2,2057 1,9420 1,7093 1,5325 1,3902 1,2340 1,0262 0,7676 0,4961 0,2642 0,1143 0,0605 0,0801 0,1210 0,1288 0,0781 -0,0228 -0,1571 -0,3294 -0,5695 -0,9088 -1,3457 -1,8246 -2,2503 -2,5342 -2,6396 -2,5923 -2,4576 -2,3066 -2,1797 -2,0607 -1,8962 -1,6539 -1,3602 -1,0828 -0,8781 -0,7522 -0,6659 -0,5688 -0,4226 -0,2048 0,0913 0,4493 0,8293 1,1890 1,5104 1,8061 2,0981 2,3886 2,6510 2,8433 2,9226 2,8650 2,6883 2,4539 2,2382 2,1034 2,0847 2,1869 2,3869 2,6384 2,8790 3,0433 3,0810 2,9676 2,7147 2,3791 2,0509 1,8142 1,7094 1,7235 1,8063 1,9001 1,9653 1,9881 1,9712 1,9142 1,7974 1,5890 1,2707 0,8613 0,4195 0,0232 -0,2664 -0,4284 -0,4729 -0,4101 -0,2293 0,0822 0,4989 0,9474 1,3478 1,6628 1,9064 2,1153 2,3166 2,5127 2,6815 2,7895 2,8053 2,7064 2,4895 2,1836 1,8419 1,5188 1,2584 1,1057 1,1082 1,2840 1,5845 1,9024 2,1301 2,2222 2,2156 2,1974 2,2473 2,3902 2,5837 2,7460 2,8085 2,7596 2,6405 2,5068 2,3989 2,3346 2,3108 2,3120 2,3258 2,3515 2,3884 2,4178 2,4098 2,3546 2,2803 2,2319 2,2298 2,2539 2,2602 2,2082 2,0817 1,8997 1,7051 1,5409 1,4256 1,3455 1,2764 1,2183 1,1998 1,2478 1,3620 1,5153 1,6689 1,7926 1,8718 1,8990 1,8708 1,7958 1,6940 1,5880 1,4953 1,4159 1,3299 1,2173 1,0799 0,9370 0,8035 0,6808 0,5685 0,4721 0,3944 0,3264 0,2481 0,1429 0,0195 -0,0819 -0,1148 -0,0540 0,0994 0,3286 0,6108 0,9291 1,2785 1,6568 2,0486 2,4129 2,6867 2,8110 2,7553 2,5246 2,1591 1,7305 1,3210 0,9879 0,7402 0,5525 0,4021 0,2886 0,2255 0,2307 0,3251 0,5272 0,8376 1,2367 1,7046 2,2346 2,8157 3,4103 3,9601 4,4095 4,7115 4,8290 4,7550 4,5331 4,2450 3,9750 3,7814 3,6888 3,6860 3,7270 3,7534 3,7273 3,6468 3,5380 3,4327 3,3410 3,2423 3,1029 2,8939 2,5985 2,2295 1,8487 1,5508 1,4138 1,4608 1,6581 1,9358 2,2098 2,4039 2,4670 2,3799 2,1617 1,8729 1,5976 1,4088 1,3455 1,4079 1,5611 1,7450 1,8972 1,9765 1,9679 1,8679 1,6840 1,4541 1,2439 1,1160 1,1057 1,2210 1,4545 1,7934 2,2248 2,7404 3,3330 3,9853 4,6653 5,3358 5,9675 6,5433 7,0581 7,5157 7,9261 8,2934 8,6108 8,8825 9,1453 9,4519 9,8313 10,2626 10,6800 10,9965 11,1425 11,1030 10,9239 10,6823 10,4519 10,2923 10,2448 10,3078 10,4186 10,4826 10,4236 10,2036 9,8185 9,2925 8,6657 7,9739 7,2363 6,4626 5,6657 4,8744 4,1371 3,5057 3,0049 2,6179 2,3081 2,0497 1,8406 1,6974 1,6341 1,6395 1,6802 1,7244 1,7573 1,7800 1,7995 1,8206 1,8364 1,8312 1,7922 1,7122 1,5793 1,3810 1,1177 0,8065 0,4742 0,1509 -0,1405 -0,3958 -0,6325 -0,8747 -1,1209 -1,3318 -1,4658 -1,5253 -1,5548 -1,6050 -1,7199 -1,9433 -2,2986 -2,7563 -3,2309 -3,6162 -3,8340 -3,8675 -3,7568 -3,5630 -3,3312 -3,0900 -2,8740 -2,7262 -2,6750 -2,7089 -2,7680 -2,7650 -2,6216 -2,3038 -1,8329 -1,2598 -0,6274
Fz    -0,4600 -0,0168 0,5631 1,2470 1,9812 2,6966 3,3345 3,8616 4,2628 4,5404 4,7226 4,8492 4,9331 4,9447 4,8420 4,6055 4,2412 3,7661 3,2051 2,5974 1,9898 1,4153 0,8777 0,3623 -0,1379 -0,6176 -1,0762 -1,5270 -1,9829 -2,4366 -2,8570 -3,2039 -3,4440 -3,5650 -3,5823 -3,5305 -3,4464 -3,3550 -3,2688 -3,1947 -3,1402 -3,1151 -3,1221 -3,1432 -3,1394 -3,0670 -2,8918 -2,5987 -2,1975 -1,7216 -1,2178 -0,7337 -0,3033 0,0627 0,3683 0,6147 0,7975 0,9146 0,9707 0,9789 0,9618 0,9460 0,9506 0,9779 1,0194 1,0664 1,1101 1,1407 1,1526 1,1418 1,1018 1,0304 0,9346 0,8204 0,6868 0,5355 0,3851 0,2688 0,2183 0,2512 0,3693 0,5550 0,7741 0,9931 1,1939 1,3650 1,4938 1,5762 1,6199 1,6350 1,6326 1,6289 1,6366 1,6484 1,6355 1,5677 1,4406 1,2848 1,1419 1,0314 0,9331 0,7964 0,5739 0,2574 -0,1183 -0,5049 -0,8696 -1,1957 -1,4684 -1,6622 -1,7441 -1,6851 -1,4744 -1,1266 -0,6746 -0,1491 0,4419 1,1103 1,8620 2,6724 3,4855 4,2358 4,8781 5,4060 5,8477 6,2472 6,6438 7,0605 7,5067 7,9874 8,5091 9,0764 9,6861 10,3300 11,0055 11,7138 12,4417 13,1580 13,8304 14,4380 14,9632 15,3889 15,7146 15,9578 16,1347 16,2503 16,3061 16,3043 16,2418 16,1075 15,8905 15,5933 15,2366 14,8510 14,4734 14,1492 13,9210 13,8093 13,8008 13,8552 13,9255 13,9776 13,9984 13,9888 13,9546 13,8955 13,7894 13,5891 13,2423 12,7186 12,0288 11,2335 10,4342 9,7379 9,2100 8,8570 8,6459 8,5283 8,4567 8,4051 8,3730 8,3656 8,3675 8,3353 8,2098 7,9421 7,5101 6,9214 6,2121 5,4358 4,6468 3,8910 3,2015 2,5918 2,0537 1,5654 1,1010 0,6429 0,1922 -0,2344 -0,6140 -0,9233 -1,1553 -1,3388 -1,5301 -1,7750 -2,0763 -2,3928 -2,6633 -2,8337 -2,8664 -2,7386 -2,4491 -2,0263 -1,5229 -0,9952 -0,4788 0,0238 0,5290 1,0498 1,5873 2,1407 2,7104 3,2816 3,8149 4,2699 4,6330 4,9111 5,1128 5,2499 5,3471 5,4378 5,5501 5,6938 5,8540 5,9968 6,0807 6,0649 5,9166 5,6273 5,2316 4,8125 4,4786 4,3172 4,3546 4,5426 4,7841 4,9848 5,0972 5,1278 5,1124 5,0871 5,0730 5,0689 5,0461 4,9615 4,7893 4,5387 4,2299 3,8635 3,4228 2,8967 2,3018 1,6871 1,1209 0,6696 0,3766 0,2452 0,2386 0,3035 0,4019 0,5262 0,6917 0,9105 1,1678 1,4197 1,6144 1,7183 1,7348 1,7067 1,6950 1,7461 1,8771 2,0849 2,3627 2,7034 3,0954 3,5231 3,9707 4,4208 4,8482 5,2154 5,4763 5,5897 5,5359 5,3298 5,0265 4,7111 4,4715 4,3594 4,3679 4,4413 4,4994 4,4654 4,2917 3,9727 3,5430 3,0651 2,6067 2,2163 1,9122 1,6907 1,5398 1,4476 1,4073 1,4122 1,4456 1,4798 1,4857 1,4404 1,3288 1,1438 0,8917 0,5924 0,2715 -0,0464 -0,3338 -0,5570 -0,6842 -0,7075 -0,6541 -0,5713 -0,4934 -0,4165 -0,2969 -0,0751 0,2894 0,7933 1,3885 2,0019 2,5575 2,9911 3,2678 3,3994 3,4383 3,4466 3,4690 3,5218 3,5965 3,6742 3,7384 3,7730 3,7605 3,6945 3,5959 3,5057 3,4528 3,4291 3,3994 3,3349 3,2321 3,1084 2,9895 2,8995 2,8535 2,8592 2,9224 3,0469 3,2294 3,4553 3,6980 3,9206 4,0820 4,1476 4,0986 3,9409 3,7095 3,4633 3,2665 3,1638 3,1633 3,2356 3,3284 3,3912 3,3896 3,3049 3,1372 2,9169 2,7058 2,5782 2,5876 2,7403 2,9962 3,2936 3,5651 3,7376 3,7418 3,5315 3,0955 2,4649 1,7177 0,9627 0,3000 -0,2128 -0,5681 -0,7957 -0,9496 -1,0922 -1,2672 -1,4790 -1,6977 -1,8791 -1,9842 -1,9864 -1,8715 -1,6407 -1,3198 -0,9686 -0,6772 -0,5341 -0,5795 -0,7774 -1,0235 -1,1851 -1,1591 -0,9211 -0,5305 -0,0939 0,2832 0,5377 0,6656 0,7066 0,7117 0,7150 0,7245 0,7379 0,7670 0,8366 0,9612 1,1340 1,3407 1,5832 1,8830 2,2632 2,7279 3,2528 3,7884 4,2865 4,7310 5,1322 5,4906 5,7844 5,9984 6,1449 6,2479 6,3155 6,3358 6,2965 6,2005 6,0663 5,9243 5,8109 5,7532 5,7567 5,8103 5,8955 5,9884 6,0605 6,0797 6,0131 5,8468 5,6071 5,3512 5,1360 4,9959 4,9389 4,9473 4,9804 4,9867 4,9232 4,7656 4,5100 4,1703 3,7752 3,3646 2,9795 2,6433 2,3495 2,0715 1,7856 1,4858 1,1775 0,8630 0,5441 0,2366 -0,0264 -0,2069 -0,2742 -0,2114 -0,0137 0,3183 0,7840 1,3856 2,1246 2,9885 3,9412 4,9342 5,9241 6,8750 7,7506 8,5184 9,1639 9,6925 10,1196 10,4658 10,7619 11,0441 11,3356 11,6323 11,9032 12,1042 12,2043 12,2160 12,2033 12,2547 12,4408 12,7931 13,3005 13,9019 14,4911 14,9544 15,2137 15,2400 15,0431 14,6566 14,1273 13,5089 12,8545 12,2026 11,5671 10,9456 10,3445 9,7913 9,3130 8,9079 8,5530 8,2317 7,9466 7,7120 7,5392 7,4239 7,3436 7,2629 7,1424 6,9499 6,6670 6,2921 5,8448 5,3663 4,9113 4,5264 4,2242 3,9808 3,7588 3,5253 3,2551 2,9291 2,5315 2,0441 1,4486 0,7388 -0,0636 -0,9076 -1,7368 -2,5205 -3,2573 -3,9512 -4,6023 -5,2170 -5,8064 -6,3634 -6,8517 -7,2246 -7,4563 -7,5542 -7,5457 -7,4530 -7,2821 -7,0411 -6,7617 -6,4931 -6,2768 -6,1212 -5,9920 -5,8249 -5,5512 -5,1261 -4,5445 -3,8281 -2,9987
F3    -1,7200 -1,2679 -0,6804 0,0080 0,7482 1,4747 2,1137 2,6073 2,9248 3,0528 2,9920 2,7650 2,4152 2,0060 1,6252 1,3635 1,2655 1,2930 1,3446 1,3236 1,1974 0,9993 0,7825 0,5772 0,3808 0,1691 -0,0855 -0,3995 -0,7723 -1,1817 -1,5857 -1,9340 -2,1848 -2,3186 -2,3320 -2,2217 -1,9876 -1,6617 -1,3208 -1,0502 -0,9000 -0,8817 -0,9857 -1,1769 -1,3837 -1,5077 -1,4606 -1,2117 -0,8164 -0,4004 -0,1064 -0,0366 -0,2146 -0,5709 -0,9597 -1,2124 -1,2151 -0,9663 -0,5682 -0,1580 0,1687 0,3850 0,5087 0,5706 0,6068 0,6466 0,6855 0,6856 0,6161 0,4820 0,3137 0,1428 -0,0229 -0,2096 -0,4555 -0,7681 -1,1009 -1,3814 -1,5666 -1,6643 -1,7020 -1,6902 -1,6195 -1,4739 -1,2383 -0,9074 -0,5014 -0,0741 0,3035 0,5751 0,7207 0,7514 0,6845 0,5311 0,3118 0,0729 -0,1321 -0,2843 -0,4124 -0,5656 -0,7765 -1,0451 -1,3402 -1,6099 -1,8063 -1,9136 -1,9583 -1,9991 -2,0871 -2,2157 -2,3165 -2,3050 -2,1211 -1,7462 -1,2040 -0,5382 0,2264 1,0996 2,0944 3,1787 4,2587 5,2124 5,9486 6,4474 6,7621 6,9887 7,2183 7,4942 7,8072 8,1337 8,4683 8,8249 9,2253 9,6951 10,2634 10,9501 11,7401 12,5724 13,3528 13,9832 14,3962 14,5892 14,6284 14,6042 14,5697 14,5185 14,4142 14,2337 13,9873 13,7056 13,4146 13,1231 12,8198 12,4856 12,1182 11,7452 11,4096 11,1435 10,9510 10,8084 10,6766 10,5232 10,3439 10,1580 9,9856 9,8285 9,6669 9,4655 9,1861 8,8038 8,3266 7,7979 7,2698 6,7767 6,3291 5,9184 5,5251 5,1248 4,7058 4,2965 3,9665 3,7869 3,7847 3,9255 4,1267 4,2966 4,3655 4,2934 4,0686 3,6967 3,1929 2,5913 1,9450 1,3032 0,6982 0,1521 -0,3239 -0,7348 -1,0909 -1,3988 -1,6652 -1,8993 -2,1076 -2,2862 -2,4202 -2,4996 -2,5436 -2,6089 -2,7649 -3,0460 -3,4074 -3,7244 -3,8586 -3,7401 -3,4011 -2,9497 -2,5067 -2,1382 -1,8273 -1,4983 -1,0659 -0,4748 0,2771 1,1346 2,0067 2,8034 3,4620 3,9481 4,2476 4,3716 4,3686 4,3161 4,2840 4,3032 4,3631 4,4219 4,4177 4,2941 4,0347 3,6754 3,2890 2,9557 2,7336 2,6484 2,7021 2,8766 3,1267 3,3853 3,5781 3,6410 3,5446 3,3111 3,0051 2,7002 2,4411 2,2261 2,0202 1,7755 1,4478 1,0231 0,5446 0,1041 -0,2119 -0,3725 -0,3932 -0,2844 -0,0255 0,4067 0,9932 1,6581 2,2849 2,7540 2,9900 2,9916 2,8216 2,5684 2,3081 2,0904 1,9533 1,9355 2,0595 2,3055 2,6176 2,9389 3,2436 3,5357 3,8226 4,0997 4,3607 4,6103 4,8571 5,0942 5,2984 5,4416 5,4947 5,4362 5,2712 5,0372 4,7832 4,5388 4,3080 4,0859 3,8662 3,6319 3,3631 3,0647 2,7764 2,5419 2,3675 2,2110 2,0131 1,7433 1,4194 1,0892 0,7996 0,5735 0,4116 0,3215 0,3405 0,5198 0,8715 1,3328 1,7885 2,1270 2,2775 2,2193 1,9837 1,6447 1,2840 0,9500 0,6490 0,3684 0,1057 -0,1196 -0,2696 -0,2989 -0,1575 0,2041 0,8104 1,6257 2,5446 3,4257 4,1457 4,6463 4,9527 5,1431 5,2802 5,3641 5,3565 5,2497 5,0919 4,9410 4,8199 4,7249 4,6467 4,5689 4,4577 4,2750 4,0197 3,7523 3,5651 3,5242 3,6323 3,8292 4,0341 4,1999 4,3332 4,4610 4,5753 4,6144 4,5064 4,2418 3,9008 3,6016 3,4210 3,3641 3,3936 3,4726 3,5835 3,7215 3,8752 4,0106 4,0740 4,0063 3,7613 3,3256 2,7257 2,0146 1,2609 0,5591 0,0281 -0,2271 -0,1610 0,2017 0,7814 1,4565 2,0804 2,5161 2,6739 2,5331 2,1438 1,6056 1,0282 0,4898 0,0180 -0,3979 -0,7851 -1,1664 -1,5382 -1,8668 -2,1137 -2,2497 -2,2439 -2,0601 -1,6785 -1,1248 -0,4809 0,1229 0,5318 0,6121 0,3082 -0,3255 -1,1375 -1,9275 -2,5152 -2,7999 -2,7787 -2,5303 -2,1700 -1,7824 -1,3799 -0,9211 -0,3643 0,2858 0,9708 1,6139 2,1599 2,5819 2,8663 3,0091 3,0322 2,9932 2,9637 2,9854 3,0492 3,1235 3,1948 3,2840 3,4334 3,6757 4,0094 4,3994 4,7922 5,1246 5,3341 5,3806 5,2663 5,0364 4,7690 4,5532 4,4458 4,4360 4,4523 4,4084 4,2578 4,0203 3,7643 3,5645 3,4614 3,4400 3,4462 3,4237 3,3255 3,1087 2,7530 2,2915 1,8108 1,4110 1,1544 1,0394 1,0123 1,0062 0,9743 0,8967 0,7626 0,5468 0,2120 -0,2482 -0,7742 -1,2496 -1,5575 -1,6430 -1,5349 -1,3079 -1,0286 -0,7286 -0,4116 -0,0716 0,2977 0,7062 1,1707 1,7108 2,3414 3,0670 3,8744 4,7304 5,5882 6,3962 7,1028 7,6665 8,0737 8,3563 8,5852 8,8298 9,1174 9,4361 9,7656 10,0904 10,3966 10,6724 10,9157 11,1327 11,3362 11,5518 11,8123 12,1298 12,4834 12,8274 13,0943 13,2036 13,0881 12,7166 12,0978 11,2727 10,3065 9,2906 8,3378 7,5544 6,9961 6,6425 6,4168 6,2368 6,0515 5,8375 5,5863 5,3146 5,0667 4,8845 4,7805 4,7403 4,7360 4,7268 4,6625 4,4999 4,2099 3,7703 3,1721 2,4461 1,6732 0,9616 0,4141 0,1048 0,0623 0,2666 0,6611 1,1581 1,6328 1,9431 1,9937 1,7869 1,3965 0,8844 0,2441 -0,5636 -1,5313 -2,5745 -3,5727 -4,4260 -5,0817 -5,5277 -5,7686 -5,8180 -5,7171 -5,5402 -5,3630 -5,2300 -5,1455 -5,0826 -4,9971 -4,8390 -4,5653 -4,1566 -3,6316 -3,0531 -2,5110 -2,0773 -1,7682 -1,5513 -1,3740 -1,1805
F7    -0,4564 -0,2610 -0,0009 0,2492 0,3685 0,2652 -0,0672 -0,5354 -0,9640 -1,1464 -0,9326 -0,3036 0,6178 1,6014 2,3778 2,7583 2,7293 2,4234 2,0130 1,6366 1,3694 1,2144 1,1333 1,0941 1,0789 1,0576 0,9871 0,8417 0,6214 0,3377 0,0098 -0,3229 -0,6091 -0,8144 -0,9325 -0,9792 -0,9943 -1,0352 -1,1419 -1,3031 -1,4703 -1,5964 -1,6528 -1,6303 -1,5413 -1,4163 -1,2931 -1,2012 -1,1381 -1,0458 -0,8215 -0,3870 0,2329 0,9053 1,4671 1,8098 1,9011 1,7569 1,4137 0,9223 0,3392 -0,2849 -0,9063 -1,4730 -1,9213 -2,1983 -2,2979 -2,2711 -2,1992 -2,1526 -2,1537 -2,1677 -2,1333 -2,0094 -1,8039 -1,5663 -1,3569 -1,2099 -1,1122 -1,0256 -0,9524 -0,9740 -1,2077 -1,7200 -2,4723 -3,3173 -4,0309 -4,3918 -4,2963 -3,8199 -3,1510 -2,4423 -1,7164 -0,9149 -0,0201 0,8881 1,6813 2,2715 2,6552 2,8809 2,9783 2,9202 2,6433 2,0961 1,2727 0,2178 -0,9895 -2,2440 -3,4020 -4,2789 -4,6948 -4,5596 -3,9275 -2,9644 -1,8660 -0,7833 0,2206 1,1614 2,0807 3,0026 3,9402 4,9246 5,9926 7,1157 8,1633 8,9713 9,4475 9,6148 9,5745 9,4467 9,3273 9,2554 9,2167 9,2041 9,2828 9,5774 10,1929 11,1432 12,3320 13,5925 14,7476 15,6359 16,1224 16,1379 15,7091 14,9418 13,9745 12,9198 11,8234 10,6809 9,5048 8,3850 7,4888 6,9804 6,9262 7,2662 7,8519 8,4968 9,0268 9,3342 9,4132 9,3509 9,2644 9,2119 9,1563 9,0037 8,6524 8,0319 7,1458 6,0772 4,9513 3,9085 3,0823 2,5556 2,3332 2,3566 2,5334 2,7636 2,9561 3,0448 3,0085 2,8761 2,7101 2,5779 2,5083 2,4618 2,3489 2,0813 1,6262 1,0401 0,4514 -0,0189 -0,3378 -0,5597 -0,7511 -0,9261 -1,0367 -1,0162 -0,8512 -0,6206 -0,4670 -0,5287 -0,8710 -1,4576 -2,1811 -2,9167 -3,5422 -3,9435 -4,0513 -3,8817 -3,5180 -3,0527 -2,5551 -2,0791 -1,6750 -1,3843 -1,2314 -1,2258 -1,3567 -1,5759 -1,7959 -1,9211 -1,8931 -1,7283 -1,5126 -1,3405 -1,2435 -1,1775 -1,0779 -0,9243 -0,7472 -0,5727 -0,3825 -0,1377 0,1804 0,5631 0,9881 1,4162 1,7823 2,0136 2,0656 1,9380 1,6648 1,2923 0,8563 0,3798 -0,1131 -0,5887 -1,0074 -1,3348 -1,5443 -1,6196 -1,5690 -1,4400 -1,3025 -1,2095 -1,1735 -1,1896 -1,2736 -1,4719 -1,8359 -2,3812 -3,0490 -3,6981 -4,1534 -4,2915 -4,0996 -3,6581 -3,0859 -2,5119 -2,0477 -1,7303 -1,5145 -1,3452 -1,2143 -1,1396 -1,1022 -1,0231 -0,8136 -0,4395 0,0742 0,6782 1,3152 1,9095 2,3721 2,6419 2,7282 2,7121 2,6983 2,7461 2,8407 2,9176 2,8934 2,7000 2,3416 1,9196 1,5794 1,4272 1,4875 1,7196 2,0551 2,4180 2,7320 2,9379 3,0059 2,9298 2,7309 2,4810 2,2947 2,2719 2,4386 2,7385 3,0694 3,3298 3,4525 3,4161 3,2390 2,9545 2,5807 2,1168 1,5654 0,9597 0,3785 -0,0733 -0,3251 -0,3833 -0,3037 -0,1211 0,1876 0,6711 1,3256 2,0544 2,7266 3,2695 3,6875 4,0049 4,2164 4,2927 4,2101 3,9649 3,5626 3,0044 2,2989 1,4927 0,6777 -0,0448 -0,5924 -0,8813 -0,8202 -0,3828 0,3123 1,0248 1,5171 1,6788 1,5761 1,4043 1,3803 1,6357 2,1530 2,7739 3,2961 3,5974 3,6741 3,5844 3,3918 3,1471 2,8810 2,6042 2,3281 2,0855 1,9101 1,7958 1,7081 1,6482 1,6833 1,8836 2,2256 2,5762 2,7679 2,6841 2,3080 1,7357 1,1397 0,6864 0,4621 0,4543 0,5927 0,8067 1,0470 1,2676 1,4143 1,4384 1,3185 1,0827 0,8085 0,5871 0,4876 0,5513 0,7921 1,1840 1,6411 2,0203 2,1730 2,0297 1,6429 1,1504 0,6972 0,3832 0,2506 0,2815 0,3985 0,4863 0,4368 0,1950 -0,2090 -0,6659 -1,0359 -1,2022 -1,0841 -0,6397 0,1070 1,0524 2,0378 2,8966 3,5108 3,8384 3,8942 3,7222 3,3717 2,8746 2,2651 1,6218 1,0520 0,6166 0,2875 -0,0138 -0,3413 -0,6874 -0,9976 -1,1959 -1,2065 -0,9847 -0,5489 0,0318 0,6969 1,4383 2,2675 3,1450 3,9653 4,6158 5,0183 5,1211 4,8965 4,3686 3,6340 2,8465 2,1733 1,7464 1,6144 1,7172 1,9242 2,1114 2,2134 2,2262 2,1720 2,0543 1,8526 1,5506 1,1508 0,6695 0,1533 -0,2934 -0,5370 -0,4962 -0,1947 0,2563 0,7109 1,0376 1,1573 1,0552 0,7613 0,3346 -0,1352 -0,5439 -0,8119 -0,9112 -0,8575 -0,6902 -0,4613 -0,2258 -0,0320 0,0835 0,0948 0,0052 -0,1257 -0,1991 -0,1345 0,0894 0,4391 0,8601 1,3093 1,7754 2,2828 2,8655 3,5263 4,2171 4,8568 5,3660 5,6988 5,8617 5,9098 5,9209 5,9563 6,0425 6,2060 6,5078 7,0133 7,7260 8,5566 9,3511 9,9508 10,2502 10,2308 9,9550 9,5294 9,0676 8,6711 8,4176 8,3315 8,3604 8,4004 8,3431 8,1007 7,6228 6,9190 6,0567 5,1213 4,1807 3,2765 2,4257 1,6310 0,9022 0,2584 -0,2924 -0,7563 -1,1352 -1,4180 -1,5816 -1,5918 -1,4259 -1,1098 -0,7130 -0,3002 0,0978 0,4712 0,8117 1,1035 1,3136 1,3942 1,3080 1,0440 0,6080 0,0212 -0,6615 -1,3475 -1,9286 -2,3142 -2,4640 -2,4008 -2,1971 -1,9370 -1,6577 -1,3276 -0,9053 -0,4149 0,0522 0,3837 0,4677 0,2104 -0,4077 -1,2807 -2,1975 -2,9257 -3,3082 -3,3161 -3,0341 -2,5910 -2,0872 -1,5884 -1,1662 -0,9036 -0,8537 -0,9963 -1,2267 -1,3859 -1,3218 -0,9629 -0,3509 0,4038 1,1964
