Fp1   -1,7264 -0,9968 -0,3382 0,1124 0,2722 0,1157 -0,3076 -0,8660 -1,3788 -1,6707 -1,6372 -1,2921 -0,7658 -0,2764 -0,0696 -0,3057 -0,9668 -1,8598 -2,6962 -3,2047 -3,2387 -2,8141 -2,0608 -1,1441 -0,1971 0,7177 1,5866 2,3663 2,9198 3,0513 2,6534 1,8255 0,8219 -0,0992 -0,7569 -1,0494 -0,9650 -0,5955 -0,0954 0,3901 0,7790 1,0740 1,3401 1,6344 1,9421 2,1843 2,2706 2,1436 1,8142 1,3597 0,8572 0,3396 -0,1643 -0,5837 -0,8302 -0,8395 -0,5687 -0,0154 0,7103 1,3700 1,6764 1,4176 0,5827 -0,5875 -1,6739 -2,2478 -2,0670 -1,1765 0,1552 1,5704 2,7365 3,4393 3,6212 3,3452 2,7374 1,9578 1,1747 0,4961 -0,0921 -0,6795 -1,2938 -1,8157 -2,0468 -1,8539 -1,2338 -0,2695 0,9147 2,1447 3,1978 3,8781 4,1207 4,0010 3,6490 3,1672 2,5820 1,8589 1,0119 0,1799 -0,4608 -0,8327 -0,9829 -1,0311 -1,0990 -1,2311 -1,3564 -1,3338 -1,0444 -0,4363 0,4817 1,5987 2,6428 3,2386 3,1000 2,2141 0,8537 -0,5809 -1,7382 -2,4283 -2,6883 -2,7705 -2,9960 -3,5705 -4,5170 -5,6918 -6,7940 -7,4411 -7,3482 -6,4809 -5,0794 -3,5486 -2,2793 -1,5242 -1,3726 -1,7721 -2,5804 -3,6304 -4,7491 -5,7343 -6,3824 -6,6041 -6,5062 -6,3213 -6,2379 -6,2699 -6,2541 -5,9927 -5,4364 -4,7315 -4,1024 -3,7387 -3,7779 -4,3009 -5,2904 -6,5809 -7,8342 -8,6162 -8,6023 -7,7457 -6,2726 -4,5763 -3,0891 -2,1362 -1,8301 -2,0751 -2,6628 -3,3719 -4,0009 -4,3818 -4,4379 -4,2103 -3,7969 -3,2926 -2,7917 -2,3798 -2,0667 -1,7566 -1,3405 -0,8144 -0,2840 0,1337 0,4024 0,5608 0,6386 0,6080 0,4149 0,0406 -0,4554 -0,9675 -1,4299 -1,8418 -2,1951 -2,4063 -2,3802 -2,1531 -1,9185 -1,8836 -2,1289 -2,5815 -3,0525 -3,3208 -3,2740 -2,9805 -2,5984 -2,2568 -2,0326 -1,9710 -2,0816 -2,3178 -2,5713 -2,6908 -2,5303 -2,0416 -1,3424 -0,6617 -0,2334 -0,2294 -0,6863 -1,4509 -2,2512 -2,8161 -2,9520 -2,6128 -1,9338 -1,1808 -0,6412 -0,5123 -0,8607 -1,6664 -2,8617 -4,3104 -5,7826 -6,9926 -7,6697 -7,6554 -7,0379 -6,1756 -5,4823 -5,1685 -5,1884 -5,3694 -5,5648 -5,7126 -5,7733 -5,6521 -5,2420 -4,5468 -3,7282 -3,0372 -2,6940 -2,7738 -3,1703 -3,6590 -4,0084 -4,0836 -3,8949 -3,5589 -3,2154 -2,9698 -2,8816 -2,9824 -3,2851 -3,7702 -4,3771 -5,0239 -5,6495 -6,2315 -6,7308 -7,0325 -7,0018 -6,5888 -5,8265 -4,7683 -3,5072 -2,2161 -1,0946 -0,2911 0,1386 0,2473 0,1524 -0,0630 -0,3971 -0,8729 -1,4778 -2,1809 -2,9582 -3,7669 -4,5382 -5,1974 -5,6466 -5,7646 -5,4906 -4,9046 -4,1970 -3,5729 -3,1725 -3,0181 -2,9947 -2,8959 -2,5462 -1,9337 -1,2270 -0,6652 -0,4424 -0,6383 -1,1918 -1,9377 -2,6627 -3,1390 -3,1715 -2,6713 -1,7273 -0,6154 0,3087 0,7572 0,5966 -0,1410 -1,2902 -2,5845 -3,6894 -4,2860 -4,2005 -3,4789 -2,3300 -0,9865 0,4050 1,7706 2,9864 3,8222 4,0519 3,6078 2,6289 1,3875 0,1541 -0,9145 -1,7854 -2,4801 -3,0154 -3,3840 -3,5527 -3,4780 -3,1310 -2,5128 -1,6694 -0,6932 0,2785 1,0552 1,4212 1,2230 0,4607 -0,7028 -2,0283 -3,2998 -4,3704 -5,1610 -5,6218 -5,6848 -5,2857 -4,4544 -3,3700 -2,2999 -1,4664 -0,9462 -0,6662 -0,4709 -0,2146 0,1537 0,5727 0,9503 1,2561 1,5122 1,7042 1,7473 1,5540 1,1192 0,5352 -0,0903 -0,7209 -1,3515 -1,9051 -2,2519 -2,3330 -2,2025 -1,9578 -1,6830 -1,4530 -1,3304 -1,3299 -1,3971 -1,4557 -1,4866 -1,5287 -1,5837 -1,5423 -1,2090 -0,4257 0,7615 2,0471 3,0198 3,3897 3,0927 2,2344 0,9918 -0,4115 -1,6732 -2,4500 -2,5236 -1,9533 -1,0318 -0,0810 0,7224 1,3788 1,9712 2,5255 2,9487 3,1170 2,9969 2,6435 2,1363 1,5702 1,0633 0,7060 0,4909 0,3212 0,1119 -0,1123 -0,2396 -0,1912 0,0305 0,4174 1,0015 1,8004 2,7620 3,7771 4,7302 5,5284 6,0818 6,2627 5,9235 4,9895 3,5313 1,7582 -0,0412 -1,6074 -2,8004 -3,5749 -3,8809 -3,6291 -2,7725 -1,4066 0,2372 1,9056 3,4135 4,6420 5,5108 5,9799 6,0437 5,6997 4,9624 3,9443 2,8622 1,9093 1,1556 0,5766 0,1051 -0,3556 -0,9040 -1,5758 -2,2867 -2,8411 -3,0198 -2,6889 -1,8459 -0,6135 0,7644 1,9510 2,6025 2,4816 1,5583 0,0387 -1,7237 -3,3624 -4,5613 -5,0683 -4,7714 -3,8135 -2,5783 -1,5036 -0,8763 -0,7484 -0,9754 -1,3190 -1,5396 -1,4446 -0,9386 -0,0856 0,9037 1,7739 2,3216 2,4290 2,0487 1,2102 0,0646 -1,1481 -2,2337 -3,1220 -3,7972 -4,1863 -4,1465 -3,5780 -2,5392 -1,2571 -0,0542 0,7688 1,0493 0,7908 0,0969 -0,8892 -1,9932 -3,0305 -3,8672 -4,4338 -4,6648 -4,4893 -3,9280 -3,1545 -2,4091 -1,8775 -1,6623 -1,7896 -2,1891 -2,7117 -3,2099 -3,6122 -3,9253 -4,1824 -4,4056 -4,5964 -4,7375 -4,8003 -4,7327 -4,4331 -3,7738 -2,6790 -1,2102 0,3862 1,7416 2,5240 2,5580 1,8607 0,6575 -0,6618 -1,7178 -2,3291 -2,5298 -2,4530 -2,2345 -1,9885 -1,8245 -1,8717 -2,2580 -3,0168 -3,9851 -4,8215 -5,1741 -4,8611 -3,9361 -2,6184 -1,1577 0,2435 1,4004 2,1138 2,2380 1,7836 0,9473 0,0358 -0,6778 -1,0779 -1,2360 -1,3195 -1,4127 -1,4092 -1,1305 -0,5327 0,2312 0,9147 1,3269 1,4175 1,2469 0,9008 0,4459 -0,0728 -0,6294 -1,1907 -1,6930 -2,0720 -2,2840 -2,2795 -2,0095 -1,4645 -0,6918
Fz    -0,3083 -0,4597 -0,5013 -0,4439 -0,3314 -0,2200 -0,1525 -0,1447 -0,1956 -0,3006 -0,4418 -0,5737 -0,6404 -0,6179 -0,5362 -0,4593 -0,4440 -0,5097 -0,6284 -0,7367 -0,7632 -0,6623 -0,4395 -0,1477 0,1513 0,4339 0,7257 1,0620 1,4281 1,7354 1,8737 1,7889 1,5026 1,0833 0,6272 0,2434 0,0163 -0,0363 0,0305 0,1204 0,1433 0,0581 -0,1112 -0,2977 -0,4309 -0,4681 -0,4131 -0,3085 -0,1974 -0,1020 -0,0475 -0,0734 -0,1961 -0,3693 -0,5017 -0,5157 -0,3929 -0,1825 0,0265 0,1524 0,1471 0,0062 -0,2188 -0,4330 -0,5457 -0,5064 -0,3114 0,0022 0,3745 0,7464 1,0755 1,3532 1,6119 1,9008 2,2396 2,5908 2,8795 3,0368 3,0306 2,8795 2,6489 2,4303 2,3049 2,2995 2,3695 2,4338 2,4375 2,3823 2,2989 2,2061 2,1124 2,0402 2,0272 2,1037 2,2654 2,4672 2,6413 2,7221 2,6628 2,4531 2,1229 1,7129 1,2467 0,7448 0,2583 -0,1370 -0,3880 -0,4920 -0,4817 -0,4034 -0,3044 -0,2261 -0,1983 -0,2300 -0,3093 -0,4161 -0,5216 -0,5828 -0,5729 -0,5255 -0,5260 -0,6568 -0,9571 -1,4018 -1,8865 -2,2599 -2,4071 -2,3099 -2,0435 -1,7300 -1,4789 -1,3407 -1,3033 -1,3219 -1,3628 -1,4366 -1,5904 -1,8515 -2,1774 -2,4802 -2,7052 -2,8691 -3,0134 -3,1391 -3,1933 -3,1159 -2,8962 -2,5829 -2,2504 -1,9668 -1,7837 -1,7324 -1,8255 -2,0570 -2,3809 -2,6991 -2,8952 -2,8885 -2,6680 -2,2910 -1,8518 -1,4388 -1,1039 -0,8513 -0,6482 -0,4494 -0,2160 0,0683 0,3869 0,7013 0,9747 1,1793 1,2911 1,3005 1,2405 1,1908 1,2277 1,3637 1,5454 1,7076 1,8218 1,8968 1,9449 1,9619 1,9363 1,8633 1,7550 1,6476 1,5839 1,5724 1,5786 1,5655 1,5130 1,3947 1,1773 0,8636 0,5170 0,2311 0,0724 0,0450 0,0912 0,1350 0,1459 0,1562 0,2129 0,3309 0,4941 0,6778 0,8543 0,9915 1,0685 1,0906 1,0831 1,0711 1,0614 1,0377 0,9794 0,8880 0,7872 0,6997 0,6361 0,6029 0,6062 0,6370 0,6589 0,6295 0,5233 0,3340 0,0766 -0,2034 -0,4348 -0,5557 -0,5564 -0,4863 -0,4273 -0,4562 -0,6044 -0,8370 -1,0779 -1,2526 -1,3165 -1,2593 -1,0940 -0,8435 -0,5392 -0,2259 0,0399 0,2020 0,2262 0,1211 -0,0656 -0,2745 -0,4648 -0,6234 -0,7584 -0,8916 -1,0498 -1,2465 -1,4695 -1,6806 -1,8175 -1,8171 -1,6591 -1,3805 -1,0470 -0,7188 -0,4230 -0,1469 0,1202 0,3487 0,4961 0,5490 0,5229 0,4504 0,3779 0,3387 0,3355 0,3648 0,4361 0,5583 0,7245 0,9093 1,0683 1,1483 1,1194 0,9962 0,8169 0,6147 0,4194 0,2664 0,1832 0,1725 0,2141 0,2780 0,3370 0,3771 0,4041 0,4438 0,5315 0,6880 0,9089 1,1682 1,4148 1,5861 1,6517 1,6306 1,5620 1,4775 1,3896 1,2974 1,2063 1,1372 1,1093 1,1199 1,1460 1,1614 1,1465 1,0871 0,9796 0,8497 0,7592 0,7728 0,9083 1,1269 1,3731 1,6110 1,8157 1,9590 2,0221 2,0110 1,9398 1,8052 1,5829 1,2508 0,8257 0,3853 0,0398 -0,1314 -0,1211 0,0170 0,2072 0,3810 0,4932 0,5466 0,5924 0,6717 0,7545 0,7562 0,6119 0,3236 -0,0478 -0,4130 -0,6920 -0,8586 -0,9503 -1,0210 -1,0883 -1,1301 -1,1219 -1,0679 -0,9896 -0,8929 -0,7607 -0,5750 -0,3352 -0,0552 0,2508 0,5721 0,8938 1,1811 1,3768 1,4289 1,3308 1,1347 0,9282 0,7840 0,7151 0,6860 0,6685 0,6695 0,7033 0,7609 0,8100 0,8089 0,7236 0,5443 0,2971 0,0416 -0,1517 -0,2367 -0,2165 -0,1397 -0,0703 -0,0442 -0,0455 -0,0300 0,0305 0,1400 0,3030 0,5347 0,8355 1,1637 1,4539 1,6667 1,8097 1,9136 1,9952 2,0396 2,0158 1,9136 1,7640 1,6226 1,5341 1,5076 1,5274 1,5839 1,6737 1,7801 1,8785 1,9526 1,9957 2,0087 1,9976 1,9726 1,9571 1,9894 2,0936 2,2619 2,4828 2,7610 3,0996 3,4828 3,8812 4,2578 4,5679 4,7709 4,8466 4,7911 4,6029 4,2850 3,8649 3,4007 2,9630 2,6191 2,4200 2,3823 2,4839 2,6790 2,9162 3,1477 3,3341 3,4528 3,5009 3,4883 3,4375 3,3880 3,3771 3,4075 3,4495 3,4780 3,4983 3,5440 3,6511 3,8205 4,0075 4,1478 4,1897 4,1138 3,9333 3,6793 3,3821 3,0649 2,7474 2,4542 2,2194 2,0716 2,0010 1,9575 1,8978 1,8190 1,7395 1,6785 1,6630 1,7251 1,8773 2,1022 2,3629 2,6171 2,8404 3,0438 3,2582 3,4989 3,7485 3,9647 4,0990 4,1132 3,9814 3,6903 3,2498 2,6954 2,0780 1,4548 0,8732 0,3523 -0,1062 -0,4866 -0,7474 -0,8423 -0,7554 -0,5253 -0,2325 0,0392 0,2321 0,3272 0,3429 0,3195 0,2914 0,2702 0,2513 0,2239 0,1792 0,1303 0,1170 0,1800 0,3327 0,5589 0,8216 1,0738 1,2796 1,4269 1,5134 1,5313 1,4725 1,3411 1,1582 0,9547 0,7608 0,6056 0,5142 0,5042 0,5849 0,7548 0,9977 1,2831 1,5679 1,8034 1,9570 2,0269 2,0317 1,9940 1,9307 1,8403 1,7039 1,5124 1,2934 1,1011 0,9811 0,9364 0,9236 0,8725 0,7190 0,4399 0,0733 -0,2950 -0,5745 -0,7200 -0,7489 -0,7153 -0,6740 -0,6609 -0,6836 -0,7184 -0,7211 -0,6504 -0,4895 -0,2561 -0,0020 0,1931 0,2442 0,1040 -0,2034 -0,5937 -0,9692 -1,2642 -1,4599 -1,5623 -1,5778 -1,5117 -1,3811 -1,2119 -1,0273 -0,8536 -0,7202 -0,6391 -0,5989 -0,5814 -0,5751 -0,5811 -0,6137 -0,6841
F3    -0,2388 -0,3210 -0,3270 -0,2515 -0,1357 -0,0389 -0,0067 -0,0515 -0,1644 -0,3440 -0,5881 -0,8586 -1,0769 -1,1642 -1,0928 -0,9053 -0,6828 -0,4945 -0,3721 -0,3131 -0,2909 -0,2697 -0,2302 -0,1838 -0,1466 -0,0936 0,0472 0,3398 0,7652 1,1972 1,4791 1,5320 1,3821 1,1167 0,8464 0,6826 0,6926 0,8471 1,0184 1,0484 0,8422 0,4312 -0,0452 -0,4390 -0,6739 -0,7433 -0,6791 -0,5328 -0,3502 -0,1623 -0,0064 0,0749 0,0775 0,0556 0,0747 0,1522 0,2487 0,3034 0,2765 0,1736 0,0294 -0,1274 -0,2750 -0,3797 -0,4058 -0,3382 -0,1868 0,0196 0,2451 0,4618 0,6625 0,8593 1,0747 1,3419 1,6962 2,1325 2,5811 2,9497 3,1872 3,3074 3,3650 3,4103 3,4581 3,4825 3,4272 3,2314 2,8782 2,4242 1,9630 1,5754 1,3275 1,2786 1,4597 1,8485 2,3582 2,8485 3,1722 3,2338 3,0201 2,5980 2,0823 1,5790 1,1454 0,7979 0,5507 0,4374 0,4827 0,6569 0,8724 1,0275 1,0576 0,9567 0,7764 0,6095 0,5332 0,5426 0,5705 0,5799 0,5916 0,6084 0,5653 0,3709 -0,0312 -0,6300 -1,3317 -1,9791 -2,4203 -2,5739 -2,4426 -2,0917 -1,6189 -1,1198 -0,6638 -0,2880 -0,0144 0,1163 0,0350 -0,3015 -0,8312 -1,3903 -1,8298 -2,1100 -2,2722 -2,3574 -2,3682 -2,2826 -2,0829 -1,7770 -1,3994 -1,0019 -0,6429 -0,3742 -0,2425 -0,2951 -0,5449 -0,9261 -1,3087 -1,5663 -1,6331 -1,5144 -1,2588 -0,9238 -0,5514 -0,1557 0,2669 0,7107 1,1499 1,5486 1,8713 2,1011 2,2477 2,3234 2,3203 2,2257 2,0592 1,8849 1,7758 1,7592 1,8083 1,8925 2,0126 2,1776 2,3701 2,5501 2,6834 2,7617 2,8061 2,8590 2,9483 3,0410 3,0574 2,9532 2,7556 2,4986 2,1651 1,7368 1,2792 0,9253 0,7698 0,7989 0,9097 0,9931 1,0230 1,0735 1,2413 1,5662 2,0148 2,5000 2,9027 3,1210 3,1329 3,0004 2,8067 2,6036 2,4066 2,2140 2,0272 1,8620 1,7377 1,6614 1,6343 1,6619 1,7478 1,8802 2,0254 2,1359 2,1613 2,0703 1,8812 1,6647 1,5119 1,4814 1,5505 1,6193 1,5719 1,3394 0,9399 0,4856 0,1328 0,0008 0,1125 0,3980 0,7574 1,1212 1,4579 1,7497 1,9720 2,0927 2,0914 1,9884 1,8423 1,7001 1,5550 1,3700 1,1339 0,8681 0,5878 0,2906 -0,0167 -0,2856 -0,4227 -0,3413 -0,0314 0,4344 0,9491 1,4106 1,7587 2,0047 2,1840 2,2857 2,2717 2,1402 1,9389 1,7482 1,6552 1,6976 1,8315 1,9797 2,1011 2,2028 2,3047 2,4045 2,4728 2,4763 2,4157 2,3335 2,2687 2,2131 2,1342 2,0293 1,9329 1,8803 1,8816 1,9180 1,9522 1,9504 1,9047 1,8443 1,8209 1,8713 2,0047 2,2157 2,4741 2,7210 2,9114 3,0522 3,1758 3,2870 3,3449 3,3013 3,1612 2,9930 2,8739 2,8402 2,8861 2,9887 3,1188 3,2327 3,2783 3,2411 3,1777 3,1759 3,2781 3,4541 3,6389 3,7854 3,8762 3,9080 3,8925 3,8618 3,8428 3,8259 3,7587 3,5660 3,2024 2,7172 2,2494 1,9383 1,8433 1,9412 2,1548 2,3737 2,4989 2,5147 2,5027 2,5548 2,6717 2,7580 2,7111 2,4997 2,1708 1,8210 1,5552 1,4280 1,4121 1,4317 1,4252 1,3790 1,3103 1,2372 1,1821 1,1876 1,2992 1,5302 1,8543 2,2288 2,6094 2,9476 3,1914 3,3031 3,2777 3,1540 3,0039 2,9032 2,9023 3,0064 3,1712 3,3285 3,4346 3,4924 3,5255 3,5486 3,5578 3,5234 3,3939 3,1338 2,7675 2,3841 2,0933 1,9655 1,9985 2,1306 2,2861 2,4105 2,4790 2,4892 2,4563 2,4209 2,4483 2,6002 2,8926 3,2742 3,6560 3,9639 4,1664 4,2699 4,2976 4,2630 4,1614 3,9924 3,7821 3,5798 3,4429 3,4159 3,5173 3,7420 4,0607 4,4148 4,7319 4,9629 5,1016 5,1690 5,1868 5,1711 5,1438 5,1292 5,1374 5,1635 5,2040 5,2616 5,3398 5,4452 5,5846 5,7486 5,9083 6,0388 6,1369 6,2143 6,2745 6,3001 6,2621 6,1347 5,9094 5,6168 5,3280 5,1096 4,9808 4,9200 4,8978 4,8891 4,8691 4,8162 4,7198 4,5836 4,4350 4,3353 4,3607 4,5451 4,8523 5,2098 5,5552 5,8617 6,1339 6,3807 6,5935 6,7452 6,7933 6,7010 6,4671 6,1270 5,7162 5,2428 4,7074 4,1506 3,6683 3,3655 3,2851 3,3858 3,5903 3,8361 4,0803 4,2941 4,4703 4,6192 4,7525 4,8747 4,9776 5,0392 5,0537 5,0647 5,1441 5,3282 5,5811 5,8163 5,9457 5,9181 5,7331 5,4351 5,0901 4,7470 4,4164 4,0841 3,7340 3,3592 2,9659 2,5716 2,1976 1,8719 1,6365 1,5289 1,5547 1,6923 1,9065 2,1538 2,3945 2,6078 2,7851 2,9105 2,9584 2,9101 2,7682 2,5683 2,3843 2,2983 2,3484 2,5093 2,7214 2,9335 3,1307 3,3294 3,5404 3,7361 3,8504 3,8209 3,6391 3,3565 3,0544 2,8168 2,7140 2,7804 2,9963 3,2933 3,5862 3,8143 3,9629 4,0562 4,1327 4,2149 4,2887 4,3132 4,2547 4,1054 3,8781 3,6000 3,3146 3,0749 2,9225 2,8701 2,9015 2,9838 3,0724 3,1075 3,0331 2,8361 2,5553 2,2426 1,9296 1,6369 1,3918 1,2244 1,1538 1,1847 1,3154 1,5414 1,8426 2,1751 2,4835 2,7128 2,8166 2,7701 2,5819 2,2945 1,9669 1,6506 1,3776 1,1700 1,0531 1,0517 1,1705 1,3825 1,6307 1,8438 1,9704 2,0114 2,0123 2,0185 2,0376 2,0414 1,9979 1,9010
F7    -0,8824 -0,5989 -0,2891 -0,0326 0,1292 0,2091 0,2369 0,2168 0,1347 0,0031 -0,1272 -0,2038 -0,2176 -0,2148 -0,2654 -0,4114 -0,6390 -0,8809 -1,0502 -1,0928 -1,0122 -0,8462 -0,6371 -0,4189 -0,2080 0,0091 0,2691 0,5882 0,9278 1,2123 1,3656 1,3345 1,1062 0,7217 0,2737 -0,1241 -0,3902 -0,4998 -0,4611 -0,2905 -0,0242 0,2560 0,4405 0,4670 0,3697 0,2429 0,1740 0,2129 0,3610 0,5563 0,6927 0,6801 0,4963 0,1993 -0,0954 -0,2671 -0,2509 -0,0724 0,1710 0,3577 0,3856 0,2167 -0,0973 -0,4463 -0,7216 -0,8479 -0,7935 -0,5800 -0,2830 -0,0049 0,1744 0,2440 0,2561 0,2575 0,2331 0,1406 -0,0215 -0,2094 -0,3831 -0,5414 -0,7124 -0,9008 -1,0569 -1,1117 -1,0303 -0,8159 -0,4899 -0,0872 0,3465 0,7575 1,0883 1,3018 1,4024 1,4169 1,3660 1,2620 1,1148 0,9214 0,6646 0,3375 -0,0446 -0,4625 -0,9076 -1,3707 -1,8256 -2,2306 -2,5442 -2,7264 -2,7454 -2,6149 -2,4083 -2,2166 -2,1212 -2,1924 -2,4498 -2,8053 -3,1039 -3,2620 -3,3341 -3,4324 -3,6147 -3,8597 -4,1064 -4,2836 -4,3229 -4,1812 -3,8580 -3,3974 -2,8948 -2,4962 -2,3477 -2,5152 -2,9491 -3,5289 -4,1358 -4,6829 -5,1007 -5,3289 -5,3554 -5,2483 -5,1184 -5,0531 -5,0807 -5,1620 -5,2021 -5,1132 -4,8985 -4,6571 -4,5051 -4,5166 -4,7274 -5,1413 -5,6985 -6,2513 -6,6121 -6,6490 -6,3343 -5,7221 -4,9245 -4,0992 -3,4075 -2,9586 -2,7844 -2,8490 -3,0813 -3,4057 -3,7527 -4,0620 -4,2944 -4,4431 -4,5261 -4,5602 -4,5474 -4,4797 -4,3362 -4,0866 -3,7276 -3,3022 -2,8818 -2,5507 -2,3819 -2,3968 -2,5617 -2,8302 -3,1649 -3,5257 -3,8710 -4,1709 -4,3991 -4,5123 -4,4656 -4,2685 -4,0116 -3,7990 -3,6533 -3,5213 -3,3762 -3,2634 -3,2283 -3,2474 -3,2580 -3,2263 -3,1746 -3,1660 -3,2651 -3,4956 -3,8195 -4,1422 -4,3441 -4,3451 -4,1623 -3,8967 -3,6599 -3,5123 -3,4513 -3,4409 -3,4493 -3,4601 -3,4637 -3,4606 -3,4753 -3,5369 -3,6434 -3,7742 -3,9230 -4,0834 -4,2302 -4,3516 -4,4787 -4,6532 -4,8819 -5,1340 -5,3600 -5,5121 -5,5759 -5,5836 -5,5913 -5,6535 -5,8163 -6,0965 -6,4375 -6,7107 -6,7975 -6,6781 -6,4338 -6,1757 -5,9831 -5,8948 -5,9293 -6,0949 -6,3662 -6,6615 -6,8636 -6,8848 -6,7276 -6,4739 -6,2183 -6,0172 -5,8960 -5,8782 -5,9815 -6,1962 -6,4884 -6,8214 -7,1572 -7,4372 -7,5932 -7,5874 -7,4316 -7,1749 -6,8811 -6,6062 -6,3897 -6,2593 -6,2246 -6,2647 -6,3241 -6,3289 -6,2321 -6,0520 -5,8531 -5,6958 -5,6164 -5,6431 -5,8042 -6,1116 -6,5303 -6,9620 -7,2712 -7,3517 -7,1868 -6,8552 -6,4781 -6,1525 -5,9262 -5,8043 -5,7559 -5,7219 -5,6352 -5,4576 -5,2035 -4,9337 -4,7336 -4,6741 -4,7744 -5,0088 -5,3338 -5,6892 -5,9895 -6,1507 -6,1449 -6,0166 -5,8411 -5,6870 -5,6059 -5,6234 -5,7368 -5,9113 -6,0746 -6,1464 -6,0832 -5,8902 -5,6032 -5,2604 -4,8794 -4,4643 -4,0450 -3,6975 -3,5154 -3,5578 -3,8180 -4,2306 -4,6989 -5,1190 -5,4050 -5,5265 -5,5214 -5,4536 -5,3680 -5,2912 -5,2421 -5,2223 -5,2169 -5,2093 -5,1989 -5,2110 -5,2835 -5,4316 -5,6210 -5,7820 -5,8591 -5,8562 -5,8319 -5,8530 -5,9451 -6,0730 -6,1707 -6,1959 -6,1532 -6,0792 -6,0174 -5,9923 -5,9885 -5,9674 -5,9018 -5,7844 -5,6110 -5,3798 -5,1016 -4,8107 -4,5725 -4,4694 -4,5550 -4,8166 -5,1750 -5,5305 -5,8180 -6,0178 -6,1258 -6,1374 -6,0588 -5,9249 -5,7937 -5,7120 -5,6864 -5,6930 -5,7081 -5,7113 -5,6775 -5,5938 -5,4818 -5,3838 -5,3315 -5,3216 -5,3102 -5,2486 -5,1368 -5,0352 -5,0236 -5,1445 -5,3766 -5,6556 -5,9129 -6,0960 -6,1746 -6,1512 -6,0653 -5,9688 -5,8886 -5,8163 -5,7281 -5,6011 -5,4229 -5,2104 -5,0093 -4,8679 -4,8275 -4,9168 -5,1233 -5,3889 -5,6441 -5,8336 -5,9264 -5,9305 -5,8740 -5,7603 -5,5758 -5,3235 -5,0097 -4,6253 -4,1737 -3,6970 -3,2498 -2,8639 -2,5538 -2,3469 -2,2932 -2,4540 -2,8753 -3,5519 -4,3962 -5,2457 -5,9221 -6,3029 -6,3588 -6,1388 -5,7316 -5,2394 -4,7617 -4,3633 -4,0499 -3,7817 -3,5131 -3,2274 -2,9487 -2,7360 -2,6664 -2,7987 -3,1257 -3,5671 -4,0153 -4,3811 -4,6133 -4,7131 -4,7401 -4,7734 -4,8504 -4,9486 -5,0256 -5,0545 -5,0191 -4,9018 -4,6961 -4,4322 -4,1818 -4,0351 -4,0720 -4,3285 -4,7720 -5,3173 -5,8751 -6,3780 -6,7668 -6,9841 -7,0028 -6,8532 -6,6152 -6,3779 -6,1910 -6,0482 -5,9075 -5,7165 -5,4368 -5,0667 -4,6449 -4,2333 -3,9058 -3,7422 -3,8037 -4,1022 -4,5868 -5,1555 -5,7002 -6,1622 -6,5406 -6,8373 -7,0100 -7,0025 -6,8152 -6,5199 -6,2103 -5,9674 -5,8570 -5,9151 -6,1236 -6,4139 -6,7103 -6,9631 -7,1431 -7,2340 -7,2345 -7,1528 -7,0135 -6,8600 -6,7243 -6,5996 -6,4679 -6,3444 -6,2755 -6,2995 -6,4290 -6,6474 -6,9045 -7,1297 -7,2607 -7,2582 -7,1085 -6,8378 -6,5254 -6,2681 -6,1074 -5,9955 -5,8451 -5,6189 -5,3711 -5,1988 -5,1593 -5,2431 -5,4048 -5,5952 -5,7792 -5,9478 -6,1168 -6,3007 -6,4873 -6,6378 -6,7133 -6,7085 -6,6673 -6,6756 -6,8222 -7,1263 -7,4994 -7,7978 -7,9140 -7,8206 -7,5520 -7,1712 -6,7501 -6,3637 -6,0767 -5,9216 -5,8911 -5,9521 -6,0558 -6,1548 -6,2339 -6,3285 -6,5015 -6,7851 -7,1354 -7,4486 -7,6251 -7,6287 -7,5001 -7,3196 -7,1574 -7,0574 -7,0451 -7,1256 -7,2712 -7,4305 -7,5507 -7,5936 -7,5483 -7,4272 -7,2472 -7,0281 -6,8013 -6,5966
