Fp1   -1,0082 -1,0790 -1,0477 -0,9503 -0,8359 -0,7487 -0,7095 -0,7074 -0,7083 -0,6720 -0,5734 -0,4182 -0,2396 -0,0758 0,0549 0,1606 0,2621 0,3762 0,5084 0,6524 0,7939 0,9221 1,0409 1,1644 1,2990 1,4281 1,5214 1,5583 1,5383 1,4706 1,3649 1,2351 1,0972 0,9588 0,8172 0,6686 0,5176 0,3696 0,2153 0,0303 -0,2050 -0,4898 -0,8022 -1,1128 -1,3973 -1,6348 -1,7896 -1,8075 -1,6531 -1,3601 -1,0248 -0,7370 -0,5239 -0,3546 -0,1826 0,0136 0,2168 0,3892 0,4953 0,5163 0,4592 0,3604 0,2770 0,2636 0,3429 0,4979 0,6916 0,8829 1,0248 1,0683 0,9828 0,7738 0,4833 0,1733 -0,0990 -0,2989 -0,4175 -0,4678 -0,4804 -0,4925 -0,5271 -0,5744 -0,6034 -0,5958 -0,5681 -0,5609 -0,6100 -0,7228 -0,8753 -1,0302 -1,1610 -1,2660 -1,3619 -1,4578 -1,5345 -1,5513 -1,4762 -1,3207 -1,1469 -1,0346 -1,0391 -1,1786 -1,4396 -1,7826 -2,1626 -2,5574 -2,9702 -3,4063 -3,8577 -4,3123 -4,7626 -5,2053 -5,6409 -6,0713 -6,4891 -6,8741 -7,2072 -7,4787 -7,6781 -7,7830 -7,7586 -7,5774 -7,2499 -6,8312 -6,3902 -5,9772 -5,6120 -5,2835 -4,9588 -4,5989 -4,1717 -3,6643 -3,0983 -2,5244 -1,9952 -1,5445 -1,1848 -0,9127 -0,7206 -0,6025 -0,5479 -0,5301 -0,5012 -0,3983 -0,1702 0,1832 0,5962 0,9687 1,2271 1,3686 1,4542 1,5520 1,6854 1,8282 1,9434 2,0275 2,1160 2,2465 2,4261 2,6319 2,8274 2,9771 3,0553 3,0457 2,9378 2,7292 2,4342 2,0872 1,7376 1,4395 1,2300 1,1073 1,0353 0,9739 0,9020 0,8147 0,7105 0,5864 0,4385 0,2667 0,0804 -0,1047 -0,2801 -0,4526 -0,6323 -0,8189 -1,0132 -1,2248 -1,4563 -1,6963 -1,9337 -2,1599 -2,3638 -2,5441 -2,7205 -2,9215 -3,1594 -3,4227 -3,6889 -3,9342 -4,1359 -4,2824 -4,3909 -4,5136 -4,7093 -4,9980 -5,3395 -5,6555 -5,8729 -5,9598 -5,9294 -5,8089 -5,6066 -5,3105 -4,9070 -4,3983 -3,8096 -3,1858 -2,5840 -2,0665 -1,6826 -1,4404 -1,3037 -1,2246 -1,1680 -1,1165 -1,0678 -1,0261 -0,9974 -0,9941 -1,0361 -1,1393 -1,3006 -1,4944 -1,6846 -1,8444 -1,9682 -2,0640 -2,1384 -2,1973 -2,2550 -2,3348 -2,4572 -2,6233 -2,8052 -2,9551 -3,0284 -3,0082 -2,9265 -2,8628 -2,8986 -3,0574 -3,2946 -3,5396 -3,7371 -3,8600 -3,9066 -3,8914 -3,8315 -3,7380 -3,6098 -3,4329 -3,1951 -2,9043 -2,5878 -2,2801 -2,0086 -1,7877 -1,6229 -1,5123 -1,4404 -1,3724 -1,2664 -1,0991 -0,8828 -0,6508 -0,4243 -0,1964 0,0523 0,3296 0,6258 0,9196 1,1838 1,3968 1,5516 1,6445 1,6646 1,6108 1,5123 1,4181 1,3648 1,3561 1,3681 1,3698 1,3405 1,2783 1,1986 1,1224 1,0645 1,0310 1,0264 1,0587 1,1359 1,2574 1,4042 1,5358 1,6064 1,5892 1,4857 1,3249 1,1587 1,0463 1,0351 1,1451 1,3572 1,6267 1,9124 2,1874 2,4220 2,5693 2,5813 2,4487 2,2210 1,9801 1,7908 1,6745 1,6128 1,5760 1,5554 1,5729 1,6581 1,8173 2,0173 2,2011 2,3301 2,4112 2,4866 2,5993 2,7608 2,9421 3,0952 3,1842 3,1986 3,1453 3,0357 2,8852 2,7243 2,5987 2,5467 2,5769 2,6676 2,7804 2,8805 2,9560 3,0214 3,1049 3,2373 3,4431 3,7278 4,0668 4,4185 4,7461 5,0232 5,2337 5,3799 5,4860 5,5772 5,6475 5,6589 5,5834 5,4342 5,2534 5,0823 4,9437 4,8384 4,7567 4,6933 4,6460 4,6049 4,5587 4,5123 4,4828 4,4785 4,4937 4,5260 4,5832 4,6678 4,7682 4,8730 4,9844 5,1116 5,2627 5,4430 5,6501 5,8617 6,0359 6,1314 6,1270 6,0310 5,8817 5,7348 5,6338 5,5857 5,5648 5,5410 5,4991 5,4420 5,3923 5,3877 5,4646 5,6473 5,9468 6,3533 6,8260 7,2918 7,6677 7,8990 7,9809 7,9466 7,8437 7,7148 7,5823 7,4461 7,2985 7,1372 6,9628 6,7817 6,6157 6,4923 6,4212 6,3895 6,3778 6,3813 6,4160 6,5076 6,6751 6,9187 7,2084 7,4873 7,7024 7,8333 7,8949 7,9205 7,9445 7,9911 8,0673 8,1610 8,2427 8,2773 8,2453 8,1565 8,0419 7,9347 7,8611 7,8326 7,8387 7,8522 7,8465 7,8104 7,7528 7,6970 7,6682 7,6846 7,7520 7,8554 7,9553 8,0078 7,9923 7,9198 7,8172 7,7099 7,6129 7,5323 7,4710 7,4312 7,4095 7,3875 7,3321 7,2083 6,9977 6,7081 6,3663 6,0035 5,6427 5,2921 4,9445 4,5853 4,2030 3,7983 3,3845 2,9835 2,6185 2,3058 2,0494 1,8437 1,6840 1,5831 1,5750 1,6917 1,9353 2,2718 2,6436 2,9873 3,2543 3,4320 3,5497 3,6597 3,8075 4,0177 4,2945 4,6234 4,9716 5,3008 5,5844 5,8177 6,0178 6,2121 6,4244 6,6707 6,9571 7,2745 7,5991 7,9006 8,1507 8,3243 8,4021 8,3839 8,3030 8,2215 8,2050 8,2884 8,4552 8,6419 8,7633 8,7434 8,5426 8,1709 7,6843 7,1615 6,6741 6,2661 5,9571 5,7600 5,6812 5,6974 5,7552 5,8061 5,8309 5,8264 5,7895 5,7207 5,6344 5,5607 5,5360 5,5823 5,6862 5,8036 5,8932 5,9460 5,9813 6,0243 6,0927 6,1887 6,2899 6,3522 6,3269 6,1774 5,8912 5,4822 4,9783 4,4113 3,8199 3,2459 2,7238 2,2746 1,9106 1,6367 1,4427 1,3010 1,1791 1,0551 0,9179 0,7524 0,5333 0,2397 -0,1189 -0,4976 -0,8467 -1,1435 -1,3879 -1,5771 -1,6999 -1,7515 -1,7393 -1,6695 -1,5375 -1,3371 -1,0739 -0,7667 -0,4372
Fz    -1,6248 -1,6698 -1,6720 -1,6356 -1,5672 -1,4652 -1,3166 -1,1044 -0,8250 -0,5030 -0,1866 0,0712 0,2328 0,2885 0,2575 0,1780 0,0944 0,0464 0,0599 0,1391 0,2701 0,4332 0,6108 0,7876 0,9525 1,0972 1,2153 1,3021 1,3552 1,3721 1,3472 1,2722 1,1397 0,9478 0,7053 0,4369 0,1841 -0,0091 -0,1212 -0,1621 -0,1614 -0,1521 -0,1645 -0,2179 -0,3089 -0,4087 -0,4741 -0,4654 -0,3694 -0,2123 -0,0439 0,0941 0,1917 0,2716 0,3695 0,5056 0,6716 0,8430 0,9935 1,1022 1,1634 1,1955 1,2375 1,3284 1,4839 1,6922 1,9285 2,1644 2,3633 2,4809 2,4760 2,3255 2,0398 1,6644 1,2617 0,8865 0,5714 0,3246 0,1369 -0,0062 -0,1103 -0,1688 -0,1741 -0,1308 -0,0586 0,0176 0,0793 0,1145 0,1115 0,0596 -0,0385 -0,1648 -0,3004 -0,4323 -0,5380 -0,5752 -0,5065 -0,3375 -0,1221 0,0704 0,1853 0,1873 0,0601 -0,1853 -0,5159 -0,8947 -1,2911 -1,6818 -2,0552 -2,4197 -2,7999 -3,2230 -3,7073 -4,2553 -4,8506 -5,4633 -6,0567 -6,5871 -7,0055 -7,2662 -7,3392 -7,2244 -6,9578 -6,6000 -6,2118 -5,8388 -5,5070 -5,2214 -4,9657 -4,7094 -4,4198 -4,0714 -3,6575 -3,1988 -2,7338 -2,3002 -1,9165 -1,5781 -1,2704 -0,9840 -0,7137 -0,4512 -0,1864 0,0883 0,3822 0,7049 1,0574 1,4259 1,7905 2,1459 2,5093 2,8982 3,3008 3,6752 3,9765 4,1833 4,3022 4,3506 4,3420 4,2887 4,2087 4,1260 4,0592 4,0069 3,9438 3,8362 3,6680 3,4470 3,1952 2,9359 2,6856 2,4460 2,2071 1,9625 1,7179 1,4854 1,2715 1,0717 0,8742 0,6718 0,4780 0,3253 0,2378 0,2064 0,1897 0,1382 0,0167 -0,1840 -0,4471 -0,7428 -1,0425 -1,3234 -1,5699 -1,7804 -1,9702 -2,1607 -2,3624 -2,5656 -2,7442 -2,8694 -2,9253 -2,9247 -2,9155 -2,9637 -3,1157 -3,3698 -3,6826 -3,9988 -4,2749 -4,4860 -4,6206 -4,6740 -4,6438 -4,5275 -4,3244 -4,0406 -3,6918 -3,3038 -2,9126 -2,5629 -2,2938 -2,1193 -2,0266 -1,9957 -2,0128 -2,0692 -2,1559 -2,2600 -2,3685 -2,4824 -2,6198 -2,7985 -3,0140 -3,2312 -3,3977 -3,4696 -3,4325 -3,3076 -3,1377 -2,9691 -2,8385 -2,7660 -2,7526 -2,7803 -2,8161 -2,8190 -2,7537 -2,6109 -2,4223 -2,2552 -2,1774 -2,2179 -2,3597 -2,5666 -2,8113 -3,0791 -3,3518 -3,5969 -3,7747 -3,8559 -3,8296 -3,7033 -3,5015 -3,2641 -3,0393 -2,8727 -2,7898 -2,7848 -2,8254 -2,8686 -2,8755 -2,8223 -2,7024 -2,5244 -2,3095 -2,0834 -1,8605 -1,6345 -1,3907 -1,1268 -0,8595 -0,6161 -0,4222 -0,2904 -0,2131 -0,1675 -0,1318 -0,0957 -0,0636 -0,0487 -0,0624 -0,1026 -0,1523 -0,1879 -0,1903 -0,1524 -0,0802 0,0098 0,0969 0,1650 0,2099 0,2382 0,2593 0,2801 0,3020 0,3192 0,3215 0,2968 0,2301 0,1097 -0,0614 -0,2619 -0,4582 -0,6139 -0,7009 -0,7013 -0,6067 -0,4255 -0,1897 0,0507 0,2442 0,3571 0,3877 0,3632 0,3196 0,2806 0,2486 0,2102 0,1526 0,0821 0,0285 0,0271 0,0921 0,2079 0,3439 0,4722 0,5732 0,6404 0,6789 0,6963 0,6904 0,6461 0,5443 0,3747 0,1392 -0,1459 -0,4445 -0,7059 -0,8869 -0,9684 -0,9574 -0,8765 -0,7471 -0,5792 -0,3751 -0,1391 0,1208 0,3998 0,6957 1,0009 1,3000 1,5771 1,8212 2,0332 2,2290 2,4354 2,6752 2,9472 3,2203 3,4533 3,6169 3,6965 3,6878 3,5921 3,4154 3,1728 2,8929 2,6084 2,3443 2,1226 1,9750 1,9372 2,0308 2,2574 2,6010 3,0238 3,4612 3,8330 4,0784 4,1879 4,1999 4,1688 4,1397 4,1442 4,1975 4,2901 4,3897 4,4528 4,4429 4,3503 4,2001 4,0390 3,9123 3,8495 3,8630 3,9488 4,0908 4,2671 4,4558 4,6358 4,7905 4,9145 5,0132 5,0957 5,1605 5,1913 5,1706 5,0915 4,9583 4,7821 4,5806 4,3742 4,1802 4,0116 3,8769 3,7742 3,6967 3,6506 3,6557 3,7273 3,8666 4,0641 4,3030 4,5604 4,8100 5,0293 5,2033 5,3189 5,3628 5,3272 5,2174 5,0539 4,8712 4,7078 4,5909 4,5242 4,4879 4,4526 4,3943 4,3004 4,1733 4,0323 3,9082 3,8311 3,8147 3,8465 3,8975 3,9412 3,9651 3,9742 3,9879 4,0296 4,1161 4,2504 4,4172 4,5882 4,7412 4,8748 5,0040 5,1462 5,3111 5,4964 5,6907 5,8771 6,0287 6,1071 6,0763 5,9222 5,6594 5,3208 4,9451 4,5686 4,2159 3,8923 3,5840 3,2674 2,9252 2,5548 2,1636 1,7600 1,3493 0,9355 0,5259 0,1338 -0,2235 -0,5253 -0,7456 -0,8567 -0,8437 -0,7149 -0,5018 -0,2500 -0,0074 0,1932 0,3482 0,4832 0,6340 0,8237 1,0560 1,3260 1,6286 1,9535 2,2828 2,5981 2,8835 3,1248 3,3169 3,4729 3,6251 3,8100 4,0470 4,3301 4,6352 4,9332 5,1982 5,4095 5,5555 5,6458 5,7150 5,8019 5,9205 6,0443 6,1150 6,0688 5,8679 5,5216 5,0806 4,6109 4,1692 3,7881 3,4696 3,1914 2,9312 2,6820 2,4451 2,2181 2,0013 1,8085 1,6603 1,5732 1,5566 1,6142 1,7446 1,9410 2,1806 2,4115 2,5670 2,6022 2,5210 2,3731 2,2280 2,1467 2,1590 2,2525 2,3771 2,4666 2,4663 2,3505 2,1192 1,7826 1,3526 0,8471 0,2956 -0,2628 -0,7850 -1,2321 -1,5848 -1,8546 -2,0752 -2,2825 -2,4976 -2,7229 -2,9496 -3,1733 -3,4045 -3,6578 -3,9387 -4,2494 -4,5970 -4,9846 -5,3965 -5,7950 -6,1345 -6,3742 -6,4846 -6,4528 -6,2863 -6,0083 -5,6502 -5,2452
F3    0,8019 0,6218 0,4412 0,2652 0,0962 -0,0656 -0,2155 -0,3352 -0,3966 -0,3765 -0,2689 -0,0880 0,1371 0,3732 0,5956 0,7920 0,9553 1,0757 1,1420 1,1471 1,0921 0,9900 0,8636 0,7390 0,6384 0,5739 0,5452 0,5407 0,5407 0,5189 0,4511 0,3289 0,1662 -0,0085 -0,1669 -0,2879 -0,3619 -0,3967 -0,4202 -0,4722 -0,5825 -0,7536 -0,9627 -1,1779 -1,3708 -1,5180 -1,5999 -1,6057 -1,5452 -1,4559 -1,3870 -1,3680 -1,3895 -1,4098 -1,3815 -1,2811 -1,1174 -0,9161 -0,7018 -0,4920 -0,2976 -0,1241 0,0299 0,1722 0,3100 0,4398 0,5497 0,6263 0,6530 0,6110 0,4915 0,3058 0,0847 -0,1318 -0,3102 -0,4342 -0,5052 -0,5386 -0,5630 -0,6111 -0,7007 -0,8264 -0,9687 -1,1086 -1,2350 -1,3440 -1,4360 -1,5128 -1,5755 -1,6209 -1,6365 -1,6061 -1,5317 -1,4410 -1,3693 -1,3347 -1,3326 -1,3490 -1,3785 -1,4309 -1,5283 -1,6972 -1,9516 -2,2775 -2,6414 -3,0160 -3,3926 -3,7727 -4,1564 -4,5425 -4,9321 -5,3282 -5,7292 -6,1225 -6,4833 -6,7853 -7,0132 -7,1619 -7,2308 -7,2218 -7,1372 -6,9814 -6,7675 -6,5139 -6,2328 -5,9285 -5,6064 -5,2748 -4,9418 -4,6165 -4,3093 -4,0255 -3,7617 -3,5070 -3,2471 -2,9720 -2,6801 -2,3751 -2,0628 -1,7495 -1,4365 -1,1200 -0,7991 -0,4774 -0,1606 0,1422 0,4107 0,6167 0,7431 0,8067 0,8585 0,9519 1,1058 1,3008 1,5057 1,7058 1,9100 2,1315 2,3662 2,5883 2,7645 2,8695 2,8891 2,8160 2,6482 2,3966 2,0887 1,7635 1,4585 1,2020 1,0100 0,8824 0,8002 0,7330 0,6534 0,5464 0,4079 0,2374 0,0317 -0,2122 -0,4832 -0,7534 -0,9928 -1,1875 -1,3424 -1,4740 -1,6048 -1,7533 -1,9208 -2,0941 -2,2648 -2,4369 -2,6164 -2,8035 -2,9944 -3,1898 -3,3981 -3,6277 -3,8776 -4,1387 -4,4007 -4,6589 -4,9155 -5,1760 -5,4396 -5,6910 -5,9026 -6,0485 -6,1164 -6,1090 -6,0341 -5,8951 -5,6903 -5,4196 -5,0866 -4,6989 -4,2707 -3,8253 -3,3913 -2,9981 -2,6660 -2,3954 -2,1673 -1,9602 -1,7630 -1,5802 -1,4286 -1,3274 -1,2915 -1,3312 -1,4462 -1,6191 -1,8177 -2,0065 -2,1572 -2,2574 -2,3135 -2,3408 -2,3483 -2,3335 -2,2908 -2,2232 -2,1476 -2,0888 -2,0639 -2,0748 -2,1158 -2,1832 -2,2821 -2,4283 -2,6360 -2,8958 -3,1710 -3,4200 -3,6176 -3,7541 -3,8268 -3,8372 -3,7953 -3,7227 -3,6451 -3,5761 -3,5107 -3,4339 -3,3329 -3,2012 -3,0381 -2,8504 -2,6550 -2,4723 -2,3166 -2,1929 -2,0962 -2,0134 -1,9326 -1,8488 -1,7567 -1,6432 -1,4941 -1,3060 -1,0897 -0,8626 -0,6379 -0,4150 -0,1841 0,0586 0,3003 0,5178 0,6863 0,7851 0,8055 0,7565 0,6605 0,5464 0,4443 0,3808 0,3712 0,4159 0,5008 0,6005 0,6841 0,7235 0,7014 0,6166 0,4821 0,3181 0,1472 -0,0101 -0,1387 -0,2256 -0,2582 -0,2347 -0,1700 -0,0877 -0,0071 0,0706 0,1633 0,2906 0,4525 0,6214 0,7567 0,8316 0,8474 0,8263 0,7960 0,7780 0,7842 0,8179 0,8794 0,9693 1,0886 1,2339 1,3898 1,5285 1,6279 1,6898 1,7384 1,8048 1,9067 2,0379 2,1754 2,2938 2,3743 2,4045 2,3754 2,2854 2,1525 2,0128 1,8997 1,8243 1,7755 1,7348 1,6926 1,6558 1,6442 1,6825 1,7913 1,9805 2,2439 2,5571 2,8859 3,1973 3,4660 3,6768 3,8275 3,9312 4,0111 4,0852 4,1557 4,2147 4,2546 4,2675 4,2429 4,1719 4,0567 3,9186 3,7951 3,7196 3,7045 3,7450 3,8338 3,9644 4,1239 4,2964 4,4694 4,6313 4,7629 4,8402 4,8484 4,7982 4,7251 4,6688 4,6558 4,6942 4,7720 4,8606 4,9313 4,9722 4,9928 5,0182 5,0783 5,1872 5,3243 5,4414 5,4913 5,4496 5,3225 5,1485 4,9835 4,8713 4,8288 4,8534 4,9343 5,0559 5,1944 5,3238 5,4311 5,5225 5,6115 5,7061 5,8039 5,8904 5,9442 5,9521 5,9182 5,8539 5,7714 5,6896 5,6304 5,6066 5,6179 5,6568 5,7142 5,7812 5,8500 5,9176 5,9876 6,0648 6,1468 6,2243 6,2881 6,3367 6,3791 6,4306 6,5012 6,5861 6,6650 6,7101 6,6976 6,6190 6,4870 6,3288 6,1720 6,0381 5,9402 5,8780 5,8398 5,8123 5,7898 5,7814 5,8078 5,8868 6,0204 6,1929 6,3737 6,5265 6,6250 6,6629 6,6508 6,6052 6,5400 6,4632 6,3820 6,3070 6,2460 6,1924 6,1198 5,9886 5,7658 5,4421 5,0344 4,5769 4,1061 3,6465 3,2025 2,7643 2,3270 1,9009 1,5042 1,1527 0,8585 0,6269 0,4519 0,3157 0,1962 0,0791 -0,0294 -0,1046 -0,1227 -0,0822 -0,0069 0,0697 0,1286 0,1767 0,2437 0,3670 0,5721 0,8568 1,1941 1,5519 1,9073 2,2451 2,5557 2,8372 3,0907 3,3152 3,5118 3,6884 3,8584 4,0327 4,2140 4,3979 4,5761 4,7411 4,8892 5,0199 5,1370 5,2515 5,3792 5,5289 5,6963 5,8629 5,9971 6,0602 6,0194 5,8632 5,6073 5,2825 4,9169 4,5271 4,1198 3,7007 3,2879 2,9124 2,6006 2,3591 2,1827 2,0677 2,0115 2,0065 2,0408 2,1033 2,1864 2,2886 2,4109 2,5446 2,6677 2,7576 2,8089 2,8395 2,8771 2,9424 3,0361 3,1361 3,2001 3,1779 3,0277 2,7328 2,3052 1,7760 1,1824 0,5601 -0,0567 -0,6355 -1,1476 -1,5719 -1,9014 -2,1473 -2,3339 -2,4874 -2,6261 -2,7609 -2,9047 -3,0773 -3,2951 -3,5498 -3,8052 -4,0222 -4,1826 -4,2869 -4,3386 -4,3393 -4,2938 -4,2113 -4,1007 -3,9661 -3,8048 -3,6125 -3,3908 -3,1456
F7    0,7230 0,7912 0,8790 0,9564 0,9947 0,9822 0,9293 0,8644 0,8254 0,8489 0,9530 1,1196 1,2962 1,4235 1,4676 1,4306 1,3390 1,2258 1,1179 1,0288 0,9550 0,8816 0,7965 0,7044 0,6245 0,5716 0,5421 0,5172 0,4751 0,3977 0,2736 0,0995 -0,1179 -0,3597 -0,5973 -0,7978 -0,9338 -1,0019 -1,0322 -1,0758 -1,1769 -1,3538 -1,5978 -1,8855 -2,1919 -2,4896 -2,7400 -2,8979 -2,9339 -2,8517 -2,6799 -2,4491 -2,1816 -1,8966 -1,6129 -1,3471 -1,1151 -0,9344 -0,8224 -0,7900 -0,8341 -0,9331 -1,0482 -1,1323 -1,1491 -1,0862 -0,9506 -0,7611 -0,5475 -0,3479 -0,2018 -0,1403 -0,1735 -0,2859 -0,4468 -0,6269 -0,8063 -0,9672 -1,0904 -1,1623 -1,1808 -1,1505 -1,0804 -0,9847 -0,8831 -0,7958 -0,7379 -0,7180 -0,7441 -0,8244 -0,9627 -1,1563 -1,3978 -1,6731 -1,9548 -2,2024 -2,3784 -2,4680 -2,4853 -2,4528 -2,3851 -2,2964 -2,2081 -2,1380 -2,0972 -2,1043 -2,1897 -2,3758 -2,6619 -3,0272 -3,4405 -3,8666 -4,2698 -4,6180 -4,8878 -5,0674 -5,1600 -5,1785 -5,1333 -5,0266 -4,8575 -4,6327 -4,3743 -4,1183 -3,9009 -3,7488 -3,6746 -3,6660 -3,6839 -3,6774 -3,5997 -3,4163 -3,1168 -2,7174 -2,2485 -1,7390 -1,2137 -0,7007 -0,2405 0,1184 0,3398 0,4217 0,3997 0,3346 0,2906 0,3109 0,3998 0,5259 0,6482 0,7485 0,8400 0,9456 1,0694 1,1942 1,3031 1,4009 1,5109 1,6525 1,8275 2,0247 2,2302 2,4309 2,6186 2,7912 2,9443 3,0641 3,1297 3,1200 3,0239 2,8474 2,6077 2,3198 1,9940 1,6461 1,3073 1,0167 0,8019 0,6652 0,5869 0,5433 0,5228 0,5173 0,5034 0,4460 0,3243 0,1453 -0,0705 -0,3009 -0,5206 -0,7076 -0,8556 -0,9741 -1,0752 -1,1688 -1,2667 -1,3817 -1,5236 -1,6967 -1,8954 -2,1017 -2,2921 -2,4506 -2,5803 -2,7052 -2,8577 -3,0575 -3,2969 -3,5457 -3,7705 -3,9513 -4,0821 -4,1575 -4,1579 -4,0510 -3,8084 -3,4218 -2,9016 -2,2708 -1,5701 -0,8623 -0,2174 0,3153 0,7163 0,9835 1,1259 1,1652 1,1330 1,0625 0,9770 0,8800 0,7621 0,6192 0,4655 0,3300 0,2395 0,1996 0,1896 0,1785 0,1498 0,1062 0,0559 0,0028 -0,0553 -0,1234 -0,2032 -0,2859 -0,3514 -0,3832 -0,3915 -0,4159 -0,4896 -0,6034 -0,7096 -0,7566 -0,7187 -0,6056 -0,4569 -0,3222 -0,2379 -0,2169 -0,2482 -0,3006 -0,3401 -0,3492 -0,3266 -0,2751 -0,1969 -0,0975 0,0188 0,1586 0,3419 0,5892 0,9023 1,2535 1,5945 1,8824 2,1068 2,2894 2,4568 2,6217 2,7863 2,9422 3,0635 3,1201 3,1008 3,0169 2,8913 2,7538 2,6415 2,5883 2,6087 2,6908 2,8021 2,9020 2,9572 2,9560 2,9113 2,8472 2,7838 2,7331 2,7005 2,6800 2,6518 2,5953 2,5022 2,3769 2,2309 2,0782 1,9298 1,7955 1,6861 1,6096 1,5703 1,5715 1,6107 1,6809 1,7823 1,9260 2,1206 2,3567 2,6033 2,8211 2,9860 3,1007 3,1820 3,2383 3,2634 3,2518 3,2131 3,1736 3,1685 3,2323 3,3806 3,5991 3,8558 4,1177 4,3524 4,5330 4,6465 4,6930 4,6786 4,6151 4,5223 4,4191 4,3109 4,1930 4,0704 3,9704 3,9329 3,9850 4,1213 4,3075 4,4960 4,6413 4,7130 4,7074 4,6481 4,5734 4,5171 4,4958 4,5141 4,5732 4,6658 4,7788 4,9130 5,0891 5,3220 5,5917 5,8477 6,0420 6,1506 6,1702 6,1080 5,9790 5,8054 5,6125 5,4228 5,2481 5,0850 4,9226 4,7607 4,6102 4,4816 4,3827 4,3252 4,3185 4,3573 4,4237 4,5006 4,5815 4,6701 4,7778 4,9201 5,1111 5,3516 5,6236 5,8929 6,1157 6,2464 6,2557 6,1472 5,9534 5,7135 5,4591 5,2173 5,0153 4,8787 4,8308 4,8883 5,0531 5,3131 5,6489 6,0378 6,4498 6,8411 7,1624 7,3842 7,5148 7,5880 7,6346 7,6684 7,6900 7,6930 7,6656 7,5933 7,4668 7,2927 7,1010 6,9344 6,8252 6,7798 6,7837 6,8180 6,8719 6,9436 7,0344 7,1400 7,2431 7,3124 7,3165 7,2443 7,1141 6,9668 6,8573 6,8442 6,9739 7,2595 7,6688 8,1304 8,5576 8,8768 9,0464 9,0588 8,9326 8,6964 8,3778 8,0122 7,6524 7,3562 7,1661 7,0957 7,1285 7,2291 7,3627 7,4996 7,6078 7,6613 7,6621 7,6465 7,6608 7,7290 7,8377 7,9498 8,0276 8,0443 7,9818 7,8292 7,5819 7,2443 6,8353 6,3904 5,9508 5,5453 5,1773 4,8265 4,4649 4,0785 3,6766 3,2815 2,9113 2,5708 2,2507 1,9353 1,6175 1,3101 1,0455 0,8664 0,8144 0,9143 1,1644 1,5354 1,9776 2,4304 2,8375 3,1631 3,4003 3,5631 3,6671 3,7227 3,7460 3,7674 3,8262 3,9601 4,1942 4,5317 4,9507 5,4068 5,8422 6,2019 6,4493 6,5764 6,6073 6,5925 6,5925 6,6568 6,8032 7,0141 7,2516 7,4824 7,6885 7,8594 7,9824 8,0444 8,0393 7,9693 7,8423 7,6699 7,4650 7,2429 7,0188 6,8018 6,5937 6,3977 6,2198 6,0574 5,8979 5,7364 5,5849 5,4575 5,3560 5,2701 5,1878 5,1086 5,0489 5,0290 5,0532 5,1041 5,1557 5,1898 5,2020 5,2008 5,2041 5,2311 5,2891 5,3609 5,4059 5,3778 5,2471 5,0101 4,6848 4,3024 3,8978 3,5027 3,1404 2,8260 2,5675 2,3607 2,1830 1,9990 1,7773 1,5081 1,2054 0,8976 0,6111 0,3606 0,1539 -0,0018 -0,1115 -0,2024 -0,3038 -0,4167 -0,5109 -0,5486 -0,5067 -0,3796 -0,1698 0,1137 0,4500 0,8028 1,1288
