Fp1   -2,6549 -2,9106 -3,1018 -3,1530 -3,0205 -2,7088 -2,2735 -1,8142 -1,4481 -1,2681 -1,3141 -1,5688 -1,9685 -2,4144 -2,7918 -3,0087 -3,0343 -2,8994 -2,6533 -2,3280 -1,9395 -1,5066 -1,0612 -0,6500 -0,3233 -0,1119 -0,0140 0,0031 -0,0020 0,0469 0,2246 0,5739 1,0877 1,7230 2,4246 3,1320 3,7746 4,2746 4,5648 4,6103 4,4219 4,0505 3,5743 3,0829 2,6549 2,3290 2,0950 1,9161 1,7604 1,6184 1,5025 1,4320 1,4153 1,4402 1,4713 1,4592 1,3599 1,1580 0,8768 0,5699 0,2971 0,0996 -0,0128 -0,0535 -0,0447 -0,0092 0,0392 0,1010 0,1847 0,2954 0,4340 0,6042 0,8132 1,0622 1,3354 1,5908 1,7693 1,8246 1,7515 1,5924 1,4257 1,3378 1,3795 1,5420 1,7695 1,9846 2,1099 2,0978 1,9500 1,7066 1,4220 1,1512 0,9407 0,8097 0,7336 0,6465 0,4668 0,1383 -0,3336 -0,8851 -1,4351 -1,9285 -2,3509 -2,7197 -3,0605 -3,3820 -3,6690 -3,8919 -4,0231 -4,0545 -4,0013 -3,8878 -3,7380 -3,5784 -3,4347 -3,3196 -3,2290 -3,1517 -3,0775 -2,9938 -2,8759 -2,6894 -2,4076 -2,0244 -1,5575 -1,0423 -0,5171 -0,0032 0,5039 1,0251 1,5806 2,1784 2,8078 3,4409 4,0430 4,5853 5,0586 5,4850 5,9059 6,3467 6,7991 7,2357 7,6210 7,9120 8,0689 8,0797 7,9683 7,7725 7,5221 7,2430 6,9680 6,7281 6,5453 6,4459 6,4632 6,6155 6,8933 7,2697 7,7083 8,1656 8,5906 8,9290 9,1373 9,1999 9,1371 8,9972 8,8313 8,6711 8,5316 8,4218 8,3424 8,2758 8,1860 8,0369 7,8167 7,5451 7,2605 7,0025 6,8000 6,6669 6,6024 6,5936 6,6214 6,6700 6,7321 6,8024 6,8670 6,9095 6,9256 6,9186 6,8908 6,8486 6,8041 6,7531 6,6611 6,4794 6,1736 5,7400 5,2104 4,6470 4,1159 3,6492 3,2250 2,7856 2,2786 1,6899 1,0528 0,4401 -0,0645 -0,4063 -0,5758 -0,5904 -0,4693 -0,2310 0,0911 0,4386 0,7454 0,9631 1,0651 1,0390 0,8845 0,6230 0,3041 -0,0076 -0,2722 -0,5117 -0,7957 -1,1811 -1,6634 -2,1844 -2,6724 -3,0731 -3,3636 -3,5543 -3,6727 -3,7349 -3,7274 -3,6078 -3,3286 -2,8781 -2,3031 -1,6887 -1,1219 -0,6724 -0,3931 -0,3136 -0,4228 -0,6596 -0,9390 -1,1897 -1,3731 -1,4787 -1,5124 -1,4876 -1,4297 -1,3811 -1,3841 -1,4553 -1,5831 -1,7371 -1,8690 -1,9254 -1,8760 -1,7255 -1,4915 -1,1835 -0,8160 -0,4248 -0,0512 0,2861 0,5904 0,8677 1,1181 1,3343 1,5002 1,5974 1,6204 1,5918 1,5576 1,5647 1,6386 1,7783 1,9613 2,1490 2,3005 2,3930 2,4304 2,4331 2,4257 2,4365 2,4993 2,6454 2,8832 3,1918 3,5438 3,9212 4,3022 4,6437 4,8907 5,0046 4,9815 4,8476 4,6503 4,4434 4,2678 4,1382 4,0436 3,9560 3,8390 3,6565 3,3907 3,0613 2,7188 2,4075 2,1311 1,8554 1,5385 1,1668 0,7673 0,3864 0,0632 -0,1804 -0,3414 -0,4324 -0,4673 -0,4475 -0,3645 -0,2117 0,0091 0,2911 0,6327 1,0378 1,4980 1,9712 2,3819 2,6576 2,7686 2,7338 2,5960 2,4018 2,1982 2,0320 1,9452 1,9663 2,1005 2,3266 2,6101 2,9184 3,2197 3,4799 3,6727 3,7921 3,8498 3,8618 3,8381 3,7824 3,6964 3,5834 3,4496 3,3045 3,1602 3,0256 2,9082 2,8240 2,8015 2,8653 3,0102 3,1968 3,3669 3,4661 3,4692 3,3997 3,3271 3,3295 3,4495 3,6727 3,9461 4,2172 4,4549 4,6479 4,8023 4,9348 5,0503 5,1304 5,1475 5,0861 4,9547 4,7793 4,5836 4,3769 4,1639 3,9595 3,7910 3,6862 3,6513 3,6535 3,6329 3,5409 3,3758 3,1816 3,0091 2,8780 2,7696 2,6506 2,5011 2,3238 2,1374 1,9658 1,8225 1,6999 1,5805 1,4589 1,3493 1,2730 1,2435 1,2671 1,3484 1,4877 1,6717 1,8734 2,0698 2,2540 2,4279 2,5934 2,7577 2,9294 3,1076 3,2876 3,4783 3,6939 3,9268 4,1389 4,2836 4,3322 4,2842 4,1620 3,9954 3,8114 3,6302 3,4646 3,3282 3,2430 3,2249 3,2584 3,2984 3,3034 3,2602 3,1807 3,0824 2,9764 2,8730 2,7844 2,7125 2,6393 2,5349 2,3829 2,2045 2,0516 1,9755 2,0039 2,1417 2,3745 2,6705 2,9906 3,3090 3,6146 3,8902 4,1099 4,2593 4,3438 4,3734 4,3526 4,2814 4,1573 3,9777 3,7428 3,4666 3,1858 2,9479 2,7810 2,6756 2,5899 2,4718 2,2920 2,0636 1,8271 1,6144 1,4303 1,2584 1,0754 0,8685 0,6460 0,4322 0,2546 0,1340 0,0770 0,0787 0,1369 0,2626 0,4804 0,8122 1,2463 1,7212 2,1494 2,4655 2,6524 2,7339 2,7498 2,7380 2,7333 2,7717 2,8873 3,1048 3,4324 3,8590 4,3517 4,8479 5,2574 5,4965 5,5313 5,3942 5,1620 4,9185 4,7247 4,6000 4,5168 4,4231 4,2793 4,0818 3,8610 3,6655 3,5340 3,4729 3,4596 3,4674 3,4814 3,4962 3,5094 3,5229 3,5493 3,6108 3,7213 3,8668 4,0066 4,0823 4,0354 3,8391 3,5104 3,0887 2,6164 2,1339 1,6737 1,2558 0,8899 0,5817 0,3352 0,1515 0,0271 -0,0472 -0,0837 -0,0918 -0,0765 -0,0480 -0,0280 -0,0410 -0,1029 -0,2187 -0,3891 -0,6103 -0,8653 -1,1203 -1,3356 -1,4740 -1,5033 -1,4047 -1,1935 -0,9257 -0,6731 -0,4866 -0,3802 -0,3427 -0,3530 -0,3828 -0,3993 -0,3799 -0,3240 -0,2497 -0,1885 -0,1756 -0,2323 -0,3569 -0,5291 -0,7197 -0,9049 -1,0823 -1,2712 -1,4909 -1,7370 -1,9825 -2,1941
Fz    -3,1788 -3,2287 -3,1824 -3,0478 -2,8454 -2,6044 -2,3524 -2,1137 -1,9097 -1,7560 -1,6550 -1,5942 -1,5560 -1,5260 -1,4919 -1,4428 -1,3729 -1,2800 -1,1590 -1,0049 -0,8202 -0,6140 -0,3974 -0,1835 0,0151 0,1926 0,3489 0,4885 0,6263 0,7905 1,0125 1,3087 1,6657 2,0450 2,4028 2,7037 2,9236 3,0483 3,0723 2,9992 2,8427 2,6239 2,3667 2,0938 1,8214 1,5524 1,2770 0,9883 0,6937 0,4133 0,1724 -0,0035 -0,0948 -0,0977 -0,0324 0,0593 0,1293 0,1464 0,1140 0,0681 0,0545 0,1005 0,2036 0,3413 0,4866 0,6152 0,7111 0,7685 0,7892 0,7767 0,7355 0,6764 0,6158 0,5656 0,5236 0,4701 0,3748 0,2154 -0,0036 -0,2512 -0,4819 -0,6531 -0,7475 -0,7851 -0,8133 -0,8921 -1,0780 -1,3992 -1,8345 -2,3195 -2,7742 -3,1302 -3,3486 -3,4269 -3,3954 -3,3068 -3,2216 -3,1875 -3,2213 -3,3067 -3,4128 -3,5157 -3,6102 -3,7082 -3,8254 -3,9635 -4,1045 -4,2195 -4,2863 -4,3001 -4,2650 -4,1815 -4,0493 -3,8774 -3,6860 -3,5015 -3,3502 -3,2466 -3,1823 -3,1250 -3,0302 -2,8598 -2,5965 -2,2433 -1,8146 -1,3341 -0,8309 -0,3256 0,1829 0,7143 1,2928 1,9307 2,6157 3,3155 3,9952 4,6314 5,2164 5,7594 6,2754 6,7660 7,2117 7,5848 7,8620 8,0319 8,1010 8,0991 8,0682 8,0420 8,0348 8,0474 8,0791 8,1331 8,2146 8,3341 8,5042 8,7294 9,0044 9,3210 9,6675 10,0267 10,3750 10,6824 10,9149 11,0437 11,0522 10,9386 10,7136 10,4015 10,0417 9,6873 9,3962 9,2130 9,1467 9,1655 9,2104 9,2135 9,1158 8,8844 8,5227 8,0674 7,5743 7,1037 6,7073 6,4191 6,2458 6,1638 6,1287 6,0990 6,0554 5,9940 5,9077 5,7837 5,6127 5,3936 5,1289 4,8191 4,4646 4,0760 3,6789 3,3068 2,9852 2,7203 2,4970 2,2852 2,0521 1,7731 1,4398 1,0650 0,6771 0,3098 -0,0033 -0,2317 -0,3566 -0,3794 -0,3254 -0,2403 -0,1766 -0,1768 -0,2636 -0,4390 -0,6873 -0,9792 -1,2793 -1,5633 -1,8366 -2,1378 -2,5170 -2,9992 -3,5606 -4,1385 -4,6651 -5,0990 -5,4350 -5,6934 -5,8969 -6,0532 -6,1513 -6,1702 -6,0937 -5,9231 -5,6774 -5,3841 -5,0732 -4,7782 -4,5372 -4,3873 -4,3487 -4,4095 -4,5333 -4,6790 -4,8129 -4,9060 -4,9342 -4,8898 -4,7935 -4,6897 -4,6206 -4,6007 -4,6124 -4,6136 -4,5495 -4,3704 -4,0508 -3,5957 -3,0337 -2,4086 -1,7735 -1,1825 -0,6766 -0,2724 0,0379 0,2773 0,4706 0,6319 0,7571 0,8326 0,8581 0,8621 0,8920 0,9886 1,1721 1,4435 1,7912 2,1908 2,5988 2,9577 3,2127 3,3306 3,3135 3,2046 3,0752 2,9926 2,9879 3,0517 3,1572 3,2802 3,3993 3,4910 3,5371 3,5390 3,5191 3,5060 3,5161 3,5451 3,5710 3,5684 3,5218 3,4232 3,2570 2,9990 2,6373 2,1896 1,6964 1,1970 0,7136 0,2534 -0,1826 -0,5908 -0,9630 -1,2885 -1,5570 -1,7592 -1,8882 -1,9410 -1,9199 -1,8328 -1,6902 -1,5017 -1,2748 -1,0119 -0,7083 -0,3569 0,0375 0,4487 0,8351 1,1584 1,4020 1,5759 1,7083 1,8352 1,9939 2,2167 2,5199 2,8966 3,3153 3,7285 4,0921 4,3828 4,5979 4,7435 4,8333 4,8903 4,9370 4,9799 5,0066 4,9968 4,9337 4,8087 4,6234 4,3943 4,1497 3,9188 3,7205 3,5667 3,4734 3,4574 3,5158 3,6117 3,6862 3,6900 3,6115 3,4860 3,3783 3,3505 3,4296 3,5968 3,8028 3,9950 4,1352 4,2045 4,2057 4,1626 4,1050 4,0515 4,0039 3,9519 3,8794 3,7696 3,6099 3,3952 3,1367 2,8685 2,6378 2,4816 2,4058 2,3807 2,3552 2,2858 2,1621 2,0095 1,8658 1,7542 1,6719 1,6012 1,5267 1,4482 1,3819 1,3490 1,3588 1,4032 1,4652 1,5312 1,5917 1,6375 1,6597 1,6544 1,6260 1,5852 1,5443 1,5184 1,5287 1,5977 1,7381 1,9488 2,2202 2,5311 2,8464 3,1274 3,3476 3,4958 3,5707 3,5775 3,5275 3,4374 3,3267 3,2130 3,1071 3,0100 2,9168 2,8213 2,7211 2,6228 2,5411 2,4880 2,4678 2,4806 2,5254 2,5950 2,6694 2,7186 2,7181 2,6629 2,5688 2,4644 2,3812 2,3454 2,3721 2,4613 2,5973 2,7572 2,9253 3,0964 3,2667 3,4260 3,5637 3,6726 3,7467 3,7788 3,7656 3,7137 3,6414 3,5744 3,5323 3,5094 3,4735 3,3837 3,2116 2,9514 2,6165 2,2328 1,8336 1,4541 1,1231 0,8583 0,6639 0,5263 0,4119 0,2795 0,0986 -0,1452 -0,4494 -0,7922 -1,1367 -1,4443 -1,6911 -1,8784 -2,0240 -2,1339 -2,1861 -2,1425 -1,9752 -1,6826 -1,2899 -0,8384 -0,3692 0,0875 0,5135 0,8972 1,2327 1,5235 1,7839 2,0344 2,2914 2,5596 2,8326 3,0969 3,3329 3,5144 3,6121 3,6059 3,4997 3,3238 3,1231 2,9400 2,8012 2,7118 2,6616 2,6400 2,6424 2,6681 2,7197 2,8029 2,9194 3,0592 3,2043 3,3388 3,4545 3,5494 3,6232 3,6772 3,7180 3,7534 3,7809 3,7828 3,7278 3,5868 3,3552 3,0580 2,7286 2,3902 2,0518 1,7117 1,3611 0,9893 0,5875 0,1495 -0,3263 -0,8380 -1,3790 -1,9319 -2,4647 -2,9436 -3,3556 -3,7129 -4,0348 -4,3278 -4,5878 -4,8108 -4,9954 -5,1400 -5,2420 -5,2987 -5,3086 -5,2740 -5,2054 -5,1218 -5,0448 -4,9898 -4,9624 -4,9600 -4,9743 -4,9891 -4,9751 -4,8900 -4,6932 -4,3671 -3,9287 -3,4289 -2,9353 -2,5040 -2,1609 -1,9053 -1,7202 -1,5841 -1,4849 -1,4266 -1,4208 -1,4719 -1,5707 -1,6948
F3    -2,8483 -2,9963 -3,0359 -2,9628 -2,7894 -2,5458 -2,2723 -2,0103 -1,7962 -1,6579 -1,6092 -1,6428 -1,7351 -1,8553 -1,9698 -2,0504 -2,0826 -2,0624 -1,9854 -1,8457 -1,6423 -1,3822 -1,0776 -0,7435 -0,3954 -0,0436 0,3044 0,6419 0,9668 1,2818 1,5864 1,8732 2,1337 2,3655 2,5717 2,7527 2,9021 3,0097 3,0674 3,0701 3,0107 2,8808 2,6812 2,4334 2,1717 1,9210 1,6868 1,4623 1,2408 1,0225 0,8158 0,6385 0,5133 0,4519 0,4384 0,4297 0,3787 0,2607 0,0878 -0,0974 -0,2458 -0,3320 -0,3668 -0,3793 -0,3931 -0,4179 -0,4492 -0,4689 -0,4536 -0,3839 -0,2517 -0,0618 0,1720 0,4306 0,6938 0,9392 1,1421 1,2830 1,3521 1,3496 1,2899 1,2012 1,1090 1,0229 0,9376 0,8345 0,6840 0,4625 0,1745 -0,1426 -0,4362 -0,6628 -0,8029 -0,8651 -0,8787 -0,8813 -0,9041 -0,9604 -1,0402 -1,1204 -1,1836 -1,2333 -1,2884 -1,3681 -1,4783 -1,6032 -1,7132 -1,7870 -1,8263 -1,8480 -1,8616 -1,8557 -1,8055 -1,6968 -1,5443 -1,3896 -1,2787 -1,2345 -1,2420 -1,2588 -1,2389 -1,1490 -0,9723 -0,7053 -0,3568 0,0516 0,4925 0,9457 1,4027 1,8611 2,3232 2,7969 3,2906 3,8061 4,3405 4,8883 5,4407 5,9887 6,5236 7,0299 7,4782 7,8310 8,0581 8,1476 8,1153 8,0110 7,9073 7,8664 7,9148 8,0468 8,2463 8,5014 8,8042 9,1473 9,5209 9,9054 10,2721 10,6007 10,8928 11,1664 11,4371 11,7024 11,9390 12,1130 12,1886 12,1346 11,9332 11,5920 11,1503 10,6750 10,2406 9,9019 9,6761 9,5424 9,4533 9,3452 9,1548 8,8437 8,4186 7,9272 7,4343 6,9965 6,6504 6,4124 6,2791 6,2284 6,2276 6,2473 6,2694 6,2821 6,2738 6,2368 6,1735 6,0913 5,9921 5,8668 5,7021 5,4895 5,2264 4,9110 4,5437 4,1336 3,6963 3,2460 2,7932 2,3463 1,9156 1,5149 1,1602 0,8669 0,6505 0,5257 0,4969 0,5486 0,6462 0,7449 0,8027 0,7891 0,6870 0,4890 0,1989 -0,1595 -0,5432 -0,9149 -1,2687 -1,6297 -2,0320 -2,4944 -3,0037 -3,5170 -3,9827 -4,3636 -4,6474 -4,8414 -4,9598 -5,0113 -4,9934 -4,9017 -4,7436 -4,5423 -4,3256 -4,1149 -3,9239 -3,7667 -3,6631 -3,6327 -3,6807 -3,7876 -3,9180 -4,0398 -4,1316 -4,1801 -4,1818 -4,1484 -4,1082 -4,0948 -4,1277 -4,2011 -4,2896 -4,3564 -4,3559 -4,2445 -3,9972 -3,6111 -3,0980 -2,4793 -1,7900 -1,0808 -0,4101 0,1782 0,6701 1,0785 1,4247 1,7172 1,9405 2,0674 2,0917 2,0557 2,0367 2,1017 2,2757 2,5478 2,8899 3,2648 3,6277 3,9355 4,1602 4,2919 4,3327 4,2961 4,2101 4,1093 4,0192 3,9483 3,8976 3,8711 3,8731 3,8986 3,9332 3,9655 3,9968 4,0393 4,1029 4,1806 4,2486 4,2828 4,2729 4,2154 4,0947 3,8860 3,5839 3,2173 2,8331 2,4637 2,1128 1,7663 1,4156 1,0746 0,7753 0,5481 0,4070 0,3502 0,3600 0,4058 0,4587 0,5100 0,5727 0,6685 0,8119 1,0074 1,2549 1,5511 1,8812 2,2117 2,4963 2,6988 2,8150 2,8720 2,9079 2,9555 3,0433 3,1959 3,4221 3,7046 4,0044 4,2757 4,4861 4,6285 4,7178 4,7793 4,8424 4,9359 5,0750 5,2474 5,4157 5,5385 5,5881 5,5516 5,4264 5,2226 4,9619 4,6714 4,3820 4,1380 3,9958 3,9983 4,1438 4,3804 4,6299 4,8231 4,9306 4,9754 5,0178 5,1175 5,2961 5,5234 5,7403 5,8985 5,9782 5,9790 5,9100 5,7908 5,6442 5,4838 5,3097 5,1157 4,8980 4,6633 4,4254 4,1981 3,9996 3,8585 3,8041 3,8437 3,9492 4,0619 4,1181 4,0830 3,9713 3,8350 3,7274 3,6690 3,6424 3,6161 3,5735 3,5200 3,4708 3,4381 3,4255 3,4323 3,4591 3,5061 3,5657 3,6220 3,6573 3,6610 3,6355 3,5976 3,5737 3,5937 3,6778 3,8173 3,9734 4,1052 4,1981 4,2618 4,3112 4,3581 4,4135 4,4860 4,5759 4,6745 4,7670 4,8402 4,8895 4,9165 4,9245 4,9159 4,8912 4,8464 4,7809 4,7075 4,6487 4,6220 4,6306 4,6674 4,7222 4,7834 4,8375 4,8709 4,8742 4,8461 4,7922 4,7239 4,6544 4,5978 4,5714 4,5910 4,6565 4,7503 4,8515 4,9457 5,0177 5,0510 5,0368 4,9788 4,8853 4,7625 4,6192 4,4723 4,3458 4,2669 4,2552 4,3062 4,3856 4,4426 4,4319 4,3299 4,1394 3,8849 3,6037 3,3325 3,0946 2,8945 2,7213 2,5544 2,3729 2,1630 1,9183 1,6345 1,3133 0,9735 0,6523 0,3909 0,2128 0,1104 0,0587 0,0458 0,0880 0,2150 0,4446 0,7723 1,1674 1,5796 1,9593 2,2778 2,5306 2,7263 2,8795 3,0115 3,1530 3,3381 3,5902 3,9130 4,2979 4,7308 5,1857 5,6161 5,9610 6,1661 6,2093 6,1131 5,9315 5,7216 5,5205 5,3378 5,1662 4,9980 4,8349 4,6880 4,5756 4,5145 4,5067 4,5374 4,5879 4,6473 4,7092 4,7623 4,7883 4,7726 4,7174 4,6394 4,5575 4,4812 4,4030 4,3027 4,1669 3,9978 3,8021 3,5796 3,3233 3,0263 2,6893 2,3239 1,9477 1,5738 1,2038 0,8277 0,4313 0,0121 -0,4087 -0,7938 -1,1142 -1,3666 -1,5641 -1,7159 -1,8242 -1,8952 -1,9419 -1,9768 -2,0079 -2,0384 -2,0690 -2,0994 -2,1306 -2,1649 -2,2062 -2,2606 -2,3327 -2,4213 -2,5158 -2,5953 -2,6243 -2,5519 -2,3281 -1,9311 -1,3838 -0,7506 -0,1183 0,4306 0,8399 1,0912 1,2012 1,2052 1,1324 0,9939 0,7918 0,5352 0,2458 -0,0456
F7    -2,5977 -2,9022 -3,0882 -3,1329 -3,0294 -2,7856 -2,4336 -2,0367 -1,6781 -1,4358 -1,3602 -1,4616 -1,7072 -2,0265 -2,3333 -2,5601 -2,6811 -2,6981 -2,6078 -2,3973 -2,0701 -1,6595 -1,2184 -0,8037 -0,4596 -0,2040 -0,0302 0,0850 0,1831 0,3216 0,5508 0,8883 1,3138 1,7857 2,2620 2,7101 3,1075 3,4362 3,6779 3,8163 3,8419 3,7564 3,5747 3,3257 3,0441 2,7610 2,5010 2,2862 2,1320 2,0377 1,9876 1,9653 1,9653 1,9855 2,0122 2,0164 1,9660 1,8445 1,6630 1,4557 1,2660 1,1250 1,0342 0,9707 0,9110 0,8500 0,8042 0,8006 0,8583 0,9771 1,1404 1,3244 1,5060 1,6672 1,7989 1,8958 1,9501 1,9520 1,8971 1,7941 1,6754 1,5925 1,5860 1,6616 1,8030 1,9873 2,1829 2,3547 2,4853 2,5840 2,6747 2,7774 2,8987 3,0272 3,1305 3,1604 3,0728 2,8554 2,5398 2,1872 1,8593 1,5971 1,4141 1,2971 1,2179 1,1513 1,0867 1,0282 0,9840 0,9510 0,9148 0,8619 0,7859 0,6837 0,5565 0,4160 0,2859 0,1950 0,1664 0,2111 0,3263 0,4960 0,6951 0,9040 1,1225 1,3660 1,6530 1,9982 2,4043 2,8534 3,3125 3,7511 4,1519 4,5115 4,8392 5,1502 5,4579 5,7744 6,1107 6,4681 6,8298 7,1629 7,4299 7,6039 7,6833 7,7004 7,7081 7,7499 7,8379 7,9586 8,0930 8,2282 8,3589 8,4894 8,6337 8,8073 9,0217 9,2821 9,5854 9,9193 10,2634 10,5878 10,8544 11,0253 11,0763 11,0073 10,8404 10,6104 10,3520 10,0909 9,8369 9,5812 9,3056 9,0031 8,6873 8,3804 8,0944 7,8265 7,5688 7,3187 7,0791 6,8521 6,6376 6,4381 6,2562 6,0886 5,9280 5,7714 5,6232 5,4877 5,3624 5,2393 5,1052 4,9428 4,7374 4,4861 4,1970 3,8820 3,5515 3,2158 2,8883 2,5769 2,2708 1,9382 1,5464 1,0821 0,5586 0,0136 -0,4992 -0,9228 -1,2055 -1,3099 -1,2260 -0,9798 -0,6300 -0,2531 0,0753 0,2976 0,3845 0,3381 0,1861 -0,0308 -0,2717 -0,5052 -0,7144 -0,8953 -1,0466 -1,1610 -1,2265 -1,2397 -1,2185 -1,2029 -1,2390 -1,3547 -1,5405 -1,7465 -1,8991 -1,9296 -1,8013 -1,5217 -1,1364 -0,7134 -0,3253 -0,0348 0,1176 0,1194 -0,0138 -0,2425 -0,5166 -0,7909 -1,0358 -1,2385 -1,4029 -1,5463 -1,6920 -1,8600 -2,0559 -2,2693 -2,4814 -2,6696 -2,8056 -2,8621 -2,8255 -2,6965 -2,4806 -2,1890 -1,8477 -1,4990 -1,1838 -0,9199 -0,6994 -0,5054 -0,3312 -0,1863 -0,0881 -0,0491 -0,0647 -0,1111 -0,1524 -0,1565 -0,1066 -0,0011 0,1519 0,3363 0,5323 0,7280 0,9259 1,1399 1,3810 1,6452 1,9088 2,1341 2,2805 2,3212 2,2616 2,1431 2,0241 1,9511 1,9398 1,9771 2,0357 2,0898 2,1242 2,1348 2,1261 2,1085 2,0935 2,0808 2,0506 1,9721 1,8241 1,6046 1,3205 0,9743 0,5627 0,0889 -0,4216 -0,9138 -1,3201 -1,5926 -1,7231 -1,7418 -1,7017 -1,6576 -1,6450 -1,6697 -1,7093 -1,7252 -1,6779 -1,5342 -1,2706 -0,8862 -0,4151 0,0806 0,5322 0,8843 1,1115 1,2222 1,2419 1,1965 1,1117 1,0169 0,9421 0,9086 0,9262 0,9943 1,1065 1,2552 1,4275 1,6039 1,7659 1,9042 2,0136 2,0848 2,1063 2,0760 2,0041 1,9074 1,8028 1,7065 1,6337 1,5936 1,5852 1,6044 1,6569 1,7581 1,9165 2,1168 2,3207 2,4851 2,5830 2,6164 2,6156 2,6230 2,6680 2,7491 2,8405 2,9193 2,9820 3,0328 3,0723 3,1025 3,1283 3,1467 3,1437 3,1036 3,0205 2,9020 2,7597 2,5997 2,4296 2,2685 2,1407 2,0616 2,0304 2,0255 2,0099 1,9512 1,8458 1,7193 1,6029 1,5070 1,4195 1,3262 1,2280 1,1379 1,0674 1,0165 0,9706 0,9067 0,8077 0,6749 0,5258 0,3805 0,2534 0,1522 0,0842 0,0615 0,0969 0,1894 0,3120 0,4134 0,4440 0,3912 0,2933 0,2154 0,2116 0,3068 0,5006 0,7722 1,0814 1,3777 1,6161 1,7713 1,8422 1,8453 1,7999 1,7205 1,6171 1,4967 1,3672 1,2442 1,1474 1,0848 1,0447 1,0086 0,9670 0,9235 0,8917 0,8885 0,9271 1,0090 1,1177 1,2231 1,2993 1,3412 1,3684 1,4095 1,4832 1,5903 1,7211 1,8618 1,9943 2,0997 2,1706 2,2171 2,2575 2,3038 2,3575 2,4127 2,4622 2,5005 2,5219 2,5149 2,4637 2,3609 2,2200 2,0745 1,9623 1,9089 1,9156 1,9571 1,9943 1,9949 1,9465 1,8564 1,7427 1,6225 1,5020 1,3730 1,2166 1,0170 0,7782 0,5327 0,3262 0,1853 0,1012 0,0533 0,0440 0,1039 0,2635 0,5233 0,8463 1,1782 1,4774 1,7269 1,9221 2,0558 2,1212 2,1251 2,0947 2,0720 2,0997 2,2040 2,3884 2,6352 2,9068 3,1509 3,3186 3,3885 3,3748 3,3148 3,2461 3,1900 3,1441 3,0869 2,9946 2,8622 2,7055 2,5506 2,4241 2,3468 2,3241 2,3409 2,3770 2,4250 2,4913 2,5812 2,6873 2,7972 2,9060 3,0141 3,1176 3,2040 3,2520 3,2351 3,1364 2,9635 2,7434 2,5048 2,2656 2,0349 1,8213 1,6373 1,4948 1,3957 1,3252 1,2560 1,1623 1,0394 0,9105 0,8127 0,7701 0,7754 0,7960 0,7981 0,7611 0,6741 0,5312 0,3343 0,0966 -0,1607 -0,4114 -0,6288 -0,7910 -0,8859 -0,9114 -0,8733 -0,7870 -0,6807 -0,5932 -0,5581 -0,5795 -0,6221 -0,6260 -0,5395 -0,3483 -0,0841 0,1917 0,4186 0,5569 0,5887 0,5116 0,3366 0,0834 -0,2294 -0,5869 -0,9689 -1,3442 -1,6756
