Fp1   -2,3097 -2,3746 -2,4153 -2,3968 -2,3137 -2,1789 -2,0248 -1,9121 -1,9181 -2,1038 -2,4842 -3,0190 -3,6204 -4,1648 -4,5155 -4,5679 -4,2936 -3,7449 -3,0249 -2,2503 -1,5248 -0,9183 -0,4512 -0,0900 0,2333 0,5796 0,9738 1,4027 1,8295 2,2149 2,5344 2,7810 2,9593 3,0807 3,1535 3,1735 3,1323 3,0339 2,8933 2,7274 2,5550 2,4032 2,3040 2,2784 2,3218 2,4017 2,4699 2,4838 2,4204 2,2761 2,0623 1,8050 1,5439 1,3259 1,1911 1,1553 1,2034 1,2997 1,4001 1,4628 1,4556 1,3653 1,2148 1,0618 0,9617 0,9316 0,9540 1,0047 1,0684 1,1351 1,1943 1,2408 1,2801 1,3247 1,3928 1,5130 1,7156 2,0028 2,3274 2,6089 2,7757 2,8031 2,7270 2,6279 2,5935 2,6822 2,9056 3,2338 3,6138 3,9829 4,2865 4,5005 4,6343 4,6970 4,6690 4,5201 4,2486 3,8899 3,4889 3,0824 2,7075 2,4119 2,2333 2,1689 2,1760 2,2138 2,2731 2,3705 2,5217 2,7163 2,9088 3,0398 3,0650 2,9716 2,7808 2,5418 2,3082 2,1102 1,9445 1,7845 1,5912 1,3272 0,9839 0,5999 0,2436 -0,0244 -0,1718 -0,1922 -0,0967 0,0958 0,3634 0,6765 0,9969 1,2869 1,5152 1,6541 1,6828 1,6024 1,4380 1,2232 0,9878 0,7579 0,5674 0,4671 0,5046 0,6802 0,9327 1,1711 1,3121 1,3009 1,1232 0,8100 0,4324 0,0809 -0,1689 -0,2803 -0,2488 -0,0763 0,2392 0,6892 1,2424 1,8594 2,5117 3,1810 3,8455 4,4710 5,0136 5,4322 5,7074 5,8490 5,8952 5,9006 5,9153 5,9644 6,0443 6,1407 6,2424 6,3375 6,4108 6,4540 6,4646 6,4396 6,3845 6,3204 6,2746 6,2669 6,3002 6,3602 6,4280 6,4929 6,5487 6,5832 6,5759 6,5045 6,3526 6,1156 5,7957 5,4007 4,9550 4,5012 4,0813 3,7216 3,4355 3,2286 3,0991 3,0377 3,0284 3,0518 3,0845 3,0972 3,0627 2,9726 2,8408 2,6892 2,5339 2,3887 2,2719 2,1965 2,1478 2,0808 1,9501 1,7447 1,4998 1,2814 1,1526 1,1324 1,1760 1,2040 1,1583 1,0325 0,8595 0,6916 0,5907 0,6109 0,7770 1,0784 1,4796 1,9257 2,3456 2,6724 2,8762 2,9709 2,9926 2,9795 2,9693 2,9881 3,0264 3,0284 2,9238 2,6794 2,3220 1,9139 1,5113 1,1464 0,8409 0,6188 0,4879 0,4204 0,3675 0,2932 0,1885 0,0717 -0,0187 -0,0454 0,0001 0,0938 0,2042 0,3194 0,4503 0,6098 0,7865 0,9471 1,0651 1,1359 1,1613 1,1381 1,0678 0,9646 0,8473 0,7343 0,6471 0,6080 0,6256 0,6847 0,7533 0,7951 0,7777 0,6784 0,4932 0,2335 -0,0845 -0,4374 -0,7833 -1,0706 -1,2625 -1,3499 -1,3456 -1,2755 -1,1776 -1,1012 -1,0915 -1,1663 -1,3098 -1,4815 -1,6295 -1,7127 -1,7231 -1,6868 -1,6444 -1,6258 -1,6330 -1,6361 -1,5884 -1,4457 -1,1818 -0,8050 -0,3651 0,0674 0,4294 0,6823 0,8174 0,8538 0,8249 0,7632 0,6905 0,6100 0,5010 0,3361 0,1119 -0,1390 -0,3600 -0,4859 -0,4599 -0,2585 0,0922 0,5311 0,9976 1,4537 1,8788 2,2546 2,5588 2,7735 2,8990 2,9580 2,9814 2,9866 2,9637 2,8753 2,6763 2,3414 1,8832 1,3525 0,8326 0,4234 0,2017 0,1766 0,2831 0,4243 0,5205 0,5315 0,4595 0,3464 0,2617 0,2780 0,4414 0,7520 1,1604 1,5826 1,9326 2,1596 2,2657 2,2942 2,3040 2,3547 2,4916 2,7283 3,0409 3,3820 3,7019 3,9588 4,1121 4,1215 3,9639 3,6522 3,2384 2,8039 2,4411 2,2264 2,1937 2,3163 2,5166 2,7064 2,8337 2,8994 2,9436 3,0138 3,1358 3,3023 3,4839 3,6506 3,7938 3,9308 4,0938 4,3162 4,6202 5,0032 5,4287 5,8307 6,1355 6,2953 6,3069 6,1988 6,0028 5,7403 5,4264 5,0782 4,7171 4,3640 4,0386 3,7630 3,5582 3,4349 3,3898 3,4107 3,4840 3,6013 3,7546 3,9281 4,1006 4,2604 4,4107 4,5591 4,7015 4,8167 4,8825 4,8972 4,8827 4,8709 4,8940 4,9711 5,0932 5,2289 5,3550 5,4707 5,5749 5,6443 5,6462 5,5619 5,3879 5,1233 4,7683 4,3314 3,8362 3,3251 2,8550 2,4858 2,2640 2,2124 2,3293 2,5908 2,9482 3,3324 3,6798 3,9590 4,1709 4,3253 4,4258 4,4730 4,4728 4,4341 4,3574 4,2312 4,0447 3,8002 3,5068 3,1691 2,7931 2,3974 2,0062 1,6323 1,2721 0,9202 0,5892 0,3075 0,0996 -0,0248 -0,0746 -0,0823 -0,1026 -0,1866 -0,3447 -0,5345 -0,6906 -0,7623 -0,7226 -0,5603 -0,2860 0,0531 0,3759 0,5983 0,6705 0,5973 0,4271 0,2218 0,0237 -0,1686 -0,3998 -0,7210 -1,1469 -1,6418 -2,1371 -2,5650 -2,8867 -3,0979 -3,2178 -3,2715 -3,2715 -3,2183 -3,1186 -2,9960 -2,8809 -2,7961 -2,7514 -2,7425 -2,7516 -2,7527 -2,7165 -2,6075 -2,3892 -2,0431 -1,5837 -1,0510 -0,4916 0,0525 0,5452 0,9579 1,2726 1,4836 1,5941 1,6139 1,5586 1,4465 1,3026 1,1667 1,0826 1,0682 1,1067 1,1698 1,2345 1,2828 1,3033 1,2996 1,2917 1,3076 1,3682 1,4700 1,5794 1,6498 1,6510 1,5842 1,4722 1,3417 1,2152 1,1086 1,0311 0,9835 0,9485 0,8840 0,7314 0,4422 0,0115 -0,5083 -1,0347 -1,5010 -1,8740 -2,1353 -2,2628 -2,2426 -2,0942 -1,8734 -1,6470 -1,4590 -1,3191 -1,2156 -1,1313 -1,0478 -0,9472 -0,8208 -0,6799 -0,5508 -0,4532 -0,3857 -0,3363 -0,3041 -0,2997 -0,3253 -0,3665 -0,4036 -0,4207 -0,4041
Fz    -3,0487 -3,2494 -3,4243 -3,5291 -3,5448 -3,4770 -3,3631 -3,2750 -3,2982 -3,4936 -3,8693 -4,3757 -4,9162 -5,3619 -5,5785 -5,4742 -5,0427 -4,3653 -3,5730 -2,7966 -2,1310 -1,6183 -1,2427 -0,9313 -0,5817 -0,1129 0,4997 1,2239 1,9894 2,7169 3,3481 3,8609 4,2640 4,5797 4,8246 4,9952 5,0745 5,0492 4,9166 4,6840 4,3734 4,0256 3,6955 3,4327 3,2601 3,1649 3,1050 3,0273 2,8891 2,6740 2,3976 2,1039 1,8501 1,6895 1,6540 1,7426 1,9193 2,1209 2,2697 2,2931 2,1470 1,8376 1,4331 1,0438 0,7657 0,6360 0,6367 0,7282 0,8737 1,0416 1,2054 1,3529 1,4904 1,6365 1,8164 2,0620 2,4005 2,8275 3,2894 3,6996 3,9795 4,0989 4,0903 4,0322 4,0102 4,0790 4,2444 4,4711 4,7027 4,8764 4,9427 4,8907 4,7521 4,5702 4,3647 4,1337 3,8809 3,6254 3,3845 3,1652 2,9836 2,8796 2,8931 3,0240 3,2258 3,4440 3,6541 3,8618 4,0780 4,2966 4,4908 4,6301 4,6971 4,6917 4,6277 4,5289 4,4149 4,2851 4,1202 3,8969 3,5941 3,1954 2,7058 2,1652 1,6341 1,1655 0,7906 0,5205 0,3544 0,2885 0,3204 0,4435 0,6417 0,8898 1,1554 1,3975 1,5756 1,6699 1,6870 1,6467 1,5704 1,4809 1,4141 1,4266 1,5706 1,8469 2,1896 2,4988 2,6820 2,6815 2,4894 2,1518 1,7585 1,4135 1,1939 1,1274 1,2059 1,4168 1,7565 2,2187 2,7846 3,4326 4,1495 4,9234 5,7279 6,5143 7,2181 7,7775 8,1558 8,3514 8,3995 8,3618 8,3027 8,2623 8,2492 8,2549 8,2677 8,2717 8,2492 8,1909 8,0969 7,9715 7,8263 7,6858 7,5816 7,5403 7,5675 7,6427 7,7351 7,8218 7,8890 7,9243 7,9147 7,8449 7,6980 7,4600 7,1195 6,6724 6,1384 5,5660 5,0106 4,5124 4,0956 3,7752 3,5601 3,4514 3,4398 3,5051 3,6141 3,7213 3,7851 3,7919 3,7605 3,7214 3,6967 3,6983 3,7322 3,7937 3,8539 3,8616 3,7716 3,5799 3,3341 3,1146 2,9954 2,9997 3,0794 3,1426 3,1138 2,9733 2,7555 2,5306 2,3853 2,3944 2,5920 2,9638 3,4620 4,0199 4,5593 5,0100 5,3355 5,5418 5,6612 5,7333 5,7923 5,8563 5,9115 5,9064 5,7768 5,4910 5,0702 4,5664 4,0258 3,4783 2,9545 2,4944 2,1268 1,8447 1,6123 1,3928 1,1705 0,9595 0,7990 0,7299 0,7662 0,8890 1,0653 1,2693 1,4872 1,7035 1,8864 1,9999 2,0345 2,0154 1,9745 1,9242 1,8584 1,7659 1,6376 1,4744 1,2965 1,1388 1,0265 0,9584 0,9146 0,8684 0,7899 0,6510 0,4375 0,1526 -0,1920 -0,5734 -0,9490 -1,2648 -1,4772 -1,5693 -1,5536 -1,4642 -1,3482 -1,2572 -1,2325 -1,2882 -1,4061 -1,5413 -1,6347 -1,6400 -1,5525 -1,4113 -1,2715 -1,1713 -1,1104 -1,0514 -0,9388 -0,7231 -0,3750 0,1013 0,6606 1,2296 1,7312 2,1037 2,3166 2,3795 2,3327 2,2240 2,0917 1,9558 1,8106 1,6323 1,4042 1,1380 0,8779 0,6955 0,6693 0,8471 1,2186 1,7229 2,2851 2,8490 3,3816 3,8566 4,2417 4,5102 4,6637 4,7376 4,7792 4,8154 4,8316 4,7771 4,5925 4,2395 3,7197 3,0810 2,4144 1,8329 1,4275 1,2212 1,1606 1,1532 1,1177 1,0140 0,8494 0,6713 0,5520 0,5634 0,7493 1,1074 1,5865 2,0997 2,5555 2,8979 3,1261 3,2823 3,4243 3,6073 3,8704 4,2226 4,6350 5,0492 5,3967 5,6150 5,6524 5,4748 5,0835 4,5276 3,8946 3,2874 2,8000 2,4961 2,3939 2,4587 2,6166 2,7908 2,9373 3,0561 3,1778 3,3401 3,5636 3,8390 4,1297 4,3942 4,6141 4,8055 5,0117 5,2843 5,6619 6,1519 6,7171 7,2754 7,7241 7,9825 8,0262 7,8830 7,6065 7,2528 6,8682 6,4858 6,1247 5,7892 5,4764 5,1884 4,9359 4,7320 4,5867 4,5052 4,4919 4,5521 4,6857 4,8796 5,1105 5,3552 5,5996 5,8410 6,0788 6,3026 6,4971 6,6579 6,7966 6,9336 7,0903 7,2759 7,4723 7,6444 7,7753 7,8836 7,9948 8,1034 8,1706 8,1467 7,9872 7,6589 7,1502 6,4826 5,7134 4,9256 4,2129 3,6591 3,3174 3,2009 3,2902 3,5450 3,9090 4,3189 4,7256 5,1126 5,4881 5,8587 6,2115 6,5203 6,7605 6,9167 6,9781 6,9340 6,7809 6,5314 6,2078 5,8290 5,4116 4,9762 4,5425 4,1192 3,7044 3,3009 2,9320 2,6344 2,4350 2,3357 2,3109 2,3098 2,2684 2,1334 1,8930 1,5876 1,2872 1,0597 0,9568 1,0089 1,2103 1,5033 1,7864 1,9519 1,9344 1,7363 1,4163 1,0533 0,7085 0,3921 0,0561 -0,3723 -0,9410 -1,6418 -2,4143 -3,1742 -3,8404 -4,3484 -4,6588 -4,7625 -4,6748 -4,4304 -4,0834 -3,7005 -3,3396 -3,0319 -2,7798 -2,5640 -2,3538 -2,1199 -1,8398 -1,4964 -1,0772 -0,5827 -0,0328 0,5379 1,0935 1,6034 2,0447 2,4011 2,6619 2,8210 2,8786 2,8401 2,7129 2,5081 2,2485 1,9776 1,7491 1,5977 1,5251 1,5118 1,5321 1,5593 1,5731 1,5725 1,5799 1,6299 1,7475 1,9260 2,1198 2,2659 2,3229 2,2926 2,2098 2,1180 2,0541 2,0437 2,0986 2,2135 2,3584 2,4757 2,4888 2,3252 1,9517 1,3993 0,7497 0,0921 -0,5067 -0,9998 -1,3510 -1,5449 -1,6018 -1,5710 -1,5039 -1,4288 -1,3452 -1,2334 -1,0704 -0,8428 -0,5545 -0,2308 0,0843 0,3440 0,5234 0,6305 0,6897 0,7181 0,7207 0,7022 0,6712 0,6322 0,5866 0,5407
F3    -3,0342 -3,1412 -3,2200 -3,2214 -3,1277 -2,9515 -2,7337 -2,5414 -2,4523 -2,5250 -2,7736 -3,1672 -3,6383 -4,0883 -4,3982 -4,4613 -4,2231 -3,7039 -2,9950 -2,2304 -1,5380 -0,9924 -0,5966 -0,2961 -0,0141 0,3087 0,6946 1,1328 1,5948 2,0529 2,4936 2,9104 3,2908 3,6182 3,8768 4,0415 4,0813 3,9853 3,7786 3,5133 3,2492 3,0306 2,8721 2,7651 2,6941 2,6392 2,5724 2,4660 2,3063 2,0961 1,8501 1,5867 1,3261 1,0961 0,9335 0,8690 0,9071 1,0200 1,1556 1,2568 1,2801 1,2075 1,0553 0,8725 0,7123 0,6014 0,5396 0,5236 0,5560 0,6340 0,7429 0,8658 0,9930 1,1159 1,2267 1,3333 1,4608 1,6228 1,7975 1,9425 2,0279 2,0584 2,0776 2,1549 2,3553 2,7055 3,1850 3,7387 4,2950 4,7778 5,1258 5,3160 5,3590 5,2628 5,0096 4,5809 3,9973 3,3271 2,6579 2,0667 1,6173 1,3649 1,3312 1,4708 1,6865 1,8869 2,0335 2,1462 2,2745 2,4487 2,6480 2,8176 2,9095 2,9054 2,8200 2,6949 2,5801 2,5078 2,4770 2,4536 2,3763 2,1796 1,8343 1,3739 0,8709 0,3892 -0,0351 -0,3764 -0,6035 -0,6838 -0,6023 -0,3777 -0,0627 0,2716 0,5567 0,7406 0,7987 0,7387 0,5938 0,4103 0,2382 0,1206 0,0928 0,1890 0,4248 0,7656 1,1293 1,4272 1,5971 1,6123 1,4822 1,2529 1,0014 0,8099 0,7281 0,7568 0,8715 1,0627 1,3484 1,7483 2,2595 2,8616 3,5325 4,2522 4,9951 5,7218 6,3770 6,9057 7,2764 7,4917 7,5842 7,5997 7,5770 7,5319 7,4590 7,3539 7,2280 7,1003 6,9874 6,9052 6,8577 6,8278 6,7962 6,7663 6,7635 6,8106 6,9087 7,0395 7,1862 7,3456 7,5156 7,6775 7,7915 7,8033 7,6623 7,3404 6,8391 6,1930 5,4742 4,7746 4,1661 3,6774 3,3066 3,0469 2,8959 2,8485 2,8905 2,9997 3,1398 3,2558 3,2977 3,2551 3,1603 3,0559 2,9648 2,8931 2,8502 2,8491 2,8829 2,9115 2,8862 2,7853 2,6314 2,4785 2,3793 2,3502 2,3568 2,3357 2,2410 2,0742 1,8722 1,6830 1,5569 1,5463 1,6981 2,0342 2,5347 3,1379 3,7570 4,3069 4,7311 5,0119 5,1608 5,2092 5,1973 5,1594 5,1065 5,0218 4,8748 4,6430 4,3228 3,9206 3,4424 2,9046 2,3607 1,8973 1,5798 1,4054 1,3207 1,2737 1,2453 1,2471 1,3000 1,4078 1,5404 1,6455 1,6828 1,6556 1,6143 1,6218 1,7030 1,8262 1,9343 1,9865 1,9688 1,8890 1,7761 1,6699 1,5956 1,5482 1,5021 1,4342 1,3377 1,2246 1,1196 1,0431 0,9955 0,9579 0,9074 0,8245 0,6936 0,5138 0,3098 0,1215 -0,0202 -0,1071 -0,1494 -0,1662 -0,1836 -0,2328 -0,3377 -0,5047 -0,7250 -0,9741 -1,2078 -1,3766 -1,4552 -1,4500 -1,3825 -1,2748 -1,1414 -0,9807 -0,7763 -0,5059 -0,1531 0,2716 0,7219 1,1385 1,4806 1,7313 1,8857 1,9404 1,8897 1,7360 1,4995 1,2063 0,8713 0,5080 0,1540 -0,1280 -0,2775 -0,2568 -0,0517 0,3219 0,8070 1,3197 1,7929 2,2033 2,5554 2,8515 3,0824 3,2382 3,3256 3,3684 3,3914 3,4013 3,3827 3,3089 3,1570 2,9179 2,6004 2,2322 1,8625 1,5563 1,3674 1,3021 1,3108 1,3214 1,2818 1,1808 1,0486 0,9454 0,9390 1,0751 1,3557 1,7384 2,1518 2,5167 2,7748 2,9108 2,9515 2,9447 2,9443 3,0074 3,1791 3,4698 3,8501 4,2649 4,6528 4,9577 5,1232 5,0938 4,8395 4,3846 3,8128 3,2438 2,7920 2,5309 2,4768 2,5869 2,7737 2,9417 3,0350 3,0632 3,0903 3,1896 3,3940 3,6836 4,0085 4,3204 4,5968 4,8463 5,0982 5,3874 5,7456 6,1878 6,6963 7,2171 7,6752 8,0023 8,1622 8,1581 8,0195 7,7832 7,4788 7,1257 6,7387 6,3298 5,9092 5,4902 5,0938 4,7495 4,4879 4,3305 4,2910 4,3751 4,5633 4,8007 5,0295 5,2321 5,4354 5,6752 5,9603 6,2640 6,5453 6,7792 6,9699 7,1389 7,3077 7,4796 7,6272 7,7095 7,7136 7,6680 7,6050 7,5217 7,3922 7,2016 6,9520 6,6483 6,2915 5,8817 5,4238 4,9340 4,4451 4,0046 3,6667 3,4802 3,4773 3,6685 4,0335 4,5156 5,0357 5,5210 5,9178 6,1873 6,3025 6,2592 6,0878 5,8417 5,5670 5,2849 4,9971 4,6968 4,3678 3,9909 3,5685 3,1384 2,7495 2,4280 2,1708 1,9621 1,7932 1,6667 1,5889 1,5661 1,5974 1,6590 1,7006 1,6714 1,5583 1,3910 1,2098 1,0370 0,8835 0,7665 0,7013 0,6776 0,6562 0,5955 0,4839 0,3486 0,2335 0,1677 0,1461 0,1176 -0,0036 -0,2857 -0,7270 -1,2584 -1,7859 -2,2302 -2,5466 -2,7262 -2,7883 -2,7671 -2,6967 -2,5994 -2,4879 -2,3711 -2,2535 -2,1370 -2,0241 -1,9128 -1,7912 -1,6469 -1,4751 -1,2722 -1,0292 -0,7350 -0,3869 0,0088 0,4416 0,8950 1,3425 1,7491 2,0821 2,3237 2,4759 2,5534 2,5675 2,5180 2,4048 2,2507 2,1024 2,0037 1,9755 2,0203 2,1250 2,2554 2,3644 2,4196 2,4238 2,4071 2,4001 2,4123 2,4323 2,4442 2,4425 2,4332 2,4237 2,4145 2,4008 2,3794 2,3565 2,3411 2,3247 2,2687 2,1173 1,8255 1,3866 0,8430 0,2672 -0,2764 -0,7509 -1,1271 -1,3644 -1,4288 -1,3266 -1,1150 -0,8757 -0,6699 -0,5115 -0,3814 -0,2609 -0,1422 -0,0185 0,1161 0,2549 0,3754 0,4520 0,4705 0,4330 0,3489 0,2281 0,0887 -0,0381 -0,1166 -0,1159 -0,0103
F7    -1,2753 -1,1449 -1,0565 -0,9981 -0,9688 -0,9656 -0,9965 -1,1024 -1,3471 -1,7769 -2,3843 -3,1036 -3,8344 -4,4660 -4,8947 -5,0466 -4,8979 -4,4709 -3,8132 -2,9887 -2,0788 -1,1724 -0,3475 0,3485 0,9067 1,3468 1,7025 2,0090 2,2892 2,5388 2,7289 2,8238 2,8015 2,6622 2,4216 2,1036 1,7450 1,4005 1,1291 0,9758 0,9675 1,1167 1,4181 1,8370 2,3073 2,7476 3,0836 3,2680 3,2888 3,1630 2,9221 2,6013 2,2361 1,8632 1,5196 1,2322 1,0089 0,8438 0,7242 0,6305 0,5351 0,4204 0,3098 0,2708 0,3643 0,5886 0,8801 1,1634 1,3961 1,5748 1,7144 1,8302 1,9290 2,0103 2,0825 2,1753 2,3206 2,5180 2,7244 2,8802 2,9427 2,9058 2,8000 2,6868 2,6444 2,7379 2,9867 3,3559 3,7767 4,1711 4,4747 4,6659 4,7666 4,7938 4,7231 4,5198 4,1889 3,7770 3,3337 2,8857 2,4420 2,0131 1,6203 1,2916 1,0586 0,9628 1,0474 1,3283 1,7687 2,2809 2,7495 3,0694 3,1801 3,0772 2,8036 2,4264 2,0048 1,5664 1,1147 0,6515 0,1861 -0,2704 -0,7041 -1,0884 -1,3847 -1,5546 -1,5716 -1,4253 -1,1228 -0,6888 -0,1670 0,3807 0,8922 1,3300 1,6836 1,9466 2,1042 2,1459 2,0767 1,9105 1,6608 1,3411 0,9793 0,6380 0,4037 0,3326 0,4092 0,5583 0,6843 0,7058 0,5815 0,3236 -0,0075 -0,3280 -0,5655 -0,6809 -0,6614 -0,4968 -0,1716 0,3173 0,9460 1,6706 2,4393 3,1918 3,8620 4,3985 4,7815 5,0188 5,1307 5,1474 5,1128 5,0789 5,0892 5,1614 5,2826 5,4246 5,5648 5,6951 5,8192 5,9471 6,0822 6,2169 6,3433 6,4594 6,5615 6,6416 6,6955 6,7271 6,7476 6,7699 6,7946 6,8040 6,7712 6,6728 6,4984 6,2504 5,9332 5,5523 5,1259 4,6855 4,2630 3,8812 3,5566 3,3040 3,1347 3,0493 3,0342 3,0650 3,1129 3,1514 3,1652 3,1547 3,1295 3,1020 3,0872 3,1029 3,1669 3,2823 3,4135 3,4848 3,4202 3,1899 2,8249 2,3998 2,0011 1,6862 1,4538 1,2614 1,0761 0,9031 0,7700 0,7058 0,7378 0,8843 1,1408 1,4818 1,8735 2,2738 2,6255 2,8673 2,9610 2,9077 2,7480 2,5572 2,4273 2,4266 2,5544 2,7295 2,8382 2,8085 2,6473 2,4150 2,1735 1,9576 1,7833 1,6571 1,5624 1,4558 1,2977 1,0847 0,8480 0,6376 0,5081 0,4952 0,5870 0,7243 0,8388 0,8956 0,9063 0,9035 0,9080 0,9216 0,9432 0,9725 0,9935 0,9696 0,8717 0,7078 0,5293 0,4144 0,4414 0,6572 1,0484 1,5367 2,0060 2,3451 2,4831 2,4087 2,1678 1,8359 1,4803 1,1434 0,8426 0,5703 0,2984 0,0014 -0,3207 -0,6387 -0,9118 -1,1181 -1,2706 -1,4036 -1,5399 -1,6674 -1,7424 -1,7195 -1,5841 -1,3602 -1,1016 -0,8704 -0,7056 -0,6041 -0,5326 -0,4544 -0,3483 -0,2195 -0,0981 -0,0188 -0,0018 -0,0482 -0,1361 -0,2233 -0,2661 -0,2427 -0,1586 -0,0399 0,0710 0,1299 0,1168 0,0494 -0,0274 -0,0622 -0,0190 0,1063 0,2877 0,4906 0,6931 0,8893 1,0808 1,2647 1,4257 1,5394 1,5895 1,5792 1,5247 1,4386 1,3170 1,1396 0,8856 0,5569 0,1854 -0,1783 -0,4759 -0,6459 -0,6447 -0,4825 -0,2271 0,0382 0,2533 0,3851 0,4242 0,3975 0,3722 0,4318 0,6372 0,9950 1,4500 1,9058 2,2658 2,4738 2,5320 2,4851 2,3924 2,3124 2,2910 2,3465 2,4676 2,6288 2,8035 2,9652 3,0828 3,1256 3,0766 2,9377 2,7285 2,4898 2,2820 2,1673 2,1770 2,2865 2,4254 2,5231 2,5549 2,5501 2,5669 2,6536 2,8183 3,0269 3,2258 3,3730 3,4637 3,5326 3,6298 3,7927 4,0308 4,3249 4,6376 4,9259 5,1518 5,2908 5,3376 5,2987 5,1776 4,9725 4,6840 4,3259 3,9312 3,5488 3,2292 3,0076 2,8912 2,8604 2,8825 2,9273 2,9799 3,0440 3,1277 3,2201 3,2973 3,3502 3,3887 3,4138 3,4022 3,3264 3,1852 3,0112 2,8523 2,7494 2,7302 2,8054 2,9637 3,1803 3,4347 3,7074 3,9534 4,1014 4,0929 3,9153 3,5922 3,1568 2,6444 2,0984 1,5694 1,1075 0,7578 0,5547 0,5114 0,6151 0,8340 1,1275 1,4509 1,7596 2,0233 2,2377 2,4165 2,5682 2,6829 2,7450 2,7546 2,7254 2,6539 2,5058 2,2446 1,8728 1,4337 0,9763 0,5291 0,1032 -0,2971 -0,6679 -1,0055 -1,3033 -1,5477 -1,7219 -1,8189 -1,8460 -1,8211 -1,7737 -1,7438 -1,7609 -1,8167 -1,8679 -1,8712 -1,8098 -1,6880 -1,5194 -1,3259 -1,1397 -0,9988 -0,9379 -0,9746 -1,0985 -1,2741 -1,4556 -1,6115 -1,7464 -1,8967 -2,0977 -2,3515 -2,6207 -2,8483 -2,9898 -3,0314 -2,9881 -2,8891 -2,7560 -2,5901 -2,3910 -2,1877 -2,0359 -1,9843 -2,0541 -2,2427 -2,5281 -2,8673 -3,2044 -3,4812 -3,6414 -3,6337 -3,4242 -3,0079 -2,4096 -1,6808 -0,8987 -0,1537 0,4736 0,9319 1,2069 1,3208 1,3241 1,2741 1,2073 1,1372 1,0815 1,0707 1,1166 1,1880 1,2289 1,1935 1,0681 0,8793 0,6832 0,5401 0,4928 0,5558 0,7090 0,9013 1,0761 1,2026 1,2857 1,3466 1,3977 1,4396 1,4735 1,5052 1,5328 1,5277 1,4375 1,2146 0,8532 0,4071 -0,0304 -0,3823 -0,6387 -0,8496 -1,0655 -1,2909 -1,4918 -1,6371 -1,7263 -1,7761 -1,7944 -1,7751 -1,7118 -1,6043 -1,4572 -1,2824 -1,1047 -0,9568 -0,8565 -0,7796 -0,6622 -0,4456 -0,1288 0,2195 0,5016 0,6416 0,6104 0,4249 0,1349
