Fp1   -0,9761 -0,9331 -0,9698 -1,0371 -1,0887 -1,1056 -1,1010 -1,0995 -1,1120 -1,1277 -1,1223 -1,0782 -0,9944 -0,8671 -0,6708 -0,3742 0,0228 0,4754 0,9179 1,2908 1,5473 1,6521 1,5903 1,3745 1,0418 0,6433 0,2266 -0,1812 -0,5737 -0,9460 -1,2668 -1,4747 -1,5126 -1,3818 -1,1572 -0,9329 -0,7493 -0,5795 -0,3726 -0,0964 0,2505 0,6437 1,0451 1,4144 1,7191 1,9442 2,1014 2,2207 2,3285 2,4318 2,5159 2,5520 2,5153 2,4155 2,3123 2,2905 2,4041 2,6325 2,8887 3,0793 3,1615 3,1514 3,1033 3,0817 3,1273 3,2411 3,3913 3,5211 3,5630 3,4754 3,2758 3,0291 2,8070 2,6605 2,6093 2,6332 2,6671 2,6233 2,4393 2,1080 1,6702 1,1876 0,7235 0,3375 0,0784 -0,0381 -0,0356 0,0488 0,1900 0,3679 0,5527 0,7062 0,7878 0,7556 0,5703 0,2130 -0,2942 -0,8922 -1,5150 -2,1104 -2,6369 -3,0602 -3,3654 -3,5628 -3,6641 -3,6633 -3,5479 -3,3189 -2,9985 -2,6261 -2,2424 -1,8696 -1,5060 -1,1391 -0,7609 -0,3682 0,0490 0,5126 1,0520 1,6938 2,4367 3,2290 3,9844 4,6280 5,1289 5,5023 5,7890 6,0372 6,2945 6,5977 6,9594 7,3678 7,8106 8,3031 8,8914 9,6178 10,4719 11,3715 12,1954 12,8355 13,2289 13,3690 13,3049 13,1138 12,8597 12,5752 12,2821 12,0177 11,8331 11,7665 11,8165 11,9346 12,0469 12,0922 12,0487 11,9380 11,8065 11,6930 11,6051 11,5245 11,4330 11,3279 11,2103 11,0619 10,8379 10,4810 9,9454 9,2148 8,3026 7,2471 6,1145 4,9928 3,9740 3,1367 2,5373 2,2026 2,1175 2,2172 2,3971 2,5405 2,5544 2,4084 2,1531 1,8918 1,7138 1,6425 1,6341 1,6139 1,5207 1,3376 1,1003 0,8724 0,7023 0,6026 0,5629 0,5691 0,6060 0,6520 0,6780 0,6596 0,5947 0,5040 0,4041 0,2790 0,0883 -0,1943 -0,5504 -0,9179 -1,2066 -1,3234 -1,2061 -0,8520 -0,3168 0,3202 1,0000 1,6942 2,3785 3,0100 3,5314 3,8938 4,0806 4,1194 4,0736 4,0168 4,0026 4,0486 4,1476 4,2975 4,5119 4,8039 5,1750 5,6105 6,0668 6,4753 6,7687 6,9041 6,8690 6,6762 6,3485 5,9045 5,3658 4,7709 4,1704 3,6051 3,0845 2,5870 2,0807 1,5481 0,9927 0,4340 -0,0915 -0,5343 -0,8507 -1,0241 -1,0740 -1,0511 -1,0265 -1,0771 -1,2589 -1,5836 -2,0245 -2,5407 -3,0852 -3,6014 -4,0334 -4,3453 -4,5379 -4,6549 -4,7641 -4,9126 -5,0910 -5,2432 -5,3057 -5,2411 -5,0543 -4,7905 -4,5129 -4,2744 -4,1009 -3,9871 -3,8945 -3,7613 -3,5323 -3,1894 -2,7568 -2,2911 -1,8595 -1,5030 -1,2208 -0,9968 -0,8241 -0,6962 -0,5914 -0,4825 -0,3576 -0,2269 -0,1125 -0,0434 -0,0500 -0,1427 -0,2950 -0,4551 -0,5756 -0,6382 -0,6557 -0,6481 -0,6145 -0,5292 -0,3605 -0,0944 0,2477 0,6085 0,9222 1,1534 1,3094 1,4113 1,4603 1,4384 1,3350 1,1733 1,0143 0,9331 0,9746 1,1166 1,2780 1,3771 1,3955 1,3905 1,4448 1,6053 1,8514 2,0997 2,2453 2,2181 2,0135 1,6816 1,2985 0,9375 0,6488 0,4572 0,3697 0,3809 0,4781 0,6457 0,8667 1,1143 1,3396 1,4757 1,4652 1,2962 1,0144 0,6933 0,3922 0,1430 -0,0381 -0,1398 -0,1567 -0,1012 -0,0077 0,0773 0,1148 0,0862 -0,0096 -0,1707 -0,3925 -0,6419 -0,8501 -0,9571 -0,9676 -0,9524 -0,9971 -1,1525 -1,4170 -1,7481 -2,0893 -2,3979 -2,6529 -2,8426 -2,9498 -2,9543 -2,8463 -2,6300 -2,3173 -1,9301 -1,5058 -1,0870 -0,6988 -0,3316 0,0543 0,4969 0,9963 1,5143 2,0054 2,4476 2,8485 3,2195 3,5456 3,7905 3,9280 3,9601 3,9078 3,7915 3,6213 3,4043 3,1602 2,9292 2,7595 2,6788 2,6759 2,7064 2,7158 2,6662 2,5545 2,4192 2,3365 2,3896 2,6247 3,0248 3,5111 3,9640 4,2676 4,3633 4,2738 4,0779 3,8612 3,6798 3,5539 3,4772 3,4155 3,3064 3,0846 2,7159 2,2130 1,6363 1,0708 0,5783 0,1593 -0,2403 -0,6824 -1,1864 -1,7099 -2,1648 -2,4553 -2,5295 -2,4136 -2,1908 -1,9499 -1,7571 -1,6581 -1,6761 -1,8037 -2,0096 -2,2579 -2,5147 -2,7398 -2,8854 -2,9150 -2,8165 -2,5862 -2,2167 -1,7139 -1,1209 -0,5194 -0,0050 0,3491 0,5189 0,5371 0,4857 0,4690 0,5751 0,8508 1,2990 1,8823 2,5290 3,1467 3,6529 4,0092 4,2296 4,3524 4,4005 4,3578 4,1860 3,8671 3,4279 2,9291 2,4352 1,9835 1,5735 1,1954 0,8695 0,6479 0,5815 0,6925 0,9690 1,3817 1,9083 2,5443 3,2843 4,0886 4,8701 5,5276 6,0044 6,3228 6,5649 6,8219 7,1639 7,6483 8,3175 9,1611 10,0964 11,0049 11,7863 12,3862 12,7951 13,0336 13,1384 13,1488 13,1014 13,0388 13,0141 13,0814 13,2844 13,6435 14,1280 14,6362 15,0252 15,1708 15,0017 14,5065 13,7362 12,7952 11,8055 10,8608 9,9914 9,1671 8,3342 7,4493 6,4881 5,4436 4,3314 3,1968 2,1057 1,1078 0,2083 -0,6171 -1,3824 -2,0754 -2,6714 -3,1475 -3,4853 -3,6741 -3,7229 -3,6706 -3,5845 -3,5365 -3,5598 -3,6273 -3,6833 -3,6926 -3,6546 -3,5684 -3,4014 -3,1078 -2,6793 -2,1712 -1,6759 -1,2683 -0,9764 -0,7962 -0,7177 -0,7305 -0,8116 -0,9267 -1,0485 -1,1633 -1,2630 -1,3424 -1,4066 -1,4691 -1,5404 -1,6163 -1,6844 -1,7429 -1,8080 -1,8990 -2,0105 -2,1007 -2,1121 -2,0067 -1,7852 -1,4877 -1,1798 -0,9177 -0,7123 -0,5314 -0,3377 -0,1174 0,1255 0,3819 0,6357
Fz    -1,9631 -2,0811 -2,0899 -1,9859 -1,7995 -1,5877 -1,4062 -1,2837 -1,2169 -1,1858 -1,1674 -1,1415 -1,0934 -1,0107 -0,8789 -0,6887 -0,4514 -0,1970 0,0449 0,2532 0,4051 0,4633 0,3788 0,1137 -0,3332 -0,9199 -1,5753 -2,2143 -2,7481 -3,0969 -3,2024 -3,0359 -2,6103 -1,9939 -1,2971 -0,6189 0,0008 0,5793 1,1545 1,7516 2,3667 2,9722 3,5325 4,0156 4,3976 4,6675 4,8343 4,9265 4,9817 5,0350 5,1114 5,2279 5,4074 5,6894 6,1152 6,6922 7,3645 8,0130 8,4991 8,7380 8,7346 8,5525 8,2673 7,9481 7,6535 7,4294 7,2986 7,2425 7,1995 7,1006 6,9150 6,6563 6,3499 6,0071 5,6250 5,1940 4,7011 4,1307 3,4729 2,7376 1,9596 1,1907 0,4900 -0,0875 -0,5048 -0,7525 -0,8439 -0,7980 -0,6467 -0,4641 -0,3642 -0,4471 -0,7486 -1,2367 -1,8398 -2,4737 -3,0618 -3,5543 -3,9396 -4,2397 -4,4849 -4,6857 -4,8246 -4,8705 -4,7951 -4,5893 -4,2758 -3,9085 -3,5507 -3,2468 -3,0081 -2,8236 -2,6749 -2,5377 -2,3784 -2,1602 -1,8546 -1,4432 -0,9057 -0,2161 0,6427 1,6625 2,8041 4,0045 5,1910 6,2985 7,2839 8,1364 8,8825 9,5841 10,3218 11,1610 12,1239 13,1845 14,2802 15,3298 16,2577 17,0105 17,5578 17,8966 18,0592 18,1052 18,0993 18,0911 18,1022 18,1294 18,1623 18,1996 18,2502 18,3191 18,4004 18,4851 18,5694 18,6499 18,7078 18,7056 18,6039 18,3807 18,0434 17,6288 17,1930 16,7943 16,4678 16,1986 15,9206 15,5504 15,0312 14,3518 13,5330 12,6113 11,6336 10,6499 9,6981 8,8012 7,9784 7,2530 6,6466 6,1728 5,8334 5,6118 5,4742 5,3933 5,3745 5,4475 5,6317 5,9076 6,2081 6,4394 6,5210 6,4193 6,1548 5,7791 5,3418 4,8727 4,3834 3,8830 3,4000 2,9861 2,6931 2,5470 2,5442 2,6643 2,8774 3,1424 3,4171 3,6829 3,9566 4,2721 4,6536 5,1015 5,5878 6,0652 6,4903 6,8412 7,1209 7,3497 7,5503 7,7412 7,9396 8,1627 8,4267 8,7502 9,1534 9,6460 10,2193 10,8464 11,4856 12,0927 12,6366 13,1058 13,5103 13,8678 14,1750 14,3990 14,4965 14,4331 14,1953 13,7960 13,2649 12,6350 11,9394 11,2127 10,4856 9,7720 9,0549 8,2946 7,4633 6,5736 5,6723 4,8140 4,0419 3,3773 2,8132 2,3206 1,8626 1,4078 0,9386 0,4542 -0,0327 -0,5079 -0,9714 -1,4392 -1,9241 -2,4155 -2,8829 -3,2975 -3,6522 -3,9699 -4,2870 -4,6162 -4,9274 -5,1649 -5,2781 -5,2397 -5,0529 -4,7494 -4,3852 -4,0261 -3,7246 -3,4956 -3,3043 -3,0795 -2,7526 -2,2920 -1,7083 -1,0478 -0,3801 0,2327 0,7643 1,2149 1,5904 1,8982 2,1466 2,3348 2,4501 2,4800 2,4209 2,2765 2,0600 1,7999 1,5374 1,3113 1,1428 1,0288 0,9524 0,9072 0,9137 1,0087 1,2192 1,5415 1,9361 2,3405 2,6934 2,9556 3,1171 3,1897 3,2000 3,1833 3,1726 3,1817 3,1980 3,1985 3,1743 3,1338 3,0832 3,0207 2,9523 2,8995 2,8842 2,9154 2,9815 3,0455 3,0554 2,9711 2,7818 2,5009 2,1532 1,7617 1,3362 0,8797 0,4088 -0,0408 -0,4307 -0,7319 -0,9297 -1,0280 -1,0515 -1,0374 -1,0206 -1,0194 -1,0277 -1,0255 -1,0008 -0,9558 -0,9009 -0,8491 -0,8145 -0,8095 -0,8394 -0,8992 -0,9736 -1,0442 -1,1015 -1,1552 -1,2297 -1,3438 -1,4950 -1,6705 -1,8710 -2,1184 -2,4397 -2,8439 -3,3110 -3,7994 -4,2660 -4,6826 -5,0361 -5,3120 -5,4796 -5,5034 -5,3708 -5,0901 -4,6620 -4,0715 -3,3117 -2,4062 -1,4064 -0,3672 0,6772 1,7150 2,7406 3,7385 4,6830 5,5505 6,3249 6,9916 7,5369 7,9596 8,2708 8,4740 8,5512 8,4747 8,2393 7,8878 7,4992 7,1518 6,8902 6,7202 6,6292 6,6102 6,6555 6,7348 6,7967 6,7977 6,7291 6,6191 6,5134 6,4449 6,4096 6,3715 6,2963 6,1843 6,0772 6,0343 6,0907 6,2284 6,3847 6,4837 6,4601 6,2726 5,9063 5,3625 4,6548 3,8177 2,9048 1,9620 1,0062 0,0301 -0,9774 -2,0130 -3,0451 -4,0089 -4,8220 -5,4214 -5,7962 -5,9896 -6,0646 -6,0658 -6,0153 -5,9303 -5,8286 -5,7189 -5,5940 -5,4333 -5,2104 -4,9072 -4,5330 -4,1282 -3,7380 -3,3803 -3,0415 -2,6938 -2,3156 -1,9082 -1,4939 -1,0912 -0,6900 -0,2474 0,2926 0,9624 1,7454 2,5898 3,4418 4,2569 4,9934 5,6180 6,1195 6,5112 6,8185 7,0568 7,2088 7,2323 7,0992 6,8255 6,4582 6,0455 5,6216 5,2067 4,8215 4,5049 4,3138 4,3093 4,5423 5,0382 5,7836 6,7276 7,7969 8,9123 9,9961 10,9800 11,8213 12,5175 13,0989 13,6036 14,0545 14,4561 14,8080 15,1144 15,3724 15,5650 15,6724 15,6934 15,6519 15,5857 15,5317 15,5238 15,5908 15,7473 15,9953 16,3359 16,7768 17,3201 17,9357 18,5422 19,0255 19,2850 19,2652 18,9498 18,3475 17,4973 16,4697 15,3502 14,2165 13,1233 12,0913 11,1002 10,0967 9,0237 7,8561 6,6156 5,3610 4,1660 3,0904 2,1559 1,3429 0,6132 -0,0597 -0,6747 -1,2124 -1,6583 -2,0152 -2,2916 -2,4890 -2,6052 -2,6443 -2,6160 -2,5281 -2,3820 -2,1795 -1,9273 -1,6191 -1,2160 -0,6679 0,0385 0,8547 1,6878 2,4461 3,0730 3,5507 3,8850 4,0903 4,1868 4,1964 4,1358 4,0209 3,8746 3,7208 3,5699 3,4196 3,2616 3,0816 2,8593 2,5766 2,2325 1,8547 1,4947 1,2057 1,0195 0,9480 0,9967 1,1618 1,4141 1,6947 1,9331 2,0813 2,1355 2,1286 2,1091 2,1160 2,1493
F3    -2,8692 -2,8571 -2,6546 -2,2933 -1,8342 -1,3371 -0,8357 -0,3348 0,1752 0,7013 1,2316 1,7258 2,1230 2,3618 2,3962 2,2036 1,7972 1,2427 0,6491 0,1328 -0,2183 -0,3720 -0,3680 -0,3135 -0,3494 -0,5900 -1,0654 -1,6992 -2,3339 -2,7936 -2,9548 -2,7929 -2,3797 -1,8328 -1,2501 -0,6827 -0,1590 0,2859 0,6247 0,8642 1,0429 1,2138 1,4303 1,7162 2,0393 2,3176 2,4564 2,4003 2,1723 1,8674 1,6084 1,5042 1,6341 2,0381 2,6862 3,4614 4,2080 4,8121 5,2419 5,5249 5,6917 5,7322 5,6011 5,2721 4,7920 4,2711 3,8178 3,4768 3,2182 2,9779 2,7143 2,4276 2,1347 1,8451 1,5715 1,3527 1,2454 1,2800 1,4291 1,6172 1,7469 1,7214 1,4704 0,9706 0,2620 -0,5400 -1,2690 -1,7818 -2,0361 -2,1174 -2,1923 -2,4144 -2,8397 -3,3987 -3,9323 -4,2714 -4,3249 -4,1168 -3,7452 -3,3194 -2,9299 -2,6433 -2,4912 -2,4664 -2,5372 -2,6636 -2,8122 -2,9724 -3,1509 -3,3430 -3,5180 -3,6471 -3,7368 -3,8098 -3,8380 -3,7144 -3,3102 -2,5608 -1,4978 -0,2180 1,1703 2,5879 3,9903 5,3376 6,5674 7,6006 8,3763 8,8847 9,1710 9,3277 9,4818 9,7537 10,1994 10,7859 11,4171 11,9836 12,4152 12,7054 12,8939 13,0405 13,2092 13,4442 13,7513 14,1065 14,4773 14,8332 15,1421 15,3703 15,4877 15,4692 15,3028 15,0140 14,6740 14,3614 14,1082 13,8792 13,5967 13,1932 12,6568 12,0332 11,3941 10,8091 10,3301 9,9730 9,7042 9,4591 9,1838 8,8507 8,4509 7,9953 7,5231 7,0799 6,6721 6,2463 5,7227 5,0481 4,2227 3,2998 2,3683 1,5188 0,8215 0,3346 0,1032 0,1367 0,4053 0,8559 1,4183 2,0068 2,5333 2,9238 3,1247 3,1078 2,8753 2,4623 1,9239 1,3117 0,6624 0,0089 -0,5945 -1,0659 -1,3237 -1,3205 -1,0569 -0,5762 0,0562 0,7766 1,5372 2,3007 3,0146 3,5945 3,9479 4,0331 3,8994 3,6615 3,4328 3,2787 3,2167 3,2521 3,4139 3,7417 4,2367 4,8458 5,4955 6,1316 6,7385 7,3408 7,9768 8,6532 9,3255 9,9327 10,4417 10,8373 11,0831 11,1281 10,9522 10,5853 10,0913 9,5487 9,0332 8,5918 8,2220 7,8707 7,4640 6,9531 6,3366 5,6507 4,9546 4,3100 3,7530 3,2804 2,8581 2,4346 1,9580 1,3956 0,7398 0,0101 -0,7361 -1,4126 -1,9457 -2,3115 -2,5388 -2,6861 -2,8216 -3,0167 -3,3383 -3,8178 -4,4166 -5,0302 -5,5366 -5,8521 -5,9582 -5,8925 -5,7152 -5,4784 -5,2062 -4,8938 -4,5258 -4,0965 -3,6176 -3,1181 -2,6405 -2,2317 -1,9259 -1,7210 -1,5676 -1,3916 -1,1423 -0,8156 -0,4264 0,0226 0,5350 1,0914 1,6289 2,0572 2,3057 2,3491 2,1973 1,8939 1,5251 1,1996 0,9976 0,9348 0,9655 1,0170 1,0266 0,9642 0,8389 0,6895 0,5648 0,5048 0,5346 0,6702 0,9038 1,1801 1,4108 1,5353 1,5711 1,5987 1,6959 1,8779 2,0842 2,2226 2,2431 2,1718 2,0746 1,9988 1,9443 1,8763 1,7626 1,6057 1,4466 1,3471 1,3550 1,4638 1,6011 1,6598 1,5451 1,2107 0,6666 -0,0329 -0,8014 -1,5421 -2,1830 -2,6983 -3,1054 -3,4380 -3,7031 -3,8558 -3,8255 -3,5676 -3,0864 -2,4188 -1,6193 -0,7644 0,0460 0,7122 1,1697 1,4107 1,4708 1,3943 1,2114 0,9408 0,6018 0,2210 -0,1768 -0,5809 -0,9938 -1,4232 -1,8799 -2,3709 -2,8850 -3,3873 -3,8315 -4,1804 -4,4307 -4,6212 -4,8014 -4,9837 -5,1345 -5,2138 -5,2083 -5,1055 -4,8521 -4,3709 -3,6250 -2,6594 -1,5875 -0,5397 0,3890 1,1647 1,8113 2,3802 2,9122 3,4259 3,9288 4,4232 4,8981 5,3179 5,6144 5,6991 5,5046 5,0288 4,3538 3,6284 3,0117 2,6086 2,4464 2,4986 2,7227 3,0821 3,5335 3,9929 4,3346 4,4363 4,2330 3,7553 3,1375 2,5714 2,2173 2,1369 2,2958 2,6089 2,9900 3,3779 3,7353 4,0309 4,2212 4,2555 4,1129 3,8309 3,4771 3,0979 2,7054 2,2969 1,8628 1,3769 0,8073 0,1428 -0,6051 -1,4274 -2,3219 -3,2692 -4,2170 -5,0780 -5,7392 -6,0953 -6,0898 -5,7331 -5,1044 -4,3476 -3,6369 -3,1062 -2,7889 -2,6130 -2,4496 -2,1883 -1,8035 -1,3735 -1,0373 -0,9165 -1,0470 -1,3540 -1,6928 -1,9267 -1,9719 -1,7935 -1,3980 -0,8305 -0,1546 0,5632 1,2466 1,8184 2,2442 2,5619 2,8656 3,2531 3,7620 4,3368 4,8659 5,2576 5,4810 5,5473 5,4700 5,2461 4,8609 4,3074 3,6150 2,8639 2,1609 1,5973 1,2261 1,0691 1,1360 1,4317 1,9436 2,6256 3,3912 4,1385 4,8084 5,4248 6,0703 6,8260 7,7231 8,7230 9,7260 10,6053 11,2584 11,6532 11,8307 11,8687 11,8471 11,8346 11,8870 12,0400 12,3006 12,6496 13,0549 13,4803 13,8947 14,2858 14,6596 15,0119 15,3001 15,4521 15,4107 15,1716 14,7814 14,3081 13,8103 13,3163 12,8091 12,2421 11,5925 10,8941 10,1981 9,5020 8,7255 7,7610 6,5549 5,1454 3,6337 2,1375 0,7725 -0,3593 -1,2017 -1,7752 -2,1680 -2,4852 -2,7963 -3,1126 -3,3972 -3,5995 -3,6932 -3,6864 -3,6089 -3,5053 -3,4288 -3,4114 -3,4394 -3,4673 -3,4485 -3,3448 -3,1297 -2,7932 -2,3393 -1,7783 -1,1254 -0,4090 0,3134 0,9540 1,4215 1,6602 1,6736 1,5144 1,2492 0,9263 0,5649 0,1698 -0,2437 -0,6478 -1,0159 -1,3275 -1,5653 -1,7189 -1,7831 -1,7565 -1,6566 -1,5272 -1,4087 -1,3007 -1,1675 -0,9808 -0,7697 -0,6338 -0,6830 -0,9424 -1,3212 -1,6697 -1,8664 -1,8746
F7    0,7850 0,7409 0,5378 0,2437 -0,0628 -0,3178 -0,5008 -0,6271 -0,7104 -0,7345 -0,6637 -0,4867 -0,2385 0,0410 0,3583 0,7565 1,2522 1,7940 2,2924 2,6721 2,8824 2,8930 2,7029 2,3429 1,8627 1,3207 0,7708 0,2355 -0,3060 -0,8817 -1,4558 -1,9099 -2,1197 -2,0644 -1,8564 -1,6551 -1,5492 -1,5263 -1,5257 -1,4893 -1,3822 -1,1985 -0,9602 -0,7081 -0,4813 -0,2883 -0,0969 0,1390 0,4324 0,7411 0,9819 1,0567 0,8810 0,4352 -0,1829 -0,7699 -1,1179 -1,1371 -0,9001 -0,5684 -0,2756 -0,0639 0,1041 0,2896 0,5228 0,7914 1,0499 1,2161 1,1881 0,9053 0,4006 -0,2092 -0,7703 -1,1265 -1,1518 -0,8105 -0,2124 0,4155 0,8502 0,9752 0,7907 0,3675 -0,1927 -0,7685 -1,2356 -1,5156 -1,6079 -1,5593 -1,4093 -1,1733 -0,8592 -0,4849 -0,0947 0,2322 0,3941 0,3098 -0,0390 -0,6063 -1,3141 -2,0719 -2,7791 -3,3453 -3,7301 -3,9567 -4,0720 -4,1007 -4,0379 -3,8668 -3,5882 -3,2441 -2,9005 -2,5978 -2,3306 -2,0717 -1,7936 -1,4606 -1,0167 -0,4046 0,4017 1,3762 2,4268 3,4051 4,1699 4,6585 4,9026 4,9926 5,0218 5,0494 5,0952 5,1449 5,1612 5,1184 5,0508 5,0789 5,3796 6,1013 7,2591 8,6973 10,1611 11,3991 12,2231 12,5460 12,4109 11,9628 11,3607 10,7108 10,0740 9,5072 9,0725 8,8083 8,6972 8,6597 8,5877 8,4043 8,1062 7,7656 7,4855 7,3362 7,3173 7,3682 7,4181 7,4336 7,4168 7,3697 7,2669 7,0455 6,6192 5,9148 4,9035 3,6191 2,1716 0,7363 -0,4930 -1,3574 -1,7650 -1,7079 -1,2800 -0,6788 -0,1478 0,1140 0,0132 -0,4120 -0,9997 -1,5327 -1,8565 -1,9580 -1,9379 -1,9242 -2,0097 -2,2261 -2,5306 -2,8217 -2,9970 -2,9954 -2,7848 -2,3522 -1,7378 -1,0595 -0,4760 -0,1046 0,0399 0,0251 -0,0902 -0,3330 -0,7953 -1,5409 -2,5391 -3,6601 -4,7091 -5,4720 -5,7665 -5,5007 -4,7168 -3,5608 -2,1917 -0,7371 0,6781 1,9125 2,8390 3,3816 3,5265 3,3146 2,8354 2,2179 1,6008 1,0978 0,7899 0,7388 0,9784 1,4949 2,2332 3,1072 3,9878 4,7166 5,1738 5,3269 5,2160 4,9074 4,4529 3,8790 3,2133 2,5128 1,8571 1,3130 0,8967 0,5638 0,2373 -0,1528 -0,6526 -1,2713 -1,9539 -2,5804 -3,0164 -3,1788 -3,0683 -2,7611 -2,3854 -2,0963 -2,0218 -2,2030 -2,5952 -3,1208 -3,7017 -4,2597 -4,7187 -5,0166 -5,1296 -5,0983 -5,0246 -5,0141 -5,0992 -5,2213 -5,2858 -5,2316 -5,0658 -4,8464 -4,6277 -4,4226 -4,2189 -4,0146 -3,8200 -3,6323 -3,4314 -3,2034 -2,9560 -2,7145 -2,5079 -2,3429 -2,1932 -2,0299 -1,8573 -1,6989 -1,5592 -1,4153 -1,2406 -1,0305 -0,8118 -0,6435 -0,5989 -0,7227 -0,9969 -1,3528 -1,7102 -2,0139 -2,2465 -2,4066 -2,4739 -2,4066 -2,1630 -1,7257 -1,1272 -0,4589 0,1669 0,6785 1,0663 1,3415 1,4827 1,4311 1,1416 0,6559 0,1319 -0,2267 -0,3049 -0,1570 0,0416 0,1287 0,0676 -0,0403 -0,0407 0,1656 0,5570 0,9971 1,3050 1,3492 1,1053 0,6569 0,1510 -0,2624 -0,4757 -0,4420 -0,1763 0,2605 0,7948 1,3631 1,9069 2,3494 2,5822 2,4928 2,0280 1,2473 0,3142 -0,5789 -1,2845 -1,7218 -1,8658 -1,7407 -1,4116 -0,9602 -0,4668 -0,0116 0,3229 0,4653 0,3726 0,0389 -0,4867 -1,0715 -1,5220 -1,6881 -1,5678 -1,3109 -1,1183 -1,1239 -1,3370 -1,6712 -2,0301 -2,3737 -2,7044 -3,0078 -3,2292 -3,3022 -3,1792 -2,8412 -2,3108 -1,6699 -1,0468 -0,5623 -0,2686 -0,1227 -0,0166 0,1369 0,3350 0,5096 0,6080 0,6467 0,7030 0,8488 1,0712 1,2686 1,3311 1,2206 0,9825 0,6954 0,4145 0,1575 -0,0662 -0,2258 -0,2770 -0,2044 -0,0577 0,0593 0,0446 -0,1499 -0,4944 -0,8786 -1,1326 -1,0955 -0,6933 0,0385 0,9795 1,9441 2,7121 3,1060 3,0698 2,6827 2,1082 1,5234 1,0674 0,8119 0,7336 0,7145 0,6092 0,3285 -0,1241 -0,6556 -1,1263 -1,4398 -1,6160 -1,7763 -2,0528 -2,4905 -3,0201 -3,4970 -3,7655 -3,7367 -3,4351 -2,9641 -2,4403 -1,9724 -1,6630 -1,5808 -1,7325 -2,0770 -2,5556 -3,1015 -3,6312 -4,0498 -4,2761 -4,2503 -3,9242 -3,2784 -2,3593 -1,2933 -0,2654 0,5363 0,9884 1,0654 0,8319 0,4131 -0,0462 -0,4108 -0,5641 -0,4257 0,0180 0,7043 1,5155 2,3248 3,0364 3,5921 3,9517 4,0771 3,9316 3,5050 2,8468 2,0649 1,2812 0,5797 -0,0233 -0,5687 -1,0917 -1,5536 -1,8505 -1,9001 -1,7190 -1,4167 -1,1061 -0,8102 -0,4578 0,0342 0,6690 1,3405 1,8853 2,1816 2,2270 2,1412 2,0933 2,2318 2,6786 3,5286 4,7862 6,3234 7,9324 9,4087 10,6040 11,4462 11,9270 12,0755 11,9393 11,5806 11,0844 10,5618 10,1394 9,9477 10,0994 10,6223 11,3888 12,1425 12,6213 12,6645 12,2434 11,4513 10,4715 9,5129 8,7203 8,1029 7,5486 6,9229 6,1523 5,2232 4,1416 2,9278 1,6445 0,3878 -0,7818 -1,8780 -2,9348 -3,9370 -4,8240 -5,5405 -6,0566 -6,3405 -6,3489 -6,0730 -5,5974 -5,1002 -4,7712 -4,6927 -4,7910 -4,9157 -4,9620 -4,9077 -4,7530 -4,4706 -4,0352 -3,4801 -2,9084 -2,4414 -2,1490 -2,0303 -2,0560 -2,2122 -2,4946 -2,8647 -3,2376 -3,5249 -3,6812 -3,7084 -3,6348 -3,5038 -3,3686 -3,2707 -3,2094 -3,1524 -3,0868 -3,0571 -3,1392 -3,3665 -3,6796 -3,9607 -4,1160 -4,1267 -4,0520 -3,9947 -4,0160 -4,0616 -4,0080 -3,7858 -3,4281 -3,0095 -2,5785 -2,1424
