Fp1   2,0679 1,7420 1,2855 0,7745 0,3047 -0,0530 -0,2809 -0,4042 -0,4513 -0,4263 -0,3222 -0,1583 0,0037 0,0886 0,0568 -0,0744 -0,2504 -0,4111 -0,5162 -0,5479 -0,4990 -0,3717 -0,1913 -0,0126 0,1045 0,1295 0,0564 -0,1323 -0,4686 -0,9528 -1,5122 -2,0154 -2,3292 -2,3768 -2,1661 -1,7747 -1,2947 -0,7797 -0,2385 0,3285 0,9040 1,4439 1,8699 2,0904 2,0589 1,8146 1,4594 1,0936 0,7807 0,5535 0,4148 0,3432 0,3253 0,3659 0,4616 0,5826 0,6890 0,7532 0,7614 0,7115 0,6209 0,5208 0,4415 0,4093 0,4402 0,5286 0,6490 0,7634 0,8317 0,8355 0,7941 0,7453 0,7145 0,7066 0,7129 0,7082 0,6464 0,4707 0,1431 -0,3228 -0,8584 -1,3643 -1,7497 -1,9665 -2,0173 -1,9411 -1,8050 -1,6903 -1,6528 -1,6944 -1,7692 -1,8061 -1,7461 -1,5851 -1,3765 -1,1882 -1,0614 -1,0052 -1,0159 -1,0930 -1,2310 -1,4035 -1,5707 -1,7075 -1,8220 -1,9470 -2,1214 -2,3867 -2,7794 -3,2913 -3,8396 -4,3078 -4,6305 -4,8284 -4,9630 -5,0813 -5,2100 -5,3699 -5,5676 -5,7824 -5,9779 -6,1184 -6,1683 -6,0897 -5,8685 -5,5418 -5,1749 -4,8084 -4,4387 -4,0528 -3,6666 -3,3317 -3,1177 -3,0784 -3,2191 -3,4911 -3,8075 -4,0708 -4,2023 -4,1521 -3,8872 -3,3912 -2,6983 -1,9177 -1,1986 -0,6575 -0,3315 -0,1737 -0,0924 -0,0113 0,0996 0,2396 0,4134 0,6445 0,9542 1,3411 1,7908 2,3006 2,8748 3,4857 4,0585 4,5125 4,8072 4,9489 4,9673 4,8849 4,7087 4,4488 4,1359 3,8237 3,5721 3,4144 3,3434 3,3343 3,3729 3,4496 3,5381 3,5911 3,5629 3,4408 3,2610 3,0810 2,9262 2,7716 2,5769 2,3196 2,0038 1,6619 1,3490 1,1199 1,0095 1,0319 1,1843 1,4354 1,7065 1,8835 1,8770 1,6824 1,3906 1,1482 1,0906 1,2709 1,6171 1,9699 2,1857 2,2155 2,1056 1,9434 1,8016 1,7158 1,6943 1,7355 1,8322 1,9717 2,1415 2,3221 2,4617 2,4817 2,3332 2,0499 1,7245 1,4420 1,2538 1,1868 1,2477 1,4184 1,6574 1,9161 2,1591 2,3666 2,5287 2,6521 2,7584 2,8628 2,9562 3,0042 2,9703 2,8510 2,6710 2,4507 2,2102 1,9929 1,8526 1,8173 1,8692 1,9500 1,9968 1,9996 2,0204 2,1368 2,3768 2,7163 3,1043 3,4768 3,7781 3,9862 4,1100 4,1714 4,1924 4,1705 4,0630 3,8189 3,4238 2,9183 2,4033 2,0264 1,9119 2,0748 2,4102 2,7670 3,0295 3,1549 3,1582 3,0755 2,9431 2,7998 2,6926 2,6513 2,6558 2,6605 2,6382 2,5848 2,5064 2,4167 2,3287 2,2457 2,1715 2,1292 2,1637 2,3240 2,6290 3,0400 3,4681 3,8177 4,0331 4,1124 4,0844 3,9834 3,8485 3,7211 3,6306 3,5897 3,5973 3,6315 3,6529 3,6287 3,5430 3,3878 3,1736 2,9405 2,7429 2,6381 2,6796 2,8726 3,1386 3,3589 3,4561 3,4222 3,2954 3,1317 2,9760 2,8390 2,6977 2,5204 2,2986 2,0578 1,8386 1,6798 1,6109 1,6282 1,6823 1,7187 1,7344 1,7793 1,9031 2,1090 2,3592 2,6167 2,8671 3,1018 3,2974 3,4210 3,4501 3,3786 3,2058 2,9324 2,5776 2,1960 1,8660 1,6572 1,5941 1,6316 1,6652 1,5866 1,3481 0,9829 0,5642 0,1524 -0,2163 -0,5095 -0,6882 -0,7161 -0,5833 -0,3183 0,0209 0,3661 0,6526 0,8271 0,8612 0,7720 0,6263 0,5096 0,4838 0,5625 0,7000 0,8098 0,8267 0,7524 0,6318 0,5082 0,4024 0,3103 0,2172 0,1114 -0,0208 -0,1965 -0,4150 -0,6333 -0,7795 -0,8101 -0,7504 -0,6634 -0,5881 -0,5164 -0,4103 -0,2348 0,0141 0,3032 0,5722 0,7501 0,7788 0,6372 0,3470 -0,0486 -0,5073 -0,9987 -1,5064 -2,0054 -2,4419 -2,7591 -2,9420 -3,0166 -2,9999 -2,8809 -2,6626 -2,3885 -2,1169 -1,8848 -1,6899 -1,5070 -1,3338 -1,2069 -1,1697 -1,2301 -1,3460 -1,4546 -1,5228 -1,5652 -1,6160 -1,6952 -1,7987 -1,9106 -2,0241 -2,1529 -2,3112 -2,4843 -2,6222 -2,6564 -2,5318 -2,2413 -1,8377 -1,4161 -1,0718 -0,8486 -0,7296 -0,6788 -0,6727 -0,7010 -0,7646 -0,8626 -0,9760 -1,0768 -1,1479 -1,1910 -1,2161 -1,2223 -1,1948 -1,1270 -1,0364 -0,9524 -0,8884 -0,8312 -0,7640 -0,6931 -0,6482 -0,6648 -0,7727 -0,9789 -1,2421 -1,4833 -1,6443 -1,7281 -1,7735 -1,8166 -1,8964 -2,0663 -2,3680 -2,8043 -3,3435 -3,9300 -4,4923 -4,9683 -5,3446 -5,6712 -6,0240 -6,4439 -6,9078 -7,3499 -7,7040 -7,9356 -8,0464 -8,0541 -7,9716 -7,8113 -7,6042 -7,3995 -7,2455 -7,1730 -7,1862 -7,2620 -7,3708 -7,4968 -7,6240 -7,7143 -7,7210 -7,6223 -7,4373 -7,2102 -6,9803 -6,7602 -6,5350 -6,2804 -5,9824 -5,6485 -5,3092 -5,0043 -4,7519 -4,5213 -4,2416 -3,8583 -3,3878 -2,9060 -2,4892 -2,1771 -1,9698 -1,8355 -1,7385 -1,6789 -1,6917 -1,7929 -1,9415 -2,0610 -2,0929 -2,0423 -1,9676 -1,9198 -1,9081 -1,9191 -1,9339 -1,9217 -1,8341 -1,6182 -1,2503 -0,7664 -0,2649 0,1350 0,3487 0,3499 0,1578 -0,1909 -0,6656 -1,2416 -1,8702 -2,4674 -2,9431 -3,2431 -3,3680 -3,3712 -3,3426 -3,3594 -3,4235 -3,4648 -3,4100 -3,2398 -2,9896 -2,7225 -2,5027 -2,3687 -2,3157 -2,3076 -2,3095 -2,3096 -2,3120 -2,3312 -2,3963 -2,5369 -2,7605 -3,0524 -3,3881 -3,7408 -4,0785 -4,3591 -4,5393 -4,5996 -4,5560 -4,4434 -4,2959 -4,1409 -3,9925 -3,8446 -3,6847 -3,5204 -3,3785 -3,2784 -3,2280 -3,2340 -3,2925 -3,3793 -3,4560 -3,4885
Fz    1,9462 1,6505 1,3302 1,0328 0,7970 0,6273 0,4960 0,3734 0,2560 0,1645 0,1132 0,0817 0,0194 -0,1230 -0,3627 -0,6778 -1,0222 -1,3467 -1,6139 -1,7976 -1,8800 -1,8548 -1,7368 -1,5645 -1,3838 -1,2252 -1,1005 -1,0174 -0,9828 -0,9906 -1,0182 -1,0387 -1,0307 -0,9778 -0,8689 -0,7021 -0,4830 -0,2150 0,1015 0,4620 0,8568 1,2667 1,6545 1,9691 2,1662 2,2266 2,1599 1,9933 1,7623 1,5076 1,2655 1,0604 0,9090 0,8212 0,7898 0,7847 0,7681 0,7139 0,6127 0,4705 0,3090 0,1654 0,0860 0,1079 0,2293 0,4022 0,5593 0,6435 0,6278 0,5336 0,4284 0,3805 0,4074 0,4733 0,5313 0,5525 0,5191 0,4105 0,2117 -0,0684 -0,3942 -0,7177 -0,9946 -1,1961 -1,3164 -1,3740 -1,4041 -1,4454 -1,5216 -1,6243 -1,7115 -1,7307 -1,6558 -1,5113 -1,3563 -1,2438 -1,1946 -1,2026 -1,2568 -1,3551 -1,4977 -1,6761 -1,8680 -2,0419 -2,1722 -2,2572 -2,3199 -2,3934 -2,5012 -2,6427 -2,7936 -2,9196 -3,0022 -3,0555 -3,1173 -3,2215 -3,3816 -3,5888 -3,8197 -4,0494 -4,2643 -4,4608 -4,6311 -4,7552 -4,8152 -4,8173 -4,7929 -4,7766 -4,7895 -4,8372 -4,9153 -5,0166 -5,1440 -5,3143 -5,5402 -5,8100 -6,0875 -6,3296 -6,5002 -6,5661 -6,4899 -6,2386 -5,8095 -5,2502 -4,6498 -4,1033 -3,6742 -3,3742 -3,1689 -3,0037 -2,8210 -2,5629 -2,1798 -1,6551 -1,0259 -0,3731 0,2212 0,7177 1,1326 1,5093 1,8734 2,2132 2,4957 2,6919 2,7876 2,7877 2,7235 2,6472 2,6077 2,6354 2,7424 2,9232 3,1532 3,4006 3,6363 3,8325 3,9579 3,9870 3,9124 3,7511 3,5387 3,3120 3,0864 2,8541 2,6007 2,3211 2,0249 1,7389 1,5079 1,3821 1,3913 1,5205 1,7107 1,8793 1,9416 1,8369 1,5554 1,1465 0,7049 0,3426 0,1480 0,1498 0,3073 0,5433 0,7927 1,0225 1,2169 1,3597 1,4388 1,4600 1,4446 1,4127 1,3770 1,3462 1,3244 1,3036 1,2581 1,1542 0,9772 0,7512 0,5295 0,3621 0,2747 0,2707 0,3383 0,4502 0,5618 0,6306 0,6463 0,6349 0,6333 0,6636 0,7252 0,7979 0,8529 0,8669 0,8356 0,7779 0,7206 0,6777 0,6514 0,6400 0,6370 0,6307 0,6125 0,5776 0,5240 0,4607 0,4127 0,4059 0,4531 0,5566 0,7124 0,9079 1,1255 1,3467 1,5512 1,7198 1,8413 1,9071 1,9015 1,8096 1,6360 1,4056 1,1526 0,9144 0,7253 0,6024 0,5362 0,5018 0,4848 0,4912 0,5321 0,6048 0,6935 0,7828 0,8693 0,9522 1,0166 1,0431 1,0389 1,0394 1,0753 1,1455 1,2220 1,2674 1,2525 1,1763 1,0802 1,0306 1,0798 1,2374 1,4732 1,7423 2,0069 2,2383 2,4104 2,5051 2,5247 2,4840 2,3898 2,2434 2,0630 1,8831 1,7327 1,6214 1,5384 1,4610 1,3742 1,2809 1,1906 1,1169 1,0826 1,1008 1,1486 1,1769 1,1419 1,0213 0,8130 0,5387 0,2443 -0,0188 -0,2216 -0,3660 -0,4652 -0,5244 -0,5382 -0,4995 -0,4097 -0,2877 -0,1672 -0,0701 0,0148 0,1159 0,2477 0,3952 0,5222 0,5910 0,5808 0,4986 0,3761 0,2495 0,1386 0,0410 -0,0580 -0,1707 -0,2946 -0,4085 -0,4850 -0,5060 -0,4718 -0,4003 -0,3181 -0,2500 -0,2139 -0,2158 -0,2520 -0,3212 -0,4260 -0,5616 -0,7073 -0,8287 -0,8895 -0,8661 -0,7566 -0,5872 -0,4168 -0,3190 -0,3403 -0,4629 -0,6081 -0,6817 -0,6280 -0,4588 -0,2472 -0,0872 -0,0388 -0,1005 -0,2275 -0,3633 -0,4649 -0,5193 -0,5404 -0,5543 -0,5865 -0,6593 -0,7865 -0,9598 -1,1437 -1,2959 -1,3957 -1,4502 -1,4746 -1,4672 -1,4001 -1,2406 -0,9853 -0,6726 -0,3657 -0,1293 -0,0133 -0,0437 -0,2205 -0,5166 -0,8852 -1,2784 -1,6668 -2,0345 -2,3622 -2,6285 -2,8234 -2,9484 -3,0043 -2,9903 -2,9181 -2,8211 -2,7430 -2,7138 -2,7320 -2,7705 -2,8036 -2,8243 -2,8407 -2,8597 -2,8752 -2,8704 -2,8309 -2,7531 -2,6426 -2,5113 -2,3780 -2,2671 -2,2039 -2,2063 -2,2757 -2,3931 -2,5203 -2,6115 -2,6350 -2,5870 -2,4802 -2,3325 -2,1671 -2,0109 -1,8860 -1,7996 -1,7381 -1,6764 -1,5986 -1,5046 -1,4037 -1,3129 -1,2513 -1,2305 -1,2507 -1,3049 -1,3847 -1,4857 -1,6066 -1,7410 -1,8700 -1,9642 -1,9984 -1,9668 -1,8859 -1,7822 -1,6791 -1,5907 -1,5223 -1,4782 -1,4699 -1,5107 -1,5983 -1,7118 -1,8358 -1,9808 -2,1713 -2,4222 -2,7301 -3,0755 -3,4317 -3,7765 -4,1024 -4,4182 -4,7358 -5,0531 -5,3565 -5,6371 -5,8948 -6,1304 -6,3393 -6,5062 -6,6075 -6,6356 -6,6160 -6,5960 -6,6195 -6,7165 -6,8960 -7,1335 -7,3768 -7,5805 -7,7291 -7,8292 -7,8907 -7,9178 -7,9103 -7,8730 -7,8192 -7,7549 -7,6570 -7,4796 -7,1885 -6,7907 -6,3381 -5,9005 -5,5223 -5,1927 -4,8617 -4,4913 -4,0948 -3,7230 -3,4237 -3,2223 -3,1215 -3,1019 -3,1324 -3,1903 -3,2640 -3,3328 -3,3592 -3,3080 -3,1656 -2,9430 -2,6652 -2,3536 -2,0242 -1,6995 -1,4075 -1,1615 -0,9458 -0,7248 -0,4680 -0,1758 0,1095 0,3200 0,3958 0,3119 0,0840 -0,2446 -0,6244 -1,0159 -1,3896 -1,7210 -1,9930 -2,2001 -2,3487 -2,4535 -2,5348 -2,6079 -2,6703 -2,7036 -2,6950 -2,6528 -2,5994 -2,5615 -2,5661 -2,6277 -2,7375 -2,8687 -2,9936 -3,0945 -3,1626 -3,1991 -3,2206 -3,2585 -3,3502 -3,5251 -3,7881 -4,1086 -4,4255 -4,6729 -4,8115 -4,8474 -4,8213 -4,7751 -4,7282 -4,6775 -4,6087 -4,5114 -4,3873 -4,2448 -4,0968 -3,9678 -3,8939 -3,8997 -3,9749 -4,0836 -4,1965 -4,3067
F3    1,8491 1,5287 1,1462 0,7720 0,4733 0,2743 0,1549 0,0895 0,0778 0,1313 0,2382 0,3457 0,3772 0,2725 0,0218 -0,3345 -0,7319 -1,1089 -1,4206 -1,6354 -1,7269 -1,6791 -1,5096 -1,2772 -1,0514 -0,8732 -0,7528 -0,6963 -0,7122 -0,7876 -0,8786 -0,9352 -0,9312 -0,8708 -0,7778 -0,6807 -0,5916 -0,4921 -0,3416 -0,0999 0,2555 0,7156 1,2254 1,6933 2,0269 2,1693 2,1185 1,9215 1,6494 1,3691 1,1257 0,9419 0,8258 0,7751 0,7741 0,7966 0,8113 0,7858 0,6881 0,4957 0,2174 -0,0897 -0,3332 -0,4371 -0,3940 -0,2626 -0,1194 -0,0180 0,0291 0,0580 0,1304 0,2751 0,4420 0,5307 0,4757 0,2971 0,0672 -0,1563 -0,3577 -0,5426 -0,7149 -0,8740 -1,0215 -1,1608 -1,2907 -1,4113 -1,5354 -1,6854 -1,8691 -2,0554 -2,1754 -2,1585 -1,9848 -1,7121 -1,4406 -1,2421 -1,1278 -1,0737 -1,0642 -1,1103 -1,2388 -1,4704 -1,7979 -2,1743 -2,5272 -2,7974 -2,9692 -3,0672 -3,1279 -3,1728 -3,2002 -3,1962 -3,1583 -3,1154 -3,1239 -3,2375 -3,4725 -3,7909 -4,1148 -4,3725 -4,5421 -4,6457 -4,7081 -4,7284 -4,6936 -4,6120 -4,5184 -4,4454 -4,4033 -4,3862 -4,3863 -4,4063 -4,4650 -4,5854 -4,7752 -5,0166 -5,2710 -5,4923 -5,6355 -5,6546 -5,4981 -5,1228 -4,5324 -3,8039 -3,0640 -2,4317 -1,9750 -1,6990 -1,5630 -1,5081 -1,4665 -1,3560 -1,0913 -0,6267 0,0010 0,6814 1,2942 1,7736 2,1291 2,4127 2,6638 2,8817 3,0352 3,0860 3,0132 2,8337 2,6041 2,3979 2,2718 2,2509 2,3317 2,4865 2,6767 2,8774 3,0816 3,2740 3,4129 3,4509 3,3698 3,1945 2,9760 2,7527 2,5237 2,2632 1,9520 1,5905 1,1943 0,8018 0,4845 0,3256 0,3720 0,6031 0,9404 1,2751 1,4917 1,5011 1,2842 0,9072 0,4937 0,1735 0,0327 0,0841 0,2686 0,4970 0,7012 0,8524 0,9473 0,9916 0,9936 0,9669 0,9342 0,9262 0,9733 1,0872 1,2451 1,3917 1,4523 1,3625 1,1064 0,7333 0,3328 -0,0093 -0,2324 -0,3001 -0,2048 0,0173 0,2845 0,5065 0,6341 0,6742 0,6695 0,6714 0,7158 0,8031 0,9015 0,9794 1,0379 1,1060 1,2013 1,3083 1,3972 1,4423 1,4198 1,3136 1,1339 0,9146 0,6919 0,4990 0,3707 0,3328 0,3959 0,5582 0,8021 1,0935 1,3964 1,6816 1,9191 2,0816 2,1617 2,1701 2,1146 1,9906 1,7893 1,5118 1,1847 0,8617 0,5994 0,4261 0,3356 0,3090 0,3370 0,4243 0,5734 0,7632 0,9485 1,0866 1,1719 1,2364 1,3115 1,4057 1,5191 1,6512 1,7875 1,8901 1,9122 1,8217 1,6171 1,3331 1,0444 0,8459 0,8088 0,9499 1,2368 1,6152 2,0275 2,4083 2,6877 2,8236 2,8289 2,7500 2,6226 2,4570 2,2593 2,0498 1,8637 1,7379 1,6918 1,7185 1,7987 1,9102 2,0227 2,1115 2,1787 2,2366 2,2736 2,2533 2,1410 1,9148 1,5678 1,1257 0,6567 0,2440 -0,0637 -0,2676 -0,3898 -0,4417 -0,4231 -0,3335 -0,1813 0,0039 0,1687 0,2728 0,3312 0,4018 0,5348 0,7388 0,9793 1,1930 1,3154 1,3203 1,2365 1,1159 0,9876 0,8510 0,6974 0,5291 0,3623 0,2213 0,1257 0,0786 0,0658 0,0701 0,0849 0,1093 0,1369 0,1575 0,1593 0,1230 0,0285 -0,1219 -0,2890 -0,4111 -0,4413 -0,3715 -0,2251 -0,0406 0,1297 0,2199 0,1718 -0,0155 -0,2597 -0,4407 -0,4804 -0,3865 -0,2388 -0,1352 -0,1310 -0,2149 -0,3324 -0,4220 -0,4459 -0,4090 -0,3493 -0,3067 -0,3059 -0,3632 -0,4904 -0,6753 -0,8690 -1,0185 -1,1126 -1,1834 -1,2573 -1,3090 -1,2648 -1,0628 -0,7105 -0,2856 0,1080 0,3825 0,4846 0,4007 0,1618 -0,1652 -0,5090 -0,8270 -1,1120 -1,3696 -1,5975 -1,7955 -1,9808 -2,1773 -2,3837 -2,5601 -2,6524 -2,6324 -2,5236 -2,3867 -2,2753 -2,2082 -2,1803 -2,1855 -2,2274 -2,3073 -2,4023 -2,4651 -2,4504 -2,3380 -2,1384 -1,8920 -1,6633 -1,5200 -1,5029 -1,6089 -1,7967 -2,0127 -2,2138 -2,3684 -2,4515 -2,4422 -2,3256 -2,1088 -1,8403 -1,5977 -1,4479 -1,4142 -1,4669 -1,5429 -1,5817 -1,5489 -1,4422 -1,2896 -1,1315 -0,9926 -0,8739 -0,7675 -0,6746 -0,6157 -0,6232 -0,7194 -0,8932 -1,0942 -1,2563 -1,3361 -1,3360 -1,2922 -1,2443 -1,2089 -1,1728 -1,1185 -1,0535 -1,0102 -1,0236 -1,1148 -1,2902 -1,5414 -1,8438 -2,1708 -2,5108 -2,8674 -3,2503 -3,6691 -4,1249 -4,6053 -5,0819 -5,5113 -5,8540 -6,0968 -6,2504 -6,3355 -6,3748 -6,3813 -6,3502 -6,2813 -6,2038 -6,1656 -6,2052 -6,3376 -6,5445 -6,7711 -6,9518 -7,0554 -7,0993 -7,1197 -7,1356 -7,1416 -7,1227 -7,0742 -7,0057 -6,9197 -6,7852 -6,5489 -6,1784 -5,6938 -5,1640 -4,6748 -4,2801 -3,9647 -3,6572 -3,2990 -2,9054 -2,5473 -2,2859 -2,1402 -2,0976 -2,1296 -2,2061 -2,3129 -2,4481 -2,5937 -2,7064 -2,7428 -2,6847 -2,5414 -2,3344 -2,0839 -1,8142 -1,5649 -1,3775 -1,2646 -1,1999 -1,1322 -1,0079 -0,7982 -0,5206 -0,2393 -0,0380 0,0113 -0,1248 -0,4285 -0,8482 -1,3297 -1,8267 -2,2933 -2,6840 -2,9707 -3,1584 -3,2861 -3,4074 -3,5525 -3,6972 -3,7767 -3,7446 -3,6131 -3,4364 -3,2767 -3,1856 -3,1853 -3,2528 -3,3349 -3,3843 -3,3839 -3,3410 -3,2807 -3,2475 -3,2956 -3,4669 -3,7794 -4,2200 -4,7291 -5,2024 -5,5301 -5,6528 -5,5902 -5,4230 -5,2436 -5,1114 -5,0260 -4,9332 -4,7753 -4,5402 -4,2596 -3,9737 -3,7196 -3,5388 -3,4614 -3,4780 -3,5479 -3,6383 -3,7415
F7    0,1137 0,0252 0,0141 0,0471 0,0933 0,1208 0,0930 -0,0275 -0,2560 -0,5577 -0,8465 -1,0255 -1,0331 -0,8628 -0,5505 -0,1496 0,2793 0,6705 0,9648 1,1292 1,1664 1,0972 0,9395 0,7119 0,4418 0,1570 -0,1200 -0,3566 -0,5060 -0,5499 -0,5449 -0,5986 -0,7803 -1,0497 -1,2696 -1,2946 -1,0641 -0,6297 -0,1116 0,3641 0,6976 0,8198 0,7182 0,4779 0,2641 0,2232 0,3802 0,6241 0,7889 0,7620 0,5355 0,1813 -0,2039 -0,5387 -0,7854 -0,9542 -1,0784 -1,1709 -1,1830 -1,0119 -0,5929 0,0092 0,6226 1,0714 1,2637 1,2261 1,0727 0,9119 0,7739 0,6353 0,4885 0,3684 0,3323 0,4339 0,6919 1,0452 1,3389 1,3889 1,0894 0,4803 -0,2785 -1,0013 -1,5583 -1,9037 -2,0612 -2,0751 -1,9672 -1,7635 -1,5453 -1,4174 -1,4176 -1,4834 -1,5166 -1,4666 -1,3426 -1,1765 -1,0104 -0,9008 -0,8969 -0,9964 -1,1238 -1,1696 -1,0705 -0,8518 -0,5941 -0,3845 -0,2941 -0,3562 -0,5576 -0,8676 -1,2618 -1,7092 -2,1643 -2,5842 -2,9363 -3,1905 -3,3333 -3,3899 -3,4065 -3,4061 -3,3820 -3,3345 -3,2913 -3,2947 -3,3784 -3,5347 -3,6975 -3,7795 -3,7349 -3,5743 -3,3316 -3,0378 -2,7263 -2,4413 -2,2161 -2,0389 -1,8591 -1,6459 -1,4368 -1,3191 -1,3670 -1,5896 -1,9163 -2,2204 -2,3788 -2,3298 -2,0855 -1,6938 -1,1881 -0,5636 0,1987 1,0800 1,9958 2,8207 3,4404 3,7904 3,8664 3,7194 3,4531 3,2092 3,1115 3,2062 3,4634 3,8137 4,1610 4,4019 4,4876 4,4560 4,3844 4,3240 4,2915 4,2970 4,3429 4,3885 4,3403 4,1016 3,6426 3,0294 2,3883 1,8330 1,4149 1,1320 0,9688 0,9111 0,9405 1,0413 1,2108 1,4489 1,7311 1,9964 2,1724 2,2176 2,1322 1,9317 1,6402 1,3288 1,1157 1,0909 1,2414 1,4593 1,6129 1,6167 1,4628 1,2084 0,9280 0,6770 0,4809 0,3413 0,2570 0,2275 0,2213 0,1730 0,0281 -0,2206 -0,5331 -0,8390 -1,0667 -1,1775 -1,1751 -1,0820 -0,9061 -0,6442 -0,3226 -0,0044 0,2556 0,4314 0,5011 0,4460 0,2953 0,1357 0,0447 0,0306 0,0538 0,0846 0,1178 0,1532 0,1799 0,1806 0,1471 0,0854 -0,0015 -0,1144 -0,2238 -0,2500 -0,1019 0,2529 0,7539 1,2764 1,6887 1,9034 1,8971 1,7019 1,3944 1,0761 0,8209 0,6427 0,5346 0,5153 0,6065 0,7709 0,9032 0,9110 0,8052 0,6926 0,6735 0,7646 0,9180 1,0730 1,1838 1,2358 1,2432 1,2159 1,1503 1,0625 1,0067 1,0415 1,1757 1,3466 1,4421 1,3631 1,0951 0,7272 0,3935 0,2009 0,2035 0,3970 0,7138 1,0508 1,3303 1,5333 1,6751 1,7511 1,7242 1,5759 1,3672 1,2370 1,3185 1,6406 2,1176 2,6266 3,0726 3,3909 3,5345 3,4804 3,2382 2,8404 2,3177 1,6956 1,0291 0,4113 -0,0777 -0,4114 -0,5936 -0,6217 -0,4953 -0,2458 0,0738 0,4346 0,8455 1,3070 1,7551 2,0739 2,1897 2,1325 1,9887 1,8265 1,6804 1,5687 1,5012 1,4716 1,4556 1,4211 1,3397 1,1990 1,0175 0,8508 0,7734 0,8350 1,0145 1,2217 1,3688 1,4487 1,5322 1,6809 1,8824 2,0737 2,2051 2,2692 2,2808 2,2441 2,1433 1,9543 1,6572 1,2565 0,8037 0,3895 0,1058 0,0258 0,1968 0,6077 1,1613 1,6973 2,0663 2,2061 2,1508 1,9603 1,6579 1,2410 0,7418 0,2694 -0,0206 -0,0199 0,2563 0,6837 1,1133 1,4451 1,6354 1,6580 1,4884 1,1392 0,6916 0,2586 -0,0919 -0,3578 -0,5530 -0,6718 -0,7084 -0,6746 -0,5805 -0,4173 -0,1723 0,1380 0,4514 0,6885 0,8047 0,7992 0,6832 0,4686 0,1932 -0,0768 -0,2777 -0,3818 -0,4106 -0,4108 -0,4079 -0,3948 -0,3672 -0,3445 -0,3457 -0,3591 -0,3477 -0,2895 -0,2114 -0,1769 -0,2511 -0,4702 -0,8061 -1,1578 -1,4101 -1,5036 -1,4393 -1,2456 -0,9678 -0,6795 -0,4784 -0,4624 -0,6989 -1,1933 -1,8653 -2,5498 -3,0427 -3,1904 -2,9648 -2,4709 -1,8931 -1,3967 -1,0404 -0,7851 -0,5895 -0,4748 -0,4877 -0,6212 -0,7961 -0,9252 -0,9779 -0,9714 -0,9208 -0,8131 -0,6246 -0,3581 -0,0615 0,1987 0,3805 0,4726 0,4649 0,3347 0,0692 -0,3008 -0,6973 -1,0237 -1,2004 -1,1926 -1,0289 -0,7913 -0,5676 -0,4008 -0,2793 -0,1783 -0,1033 -0,0950 -0,2058 -0,4738 -0,8857 -1,3550 -1,7720 -2,0983 -2,3915 -2,7286 -3,1355 -3,5905 -4,0543 -4,4683 -4,7488 -4,8242 -4,6916 -4,4288 -4,1579 -4,0040 -4,0594 -4,3510 -4,8282 -5,3857 -5,9091 -6,3144 -6,5586 -6,6261 -6,5200 -6,2689 -5,9379 -5,6063 -5,3197 -5,0755 -4,8682 -4,7274 -4,6939 -4,7597 -4,8442 -4,8494 -4,7482 -4,6060 -4,5056 -4,4696 -4,4604 -4,4247 -4,3183 -4,1168 -3,8241 -3,4665 -3,0685 -2,6324 -2,1426 -1,5860 -0,9732 -0,3492 0,2258 0,7117 1,0955 1,3733 1,5466 1,6240 1,6025 1,4508 1,1318 0,6505 0,0719 -0,5052 -0,9839 -1,2884 -1,3710 -1,2210 -0,8775 -0,4312 -0,0051 0,2847 0,3700 0,2465 -0,0430 -0,4356 -0,8579 -1,2246 -1,4544 -1,5074 -1,4159 -1,2804 -1,2118 -1,2593 -1,3883 -1,5108 -1,5379 -1,4485 -1,3205 -1,2672 -1,3584 -1,6135 -2,0164 -2,5021 -2,9642 -3,3187 -3,5663 -3,7783 -4,0216 -4,3049 -4,5894 -4,8214 -4,9400 -4,8818 -4,6094 -4,1431 -3,5667 -3,0038 -2,5797 -2,3787 -2,4115 -2,6090 -2,8511 -3,0243 -3,0731 -3,0139 -2,9201 -2,8852 -2,9649 -3,1363 -3,3322 -3,5259 -3,7553 -4,0497 -4,3590 -4,5865 -4,6840 -4,6928
