Fp1   -1,6954 -1,5664 -1,4512 -1,4580 -1,6011 -1,7300 -1,6324 -1,1856 -0,4240 0,4748 1,2714 1,7963 2,0400 2,1139 2,1621 2,3143 2,6458 3,1469 3,7281 4,2592 4,6555 4,9372 5,1621 5,3272 5,3768 5,2785 5,0631 4,8089 4,5938 4,4132 4,1309 3,5667 2,6447 1,4412 0,1258 -1,1319 -2,2305 -3,1649 -4,0116 -4,8515 -5,6735 -6,3426 -6,7076 -6,7569 -6,5908 -6,2768 -5,8524 -5,3960 -5,0019 -4,7453 -4,6725 -4,7661 -4,9419 -5,0870 -5,0813 -4,8349 -4,3421 -3,6781 -2,9577 -2,3067 -1,8269 -1,5769 -1,5987 -1,9329 -2,5766 -3,4347 -4,3307 -5,0796 -5,5456 -5,6585 -5,4319 -4,9626 -4,3812 -3,8059 -3,3345 -3,0061 -2,7479 -2,4581 -2,1677 -2,0363 -2,1778 -2,5242 -2,8394 -2,8917 -2,6786 -2,4286 -2,3408 -2,4307 -2,6196 -2,8306 -3,0041 -3,1010 -3,1204 -3,1142 -3,1538 -3,2489 -3,3403 -3,4068 -3,5251 -3,8104 -4,3363 -5,0929 -5,9909 -6,9123 -7,7777 -8,5672 -9,2672 -9,8224 -10,1750 -10,3400 -10,3824 -10,3397 -10,2465 -10,1676 -10,1370 -10,1530 -10,2523 -10,5232 -11,0499 -11,8466 -12,8160 -13,7570 -14,4480 -14,7763 -14,7911 -14,6250 -14,3837 -14,1184 -13,8535 -13,5770 -13,2300 -12,7691 -12,1810 -11,4185 -10,4315 -9,2833 -8,1667 -7,3031 -6,8453 -6,8463 -7,2657 -7,9697 -8,7385 -9,3560 -9,7241 -9,8795 -9,9318 -9,9827 -10,0823 -10,2504 -10,4892 -10,7337 -10,8407 -10,6850 -10,2375 -9,5305 -8,6090 -7,5308 -6,3769 -5,2650 -4,3462 -3,7168 -3,3333 -3,0857 -2,9399 -2,9709 -3,2854 -3,8991 -4,6683 -5,3765 -5,8855 -6,2006 -6,4385 -6,7273 -7,1221 -7,6187 -8,2158 -8,9516 -9,8674 -10,8964 -11,8239 -12,4313 -12,6751 -12,6828 -12,5997 -12,5109 -12,4708 -12,4983 -12,5552 -12,5920 -12,5969 -12,6110 -12,7070 -12,9087 -13,1148 -13,1377 -12,8627 -12,3708 -11,8834 -11,5931 -11,5429 -11,6589 -11,8675 -12,1150 -12,2958 -12,2558 -11,8871 -11,2087 -10,3716 -9,5718 -8,9280 -8,4286 -7,9680 -7,4367 -6,8276 -6,2802 -6,0119 -6,1700 -6,7261 -7,4989 -8,2464 -8,7441 -8,8387 -8,5001 -7,8447 -7,0782 -6,3858 -5,8840 -5,6583 -5,7620 -6,1587 -6,7276 -7,3161 -7,7615 -7,9271 -7,7426 -7,1880 -6,2841 -5,1468 -4,0105 -3,1320 -2,6361 -2,4654 -2,4830 -2,6046 -2,8333 -3,1969 -3,6893 -4,2841 -4,9649 -5,7261 -6,5669 -7,4544 -8,2782 -8,9034 -9,2522 -9,2822 -8,9624 -8,3363 -7,5469 -6,7709 -6,1504 -5,7548 -5,5778 -5,5831 -5,7627 -6,1460 -6,7389 -7,4664 -8,2058 -8,8503 -9,3313 -9,6378 -9,8306 -9,9917 -10,1427 -10,2579 -10,3608 -10,5327 -10,8260 -11,2255 -11,6727 -12,0933 -12,4128 -12,5796 -12,6059 -12,5761 -12,5948 -12,7189 -12,9321 -13,2022 -13,5468 -13,9859 -14,4553 -14,8345 -15,0596 -15,1694 -15,2313 -15,2511 -15,1700 -14,9361 -14,5689 -14,1591 -13,8245 -13,6773 -13,7894 -14,1345 -14,5702 -14,9160 -15,0989 -15,2221 -15,4401 -15,7948 -16,2062 -16,5433 -16,6593 -16,4395 -15,8777 -15,0978 -14,3026 -13,6993 -13,4158 -13,4400 -13,6380 -13,8465 -13,9494 -13,8866 -13,6347 -13,2129 -12,7054 -12,2264 -11,8301 -11,4854 -11,1425 -10,7904 -10,4643 -10,2145 -10,0431 -9,8789 -9,6514 -9,3736 -9,1198 -8,9375 -8,8200 -8,7513 -8,7170 -8,6667 -8,5030 -8,1394 -7,5778 -6,9133 -6,2719 -5,7546 -5,4168 -5,2499 -5,1557 -5,0088 -4,7909 -4,6022 -4,5350 -4,6107 -4,8618 -5,3978 -6,3066 -7,5157 -8,7989 -9,8892 -10,6022 -10,9235 -10,9666 -10,8367 -10,5729 -10,1974 -9,7625 -9,3532 -9,0529 -8,8902 -8,8273 -8,8210 -8,8888 -9,0945 -9,4652 -9,9402 -10,4052 -10,7620 -10,9634 -10,9858 -10,8030 -10,4381 -10,0130 -9,6889 -9,5794 -9,7136 -10,0262 -10,3888 -10,6595 -10,7072 -10,4602 -9,9645 -9,3552 -8,7856 -8,4062 -8,3530 -8,6884 -9,3473 -10,1608 -10,9389 -11,5461 -11,9572 -12,2561 -12,5378 -12,8171 -13,0441 -13,1508 -13,0690 -12,7682 -12,3089 -11,8362 -11,5315 -11,5634 -11,9954 -12,7066 -13,4569 -14,0419 -14,3906 -14,5481 -14,5844 -14,5434 -14,4724 -14,4418 -14,4975 -14,6136 -14,7078 -14,6819 -14,4409 -13,9260 -13,1822 -12,3751 -11,7049 -11,2996 -11,1820 -11,2853 -11,4949 -11,7368 -12,0141 -12,3213 -12,5794 -12,6964 -12,6438 -12,4796 -12,3434 -12,3939 -12,6872 -13,1187 -13,4932 -13,6614 -13,6047 -13,4053 -13,1372 -12,7780 -12,2156 -11,3335 -10,1184 -8,7380 -7,5137 -6,7623 -6,6296 -7,0555 -7,8654 -8,8797 -9,9563 -10,9535 -11,7047 -12,1009 -12,1912 -12,1382 -12,1070 -12,2168 -12,4982 -12,8434 -13,0422 -12,9193 -12,4802 -11,9111 -11,4245 -11,1332 -11,0623 -11,2494 -11,8027 -12,8139 -14,2331 -15,8938 -17,6409 -19,3818 -21,0399 -22,5022 -23,6160 -24,2465 -24,3472 -23,9980 -23,4003 -22,8006 -22,3796 -22,1924 -22,1725 -22,1690 -22,0220 -21,6460 -21,0483 -20,3007 -19,5094 -18,7771 -18,1944 -17,8567 -17,8381 -18,1287 -18,6263 -19,1963 -19,7266 -20,1344 -20,3619 -20,3903 -20,2441 -19,9684 -19,5970 -19,1426 -18,6189 -18,0761 -17,6139 -17,3478 -17,3409 -17,5667 -17,9451 -18,3885 -18,8026 -19,1018 -19,2795 -19,4240 -19,6021 -19,7618 -19,8155 -19,7700 -19,7080 -19,6989 -19,7710 -19,9283 -20,1503 -20,3890 -20,6043 -20,7843 -20,9164 -20,9885 -21,0269 -21,0715 -21,0959 -20,9983 -20,7011 -20,2425 -19,7462 -19,3128 -18,9779 -18,7563 -18,6580 -18,6628 -18,7451 -18,9393 -19,3399 -20,0044 -20,8561 -21,6896 -22,2774 -22,4864 -22,3261 -21,8919 -21,2737 -20,5315 -19,7375 -19,0029 -18,4452 -18,1404 -18,0965 -18,2495 -18,4972 -18,7687 -19,0670 -19,4506 -19,9745 -20,6210 -21,2881 -21,8705 -22,3290 -22,6847 -22,9742 -23,1804 -23,1957 -22,8898 -22,2255 -21,3093 -20,3226 -19,4220
Fz    -1,9275 -2,0547 -2,1244 -2,1935 -2,2924 -2,3808 -2,3821 -2,2481 -1,9861 -1,6497 -1,3093 -1,0133 -0,7663 -0,5446 -0,3227 -0,0864 0,1627 0,4086 0,6295 0,8050 0,9329 1,0424 1,1744 1,3448 1,5397 1,7407 1,9460 2,1719 2,4368 2,7289 2,9803 3,0910 2,9918 2,6876 2,2509 1,7734 1,3181 0,9040 0,5110 0,1026 -0,3358 -0,7680 -1,1311 -1,3935 -1,5599 -1,6306 -1,6043 -1,4977 -1,3343 -1,1383 -0,9390 -0,7626 -0,6248 -0,5291 -0,4591 -0,3838 -0,2860 -0,1785 -0,0968 -0,0775 -0,1384 -0,2781 -0,4965 -0,7977 -1,1732 -1,5882 -1,9839 -2,2955 -2,4791 -2,5267 -2,4711 -2,3751 -2,3004 -2,2791 -2,3154 -2,3864 -2,4360 -2,4065 -2,2901 -2,1302 -1,9782 -1,8555 -1,7401 -1,5956 -1,4337 -1,3203 -1,2954 -1,3254 -1,3474 -1,3223 -1,2453 -1,1334 -1,0143 -0,9234 -0,8868 -0,8945 -0,9095 -0,9159 -0,9398 -1,0226 -1,1913 -1,4469 -1,7715 -2,1420 -2,5426 -2,9624 -3,3835 -3,7763 -4,1167 -4,4062 -4,6611 -4,8967 -5,1410 -5,4362 -5,8040 -6,2314 -6,6981 -7,2017 -7,7507 -8,3377 -8,9225 -9,4436 -9,8480 -10,1188 -10,2745 -10,3408 -10,3299 -10,2463 -10,0972 -9,8890 -9,6259 -9,3284 -9,0250 -8,7120 -8,3536 -7,9359 -7,4987 -7,1063 -6,8045 -6,6092 -6,5194 -6,5152 -6,5483 -6,5616 -6,5248 -6,4420 -6,3347 -6,2224 -6,1134 -6,0111 -5,9096 -5,7735 -5,5428 -5,1761 -4,6790 -4,0821 -3,4126 -2,6920 -1,9426 -1,1956 -0,4946 0,1230 0,6454 1,0742 1,4068 1,6441 1,8012 1,9138 2,0327 2,1901 2,3707 2,5177 2,5588 2,4422 2,1601 1,7452 1,2547 0,7443 0,2478 -0,2026 -0,5576 -0,7846 -0,9146 -1,0294 -1,1960 -1,4290 -1,7037 -1,9763 -2,2011 -2,3558 -2,4570 -2,5574 -2,7258 -3,0037 -3,3667 -3,7352 -4,0361 -4,2571 -4,4454 -4,6628 -4,9362 -5,2484 -5,5676 -5,8619 -6,0857 -6,1814 -6,1024 -5,8359 -5,4178 -4,9204 -4,4107 -3,9167 -3,4272 -2,9217 -2,4100 -1,9468 -1,6044 -1,4245 -1,3865 -1,4146 -1,4119 -1,2964 -1,0276 -0,6150 -0,1099 0,4193 0,9181 1,3561 1,7147 1,9859 2,1861 2,3495 2,5135 2,7167 2,9880 3,3316 3,7352 4,1807 4,6321 5,0235 5,2781 5,3492 5,2454 5,0118 4,6924 4,3148 3,9019 3,4830 3,0892 2,7448 2,4592 2,2197 2,0085 1,8301 1,7050 1,6494 1,6789 1,8066 2,0170 2,2603 2,4742 2,6037 2,6105 2,4838 2,2410 1,9091 1,5089 1,0683 0,6406 0,2856 0,0409 -0,0832 -0,1009 -0,0492 0,0333 0,1345 0,2650 0,4232 0,5806 0,7019 0,7664 0,7770 0,7573 0,7413 0,7554 0,7998 0,8486 0,8743 0,8686 0,8431 0,8032 0,7271 0,5908 0,4064 0,2189 0,0653 -0,0485 -0,1269 -0,1554 -0,1043 0,0413 0,2591 0,4937 0,6769 0,7440 0,6452 0,3685 -0,0393 -0,4880 -0,9004 -1,2591 -1,5861 -1,8958 -2,1819 -2,4267 -2,6001 -2,6657 -2,6041 -2,4318 -2,2036 -1,9917 -1,8488 -1,7838 -1,7711 -1,7765 -1,7743 -1,7438 -1,6628 -1,5157 -1,3111 -1,0777 -0,8368 -0,5890 -0,3261 -0,0398 0,2781 0,6348 1,0399 1,5017 2,0086 2,5157 2,9634 3,3154 3,5672 3,7252 3,8035 3,8434 3,9156 4,0902 4,3971 4,8168 5,2996 5,7914 6,2469 6,6366 6,9619 7,2491 7,5128 7,7427 7,9266 8,0667 8,1537 8,1419 7,9759 7,6431 7,1908 6,7052 6,2739 5,9477 5,7354 5,6261 5,6023 5,6392 5,7086 5,7857 5,8569 5,9252 6,0015 6,0858 6,1564 6,1808 6,1434 6,0607 5,9665 5,8827 5,8127 5,7578 5,7240 5,7063 5,6820 5,6321 5,5587 5,4835 5,4350 5,4279 5,4564 5,5124 5,5911 5,6768 5,7387 5,7357 5,6179 5,3390 4,8883 4,3138 3,7079 3,1708 2,7794 2,5587 2,4731 2,4615 2,4848 2,5360 2,6291 2,7909 3,0434 3,3791 3,7548 4,1017 4,3415 4,4190 4,3349 4,1340 3,8646 3,5507 3,1957 2,8087 2,4183 2,0566 1,7409 1,4776 1,2754 1,1459 1,0998 1,1505 1,3130 1,5841 1,9293 2,3014 2,6626 2,9826 3,2370 3,4199 3,5382 3,5972 3,6102 3,6099 3,6275 3,6654 3,6862 3,6267 3,4411 3,1443 2,8129 2,5454 2,4145 2,4362 2,5752 2,7839 3,0361 3,3280 3,6565 3,9911 4,2552 4,3462 4,1984 3,8308 3,3286 2,7872 2,2702 1,8071 1,4188 1,1328 0,9581 0,8579 0,7679 0,6351 0,4369 0,1884 -0,0572 -0,2321 -0,2932 -0,2578 -0,1961 -0,1803 -0,2503 -0,4210 -0,7064 -1,1298 -1,7101 -2,4402 -3,2875 -4,2129 -5,1796 -6,1443 -7,0450 -7,8053 -8,3610 -8,6871 -8,8098 -8,8004 -8,7469 -8,7147 -8,7282 -8,7745 -8,8146 -8,8018 -8,7016 -8,4970 -8,1949 -7,8330 -7,4643 -7,1390 -6,9031 -6,7908 -6,8062 -6,9203 -7,0889 -7,2680 -7,4174 -7,5074 -7,5280 -7,4875 -7,4031 -7,2921 -7,1638 -7,0156 -6,8430 -6,6537 -6,4669 -6,2984 -6,1542 -6,0363 -5,9404 -5,8393 -5,6923 -5,4869 -5,2530 -5,0179 -4,7696 -4,4830 -4,1627 -3,8427 -3,5633 -3,3559 -3,2332 -3,1812 -3,1628 -3,1460 -3,1288 -3,1299 -3,1652 -3,2401 -3,3401 -3,4162 -3,3995 -3,2500 -2,9917 -2,6907 -2,4058 -2,1666 -1,9880 -1,8833 -1,8626 -1,9334 -2,1068 -2,3913 -2,7729 -3,2004 -3,5940 -3,8781 -4,0196 -4,0469 -4,0304 -4,0389 -4,1130 -4,2665 -4,4983 -4,7959 -5,1387 -5,5070 -5,8838 -6,2513 -6,5983 -6,9287 -7,2529 -7,5691 -7,8534 -8,0694 -8,1959 -8,2449 -8,2528 -8,2562 -8,2622 -8,2398 -8,1447 -7,9496 -7,6570 -7,2923 -6,8931
F3    -2,6755 -2,7860 -2,8542 -2,9219 -3,0053 -3,0490 -2,9628 -2,6991 -2,2847 -1,8011 -1,3362 -0,9323 -0,5782 -0,2536 0,0385 0,2814 0,4609 0,5771 0,6503 0,7065 0,7677 0,8683 1,0512 1,3299 1,6746 2,0379 2,3835 2,6943 2,9688 3,1964 3,3319 3,3061 3,0726 2,6528 2,1388 1,6363 1,2079 0,8663 0,5879 0,3230 0,0190 -0,3371 -0,7079 -1,0480 -1,3266 -1,5114 -1,5806 -1,5424 -1,4164 -1,2196 -0,9810 -0,7483 -0,5665 -0,4455 -0,3493 -0,2243 -0,0416 0,1810 0,3902 0,5322 0,5789 0,5191 0,3390 0,0351 -0,3560 -0,7571 -1,0763 -1,2498 -1,2724 -1,1888 -1,0708 -1,0033 -1,0490 -1,2096 -1,4327 -1,6413 -1,7513 -1,7079 -1,5273 -1,2854 -1,0655 -0,9105 -0,7978 -0,6695 -0,5158 -0,3991 -0,3684 -0,3951 -0,4163 -0,4032 -0,3792 -0,3836 -0,4383 -0,5553 -0,7347 -0,9335 -1,0844 -1,1624 -1,2027 -1,2555 -1,3473 -1,4767 -1,6349 -1,8253 -2,0667 -2,3764 -2,7484 -3,1572 -3,5860 -4,0388 -4,5136 -4,9881 -5,4562 -5,9474 -6,4835 -7,0424 -7,5808 -8,0842 -8,5730 -9,0541 -9,4868 -9,8049 -9,9648 -9,9719 -9,8710 -9,7137 -9,5355 -9,3565 -9,1877 -9,0269 -8,8636 -8,6996 -8,5437 -8,3724 -8,1214 -7,7393 -7,2390 -6,6813 -6,1290 -5,6300 -5,2269 -4,9442 -4,7648 -4,6451 -4,5505 -4,4631 -4,3789 -4,3010 -4,2283 -4,1555 -4,0675 -3,9213 -3,6604 -3,2668 -2,7772 -2,2362 -1,6588 -1,0420 -0,3891 0,2686 0,8731 1,3762 1,7669 2,0552 2,2570 2,4030 2,5313 2,6752 2,8619 3,0965 3,3413 3,5185 3,5333 3,3221 2,8895 2,3013 1,6553 1,0359 0,4775 -0,0049 -0,3717 -0,5921 -0,7037 -0,7961 -0,9367 -1,1392 -1,3861 -1,6348 -1,8188 -1,8898 -1,8663 -1,8316 -1,8807 -2,0567 -2,3219 -2,5823 -2,7567 -2,8419 -2,9136 -3,0572 -3,2881 -3,5454 -3,7561 -3,8750 -3,8750 -3,7381 -3,4553 -3,0302 -2,4974 -1,9257 -1,3816 -0,8889 -0,4270 0,0318 0,4721 0,8205 0,9814 0,9015 0,6172 0,2521 -0,0346 -0,1179 0,0502 0,4407 0,9692 1,5271 2,0242 2,4160 2,6833 2,8176 2,8466 2,8352 2,8556 2,9717 3,2211 3,5989 4,0727 4,6054 5,1503 5,6379 5,9858 6,1367 6,0930 5,9006 5,5977 5,1922 4,6873 4,1142 3,5348 3,0210 2,6232 2,3483 2,1769 2,0961 2,0972 2,1652 2,2950 2,4914 2,7364 2,9763 3,1482 3,2148 3,1789 3,0738 2,9378 2,7819 2,5859 2,3368 2,0624 1,8131 1,6271 1,5251 1,5132 1,5781 1,6991 1,8717 2,0996 2,3593 2,5925 2,7376 2,7643 2,6894 2,5680 2,4634 2,4129 2,4029 2,3821 2,3114 2,2046 2,1155 2,0794 2,0714 2,0375 1,9550 1,8476 1,7453 1,6523 1,5658 1,5090 1,5293 1,6602 1,8895 2,1672 2,4361 2,6373 2,6999 2,5643 2,2332 1,7884 1,3319 0,9062 0,4972 0,0977 -0,2648 -0,5469 -0,7099 -0,7326 -0,6276 -0,4465 -0,2616 -0,1319 -0,0716 -0,0490 -0,0188 0,0432 0,1324 0,2359 0,3520 0,4895 0,6464 0,8059 0,9630 1,1348 1,3399 1,5844 1,8691 2,2009 2,5969 3,0716 3,6051 4,1304 4,5677 4,8754 5,0614 5,1540 5,1855 5,1999 5,2559 5,4067 5,6769 6,0581 6,5144 6,9905 7,4266 7,7807 8,0497 8,2583 8,4199 8,5269 8,5781 8,5928 8,5757 8,4807 8,2419 7,8436 7,3439 6,8454 6,4498 6,2158 6,1461 6,2061 6,3446 6,5101 6,6699 6,8161 6,9581 7,1100 7,2793 7,4516 7,5855 7,6316 7,5691 7,4256 7,2522 7,0826 6,9261 6,7908 6,6878 6,6061 6,5093 6,3759 6,2298 6,1278 6,1250 6,2406 6,4519 6,7202 7,0050 7,2546 7,4083 7,4126 7,2268 6,8256 6,2192 5,4755 4,7078 4,0340 3,5399 3,2531 3,1341 3,1124 3,1360 3,1850 3,2660 3,4084 3,6461 3,9848 4,3886 4,7849 5,0796 5,1966 5,1202 4,8915 4,5674 4,1932 3,8038 3,4322 3,1015 2,8127 2,5503 2,3060 2,0914 1,9300 1,8494 1,8824 2,0552 2,3569 2,7329 3,1147 3,4520 3,7158 3,8930 3,9867 4,0053 3,9504 3,8319 3,6824 3,5388 3,4141 3,2872 3,1056 2,8210 2,4393 2,0339 1,7084 1,5445 1,5601 1,7083 1,9239 2,1739 2,4648 2,8144 3,2096 3,5741 3,7868 3,7568 3,4871 3,0650 2,5977 2,1523 1,7491 1,4032 1,1518 1,0251 1,0068 1,0405 1,0642 1,0331 0,9335 0,7913 0,6646 0,6110 0,6392 0,6953 0,7115 0,6498 0,4944 0,2286 -0,1670 -0,7036 -1,3770 -2,1672 -3,0422 -3,9622 -4,8804 -5,7374 -6,4607 -6,9850 -7,2789 -7,3613 -7,3015 -7,1916 -7,1101 -7,1032 -7,1819 -7,3197 -7,4651 -7,5608 -7,5491 -7,3907 -7,0951 -6,7119 -6,2965 -5,8997 -5,5693 -5,3408 -5,2254 -5,2054 -5,2391 -5,2765 -5,2907 -5,2923 -5,3107 -5,3675 -5,4636 -5,5751 -5,6556 -5,6597 -5,5739 -5,4228 -5,2509 -5,1050 -5,0234 -5,0132 -5,0293 -5,0008 -4,8960 -4,7450 -4,5859 -4,4107 -4,1847 -3,9056 -3,6190 -3,3830 -3,2330 -3,1702 -3,1648 -3,1694 -3,1518 -3,1175 -3,0951 -3,1129 -3,1898 -3,3173 -3,4397 -3,4762 -3,3820 -3,1881 -2,9737 -2,8021 -2,6897 -2,6248 -2,5937 -2,5883 -2,6102 -2,6762 -2,8061 -3,0001 -3,2276 -3,4372 -3,5788 -3,6289 -3,6063 -3,5571 -3,5190 -3,5060 -3,5268 -3,5977 -3,7335 -3,9403 -4,2169 -4,5487 -4,8998 -5,2279 -5,5129 -5,7602 -5,9773 -6,1541 -6,2709 -6,3249 -6,3412 -6,3561 -6,3904 -6,4286 -6,4180 -6,2962 -6,0256 -5,6137 -5,1059 -4,5593
F7    -1,3722 -1,4961 -1,5783 -1,5992 -1,5505 -1,4377 -1,2762 -1,0828 -0,8731 -0,6628 -0,4733 -0,3461 -0,3297 -0,4223 -0,5461 -0,6001 -0,5338 -0,3672 -0,1446 0,1193 0,4356 0,7934 1,1468 1,4495 1,6834 1,8514 1,9596 2,0145 2,0319 2,0279 1,9963 1,9154 1,7816 1,6105 1,4147 1,2014 0,9790 0,7482 0,4872 0,1678 -0,2034 -0,5801 -0,9134 -1,1756 -1,3573 -1,4588 -1,4821 -1,4335 -1,3291 -1,1898 -1,0256 -0,8271 -0,5873 -0,3269 -0,0759 0,1603 0,3923 0,6128 0,7832 0,8455 0,7576 0,5356 0,2532 -0,0132 -0,2318 -0,4168 -0,6057 -0,8214 -1,0392 -1,2013 -1,2619 -1,2127 -1,0725 -0,8695 -0,6348 -0,4026 -0,2086 -0,0863 -0,0624 -0,1453 -0,3162 -0,5357 -0,7637 -0,9682 -1,1074 -1,1196 -0,9605 -0,6477 -0,2613 0,0953 0,3413 0,4483 0,4516 0,4269 0,4347 0,4787 0,5147 0,4849 0,3443 0,0697 -0,3416 -0,8663 -1,4514 -2,0353 -2,5742 -3,0486 -3,4517 -3,7667 -3,9620 -4,0307 -4,0310 -4,0666 -4,2331 -4,5752 -5,0683 -5,6412 -6,2153 -6,7198 -7,0981 -7,3331 -7,4644 -7,5604 -7,6687 -7,7878 -7,8736 -7,8721 -7,7519 -7,5132 -7,1803 -6,7838 -6,3356 -5,8206 -5,2261 -4,5793 -3,9464 -3,3900 -2,9258 -2,5225 -2,1592 -1,8675 -1,6944 -1,6393 -1,6472 -1,6449 -1,5779 -1,4277 -1,2002 -0,9096 -0,5701 -0,1993 0,1693 0,4873 0,7213 0,8869 1,0511 1,2875 1,6199 2,0229 2,4634 2,9147 3,3406 3,6987 3,9707 4,1801 4,3717 4,5672 4,7416 4,8438 4,8294 4,6807 4,4099 4,0518 3,6638 3,3172 3,0629 2,9058 2,8144 2,7547 2,7070 2,6464 2,5291 2,3290 2,0681 1,7919 1,5278 1,2818 1,0620 0,8860 0,7625 0,6833 0,6415 0,6436 0,6977 0,8011 0,9435 1,1079 1,2741 1,4371 1,6196 1,8495 2,1195 2,3797 2,5767 2,6881 2,7174 2,6787 2,5995 2,5244 2,5001 2,5507 2,6619 2,7868 2,8778 2,9170 2,9202 2,9317 3,0136 3,2098 3,5042 3,8200 4,0627 4,1636 4,1062 3,9320 3,7179 3,5468 3,4796 3,5337 3,7010 3,9736 4,3232 4,6898 5,0201 5,2914 5,5052 5,6796 5,8334 5,9778 6,1292 6,3063 6,5052 6,6875 6,7987 6,8092 6,7467 6,6799 6,6660 6,7058 6,7399 6,6946 6,5371 6,2913 6,0146 5,7626 5,5697 5,4484 5,3911 5,3791 5,3962 5,4316 5,4775 5,5329 5,6020 5,6816 5,7607 5,8347 5,9028 5,9553 5,9793 5,9820 5,9957 6,0484 6,1345 6,2236 6,2925 6,3366 6,3505 6,3130 6,2026 6,0261 5,8175 5,6114 5,4256 5,2636 5,1238 5,0168 4,9640 4,9644 4,9825 4,9782 4,9322 4,8509 4,7585 4,6728 4,5883 4,4898 4,3713 4,2324 4,0729 3,9035 3,7486 3,6361 3,5815 3,5724 3,5767 3,5777 3,5918 3,6415 3,7184 3,7875 3,8186 3,7981 3,7282 3,6187 3,4692 3,2733 3,0457 2,8288 2,6698 2,6025 2,6358 2,7403 2,8541 2,9168 2,8958 2,7839 2,5933 2,3601 2,1445 2,0103 1,9894 2,0660 2,1971 2,3556 2,5468 2,7860 3,0782 3,4155 3,7780 4,1359 4,4602 4,7422 5,0019 5,2673 5,5466 5,8288 6,1040 6,3724 6,6354 6,8826 7,0940 7,2607 7,4000 7,5451 7,7214 7,9305 8,1483 8,3446 8,5039 8,6206 8,6809 8,6647 8,5711 8,4326 8,3000 8,2122 8,1737 8,1543 8,1165 8,0453 7,9504 7,8417 7,7146 7,5644 7,4078 7,2833 7,2257 7,2410 7,3072 7,3937 7,4730 7,5204 7,5160 7,4551 7,3499 7,2191 7,0756 6,9251 6,7839 6,6889 6,6767 6,7535 6,8902 7,0478 7,1965 7,3124 7,3692 7,3490 7,2582 7,1210 6,9641 6,8124 6,6806 6,5622 6,4337 6,2751 6,0839 5,8712 5,6481 5,4266 5,2270 5,0744 4,9869 4,9606 4,9595 4,9227 4,7966 4,5676 4,2613 3,9212 3,5982 3,3403 3,1688 3,0716 3,0220 2,9888 2,9331 2,8231 2,6599 2,4801 2,3233 2,2016 2,1032 2,0169 1,9486 1,9250 1,9788 2,1231 2,3379 2,5729 2,7657 2,8785 2,9222 2,9318 2,9293 2,9182 2,9004 2,8825 2,8673 2,8507 2,8254 2,7809 2,7024 2,5746 2,3965 2,1957 2,0208 1,9207 1,9237 2,0214 2,1693 2,3155 2,4409 2,5702 2,7392 2,9520 3,1664 3,3198 3,3689 3,3031 3,1358 2,8929 2,6043 2,3044 2,0401 1,8646 1,8112 1,8760 2,0320 2,2483 2,4923 2,7282 2,9271 3,0645 3,1084 3,0253 2,7984 2,4301 1,9399 1,3716 0,7890 0,2520 -0,2064 -0,5871 -0,9158 -1,2242 -1,5362 -1,8659 -2,2129 -2,5546 -2,8518 -3,0739 -3,2123 -3,2662 -3,2308 -3,0913 -2,8182 -2,3876 -1,8256 -1,2107 -0,6237 -0,1114 0,3083 0,6352 0,8810 1,0626 1,1882 1,2437 1,1995 1,0459 0,8194 0,5918 0,4344 0,3841 0,4326 0,5414 0,6615 0,7484 0,7705 0,7133 0,5888 0,4384 0,3151 0,2494 0,2279 0,2150 0,1974 0,2016 0,2618 0,3802 0,5246 0,6590 0,7654 0,8438 0,9049 0,9595 1,0075 1,0361 1,0321 0,9925 0,9182 0,8024 0,6359 0,4230 0,1823 -0,0686 -0,3217 -0,5729 -0,8176 -1,0541 -1,2851 -1,5140 -1,7343 -1,9203 -2,0377 -2,0695 -2,0337 -1,9743 -1,9238 -1,8814 -1,8378 -1,8063 -1,8170 -1,8886 -2,0102 -2,1520 -2,2866 -2,3985 -2,4843 -2,5526 -2,6280 -2,7492 -2,9503 -3,2356 -3,5732 -3,9169 -4,2357 -4,5159 -4,7370 -4,8655 -4,8828 -4,8077 -4,6912 -4,5867 -4,5148 -4,4487 -4,3365 -4,1340 -3,8300 -3,4565
