Fp1   -3,5243 -3,3574 -3,1159 -2,8172 -2,4961 -2,2085 -2,0191 -1,9800 -2,1127 -2,3990 -2,7769 -3,1493 -3,4122 -3,4835 -3,3206 -2,9267 -2,3514 -1,6791 -0,9961 -0,3571 0,2183 0,7215 1,1425 1,4849 1,7715 2,0270 2,2638 2,4827 2,6779 2,8384 2,9515 3,0107 3,0237 3,0092 2,9838 2,9514 2,9010 2,8119 2,6560 2,4022 2,0374 1,5882 1,1140 0,6762 0,3140 0,0385 -0,1652 -0,3275 -0,4795 -0,6429 -0,8304 -1,0489 -1,3026 -1,5902 -1,8969 -2,1906 -2,4298 -2,5824 -2,6521 -2,6818 -2,7214 -2,7914 -2,8749 -2,9259 -2,8868 -2,7123 -2,3849 -1,9220 -1,3767 -0,8233 -0,3324 0,0483 0,3005 0,4257 0,4299 0,3228 0,1335 -0,0845 -0,2795 -0,4350 -0,5703 -0,7069 -0,8398 -0,9398 -0,9793 -0,9505 -0,8607 -0,7212 -0,5508 -0,3800 -0,2444 -0,1705 -0,1664 -0,2211 -0,3153 -0,4302 -0,5529 -0,6837 -0,8370 -1,0243 -1,2394 -1,4654 -1,6898 -1,9013 -2,0804 -2,2049 -2,2593 -2,2371 -2,1465 -2,0096 -1,8530 -1,7039 -1,5893 -1,5280 -1,5220 -1,5572 -1,6085 -1,6479 -1,6580 -1,6455 -1,6448 -1,7065 -1,8687 -2,1222 -2,3992 -2,6053 -2,6752 -2,6082 -2,4554 -2,2777 -2,1204 -2,0216 -2,0225 -2,1554 -2,4187 -2,7639 -3,1129 -3,3985 -3,5918 -3,6984 -3,7400 -3,7411 -3,7265 -3,7165 -3,7118 -3,6883 -3,6140 -3,4715 -3,2683 -3,0314 -2,7927 -2,5879 -2,4566 -2,4272 -2,4956 -2,6271 -2,7773 -2,9079 -2,9931 -3,0246 -3,0072 -2,9514 -2,8713 -2,7791 -2,6727 -2,5408 -2,3828 -2,2163 -2,0706 -1,9748 -1,9432 -1,9691 -2,0382 -2,1518 -2,3378 -2,6367 -3,0810 -3,6780 -4,4021 -5,2030 -6,0208 -6,7937 -7,4562 -7,9491 -8,2397 -8,3365 -8,2792 -8,1143 -7,8795 -7,6114 -7,3519 -7,1262 -6,9134 -6,6553 -6,3021 -5,8508 -5,3483 -4,8676 -4,4697 -4,1668 -3,9209 -3,6864 -3,4488 -3,2217 -3,0221 -2,8625 -2,7646 -2,7623 -2,8805 -3,1205 -3,4730 -3,9337 -4,4942 -5,1162 -5,7251 -6,2413 -6,6306 -6,9219 -7,1667 -7,3887 -7,5822 -7,7427 -7,8796 -7,9951 -8,0627 -8,0363 -7,8828 -7,6075 -7,2499 -6,8587 -6,4750 -6,1306 -5,8422 -5,6047 -5,3944 -5,1841 -4,9585 -4,7198 -4,4848 -4,2786 -4,1166 -3,9850 -3,8504 -3,6943 -3,5333 -3,4060 -3,3501 -3,3861 -3,5194 -3,7455 -4,0393 -4,3347 -4,5345 -4,5570 -4,3770 -4,0304 -3,5927 -3,1561 -2,8056 -2,5893 -2,4929 -2,4532 -2,4111 -2,3492 -2,2724 -2,1678 -1,9952 -1,7073 -1,2801 -0,7387 -0,1566 0,3784 0,8056 1,1019 1,2667 1,3151 1,2810 1,2030 1,1066 1,0062 0,9121 0,8218 0,7144 0,5667 0,3830 0,2052 0,0882 0,0632 0,1214 0,2221 0,3103 0,3420 0,3041 0,2153 0,1003 -0,0380 -0,2161 -0,4410 -0,6931 -0,9408 -1,1699 -1,3990 -1,6680 -2,0035 -2,3873 -2,7659 -3,0846 -3,2979 -3,3668 -3,2705 -3,0196 -2,6471 -2,1898 -1,6845 -1,1730 -0,6974 -0,2919 0,0188 0,2210 0,3206 0,3477 0,3424 0,3263 0,2889 0,2158 0,1210 0,0392 -0,0098 -0,0400 -0,0786 -0,1287 -0,1546 -0,1034 0,0677 0,3709 0,7708 1,1844 1,5148 1,7004 1,7421 1,6929 1,6250 1,5987 1,6472 1,7762 1,9728 2,2102 2,4414 2,6011 2,6312 2,5166 2,2974 2,0439 1,8220 1,6706 1,5937 1,5724 1,5874 1,6233 1,6630 1,6942 1,7148 1,7253 1,7232 1,7028 1,6616 1,6105 1,5709 1,5538 1,5420 1,4986 1,3928 1,2189 1,0058 0,8130 0,7060 0,7230 0,8592 1,0704 1,2896 1,4527 1,5248 1,5134 1,4587 1,4009 1,3538 1,3061 1,2421 1,1559 1,0492 0,9278 0,8026 0,6882 0,5987 0,5431 0,5203 0,5200 0,5306 0,5435 0,5513 0,5454 0,5141 0,4384 0,2974 0,0812 -0,2004 -0,5179 -0,8237 -1,0591 -1,1779 -1,1702 -1,0632 -0,9012 -0,7217 -0,5377 -0,3372 -0,1027 0,1687 0,4647 0,7644 1,0336 1,2264 1,3161 1,3250 1,3140 1,3476 1,4643 1,6659 1,9113 2,1206 2,2052 2,1120 1,8512 1,4843 1,0888 0,7290 0,4506 0,2911 0,2862 0,4596 0,8069 1,2947 1,8794 2,5167 3,1558 3,7453 4,2540 4,6768 5,0126 5,2528 5,4028 5,4933 5,5463 5,5485 5,4749 5,3306 5,1552 4,9863 4,8277 4,6536 4,4279 4,1189 3,7177 3,2509 2,7747 2,3545 2,0374 1,8352 1,7269 1,6622 1,5641 1,3561 1,0145 0,5878 0,1599 -0,2013 -0,4640 -0,6252 -0,6979 -0,7025 -0,6649 -0,6153 -0,5831 -0,5870 -0,6230 -0,6601 -0,6475 -0,5323 -0,2893 0,0597 0,4599 0,8547 1,2085 1,5084 1,7503 1,9269 2,0394 2,1108 2,1729 2,2409 2,3033 2,3323 2,2974 2,1721 1,9374 1,5893 1,1476 0,6586 0,1876 -0,2023 -0,4686 -0,5923 -0,5745 -0,4355 -0,2130 0,0454 0,2968 0,5107 0,6597 0,7181 0,6841 0,6003 0,5439 0,5932 0,7904 1,1211 1,5251 1,9269 2,2618 2,4877 2,5940 2,5996 2,5334 2,4199 2,2861 2,1657 2,0819 2,0317 1,9959 1,9562 1,8970 1,7990 1,6422 1,4167 1,1269 0,7858 0,4074 0,0056 -0,4049 -0,8156 -1,2299 -1,6546 -2,0908 -2,5395 -3,0142 -3,5347 -4,1026 -4,6818 -5,1994 -5,5740 -5,7589 -5,7664 -5,6578 -5,5126 -5,3962 -5,3398 -5,3407 -5,3839 -5,4614 -5,5702 -5,7005 -5,8310 -5,9387 -6,0176 -6,0855 -6,1647 -6,2547 -6,3263 -6,3424 -6,2805 -6,1400 -5,9378 -5,6985 -5,4409 -5,1631 -4,8433 -4,4585 -4,0028 -3,4937 -2,9770 -2,5210 -2,1877 -1,9962 -1,9092 -1,8481 -1,7282 -1,5046 -1,2073 -0,9371 -0,8137
Fz    -2,6053 -2,3470 -2,0036 -1,6120 -1,2268 -0,9117 -0,7299 -0,7320 -0,9398 -1,3232 -1,7954 -2,2400 -2,5559 -2,6830 -2,6023 -2,3297 -1,9177 -1,4426 -0,9660 -0,5023 -0,0351 0,4371 0,8888 1,2944 1,6434 1,9255 2,1169 2,1933 2,1616 2,0689 1,9753 1,9202 1,9100 1,9300 1,9617 1,9894 1,9933 1,9478 1,8238 1,5947 1,2564 0,8475 0,4364 0,0826 -0,1841 -0,3617 -0,4710 -0,5475 -0,6229 -0,7104 -0,8100 -0,9195 -1,0411 -1,1778 -1,3249 -1,4659 -1,5797 -1,6564 -1,7183 -1,8142 -1,9768 -2,1901 -2,4006 -2,5410 -2,5511 -2,3993 -2,0948 -1,6825 -1,2247 -0,7770 -0,3720 -0,0212 0,2672 0,4694 0,5497 0,4889 0,3073 0,0573 -0,2056 -0,4503 -0,6679 -0,8525 -0,9920 -1,0730 -1,0874 -1,0391 -0,9390 -0,7935 -0,6103 -0,4137 -0,2415 -0,1211 -0,0578 -0,0549 -0,1356 -0,3260 -0,6193 -0,9723 -1,3272 -1,6290 -1,8443 -1,9771 -2,0572 -2,1076 -2,1263 -2,0924 -1,9761 -1,7519 -1,4182 -1,0065 -0,5736 -0,1899 0,0832 0,2245 0,2612 0,2376 0,1832 0,1155 0,0534 0,0091 -0,0311 -0,1011 -0,2253 -0,3910 -0,5400 -0,5911 -0,4943 -0,2709 0,0048 0,2590 0,4505 0,5587 0,5588 0,4205 0,1356 -0,2624 -0,7118 -1,1525 -1,5378 -1,8352 -2,0289 -2,1245 -2,1461 -2,1256 -2,0891 -2,0460 -1,9910 -1,9188 -1,8387 -1,7676 -1,7133 -1,6789 -1,6778 -1,7288 -1,8375 -1,9893 -2,1541 -2,2951 -2,3827 -2,4038 -2,3504 -2,2076 -1,9664 -1,6367 -1,2423 -0,8154 -0,3947 -0,0175 0,2898 0,5208 0,6931 0,8381 0,9780 1,1011 1,1578 1,0836 0,8246 0,3612 -0,2699 -0,9829 -1,6825 -2,2959 -2,7757 -3,0950 -3,2520 -3,2781 -3,2263 -3,1404 -3,0423 -2,9504 -2,8891 -2,8670 -2,8529 -2,7882 -2,6327 -2,3947 -2,1210 -1,8631 -1,6459 -1,4566 -1,2590 -1,0227 -0,7438 -0,4444 -0,1605 0,0606 0,1653 0,1230 -0,0451 -0,2858 -0,5674 -0,9038 -1,3239 -1,8276 -2,3686 -2,8824 -3,3313 -3,7191 -4,0608 -4,3447 -4,5408 -4,6395 -4,6697 -4,6759 -4,6865 -4,6990 -4,6880 -4,6263 -4,4966 -4,2911 -4,0191 -3,7090 -3,3903 -3,0867 -2,8243 -2,6328 -2,5360 -2,5399 -2,6228 -2,7400 -2,8351 -2,8520 -2,7541 -2,5460 -2,2756 -2,0137 -1,8255 -1,7479 -1,7869 -1,9351 -2,1700 -2,4275 -2,5984 -2,5782 -2,3297 -1,9024 -1,4038 -0,9494 -0,6215 -0,4413 -0,3636 -0,3116 -0,2397 -0,1564 -0,0828 -0,0108 0,0986 0,2937 0,6024 1,0102 1,4622 1,8863 2,2201 2,4255 2,4939 2,4453 2,3178 2,1457 1,9448 1,7191 1,4715 1,2018 0,9090 0,6119 0,3643 0,2371 0,2738 0,4625 0,7500 1,0719 1,3693 1,5996 1,7464 1,8136 1,7997 1,6789 1,4222 1,0364 0,5817 0,1472 -0,1992 -0,4457 -0,6349 -0,8326 -1,0896 -1,4237 -1,8165 -2,2050 -2,4943 -2,6062 -2,5215 -2,2725 -1,9074 -1,4695 -1,0014 -0,5465 -0,1434 0,1790 0,4106 0,5666 0,6791 0,7709 0,8274 0,8002 0,6583 0,4317 0,1931 -0,0033 -0,1557 -0,2876 -0,3981 -0,4463 -0,3743 -0,1358 0,2769 0,8087 1,3465 1,7635 1,9790 1,9926 1,8705 1,6998 1,5560 1,5004 1,5758 1,7877 2,0898 2,3884 2,5716 2,5555 2,3294 1,9724 1,6139 1,3655 1,2837 1,3672 1,5712 1,8300 2,0772 2,2662 2,3895 2,4721 2,5460 2,6300 2,7210 2,8028 2,8676 2,9219 2,9692 2,9939 2,9630 2,8376 2,5889 2,2248 1,7968 1,3704 0,9930 0,6871 0,4521 0,2682 0,1175 0,0049 -0,0450 -0,0059 0,1339 0,3635 0,6520 0,9616 1,2595 1,5179 1,7086 1,8077 1,8124 1,7460 1,6433 1,5323 1,4261 1,3301 1,2480 1,1767 1,1010 0,9960 0,8274 0,5598 0,1826 -0,2705 -0,7310 -1,1180 -1,3599 -1,4193 -1,3132 -1,1031 -0,8601 -0,6278 -0,4089 -0,1828 0,0614 0,3067 0,5198 0,6785 0,7761 0,8032 0,7573 0,6644 0,5706 0,5144 0,5164 0,5809 0,6852 0,7675 0,7483 0,5835 0,2977 -0,0363 -0,3416 -0,5623 -0,6607 -0,6052 -0,3713 0,0464 0,6273 1,3357 2,1308 2,9589 3,7430 4,3969 4,8614 5,1266 5,2117 5,1413 4,9639 4,7556 4,5717 4,4163 4,2683 4,1201 3,9786 3,8340 3,6510 3,4004 3,0832 2,7241 2,3649 2,0629 1,8739 1,8214 1,8777 1,9800 2,0655 2,0904 2,0299 1,8837 1,6836 1,4767 1,2937 1,1416 1,0213 0,9381 0,8959 0,8911 0,9136 0,9512 0,9877 0,9931 0,9255 0,7547 0,4924 0,1993 -0,0479 -0,1961 -0,2299 -0,1618 -0,0188 0,1671 0,3634 0,5426 0,7035 0,8821 1,1189 1,4115 1,7032 1,9170 1,9999 1,9355 1,7265 1,3849 0,9450 0,4728 0,0511 -0,2526 -0,4070 -0,4138 -0,2974 -0,0960 0,1472 0,3935 0,6201 0,8246 1,0107 1,1734 1,3078 1,4235 1,5478 1,7131 1,9400 2,2232 2,5291 2,8065 3,0068 3,1102 3,1398 3,1409 3,1355 3,1036 3,0141 2,8644 2,6835 2,5138 2,4022 2,3903 2,4913 2,6701 2,8564 2,9803 2,9948 2,8775 2,6282 2,2764 1,8788 1,4949 1,1626 0,8900 0,6604 0,4407 0,1860 -0,1547 -0,6180 -1,1945 -1,8071 -2,3390 -2,7022 -2,8772 -2,9022 -2,8508 -2,8053 -2,8180 -2,8907 -3,0019 -3,1383 -3,2865 -3,4125 -3,4713 -3,4443 -3,3649 -3,3016 -3,3105 -3,4026 -3,5478 -3,6998 -3,8135 -3,8550 -3,8069 -3,6695 -3,4590 -3,2021 -2,9240 -2,6399 -2,3553 -2,0708 -1,7885 -1,5192 -1,2690 -1,0222 -0,7477 -0,4210 -0,0352 0,3902 0,7930 1,0749 1,1472
F3    -2,5848 -2,4001 -2,1594 -1,8675 -1,5634 -1,3118 -1,1822 -1,2255 -1,4467 -1,7904 -2,1556 -2,4357 -2,5550 -2,4843 -2,2360 -1,8539 -1,4014 -0,9440 -0,5276 -0,1607 0,1807 0,5234 0,8752 1,2320 1,5867 1,9190 2,1862 2,3437 2,3835 2,3377 2,2390 2,0994 1,9282 1,7476 1,5886 1,4754 1,4120 1,3841 1,3621 1,2996 1,1547 0,9286 0,6683 0,4238 0,2156 0,0430 -0,1004 -0,2288 -0,3696 -0,5534 -0,7925 -1,0742 -1,3795 -1,6962 -2,0022 -2,2534 -2,4006 -2,4223 -2,3516 -2,2632 -2,2204 -2,2339 -2,2640 -2,2493 -2,1387 -1,9110 -1,5795 -1,1884 -0,7980 -0,4556 -0,1742 0,0610 0,2626 0,4129 0,4670 0,3919 0,1980 -0,0689 -0,3580 -0,6335 -0,8774 -1,0861 -1,2654 -1,4122 -1,4978 -1,4827 -1,3445 -1,0882 -0,7467 -0,3828 -0,0771 0,1093 0,1642 0,1067 -0,0507 -0,3003 -0,6092 -0,9166 -1,1654 -1,3332 -1,4435 -1,5502 -1,6946 -1,8668 -2,0097 -2,0538 -1,9445 -1,6625 -1,2387 -0,7456 -0,2703 0,1063 0,3308 0,4008 0,3608 0,2603 0,1276 -0,0125 -0,1255 -0,1979 -0,2640 -0,3811 -0,5732 -0,8025 -0,9887 -1,0472 -0,9242 -0,6247 -0,2151 0,2034 0,5345 0,7153 0,7206 0,5546 0,2457 -0,1569 -0,5979 -1,0309 -1,4127 -1,6944 -1,8336 -1,8177 -1,6752 -1,4657 -1,2530 -1,0782 -0,9535 -0,8814 -0,8708 -0,9229 -1,0129 -1,1029 -1,1775 -1,2531 -1,3503 -1,4670 -1,5814 -1,6721 -1,7272 -1,7346 -1,6716 -1,5110 -1,2379 -0,8619 -0,4194 0,0333 0,4388 0,7571 0,9656 1,0534 1,0306 0,9378 0,8256 0,7149 0,5816 0,3768 0,0542 -0,4065 -0,9802 -1,6065 -2,2264 -2,7968 -3,2750 -3,6118 -3,7758 -3,7857 -3,7063 -3,6093 -3,5404 -3,5144 -3,5234 -3,5430 -3,5392 -3,4802 -3,3474 -3,1416 -2,8820 -2,5981 -2,3091 -2,0074 -1,6634 -1,2519 -0,7846 -0,3197 0,0669 0,3122 0,3772 0,2687 0,0569 -0,1665 -0,3636 -0,5696 -0,8459 -1,2264 -1,7017 -2,2333 -2,7716 -3,2689 -3,6852 -3,9895 -4,1680 -4,2425 -4,2712 -4,3119 -4,3738 -4,4103 -4,3626 -4,2058 -3,9490 -3,6090 -3,2071 -2,7780 -2,3611 -1,9928 -1,7065 -1,5256 -1,4527 -1,4701 -1,5431 -1,6249 -1,6715 -1,6551 -1,5657 -1,4138 -1,2292 -1,0470 -0,8983 -0,8098 -0,8059 -0,9051 -1,0960 -1,3073 -1,4258 -1,3647 -1,1126 -0,7208 -0,2659 0,1748 0,5403 0,8031 0,9787 1,1092 1,2231 1,3169 1,3732 1,3888 1,3971 1,4652 1,6509 1,9630 2,3641 2,7916 3,1713 3,4398 3,5722 3,5847 3,5011 3,3280 3,0687 2,7501 2,4173 2,0965 1,7756 1,4352 1,1001 0,8522 0,7740 0,8804 1,1188 1,4161 1,7023 1,9162 2,0255 2,0394 1,9773 1,8325 1,5854 1,2436 0,8525 0,4698 0,1316 -0,1695 -0,4724 -0,8065 -1,1613 -1,4996 -1,7831 -1,9723 -2,0232 -1,9066 -1,6341 -1,2622 -0,8639 -0,4907 -0,1536 0,1693 0,5044 0,8487 1,1651 1,4136 1,5860 1,7000 1,7594 1,7363 1,6057 1,3876 1,1438 0,9344 0,7740 0,6370 0,5047 0,3922 0,3408 0,4065 0,6369 1,0244 1,4854 1,8981 2,1661 2,2677 2,2605 2,2341 2,2553 2,3552 2,5391 2,7880 3,0612 3,3000 3,4301 3,3848 3,1491 2,7826 2,3879 2,0539 1,8341 1,7606 1,8478 2,0713 2,3566 2,6129 2,7833 2,8549 2,8362 2,7450 2,6123 2,4893 2,4394 2,5041 2,6688 2,8651 3,0029 3,0040 2,8288 2,4965 2,0771 1,6539 1,2941 1,0335 0,8660 0,7553 0,6690 0,6011 0,5578 0,5365 0,5317 0,5534 0,6230 0,7547 0,9432 1,1564 1,3442 1,4708 1,5385 1,5763 1,6092 1,6449 1,6828 1,7190 1,7385 1,7138 1,6226 1,4591 1,2156 0,8690 0,4116 -0,1197 -0,6560 -1,1193 -1,4316 -1,5356 -1,4238 -1,1457 -0,7818 -0,3985 -0,0203 0,3571 0,7375 1,1063 1,4291 1,6695 1,8037 1,8208 1,7376 1,6084 1,5008 1,4657 1,5257 1,6732 1,8641 2,0220 2,0690 1,9693 1,7463 1,4585 1,1637 0,9060 0,7280 0,6823 0,8180 1,1586 1,6891 2,3535 3,0631 3,7218 4,2621 4,6588 4,9107 5,0228 5,0014 4,8602 4,6398 4,4107 4,2394 4,1584 4,1657 4,2353 4,3228 4,3739 4,3486 4,2434 4,0859 3,9150 3,7722 3,6961 3,7044 3,7715 3,8261 3,7881 3,6177 3,3311 2,9731 2,5904 2,2243 1,9045 1,6387 1,4152 1,2186 1,0359 0,8596 0,6982 0,5793 0,5366 0,5919 0,7354 0,9141 1,0514 1,0988 1,0726 1,0396 1,0765 1,2327 1,5105 1,8701 2,2508 2,5912 2,8474 3,0181 3,1524 3,3122 3,5177 3,7315 3,8910 3,9513 3,8969 3,7306 3,4670 3,1386 2,7953 2,4831 2,2226 2,0166 1,8732 1,8093 1,8344 1,9366 2,0858 2,2483 2,3971 2,5085 2,5613 2,5540 2,5239 2,5360 2,6438 2,8554 3,1243 3,3741 3,5403 3,5993 3,5734 3,5148 3,4742 3,4688 3,4754 3,4526 3,3752 3,2498 3,1037 2,9707 2,8792 2,8382 2,8309 2,8216 2,7704 2,6472 2,4339 2,1302 1,7692 1,4201 1,1492 0,9725 0,8523 0,7334 0,5754 0,3546 0,0477 -0,3702 -0,8974 -1,4775 -2,0134 -2,4171 -2,6459 -2,7091 -2,6570 -2,5598 -2,4714 -2,3998 -2,3225 -2,2299 -2,1377 -2,0607 -2,0022 -1,9687 -1,9743 -2,0242 -2,1063 -2,1981 -2,2728 -2,3038 -2,2729 -2,1771 -2,0278 -1,8435 -1,6392 -1,4202 -1,1866 -0,9392 -0,6749 -0,3856 -0,0738 0,2379 0,5254 0,7909 1,0585 1,3417 1,6252 1,8706 2,0277 2,0462 1,8975
F7    -2,2596 -2,0282 -1,7387 -1,4138 -1,0929 -0,8338 -0,6994 -0,7351 -0,9484 -1,2985 -1,7033 -2,0631 -2,2934 -2,3473 -2,2167 -1,9254 -1,5235 -1,0757 -0,6367 -0,2301 0,1451 0,4876 0,7868 1,0437 1,2772 1,5009 1,7031 1,8583 1,9540 1,9983 2,0028 1,9726 1,9130 1,8361 1,7588 1,6930 1,6338 1,5607 1,4437 1,2503 0,9641 0,6087 0,2437 -0,0690 -0,2928 -0,4211 -0,4699 -0,4674 -0,4410 -0,4114 -0,3960 -0,4144 -0,4894 -0,6367 -0,8437 -1,0598 -1,2155 -1,2640 -1,2170 -1,1414 -1,1102 -1,1609 -1,2853 -1,4358 -1,5437 -1,5515 -1,4347 -1,2058 -0,9053 -0,5828 -0,2781 -0,0097 0,2188 0,3979 0,5028 0,5115 0,4286 0,2876 0,1291 -0,0262 -0,1840 -0,3580 -0,5481 -0,7290 -0,8578 -0,8977 -0,8337 -0,6726 -0,4423 -0,1949 0,0074 0,1231 0,1517 0,1144 0,0205 -0,1368 -0,3564 -0,6149 -0,8724 -1,0903 -1,2505 -1,3677 -1,4710 -1,5687 -1,6372 -1,6403 -1,5500 -1,3561 -1,0751 -0,7497 -0,4391 -0,2082 -0,1036 -0,1218 -0,2086 -0,3017 -0,3696 -0,4101 -0,4341 -0,4632 -0,5293 -0,6607 -0,8605 -1,0915 -1,2803 -1,3445 -1,2343 -0,9644 -0,6076 -0,2580 0,0050 0,1314 0,0982 -0,0938 -0,4147 -0,8041 -1,1933 -1,5365 -1,8185 -2,0360 -2,1833 -2,2549 -2,2571 -2,2098 -2,1311 -2,0234 -1,8806 -1,7079 -1,5307 -1,3800 -1,2697 -1,1940 -1,1462 -1,1319 -1,1618 -1,2365 -1,3405 -1,4494 -1,5418 -1,6060 -1,6364 -1,6254 -1,5623 -1,4381 -1,2537 -1,0281 -0,7939 -0,5830 -0,4175 -0,3085 -0,2536 -0,2348 -0,2330 -0,2564 -0,3492 -0,5698 -0,9589 -1,5165 -2,1930 -2,9073 -3,5841 -4,1704 -4,6238 -4,9044 -4,9932 -4,9136 -4,7240 -4,4835 -4,2324 -3,9965 -3,7927 -3,6174 -3,4396 -3,2153 -2,9210 -2,5722 -2,2161 -1,9059 -1,6681 -1,4841 -1,3029 -1,0819 -0,8180 -0,5450 -0,3076 -0,1457 -0,0914 -0,1541 -0,3054 -0,4990 -0,7150 -0,9756 -1,3149 -1,7397 -2,2192 -2,7089 -3,1809 -3,6291 -4,0490 -4,4164 -4,6970 -4,8811 -4,9979 -5,0846 -5,1463 -5,1507 -5,0599 -4,8625 -4,5760 -4,2276 -3,8500 -3,4815 -3,1508 -2,8664 -2,6247 -2,4200 -2,2485 -2,1093 -2,0030 -1,9275 -1,8720 -1,8162 -1,7408 -1,6435 -1,5419 -1,4620 -1,4258 -1,4466 -1,5298 -1,6772 -1,8752 -2,0713 -2,1778 -2,1169 -1,8672 -1,4717 -1,0145 -0,5864 -0,2553 -0,0456 0,0659 0,1265 0,1650 0,1773 0,1522 0,1019 0,0738 0,1410 0,3638 0,7473 1,2327 1,7273 2,1430 2,4232 2,5537 2,5581 2,4792 2,3519 2,1918 2,0046 1,7950 1,5574 1,2754 0,9443 0,5995 0,3130 0,1507 0,1303 0,2228 0,3817 0,5579 0,7095 0,8158 0,8807 0,9064 0,8703 0,7400 0,5121 0,2248 -0,0681 -0,3357 -0,5881 -0,8634 -1,1935 -1,5756 -1,9746 -2,3414 -2,6174 -2,7399 -2,6686 -2,4106 -2,0165 -1,5530 -1,0771 -0,6308 -0,2425 0,0722 0,3058 0,4547 0,5271 0,5469 0,5381 0,4955 0,3835 0,1755 -0,1082 -0,4085 -0,6686 -0,8680 -1,0177 -1,1251 -1,1758 -1,1425 -0,9949 -0,7105 -0,3059 0,1460 0,5476 0,8289 0,9819 1,0519 1,0977 1,1588 1,2581 1,4125 1,6270 1,8810 2,1201 2,2613 2,2243 1,9816 1,5875 1,1506 0,7758 0,5271 0,4231 0,4497 0,5718 0,7369 0,8895 0,9988 1,0644 1,0975 1,1040 1,0831 1,0372 0,9809 0,9345 0,9038 0,8690 0,7935 0,6420 0,4008 0,0939 -0,2190 -0,4686 -0,6039 -0,6081 -0,5041 -0,3453 -0,1873 -0,0658 0,0050 0,0234 -0,0055 -0,0704 -0,1542 -0,2321 -0,2767 -0,2770 -0,2479 -0,2143 -0,1866 -0,1606 -0,1379 -0,1333 -0,1561 -0,1959 -0,2299 -0,2408 -0,2252 -0,1971 -0,2009 -0,3047 -0,5600 -0,9619 -1,4490 -1,9283 -2,3038 -2,5073 -2,5190 -2,3659 -2,1028 -1,7850 -1,4448 -1,0885 -0,7160 -0,3423 -0,0026 0,2645 0,4296 0,4752 0,4132 0,2985 0,2064 0,1969 0,2977 0,4995 0,7506 0,9622 1,0428 0,9456 0,6882 0,3313 -0,0565 -0,4151 -0,6878 -0,8217 -0,7803 -0,5551 -0,1677 0,3345 0,8918 1,4455 1,9454 2,3564 2,6644 2,8749 2,9921 3,0045 2,9105 2,7399 2,5344 2,3249 2,1383 2,0062 1,9488 1,9495 1,9600 1,9340 1,8513 1,7172 1,5571 1,4108 1,3188 1,3023 1,3472 1,4118 1,4513 1,4329 1,3336 1,1424 0,8724 0,5624 0,2597 0,0029 -0,1880 -0,3170 -0,4065 -0,4815 -0,5570 -0,6355 -0,7135 -0,7942 -0,8916 -1,0160 -1,1524 -1,2582 -1,2854 -1,2061 -1,0206 -0,7515 -0,4339 -0,1061 0,1961 0,4459 0,6447 0,8309 1,0510 1,3155 1,5879 1,8110 1,9372 1,9370 1,7972 1,5236 1,1476 0,7264 0,3295 0,0145 -0,1858 -0,2587 -0,2059 -0,0457 0,1832 0,4296 0,6460 0,8028 0,8825 0,8742 0,7892 0,6777 0,6139 0,6570 0,8185 1,0570 1,3026 1,4912 1,5876 1,5917 1,5336 1,4524 1,3691 1,2800 1,1764 1,0665 0,9710 0,9063 0,8795 0,8892 0,9196 0,9393 0,9143 0,8243 0,6648 0,4376 0,1487 -0,1788 -0,5003 -0,7717 -0,9787 -1,1417 -1,2969 -1,4766 -1,7051 -2,0044 -2,3895 -2,8479 -3,3231 -3,7309 -4,0059 -4,1310 -4,1324 -4,0604 -3,9714 -3,9062 -3,8719 -3,8539 -3,8435 -3,8424 -3,8473 -3,8473 -3,8390 -3,8394 -3,8779 -3,9689 -4,0916 -4,1961 -4,2292 -4,1610 -3,9946 -3,7597 -3,4977 -3,2430 -3,0096 -2,7900 -2,5669 -2,3240 -2,0546 -1,7731 -1,5164 -1,3176 -1,1754 -1,0587 -0,9337 -0,7807 -0,6001 -0,4232 -0,3109 -0,3227
