Fp1   -1,7150 -0,9717 -0,5178 -0,4477 -0,7323 -1,2551 -1,8639 -2,4404 -2,9166 -3,2238 -3,2734 -2,9967 -2,3900 -1,5294 -0,5398 0,4471 1,3117 1,9683 2,4062 2,6783 2,8134 2,7663 2,4829 2,0064 1,5039 1,1707 1,0829 1,1365 1,1333 0,9277 0,5009 -0,0703 -0,6713 -1,1773 -1,4834 -1,5612 -1,4823 -1,3627 -1,2672 -1,1652 -0,9859 -0,6854 -0,2443 0,3431 1,0334 1,7124 2,2379 2,5082 2,5033 2,2953 2,0233 1,8301 1,7919 1,8832 2,0029 2,0525 1,9977 1,8555 1,6446 1,3791 1,0959 0,8481 0,6640 0,5444 0,5017 0,5811 0,8273 1,2439 1,7905 2,4034 3,0185 3,5709 3,9743 4,1398 4,0446 3,7616 3,4071 3,0734 2,8026 2,5883 2,4088 2,2946 2,3330 2,5733 2,9526 3,3420 3,6441 3,8090 3,7848 3,5279 3,0741 2,5626 2,1836 2,0953 2,3494 2,8548 3,3952 3,7138 3,6302 3,1199 2,3157 1,4532 0,7884 0,5149 0,7089 1,2992 2,0720 2,7381 3,0268 2,7444 1,8184 0,3483 -1,4152 -3,1836 -4,7100 -5,7896 -6,2787 -6,1530 -5,5306 -4,6353 -3,7293 -3,0372 -2,6872 -2,6804 -2,8845 -3,0673 -3,0035 -2,5969 -1,9096 -1,0732 -0,1919 0,6740 1,4766 2,1830 2,8191 3,4739 4,2342 5,1358 6,1842 7,3749 8,6641 9,9457 11,0973 12,0503 12,7889 13,2831 13,4567 13,2312 12,5801 11,5553 10,2949 9,0027 7,8849 7,0846 6,6483 6,5263 6,5976 6,7269 6,8239 6,8569 6,8393 6,7988 6,7112 6,4536 5,8622 4,8553 3,5186 2,0746 0,7609 -0,2667 -0,9422 -1,2692 -1,3261 -1,2572 -1,2095 -1,2635 -1,4113 -1,5788 -1,6679 -1,5974 -1,3306 -0,8903 -0,3470 0,2031 0,6359 0,7939 0,5314 -0,2029 -1,3269 -2,6581 -3,9635 -4,9958 -5,5279 -5,4097 -4,6382 -3,3802 -1,9219 -0,5862 0,3522 0,7454 0,6113 0,1079 -0,5267 -1,0486 -1,2947 -1,2349 -0,9583 -0,6102 -0,3023 -0,0567 0,1526 0,3330 0,4618 0,4973 0,3874 0,0952 -0,3661 -0,9222 -1,4699 -1,9223 -2,2241 -2,3500 -2,3113 -2,1599 -1,9892 -1,9327 -2,1291 -2,6628 -3,5300 -4,6465 -5,8696 -7,0058 -7,8286 -8,1430 -7,8801 -7,1509 -6,2123 -5,3592 -4,8042 -4,6132 -4,7294 -5,0483 -5,4549 -5,8116 -5,9821 -5,9078 -5,6421 -5,3036 -5,0285 -4,9549 -5,1661 -5,6096 -6,1045 -6,4586 -6,5927 -6,5676 -6,5032 -6,4802 -6,5067 -6,5513 -6,5897 -6,6152 -6,6109 -6,5377 -6,3562 -6,0419 -5,5721 -4,9136 -4,0335 -2,9420 -1,7319 -0,5538 0,4531 1,1880 1,5790 1,6102 1,3559 0,9467 0,4955 0,0445 -0,4383 -1,0027 -1,6385 -2,2554 -2,7422 -3,0376 -3,1491 -3,1174 -2,9647 -2,6626 -2,1598 -1,4624 -0,6969 -0,0771 0,2108 0,0937 -0,4029 -1,2077 -2,2086 -3,2295 -4,0560 -4,5202 -4,5787 -4,3132 -3,8477 -3,2500 -2,5076 -1,6134 -0,6599 0,1704 0,7032 0,8593 0,6661 0,2133 -0,3951 -1,0599 -1,6871 -2,1982 -2,5401 -2,6769 -2,5964 -2,3452 -2,0362 -1,7917 -1,6729 -1,6728 -1,7583 -1,8769 -1,9274 -1,7842 -1,3898 -0,8229 -0,2519 0,1909 0,4919 0,7321 0,9990 1,3225 1,6950 2,1200 2,6025 3,0985 3,5093 3,7216 3,6523 3,2761 2,6279 1,7947 0,9122 0,1480 -0,3492 -0,5071 -0,3450 0,0579 0,6127 1,2500 1,9252 2,6204 3,3549 4,1807 5,1313 6,1552 7,1043 7,7949 8,1016 8,0172 7,6292 7,0422 6,3295 5,5497 4,7906 4,1702 3,7824 3,6526 3,7231 3,8670 3,9627 3,9807 3,9768 4,0127 4,1027 4,2233 4,3491 4,4731 4,5918 4,6880 4,7576 4,8455 5,0075 5,2239 5,3808 5,3606 5,1421 4,8169 4,5308 4,4019 4,4671 4,6834 4,9764 5,2856 5,5698 5,7942 5,9361 5,9949 5,9806 5,8979 5,7542 5,5718 5,3694 5,1338 4,8281 4,4341 3,9820 3,5518 3,2539 3,1760 3,3216 3,6058 3,9116 4,1419 4,2540 4,2870 4,3474 4,5398 4,8983 5,3746 5,8599 6,2074 6,2764 5,9975 5,4136 4,6728 3,9872 3,5712 3,5755 4,0454 4,9017 5,9311 6,8459 7,4218 7,6039 7,4932 7,2334 6,8948 6,4471 5,8320 5,0466 4,1677 3,3190 2,6208 2,1540 1,9527 2,0183 2,3312 2,8373 3,4288 3,9680 4,3472 4,5334 4,5803 4,6088 4,7460 5,0496 5,4646 5,8346 5,9726 5,7680 5,2492 4,5381 3,7557 2,9800 2,2561 1,6106 1,0570 0,5967 0,2094 -0,1611 -0,5972 -1,1783 -1,9450 -2,8611 -3,8083 -4,6383 -5,2403 -5,5768 -5,6919 -5,7000 -5,7494 -5,9748 -6,4572 -7,1883 -8,0627 -8,9300 -9,6759 -10,2657 -10,7317 -11,1386 -11,5572 -12,0462 -12,6280 -13,2628 -13,8268 -14,1242 -13,9596 -13,2298 -11,9666 -10,3178 -8,4992 -6,7509 -5,2825 -4,2047 -3,5116 -3,1297 -2,9629 -2,8893 -2,7608 -2,4530 -1,9153 -1,1697 -0,2712 0,7501 1,9255 3,3036 4,8572 6,4485 7,8924 9,0497 9,8620 10,3083 10,3728 10,0724 9,4716 8,6399 7,6149 6,4160 5,0883 3,7406 2,5399 1,6553 1,1855 1,1122 1,3015 1,5627 1,7246 1,6657 1,3186 0,6960 -0,1012 -0,9303 -1,6792 -2,3172 -2,8920 -3,4677 -4,0509 -4,5777 -4,9638 -5,1574 -5,1530 -4,9899 -4,7545 -4,5600 -4,4857 -4,5218 -4,5802 -4,5822 -4,5535 -4,6247 -4,9273 -5,4927 -6,2333 -6,9879 -7,5778 -7,8489 -7,7043 -7,1441 -6,2918 -5,3593 -4,5525 -3,9862 -3,6711 -3,5630 -3,6103 -3,7602 -3,9571 -4,1656 -4,3913 -4,6639 -4,9933 -5,3374 -5,6144 -5,7445 -5,6871 -5,4448 -5,0498 -4,5482 -3,9918 -3,4410 -2,9648 -2,6264 -2,4717
Fz    -0,7642 -0,2936 0,1083 0,3517 0,4154 0,3410 0,1965 0,0280 -0,1440 -0,2898 -0,3614 -0,3186 -0,1536 0,1050 0,4069 0,7037 0,9562 1,1326 1,2181 1,2254 1,1760 1,0732 0,9096 0,7054 0,5277 0,4522 0,4972 0,5974 0,6486 0,5785 0,3832 0,1097 -0,1811 -0,4295 -0,5848 -0,6310 -0,6048 -0,5746 -0,5964 -0,6863 -0,8261 -0,9828 -1,1109 -1,1570 -1,0863 -0,9114 -0,6935 -0,5161 -0,4473 -0,5027 -0,6322 -0,7467 -0,7664 -0,6574 -0,4420 -0,1762 0,0837 0,2913 0,4063 0,4090 0,3180 0,1746 0,0136 -0,1472 -0,2962 -0,4127 -0,4695 -0,4511 -0,3636 -0,2300 -0,0773 0,0712 0,1928 0,2670 0,2901 0,2806 0,2646 0,2595 0,2661 0,2629 0,2147 0,1134 0,0049 -0,0450 -0,0064 0,1067 0,2688 0,4538 0,6196 0,7129 0,7066 0,6268 0,5424 0,5270 0,6132 0,7644 0,8816 0,8496 0,6004 0,1513 -0,4111 -0,9775 -1,4566 -1,7879 -1,9410 -1,9228 -1,7896 -1,6323 -1,5495 -1,6324 -1,9466 -2,4993 -3,2249 -4,0072 -4,7099 -5,2005 -5,3882 -5,2672 -4,9276 -4,5196 -4,1909 -4,0260 -4,0155 -4,0688 -4,0513 -3,8360 -3,3664 -2,6951 -1,9519 -1,2597 -0,6741 -0,1924 0,1991 0,5073 0,7533 0,9846 1,2542 1,6016 2,0574 2,6462 3,3653 4,1643 4,9676 5,7156 6,3676 6,8726 7,1616 7,1847 6,9493 6,5173 5,9752 5,4125 4,9129 4,5437 4,3388 4,2825 4,3112 4,3474 4,3415 4,2855 4,2090 4,1600 4,1568 4,1449 4,0239 3,7292 3,2895 2,8039 2,3667 2,0203 1,7613 1,5581 1,3542 1,0872 0,7242 0,2826 -0,1774 -0,5761 -0,8469 -0,9652 -0,9570 -0,8825 -0,8071 -0,7827 -0,8510 -1,0541 -1,4204 -1,9378 -2,5486 -3,1679 -3,7022 -4,0586 -4,1544 -3,9332 -3,3925 -2,6015 -1,6916 -0,8242 -0,1488 0,2324 0,2840 0,0428 -0,3801 -0,8199 -1,1169 -1,1810 -1,0198 -0,7149 -0,3599 -0,0092 0,3073 0,5407 0,6185 0,4826 0,1292 -0,3826 -0,9488 -1,4504 -1,7967 -1,9646 -1,9945 -1,9473 -1,8688 -1,7876 -1,7326 -1,7441 -1,8649 -2,1221 -2,5228 -3,0511 -3,6589 -4,2619 -4,7562 -5,0544 -5,1169 -4,9631 -4,6670 -4,3307 -4,0388 -3,8269 -3,6950 -3,6418 -3,6607 -3,7057 -3,7037 -3,6189 -3,4857 -3,3749 -3,3559 -3,4882 -3,8021 -4,2600 -4,7534 -5,1576 -5,4011 -5,4834 -5,4403 -5,3110 -5,1307 -4,9351 -4,7568 -4,6180 -4,5295 -4,4962 -4,5127 -4,5508 -4,5595 -4,4774 -4,2484 -3,8461 -3,2967 -2,6704 -2,0474 -1,4985 -1,0761 -0,7877 -0,5778 -0,3649 -0,1082 0,1554 0,3264 0,3012 0,0342 -0,4369 -1,0136 -1,5845 -2,0651 -2,4104 -2,6045 -2,6435 -2,5259 -2,2645 -1,9105 -1,5547 -1,2858 -1,1400 -1,1002 -1,1427 -1,2682 -1,4816 -1,7472 -1,9816 -2,1046 -2,0914 -1,9612 -1,7268 -1,3801 -0,9313 -0,4488 -0,0462 0,1731 0,1687 -0,0285 -0,3492 -0,7250 -1,1037 -1,4431 -1,7043 -1,8549 -1,8772 -1,7781 -1,5975 -1,3981 -1,2333 -1,1163 -1,0247 -0,9331 -0,8242 -0,6795 -0,4905 -0,2923 -0,1686 -0,2007 -0,3951 -0,6640 -0,8770 -0,9343 -0,8045 -0,5047 -0,0671 0,4576 0,9837 1,4078 1,6568 1,7180 1,6222 1,4081 1,1098 0,7686 0,4375 0,1654 -0,0215 -0,1194 -0,1302 -0,0452 0,1528 0,4668 0,8710 1,3295 1,8276 2,3688 2,9402 3,4886 3,9340 4,2121 4,3059 4,2384 4,0407 3,7349 3,3459 2,9270 2,5574 2,3021 2,1797 2,1583 2,1685 2,1440 2,0629 1,9433 1,8089 1,6700 1,5311 1,4060 1,3183 1,2836 1,2950 1,3399 1,4211 1,5410 1,6661 1,7277 1,6718 1,5071 1,3071 1,1768 1,2056 1,4215 1,7740 2,1634 2,4874 2,6692 2,6707 2,5100 2,2567 1,9944 1,7770 1,6154 1,4868 1,3468 1,1422 0,8393 0,4545 0,0543 -0,2651 -0,4004 -0,2770 0,1033 0,6517 1,2365 1,7355 2,0725 2,2409 2,3017 2,3493 2,4654 2,6817 2,9580 3,1889 3,2525 3,0725 2,6506 2,0598 1,4179 0,8518 0,4649 0,3166 0,4107 0,6835 1,0219 1,3187 1,5271 1,6686 1,7862 1,8852 1,9250 1,8625 1,6935 1,4575 1,2184 1,0378 0,9568 0,9905 1,1289 1,3416 1,5843 1,8053 1,9580 2,0148 1,9735 1,8615 1,7339 1,6523 1,6555 1,7409 1,8685 1,9824 2,0435 2,0446 1,9881 1,8542 1,6136 1,2679 0,8659 0,4769 0,1553 -0,0819 -0,2626 -0,4515 -0,7267 -1,1472 -1,7205 -2,3903 -3,0653 -3,6681 -4,1641 -4,5623 -4,9055 -5,2588 -5,6881 -6,2316 -6,8743 -7,5497 -8,1741 -8,6859 -9,0634 -9,3178 -9,4779 -9,5809 -9,6669 -9,7709 -9,9083 -10,0521 -10,1176 -9,9922 -9,5984 -8,9344 -8,0673 -7,1035 -6,1631 -5,3484 -4,7068 -4,2244 -3,8579 -3,5621 -3,2849 -2,9554 -2,5064 -1,9217 -1,2600 -0,6250 -0,0957 0,3299 0,7255 1,1732 1,7076 2,3053 2,9146 3,4845 3,9663 4,3080 4,4732 4,4611 4,2973 4,0063 3,6061 3,1283 2,6391 2,2326 1,9961 1,9653 2,0965 2,2741 2,3632 2,2711 1,9671 1,4700 0,8395 0,1674 -0,4564 -0,9869 -1,4407 -1,8693 -2,3061 -2,7293 -3,0782 -3,3004 -3,3809 -3,3378 -3,2103 -3,0576 -2,9505 -2,9392 -3,0231 -3,1587 -3,3061 -3,4755 -3,7249 -4,1074 -4,6187 -5,1876 -5,7044 -6,0556 -6,1527 -5,9532 -5,4778 -4,8156 -4,1038 -3,4830 -3,0537 -2,8580 -2,8877 -3,1008 -3,4309 -3,7993 -4,1377 -4,4106 -4,6200 -4,7871 -4,9259 -5,0320 -5,0861 -5,0592 -4,9185 -4,6420 -4,2320 -3,7221 -3,1752 -2,6697 -2,2772 -2,0521
F3    -0,7843 -0,4285 -0,0697 0,1846 0,2618 0,1482 -0,1144 -0,4621 -0,8258 -1,1215 -1,2616 -1,1914 -0,9108 -0,4671 0,0717 0,6392 1,1712 1,6026 1,8873 2,0203 2,0255 1,9242 1,7313 1,4820 1,2388 1,0569 0,9379 0,8279 0,6649 0,4305 0,1599 -0,0908 -0,2827 -0,4023 -0,4516 -0,4490 -0,4327 -0,4445 -0,5079 -0,6200 -0,7608 -0,9072 -1,0316 -1,1017 -1,0945 -1,0140 -0,8947 -0,7909 -0,7541 -0,7988 -0,8856 -0,9412 -0,8973 -0,7233 -0,4386 -0,0983 0,2314 0,4819 0,5911 0,5349 0,3483 0,0975 -0,1652 -0,4173 -0,6528 -0,8599 -1,0145 -1,0933 -1,0860 -0,9946 -0,8263 -0,5940 -0,3247 -0,0603 0,1595 0,3131 0,4000 0,4330 0,4244 0,3730 0,2679 0,1221 -0,0084 -0,0617 -0,0232 0,0753 0,2025 0,3505 0,5086 0,6428 0,7146 0,7170 0,6913 0,7060 0,8057 0,9673 1,1019 1,1014 0,8981 0,4954 -0,0437 -0,6339 -1,2008 -1,6874 -2,0428 -2,2322 -2,2635 -2,1886 -2,0857 -2,0493 -2,1725 -2,5072 -3,0328 -3,6619 -4,2688 -4,7195 -4,9123 -4,8213 -4,5171 -4,1437 -3,8566 -3,7501 -3,8148 -3,9524 -4,0216 -3,8915 -3,4984 -2,8835 -2,1680 -1,4741 -0,8641 -0,3495 0,0616 0,3520 0,5298 0,6497 0,7902 1,0225 1,4074 1,9924 2,7820 3,7105 4,6638 5,5308 6,2223 6,6596 6,7809 6,5768 6,1118 5,5007 4,8603 4,2811 3,8315 3,5589 3,4724 3,5248 3,6204 3,6603 3,5948 3,4396 3,2575 3,1244 3,0760 3,0667 2,9923 2,7673 2,3905 1,9432 1,5268 1,2050 0,9911 0,8559 0,7379 0,5689 0,3094 -0,0336 -0,4112 -0,7512 -0,9893 -1,1004 -1,1074 -1,0649 -1,0329 -1,0572 -1,1683 -1,3878 -1,7260 -2,1702 -2,6819 -3,2050 -3,6684 -3,9891 -4,0817 -3,8800 -3,3706 -2,6157 -1,7458 -0,9258 -0,3109 -0,0070 -0,0494 -0,3931 -0,9137 -1,4355 -1,7905 -1,8771 -1,6870 -1,2935 -0,7993 -0,2872 0,1758 0,5097 0,6306 0,4919 0,1163 -0,4108 -0,9710 -1,4402 -1,7207 -1,7827 -1,6762 -1,4951 -1,3256 -1,2220 -1,2137 -1,3194 -1,5448 -1,8819 -2,3241 -2,8696 -3,4963 -4,1395 -4,7023 -5,0957 -5,2699 -5,2230 -4,9988 -4,6727 -4,3147 -3,9570 -3,6095 -3,3050 -3,0968 -3,0039 -2,9926 -3,0258 -3,1013 -3,2318 -3,4245 -3,6924 -4,0512 -4,4763 -4,8786 -5,1479 -5,2274 -5,1399 -4,9529 -4,7359 -4,5387 -4,3818 -4,2549 -4,1296 -3,9877 -3,8446 -3,7398 -3,7032 -3,7292 -3,7683 -3,7357 -3,5504 -3,1828 -2,6659 -2,0716 -1,4872 -0,9934 -0,6247 -0,3475 -0,0962 0,1613 0,3880 0,4994 0,4195 0,1229 -0,3646 -0,9807 -1,6406 -2,2567 -2,7609 -3,1098 -3,2760 -3,2424 -3,0119 -2,6294 -2,1908 -1,8043 -1,5240 -1,3340 -1,2047 -1,1455 -1,1901 -1,3358 -1,5195 -1,6665 -1,7475 -1,7699 -1,7273 -1,5841 -1,3180 -0,9682 -0,6331 -0,4204 -0,3919 -0,5427 -0,8187 -1,1493 -1,4731 -1,7436 -1,9239 -1,9865 -1,9245 -1,7667 -1,5767 -1,4283 -1,3652 -1,3757 -1,4132 -1,4395 -1,4335 -1,3741 -1,2467 -1,0736 -0,9273 -0,8930 -1,0004 -1,1879 -1,3386 -1,3523 -1,1874 -0,8527 -0,3857 0,1474 0,6478 1,0112 1,1762 1,1534 0,9996 0,7681 0,4937 0,2106 -0,0423 -0,2385 -0,3752 -0,4616 -0,4947 -0,4458 -0,2784 0,0197 0,4262 0,9094 1,4555 2,0606 2,6968 3,2905 3,7417 3,9755 3,9817 3,8042 3,5049 3,1432 2,7726 2,4466 2,2149 2,0991 2,0764 2,0840 2,0406 1,8889 1,6342 1,3372 1,0697 0,8796 0,7819 0,7695 0,8274 0,9360 1,0734 1,2288 1,4104 1,6259 1,8476 2,0093 2,0553 1,9923 1,8909 1,8463 1,9278 2,1412 2,4298 2,7130 2,9276 3,0351 3,0180 2,8896 2,6994 2,5099 2,3618 2,2579 2,1720 2,0640 1,8898 1,6185 1,2561 0,8543 0,5023 0,3068 0,3510 0,6395 1,0851 1,5564 1,9358 2,1515 2,1875 2,0846 1,9285 1,8214 1,8382 1,9785 2,1574 2,2598 2,2118 2,0082 1,6950 1,3385 1,0026 0,7353 0,5685 0,5176 0,5689 0,6826 0,8218 0,9810 1,1796 1,4219 1,6616 1,8111 1,7982 1,6200 1,3485 1,0948 0,9574 0,9824 1,1542 1,4145 1,6955 1,9411 2,1109 2,1808 2,1480 2,0372 1,8994 1,7936 1,7596 1,8039 1,9051 2,0278 2,1356 2,2042 2,2272 2,1993 2,0916 1,8652 1,5159 1,0899 0,6539 0,2587 -0,0735 -0,3523 -0,6186 -0,9341 -1,3561 -1,9011 -2,5237 -3,1404 -3,6804 -4,1129 -4,4454 -4,7148 -4,9827 -5,3168 -5,7589 -6,2982 -6,8788 -7,4406 -7,9486 -8,3876 -8,7496 -9,0315 -9,2413 -9,3981 -9,5246 -9,6379 -9,7280 -9,7353 -9,5675 -9,1581 -8,5097 -7,6858 -6,7775 -5,8805 -5,0734 -4,3961 -3,8509 -3,4275 -3,1160 -2,8886 -2,6795 -2,4095 -2,0419 -1,6142 -1,2105 -0,8900 -0,6310 -0,3493 0,0324 0,5379 1,1398 1,7902 2,4435 3,0557 3,5716 3,9355 4,1187 4,1227 3,9520 3,6078 3,1180 2,5645 2,0720 1,7657 1,7181 1,9013 2,1813 2,3793 2,3599 2,0722 1,5394 0,8355 0,0644 -0,6702 -1,3011 -1,8178 -2,2555 -2,6507 -3,0004 -3,2659 -3,4128 -3,4368 -3,3600 -3,2183 -3,0635 -2,9583 -2,9485 -3,0317 -3,1572 -3,2708 -3,3707 -3,5194 -3,7968 -4,2369 -4,8027 -5,3961 -5,8847 -6,1419 -6,0950 -5,7543 -5,2070 -4,5819 -4,0052 -3,5695 -3,3272 -3,2940 -3,4497 -3,7380 -4,0807 -4,4019 -4,6523 -4,8244 -4,9462 -5,0510 -5,1500 -5,2251 -5,2330 -5,1156 -4,8242 -4,3493 -3,7377 -3,0828 -2,4902 -2,0465 -1,8120
F7    -1,7434 -1,3556 -1,0060 -0,7772 -0,7035 -0,7680 -0,9213 -1,1132 -1,3010 -1,4370 -1,4706 -1,3683 -1,1274 -0,7784 -0,3701 0,0531 0,4571 0,8092 1,0830 1,2740 1,3902 1,4271 1,3681 1,2179 1,0250 0,8582 0,7558 0,6996 0,6421 0,5524 0,4368 0,3205 0,2226 0,1512 0,1102 0,0900 0,0626 0,0019 -0,0928 -0,1958 -0,2766 -0,3137 -0,2889 -0,1844 0,0002 0,2339 0,4608 0,6189 0,6652 0,6053 0,5011 0,4394 0,4859 0,6536 0,9033 1,1696 1,3903 1,5163 1,5103 1,3628 1,1079 0,8076 0,5191 0,2769 0,0927 -0,0313 -0,0910 -0,0835 -0,0141 0,1052 0,2618 0,4412 0,6174 0,7586 0,8503 0,9046 0,9437 0,9816 1,0241 1,0704 1,1108 1,1427 1,1901 1,2853 1,4321 1,6068 1,7891 1,9716 2,1396 2,2657 2,3292 2,3361 2,3220 2,3332 2,3949 2,4811 2,5135 2,4016 2,1017 1,6512 1,1476 0,6931 0,3486 0,1290 0,0263 0,0199 0,0679 0,1145 0,1072 0,0013 -0,2368 -0,6115 -1,0847 -1,5867 -2,0347 -2,3442 -2,4537 -2,3577 -2,1213 -1,8632 -1,7091 -1,7321 -1,9165 -2,1668 -2,3500 -2,3489 -2,1194 -1,7222 -1,2870 -0,9258 -0,6687 -0,4777 -0,3076 -0,1410 0,0282 0,2195 0,4622 0,7861 1,2221 1,7950 2,4962 3,2641 4,0063 4,6430 5,1208 5,3967 5,4307 5,2088 4,7687 4,1937 3,5814 3,0158 2,5575 2,2435 2,0872 2,0713 2,1470 2,2546 2,3535 2,4319 2,5024 2,5903 2,6956 2,7578 2,6775 2,3872 1,9071 1,3372 0,7962 0,3669 0,0805 -0,0785 -0,1643 -0,2461 -0,3695 -0,5395 -0,7272 -0,8814 -0,9505 -0,9115 -0,7812 -0,6026 -0,4207 -0,2687 -0,1748 -0,1762 -0,3113 -0,5911 -0,9859 -1,4321 -1,8455 -2,1390 -2,2408 -2,1106 -1,7562 -1,2406 -0,6722 -0,1767 0,1410 0,2197 0,0458 -0,3479 -0,8764 -1,4100 -1,8136 -1,9966 -1,9411 -1,6987 -1,3483 -0,9463 -0,5279 -0,1467 0,1123 0,1675 -0,0128 -0,3894 -0,8592 -1,2842 -1,5438 -1,5863 -1,4422 -1,1953 -0,9378 -0,7434 -0,6645 -0,7350 -0,9625 -1,3231 -1,7746 -2,2708 -2,7599 -3,1774 -3,4567 -3,5573 -3,4823 -3,2729 -2,9929 -2,7135 -2,4860 -2,3178 -2,1885 -2,0942 -2,0538 -2,0680 -2,1061 -2,1489 -2,2202 -2,3634 -2,6045 -2,9465 -3,3695 -3,8177 -4,1989 -4,4244 -4,4609 -4,3396 -4,1203 -3,8541 -3,5730 -3,2963 -3,0367 -2,8033 -2,6081 -2,4718 -2,4128 -2,4231 -2,4598 -2,4547 -2,3331 -2,0464 -1,6033 -1,0629 -0,5045 -0,0070 0,3673 0,6000 0,7303 0,8259 0,9294 1,0227 1,0351 0,8882 0,5443 0,0256 -0,5986 -1,2391 -1,8090 -2,2367 -2,4715 -2,4847 -2,2731 -1,8684 -1,3512 -0,8441 -0,4621 -0,2541 -0,1977 -0,2530 -0,4035 -0,6430 -0,9359 -1,2080 -1,3880 -1,4511 -1,4094 -1,2673 -1,0045 -0,6157 -0,1546 0,2723 0,5579 0,6456 0,5400 0,2857 -0,0593 -0,4374 -0,7928 -1,0705 -1,2240 -1,2274 -1,0881 -0,8513 -0,5899 -0,3731 -0,2324 -0,1577 -0,1238 -0,1023 -0,0544 0,0568 0,2277 0,3946 0,4701 0,4147 0,2717 0,1346 0,0874 0,1679 0,3777 0,7042 1,1173 1,5518 1,9193 2,1541 2,2431 2,2092 2,0748 1,8537 1,5723 1,2803 1,0338 0,8683 0,7915 0,7987 0,8899 1,0677 1,3245 1,6393 1,9971 2,4064 2,8880 3,4355 3,9882 4,4452 4,7138 4,7537 4,5786 4,2294 3,7565 3,2235 2,7161 2,3280 2,1220 2,1047 2,2268 2,4007 2,5415 2,6065 2,5956 2,5262 2,4148 2,2774 2,1376 2,0296 1,9859 2,0230 2,1450 2,3507 2,6233 2,9137 3,1455 3,2566 3,2421 3,1572 3,0917 3,1322 3,3203 3,6317 3,9952 4,3306 4,5705 4,6716 4,6275 4,4693 4,2431 3,9850 3,7143 3,4391 3,1565 2,8501 2,5053 2,1338 1,7774 1,4964 1,3606 1,4284 1,7072 2,1372 2,6197 3,0583 3,3899 3,5998 3,7176 3,7987 3,8984 4,0433 4,2025 4,2887 4,2058 3,9094 3,4379 2,8973 2,4102 2,0652 1,8972 1,9003 2,0410 2,2595 2,4799 2,6423 2,7289 2,7621 2,7685 2,7386 2,6250 2,3879 2,0409 1,6545 1,3230 1,1238 1,0912 1,2106 1,4274 1,6704 1,8734 1,9869 1,9880 1,8896 1,7380 1,6012 1,5479 1,6229 1,8281 2,1196 2,4269 2,6835 2,8538 2,9341 2,9265 2,8134 2,5710 2,2094 1,7904 1,3995 1,1031 0,9245 0,8404 0,7893 0,6917 0,4785 0,1249 -0,3298 -0,8052 -1,2334 -1,5886 -1,8793 -2,1287 -2,3692 -2,6398 -2,9712 -3,3654 -3,7947 -4,2253 -4,6354 -5,0162 -5,3647 -5,6735 -5,9309 -6,1326 -6,2906 -6,4246 -6,5342 -6,5722 -6,4604 -6,1472 -5,6451 -5,0208 -4,3616 -3,7478 -3,2303 -2,8121 -2,4576 -2,1282 -1,8086 -1,4959 -1,1717 -0,8036 -0,3832 0,0470 0,4130 0,6688 0,8446 1,0347 1,3324 1,7715 2,3172 2,9046 3,4740 3,9705 4,3312 4,5029 4,4671 4,2354 3,8264 3,2629 2,5937 1,9104 1,3345 0,9756 0,8809 1,0058 1,2222 1,3729 1,3419 1,0882 0,6396 0,0756 -0,4933 -0,9633 -1,2820 -1,4658 -1,5767 -1,6732 -1,7762 -1,8753 -1,9596 -2,0302 -2,0862 -2,1172 -2,1212 -2,1224 -2,1559 -2,2349 -2,3353 -2,4242 -2,5025 -2,6119 -2,7973 -3,0596 -3,3436 -3,5633 -3,6383 -3,5144 -3,1742 -2,6447 -2,0002 -1,3481 -0,7980 -0,4307 -0,2848 -0,3594 -0,6207 -1,0098 -1,4573 -1,9018 -2,3043 -2,6515 -2,9431 -3,1747 -3,3321 -3,3964 -3,3429 -3,1427 -2,7807 -2,2753 -1,6823 -1,0842 -0,5704 -0,2103 -0,0382
