Fp1   -3,7517 -3,3367 -2,8988 -2,4590 -2,0411 -1,6659 -1,3551 -1,1311 -1,0022 -0,9525 -0,9552 -0,9981 -1,0961 -1,2817 -1,5778 -1,9645 -2,3717 -2,7115 -2,9230 -2,9924 -2,9467 -2,8310 -2,6812 -2,5062 -2,2932 -2,0280 -1,7051 -1,3235 -0,8812 -0,3758 0,1883 0,7946 1,4138 2,0111 2,5545 3,0178 3,3801 3,6351 3,8014 3,9175 4,0205 4,1235 4,2061 4,2210 4,1098 3,8249 3,3569 2,7578 2,1290 1,5744 1,1574 0,8847 0,7157 0,5840 0,4191 0,1701 -0,1708 -0,5595 -0,9185 -1,1811 -1,3261 -1,3722 -1,3478 -1,2731 -1,1573 -0,9967 -0,7747 -0,4738 -0,0901 0,3607 0,8437 1,3112 1,7211 2,0481 2,2770 2,4051 2,4499 2,4418 2,4089 2,3720 2,3413 2,3153 2,2865 2,2442 2,1663 2,0208 1,7890 1,4922 1,1931 0,9631 0,8420 0,8183 0,8402 0,8470 0,7967 0,6647 0,4323 0,0961 -0,3189 -0,7661 -1,1995 -1,5914 -1,9407 -2,2713 -2,6157 -2,9945 -3,4090 -3,8462 -4,2772 -4,6530 -4,9158 -5,0255 -4,9803 -4,8143 -4,5706 -4,2744 -3,9264 -3,5104 -3,0062 -2,4116 -1,7566 -1,0951 -0,4802 0,0589 0,5324 0,9879 1,4851 2,0660 2,7388 3,4773 4,2344 4,9631 5,6295 6,2097 6,6818 7,0239 7,2233 7,2928 7,2707 7,1898 7,0501 6,8327 6,5363 6,1919 5,8424 5,5152 5,2121 4,9270 4,6707 4,4736 4,3662 4,3641 4,4683 4,6675 4,9384 5,2489 5,5655 5,8636 6,1293 6,3483 6,4963 6,5474 6,4880 6,3188 6,0556 5,7327 5,3956 5,0866 4,8395 4,6801 4,6177 4,6326 4,6805 4,7153 4,7070 4,6457 4,5376 4,3959 4,2299 4,0454 3,8559 3,6884 3,5719 3,5179 3,5126 3,5280 3,5399 3,5405 3,5340 3,5199 3,4832 3,4024 3,2630 3,0647 2,8130 2,5081 2,1553 1,7865 1,4599 1,2301 1,1193 1,1187 1,1989 1,3095 1,3865 1,3718 1,2291 0,9575 0,5992 0,2222 -0,1158 -0,3878 -0,5968 -0,7653 -0,9148 -1,0458 -1,1398 -1,1804 -1,1745 -1,1561 -1,1671 -1,2328 -1,3585 -1,5426 -1,7782 -2,0458 -2,3165 -2,5588 -2,7389 -2,8263 -2,8123 -2,7112 -2,5440 -2,3336 -2,1205 -1,9624 -1,8996 -1,9251 -1,9888 -2,0298 -2,0065 -1,9083 -1,7476 -1,5423 -1,3005 -1,0233 -0,7230 -0,4284 -0,1763 0,0010 0,0860 0,0826 0,0131 -0,0900 -0,1973 -0,2965 -0,3916 -0,4824 -0,5433 -0,5260 -0,3895 -0,1329 0,1959 0,5218 0,7825 0,9601 1,0805 1,1825 1,2904 1,4077 1,5201 1,6015 1,6244 1,5815 1,5008 1,4316 1,4102 1,4364 1,4819 1,5203 1,5438 1,5543 1,5444 1,4996 1,4162 1,3056 1,1724 0,9959 0,7402 0,3819 -0,0756 -0,6061 -1,1694 -1,7211 -2,2230 -2,6495 -2,9875 -3,2348 -3,3961 -3,4748 -3,4696 -3,3883 -3,2653 -3,1543 -3,1014 -3,1241 -3,2024 -3,2867 -3,3222 -3,2757 -3,1458 -2,9544 -2,7319 -2,5099 -2,3277 -2,2321 -2,2594 -2,4137 -2,6652 -2,9650 -3,2614 -3,5102 -3,6849 -3,7860 -3,8303 -3,8280 -3,7723 -3,6446 -3,4252 -3,1061 -2,7032 -2,2534 -1,8016 -1,3925 -1,0631 -0,8353 -0,7141 -0,6860 -0,7149 -0,7447 -0,7151 -0,5878 -0,3690 -0,1073 0,1368 0,3263 0,4568 0,5469 0,6276 0,7337 0,8904 1,1087 1,3863 1,7088 2,0547 2,4027 2,7318 3,0148 3,2224 3,3404 3,3798 3,3714 3,3494 3,3333 3,3228 3,3081 3,2783 3,2205 3,1320 3,0355 2,9710 2,9703 3,0430 3,1786 3,3591 3,5676 3,7939 4,0288 4,2496 4,4190 4,5073 4,5112 4,4514 4,3510 4,2175 4,0500 3,8605 3,6804 3,5490 3,5013 3,5539 3,6936 3,8810 4,0693 4,2215 4,3159 4,3431 4,3041 4,2086 4,0689 3,8919 3,6806 3,4445 3,2052 2,9939 2,8414 2,7667 2,7687 2,8243 2,8906 2,9182 2,8709 2,7382 2,5299 2,2604 1,9416 1,5950 1,2669 1,0194 0,8973 0,8999 0,9853 1,1000 1,2063 1,2957 1,3878 1,5171 1,7105 1,9701 2,2672 2,5472 2,7515 2,8505 2,8565 2,8065 2,7370 2,6719 2,6291 2,6300 2,6924 2,8204 3,0044 3,2247 3,4450 3,6125 3,6771 3,6168 3,4539 3,2519 3,0864 2,9983 2,9753 2,9737 2,9506 2,8811 2,7654 2,6240 2,4829 2,3671 2,3011 2,3027 2,3746 2,5036 2,6614 2,8104 2,9178 2,9690 2,9684 2,9319 2,8833 2,8500 2,8497 2,8771 2,9080 2,9166 2,8938 2,8522 2,8150 2,7979 2,7973 2,7909 2,7475 2,6347 2,4256 2,1095 1,7010 1,2409 0,7927 0,4319 0,2182 0,1647 0,2318 0,3510 0,4562 0,5081 0,5033 0,4646 0,4175 0,3733 0,3262 0,2607 0,1651 0,0496 -0,0489 -0,0860 -0,0451 0,0470 0,1439 0,2240 0,3099 0,4499 0,6866 1,0366 1,4816 1,9737 2,4569 2,8916 3,2700 3,6120 3,9442 4,2763 4,5978 4,8888 5,1311 5,3104 5,4161 5,4416 5,3867 5,2652 5,1114 4,9694 4,8713 4,8196 4,7838 4,7183 4,5921 4,4066 4,1931 4,0005 3,8729 3,8263 3,8438 3,8843 3,8923 3,8139 3,6211 3,3223 2,9469 2,5292 2,1090 1,7328 1,4364 1,2261 1,0754 0,9355 0,7588 0,5266 0,2562 -0,0197 -0,2775 -0,5096 -0,7113 -0,8630 -0,9316 -0,8913 -0,7454 -0,5298 -0,2960 -0,0835 0,0935 0,2335 0,3263 0,3474 0,2749 0,1098 -0,1237 -0,3929 -0,6638 -0,8966 -1,0483 -1,0946 -1,0487 -0,9535 -0,8555 -0,7820 -0,7391 -0,7220 -0,7201 -0,7199 -0,7120 -0,6928 -0,6591 -0,6096 -0,5583 -0,5363 -0,5739 -0,6801 -0,8365 -1,0024 -1,1321
Fz    -3,1616 -2,7360 -2,2876 -1,8447 -1,4387 -1,0958 -0,8341 -0,6610 -0,5681 -0,5329 -0,5316 -0,5558 -0,6204 -0,7535 -0,9747 -1,2754 -1,6123 -1,9195 -2,1319 -2,2125 -2,1682 -2,0376 -1,8652 -1,6797 -1,4872 -1,2759 -1,0288 -0,7340 -0,3879 0,0061 0,4371 0,8847 1,3225 1,7260 2,0755 2,3541 2,5491 2,6619 2,7132 2,7347 2,7537 2,7790 2,7938 2,7573 2,6200 2,3495 1,9499 1,4646 0,9630 0,5168 0,1729 -0,0625 -0,2199 -0,3513 -0,5139 -0,7490 -1,0648 -1,4320 -1,7996 -2,1235 -2,3900 -2,6156 -2,8244 -3,0275 -3,2174 -3,3721 -3,4673 -3,4933 -3,4627 -3,4016 -3,3363 -3,2851 -3,2529 -3,2356 -3,2271 -3,2192 -3,1978 -3,1460 -3,0488 -2,8988 -2,7010 -2,4774 -2,2676 -2,1223 -2,0892 -2,1931 -2,4247 -2,7420 -3,0821 -3,3788 -3,5809 -3,6637 -3,6315 -3,5126 -3,3479 -3,1816 -3,0529 -2,9835 -2,9703 -2,9908 -3,0197 -3,0418 -3,0577 -3,0868 -3,1607 -3,3061 -3,5339 -3,8380 -4,1914 -4,5424 -4,8300 -5,0085 -5,0615 -5,0023 -4,8661 -4,6963 -4,5262 -4,3656 -4,2008 -4,0120 -3,7897 -3,5383 -3,2679 -2,9841 -2,6793 -2,3366 -1,9407 -1,4830 -0,9563 -0,3525 0,3277 1,0643 1,8127 2,5099 3,0932 3,5188 3,7722 3,8728 3,8709 3,8281 3,7926 3,7909 3,8339 3,9226 4,0499 4,2016 4,3614 4,5212 4,6897 4,8846 5,1119 5,3613 5,6220 5,8914 6,1691 6,4527 6,7390 7,0270 7,3144 7,5894 7,8264 7,9967 8,0804 8,0700 7,9712 7,8051 7,6035 7,4029 7,2431 7,1633 7,1920 7,3319 7,5477 7,7725 7,9320 7,9709 7,8668 7,6313 7,3033 6,9354 6,5760 6,2569 5,9970 5,8092 5,6964 5,6401 5,6076 5,5776 5,5556 5,5588 5,5923 5,6414 5,6804 5,6847 5,6358 5,5232 5,3465 5,1179 4,8620 4,6135 4,4061 4,2577 4,1594 4,0752 3,9551 3,7599 3,4785 3,1311 2,7585 2,4051 2,1019 1,8608 1,6757 1,5235 1,3726 1,1996 1,0006 0,7894 0,5887 0,4210 0,2997 0,2238 0,1771 0,1311 0,0551 -0,0705 -0,2509 -0,4801 -0,7400 -0,9993 -1,2212 -1,3730 -1,4365 -1,4241 -1,3880 -1,3959 -1,4877 -1,6541 -1,8500 -2,0231 -2,1359 -2,1747 -2,1510 -2,0942 -2,0346 -1,9864 -1,9421 -1,8796 -1,7765 -1,6227 -1,4214 -1,1811 -0,9152 -0,6452 -0,3986 -0,1983 -0,0494 0,0707 0,2095 0,4197 0,7277 1,1118 1,5071 1,8344 2,0359 2,1029 2,0789 2,0366 2,0478 2,1591 2,3800 2,6855 3,0295 3,3614 3,6411 3,8460 3,9668 4,0040 3,9724 3,9033 3,8311 3,7723 3,7144 3,6272 3,4837 3,2728 2,9959 2,6610 2,2804 1,8715 1,4493 1,0207 0,5886 0,1568 -0,2681 -0,6807 -1,0812 -1,4756 -1,8686 -2,2519 -2,5997 -2,8836 -3,0975 -3,2683 -3,4412 -3,6498 -3,8891 -4,1121 -4,2550 -4,2694 -4,1434 -3,9041 -3,6040 -3,3033 -3,0576 -2,9063 -2,8599 -2,8970 -2,9770 -3,0569 -3,1061 -3,1146 -3,0928 -3,0619 -3,0364 -3,0088 -2,9520 -2,8355 -2,6383 -2,3552 -1,9965 -1,5860 -1,1560 -0,7427 -0,3793 -0,0862 0,1351 0,2969 0,4151 0,5047 0,5773 0,6387 0,6871 0,7213 0,7486 0,7843 0,8456 0,9527 1,1334 1,4156 1,8118 2,3094 2,8729 3,4523 3,9913 4,4427 4,7834 5,0184 5,1754 5,2932 5,4048 5,5200 5,6214 5,6763 5,6501 5,5216 5,2963 5,0081 4,7084 4,4505 4,2722 4,1873 4,1888 4,2563 4,3589 4,4636 4,5484 4,6106 4,6594 4,7055 4,7544 4,8052 4,8531 4,8859 4,8800 4,8111 4,6735 4,4910 4,3136 4,2012 4,2005 4,3280 4,5674 4,8776 5,2028 5,4869 5,6910 5,8048 5,8451 5,8349 5,7835 5,6812 5,5133 5,2764 4,9854 4,6688 4,3605 4,0905 3,8767 3,7189 3,6028 3,5081 3,4111 3,2878 3,1200 2,9046 2,6593 2,4198 2,2285 2,1199 2,1080 2,1818 2,3112 2,4590 2,5964 2,7182 2,8427 2,9935 3,1779 3,3780 3,5621 3,7076 3,8164 3,9112 4,0193 4,1605 4,3423 4,5601 4,8041 5,0688 5,3546 5,6573 5,9545 6,2062 6,3688 6,4124 6,3311 6,1456 5,8964 5,6251 5,3530 5,0804 4,8035 4,5286 4,2721 4,0564 3,9006 3,8126 3,7883 3,8149 3,8726 3,9401 3,9995 4,0328 4,0186 3,9414 3,8061 3,6432 3,4982 3,4154 3,4277 3,5510 3,7785 4,0776 4,4002 4,7023 4,9588 5,1646 5,3252 5,4420 5,5061 5,5048 5,4266 5,2563 4,9773 4,5845 4,0976 3,5659 3,0618 2,6591 2,4050 2,3018 2,3086 2,3589 2,3855 2,3434 2,2202 2,0285 1,7920 1,5342 1,2734 1,0239 0,8049 0,6392 0,5376 0,4865 0,4558 0,4243 0,4046 0,4471 0,6149 0,9460 1,4290 2,0072 2,6068 3,1665 3,6529 4,0658 4,4326 4,7903 5,1637 5,5545 5,9433 6,2966 6,5760 6,7530 6,8197 6,7913 6,7034 6,6049 6,5419 6,5368 6,5805 6,6387 6,6703 6,6488 6,5750 6,4780 6,4038 6,3918 6,4520 6,5605 6,6691 6,7176 6,6486 6,4275 6,0557 5,5670 5,0136 4,4550 3,9464 3,5177 3,1603 2,8356 2,4985 2,1236 1,7201 1,3284 0,9982 0,7647 0,6407 0,6226 0,6968 0,8384 1,0147 1,1981 1,3756 1,5461 1,7129 1,8710 1,9954 2,0422 1,9677 1,7491 1,3934 0,9331 0,4131 -0,1169 -0,6041 -1,0021 -1,2887 -1,4720 -1,5807 -1,6472 -1,6969 -1,7449 -1,7958 -1,8422 -1,8673 -1,8525 -1,7838 -1,6540 -1,4655 -1,2372 -1,0049 -0,8059 -0,6589 -0,5507 -0,4385 -0,2716
F3    -3,1011 -2,6119 -2,1016 -1,6083 -1,1761 -0,8398 -0,6115 -0,4781 -0,4103 -0,3768 -0,3571 -0,3525 -0,3887 -0,5037 -0,7219 -1,0286 -1,3650 -1,6531 -1,8319 -1,8797 -1,8175 -1,6906 -1,5398 -1,3829 -1,2184 -1,0379 -0,8354 -0,6107 -0,3690 -0,1154 0,1507 0,4374 0,7547 1,1042 1,4712 1,8287 2,1455 2,3946 2,5625 2,6525 2,6797 2,6596 2,5967 2,4792 2,2838 1,9923 1,6086 1,1657 0,7189 0,3290 0,0385 -0,1485 -0,2672 -0,3732 -0,5180 -0,7299 -1,0068 -1,3246 -1,6523 -1,9659 -2,2549 -2,5174 -2,7485 -2,9347 -3,0550 -3,0832 -2,9969 -2,7940 -2,5026 -2,1770 -1,8825 -1,6735 -1,5703 -1,5585 -1,6068 -1,6791 -1,7360 -1,7426 -1,6811 -1,5557 -1,3830 -1,1800 -0,9622 -0,7533 -0,5880 -0,5024 -0,5187 -0,6343 -0,8204 -1,0323 -1,2248 -1,3656 -1,4439 -1,4702 -1,4670 -1,4623 -1,4843 -1,5504 -1,6573 -1,7881 -1,9276 -2,0693 -2,2140 -2,3711 -2,5536 -2,7701 -3,0245 -3,3192 -3,6450 -3,9682 -4,2404 -4,4215 -4,4940 -4,4656 -4,3617 -4,2133 -4,0433 -3,8572 -3,6479 -3,4113 -3,1553 -2,8945 -2,6413 -2,3969 -2,1467 -1,8634 -1,5174 -1,0869 -0,5631 0,0489 0,7289 1,4408 2,1346 2,7559 3,2581 3,6121 3,8130 3,8846 3,8751 3,8389 3,8160 3,8291 3,8937 4,0207 4,2074 4,4341 4,6717 4,8969 5,1001 5,2803 5,4341 5,5562 5,6522 5,7428 5,8513 5,9907 6,1596 6,3472 6,5427 6,7385 6,9265 7,0950 7,2281 7,3069 7,3174 7,2575 7,1403 6,9926 6,8497 6,7460 6,7057 6,7331 6,8046 6,8704 6,8694 6,7520 6,4981 6,1227 5,6667 5,1806 4,7092 4,2836 3,9225 3,6352 3,4162 3,2415 3,0817 2,9261 2,7885 2,6909 2,6456 2,6494 2,6872 2,7337 2,7562 2,7228 2,6155 2,4402 2,2286 2,0313 1,9006 1,8716 1,9460 2,0853 2,2252 2,3033 2,2820 2,1582 1,9634 1,7509 1,5748 1,4694 1,4359 1,4385 1,4178 1,3208 1,1303 0,8710 0,5920 0,3395 0,1409 0,0050 -0,0776 -0,1354 -0,2067 -0,3209 -0,4892 -0,7069 -0,9573 -1,2156 -1,4552 -1,6522 -1,7891 -1,8688 -1,9233 -1,9961 -2,1101 -2,2530 -2,3879 -2,4789 -2,5109 -2,4957 -2,4627 -2,4387 -2,4283 -2,4127 -2,3648 -2,2636 -2,1045 -1,9031 -1,6883 -1,4885 -1,3232 -1,2013 -1,1182 -1,0560 -0,9865 -0,8749 -0,6795 -0,3635 0,0784 0,6023 1,1293 1,5795 1,9020 2,0879 2,1652 2,1827 2,1927 2,2341 2,3251 2,4658 2,6416 2,8258 2,9905 3,1201 3,2155 3,2882 3,3539 3,4262 3,5107 3,5972 3,6577 3,6545 3,5587 3,3646 3,0869 2,7481 2,3699 1,9703 1,5619 1,1518 0,7425 0,3328 -0,0810 -0,5010 -0,9259 -1,3479 -1,7487 -2,0996 -2,3688 -2,5367 -2,6128 -2,6380 -2,6653 -2,7312 -2,8337 -2,9312 -2,9646 -2,8904 -2,7053 -2,4487 -2,1829 -1,9676 -1,8457 -1,8316 -1,9034 -2,0143 -2,1181 -2,1887 -2,2193 -2,2136 -2,1796 -2,1265 -2,0598 -1,9756 -1,8603 -1,6963 -1,4735 -1,1977 -0,8906 -0,5813 -0,2964 -0,0552 0,1300 0,2502 0,2990 0,2799 0,2155 0,1413 0,0893 0,0746 0,0982 0,1568 0,2492 0,3731 0,5220 0,6879 0,8672 1,0632 1,2846 1,5442 1,8550 2,2167 2,6070 2,9899 3,3370 3,6383 3,9003 4,1398 4,3718 4,5968 4,7958 4,9356 4,9781 4,8969 4,6968 4,4200 4,1305 3,8879 3,7267 3,6506 3,6419 3,6752 3,7276 3,7860 3,8495 3,9245 4,0138 4,1110 4,2017 4,2709 4,3098 4,3127 4,2713 4,1790 4,0419 3,8818 3,7312 3,6265 3,5971 3,6553 3,7922 3,9824 4,1940 4,3944 4,5567 4,6676 4,7303 4,7535 4,7367 4,6679 4,5373 4,3487 4,1202 3,8777 3,6496 3,4625 3,3337 3,2647 3,2419 3,2413 3,2337 3,1887 3,0808 2,8989 2,6525 2,3675 2,0782 1,8231 1,6381 1,5453 1,5453 1,6212 1,7524 1,9272 2,1420 2,3875 2,6362 2,8481 2,9953 3,0797 3,1276 3,1692 3,2264 3,3147 3,4466 3,6316 3,8739 4,1736 4,5243 4,9081 5,2927 5,6338 5,8833 6,0029 5,9777 5,8231 5,5806 5,3025 5,0339 4,8049 4,6341 4,5278 4,4806 4,4800 4,5118 4,5600 4,6096 4,6513 4,6847 4,7179 4,7579 4,7975 4,8141 4,7861 4,7132 4,6213 4,5505 4,5368 4,5990 4,7333 4,9116 5,0881 5,2207 5,2934 5,3217 5,3385 5,3719 5,4268 5,4837 5,5143 5,4930 5,3965 5,2046 4,9117 4,5377 4,1292 3,7512 3,4668 3,3113 3,2774 3,3213 3,3827 3,4084 3,3660 3,2469 3,0632 2,8395 2,6007 2,3615 2,1282 1,9122 1,7371 1,6273 1,5905 1,6121 1,6707 1,7632 1,9191 2,1846 2,5843 3,0971 3,6631 4,2124 4,6901 5,0679 5,3452 5,5449 5,7017 5,8505 6,0170 6,2111 6,4198 6,6124 6,7605 6,8529 6,8929 6,8902 6,8604 6,8240 6,7958 6,7761 6,7516 6,7068 6,6373 6,5555 6,4876 6,4647 6,5096 6,6199 6,7614 6,8787 6,9112 6,8108 6,5599 6,1807 5,7234 5,2447 4,7942 4,4055 4,0808 3,7846 3,4615 3,0705 2,6107 2,1218 1,6606 1,2720 0,9780 0,7863 0,7030 0,7298 0,8518 1,0380 1,2560 1,4849 1,7167 1,9495 2,1758 2,3715 2,4976 2,5150 2,4027 2,1638 1,8178 1,3925 0,9269 0,4721 0,0805 -0,2114 -0,3908 -0,4667 -0,4621 -0,4072 -0,3303 -0,2502 -0,1757 -0,1043 -0,0235 0,0839 0,2332 0,4292 0,6532 0,8615 1,0058 1,0601 1,0340 0,9694 0,9229
F7    -2,5565 -2,2388 -1,9069 -1,5821 -1,2900 -1,0508 -0,8741 -0,7644 -0,7251 -0,7564 -0,8521 -1,0010 -1,1896 -1,4036 -1,6276 -1,8390 -2,0080 -2,1091 -2,1279 -2,0600 -1,9102 -1,6971 -1,4451 -1,1722 -0,8914 -0,6167 -0,3591 -0,1207 0,1041 0,3255 0,5586 0,8215 1,1236 1,4552 1,7905 2,0996 2,3578 2,5513 2,6791 2,7494 2,7693 2,7360 2,6394 2,4718 2,2333 1,9331 1,5973 1,2744 1,0222 0,8822 0,8565 0,9006 0,9385 0,8952 0,7310 0,4620 0,1551 -0,1025 -0,2380 -0,2202 -0,0670 0,1673 0,4195 0,6390 0,8014 0,9142 1,0072 1,1097 1,2305 1,3538 1,4476 1,4825 1,4530 1,3833 1,3069 1,2437 1,2004 1,1835 1,2035 1,2693 1,3849 1,5481 1,7435 1,9409 2,1022 2,1947 2,1986 2,1127 1,9558 1,7636 1,5792 1,4385 1,3562 1,3222 1,3090 1,2855 1,2286 1,1322 1,0050 0,8577 0,6902 0,4915 0,2457 -0,0599 -0,4228 -0,8172 -1,2028 -1,5456 -1,8250 -2,0301 -2,1594 -2,2243 -2,2415 -2,2192 -2,1508 -2,0201 -1,8092 -1,5023 -1,0954 -0,6116 -0,1003 0,3838 0,8070 1,1686 1,4959 1,8328 2,2255 2,7046 3,2732 3,9060 4,5583 5,1822 5,7433 6,2242 6,6155 6,9075 7,0939 7,1832 7,2018 7,1810 7,1417 7,0955 7,0501 7,0065 6,9576 6,8965 6,8239 6,7472 6,6765 6,6172 6,5622 6,4979 6,4215 6,3474 6,2957 6,2753 6,2820 6,3072 6,3432 6,3831 6,4184 6,4418 6,4510 6,4502 6,4464 6,4455 6,4485 6,4455 6,4163 6,3374 6,1920 5,9790 5,7110 5,4071 5,0885 4,7786 4,4999 4,2680 4,0875 3,9511 3,8411 3,7313 3,5911 3,3916 3,1107 2,7378 2,2841 1,7917 1,3229 0,9296 0,6314 0,4201 0,2765 0,1797 0,1058 0,0280 -0,0723 -0,1939 -0,3200 -0,4315 -0,5201 -0,5870 -0,6392 -0,6921 -0,7723 -0,9135 -1,1417 -1,4512 -1,7940 -2,0992 -2,3073 -2,3902 -2,3559 -2,2416 -2,0964 -1,9614 -1,8585 -1,7938 -1,7711 -1,8021 -1,8986 -2,0557 -2,2496 -2,4544 -2,6570 -2,8515 -3,0293 -3,1760 -3,2762 -3,3235 -3,3279 -3,3079 -3,2724 -3,2202 -3,1523 -3,0774 -3,0084 -2,9557 -2,9225 -2,9051 -2,8993 -2,9048 -2,9236 -2,9554 -2,9899 -3,0077 -2,9910 -2,9356 -2,8513 -2,7573 -2,6759 -2,6289 -2,6329 -2,6926 -2,7963 -2,9207 -3,0377 -3,1174 -3,1303 -3,0564 -2,8972 -2,6805 -2,4457 -2,2216 -2,0138 -1,8106 -1,6019 -1,3982 -1,2315 -1,1358 -1,1271 -1,1972 -1,3205 -1,4674 -1,6134 -1,7393 -1,8320 -1,8872 -1,9124 -1,9214 -1,9298 -1,9549 -2,0118 -2,1032 -2,2138 -2,3189 -2,4044 -2,4837 -2,5918 -2,7586 -2,9859 -3,2485 -3,5142 -3,7644 -3,9995 -4,2308 -4,4701 -4,7190 -4,9628 -5,1760 -5,3363 -5,4396 -5,5033 -5,5557 -5,6210 -5,7094 -5,8162 -5,9273 -6,0225 -6,0802 -6,0866 -6,0417 -5,9570 -5,8526 -5,7561 -5,6957 -5,6878 -5,7308 -5,8059 -5,8831 -5,9311 -5,9280 -5,8723 -5,7845 -5,6952 -5,6232 -5,5639 -5,4984 -5,4165 -5,3285 -5,2546 -5,2069 -5,1821 -5,1665 -5,1435 -5,1031 -5,0528 -5,0120 -4,9880 -4,9632 -4,9074 -4,7983 -4,6322 -4,4260 -4,2087 -4,0063 -3,8247 -3,6504 -3,4674 -3,2722 -3,0712 -2,8655 -2,6454 -2,3999 -2,1281 -1,8365 -1,5295 -1,2119 -0,8976 -0,6104 -0,3796 -0,2331 -0,1888 -0,2491 -0,4028 -0,6282 -0,8978 -1,1812 -1,4441 -1,6493 -1,7682 -1,7950 -1,7451 -1,6394 -1,4892 -1,2928 -1,0418 -0,7370 -0,4033 -0,0835 0,1850 0,3861 0,5205 0,5892 0,5842 0,4970 0,3371 0,1384 -0,0572 -0,2219 -0,3475 -0,4377 -0,5005 -0,5454 -0,5799 -0,6050 -0,6121 -0,5863 -0,5170 -0,4116 -0,3010 -0,2287 -0,2259 -0,2931 -0,4049 -0,5297 -0,6398 -0,7108 -0,7274 -0,6951 -0,6423 -0,6065 -0,6189 -0,6947 -0,8318 -1,0157 -1,2258 -1,4418 -1,6460 -1,8234 -1,9610 -2,0501 -2,0875 -2,0783 -2,0357 -1,9706 -1,8811 -1,7581 -1,6008 -1,4171 -1,2132 -0,9902 -0,7542 -0,5234 -0,3194 -0,1510 -0,0095 0,1211 0,2493 0,3705 0,4729 0,5465 0,5897 0,6063 0,5963 0,5540 0,4756 0,3654 0,2358 0,1048 -0,0079 -0,0810 -0,0944 -0,0428 0,0556 0,1738 0,2945 0,4115 0,5183 0,6035 0,6552 0,6699 0,6559 0,6264 0,5907 0,5552 0,5282 0,5206 0,5477 0,6232 0,7437 0,8756 0,9685 0,9862 0,9277 0,8229 0,7104 0,6191 0,5616 0,5344 0,5198 0,4911 0,4199 0,2884 0,0986 -0,1302 -0,3709 -0,5944 -0,7741 -0,8969 -0,9704 -1,0200 -1,0785 -1,1689 -1,2929 -1,4333 -1,5674 -1,6764 -1,7467 -1,7706 -1,7501 -1,7015 -1,6491 -1,6118 -1,5964 -1,5994 -1,6119 -1,6227 -1,6144 -1,5571 -1,4150 -1,1685 -0,8274 -0,4245 -0,0019 0,4037 0,7747 1,1206 1,4675 1,8374 2,2326 2,6295 2,9829 3,2384 3,3565 3,3356 3,2125 3,0389 2,8591 2,7053 2,5978 2,5413 2,5246 2,5256 2,5175 2,4762 2,3917 2,2785 2,1708 2,1017 2,0778 2,0705 2,0284 1,8967 1,6401 1,2599 0,7966 0,3123 -0,1307 -0,4854 -0,7291 -0,8704 -0,9442 -0,9945 -1,0563 -1,1441 -1,2501 -1,3560 -1,4534 -1,5500 -1,6533 -1,7506 -1,8152 -1,8308 -1,8054 -1,7610 -1,7153 -1,6662 -1,5931 -1,4773 -1,3266 -1,1804 -1,0920 -1,1010 -1,2132 -1,4011 -1,6199 -1,8239 -1,9745 -2,0470 -2,0350 -1,9522 -1,8270 -1,6956 -1,5919 -1,5356 -1,5267 -1,5544 -1,6132 -1,7086 -1,8453 -2,0070 -2,1520 -2,2376 -2,2478 -2,1990 -2,1270 -2,0734 -2,0726 -2,1408
