Fp1   -0,8820 -0,4124 0,1863 0,7797 1,2068 1,3427 1,1860 0,8734 0,6041 0,5498 0,7959 1,3221 2,0278 2,7722 3,4078 3,8080 3,8862 3,6118 3,0130 2,1631 1,1684 0,1656 -0,7005 -1,3266 -1,6734 -1,7308 -1,5048 -1,0603 -0,5320 -0,0647 0,2346 0,2986 0,0986 -0,3454 -0,9609 -1,6337 -2,2270 -2,6111 -2,7117 -2,5415 -2,1742 -1,7031 -1,2300 -0,8602 -0,6819 -0,7356 -0,9856 -1,3053 -1,5029 -1,4049 -0,9518 -0,2265 0,5991 1,3482 1,9136 2,2822 2,4873 2,5419 2,4217 2,0885 1,5280 0,7812 -0,0565 -0,8712 -1,5693 -2,0819 -2,3550 -2,3629 -2,1437 -1,8139 -1,5232 -1,3810 -1,4273 -1,6578 -2,0333 -2,4704 -2,8624 -3,1265 -3,2262 -3,1615 -2,9556 -2,6419 -2,2434 -1,7653 -1,2072 -0,5795 0,0737 0,6492 1,0131 1,0997 0,9725 0,7637 0,5633 0,3892 0,2424 0,1491 0,1488 0,2765 0,5629 1,0255 1,6651 2,4940 3,5416 4,8096 6,2522 7,8148 9,4650 11,1777 12,9012 14,5557 16,0600 17,3483 18,3922 19,2268 19,9452 20,6672 21,5029 22,4957 23,5669 24,5212 25,1305 25,2414 24,8228 23,9193 22,5689 20,7740 18,5430 15,9347 13,0579 10,0433 7,0232 4,1182 1,4184 -1,0364 -3,2585 -5,2908 -7,1806 -8,9768 -10,7383 -12,5215 -14,3459 -16,1633 -17,8658 -19,3493 -20,5791 -21,5927 -22,4614 -23,2632 -24,0615 -24,8761 -25,6759 -26,4102 -27,0439 -27,5497 -27,8732 -27,9317 -27,6641 -27,0685 -26,1769 -25,0114 -23,5872 -21,9434 -20,1602 -18,3570 -16,6605 -15,1474 -13,8129 -12,6006 -11,4675 -10,4120 -9,4481 -8,5822 -7,8091 -7,1077 -6,4390 -5,7554 -5,0162 -4,2059 -3,3315 -2,4066 -1,4542 -0,5292 0,2780 0,8809 1,2630 1,5022 1,7191 2,0081 2,4201 2,9799 3,6964 4,5651 5,5657 6,6467 7,7223 8,7030 9,5353 10,1958 10,6492 10,8441 10,7641 10,4567 10,0003 9,4579 8,8648 8,2378 7,5854 6,9112 6,2036 5,4365 4,5988 3,7177 2,8382 1,9912 1,1952 0,4950 -0,0198 -0,2524 -0,1618 0,2053 0,7439 1,3538 1,9792 2,5944 3,1758 3,7053 4,1755 4,5691 4,8536 5,0042 5,0173 4,9201 4,7831 4,7084 4,7850 5,0420 5,4323 5,8563 6,2069 6,4121 6,4632 6,4164 6,3581 6,3491 6,4017 6,5106 6,6868 6,9494 7,2997 7,7165 8,1707 8,6380 9,0998 9,5301 9,8763 10,0618 10,0249 9,7692 9,3879 9,0400 8,8727 8,9311 9,1291 9,2986 9,2851 9,0411 8,6468 8,2410 7,9552 7,8946 8,1129 8,5699 9,1294 9,6206 9,9200 9,9939 9,8817 9,6673 9,4684 9,4003 9,5170 9,7912 10,1488 10,5138 10,8281 11,0463 11,1252 11,0253 10,7251 10,2360 9,6127 8,9519 8,3577 7,8837 7,5084 7,1729 6,8311 6,4647 6,0712 5,6653 5,2933 5,0298 4,9351 5,0123 5,2263 5,5525 5,9694 6,4156 6,7905 6,9915 6,9491 6,6711 6,2671 5,8951 5,6711 5,6277 5,7245 5,8773 6,0016 6,0444 5,9805 5,7892 5,4430 4,9254 4,2624 3,5313 2,8320 2,2515 1,8559 1,7064 1,8559 2,3101 2,9967 3,7758 4,4797 4,9527 5,0850 4,8360 4,2323 3,3427 2,2676 1,1394 0,0977 -0,7535 -1,3734 -1,7787 -2,0100 -2,0930 -2,0421 -1,8915 -1,6956 -1,5110 -1,3988 -1,4281 -1,6556 -2,0986 -2,7166 -3,4063 -4,0236 -4,4392 -4,6057 -4,5880 -4,5203 -4,5193 -4,6222 -4,7892 -4,9573 -5,0983 -5,2280 -5,3627 -5,4727 -5,4821 -5,3179 -4,9684 -4,4958 -3,9912 -3,5114 -3,0564 -2,6016 -2,1430 -1,7186 -1,3771 -1,1112 -0,8269 -0,4121 0,1503 0,7438 1,1702 1,2277 0,7955 -0,1005 -1,3061 -2,6226 -3,8759 -4,9560 -5,8382 -6,5517 -7,1098 -7,4819 -7,6351 -7,5755 -7,3450 -7,0023 -6,6093 -6,2183 -5,8597 -5,5475 -5,3141 -5,2287 -5,3701 -5,7786 -6,4127 -7,1423 -7,8032 -8,2729 -8,4995 -8,4832 -8,2498 -7,8356 -7,2818 -6,6331 -5,9430 -5,2817 -4,7275 -4,3306 -4,0777 -3,8982 -3,7217 -3,5351 -3,3850 -3,3386 -3,4529 -3,7719 -4,3189 -5,0598 -5,8841 -6,6490 -7,2419 -7,5946 -7,6828 -7,5439 -7,2710 -6,9593 -6,6495 -6,3174 -5,9130 -5,4195 -4,8714 -4,3123 -3,7616 -3,2436 -2,8213 -2,5740 -2,5568 -2,7839 -3,2184 -3,7738 -4,3453 -4,8382 -5,1705 -5,2911 -5,2244 -5,0696 -4,9256 -4,8173 -4,6972 -4,5035 -4,2037 -3,7921 -3,2767 -2,6807 -2,0464 -1,4222 -0,8577 -0,4237 -0,2083 -0,2520 -0,4862 -0,7578 -0,9234 -0,9313 -0,8236 -0,6604 -0,4366 -0,0573 0,6131 1,6466 2,9830 4,4726 5,9783 7,4264 8,7729 9,9497 10,8633 11,4494 11,7227 11,7706 11,6956 11,5610 11,3838 11,1480 10,8091 10,3214 9,6858 8,9528 8,1818 7,4219 6,7089 6,0420 5,3532 4,5185 3,4263 2,0506 0,4559 -1,2705 -3,0675 -4,8880 -6,6744 -8,3652 -9,9187 -11,3374 -12,6648 -13,9456 -15,1848 -16,3459 -17,3794 -18,2537 -18,9617 -19,5061 -19,8929 -20,1399 -20,2756 -20,3187 -20,2499 -20,0014 -19,4849 -18,6502 -17,5350 -16,2645 -14,9890 -13,7996 -12,6880 -11,5851 -10,4373 -9,2483 -8,0738 -6,9985 -6,1010 -5,4126 -4,9038 -4,5074 -4,1441 -3,7263 -3,1679 -2,4283 -1,5551 -0,6738 0,0644 0,5488 0,7581 0,7551 0,6327 0,4574 0,2540 0,0427 -0,1269 -0,1956 -0,1404 0,0040 0,1686 0,2984 0,3825 0,4442 0,5136 0,6026 0,7025 0,8072 0,9259 1,0743 1,2594 1,4530 1,5797 1,5614 1,3831 1,1048 0,8109 0,5525 0,3233 0,0750 -0,2319 -0,5763 -0,8723 -1,0179 -0,9463 -0,6409 -0,1252 0,5491 1,3189 2,1200 2,8682
Fz    1,2431 1,2173 1,2581 1,3242 1,3604 1,3212 1,1999 1,0341 0,8800 0,7811 0,7506 0,7760 0,8335 0,8932 0,9176 0,8668 0,7105 0,4403 0,0729 -0,3541 -0,7916 -1,1893 -1,5080 -1,7303 -1,8571 -1,8869 -1,8132 -1,6475 -1,4271 -1,1913 -0,9661 -0,7702 -0,6163 -0,5057 -0,4265 -0,3601 -0,2869 -0,1901 -0,0661 0,0681 0,1911 0,2932 0,3693 0,4062 0,3837 0,2880 0,1295 -0,0474 -0,1763 -0,2017 -0,1103 0,0643 0,2649 0,4385 0,5572 0,6231 0,6502 0,6423 0,5894 0,4819 0,3231 0,1333 -0,0562 -0,2141 -0,3173 -0,3493 -0,2965 -0,1554 0,0558 0,2950 0,5129 0,6773 0,7789 0,8198 0,8095 0,7709 0,7356 0,7269 0,7506 0,8001 0,8633 0,9294 0,9987 1,0776 1,1600 1,2209 1,2244 1,1325 0,9168 0,5809 0,1707 -0,2531 -0,6535 -1,0200 -1,3382 -1,5713 -1,6754 -1,6236 -1,4116 -1,0536 -0,5748 0,0001 0,6508 1,3505 2,0627 2,7556 3,4164 4,0489 4,6560 5,2259 5,7315 6,1361 6,4111 6,5589 6,6147 6,6264 6,6363 6,6648 6,6959 6,6796 6,5541 6,2746 5,8288 5,2294 4,4941 3,6365 2,6753 1,6460 0,5996 -0,4098 -1,3354 -2,1442 -2,8204 -3,3701 -3,8170 -4,1893 -4,5062 -4,7839 -5,0469 -5,3259 -5,6406 -5,9838 -6,3211 -6,6134 -6,8425 -7,0097 -7,1190 -7,1759 -7,1905 -7,1731 -7,1275 -7,0539 -6,9531 -6,8244 -6,6584 -6,4341 -6,1311 -5,7425 -5,2664 -4,6938 -4,0154 -3,2396 -2,3952 -1,5241 -0,6666 0,1545 0,9390 1,6979 2,4333 3,1294 3,7603 4,3021 4,7396 5,0715 5,3097 5,4789 5,6147 5,7529 5,9154 6,1043 6,3018 6,4729 6,5713 6,5508 6,3877 6,0969 5,7253 5,3312 4,9702 4,6864 4,5050 4,4328 4,4628 4,5741 4,7313 4,8973 5,0474 5,1651 5,2273 5,2038 5,0777 4,8592 4,5770 4,2580 3,9160 3,5539 3,1732 2,7793 2,3752 1,9579 1,5301 1,1100 0,7218 0,3783 0,0803 -0,1667 -0,3448 -0,4368 -0,4451 -0,3921 -0,3015 -0,1789 -0,0100 0,2191 0,5032 0,8218 1,1503 1,4611 1,7252 1,9242 2,0535 2,1166 2,1249 2,0998 2,0700 2,0573 2,0621 2,0650 2,0444 1,9921 1,9201 1,8575 1,8339 1,8604 1,9290 2,0280 2,1539 2,3063 2,4766 2,6494 2,8148 2,9752 3,1353 3,2895 3,4187 3,4967 3,5012 3,4213 3,2674 3,0780 2,9096 2,8066 2,7755 2,7844 2,7903 2,7743 2,7527 2,7544 2,8000 2,9015 3,0642 3,2789 3,5183 3,7417 3,9095 3,9993 4,0088 3,9534 3,8671 3,7930 3,7596 3,7668 3,7918 3,8044 3,7789 3,7002 3,5597 3,3528 3,0832 2,7719 2,4571 2,1859 1,9977 1,9039 1,8832 1,8981 1,9168 1,9214 1,9084 1,8894 1,8906 1,9411 2,0507 2,1953 2,3326 2,4329 2,4878 2,4941 2,4445 2,3294 2,1429 1,8940 1,6184 1,3693 1,1926 1,1069 1,0966 1,1205 1,1360 1,1186 1,0604 0,9600 0,8165 0,6304 0,4100 0,1717 -0,0675 -0,2961 -0,4996 -0,6480 -0,7010 -0,6318 -0,4486 -0,1936 0,0753 0,3025 0,4469 0,4906 0,4388 0,3095 0,1276 -0,0730 -0,2555 -0,3943 -0,4822 -0,5272 -0,5409 -0,5272 -0,4893 -0,4410 -0,3999 -0,3746 -0,3671 -0,3851 -0,4418 -0,5453 -0,6856 -0,8282 -0,9246 -0,9378 -0,8684 -0,7562 -0,6528 -0,5897 -0,5667 -0,5627 -0,5566 -0,5413 -0,5214 -0,5020 -0,4785 -0,4342 -0,3484 -0,2128 -0,0411 0,1376 0,2999 0,4419 0,5721 0,6941 0,8005 0,8861 0,9693 1,0950 1,3060 1,6053 1,9466 2,2537 2,4482 2,4801 2,3535 2,1224 1,8601 1,6280 1,4604 1,3591 1,3044 1,2775 1,2728 1,2868 1,3043 1,3020 1,2596 1,1676 1,0266 0,8434 0,6268 0,3785 0,0890 -0,2538 -0,6511 -1,0768 -1,4749 -1,7828 -1,9595 -1,9953 -1,9092 -1,7408 -1,5335 -1,3206 -1,1233 -0,9615 -0,8603 -0,8447 -0,9204 -1,0587 -1,2055 -1,3131 -1,3639 -1,3641 -1,3274 -1,2717 -1,2236 -1,2126 -1,2544 -1,3423 -1,4611 -1,6021 -1,7577 -1,9146 -2,0626 -2,1976 -2,3104 -2,3805 -2,3827 -2,3007 -2,1400 -1,9291 -1,7020 -1,4831 -1,2939 -1,1593 -1,0993 -1,1203 -1,2157 -1,3648 -1,5317 -1,6732 -1,7492 -1,7269 -1,5898 -1,3509 -1,0515 -0,7374 -0,4340 -0,1448 0,1327 0,3970 0,6468 0,8849 1,1134 1,3271 1,5161 1,6688 1,7695 1,7996 1,7564 1,6688 1,5866 1,5507 1,5730 1,6397 1,7304 1,8403 1,9898 2,2138 2,5314 2,9220 3,3339 3,7174 4,0450 4,3040 4,4767 4,5364 4,4644 4,2720 4,0004 3,6957 3,3895 3,1010 2,8394 2,5964 2,3503 2,0855 1,8005 1,5044 1,2166 0,9640 0,7602 0,5854 0,3920 0,1363 -0,1945 -0,5865 -1,0234 -1,4980 -2,0000 -2,5052 -2,9806 -3,3970 -3,7435 -4,0275 -4,2612 -4,4502 -4,5926 -4,6807 -4,7058 -4,6665 -4,5720 -4,4396 -4,2905 -4,1408 -3,9951 -3,8431 -3,6609 -3,4207 -3,1055 -2,7279 -2,3343 -1,9821 -1,6995 -1,4644 -1,2263 -0,9451 -0,6102 -0,2353 0,1536 0,5280 0,8708 1,1830 1,4807 1,7874 2,1316 2,5414 3,0284 3,5724 4,1233 4,6177 5,0018 5,2514 5,3732 5,3921 5,3326 5,2075 5,0273 4,8145 4,6020 4,4121 4,2416 4,0659 3,8612 3,6249 3,3783 3,1514 2,9649 2,8233 2,7202 2,6473 2,5989 2,5698 2,5471 2,5058 2,4214 2,2871 2,1175 1,9340 1,7467 1,5478 1,3232 1,0695 0,8036 0,5556 0,3530 0,2145 0,1542 0,1853 0,3140 0,5341 0,8241 1,1440
F3    0,3937 0,5214 0,7029 0,8806 0,9920 0,9914 0,8761 0,6909 0,5044 0,3786 0,3465 0,4066 0,5321 0,6807 0,8004 0,8384 0,7524 0,5247 0,1688 -0,2745 -0,7464 -1,1817 -1,5247 -1,7453 -1,8364 -1,7956 -1,6229 -1,3470 -1,0287 -0,7313 -0,4972 -0,3467 -0,2799 -0,2784 -0,3113 -0,3427 -0,3354 -0,2589 -0,1048 0,1040 0,3316 0,5486 0,7262 0,8279 0,8181 0,6836 0,4515 0,1916 -0,0057 -0,0701 0,0135 0,2073 0,4516 0,6925 0,8953 1,0497 1,1586 1,2199 1,2196 1,1410 0,9795 0,7540 0,5043 0,2741 0,0956 -0,0076 -0,0118 0,0956 0,2960 0,5334 0,7370 0,8585 0,8871 0,8352 0,7245 0,5871 0,4633 0,3862 0,3725 0,4260 0,5412 0,7031 0,8937 1,0959 1,2913 1,4614 1,5849 1,6278 1,5529 1,3536 1,0767 0,7917 0,5408 0,3293 0,1598 0,0524 0,0294 0,0969 0,2481 0,4739 0,7698 1,1436 1,6092 2,1658 2,7911 3,4591 4,1554 4,8733 5,5988 6,3051 6,9585 7,5212 7,9636 8,2839 8,5091 8,6788 8,8330 8,9987 9,1658 9,2793 9,2635 9,0631 8,6669 8,0964 7,3746 6,5133 5,5265 4,4454 3,3163 2,1890 1,1090 0,1141 -0,7700 -1,5372 -2,2022 -2,7867 -3,3061 -3,7738 -4,2140 -4,6571 -5,1203 -5,5906 -6,0267 -6,3884 -6,6664 -6,8788 -7,0482 -7,1921 -7,3219 -7,4389 -7,5353 -7,6033 -7,6393 -7,6400 -7,5935 -7,4763 -7,2682 -6,9668 -6,5746 -6,0778 -5,4559 -4,7058 -3,8520 -2,9407 -2,0221 -1,1290 -0,2657 0,5796 1,4080 2,1984 2,9177 3,5356 4,0333 4,4091 4,6784 4,8704 5,0222 5,1685 5,3322 5,5223 5,7300 5,9249 6,0607 6,0936 6,0115 5,8441 5,6401 5,4417 5,2809 5,1859 5,1796 5,2745 5,4676 5,7349 6,0335 6,3212 6,5744 6,7809 6,9159 6,9408 6,8340 6,6130 6,3199 5,9931 5,6538 5,3091 4,9598 4,6065 4,2463 3,8705 3,4762 3,0756 2,6857 2,3137 1,9593 1,6345 1,3727 1,2138 1,1782 1,2550 1,4155 1,6367 1,9112 2,2340 2,5857 2,9396 3,2741 3,5699 3,8060 3,9681 4,0530 4,0684 4,0332 3,9787 3,9424 3,9544 4,0208 4,1196 4,2146 4,2763 4,2968 4,2947 4,3017 4,3378 4,4018 4,4823 4,5709 4,6601 4,7389 4,7990 4,8450 4,8932 4,9595 5,0488 5,1491 5,2332 5,2668 5,2234 5,1046 4,9500 4,8193 4,7535 4,7487 4,7618 4,7442 4,6829 4,6083 4,5652 4,5872 4,6968 4,9046 5,1961 5,5252 5,8285 6,0528 6,1735 6,1945 6,1423 6,0640 6,0119 6,0160 6,0682 6,1307 6,1594 6,1223 6,0046 5,8030 5,5213 5,1753 4,7977 4,4323 4,1241 3,9062 3,7860 3,7412 3,7331 3,7259 3,6974 3,6425 3,5747 3,5245 3,5274 3,6003 3,7252 3,8666 4,0023 4,1260 4,2258 4,2760 4,2461 4,1129 3,8820 3,6003 3,3375 3,1496 3,0599 3,0581 3,1097 3,1757 3,2291 3,2542 3,2377 3,1657 3,0308 2,8422 2,6227 2,3961 2,1799 1,9930 1,8659 1,8346 1,9170 2,0947 2,3162 2,5162 2,6371 2,6397 2,5097 2,2553 1,9009 1,4859 1,0631 0,6832 0,3771 0,1512 -0,0054 -0,1041 -0,1438 -0,1195 -0,0392 0,0793 0,2202 0,3652 0,4863 0,5493 0,5294 0,4282 0,2822 0,1501 0,0852 0,1083 0,1991 0,3110 0,4026 0,4604 0,4971 0,5293 0,5553 0,5569 0,5214 0,4590 0,4042 0,4001 0,4730 0,6183 0,8117 1,0334 1,2777 1,5422 1,8147 2,0683 2,2770 2,4452 2,6154 2,8351 3,1101 3,3912 3,5966 3,6447 3,4899 3,1497 2,6985 2,2292 1,8188 1,5108 1,3100 1,1955 1,1472 1,1581 1,2218 1,3208 1,4328 1,5420 1,6409 1,7220 1,7740 1,7849 1,7370 1,6039 1,3619 1,0057 0,5649 0,1049 -0,2967 -0,5809 -0,7249 -0,7403 -0,6597 -0,5175 -0,3383 -0,1399 0,0580 0,2297 0,3493 0,4072 0,4248 0,4471 0,5109 0,6180 0,7421 0,8537 0,9321 0,9590 0,9160 0,7957 0,6134 0,3959 0,1642 -0,0664 -0,2827 -0,4795 -0,6594 -0,8194 -0,9427 -1,0031 -0,9769 -0,8584 -0,6662 -0,4308 -0,1805 0,0564 0,2468 0,3630 0,3923 0,3387 0,2243 0,0879 -0,0271 -0,0821 -0,0439 0,1068 0,3551 0,6507 0,9390 1,1941 1,4213 1,6329 1,8307 2,0111 2,1781 2,3408 2,5049 2,6717 2,8405 3,0003 3,1278 3,2094 3,2623 3,3265 3,4355 3,5933 3,7769 3,9616 4,1466 4,3621 4,6524 5,0406 5,5027 5,9818 6,4274 6,8164 7,1414 7,3856 7,5174 7,5092 7,3637 7,1173 6,8183 6,5026 6,1907 5,8915 5,5983 5,2963 4,9848 4,6804 4,4004 4,1548 3,9463 3,7624 3,5622 3,2850 2,8836 2,3527 1,7241 1,0366 0,3182 -0,4068 -1,1102 -1,7620 -2,3379 -2,8318 -3,2589 -3,6395 -3,9829 -4,2847 -4,5346 -4,7253 -4,8566 -4,9342 -4,9666 -4,9618 -4,9221 -4,8416 -4,7052 -4,4905 -4,1774 -3,7642 -3,2825 -2,7960 -2,3713 -2,0365 -1,7644 -1,4987 -1,1954 -0,8415 -0,4468 -0,0320 0,3815 0,7846 1,1841 1,5954 2,0343 2,5177 3,0636 3,6766 4,3284 4,9577 5,4893 5,8632 6,0577 6,0916 6,0034 5,8276 5,5840 5,2885 4,9692 4,6667 4,4149 4,2216 4,0675 3,9265 3,7852 3,6479 3,5275 3,4322 3,3613 3,3120 3,2845 3,2796 3,2955 3,3214 3,3332 3,3059 3,2354 3,1415 3,0504 2,9739 2,9015 2,8086 2,6776 2,5142 2,3463 2,2083 2,1290 2,1280 2,2166 2,3923 2,6384 2,9276 3,2189
F7    -0,4276 -0,2841 -0,1139 0,0294 0,0972 0,0655 -0,0472 -0,1809 -0,2586 -0,2222 -0,0608 0,1956 0,5042 0,8239 1,1135 1,3315 1,4431 1,4267 1,2748 0,9988 0,6401 0,2677 -0,0435 -0,2378 -0,2932 -0,2218 -0,0624 0,1287 0,2941 0,3940 0,4103 0,3415 0,2004 0,0108 -0,2006 -0,4040 -0,5658 -0,6551 -0,6614 -0,6051 -0,5208 -0,4369 -0,3772 -0,3705 -0,4423 -0,5940 -0,7915 -0,9673 -1,0331 -0,9122 -0,5858 -0,1124 0,4038 0,8659 1,2203 1,4600 1,6010 1,6555 1,6214 1,4906 1,2669 0,9761 0,6627 0,3723 0,1367 -0,0223 -0,0832 -0,0351 0,1060 0,2991 0,4993 0,6744 0,8050 0,8777 0,8913 0,8656 0,8337 0,8239 0,8509 0,9180 1,0191 1,1414 1,2782 1,4348 1,6138 1,8014 1,9732 2,1033 2,1697 2,1641 2,0993 1,9987 1,8769 1,7372 1,5908 1,4652 1,3917 1,3915 1,4723 1,6262 1,8379 2,1044 2,4406 2,8559 3,3401 3,8730 4,4400 5,0329 5,6371 6,2272 6,7741 7,2509 7,6429 7,9644 8,2586 8,5749 8,9438 9,3595 9,7740 10,1117 10,2979 10,2873 10,0742 9,6754 9,1098 8,3942 7,5515 6,6150 5,6223 4,6089 3,6068 2,6494 1,7721 0,9968 0,3145 -0,3036 -0,8754 -1,4020 -1,8881 -2,3495 -2,7972 -3,2209 -3,5913 -3,8850 -4,1125 -4,3125 -4,5224 -4,7592 -5,0215 -5,2973 -5,5717 -5,8297 -6,0533 -6,2204 -6,3049 -6,2705 -6,0738 -5,6890 -5,1291 -4,4409 -3,6851 -2,9168 -2,1774 -1,4943 -0,8805 -0,3342 0,1615 0,6314 1,0904 1,5345 1,9485 2,3180 2,6338 2,8949 3,1082 3,2875 3,4532 3,6268 3,8222 4,0432 4,2820 4,5208 4,7355 4,8982 4,9887 5,0138 5,0071 5,0083 5,0481 5,1464 5,3095 5,5286 5,7859 6,0593 6,3255 6,5661 6,7731 6,9456 7,0764 7,1464 7,1333 7,0268 6,8351 6,5783 6,2790 5,9551 5,6175 5,2710 4,9146 4,5457 4,1747 3,8309 3,5418 3,3054 3,0968 2,9059 2,7585 2,6933 2,7263 2,8375 2,9874 3,1439 3,2953 3,4416 3,5799 3,7049 3,8169 3,9203 4,0172 4,1074 4,1857 4,2417 4,2690 4,2771 4,2916 4,3368 4,4169 4,5124 4,5929 4,6315 4,6170 4,5627 4,4995 4,4545 4,4382 4,4512 4,4968 4,5817 4,7039 4,8432 4,9715 5,0708 5,1386 5,1834 5,2185 5,2507 5,2681 5,2414 5,1496 5,0079 4,8601 4,7375 4,6322 4,5104 4,3455 4,1416 3,9314 3,7530 3,6386 3,6175 3,7090 3,9006 4,1429 4,3735 4,5485 4,6553 4,7039 4,7152 4,7205 4,7537 4,8307 4,9324 5,0137 5,0313 4,9683 4,8365 4,6589 4,4461 4,1887 3,8770 3,5236 3,1658 2,8465 2,5904 2,3964 2,2506 2,1456 2,0764 2,0235 1,9611 1,8893 1,8405 1,8465 1,9083 2,0072 2,1322 2,2776 2,4212 2,5226 2,5419 2,4580 2,2814 2,0578 1,8518 1,7195 1,6883 1,7469 1,8516 1,9517 2,0134 2,0227 1,9764 1,8741 1,7183 1,5186 1,2913 1,0527 0,8155 0,5975 0,4322 0,3634 0,4171 0,5773 0,7878 0,9793 1,0980 1,1182 1,0406 0,8794 0,6442 0,3417 -0,0052 -0,3542 -0,6617 -0,9033 -1,0771 -1,1876 -1,2288 -1,1927 -1,0885 -0,9402 -0,7704 -0,5980 -0,4453 -0,3410 -0,3105 -0,3602 -0,4658 -0,5763 -0,6392 -0,6313 -0,5753 -0,5237 -0,5219 -0,5791 -0,6693 -0,7593 -0,8376 -0,9144 -0,9997 -1,0839 -1,1381 -1,1298 -1,0460 -0,9014 -0,7238 -0,5298 -0,3212 -0,1033 0,1015 0,2593 0,3444 0,3651 0,3680 0,4087 0,5077 0,6331 0,7175 0,6869 0,4918 0,1362 -0,3214 -0,8010 -1,2381 -1,6009 -1,8861 -2,0996 -2,2398 -2,2988 -2,2760 -2,1805 -2,0253 -1,8239 -1,5920 -1,3476 -1,1079 -0,8912 -0,7236 -0,6373 -0,6593 -0,8030 -1,0551 -1,3680 -1,6746 -1,9160 -2,0583 -2,0959 -2,0448 -1,9271 -1,7598 -1,5528 -1,3175 -1,0749 -0,8553 -0,6842 -0,5611 -0,4578 -0,3441 -0,2144 -0,0899 -0,0013 0,0256 -0,0238 -0,1473 -0,3231 -0,5171 -0,6984 -0,8482 -0,9548 -1,0130 -1,0328 -1,0363 -1,0379 -1,0308 -0,9902 -0,8876 -0,7103 -0,4740 -0,2096 0,0543 0,2897 0,4661 0,5612 0,5706 0,5038 0,3814 0,2350 0,1008 0,0151 0,0093 0,0978 0,2607 0,4478 0,6106 0,7303 0,8147 0,8710 0,8952 0,8878 0,8656 0,8530 0,8683 0,9195 1,0052 1,1091 1,1998 1,2535 1,2787 1,3120 1,3879 1,5106 1,6543 1,7929 1,9285 2,0949 2,3380 2,6860 3,1248 3,6057 4,0760 4,5036 4,8749 5,1778 5,3899 5,4874 5,4668 5,3521 5,1785 4,9758 4,7695 4,5767 4,3943 4,2065 4,0118 3,8270 3,6675 3,5362 3,4280 3,3288 3,2043 3,0002 2,6704 2,2079 1,6429 1,0139 0,3514 -0,3191 -0,9731 -1,5877 -2,1432 -2,6341 -3,0734 -3,4783 -3,8573 -4,2100 -4,5320 -4,8217 -5,0794 -5,3013 -5,4794 -5,6063 -5,6765 -5,6848 -5,6251 -5,4887 -5,2673 -4,9624 -4,5959 -4,2109 -3,8543 -3,5511 -3,2945 -3,0585 -2,8196 -2,5650 -2,2899 -1,9970 -1,6966 -1,3979 -1,1015 -0,8017 -0,4910 -0,1592 0,2062 0,6060 1,0196 1,4074 1,7213 1,9228 2,0026 1,9815 1,8904 1,7502 1,5684 1,3541 1,1329 0,9424 0,8140 0,7570 0,7580 0,7958 0,8542 0,9253 1,0044 1,0841 1,1549 1,2141 1,2672 1,3199 1,3724 1,4144 1,4247 1,3844 1,2946 1,1803 1,0763 1,0072 0,9745 0,9631 0,9583 0,9564 0,9625 0,9848 1,0347 1,1279 1,2764 1,4755 1,7053 1,9432 2,1671
