Fp1   -2,8877 -2,4577 -1,7866 -0,9423 -0,0565 0,6895 1,0912 1,0002 0,4269 -0,4504 -1,3963 -2,2291 -2,8461 -3,2064 -3,3172 -3,2139 -2,9380 -2,5437 -2,1109 -1,7122 -1,3588 -1,0010 -0,5903 -0,1388 0,2839 0,6077 0,8143 0,9405 1,0419 1,1611 1,3298 1,5798 1,9316 2,3627 2,7808 3,0454 3,0393 2,7301 2,1745 1,4834 0,7876 0,2083 -0,1713 -0,3154 -0,2166 0,1194 0,6574 1,3060 1,9233 2,3708 2,5800 2,5807 2,4734 2,3587 2,2770 2,2022 2,0859 1,9081 1,6949 1,4928 1,3289 1,1851 0,9993 0,7135 0,3385 -0,0367 -0,3007 -0,3645 -0,1677 0,3113 1,0400 1,9367 2,8819 3,7284 4,3348 4,6073 4,5117 4,0673 3,3567 2,5213 1,7117 1,0421 0,5853 0,3836 0,4563 0,7986 1,3598 2,0251 2,6448 3,1089 3,4007 3,5720 3,6684 3,6836 3,5843 3,3513 2,9757 2,4367 1,7174 0,8369 -0,1466 -1,1547 -2,1157 -2,9877 -3,7614 -4,4566 -5,1160 -5,7790 -6,4596 -7,1563 -7,8606 -8,5398 -9,1322 -9,5802 -9,8764 -10,0791 -10,2774 -10,5424 -10,8998 -11,3186 -11,7296 -12,0782 -12,3651 -12,6305 -12,8887 -13,0743 -13,0632 -12,7471 -12,0766 -11,0595 -9,7680 -8,3419 -6,9420 -5,6831 -4,6075 -3,6980 -2,9044 -2,1702 -1,4410 -0,6709 0,1546 0,9990 1,7882 2,4471 2,9373 3,2707 3,4870 3,6224 3,6926 3,6860 3,5662 3,2842 2,8050 2,1529 1,4276 0,7408 0,1456 -0,3634 -0,8067 -1,1902 -1,5114 -1,7907 -2,0720 -2,3796 -2,6984 -2,9978 -3,2564 -3,4526 -3,5499 -3,5137 -3,3551 -3,1595 -3,0655 -3,2025 -3,6227 -4,2598 -4,9446 -5,4692 -5,6595 -5,4372 -4,8490 -4,0303 -3,1328 -2,2835 -1,5777 -1,0774 -0,8109 -0,7598 -0,8447 -0,9458 -0,9572 -0,8429 -0,6484 -0,4590 -0,3436 -0,3228 -0,3766 -0,4794 -0,6104 -0,7310 -0,7945 -0,8035 -0,8276 -0,9409 -1,1555 -1,4285 -1,7170 -2,0151 -2,3446 -2,7163 -3,1122 -3,5073 -3,8880 -4,2411 -4,5376 -4,7395 -4,8278 -4,8155 -4,7248 -4,5592 -4,3154 -4,0199 -3,7313 -3,4936 -3,2917 -3,0616 -2,7501 -2,3670 -1,9819 -1,6716 -1,4677 -1,3493 -1,2717 -1,1942 -1,1068 -1,0468 -1,0814 -1,2735 -1,6523 -2,1883 -2,7912 -3,3465 -3,7692 -4,0267 -4,1201 -4,0604 -3,8571 -3,5162 -3,0568 -2,5338 -2,0336 -1,6509 -1,4632 -1,5016 -1,7317 -2,0763 -2,4615 -2,8416 -3,1887 -3,4772 -3,6689 -3,6862 -3,4245 -2,8287 -1,9596 -0,9758 -0,0502 0,7194 1,3417 1,8888 2,4177 2,9192 3,3334 3,6000 3,6923 3,6274 3,4635 3,2821 3,1643 3,1647 3,3054 3,5948 4,0470 4,6811 5,4839 6,3541 7,1097 7,5783 7,6876 7,4846 7,0916 6,6441 6,2552 5,9985 5,8891 5,8966 5,9892 6,1539 6,3847 6,6712 7,0034 7,3835 7,8189 8,2933 8,7586 9,1738 9,5406 9,8813 10,1880 10,4174 10,5229 10,4821 10,3062 10,0411 9,7612 9,5628 9,5303 9,6746 9,9084 10,0994 10,1514 10,0370 9,7770 9,4201 9,0489 8,7706 8,6490 8,6415 8,6372 8,5624 8,4331 8,3079 8,2072 8,0871 7,8846 7,5786 7,2198 6,9177 6,7767 6,8245 6,9983 7,1912 7,3123 7,3215 7,2203 7,0303 6,8052 6,6326 6,5834 6,6601 6,8071 6,9650 7,1079 7,2354 7,3393 7,3987 7,4303 7,5341 7,8420 8,4023 9,1283 9,8489 10,4124 10,7644 10,9266 10,9137 10,7219 10,3890 10,0013 9,6371 9,3384 9,1088 8,9111 8,7088 8,5186 8,3833 8,3013 8,2153 8,0765 7,9050 7,7744 7,7429 7,8144 7,9624 8,1694 8,4277 8,7062 8,9332 9,0197 8,8946 8,5275 7,9439 7,2413 6,5783 6,1241 6,0034 6,2645 6,8659 7,6818 8,5459 9,3079 9,8648 10,1630 10,1949 10,0022 9,6672 9,2780 8,8980 8,5657 8,3125 8,1662 8,1359 8,1999 8,3186 8,4680 8,6566 8,8942 9,1452 9,3396 9,4398 9,4791 9,5239 9,5988 9,6630 9,6626 9,5871 9,4619 9,3125 9,1551 9,0021 8,8532 8,6948 8,5197 8,3447 8,2116 8,1662 8,2338 8,4240 8,7440 9,1768 9,6535 10,0776 10,4045 10,7003 11,0947 11,6645 12,3714 13,0915 13,6656 13,9448 13,8604 13,4684 12,9183 12,3959 12,0678 12,0106 12,1648 12,3836 12,5472 12,6269 12,6587 12,6933 12,7630 12,8478 12,8570 12,6684 12,2177 11,5619 10,8510 10,2452 9,8500 9,6803 9,6703 9,7447 9,8781 10,0722 10,2886 10,4337 10,4094 10,1728 9,7539 9,2255 8,6592 8,1165 7,6684 7,3891 7,3070 7,3728 7,4860 7,5496 7,5198 7,4220 7,3169 7,2425 7,1884 7,1179 6,9963 6,7956 6,4957 6,0879 5,5705 4,9543 4,2673 3,5352 2,7759 2,0349 1,4161 1,0597 1,0797 1,5030 2,2494 3,1662 4,0919 4,9176 5,6267 6,2789 6,9383 7,6162 8,2656 8,7911 9,0782 9,0626 8,7834 8,3545 7,8982 7,5041 7,2114 7,0203 6,9354 6,9900 7,2115 7,5827 8,0509 8,5566 9,0458 9,4823 9,8625 10,2117 10,5540 10,8802 11,1562 11,3679 11,5388 11,6908 11,8031 11,8222 11,7021 11,4320 11,0465 10,6268 10,2768 10,0804 10,0749 10,2415 10,5063 10,7709 10,9641 11,0686 11,1084 11,1181 11,1048 11,0269 10,8182 10,4463 9,9566 9,4598 9,0638 8,8008 8,6105 8,3932 8,0840 7,6895 7,2594 6,8352 6,4275 6,0281 5,6361 5,2866 5,0556 5,0167 5,1737 5,4320 5,6380 5,6689 5,5143 5,2863 5,1470 5,2214 5,5470 6,0594 6,6110 7,0324 7,2018 7,0658 6,6306 5,9717 5,2321 4,5775 4,1378 3,9689
Fz    -1,2416 -1,3738 -1,4140 -1,3515 -1,2137 -1,0663 -1,0046 -1,1144 -1,4165 -1,8524 -2,3261 -2,7512 -3,0687 -3,2478 -3,2849 -3,1909 -2,9784 -2,6691 -2,3018 -1,9179 -1,5391 -1,1638 -0,7868 -0,4183 -0,0796 0,2189 0,4884 0,7526 1,0337 1,3430 1,6775 2,0234 2,3621 2,6650 2,8817 2,9504 2,8359 2,5545 2,1637 1,7369 1,3440 1,0435 0,8780 0,8742 1,0444 1,3824 1,8534 2,3911 2,9147 3,3600 3,7010 3,9501 4,1395 4,2984 4,4355 4,5410 4,6029 4,6207 4,6071 4,5830 4,5741 4,6052 4,6893 4,8243 5,0036 5,2199 5,4595 5,7018 5,9241 6,1019 6,2163 6,2692 6,2778 6,2500 6,1769 6,0433 5,8299 5,5110 5,0748 4,5454 3,9777 3,4387 2,9954 2,7010 2,5828 2,6379 2,8297 3,0902 3,3400 3,5227 3,6313 3,6961 3,7407 3,7569 3,7237 3,6325 3,4801 3,2525 2,9297 2,5006 1,9716 1,3701 0,7340 0,0877 -0,5674 -1,2367 -1,9114 -2,5662 -3,1772 -3,7437 -4,2856 -4,8117 -5,3011 -5,7202 -6,0524 -6,3096 -6,5234 -6,7300 -6,9548 -7,1943 -7,4168 -7,5884 -7,7004 -7,7696 -7,8121 -7,8184 -7,7601 -7,6076 -7,3300 -6,8896 -6,2631 -5,4652 -4,5442 -3,5599 -2,5648 -1,5857 -0,6139 0,3779 1,4051 2,4569 3,4981 4,4775 5,3427 6,0596 6,6283 7,0811 7,4581 7,7799 8,0393 8,2028 8,2183 8,0365 7,6416 7,0730 6,4175 5,7676 5,1846 4,6935 4,2985 3,9949 3,7675 3,5870 3,4176 3,2343 3,0321 2,8259 2,6431 2,5192 2,4880 2,5639 2,7293 2,9373 3,1232 3,2224 3,2015 3,0840 2,9463 2,8853 2,9794 3,2529 3,6626 4,1252 4,5622 4,9237 5,1875 5,3445 5,3861 5,3124 5,1525 4,9643 4,8077 4,7100 4,6567 4,6125 4,5550 4,4900 4,4352 4,3882 4,3184 4,1897 3,9804 3,6801 3,2861 2,8134 2,3007 1,7943 1,3213 0,8807 0,4556 0,0356 -0,3683 -0,7299 -1,0304 -1,2764 -1,4901 -1,6822 -1,8363 -1,9258 -1,9336 -1,8534 -1,6907 -1,4784 -1,2734 -1,1217 -1,0239 -0,9327 -0,7909 -0,5810 -0,3361 -0,1006 0,1152 0,3418 0,6201 0,9656 1,3505 1,7131 1,9887 2,1365 2,1504 2,0579 1,9091 1,7568 1,6360 1,5585 1,5300 1,5648 1,6817 1,8894 2,1697 2,4735 2,7330 2,8787 2,8560 2,6527 2,3179 1,9456 1,6255 1,4042 1,2839 1,2457 1,2751 1,3835 1,6075 1,9770 2,4829 3,0741 3,6810 4,2492 4,7535 5,1848 5,5307 5,7692 5,8761 5,8349 5,6458 5,3341 4,9542 4,5802 4,2796 4,0862 3,9956 3,9836 4,0310 4,1358 4,3054 4,5255 4,7367 4,8576 4,8367 4,6754 4,4113 4,1013 3,8143 3,6106 3,5124 3,4994 3,5351 3,5907 3,6434 3,6655 3,6284 3,5246 3,3803 3,2421 3,1528 3,1424 3,2321 3,4278 3,7010 3,9878 4,2157 4,3335 4,3307 4,2498 4,1768 4,2015 4,3649 4,6249 4,8769 5,0197 5,0090 4,8580 4,6057 4,2892 3,9360 3,5716 3,2138 2,8559 2,4729 2,0592 1,6511 1,3016 1,0341 0,8320 0,6653 0,5198 0,4116 0,3797 0,4523 0,6093 0,7796 0,8796 0,8611 0,7241 0,4888 0,1841 -0,1309 -0,3663 -0,4471 -0,3526 -0,1124 0,2230 0,6061 0,9957 1,3471 1,6148 1,7920 1,9392 2,1433 2,4415 2,7958 3,1272 3,3650 3,4789 3,4740 3,3581 3,1311 2,8098 2,4266 2,0033 1,5581 1,1254 0,7407 0,4236 0,1865 0,0457 0,0099 0,0681 0,2012 0,4012 0,6693 0,9998 1,3719 1,7506 2,0942 2,3637 2,5260 2,5500 2,4085 2,0952 1,6369 1,0798 0,4665 -0,1641 -0,7540 -1,2130 -1,4534 -1,4450 -1,2339 -0,9101 -0,5663 -0,2811 -0,1123 -0,0867 -0,1957 -0,4071 -0,6830 -0,9977 -1,3412 -1,7008 -2,0469 -2,3447 -2,5747 -2,7381 -2,8443 -2,9002 -2,9170 -2,9238 -2,9591 -3,0408 -3,1505 -3,2454 -3,2886 -3,2704 -3,2010 -3,0914 -2,9558 -2,8237 -2,7328 -2,7112 -2,7736 -2,9273 -3,1697 -3,4732 -3,7796 -4,0248 -4,1728 -4,2148 -4,1507 -3,9889 -3,7558 -3,4888 -3,2130 -2,9194 -2,5701 -2,1344 -1,6235 -1,0976 -0,6477 -0,3618 -0,2814 -0,3712 -0,5311 -0,6438 -0,6232 -0,4442 -0,1518 0,1587 0,3984 0,5325 0,5786 0,5734 0,5445 0,4898 0,3693 0,1294 -0,2421 -0,6859 -1,0996 -1,3915 -1,5147 -1,4799 -1,3462 -1,1892 -1,0750 -1,0614 -1,1999 -1,5198 -2,0058 -2,5911 -3,1728 -3,6502 -3,9644 -4,1114 -4,1201 -4,0288 -3,8849 -3,7483 -3,6795 -3,7195 -3,8757 -4,1225 -4,4151 -4,7063 -4,9584 -5,1489 -5,2756 -5,3578 -5,4243 -5,5001 -5,6023 -5,7384 -5,9016 -6,0725 -6,2214 -6,3043 -6,2594 -6,0186 -5,5384 -4,8278 -3,9519 -3,0156 -2,1344 -1,3930 -0,8111 -0,3500 0,0484 0,4232 0,7717 1,0458 1,1788 1,1287 0,8985 0,5210 0,0406 -0,4937 -1,0359 -1,5471 -1,9846 -2,2982 -2,4510 -2,4443 -2,3192 -2,1404 -1,9742 -1,8668 -1,8351 -1,8730 -1,9648 -2,0993 -2,2759 -2,4953 -2,7446 -2,9971 -3,2287 -3,4262 -3,5814 -3,6824 -3,7083 -3,6308 -3,4305 -3,1142 -2,7192 -2,3071 -1,9528 -1,7203 -1,6296 -1,6522 -1,7438 -1,8785 -2,0570 -2,2942 -2,6020 -2,9772 -3,3862 -3,7629 -4,0362 -4,1739 -4,1986 -4,1679 -4,1444 -4,1733 -4,2755 -4,4553 -4,7105 -5,0371 -5,4276 -5,8618 -6,3039 -6,7100 -7,0440 -7,2948 -7,4860 -7,6601 -7,8339 -7,9690 -8,0011 -7,8934 -7,6571 -7,3431 -7,0324 -6,8163 -6,7609 -6,8838 -7,1528 -7,4956 -7,8151 -8,0158 -8,0310 -7,8441
F3    -0,6833 -0,7754 -0,7686 -0,6448 -0,4380 -0,2282 -0,1238 -0,2206 -0,5460 -1,0417 -1,6045 -2,1367 -2,5670 -2,8532 -2,9796 -2,9460 -2,7591 -2,4432 -2,0515 -1,6490 -1,2791 -0,9489 -0,6459 -0,3641 -0,1107 0,1110 0,3142 0,5228 0,7559 1,0171 1,2954 1,5740 1,8422 2,0918 2,2960 2,4063 2,3809 2,2136 1,9327 1,5841 1,2190 0,8900 0,6445 0,5187 0,5365 0,7038 0,9930 1,3419 1,6768 1,9471 2,1437 2,2904 2,4206 2,5536 2,6843 2,7920 2,8603 2,8912 2,9048 2,9273 2,9781 3,0625 3,1719 3,2949 3,4317 3,5941 3,7900 4,0144 4,2509 4,4750 4,6622 4,7990 4,8799 4,8928 4,8181 4,6419 4,3611 3,9798 3,5174 3,0180 2,5389 2,1351 1,8534 1,7275 1,7732 1,9846 2,3260 2,7292 3,1104 3,4070 3,6054 3,7308 3,8083 3,8371 3,8033 3,7026 3,5387 3,3096 3,0058 2,6215 2,1636 1,6540 1,1174 0,5609 -0,0303 -0,6734 -1,3638 -2,0692 -2,7466 -3,3675 -3,9256 -4,4174 -4,8276 -5,1399 -5,3559 -5,5036 -5,6292 -5,7819 -5,9934 -6,2578 -6,5330 -6,7717 -6,9517 -7,0793 -7,1634 -7,1926 -7,1388 -6,9755 -6,6788 -6,2209 -5,5851 -4,7899 -3,8857 -2,9325 -1,9817 -1,0600 -0,1604 0,7428 1,6678 2,6126 3,5509 4,4339 5,2044 5,8179 6,2620 6,5634 6,7704 6,9238 7,0379 7,0961 7,0545 6,8612 6,4851 5,9425 5,2992 4,6386 4,0281 3,5072 3,0919 2,7823 2,5666 2,4189 2,3056 2,2023 2,1048 2,0267 1,9902 2,0219 2,1454 2,3652 2,6536 2,9518 3,1834 3,2787 3,2067 2,9961 2,7282 2,5100 2,4383 2,5607 2,8535 3,2401 3,6343 3,9735 4,2254 4,3786 4,4278 4,3738 4,2326 4,0396 3,8385 3,6614 3,5141 3,3826 3,2555 3,1417 3,0603 3,0108 2,9622 2,8730 2,7107 2,4541 2,0937 1,6415 1,1353 0,6242 0,1440 -0,2977 -0,7159 -1,1255 -1,5214 -1,8791 -2,1735 -2,3973 -2,5606 -2,6731 -2,7332 -2,7370 -2,6854 -2,5766 -2,4095 -2,2057 -2,0121 -1,8681 -1,7717 -1,6796 -1,5431 -1,3503 -1,1359 -0,9446 -0,7888 -0,6438 -0,4740 -0,2610 -0,0217 0,1950 0,3341 0,3607 0,2675 0,0735 -0,1797 -0,4403 -0,6665 -0,8375 -0,9422 -0,9658 -0,8915 -0,7126 -0,4501 -0,1561 0,1045 0,2709 0,2968 0,1678 -0,0786 -0,3627 -0,6053 -0,7643 -0,8378 -0,8434 -0,7953 -0,6841 -0,4783 -0,1550 0,2743 0,7675 1,2748 1,7603 2,2098 2,6192 2,9804 3,2745 3,4765 3,5701 3,5588 3,4659 3,3312 3,2039 3,1278 3,1209 3,1726 3,2619 3,3761 3,5194 3,7053 3,9295 4,1480 4,2955 4,3262 4,2309 4,0279 3,7573 3,4797 3,2555 3,1110 3,0296 2,9804 2,9458 2,9208 2,8935 2,8416 2,7530 2,6438 2,5478 2,4945 2,5031 2,5890 2,7563 2,9810 3,2123 3,3969 3,4976 3,5046 3,4474 3,3940 3,4255 3,5898 3,8621 4,1509 4,3570 4,4310 4,3809 4,2420 4,0484 3,8251 3,5946 3,3683 3,1316 2,8558 2,5369 2,2140 1,9383 1,7307 1,5757 1,4478 1,3361 1,2563 1,2456 1,3338 1,5090 1,7144 1,8778 1,9491 1,9131 1,7718 1,5415 1,2772 1,0669 0,9822 1,0423 1,2240 1,4883 1,7960 2,1092 2,3837 2,5747 2,6741 2,7392 2,8537 3,0584 3,3273 3,5966 3,8051 3,9252 3,9631 3,9299 3,8275 3,6654 3,4585 3,2079 2,9107 2,5817 2,2490 1,9454 1,7114 1,5878 1,5908 1,7001 1,8796 2,1060 2,3759 2,6890 3,0333 3,3857 3,7200 4,0097 4,2258 4,3351 4,3031 4,1050 3,7395 3,2308 2,6206 1,9635 1,3355 0,8347 0,5498 0,5133 0,6889 1,0038 1,3809 1,7450 2,0292 2,1923 2,2248 2,1370 1,9509 1,6931 1,3859 1,0454 0,6919 0,3526 0,0568 -0,1700 -0,3112 -0,3628 -0,3440 -0,3015 -0,2869 -0,3226 -0,3882 -0,4417 -0,4558 -0,4347 -0,3956 -0,3437 -0,2761 -0,2030 -0,1485 -0,1352 -0,1750 -0,2718 -0,4194 -0,5963 -0,7641 -0,8841 -0,9364 -0,9165 -0,8263 -0,6832 -0,5258 -0,3943 -0,2961 -0,1876 0,0042 0,3320 0,7916 1,3191 1,8114 2,1602 2,3021 2,2550 2,1059 1,9649 1,9242 2,0291 2,2579 2,5338 2,7737 2,9361 3,0268 3,0736 3,1005 3,1089 3,0671 2,9269 2,6677 2,3292 1,9947 1,7474 1,6354 1,6535 1,7506 1,8654 1,9507 1,9683 1,8796 1,6574 1,3059 0,8684 0,4165 0,0263 -0,2476 -0,3861 -0,3980 -0,3105 -0,1711 -0,0473 -0,0043 -0,0758 -0,2521 -0,4936 -0,7553 -1,0055 -1,2309 -1,4298 -1,6059 -1,7692 -1,9332 -2,1112 -2,3139 -2,5451 -2,7960 -3,0467 -3,2689 -3,4223 -3,4502 -3,2875 -2,8885 -2,2573 -1,4518 -0,5669 0,2940 1,0547 1,6967 2,2552 2,7816 3,3039 3,8040 4,2174 4,4620 4,4832 4,2782 3,8855 3,3634 2,7734 2,1677 1,5897 1,0906 0,7307 0,5540 0,5606 0,7067 0,9242 1,1447 1,3204 1,4329 1,4883 1,5042 1,4938 1,4578 1,3926 1,3039 1,2067 1,1140 1,0298 0,9548 0,8962 0,8748 0,9193 1,0484 1,2585 1,5279 1,8218 2,0912 2,2852 2,3774 2,3728 2,2871 2,1283 1,8961 1,5917 1,2247 0,8167 0,4074 0,0540 -0,1919 -0,3166 -0,3517 -0,3523 -0,3682 -0,4274 -0,5394 -0,7062 -0,9285 -1,2053 -1,5286 -1,8780 -2,2243 -2,5365 -2,7903 -2,9778 -3,1169 -3,2418 -3,3655 -3,4522 -3,4422 -3,3039 -3,0545 -2,7496 -2,4663 -2,2836 -2,2572 -2,4063 -2,7134 -3,1248 -3,5548 -3,9059 -4,1001 -4,1095
F7    -1,1582 -1,2082 -1,2331 -1,2103 -1,1324 -1,0232 -0,9371 -0,9314 -1,0215 -1,1640 -1,2973 -1,3896 -1,4398 -1,4458 -1,3940 -1,2719 -1,0754 -0,8160 -0,5330 -0,2866 -0,1234 -0,0469 -0,0245 -0,0227 -0,0291 -0,0368 -0,0246 0,0365 0,1620 0,3475 0,5741 0,8102 1,0182 1,1759 1,2859 1,3569 1,3830 1,3522 1,2630 1,1269 0,9642 0,8049 0,6856 0,6398 0,6898 0,8382 1,0637 1,3251 1,5778 1,7956 1,9807 2,1489 2,3010 2,4098 2,4368 2,3638 2,2106 2,0275 1,8741 1,7976 1,8166 1,9140 2,0475 2,1749 2,2762 2,3547 2,4243 2,4988 2,5800 2,6531 2,6992 2,7087 2,6753 2,5884 2,4429 2,2526 2,0467 1,8518 1,6829 1,5442 1,4274 1,3188 1,2139 1,1269 1,0881 1,1278 1,2526 1,4337 1,6210 1,7696 1,8595 1,8942 1,8817 1,8186 1,6961 1,5217 1,3250 1,1389 0,9776 0,8346 0,6951 0,5477 0,3834 0,1888 -0,0569 -0,3745 -0,7692 -1,2241 -1,7167 -2,2359 -2,7762 -3,3206 -3,8401 -4,3078 -4,7143 -5,0711 -5,4028 -5,7306 -6,0511 -6,3314 -6,5350 -6,6505 -6,6997 -6,7239 -6,7568 -6,8012 -6,8291 -6,8057 -6,7018 -6,4826 -6,1044 -5,5384 -4,7952 -3,9266 -3,0073 -2,1072 -1,2647 -0,4789 0,2795 1,0432 1,8176 2,5653 3,2211 3,7223 4,0357 4,1731 4,1855 4,1408 4,0989 4,0945 4,1243 4,1387 4,0565 3,8112 3,3959 2,8626 2,2919 1,7618 1,3256 1,0017 0,7770 0,6168 0,4809 0,3464 0,2178 0,1175 0,0683 0,0873 0,1878 0,3762 0,6394 0,9361 1,2031 1,3760 1,4186 1,3417 1,1953 1,0426 0,9351 0,8970 0,9211 0,9814 1,0568 1,1470 1,2690 1,4377 1,6446 1,8522 2,0095 2,0736 2,0295 1,8951 1,7125 1,5287 1,3755 1,2613 1,1773 1,1000 0,9923 0,8195 0,5681 0,2468 -0,1232 -0,5141 -0,8997 -1,2591 -1,5722 -1,8253 -2,0242 -2,1925 -2,3521 -2,5052 -2,6325 -2,7135 -2,7465 -2,7425 -2,7073 -2,6411 -2,5464 -2,4228 -2,2672 -2,0947 -1,9476 -1,8642 -1,8466 -1,8641 -1,8804 -1,8758 -1,8537 -1,8258 -1,7898 -1,7258 -1,6126 -1,4447 -1,2431 -1,0516 -0,9156 -0,8625 -0,8997 -1,0169 -1,1812 -1,3422 -1,4552 -1,4952 -1,4471 -1,2976 -1,0415 -0,6926 -0,2882 0,1224 0,4992 0,8128 1,0251 1,0959 1,0163 0,8252 0,5892 0,3672 0,1890 0,0598 -0,0150 -0,0095 0,1082 0,3406 0,6475 0,9654 1,2401 1,4494 1,6007 1,7131 1,8042 1,8807 1,9369 1,9731 2,0050 2,0492 2,1133 2,2047 2,3303 2,4807 2,6223 2,7140 2,7278 2,6633 2,5515 2,4385 2,3540 2,2973 2,2531 2,2069 2,1474 2,0716 1,9936 1,9400 1,9243 1,9321 1,9457 1,9814 2,0837 2,2773 2,5376 2,8106 3,0515 3,2390 3,3730 3,4716 3,5603 3,6538 3,7481 3,8279 3,8730 3,8606 3,7741 3,6162 3,4169 3,2325 3,1307 3,1539 3,2883 3,4756 3,6552 3,7939 3,8894 3,9590 4,0252 4,0963 4,1549 4,1734 4,1420 4,0779 4,0069 3,9360 3,8462 3,7172 3,5509 3,3683 3,1966 3,0657 2,9989 3,0006 3,0588 3,1516 3,2497 3,3211 3,3363 3,2792 3,1668 3,0456 2,9574 2,9206 2,9404 3,0144 3,1247 3,2401 3,3301 3,3740 3,3703 3,3498 3,3604 3,4332 3,5685 3,7420 3,9195 4,0850 4,2497 4,4244 4,5875 4,6850 4,6521 4,4412 4,0454 3,5055 2,9009 2,3364 1,9137 1,6931 1,6817 1,8537 2,1751 2,6128 3,1292 3,6725 4,1819 4,6049 4,9144 5,1132 5,2225 5,2681 5,2687 5,2238 5,1186 4,9521 4,7474 4,5288 4,3076 4,1003 3,9367 3,8407 3,8205 3,8757 3,9975 4,1602 4,3274 4,4657 4,5485 4,5551 4,4803 4,3411 4,1619 3,9554 3,7235 3,4720 3,2211 3,0019 2,8437 2,7584 2,7313 2,7250 2,7049 2,6658 2,6345 2,6472 2,7206 2,8335 2,9413 3,0143 3,0536 3,0726 3,0775 3,0636 3,0203 2,9371 2,8055 2,6168 2,3656 2,0663 1,7612 1,5091 1,3575 1,3105 1,3250 1,3519 1,3845 1,4696 1,6774 2,0511 2,5710 3,1570 3,6958 4,0787 4,2434 4,1986 4,0114 3,7789 3,6035 3,5621 3,6696 3,8745 4,0968 4,2789 4,4046 4,4851 4,5354 4,5626 4,5592 4,5009 4,3679 4,1745 3,9654 3,7895 3,6830 3,6588 3,7029 3,7824 3,8569 3,8790 3,7937 3,5563 3,1637 2,6689 2,1624 1,7350 1,4451 1,3089 1,3104 1,4145 1,5685 1,7047 1,7612 1,7110 1,5742 1,3963 1,2119 1,0241 0,8176 0,5840 0,3297 0,0694 -0,1843 -0,4312 -0,6777 -0,9141 -1,1051 -1,2077 -1,1923 -1,0497 -0,7859 -0,4079 0,0814 0,6675 1,3121 1,9573 2,5379 3,0037 3,3520 3,6367 3,9311 4,2805 4,6776 5,0611 5,3453 5,4723 5,4416 5,2951 5,0866 4,8588 4,6298 4,4008 4,1839 4,0096 3,9017 3,8564 3,8533 3,8691 3,8749 3,8368 3,7322 3,5609 3,3352 3,0632 2,7493 2,4112 2,0907 1,8381 1,6791 1,5985 1,5560 1,5198 1,4886 1,4869 1,5422 1,6677 1,8631 2,1141 2,3874 2,6357 2,8147 2,8946 2,8629 2,7301 2,5296 2,3017 2,0760 1,8704 1,6991 1,5711 1,4826 1,4145 1,3405 1,2416 1,1103 0,9420 0,7239 0,4384 0,0764 -0,3527 -0,8167 -1,2629 -1,6383 -1,9152 -2,0972 -2,1994 -2,2378 -2,2386 -2,2359 -2,2446 -2,2403 -2,1778 -2,0312 -1,8175 -1,5851 -1,3928 -1,2932 -1,3209 -1,4771 -1,7232 -1,9979 -2,2403 -2,4004 -2,4482
