Fp1   -2,9461 -2,7115 -2,5739 -2,6640 -2,9618 -3,3373 -3,6330 -3,7140 -3,4976 -2,9928 -2,3130 -1,6172 -1,0208 -0,5570 -0,2058 0,0898 0,4419 1,0036 1,8731 2,9670 3,9824 4,5306 4,3623 3,4759 2,0514 0,3734 -1,1883 -2,2630 -2,6381 -2,3219 -1,4736 -0,3153 0,9325 2,1065 3,1175 3,9149 4,4223 4,5035 4,0260 2,9945 1,6241 0,2726 -0,7199 -1,1873 -1,1888 -0,9336 -0,6568 -0,5069 -0,4778 -0,4489 -0,3077 -0,0396 0,2843 0,5855 0,8327 1,0139 1,0782 0,9513 0,6118 0,1243 -0,4046 -0,8943 -1,3108 -1,6363 -1,8426 -1,8873 -1,7123 -1,2520 -0,4757 0,5264 1,4973 2,1204 2,2184 1,8470 1,2143 0,5407 -0,0296 -0,4562 -0,7688 -0,9884 -1,0778 -0,9786 -0,6964 -0,3260 0,0461 0,4479 0,9694 1,6168 2,2553 2,6675 2,6654 2,2152 1,4768 0,6909 0,0044 -0,5947 -1,1781 -1,7384 -2,1613 -2,2940 -2,0265 -1,3744 -0,5203 0,2529 0,7071 0,7668 0,5210 0,1246 -0,2898 -0,6565 -0,9970 -1,3633 -1,7299 -1,9752 -2,0006 -1,8634 -1,7720 -1,9494 -2,5159 -3,4676 -4,6941 -6,0061 -7,1878 -8,0453 -8,4493 -8,3715 -7,8559 -6,9497 -5,7033 -4,2222 -2,6792 -1,2935 -0,2972 0,1523 0,0785 -0,3087 -0,7245 -0,9312 -0,8168 -0,4364 0,0191 0,3422 0,4239 0,2756 -0,0116 -0,3129 -0,5192 -0,5731 -0,4586 -0,1875 0,1883 0,5845 0,9333 1,2138 1,4377 1,6326 1,8236 2,0015 2,1302 2,2019 2,2564 2,3236 2,3478 2,1906 1,7429 1,0563 0,3498 -0,1206 -0,2007 0,1094 0,6911 1,3812 2,0272 2,5126 2,7857 2,8989 3,0146 3,3153 3,8567 4,5120 5,0674 5,3531 5,3029 4,9536 4,4026 3,7266 2,9207 1,9289 0,7311 -0,5935 -1,8576 -2,8146 -3,2736 -3,2298 -2,8733 -2,4508 -2,1161 -1,8850 -1,6935 -1,4979 -1,3343 -1,2791 -1,3441 -1,4289 -1,3831 -1,1031 -0,5948 0,0238 0,6019 1,0569 1,3666 1,4910 1,3692 0,9794 0,3715 -0,3500 -1,0612 -1,6392 -1,9812 -2,0506 -1,9080 -1,6782 -1,4908 -1,4334 -1,5244 -1,7241 -1,9572 -2,1251 -2,1392 -1,9726 -1,6829 -1,3908 -1,2251 -1,2699 -1,5489 -2,0309 -2,6336 -3,2356 -3,7038 -3,9318 -3,8737 -3,5385 -2,9641 -2,2196 -1,4248 -0,7381 -0,3181 -0,2884 -0,6982 -1,4801 -2,4468 -3,3584 -4,0296 -4,3947 -4,4901 -4,3881 -4,1431 -3,7933 -3,4172 -3,1584 -3,1594 -3,4685 -4,0024 -4,5857 -5,0289 -5,1809 -4,9336 -4,2291 -3,1097 -1,7562 -0,4331 0,6285 1,3070 1,5803 1,4595 0,9513 0,1057 -0,9402 -2,0146 -2,9928 -3,8104 -4,4367 -4,8800 -5,1882 -5,3964 -5,4740 -5,3393 -4,9328 -4,2739 -3,4533 -2,6011 -1,8617 -1,3589 -1,1640 -1,2882 -1,6929 -2,2863 -2,9071 -3,3658 -3,5516 -3,5038 -3,4007 -3,4856 -3,9445 -4,7747 -5,7289 -6,4102 -6,4979 -5,9245 -4,8415 -3,4597 -1,9726 -0,5804 0,5182 1,1846 1,3701 1,1160 0,5357 -0,2452 -1,1453 -2,1245 -3,1338 -4,0693 -4,7778 -5,1406 -5,1647 -4,9803 -4,7535 -4,5980 -4,5252 -4,4381 -4,1837 -3,6536 -2,8735 -2,0001 -1,2197 -0,6425 -0,2935 -0,1801 -0,3375 -0,7921 -1,5034 -2,3634 -3,2302 -3,9666 -4,4751 -4,6869 -4,5249 -3,9289 -2,9285 -1,6769 -0,4050 0,6790 1,4815 2,0330 2,3956 2,5631 2,4759 2,1064 1,4706 0,5725 -0,5983 -2,0072 -3,5299 -4,9513 -5,9930 -6,3786 -5,9594 -4,8268 -3,2727 -1,6319 -0,1708 0,9236 1,5335 1,6365 1,3255 0,7558 0,0493 -0,7389 -1,5518 -2,2774 -2,8024 -3,0835 -3,1444 -3,0612 -2,9810 -3,0784 -3,4303 -3,9482 -4,4388 -4,7021 -4,5809 -3,9717 -2,8590 -1,3626 0,2772 1,7799 2,8806 3,3571 3,0714 2,0071 0,2986 -1,7482 -3,7023 -5,1381 -5,7694 -5,5079 -4,4577 -2,8779 -1,1065 0,5363 1,8104 2,5701 2,7510 2,3498 1,4226 0,1042 -1,3886 -2,8073 -3,9646 -4,7959 -5,3195 -5,5255 -5,3362 -4,7053 -3,7264 -2,6137 -1,5895 -0,7788 -0,1742 0,3134 0,7637 1,1821 1,4734 1,4761 1,0790 0,3184 -0,6419 -1,5927 -2,3580 -2,8578 -3,1102 -3,1501 -2,9576 -2,4935 -1,7970 -1,0000 -0,2189 0,5281 1,2753 2,0001 2,5704 2,7981 2,5457 1,7943 0,6463 -0,6997 -1,9818 -2,9393 -3,4031 -3,3653 -2,9719 -2,4195 -1,8352 -1,2476 -0,6577 -0,0994 0,3910 0,8142 1,1429 1,2310 0,8680 -0,0343 -1,3261 -2,6913 -3,8205 -4,5324 -4,7847 -4,6101 -4,0619 -3,2328 -2,3000 -1,4855 -0,9413 -0,6907 -0,6846 -0,8817 -1,2844 -1,9478 -2,9643 -4,3976 -6,1890 -8,0953 -9,7228 -10,6906 -10,8369 -10,2833 -9,3085 -8,1862 -7,1174 -6,2405 -5,6400 -5,3183 -5,1676 -5,0140 -4,7374 -4,3648 -4,0418 -3,9138 -4,0153 -4,2357 -4,3875 -4,3281 -4,0400 -3,6241 -3,2343 -3,0021 -2,9804 -3,1186 -3,2904 -3,3525 -3,1879 -2,7358 -2,0300 -1,2131 -0,4761 0,0525 0,3613 0,5014 0,5167 0,4539 0,3909 0,4022 0,5095 0,6787 0,8488 0,9510 0,9090 0,6606 0,2133 -0,2985 -0,6263 -0,5334 0,0482 0,9725 1,9601 2,7195 3,0536 2,9039 2,3132 1,3684 0,1735 -1,1575 -2,4874 -3,6577 -4,5534 -5,1547 -5,5001 -5,6320 -5,5943 -5,4339 -5,1742 -4,8129 -4,3729 -3,9464 -3,6549 -3,5653 -3,6671 -3,9115 -4,2381 -4,5851 -4,9075 -5,1805 -5,3845 -5,5171 -5,6117 -5,6906 -5,7096 -5,6090 -5,4161 -5,2440 -5,1819 -5,2037 -5,1942 -5,0588 -4,8020 -4,5156 -4,3094 -4,2447 -4,2991 -4,3691 -4,3230 -4,0832 -3,6717 -3,1716 -2,6256 -1,9656 -1,0788 0,0353 1,2136
Fz    -2,4997 -2,7354 -2,9471 -3,1462 -3,3365 -3,5105 -3,6547 -3,7492 -3,7641 -3,6744 -3,4825 -3,2179 -2,9131 -2,5868 -2,2438 -1,8772 -1,4692 -0,9996 -0,4586 0,1473 0,7875 1,4015 1,9153 2,2711 2,4378 2,4130 2,2312 1,9614 1,6815 1,4545 1,3215 1,2984 1,3624 1,4562 1,5240 1,5513 1,5672 1,6074 1,6815 1,7723 1,8556 1,9213 1,9741 2,0138 2,0257 1,9946 1,9129 1,7764 1,5863 1,3615 1,1443 0,9825 0,9025 0,8988 0,9415 0,9810 0,9504 0,7922 0,4960 0,1059 -0,3135 -0,7117 -1,0575 -1,3254 -1,4930 -1,5463 -1,4784 -1,2926 -1,0167 -0,7037 -0,4080 -0,1572 0,0582 0,2691 0,5015 0,7697 1,0744 1,3886 1,6556 1,8183 1,8524 1,7775 1,6329 1,4437 1,2160 0,9542 0,6585 0,3243 -0,0342 -0,3680 -0,6078 -0,6947 -0,6110 -0,3920 -0,1161 0,1223 0,2476 0,2243 0,0535 -0,2395 -0,6019 -0,9535 -1,2089 -1,3174 -1,2870 -1,1653 -1,0032 -0,8405 -0,7022 -0,5989 -0,5376 -0,5284 -0,5747 -0,6603 -0,7542 -0,8262 -0,8568 -0,8383 -0,7765 -0,6991 -0,6475 -0,6529 -0,7264 -0,8706 -1,0852 -1,3508 -1,6169 -1,8197 -1,9172 -1,9062 -1,8148 -1,6824 -1,5451 -1,4272 -1,3382 -1,2736 -1,2127 -1,1155 -0,9364 -0,6505 -0,2644 0,1891 0,6585 1,0923 1,4707 1,8179 2,1649 2,5055 2,8013 3,0180 3,1426 3,1801 3,1522 3,0996 3,0796 3,1500 3,3380 3,6100 3,8787 4,0501 4,0730 3,9629 3,7979 3,6859 3,7191 3,9412 4,3423 4,8705 5,4482 5,9863 6,4031 6,6486 6,7186 6,6473 6,4957 6,3394 6,2484 6,2596 6,3570 6,4825 6,5739 6,5961 6,5412 6,4133 6,2166 5,9568 5,6496 5,3240 5,0112 4,7283 4,4717 4,2222 3,9506 3,6267 3,2321 2,7683 2,2622 1,7691 1,3642 1,1221 1,0984 1,3127 1,7347 2,2854 2,8592 3,3514 3,6790 3,8017 3,7380 3,5565 3,3465 3,1921 3,1507 3,2279 3,3713 3,5000 3,5404 3,4473 3,2010 2,7988 2,2679 1,6802 1,1256 0,6679 0,3333 0,1232 0,0217 -0,0030 0,0118 0,0376 0,0604 0,0781 0,1002 0,1446 0,2263 0,3473 0,4907 0,6229 0,7037 0,7114 0,6695 0,6390 0,6629 0,7235 0,7597 0,7230 0,6120 0,4611 0,3038 0,1561 0,0261 -0,0793 -0,1640 -0,2483 -0,3525 -0,4784 -0,6116 -0,7399 -0,8612 -0,9763 -1,0789 -1,1535 -1,1815 -1,1532 -1,0769 -0,9739 -0,8572 -0,7068 -0,4746 -0,1246 0,3340 0,8424 1,3147 1,6765 1,8912 1,9525 1,8697 1,6669 1,3857 1,0780 0,7899 0,5456 0,3392 0,1491 -0,0330 -0,1936 -0,3206 -0,4244 -0,5322 -0,6634 -0,8130 -0,9527 -1,0463 -1,0794 -1,0739 -1,0680 -1,0783 -1,0820 -1,0363 -0,9194 -0,7473 -0,5517 -0,3492 -0,1337 0,1109 0,3931 0,7016 1,0004 1,2415 1,3952 1,4686 1,4916 1,4910 1,4805 1,4556 1,3869 1,2345 0,9790 0,6339 0,2359 -0,1681 -0,5323 -0,8232 -1,0287 -1,1551 -1,2190 -1,2478 -1,2828 -1,3618 -1,4862 -1,6179 -1,7118 -1,7382 -1,6775 -1,5129 -1,2398 -0,8787 -0,4785 -0,0962 0,2366 0,5305 0,8229 1,1466 1,5125 1,9113 2,3142 2,6784 2,9614 3,1372 3,2028 3,1782 3,0961 2,9856 2,8620 2,7275 2,5714 2,3772 2,1419 1,8897 1,6686 1,5304 1,5042 1,5779 1,7030 1,8154 1,8568 1,7935 1,6218 1,3596 1,0457 0,7408 0,5007 0,3410 0,2367 0,1562 0,0890 0,0428 0,0272 0,0479 0,1160 0,2503 0,4636 0,7508 1,0937 1,4670 1,8285 2,1231 2,3131 2,4003 2,4133 2,3816 2,3150 2,2049 2,0464 1,8527 1,6517 1,4738 1,3423 1,2693 1,2530 1,2737 1,3003 1,3061 1,2801 1,2263 1,1607 1,1022 1,0595 1,0238 0,9764 0,8974 0,7700 0,5833 0,3337 0,0256 -0,3219 -0,6623 -0,9302 -1,0781 -1,1146 -1,1084 -1,1457 -1,2720 -1,4672 -1,6697 -1,8128 -1,8445 -1,7426 -1,5267 -1,2467 -0,9477 -0,6425 -0,3161 0,0435 0,4209 0,7753 1,0546 1,2116 1,2275 1,1261 0,9597 0,7849 0,6523 0,5985 0,6332 0,7355 0,8645 0,9864 1,1059 1,2724 1,5447 1,9423 2,4259 2,9174 3,3330 3,6012 3,6710 3,5242 3,1825 2,6995 2,1405 1,5666 1,0292 0,5711 0,2213 -0,0174 -0,1711 -0,2667 -0,2979 -0,2422 -0,1013 0,0952 0,3141 0,5255 0,6966 0,8001 0,8307 0,8032 0,7395 0,6620 0,5877 0,5215 0,4607 0,4019 0,3347 0,2372 0,0838 -0,1395 -0,4275 -0,7538 -1,0734 -1,3324 -1,4849 -1,5125 -1,4348 -1,2968 -1,1405 -0,9947 -0,8902 -0,8632 -0,9333 -1,0879 -1,2905 -1,4942 -1,6489 -1,7062 -1,6307 -1,4159 -1,0930 -0,7159 -0,3387 -0,0035 0,2679 0,4861 0,6964 0,9575 1,3043 1,7264 2,1790 2,6120 2,9932 3,3166 3,5945 3,8384 4,0431 4,1905 4,2689 4,2790 4,2253 4,1141 3,9691 3,8376 3,7678 3,7814 3,8704 4,0131 4,1849 4,3589 4,5128 4,6438 4,7673 4,8980 5,0278 5,1153 5,1000 4,9387 4,6391 4,2621 3,8889 3,5799 3,3675 3,2699 3,2880 3,3935 3,5330 3,6386 3,6399 3,4876 3,1773 2,7524 2,2832 1,8379 1,4560 1,1333 0,8236 0,4649 0,0202 -0,4979 -1,0339 -1,5108 -1,8587 -2,0464 -2,0886 -2,0206 -1,8701 -1,6482 -1,3563 -1,0047 -0,6267 -0,2653 0,0535 0,3264 0,5577 0,7439 0,8646 0,8929 0,8253 0,7041 0,6047 0,5982 0,7284 1,0077 1,4099 1,8676 2,2869 2,5726 2,6613 2,5505 2,2928 1,9638
F3    -1,6238 -2,3029 -2,8120 -3,1595 -3,4048 -3,6045 -3,7781 -3,9129 -3,9747 -3,9146 -3,6934 -3,3143 -2,8367 -2,3484 -1,9078 -1,5191 -1,1695 -0,8585 -0,5621 -0,1954 0,3539 1,1432 2,1171 3,1253 3,9939 4,5844 4,8117 4,6391 4,0755 3,1861 2,0929 0,9369 -0,1798 -1,2012 -2,0677 -2,6685 -2,8450 -2,4680 -1,5434 -0,2470 1,1449 2,3712 3,2657 3,7755 3,9360 3,8232 3,5088 3,0359 2,4331 1,7591 1,1187 0,6161 0,3052 0,1823 0,2089 0,3387 0,5280 0,7182 0,8216 0,7471 0,4603 0,0253 -0,4189 -0,7425 -0,8972 -0,9152 -0,8500 -0,7242 -0,5207 -0,2184 0,1650 0,5689 0,9240 1,1835 1,3310 1,3866 1,4022 1,4247 1,4626 1,5019 1,5396 1,5868 1,6514 1,7241 1,7571 1,6627 1,3632 0,8566 0,2364 -0,3326 -0,6688 -0,6531 -0,2823 0,3455 1,0757 1,7330 2,1714 2,3281 2,2185 1,8828 1,3545 0,6810 -0,0532 -0,7397 -1,2802 -1,6040 -1,6779 -1,5217 -1,2057 -0,8191 -0,4508 -0,1855 -0,0863 -0,1697 -0,3980 -0,6913 -0,9570 -1,1112 -1,0941 -0,8968 -0,5705 -0,1891 0,1841 0,4884 0,6622 0,6649 0,4745 0,0654 -0,5599 -1,3064 -1,9935 -2,4463 -2,5777 -2,3883 -1,9243 -1,2646 -0,5314 0,1440 0,6786 1,0441 1,2495 1,3476 1,4268 1,5607 1,7652 2,0087 2,2529 2,4713 2,6382 2,7282 2,7327 2,6661 2,5515 2,4137 2,2975 2,2712 2,3830 2,6154 2,8932 3,1359 3,3052 3,4156 3,5144 3,6593 3,8977 4,2495 4,7103 5,2532 5,8135 6,3009 6,6482 6,8214 6,7951 6,5704 6,2231 5,9012 5,7445 5,7871 5,9301 6,0198 5,9631 5,7817 5,5728 5,4199 5,3361 5,2846 5,2278 5,1483 5,0395 4,8897 4,6845 4,4178 4,0858 3,6756 3,1784 2,6205 2,0745 1,6332 1,3711 1,3310 1,5369 1,9940 2,6547 3,3952 4,0627 4,5437 4,7724 4,7185 4,4113 3,9554 3,4991 3,1818 3,0809 3,1752 3,3539 3,4681 3,4014 3,1401 2,7927 2,5192 2,4151 2,4625 2,5821 2,6999 2,7546 2,6834 2,4332 1,9888 1,3981 0,7670 0,2124 -0,1789 -0,3514 -0,2844 -0,0088 0,3921 0,8019 1,1000 1,2122 1,1559 1,0224 0,8978 0,7949 0,6552 0,4143 0,0651 -0,3225 -0,6190 -0,6979 -0,5232 -0,1795 0,1925 0,4829 0,6417 0,6582 0,5476 0,3560 0,1609 0,0469 0,0669 0,2183 0,4530 0,7041 0,9114 1,0351 1,0606 1,0099 0,9496 0,9637 1,1032 1,3584 1,6731 1,9781 2,2160 2,3558 2,4005 2,3783 2,3252 2,2782 2,2821 2,3860 2,6233 2,9814 3,3717 3,6506 3,6906 3,4166 2,7983 1,8654 0,7469 -0,3296 -1,1095 -1,4200 -1,2524 -0,7665 -0,1986 0,2703 0,5806 0,7598 0,8641 0,9571 1,1066 1,3642 1,7339 2,1537 2,5099 2,6890 2,6444 2,4273 2,1547 1,9458 1,8731 1,9500 2,1384 2,3620 2,5275 2,5442 2,3484 1,9309 1,3428 0,6771 0,0401 -0,4813 -0,8478 -1,0677 -1,1660 -1,1736 -1,1487 -1,1600 -1,2216 -1,2704 -1,2281 -1,0712 -0,8287 -0,5319 -0,1827 0,2277 0,6685 1,0585 1,3325 1,5122 1,6849 1,9168 2,2163 2,5574 2,8941 3,1608 3,2872 3,2229 2,9621 2,5473 2,0454 1,5273 1,0661 0,7309 0,5651 0,5648 0,6872 0,8959 1,1974 1,6184 2,1382 2,6607 3,0652 3,2689 3,2382 2,9831 2,5568 2,0464 1,5578 1,1967 1,0302 1,0463 1,1505 1,2148 1,1537 0,9686 0,7302 0,5429 0,5161 0,7219 1,1418 1,6585 2,1237 2,4620 2,7113 2,9474 3,1903 3,3984 3,5268 3,5532 3,4575 3,2185 2,8474 2,4029 1,9512 1,5374 1,2059 1,0081 0,9730 1,1031 1,3965 1,8326 2,3282 2,7324 2,8947 2,7614 2,4050 1,9620 1,5523 1,2362 1,0037 0,7955 0,5650 0,3332 0,1685 0,1153 0,1662 0,2922 0,4714 0,6965 0,9572 1,2022 1,3292 1,2464 0,9434 0,4933 -0,0060 -0,4896 -0,9229 -1,2499 -1,3828 -1,2574 -0,8778 -0,3091 0,3581 1,0433 1,6921 2,2714 2,7469 3,0643 3,1732 3,0804 2,8582 2,5880 2,3131 2,0387 1,7619 1,5070 1,3417 1,3476 1,5731 1,9998 2,5419 3,0928 3,5791 3,9743 4,2782 4,4755 4,5077 4,3042 3,8463 3,1849 2,4036 1,5984 0,8796 0,3449 0,0323 -0,0859 -0,0697 0,0331 0,2223 0,5319 0,9646 1,4528 1,8927 2,2033 2,3505 2,3352 2,1838 1,9525 1,7185 1,5518 1,4713 1,4183 1,2960 1,0620 0,7750 0,5429 0,4430 0,4968 0,6838 0,9381 1,1373 1,1446 0,8907 0,4092 -0,1897 -0,7608 -1,1811 -1,4087 -1,4856 -1,4881 -1,4782 -1,4678 -1,4009 -1,1847 -0,7567 -0,1366 0,5830 1,2893 1,8844 2,2909 2,4757 2,4878 2,4414 2,4421 2,5390 2,7381 3,0158 3,3157 3,5724 3,7456 3,8306 3,8615 3,9049 4,0258 4,2524 4,5592 4,8744 5,1239 5,2716 5,3126 5,2470 5,0825 4,8500 4,5967 4,3576 4,1394 3,9384 3,7689 3,6502 3,5678 3,4763 3,3499 3,2156 3,1305 3,1255 3,1686 3,1880 3,1422 3,0708 3,0710 3,2198 3,5219 3,9069 4,2611 4,4858 4,5410 4,4286 4,1466 3,6708 2,9765 2,0738 1,0248 -0,0590 -1,0473 -1,8518 -2,4600 -2,8999 -3,1806 -3,2732 -3,1398 -2,7710 -2,1997 -1,4991 -0,7722 -0,1177 0,4158 0,8352 1,1653 1,4245 1,6283 1,7864 1,8880 1,9123 1,8608 1,7630 1,6526 1,5588 1,5367 1,6694 2,0019 2,4865 3,0083 3,4352 3,6411 3,5341 3,1072 2,4558
F7    -1,3572 -1,6493 -1,8363 -1,9696 -2,0599 -2,0902 -2,0583 -1,9820 -1,8784 -1,7696 -1,7065 -1,7438 -1,8663 -1,9688 -1,9316 -1,6928 -1,2405 -0,5700 0,3081 1,3115 2,2595 2,9333 3,1880 3,0052 2,4564 1,6672 0,8114 0,0797 -0,3761 -0,4738 -0,2170 0,2877 0,8626 1,3406 1,6277 1,7204 1,6771 1,5611 1,3996 1,1932 0,9494 0,6955 0,4638 0,2713 0,1262 0,0439 0,0284 0,0489 0,0625 0,0577 0,0538 0,0581 0,0427 -0,0163 -0,0836 -0,0873 -0,0193 0,0334 -0,0097 -0,1306 -0,2471 -0,2961 -0,2557 -0,1263 0,0788 0,3422 0,6583 1,0261 1,4273 1,8140 2,1186 2,2859 2,3132 2,2557 2,1800 2,1178 2,0513 1,9222 1,6633 1,2583 0,7885 0,4116 0,2782 0,4555 0,9108 1,5406 2,1992 2,7228 2,9687 2,8688 2,4737 1,9475 1,4864 1,2032 1,0800 1,0261 0,9714 0,9171 0,9015 0,9312 0,9690 0,9801 0,9512 0,8726 0,7336 0,5405 0,3237 0,1239 -0,0259 -0,1161 -0,1683 -0,2201 -0,2925 -0,3648 -0,3894 -0,3425 -0,2554 -0,1902 -0,2026 -0,3342 -0,6101 -1,0218 -1,5267 -2,0653 -2,5665 -2,9542 -3,1721 -3,1926 -3,0066 -2,6328 -2,1390 -1,6265 -1,1829 -0,8445 -0,6032 -0,4455 -0,3636 -0,3167 -0,2316 -0,0716 0,1287 0,3097 0,4348 0,4958 0,5098 0,5213 0,5845 0,7426 1,0279 1,4448 1,9234 2,3232 2,5245 2,5095 2,3600 2,2066 2,1614 2,2536 2,4127 2,5104 2,4334 2,1471 1,7200 1,3019 1,0767 1,1968 1,7049 2,4930 3,3556 4,1037 4,6450 4,9753 5,1073 5,0266 4,7252 4,2596 3,7502 3,3208 3,0348 2,8841 2,8297 2,8450 2,9172 3,0237 3,1136 3,1153 2,9680 2,6560 2,2197 1,7342 1,2861 0,9624 0,8169 0,8297 0,9112 0,9522 0,8787 0,6776 0,3941 0,0995 -0,1529 -0,3487 -0,4863 -0,5277 -0,3812 0,0498 0,7820 1,7072 2,6328 3,3690 3,7842 3,8301 3,5643 3,1353 2,6993 2,3260 1,9842 1,6194 1,2184 0,8011 0,3935 0,0185 -0,3113 -0,5870 -0,7802 -0,8490 -0,7824 -0,6229 -0,4354 -0,2752 -0,1784 -0,1546 -0,1865 -0,2546 -0,3543 -0,4840 -0,6217 -0,7305 -0,7977 -0,8528 -0,9134 -0,9359 -0,8616 -0,6931 -0,5038 -0,3869 -0,3882 -0,4696 -0,5447 -0,5491 -0,4776 -0,3752 -0,3118 -0,3505 -0,5090 -0,7308 -0,8949 -0,8870 -0,6874 -0,3905 -0,1403 -0,0440 -0,1154 -0,2655 -0,3451 -0,2268 0,1336 0,6924 1,3454 1,9612 2,4288 2,6945 2,7645 2,6900 2,5420 2,3754 2,2081 2,0291 1,8212 1,5885 1,3669 1,1897 1,0383 0,8517 0,5950 0,3053 0,0588 -0,0908 -0,1348 -0,0907 0,0147 0,1480 0,2797 0,3991 0,5185 0,6578 0,8135 0,9444 0,9887 0,8955 0,6395 0,2185 -0,3532 -1,0409 -1,7658 -2,3884 -2,7429 -2,7254 -2,3638 -1,7867 -1,1225 -0,4410 0,2223 0,8339 1,3643 1,7857 2,0541 2,1138 1,9316 1,5245 0,9480 0,2609 -0,4899 -1,2498 -1,9455 -2,5049 -2,8878 -3,0983 -3,1673 -3,1152 -2,9390 -2,6447 -2,2758 -1,8930 -1,5356 -1,2142 -0,9318 -0,6958 -0,5149 -0,3908 -0,3112 -0,2544 -0,2095 -0,1854 -0,1975 -0,2512 -0,3216 -0,3327 -0,1823 0,1826 0,7156 1,2998 1,8169 2,1850 2,3504 2,2779 1,9605 1,4513 0,8749 0,3795 0,0673 -0,0357 0,0236 0,1455 0,2302 0,2428 0,2307 0,2726 0,4068 0,6143 0,8519 1,0704 1,2104 1,2196 1,0780 0,7895 0,3714 -0,1326 -0,6450 -1,0667 -1,2948 -1,2467 -0,9005 -0,3262 0,3268 0,8796 1,1881 1,2055 1,0072 0,7458 0,5595 0,5034 0,5522 0,6470 0,7375 0,8023 0,8414 0,8532 0,8259 0,7403 0,5690 0,2950 -0,0624 -0,4391 -0,7375 -0,8473 -0,6807 -0,2073 0,5238 1,3893 2,2320 2,9141 3,3472 3,4837 3,2986 2,7985 2,0459 1,1549 0,2583 -0,5256 -1,1158 -1,4761 -1,6050 -1,5331 -1,3279 -1,0658 -0,7809 -0,4590 -0,0782 0,3654 0,8568 1,3556 1,7975 2,1100 2,2294 2,1228 1,8155 1,3921 0,9673 0,6434 0,4670 0,4189 0,4655 0,6125 0,8785 1,2237 1,5469 1,7593 1,8505 1,8945 2,0018 2,2502 2,6310 3,0394 3,3176 3,3407 3,0976 2,7013 2,3123 2,0374 1,8867 1,8169 1,7997 1,8385 1,9289 2,0227 2,0443 1,9484 1,7572 1,5271 1,2872 1,0279 0,7418 0,4527 0,2045 0,0361 -0,0259 0,0391 0,2560 0,6485 1,1985 1,7978 2,2816 2,5381 2,5599 2,3836 2,0276 1,4946 0,7888 -0,0809 -1,0780 -2,0900 -2,9252 -3,3904 -3,3925 -2,9754 -2,2740 -1,4442 -0,6331 0,0268 0,4359 0,5445 0,3617 -0,0372 -0,5243 -0,9646 -1,2594 -1,3631 -1,2744 -1,0249 -0,6808 -0,3419 -0,1034 0,0082 0,0566 0,1453 0,3468 0,6723 1,0878 1,5469 2,0181 2,4893 2,9483 3,3562 3,6390 3,7058 3,4979 3,0355 2,4100 1,7313 1,0998 0,6096 0,3416 0,3449 0,6179 1,0948 1,6525 2,1545 2,5205 2,7653 2,9698 3,2162 3,5435 3,9372 4,3414 4,6791 4,8757 4,8900 4,7281 4,4238 4,0180 3,5416 2,9997 2,3861 1,7250 1,0825 0,5374 0,1533 -0,0308 -0,0182 0,1362 0,3481 0,5360 0,6364 0,6084 0,4375 0,1402 -0,2422 -0,6535 -1,0337 -1,3437 -1,5847 -1,7807 -1,9315 -1,9971 -1,9331 -1,7306 -1,4202 -1,0576 -0,7118 -0,4516 -0,3193 -0,3064 -0,3596 -0,4224 -0,4692 -0,4872 -0,4400 -0,2784 0,0107 0,3927 0,8217 1,2651 1,6930 2,0652 2,3430 2,5111 2,5758 2,5497 2,4588
