Fp1   -2,5346 -3,1022 -3,5498 -3,8475 -3,9827 -3,9547 -3,7808 -3,4992 -3,1494 -2,7519 -2,3089 -1,8195 -1,2956 -0,7673 -0,2795 0,1137 0,3624 0,4466 0,3974 0,2863 0,1925 0,1786 0,2807 0,5033 0,8252 1,2173 1,6529 2,1057 2,5478 2,9529 3,3008 3,5792 3,7827 3,9086 3,9481 3,8816 3,6903 3,3746 2,9549 2,4553 1,8992 1,3146 0,7264 0,1412 -0,4568 -1,0910 -1,7641 -2,4407 -3,0635 -3,5811 -3,9561 -4,1663 -4,2178 -4,1479 -4,0055 -3,8300 -3,6460 -3,4726 -3,3224 -3,1870 -3,0379 -2,8530 -2,6336 -2,3878 -2,1136 -1,8015 -1,4435 -1,0321 -0,5626 -0,0473 0,4719 0,9387 1,3145 1,5848 1,7401 1,7712 1,6854 1,5147 1,3051 1,0927 0,8868 0,6742 0,4381 0,1725 -0,1140 -0,4068 -0,7051 -1,0272 -1,3837 -1,7567 -2,1110 -2,4134 -2,6377 -2,7670 -2,8031 -2,7690 -2,6843 -2,5475 -2,3604 -2,1668 -2,0520 -2,0989 -2,3355 -2,7157 -3,1479 -3,5417 -3,8293 -3,9753 -3,9877 -3,9108 -3,7936 -3,6589 -3,5001 -3,2961 -3,0225 -2,6578 -2,1965 -1,6656 -1,1278 -0,6648 -0,3462 -0,2050 -0,2294 -0,3790 -0,6122 -0,8958 -1,1936 -1,4557 -1,6213 -1,6316 -1,4589 -1,1339 -0,7408 -0,3791 -0,1232 0,0023 0,0190 -0,0338 -0,1273 -0,2519 -0,4055 -0,5759 -0,7371 -0,8644 -0,9465 -0,9786 -0,9520 -0,8593 -0,7093 -0,5390 -0,4082 -0,3722 -0,4521 -0,6247 -0,8305 -0,9962 -1,0582 -0,9795 -0,7638 -0,4636 -0,1633 0,0568 0,1442 0,0777 -0,1252 -0,4043 -0,6848 -0,9240 -1,1305 -1,3513 -1,6444 -2,0498 -2,5755 -3,1980 -3,8722 -4,5467 -5,1744 -5,7154 -6,1479 -6,4837 -6,7591 -7,0036 -7,2183 -7,3801 -7,4613 -7,4526 -7,3698 -7,2366 -7,0606 -6,8341 -6,5523 -6,2252 -5,8716 -5,5028 -5,1173 -4,7159 -4,3146 -3,9363 -3,5962 -3,3041 -3,0716 -2,9113 -2,8352 -2,8544 -2,9709 -3,1641 -3,3891 -3,5984 -3,7644 -3,8877 -3,9907 -4,1010 -4,2388 -4,4123 -4,6163 -4,8356 -5,0557 -5,2666 -5,4603 -5,6352 -5,7991 -5,9581 -6,1018 -6,2004 -6,2208 -6,1462 -5,9841 -5,7633 -5,5233 -5,3024 -5,1289 -5,0199 -4,9839 -5,0140 -5,0774 -5,1208 -5,0995 -5,0099 -4,8904 -4,7833 -4,7021 -4,6311 -4,5362 -4,3792 -4,1465 -3,8669 -3,5956 -3,3800 -3,2449 -3,2004 -3,2526 -3,4061 -3,6576 -3,9829 -4,3263 -4,6078 -4,7470 -4,6944 -4,4552 -4,0913 -3,6938 -3,3426 -3,0875 -2,9563 -2,9616 -3,0973 -3,3276 -3,5822 -3,7755 -3,8481 -3,7883 -3,6195 -3,3784 -3,1048 -2,8239 -2,5325 -2,2162 -1,8759 -1,5367 -1,2455 -1,0619 -1,0361 -1,1842 -1,4825 -1,8769 -2,2992 -2,6859 -2,9913 -3,1980 -3,3216 -3,3909 -3,4244 -3,4390 -3,4690 -3,5554 -3,7075 -3,8788 -3,9922 -3,9884 -3,8510 -3,5997 -3,2762 -2,9332 -2,6238 -2,3874 -2,2312 -2,1319 -2,0671 -2,0399 -2,0652 -2,1419 -2,2461 -2,3446 -2,4078 -2,4130 -2,3511 -2,2391 -2,1190 -2,0309 -1,9883 -1,9749 -1,9600 -1,9234 -1,8748 -1,8490 -1,8784 -1,9702 -2,1015 -2,2233 -2,2723 -2,1942 -1,9667 -1,6032 -1,1412 -0,6330 -0,1408 0,2768 0,5836 0,7720 0,8566 0,8689 0,8471 0,8250 0,8308 0,8916 1,0222 1,2049 1,3906 1,5276 1,5878 1,5742 1,5184 1,4705 1,4811 1,5837 1,7798 2,0327 2,2827 2,4873 2,6497 2,8069 2,9866 3,1805 3,3532 3,4675 3,4966 3,4230 3,2404 2,9690 2,6638 2,4004 2,2454 2,2276 2,3253 2,4855 2,6631 2,8436 3,0286 3,2086 3,3541 3,4275 3,4067 3,3050 3,1645 3,0245 2,8984 2,7751 2,6329 2,4535 2,2379 2,0133 1,8180 1,6725 1,5656 1,4669 1,3459 1,1871 1,0005 0,8207 0,6925 0,6542 0,7146 0,8344 0,9410 0,9742 0,9185 0,7990 0,6558 0,5235 0,4214 0,3600 0,3531 0,4128 0,5273 0,6540 0,7437 0,7766 0,7725 0,7648 0,7705 0,7866 0,8002 0,8006 0,7907 0,7941 0,8504 0,9981 1,2477 1,5678 1,8952 2,1547 2,2804 2,2367 2,0283 1,6890 1,2608 0,7781 0,2614 -0,2806 -0,8348 -1,3720 -1,8534 -2,2389 -2,4865 -2,5577 -2,4317 -2,1258 -1,7086 -1,2783 -0,9131 -0,6464 -0,4797 -0,3977 -0,3699 -0,3498 -0,2881 -0,1500 0,0774 0,3916 0,7786 1,2054 1,6191 1,9630 2,1981 2,3131 2,3212 2,2495 2,1300 1,9885 1,8383 1,6903 1,5688 1,5060 1,5172 1,5782 1,6360 1,6506 1,6221 1,5742 1,5252 1,4816 1,4446 1,4061 1,3439 1,2295 1,0411 0,7728 0,4462 0,1074 -0,1964 -0,4426 -0,6409 -0,8162 -0,9823 -1,1332 -1,2543 -1,3441 -1,4187 -1,4913 -1,5595 -1,6219 -1,6951 -1,8009 -1,9363 -2,0622 -2,1267 -2,0992 -1,9811 -1,7892 -1,5389 -1,2399 -0,8962 -0,5101 -0,0921 0,3359 0,7429 1,0915 1,3477 1,4978 1,5540 1,5491 1,5254 1,5253 1,5832 1,7091 1,8706 2,0109 2,1038 2,1802 2,2992 2,4981 2,7622 3,0229 3,1872 3,1854 3,0146 2,7476 2,4922 2,3246 2,2507 2,2179 2,1607 2,0381 1,8402 1,5772 1,2633 0,9025 0,4811 -0,0279 -0,6477 -1,3814 -2,2134 -3,1102 -4,0078 -4,8208 -5,4833 -5,9738 -6,3001 -6,4773 -6,5241 -6,4694 -6,3528 -6,2191 -6,1066 -6,0291 -5,9698 -5,8979 -5,7907 -5,6444 -5,4730 -5,3054 -5,1819 -5,1416 -5,2099 -5,4024 -5,7301 -6,1802 -6,6947 -7,1826 -7,5588 -7,7742 -7,8190 -7,7050 -7,4541 -7,0915 -6,6416 -6,1372 -5,6299 -5,1808 -4,8369 -4,6130 -4,4874 -4,4176 -4,3632 -4,2995 -4,2190 -4,1346 -4,0830 -4,1056 -4,2068
Fz    -1,8006 -2,2859 -2,7568 -3,1628 -3,4447 -3,5519 -3,4667 -3,2053 -2,7976 -2,2745 -1,6657 -0,9979 -0,2940 0,4119 1,0525 1,5352 1,7864 1,7967 1,6286 1,3860 1,1676 1,0325 0,9922 1,0299 1,1275 1,2713 1,4388 1,5986 1,7267 1,8134 1,8550 1,8528 1,8259 1,8069 1,8126 1,8254 1,8086 1,7256 1,5471 1,2602 0,8842 0,4708 0,0749 -0,2803 -0,6140 -0,9700 -1,3747 -1,8089 -2,2239 -2,5698 -2,8035 -2,8985 -2,8661 -2,7565 -2,6312 -2,5318 -2,4663 -2,4208 -2,3757 -2,3198 -2,2634 -2,2435 -2,2960 -2,4106 -2,5204 -2,5344 -2,3839 -2,0527 -1,5820 -1,0518 -0,5455 -0,1157 0,2281 0,4989 0,7022 0,8294 0,8719 0,8277 0,6969 0,4757 0,1559 -0,2554 -0,7151 -1,1580 -1,5330 -1,8268 -2,0701 -2,3253 -2,6418 -3,0156 -3,3917 -3,6962 -3,8658 -3,8636 -3,6946 -3,4051 -3,0493 -2,6600 -2,2668 -1,9236 -1,7007 -1,6557 -1,7983 -2,0652 -2,3453 -2,5417 -2,6069 -2,5419 -2,3883 -2,2104 -2,0604 -1,9498 -1,8496 -1,7130 -1,4981 -1,1830 -0,7777 -0,3307 0,0792 0,3710 0,4953 0,4577 0,3091 0,1048 -0,1284 -0,3782 -0,6136 -0,7796 -0,8114 -0,6540 -0,2976 0,1983 0,7325 1,2090 1,5631 1,7710 1,8474 1,8193 1,6994 1,4859 1,1890 0,8493 0,5229 0,2531 0,0590 -0,0591 -0,1063 -0,0900 -0,0304 0,0326 0,0495 -0,0187 -0,1888 -0,4483 -0,7393 -0,9576 -0,9920 -0,7792 -0,3386 0,2289 0,7836 1,2047 1,4172 1,3918 1,1529 0,7810 0,3802 0,0241 -0,2708 -0,5335 -0,8087 -1,1323 -1,5164 -1,9471 -2,3944 -2,8289 -3,2274 -3,5686 -3,8322 -4,0083 -4,1051 -4,1463 -4,1641 -4,1925 -4,2592 -4,3787 -4,5441 -4,7209 -4,8534 -4,8870 -4,7871 -4,5495 -4,1971 -3,7711 -3,3224 -2,9049 -2,5582 -2,2935 -2,1031 -1,9796 -1,9195 -1,9102 -1,9335 -1,9875 -2,0918 -2,2577 -2,4632 -2,6614 -2,8012 -2,8454 -2,7855 -2,6468 -2,4767 -2,3239 -2,2215 -2,1773 -2,1797 -2,2108 -2,2598 -2,3342 -2,4593 -2,6621 -2,9462 -3,2749 -3,5856 -3,8215 -3,9469 -3,9412 -3,7961 -3,5262 -3,1758 -2,8074 -2,4841 -2,2457 -2,0952 -2,0072 -1,9553 -1,9444 -2,0108 -2,1827 -2,4505 -2,7752 -3,0963 -3,3406 -3,4550 -3,4338 -3,3098 -3,1309 -2,9455 -2,7858 -2,6593 -2,5652 -2,5187 -2,5438 -2,6453 -2,7935 -2,9375 -3,0298 -3,0479 -3,0039 -2,9332 -2,8696 -2,8359 -2,8541 -2,9465 -3,1191 -3,3476 -3,5804 -3,7595 -3,8466 -3,8323 -3,7258 -3,5487 -3,3301 -3,0816 -2,7813 -2,3971 -1,9202 -1,3809 -0,8542 -0,4465 -0,2548 -0,3266 -0,6506 -1,1626 -1,7610 -2,3323 -2,7818 -3,0623 -3,1822 -3,1778 -3,0914 -2,9813 -2,9265 -2,9956 -3,2022 -3,4896 -3,7625 -3,9398 -3,9886 -3,9153 -3,7415 -3,4915 -3,1960 -2,8897 -2,5916 -2,3009 -2,0252 -1,7974 -1,6592 -1,6371 -1,7302 -1,9088 -2,1220 -2,3081 -2,4144 -2,4261 -2,3759 -2,3204 -2,3062 -2,3457 -2,4102 -2,4518 -2,4452 -2,4113 -2,4020 -2,4666 -2,6253 -2,8483 -3,0572 -3,1606 -3,0965 -2,8519 -2,4635 -2,0131 -1,6064 -1,3275 -1,2033 -1,2087 -1,2964 -1,4139 -1,5075 -1,5252 -1,4266 -1,1949 -0,8520 -0,4680 -0,1391 0,0645 0,1358 0,1225 0,0962 0,1253 0,2543 0,4882 0,7850 1,0672 1,2576 1,3270 1,3157 1,2976 1,3163 1,3621 1,4038 1,4179 1,3843 1,2701 1,0393 0,6902 0,2791 -0,1019 -0,3662 -0,4635 -0,4003 -0,2325 -0,0181 0,2252 0,5092 0,8320 1,1567 1,4281 1,6060 1,6840 1,6787 1,6064 1,4763 1,3051 1,1224 0,9592 0,8346 0,7556 0,7244 0,7317 0,7462 0,7239 0,6348 0,4834 0,3078 0,1630 0,1058 0,1767 0,3729 0,6354 0,8789 1,0367 1,0797 1,0032 0,8146 0,5358 0,2128 -0,0865 -0,2903 -0,3609 -0,3294 -0,2852 -0,3120 -0,4291 -0,5916 -0,7349 -0,8106 -0,8040 -0,7376 -0,6479 -0,5547 -0,4622 -0,3704 -0,2717 -0,1520 -0,0039 0,1586 0,2949 0,3525 0,2945 0,1192 -0,1396 -0,4276 -0,7074 -0,9954 -1,3466 -1,7957 -2,3275 -2,8919 -3,4158 -3,8092 -3,9888 -3,9190 -3,6382 -3,2517 -2,8808 -2,5968 -2,4005 -2,2597 -2,1518 -2,0709 -2,0098 -1,9430 -1,8319 -1,6451 -1,3662 -0,9968 -0,5691 -0,1482 0,1965 0,4218 0,5157 0,4879 0,3708 0,2144 0,0628 -0,0603 -0,1379 -0,1490 -0,0800 0,0595 0,2302 0,3769 0,4651 0,5025 0,5228 0,5545 0,6049 0,6603 0,6990 0,7064 0,6859 0,6569 0,6368 0,6280 0,6228 0,6078 0,5590 0,4443 0,2421 -0,0415 -0,3724 -0,7045 -1,0068 -1,2736 -1,5103 -1,7210 -1,9160 -2,1126 -2,3181 -2,5147 -2,6620 -2,7174 -2,6620 -2,5143 -2,3142 -2,0926 -1,8568 -1,6014 -1,3284 -1,0545 -0,8053 -0,6125 -0,5086 -0,5097 -0,6028 -0,7505 -0,9070 -1,0328 -1,1033 -1,1136 -1,0835 -1,0591 -1,0820 -1,1340 -1,1256 -0,9540 -0,5735 -0,0273 0,5645 1,0438 1,2770 1,2217 0,9494 0,5886 0,2423 -0,0474 -0,2796 -0,4620 -0,5968 -0,6876 -0,7539 -0,8342 -0,9791 -1,2372 -1,6382 -2,1820 -2,8464 -3,6023 -4,4080 -5,1873 -5,8424 -6,3060 -6,5652 -6,6338 -6,5251 -6,2680 -5,9301 -5,5986 -5,3373 -5,1640 -5,0526 -4,9502 -4,8007 -4,5722 -4,2730 -3,9496 -3,6700 -3,5026 -3,4829 -3,5987 -3,8242 -4,1529 -4,5785 -5,0615 -5,5391 -5,9564 -6,2759 -6,4662 -6,5027 -6,3757 -6,0875 -5,6491 -5,1002 -4,5270 -4,0458 -3,7552 -3,6884 -3,7943 -3,9658 -4,0906 -4,0975 -3,9790 -3,7959 -3,6602 -3,6801 -3,8832
F3    -0,7165 -1,0233 -1,3844 -1,7800 -2,1738 -2,5064 -2,7219 -2,7872 -2,6841 -2,4073 -1,9750 -1,4233 -0,7905 -0,1197 0,5216 1,0421 1,3678 1,4817 1,4239 1,2635 1,0682 0,8817 0,7255 0,6275 0,6349 0,7793 1,0418 1,3665 1,6950 1,9738 2,1545 2,2140 2,1742 2,0867 1,9892 1,8829 1,7446 1,5475 1,2781 0,9434 0,5650 0,1707 -0,2131 -0,5722 -0,9146 -1,2689 -1,6612 -2,0901 -2,5229 -2,9089 -3,1955 -3,3454 -3,3520 -3,2412 -3,0611 -2,8661 -2,7000 -2,5826 -2,5065 -2,4517 -2,4145 -2,4203 -2,4930 -2,6099 -2,6981 -2,6700 -2,4615 -2,0632 -1,5354 -0,9812 -0,4921 -0,1126 0,1514 0,3089 0,3717 0,3534 0,2659 0,1233 -0,0507 -0,2293 -0,3964 -0,5480 -0,6835 -0,8073 -0,9435 -1,1271 -1,3745 -1,6715 -1,9888 -2,2974 -2,5724 -2,7888 -2,9201 -2,9427 -2,8519 -2,6674 -2,4085 -2,0793 -1,7004 -1,3421 -1,1043 -1,0619 -1,2240 -1,5286 -1,8796 -2,1947 -2,4227 -2,5412 -2,5617 -2,5296 -2,4969 -2,4825 -2,4542 -2,3477 -2,1055 -1,7124 -1,2091 -0,6769 -0,2053 0,1358 0,3095 0,3170 0,1907 -0,0335 -0,3324 -0,6712 -0,9814 -1,1810 -1,2005 -0,9880 -0,5319 0,1104 0,8277 1,4998 2,0213 2,3209 2,3886 2,2734 2,0356 1,7093 1,3202 0,9176 0,5657 0,3137 0,1833 0,1682 0,2374 0,3450 0,4420 0,4860 0,4512 0,3376 0,1711 -0,0077 -0,1472 -0,1861 -0,0683 0,2288 0,6698 1,1566 1,5692 1,8257 1,9014 1,8039 1,5612 1,2336 0,9068 0,6498 0,4784 0,3520 0,1984 -0,0469 -0,4037 -0,8420 -1,3100 -1,7702 -2,2079 -2,6129 -2,9659 -3,2485 -3,4597 -3,6150 -3,7363 -3,8408 -3,9320 -4,0032 -4,0456 -4,0494 -4,0050 -3,9079 -3,7609 -3,5716 -3,3466 -3,0864 -2,7874 -2,4453 -2,0550 -1,6176 -1,1552 -0,7152 -0,3522 -0,1081 -0,0127 -0,0897 -0,3498 -0,7671 -1,2658 -1,7401 -2,0947 -2,2785 -2,2966 -2,1950 -2,0266 -1,8324 -1,6498 -1,5181 -1,4675 -1,5103 -1,6353 -1,8046 -1,9638 -2,0719 -2,1224 -2,1325 -2,1194 -2,0892 -2,0352 -1,9375 -1,7760 -1,5578 -1,3248 -1,1289 -1,0015 -0,9382 -0,9103 -0,8912 -0,8718 -0,8688 -0,9203 -1,0588 -1,2872 -1,5771 -1,8681 -2,0715 -2,1087 -1,9603 -1,6801 -1,3674 -1,1213 -0,9885 -0,9423 -0,9252 -0,9132 -0,9312 -1,0116 -1,1506 -1,3010 -1,4020 -1,4163 -1,3471 -1,2317 -1,1177 -1,0388 -1,0097 -1,0361 -1,1181 -1,2436 -1,3873 -1,5226 -1,6307 -1,6981 -1,7093 -1,6502 -1,5172 -1,3080 -1,0113 -0,6225 -0,1665 0,3002 0,7039 0,9730 1,0575 0,9397 0,6355 0,1965 -0,2943 -0,7428 -1,0753 -1,2704 -1,3587 -1,3823 -1,3705 -1,3591 -1,4038 -1,5492 -1,7897 -2,0723 -2,3256 -2,4881 -2,5296 -2,4585 -2,3088 -2,1272 -1,9614 -1,8364 -1,7285 -1,5909 -1,4176 -1,2593 -1,1699 -1,1626 -1,2094 -1,2586 -1,2587 -1,1803 -1,0313 -0,8600 -0,7384 -0,7252 -0,8321 -1,0184 -1,2099 -1,3321 -1,3424 -1,2397 -1,0505 -0,8119 -0,5702 -0,3699 -0,2282 -0,1269 -0,0246 0,1198 0,3180 0,5377 0,7210 0,8206 0,8217 0,7423 0,6225 0,5107 0,4550 0,4987 0,6671 0,9540 1,3158 1,6724 1,9311 2,0359 2,0044 1,9133 1,8498 1,8757 2,0196 2,2822 2,6348 3,0106 3,3196 3,5004 3,5629 3,5665 3,5540 3,5223 3,4477 3,3093 3,0901 2,7803 2,3945 1,9872 1,6500 1,4778 1,5259 1,7847 2,1772 2,5894 2,9320 3,1819 3,3619 3,4925 3,5733 3,5962 3,5650 3,5038 3,4418 3,3851 3,3086 3,1843 3,0084 2,8009 2,5880 2,3898 2,2155 2,0573 1,8985 1,7368 1,5937 1,5040 1,4998 1,5969 1,7929 2,0764 2,4242 2,7821 3,0692 3,2119 3,1736 2,9555 2,5835 2,1035 1,5919 1,1589 0,9106 0,8857 1,0230 1,1995 1,3134 1,3437 1,3358 1,3468 1,4122 1,5383 1,7019 1,8684 2,0178 2,1456 2,2520 2,3431 2,4367 2,5560 2,7045 2,8466 2,9239 2,8948 2,7516 2,5108 2,2023 1,8528 1,4576 0,9835 0,4131 -0,2291 -0,8850 -1,4717 -1,8873 -2,0395 -1,8893 -1,4823 -0,9454 -0,4333 -0,0482 0,1912 0,3103 0,3348 0,2876 0,2099 0,1696 0,2398 0,4649 0,8494 1,3578 1,9098 2,3985 2,7439 2,9305 2,9870 2,9498 2,8587 2,7603 2,6883 2,6523 2,6511 2,6843 2,7496 2,8337 2,9026 2,9070 2,8130 2,6217 2,3619 2,0803 1,8226 1,6154 1,4713 1,4029 1,4174 1,4987 1,6045 1,6923 1,7494 1,7869 1,8002 1,7482 1,5860 1,3111 0,9728 0,6412 0,3620 0,1340 -0,0714 -0,2769 -0,4904 -0,7082 -0,9141 -1,0780 -1,1620 -1,1348 -0,9905 -0,7528 -0,4524 -0,1068 0,2781 0,6990 1,1487 1,6065 2,0300 2,3566 2,5264 2,5223 2,3888 2,2084 2,0614 2,0028 2,0555 2,2070 2,4086 2,5855 2,6711 2,6626 2,6386 2,7074 2,9347 3,3068 3,7340 4,0890 4,2719 4,2666 4,1387 3,9695 3,7955 3,6012 3,3539 3,0412 2,6893 2,3472 2,0561 1,8254 1,6214 1,3750 1,0141 0,4998 -0,1674 -0,9640 -1,8441 -2,7214 -3,4796 -4,0291 -4,3407 -4,4199 -4,2781 -3,9485 -3,5088 -3,0636 -2,7003 -2,4565 -2,3119 -2,2046 -2,0620 -1,8386 -1,5393 -1,2134 -0,9346 -0,7842 -0,8195 -1,0375 -1,3854 -1,8078 -2,2666 -2,7276 -3,1532 -3,5094 -3,7618 -3,8696 -3,8028 -3,5683 -3,2076 -2,7704 -2,3019 -1,8545 -1,5035 -1,3301 -1,3628 -1,5340 -1,7074 -1,7530 -1,6088 -1,3008 -0,9287 -0,6312 -0,5281 -0,6498
F7    -0,6656 -1,1174 -1,5408 -1,9050 -2,1743 -2,3134 -2,3121 -2,1874 -1,9612 -1,6476 -1,2605 -0,8179 -0,3408 0,1414 0,5791 0,9012 1,0425 0,9830 0,7662 0,4809 0,2217 0,0536 0,0008 0,0618 0,2299 0,4932 0,8186 1,1538 1,4479 1,6661 1,7928 1,8365 1,8296 1,8122 1,8013 1,7795 1,7159 1,5897 1,3948 1,1340 0,8209 0,4824 0,1470 -0,1749 -0,4983 -0,8525 -1,2530 -1,6782 -2,0777 -2,4000 -2,6076 -2,6822 -2,6327 -2,4943 -2,3143 -2,1342 -1,9786 -1,8528 -1,7497 -1,6622 -1,5967 -1,5764 -1,6198 -1,7080 -1,7821 -1,7713 -1,6256 -1,3323 -0,9167 -0,4328 0,0544 0,4907 0,8455 1,1040 1,2555 1,2981 1,2461 1,1279 0,9747 0,8050 0,6167 0,4020 0,1685 -0,0625 -0,2752 -0,4682 -0,6547 -0,8580 -1,0966 -1,3638 -1,6247 -1,8282 -1,9239 -1,8832 -1,7175 -1,4748 -1,2011 -0,9120 -0,6161 -0,3525 -0,1888 -0,1863 -0,3613 -0,6687 -1,0251 -1,3520 -1,5978 -1,7400 -1,7919 -1,7960 -1,7936 -1,7953 -1,7788 -1,7062 -1,5408 -1,2605 -0,8754 -0,4395 -0,0397 0,2364 0,3343 0,2511 0,0331 -0,2549 -0,5604 -0,8447 -1,0650 -1,1701 -1,1073 -0,8383 -0,3711 0,2202 0,8220 1,3296 1,6745 1,8303 1,8127 1,6676 1,4444 1,1770 0,8899 0,6131 0,3764 0,1971 0,0817 0,0326 0,0484 0,1161 0,2063 0,2795 0,3028 0,2653 0,1798 0,0770 0,0061 0,0299 0,1970 0,5126 0,9287 1,3528 1,6778 1,8248 1,7641 1,5050 1,0912 0,6085 0,1650 -0,1633 -0,3712 -0,5170 -0,6812 -0,9222 -1,2531 -1,6457 -2,0517 -2,4301 -2,7592 -3,0315 -3,2485 -3,4231 -3,5757 -3,7189 -3,8509 -3,9629 -4,0459 -4,0991 -4,1302 -4,1395 -4,1100 -4,0199 -3,8607 -3,6414 -3,3778 -3,0811 -2,7569 -2,4095 -2,0423 -1,6586 -1,2722 -0,9178 -0,6402 -0,4737 -0,4353 -0,5333 -0,7647 -1,0988 -1,4750 -1,8253 -2,0996 -2,2743 -2,3512 -2,3502 -2,2954 -2,2117 -2,1301 -2,0859 -2,1046 -2,1942 -2,3495 -2,5608 -2,8171 -3,1047 -3,4030 -3,6769 -3,8793 -3,9649 -3,9053 -3,6965 -3,3629 -2,9585 -2,5549 -2,2190 -1,9941 -1,8881 -1,8730 -1,9047 -1,9498 -2,0069 -2,1004 -2,2489 -2,4425 -2,6508 -2,8289 -2,9201 -2,8801 -2,7075 -2,4451 -2,1589 -1,9129 -1,7447 -1,6521 -1,6144 -1,6258 -1,6999 -1,8427 -2,0298 -2,2118 -2,3396 -2,3916 -2,3795 -2,3272 -2,2495 -2,1574 -2,0780 -2,0528 -2,1108 -2,2464 -2,4196 -2,5762 -2,6752 -2,6976 -2,6374 -2,4973 -2,2885 -2,0134 -1,6535 -1,1901 -0,6341 -0,0376 0,5132 0,9202 1,1070 1,0421 0,7421 0,2660 -0,2971 -0,8483 -1,3051 -1,6277 -1,8263 -1,9328 -1,9764 -1,9921 -2,0312 -2,1381 -2,3148 -2,5162 -2,6771 -2,7447 -2,7007 -2,5656 -2,3844 -2,2087 -2,0813 -2,0201 -2,0029 -1,9853 -1,9489 -1,9196 -1,9341 -2,0016 -2,1016 -2,2024 -2,2787 -2,3150 -2,3043 -2,2535 -2,1830 -2,1143 -2,0558 -1,9964 -1,9093 -1,7698 -1,5757 -1,3519 -1,1378 -0,9764 -0,9045 -0,9330 -1,0290 -1,1271 -1,1576 -1,0734 -0,8697 -0,5930 -0,3249 -0,1436 -0,0877 -0,1481 -0,2852 -0,4463 -0,5738 -0,6145 -0,5312 -0,3131 0,0151 0,3877 0,7152 0,9263 1,0023 0,9773 0,9113 0,8615 0,8647 0,9342 1,0589 1,1994 1,3012 1,3344 1,3228 1,3230 1,3704 1,4546 1,5396 1,5914 1,5857 1,5052 1,3416 1,1112 0,8653 0,6738 0,5923 0,6383 0,7809 0,9581 1,1238 1,2786 1,4492 1,6431 1,8320 1,9679 2,0122 1,9570 1,8225 1,6342 1,4077 1,1560 0,8990 0,6648 0,4861 0,3915 0,3897 0,4503 0,5096 0,5039 0,4024 0,2199 0,0093 -0,1632 -0,2423 -0,1972 -0,0357 0,1878 0,3909 0,5068 0,5091 0,4029 0,2065 -0,0528 -0,3309 -0,5616 -0,6720 -0,6254 -0,4591 -0,2720 -0,1606 -0,1583 -0,2356 -0,3445 -0,4513 -0,5418 -0,6189 -0,6874 -0,7351 -0,7350 -0,6619 -0,5003 -0,2478 0,0822 0,4530 0,7991 1,0456 1,1449 1,0931 0,9171 0,6564 0,3442 -0,0146 -0,4399 -0,9407 -1,4910 -2,0386 -2,5170 -2,8512 -2,9766 -2,8669 -2,5559 -2,1374 -1,7277 -1,4076 -1,1990 -1,0890 -1,0561 -1,0741 -1,1047 -1,0978 -1,0084 -0,8125 -0,5098 -0,1226 0,2969 0,6756 0,9490 1,0883 1,1008 1,0156 0,8745 0,7252 0,6015 0,5128 0,4612 0,4577 0,5134 0,6167 0,7206 0,7591 0,6908 0,5247 0,3073 0,0950 -0,0682 -0,1647 -0,2010 -0,1957 -0,1708 -0,1528 -0,1678 -0,2243 -0,3038 -0,3797 -0,4488 -0,5394 -0,6835 -0,8808 -1,0925 -1,2654 -1,3657 -1,3941 -1,3737 -1,3367 -1,3224 -1,3668 -1,4799 -1,6303 -1,7535 -1,7815 -1,6779 -1,4534 -1,1477 -0,8002 -0,4353 -0,0659 0,2951 0,6275 0,9034 1,0906 1,1640 1,1228 0,9971 0,8329 0,6765 0,5728 0,5638 0,6758 0,8976 1,1698 1,4147 1,5966 1,7495 1,9436 2,2263 2,5823 2,9326 3,1690 3,2075 3,0359 2,7238 2,3749 2,0610 1,7919 1,5369 1,2693 0,9924 0,7313 0,5100 0,3329 0,1758 -0,0093 -0,2742 -0,6554 -1,1680 -1,8094 -2,5519 -3,3241 -4,0253 -4,5764 -4,9495 -5,1463 -5,1704 -5,0392 -4,8090 -4,5645 -4,3778 -4,2763 -4,2406 -4,2205 -4,1559 -3,9981 -3,7291 -3,3730 -2,9940 -2,6785 -2,4954 -2,4625 -2,5618 -2,7790 -3,1029 -3,5008 -3,9225 -4,3220 -4,6584 -4,8857 -4,9614 -4,8668 -4,6115 -4,2240 -3,7510 -3,2643 -2,8581 -2,6217 -2,5922 -2,7246 -2,9094 -3,0291 -3,0122 -2,8563 -2,6203 -2,4028 -2,3005 -2,3511
