Fp1   -1,5372 -1,2306 -0,8582 -0,4331 0,0139 0,4406 0,8076 1,0911 1,2870 1,4031 1,4519 1,4518 1,4265 1,3952 1,3636 1,3268 1,2798 1,2241 1,1656 1,1078 1,0526 1,0085 0,9879 0,9916 1,0007 0,9887 0,9372 0,8401 0,6971 0,5101 0,2880 0,0525 -0,1668 -0,3440 -0,4667 -0,5399 -0,5809 -0,6130 -0,6601 -0,7437 -0,8776 -1,0661 -1,3048 -1,5806 -1,8689 -2,1404 -2,3750 -2,5710 -2,7398 -2,8931 -3,0326 -3,1517 -3,2444 -3,3118 -3,3622 -3,4071 -3,4583 -3,5258 -3,6157 -3,7280 -3,8561 -3,9889 -4,1114 -4,2084 -4,2667 -4,2726 -4,2120 -4,0717 -3,8390 -3,5022 -3,0569 -2,5142 -1,9050 -1,2753 -0,6727 -0,1318 0,3310 0,7155 1,0317 1,2891 1,4889 1,6289 1,7089 1,7250 1,6687 1,5337 1,3187 1,0271 0,6706 0,2739 -0,1242 -0,4785 -0,7540 -0,9375 -1,0333 -1,0537 -1,0157 -0,9401 -0,8383 -0,7016 -0,5108 -0,2568 0,0493 0,3789 0,6947 0,9619 1,1546 1,2565 1,2572 1,1502 0,9348 0,6189 0,2154 -0,2653 -0,8117 -1,4010 -1,9919 -2,5290 -2,9529 -3,2107 -3,2639 -3,0956 -2,7147 -2,1523 -1,4552 -0,6753 0,1483 0,9992 1,8787 2,7894 3,7231 4,6603 5,5763 6,4442 7,2396 7,9487 8,5729 9,1219 9,6072 10,0416 10,4421 10,8276 11,2092 11,5835 11,9321 12,2291 12,4495 12,5755 12,5992 12,5215 12,3465 12,0776 11,7220 11,3007 10,8505 10,4132 10,0178 9,6700 9,3570 9,0609 8,7708 8,4830 8,1941 7,8990 7,5952 7,2848 6,9719 6,6594 6,3516 6,0616 5,8145 5,6405 5,5628 5,5831 5,6776 5,8118 5,9608 6,1197 6,3031 6,5336 6,8268 7,1800 7,5700 7,9595 8,3104 8,6016 8,8380 9,0429 9,2347 9,4097 9,5485 9,6351 9,6649 9,6381 9,5508 9,3950 9,1638 8,8584 8,4923 8,0918 7,6859 7,2934 6,9164 6,5453 6,1673 5,7729 5,3565 4,9180 4,4646 4,0099 3,5711 3,1654 2,8062 2,4998 2,2456 2,0408 1,8816 1,7594 1,6629 1,5886 1,5477 1,5555 1,6108 1,6857 1,7388 1,7380 1,6724 1,5507 1,3924 1,2199 1,0536 0,9081 0,7866 0,6749 0,5441 0,3693 0,1466 -0,1072 -0,3671 -0,6048 -0,7909 -0,9021 -0,9283 -0,8724 -0,7472 -0,5724 -0,3684 -0,1477 0,0868 0,3341 0,5858 0,8242 1,0306 1,1927 1,3019 1,3510 1,3399 1,2816 1,2043 1,1490 1,1584 1,2597 1,4544 1,7209 2,0243 2,3261 2,5980 2,8288 3,0185 3,1676 3,2776 3,3567 3,4165 3,4605 3,4788 3,4550 3,3769 3,2418 3,0564 2,8352 2,5980 2,3679 2,1673 2,0118 1,9006 1,8150 1,7308 1,6365 1,5372 1,4439 1,3662 1,3143 1,2981 1,3195 1,3675 1,4228 1,4679 1,4971 1,5243 1,5806 1,6989 1,9007 2,1902 2,5499 2,9432 3,3249 3,6524 3,8922 4,0276 4,0660 4,0361 3,9767 3,9224 3,8905 3,8763 3,8624 3,8315 3,7713 3,6739 3,5374 3,3706 3,1913 3,0237 2,8977 2,8444 2,8845 3,0197 3,2350 3,5061 3,8089 4,1205 4,4165 4,6717 4,8670 4,9899 5,0307 4,9810 4,8424 4,6375 4,4087 4,2036 4,0552 3,9723 3,9407 3,9307 3,9038 3,8226 3,6638 3,4268 3,1329 2,8175 2,5182 2,2602 2,0514 1,8905 1,7753 1,7019 1,6589 1,6260 1,5819 1,5172 1,4379 1,3547 1,2685 1,1703 1,0512 0,9096 0,7509 0,5891 0,4456 0,3391 0,2741 0,2418 0,2274 0,2115 0,1717 0,0897 -0,0423 -0,2214 -0,4380 -0,6756 -0,9127 -1,1283 -1,3077 -1,4412 -1,5222 -1,5476 -1,5199 -1,4440 -1,3237 -1,1589 -0,9518 -0,7179 -0,4868 -0,2878 -0,1348 -0,0287 0,0321 0,0500 0,0326 -0,0059 -0,0510 -0,0906 -0,1145 -0,1147 -0,0900 -0,0475 0,0038 0,0617 0,1318 0,2205 0,3331 0,4785 0,6706 0,9204 1,2245 1,5595 1,8906 2,1864 2,4271 2,5993 2,6864 2,6696 2,5372 2,2953 1,9696 1,5945 1,2000 0,8098 0,4478 0,1405 -0,0866 -0,2122 -0,2218 -0,1119 0,1051 0,4002 0,7350 1,0778 1,4159 1,7510 2,0823 2,3953 2,6671 2,8781 3,0175 3,0800 3,0630 2,9698 2,8149 2,6210 2,4082 2,1825 1,9310 1,6316 1,2733 0,8682 0,4480 0,0582 -0,2511 -0,4429 -0,5121 -0,4846 -0,4009 -0,2961 -0,1883 -0,0778 0,0439 0,1837 0,3417 0,5145 0,7000 0,8940 1,0870 1,2678 1,4312 1,5820 1,7301 1,8791 2,0200 2,1353 2,2054 2,2100 2,1252 1,9232 1,5760 1,0622 0,3762 -0,4601 -1,3908 -2,3324 -3,1935 -3,9022 -4,4208 -4,7397 -4,8642 -4,8112 -4,6099 -4,2965 -3,9011 -3,4353 -2,8934 -2,2680 -1,5647 -0,8025 -0,0046 0,8111 1,6318 2,4486 3,2581 4,0633 4,8680 5,6698 6,4552 7,1975 7,8618 8,4143 8,8325 9,1117 9,2644 9,3090 9,2573 9,1143 8,8845 8,5733 8,1844 7,7180 7,1731 6,5548 5,8776 5,1580 4,4081 3,6383 2,8604 2,0846 1,3198 0,5788 -0,1201 -0,7555 -1,3042 -1,7444 -2,0598 -2,2472 -2,3241 -2,3303 -2,3189 -2,3414 -2,4302 -2,5851 -2,7767 -2,9640 -3,1125 -3,2014 -3,2222 -3,1776 -3,0809 -2,9540 -2,8222 -2,7063 -2,6155 -2,5506 -2,5136 -2,5067 -2,5257 -2,5615 -2,6051 -2,6503 -2,6919 -2,7249 -2,7451 -2,7541 -2,7676 -2,8170 -2,9376 -3,1539 -3,4692 -3,8700 -4,3373 -4,8552 -5,4118 -5,9965 -6,5964 -7,1965 -7,7836 -8,3492 -8,8901 -9,4075 -9,9006 -10,3565 -10,7478 -11,0393 -11,1998 -11,2123 -11,0800 -10,8257 -10,4881 -10,1159 -9,7556 -9,4363 -9,1623
Fz    -1,4560 -0,9672 -0,3991 0,2061 0,7959 1,3187 1,7352 2,0243 2,1806 2,2116 2,1360 1,9819 1,7800 1,5601 1,3523 1,1850 1,0771 1,0361 1,0627 1,1504 1,2817 1,4326 1,5756 1,6762 1,6999 1,6290 1,4669 1,2277 0,9270 0,5830 0,2237 -0,1150 -0,4036 -0,6307 -0,8017 -0,9294 -1,0299 -1,1260 -1,2448 -1,4066 -1,6157 -1,8654 -2,1461 -2,4473 -2,7538 -3,0438 -3,2944 -3,4906 -3,6299 -3,7200 -3,7690 -3,7803 -3,7574 -3,7098 -3,6517 -3,5988 -3,5700 -3,5876 -3,6721 -3,8324 -4,0614 -4,3354 -4,6180 -4,8730 -5,0749 -5,2050 -5,2425 -5,1654 -4,9540 -4,5936 -4,0769 -3,4104 -2,6224 -1,7635 -0,8960 -0,0749 0,6640 1,3065 1,8543 2,3133 2,6845 2,9677 3,1666 3,2813 3,3003 3,2052 2,9818 2,6282 2,1616 1,6211 1,0660 0,5628 0,1640 -0,1058 -0,2449 -0,2629 -0,1814 -0,0349 0,1435 0,3375 0,5444 0,7639 0,9903 1,2088 1,3942 1,5202 1,5708 1,5435 1,4478 1,2973 1,1018 0,8659 0,5880 0,2609 -0,1219 -0,5571 -1,0223 -1,4727 -1,8474 -2,0811 -2,1175 -1,9236 -1,5005 -0,8829 -0,1270 0,7098 1,5875 2,4882 3,4076 4,3466 5,3071 6,2894 7,2879 8,2886 9,2707 10,2135 11,1031 11,9332 12,7025 13,4149 14,0793 14,7059 15,3034 15,8774 16,4294 16,9531 17,4269 17,8139 18,0746 18,1855 18,1422 17,9516 17,6255 17,1821 16,6488 16,0589 15,4437 14,8278 14,2312 13,6721 13,1665 12,7223 12,3345 11,9888 11,6707 11,3702 11,0832 10,8118 10,5669 10,3701 10,2522 10,2452 10,3684 10,6155 10,9563 11,3536 11,7782 12,2157 12,6668 13,1381 13,6288 14,1242 14,5983 15,0244 15,3864 15,6854 15,9357 16,1549 16,3580 16,5587 16,7745 17,0220 17,3043 17,6026 17,8784 18,0856 18,1835 18,1472 17,9771 17,7002 17,3550 16,9716 16,5638 16,1313 15,6620 15,1380 14,5454 13,8823 13,1640 12,4229 11,6987 11,0271 10,4325 9,9247 9,5010 9,1553 8,8815 8,6719 8,5205 8,4331 8,4245 8,4999 8,6372 8,7837 8,8766 8,8757 8,7776 8,6030 8,3778 8,1260 7,8692 7,6289 7,4219 7,2504 7,0961 6,9342 6,7534 6,5612 6,3796 6,2412 6,1814 6,2258 6,3805 6,6313 6,9482 7,2958 7,6434 7,9699 8,2661 8,5304 8,7602 8,9486 9,0919 9,1910 9,2460 9,2555 9,2227 9,1582 9,0832 9,0381 9,0763 9,2421 9,5510 9,9848 10,4983 11,0352 11,5508 12,0232 12,4429 12,7971 13,0680 13,2477 13,3500 13,4045 13,4402 13,4761 13,5197 13,5680 13,6147 13,6558 13,6927 13,7324 13,7839 13,8496 13,9176 13,9627 13,9583 13,8913 13,7666 13,6001 13,4138 13,2347 13,0908 12,9962 12,9398 12,8914 12,8194 12,7090 12,5728 12,4440 12,3572 12,3391 12,4092 12,5785 12,8432 13,1777 13,5344 13,8537 14,0871 14,2172 14,2573 14,2343 14,1708 14,0720 13,9203 13,6870 13,3551 12,9342 12,4603 11,9831 11,5509 11,1999 10,9546 10,8344 10,8536 11,0144 11,3047 11,7016 12,1791 12,7141 13,2891 13,8900 14,4998 15,0930 15,6344 16,0841 16,4076 16,5912 16,6538 16,6460 16,6305 16,6562 16,7397 16,8592 16,9607 16,9743 16,8369 16,5158 16,0220 15,4035 14,7289 14,0716 13,4941 13,0312 12,6862 12,4402 12,2635 12,1233 11,9891 11,8396 11,6723 11,5019 11,3440 11,2019 11,0704 10,9469 10,8326 10,7294 10,6459 10,6017 10,6173 10,7000 10,8373 11,0041 11,1729 11,3208 11,4325 11,5015 11,5262 11,5034 11,4307 11,3126 11,1586 10,9742 10,7653 10,5466 10,3409 10,1680 10,0373 9,9502 9,9070 9,9065 9,9396 9,9861 10,0225 10,0286 9,9843 9,8709 9,6809 9,4287 9,1475 8,8766 8,6487 8,4858 8,3956 8,3672 8,3738 8,3886 8,4014 8,4228 8,4785 8,5990 8,8096 9,1233 9,5396 10,0405 10,5908 11,1482 11,6780 12,1582 12,5737 12,9071 13,1386 13,2520 13,2391 13,1017 12,8547 12,5264 12,1516 11,7656 11,4058 11,1167 10,9459 10,9319 11,0908 11,4059 11,8257 12,2777 12,7002 13,0657 13,3738 13,6295 13,8294 13,9601 14,0045 13,9529 13,8078 13,5794 13,2806 12,9267 12,5352 12,1211 11,6841 11,2028 10,6523 10,0343 9,3839 8,7499 8,1754 7,6950 7,3320 7,0913 6,9620 6,9268 6,9652 7,0533 7,1677 7,2922 7,4202 7,5518 7,6920 7,8503 8,0367 8,2584 8,5172 8,8070 9,1137 9,4188 9,7039 9,9515 10,1396 10,2390 10,2139 10,0241 9,6304 9,0040 8,1424 7,0810 5,8933 4,6812 3,5562 2,6116 1,8999 1,4268 1,1662 1,0805 1,1336 1,2972 1,5533 1,8926 2,3160 2,8349 3,4657 4,2173 5,0810 6,0326 7,0423 8,0833 9,1355 10,1836 11,2157 12,2217 13,1858 14,0799 14,8687 15,5244 16,0367 16,4126 16,6703 16,8318 16,9147 16,9316 16,8893 16,7845 16,6018 16,3210 15,9275 15,4165 14,7972 14,0896 13,3144 12,4880 11,6260 10,7439 9,8517 8,9507 8,0419 7,1367 6,2603 5,4484 4,7401 4,1721 3,7697 3,5331 3,4307 3,4102 3,4187 3,4208 3,4078 3,3926 3,3981 3,4458 3,5446 3,6851 3,8441 3,9940 4,1105 4,1748 4,1772 4,1233 4,0301 3,9136 3,7818 3,6389 3,4861 3,3186 3,1280 2,9132 2,6866 2,4686 2,2757 2,1084 1,9428 1,7367 1,4491 1,0590 0,5705 0,0062 -0,6056 -1,2444 -1,9063 -2,5974 -3,3188 -4,0609 -4,8092 -5,5453 -6,2448 -6,8781 -7,4139 -7,8276 -8,1091 -8,2622 -8,2966 -8,2235 -8,0559 -7,8125 -7,5178 -7,1962 -6,8635 -6,5250
F3    0,6033 0,8762 1,2237 1,6259 2,0481 2,4448 2,7678 2,9778 3,0548 3,0027 2,8460 2,6225 2,3722 2,1286 1,9154 1,7468 1,6294 1,5658 1,5571 1,6002 1,6826 1,7831 1,8751 1,9249 1,8938 1,7496 1,4772 1,0824 0,5911 0,0471 -0,4949 -0,9822 -1,3809 -1,6852 -1,9118 -2,0854 -2,2286 -2,3585 -2,4906 -2,6385 -2,8095 -3,0030 -3,2127 -3,4291 -3,6391 -3,8281 -3,9854 -4,1064 -4,1933 -4,2529 -4,2922 -4,3158 -4,3286 -4,3377 -4,3491 -4,3656 -4,3923 -4,4408 -4,5249 -4,6522 -4,8173 -5,0008 -5,1717 -5,2966 -5,3478 -5,3041 -5,1486 -4,8713 -4,4697 -3,9488 -3,3223 -2,6147 -1,8611 -1,1050 -0,3892 0,2560 0,8220 1,3217 1,7793 2,2113 2,6152 2,9752 3,2724 3,4867 3,5951 3,5759 3,4156 3,1146 2,6922 2,1885 1,6617 1,1728 0,7670 0,4664 0,2775 0,1999 0,2234 0,3247 0,4753 0,6548 0,8504 1,0497 1,2380 1,3985 1,5140 1,5725 1,5705 1,5099 1,3921 1,2152 0,9753 0,6715 0,3058 -0,1200 -0,6033 -1,1316 -1,6745 -2,1822 -2,5919 -2,8366 -2,8574 -2,6214 -2,1346 -1,4384 -0,5921 0,3453 1,3279 2,3248 3,3202 4,3096 5,2913 6,2599 7,2064 8,1180 8,9801 9,7816 10,5192 11,1978 11,8284 12,4253 13,0019 13,5665 14,1206 14,6598 15,1746 15,6499 16,0634 16,3885 16,6020 16,6909 16,6548 16,5014 16,2443 15,9054 15,5159 15,1082 14,7026 14,3016 13,8961 13,4784 13,0513 12,6265 12,2167 11,8306 11,4743 11,1529 10,8665 10,6085 10,3705 10,1522 9,9657 9,8325 9,7765 9,8110 9,9308 10,1169 10,3456 10,5984 10,8673 11,1524 11,4542 11,7682 12,0844 12,3903 12,6763 12,9425 13,2012 13,4707 13,7655 14,0908 14,4419 14,8049 15,1538 15,4515 15,6557 15,7310 15,6588 15,4407 15,0994 14,6760 14,2170 13,7577 13,3143 12,8850 12,4544 12,0007 11,5050 10,9607 10,3779 9,7796 9,1926 8,6397 8,1359 7,6882 7,2990 6,9737 6,7198 6,5413 6,4406 6,4237 6,4991 6,6658 6,9009 7,1583 7,3850 7,5442 7,6239 7,6286 7,5681 7,4511 7,2838 7,0741 6,8339 6,5717 6,2872 5,9810 5,6692 5,3810 5,1488 5,0028 4,9662 5,0484 5,2402 5,5185 5,8535 6,2170 6,5871 6,9507 7,3015 7,6345 7,9392 8,1987 8,3951 8,5153 8,5526 8,5118 8,4130 8,2866 8,1660 8,0883 8,0911 8,2016 8,4255 8,7439 9,1194 9,5084 9,8784 10,2141 10,5085 10,7492 10,9188 11,0073 11,0222 10,9837 10,9142 10,8328 10,7528 10,6807 10,6178 10,5658 10,5279 10,5083 10,5104 10,5320 10,5597 10,5701 10,5395 10,4553 10,3221 10,1561 9,9762 9,7981 9,6333 9,4890 9,3692 9,2766 9,2107 9,1681 9,1477 9,1557 9,2041 9,3078 9,4794 9,7180 10,0030 10,2991 10,5663 10,7690 10,8854 10,9134 10,8697 10,7821 10,6776 10,5727 10,4674 10,3509 10,2141 10,0571 9,8872 9,7136 9,5457 9,3953 9,2791 9,2190 9,2358 9,3396 9,5267 9,7834 10,0930 10,4422 10,8216 11,2193 11,6152 11,9801 12,2813 12,4885 12,5789 12,5467 12,4093 12,2044 11,9755 11,7578 11,5700 11,4118 11,2655 11,1000 10,8805 10,5839 10,2083 9,7736 9,3147 8,8720 8,4774 8,1454 7,8742 7,6537 7,4705 7,3101 7,1581 7,0036 6,8442 6,6870 6,5399 6,4043 6,2797 6,1721 6,0929 6,0524 6,0587 6,1185 6,2325 6,3911 6,5747 6,7566 6,9079 7,0039 7,0295 6,9804 6,8619 6,6872 6,4768 6,2545 6,0409 5,8488 5,6883 5,5710 5,5087 5,5074 5,5638 5,6687 5,8148 5,9968 6,2035 6,4105 6,5865 6,7032 6,7377 6,6722 6,4997 6,2333 5,9058 5,5591 5,2329 4,9568 4,7466 4,6002 4,5002 4,4242 4,3607 4,3174 4,3176 4,3879 4,5482 4,8077 5,1643 5,6022 6,0929 6,6023 7,0986 7,5545 7,9429 8,2329 8,3930 8,4004 8,2503 7,9612 7,5710 7,1264 6,6728 6,2529 5,9065 5,6682 5,5633 5,6055 5,7930 6,1051 6,5002 6,9234 7,3263 7,6833 7,9905 8,2543 8,4809 8,6697 8,8141 8,9081 8,9492 8,9349 8,8613 8,7229 8,5165 8,2420 7,8979 7,4746 6,9638 6,3813 5,7726 5,1927 4,6889 4,2961 4,0324 3,8952 3,8674 3,9260 4,0448 4,1947 4,3481 4,4874 4,6095 4,7234 4,8422 4,9772 5,1340 5,3112 5,5012 5,6921 5,8715 6,0278 6,1495 6,2253 6,2448 6,1985 6,0737 5,8487 5,4919 4,9713 4,2693 3,3937 2,3842 1,3124 0,2713 -0,6473 -1,3781 -1,8937 -2,1979 -2,3114 -2,2613 -2,0754 -1,7767 -1,3806 -0,8922 -0,3061 0,3874 1,1905 2,0900 3,0623 4,0827 5,1317 6,1982 7,2778 8,3634 9,4383 10,4740 11,4336 12,2808 12,9901 13,5526 13,9718 14,2556 14,4132 14,4542 14,3881 14,2230 13,9657 13,6211 13,1911 12,6736 12,0666 11,3765 10,6177 9,8067 8,9609 8,1011 7,2493 6,4205 5,6205 4,8532 4,1265 3,4548 2,8565 2,3498 1,9456 1,6417 1,4180 1,2423 1,0801 0,9049 0,7094 0,5123 0,3476 0,2435 0,2086 0,2330 0,2942 0,3628 0,4094 0,4128 0,3629 0,2605 0,1170 -0,0493 -0,2214 -0,3869 -0,5381 -0,6760 -0,8104 -0,9507 -1,0971 -1,2395 -1,3669 -1,4783 -1,5899 -1,7322 -1,9404 -2,2412 -2,6409 -3,1242 -3,6628 -4,2280 -4,8036 -5,3913 -6,0019 -6,6379 -7,2860 -7,9241 -8,5303 -9,0859 -9,5726 -9,9690 -10,2542 -10,4151 -10,4473 -10,3534 -10,1423 -9,8296 -9,4370 -8,9907 -8,5194 -8,0484 -7,5948
F7    0,5828 0,7833 0,9997 1,2221 1,4409 1,6437 1,8088 1,9080 1,9212 1,8500 1,7214 1,5815 1,4781 1,4365 1,4482 1,4837 1,5164 1,5345 1,5392 1,5364 1,5296 1,5148 1,4786 1,4033 1,2739 1,0851 0,8409 0,5489 0,2170 -0,1396 -0,4944 -0,8178 -1,0912 -1,3128 -1,4933 -1,6461 -1,7802 -1,8993 -2,0044 -2,0971 -2,1825 -2,2691 -2,3642 -2,4650 -2,5534 -2,6053 -2,6079 -2,5681 -2,5038 -2,4329 -2,3682 -2,3205 -2,3026 -2,3254 -2,3885 -2,4779 -2,5737 -2,6599 -2,7331 -2,8026 -2,8808 -2,9681 -3,0470 -3,0875 -3,0595 -2,9410 -2,7223 -2,4054 -2,0027 -1,5372 -1,0442 -0,5655 -0,1371 0,2184 0,4942 0,6989 0,8546 0,9921 1,1390 1,3054 1,4801 1,6420 1,7713 1,8540 1,8807 1,8472 1,7551 1,6103 1,4199 1,1937 0,9490 0,7081 0,4895 0,3025 0,1473 0,0206 -0,0772 -0,1421 -0,1703 -0,1623 -0,1248 -0,0722 -0,0223 0,0120 0,0271 0,0285 0,0234 0,0129 -0,0130 -0,0752 -0,1979 -0,3942 -0,6597 -0,9789 -1,3342 -1,7085 -2,0861 -2,4508 -2,7772 -3,0245 -3,1425 -3,0943 -2,8732 -2,4990 -1,9997 -1,3983 -0,7124 0,0424 0,8515 1,7022 2,5816 3,4773 4,3765 5,2627 6,1164 6,9202 7,6584 8,3184 8,8950 9,3955 9,8354 10,2278 10,5782 10,8872 11,1561 11,3865 11,5768 11,7210 11,8117 11,8428 11,8122 11,7244 11,5868 11,4062 11,1937 10,9660 10,7370 10,5081 10,2678 10,0016 9,7028 9,3755 9,0317 8,6871 8,3572 8,0524 7,7734 7,5095 7,2446 6,9713 6,6998 6,4551 6,2659 6,1535 6,1251 6,1770 6,2958 6,4577 6,6361 6,8106 6,9689 7,1034 7,2102 7,2887 7,3409 7,3776 7,4217 7,5007 7,6295 7,8001 7,9829 8,1376 8,2260 8,2223 8,1189 7,9250 7,6610 7,3477 7,0009 6,6328 6,2570 5,8881 5,5358 5,2005 4,8742 4,5432 4,1928 3,8134 3,4068 2,9842 2,5586 2,1395 1,7324 1,3423 0,9803 0,6658 0,4206 0,2606 0,1885 0,1923 0,2510 0,3419 0,4422 0,5324 0,6048 0,6649 0,7203 0,7727 0,8157 0,8344 0,8094 0,7270 0,5881 0,4044 0,1918 -0,0311 -0,2436 -0,4286 -0,5748 -0,6725 -0,7109 -0,6779 -0,5647 -0,3708 -0,1082 0,1984 0,5189 0,8270 1,1025 1,3320 1,5097 1,6380 1,7236 1,7732 1,7910 1,7800 1,7484 1,7101 1,6818 1,6782 1,7104 1,7838 1,8993 2,0534 2,2379 2,4414 2,6553 2,8730 3,0816 3,2600 3,3880 3,4570 3,4712 3,4416 3,3805 3,3022 3,2256 3,1687 3,1372 3,1197 3,0934 3,0344 2,9290 2,7800 2,6044 2,4215 2,2464 2,0887 1,9533 1,8448 1,7692 1,7301 1,7253 1,7462 1,7796 1,8130 1,8408 1,8658 1,8968 1,9452 2,0187 2,1173 2,2327 2,3501 2,4522 2,5249 2,5614 2,5636 2,5408 2,5029 2,4565 2,4094 2,3719 2,3515 2,3481 2,3581 2,3820 2,4230 2,4820 2,5574 2,6488 2,7575 2,8844 3,0308 3,1969 3,3736 3,5402 3,6722 3,7532 3,7832 3,7724 3,7293 3,6562 3,5533 3,4259 3,2843 3,1340 2,9690 2,7783 2,5544 2,2965 2,0111 1,7134 1,4259 1,1671 0,9392 0,7303 0,5268 0,3207 0,1108 -0,0995 -0,3043 -0,4989 -0,6823 -0,8526 -1,0025 -1,1212 -1,1998 -1,2387 -1,2479 -1,2427 -1,2405 -1,2562 -1,2969 -1,3579 -1,4245 -1,4821 -1,5242 -1,5516 -1,5657 -1,5676 -1,5633 -1,5656 -1,5923 -1,6593 -1,7726 -1,9271 -2,1122 -2,3146 -2,5196 -2,7119 -2,8806 -3,0224 -3,1381 -3,2241 -3,2671 -3,2497 -3,1639 -3,0187 -2,8326 -2,6204 -2,3891 -2,1450 -1,9014 -1,6797 -1,5023 -1,3884 -1,3559 -1,4182 -1,5744 -1,8042 -2,0735 -2,3456 -2,5880 -2,7776 -2,9023 -2,9636 -2,9734 -2,9443 -2,8809 -2,7831 -2,6545 -2,5009 -2,3217 -2,1097 -1,8610 -1,5835 -1,2951 -1,0127 -0,7486 -0,5167 -0,3377 -0,2354 -0,2295 -0,3289 -0,5276 -0,8054 -1,1335 -1,4776 -1,7982 -2,0560 -2,2219 -2,2847 -2,2505 -2,1359 -1,9572 -1,7244 -1,4460 -1,1345 -0,8069 -0,4825 -0,1846 0,0647 0,2526 0,3805 0,4607 0,5086 0,5358 0,5453 0,5289 0,4670 0,3416 0,1492 -0,1024 -0,4046 -0,7401 -1,0766 -1,3763 -1,6121 -1,7752 -1,8750 -1,9305 -1,9563 -1,9546 -1,9165 -1,8287 -1,6843 -1,4880 -1,2527 -0,9939 -0,7253 -0,4568 -0,1958 0,0496 0,2717 0,4644 0,6230 0,7453 0,8331 0,8875 0,9019 0,8595 0,7380 0,5174 0,1842 -0,2667 -0,8320 -1,5006 -2,2490 -3,0379 -3,8189 -4,5499 -5,2042 -5,7657 -6,2155 -6,5281 -6,6815 -6,6704 -6,5089 -6,2203 -5,8245 -5,3342 -4,7570 -4,1002 -3,3732 -2,5836 -1,7333 -0,8221 0,1440 1,1457 2,1478 3,1088 3,9961 4,7959 5,5079 6,1363 6,6831 7,1420 7,4983 7,7370 7,8525 7,8481 7,7266 7,4865 7,1252 6,6454 6,0594 5,3879 4,6568 3,8914 3,1149 2,3528 1,6335 0,9829 0,4158 -0,0694 -0,4897 -0,8668 -1,2134 -1,5286 -1,8068 -2,0462 -2,2529 -2,4396 -2,6221 -2,8140 -3,0208 -3,2319 -3,4191 -3,5520 -3,6182 -3,6265 -3,5944 -3,5372 -3,4676 -3,3982 -3,3449 -3,3258 -3,3579 -3,4517 -3,6073 -3,8131 -4,0457 -4,2765 -4,4819 -4,6493 -4,7752 -4,8622 -4,9166 -4,9484 -4,9730 -5,0090 -5,0739 -5,1826 -5,3454 -5,5605 -5,8114 -6,0763 -6,3444 -6,6225 -6,9310 -7,2890 -7,7008 -8,1513 -8,6168 -9,0774 -9,5209 -9,9343 -10,2966 -10,5861 -10,7893 -10,9010 -10,9189 -10,8442 -10,6845 -10,4518 -10,1600 -9,8251 -9,4663 -9,1045
