Fp1   -2,6287 -2,4173 -2,0583 -1,6032 -1,1100 -0,6145 -0,1299 0,3347 0,7614 1,1268 1,4120 1,6113 1,7300 1,7794 1,7763 1,7430 1,6993 1,6500 1,5832 1,4889 1,3805 1,2922 1,2449 1,2237 1,1975 1,1529 1,1006 1,0591 1,0399 1,0384 1,0304 0,9785 0,8548 0,6640 0,4369 0,1951 -0,0679 -0,3647 -0,6882 -1,0182 -1,3427 -1,6577 -1,9515 -2,2056 -2,4094 -2,5575 -2,6314 -2,5958 -2,4214 -2,1119 -1,7097 -1,2772 -0,8684 -0,5136 -0,2272 -0,0213 0,1004 0,1569 0,1808 0,1886 0,1733 0,1308 0,0862 0,0885 0,1878 0,4189 0,7904 1,2724 1,7947 2,2715 2,6348 2,8424 2,8696 2,7144 2,4114 2,0276 1,6426 1,3233 1,1008 0,9527 0,8130 0,6178 0,3516 0,0521 -0,2159 -0,3959 -0,4678 -0,4521 -0,3808 -0,2739 -0,1478 -0,0338 0,0266 0,0064 -0,0792 -0,1647 -0,1684 -0,0476 0,1754 0,4344 0,6565 0,7838 0,7809 0,6366 0,3625 -0,0107 -0,4395 -0,8834 -1,3170 -1,7235 -2,0713 -2,2984 -2,3333 -2,1414 -1,7543 -1,2545 -0,7295 -0,2352 0,2114 0,6173 1,0001 1,3776 1,7597 2,1439 2,5211 2,8882 3,2583 3,6626 4,1335 4,6758 5,2555 5,8223 6,3383 6,7881 7,1757 7,5183 7,8298 8,1016 8,3071 8,4224 8,4286 8,3030 8,0286 7,6223 7,1502 6,7129 6,4112 6,3083 6,4099 6,6666 6,9979 7,3198 7,5629 7,6874 7,7008 7,6613 7,6554 7,7625 8,0228 8,4221 8,9026 9,3923 9,8291 10,1646 10,3686 10,4488 10,4659 10,5125 10,6639 10,9313 11,2473 11,4956 11,5647 11,3915 10,9835 10,4191 9,8252 9,3232 8,9776 8,7875 8,7171 8,7210 8,7557 8,7913 8,8200 8,8438 8,8562 8,8405 8,7841 8,6829 8,5286 8,3018 7,9908 7,6117 7,2053 6,8147 6,4787 6,2425 6,1489 6,2003 6,3403 6,4862 6,5762 6,5879 6,5370 6,4767 6,4867 6,6358 6,9347 7,3215 7,6955 7,9734 8,1192 8,1356 8,0412 7,8627 7,6441 7,4471 7,3249 7,2935 7,3355 7,4164 7,4922 7,5168 7,4590 7,3117 7,0838 6,7880 6,4376 6,0510 5,6532 5,2705 4,9257 4,6386 4,4227 4,2787 4,1949 4,1553 4,1456 4,1524 4,1617 4,1569 4,1204 4,0381 3,9076 3,7496 3,6057 3,5168 3,4917 3,4949 3,4717 3,3900 3,2582 3,1075 2,9664 2,8500 2,7695 2,7430 2,7925 2,9264 3,1193 3,3187 3,4857 3,6252 3,7694 3,9371 4,1144 4,2634 4,3326 4,2655 4,0162 3,5697 2,9550 2,2521 1,5834 1,0799 0,8345 0,8678 1,1170 1,4570 1,7491 1,8950 1,8607 1,6657 1,3615 1,0180 0,7041 0,4628 0,3035 0,2144 0,1742 0,1634 0,1788 0,2352 0,3521 0,5341 0,7608 1,0004 1,2347 1,4604 1,6704 1,8486 1,9868 2,0983 2,2099 2,3404 2,4847 2,6196 2,7249 2,7989 2,8567 2,9084 2,9407 2,9306 2,8783 2,8147 2,7740 2,7626 2,7510 2,6957 2,5719 2,3903 2,1912 2,0303 1,9625 2,0247 2,2223 2,5316 2,9116 3,3109 3,6734 3,9512 4,1148 4,1514 4,0633 3,8737 3,6258 3,3687 3,1358 2,9210 2,6825 2,3783 2,0019 1,5872 1,1892 0,8630 0,6495 0,5690 0,6223 0,7925 1,0417 1,3031 1,4814 1,4797 1,2517 0,8398 0,3638 -0,0322 -0,2370 -0,2080 0,0265 0,3904 0,7863 1,1170 1,3133 1,3610 1,2951 1,1691 1,0388 0,9601 0,9767 1,1005 1,3033 1,5394 1,7795 2,0204 2,2677 2,5250 2,7968 3,0889 3,3936 3,6753 3,8773 3,9553 3,9119 3,7984 3,6726 3,5519 3,4092 3,2107 2,9490 2,6444 2,3224 1,9963 1,6745 1,3817 1,1676 1,0875 1,1631 1,3564 1,5846 1,7705 1,8826 1,9328 1,9461 1,9347 1,8949 1,8259 1,7465 1,6859 1,6617 1,6705 1,6954 1,7186 1,7313 1,7405 1,7643 1,8233 1,9366 2,1213 2,3864 2,7211 3,0893 3,4405 3,7338 3,9619 4,1602 4,3847 4,6668 4,9755 5,2255 5,3372 5,3033 5,1989 5,1242 5,1371 5,2331 5,3660 5,4748 5,5086 5,4431 5,2770 5,0126 4,6463 4,1772 3,6192 3,0080 2,4002 1,8652 1,4710 1,2625 1,2417 1,3728 1,6097 1,9177 2,2729 2,6468 3,0012 3,2978 3,5128 3,6441 3,7090 3,7359 3,7580 3,8038 3,8815 3,9725 4,0504 4,1018 4,1243 4,1118 4,0520 3,9365 3,7627 3,5242 3,2104 2,8221 2,3855 1,9510 1,5759 1,3067 1,1642 1,1338 1,1663 1,1989 1,1854 1,1096 0,9784 0,8146 0,6623 0,5903 0,6770 0,9855 1,5382 2,3037 3,2041 4,1430 5,0349 5,8235 6,4837 7,0143 7,4327 7,7699 8,0577 8,3119 8,5248 8,6664 8,6889 8,5507 8,2597 7,8921 7,5524 7,3087 7,1679 7,0956 7,0465 6,9865 6,9081 6,8241 6,7467 6,6708 6,5821 6,4739 6,3528 6,2266 6,0951 5,9581 5,8297 5,7371 5,7031 5,7343 5,8199 5,9335 6,0341 6,0737 6,0158 5,8567 5,6308 5,3943 5,2022 5,0924 5,0795 5,1588 5,3117 5,5064 5,6997 5,8488 5,9286 5,9399 5,9064 5,8549 5,7936 5,7132 5,6096 5,4948 5,3840 5,2910 5,2380 5,2498 5,3281 5,4372 5,5170 5,5112 5,3922 5,1716 4,8926 4,6099 4,3713 4,2096 4,1399 4,1575 4,2396 4,3513 4,4558 4,5268 4,5623 4,5978 4,6945 4,8994 5,2079 5,5693 5,9233 6,2310 6,4870 6,7178 6,9689 7,2823 7,6699 8,0982 8,4963 8,7871 8,9230 8,9057 8,7772 8,5912 8,3934 8,2246 8,1298 8,1455 8,2664
Fz    -1,8207 -1,4102 -0,9998 -0,5944 -0,1929 0,1997 0,5745 0,9257 1,2513 1,5514 1,8294 2,0867 2,3087 2,4640 2,5231 2,4845 2,3811 2,2589 2,1526 2,0754 2,0241 1,9847 1,9324 1,8359 1,6743 1,4505 1,1829 0,8920 0,5960 0,3105 0,0423 -0,2116 -0,4562 -0,6864 -0,8888 -1,0549 -1,1899 -1,3108 -1,4420 -1,6108 -1,8362 -2,1128 -2,4056 -2,6652 -2,8573 -2,9791 -3,0489 -3,0834 -3,0859 -3,0487 -2,9631 -2,8287 -2,6576 -2,4748 -2,3157 -2,2149 -2,1847 -2,2028 -2,2227 -2,1980 -2,1045 -1,9441 -1,7342 -1,4978 -1,2605 -1,0453 -0,8637 -0,7179 -0,6087 -0,5376 -0,5054 -0,5137 -0,5625 -0,6412 -0,7318 -0,8167 -0,8825 -0,9204 -0,9346 -0,9486 -0,9958 -1,0968 -1,2452 -1,4132 -1,5699 -1,6971 -1,7949 -1,8787 -1,9664 -2,0686 -2,1890 -2,3270 -2,4754 -2,6226 -2,7591 -2,8796 -2,9836 -3,0760 -3,1635 -3,2494 -3,3312 -3,4033 -3,4652 -3,5255 -3,5985 -3,6971 -3,8303 -4,0005 -4,2000 -4,4067 -4,5870 -4,7089 -4,7556 -4,7319 -4,6558 -4,5438 -4,3982 -4,2075 -3,9609 -3,6655 -3,3474 -3,0377 -2,7571 -2,5074 -2,2729 -2,0265 -1,7374 -1,3785 -0,9352 -0,4138 0,1596 0,7521 1,3374 1,8996 2,4273 2,9102 3,3411 3,7169 4,0335 4,2783 4,4334 4,4872 4,4464 4,3378 4,1979 4,0626 3,9594 3,9035 3,8975 3,9356 4,0072 4,0996 4,1971 4,2860 4,3656 4,4572 4,5991 4,8256 5,1488 5,5545 6,0147 6,5004 6,9859 7,4490 7,8729 8,2505 8,5828 8,8713 9,1102 9,2832 9,3697 9,3555 9,2394 9,0343 8,7707 8,4978 8,2752 8,1520 8,1429 8,2216 8,3368 8,4344 8,4746 8,4393 8,3309 8,1634 7,9548 7,7265 7,5042 7,3093 7,1480 7,0120 6,8922 6,7884 6,7028 6,6312 6,5673 6,5121 6,4736 6,4516 6,4257 6,3570 6,2060 5,9526 5,6076 5,2120 4,8248 4,5050 4,2920 4,1954 4,2010 4,2881 4,4416 4,6475 4,8845 5,1203 5,3171 5,4399 5,4633 5,3796 5,2086 4,9953 4,7902 4,6264 4,5076 4,4133 4,3165 4,1961 4,0379 3,8333 3,5823 3,2954 2,9928 2,7030 2,4573 2,2785 2,1728 2,1288 2,1170 2,0970 2,0299 1,8918 1,6801 1,4136 1,1289 0,8737 0,6979 0,6405 0,7138 0,8941 1,1299 1,3666 1,5687 1,7284 1,8609 1,9911 2,1400 2,3165 2,5143 2,7116 2,8748 2,9703 2,9853 2,9379 2,8637 2,7921 2,7329 2,6794 2,6160 2,5215 2,3754 2,1702 1,9186 1,6459 1,3777 1,1338 0,9301 0,7784 0,6761 0,5990 0,5083 0,3711 0,1758 -0,0627 -0,3120 -0,5367 -0,7148 -0,8446 -0,9373 -1,0081 -1,0719 -1,1398 -1,2134 -1,2808 -1,3162 -1,2904 -1,1894 -1,0209 -0,8077 -0,5770 -0,3523 -0,1464 0,0386 0,2070 0,3696 0,5445 0,7470 0,9739 1,1990 1,3862 1,5070 1,5444 1,4932 1,3702 1,2214 1,1020 1,0487 1,0681 1,1414 1,2361 1,3209 1,3758 1,3875 1,3457 1,2523 1,1339 1,0373 1,0104 1,0820 1,2510 1,4863 1,7394 1,9634 2,1301 2,2349 2,2858 2,2878 2,2386 2,1319 1,9606 1,7181 1,4051 1,0359 0,6400 0,2541 -0,0879 -0,3631 -0,5668 -0,7142 -0,8330 -0,9506 -1,0856 -1,2444 -1,4238 -1,6134 -1,7965 -1,9524 -2,0633 -2,1235 -2,1428 -2,1393 -2,1264 -2,1058 -2,0751 -2,0347 -1,9839 -1,9170 -1,8310 -1,7336 -1,6405 -1,5663 -1,5157 -1,4774 -1,4238 -1,3132 -1,1046 -0,7819 -0,3707 0,0707 0,4723 0,7710 0,9261 0,9290 0,8038 0,5940 0,3453 0,0894 -0,1639 -0,4197 -0,6835 -0,9549 -1,2295 -1,4979 -1,7440 -1,9451 -2,0785 -2,1290 -2,0963 -1,9965 -1,8605 -1,7299 -1,6460 -1,6327 -1,6841 -1,7726 -1,8697 -1,9550 -2,0082 -2,0037 -1,9226 -1,7684 -1,5648 -1,3401 -1,1171 -0,9102 -0,7197 -0,5313 -0,3237 -0,0789 0,2109 0,5376 0,8791 1,2109 1,5150 1,7846 2,0267 2,2593 2,4994 2,7482 2,9844 3,1711 3,2765 3,2973 3,2597 3,1961 3,1253 3,0549 2,9921 2,9414 2,8940 2,8272 2,7147 2,5405 2,3032 2,0101 1,6738 1,3161 0,9664 0,6521 0,3934 0,2051 0,0977 0,0774 0,1429 0,2793 0,4568 0,6400 0,8004 0,9241 1,0161 1,0982 1,1973 1,3315 1,5057 1,7174 1,9579 2,2102 2,4505 2,6507 2,7794 2,8087 2,7295 2,5566 2,3161 2,0271 1,6973 1,3286 0,9200 0,4728 -0,0012 -0,4738 -0,9054 -1,2611 -1,5274 -1,7089 -1,8113 -1,8320 -1,7677 -1,6246 -1,4161 -1,1512 -0,8278 -0,4359 0,0355 0,5935 1,2385 1,9632 2,7516 3,5806 4,4219 5,2394 5,9946 6,6598 7,2221 7,6758 8,0188 8,2521 8,3745 8,3818 8,2771 8,0785 7,8139 7,5103 7,1900 6,8728 6,5770 6,3188 6,1141 5,9793 5,9272 5,9549 6,0367 6,1331 6,2079 6,2396 6,2222 6,1666 6,0960 6,0309 5,9758 5,9205 5,8523 5,7692 5,6838 5,6135 5,5664 5,5391 5,5225 5,5068 5,4838 5,4454 5,3830 5,2890 5,1590 4,9898 4,7794 4,5334 4,2692 4,0122 3,7910 3,6293 3,5375 3,5105 3,5336 3,5877 3,6527 3,7143 3,7707 3,8265 3,8823 3,9308 3,9582 3,9459 3,8778 3,7498 3,5692 3,3509 3,1164 2,8923 2,6989 2,5407 2,4099 2,2974 2,2009 2,1243 2,0734 2,0544 2,0751 2,1448 2,2704 2,4527 2,6863 2,9598 3,2535 3,5419 3,8056 4,0421 4,2656 4,4937 4,7362 4,9885 5,2327 5,4420 5,5908 5,6633 5,6575 5,5841 5,4657 5,3298 5,1960
F3    -0,7925 -0,5425 -0,3873 -0,2740 -0,1475 0,0238 0,2490 0,5223 0,8242 1,1277 1,4133 1,6728 1,8942 2,0526 2,1178 2,0786 1,9608 1,8194 1,7084 1,6557 1,6586 1,6901 1,7039 1,6510 1,5119 1,3076 1,0768 0,8469 0,6248 0,4056 0,1837 -0,0450 -0,2788 -0,5021 -0,6898 -0,8298 -0,9390 -1,0541 -1,2073 -1,4081 -1,6446 -1,8948 -2,1329 -2,3347 -2,4939 -2,6271 -2,7517 -2,8647 -2,9494 -2,9900 -2,9751 -2,8986 -2,7606 -2,5705 -2,3576 -2,1682 -2,0352 -1,9492 -1,8660 -1,7449 -1,5800 -1,3949 -1,2119 -1,0385 -0,8811 -0,7543 -0,6705 -0,6330 -0,6421 -0,6962 -0,7886 -0,9082 -1,0346 -1,1329 -1,1708 -1,1499 -1,1081 -1,0884 -1,1098 -1,1654 -1,2320 -1,2811 -1,2939 -1,2751 -1,2442 -1,2191 -1,2158 -1,2553 -1,3570 -1,5229 -1,7289 -1,9260 -2,0601 -2,1012 -2,0589 -1,9728 -1,8955 -1,8779 -1,9515 -2,1146 -2,3382 -2,5833 -2,8156 -3,0147 -3,1731 -3,2917 -3,3769 -3,4420 -3,5009 -3,5604 -3,6161 -3,6563 -3,6689 -3,6520 -3,6189 -3,5899 -3,5638 -3,5008 -3,3454 -3,0679 -2,6842 -2,2441 -1,8024 -1,3911 -1,0087 -0,6228 -0,1910 0,3084 0,8592 1,4200 1,9509 2,4314 2,8605 3,2458 3,5969 3,9227 4,2268 4,5031 4,7366 4,9089 5,0050 5,0195 4,9675 4,8879 4,8301 4,8306 4,8955 5,0014 5,1136 5,2067 5,2768 5,3394 5,4116 5,4950 5,5858 5,6972 5,8625 6,1075 6,4271 6,7886 7,1553 7,5057 7,8381 8,1637 8,4918 8,8185 9,1313 9,4166 9,6532 9,8071 9,8479 9,7679 9,5840 9,3299 9,0500 8,7939 8,6077 8,5222 8,5380 8,6207 8,7160 8,7709 8,7475 8,6280 8,4138 8,1274 7,8115 7,5167 7,2843 7,1328 7,0480 6,9922 6,9350 6,8746 6,8276 6,8083 6,8165 6,8416 6,8684 6,8755 6,8314 6,7052 6,4832 6,1768 5,8188 5,4503 5,1065 4,8132 4,5860 4,4260 4,3223 4,2756 4,3187 4,5010 4,8454 5,3164 5,8218 6,2471 6,4989 6,5335 6,3644 6,0512 5,6731 5,3023 4,9903 4,7618 4,6132 4,5205 4,4537 4,3842 4,2798 4,1053 3,8431 3,5148 3,1782 2,8980 2,7159 2,6406 2,6545 2,7182 2,7748 2,7665 2,6601 2,4594 2,1956 1,9110 1,6551 1,4800 1,4126 1,4326 1,4915 1,5551 1,6214 1,7084 1,8344 2,0055 2,2163 2,4601 2,7317 3,0142 3,2639 3,4210 3,4486 3,3566 3,1839 2,9731 2,7625 2,5828 2,4482 2,3511 2,2701 2,1817 2,0720 1,9419 1,7988 1,6432 1,4640 1,2478 0,9906 0,7039 0,4058 0,1100 -0,1717 -0,4194 -0,6051 -0,7048 -0,7119 -0,6468 -0,5550 -0,4867 -0,4757 -0,5341 -0,6582 -0,8295 -1,0104 -1,1433 -1,1668 -1,0450 -0,7889 -0,4520 -0,1030 0,1998 0,4225 0,5658 0,6691 0,7857 0,9422 1,1236 1,2952 1,4274 1,5027 1,5132 1,4601 1,3657 1,2832 1,2777 1,3899 1,6151 1,9036 2,1859 2,4106 2,5566 2,6126 2,5674 2,4298 2,2400 2,0480 1,8865 1,7665 1,6884 1,6454 1,6213 1,5993 1,5781 1,5686 1,5754 1,5878 1,5844 1,5398 1,4364 1,2768 1,0809 0,8688 0,6486 0,4226 0,2058 0,0297 -0,0852 -0,1558 -0,2286 -0,3490 -0,5386 -0,7923 -1,0871 -1,3865 -1,6381 -1,7876 -1,8130 -1,7461 -1,6533 -1,5934 -1,5801 -1,5789 -1,5401 -1,4399 -1,2889 -1,1145 -0,9521 -0,8403 -0,7995 -0,8176 -0,8596 -0,8828 -0,8411 -0,6910 -0,4128 -0,0266 0,4150 0,8485 1,2130 1,4520 1,5251 1,4301 1,2107 0,9370 0,6750 0,4641 0,3124 0,2052 0,1186 0,0268 -0,0972 -0,2738 -0,4973 -0,7306 -0,9254 -1,0486 -1,0904 -1,0555 -0,9578 -0,8222 -0,6820 -0,5685 -0,4974 -0,4631 -0,4493 -0,4453 -0,4465 -0,4452 -0,4302 -0,3901 -0,3140 -0,1986 -0,0582 0,0789 0,1907 0,2791 0,3680 0,4861 0,6514 0,8692 1,1347 1,4386 1,7746 2,1409 2,5314 2,9240 3,2813 3,5626 3,7373 3,7956 3,7545 3,6492 3,5116 3,3567 3,1892 3,0229 2,8845 2,7884 2,7208 2,6566 2,5759 2,4612 2,2959 2,0770 1,8214 1,5549 1,2940 1,0366 0,7733 0,5122 0,2901 0,1600 0,1603 0,2806 0,4559 0,5992 0,6476 0,5925 0,4868 0,4172 0,4529 0,6122 0,8736 1,2065 1,5883 1,9976 2,4024 2,7625 3,0329 3,1676 3,1341 2,9317 2,5887 2,1459 1,6430 1,1205 0,6223 0,1864 -0,1696 -0,4576 -0,7124 -0,9682 -1,2337 -1,4808 -1,6585 -1,7251 -1,6720 -1,5195 -1,2937 -1,0071 -0,6566 -0,2365 0,2491 0,7910 1,3846 2,0285 2,7151 3,4300 4,1541 4,8652 5,5431 6,1716 6,7305 7,1918 7,5348 7,7594 7,8773 7,8950 7,8123 7,6320 7,3676 7,0424 6,6847 6,3235 5,9854 5,6946 5,4738 5,3430 5,3117 5,3661 5,4684 5,5786 5,6706 5,7239 5,7161 5,6417 5,5276 5,4132 5,3161 5,2253 5,1260 5,0192 4,9178 4,8363 4,7871 4,7832 4,8359 4,9432 5,0781 5,1911 5,2336 5,1888 5,0782 4,9374 4,7883 4,6415 4,5093 4,4080 4,3443 4,3021 4,2510 4,1731 4,0723 3,9599 3,8437 3,7316 3,6355 3,5646 3,5197 3,4925 3,4662 3,4188 3,3291 3,1908 3,0192 2,8417 2,6821 2,5551 2,4670 2,4125 2,3727 2,3263 2,2626 2,1849 2,1069 2,0545 2,0695 2,1957 2,4507 2,8145 3,2418 3,6768 4,0643 4,3685 4,5888 4,7547 4,9078 5,0870 5,3127 5,5777 5,8516 6,0932 6,2681 6,3633 6,3840 6,3439 6,2633 6,1661 6,0667
F7    -1,4857 -1,2488 -0,9655 -0,6557 -0,3164 0,0486 0,4105 0,7302 0,9794 1,1505 1,2558 1,3124 1,3237 1,2760 1,1492 0,9390 0,6766 0,4192 0,2231 0,1299 0,1642 0,3212 0,5527 0,7797 0,9328 0,9830 0,9379 0,8247 0,6850 0,5667 0,5010 0,4848 0,4812 0,4371 0,3130 0,1082 -0,1401 -0,3824 -0,5916 -0,7795 -0,9760 -1,1895 -1,3922 -1,5434 -1,6222 -1,6378 -1,6146 -1,5733 -1,5230 -1,4600 -1,3709 -1,2395 -1,0616 -0,8622 -0,6992 -0,6359 -0,6948 -0,8375 -0,9934 -1,1054 -1,1559 -1,1581 -1,1247 -1,0430 -0,8809 -0,6093 -0,2240 0,2356 0,6843 1,0242 1,1929 1,1772 1,0009 0,7149 0,3826 0,0595 -0,2155 -0,4205 -0,5610 -0,6739 -0,8017 -0,9618 -1,1492 -1,3456 -1,5078 -1,5671 -1,4642 -1,1908 -0,8006 -0,3864 -0,0402 0,1734 0,2278 0,1481 0,0150 -0,0680 -0,0331 0,1182 0,3342 0,5519 0,7207 0,8095 0,8070 0,7104 0,5099 0,1865 -0,2667 -0,8212 -1,4161 -1,9778 -2,4312 -2,6997 -2,7252 -2,5110 -2,1338 -1,6948 -1,2632 -0,8664 -0,5114 -0,2027 0,0547 0,2654 0,4529 0,6584 0,9224 1,2674 1,6931 2,1838 2,7167 3,2612 3,7789 4,2301 4,5916 4,8728 5,1088 5,3381 5,5880 5,8647 6,1425 6,3701 6,4991 6,5104 6,4268 6,3086 6,2259 6,2195 6,2765 6,3445 6,3809 6,3844 6,3805 6,3904 6,4091 6,4080 6,3642 6,2856 6,2079 6,1741 6,2166 6,3508 6,5745 6,8751 7,2415 7,6635 8,1156 8,5600 8,9742 9,3564 9,6955 9,9523 10,0758 10,0295 9,8053 9,4244 8,9206 8,3224 7,6571 6,9634 6,2929 5,7060 5,2519 4,9439 4,7619 4,6811 4,6860 4,7642 4,9014 5,0803 5,2838 5,5031 5,7393 5,9890 6,2243 6,3886 6,4173 6,2714 5,9600 5,5475 5,1309 4,7893 4,5439 4,3631 4,1978 4,0124 3,7938 3,5479 3,2994 3,0949 2,9980 3,0661 3,3185 3,7290 4,2498 4,8336 5,4316 5,9875 6,4455 6,7648 6,9229 6,9181 6,7765 6,5498 6,2919 6,0270 5,7414 5,4085 5,0209 4,5979 4,1662 3,7454 3,3506 2,9956 2,6909 2,4467 2,2759 2,1897 2,1832 2,2269 2,2817 2,3249 2,3495 2,3428 2,2873 2,1803 2,0407 1,9074 1,8344 1,8691 2,0240 2,2602 2,5034 2,6850 2,7724 2,7672 2,6917 2,5781 2,4578 2,3581 2,3055 2,3202 2,4031 2,5433 2,7369 2,9829 3,2548 3,4811 3,5734 3,4861 3,2444 2,9071 2,5153 2,0818 1,6208 1,1745 0,8095 0,5947 0,5765 0,7501 1,0402 1,3264 1,4997 1,5028 1,3375 1,0537 0,7227 0,3972 0,0829 -0,2559 -0,6550 -1,1060 -1,5448 -1,8784 -2,0289 -1,9728 -1,7553 -1,4625 -1,1664 -0,8963 -0,6524 -0,4257 -0,2056 0,0169 0,2444 0,4683 0,6676 0,8185 0,9107 0,9567 0,9898 1,0534 1,1871 1,4023 1,6593 1,8816 2,0089 2,0348 1,9974 1,9459 1,9045 1,8622 1,7988 1,7143 1,6245 1,5427 1,4804 1,4623 1,5215 1,6765 1,9146 2,1892 2,4267 2,5454 2,4881 2,2531 1,8897 1,4644 1,0349 0,6445 0,3183 0,0562 -0,1595 -0,3319 -0,4280 -0,4026 -0,2430 0,0162 0,3136 0,5808 0,7590 0,8197 0,7797 0,6871 0,5823 0,4672 0,3129 0,0995 -0,1566 -0,4140 -0,6318 -0,7835 -0,8550 -0,8343 -0,7144 -0,5115 -0,2694 -0,0336 0,1793 0,3833 0,5967 0,8190 1,0309 1,2096 1,3382 1,4098 1,4351 1,4466 1,4816 1,5546 1,6514 1,7519 1,8464 1,9260 1,9720 1,9734 1,9492 1,9359 1,9528 1,9904 2,0298 2,0583 2,0721 2,0725 2,0610 2,0372 2,0042 1,9691 1,9249 1,8459 1,7116 1,5298 1,3348 1,1674 1,0568 1,0117 1,0153 1,0318 1,0289 0,9980 0,9519 0,9037 0,8619 0,8496 0,9119 1,0857 1,3671 1,7147 2,0797 2,4248 2,7237 2,9539 3,1012 3,1691 3,1814 3,1745 3,1787 3,2044 3,2434 3,2775 3,2892 3,2711 3,2287 3,1834 3,1732 3,2332 3,3646 3,5211 3,6306 3,6345 3,5139 3,2872 2,9964 2,6941 2,4241 2,2000 1,9956 1,7616 1,4674 1,1246 0,7745 0,4617 0,2182 0,0620 0,0065 0,0637 0,2349 0,5047 0,8407 1,1908 1,4870 1,6767 1,7590 1,7872 1,8358 1,9639 2,1884 2,4690 2,7220 2,8746 2,9172 2,8929 2,8350 2,7321 2,5542 2,2931 1,9753 1,6473 1,3419 1,0593 0,7828 0,4987 0,2009 -0,1054 -0,4005 -0,6576 -0,8537 -0,9719 -0,9985 -0,9244 -0,7528 -0,5017 -0,1932 0,1515 0,5129 0,8861 1,2942 1,7750 2,3452 2,9778 3,6103 4,1713 4,6101 4,9208 5,1459 5,3548 5,6139 5,9523 6,3329 6,6659 6,8626 6,8854 6,7627 6,5651 6,3592 6,1754 6,0034 5,8039 5,5333 5,1798 4,7840 4,4182 4,1454 3,9968 3,9746 4,0563 4,2049 4,3850 4,5752 4,7556 4,8854 4,9028 4,7566 4,4435 4,0233 3,5966 3,2594 3,0659 3,0173 3,0755 3,1893 3,3124 3,4072 3,4543 3,4677 3,4887 3,5513 3,6567 3,7825 3,9072 4,0268 4,1562 4,3156 4,5124 4,7318 4,9354 5,0712 5,0893 4,9630 4,7084 4,3752 4,0081 3,6276 3,2377 2,8328 2,4094 1,9913 1,6344 1,3960 1,3008 1,3337 1,4510 1,5989 1,7314 1,8245 1,8806 1,9232 1,9808 2,0739 2,2201 2,4461 2,7732 3,1929 3,6654 4,1364 4,5543 4,8898 5,1514 5,3832 5,6389 5,9487 6,3005 6,6412 6,8931 6,9889 6,9067 6,6737 6,3337 5,9252 5,4984 5,1292 4,8918
