Fp1   -1,6386 -1,8849 -2,2107 -2,5476 -2,8442 -3,0738 -3,2250 -3,2805 -3,2128 -3,0032 -2,6640 -2,2413 -1,7932 -1,3585 -0,9426 -0,5356 -0,1414 0,2172 0,5164 0,7492 0,9300 1,0844 1,2303 1,3689 1,4947 1,6131 1,7424 1,8938 2,0600 2,2281 2,3892 2,5290 2,6294 2,6816 2,6831 2,6281 2,5163 2,3633 2,1881 1,9896 1,7380 1,3932 0,9328 0,3709 -0,2472 -0,8647 -1,4327 -1,9290 -2,3589 -2,7306 -3,0351 -3,2537 -3,3739 -3,3926 -3,3123 -3,1456 -2,9211 -2,6745 -2,4247 -2,1667 -1,8975 -1,6393 -1,4229 -1,2603 -1,1427 -1,0561 -0,9862 -0,9163 -0,8299 -0,7111 -0,5459 -0,3304 -0,0793 0,1796 0,4224 0,6457 0,8635 1,0831 1,2922 1,4723 1,6144 1,7158 1,7761 1,8007 1,7992 1,7736 1,7132 1,6076 1,4604 1,2854 1,0951 0,9006 0,7197 0,5656 0,4232 0,2496 0,0057 -0,3172 -0,6990 -1,1026 -1,4796 -1,7803 -1,9762 -2,0644 -2,0515 -1,9450 -1,7634 -1,5411 -1,3258 -1,1645 -1,0821 -1,0670 -1,0856 -1,1106 -1,1320 -1,1483 -1,1633 -1,1828 -1,2118 -1,2596 -1,3444 -1,4775 -1,6496 -1,8413 -2,0351 -2,2154 -2,3702 -2,4866 -2,5472 -2,5454 -2,4950 -2,4140 -2,3004 -2,1319 -1,8863 -1,5574 -1,1533 -0,6928 -0,2045 0,2786 0,7292 1,1349 1,4994 1,8389 2,1775 2,5422 2,9414 3,3506 3,7263 4,0280 4,2207 4,2765 4,1885 3,9854 3,7237 3,4535 3,1923 2,9335 2,6708 2,4165 2,2005 2,0525 1,9848 1,9884 2,0432 2,1360 2,2680 2,4434 2,6530 2,8670 3,0408 3,1382 3,1552 3,1087 3,0064 2,8424 2,6173 2,3464 2,0456 1,7183 1,3641 0,9975 0,6437 0,3166 0,0107 -0,2862 -0,5792 -0,8643 -1,1382 -1,4068 -1,6770 -1,9432 -2,1905 -2,4077 -2,5896 -2,7279 -2,8083 -2,8248 -2,7933 -2,7465 -2,7145 -2,7009 -2,6793 -2,6211 -2,5168 -2,3658 -2,1701 -1,9477 -1,7321 -1,5479 -1,3943 -1,2579 -1,1360 -1,0360 -0,9578 -0,8921 -0,8319 -0,7736 -0,7135 -0,6547 -0,6099 -0,5902 -0,5926 -0,6065 -0,6243 -0,6421 -0,6604 -0,6920 -0,7597 -0,8723 -1,0096 -1,1391 -1,2402 -1,3128 -1,3691 -1,4222 -1,4788 -1,5420 -1,6233 -1,7502 -1,9583 -2,2795 -2,7284 -3,2897 -3,9247 -4,5872 -5,2289 -5,8037 -6,2799 -6,6436 -6,8893 -7,0118 -7,0028 -6,8500 -6,5480 -6,1122 -5,5759 -4,9773 -4,3543 -3,7413 -3,1648 -2,6521 -2,2351 -1,9369 -1,7622 -1,6916 -1,6873 -1,7245 -1,8131 -1,9810 -2,2370 -2,5471 -2,8472 -3,0856 -3,2483 -3,3506 -3,4153 -3,4627 -3,5075 -3,5533 -3,5899 -3,6027 -3,5853 -3,5421 -3,4852 -3,4283 -3,3811 -3,3482 -3,3303 -3,3310 -3,3622 -3,4378 -3,5578 -3,7018 -3,8442 -3,9759 -4,1049 -4,2405 -4,3879 -4,5539 -4,7456 -4,9714 -5,2434 -5,5629 -5,8986 -6,1942 -6,4000 -6,4881 -6,4470 -6,2802 -6,0140 -5,6889 -5,3369 -4,9713 -4,5977 -4,2255 -3,8663 -3,5245 -3,1994 -2,8948 -2,6133 -2,3478 -2,0850 -1,8158 -1,5354 -1,2346 -0,8933 -0,4871 -0,0072 0,5220 1,0484 1,5141 1,8775 2,1280 2,2851 2,3783 2,4276 2,4430 2,4283 2,3804 2,2902 2,1497 1,9632 1,7502 1,5350 1,3368 1,1639 1,0124 0,8730 0,7348 0,5817 0,3960 0,1683 -0,0963 -0,3737 -0,6268 -0,8248 -0,9607 -1,0539 -1,1413 -1,2643 -1,4441 -1,6614 -1,8740 -2,0606 -2,2367 -2,4305 -2,6563 -2,9133 -3,1970 -3,4982 -3,7931 -4,0465 -4,2256 -4,3040 -4,2600 -4,0822 -3,7744 -3,3485 -2,8213 -2,2223 -1,5978 -0,9912 -0,4267 0,0909 0,5708 1,0319 1,4846 1,9144 2,2952 2,6169 2,8859 3,1058 3,2727 3,3777 3,4041 3,3388 3,1911 2,9917 2,7727 2,5448 2,2926 1,9915 1,6287 1,2159 0,7876 0,3889 0,0619 -0,1701 -0,3070 -0,3602 -0,3446 -0,2796 -0,1927 -0,1189 -0,0859 -0,0973 -0,1412 -0,2144 -0,3289 -0,4951 -0,7110 -0,9661 -1,2530 -1,5712 -1,9168 -2,2723 -2,6189 -2,9464 -3,2434 -3,4924 -3,6830 -3,8206 -3,9216 -4,0011 -4,0600 -4,0811 -4,0482 -3,9650 -3,8497 -3,7225 -3,6005 -3,4966 -3,4187 -3,3729 -3,3632 -3,3812 -3,4024 -3,3972 -3,3442 -3,2379 -3,0902 -2,9242 -2,7508 -2,5516 -2,2906 -1,9350 -1,4697 -0,9141 -0,3252 0,2315 0,7106 1,0860 1,3461 1,5005 1,5757 1,6025 1,6085 1,6058 1,5808 1,5087 1,3831 1,2210 1,0470 0,8786 0,7209 0,5722 0,4335 0,3116 0,2151 0,1486 0,1144 0,1226 0,1843 0,2902 0,4101 0,5190 0,6094 0,6778 0,7076 0,6768 0,5774 0,4232 0,2356 0,0235 -0,2138 -0,4675 -0,7183 -0,9485 -1,1444 -1,2915 -1,3758 -1,3907 -1,3388 -1,2279 -1,0639 -0,8427 -0,5490 -0,1728 0,2713 0,7508 1,2397 1,7193 2,1541 2,4949 2,7143 2,8248 2,8521 2,8043 2,6762 2,4713 2,2052 1,9009 1,5966 1,3464 1,1985 1,1728 1,2649 1,4585 1,7219 2,0034 2,2465 2,4209 2,5329 2,6063 2,6595 2,7009 2,7297 2,7378 2,7213 2,6928 2,6749 2,6759 2,6814 2,6752 2,6596 2,6486 2,6498 2,6589 2,6656 2,6505 2,5839 2,4395 2,2179 1,9579 1,7230 1,5693 1,5137 1,5228 1,5361 1,5026 1,4021 1,2442 1,0547 0,8534 0,6420 0,4122 0,1602 -0,1081 -0,3774 -0,6264 -0,8377 -1,0015 -1,1120 -1,1664 -1,1680 -1,1299 -1,0687 -0,9926 -0,8976 -0,7725 -0,5979 -0,3524 -0,0353 0,3164 0,6445 0,9004 1,0563 1,0963 1,0183 0,8458 0,6250 0,4015 0,1974 0,0107 -0,1669 -0,3355 -0,4880 -0,6206 -0,7394
Fz    -1,3913 -1,7344 -2,1101 -2,4615 -2,7636 -3,0163 -3,2243 -3,3793 -3,4529 -3,4103 -3,2383 -2,9616 -2,6247 -2,2542 -1,8487 -1,4058 -0,9427 -0,4906 -0,0832 0,2548 0,5182 0,7175 0,8640 0,9645 1,0325 1,0973 1,1967 1,3569 1,5785 1,8411 2,1145 2,3679 2,5820 2,7523 2,8784 2,9592 2,9997 3,0066 2,9740 2,8763 2,6774 2,3494 1,8873 1,3127 0,6699 0,0163 -0,5905 -1,1091 -1,5219 -1,8303 -2,0493 -2,1996 -2,2935 -2,3299 -2,3047 -2,2226 -2,1021 -1,9686 -1,8387 -1,7096 -1,5696 -1,4154 -1,2553 -1,0986 -0,9476 -0,8002 -0,6525 -0,4981 -0,3275 -0,1303 0,0985 0,3551 0,6288 0,9052 1,1730 1,4312 1,6866 1,9420 2,1941 2,4442 2,6965 2,9421 3,1587 3,3242 3,4259 3,4588 3,4227 3,3245 3,1791 2,9981 2,7830 2,5330 2,2519 1,9385 1,5782 1,1595 0,6961 0,2230 -0,2229 -0,6173 -0,9478 -1,2059 -1,3828 -1,4673 -1,4455 -1,3115 -1,0834 -0,8045 -0,5279 -0,2986 -0,1387 -0,0420 0,0128 0,0397 0,0425 0,0274 0,0056 -0,0128 -0,0242 -0,0410 -0,0960 -0,2249 -0,4471 -0,7598 -1,1344 -1,5200 -1,8646 -2,1320 -2,3088 -2,4028 -2,4294 -2,3966 -2,2975 -2,1155 -1,8347 -1,4479 -0,9596 -0,3897 0,2294 0,8660 1,4943 2,0919 2,6388 3,1214 3,5381 3,9040 4,2416 4,5608 4,8548 5,1055 5,2824 5,3507 5,2951 5,1371 4,9232 4,6935 4,4619 4,2264 3,9901 3,7664 3,5655 3,3858 3,2214 3,0743 2,9591 2,8975 2,9073 2,9928 3,1407 3,3225 3,4979 3,6298 3,7038 3,7222 3,6823 3,5686 3,3669 3,0788 2,7190 2,2988 1,8251 1,3165 0,8040 0,3132 -0,1459 -0,5722 -0,9616 -1,3026 -1,5876 -1,8238 -2,0299 -2,2238 -2,4147 -2,6012 -2,7726 -2,9124 -3,0039 -3,0336 -2,9938 -2,8939 -2,7589 -2,6082 -2,4405 -2,2485 -2,0353 -1,8069 -1,5622 -1,3008 -1,0340 -0,7807 -0,5544 -0,3620 -0,2083 -0,0927 -0,0062 0,0577 0,0952 0,0979 0,0671 0,0139 -0,0578 -0,1635 -0,3264 -0,5467 -0,7842 -0,9786 -1,0903 -1,1220 -1,1050 -1,0645 -1,0041 -0,9173 -0,8044 -0,6759 -0,5458 -0,4241 -0,3185 -0,2423 -0,2226 -0,3003 -0,5191 -0,9135 -1,4956 -2,2458 -3,1164 -4,0420 -4,9486 -5,7690 -6,4574 -6,9925 -7,3693 -7,5876 -7,6400 -7,5147 -7,2184 -6,7869 -6,2663 -5,6928 -5,0912 -4,4804 -3,8820 -3,3306 -2,8695 -2,5317 -2,3269 -2,2338 -2,2136 -2,2420 -2,3269 -2,4924 -2,7477 -3,0660 -3,3917 -3,6746 -3,9001 -4,0846 -4,2503 -4,4088 -4,5647 -4,7205 -4,8713 -5,0027 -5,1008 -5,1652 -5,2045 -5,2195 -5,1991 -5,1364 -5,0415 -4,9380 -4,8487 -4,7897 -4,7712 -4,7924 -4,8378 -4,8876 -4,9303 -4,9650 -4,9966 -5,0321 -5,0789 -5,1481 -5,2562 -5,4092 -5,5829 -5,7286 -5,8015 -5,7814 -5,6674 -5,4675 -5,1977 -4,8803 -4,5303 -4,1458 -3,7210 -3,2646 -2,7997 -2,3476 -1,9171 -1,5087 -1,1184 -0,7377 -0,3567 0,0275 0,4102 0,7894 1,1766 1,5942 2,0552 2,5439 3,0171 3,4234 3,7269 3,9239 4,0399 4,1097 4,1605 4,2059 4,2444 4,2611 4,2347 4,1479 3,9968 3,7929 3,5592 3,3264 3,1252 2,9729 2,8664 2,7818 2,6810 2,5268 2,3017 2,0186 1,7169 1,4412 1,2157 1,0389 0,8948 0,7559 0,5847 0,3560 0,0818 -0,2006 -0,4656 -0,7173 -0,9742 -1,2449 -1,5257 -1,8108 -2,0928 -2,3537 -2,5687 -2,7160 -2,7805 -2,7449 -2,5881 -2,2960 -1,8706 -1,3297 -0,7058 -0,0417 0,6245 1,2709 1,8929 2,4958 3,0838 3,6526 4,1918 4,6912 5,1426 5,5330 5,8424 6,0569 6,1781 6,2198 6,2018 6,1484 6,0798 5,9990 5,8834 5,6922 5,3914 4,9782 4,4837 3,9559 3,4427 2,9811 2,5941 2,2918 2,0778 1,9517 1,9045 1,9101 1,9285 1,9287 1,9071 1,8726 1,8194 1,7262 1,5750 1,3554 1,0563 0,6673 0,1873 -0,3667 -0,9567 -1,5329 -2,0535 -2,4944 -2,8478 -3,1197 -3,3296 -3,5075 -3,6832 -3,8689 -4,0492 -4,1915 -4,2677 -4,2678 -4,2011 -4,0853 -3,9374 -3,7743 -3,6200 -3,4990 -3,4162 -3,3458 -3,2460 -3,0820 -2,8394 -2,5265 -2,1627 -1,7575 -1,3030 -0,7924 -0,2393 0,3246 0,8622 1,3480 1,7818 2,1773 2,5362 2,8452 3,0911 3,2713 3,3935 3,4723 3,5201 3,5381 3,5177 3,4546 3,3574 3,2411 3,1157 2,9863 2,8644 2,7670 2,7038 2,6694 2,6440 2,6036 2,5368 2,4506 2,3577 2,2678 2,1866 2,1144 2,0482 1,9861 1,9243 1,8495 1,7388 1,5704 1,3364 1,0489 0,7373 0,4362 0,1737 -0,0317 -0,1682 -0,2266 -0,1999 -0,0869 0,1066 0,3691 0,6896 1,0617 1,4746 1,9063 2,3392 2,7757 3,2235 3,6674 4,0653 4,3739 4,5712 4,6512 4,6100 4,4503 4,1962 3,8889 3,5724 3,2915 3,0910 3,0010 3,0265 3,1542 3,3636 3,6243 3,8933 4,1256 4,2941 4,3973 4,4441 4,4383 4,3875 4,3131 4,2405 4,1856 4,1571 4,1607 4,1954 4,2480 4,2915 4,2965 4,2473 4,1476 4,0160 3,8738 3,7253 3,5521 3,3337 3,0726 2,7967 2,5420 2,3342 2,1775 2,0537 1,9352 1,8026 1,6510 1,4826 1,2947 1,0797 0,8352 0,5710 0,3067 0,0642 -0,1379 -0,2887 -0,3937 -0,4711 -0,5311 -0,5620 -0,5419 -0,4601 -0,3230 -0,1424 0,0758 0,3338 0,6405 1,0030 1,4105 1,8285 2,2086 2,5035 2,6803 2,7265 2,6492 2,4753 2,2459 2,0010 1,7680 1,5624 1,3908 1,2511 1,1338 1,0242 0,9014
F3    -0,3062 -0,6840 -1,1476 -1,6198 -2,0500 -2,4180 -2,7215 -2,9512 -3,0745 -3,0542 -2,8873 -2,6192 -2,3148 -2,0100 -1,7002 -1,3753 -1,0475 -0,7434 -0,4851 -0,2768 -0,1020 0,0604 0,2141 0,3509 0,4767 0,6183 0,8032 1,0358 1,2975 1,5690 1,8399 2,1015 2,3451 2,5608 2,7266 2,8201 2,8472 2,8413 2,8277 2,7944 2,6913 2,4536 2,0328 1,4280 0,6998 -0,0520 -0,7349 -1,2977 -1,7285 -2,0341 -2,2323 -2,3520 -2,4150 -2,4212 -2,3643 -2,2596 -2,1442 -2,0504 -1,9768 -1,8893 -1,7553 -1,5763 -1,3842 -1,2119 -1,0678 -0,9359 -0,7945 -0,6294 -0,4327 -0,1938 0,0966 0,4312 0,7833 1,1176 1,4080 1,6539 1,8752 2,0864 2,2836 2,4619 2,6262 2,7782 2,9121 3,0232 3,1096 3,1656 3,1788 3,1411 3,0590 2,9411 2,7821 2,5730 2,3231 2,0585 1,7944 1,5211 1,2206 0,8872 0,5338 0,1856 -0,1283 -0,3859 -0,5849 -0,7346 -0,8308 -0,8564 -0,8067 -0,6963 -0,5471 -0,3791 -0,2033 -0,0163 0,1862 0,3866 0,5540 0,6704 0,7276 0,7138 0,6190 0,4457 0,2088 -0,0660 -0,3556 -0,6561 -0,9734 -1,3037 -1,6335 -1,9471 -2,2262 -2,4512 -2,6052 -2,6721 -2,6313 -2,4617 -2,1527 -1,7104 -1,1555 -0,5249 0,1347 0,7833 1,3960 1,9572 2,4546 2,8799 3,2366 3,5475 3,8417 4,1254 4,3778 4,5707 4,6781 4,6789 4,5725 4,3930 4,1927 4,0043 3,8221 3,6272 3,4246 3,2421 3,1022 3,0120 2,9728 2,9840 3,0421 3,1439 3,2888 3,4754 3,6942 3,9153 4,0881 4,1792 4,2066 4,2155 4,2254 4,2137 4,1415 3,9863 3,7448 3,4137 2,9901 2,4961 1,9768 1,4662 0,9686 0,4773 -0,0031 -0,4530 -0,8531 -1,2042 -1,5277 -1,8436 -2,1503 -2,4277 -2,6576 -2,8337 -2,9549 -3,0127 -2,9926 -2,8946 -2,7421 -2,5566 -2,3383 -2,0856 -1,8190 -1,5678 -1,3405 -1,1236 -0,9035 -0,6762 -0,4436 -0,2172 -0,0218 0,1197 0,2032 0,2408 0,2446 0,2221 0,1821 0,1338 0,0754 -0,0106 -0,1405 -0,3044 -0,4610 -0,5636 -0,5974 -0,5898 -0,5831 -0,5964 -0,6139 -0,6055 -0,5516 -0,4538 -0,3327 -0,2150 -0,1198 -0,0614 -0,0633 -0,1606 -0,3871 -0,7641 -1,2982 -1,9793 -2,7794 -3,6475 -4,5084 -5,2837 -5,9245 -6,4230 -6,7933 -7,0437 -7,1576 -7,1023 -6,8655 -6,4739 -5,9695 -5,3845 -4,7421 -4,0680 -3,3999 -2,7931 -2,3031 -1,9594 -1,7545 -1,6497 -1,5956 -1,5666 -1,5805 -1,6811 -1,8979 -2,2101 -2,5525 -2,8597 -3,1050 -3,3004 -3,4689 -3,6248 -3,7771 -3,9329 -4,0851 -4,2100 -4,2859 -4,3111 -4,3021 -4,2757 -4,2359 -4,1796 -4,1088 -4,0329 -3,9633 -3,9134 -3,8986 -3,9258 -3,9878 -4,0748 -4,1834 -4,3094 -4,4434 -4,5754 -4,6937 -4,7903 -4,8746 -4,9646 -5,0532 -5,1016 -5,0715 -4,9487 -4,7379 -4,4553 -4,1324 -3,8057 -3,4910 -3,1766 -2,8502 -2,5259 -2,2340 -1,9857 -1,7642 -1,5482 -1,3264 -1,0843 -0,8000 -0,4659 -0,0956 0,2984 0,7220 1,1900 1,7038 2,2372 2,7395 3,1532 3,4446 3,6257 3,7357 3,8028 3,8322 3,8183 3,7518 3,6235 3,4372 3,2133 2,9841 2,7867 2,6505 2,5825 2,5662 2,5737 2,5794 2,5587 2,4802 2,3148 2,0513 1,7077 1,3352 0,9957 0,7288 0,5436 0,4293 0,3536 0,2674 0,1364 -0,0297 -0,1930 -0,3266 -0,4336 -0,5380 -0,6662 -0,8378 -1,0655 -1,3487 -1,6643 -1,9701 -2,2237 -2,3909 -2,4399 -2,3454 -2,1073 -1,7527 -1,3195 -0,8433 -0,3496 0,1556 0,6841 1,2525 1,8684 2,5189 3,1642 3,7534 4,2528 4,6596 4,9837 5,2290 5,3977 5,4973 5,5372 5,5297 5,4917 5,4335 5,3480 5,2095 4,9783 4,6240 4,1580 3,6333 3,1116 2,6381 2,2398 1,9327 1,7212 1,5972 1,5477 1,5567 1,5975 1,6398 1,6711 1,7024 1,7406 1,7627 1,7297 1,6198 1,4270 1,1407 0,7502 0,2628 -0,2958 -0,8928 -1,4951 -2,0719 -2,5957 -3,0430 -3,4020 -3,6800 -3,8983 -4,0733 -4,2039 -4,2781 -4,2923 -4,2566 -4,1839 -4,0851 -3,9726 -3,8591 -3,7569 -3,6832 -3,6565 -3,6736 -3,6956 -3,6656 -3,5358 -3,2845 -2,9201 -2,4729 -1,9742 -1,4400 -0,8740 -0,2829 0,3190 0,9105 1,4673 1,9763 2,4380 2,8490 3,1969 3,4762 3,6907 3,8461 3,9532 4,0253 4,0626 4,0525 3,9849 3,8575 3,6742 3,4440 3,1823 2,9158 2,6797 2,5011 2,3833 2,3014 2,2186 2,1152 1,9933 1,8571 1,7061 1,5429 1,3754 1,2097 1,0449 0,8716 0,6789 0,4589 0,2080 -0,0680 -0,3492 -0,6094 -0,8331 -1,0175 -1,1616 -1,2550 -1,2796 -1,2251 -1,1016 -0,9311 -0,7269 -0,4770 -0,1515 0,2646 0,7549 1,2988 1,8978 2,5547 3,2307 3,8413 4,2994 4,5591 4,6181 4,4955 4,2230 3,8474 3,4194 2,9810 2,5789 2,2720 2,1049 2,0811 2,1803 2,3903 2,7035 3,0869 3,4786 3,8217 4,0914 4,2839 4,3970 4,4334 4,4069 4,3350 4,2378 4,1432 4,0802 4,0638 4,0888 4,1327 4,1646 4,1587 4,1111 4,0419 3,9713 3,8958 3,7907 3,6333 3,4236 3,1875 2,9600 2,7632 2,5956 2,4358 2,2596 2,0592 1,8430 1,6207 1,3927 1,1521 0,8930 0,6201 0,3494 0,1015 -0,1018 -0,2420 -0,3182 -0,3518 -0,3661 -0,3630 -0,3309 -0,2737 -0,2162 -0,1773 -0,1484 -0,0955 0,0261 0,2491 0,5702 0,9430 1,2980 1,5661 1,6985 1,6774 1,5212 1,2801 1,0200 0,7953 0,6338 0,5431 0,5193 0,5438 0,5820 0,5945 0,5469
F7    -0,0367 -0,3204 -0,7131 -1,1502 -1,5734 -1,9451 -2,2419 -2,4325 -2,4772 -2,3602 -2,1112 -1,7962 -1,4860 -1,2157 -0,9699 -0,7145 -0,4452 -0,1948 0,0024 0,1387 0,2318 0,3083 0,3848 0,4662 0,5591 0,6758 0,8233 0,9909 1,1613 1,3364 1,5299 1,7328 1,9135 2,0458 2,1129 2,1048 2,0341 1,9399 1,8592 1,7938 1,6993 1,5069 1,1644 0,6716 0,0853 -0,5099 -1,0444 -1,4931 -1,8668 -2,1745 -2,4082 -2,5671 -2,6666 -2,7157 -2,7074 -2,6431 -2,5472 -2,4464 -2,3383 -2,1920 -1,9891 -1,7544 -1,5357 -1,3628 -1,2310 -1,1180 -1,0073 -0,8962 -0,7875 -0,6727 -0,5329 -0,3562 -0,1500 0,0627 0,2606 0,4405 0,6148 0,7860 0,9311 1,0248 1,0632 1,0544 1,0099 0,9487 0,8905 0,8398 0,7862 0,7230 0,6599 0,6083 0,5616 0,5059 0,4459 0,4042 0,3877 0,3664 0,2942 0,1398 -0,1041 -0,4168 -0,7465 -1,0285 -1,2229 -1,3240 -1,3367 -1,2663 -1,1312 -0,9655 -0,8107 -0,7061 -0,6697 -0,6839 -0,7150 -0,7470 -0,7852 -0,8350 -0,8987 -0,9814 -1,0822 -1,1925 -1,3054 -1,4147 -1,5126 -1,6045 -1,7120 -1,8539 -2,0303 -2,2178 -2,3773 -2,4801 -2,5256 -2,5278 -2,4887 -2,3916 -2,2201 -1,9698 -1,6412 -1,2394 -0,7826 -0,3021 0,1651 0,5871 0,9521 1,2744 1,5858 1,9164 2,2704 2,6154 2,9021 3,0941 3,1747 3,1373 2,9903 2,7736 2,5460 2,3420 2,1506 1,9463 1,7300 1,5356 1,4088 1,3845 1,4704 1,6431 1,8622 2,0961 2,3367 2,5902 2,8563 3,1101 3,3059 3,4123 3,4430 3,4388 3,4208 3,3762 3,2784 3,1103 2,8735 2,5827 2,2582 1,9286 1,6231 1,3440 1,0602 0,7385 0,3706 -0,0240 -0,4175 -0,7985 -1,1759 -1,5610 -1,9485 -2,3176 -2,6454 -2,9138 -3,1104 -3,2326 -3,2886 -3,2979 -3,2892 -3,2782 -3,2541 -3,2015 -3,1219 -3,0187 -2,8858 -2,7198 -2,5257 -2,3060 -2,0578 -1,7870 -1,5203 -1,2904 -1,1099 -0,9677 -0,8457 -0,7299 -0,6167 -0,5186 -0,4608 -0,4618 -0,5137 -0,5859 -0,6487 -0,6897 -0,7170 -0,7569 -0,8394 -0,9728 -1,1381 -1,3106 -1,4744 -1,6188 -1,7419 -1,8543 -1,9684 -2,0875 -2,2140 -2,3630 -2,5571 -2,8136 -3,1399 -3,5384 -4,0101 -4,5395 -5,0784 -5,5638 -5,9536 -6,2346 -6,4080 -6,4808 -6,4560 -6,3220 -6,0656 -5,6957 -5,2393 -4,7220 -4,1665 -3,5983 -3,0449 -2,5430 -2,1337 -1,8367 -1,6412 -1,5171 -1,4321 -1,3736 -1,3626 -1,4386 -1,6199 -1,8722 -2,1215 -2,3065 -2,4144 -2,4689 -2,4966 -2,5155 -2,5446 -2,6026 -2,6906 -2,7857 -2,8534 -2,8644 -2,8144 -2,7283 -2,6398 -2,5701 -2,5255 -2,5080 -2,5248 -2,5857 -2,6939 -2,8385 -3,0027 -3,1804 -3,3767 -3,5921 -3,8153 -4,0319 -4,2298 -4,4067 -4,5846 -4,7938 -5,0266 -5,2286 -5,3398 -5,3284 -5,1903 -4,9471 -4,6441 -4,3281 -4,0211 -3,7248 -3,4481 -3,2153 -3,0409 -2,9050 -2,7703 -2,6206 -2,4658 -2,3157 -2,1640 -1,9986 -1,8108 -1,5861 -1,2948 -0,9022 -0,3992 0,1778 0,7610 1,2804 1,6922 1,9957 2,2168 2,3711 2,4574 2,4743 2,4211 2,2921 2,0893 1,8317 1,5569 1,3149 1,1431 1,0461 1,0002 0,9707 0,9311 0,8682 0,7703 0,6272 0,4361 0,2035 -0,0480 -0,2812 -0,4629 -0,5818 -0,6517 -0,7057 -0,7839 -0,9081 -1,0574 -1,1886 -1,2833 -1,3601 -1,4487 -1,5667 -1,7192 -1,9111 -2,1481 -2,4204 -2,6986 -2,9441 -3,1156 -3,1713 -3,0847 -2,8593 -2,5189 -2,0883 -1,5974 -1,0872 -0,5896 -0,1121 0,3531 0,8213 1,3100 1,8150 2,2953 2,6992 3,0006 3,1989 3,3013 3,3231 3,2860 3,2056 3,0898 2,9475 2,7886 2,6188 2,4320 2,2059 1,9152 1,5562 1,1592 0,7721 0,4372 0,1811 0,0106 -0,0856 -0,1260 -0,1255 -0,0949 -0,0489 -0,0111 -0,0015 -0,0229 -0,0713 -0,1568 -0,2968 -0,4891 -0,7118 -0,9448 -1,1815 -1,4221 -1,6654 -1,9100 -2,1617 -2,4267 -2,6955 -2,9450 -3,1552 -3,3206 -3,4426 -3,5162 -3,5250 -3,4523 -3,3046 -3,1144 -2,9149 -2,7241 -2,5522 -2,4096 -2,3045 -2,2447 -2,2380 -2,2787 -2,3377 -2,3741 -2,3531 -2,2516 -2,0629 -1,7999 -1,4872 -1,1424 -0,7638 -0,3299 0,1842 0,7719 1,3738 1,9132 2,3458 2,6607 2,8601 2,9533 2,9505 2,8610 2,7087 2,5280 2,3356 2,1286 1,9056 1,6683 1,4159 1,1507 0,8781 0,6057 0,3494 0,1296 -0,0405 -0,1648 -0,2580 -0,3237 -0,3557 -0,3643 -0,3775 -0,4132 -0,4675 -0,5309 -0,6062 -0,7028 -0,8193 -0,9402 -1,0508 -1,1454 -1,2208 -1,2712 -1,2982 -1,3156 -1,3364 -1,3521 -1,3347 -1,2658 -1,1523 -1,0104 -0,8429 -0,6288 -0,3361 0,0454 0,4891 0,9607 1,4491 1,9468 2,4106 2,7684 2,9717 3,0265 2,9704 2,8337 2,6273 2,3558 2,0252 1,6493 1,2684 0,9521 0,7627 0,7180 0,8028 0,9992 1,2853 1,6144 1,9224 2,1642 2,3317 2,4366 2,4912 2,5100 2,5125 2,5120 2,5175 2,5477 2,6253 2,7479 2,8852 3,0102 3,1181 3,2163 3,3110 3,4081 3,5057 3,5819 3,5996 3,5293 3,3730 3,1718 2,9840 2,8517 2,7805 2,7436 2,7024 2,6237 2,4868 2,2885 2,0418 1,7647 1,4675 1,1551 0,8346 0,5160 0,2155 -0,0438 -0,2462 -0,3941 -0,5005 -0,5752 -0,6207 -0,6438 -0,6628 -0,6945 -0,7364 -0,7680 -0,7556 -0,6649 -0,4866 -0,2526 -0,0161 0,1746 0,2849 0,2966 0,2189 0,0938 -0,0222 -0,0909 -0,1071 -0,0854 -0,0397 0,0215 0,0907 0,1610 0,2244
