Fp1   -0,5705 -0,2541 0,1087 0,4485 0,7144 0,8681 0,8811 0,7514 0,5098 0,2056 -0,1083 -0,3726 -0,5219 -0,5108 -0,3433 -0,0696 0,2476 0,5626 0,8517 1,1009 1,2969 1,4303 1,5029 1,5304 1,5296 1,4985 1,4168 1,2722 1,0827 0,8887 0,7151 0,5423 0,3174 -0,0084 -0,4371 -0,9041 -1,3070 -1,5585 -1,6206 -1,5076 -1,2763 -1,0187 -0,8410 -0,8176 -0,9491 -1,1671 -1,3832 -1,5338 -1,5976 -1,5952 -1,5746 -1,5747 -1,5991 -1,6302 -1,6544 -1,6628 -1,6412 -1,5721 -1,4446 -1,2678 -1,0752 -0,9071 -0,7829 -0,7032 -0,6702 -0,6865 -0,7368 -0,7883 -0,7970 -0,7162 -0,5238 -0,2500 0,0252 0,2005 0,1997 0,0162 -0,2841 -0,6126 -0,9070 -1,1376 -1,2925 -1,3639 -1,3441 -1,2388 -1,0841 -0,9441 -0,8880 -0,9634 -1,1733 -1,4665 -1,7603 -1,9896 -2,1409 -2,2468 -2,3665 -2,5649 -2,8805 -3,2999 -3,7582 -4,1694 -4,4658 -4,6222 -4,6502 -4,5841 -4,4689 -4,3408 -4,2109 -4,0679 -3,8946 -3,6887 -3,4729 -3,2795 -3,1158 -2,9545 -2,7645 -2,5393 -2,2959 -2,0641 -1,8810 -1,7794 -1,7708 -1,8390 -1,9470 -2,0435 -2,0739 -2,0006 -1,8157 -1,5229 -1,1087 -0,5501 0,1427 0,9103 1,6778 2,3849 2,9837 3,4326 3,7126 3,8545 3,9342 4,0250 4,1450 4,2523 4,2850 4,2085 4,0342 3,8108 3,6086 3,4962 3,5125 3,6503 3,8652 4,1030 4,3266 4,5226 4,6830 4,7913 4,8327 4,8149 4,7737 4,7602 4,8091 4,9088 5,0117 5,0728 5,0633 4,9558 4,7335 4,4206 4,0730 3,7258 3,3707 2,9956 2,6239 2,3052 2,0857 1,9810 1,9541 1,9246 1,8187 1,6162 1,3566 1,1067 0,9172 0,7978 0,7265 0,6791 0,6402 0,5914 0,5112 0,3917 0,2483 0,1146 0,0295 0,0203 0,0820 0,1716 0,2353 0,2464 0,2123 0,1504 0,0682 -0,0317 -0,1341 -0,2147 -0,2580 -0,2562 -0,1935 -0,0537 0,1494 0,3703 0,5646 0,7147 0,8260 0,9127 0,9860 1,0499 1,0992 1,1145 1,0587 0,8934 0,6110 0,2541 -0,0950 -0,3526 -0,4688 -0,4309 -0,2592 -0,0052 0,2684 0,5183 0,7329 0,9177 1,0630 1,1291 1,0666 0,8476 0,4833 0,0321 -0,4104 -0,7471 -0,9155 -0,8974 -0,7176 -0,4347 -0,1178 0,1728 0,3872 0,4848 0,4535 0,3227 0,1404 -0,0571 -0,2584 -0,4764 -0,7311 -1,0256 -1,3411 -1,6507 -1,9298 -2,1654 -2,3660 -2,5534 -2,7404 -2,9116 -3,0212 -3,0221 -2,9110 -2,7377 -2,5660 -2,4291 -2,3158 -2,1926 -2,0436 -1,8787 -1,7058 -1,5167 -1,2988 -1,0500 -0,7857 -0,5391 -0,3527 -0,2571 -0,2423 -0,2519 -0,2156 -0,0931 0,1049 0,3307 0,5322 0,6699 0,7137 0,6461 0,4756 0,2336 -0,0517 -0,3715 -0,7256 -1,1014 -1,4656 -1,7741 -1,9947 -2,1229 -2,1751 -2,1782 -2,1620 -2,1427 -2,1071 -2,0194 -1,8500 -1,5980 -1,2827 -0,9146 -0,4893 -0,0057 0,5259 1,0870 1,6452 2,1579 2,5898 2,9246 3,1590 3,2869 3,2884 3,1440 2,8633 2,5040 2,1639 1,9404 1,8756 1,9308 2,0136 2,0353 1,9537 1,7769 1,5404 1,2746 0,9813 0,6427 0,2640 -0,1032 -0,3877 -0,5370 -0,5302 -0,3827 -0,1574 0,0509 0,1679 0,1779 0,1177 0,0496 0,0294 0,0832 0,2086 0,3914 0,6161 0,8645 1,1086 1,3149 1,4609 1,5350 1,5206 1,3990 1,1702 0,8614 0,5212 0,2047 -0,0453 -0,2102 -0,2980 -0,3475 -0,4244 -0,5952 -0,8864 -1,2704 -1,6859 -2,0570 -2,2972 -2,3300 -2,1276 -1,7301 -1,2207 -0,6858 -0,1967 0,1934 0,4568 0,5921 0,6172 0,5692 0,4931 0,4116 0,3102 0,1640 -0,0267 -0,2315 -0,4129 -0,5491 -0,6362 -0,6754 -0,6598 -0,5690 -0,3824 -0,1092 0,1961 0,4513 0,5835 0,5629 0,4150 0,2063 0,0160 -0,0931 -0,0964 -0,0138 0,0965 0,1588 0,1144 -0,0411 -0,2523 -0,4497 -0,6017 -0,7124 -0,7900 -0,8370 -0,8535 -0,8368 -0,7863 -0,7147 -0,6499 -0,6169 -0,6151 -0,6169 -0,5891 -0,5146 -0,4093 -0,3243 -0,3142 -0,3789 -0,4555 -0,4804 -0,4420 -0,3750 -0,3293 -0,3431 -0,4283 -0,5760 -0,7737 -1,0062 -1,2401 -1,4193 -1,4889 -1,4292 -1,2685 -1,0664 -0,8812 -0,7387 -0,6186 -0,4773 -0,2896 -0,0627 0,1822 0,4161 0,5958 0,6760 0,6371 0,4888 0,2482 -0,0706 -0,4468 -0,8464 -1,2250 -1,5352 -1,7438 -1,8456 -1,8569 -1,8030 -1,7155 -1,6295 -1,5792 -1,5990 -1,7170 -1,9451 -2,2776 -2,6866 -3,1142 -3,4880 -3,7565 -3,9097 -3,9703 -3,9675 -3,9156 -3,8054 -3,6124 -3,3226 -2,9624 -2,5979 -2,3009 -2,1145 -2,0460 -2,0858 -2,2171 -2,4029 -2,5781 -2,6651 -2,6098 -2,4120 -2,1252 -1,8251 -1,5696 -1,3715 -1,2032 -1,0471 -0,9337 -0,9080 -0,9713 -1,0737 -1,1485 -1,1411 -1,0217 -0,7886 -0,4601 -0,0572 0,3982 0,8623 1,2631 1,5291 1,6296 1,5881 1,4668 1,3387 1,2524 1,2058 1,1609 1,0923 1,0146 0,9614 0,9561 1,0125 1,1441 1,3539 1,6163 1,8768 2,0731 2,1546 2,0961 1,9015 1,5878 1,1669 0,6519 0,0715 -0,5357 -1,1268 -1,6505 -2,0586 -2,3414 -2,5479 -2,7613 -3,0439 -3,3956 -3,7581 -4,0559 -4,2359 -4,2761 -4,1741 -3,9398 -3,5965 -3,1808 -2,7395 -2,3239 -1,9825 -1,7515 -1,6443 -1,6422 -1,6936 -1,7353 -1,7313 -1,6971 -1,6795 -1,7116 -1,7926 -1,9046 -2,0346 -2,1744 -2,3047 -2,3890 -2,3877 -2,2860 -2,1146 -1,9283 -1,7672 -1,6482 -1,5769 -1,5485 -1,5461 -1,5581 -1,5957 -1,6777 -1,7990 -1,9223 -2,0057 -2,0318 -2,0114
Fz    0,2666 0,3744 0,4934 0,6337 0,7794 0,8877 0,9192 0,8629 0,7313 0,5448 0,3330 0,1459 0,0490 0,0935 0,2817 0,5603 0,8525 1,0999 1,2787 1,3871 1,4348 1,4451 1,4503 1,4768 1,5300 1,5888 1,6104 1,5522 1,3994 1,1698 0,8887 0,5651 0,1911 -0,2395 -0,7050 -1,1486 -1,5053 -1,7398 -1,8573 -1,8842 -1,8513 -1,7980 -1,7794 -1,8419 -1,9815 -2,1357 -2,2248 -2,2015 -2,0755 -1,9080 -1,7758 -1,7266 -1,7644 -1,8690 -2,0169 -2,1884 -2,3610 -2,5056 -2,5976 -2,6327 -2,6330 -2,6326 -2,6514 -2,6800 -2,6907 -2,6541 -2,5468 -2,3567 -2,0855 -1,7489 -1,3831 -1,0467 -0,8056 -0,7113 -0,7821 -0,9907 -1,2708 -1,5523 -1,7980 -2,0066 -2,1868 -2,3348 -2,4331 -2,4704 -2,4621 -2,4484 -2,4718 -2,5563 -2,6982 -2,8671 -3,0205 -3,1271 -3,1792 -3,1910 -3,1955 -3,2376 -3,3589 -3,5782 -3,8827 -4,2331 -4,5827 -4,8955 -5,1508 -5,3388 -5,4564 -5,5035 -5,4864 -5,4271 -5,3658 -5,3470 -5,3961 -5,4976 -5,5846 -5,5611 -5,3563 -4,9692 -4,4689 -3,9620 -3,5534 -3,3101 -3,2421 -3,3092 -3,4421 -3,5587 -3,5792 -3,4498 -3,1599 -2,7337 -2,1960 -1,5544 -0,8182 -0,0235 0,7691 1,4988 2,1239 2,6262 3,0096 3,2931 3,5010 3,6536 3,7648 3,8462 3,9148 3,9948 4,1077 4,2620 4,4540 4,6779 4,9292 5,1967 5,4516 5,6552 5,7873 5,8629 5,9132 5,9503 5,9563 5,9087 5,8103 5,6902 5,5804 5,4966 5,4357 5,3838 5,3167 5,2004 5,0074 4,7378 4,4114 4,0387 3,6141 3,1426 2,6608 2,2248 1,8839 1,6591 1,5332 1,4564 1,3740 1,2628 1,1425 1,0491 1,0008 0,9912 1,0061 1,0374 1,0730 1,0843 1,0352 0,8972 0,6573 0,3249 -0,0646 -0,4579 -0,8000 -1,0512 -1,2003 -1,2623 -1,2609 -1,2135 -1,1349 -1,0426 -0,9500 -0,8610 -0,7755 -0,6949 -0,6179 -0,5406 -0,4681 -0,4179 -0,4042 -0,4205 -0,4334 -0,3923 -0,2541 -0,0110 0,3015 0,6159 0,8532 0,9485 0,8767 0,6586 0,3547 0,0544 -0,1453 -0,1761 -0,0321 0,2242 0,4931 0,6894 0,7790 0,7791 0,7227 0,6248 0,4789 0,2735 0,0094 -0,2897 -0,5758 -0,7876 -0,8659 -0,7687 -0,4871 -0,0536 0,4616 0,9652 1,3611 1,5757 1,5838 1,4187 1,1503 0,8527 0,5820 0,3701 0,2243 0,1327 0,0744 0,0315 -0,0059 -0,0469 -0,1123 -0,2315 -0,4177 -0,6456 -0,8603 -1,0113 -1,0811 -1,0839 -1,0432 -0,9746 -0,8837 -0,7714 -0,6405 -0,4922 -0,3138 -0,0807 0,2257 0,5999 1,0033 1,3721 1,6395 1,7674 1,7755 1,7392 1,7452 1,8377 1,9959 2,1528 2,2396 2,2156 2,0672 1,8019 1,4516 1,0688 0,7074 0,4052 0,1776 0,0184 -0,0949 -0,1871 -0,2770 -0,3761 -0,4842 -0,5881 -0,6696 -0,7082 -0,6801 -0,5641 -0,3572 -0,0833 0,2229 0,5440 0,8876 1,2693 1,7005 2,1846 2,7063 3,2260 3,6986 4,0969 4,4145 4,6512 4,7985 4,8458 4,8002 4,7009 4,6097 4,5774 4,6107 4,6651 4,6658 4,5492 4,3044 3,9802 3,6473 3,3515 3,0945 2,8517 2,6091 2,3816 2,2002 2,0963 2,0979 2,2220 2,4571 2,7555 3,0525 3,2976 3,4726 3,5875 3,6612 3,7060 3,7325 3,7621 3,8219 3,9275 4,0710 4,2186 4,3247 4,3486 4,2642 4,0686 3,7830 3,4402 3,0740 2,7178 2,4030 2,1525 1,9695 1,8273 1,6735 1,4553 1,1519 0,7821 0,3829 -0,0007 -0,3078 -0,4723 -0,4611 -0,2964 -0,0343 0,2698 0,5745 0,8508 1,0822 1,2575 1,3626 1,3850 1,3186 1,1622 0,9270 0,6478 0,3778 0,1679 0,0514 0,0386 0,1180 0,2596 0,4249 0,5912 0,7629 0,9550 1,1653 1,3619 1,4900 1,5050 1,4053 1,2354 1,0564 0,9120 0,8110 0,7312 0,6420 0,5273 0,3949 0,2703 0,1819 0,1417 0,1356 0,1429 0,1619 0,2065 0,2862 0,3999 0,5429 0,7048 0,8641 0,9946 1,0803 1,1215 1,1295 1,1146 1,0744 0,9913 0,8495 0,6632 0,4745 0,3169 0,1903 0,0734 -0,0534 -0,1970 -0,3519 -0,5057 -0,6424 -0,7450 -0,7989 -0,7950 -0,7326 -0,6220 -0,4792 -0,3128 -0,1157 0,1330 0,4579 0,8642 1,3142 1,7327 2,0417 2,1927 2,1745 2,0099 1,7516 1,4616 1,1775 0,8978 0,5999 0,2686 -0,0886 -0,4520 -0,8041 -1,1289 -1,4016 -1,5906 -1,6786 -1,6790 -1,6313 -1,5884 -1,6032 -1,7134 -1,9305 -2,2341 -2,5753 -2,8941 -3,1437 -3,3061 -3,3900 -3,4207 -3,4244 -3,4187 -3,4066 -3,3811 -3,3377 -3,2825 -3,2232 -3,1583 -3,0809 -2,9918 -2,9037 -2,8299 -2,7696 -2,7007 -2,5895 -2,4139 -2,1744 -1,8895 -1,5875 -1,2971 -1,0434 -0,8541 -0,7598 -0,7710 -0,8590 -0,9640 -1,0204 -0,9747 -0,7934 -0,4712 -0,0356 0,4646 0,9772 1,4588 1,8806 2,2312 2,5161 2,7533 2,9688 3,1867 3,4104 3,6127 3,7559 3,8270 3,8506 3,8701 3,9236 4,0329 4,1980 4,3904 4,5569 4,6390 4,5940 4,4064 4,0858 3,6621 3,1725 2,6453 2,0976 1,5430 0,9947 0,4676 -0,0173 -0,4393 -0,7984 -1,1251 -1,4628 -1,8365 -2,2323 -2,6094 -2,9277 -3,1599 -3,2822 -3,2689 -3,1103 -2,8285 -2,4738 -2,1063 -1,7804 -1,5347 -1,3860 -1,3278 -1,3370 -1,3837 -1,4389 -1,4849 -1,5248 -1,5789 -1,6694 -1,8079 -1,9941 -2,2172 -2,4502 -2,6472 -2,7552 -2,7338 -2,5787 -2,3358 -2,0792 -1,8733 -1,7539 -1,7272 -1,7694 -1,8391 -1,9060 -1,9687 -2,0411 -2,1210 -2,1829 -2,2041 -2,1896 -2,1685
F3    0,2695 0,4219 0,5643 0,6836 0,7682 0,8022 0,7673 0,6507 0,4535 0,1952 -0,0823 -0,3166 -0,4419 -0,4189 -0,2542 0,0053 0,3004 0,5844 0,8305 1,0273 1,1758 1,2907 1,3940 1,5026 1,6183 1,7215 1,7761 1,7500 1,6396 1,4704 1,2675 1,0305 0,7353 0,3565 -0,0996 -0,5781 -0,9979 -1,2999 -1,4731 -1,5407 -1,5395 -1,5211 -1,5538 -1,6892 -1,9170 -2,1621 -2,3335 -2,3766 -2,2976 -2,1595 -2,0502 -2,0334 -2,1193 -2,2782 -2,4725 -2,6710 -2,8433 -2,9586 -2,9978 -2,9702 -2,9139 -2,8733 -2,8683 -2,8864 -2,8972 -2,8697 -2,7806 -2,6202 -2,3896 -2,0939 -1,7508 -1,4040 -1,1169 -0,9537 -0,9543 -1,1089 -1,3599 -1,6406 -1,9098 -2,1492 -2,3444 -2,4759 -2,5241 -2,4843 -2,3821 -2,2680 -2,1970 -2,2083 -2,3114 -2,4807 -2,6699 -2,8408 -2,9810 -3,1030 -3,2370 -3,4205 -3,6799 -4,0144 -4,3955 -4,7791 -5,1234 -5,4004 -5,5953 -5,7040 -5,7298 -5,6764 -5,5502 -5,3744 -5,1894 -5,0345 -4,9323 -4,8803 -4,8400 -4,7471 -4,5500 -4,2434 -3,8663 -3,4800 -3,1486 -2,9211 -2,8159 -2,8181 -2,8870 -2,9634 -2,9824 -2,8954 -2,6864 -2,3619 -1,9269 -1,3792 -0,7337 -0,0373 0,6469 1,2671 1,7908 2,2009 2,4949 2,6913 2,8258 2,9318 3,0219 3,0879 3,1191 3,1211 3,1167 3,1349 3,2045 3,3514 3,5890 3,9024 4,2425 4,5470 4,7776 4,9364 5,0446 5,1096 5,1196 5,0651 4,9603 4,8422 4,7476 4,6886 4,6516 4,6157 4,5610 4,4659 4,3150 4,1164 3,8911 3,6384 3,3344 2,9744 2,5992 2,2730 2,0436 1,9167 1,8525 1,7847 1,6606 1,4768 1,2779 1,1174 1,0175 0,9632 0,9308 0,9139 0,9149 0,9185 0,8893 0,7934 0,6185 0,3775 0,1004 -0,1776 -0,4261 -0,6314 -0,8021 -0,9573 -1,1055 -1,2374 -1,3384 -1,4028 -1,4283 -1,4097 -1,3454 -1,2433 -1,1145 -0,9713 -0,8350 -0,7345 -0,6848 -0,6704 -0,6523 -0,5868 -0,4469 -0,2384 -0,0007 0,2068 0,3232 0,3066 0,1533 -0,0993 -0,3834 -0,6185 -0,7365 -0,7040 -0,5350 -0,2865 -0,0318 0,1752 0,3197 0,4171 0,4808 0,4963 0,4291 0,2535 -0,0259 -0,3650 -0,6877 -0,9114 -0,9706 -0,8283 -0,4839 0,0207 0,6055 1,1708 1,6192 1,8805 1,9366 1,8261 1,6143 1,3610 1,1097 0,8859 0,6959 0,5297 0,3707 0,2073 0,0388 -0,1327 -0,3140 -0,5158 -0,7305 -0,9188 -1,0256 -1,0166 -0,9000 -0,7133 -0,4918 -0,2539 -0,0049 0,2508 0,4991 0,7230 0,9203 1,1062 1,2998 1,5086 1,7197 1,8994 2,0074 2,0221 1,9671 1,9100 1,9212 2,0290 2,2031 2,3733 2,4713 2,4586 2,3228 2,0707 1,7303 1,3474 0,9677 0,6196 0,3133 0,0498 -0,1696 -0,3415 -0,4661 -0,5506 -0,5995 -0,6100 -0,5777 -0,4972 -0,3561 -0,1416 0,1425 0,4705 0,8151 1,1753 1,5749 2,0324 2,5441 3,0870 3,6219 4,1003 4,4867 4,7748 4,9799 5,1143 5,1705 5,1328 5,0042 4,8215 4,6476 4,5378 4,5007 4,4898 4,4302 4,2624 3,9795 3,6303 3,2844 2,9879 2,7385 2,4994 2,2433 1,9828 1,7596 1,6194 1,5999 1,7202 1,9605 2,2610 2,5532 2,7956 2,9831 3,1327 3,2621 3,3788 3,4896 3,6115 3,7630 3,9467 4,1397 4,3010 4,3932 4,3949 4,2960 4,1009 3,8347 3,5349 3,2354 2,9575 2,7093 2,4917 2,3003 2,1168 1,9037 1,6220 1,2634 0,8585 0,4571 0,1135 -0,1139 -0,1762 -0,0630 0,1873 0,5116 0,8519 1,1635 1,4127 1,5812 1,6643 1,6642 1,5891 1,4525 1,2652 1,0377 0,7944 0,5785 0,4404 0,4144 0,5017 0,6724 0,8806 1,0845 1,2654 1,4289 1,5837 1,7211 1,8118 1,8186 1,7204 1,5328 1,3050 1,0970 0,9508 0,8756 0,8497 0,8341 0,7934 0,7184 0,6354 0,5871 0,5922 0,6263 0,6502 0,6475 0,6268 0,6045 0,6006 0,6334 0,7034 0,7869 0,8540 0,8917 0,9087 0,9250 0,9580 1,0062 1,0409 1,0264 0,9580 0,8680 0,7854 0,7061 0,6053 0,4634 0,2782 0,0621 -0,1627 -0,3710 -0,5395 -0,6464 -0,6671 -0,5842 -0,4086 -0,1794 0,0622 0,3000 0,5521 0,8568 1,2384 1,6746 2,0993 2,4400 2,6487 2,7062 2,6205 2,4263 2,1679 1,8717 1,5346 1,1396 0,6791 0,1697 -0,3511 -0,8422 -1,2701 -1,6053 -1,8224 -1,9152 -1,9082 -1,8510 -1,8026 -1,8148 -1,9189 -2,1179 -2,3871 -2,6790 -2,9426 -3,1470 -3,2892 -3,3848 -3,4529 -3,5014 -3,5213 -3,4918 -3,3979 -3,2512 -3,0912 -2,9602 -2,8774 -2,8387 -2,8382 -2,8757 -2,9456 -3,0207 -3,0500 -2,9788 -2,7791 -2,4654 -2,0857 -1,6991 -1,3467 -1,0408 -0,7912 -0,6297 -0,5851 -0,6409 -0,7318 -0,7780 -0,7197 -0,5311 -0,2206 0,1795 0,6271 1,0807 1,4992 1,8435 2,0901 2,2450 2,3398 2,4160 2,5059 2,6144 2,7155 2,7765 2,7902 2,7808 2,7826 2,8204 2,9078 3,0446 3,2075 3,3532 3,4346 3,4159 3,2765 3,0167 2,6596 2,2374 1,7729 1,2806 0,7790 0,2903 -0,1639 -0,5587 -0,8717 -1,1099 -1,3224 -1,5760 -1,9110 -2,3152 -2,7344 -3,1092 -3,3982 -3,5746 -3,6176 -3,5187 -3,2915 -2,9705 -2,6045 -2,2496 -1,9575 -1,7580 -1,6490 -1,6038 -1,5887 -1,5777 -1,5626 -1,5576 -1,5868 -1,6663 -1,7961 -1,9683 -2,1731 -2,3925 -2,5939 -2,7347 -2,7792 -2,7199 -2,5873 -2,4305 -2,2876 -2,1788 -2,1126 -2,0884 -2,0970 -2,1285 -2,1799 -2,2478 -2,3123 -2,3389 -2,3058 -2,2240 -2,1290
F7    -0,6121 -0,1659 0,3666 0,8887 1,3252 1,6167 1,7002 1,5281 1,1071 0,5080 -0,1558 -0,7565 -1,1838 -1,3803 -1,3523 -1,1450 -0,8150 -0,4207 -0,0210 0,3292 0,5851 0,7257 0,7681 0,7620 0,7524 0,7433 0,7100 0,6406 0,5574 0,4986 0,4758 0,4509 0,3576 0,1436 -0,1848 -0,5470 -0,8266 -0,9328 -0,8356 -0,5691 -0,2234 0,0760 0,2120 0,1282 -0,1452 -0,5150 -0,8830 -1,1944 -1,4430 -1,6485 -1,8398 -2,0320 -2,2045 -2,3132 -2,3166 -2,1827 -1,8959 -1,4784 -0,9952 -0,5321 -0,1611 0,0886 0,2342 0,3000 0,2821 0,1695 -0,0177 -0,2365 -0,4380 -0,5667 -0,5744 -0,4547 -0,2621 -0,0944 -0,0357 -0,1029 -0,2518 -0,4297 -0,6057 -0,7648 -0,8951 -0,9795 -0,9919 -0,9142 -0,7632 -0,5962 -0,4894 -0,5065 -0,6639 -0,9043 -1,1203 -1,2277 -1,2172 -1,1447 -1,0908 -1,1268 -1,2935 -1,5912 -1,9748 -2,3660 -2,6931 -2,9265 -3,0749 -3,1663 -3,2393 -3,3340 -3,4732 -3,6494 -3,8312 -3,9865 -4,1082 -4,2085 -4,2816 -4,2902 -4,1968 -3,9928 -3,7051 -3,3898 -3,1132 -2,9251 -2,8414 -2,8465 -2,8984 -2,9284 -2,8616 -2,6601 -2,3413 -1,9453 -1,4872 -0,9574 -0,3652 0,2477 0,8441 1,4105 1,9274 2,3430 2,6010 2,7008 2,7135 2,7271 2,7744 2,8182 2,7972 2,6757 2,4626 2,2070 1,9840 1,8641 1,8739 1,9847 2,1437 2,3123 2,4772 2,6358 2,7789 2,8885 2,9539 2,9868 3,0218 3,1038 3,2503 3,4142 3,5078 3,4649 3,2604 2,8894 2,3746 1,7927 1,2535 0,8286 0,5128 0,2678 0,0829 -0,0156 0,0111 0,1785 0,4423 0,7056 0,8748 0,9130 0,8471 0,7389 0,6419 0,5670 0,4861 0,3735 0,2320 0,0744 -0,0945 -0,2681 -0,4225 -0,5131 -0,4809 -0,2840 0,0466 0,3945 0,6300 0,6905 0,5846 0,3464 0,0052 -0,4057 -0,8346 -1,2169 -1,4951 -1,6214 -1,5558 -1,2968 -0,9141 -0,5202 -0,1978 0,0357 0,2074 0,3487 0,4752 0,5875 0,6762 0,7184 0,6786 0,5295 0,2807 -0,0086 -0,2533 -0,3965 -0,4371 -0,4030 -0,3231 -0,2266 -0,1322 -0,0341 0,0880 0,2415 0,3960 0,4875 0,4516 0,2514 -0,1128 -0,5942 -1,0982 -1,5178 -1,7836 -1,8845 -1,8589 -1,7682 -1,6586 -1,5426 -1,4242 -1,3285 -1,2878 -1,3079 -1,3668 -1,4410 -1,5252 -1,6331 -1,7726 -1,9233 -2,0565 -2,1670 -2,2705 -2,3859 -2,5293 -2,7051 -2,8979 -3,0723 -3,1716 -3,1409 -2,9819 -2,7732 -2,6183 -2,5718 -2,6040 -2,6310 -2,5818 -2,4296 -2,1742 -1,8282 -1,4246 -1,0195 -0,6742 -0,4348 -0,3249 -0,3432 -0,4515 -0,5708 -0,6109 -0,5207 -0,3134 -0,0472 0,2137 0,4162 0,5171 0,4951 0,3693 0,1836 -0,0376 -0,3102 -0,6593 -1,0754 -1,5057 -1,8847 -2,1734 -2,3692 -2,4856 -2,5434 -2,5740 -2,6030 -2,6197 -2,5760 -2,4206 -2,1332 -1,7206 -1,1926 -0,5652 0,1203 0,8070 1,4463 2,0019 2,4490 2,7792 2,9997 3,1271 3,1691 3,1093 2,9229 2,6177 2,2581 1,9519 1,7992 1,8347 2,0074 2,2165 2,3714 2,4226 2,3612 2,2110 2,0094 1,7696 1,4725 1,1120 0,7347 0,4231 0,2472 0,2299 0,3353 0,4718 0,5302 0,4485 0,2440 -0,0099 -0,2245 -0,3288 -0,2909 -0,1188 0,1554 0,4939 0,8584 1,2046 1,4874 1,6798 1,7738 1,7602 1,6285 1,3873 1,0741 0,7487 0,4749 0,2933 0,2064 0,1814 0,1616 0,0815 -0,1071 -0,4059 -0,7675 -1,1181 -1,3748 -1,4561 -1,3105 -0,9461 -0,4306 0,1422 0,6884 1,1416 1,4520 1,5982 1,5953 1,4870 1,3364 1,2055 1,1179 1,0431 0,9264 0,7342 0,4727 0,1747 -0,1203 -0,3753 -0,5554 -0,6289 -0,5667 -0,3542 -0,0196 0,3637 0,7092 0,9555 1,0845 1,1141 1,0804 1,0267 0,9974 1,0276 1,1249 1,2504 1,3241 1,2724 1,0860 0,8320 0,5988 0,4290 0,3114 0,2143 0,1135 0,0101 -0,0707 -0,1069 -0,1110 -0,1288 -0,2048 -0,3415 -0,4961 -0,6105 -0,6411 -0,5798 -0,4699 -0,3801 -0,3363 -0,2997 -0,2269 -0,1203 -0,0187 0,0338 0,0145 -0,0651 -0,1768 -0,3096 -0,4684 -0,6398 -0,7774 -0,8257 -0,7573 -0,5951 -0,4042 -0,2579 -0,1935 -0,1906 -0,1942 -0,1603 -0,0690 0,0859 0,2855 0,4702 0,5680 0,5421 0,4013 0,1719 -0,1196 -0,4423 -0,7666 -1,0756 -1,3580 -1,5981 -1,7768 -1,8757 -1,8894 -1,8410 -1,7809 -1,7723 -1,8752 -2,1276 -2,5333 -3,0663 -3,6673 -4,2381 -4,6733 -4,9170 -4,9838 -4,9281 -4,8021 -4,6360 -4,4325 -4,1675 -3,8098 -3,3604 -2,8686 -2,4103 -2,0492 -1,8183 -1,7293 -1,7773 -1,9223 -2,0814 -2,1599 -2,0971 -1,8964 -1,6228 -1,3681 -1,2053 -1,1534 -1,1753 -1,2277 -1,3097 -1,4425 -1,6147 -1,7732 -1,8561 -1,8244 -1,6756 -1,4378 -1,1366 -0,7629 -0,2891 0,2690 0,8210 1,2452 1,4587 1,4489 1,2614 0,9787 0,6870 0,4328 0,2142 0,0222 -0,1251 -0,1976 -0,1808 -0,0700 0,1458 0,4725 0,8865 1,3287 1,7220 1,9924 2,0901 2,0049 1,7528 1,3498 0,8101 0,1561 -0,5814 -1,3518 -2,0682 -2,6289 -2,9794 -3,1494 -3,2268 -3,2945 -3,3860 -3,4878 -3,5717 -3,6195 -3,6238 -3,5725 -3,4438 -3,2226 -2,9180 -2,5637 -2,2112 -1,9239 -1,7649 -1,7732 -1,9415 -2,2092 -2,4888 -2,7119 -2,8593 -2,9436 -2,9738 -2,9517 -2,8938 -2,8384 -2,8236 -2,8612 -2,9224 -2,9452 -2,8689 -2,6773 -2,4048 -2,1084 -1,8454 -1,6589 -1,5599 -1,5274 -1,5381 -1,5924 -1,7001 -1,8483 -1,9998 -2,1220 -2,2076 -2,2641
