Fp1   -2,6628 -2,3079 -1,9866 -1,7885 -1,7576 -1,8645 -2,0257 -2,1580 -2,2196 -2,2145 -2,1743 -2,1236 -2,0444 -1,8836 -1,6037 -1,2187 -0,7777 -0,3322 0,0753 0,4079 0,6477 0,8171 0,9692 1,1424 1,3267 1,4791 1,5686 1,6003 1,6040 1,6046 1,5950 1,5370 1,4014 1,1995 0,9693 0,7528 0,5904 0,5164 0,5407 0,6369 0,7596 0,8758 0,9754 1,0583 1,1271 1,1853 1,2217 1,1914 1,0353 0,7322 0,3085 -0,2031 -0,7870 -1,4307 -2,1083 -2,7674 -3,3312 -3,7294 -3,9338 -3,9673 -3,8844 -3,7433 -3,5889 -3,4496 -3,3287 -3,2024 -3,0446 -2,8500 -2,6320 -2,4151 -2,2377 -2,1458 -2,1803 -2,3727 -2,7371 -3,2363 -3,7615 -4,1783 -4,4011 -4,4147 -4,2508 -3,9651 -3,6202 -3,2712 -2,9631 -2,7176 -2,5149 -2,3038 -2,0365 -1,6941 -1,3005 -0,9165 -0,6035 -0,3912 -0,2800 -0,2493 -0,2655 -0,3027 -0,3513 -0,4142 -0,5085 -0,6644 -0,8953 -1,1645 -1,3948 -1,5278 -1,5694 -1,5794 -1,6315 -1,7811 -2,0484 -2,4106 -2,8055 -3,1449 -3,3441 -3,3457 -3,1281 -2,7132 -2,1748 -1,6211 -1,1562 -0,8488 -0,7176 -0,7334 -0,8333 -0,9416 -0,9866 -0,9140 -0,7065 -0,3956 -0,0503 0,2484 0,4362 0,4955 0,4667 0,4184 0,4057 0,4571 0,5742 0,7277 0,8644 0,9355 0,9251 0,8456 0,7073 0,5037 0,2259 -0,1141 -0,4686 -0,7642 -0,9432 -0,9947 -0,9393 -0,7954 -0,5696 -0,2600 0,1421 0,6454 1,2461 1,9299 2,6816 3,4832 4,3066 5,1140 5,8675 6,5399 7,1228 7,6193 8,0263 8,3206 8,4684 8,4512 8,2832 8,0062 7,6703 7,3233 7,0059 6,7371 6,5053 6,2841 6,0518 5,8015 5,5445 5,3048 5,0938 4,8973 4,6930 4,4679 4,2260 3,9912 3,7893 3,6256 3,4810 3,3260 3,1377 2,9093 2,6515 2,3906 2,1579 1,9638 1,7880 1,5943 1,3391 0,9731 0,4648 -0,1715 -0,8815 -1,6017 -2,2816 -2,8889 -3,4020 -3,8054 -4,1022 -4,3226 -4,5075 -4,6786 -4,8240 -4,9180 -4,9542 -4,9488 -4,9238 -4,8966 -4,8813 -4,8939 -4,9491 -5,0339 -5,0939 -5,0649 -4,9207 -4,6851 -4,4162 -4,1889 -4,0732 -4,1052 -4,2677 -4,4916 -4,6813 -4,7533 -4,6680 -4,4351 -4,0924 -3,6789 -3,2253 -2,7569 -2,2935 -1,8431 -1,4017 -0,9648 -0,5405 -0,1441 0,2073 0,4898 0,6745 0,7463 0,7229 0,6564 0,6246 0,7050 0,9322 1,2755 1,6544 1,9627 2,0892 1,9591 1,5951 1,1321 0,7369 0,5056 0,4356 0,4580 0,4752 0,3967 0,1739 -0,1868 -0,6486 -1,1776 -1,7454 -2,3114 -2,8212 -3,2297 -3,5195 -3,6994 -3,7978 -3,8693 -3,9873 -4,2109 -4,5567 -5,0006 -5,4976 -5,9943 -6,4292 -6,7395 -6,8793 -6,8387 -6,6524 -6,3966 -6,1697 -6,0632 -6,1340 -6,3964 -6,8223 -7,3321 -7,7949 -8,0629 -8,0311 -7,6807 -7,0779 -6,3337 -5,5676 -4,8882 -4,3795 -4,0906 -4,0293 -4,1626 -4,4307 -4,7633 -5,0751 -5,2740 -5,3050 -5,1764 -4,9377 -4,6434 -4,3315 -4,0272 -3,7539 -3,5200 -3,3021 -3,0646 -2,7973 -2,5183 -2,2369 -1,9287 -1,5601 -1,1315 -0,6818 -0,2566 0,1222 0,4615 0,7788 1,0842 1,3785 1,6543 1,8913 2,0616 2,1428 2,1200 1,9791 1,7117 1,3388 0,9303 0,5841 0,3788 0,3507 0,4960 0,7726 1,1151 1,4661 1,7968 2,0909 2,3137 2,4071 2,3275 2,0993 1,8285 1,6462 1,6311 1,7796 2,0220 2,2495 2,3605 2,3196 2,1717 2,0014 1,8867 1,8728 1,9579 2,0965 2,2281 2,3131 2,3427 2,3183 2,2273 2,0453 1,7618 1,3961 0,9962 0,6331 0,3826 0,2953 0,3774 0,5878 0,8445 1,0503 1,1302 1,0553 0,8426 0,5465 0,2508 0,0450 -0,0164 0,0567 0,2015 0,3383 0,4026 0,3723 0,2809 0,1941 0,1675 0,2197 0,3337 0,4773 0,6234 0,7590 0,8872 1,0155 1,1385 1,2347 1,2895 1,3169 1,3450 1,3843 1,4162 1,4017 1,3065 1,1347 0,9399 0,8024 0,7915 0,9191 1,1273 1,3313 1,4667 1,4963 1,4078 1,2275 1,0109 0,8090 0,6443 0,5084 0,3725 0,2125 0,0267 -0,1719 -0,3672 -0,5424 -0,6839 -0,7855 -0,8473 -0,8683 -0,8472 -0,7968 -0,7514 -0,7469 -0,7851 -0,8180 -0,7754 -0,6136 -0,3409 -0,0053 0,3314 0,6143 0,8014 0,8630 0,7884 0,5882 0,2936 -0,0413 -0,3506 -0,5827 -0,7285 -0,8314 -0,9608 -1,1593 -1,4169 -1,6908 -1,9322 -2,0971 -2,1650 -2,1566 -2,1139 -2,0723 -2,0692 -2,1500 -2,3452 -2,6642 -3,1035 -3,6278 -4,1537 -4,5738 -4,8002 -4,7918 -4,5627 -4,1729 -3,7051 -3,2406 -2,8435 -2,5547 -2,3917 -2,3373 -2,3370 -2,3320 -2,2976 -2,2436 -2,1948 -2,1866 -2,2613 -2,4355 -2,6676 -2,8752 -2,9833 -2,9558 -2,8034 -2,5673 -2,2818 -1,9513 -1,5687 -1,1508 -0,7475 -0,4168 -0,1877 -0,0463 0,0447 0,1179 0,1918 0,2770 0,3869 0,5446 0,7688 1,0410 1,2987 1,4709 1,5123 1,4116 1,2026 0,9599 0,7522 0,6055 0,5131 0,4614 0,4313 0,3827 0,2522 -0,0083 -0,3718 -0,7203 -0,9043 -0,8240 -0,4707 0,0847 0,7314 1,3578 1,8721 2,2068 2,3162 2,1715 1,7713 1,1690 0,4788 -0,1681 -0,6711 -0,9723 -1,0502 -0,9172 -0,6124 -0,1943 0,2667 0,7020 1,0574 1,2963 1,4033 1,3851 1,2508 0,9998 0,6487 0,2584 -0,0798 -0,2925 -0,3597 -0,3107 -0,1995 -0,0755 0,0376 0,1344 0,2082 0,2557 0,2985 0,3873 0,5696 0,8498 1,1809 1,4913 1,7162 1,8150 1,7754 1,6139 1,3704 1,0982 0,8540 0,6819 0,5948
Fz    -3,2562 -3,0963 -2,9393 -2,8053 -2,7052 -2,6322 -2,5668 -2,4900 -2,3903 -2,2651 -2,1218 -1,9636 -1,7678 -1,4943 -1,1237 -0,6824 -0,2297 0,1735 0,4871 0,6912 0,7838 0,7933 0,7745 0,7724 0,7944 0,8188 0,8261 0,8157 0,8011 0,7947 0,7946 0,7841 0,7474 0,6858 0,6200 0,5834 0,6178 0,7576 1,0017 1,3052 1,6089 1,8718 2,0755 2,2142 2,2836 2,2753 2,1744 1,9642 1,6367 1,2013 0,6751 0,0684 -0,6042 -1,3096 -2,0068 -2,6595 -3,2357 -3,7102 -4,0680 -4,3058 -4,4351 -4,4841 -4,4917 -4,4916 -4,4910 -4,4650 -4,3820 -4,2346 -4,0435 -3,8412 -3,6620 -3,5396 -3,5079 -3,6002 -3,8422 -4,2181 -4,6411 -4,9855 -5,1588 -5,1328 -4,9186 -4,5404 -4,0368 -3,4688 -2,9104 -2,4143 -1,9816 -1,5759 -1,1631 -0,7310 -0,2925 0,1159 0,4519 0,6859 0,8035 0,8059 0,7107 0,5407 0,3159 0,0512 -0,2526 -0,6086 -1,0200 -1,4577 -1,8700 -2,2112 -2,4611 -2,6289 -2,7463 -2,8541 -2,9840 -3,1452 -3,3189 -3,4620 -3,5249 -3,4757 -3,3096 -3,0440 -2,7108 -2,3446 -1,9677 -1,5856 -1,2016 -0,8345 -0,5158 -0,2667 -0,0783 0,0853 0,2624 0,4740 0,7200 0,9793 1,2161 1,4034 1,5445 1,6565 1,7445 1,8007 1,8160 1,7802 1,6801 1,5035 1,2552 0,9624 0,6585 0,3583 0,0559 -0,2505 -0,5317 -0,7278 -0,7837 -0,6840 -0,4438 -0,0806 0,3908 0,9566 1,6072 2,3335 3,1162 3,9293 4,7522 5,5732 6,3854 7,1803 7,9429 8,6503 9,2806 9,8283 10,3052 10,7168 11,0462 11,2613 11,3295 11,2287 10,9665 10,5975 10,2050 9,8516 9,5533 9,2927 9,0426 8,7848 8,5245 8,2838 8,0724 7,8778 7,6882 7,5018 7,3069 7,0767 6,7831 6,4047 5,9289 5,3549 4,6944 3,9723 3,2239 2,4926 1,8178 1,2142 0,6663 0,1451 -0,3772 -0,9208 -1,4892 -2,0624 -2,6098 -3,1134 -3,5749 -4,0063 -4,4152 -4,7997 -5,1556 -5,4808 -5,7708 -6,0169 -6,2110 -6,3556 -6,4651 -6,5532 -6,6323 -6,7299 -6,8919 -7,1596 -7,5420 -7,9957 -8,4273 -8,7334 -8,8559 -8,8030 -8,6316 -8,4163 -8,2247 -8,0934 -8,0114 -7,9247 -7,7641 -7,4774 -7,0464 -6,4869 -5,8365 -5,1373 -4,4293 -3,7502 -3,1312 -2,5887 -2,1202 -1,7142 -1,3559 -1,0199 -0,6768 -0,3193 0,0254 0,3119 0,5082 0,6144 0,6554 0,6627 0,6563 0,6402 0,6131 0,5718 0,5041 0,3982 0,2694 0,1616 0,1014 0,0593 -0,0316 -0,2271 -0,5422 -0,9499 -1,3918 -1,8012 -2,1323 -2,3767 -2,5545 -2,6947 -2,8194 -2,9403 -3,0695 -3,2270 -3,4390 -3,7326 -4,1334 -4,6585 -5,3006 -6,0185 -6,7505 -7,4368 -8,0295 -8,4920 -8,8044 -8,9701 -9,0188 -9,0003 -8,9686 -8,9647 -9,0056 -9,0910 -9,2113 -9,3398 -9,4241 -9,3965 -9,2045 -8,8391 -8,3341 -7,7397 -7,1074 -6,4933 -5,9572 -5,5524 -5,3087 -5,2239 -5,2785 -5,4512 -5,7024 -5,9638 -6,1643 -6,2578 -6,2290 -6,0871 -5,8550 -5,5561 -5,2047 -4,8009 -4,3364 -3,8125 -3,2513 -2,6859 -2,1342 -1,5823 -1,0038 -0,3963 0,2065 0,7543 1,2091 1,5616 1,8244 2,0162 2,1516 2,2370 2,2684 2,2382 2,1444 1,9883 1,7614 1,4455 1,0409 0,5935 0,1809 -0,1295 -0,2993 -0,3141 -0,1835 0,0556 0,3528 0,6658 0,9656 1,2270 1,4270 1,5576 1,6427 1,7368 1,8896 2,1065 2,3438 2,5295 2,5899 2,4815 2,2198 1,8725 1,5184 1,2182 1,0052 0,8827 0,8287 0,8109 0,8012 0,7838 0,7575 0,7282 0,6938 0,6358 0,5329 0,3878 0,2388 0,1389 0,1214 0,1823 0,2887 0,3957 0,4618 0,4597 0,3763 0,2118 -0,0097 -0,2306 -0,3773 -0,4014 -0,3045 -0,1300 0,0584 0,2013 0,2767 0,3125 0,3591 0,4539 0,6098 0,8175 1,0488 1,2644 1,4292 1,5287 1,5693 1,5622 1,5133 1,4331 1,3492 1,2983 1,3019 1,3555 1,4366 1,5216 1,5976 1,6657 1,7394 1,8349 1,9506 2,0629 2,1494 2,2055 2,2306 2,2159 2,1575 2,0657 1,9549 1,8330 1,6973 1,5404 1,3633 1,1814 1,0158 0,8793 0,7711 0,6836 0,6109 0,5522 0,5111 0,4910 0,4848 0,4698 0,4236 0,3543 0,3084 0,3392 0,4669 0,6661 0,8827 1,0558 1,1384 1,1109 0,9832 0,7766 0,5026 0,1695 -0,1968 -0,5561 -0,8792 -1,1664 -1,4442 -1,7405 -2,0593 -2,3756 -2,6507 -2,8527 -2,9633 -2,9815 -2,9287 -2,8407 -2,7532 -2,7004 -2,7138 -2,8137 -3,0140 -3,3278 -3,7461 -4,2177 -4,6660 -5,0258 -5,2641 -5,3764 -5,3761 -5,2886 -5,1438 -4,9641 -4,7591 -4,5312 -4,2822 -4,0172 -3,7503 -3,5003 -3,2782 -3,0834 -2,9211 -2,8130 -2,7725 -2,7746 -2,7711 -2,7281 -2,6350 -2,4915 -2,3000 -2,0589 -1,7591 -1,3933 -0,9692 -0,5099 -0,0466 0,3923 0,7908 1,1460 1,4583 1,7187 1,9095 2,0207 2,0664 2,0726 2,0457 1,9628 1,7973 1,5377 1,1870 0,7672 0,3238 -0,0853 -0,4076 -0,6060 -0,6654 -0,5916 -0,4085 -0,1604 0,0921 0,3085 0,5053 0,7400 1,0559 1,4463 1,8596 2,2313 2,5097 2,6593 2,6556 2,4847 2,1456 1,6605 1,0903 0,5293 0,0663 -0,2471 -0,3909 -0,3633 -0,1800 0,1226 0,4894 0,8522 1,1447 1,3185 1,3515 1,2553 1,0733 0,8564 0,6412 0,4499 0,2967 0,1881 0,1169 0,0635 0,0091 -0,0525 -0,1108 -0,1406 -0,1171 -0,0347 0,0962 0,2663 0,4772 0,7320 1,0158 1,2949 1,5377 1,7278 1,8516 1,8915 1,8366 1,6914 1,4736 1,2139 0,9517 0,7211
F3    -2,8225 -2,5865 -2,3428 -2,1413 -2,0150 -1,9563 -1,9282 -1,8999 -1,8699 -1,8620 -1,9049 -2,0001 -2,0965 -2,1101 -1,9804 -1,7045 -1,3245 -0,8999 -0,4918 -0,1536 0,0886 0,2545 0,3966 0,5578 0,7391 0,9081 1,0378 1,1272 1,1878 1,2205 1,2074 1,1264 0,9831 0,8197 0,6867 0,6149 0,6210 0,7186 0,9071 1,1591 1,4344 1,7041 1,9510 2,1554 2,2941 2,3513 2,3163 2,1683 1,8844 1,4693 0,9544 0,3683 -0,2737 -0,9555 -1,6500 -2,3125 -2,8897 -3,3407 -3,6511 -3,8302 -3,9025 -3,9004 -3,8631 -3,8273 -3,8011 -3,7565 -3,6602 -3,5013 -3,2895 -3,0443 -2,7913 -2,5615 -2,3926 -2,3336 -2,4286 -2,6725 -2,9833 -3,2431 -3,3744 -3,3623 -3,2287 -3,0136 -2,7693 -2,5424 -2,3583 -2,2154 -2,0778 -1,8897 -1,6097 -1,2309 -0,7833 -0,3262 0,0803 0,4010 0,6222 0,7425 0,7716 0,7220 0,6070 0,4434 0,2440 0,0070 -0,2699 -0,5623 -0,8231 -1,0207 -1,1628 -1,2821 -1,4134 -1,5851 -1,8183 -2,1178 -2,4551 -2,7639 -2,9661 -3,0067 -2,8686 -2,5742 -2,1807 -1,7576 -1,3610 -1,0196 -0,7375 -0,5062 -0,3151 -0,1521 0,0020 0,1722 0,3765 0,6189 0,8869 1,1433 1,3334 1,4252 1,4432 1,4455 1,4748 1,5394 1,6181 1,6698 1,6431 1,4958 1,2188 0,8399 0,3982 -0,0779 -0,5693 -1,0484 -1,4614 -1,7333 -1,8062 -1,6702 -1,3520 -0,8845 -0,2952 0,3908 1,1494 1,9559 2,7829 3,6070 4,4171 5,2061 5,9578 6,6475 7,2534 7,7645 8,1845 8,5292 8,8124 9,0290 9,1523 9,1536 9,0275 8,7983 8,5083 8,2088 7,9493 7,7535 7,6037 7,4594 7,2883 7,0856 6,8761 6,6991 6,5774 6,5049 6,4628 6,4308 6,3871 6,3089 6,1684 5,9368 5,5993 5,1600 4,6340 4,0455 3,4323 2,8401 2,3016 1,8144 1,3460 0,8608 0,3334 -0,2515 -0,8938 -1,5665 -2,2239 -2,8228 -3,3354 -3,7545 -4,0929 -4,3746 -4,6248 -4,8604 -5,0814 -5,2684 -5,3917 -5,4364 -5,4233 -5,3982 -5,4082 -5,4901 -5,6638 -5,9306 -6,2694 -6,6233 -6,8984 -7,0069 -6,9171 -6,6614 -6,3111 -5,9531 -5,6661 -5,4927 -5,4250 -5,4093 -5,3676 -5,2315 -4,9722 -4,6041 -4,1627 -3,6799 -3,1773 -2,6694 -2,1653 -1,6713 -1,1927 -0,7358 -0,3082 0,0861 0,4399 0,7290 0,9177 0,9848 0,9410 0,8267 0,7004 0,6173 0,6039 0,6545 0,7467 0,8441 0,8923 0,8398 0,6860 0,4961 0,3446 0,2489 0,1700 0,0520 -0,1520 -0,4663 -0,8798 -1,3496 -1,8331 -2,3176 -2,8114 -3,3154 -3,8124 -4,2781 -4,6927 -5,0456 -5,3397 -5,5974 -5,8583 -6,1624 -6,5278 -6,9462 -7,3909 -7,8182 -8,1682 -8,3865 -8,4536 -8,3888 -8,2372 -8,0578 -7,9130 -7,8523 -7,8966 -8,0352 -8,2332 -8,4301 -8,5427 -8,4845 -8,1973 -7,6779 -6,9790 -6,1843 -5,3872 -4,6829 -4,1577 -3,8654 -3,8054 -3,9227 -4,1439 -4,4050 -4,6402 -4,7766 -4,7741 -4,6529 -4,4691 -4,2699 -4,0691 -3,8587 -3,6303 -3,3726 -3,0619 -2,6750 -2,2160 -1,7186 -1,2150 -0,7145 -0,2190 0,2497 0,6565 0,9838 1,2456 1,4717 1,6815 1,8714 2,0269 2,1349 2,1816 2,1531 2,0453 1,8641 1,6150 1,2973 0,9197 0,5241 0,1798 -0,0505 -0,1283 -0,0379 0,2043 0,5451 0,9182 1,2764 1,5948 1,8488 2,0056 2,0472 1,9996 1,9319 1,9138 1,9754 2,1044 2,2597 2,3779 2,3975 2,3021 2,1306 1,9429 1,7878 1,6938 1,6642 1,6737 1,6825 1,6603 1,6006 1,5211 1,4482 1,3976 1,3675 1,3438 1,3196 1,3184 1,3868 1,5570 1,8214 2,1329 2,4251 2,6388 2,7374 2,7055 2,5462 2,2913 2,0080 1,7790 1,6648 1,6730 1,7613 1,8634 1,9182 1,8976 1,8201 1,7352 1,6916 1,7136 1,7964 1,9180 2,0587 2,2130 2,3869 2,5856 2,7983 2,9974 3,1583 3,2732 3,3416 3,3542 3,2940 3,1481 2,9240 2,6614 2,4258 2,2830 2,2670 2,3505 2,4527 2,4927 2,4320 2,2699 2,0280 1,7420 1,4469 1,1627 0,8993 0,6634 0,4589 0,2900 0,1652 0,0916 0,0714 0,1014 0,1679 0,2453 0,3115 0,3654 0,4228 0,4888 0,5405 0,5482 0,5155 0,4930 0,5471 0,7127 0,9748 1,2844 1,5857 1,8350 1,9992 2,0524 1,9877 1,8201 1,5756 1,2869 0,9951 0,7426 0,5547 0,4211 0,3045 0,1731 0,0191 -0,1547 -0,3453 -0,5401 -0,7179 -0,8692 -0,9984 -1,1134 -1,2311 -1,3770 -1,5711 -1,8314 -2,1792 -2,6122 -3,0769 -3,4805 -3,7344 -3,7889 -3,6448 -3,3449 -2,9550 -2,5461 -2,1766 -1,8796 -1,6642 -1,5181 -1,4119 -1,3237 -1,2557 -1,2155 -1,1956 -1,1909 -1,2220 -1,3144 -1,4595 -1,6173 -1,7465 -1,8178 -1,8156 -1,7359 -1,5792 -1,3466 -1,0533 -0,7404 -0,4638 -0,2645 -0,1420 -0,0563 0,0434 0,1866 0,3710 0,5744 0,7759 0,9702 1,1587 1,3252 1,4270 1,4163 1,2644 0,9710 0,5724 0,1367 -0,2682 -0,6007 -0,8429 -0,9892 -1,0441 -1,0297 -0,9894 -0,9677 -0,9645 -0,9171 -0,7419 -0,3975 0,0884 0,6384 1,1642 1,6015 1,9182 2,0993 2,1302 1,9933 1,6867 1,2566 0,8022 0,4312 0,2133 0,1736 0,3060 0,5783 0,9361 1,3170 1,6643 1,9375 2,1178 2,2058 2,2117 2,1410 1,9830 1,7251 1,3894 1,0397 0,7457 0,5476 0,4449 0,4100 0,4117 0,4418 0,5209 0,6682 0,8712 1,0957 1,3150 1,5222 1,7184 1,8925 2,0170 2,0649 2,0285 1,9151 1,7345 1,5002 1,2357 0,9752 0,7586 0,6128 0,5317
F7    -3,1474 -2,5781 -2,0433 -1,6357 -1,4012 -1,3217 -1,3357 -1,3867 -1,4551 -1,5531 -1,6998 -1,8849 -2,0429 -2,0791 -1,9352 -1,6234 -1,2042 -0,7481 -0,3201 0,0213 0,2477 0,3902 0,5228 0,7033 0,9341 1,1773 1,3971 1,5835 1,7456 1,8920 2,0094 2,0606 2,0170 1,8818 1,6811 1,4523 1,2427 1,0970 1,0304 1,0120 0,9848 0,9094 0,7897 0,6616 0,5637 0,5108 0,4753 0,3879 0,1787 -0,1653 -0,5979 -1,0725 -1,5768 -2,1163 -2,6869 -3,2527 -3,7413 -4,0797 -4,2371 -4,2350 -4,1284 -3,9726 -3,8057 -3,6512 -3,5162 -3,3847 -3,2338 -3,0567 -2,8593 -2,6549 -2,4769 -2,3810 -2,4241 -2,6458 -3,0510 -3,5805 -4,1074 -4,5003 -4,6949 -4,6992 -4,5581 -4,3258 -4,0522 -3,7858 -3,5749 -3,4409 -3,3529 -3,2479 -3,0720 -2,8060 -2,4804 -2,1656 -1,9233 -1,7725 -1,7021 -1,6886 -1,7030 -1,7284 -1,7659 -1,8204 -1,8966 -2,0038 -2,1408 -2,2748 -2,3484 -2,3246 -2,2262 -2,1256 -2,1019 -2,2058 -2,4451 -2,7873 -3,1705 -3,5180 -3,7588 -3,8402 -3,7282 -3,4178 -2,9525 -2,4255 -1,9499 -1,6130 -1,4445 -1,4177 -1,4680 -1,5143 -1,4783 -1,3007 -0,9677 -0,5296 -0,0834 0,2707 0,4613 0,4677 0,3308 0,1301 -0,0603 -0,1936 -0,2484 -0,2286 -0,1627 -0,0908 -0,0460 -0,0495 -0,1214 -0,2852 -0,5529 -0,9042 -1,2825 -1,6158 -1,8566 -1,9998 -2,0524 -2,0045 -1,8395 -1,5521 -1,1472 -0,6347 -0,0289 0,6568 1,4109 2,2183 3,0534 3,8804 4,6562 5,3390 5,8995 6,3260 6,6183 6,7748 6,7866 6,6492 6,3766 6,0018 5,5700 5,1329 4,7339 4,3857 4,0758 3,7955 3,5537 3,3680 3,2564 3,2279 3,2619 3,3110 3,3346 3,3183 3,2697 3,2087 3,1479 3,0707 2,9341 2,6995 2,3585 1,9336 1,4713 1,0420 0,7224 0,5444 0,4677 0,4035 0,2515 -0,0737 -0,6103 -1,3250 -2,1313 -2,9384 -3,6851 -4,3376 -4,8668 -5,2411 -5,4483 -5,5143 -5,4917 -5,4284 -5,3458 -5,2480 -5,1424 -5,0370 -4,9299 -4,8141 -4,6928 -4,5873 -4,5232 -4,4913 -4,4339 -4,2882 -4,0409 -3,7331 -3,4266 -3,1774 -3,0304 -3,0151 -3,1313 -3,3376 -3,5642 -3,7410 -3,8182 -3,7702 -3,5862 -3,2650 -2,8290 -2,3311 -1,8351 -1,3885 -1,0095 -0,6989 -0,4557 -0,2737 -0,1381 -0,0356 0,0315 0,0483 0,0105 -0,0539 -0,0817 0,0001 0,2247 0,5596 0,9270 1,2313 1,3745 1,2889 0,9946 0,6168 0,3107 0,1621 0,1598 0,2272 0,2626 0,1815 -0,0519 -0,4278 -0,9192 -1,5028 -2,1537 -2,8306 -3,4781 -4,0481 -4,5187 -4,8882 -5,1685 -5,3996 -5,6494 -5,9755 -6,3864 -6,8417 -7,2797 -7,6412 -7,8750 -7,9363 -7,7953 -7,4604 -6,9925 -6,4951 -6,0838 -5,8568 -5,8735 -6,1451 -6,6285 -7,2168 -7,7528 -8,0809 -8,1097 -7,8462 -7,3761 -6,8069 -6,2303 -5,7205 -5,3392 -5,1240 -5,0734 -5,1464 -5,2806 -5,4119 -5,4731 -5,3979 -5,1519 -4,7575 -4,2801 -3,7932 -3,3489 -2,9746 -2,6868 -2,4889 -2,3616 -2,2763 -2,2204 -2,1937 -2,1747 -2,1039 -1,9227 -1,6239 -1,2539 -0,8732 -0,5212 -0,2057 0,0818 0,3430 0,5680 0,7446 0,8608 0,9065 0,8786 0,7797 0,6116 0,3764 0,0920 -0,1953 -0,4270 -0,5596 -0,5721 -0,4630 -0,2545 0,0153 0,3170 0,6386 0,9578 1,2147 1,3270 1,2462 1,0100 0,7402 0,5761 0,5980 0,7986 1,0952 1,3595 1,4736 1,3981 1,1896 0,9526 0,7812 0,7245 0,7745 0,8796 0,9836 1,0580 1,1018 1,1134 1,0700 0,9420 0,7231 0,4395 0,1401 -0,1122 -0,2530 -0,2412 -0,0770 0,1946 0,4910 0,7186 0,8103 0,7451 0,5394 0,2382 -0,0842 -0,3428 -0,4883 -0,5395 -0,5640 -0,6341 -0,7887 -1,0034 -1,1936 -1,2681 -1,1832 -0,9551 -0,6385 -0,2977 0,0153 0,2749 0,4883 0,6842 0,8801 1,0592 1,1889 1,2630 1,3068 1,3431 1,3662 1,3420 1,2330 1,0329 0,7818 0,5514 0,4072 0,3602 0,3548 0,3190 0,2193 0,0562 -0,1617 -0,4124 -0,6498 -0,8189 -0,8848 -0,8575 -0,7927 -0,7560 -0,7844 -0,8828 -1,0384 -1,2242 -1,3978 -1,5129 -1,5419 -1,4867 -1,3712 -1,2318 -1,1086 -1,0286 -0,9863 -0,9448 -0,8588 -0,6993 -0,4634 -0,1711 0,1430 0,4410 0,6894 0,8601 0,9276 0,8690 0,6868 0,4323 0,1881 0,0183 -0,0677 -0,1186 -0,2094 -0,3917 -0,6642 -0,9833 -1,2870 -1,5119 -1,6227 -1,6387 -1,6090 -1,5727 -1,5626 -1,6217 -1,7888 -2,0874 -2,5196 -3,0395 -3,5439 -3,9083 -4,0422 -3,9209 -3,5875 -3,1324 -2,6591 -2,2545 -1,9743 -1,8444 -1,8679 -2,0162 -2,2239 -2,4217 -2,5797 -2,7107 -2,8415 -2,9963 -3,1951 -3,4345 -3,6619 -3,7895 -3,7402 -3,4874 -3,0680 -2,5650 -2,0611 -1,6023 -1,2048 -0,8890 -0,6943 -0,6554 -0,7658 -0,9736 -1,2113 -1,4263 -1,5842 -1,6563 -1,6110 -1,4207 -1,0896 -0,6794 -0,2913 -0,0114 0,1188 0,0992 -0,0238 -0,1687 -0,2692 -0,3076 -0,2964 -0,2562 -0,2189 -0,2345 -0,3609 -0,6276 -0,9869 -1,3085 -1,4478 -1,3291 -0,9715 -0,4597 0,1012 0,6155 1,0121 1,2498 1,3084 1,1710 0,8316 0,3296 -0,2412 -0,7711 -1,1770 -1,4144 -1,4726 -1,3597 -1,0927 -0,7087 -0,2704 0,1527 0,5018 0,7303 0,8129 0,7547 0,5708 0,2646 -0,1513 -0,6200 -1,0403 -1,3139 -1,3981 -1,3191 -1,1515 -0,9788 -0,8535 -0,7921 -0,7950 -0,8524 -0,9318 -0,9768 -0,9347 -0,7920 -0,5789 -0,3457 -0,1424 -0,0097 0,0314 -0,0086 -0,0959 -0,1994 -0,3053 -0,4133 -0,5288
