Fp1   -2,2642 -2,3234 -2,3768 -2,3702 -2,2700 -2,0783 -1,8327 -1,5960 -1,4337 -1,3851 -1,4506 -1,6005 -1,7927 -1,9815 -2,1165 -2,1548 -2,0852 -1,9354 -1,7471 -1,5440 -1,3263 -1,0861 -0,8237 -0,5548 -0,3063 -0,1017 0,0545 0,1795 0,3026 0,4545 0,6648 0,9560 1,3337 1,7864 2,2899 2,8031 3,2634 3,5977 3,7442 3,6756 3,4096 3,0020 2,5295 2,0711 1,6862 1,3918 1,1601 0,9474 0,7274 0,5067 0,3173 0,1913 0,1394 0,1436 0,1581 0,1261 0,0071 -0,2035 -0,4726 -0,7442 -0,9620 -1,0906 -1,1220 -1,0676 -0,9541 -0,8200 -0,6990 -0,6049 -0,5314 -0,4588 -0,3563 -0,1893 0,0662 0,4085 0,8038 1,1902 1,4955 1,6697 1,7072 1,6481 1,5591 1,5061 1,5221 1,5927 1,6680 1,6858 1,5925 1,3670 1,0322 0,6379 0,2383 -0,1186 -0,3964 -0,5842 -0,7059 -0,8165 -0,9853 -1,2642 -1,6549 -2,1090 -2,5648 -2,9858 -3,3697 -3,7369 -4,1095 -4,4906 -4,8574 -5,1711 -5,3935 -5,5022 -5,4957 -5,3848 -5,1873 -4,9314 -4,6542 -4,3877 -4,1503 -3,9506 -3,7920 -3,6676 -3,5500 -3,3924 -3,1466 -2,7851 -2,3137 -1,7685 -1,1986 -0,6422 -0,1115 0,4067 0,9377 1,5013 2,0993 2,7101 3,2961 3,8199 4,2651 4,6503 5,0156 5,3852 5,7515 6,0919 6,3828 6,5970 6,7055 6,6947 6,5750 6,3706 6,1076 5,8195 5,5512 5,3407 5,2056 5,1555 5,1992 5,3301 5,5181 5,7264 5,9287 6,1103 6,2582 6,3553 6,3874 6,3543 6,2739 6,1729 6,0693 5,9630 5,8498 5,7384 5,6485 5,5947 5,5711 5,5486 5,4922 5,3801 5,2119 5,0067 4,7982 4,6248 4,5149 4,4786 4,5092 4,5921 4,7142 4,8618 5,0110 5,1301 5,1963 5,2013 5,1507 5,0714 5,0065 4,9840 4,9876 4,9644 4,8585 4,6404 4,3178 3,9320 3,5348 3,1580 2,7991 2,4315 2,0309 1,5933 1,1421 0,7268 0,4032 0,2000 0,1059 0,0890 0,1244 0,2014 0,3061 0,4072 0,4676 0,4655 0,3960 0,2556 0,0383 -0,2533 -0,5956 -0,9521 -1,3048 -1,6819 -2,1435 -2,7304 -3,4216 -4,1386 -4,7827 -5,2712 -5,5625 -5,6702 -5,6490 -5,5594 -5,4349 -5,2683 -5,0269 -4,6908 -4,2797 -3,8408 -3,4218 -3,0618 -2,7973 -2,6587 -2,6493 -2,7306 -2,8393 -2,9197 -2,9442 -2,9126 -2,8354 -2,7192 -2,5727 -2,4220 -2,3020 -2,2312 -2,2057 -2,2082 -2,2107 -2,1795 -2,0925 -1,9490 -1,7547 -1,5054 -1,1989 -0,8527 -0,4957 -0,1486 0,1785 0,4762 0,7361 0,9503 1,1069 1,1918 1,2045 1,1736 1,1523 1,1921 1,3184 1,5239 1,7741 2,0175 2,2003 2,2860 2,2658 2,1541 1,9839 1,8065 1,6863 1,6822 1,8215 2,0897 2,4480 2,8519 3,2508 3,5862 3,8054 3,8857 3,8429 3,7201 3,5714 3,4460 3,3707 3,3436 3,3416 3,3333 3,2843 3,1607 2,9451 2,6574 2,3499 2,0716 1,8360 1,6221 1,3966 1,1384 0,8511 0,5566 0,2822 0,0566 -0,0942 -0,1556 -0,1237 0,0002 0,2049 0,4639 0,7400 0,9986 1,2242 1,4291 1,6375 1,8518 2,0389 2,1553 2,1805 2,1250 2,0172 1,8911 1,7808 1,7182 1,7281 1,8208 1,9871 2,2009 2,4337 2,6657 2,8826 3,0683 3,2084 3,2964 3,3370 3,3399 3,3119 3,2558 3,1736 3,0681 2,9434 2,8038 2,6517 2,4877 2,3187 2,1684 2,0750 2,0682 2,1474 2,2785 2,4089 2,4933 2,5200 2,5277 2,5907 2,7728 3,0864 3,4878 3,9084 4,2920 4,6086 4,8521 5,0387 5,1946 5,3291 5,4255 5,4566 5,4061 5,2805 5,1050 4,9037 4,6871 4,4610 4,2387 4,0443 3,9030 3,8219 3,7759 3,7195 3,6172 3,4669 3,2972 3,1446 3,0260 2,9283 2,8208 2,6796 2,4999 2,2956 2,0948 1,9283 1,8150 1,7568 1,7487 1,7896 1,8811 2,0189 2,1923 2,3894 2,5968 2,7979 2,9777 3,1364 3,2953 3,4817 3,7076 3,9648 4,2303 4,4708 4,6583 4,7904 4,8856 4,9569 4,9967 4,9898 4,9300 4,8237 4,6825 4,5191 4,3490 4,1869 4,0413 3,9193 3,8354 3,8023 3,8115 3,8318 3,8304 3,7920 3,7196 3,6210 3,5004 3,3650 3,2284 3,0988 2,9671 2,8123 2,6229 2,4153 2,2297 2,1084 2,0787 2,1508 2,3172 2,5520 2,8191 3,0882 3,3363 3,5323 3,6411 3,6511 3,5839 3,4722 3,3386 3,1931 3,0379 2,8659 2,6608 2,4101 2,1225 1,8271 1,5513 1,3034 1,0710 0,8302 0,5653 0,2839 0,0093 -0,2403 -0,4606 -0,6567 -0,8359 -0,9972 -1,1255 -1,2005 -1,2100 -1,1559 -1,0510 -0,9082 -0,7305 -0,5093 -0,2240 0,1482 0,6066 1,1059 1,5717 1,9400 2,1860 2,3265 2,4040 2,4643 2,5441 2,6745 2,8831 3,1899 3,5992 4,0933 4,6298 5,1405 5,5419 5,7651 5,7879 5,6425 5,3946 5,1168 4,8679 4,6788 4,5422 4,4213 4,2790 4,1031 3,9141 3,7545 3,6609 3,6392 3,6651 3,7043 3,7291 3,7209 3,6702 3,5805 3,4733 3,3829 3,3360 3,3315 3,3403 3,3133 3,1982 2,9663 2,6214 2,1824 1,6750 1,1340 0,5960 0,0866 -0,3809 -0,7983 -1,1573 -1,4504 -1,6739 -1,8313 -1,9362 -2,0067 -2,0568 -2,0970 -2,1363 -2,1808 -2,2343 -2,3011 -2,3861 -2,4899 -2,6016 -2,7000 -2,7593 -2,7547 -2,6633 -2,4748 -2,2107 -1,9287 -1,6964 -1,5516 -1,4835 -1,4486 -1,4006 -1,3081 -1,1599 -0,9692 -0,7707 -0,6048 -0,5039 -0,4843 -0,5409 -0,6510 -0,7835 -0,9062 -1,0007 -1,0758 -1,1608 -1,2789 -1,4270 -1,5802 -1,7105
Fz    -3,1699 -3,1858 -3,1200 -2,9843 -2,7984 -2,5865 -2,3703 -2,1675 -1,9924 -1,8522 -1,7427 -1,6496 -1,5608 -1,4739 -1,3905 -1,3095 -1,2286 -1,1433 -1,0434 -0,9186 -0,7659 -0,5899 -0,3983 -0,2018 -0,0109 0,1683 0,3349 0,4923 0,6524 0,8363 1,0674 1,3589 1,7013 2,0623 2,4019 2,6859 2,8899 2,9998 3,0107 2,9274 2,7649 2,5462 2,2958 2,0352 1,7765 1,5162 1,2398 0,9396 0,6262 0,3252 0,0663 -0,1225 -0,2219 -0,2299 -0,1698 -0,0862 -0,0272 -0,0215 -0,0626 -0,1127 -0,1254 -0,0725 0,0454 0,2077 0,3851 0,5463 0,6657 0,7311 0,7434 0,7124 0,6539 0,5895 0,5409 0,5172 0,5095 0,4913 0,4288 0,2991 0,1071 -0,1163 -0,3272 -0,4860 -0,5783 -0,6258 -0,6761 -0,7860 -1,0065 -1,3595 -1,8187 -2,3169 -2,7745 -3,1266 -3,3392 -3,4142 -3,3828 -3,2959 -3,2110 -3,1752 -3,2057 -3,2878 -3,3923 -3,4973 -3,5985 -3,7086 -3,8442 -4,0080 -4,1811 -4,3313 -4,4304 -4,4677 -4,4428 -4,3548 -4,2046 -4,0037 -3,7746 -3,5467 -3,3497 -3,2029 -3,1037 -3,0250 -2,9253 -2,7655 -2,5238 -2,1953 -1,7858 -1,3118 -0,8002 -0,2750 0,2577 0,8110 1,4052 2,0513 2,7373 3,4309 4,0965 4,7108 5,2687 5,7840 6,2760 6,7478 7,1788 7,5387 7,8029 7,9599 8,0174 8,0046 7,9611 7,9184 7,8907 7,8822 7,8977 7,9442 8,0266 8,1492 8,3162 8,5239 8,7612 9,0190 9,2916 9,5733 9,8541 10,1146 10,3261 10,4578 10,4861 10,3999 10,2016 9,9091 9,5568 9,1957 8,8865 8,6816 8,6005 8,6175 8,6721 8,6888 8,5993 8,3643 7,9863 7,5066 6,9880 6,4974 6,0920 5,8085 5,6535 5,6007 5,6011 5,6063 5,5883 5,5358 5,4403 5,2957 5,1052 4,8812 4,6338 4,3632 4,0633 3,7357 3,3976 3,0751 2,7881 2,5415 2,3236 2,1120 1,8831 1,6190 1,3129 0,9733 0,6214 0,2834 -0,0136 -0,2434 -0,3881 -0,4469 -0,4401 -0,4081 -0,3981 -0,4483 -0,5776 -0,7854 -1,0558 -1,3610 -1,6706 -1,9677 -2,2651 -2,6048 -3,0349 -3,5749 -4,1944 -4,8239 -5,3884 -5,8396 -6,1687 -6,3986 -6,5614 -6,6781 -6,7491 -6,7602 -6,6956 -6,5520 -6,3402 -6,0783 -5,7887 -5,5009 -5,2546 -5,0922 -5,0386 -5,0848 -5,1920 -5,3146 -5,4159 -5,4697 -5,4580 -5,3773 -5,2493 -5,1171 -5,0213 -4,9758 -4,9615 -4,9361 -4,8471 -4,6488 -4,3196 -3,8667 -3,3189 -2,7178 -2,1115 -1,5467 -1,0575 -0,6572 -0,3387 -0,0826 0,1317 0,3135 0,4553 0,5422 0,5741 0,5813 0,6125 0,7097 0,8934 1,1651 1,5135 1,9130 2,3172 2,6638 2,8937 2,9718 2,9043 2,7430 2,5688 2,4545 2,4328 2,4923 2,6012 2,7291 2,8491 2,9360 2,9737 2,9668 2,9405 2,9264 2,9434 2,9886 3,0396 3,0699 3,0631 3,0103 2,8931 2,6822 2,3585 1,9339 1,4462 0,9356 0,4288 -0,0598 -0,5217 -0,9490 -1,3327 -1,6639 -1,9339 -2,1328 -2,2515 -2,2848 -2,2350 -2,1132 -1,9366 -1,7222 -1,4838 -1,2283 -0,9523 -0,6463 -0,3067 0,0517 0,3978 0,6998 0,9410 1,1271 1,2808 1,4335 1,6195 1,8690 2,1976 2,5971 3,0336 3,4587 3,8294 4,1255 4,3475 4,5039 4,6072 4,6755 4,7256 4,7614 4,7718 4,7400 4,6537 4,5077 4,3066 4,0674 3,8172 3,5822 3,3796 3,2208 3,1207 3,0958 3,1444 3,2321 3,3014 3,3030 3,2266 3,1113 3,0266 3,0351 3,1586 3,3709 3,6169 3,8409 4,0043 4,0897 4,1038 4,0740 4,0327 3,9992 3,9754 3,9494 3,9026 3,8153 3,6715 3,4629 3,1987 2,9125 2,6535 2,4622 2,3498 2,2929 2,2475 2,1746 2,0619 1,9268 1,7991 1,6984 1,6226 1,5547 1,4793 1,3947 1,3154 1,2616 1,2461 1,2673 1,3151 1,3784 1,4470 1,5108 1,5604 1,5903 1,6000 1,5937 1,5784 1,5679 1,5851 1,6559 1,7985 2,0175 2,3063 2,6433 2,9897 3,3003 3,5405 3,6935 3,7566 3,7381 3,6550 3,5296 3,3846 3,2387 3,1029 2,9807 2,8705 2,7668 2,6632 2,5608 2,4712 2,4077 2,3773 2,3810 2,4160 2,4737 2,5344 2,5698 2,5562 2,4883 2,3802 2,2594 2,1581 2,1051 2,1175 2,1947 2,3200 2,4701 2,6294 2,7936 2,9592 3,1162 3,2521 3,3563 3,4176 3,4246 3,3733 3,2742 3,1520 3,0383 2,9575 2,9079 2,8580 2,7625 2,5849 2,3120 1,9533 1,5358 1,0971 0,6779 0,3119 0,0186 -0,1996 -0,3595 -0,4956 -0,6454 -0,8338 -1,0698 -1,3490 -1,6520 -1,9481 -2,2053 -2,4035 -2,5449 -2,6470 -2,7174 -2,7361 -2,6652 -2,4730 -2,1528 -1,7270 -1,2376 -0,7292 -0,2356 0,2225 0,6331 0,9908 1,2990 1,5728 1,8357 2,1091 2,4009 2,7026 2,9934 3,2462 3,4324 3,5278 3,5198 3,4168 3,2471 3,0491 2,8596 2,7047 2,5934 2,5201 2,4762 2,4574 2,4634 2,4992 2,5751 2,6964 2,8515 3,0153 3,1629 3,2794 3,3612 3,4098 3,4309 3,4360 3,4367 3,4332 3,4095 3,3350 3,1793 2,9337 2,6173 2,2591 1,8817 1,4983 1,1129 0,7215 0,3146 -0,1175 -0,5818 -1,0812 -1,6139 -2,1725 -2,7397 -3,2850 -3,7755 -4,1959 -4,5530 -4,8606 -5,1240 -5,3429 -5,5192 -5,6571 -5,7590 -5,8243 -5,8506 -5,8349 -5,7790 -5,6949 -5,6039 -5,5289 -5,4848 -5,4737 -5,4857 -5,5035 -5,5046 -5,4604 -5,3351 -5,0969 -4,7365 -4,2768 -3,7692 -3,2762 -2,8457 -2,4976 -2,2293 -2,0267 -1,8738 -1,7634 -1,7008 -1,6940 -1,7422 -1,8322 -1,9403
F3    -2,5946 -2,6305 -2,5893 -2,4785 -2,3177 -2,1381 -1,9712 -1,8374 -1,7428 -1,6844 -1,6532 -1,6344 -1,6162 -1,5963 -1,5766 -1,5559 -1,5308 -1,4969 -1,4469 -1,3725 -1,2652 -1,1168 -0,9200 -0,6709 -0,3704 -0,0241 0,3570 0,7565 1,1545 1,5272 1,8485 2,0994 2,2776 2,3984 2,4831 2,5445 2,5817 2,5875 2,5572 2,4896 2,3820 2,2282 2,0274 1,7949 1,5545 1,3201 1,0880 0,8472 0,5931 0,3336 0,0877 -0,1195 -0,2637 -0,3361 -0,3579 -0,3754 -0,4336 -0,5513 -0,7116 -0,8713 -0,9838 -1,0280 -1,0170 -0,9795 -0,9411 -0,9179 -0,9135 -0,9161 -0,9032 -0,8489 -0,7315 -0,5409 -0,2826 0,0237 0,3496 0,6629 0,9325 1,1363 1,2644 1,3152 1,2964 1,2242 1,1139 0,9722 0,7978 0,5807 0,3039 -0,0420 -0,4412 -0,8511 -1,2193 -1,5049 -1,6927 -1,7942 -1,8379 -1,8553 -1,8707 -1,8950 -1,9229 -1,9403 -1,9421 -1,9428 -1,9688 -2,0411 -2,1626 -2,3133 -2,4591 -2,5744 -2,6569 -2,7174 -2,7566 -2,7547 -2,6824 -2,5254 -2,3045 -2,0724 -1,8886 -1,7863 -1,7564 -1,7576 -1,7406 -1,6641 -1,4999 -1,2342 -0,8726 -0,4408 0,0252 0,4960 0,9557 1,4007 1,8382 2,2850 2,7573 3,2614 3,7926 4,3397 4,8879 5,4233 5,9341 6,4033 6,8024 7,0985 7,2700 7,3155 7,2574 7,1446 7,0421 7,0042 7,0551 7,1923 7,4047 7,6832 8,0172 8,3912 8,7839 9,1636 9,4908 9,7393 9,9141 10,0462 10,1693 10,2997 10,4307 10,5399 10,5933 10,5505 10,3763 10,0603 9,6321 9,1593 8,7275 8,4088 8,2346 8,1856 8,1998 8,1902 8,0724 7,7981 7,3777 6,8725 6,3631 5,9176 5,5781 5,3604 5,2571 5,2421 5,2785 5,3304 5,3721 5,3880 5,3695 5,3189 5,2524 5,1917 5,1466 5,1054 5,0441 4,9418 4,7845 4,5604 4,2633 3,9031 3,5061 3,1033 2,7186 2,3637 2,0416 1,7529 1,4989 1,2818 1,1068 0,9812 0,9062 0,8702 0,8490 0,8128 0,7359 0,6033 0,4101 0,1538 -0,1662 -0,5375 -0,9316 -1,3260 -1,7253 -2,1570 -2,6499 -3,2150 -3,8318 -4,4475 -4,9964 -5,4262 -5,7143 -5,8684 -5,9159 -5,8879 -5,8070 -5,6883 -5,5489 -5,4090 -5,2828 -5,1715 -5,0673 -4,9655 -4,8744 -4,8116 -4,7890 -4,8006 -4,8269 -4,8483 -4,8522 -4,8307 -4,7802 -4,7055 -4,6234 -4,5575 -4,5230 -4,5161 -4,5169 -4,4975 -4,4245 -4,2654 -3,9982 -3,6157 -3,1213 -2,5288 -1,8646 -1,1714 -0,5028 0,0941 0,5967 1,0098 1,3512 1,6315 1,8398 1,9526 1,9666 1,9274 1,9163 2,0026 2,2113 2,5267 2,9129 3,3247 3,7103 4,0201 4,2200 4,2971 4,2567 4,1233 3,9399 3,7565 3,6102 3,5148 3,4664 3,4549 3,4684 3,4922 3,5130 3,5277 3,5494 3,5998 3,6919 3,8149 3,9360 4,0206 4,0509 4,0217 3,9200 3,7254 3,4363 3,0851 2,7211 2,3796 2,0680 1,7774 1,5010 1,2451 1,0263 0,8593 0,7513 0,7047 0,7158 0,7707 0,8526 0,9544 1,0797 1,2320 1,4060 1,5898 1,7752 1,9629 2,1554 2,3425 2,5005 2,6089 2,6696 2,7065 2,7510 2,8299 2,9651 3,1721 3,4488 3,7667 4,0782 4,3351 4,5082 4,5974 4,6271 4,6336 4,6546 4,7213 4,8473 5,0174 5,1915 5,3258 5,3903 5,3698 5,2591 5,0641 4,8014 4,4935 4,1721 3,8871 3,7015 3,6621 3,7694 3,9735 4,1995 4,3841 4,5062 4,5966 4,7166 4,9160 5,1992 5,5205 5,8137 6,0294 6,1491 6,1747 6,1203 6,0095 5,8669 5,7066 5,5293 5,3287 5,1013 4,8546 4,6045 4,3675 4,1633 4,0200 3,9635 3,9975 4,0918 4,1894 4,2324 4,1925 4,0846 3,9554 3,8524 3,7965 3,7735 3,7533 3,7166 3,6648 3,6107 3,5696 3,5552 3,5804 3,6551 3,7787 3,9336 4,0914 4,2229 4,3071 4,3380 4,3270 4,3009 4,2982 4,3537 4,4755 4,6387 4,8060 4,9512 5,0631 5,1373 5,1735 5,1795 5,1698 5,1591 5,1571 5,1667 5,1870 5,2157 5,2473 5,2732 5,2871 5,2840 5,2567 5,2026 5,1322 5,0677 5,0304 5,0313 5,0688 5,1319 5,2041 5,2653 5,2963 5,2854 5,2322 5,1476 5,0493 4,9560 4,8836 4,8455 4,8497 4,8911 4,9516 5,0140 5,0678 5,1019 5,1013 5,0554 4,9619 4,8224 4,6396 4,4242 4,2020 4,0084 3,8795 3,8392 3,8836 3,9754 4,0552 4,0643 3,9645 3,7486 3,4399 3,0853 2,7381 2,4375 2,1962 2,0005 1,8203 1,6258 1,4012 1,1444 0,8589 0,5547 0,2562 0,0013 -0,1756 -0,2638 -0,2834 -0,2647 -0,2195 -0,1317 0,0254 0,2687 0,5977 0,9914 1,4085 1,8020 2,1401 2,4149 2,6372 2,8264 3,0051 3,2005 3,4405 3,7430 4,1074 4,5218 4,9695 5,4253 5,8478 6,1834 6,3816 6,4175 6,3077 6,1019 5,8589 5,6238 5,4173 5,2399 5,0845 4,9469 4,8315 4,7511 4,7190 4,7348 4,7832 4,8447 4,9043 4,9504 4,9682 4,9392 4,8525 4,7156 4,5518 4,3870 4,2376 4,1018 3,9642 3,8123 3,6426 3,4507 3,2256 2,9545 2,6298 2,2540 1,8401 1,4076 0,9731 0,5431 0,1126 -0,3294 -0,7863 -1,2418 -1,6641 -2,0255 -2,3172 -2,5431 -2,7050 -2,8027 -2,8419 -2,8355 -2,7983 -2,7450 -2,6886 -2,6380 -2,5997 -2,5797 -2,5829 -2,6138 -2,6758 -2,7670 -2,8733 -2,9677 -3,0159 -2,9800 -2,8199 -2,5046 -2,0314 -1,4348 -0,7794 -0,1424 0,4070 0,8232 1,0940 1,2397 1,2948 1,2838 1,2118 1,0764 0,8832 0,6501 0,4041
F7    -1,7248 -1,6870 -1,6187 -1,5332 -1,4503 -1,3880 -1,3570 -1,3562 -1,3734 -1,3905 -1,3883 -1,3533 -1,2851 -1,1971 -1,1062 -1,0248 -0,9616 -0,9197 -0,8933 -0,8690 -0,8313 -0,7673 -0,6671 -0,5239 -0,3350 -0,1010 0,1736 0,4795 0,8006 1,1124 1,3873 1,6059 1,7649 1,8757 1,9541 2,0087 2,0374 2,0322 1,9851 1,8931 1,7589 1,5895 1,3940 1,1807 0,9544 0,7152 0,4640 0,2091 -0,0323 -0,2406 -0,4020 -0,5101 -0,5648 -0,5760 -0,5708 -0,5858 -0,6456 -0,7495 -0,8747 -0,9866 -1,0523 -1,0567 -1,0087 -0,9330 -0,8566 -0,7966 -0,7516 -0,7068 -0,6457 -0,5542 -0,4173 -0,2236 0,0263 0,3158 0,6175 0,9013 1,1412 1,3202 1,4325 1,4810 1,4766 1,4337 1,3609 1,2568 1,1187 0,9493 0,7534 0,5369 0,3135 0,1070 -0,0583 -0,1674 -0,2208 -0,2345 -0,2359 -0,2553 -0,3164 -0,4249 -0,5637 -0,7024 -0,8179 -0,9060 -0,9780 -1,0516 -1,1439 -1,2640 -1,4075 -1,5604 -1,7091 -1,8440 -1,9549 -2,0284 -2,0530 -2,0281 -1,9701 -1,9032 -1,8440 -1,7939 -1,7418 -1,6732 -1,5752 -1,4373 -1,2510 -1,0111 -0,7193 -0,3849 -0,0223 0,3556 0,7367 1,1074 1,4584 1,7911 2,1160 2,4445 2,7814 3,1215 3,4532 3,7654 4,0520 4,3067 4,5178 4,6717 4,7636 4,8024 4,8086 4,8113 4,8411 4,9173 5,0433 5,2123 5,4153 5,6426 5,8810 6,1148 6,3302 6,5122 6,6427 6,7075 6,7073 6,6583 6,5838 6,5042 6,4324 6,3725 6,3179 6,2489 6,1383 5,9685 5,7463 5,5036 5,2849 5,1297 5,0555 5,0516 5,0826 5,0997 5,0554 4,9211 4,7031 4,4399 4,1792 3,9539 3,7754 3,6400 3,5367 3,4519 3,3703 3,2761 3,1598 3,0225 2,8749 2,7335 2,6161 2,5359 2,4946 2,4807 2,4748 2,4575 2,4116 2,3238 2,1917 2,0281 1,8548 1,6877 1,5280 1,3634 1,1802 0,9759 0,7628 0,5632 0,4019 0,2964 0,2478 0,2393 0,2419 0,2237 0,1589 0,0375 -0,1328 -0,3361 -0,5609 -0,8037 -1,0675 -1,3614 -1,6951 -2,0675 -2,4618 -2,8521 -3,2097 -3,5063 -3,7215 -3,8518 -3,9127 -3,9299 -3,9263 -3,9118 -3,8828 -3,8304 -3,7502 -3,6466 -3,5288 -3,4079 -3,2921 -3,1845 -3,0834 -2,9864 -2,8943 -2,8119 -2,7461 -2,7030 -2,6877 -2,7021 -2,7417 -2,7927 -2,8376 -2,8632 -2,8620 -2,8316 -2,7747 -2,7002 -2,6191 -2,5363 -2,4445 -2,3244 -2,1538 -1,9191 -1,6245 -1,2938 -0,9621 -0,6627 -0,4163 -0,2302 -0,1027 -0,0295 -0,0077 -0,0341 -0,0949 -0,1567 -0,1729 -0,1033 0,0672 0,3235 0,6298 0,9428 1,2236 1,4437 1,5913 1,6714 1,7015 1,7026 1,6906 1,6724 1,6469 1,6086 1,5522 1,4789 1,3987 1,3272 1,2794 1,2679 1,3023 1,3853 1,5092 1,6548 1,7956 1,9069 1,9750 1,9953 1,9613 1,8646 1,7079 1,5086 1,2873 1,0545 0,8139 0,5759 0,3618 0,1942 0,0853 0,0313 0,0180 0,0302 0,0601 0,1084 0,1809 0,2829 0,4128 0,5571 0,6947 0,8081 0,8946 0,9654 1,0342 1,1053 1,1726 1,2269 1,2637 1,2865 1,3059 1,3329 1,3745 1,4317 1,4966 1,5539 1,5870 1,5879 1,5596 1,5144 1,4688 1,4379 1,4337 1,4624 1,5211 1,5944 1,6597 1,7007 1,7142 1,7036 1,6722 1,6212 1,5494 1,4547 1,3406 1,2240 1,1345 1,1020 1,1408 1,2395 1,3692 1,5065 1,6525 1,8306 2,0677 2,3711 2,7176 3,0624 3,3627 3,5969 3,7660 3,8804 3,9521 3,9924 4,0089 3,9992 3,9510 3,8508 3,6967 3,5044 3,2969 3,0939 2,9125 2,7694 2,6748 2,6263 2,6084 2,5962 2,5634 2,4926 2,3849 2,2577 2,1348 2,0317 1,9477 1,8716 1,7954 1,7197 1,6509 1,6007 1,5847 1,6178 1,7066 1,8450 2,0171 2,2007 2,3699 2,4995 2,5739 2,5955 2,5865 2,5778 2,5906 2,6274 2,6798 2,7392 2,7988 2,8518 2,8899 2,9057 2,8983 2,8761 2,8506 2,8321 2,8289 2,8498 2,8980 2,9630 3,0233 3,0582 3,0545 3,0072 2,9220 2,8153 2,7097 2,6253 2,5729 2,5521 2,5536 2,5655 2,5780 2,5865 2,5938 2,6068 2,6281 2,6523 2,6715 2,6830 2,6894 2,6942 2,6987 2,7040 2,7116 2,7216 2,7281 2,7188 2,6813 2,6105 2,5089 2,3817 2,2384 2,0981 1,9848 1,9155 1,8923 1,9008 1,9130 1,8979 1,8338 1,7143 1,5474 1,3534 1,1606 0,9935 0,8621 0,7597 0,6669 0,5621 0,4342 0,2877 0,1358 -0,0103 -0,1436 -0,2559 -0,3325 -0,3552 -0,3174 -0,2348 -0,1355 -0,0372 0,0647 0,1908 0,3621 0,5873 0,8580 1,1524 1,4437 1,7086 1,9348 2,1229 2,2822 2,4244 2,5627 2,7141 2,8943 3,1102 3,3563 3,6169 3,8677 4,0774 4,2161 4,2643 4,2206 4,1038 3,9469 3,7846 3,6433 3,5341 3,4548 3,3987 3,3615 3,3447 3,3528 3,3868 3,4394 3,4965 3,5439 3,5738 3,5838 3,5693 3,5197 3,4286 3,3032 3,1616 3,0203 2,8879 2,7628 2,6366 2,5017 2,3540 2,1887 1,9969 1,7707 1,5083 1,2175 0,9143 0,6186 0,3460 0,1000 -0,1293 -0,3571 -0,5911 -0,8232 -1,0342 -1,2078 -1,3402 -1,4390 -1,5146 -1,5734 -1,6163 -1,6406 -1,6469 -1,6429 -1,6400 -1,6438 -1,6521 -1,6577 -1,6550 -1,6409 -1,6139 -1,5708 -1,5059 -1,4133 -1,2884 -1,1265 -0,9205 -0,6643 -0,3608 -0,0280 0,3024 0,5955 0,8253 0,9803 1,0622 1,0845 1,0639 1,0104 0,9232 0,7971 0,6325 0,4416 0,2455
