Fp1   -0,6025 -0,8972 -1,2808 -1,6582 -1,9019 -1,9099 -1,6608 -1,2304 -0,7425 -0,3057 0,0025 0,1472 0,1727 0,1889 0,2655 0,3273 0,1638 -0,4302 -1,4600 -2,6427 -3,5491 -3,8610 -3,5012 -2,5965 -1,3846 -0,1127 1,0390 1,9702 2,6404 3,0522 3,2312 3,2110 3,0309 2,7392 2,3835 1,9632 1,3947 0,5627 -0,5577 -1,8027 -2,8447 -3,3447 -3,1081 -2,1511 -0,6814 0,9851 2,5573 3,8640 4,8433 5,4823 5,7785 5,7283 5,3455 4,6996 3,9187 3,1377 2,4565 1,9405 1,6229 1,4926 1,4865 1,5093 1,4879 1,4155 1,3410 1,3260 1,3997 1,5516 1,7867 2,1736 2,8153 3,7742 4,9902 6,2495 7,2663 7,8058 7,7420 7,0741 5,9500 4,6437 3,4412 2,5368 2,0421 2,0226 2,4634 3,2372 4,1596 5,0598 5,7840 6,2000 6,2565 6,0073 5,5531 4,9883 4,3905 3,8266 3,3615 3,0781 3,0618 3,3084 3,6648 3,9238 3,9981 4,0146 4,2213 4,7376 5,3852 5,8102 5,7522 5,1654 4,1780 3,0339 2,0203 1,3574 1,1308 1,3074 1,7848 2,4488 3,2002 3,9243 4,4992 4,8749 5,1069 5,2908 5,4496 5,4340 4,9591 3,8331 2,1765 0,3917 -1,0778 -1,9608 -2,2192 -1,9965 -1,5271 -1,0479 -0,7273 -0,6246 -0,6958 -0,8507 -1,0283 -1,2122 -1,3828 -1,4953 -1,5019 -1,3554 -0,9704 -0,2266 0,9065 2,2403 3,4110 4,0935 4,2062 3,9059 3,3937 2,7839 2,1418 1,5529 1,1102 0,8327 0,6350 0,4548 0,3699 0,5084 0,9003 1,4812 2,1646 2,8556 3,4444 3,8624 4,1397 4,3458 4,4903 4,5332 4,4587 4,3043 4,1402 3,9996 3,8239 3,5239 3,1020 2,6992 2,5281 2,7289 3,2420 3,8174 4,1644 4,0935 3,5751 2,7634 1,9700 1,5222 1,5970 2,1917 3,1975 4,4309 5,6497 6,6397 7,2816 7,5289 7,3794 6,8944 6,1968 5,4253 4,7039 4,1237 3,7089 3,4210 3,2153 3,0897 3,0888 3,2681 3,6554 4,2200 4,8469 5,3671 5,6525 5,6817 5,5176 5,2485 4,9594 4,7381 4,6529 4,7169 4,9237 5,2923 5,8197 6,4080 6,8652 6,9904 6,6931 6,0369 5,1628 4,2060 3,2923 2,5328 1,9729 1,5840 1,3228 1,1708 1,1131 1,1295 1,2348 1,4896 1,9585 2,6560 3,5020 4,3327 4,9817 5,3459 5,4018 5,2078 4,8796 4,5171 4,1474 3,7451 3,2859 2,7843 2,3052 1,9437 1,7681 1,7708 1,8910 2,0804 2,3068 2,5221 2,6968 2,8817 3,1661 3,5556 3,9353 4,1770 4,2480 4,2030 4,1144 4,0231 3,9277 3,8041 3,6198 3,3423 2,9799 2,6282 2,4452 2,5363 2,8307 3,0803 3,0231 2,5931 2,0092 1,6751 1,9655 3,0199 4,6374 6,3617 7,7378 8,5190 8,6823 8,3488 7,7023 6,9131 6,1091 5,3804 4,7703 4,3072 4,0661 4,1401 4,5476 5,1965 5,9346 6,6484 7,3172 7,9507 8,4929 8,8307 8,8849 8,6559 8,1939 7,5791 6,9371 6,4255 6,1665 6,1695 6,3097 6,3750 6,1641 5,6065 4,8492 4,2203 4,0348 4,3840 5,1052 5,9224 6,6154 7,1259 7,5455 7,9700 8,3441 8,4690 8,1726 7,4699 6,5567 5,6621 4,9310 4,4115 4,0759 3,8396 3,6065 3,3293 3,0296 2,7639 2,5758 2,4813 2,5051 2,7256 3,2465 4,0994 5,1771 6,2789 7,2187 7,8913 8,2723 8,3941 8,3191 8,1094 7,7968 7,3704 6,7834 5,9701 4,9057 3,7017 2,6093 1,8734 1,6041 1,8111 2,4946 3,6385 5,1272 6,6880 7,9315 8,5066 8,2906 7,4739 6,4579 5,6500 5,3184 5,5489 6,2393 7,1307 7,9302 8,4825 8,8281 9,0837 9,2817 9,3170 9,0288 8,3431 7,3633 6,3082 5,3533 4,5575 3,9101 3,3857 2,9731 2,6923 2,5773 2,6390 2,8426 3,1156 3,3885 3,6256 3,8158 3,9836 4,2207 4,6526 5,3480 6,2636 7,2534 8,1079 8,6022 8,5680 7,9695 6,9391 5,7315 4,6124 3,7653 3,2770 3,1580 3,3711 3,8865 4,7004 5,7472 6,8105 7,5913 7,8868 7,6976 7,1745 6,4841 5,7286 4,9611 4,2329 3,5987 3,0705 2,6109 2,2078 1,9290 1,8784 2,1292 2,7077 3,5988 4,7488 6,0832 7,5088 8,8726 9,9576 10,5650 10,5993 10,0970 9,2202 8,1995 7,2293 6,3999 5,7106 5,1147 4,5530 3,9750 3,3857 2,9012 2,7121 2,9559 3,6214 4,5660 5,6238 6,6902 7,6961 8,5393 9,0782 9,2089 8,9461 8,3983 7,6595 6,7829 5,8745 5,1183 4,6595 4,4980 4,5138 4,5614 4,5368 4,3787 4,0453 3,5299 2,8970 2,2661 1,7404 1,3520 1,0636 0,8019 0,4919 0,0776 -0,4649 -1,0934 -1,6611 -1,9535 -1,7974 -1,1548 -0,1448 1,0156 2,1002 2,9296 3,3990 3,4876 3,2411 2,7324 2,0267 1,2057 0,4056 -0,2463 -0,7412 -1,1690 -1,5745 -1,8571 -1,8135 -1,2731 -0,2225 1,1680 2,6192 3,8376 4,5859 4,7490 4,3628 3,5325 2,3347 0,8745 -0,6028 -1,7262 -2,1153 -1,5443 -0,1149 1,7467 3,5262 4,8534 5,5627 5,6916 5,4625 5,1724 5,0371 5,1060 5,2732 5,3614 5,2233 4,8002 4,1312 3,3461 2,6603 2,3034 2,3654 2,7405 3,2396 3,6721 3,8534 3,6817 3,2411 2,7727 2,5190 2,5879 2,9438 3,4824 4,0789 4,5926 4,8773 4,8382 4,5200 4,1207 3,8767 3,9338 4,3276 5,0368 6,0035 7,0986 8,1135 8,8303 9,0959 8,8578 8,1982 7,3295 6,5079 5,9115 5,5789 5,4524 5,4529 5,5190 5,6440 5,8956 6,3622 7,0664 7,9210 8,7445 9,3169 9,4226 8,9024
Fz    -0,9592 -1,0344 -1,1512 -1,2807 -1,3669 -1,3396 -1,1368 -0,7406 -0,2054 0,3608 0,8483 1,1834 1,3406 1,3405 1,2254 1,0221 0,7355 0,3779 -0,0039 -0,3330 -0,5395 -0,5963 -0,5225 -0,3691 -0,2053 -0,0886 -0,0349 -0,0298 -0,0630 -0,1339 -0,2307 -0,3197 -0,3591 -0,3251 -0,2207 -0,0746 0,0647 0,1430 0,1181 -0,0248 -0,2555 -0,4891 -0,6049 -0,5004 -0,1534 0,3608 0,9271 1,4585 1,9123 2,2735 2,5449 2,7385 2,8642 2,9210 2,8936 2,7639 2,5375 2,2534 1,9570 1,6706 1,4068 1,1990 1,1018 1,1519 1,3282 1,5611 1,7794 1,9453 2,0636 2,1689 2,2951 2,4525 2,6287 2,8064 2,9825 3,1667 3,3584 3,5408 3,7087 3,8842 4,0929 4,3390 4,6094 4,8839 5,1330 5,3258 5,4529 5,5286 5,5531 5,4943 5,3224 5,0448 4,6999 4,3304 3,9582 3,5773 3,1696 2,7368 2,3128 1,9326 1,5994 1,2978 1,0350 0,8562 0,8092 0,8831 0,9911 1,0279 0,9442 0,7603 0,5331 0,3313 0,2165 0,2164 0,3084 0,4308 0,5116 0,5087 0,4344 0,3296 0,2229 0,1242 0,0392 -0,0260 -0,0755 -0,1430 -0,2920 -0,5687 -0,9474 -1,3441 -1,6976 -2,0160 -2,3443 -2,7105 -3,1045 -3,4856 -3,7984 -3,9832 -3,9842 -3,7793 -3,4130 -2,9802 -2,5737 -2,2530 -2,0370 -1,8936 -1,7466 -1,5215 -1,2019 -0,8439 -0,5356 -0,3374 -0,2503 -0,2308 -0,2345 -0,2341 -0,2052 -0,1185 0,0464 0,2815 0,5495 0,8184 1,0932 1,3886 1,6829 1,9235 2,0718 2,1311 2,1367 2,1327 2,1619 2,2459 2,3636 2,4731 2,5493 2,6053 2,6927 2,8540 3,0602 3,2180 3,2432 3,1232 2,9174 2,7086 2,5541 2,4700 2,4469 2,4718 2,5299 2,6101 2,7373 2,9714 3,3464 3,8334 4,3760 4,9249 5,4308 5,8445 6,1368 6,3076 6,3676 6,3247 6,1962 6,0180 5,8253 5,6228 5,3910 5,1313 4,8964 4,7623 4,7670 4,8761 5,0104 5,0944 5,0805 4,9654 4,8053 4,6899 4,6861 4,8019 4,9924 5,1828 5,2903 5,2543 5,0818 4,8570 4,6864 4,6224 4,6289 4,6130 4,4973 4,2736 3,9937 3,7192 3,4960 3,3517 3,2896 3,2968 3,3646 3,4807 3,6052 3,6900 3,7294 3,7693 3,8680 4,0582 4,3284 4,6274 4,8941 5,0869 5,1872 5,1894 5,0981 4,9277 4,6929 4,4003 4,0507 3,6499 3,2272 2,8495 2,5880 2,4532 2,3842 2,3129 2,2222 2,1441 2,1223 2,1826 2,3239 2,5164 2,7055 2,8364 2,8888 2,8886 2,8825 2,9029 2,9625 3,0702 3,2295 3,4173 3,5749 3,6307 3,5360 3,2925 2,9598 2,6342 2,3983 2,2866 2,3008 2,4434 2,7231 3,1240 3,5777 3,9801 4,2517 4,3843 4,4298 4,4475 4,4598 4,4528 4,4121 4,3541 4,3200 4,3578 4,5186 4,8336 5,2830 5,8033 6,3271 6,8079 7,2181 7,5237 7,6677 7,6010 7,3362 6,9532 6,5455 6,1748 5,8682 5,6406 5,5105 5,4905 5,5662 5,6949 5,8244 5,9149 5,9571 5,9730 5,9874 6,0046 6,0211 6,0404 6,0682 6,1185 6,2249 6,4118 6,6497 6,8612 6,9674 6,9189 6,7078 6,3824 6,0450 5,8021 5,6949 5,6789 5,6700 5,6047 5,4696 5,2916 5,1116 4,9643 4,8744 4,8542 4,8943 4,9626 5,0207 5,0507 5,0703 5,1244 5,2629 5,5139 5,8668 6,2792 6,7003 7,0846 7,3825 7,5379 7,5167 7,3461 7,1146 6,9180 6,8030 6,7705 6,8111 6,9128 7,0484 7,1713 7,2142 7,1103 6,8478 6,5029 6,1992 6,0318 6,0313 6,1645 6,3408 6,4402 6,3756 6,1519 5,8654 5,6401 5,5567 5,6147 5,7376 5,8256 5,8295 5,7725 5,7022 5,6443 5,6023 5,5702 5,5322 5,4590 5,3108 5,0492 4,6534 4,1393 3,5733 3,0510 2,6506 2,4147 2,3701 2,5402 2,9237 3,4693 4,0859 4,6861 5,2110 5,6211 5,8847 5,9816 5,9151 5,7203 5,4530 5,1616 4,8643 4,5559 4,2419 3,9648 3,7858 3,7342 3,7841 3,8873 4,0225 4,2008 4,4293 4,6899 4,9557 5,2162 5,4789 5,7509 6,0230 6,2752 6,4818 6,6051 6,5997 6,4412 6,1492 5,7817 5,4111 5,0956 4,8601 4,7011 4,6095 4,5780 4,5889 4,6213 4,6741 4,7626 4,8851 5,0001 5,0418 4,9537 4,7169 4,3662 3,9818 3,6486 3,4147 3,2860 3,2440 3,2666 3,3394 3,4599 3,6362 3,8759 4,1733 4,5099 4,8594 5,1788 5,4129 5,5192 5,4795 5,2957 4,9986 4,6542 4,3448 4,1400 4,0735 4,1269 4,2342 4,3124 4,2987 4,1688 3,9385 3,6514 3,3557 3,0834 2,8491 2,6525 2,4780 2,3031 2,1126 1,9074 1,7042 1,5256 1,3944 1,3360 1,3732 1,5073 1,7070 1,9170 2,0772 2,1398 2,0962 1,9987 1,9370 1,9831 2,1532 2,4114 2,6986 2,9555 3,1360 3,2225 3,2294 3,1921 3,1585 3,1726 3,2393 3,3087 3,3014 3,1649 2,9173 2,6354 2,4014 2,2764 2,2948 2,4416 2,6565 2,8797 3,0724 3,2013 3,2483 3,2327 3,1903 3,1430 3,1028 3,0791 3,0668 3,0411 2,9767 2,8660 2,7175 2,5547 2,4112 2,3069 2,2431 2,2321 2,2875 2,3734 2,4037 2,3055 2,0662 1,7322 1,3828 1,1052 0,9601 0,9524 1,0356 1,1421 1,2196 1,2593 1,3041 1,4174 1,6251 1,8862 2,1250 2,2862 2,3482 2,3017 2,1403 1,8704 1,5242 1,1646 0,8614 0,6571 0,5500 0,5028 0,4736 0,4429 0,4119 0,3873 0,3817 0,4237 0,5606 0,8329 1,2405 1,7386 2,2469 2,6582
F3    -1,5583 -1,6827 -1,8382 -1,9957 -2,0878 -2,0314 -1,7555 -1,2465 -0,5850 0,0851 0,6366 1,0152 1,2312 1,3127 1,2689 1,0938 0,7988 0,4360 0,0889 -0,1594 -0,2677 -0,2606 -0,2027 -0,1479 -0,1167 -0,0983 -0,0642 -0,0029 0,0581 0,0800 0,0595 0,0403 0,0765 0,1816 0,3218 0,4502 0,5314 0,5421 0,4651 0,2891 0,0258 -0,2663 -0,4764 -0,4757 -0,1964 0,3058 0,8827 1,3960 1,7849 2,0580 2,2524 2,3962 2,4871 2,5011 2,4146 2,2249 1,9695 1,7194 1,5317 1,4161 1,3558 1,3467 1,4086 1,5542 1,7480 1,9203 2,0249 2,0704 2,1060 2,1897 2,3596 2,6201 2,9381 3,2510 3,5019 3,6723 3,7715 3,8190 3,8574 3,9578 4,1782 4,5160 4,9095 5,2774 5,5516 5,7034 5,7646 5,8004 5,8393 5,8425 5,7481 5,5255 5,1910 4,7889 4,3596 3,9174 3,4626 3,0088 2,5959 2,2654 2,0249 1,8526 1,7387 1,7116 1,8091 2,0137 2,2300 2,3415 2,2863 2,0810 1,7986 1,5339 1,3661 1,3275 1,3983 1,5217 1,6274 1,6737 1,6708 1,6441 1,5940 1,5075 1,3882 1,2646 1,1617 1,0556 0,8673 0,5315 0,0727 -0,4057 -0,8154 -1,1478 -1,4445 -1,7386 -2,0333 -2,3080 -2,5242 -2,6249 -2,5429 -2,2396 -1,7534 -1,1955 -0,6941 -0,3497 -0,2056 -0,2191 -0,2661 -0,2022 0,0442 0,4290 0,8377 1,1652 1,3586 1,4212 1,3889 1,3051 1,2167 1,1760 1,2305 1,3979 1,6475 1,9278 2,2197 2,5272 2,8203 3,0284 3,1025 3,0642 2,9822 2,9193 2,9165 2,9851 3,0901 3,1713 3,1999 3,2162 3,3128 3,5591 3,9300 4,3119 4,5813 4,6782 4,6170 4,4527 4,2582 4,1086 4,0512 4,0763 4,1169 4,1005 4,0284 3,9851 4,0584 4,2838 4,6601 5,1565 5,7046 6,2350 6,7226 7,1708 7,5583 7,8272 7,9211 7,8086 7,4810 6,9552 6,2843 5,5647 4,9300 4,5202 4,4175 4,5960 4,9410 5,3129 5,6023 5,7644 5,8268 5,8597 5,9360 6,1028 6,3506 6,5959 6,7053 6,5685 6,1878 5,6980 5,2828 5,0688 5,0672 5,1845 5,3007 5,3480 5,3105 5,1907 5,0156 4,8377 4,6910 4,5767 4,4973 4,4550 4,4067 4,2705 4,0104 3,6971 3,4766 3,4818 3,7521 4,2206 4,7681 5,2848 5,6929 5,9418 6,0086 5,9011 5,6495 5,2948 4,8822 4,4538 4,0530 3,7356 3,5479 3,4780 3,4577 3,4269 3,3780 3,3412 3,3481 3,4017 3,4693 3,5006 3,4588 3,3499 3,2325 3,1896 3,2818 3,5221 3,8890 4,3451 4,8330 5,2659 5,5315 5,5197 5,1771 4,5580 3,8279 3,1946 2,8111 2,7288 2,9228 3,3387 3,9146 4,5689 5,1881 5,6565 5,9124 5,9765 5,9239 5,8214 5,6922 5,5413 5,3939 5,2900 5,2552 5,3018 5,4582 5,7609 6,2085 6,7490 7,3157 7,8581 8,3362 8,6919 8,8382 8,7033 8,3032 7,7578 7,2238 6,8072 6,5286 6,3563 6,2717 6,2919 6,4346 6,6840 6,9909 7,2879 7,5121 7,6285 7,6314 7,5319 7,3633 7,1786 7,0271 6,9508 6,9961 7,1835 7,4645 7,7388 7,9083 7,9039 7,6958 7,3234 6,9134 6,6213 6,5219 6,5594 6,6024 6,5469 6,3800 6,1650 5,9819 5,8871 5,9022 6,0126 6,1779 6,3482 6,4703 6,5025 6,4477 6,3625 6,3234 6,3873 6,5728 6,8599 7,2075 7,5692 7,8872 8,0895 8,1303 8,0355 7,8963 7,8062 7,8052 7,8850 8,0256 8,2028 8,3794 8,5067 8,5264 8,3853 8,0850 7,7161 7,4088 7,2463 7,2334 7,3116 7,3830 7,3444 7,1328 6,7587 6,3056 5,8966 5,6470 5,6160 5,7811 6,0686 6,4140 6,7838 7,1466 7,4492 7,6292 7,6362 7,4455 7,0666 6,5419 5,9307 5,2933 4,6986 4,2298 3,9551 3,8879 3,9919 4,2256 4,5707 5,0163 5,5258 6,0341 6,4828 6,8463 7,1227 7,3101 7,3986 7,3812 7,2644 7,0705 6,8301 6,5553 6,2169 5,7806 5,2769 4,8140 4,5086 4,4097 4,4915 4,7072 5,0304 5,4435 5,9121 6,3895 6,8389 7,2411 7,5888 7,8847 8,1351 8,3275 8,4118 8,3260 8,0484 7,6260 7,1613 6,7693 6,5245 6,4304 6,4330 6,4629 6,4650 6,4037 6,2712 6,1041 5,9744 5,9379 5,9890 6,0662 6,0948 6,0328 5,8961 5,7410 5,6193 5,5505 5,5274 5,5292 5,5352 5,5403 5,5591 5,6193 5,7503 5,9674 6,2684 6,6360 7,0228 7,3478 7,5296 7,5152 7,2835 6,8551 6,3083 5,7716 5,3863 5,2545 5,3940 5,7250 6,1103 6,4185 6,5676 6,5387 6,3658 6,0989 5,7768 5,4348 5,1071 4,8070 4,5243 4,2464 3,9696 3,6994 3,4541 3,2703 3,1951 3,2552 3,4260 3,6337 3,8026 3,9004 3,9351 3,9349 3,9408 3,9882 4,0933 4,2656 4,5096 4,8017 5,0795 5,2745 5,3603 5,3585 5,3118 5,2661 5,2527 5,2601 5,2331 5,1207 4,9260 4,7061 4,5259 4,4266 4,4377 4,5816 4,8444 5,1717 5,5001 5,7673 5,9070 5,8848 5,7298 5,5004 5,2412 4,9906 4,8006 4,7252 4,7906 4,9796 5,2329 5,4588 5,5648 5,4940 5,2328 4,8182 4,3621 4,0163 3,8642 3,8655 3,9126 3,9163 3,8522 3,7623 3,7208 3,7710 3,8899 4,0219 4,1310 4,2137 4,2853 4,3758 4,5205 4,7206 4,9143 5,0110 4,9616 4,7864 4,5385 4,2606 3,9792 3,7250 3,5421 3,4660 3,4912 3,5636 3,6144 3,6092 3,5581 3,4836 3,3986 3,3127 3,2558 3,2984 3,5296 3,9840 4,5951 5,2092 5,6427
F7    -0,5885 -0,5319 -0,5616 -0,6813 -0,8696 -1,0822 -1,2572 -1,3371 -1,2956 -1,1443 -0,9272 -0,7164 -0,5895 -0,5786 -0,6434 -0,7053 -0,7070 -0,6447 -0,5550 -0,4763 -0,4199 -0,3617 -0,2565 -0,0699 0,1931 0,4896 0,7661 0,9833 1,1159 1,1503 1,0929 0,9656 0,7928 0,6064 0,4521 0,3553 0,2849 0,1820 0,0250 -0,1437 -0,2451 -0,2063 0,0125 0,3874 0,8139 1,1624 1,3676 1,4525 1,4744 1,4699 1,4451 1,3992 1,3494 1,3282 1,3516 1,4000 1,4366 1,4356 1,3842 1,2741 1,1077 0,9076 0,7067 0,5322 0,4019 0,3340 0,3488 0,4568 0,6555 0,9402 1,2995 1,7026 2,1099 2,4915 2,8269 3,0890 3,2353 3,2195 3,0212 2,6656 2,2229 1,7984 1,5112 1,4529 1,6491 2,0460 2,5424 3,0444 3,4842 3,8105 3,9936 4,0347 3,9570 3,7971 3,5942 3,3650 3,0972 2,7855 2,4537 2,1269 1,8131 1,5275 1,3193 1,2571 1,3717 1,6007 1,7977 1,8156 1,5984 1,1966 0,7093 0,2312 -0,1652 -0,4346 -0,5577 -0,5365 -0,4011 -0,2203 -0,0748 -0,0094 -0,0167 -0,0552 -0,0864 -0,1081 -0,1498 -0,2451 -0,4130 -0,6463 -0,9054 -1,1424 -1,3455 -1,5511 -1,8071 -2,1308 -2,4901 -2,8176 -3,0594 -3,2115 -3,3048 -3,3741 -3,4439 -3,5120 -3,5392 -3,4661 -3,2420 -2,8495 -2,3236 -1,7464 -1,2199 -0,8427 -0,6900 -0,7707 -1,0041 -1,2689 -1,4844 -1,6304 -1,7120 -1,7328 -1,6923 -1,5941 -1,4453 -1,2476 -1,0028 -0,7353 -0,4873 -0,2812 -0,1095 0,0344 0,1508 0,2707 0,4573 0,7514 1,1390 1,5761 2,0035 2,3501 2,5697 2,6541 2,5976 2,3902 2,0498 1,6341 1,2278 0,9061 0,6816 0,4958 0,2860 0,0485 -0,1652 -0,2915 -0,2912 -0,1586 0,0797 0,3667 0,6455 0,8990 1,1443 1,3802 1,5530 1,5925 1,4791 1,2635 1,0373 0,8970 0,9023 1,0391 1,2356 1,4180 1,5370 1,5587 1,4671 1,2836 1,0710 0,8988 0,7997 0,7617 0,7598 0,7791 0,7991 0,7797 0,6952 0,5774 0,5059 0,5490 0,7170 0,9707 1,2558 1,4997 1,6041 1,4882 1,1385 0,6264 0,0964 -0,3002 -0,4980 -0,5263 -0,4338 -0,2495 -0,0180 0,1829 0,2918 0,3229 0,3606 0,4804 0,6767 0,8733 0,9906 0,9926 0,8869 0,7016 0,4678 0,2165 -0,0183 -0,2102 -0,3521 -0,4510 -0,5199 -0,5805 -0,6578 -0,7538 -0,8383 -0,8833 -0,8954 -0,9054 -0,9410 -1,0110 -1,0958 -1,1466 -1,0997 -0,9075 -0,5717 -0,1592 0,2170 0,4513 0,4843 0,2966 -0,1057 -0,6755 -1,3144 -1,8897 -2,2584 -2,2959 -1,9563 -1,3344 -0,6418 -0,0908 0,2046 0,2403 0,0997 -0,0735 -0,1392 -0,0363 0,1966 0,4637 0,6763 0,7955 0,8349 0,8404 0,8629 0,9299 1,0353 1,1523 1,2550 1,3335 1,4024 1,4890 1,6080 1,7452 1,8584 1,9067 1,8846 1,8225 1,7653 1,7503 1,7824 1,8175 1,7912 1,6784 1,5250 1,4163 1,4088 1,4964 1,6353 1,7735 1,8615 1,8647 1,7889 1,6866 1,6291 1,6690 1,8158 2,0274 2,2357 2,3942 2,4981 2,5545 2,5403 2,4116 2,1592 1,8434 1,5739 1,4496 1,4953 1,6472 1,8029 1,8941 1,9239 1,9383 1,9639 1,9839 1,9664 1,9019 1,8151 1,7431 1,7025 1,6874 1,7006 1,7662 1,9005 2,0856 2,2822 2,4538 2,5759 2,6385 2,6413 2,5810 2,4517 2,2557 2,0049 1,7329 1,5060 1,3935 1,4204 1,5658 1,7959 2,0752 2,3631 2,6141 2,7757 2,7970 2,6584 2,3966 2,1015 1,8860 1,8399 1,9872 2,2660 2,5582 2,7633 2,8593 2,8948 2,9215 2,9379 2,8917 2,7185 2,3792 1,8877 1,3191 0,7816 0,3772 0,1785 0,2174 0,4726 0,8591 1,2390 1,4759 1,4967 1,3179 1,0286 0,7329 0,4933 0,3292 0,2515 0,2794 0,4312 0,7010 1,0418 1,3759 1,6189 1,7068 1,6324 1,4577 1,2770 1,1648 1,1421 1,1698 1,1841 1,1557 1,1079 1,0762 1,0664 1,0536 1,0144 0,9558 0,9110 0,9046 0,9257 0,9346 0,8902 0,7782 0,6208 0,4563 0,3073 0,1844 0,1130 0,1329 0,2695 0,5102 0,8093 1,1187 1,4188 1,7101 1,9808 2,2021 2,3539 2,4372 2,4664 2,4648 2,4565 2,4460 2,4121 2,3296 2,1942 2,0233 1,8406 1,6663 1,5173 1,4062 1,3378 1,3108 1,3256 1,3963 1,5509 1,8117 2,1658 2,5556 2,8998 3,1177 3,1418 2,9405 2,5483 2,0726 1,6498 1,3744 1,2587 1,2475 1,2613 1,2364 1,1344 0,9353 0,6440 0,3020 -0,0271 -0,2955 -0,4993 -0,6664 -0,8239 -0,9755 -1,1068 -1,2049 -1,2583 -1,2491 -1,1703 -1,0387 -0,8788 -0,7212 -0,6208 -0,6407 -0,7975 -1,0277 -1,2174 -1,2736 -1,1821 -1,0085 -0,8455 -0,7463 -0,6987 -0,6710 -0,6736 -0,7437 -0,8707 -0,9745 -0,9759 -0,8713 -0,7243 -0,6072 -0,5601 -0,5838 -0,6482 -0,7198 -0,8021 -0,9311 -1,1106 -1,2855 -1,3942 -1,4088 -1,3298 -1,1871 -1,0300 -0,8781 -0,6989 -0,4514 -0,1294 0,2392 0,6112 0,9430 1,1956 1,3236 1,2698 0,9829 0,4585 -0,2182 -0,8703 -1,2871 -1,3167 -0,9301 -0,2250 0,6071 1,3273 1,7241 1,7035 1,3289 0,7730 0,2111 -0,2584 -0,6067 -0,8213 -0,8881 -0,8178 -0,6706 -0,5358 -0,4700 -0,4580 -0,4403 -0,3638 -0,1970 0,0675 0,3843 0,6517 0,7758 0,7366 0,5756 0,3474 0,0976 -0,1452 -0,3632 -0,5321 -0,6315 -0,6671 -0,6600 -0,6180 -0,5269 -0,3605 -0,1013 0,2269 0,5437 0,7617 0,8555 0,8568 0,7853
