Fp1   0,7825 0,8048 0,8174 0,8042 0,7412 0,6098 0,4111 0,1686 -0,0787 -0,2863 -0,4162 -0,4503 -0,3986 -0,2918 -0,1647 -0,0436 0,0560 0,1312 0,1912 0,2543 0,3405 0,4606 0,6034 0,7301 0,7912 0,7588 0,6461 0,4963 0,3558 0,2553 0,2022 0,1809 0,1624 0,1202 0,0432 -0,0554 -0,1443 -0,1973 -0,2141 -0,2205 -0,2527 -0,3366 -0,4762 -0,6549 -0,8469 -1,0305 -1,1916 -1,3186 -1,4027 -1,4469 -1,4681 -1,4848 -1,5020 -1,5052 -1,4666 -1,3627 -1,1880 -0,9588 -0,7078 -0,4755 -0,2969 -0,1940 -0,1821 -0,2752 -0,4759 -0,7602 -1,0767 -1,3624 -1,5701 -1,6872 -1,7293 -1,7232 -1,6973 -1,6797 -1,6934 -1,7533 -1,8706 -2,0504 -2,2792 -2,5202 -2,7240 -2,8438 -2,8497 -2,7407 -2,5471 -2,3143 -2,0777 -1,8524 -1,6420 -1,4466 -1,2595 -1,0724 -0,8915 -0,7426 -0,6576 -0,6578 -0,7411 -0,8774 -1,0184 -1,1226 -1,1749 -1,1863 -1,1801 -1,1774 -1,1819 -1,1723 -1,1198 -1,0200 -0,9032 -0,8142 -0,7879 -0,8439 -0,9925 -1,2386 -1,5802 -2,0025 -2,4677 -2,9211 -3,3155 -3,6313 -3,8752 -4,0649 -4,2144 -4,3256 -4,3864 -4,3755 -4,2764 -4,0887 -3,8270 -3,5099 -3,1551 -2,7809 -2,4085 -2,0624 -1,7607 -1,5028 -1,2718 -1,0463 -0,8087 -0,5515 -0,2843 -0,0262 0,2065 0,4036 0,5553 0,6490 0,6708 0,6169 0,5080 0,3905 0,3181 0,3351 0,4672 0,7085 1,0143 1,3146 1,5393 1,6383 1,5945 1,4322 1,2125 1,0100 0,8783 0,8304 0,8416 0,8680 0,8665 0,8171 0,7332 0,6515 0,6082 0,6248 0,7010 0,8135 0,9280 1,0161 1,0628 1,0633 1,0174 0,9241 0,7786 0,5790 0,3349 0,0669 -0,1987 -0,4317 -0,6007 -0,6755 -0,6344 -0,4795 -0,2487 -0,0028 0,2034 0,3403 0,4034 0,4045 0,3696 0,3371 0,3460 0,4169 0,5402 0,6808 0,7973 0,8602 0,8573 0,7899 0,6709 0,5252 0,3825 0,2611 0,1575 0,0552 -0,0575 -0,1765 -0,2901 -0,3928 -0,4931 -0,6120 -0,7702 -0,9706 -1,1902 -1,3914 -1,5392 -1,6113 -1,6006 -1,5131 -1,3664 -1,1870 -1,0073 -0,8513 -0,7183 -0,5964 -0,4951 -0,4490 -0,4886 -0,6131 -0,7922 -0,9800 -1,1258 -1,1852 -1,1309 -0,9613 -0,7030 -0,4037 -0,1122 0,1429 0,3577 0,5390 0,6909 0,8109 0,8934 0,9335 0,9298 0,8877 0,8235 0,7631 0,7288 0,7253 0,7406 0,7624 0,7914 0,8334 0,8859 0,9410 0,9948 1,0514 1,1182 1,1973 1,2809 1,3571 1,4149 1,4397 1,4108 1,3116 1,1446 0,9372 0,7275 0,5423 0,3895 0,2628 0,1500 0,0483 -0,0255 -0,0412 0,0293 0,1992 0,4525 0,7409 1,0054 1,2013 1,3045 1,3078 1,2214 1,0694 0,8793 0,6729 0,4667 0,2820 0,1479 0,0842 0,0836 0,1161 0,1521 0,1802 0,2078 0,2507 0,3194 0,4136 0,5220 0,6285 0,7203 0,7913 0,8375 0,8540 0,8361 0,7855 0,7150 0,6458 0,6010 0,5989 0,6476 0,7394 0,8505 0,9464 0,9927 0,9740 0,9021 0,8056 0,7136 0,6491 0,6314 0,6764 0,7925 0,9740 1,2009 1,4406 1,6554 1,8124 1,8925 1,8923 1,8194 1,6872 1,5103 1,2988 1,0573 0,7895 0,5045 0,2233 -0,0139 -0,1534 -0,1492 0,0194 0,3389 0,7636 1,2265 1,6586 2,0020 2,2174 2,2946 2,2531 2,1231 1,9244 1,6725 1,3989 1,1530 0,9821 0,9164 0,9674 1,1250 1,3519 1,5873 1,7703 1,8640 1,8580 1,7572 1,5787 1,3550 1,1341 0,9665 0,8796 0,8577 0,8476 0,7907 0,6509 0,4219 0,1217 -0,2158 -0,5530 -0,8560 -1,0942 -1,2431 -1,2875 -1,2197 -1,0363 -0,7413 -0,3600 0,0453 0,3879 0,6062 0,6986 0,6980 0,6173 0,4338 0,1297 -0,2526 -0,5965 -0,7720 -0,7205 -0,4818 -0,1504 0,1749 0,4209 0,5604 0,6165 0,6410 0,6774 0,7333 0,7805 0,7842 0,7262 0,6014 0,4066 0,1462 -0,1568 -0,4620 -0,7216 -0,8946 -0,9700 -0,9865 -1,0145 -1,1035 -1,2491 -1,4059 -1,5276 -1,6033 -1,6595 -1,7347 -1,8574 -2,0364 -2,2496 -2,4434 -2,5585 -2,5544 -2,4145 -2,1426 -1,7614 -1,3130 -0,8616 -0,4835 -0,2409 -0,1601 -0,2335 -0,4296 -0,6998 -0,9924 -1,2716 -1,5176 -1,7099 -1,8222 -1,8399 -1,7772 -1,6714 -1,5602 -1,4654 -1,3920 -1,3381 -1,3012 -1,2712 -1,2275 -1,1571 -1,0688 -0,9886 -0,9466 -0,9631 -1,0418 -1,1727 -1,3418 -1,5369 -1,7483 -1,9693 -2,2056 -2,4825 -2,8279 -3,2335 -3,6349 -3,9451 -4,1150 -4,1551 -4,1034 -3,9905 -3,8324 -3,6347 -3,3975 -3,1262 -2,8471 -2,6077 -2,4557 -2,4156 -2,4760 -2,5916 -2,6978 -2,7373 -2,6884 -2,5712 -2,4224 -2,2676 -2,1086 -1,9259 -1,6949 -1,4032 -1,0584 -0,6809 -0,2939 0,0879 0,4653 0,8515 1,2630 1,7021 2,1412 2,5320 2,8339 3,0252 3,1000 3,0676 2,9572 2,8154 2,6895 2,6125 2,6011 2,6567 2,7674 2,9132 3,0690 3,2013 3,2677 3,2336 3,0988 2,9034 2,7035 2,5436 2,4402 2,3813 2,3436 2,3164 2,3071 2,3260 2,3670 2,4033 2,3984 2,3230 2,1681 1,9472 1,6842 1,3967 1,0987 0,8131 0,5750 0,4201 0,3717 0,4297 0,5678 0,7411 0,9003 1,0083 1,0505 1,0322 0,9655 0,8626 0,7389 0,6118 0,4912 0,3759 0,2611 0,1495 0,0552 -0,0046 -0,0172 0,0256 0,1229 0,2571 0,3957 0,5014 0,5433 0,5052 0,3884 0,2148 0,0303 -0,1064 -0,1456 -0,0654 0,1250 0,3946 0,7067 1,0313 1,3476 1,6391 1,8880 2,0765 2,1924 2,2323
Fz    -0,6019 -0,6078 -0,5957 -0,5853 -0,5923 -0,6254 -0,6826 -0,7497 -0,8069 -0,8353 -0,8208 -0,7589 -0,6594 -0,5411 -0,4189 -0,2985 -0,1795 -0,0583 0,0716 0,2167 0,3790 0,5512 0,7155 0,8493 0,9312 0,9459 0,8900 0,7759 0,6311 0,4916 0,3891 0,3364 0,3242 0,3306 0,3354 0,3301 0,3222 0,3279 0,3548 0,3902 0,4075 0,3838 0,3130 0,2042 0,0735 -0,0664 -0,2125 -0,3667 -0,5260 -0,6819 -0,8296 -0,9757 -1,1355 -1,3200 -1,5210 -1,7075 -1,8360 -1,8683 -1,7925 -1,6308 -1,4283 -1,2355 -1,0979 -1,0496 -1,1011 -1,2353 -1,4143 -1,5906 -1,7238 -1,7968 -1,8201 -1,8182 -1,8127 -1,8151 -1,8287 -1,8523 -1,8798 -1,9019 -1,9090 -1,8932 -1,8494 -1,7763 -1,6811 -1,5827 -1,5074 -1,4774 -1,5008 -1,5678 -1,6539 -1,7338 -1,7961 -1,8467 -1,8996 -1,9649 -2,0417 -2,1189 -2,1780 -2,1963 -2,1545 -2,0497 -1,9014 -1,7415 -1,5999 -1,4961 -1,4339 -1,3982 -1,3645 -1,3156 -1,2545 -1,2048 -1,2015 -1,2808 -1,4737 -1,7981 -2,2498 -2,8022 -3,4139 -4,0412 -4,6496 -5,2209 -5,7477 -6,2214 -6,6239 -6,9312 -7,1232 -7,1896 -7,1325 -6,9688 -6,7246 -6,4258 -6,0952 -5,7569 -5,4380 -5,1624 -4,9368 -4,7405 -4,5330 -4,2731 -3,9297 -3,4879 -2,9557 -2,3668 -1,7716 -1,2212 -0,7546 -0,3930 -0,1394 0,0225 0,1233 0,1930 0,2496 0,3009 0,3514 0,4002 0,4363 0,4433 0,4111 0,3400 0,2361 0,1050 -0,0463 -0,2085 -0,3750 -0,5499 -0,7448 -0,9694 -1,2225 -1,4851 -1,7205 -1,8857 -1,9532 -1,9233 -1,8208 -1,6790 -1,5268 -1,3854 -1,2737 -1,2117 -1,2151 -1,2881 -1,4223 -1,6012 -1,8033 -2,0046 -2,1823 -2,3186 -2,4008 -2,4196 -2,3725 -2,2706 -2,1411 -2,0130 -1,9005 -1,7988 -1,6934 -1,5695 -1,4163 -1,2279 -1,0079 -0,7744 -0,5568 -0,3831 -0,2671 -0,2044 -0,1836 -0,1970 -0,2386 -0,2933 -0,3391 -0,3602 -0,3542 -0,3325 -0,3151 -0,3244 -0,3799 -0,4954 -0,6738 -0,9007 -1,1485 -1,3873 -1,5992 -1,7867 -1,9676 -2,1581 -2,3572 -2,5461 -2,7011 -2,8048 -2,8499 -2,8363 -2,7667 -2,6445 -2,4777 -2,2797 -2,0664 -1,8560 -1,6702 -1,5311 -1,4496 -1,4163 -1,4073 -1,4025 -1,4011 -1,4197 -1,4706 -1,5443 -1,6143 -1,6575 -1,6683 -1,6569 -1,6386 -1,6256 -1,6247 -1,6367 -1,6570 -1,6770 -1,6862 -1,6750 -1,6398 -1,5882 -1,5390 -1,5138 -1,5280 -1,5816 -1,6561 -1,7222 -1,7561 -1,7547 -1,7359 -1,7231 -1,7277 -1,7454 -1,7656 -1,7807 -1,7856 -1,7751 -1,7468 -1,7061 -1,6612 -1,6167 -1,5722 -1,5236 -1,4586 -1,3592 -1,2097 -1,0045 -0,7533 -0,4795 -0,2081 0,0427 0,2612 0,4398 0,5763 0,6704 0,7194 0,7186 0,6673 0,5744 0,4589 0,3431 0,2378 0,1370 0,0267 -0,0990 -0,2289 -0,3374 -0,3950 -0,3807 -0,2889 -0,1301 0,0728 0,2904 0,4941 0,6614 0,7792 0,8444 0,8666 0,8656 0,8623 0,8684 0,8844 0,9037 0,9174 0,9171 0,8971 0,8591 0,8149 0,7844 0,7854 0,8248 0,8926 0,9637 1,0077 1,0050 0,9544 0,8697 0,7700 0,6704 0,5755 0,4808 0,3770 0,2527 0,0950 -0,1079 -0,3606 -0,6536 -0,9596 -1,2381 -1,4469 -1,5552 -1,5525 -1,4468 -1,2559 -1,0030 -0,7142 -0,4116 -0,1082 0,1896 0,4778 0,7479 0,9806 1,1469 1,2209 1,1929 1,0731 0,8880 0,6741 0,4752 0,3335 0,2764 0,3062 0,4023 0,5326 0,6637 0,7682 0,8320 0,8558 0,8499 0,8242 0,7833 0,7267 0,6506 0,5530 0,4366 0,3096 0,1802 0,0525 -0,0732 -0,1968 -0,3125 -0,4038 -0,4469 -0,4238 -0,3331 -0,1880 -0,0089 0,1871 0,3896 0,5884 0,7663 0,8998 0,9665 0,9508 0,8526 0,6978 0,5390 0,4351 0,4222 0,5008 0,6452 0,8202 0,9950 1,1517 1,2884 1,4070 1,4979 1,5413 1,5208 1,4304 1,2740 1,0688 0,8409 0,6139 0,4037 0,2201 0,0627 -0,0810 -0,2236 -0,3628 -0,4848 -0,5846 -0,6767 -0,7875 -0,9411 -1,1517 -1,4237 -1,7535 -2,1243 -2,5008 -2,8385 -3,0979 -3,2550 -3,3131 -3,3046 -3,2716 -3,2371 -3,1965 -3,1337 -3,0410 -2,9241 -2,7968 -2,6779 -2,5897 -2,5531 -2,5808 -2,6716 -2,8106 -2,9786 -3,1592 -3,3365 -3,4913 -3,6065 -3,6731 -3,6868 -3,6477 -3,5663 -3,4614 -3,3475 -3,2319 -3,1215 -3,0266 -2,9599 -2,9371 -2,9695 -3,0562 -3,1862 -3,3491 -3,5390 -3,7540 -3,9937 -4,2609 -4,5606 -4,8935 -5,2480 -5,5981 -5,9132 -6,1733 -6,3732 -6,5151 -6,6029 -6,6396 -6,6277 -6,5779 -6,5169 -6,4758 -6,4728 -6,5150 -6,6089 -6,7503 -6,9101 -7,0431 -7,1124 -7,1040 -7,0231 -6,8794 -6,6736 -6,3978 -6,0453 -5,6177 -5,1263 -4,5946 -4,0616 -3,5730 -3,1584 -2,8163 -2,5150 -2,2095 -1,8667 -1,4831 -1,0786 -0,6778 -0,2992 0,0429 0,3382 0,5829 0,7751 0,9061 0,9652 0,9601 0,9267 0,9149 0,9631 1,0830 1,2583 1,4556 1,6405 1,7891 1,8954 1,9721 2,0363 2,0906 2,1184 2,0932 1,9958 1,8256 1,5983 1,3358 1,0569 0,7760 0,5066 0,2644 0,0636 -0,0918 -0,2136 -0,3243 -0,4460 -0,5899 -0,7530 -0,9220 -1,0815 -1,2224 -1,3448 -1,4588 -1,5796 -1,7170 -1,8673 -2,0143 -2,1379 -2,2230 -2,2685 -2,2911 -2,3207 -2,3848 -2,4912 -2,6254 -2,7651 -2,8961 -3,0186 -3,1452 -3,2911 -3,4639 -3,6618 -3,8776 -4,1003 -4,3154 -4,5070 -4,6613 -4,7697 -4,8343 -4,8653 -4,8680 -4,8337 -4,7441 -4,5864 -4,3640 -4,0965 -3,8119 -3,5348 -3,2788 -3,0457
F3    -0,8019 -0,8154 -0,8188 -0,8108 -0,7894 -0,7516 -0,6947 -0,6207 -0,5389 -0,4629 -0,4075 -0,3843 -0,3938 -0,4207 -0,4403 -0,4305 -0,3779 -0,2773 -0,1316 0,0453 0,2297 0,3947 0,5226 0,6119 0,6752 0,7287 0,7826 0,8365 0,8805 0,9011 0,8894 0,8467 0,7827 0,7086 0,6328 0,5583 0,4824 0,4001 0,3105 0,2192 0,1361 0,0692 0,0187 -0,0263 -0,0832 -0,1660 -0,2800 -0,4220 -0,5806 -0,7365 -0,8673 -0,9585 -1,0166 -1,0661 -1,1335 -1,2297 -1,3452 -1,4564 -1,5366 -1,5673 -1,5473 -1,4945 -1,4390 -1,4094 -1,4205 -1,4703 -1,5484 -1,6434 -1,7417 -1,8269 -1,8815 -1,8917 -1,8540 -1,7776 -1,6786 -1,5717 -1,4665 -1,3676 -1,2765 -1,1957 -1,1336 -1,1047 -1,1214 -1,1844 -1,2799 -1,3874 -1,4911 -1,5848 -1,6713 -1,7594 -1,8625 -1,9938 -2,1566 -2,3328 -2,4831 -2,5645 -2,5501 -2,4375 -2,2428 -1,9914 -1,7131 -1,4385 -1,1984 -1,0214 -0,9301 -0,9371 -1,0409 -1,2218 -1,4432 -1,6648 -1,8625 -2,0412 -2,2280 -2,4496 -2,7135 -3,0077 -3,3139 -3,6169 -3,9042 -4,1628 -4,3824 -4,5582 -4,6899 -4,7801 -4,8323 -4,8545 -4,8594 -4,8586 -4,8518 -4,8252 -4,7594 -4,6403 -4,4675 -4,2524 -4,0086 -3,7435 -3,4590 -3,1527 -2,8167 -2,4405 -2,0182 -1,5567 -1,0796 -0,6278 -0,2478 0,0293 0,2000 0,2851 0,3178 0,3312 0,3437 0,3525 0,3411 0,2966 0,2218 0,1343 0,0565 0,0040 -0,0201 -0,0251 -0,0286 -0,0494 -0,1023 -0,1951 -0,3250 -0,4765 -0,6259 -0,7501 -0,8323 -0,8626 -0,8385 -0,7674 -0,6691 -0,5721 -0,5038 -0,4829 -0,5166 -0,6013 -0,7225 -0,8565 -0,9757 -1,0558 -1,0846 -1,0671 -1,0226 -0,9772 -0,9527 -0,9606 -1,0024 -1,0735 -1,1649 -1,2631 -1,3516 -1,4161 -1,4467 -1,4376 -1,3881 -1,3048 -1,2011 -1,0920 -0,9864 -0,8874 -0,7988 -0,7292 -0,6883 -0,6807 -0,7050 -0,7563 -0,8277 -0,9134 -1,0090 -1,1099 -1,2106 -1,3090 -1,4073 -1,5091 -1,6153 -1,7203 -1,8127 -1,8833 -1,9342 -1,9789 -2,0340 -2,1097 -2,2052 -2,3101 -2,4072 -2,4778 -2,5051 -2,4812 -2,4122 -2,3147 -2,2003 -2,0641 -1,8903 -1,6704 -1,4169 -1,1644 -0,9555 -0,8203 -0,7667 -0,7838 -0,8476 -0,9257 -0,9862 -1,0113 -1,0051 -0,9866 -0,9732 -0,9734 -0,9878 -1,0131 -1,0452 -1,0829 -1,1273 -1,1749 -1,2138 -1,2282 -1,2086 -1,1573 -1,0867 -1,0144 -0,9593 -0,9374 -0,9553 -1,0075 -1,0828 -1,1708 -1,2617 -1,3435 -1,4020 -1,4269 -1,4164 -1,3742 -1,3027 -1,2012 -1,0691 -0,9111 -0,7382 -0,5642 -0,4028 -0,2685 -0,1766 -0,1377 -0,1512 -0,2048 -0,2770 -0,3403 -0,3679 -0,3422 -0,2604 -0,1344 0,0140 0,1611 0,2874 0,3798 0,4303 0,4362 0,4027 0,3446 0,2811 0,2282 0,1907 0,1595 0,1158 0,0433 -0,0618 -0,1857 -0,3015 -0,3780 -0,3949 -0,3554 -0,2847 -0,2137 -0,1595 -0,1196 -0,0802 -0,0254 0,0556 0,1651 0,2985 0,4499 0,6122 0,7722 0,9103 1,0060 1,0439 1,0177 0,9329 0,8050 0,6553 0,5035 0,3630 0,2366 0,1149 -0,0179 -0,1731 -0,3483 -0,5268 -0,6845 -0,8015 -0,8676 -0,8824 -0,8524 -0,7886 -0,7038 -0,6108 -0,5218 -0,4476 -0,3969 -0,3785 -0,3976 -0,4470 -0,5015 -0,5241 -0,4819 -0,3611 -0,1675 0,0800 0,3564 0,6330 0,8784 1,0617 1,1609 1,1706 1,1006 0,9732 0,8185 0,6674 0,5405 0,4449 0,3817 0,3518 0,3549 0,3864 0,4356 0,4841 0,5088 0,4947 0,4483 0,3975 0,3762 0,4047 0,4802 0,5827 0,6890 0,7810 0,8471 0,8819 0,8861 0,8663 0,8345 0,8050 0,7930 0,8129 0,8739 0,9782 1,1201 1,2811 1,4272 1,5243 1,5612 1,5552 1,5352 1,5164 1,4941 1,4605 1,4194 1,3826 1,3580 1,3476 1,3506 1,3636 1,3747 1,3614 1,2991 1,1772 1,0056 0,8070 0,6056 0,4207 0,2656 0,1425 0,0417 -0,0517 -0,1515 -0,2666 -0,3951 -0,5195 -0,6151 -0,6673 -0,6852 -0,6975 -0,7334 -0,8032 -0,8953 -0,9908 -1,0746 -1,1352 -1,1639 -1,1620 -1,1441 -1,1351 -1,1606 -1,2374 -1,3687 -1,5479 -1,7579 -1,9693 -2,1474 -2,2640 -2,3049 -2,2740 -2,1915 -2,0859 -1,9804 -1,8850 -1,7998 -1,7242 -1,6603 -1,6098 -1,5717 -1,5463 -1,5363 -1,5443 -1,5727 -1,6222 -1,6884 -1,7599 -1,8236 -1,8683 -1,8857 -1,8739 -1,8413 -1,8034 -1,7775 -1,7782 -1,8159 -1,8983 -2,0315 -2,2170 -2,4472 -2,7044 -2,9691 -3,2294 -3,4779 -3,7017 -3,8803 -3,9985 -4,0618 -4,0983 -4,1452 -4,2360 -4,3943 -4,6238 -4,9033 -5,1953 -5,4599 -5,6622 -5,7753 -5,7853 -5,6945 -5,5164 -5,2710 -4,9818 -4,6694 -4,3491 -4,0315 -3,7202 -3,4113 -3,0978 -2,7752 -2,4471 -2,1261 -1,8288 -1,5672 -1,3453 -1,1570 -0,9884 -0,8216 -0,6386 -0,4270 -0,1847 0,0779 0,3416 0,5843 0,7857 0,9320 1,0206 1,0633 1,0821 1,0988 1,1283 1,1803 1,2604 1,3670 1,4857 1,5910 1,6596 1,6812 1,6599 1,6065 1,5268 1,4163 1,2673 1,0809 0,8705 0,6564 0,4592 0,2943 0,1690 0,0802 0,0177 -0,0293 -0,0697 -0,1142 -0,1776 -0,2747 -0,4138 -0,5904 -0,7901 -0,9966 -1,1978 -1,3830 -1,5404 -1,6591 -1,7318 -1,7572 -1,7439 -1,7110 -1,6811 -1,6729 -1,6998 -1,7714 -1,8933 -2,0651 -2,2781 -2,5165 -2,7635 -3,0062 -3,2343 -3,4382 -3,6108 -3,7482 -3,8493 -3,9194 -3,9694 -4,0093 -4,0398 -4,0507 -4,0245 -3,9458 -3,8107 -3,6286 -3,4163 -3,1903 -2,9591 -2,7221 -2,4757 -2,2228
F7    0,4133 0,3942 0,3551 0,2816 0,1765 0,0550 -0,0678 -0,1832 -0,2895 -0,3881 -0,4804 -0,5665 -0,6455 -0,7151 -0,7648 -0,7734 -0,7182 -0,5883 -0,3911 -0,1476 0,1145 0,3666 0,5832 0,7448 0,8403 0,8674 0,8317 0,7487 0,6448 0,5553 0,5108 0,5192 0,5577 0,5863 0,5724 0,5109 0,4227 0,3346 0,2565 0,1769 0,0738 -0,0674 -0,2416 -0,4263 -0,5941 -0,7279 -0,8261 -0,8998 -0,9636 -1,0283 -1,0962 -1,1577 -1,1953 -1,1940 -1,1498 -1,0686 -0,9554 -0,8101 -0,6359 -0,4516 -0,2888 -0,1779 -0,1395 -0,1843 -0,3113 -0,5034 -0,7254 -0,9350 -1,1016 -1,2198 -1,3043 -1,3733 -1,4344 -1,4842 -1,5160 -1,5296 -1,5383 -1,5658 -1,6284 -1,7193 -1,8119 -1,8785 -1,9053 -1,8951 -1,8613 -1,8195 -1,7817 -1,7514 -1,7242 -1,6872 -1,6186 -1,4995 -1,3337 -1,1534 -1,0035 -0,9196 -0,9132 -0,9686 -1,0532 -1,1401 -1,2223 -1,3088 -1,4108 -1,5306 -1,6561 -1,7628 -1,8283 -1,8479 -1,8364 -1,8177 -1,8118 -1,8290 -1,8748 -1,9567 -2,0849 -2,2657 -2,4917 -2,7412 -2,9891 -3,2181 -3,4196 -3,5911 -3,7331 -3,8437 -3,9123 -3,9190 -3,8421 -3,6713 -3,4127 -3,0875 -2,7265 -2,3657 -2,0424 -1,7888 -1,6236 -1,5432 -1,5208 -1,5163 -1,4881 -1,4070 -1,2671 -1,0849 -0,8889 -0,7087 -0,5667 -0,4737 -0,4290 -0,4203 -0,4238 -0,4110 -0,3590 -0,2567 -0,1032 0,0899 0,2972 0,4878 0,6379 0,7344 0,7727 0,7573 0,7052 0,6422 0,5922 0,5662 0,5617 0,5655 0,5570 0,5185 0,4503 0,3716 0,3072 0,2734 0,2705 0,2829 0,2920 0,2902 0,2825 0,2788 0,2841 0,2893 0,2701 0,1993 0,0629 -0,1347 -0,3769 -0,6421 -0,9077 -1,1509 -1,3506 -1,4950 -1,5846 -1,6255 -1,6220 -1,5798 -1,5096 -1,4222 -1,3230 -1,2110 -1,0887 -0,9744 -0,9042 -0,9154 -1,0249 -1,2184 -1,4579 -1,7003 -1,9110 -2,0690 -2,1699 -2,2292 -2,2763 -2,3388 -2,4290 -2,5429 -2,6643 -2,7737 -2,8558 -2,9042 -2,9206 -2,9124 -2,8894 -2,8616 -2,8389 -2,8278 -2,8255 -2,8226 -2,8132 -2,8004 -2,7914 -2,7890 -2,7869 -2,7798 -2,7748 -2,7865 -2,8202 -2,8649 -2,9010 -2,9154 -2,9068 -2,8798 -2,8335 -2,7594 -2,6484 -2,4997 -2,3228 -2,1343 -1,9533 -1,7959 -1,6709 -1,5784 -1,5117 -1,4609 -1,4154 -1,3639 -1,2963 -1,2083 -1,1077 -1,0144 -0,9525 -0,9377 -0,9683 -1,0293 -1,1018 -1,1684 -1,2132 -1,2220 -1,1870 -1,1141 -1,0242 -0,9417 -0,8817 -0,8485 -0,8414 -0,8551 -0,8769 -0,8883 -0,8744 -0,8350 -0,7843 -0,7406 -0,7168 -0,7129 -0,7124 -0,6882 -0,6169 -0,4950 -0,3474 -0,2174 -0,1437 -0,1432 -0,2103 -0,3236 -0,4544 -0,5773 -0,6789 -0,7571 -0,8137 -0,8471 -0,8505 -0,8204 -0,7655 -0,7045 -0,6534 -0,6163 -0,5852 -0,5459 -0,4867 -0,4035 -0,2997 -0,1847 -0,0692 0,0415 0,1448 0,2307 0,2816 0,2869 0,2563 0,2156 0,1873 0,1769 0,1714 0,1517 0,1042 0,0234 -0,0881 -0,2167 -0,3367 -0,4200 -0,4492 -0,4199 -0,3339 -0,1973 -0,0245 0,1631 0,3406 0,4820 0,5636 0,5731 0,5145 0,4064 0,2757 0,1473 0,0315 -0,0806 -0,2104 -0,3792 -0,5929 -0,8307 -1,0466 -1,1897 -1,2261 -1,1473 -0,9702 -0,7346 -0,4924 -0,2869 -0,1381 -0,0452 0,0043 0,0273 0,0350 0,0294 0,0122 -0,0049 -0,0028 0,0306 0,0930 0,1756 0,2748 0,3910 0,5164 0,6266 0,6840 0,6531 0,5216 0,3117 0,0692 -0,1581 -0,3426 -0,4834 -0,5954 -0,6917 -0,7731 -0,8294 -0,8537 -0,8575 -0,8707 -0,9240 -1,0277 -1,1653 -1,3021 -1,3982 -1,4196 -1,3510 -1,2028 -1,0066 -0,8093 -0,6599 -0,5794 -0,5401 -0,4916 -0,4169 -0,3507 -0,3379 -0,3815 -0,4353 -0,4493 -0,4153 -0,3661 -0,3403 -0,3565 -0,4136 -0,4948 -0,5712 -0,6079 -0,5842 -0,5186 -0,4667 -0,4833 -0,5863 -0,7566 -0,9575 -1,1504 -1,3044 -1,4042 -1,4529 -1,4679 -1,4773 -1,5162 -1,6121 -1,7668 -1,9528 -2,1272 -2,2544 -2,3240 -2,3538 -2,3744 -2,4113 -2,4747 -2,5536 -2,6159 -2,6236 -2,5528 -2,4007 -2,1817 -1,9149 -1,6193 -1,3228 -1,0683 -0,8969 -0,8309 -0,8751 -1,0202 -1,2420 -1,5036 -1,7671 -2,0005 -2,1747 -2,2640 -2,2566 -2,1670 -2,0316 -1,8894 -1,7670 -1,6728 -1,5998 -1,5344 -1,4654 -1,3872 -1,3016 -1,2202 -1,1614 -1,1412 -1,1652 -1,2306 -1,3324 -1,4667 -1,6298 -1,8161 -2,0196 -2,2391 -2,4821 -2,7573 -3,0561 -3,3429 -3,5727 -3,7229 -3,8030 -3,8365 -3,8436 -3,8358 -3,8160 -3,7758 -3,7002 -3,5795 -3,4189 -3,2397 -3,0722 -2,9435 -2,8704 -2,8564 -2,8918 -2,9580 -3,0361 -3,1104 -3,1669 -3,1879 -3,1498 -3,0307 -2,8229 -2,5388 -2,2055 -1,8539 -1,5042 -1,1586 -0,8051 -0,4276 -0,0199 0,4041 0,8150 1,1793 1,4662 1,6571 1,7574 1,7966 1,8100 1,8156 1,8066 1,7663 1,6890 1,5860 1,4835 1,4137 1,3994 1,4382 1,5039 1,5688 1,6207 1,6611 1,6934 1,7161 1,7234 1,7109 1,6817 1,6461 1,6122 1,5761 1,5197 1,4214 1,2700 1,0729 0,8488 0,6105 0,3564 0,0795 -0,2154 -0,5024 -0,7369 -0,8700 -0,8729 -0,7537 -0,5525 -0,3252 -0,1267 0,0039 0,0493 0,0082 -0,1100 -0,2853 -0,4881 -0,6918 -0,8843 -1,0631 -1,2208 -1,3377 -1,3938 -1,3813 -1,3055 -1,1823 -1,0391 -0,9136 -0,8449 -0,8617 -0,9724 -1,1620 -1,3924 -1,6072 -1,7448 -1,7622 -1,6551 -1,4576 -1,2225 -0,9972 -0,8086 -0,6627 -0,5539 -0,4744 -0,4158 -0,3690 -0,3276
