Fp1   -0,2708 -0,4626 -0,6285 -0,7609 -0,8717 -0,9875 -1,1316 -1,2991 -1,4546 -1,5520 -1,5489 -1,4189 -1,1696 -0,8438 -0,5022 -0,2101 -0,0180 0,0592 0,0433 -0,0216 -0,0807 -0,0814 0,0053 0,1608 0,3221 0,4176 0,4048 0,2874 0,1102 -0,0553 -0,1291 -0,0519 0,1821 0,5202 0,8769 1,1652 1,3271 1,3564 1,2949 1,2017 1,1225 1,0705 1,0281 0,9648 0,8554 0,6866 0,4594 0,1865 -0,1176 -0,4404 -0,7650 -1,0736 -1,3648 -1,6549 -1,9593 -2,2761 -2,5853 -2,8573 -3,0580 -3,1523 -3,1171 -2,9531 -2,6903 -2,3891 -2,1216 -1,9346 -1,8326 -1,7954 -1,8005 -1,8322 -1,8831 -1,9486 -2,0225 -2,0997 -2,1839 -2,2863 -2,4046 -2,5067 -2,5359 -2,4335 -2,1654 -1,7446 -1,2285 -0,6922 -0,1988 0,2143 0,5419 0,8072 1,0464 1,2940 1,5672 1,8455 2,0697 2,1763 2,1381 1,9791 1,7545 1,5119 1,2720 1,0421 0,8348 0,6666 0,5497 0,4859 0,4612 0,4448 0,3953 0,2728 0,0545 -0,2521 -0,6064 -0,9534 -1,2565 -1,5130 -1,7397 -1,9513 -2,1540 -2,3566 -2,5847 -2,8722 -3,2324 -3,6457 -4,0743 -4,4801 -4,8305 -5,0984 -5,2580 -5,2867 -5,1816 -4,9657 -4,6715 -4,3191 -3,9132 -3,4623 -2,9923 -2,5314 -2,0852 -1,6300 -1,1282 -0,5515 0,0984 0,7801 1,4314 2,0053 2,4803 2,8391 3,0574 3,1234 3,0552 2,8851 2,6407 2,3508 2,0520 1,7732 1,5299 1,3369 1,2118 1,1612 1,1713 1,2249 1,3202 1,4561 1,6035 1,7052 1,7126 1,6180 1,4532 1,2641 1,0944 0,9806 0,9385 0,9630 1,0431 1,1596 1,2770 1,3569 1,3753 1,3280 1,2304 1,1078 0,9757 0,8351 0,6824 0,5154 0,3304 0,1233 -0,1014 -0,3264 -0,5309 -0,6988 -0,8191 -0,8862 -0,9023 -0,8759 -0,8211 -0,7598 -0,7151 -0,6955 -0,6836 -0,6491 -0,5728 -0,4489 -0,2762 -0,0620 0,1709 0,4000 0,6266 0,8755 1,1667 1,4854 1,7844 2,0202 2,1822 2,2872 2,3517 2,3787 2,3766 2,3769 2,4181 2,5093 2,6171 2,6907 2,6919 2,6090 2,4547 2,2525 2,0197 1,7614 1,4733 1,1432 0,7591 0,3281 -0,1215 -0,5623 -0,9881 -1,4100 -1,8335 -2,2409 -2,5969 -2,8698 -3,0436 -3,1173 -3,1063 -3,0395 -2,9512 -2,8755 -2,8394 -2,8514 -2,9060 -2,9983 -3,1255 -3,2834 -3,4670 -3,6661 -3,8663 -4,0609 -4,2481 -4,4173 -4,5491 -4,6234 -4,6248 -4,5534 -4,4275 -4,2668 -4,0747 -3,8478 -3,5936 -3,3320 -3,0903 -2,8968 -2,7666 -2,6948 -2,6675 -2,6780 -2,7357 -2,8609 -3,0617 -3,3177 -3,5905 -3,8408 -4,0331 -4,1351 -4,1285 -4,0194 -3,8406 -3,6399 -3,4508 -3,2729 -3,0846 -2,8644 -2,6010 -2,2910 -1,9392 -1,5666 -1,2174 -0,9465 -0,7854 -0,7152 -0,6813 -0,6390 -0,5859 -0,5539 -0,5742 -0,6521 -0,7704 -0,9078 -1,0565 -1,2251 -1,4246 -1,6554 -1,9120 -2,1962 -2,5156 -2,8639 -3,2077 -3,4940 -3,6662 -3,6814 -3,5247 -3,2138 -2,7914 -2,3122 -1,8300 -1,3956 -1,0562 -0,8381 -0,7269 -0,6728 -0,6219 -0,5469 -0,4543 -0,3676 -0,3033 -0,2602 -0,2265 -0,1932 -0,1633 -0,1452 -0,1300 -0,0828 0,0311 0,2205 0,4694 0,7451 1,0019 1,1913 1,2834 1,2818 1,2198 1,1418 1,0827 1,0605 1,0712 1,0826 1,0448 0,9180 0,6984 0,4184 0,1276 -0,1243 -0,2974 -0,3807 -0,4051 -0,4291 -0,5026 -0,6406 -0,8223 -1,0124 -1,1847 -1,3257 -1,4220 -1,4587 -1,4288 -1,3402 -1,2103 -1,0538 -0,8771 -0,6765 -0,4389 -0,1469 0,2033 0,5859 0,9536 1,2625 1,4886 1,6265 1,6811 1,6644 1,5970 1,5030 1,4093 1,3507 1,3594 1,4458 1,5957 1,7760 1,9428 2,0638 2,1368 2,1803 2,2105 2,2368 2,2685 2,3101 2,3578 2,4064 2,4606 2,5368 2,6440 2,7669 2,8756 2,9433 2,9536 2,9033 2,7950 2,6263 2,3978 2,1365 1,8922 1,7076 1,5950 1,5337 1,4836 1,4050 1,2640 1,0283 0,6770 0,2232 -0,2841 -0,7778 -1,1910 -1,4675 -1,5683 -1,4832 -1,2395 -0,8896 -0,4861 -0,0664 0,3492 0,7501 1,1386 1,5345 1,9605 2,4110 2,8429 3,1982 3,4395 3,5701 3,6238 3,6355 3,6224 3,5898 3,5411 3,4763 3,3837 3,2406 3,0230 2,7230 2,3592 1,9716 1,6062 1,2931 1,0281 0,7769 0,5076 0,2260 -0,0285 -0,2219 -0,3490 -0,4196 -0,4374 -0,3968 -0,2976 -0,1567 -0,0045 0,1285 0,2291 0,3112 0,4036 0,5266 0,6862 0,8914 1,1582 1,4822 1,8187 2,1012 2,2747 2,3138 2,2238 2,0306 1,7686 1,4724 1,1766 0,9056 0,6576 0,4103 0,1510 -0,0989 -0,2886 -0,3662 -0,3060 -0,1203 0,1470 0,4392 0,7065 0,9169 1,0648 1,1709 1,2657 1,3666 1,4724 1,5749 1,6659 1,7303 1,7483 1,7185 1,6762 1,6721 1,7362 1,8759 2,0900 2,3631 2,6661 2,9764 3,2861 3,5881 3,8714 4,1272 4,3458 4,5112 4,6068 4,6180 4,5366 4,3694 4,1418 3,8855 3,6247 3,3674 3,1099 2,8503 2,5979 2,3721 2,1954 2,0836 2,0359 2,0289 2,0236 1,9858 1,9081 1,8124 1,7329 1,6907 1,6770 1,6622 1,6162 1,5158 1,3506 1,1330 0,8880 0,6274 0,3503 0,0650 -0,2091 -0,4588 -0,6852 -0,9006 -1,1205 -1,3509 -1,5770 -1,7586 -1,8388 -1,7730 -1,5599 -1,2420 -0,8820 -0,5371 -0,2354 0,0249 0,2515 0,4416 0,6025 0,7759 1,0139 1,3261 1,6621 1,9495 2,1428 2,2303 2,2086 2,0682 1,8046 1,4320 0,9808 0,4893 -0,0021 -0,4543 -0,8419 -1,1678 -1,4615 -1,7538
Fz    0,0545 -0,0491 -0,1473 -0,2192 -0,2721 -0,3290 -0,4090 -0,5073 -0,5939 -0,6331 -0,5960 -0,4625 -0,2330 0,0630 0,3688 0,6119 0,7324 0,7129 0,5827 0,4009 0,2324 0,1235 0,0860 0,0933 0,0981 0,0572 -0,0531 -0,2334 -0,4564 -0,6648 -0,7814 -0,7437 -0,5461 -0,2489 0,0538 0,2764 0,3723 0,3461 0,2473 0,1487 0,1132 0,1597 0,2589 0,3653 0,4442 0,4719 0,4291 0,3051 0,1073 -0,1378 -0,4000 -0,6687 -0,9563 -1,2762 -1,6217 -1,9645 -2,2679 -2,4993 -2,6351 -2,6580 -2,5554 -2,3262 -1,9953 -1,6189 -1,2654 -0,9847 -0,7969 -0,7047 -0,7071 -0,8026 -0,9796 -1,2131 -1,4770 -1,7587 -2,0576 -2,3722 -2,6861 -2,9629 -3,1453 -3,1664 -2,9803 -2,5862 -2,0278 -1,3757 -0,7083 -0,0938 0,4262 0,8490 1,2052 1,5416 1,8938 2,2558 2,5774 2,8018 2,9074 2,9142 2,8600 2,7743 2,6668 2,5421 2,4222 2,3417 2,3238 2,3661 2,4378 2,4862 2,4574 2,3195 2,0723 1,7464 1,3921 1,0553 0,7497 0,4554 0,1418 -0,2120 -0,6133 -1,0673 -1,5858 -2,1758 -2,8196 -3,4737 -4,0881 -4,6242 -5,0611 -5,3932 -5,6169 -5,7206 -5,6914 -5,5263 -5,2349 -4,8383 -4,3687 -3,8661 -3,3632 -2,8689 -2,3705 -1,8471 -1,2792 -0,6504 0,0450 0,7862 1,5232 2,1963 2,7534 3,1462 3,3341 3,3090 3,1139 2,8233 2,5073 2,2126 1,9613 1,7505 1,5570 1,3637 1,1873 1,0711 1,0527 1,1507 1,3686 1,6835 2,0315 2,3257 2,4970 2,5204 2,4091 2,2021 1,9608 1,7574 1,6494 1,6645 1,8015 2,0278 2,2833 2,5025 2,6397 2,6773 2,6213 2,4918 2,3114 2,0951 1,8453 1,5600 1,2478 0,9316 0,6401 0,3964 0,2142 0,0989 0,0509 0,0649 0,1279 0,2201 0,3108 0,3606 0,3406 0,2571 0,1520 0,0763 0,0669 0,1418 0,3034 0,5395 0,8292 1,1522 1,4953 1,8500 2,2021 2,5272 2,8043 3,0355 3,2454 3,4536 3,6520 3,8131 3,9187 3,9742 3,9952 3,9931 3,9713 3,9243 3,8368 3,6921 3,4869 3,2373 2,9636 2,6700 2,3407 1,9539 1,4985 0,9826 0,4284 -0,1423 -0,7192 -1,3035 -1,8935 -2,4654 -2,9715 -3,3635 -3,6187 -3,7455 -3,7738 -3,7421 -3,6909 -3,6574 -3,6661 -3,7222 -3,8131 -3,9192 -4,0265 -4,1351 -4,2567 -4,4011 -4,5659 -4,7422 -4,9223 -5,1014 -5,2753 -5,4303 -5,5350 -5,5546 -5,4704 -5,2842 -5,0154 -4,7027 -4,3944 -4,1236 -3,8947 -3,6912 -3,4920 -3,2847 -3,0746 -2,8855 -2,7516 -2,7034 -2,7524 -2,8852 -3,0662 -3,2439 -3,3646 -3,3942 -3,3335 -3,2160 -3,0912 -2,9977 -2,9373 -2,8733 -2,7569 -2,5545 -2,2578 -1,8742 -1,4182 -0,9190 -0,4270 -0,0024 0,3119 0,5131 0,6290 0,6865 0,6908 0,6353 0,5224 0,3701 0,1989 0,0210 -0,1663 -0,3842 -0,6635 -1,0211 -1,4467 -1,9129 -2,3860 -2,8245 -3,1814 -3,4214 -3,5296 -3,5031 -3,3449 -3,0682 -2,6962 -2,2556 -1,7735 -1,2827 -0,8263 -0,4508 -0,1902 -0,0517 -0,0124 -0,0336 -0,0845 -0,1543 -0,2449 -0,3586 -0,4900 -0,6250 -0,7502 -0,8537 -0,9116 -0,8881 -0,7561 -0,5128 -0,1813 0,1920 0,5457 0,8242 0,9972 1,0670 1,0579 1,0006 0,9232 0,8468 0,7772 0,7007 0,5948 0,4470 0,2669 0,0811 -0,0845 -0,2159 -0,3077 -0,3570 -0,3675 -0,3574 -0,3558 -0,3905 -0,4736 -0,5993 -0,7523 -0,9134 -1,0622 -1,1807 -1,2536 -1,2671 -1,2122 -1,0858 -0,8895 -0,6267 -0,2961 0,1066 0,5688 1,0498 1,4998 1,8860 2,1947 2,4188 2,5528 2,5997 2,5740 2,4961 2,3949 2,3109 2,2789 2,3075 2,3808 2,4714 2,5569 2,6356 2,7290 2,8629 3,0439 3,2578 3,4838 3,7063 3,9180 4,1158 4,2964 4,4555 4,5870 4,6807 4,7280 4,7299 4,6923 4,6180 4,5052 4,3480 4,1451 3,9177 3,7095 3,5609 3,4838 3,4520 3,4077 3,2869 3,0438 2,6572 2,1318 1,5025 0,8287 0,1835 -0,3587 -0,7340 -0,8969 -0,8370 -0,5953 -0,2530 0,1076 0,4376 0,7312 1,0122 1,3179 1,6846 2,1342 2,6548 3,1944 3,6777 4,0354 4,2310 4,2739 4,2112 4,1020 3,9931 3,9076 3,8439 3,7813 3,6886 3,5383 3,3217 3,0527 2,7614 2,4776 2,2117 1,9490 1,6662 1,3564 1,0417 0,7614 0,5479 0,4126 0,3487 0,3471 0,4070 0,5289 0,7034 0,9129 1,1355 1,3503 1,5499 1,7471 1,9605 2,1943 2,4375 2,6748 2,8915 3,0715 3,1963 3,2449 3,2016 3,0652 2,8541 2,6025 2,3536 2,1441 1,9805 1,8315 1,6579 1,4484 1,2316 1,0637 1,0058 1,0990 1,3432 1,6950 2,0878 2,4582 2,7615 2,9772 3,1077 3,1699 3,1824 3,1600 3,1150 3,0532 2,9680 2,8525 2,7246 2,6321 2,6228 2,7171 2,9128 3,1969 3,5436 3,9177 4,2889 4,6396 4,9595 5,2416 5,4901 5,7206 5,9440 6,1539 6,3288 6,4456 6,4916 6,4635 6,3580 6,1750 5,9312 5,6639 5,4142 5,2040 5,0360 4,9144 4,8475 4,8263 4,8150 4,7695 4,6649 4,5120 4,3530 4,2361 4,1819 4,1687 4,1504 4,0842 3,9394 3,6985 3,3668 2,9669 2,5165 2,0259 1,5170 1,0281 0,5943 0,2293 -0,0769 -0,3414 -0,5651 -0,7248 -0,7821 -0,6995 -0,4594 -0,0837 0,3683 0,8241 1,2295 1,5694 1,8601 2,1227 2,3661 2,5952 2,8234 3,0673 3,3305 3,5908 3,8016 3,9170 3,9202 3,8178 3,6168 3,3222 2,9462 2,5105 2,0463 1,5932 1,1813 0,8102 0,4531 0,0878 -0,2840
F3    -0,0234 -0,2628 -0,4890 -0,6643 -0,7857 -0,8748 -0,9571 -1,0335 -1,0717 -1,0307 -0,8815 -0,6095 -0,2268 0,2170 0,6445 0,9703 1,1310 1,1091 0,9350 0,6715 0,3946 0,1693 0,0274 -0,0438 -0,0887 -0,1500 -0,2476 -0,3822 -0,5376 -0,6679 -0,7000 -0,5767 -0,3023 0,0556 0,4027 0,6556 0,7691 0,7483 0,6410 0,5184 0,4444 0,4400 0,4773 0,5098 0,4999 0,4255 0,2804 0,0724 -0,1760 -0,4265 -0,6417 -0,8158 -0,9821 -1,1822 -1,4272 -1,6903 -1,9286 -2,1087 -2,2179 -2,2573 -2,2277 -2,1241 -1,9490 -1,7314 -1,5153 -1,3253 -1,1653 -1,0462 -0,9953 -1,0391 -1,1799 -1,3896 -1,6315 -1,8845 -2,1436 -2,4098 -2,6771 -2,9227 -3,1032 -3,1635 -3,0645 -2,8088 -2,4379 -2,0066 -1,5627 -1,1411 -0,7608 -0,4214 -0,1054 0,2147 0,5634 0,9366 1,2888 1,5651 1,7463 1,8575 1,9379 2,0026 2,0295 1,9845 1,8645 1,7117 1,5839 1,5215 1,5301 1,5747 1,5972 1,5485 1,4031 1,1621 0,8586 0,5388 0,2248 -0,0912 -0,4200 -0,7557 -1,0870 -1,4276 -1,8268 -2,3347 -2,9539 -3,6318 -4,3036 -4,9273 -5,4794 -5,9270 -6,2183 -6,3070 -6,1905 -5,9180 -5,5594 -5,1668 -4,7663 -4,3766 -4,0122 -3,6654 -3,3002 -2,8718 -2,3521 -1,7340 -1,0291 -0,2740 0,4707 1,1508 1,7343 2,1918 2,4818 2,5771 2,4957 2,2925 2,0277 1,7502 1,4960 1,2816 1,1024 0,9549 0,8634 0,8687 0,9948 1,2424 1,6014 2,0400 2,4858 2,8444 3,0485 3,0881 2,9965 2,8213 2,6159 2,4418 2,3532 2,3771 2,5066 2,6952 2,8679 2,9603 2,9500 2,8502 2,6887 2,4891 2,2583 1,9866 1,6609 1,2837 0,8837 0,5063 0,1993 -0,0001 -0,0864 -0,0973 -0,0874 -0,0934 -0,1238 -0,1753 -0,2515 -0,3617 -0,5020 -0,6390 -0,7186 -0,6986 -0,5717 -0,3577 -0,0832 0,2256 0,5502 0,8869 1,2397 1,6071 1,9784 2,3346 2,6489 2,8976 3,0747 3,1915 3,2651 3,3139 3,3642 3,4490 3,5878 3,7592 3,9067 3,9752 3,9381 3,7993 3,5871 3,3400 3,0809 2,8078 2,4997 2,1266 1,6686 1,1343 0,5528 -0,0484 -0,6505 -1,2396 -1,7987 -2,2947 -2,6799 -2,9190 -3,0136 -2,9953 -2,9051 -2,7801 -2,6533 -2,5531 -2,4955 -2,4842 -2,5192 -2,6025 -2,7368 -2,9237 -3,1575 -3,4143 -3,6534 -3,8421 -3,9764 -4,0783 -4,1777 -4,2906 -4,4064 -4,4948 -4,5223 -4,4644 -4,3147 -4,0909 -3,8238 -3,5411 -3,2691 -3,0363 -2,8577 -2,7259 -2,6271 -2,5606 -2,5415 -2,5916 -2,7229 -2,9279 -3,1822 -3,4482 -3,6772 -3,8199 -3,8520 -3,7850 -3,6538 -3,4941 -3,3210 -3,1222 -2,8752 -2,5663 -2,1973 -1,7796 -1,3302 -0,8774 -0,4667 -0,1515 0,0334 0,0944 0,0727 0,0152 -0,0531 -0,1330 -0,2304 -0,3374 -0,4340 -0,5048 -0,5606 -0,6462 -0,8127 -1,0746 -1,4002 -1,7489 -2,0981 -2,4287 -2,7083 -2,9020 -2,9818 -2,9276 -2,7356 -2,4251 -2,0338 -1,6070 -1,1831 -0,7829 -0,4156 -0,0923 0,1742 0,3779 0,5201 0,6027 0,6228 0,5782 0,4767 0,3387 0,1960 0,0868 0,0356 0,0404 0,0893 0,1797 0,3230 0,5374 0,8274 1,1628 1,4881 1,7545 1,9393 2,0449 2,0895 2,0942 2,0725 2,0283 1,9564 1,8422 1,6724 1,4480 1,1854 0,9063 0,6329 0,3917 0,2134 0,1169 0,0916 0,0945 0,0690 -0,0242 -0,1856 -0,3845 -0,5862 -0,7708 -0,9326 -1,0687 -1,1655 -1,1987 -1,1442 -0,9839 -0,7097 -0,3318 0,1270 0,6468 1,1981 1,7224 2,1554 2,4634 2,6465 2,7189 2,6974 2,6009 2,4490 2,2613 2,0701 1,9303 1,8962 1,9897 2,1943 2,4653 2,7478 3,0066 3,2454 3,4832 3,7175 3,9243 4,0852 4,2016 4,2824 4,3365 4,3809 4,4413 4,5290 4,6237 4,6884 4,6991 4,6557 4,5734 4,4626 4,3151 4,1182 3,8843 3,6526 3,4593 3,3179 3,2173 3,1277 3,0147 2,8454 2,5829 2,1932 1,6686 1,0441 0,3948 -0,1867 -0,6187 -0,8438 -0,8411 -0,6452 -0,3378 -0,0003 0,3281 0,6493 0,9811 1,3458 1,7686 2,2611 2,7959 3,3082 3,7335 4,0401 4,2271 4,3106 4,3174 4,2784 4,2165 4,1468 4,0846 4,0411 4,0085 3,9555 3,8426 3,6428 3,3563 3,0106 2,6373 2,2510 1,8549 1,4617 1,1058 0,8282 0,6478 0,5503 0,5030 0,4876 0,5171 0,6138 0,7772 0,9822 1,1962 1,3970 1,5870 1,7921 2,0371 2,3197 2,6143 2,8934 3,1340 3,3142 3,4190 3,4406 3,3722 3,2098 2,9653 2,6718 2,3745 2,1126 1,8934 1,6872 1,4583 1,2014 0,9483 0,7543 0,6762 0,7433 0,9368 1,1988 1,4653 1,6949 1,8747 2,0102 2,1173 2,2107 2,2896 2,3382 2,3437 2,3070 2,2380 2,1485 2,0604 2,0170 2,0619 2,2026 2,4174 2,6863 2,9937 3,3206 3,6568 4,0049 4,3638 4,7210 5,0622 5,3763 5,6529 5,8854 6,0740 6,2231 6,3374 6,4086 6,4107 6,3198 6,1405 5,9100 5,6714 5,4454 5,2355 5,0542 4,9222 4,8414 4,7845 4,7096 4,5865 4,4198 4,2462 4,1072 4,0230 3,9815 3,9441 3,8705 3,7363 3,5381 3,2964 3,0348 2,7513 2,4261 2,0570 1,6692 1,2929 0,9445 0,6229 0,3231 0,0594 -0,1288 -0,1982 -0,1214 0,1056 0,4594 0,8937 1,3474 1,7630 2,1143 2,4118 2,6701 2,8783 3,0178 3,1000 3,1703 3,2729 3,4156 3,5600 3,6460 3,6324 3,5097 3,2798 2,9460 2,5212 2,0308 1,5098 1,0000 0,5436 0,1629 -0,1590 -0,4696 -0,8161
F7    -0,3606 -0,7024 -1,0139 -1,2635 -1,4450 -1,5766 -1,6868 -1,7827 -1,8362 -1,8036 -1,6489 -1,3600 -0,9644 -0,5238 -0,1063 0,2322 0,4520 0,5346 0,4874 0,3447 0,1653 0,0192 -0,0421 -0,0174 0,0436 0,0779 0,0488 -0,0415 -0,1568 -0,2352 -0,2037 -0,0142 0,3231 0,7448 1,1636 1,4936 1,6781 1,7127 1,6384 1,5121 1,3819 1,2687 1,1618 1,0337 0,8624 0,6428 0,3824 0,0938 -0,2089 -0,5049 -0,7682 -0,9831 -1,1630 -1,3410 -1,5392 -1,7568 -1,9808 -2,1939 -2,3726 -2,4889 -2,5250 -2,4816 -2,3791 -2,2602 -2,1700 -2,1212 -2,0937 -2,0662 -2,0315 -1,9895 -1,9376 -1,8711 -1,7971 -1,7384 -1,7168 -1,7411 -1,7987 -1,8500 -1,8387 -1,7151 -1,4628 -1,1133 -0,7312 -0,3747 -0,0719 0,1710 0,3585 0,5038 0,6284 0,7555 0,8987 1,0418 1,1356 1,1279 1,0062 0,8107 0,6048 0,4287 0,2820 0,1431 0,0039 -0,1173 -0,1917 -0,2030 -0,1532 -0,0651 0,0146 0,0250 -0,0870 -0,3381 -0,6922 -1,0801 -1,4439 -1,7639 -2,0471 -2,2988 -2,5153 -2,7062 -2,9132 -3,1903 -3,5602 -3,9998 -4,4656 -4,9195 -5,3305 -5,6612 -5,8638 -5,9022 -5,7860 -5,5719 -5,3210 -5,0600 -4,7874 -4,5106 -4,2560 -4,0364 -3,8206 -3,5427 -3,1434 -2,5990 -1,9294 -1,1942 -0,4684 0,2006 0,8019 1,3230 1,7258 1,9716 2,0587 2,0188 1,8893 1,7060 1,5064 1,3239 1,1805 1,0910 1,0678 1,1101 1,1976 1,3163 1,4774 1,6881 1,9141 2,0876 2,1517 2,0950 1,9494 1,7598 1,5647 1,3964 1,2746 1,2031 1,1760 1,1717 1,1489 1,0692 0,9190 0,7118 0,4800 0,2567 0,0561 -0,1270 -0,3037 -0,4820 -0,6660 -0,8560 -1,0393 -1,1924 -1,3059 -1,3990 -1,4979 -1,6098 -1,7227 -1,8212 -1,8991 -1,9614 -2,0138 -2,0483 -2,0409 -1,9707 -1,8418 -1,6744 -1,4866 -1,2967 -1,1267 -0,9846 -0,8504 -0,6888 -0,4796 -0,2411 -0,0238 0,1264 0,2038 0,2416 0,2819 0,3465 0,4409 0,5813 0,7909 1,0556 1,3093 1,4787 1,5264 1,4554 1,2966 1,0903 0,8628 0,6180 0,3416 0,0095 -0,3915 -0,8407 -1,2945 -1,7196 -2,1068 -2,4608 -2,7818 -3,0487 -3,2240 -3,2847 -3,2392 -3,1144 -2,9409 -2,7503 -2,5751 -2,4414 -2,3603 -2,3356 -2,3773 -2,4932 -2,6771 -2,9138 -3,1842 -3,4577 -3,6968 -3,8821 -4,0221 -4,1346 -4,2266 -4,2931 -4,3207 -4,2958 -4,2125 -4,0711 -3,8736 -3,6294 -3,3584 -3,0872 -2,8548 -2,7095 -2,6814 -2,7654 -2,9345 -3,1611 -3,4271 -3,7261 -4,0512 -4,3816 -4,6872 -4,9437 -5,1310 -5,2261 -5,2147 -5,1062 -4,9294 -4,7168 -4,4859 -4,2340 -3,9540 -3,6488 -3,3307 -3,0086 -2,6809 -2,3492 -2,0382 -1,7921 -1,6428 -1,5836 -1,5718 -1,5583 -1,5255 -1,4961 -1,5004 -1,5457 -1,6116 -1,6669 -1,6984 -1,7233 -1,7661 -1,8302 -1,9027 -1,9842 -2,0960 -2,2464 -2,4080 -2,5369 -2,5937 -2,5485 -2,3872 -2,1193 -1,7790 -1,4156 -1,0757 -0,7935 -0,5927 -0,4789 -0,4249 -0,3799 -0,3048 -0,1952 -0,0744 0,0315 0,1155 0,1904 0,2760 0,3920 0,5445 0,7108 0,8575 0,9755 1,0868 1,2219 1,3952 1,5960 1,7955 1,9612 2,0718 2,1243 2,1341 2,1247 2,1165 2,1203 2,1304 2,1192 2,0483 1,8904 1,6441 1,3325 0,9941 0,6785 0,4369 0,2930 0,2226 0,1679 0,0749 -0,0747 -0,2577 -0,4364 -0,5906 -0,7196 -0,8240 -0,8994 -0,9405 -0,9445 -0,9119 -0,8416 -0,7308 -0,5818 -0,3963 -0,1608 0,1409 0,4923 0,8391 1,1216 1,3040 1,3791 1,3550 1,2439 1,0655 0,8516 0,6458 0,5038 0,4757 0,5848 0,8239 1,1564 1,5196 1,8514 2,1194 2,3169 2,4409 2,4921 2,4867 2,4475 2,3890 2,3220 2,2694 2,2630 2,3112 2,3834 2,4366 2,4463 2,4080 2,3278 2,2129 2,0615 1,8688 1,6495 1,4403 1,2754 1,1687 1,1123 1,0859 1,0670 1,0280 0,9276 0,7243 0,4056 -0,0029 -0,4486 -0,8668 -1,1928 -1,3696 -1,3697 -1,2164 -0,9671 -0,6711 -0,3479 0,0007 0,3732 0,7706 1,2033 1,6767 2,1639 2,6041 2,9401 3,1609 3,3008 3,4026 3,4886 3,5574 3,5990 3,6124 3,6049 3,5756 3,5052 3,3643 3,1314 2,8106 2,4332 2,0475 1,6965 1,3945 1,1246 0,8625 0,6076 0,3847 0,2137 0,0895 -0,0063 -0,0798 -0,1119 -0,0760 0,0288 0,1690 0,3003 0,3965 0,4633 0,5279 0,6151 0,7343 0,8945 1,1138 1,3924 1,6876 1,9338 2,0763 2,0846 1,9547 1,7071 1,3803 1,0202 0,6668 0,3377 0,0209 -0,3073 -0,6550 -0,9995 -1,2915 -1,4741 -1,5115 -1,4102 -1,2171 -0,9938 -0,7863 -0,6101 -0,4534 -0,2909 -0,1002 0,1218 0,3592 0,5920 0,8075 0,9956 1,1410 1,2342 1,2952 1,3616 1,4450 1,5315 1,6204 1,7299 1,8756 2,0706 2,3301 2,6534 3,0154 3,3811 3,7136 3,9757 4,1405 4,1975 4,1521 4,0287 3,8578 3,6575 3,4359 3,1993 2,9549 2,7105 2,4742 2,2572 2,0777 1,9511 1,8778 1,8447 1,8304 1,8124 1,7791 1,7295 1,6644 1,5846 1,4875 1,3627 1,1976 0,9841 0,7282 0,4565 0,1983 -0,0431 -0,2806 -0,5121 -0,7229 -0,9101 -1,0874 -1,2765 -1,4950 -1,7339 -1,9527 -2,1017 -2,1425 -2,0603 -1,8678 -1,5917 -1,2664 -0,9355 -0,6351 -0,3766 -0,1632 -0,0110 0,0708 0,1191 0,2093 0,3988 0,6805 0,9921 1,2597 1,4282 1,4659 1,3604 1,1176 0,7580 0,3095 -0,1958 -0,7200 -1,2176 -1,6480 -2,0048 -2,3235 -2,6512
