Fp1   -3,6461 -4,0740 -4,4350 -4,6192 -4,5491 -4,2364 -3,7308 -3,0377 -2,1136 -0,9445 0,3746 1,6362 2,6093 3,1616 3,3068 3,1145 2,6110 1,8278 0,9165 0,1420 -0,2721 -0,2873 -0,0380 0,2996 0,6180 0,8871 1,1077 1,2825 1,4214 1,5556 1,7223 1,9059 2,0089 1,9236 1,6422 1,2746 0,9497 0,7237 0,5847 0,5016 0,4324 0,2905 -0,0448 -0,6165 -1,2782 -1,7219 -1,6504 -0,9737 0,1258 1,3110 2,2587 2,7543 2,7389 2,3333 1,7812 1,3122 1,0294 0,9065 0,8661 0,8411 0,7774 0,6472 0,5010 0,4627 0,6345 1,0285 1,5869 2,2177 2,8038 3,2179 3,3668 3,2573 3,0124 2,7982 2,7421 2,9098 3,3233 3,9592 4,7143 5,4245 5,9720 6,3579 6,6547 6,9136 7,1201 7,2074 7,1040 6,7782 6,2524 5,5945 4,8944 4,2309 3,6454 3,1173 2,5692 1,9464 1,2974 0,7330 0,3015 -0,0561 -0,4291 -0,8598 -1,3519 -1,9164 -2,5814 -3,3582 -4,2135 -5,0855 -5,9234 -6,6922 -7,3474 -7,8299 -8,0817 -8,0538 -7,7053 -7,0261 -6,0554 -4,8457 -3,4398 -1,9233 -0,4609 0,7593 1,6196 2,1061 2,2518 2,0823 1,6336 0,9796 0,2320 -0,4688 -0,9850 -1,2362 -1,2171 -0,9578 -0,4786 0,2246 1,1767 2,3939 3,8215 5,2958 6,5858 7,4731 7,8259 7,6469 7,0516 6,1840 5,1650 4,1192 3,2033 2,5729 2,3157 2,4143 2,7691 3,2638 3,8267 4,4379 5,0715 5,6492 6,0496 6,1505 5,8994 5,3673 4,7291 4,1965 3,9455 4,0483 4,4442 4,9633 5,3753 5,4584 5,1004 4,3544 3,3978 2,4611 1,7668 1,4599 1,5562 1,9556 2,5005 3,0535 3,5557 4,0134 4,4240 4,7363 4,8888 4,8429 4,5666 4,0156 3,1432 1,9510 0,5405 -0,9064 -2,1986 -3,1925 -3,8238 -4,1186 -4,1706 -4,0786 -3,8854 -3,5876 -3,2023 -2,7873 -2,4032 -2,0913 -1,8806 -1,7796 -1,7637 -1,7876 -1,8073 -1,8002 -1,7616 -1,6770 -1,5433 -1,4225 -1,4188 -1,5907 -1,9053 -2,2695 -2,5978 -2,8623 -3,1096 -3,4276 -3,8773 -4,4647 -5,1559 -5,8885 -6,5901 -7,1948 -7,6277 -7,8108 -7,7108 -7,3540 -6,7909 -6,0800 -5,3110 -4,6105 -4,1038 -3,8635 -3,8857 -4,1058 -4,4378 -4,8017 -5,1308 -5,3738 -5,5092 -5,5493 -5,5163 -5,4228 -5,2776 -5,0827 -4,8318 -4,5331 -4,2063 -3,8341 -3,3454 -2,6744 -1,8330 -0,9191 -0,0779 0,5255 0,7538 0,5885 0,1699 -0,2824 -0,5943 -0,6874 -0,5434 -0,1722 0,3883 1,0744 1,8054 2,4809 2,9852 3,2170 3,1191 2,6953 2,0305 1,2818 0,6111 0,1060 -0,2362 -0,4661 -0,6506 -0,8646 -1,1592 -1,5152 -1,8336 -1,9822 -1,8730 -1,5163 -1,0132 -0,4992 -0,0819 0,1787 0,2600 0,1750 -0,0423 -0,3778 -0,8252 -1,3085 -1,6645 -1,7427 -1,5026 -1,0081 -0,3596 0,3547 1,0746 1,7692 2,4241 3,0109 3,4705 3,7663 3,9527 4,1432 4,4261 4,8319 5,3353 5,8567 6,2844 6,5104 6,4645 6,1605 5,7197 5,3235 5,1229 5,1823 5,4901 5,9965 6,6285 7,2863 7,8397 8,1577 8,1559 7,8117 7,1638 6,3425 5,5642 5,0324 4,8456 4,9976 5,4133 5,9670 6,5221 7,0014 7,4287 7,8814 8,3933 8,9191 9,4012 9,8336 10,2381 10,6039 10,8630 10,9023 10,6204 10,0035 9,1352 8,1437 7,1616 6,3112 5,6760 5,2767 5,0933 5,1058 5,2849 5,5582 5,8263 6,0128 6,0922 6,0714 5,9483 5,7073 5,3587 4,9542 4,5451 4,1347 3,6704 3,0855 2,3677 1,5929 0,8876 0,3661 0,1143 0,2013 0,6631 1,4577 2,4513 3,4698 4,3643 5,0285 5,3901 5,4207 5,1611 4,7039 4,1363 3,5277 2,9726 2,5944 2,4833 2,6425 2,9792 3,3210 3,4754 3,3355 2,9429 2,4505 2,0445 1,8861 2,0756 2,6419 3,5451 4,6668 5,8115 6,7631 7,3634 7,5505 7,3576 6,8916 6,3002 5,7401 5,3380 5,1465 5,1434 5,2798 5,5112 5,7843 6,0191 6,1242 6,0418 5,7856 5,4255 5,0132 4,5291 3,9373 3,2838 2,7019 2,3259 2,1952 2,2144 2,2433 2,2474 2,3320 2,6462 3,2722 4,1540 5,1094 5,9283 6,4634 6,6583 6,5291 6,1192 5,4757 4,6821 3,8905 3,2916 3,0361 3,1643 3,6036 4,2213 4,8732 5,4255 5,7757 5,8857 5,7803 5,4930 5,0419 4,4818 3,9344 3,5256 3,2880 3,1277 2,8849 2,4389 1,7738 0,9626 0,1164 -0,6423 -1,2104 -1,5488 -1,6946 -1,7248 -1,7150 -1,7225 -1,7696 -1,8279 -1,8339 -1,7387 -1,5531 -1,3602 -1,2738 -1,3725 -1,6892 -2,2444 -3,0464 -4,0549 -5,1667 -6,2448 -7,1594 -7,8177 -8,1905 -8,3136 -8,2527 -8,0576 -7,7394 -7,2837 -6,6907 -6,0159 -5,3605 -4,7998 -4,3148 -3,8100 -3,1930 -2,4448 -1,6452 -0,9318 -0,4147 -0,1206 0,0045 0,0558 0,1176 0,2460 0,4939 0,9216 1,5720 2,4416 3,4619 4,5025 5,4139 6,0811 6,4517 6,5358 6,3824 6,0459 5,5712 4,9995 4,3734 3,7245 3,0615 2,3783 1,6714 0,9574 0,2828 -0,2834 -0,6800 -0,8864 -0,9268 -0,8372 -0,6393 -0,3606 -0,0976 -0,0429 -0,3883 -1,1672 -2,2091 -3,2389 -4,0010 -4,3180 -4,1070 -3,4041 -2,3670 -1,2038 -0,0824 0,9016 1,7185 2,3793 2,8845 3,1985 3,2791 3,0990 2,6426 1,9289 1,0480 0,1556 -0,5847 -1,0767 -1,3271 -1,4127 -1,4263 -1,4338 -1,4443 -1,4183 -1,3071 -1,0897 -0,7981 -0,4997 -0,2224 0,0809 0,4734 0,9615 1,4760 1,8878 2,0449 1,8496 1,3303 0,6466 0,0342 -0,2916 -0,2308 0,1783 0,7965
Fz    -0,6895 -1,0900 -1,5141 -1,8847 -2,1257 -2,1896 -2,0471 -1,6768 -1,0772 -0,2887 0,5926 1,4238 2,0620 2,4322 2,5492 2,4674 2,2267 1,8702 1,4861 1,1962 1,0868 1,1512 1,2982 1,4142 1,4206 1,2933 1,0562 0,7710 0,5161 0,3541 0,2991 0,2961 0,2398 0,0459 -0,2802 -0,6462 -0,9435 -1,1153 -1,1667 -1,1342 -1,0635 -1,0141 -1,0535 -1,2072 -1,4067 -1,5044 -1,3597 -0,9394 -0,3504 0,2194 0,5929 0,6622 0,4169 -0,0485 -0,5699 -0,9925 -1,2349 -1,2868 -1,1657 -0,8985 -0,5389 -0,1572 0,2129 0,5920 1,0038 1,4354 1,8552 2,2402 2,5729 2,8220 2,9437 2,9156 2,7678 2,5782 2,4470 2,4668 2,6921 3,1103 3,6252 4,0959 4,4266 4,6105 4,6881 4,6870 4,6104 4,4613 4,2599 4,0382 3,8223 3,6272 3,4631 3,3312 3,2136 3,0677 2,8372 2,4929 2,0756 1,6784 1,3773 1,1948 1,1195 1,1284 1,1804 1,2092 1,1474 0,9604 0,6571 0,2689 -0,1755 -0,6538 -1,1413 -1,6069 -2,0066 -2,2774 -2,3443 -2,1494 -1,6762 -0,9419 0,0101 1,0937 2,1807 3,1385 3,8738 4,3516 4,5793 4,5802 4,3832 4,0167 3,5049 2,8806 2,1970 1,5216 0,9205 0,4550 0,1880 0,1886 0,5251 1,2342 2,2728 3,4977 4,7012 5,6749 6,2763 6,4813 6,3809 6,1141 5,8032 5,5378 5,3848 5,3927 5,5786 5,9183 6,3576 6,8386 7,3227 7,7958 8,2493 8,6537 8,9522 9,0788 9,0001 8,7522 8,4281 8,1327 7,9445 7,8972 7,9777 8,1228 8,2140 8,1046 7,6935 6,9834 6,0786 5,1423 4,3471 3,8209 3,6067 3,6603 3,8856 4,1886 4,5123 4,8249 5,0844 5,2320 5,2254 5,0675 4,7994 4,4687 4,0948 3,6668 3,1793 2,6606 2,1665 1,7580 1,4771 1,3283 1,2826 1,3074 1,3928 1,5342 1,6974 1,8212 1,8538 1,7782 1,6133 1,4037 1,2061 1,0705 1,0190 1,0313 1,0533 1,0294 0,9197 0,6910 0,3222 -0,1701 -0,7187 -1,2256 -1,6007 -1,7927 -1,8007 -1,6643 -1,4391 -1,1810 -0,9414 -0,7586 -0,6533 -0,6257 -0,6444 -0,6541 -0,6099 -0,4979 -0,3300 -0,1360 0,0486 0,2037 0,3344 0,4561 0,5772 0,6959 0,7997 0,8612 0,8458 0,7393 0,5689 0,3888 0,2472 0,1680 0,1582 0,2237 0,3619 0,5432 0,7291 0,9226 1,1817 1,5767 2,1344 2,8193 3,5472 4,2012 4,6617 4,8599 4,8126 4,6055 4,3422 4,1076 3,9605 3,9351 4,0404 4,2611 4,5593 4,8767 5,1463 5,3139 5,3515 5,2684 5,1187 4,9884 4,9520 5,0300 5,1853 5,3546 5,4764 5,5041 5,4220 5,2620 5,0970 5,0114 5,0601 5,2427 5,5108 5,7978 6,0458 6,2173 6,2988 6,3043 6,2687 6,2265 6,2082 6,2577 6,4220 6,7049 7,0469 7,3647 7,6046 7,7570 7,8338 7,8450 7,7884 7,6437 7,3766 6,9779 6,5062 6,0676 5,7596 5,6423 5,7328 6,0054 6,4016 6,8421 7,2405 7,5356 7,7240 7,8550 7,9867 8,1532 8,3705 8,6518 9,0010 9,3895 9,7417 9,9534 9,9387 9,6641 9,1603 8,5308 7,9335 7,5154 7,3490 7,4213 7,6654 7,9936 8,3214 8,5914 8,7879 8,9248 9,0191 9,0887 9,1747 9,3348 9,5976 9,9273 10,2334 10,4025 10,3410 10,0178 9,4686 8,7681 8,0095 7,2904 6,6886 6,2404 5,9526 5,8250 5,8442 5,9621 6,1050 6,2090 6,2413 6,1900 6,0439 5,7874 5,4144 4,9401 4,4006 3,8350 3,2659 2,6939 2,1221 1,5815 1,1239 0,7995 0,6492 0,7022 0,9660 1,4189 2,0062 2,6517 3,2756 3,8037 4,1713 4,3338 4,2886 4,0750 3,7461 3,3568 2,9825 2,7175 2,6304 2,7272 2,9557 3,2307 3,4591 3,5689 3,5356 3,3945 3,2259 3,1183 3,1286 3,2678 3,5136 3,8223 4,1345 4,3861 4,5223 4,5100 4,3504 4,0828 3,7770 3,5166 3,3701 3,3580 3,4539 3,6236 3,8522 4,1305 4,4238 4,6619 4,7630 4,6746 4,3955 3,9550 3,3771 2,6835 1,9316 1,2218 0,6575 0,2934 0,1145 0,0706 0,1307 0,3009 0,6024 1,0431 1,5903 2,1639 2,6688 3,0328 3,2186 3,2098 2,9962 2,5866 2,0432 1,4922 1,0887 0,9560 1,1365 1,5821 2,1859 2,8280 3,4053 3,8476 4,1306 4,2628 4,2487 4,0855 3,8034 3,4834 3,2146 3,0335 2,9024 2,7440 2,4996 2,1659 1,7867 1,4220 1,1260 0,9281 0,8086 0,6995 0,5206 0,2197 -0,2147 -0,7507 -1,3121 -1,7971 -2,1206 -2,2506 -2,2107 -2,0581 -1,8674 -1,7317 -1,7557 -2,0222 -2,5485 -3,2645 -4,0354 -4,7147 -5,1941 -5,4270 -5,4221 -5,2187 -4,8625 -4,3956 -3,8633 -3,3252 -2,8587 -2,5433 -2,4176 -2,4424 -2,5194 -2,5515 -2,4921 -2,3491 -2,1479 -1,8922 -1,5667 -1,1635 -0,6977 -0,2101 0,2452 0,6335 0,9634 1,2766 1,6218 2,0274 2,4835 2,9453 3,3565 3,6735 3,8765 3,9600 3,9165 3,7367 3,4274 3,0242 2,5808 2,1483 1,7659 1,4589 1,2405 1,1134 1,0720 1,1037 1,1898 1,3109 1,4558 1,6175 1,7728 1,8580 1,7647 1,3917 0,7251 -0,1315 -1,0039 -1,7146 -2,1205 -2,1336 -1,7480 -1,0511 -0,1885 0,6901 1,4641 2,0631 2,4720 2,7066 2,7832 2,7026 2,4506 2,0152 1,4231 0,7547 0,1181 -0,3959 -0,7467 -0,9424 -1,0120 -0,9834 -0,8786 -0,7144 -0,5091 -0,2950 -0,1222 -0,0440 -0,0814 -0,1883 -0,2663 -0,2290 -0,0575 0,1969 0,4455 0,6001 0,6051 0,4598 0,2250 0,0090 -0,0724 0,0503 0,3709 0,8121
F3    -1,0837 -1,5795 -2,0795 -2,4773 -2,6689 -2,5911 -2,2213 -1,5697 -0,6886 0,3238 1,3353 2,1986 2,7845 3,0342 2,9811 2,7050 2,2733 1,7446 1,2066 0,7731 0,5314 0,4937 0,5953 0,7338 0,8188 0,8042 0,7003 0,5676 0,4888 0,5264 0,6776 0,8525 0,9113 0,7518 0,3791 -0,0998 -0,5495 -0,8862 -1,1021 -1,2276 -1,2895 -1,3186 -1,3673 -1,4738 -1,5963 -1,6083 -1,3744 -0,8485 -0,1190 0,6279 1,1918 1,4353 1,3301 0,9604 0,4766 0,0193 -0,3327 -0,5579 -0,6568 -0,6393 -0,5383 -0,4018 -0,2496 -0,0587 0,1924 0,4886 0,7942 1,0805 1,3313 1,5313 1,6626 1,7204 1,7311 1,7471 1,8316 2,0406 2,3984 2,8735 3,3754 3,7962 4,0817 4,2550 4,3678 4,4416 4,4606 4,4046 4,2749 4,0895 3,8644 3,6104 3,3390 3,0563 2,7515 2,3973 1,9617 1,4314 0,8370 0,2477 -0,2672 -0,6698 -0,9456 -1,0889 -1,1194 -1,0993 -1,1099 -1,2090 -1,4129 -1,7062 -2,0621 -2,4545 -2,8601 -3,2450 -3,5460 -3,6750 -3,5489 -3,1247 -2,4138 -1,4647 -0,3459 0,8466 1,9900 2,9651 3,6886 4,1293 4,2995 4,2330 3,9679 3,5393 2,9785 2,3226 1,6269 0,9619 0,3968 -0,0137 -0,2183 -0,1505 0,2674 1,0831 2,2531 3,6142 4,9223 5,9334 6,4979 6,6274 6,4694 6,1958 5,9096 5,6476 5,4330 5,3034 5,2937 5,4109 5,6331 5,9294 6,2707 6,6274 6,9591 7,2121 7,3305 7,2726 7,0402 6,7015 6,3663 6,1343 6,0614 6,1533 6,3752 6,6550 6,8726 6,8768 6,5589 5,9209 5,0747 4,1913 3,4476 2,9773 2,8282 2,9491 3,2222 3,5307 3,8078 4,0287 4,1740 4,2176 4,1438 3,9582 3,6821 3,3411 2,9502 2,5159 2,0610 1,6358 1,2968 1,0776 0,9770 0,9656 1,0006 1,0486 1,1033 1,1672 1,2169 1,2060 1,1001 0,8984 0,6326 0,3587 0,1426 0,0366 0,0499 0,1343 0,2081 0,2113 0,1318 -0,0218 -0,2494 -0,5531 -0,9147 -1,2924 -1,6404 -1,9256 -2,1309 -2,2484 -2,2741 -2,2164 -2,1059 -1,9853 -1,8972 -1,8725 -1,9103 -1,9724 -2,0111 -1,9963 -1,9197 -1,7904 -1,6265 -1,4373 -1,2150 -0,9504 -0,6498 -0,3368 -0,0502 0,1513 0,2027 0,0739 -0,1972 -0,5256 -0,8289 -1,0517 -1,1653 -1,1624 -1,0632 -0,9138 -0,7465 -0,5359 -0,2129 0,2735 0,9121 1,6353 2,3468 2,9393 3,3180 3,4436 3,3587 3,1654 2,9684 2,8305 2,7724 2,7960 2,9005 3,0858 3,3448 3,6554 3,9760 4,2488 4,4098 4,4175 4,2848 4,0814 3,8956 3,7870 3,7649 3,8004 3,8494 3,8704 3,8392 3,7590 3,6560 3,5678 3,5249 3,5361 3,5955 3,6985 3,8446 4,0235 4,2080 4,3690 4,4939 4,5872 4,6720 4,7954 5,0033 5,3000 5,6439 5,9888 6,3140 6,6107 6,8546 7,0036 7,0161 6,8657 6,5480 6,1026 5,6298 5,2516 5,0507 5,0534 5,2413 5,5601 5,9321 6,2792 6,5491 6,7377 6,8859 7,0444 7,2359 7,4489 7,6662 7,8937 8,1543 8,4485 8,7213 8,8794 8,8461 8,6014 8,1892 7,7100 7,2894 7,0176 6,9088 6,9227 7,0141 7,1551 7,3248 7,4954 7,6376 7,7353 7,7883 7,8121 7,8457 7,9436 8,1376 8,4104 8,7024 8,9329 9,0261 8,9394 8,6688 8,2372 7,6946 7,1220 6,6093 6,2224 5,9958 5,9420 6,0411 6,2256 6,4001 6,4903 6,4689 6,3391 6,1075 5,7786 5,3643 4,8921 4,4059 3,9502 3,5406 3,1541 2,7625 2,3688 2,0058 1,7207 1,5673 1,5913 1,8093 2,1982 2,6985 3,2393 3,7650 4,2348 4,5976 4,7870 4,7552 4,5010 4,0617 3,5054 2,9442 2,5170 2,3245 2,3823 2,6344 2,9891 3,3458 3,6217 3,7780 3,8308 3,8376 3,8643 3,9501 4,0924 4,2612 4,4218 4,5454 4,6065 4,5757 4,4243 4,1477 3,7856 3,4135 3,1154 2,9520 2,9411 3,0688 3,3153 3,6607 4,0698 4,4812 4,8102 4,9710 4,9120 4,6374 4,1899 3,6141 2,9522 2,2700 1,6577 1,1924 0,9020 0,7608 0,7206 0,7516 0,8562 1,0586 1,3845 1,8297 2,3426 2,8395 3,2393 3,4850 3,5439 3,3957 3,0412 2,5321 1,9781 1,5121 1,2391 1,2014 1,3722 1,6736 2,0123 2,3168 2,5584 2,7502 2,9108 3,0190 3,0228 2,9013 2,6945 2,4667 2,2498 2,0271 1,7586 1,4211 1,0354 0,6567 0,3417 0,1301 0,0329 0,0147 -0,0035 -0,1072 -0,3503 -0,7463 -1,2695 -1,8542 -2,4097 -2,8532 -3,1364 -3,2478 -3,2045 -3,0587 -2,9071 -2,8722 -3,0551 -3,4866 -4,1023 -4,7667 -5,3386 -5,7233 -5,8818 -5,8123 -5,5337 -5,0820 -4,5141 -3,9045 -3,3375 -2,9010 -2,6725 -2,6803 -2,8689 -3,1155 -3,2941 -3,3326 -3,2284 -3,0158 -2,7206 -2,3486 -1,9063 -1,4179 -0,9274 -0,4842 -0,1087 0,2284 0,5888 1,0304 1,5717 2,1715 2,7398 3,1816 3,4442 3,5329 3,4872 3,3426 3,1141 2,8080 2,4401 2,0388 1,6358 1,2556 0,9111 0,6094 0,3559 0,1511 -0,0128 -0,1472 -0,2572 -0,3319 -0,3542 -0,3303 -0,3187 -0,4307 -0,7725 -1,3619 -2,1003 -2,8234 -3,3694 -3,6145 -3,4835 -2,9679 -2,1389 -1,1245 -0,0723 0,8762 1,6144 2,0995 2,3480 2,4039 2,3042 2,0645 1,6930 1,2206 0,7076 0,2206 -0,1938 -0,5233 -0,7835 -0,9906 -1,1421 -1,2233 -1,2245 -1,1587 -1,0695 -1,0224 -1,0771 -1,2467 -1,4708 -1,6391 -1,6603 -1,5152 -1,2540 -0,9578 -0,7032 -0,5399 -0,4766 -0,4740 -0,4507 -0,3138 -0,0084 0,4546 1,0023
F7    -1,9986 -2,4402 -2,8523 -3,1314 -3,1940 -3,0128 -2,6045 -2,0047 -1,2617 -0,4416 0,3657 1,0510 1,5163 1,7231 1,7051 1,5196 1,2014 0,7827 0,3383 -0,0184 -0,1908 -0,1510 0,0543 0,3379 0,6124 0,8160 0,9256 0,9642 0,9931 1,0779 1,2387 1,4141 1,4873 1,3658 1,0505 0,6321 0,2246 -0,1023 -0,3367 -0,4918 -0,5806 -0,6208 -0,6415 -0,6538 -0,6106 -0,4130 0,0254 0,6974 1,4743 2,1583 2,5649 2,5840 2,2147 1,5724 0,8454 0,2132 -0,2211 -0,4394 -0,4707 -0,3642 -0,1894 -0,0189 0,1206 0,2632 0,4523 0,6926 0,9570 1,2141 1,4349 1,5822 1,6115 1,5036 1,2952 1,0689 0,9219 0,9395 1,1643 1,5680 2,0463 2,4679 2,7574 2,9295 3,0394 3,1165 3,1495 3,1177 3,0203 2,8731 2,6879 2,4713 2,2366 1,9952 1,7378 1,4270 1,0103 0,4578 -0,1933 -0,8444 -1,3920 -1,7780 -1,9920 -2,0537 -2,0103 -1,9373 -1,9149 -1,9939 -2,1825 -2,4591 -2,7912 -3,1441 -3,4846 -3,7827 -4,0031 -4,1020 -4,0350 -3,7709 -3,3007 -2,6359 -1,8094 -0,8870 0,0351 0,8565 1,5057 1,9552 2,2062 2,2637 2,1286 1,8041 1,3041 0,6674 -0,0330 -0,7003 -1,2423 -1,5914 -1,6993 -1,5251 -1,0400 -0,2500 0,7708 1,8727 2,8674 3,5836 3,9177 3,8687 3,5275 3,0198 2,4560 1,9234 1,4978 1,2472 1,2134 1,3921 1,7393 2,1937 2,6943 3,1872 3,6194 3,9323 4,0687 3,9908 3,7117 3,3169 2,9401 2,7057 2,6865 2,8926 3,2773 3,7426 4,1425 4,3183 4,1714 3,7154 3,0656 2,3887 1,8463 1,5483 1,5253 1,7272 2,0511 2,3936 2,6969 2,9448 3,1258 3,2147 3,1852 3,0283 2,7582 2,4047 1,9911 1,5247 1,0138 0,4858 -0,0106 -0,4170 -0,6898 -0,8240 -0,8526 -0,8175 -0,7415 -0,6340 -0,5177 -0,4287 -0,3899 -0,3984 -0,4358 -0,4771 -0,4935 -0,4581 -0,3593 -0,2176 -0,0802 0,0132 0,0435 -0,0121 -0,1884 -0,5035 -0,9350 -1,4297 -1,9296 -2,3839 -2,7523 -3,0072 -3,1356 -3,1461 -3,0763 -2,9850 -2,9316 -2,9519 -3,0374 -3,1433 -3,2181 -3,2265 -3,1593 -3,0366 -2,8973 -2,7743 -2,6772 -2,5962 -2,5165 -2,4290 -2,3384 -2,2673 -2,2469 -2,2915 -2,3832 -2,4862 -2,5716 -2,6261 -2,6445 -2,6238 -2,5703 -2,5080 -2,4578 -2,3991 -2,2657 -1,9896 -1,5520 -0,9923 -0,3901 0,1478 0,5116 0,6422 0,5688 0,3889 0,2073 0,0940 0,0841 0,1891 0,3985 0,6793 0,9851 1,2629 1,4585 1,5230 1,4236 1,1640 0,8045 0,4464 0,1780 0,0299 -0,0247 -0,0358 -0,0543 -0,1287 -0,2934 -0,5483 -0,8529 -1,1426 -1,3563 -1,4572 -1,4351 -1,2983 -1,0710 -0,7953 -0,5256 -0,3095 -0,1725 -0,1155 -0,1116 -0,1014 -0,0173 0,1702 0,4343 0,7230 0,9992 1,2487 1,4646 1,6383 1,7575 1,8024 1,7504 1,6088 1,4418 1,3421 1,3730 1,5458 1,8297 2,1704 2,5122 2,8060 3,0085 3,0963 3,0870 3,0352 2,9987 3,0110 3,0871 3,2397 3,4754 3,7731 4,0706 4,2787 4,3183 4,1526 3,8038 3,3602 2,9551 2,7082 2,6709 2,8231 3,1101 3,4714 3,8505 4,1999 4,4886 4,7007 4,8295 4,8836 4,9018 4,9425 5,0413 5,1809 5,2985 5,3143 5,1673 4,8461 4,3850 3,8400 3,2809 2,7901 2,4408 2,2700 2,2819 2,4661 2,7868 3,1632 3,4888 3,6788 3,7012 3,5690 3,3155 2,9768 2,5876 2,1835 1,7961 1,4420 1,1126 0,7785 0,4165 0,0383 -0,3098 -0,5680 -0,6803 -0,6069 -0,3355 0,1093 0,6667 1,2563 1,7996 2,2304 2,4950 2,5566 2,4124 2,1023 1,6893 1,2411 0,8323 0,5353 0,3883 0,3821 0,4831 0,6525 0,8454 1,0116 1,1121 1,1416 1,1331 1,1367 1,1866 1,2908 1,4462 1,6468 1,8761 2,1010 2,2746 2,3466 2,2880 2,1110 1,8650 1,6152 1,4157 1,2908 1,2433 1,2786 1,4102 1,6416 1,9446 2,2541 2,4852 2,5670 2,4718 2,2109 1,8058 1,2805 0,6870 0,1161 -0,3351 -0,6125 -0,7287 -0,7334 -0,6567 -0,4832 -0,1721 0,3054 0,9309 1,6261 2,2764 2,7726 3,0378 3,0315 2,7424 2,1958 1,4736 0,7160 0,0885 -0,2773 -0,3324 -0,1206 0,2547 0,6803 1,0680 1,3697 1,5796 1,7037 1,7182 1,5779 1,2749 0,8742 0,4770 0,1557 -0,0798 -0,2667 -0,4485 -0,6403 -0,8251 -0,9739 -1,0605 -1,0751 -1,0464 -1,0420 -1,1326 -1,3546 -1,7025 -2,1350 -2,5822 -2,9667 -3,2370 -3,3845 -3,4289 -3,3930 -3,3008 -3,1961 -3,1455 -3,2187 -3,4555 -3,8385 -4,2948 -4,7319 -5,0770 -5,2900 -5,3524 -5,2541 -4,9940 -4,5918 -4,0973 -3,5885 -3,1642 -2,9202 -2,9022 -3,0656 -3,2941 -3,4687 -3,5253 -3,4642 -3,3167 -3,1030 -2,8246 -2,4859 -2,1118 -1,7504 -1,4569 -1,2609 -1,1416 -1,0373 -0,8759 -0,6103 -0,2432 0,1740 0,5653 0,8651 1,0417 1,0913 1,0171 0,8180 0,4993 0,0863 -0,3765 -0,8428 -1,2769 -1,6534 -1,9468 -2,1326 -2,2018 -2,1728 -2,0852 -1,9807 -1,8838 -1,8007 -1,7365 -1,7230 -1,8304 -2,1319 -2,6358 -3,2606 -3,8752 -4,3502 -4,5827 -4,5077 -4,1177 -3,4758 -2,6940 -1,8934 -1,1752 -0,5980 -0,1734 0,1114 0,2669 0,2894 0,1649 -0,1115 -0,5088 -0,9565 -1,3744 -1,7117 -1,9652 -2,1663 -2,3473 -2,5151 -2,6501 -2,7223 -2,7186 -2,6639 -2,6156 -2,6331 -2,7355 -2,8703 -2,9348 -2,8465 -2,5959 -2,2413 -1,8682 -1,5529 -1,3399 -1,2352 -1,2086 -1,2025 -1,1531 -1,0249 -0,8292 -0,6178
