Fp1   -1,0359 -0,2098 0,3845 0,7088 0,7838 0,7086 0,6144 0,5881 0,6368 0,7138 0,7658 0,7600 0,6837 0,5416 0,3667 0,2266 0,1993 0,3295 0,6073 0,9876 1,4219 1,8683 2,2881 2,6444 2,9152 3,1059 3,2333 3,2943 3,2588 3,0944 2,7779 2,2882 1,6221 0,8282 0,0021 -0,7705 -1,4682 -2,1232 -2,7647 -3,3893 -3,9721 -4,4683 -4,8021 -4,8793 -4,6268 -4,0322 -3,1636 -2,1530 -1,1463 -0,2448 0,5249 1,1934 1,8007 2,3591 2,8357 3,1564 3,2501 3,1017 2,7563 2,2938 1,8197 1,4467 1,2528 1,2606 1,4519 1,7885 2,2130 2,6463 3,0061 3,2355 3,3135 3,2389 3,0154 2,6615 2,2329 1,7992 1,3909 0,9991 0,6301 0,3334 0,1711 0,1743 0,3363 0,6353 1,0432 1,5075 1,9436 2,2638 2,4168 2,4029 2,2582 2,0254 1,7399 1,4298 1,1172 0,8180 0,5392 0,2846 0,0693 -0,0756 -0,1211 -0,0668 0,0555 0,1986 0,3101 0,3381 0,2524 0,0572 -0,2254 -0,5822 -1,0123 -1,5064 -2,0335 -2,5476 -2,9959 -3,3275 -3,5038 -3,5088 -3,3541 -3,0739 -2,7138 -2,3266 -1,9672 -1,6752 -1,4619 -1,3192 -1,2357 -1,2042 -1,2264 -1,3166 -1,4975 -1,7906 -2,2050 -2,7212 -3,2816 -3,8067 -4,2248 -4,4823 -4,5351 -4,3549 -3,9519 -3,3799 -2,7153 -2,0313 -1,3828 -0,8044 -0,3171 0,0628 0,3272 0,4889 0,5783 0,6185 0,6087 0,5368 0,4122 0,2730 0,1582 0,0791 0,0179 -0,0531 -0,1489 -0,2698 -0,4185 -0,6142 -0,8848 -1,2421 -1,6581 -2,0688 -2,4075 -2,6312 -2,7160 -2,6450 -2,4103 -2,0170 -1,4751 -0,8024 -0,0441 0,7208 1,4056 1,9558 2,3647 2,6514 2,8313 2,9074 2,8740 2,7186 2,4295 2,0124 1,5093 0,9890 0,5038 0,0634 -0,3332 -0,6531 -0,8351 -0,8381 -0,6839 -0,4602 -0,2821 -0,2451 -0,4058 -0,7770 -1,3219 -1,9626 -2,6041 -3,1642 -3,5956 -3,8881 -4,0542 -4,1128 -4,0789 -3,9663 -3,8012 -3,6207 -3,4433 -3,2466 -2,9820 -2,6070 -2,1109 -1,5248 -0,9160 -0,3726 0,0179 0,2007 0,1844 0,0389 -0,1427 -0,2846 -0,3455 -0,3249 -0,2669 -0,2477 -0,3405 -0,5801 -0,9427 -1,3480 -1,6897 -1,8881 -1,9255 -1,8338 -1,6586 -1,4459 -1,2514 -1,1293 -1,0936 -1,0999 -1,0863 -1,0303 -0,9636 -0,9406 -0,9953 -1,1126 -1,2359 -1,3065 -1,2973 -1,2121 -1,0759 -0,9311 -0,8208 -0,7649 -0,7517 -0,7556 -0,7687 -0,8177 -0,9400 -1,1411 -1,3722 -1,5508 -1,6058 -1,5159 -1,3159 -1,0672 -0,8229 -0,6173 -0,4775 -0,4283 -0,4767 -0,5949 -0,7287 -0,8259 -0,8619 -0,8446 -0,8041 -0,7792 -0,8094 -0,9185 -1,0985 -1,3149 -1,5300 -1,7229 -1,8880 -2,0141 -2,0796 -2,0728 -1,9983 -1,8612 -1,6643 -1,4276 -1,2001 -1,0411 -0,9849 -1,0284 -1,1443 -1,2955 -1,4479 -1,5829 -1,6975 -1,7926 -1,8682 -1,9239 -1,9572 -1,9650 -1,9485 -1,9112 -1,8566 -1,7954 -1,7466 -1,7220 -1,7213 -1,7414 -1,7739 -1,7911 -1,7476 -1,6009 -1,3286 -0,9469 -0,5226 -0,1522 0,0830 0,1410 0,0229 -0,2221 -0,4963 -0,6796 -0,6712 -0,4330 -0,0048 0,5197 1,0416 1,5004 1,8854 2,2111 2,4948 2,7502 2,9807 3,1690 3,2735 3,2301 2,9681 2,4446 1,6780 0,7482 -0,2355 -1,1688 -1,9765 -2,6277 -3,1347 -3,5331 -3,8507 -4,0869 -4,2175 -4,2227 -4,1103 -3,9181 -3,6993 -3,4963 -3,3201 -3,1552 -2,9846 -2,8005 -2,5982 -2,3677 -2,0918 -1,7492 -1,3301 -0,8596 -0,4068 -0,0580 0,1272 0,1385 0,0025 -0,2377 -0,5270 -0,8017 -1,0123 -1,1450 -1,2150 -1,2409 -1,2274 -1,1750 -1,0970 -1,0206 -0,9773 -0,9999 -1,1238 -1,3751 -1,7435 -2,1736 -2,5912 -2,9448 -3,2191 -3,4179 -3,5529 -3,6486 -3,7367 -3,8269 -3,8849 -3,8437 -3,6423 -3,2639 -2,7498 -2,1826 -1,6478 -1,1987 -0,8547 -0,6211 -0,4990 -0,4839 -0,5618 -0,7025 -0,8558 -0,9593 -0,9565 -0,8186 -0,5496 -0,1705 0,2952 0,8101 1,3067 1,7063 1,9638 2,0877 2,1193 2,0960 2,0302 1,9118 1,7250 1,4574 1,1019 0,6665 0,1889 -0,2708 -0,6588 -0,9531 -1,1720 -1,3660 -1,5964 -1,9113 -2,3335 -2,8555 -3,4380 -4,0216 -4,5450 -4,9585 -5,2324 -5,3525 -5,3090 -5,1026 -4,7661 -4,3708 -4,0057 -3,7454 -3,6304 -3,6652 -3,8194 -4,0290 -4,2187 -4,3319 -4,3394 -4,2315 -4,0219 -3,7523 -3,4716 -3,2141 -2,9924 -2,7985 -2,6191 -2,4656 -2,3806 -2,4038 -2,5369 -2,7524 -3,0233 -3,3325 -3,6651 -4,0050 -4,3339 -4,6321 -4,8872 -5,1029 -5,3007 -5,5077 -5,7356 -5,9627 -6,1448 -6,2500 -6,2864 -6,3018 -6,3622 -6,5210 -6,7958 -7,1613 -7,5556 -7,8952 -8,0977 -8,0998 -7,8650 -7,3852 -6,6802 -5,8038 -4,8527 -3,9505 -3,2021 -2,6525 -2,2841 -2,0450 -1,8756 -1,7241 -1,5632 -1,3994 -1,2512 -1,1163 -0,9693 -0,7883 -0,5705 -0,3301 -0,0888 0,1372 0,3420 0,5180 0,6446 0,6987 0,6727 0,5713 0,4006 0,1677 -0,1165 -0,4486 -0,8408 -1,3018 -1,8055 -2,2820 -2,6430 -2,8240 -2,8200 -2,6828 -2,4799 -2,2506 -1,9935 -1,6825 -1,2936 -0,8245 -0,2959 0,2623 0,8177 1,3273 1,7328 1,9746 2,0180 1,8723 1,5840 1,2093 0,7855 0,3287 -0,1466 -0,6198 -1,0834 -1,5489 -2,0217 -2,4814 -2,8901 -3,2114 -3,4248 -3,5332 -3,5594 -3,5412 -3,5220 -3,5421 -3,6347 -3,8208 -4,0903 -4,3937 -4,6642 -4,8531 -4,9453 -4,9571 -4,9294 -4,9088 -4,9207 -4,9563 -4,9793 -4,9461 -4,8297 -4,6356 -4,4046 -4,1997 -4,0773 -4,0655 -4,1601 -4,3291
Fz    -1,3866 -0,6962 -0,0952 0,3391 0,5813 0,6788 0,7130 0,7374 0,7529 0,7312 0,6553 0,5399 0,4224 0,3490 0,3703 0,5357 0,8716 1,3536 1,9093 2,4603 2,9575 3,3771 3,6980 3,8934 3,9462 3,8708 3,7103 3,5040 3,2632 2,9857 2,6705 2,3071 1,8705 1,3456 0,7397 0,0678 -0,6657 -1,4614 -2,3042 -3,1607 -3,9878 -4,7291 -5,3129 -5,6717 -5,7655 -5,5947 -5,2034 -4,6676 -4,0646 -3,4411 -2,8021 -2,1285 -1,4033 -0,6319 0,1419 0,8377 1,3736 1,7070 1,8403 1,8067 1,6679 1,5048 1,3845 1,3303 1,3245 1,3340 1,3302 1,2898 1,1950 1,0451 0,8669 0,7019 0,5805 0,5093 0,4739 0,4378 0,3443 0,1453 -0,1570 -0,5007 -0,7955 -0,9642 -0,9669 -0,8117 -0,5591 -0,3088 -0,1588 -0,1626 -0,3157 -0,5701 -0,8598 -1,1224 -1,3140 -1,4180 -1,4463 -1,4275 -1,3927 -1,3637 -1,3461 -1,3349 -1,3247 -1,3152 -1,3148 -1,3435 -1,4317 -1,6099 -1,8907 -2,2562 -2,6611 -3,0465 -3,3573 -3,5526 -3,6173 -3,5708 -3,4655 -3,3774 -3,3876 -3,5519 -3,8736 -4,2947 -4,7134 -5,0241 -5,1599 -5,1059 -4,8785 -4,5016 -4,0017 -3,4159 -2,7989 -2,2193 -1,7430 -1,4197 -1,2817 -1,3431 -1,5910 -1,9827 -2,4573 -2,9441 -3,3650 -3,6420 -3,7141 -3,5519 -3,1608 -2,5736 -1,8402 -1,0201 -0,1776 0,6242 1,3297 1,8960 2,2906 2,4806 2,4290 2,1107 1,5376 0,7647 -0,1297 -1,0622 -1,9496 -2,7133 -3,2868 -3,6255 -3,7193 -3,6048 -3,3587 -3,0680 -2,7944 -2,5583 -2,3495 -2,1453 -1,9224 -1,6697 -1,3972 -1,1298 -0,8878 -0,6810 -0,5178 -0,4115 -0,3716 -0,3833 -0,3919 -0,3135 -0,0728 0,3593 0,9497 1,6163 2,2576 2,7860 3,1524 3,3539 3,4132 3,3524 3,1894 2,9503 2,6683 2,3643 2,0330 1,6480 1,1900 0,6686 0,1167 -0,4284 -0,9333 -1,3737 -1,7427 -2,0543 -2,3382 -2,6179 -2,8826 -3,0843 -3,1688 -3,1125 -2,9401 -2,7134 -2,5010 -2,3505 -2,2762 -2,2570 -2,2424 -2,1735 -2,0096 -1,7444 -1,4106 -1,0721 -0,8026 -0,6623 -0,6884 -0,8934 -1,2614 -1,7479 -2,2861 -2,8018 -3,2317 -3,5345 -3,6922 -3,7089 -3,6142 -3,4635 -3,3201 -3,2208 -3,1581 -3,1026 -3,0450 -3,0080 -3,0132 -3,0413 -3,0405 -2,9713 -2,8422 -2,7015 -2,5969 -2,5388 -2,4944 -2,4168 -2,2832 -2,1099 -1,9446 -1,8424 -1,8331 -1,8983 -1,9825 -2,0305 -2,0186 -1,9632 -1,9091 -1,9067 -1,9842 -2,1256 -2,2748 -2,3663 -2,3591 -2,2499 -2,0676 -1,8648 -1,7057 -1,6487 -1,7273 -1,9360 -2,2303 -2,5398 -2,7880 -2,9102 -2,8716 -2,6815 -2,3933 -2,0780 -1,7859 -1,5300 -1,3035 -1,1047 -0,9386 -0,7996 -0,6724 -0,5583 -0,4918 -0,5209 -0,6766 -0,9630 -1,3597 -1,8219 -2,2841 -2,6822 -2,9788 -3,1692 -3,2667 -3,2871 -3,2422 -3,1408 -2,9914 -2,8037 -2,5892 -2,3608 -2,1314 -1,9176 -1,7420 -1,6299 -1,5972 -1,6412 -1,7462 -1,8925 -2,0547 -2,1997 -2,2915 -2,2983 -2,1959 -1,9777 -1,6709 -1,3365 -1,0432 -0,8429 -0,7561 -0,7615 -0,7979 -0,7862 -0,6647 -0,4250 -0,1259 0,1324 0,2662 0,2632 0,1922 0,1590 0,2552 0,5262 0,9550 1,4631 1,9344 2,2508 2,3281 2,1474 1,7677 1,3004 0,8600 0,5223 0,2987 0,1318 -0,0785 -0,4243 -0,9431 -1,5927 -2,2639 -2,8291 -3,1965 -3,3414 -3,3020 -3,1484 -2,9424 -2,7146 -2,4678 -2,1928 -1,8778 -1,5112 -1,0863 -0,6096 -0,1137 0,3343 0,6448 0,7464 0,6318 0,3700 0,0753 -0,1375 -0,1876 -0,0530 0,2140 0,5029 0,6963 0,7273 0,6059 0,3964 0,1702 -0,0252 -0,1742 -0,2920 -0,4176 -0,5937 -0,8384 -1,1316 -1,4314 -1,7059 -1,9447 -2,1418 -2,2804 -2,3399 -2,3070 -2,1777 -1,9583 -1,6637 -1,3162 -0,9486 -0,6046 -0,3300 -0,1551 -0,0799 -0,0796 -0,1247 -0,1960 -0,2891 -0,4062 -0,5358 -0,6411 -0,6696 -0,5779 -0,3565 -0,0356 0,3325 0,7013 1,0414 1,3316 1,5565 1,7178 1,8353 1,9321 2,0171 2,0777 2,0876 2,0270 1,9004 1,7330 1,5555 1,3962 1,2784 1,2108 1,1798 1,1433 1,0371 0,7984 0,3919 -0,1811 -0,8866 -1,6688 -2,4639 -3,2130 -3,8751 -4,4390 -4,9138 -5,2950 -5,5481 -5,6310 -5,5272 -5,2544 -4,8553 -4,3905 -3,9336 -3,5539 -3,2939 -3,1578 -3,1133 -3,1021 -3,0584 -2,9345 -2,7171 -2,4257 -2,1022 -1,8004 -1,5661 -1,4250 -1,3869 -1,4545 -1,6183 -1,8492 -2,1102 -2,3745 -2,6286 -2,8682 -3,0986 -3,3319 -3,5766 -3,8303 -4,0811 -4,3154 -4,5249 -4,7044 -4,8448 -4,9338 -4,9626 -4,9284 -4,8358 -4,7032 -4,5597 -4,4338 -4,3457 -4,3073 -4,3217 -4,3770 -4,4420 -4,4763 -4,4489 -4,3497 -4,1869 -3,9808 -3,7553 -3,5259 -3,2932 -3,0507 -2,7942 -2,5189 -2,2133 -1,8714 -1,5075 -1,1482 -0,8044 -0,4645 -0,1162 0,2337 0,5605 0,8376 1,0554 1,2227 1,3476 1,4247 1,4495 1,4336 1,3947 1,3383 1,2576 1,1437 0,9918 0,8035 0,5869 0,3536 0,1136 -0,1283 -0,3749 -0,6409 -0,9439 -1,2798 -1,6078 -1,8619 -1,9775 -1,9130 -1,6659 -1,2741 -0,8008 -0,3156 0,1207 0,4721 0,7329 0,9159 1,0327 1,0829 1,0558 0,9393 0,7302 0,4433 0,1039 -0,2732 -0,6873 -1,1309 -1,5793 -2,0011 -2,3722 -2,6830 -2,9391 -3,1559 -3,3515 -3,5446 -3,7535 -3,9921 -4,2600 -4,5320 -4,7567 -4,8728 -4,8362 -4,6409 -4,3252 -3,9639 -3,6406 -3,4104 -3,2773 -3,2033 -3,1403 -3,0612 -2,9697 -2,8946 -2,8742 -2,9367 -3,0828 -3,2798 -3,4718
F3    -1,6502 -1,1657 -0,7125 -0,3356 -0,0490 0,1814 0,4062 0,6482 0,8897 1,0901 1,2107 1,2368 1,1868 1,1036 1,0403 1,0486 1,1636 1,3837 1,6653 1,9457 2,1730 2,3209 2,3836 2,3642 2,2773 2,1598 2,0612 2,0132 2,0087 2,0090 1,9650 1,8271 1,5558 1,1408 0,6056 -0,0122 -0,6798 -1,3643 -2,0256 -2,6308 -3,1648 -3,6152 -3,9548 -4,1451 -4,1561 -3,9808 -3,6380 -3,1656 -2,6098 -2,0100 -1,3877 -0,7511 -0,1100 0,5145 1,0801 1,5247 1,8015 1,9114 1,8908 1,7821 1,6289 1,4815 1,3839 1,3534 1,3780 1,4284 1,4671 1,4560 1,3744 1,2377 1,0942 0,9952 0,9591 0,9669 0,9866 0,9883 0,9400 0,8101 0,5848 0,2824 -0,0470 -0,3397 -0,5432 -0,6354 -0,6354 -0,6021 -0,6108 -0,7104 -0,8975 -1,1270 -1,3366 -1,4686 -1,4876 -1,3922 -1,2152 -1,0040 -0,8008 -0,6376 -0,5382 -0,5208 -0,5980 -0,7736 -1,0384 -1,3741 -1,7590 -2,1710 -2,5847 -2,9665 -3,2767 -3,4779 -3,5442 -3,4652 -3,2558 -2,9662 -2,6721 -2,4486 -2,3519 -2,4090 -2,6080 -2,8991 -3,2162 -3,5046 -3,7351 -3,8986 -3,9962 -4,0318 -4,0086 -3,9262 -3,7842 -3,5836 -3,3279 -3,0332 -2,7403 -2,5080 -2,3865 -2,3969 -2,5301 -2,7467 -2,9769 -3,1365 -3,1572 -3,0062 -2,6837 -2,2070 -1,6067 -0,9339 -0,2561 0,3582 0,8558 1,2063 1,3946 1,4073 1,2278 0,8455 0,2717 -0,4488 -1,2385 -2,0020 -2,6503 -3,1157 -3,3546 -3,3519 -3,1320 -2,7618 -2,3384 -1,9581 -1,6792 -1,5025 -1,3796 -1,2406 -1,0274 -0,7228 -0,3646 -0,0364 0,1673 0,1801 -0,0152 -0,3847 -0,8472 -1,2778 -1,5309 -1,4895 -1,1072 -0,4182 0,4809 1,4596 2,3845 3,1497 3,7025 4,0428 4,1902 4,1538 3,9338 3,5403 2,9983 2,3389 1,5911 0,7860 -0,0333 -0,8143 -1,5098 -2,0861 -2,5206 -2,8027 -2,9391 -2,9529 -2,8795 -2,7540 -2,5878 -2,3612 -2,0469 -1,6501 -1,2280 -0,8700 -0,6619 -0,6562 -0,8582 -1,2218 -1,6541 -2,0382 -2,2740 -2,3156 -2,1844 -1,9493 -1,6914 -1,4792 -1,3611 -1,3647 -1,4920 -1,7172 -1,9921 -2,2585 -2,4658 -2,5871 -2,6285 -2,6223 -2,6037 -2,5944 -2,6032 -2,6252 -2,6386 -2,6227 -2,5872 -2,5725 -2,6107 -2,6964 -2,7979 -2,8849 -2,9407 -2,9622 -2,9555 -2,9255 -2,8658 -2,7624 -2,6089 -2,4168 -2,2167 -2,0486 -1,9357 -1,8623 -1,7843 -1,6635 -1,4961 -1,3156 -1,1756 -1,1284 -1,2031 -1,3880 -1,6333 -1,8853 -2,1180 -2,3325 -2,5379 -2,7429 -2,9531 -3,1641 -3,3582 -3,5071 -3,5772 -3,5365 -3,3665 -3,0683 -2,6591 -2,1711 -1,6516 -1,1548 -0,7249 -0,3871 -0,1555 -0,0423 -0,0490 -0,1486 -0,2969 -0,4634 -0,6456 -0,8575 -1,1135 -1,4141 -1,7397 -2,0514 -2,3027 -2,4606 -2,5234 -2,5176 -2,4724 -2,4024 -2,3068 -2,1773 -2,0085 -1,8035 -1,5753 -1,3485 -1,1547 -1,0229 -0,9728 -1,0143 -1,1388 -1,3080 -1,4682 -1,5827 -1,6513 -1,6982 -1,7427 -1,7800 -1,7819 -1,7125 -1,5533 -1,3156 -1,0300 -0,7296 -0,4431 -0,1945 -0,0003 0,1391 0,2392 0,3162 0,3688 0,3780 0,3271 0,2325 0,1530 0,1606 0,2980 0,5551 0,8756 1,1866 1,4291 1,5677 1,5853 1,4852 1,2997 1,0823 0,8770 0,6950 0,5137 0,2863 -0,0420 -0,5065 -1,0943 -1,7376 -2,3354 -2,7858 -3,0153 -3,0032 -2,7903 -2,4592 -2,0901 -1,7248 -1,3695 -1,0212 -0,6870 -0,3840 -0,1266 0,0836 0,2517 0,3710 0,4157 0,3615 0,2195 0,0505 -0,0620 -0,0518 0,1091 0,3995 0,7434 1,0317 1,1709 1,1223 0,9113 0,6076 0,2884 0,0049 -0,2298 -0,4321 -0,6312 -0,8517 -1,0975 -1,3486 -1,5739 -1,7492 -1,8669 -1,9295 -1,9381 -1,8908 -1,7877 -1,6336 -1,4362 -1,1999 -0,9296 -0,6453 -0,3854 -0,1918 -0,0869 -0,0644 -0,0996 -0,1714 -0,2720 -0,3951 -0,5142 -0,5781 -0,5269 -0,3144 0,0682 0,5780 1,1250 1,6064 1,9557 2,1651 2,2644 2,2929 2,2898 2,2851 2,2875 2,2851 2,2608 2,2054 2,1204 2,0138 1,8911 1,7478 1,5686 1,3423 1,0784 0,7980 0,5113 0,2138 -0,1006 -0,4330 -0,7785 -1,1228 -1,4439 -1,7279 -1,9793 -2,2128 -2,4433 -2,6739 -2,8854 -3,0407 -3,1124 -3,1019 -3,0307 -2,9198 -2,7854 -2,6447 -2,5171 -2,4201 -2,3661 -2,3569 -2,3723 -2,3721 -2,3173 -2,1874 -1,9857 -1,7386 -1,4901 -1,2848 -1,1542 -1,1152 -1,1771 -1,3401 -1,5829 -1,8638 -2,1399 -2,3871 -2,6066 -2,8168 -3,0377 -3,2783 -3,5364 -3,8061 -4,0801 -4,3429 -4,5675 -4,7200 -4,7650 -4,6735 -4,4349 -4,0692 -3,6264 -3,1730 -2,7788 -2,5048 -2,3893 -2,4384 -2,6305 -2,9238 -3,2656 -3,5985 -3,8627 -4,0047 -4,0001 -3,8619 -3,6229 -3,3139 -2,9553 -2,5575 -2,1189 -1,6293 -1,0899 -0,5337 -0,0201 0,3927 0,6726 0,8152 0,8328 0,7450 0,5823 0,3898 0,2160 0,0921 0,0271 0,0241 0,0919 0,2311 0,4153 0,5929 0,7097 0,7294 0,6417 0,4615 0,2202 -0,0479 -0,3166 -0,5713 -0,8070 -1,0167 -1,1753 -1,2374 -1,1526 -0,8893 -0,4513 0,1149 0,7278 1,2901 1,7185 1,9674 2,0349 1,9552 1,7869 1,5960 1,4366 1,3318 1,2684 1,2112 1,1298 1,0070 0,8260 0,5695 0,2399 -0,1325 -0,5117 -0,8786 -1,2367 -1,6066 -2,0109 -2,4553 -2,9207 -3,3719 -3,7723 -4,0960 -4,3314 -4,4747 -4,5263 -4,4876 -4,3548 -4,1211 -3,7938 -3,4065 -3,0055 -2,6275 -2,2923 -2,0129 -1,8096 -1,7111 -1,7378 -1,8823 -2,1039 -2,3431 -2,5443 -2,6712
F7    -1,7474 -1,2409 -0,7475 -0,2767 0,1229 0,3901 0,5082 0,5240 0,5049 0,4900 0,4760 0,4289 0,3095 0,1082 -0,1287 -0,3127 -0,3612 -0,2354 0,0557 0,4681 0,9396 1,4124 1,8521 2,2404 2,5479 2,7238 2,7151 2,4978 2,1000 1,5985 1,0825 0,6119 0,2100 -0,1111 -0,3403 -0,4884 -0,6116 -0,7918 -1,0810 -1,4718 -1,9111 -2,3279 -2,6490 -2,7992 -2,7083 -2,3429 -1,7323 -0,9619 -0,1458 0,6069 1,2268 1,6995 2,0539 2,3331 2,5614 2,7299 2,8092 2,7758 2,6289 2,4004 2,1595 1,9884 1,9423 2,0359 2,2576 2,5794 2,9562 3,3284 3,6296 3,7985 3,7958 3,6190 3,2948 2,8663 2,3944 1,9503 1,5806 1,2940 1,0913 0,9918 1,0202 1,1765 1,4290 1,7415 2,0903 2,4440 2,7477 2,9363 2,9639 2,8339 2,6040 2,3432 2,0808 1,8061 1,4964 1,1324 0,7060 0,2362 -0,2202 -0,5816 -0,7738 -0,7621 -0,5634 -0,2337 0,1472 0,4897 0,7224 0,8147 0,7651 0,5767 0,2582 -0,1605 -0,6347 -1,1242 -1,5954 -2,0150 -2,3554 -2,6097 -2,7871 -2,8891 -2,9018 -2,8114 -2,6140 -2,3114 -1,9197 -1,4845 -1,0798 -0,7911 -0,6857 -0,7761 -1,0108 -1,3091 -1,6013 -1,8460 -2,0250 -2,1360 -2,1884 -2,1847 -2,0949 -1,8674 -1,4699 -0,9188 -0,2856 0,3197 0,7945 1,0886 1,2097 1,2026 1,1291 1,0530 1,0219 1,0493 1,1112 1,1645 1,1726 1,1143 0,9822 0,7854 0,5419 0,2649 -0,0352 -0,3381 -0,6211 -0,8777 -1,1240 -1,3832 -1,6620 -1,9422 -2,1888 -2,3595 -2,4087 -2,2928 -1,9792 -1,4542 -0,7274 0,1619 1,1392 2,1072 2,9759 3,6823 4,1923 4,4926 4,5847 4,4849 4,2240 3,8358 3,3428 2,7624 2,1322 1,5156 0,9638 0,4845 0,0669 -0,2711 -0,4820 -0,5358 -0,4599 -0,3302 -0,2271 -0,1995 -0,2639 -0,4151 -0,6296 -0,8682 -1,0888 -1,2672 -1,4100 -1,5492 -1,7237 -1,9558 -2,2323 -2,5083 -2,7367 -2,8926 -2,9696 -2,9637 -2,8770 -2,7296 -2,5514 -2,3631 -2,1702 -1,9727 -1,7736 -1,5743 -1,3644 -1,1240 -0,8393 -0,5102 -0,1442 0,2432 0,6162 0,9162 1,0775 1,0539 0,8419 0,4929 0,1006 -0,2389 -0,4662 -0,5657 -0,5488 -0,4486 -0,3263 -0,2496 -0,2413 -0,2564 -0,2262 -0,1282 -0,0097 0,0541 0,0173 -0,1103 -0,2783 -0,4356 -0,5614 -0,6642 -0,7668 -0,8919 -1,0460 -1,2089 -1,3391 -1,3923 -1,3516 -1,2485 -1,1509 -1,1157 -1,1502 -1,2179 -1,2728 -1,2779 -1,2037 -1,0266 -0,7418 -0,3832 -0,0300 0,2204 0,3047 0,2277 0,0540 -0,1343 -0,2864 -0,3974 -0,4840 -0,5624 -0,6468 -0,7500 -0,8799 -1,0425 -1,2370 -1,4463 -1,6373 -1,7705 -1,8187 -1,7800 -1,6685 -1,5003 -1,2956 -1,0815 -0,8865 -0,7368 -0,6545 -0,6534 -0,7281 -0,8419 -0,9361 -0,9563 -0,8742 -0,6924 -0,4381 -0,1494 0,1343 0,3729 0,5293 0,5825 0,5412 0,4411 0,3223 0,2003 0,0534 -0,1600 -0,4576 -0,7971 -1,0865 -1,2326 -1,1817 -0,9402 -0,5785 -0,2046 0,0754 0,1797 0,0631 -0,2600 -0,7060 -1,1411 -1,4269 -1,4751 -1,2816 -0,9110 -0,4468 0,0541 0,5695 1,0860 1,5793 2,0209 2,3892 2,6677 2,8362 2,8655 2,7240 2,3966 1,8977 1,2645 0,5432 -0,2135 -0,9416 -1,5748 -2,0732 -2,4417 -2,7098 -2,8986 -3,0146 -3,0606 -3,0449 -2,9843 -2,9014 -2,8137 -2,7206 -2,6031 -2,4365 -2,2056 -1,9079 -1,5509 -1,1460 -0,7065 -0,2568 0,1529 0,4565 0,6042 0,5804 0,3983 0,0905 -0,2953 -0,7010 -1,0729 -1,3791 -1,6178 -1,8093 -1,9774 -2,1322 -2,2680 -2,3641 -2,3848 -2,2913 -2,0721 -1,7689 -1,4689 -1,2644 -1,2134 -1,3199 -1,5354 -1,7834 -1,9973 -2,1459 -2,2335 -2,2778 -2,2856 -2,2434 -2,1279 -1,9247 -1,6463 -1,3408 -1,0770 -0,9045 -0,8250 -0,8073 -0,8209 -0,8483 -0,8721 -0,8697 -0,8241 -0,7225 -0,5449 -0,2701 0,1034 0,5525 1,0452 1,5507 2,0288 2,4232 2,6808 2,7824 2,7439 2,5959 2,3691 2,0907 1,7823 1,4549 1,1061 0,7261 0,3206 -0,0695 -0,3762 -0,5411 -0,5526 -0,4488 -0,2962 -0,1726 -0,1557 -0,3068 -0,6511 -1,1650 -1,7903 -2,4584 -3,1042 -3,6739 -4,1236 -4,4098 -4,4907 -4,3470 -4,0095 -3,5665 -3,1364 -2,8205 -2,6640 -2,6424 -2,6780 -2,6870 -2,6219 -2,4757 -2,2689 -2,0484 -1,8763 -1,7967 -1,8172 -1,9216 -2,0814 -2,2600 -2,4300 -2,5883 -2,7382 -2,8618 -2,9335 -2,9562 -2,9652 -2,9988 -3,0748 -3,1836 -3,2943 -3,3734 -3,4063 -3,4089 -3,4219 -3,4930 -3,6491 -3,8797 -4,1533 -4,4467 -4,7530 -5,0725 -5,4054 -5,7488 -6,0820 -6,3488 -6,4678 -6,3717 -6,0386 -5,4945 -4,7956 -4,0067 -3,1981 -2,4535 -1,8581 -1,4676 -1,2926 -1,3090 -1,4769 -1,7458 -2,0557 -2,3518 -2,5936 -2,7398 -2,7374 -2,5431 -2,1607 -1,6486 -1,0910 -0,5655 -0,1280 0,1892 0,3722 0,4184 0,3364 0,1473 -0,1212 -0,4378 -0,7680 -1,0809 -1,3657 -1,6354 -1,9030 -2,1550 -2,3488 -2,4318 -2,3727 -2,1859 -1,9264 -1,6537 -1,3953 -1,1379 -0,8511 -0,5177 -0,1407 0,2703 0,7105 1,1747 1,6435 2,0737 2,4095 2,6005 2,6180 2,4612 2,1508 1,7165 1,1888 0,5971 -0,0304 -0,6676 -1,2913 -1,8753 -2,3860 -2,7842 -3,0328 -3,1147 -3,0488 -2,8843 -2,6748 -2,4556 -2,2427 -2,0566 -1,9413 -1,9450 -2,0824 -2,3274 -2,6386 -2,9833 -3,3489 -3,7444 -4,1823 -4,6474 -5,0808 -5,3961 -5,5143 -5,3986 -5,0742 -4,6224 -4,1494 -3,7496 -3,4918 -3,4200 -3,5447
