Fp1   -0,5740 -0,8310 -1,0704 -1,2317 -1,2967 -1,2835 -1,2367 -1,2186 -1,2808 -1,4213 -1,5714 -1,6295 -1,5173 -1,2160 -0,7717 -0,2720 0,1919 0,5486 0,7414 0,7237 0,4731 0,0093 -0,5998 -1,2475 -1,8112 -2,1913 -2,3511 -2,3208 -2,1558 -1,8904 -1,5280 -1,0667 -0,5229 0,0664 0,6528 1,1844 1,6125 1,9014 2,0419 2,0662 2,0507 2,0838 2,2120 2,4135 2,6136 2,7273 2,7093 2,5719 2,3648 2,1479 1,9728 1,8667 1,8240 1,8126 1,7964 1,7596 1,7070 1,6393 1,5439 1,4164 1,2693 1,1137 0,9480 0,7685 0,5839 0,4212 0,3176 0,2885 0,2998 0,2877 0,2113 0,0759 -0,0861 -0,2445 -0,3858 -0,5086 -0,6078 -0,6648 -0,6564 -0,5723 -0,4261 -0,2612 -0,1339 -0,0774 -0,0871 -0,1412 -0,2217 -0,3151 -0,4005 -0,4494 -0,4459 -0,4027 -0,3515 -0,3258 -0,3569 -0,4738 -0,6952 -1,0153 -1,3922 -1,7515 -2,0154 -2,1454 -2,1671 -2,1511 -2,1602 -2,2016 -2,2316 -2,2106 -2,1478 -2,0901 -2,0881 -2,1776 -2,3699 -2,6467 -2,9762 -3,3312 -3,6848 -4,0010 -4,2514 -4,4388 -4,5934 -4,7523 -4,9473 -5,1988 -5,4997 -5,8001 -6,0114 -6,0349 -5,8027 -5,3103 -4,6201 -3,8429 -3,1074 -2,5227 -2,1432 -1,9573 -1,9040 -1,9054 -1,8957 -1,8299 -1,6767 -1,4121 -1,0253 -0,5282 0,0327 0,5702 0,9823 1,2031 1,2400 1,1791 1,1437 1,2246 1,4351 1,7158 1,9616 2,0607 1,9498 1,6446 1,2183 0,7564 0,3266 -0,0400 -0,3516 -0,6405 -0,9459 -1,2980 -1,6993 -2,1127 -2,4686 -2,6896 -2,7247 -2,5745 -2,2865 -1,9218 -1,5250 -1,1205 -0,7167 -0,3109 0,0930 0,4681 0,7772 0,9923 1,0927 1,0608 0,8909 0,5947 0,1915 -0,2968 -0,8480 -1,4448 -2,0728 -2,7089 -3,3152 -3,8456 -4,2676 -4,5873 -4,8424 -5,0685 -5,2827 -5,4909 -5,6896 -5,8591 -5,9660 -5,9799 -5,8919 -5,7181 -5,4790 -5,1807 -4,8264 -4,4414 -4,0725 -3,7640 -3,5379 -3,3874 -3,2766 -3,1588 -3,0068 -2,8329 -2,6733 -2,5509 -2,4685 -2,4278 -2,4386 -2,5120 -2,6424 -2,7913 -2,9043 -2,9454 -2,9108 -2,8228 -2,7155 -2,6128 -2,5175 -2,4214 -2,3159 -2,1945 -2,0517 -1,8887 -1,7165 -1,5525 -1,4193 -1,3489 -1,3824 -1,5552 -1,8752 -2,3138 -2,8067 -3,2649 -3,6041 -3,7764 -3,7734 -3,6046 -3,2870 -2,8615 -2,3977 -1,9761 -1,6711 -1,5263 -1,5230 -1,5833 -1,6175 -1,5710 -1,4367 -1,2556 -1,1083 -1,0812 -1,2236 -1,5318 -1,9572 -2,4235 -2,8502 -3,1757 -3,3661 -3,4184 -3,3615 -3,2320 -3,0369 -2,7550 -2,3822 -1,9598 -1,5542 -1,2158 -0,9572 -0,7645 -0,6229 -0,5326 -0,5057 -0,5507 -0,6643 -0,8327 -1,0345 -1,2462 -1,4522 -1,6571 -1,8805 -2,1348 -2,4102 -2,6779 -2,9000 -3,0370 -3,0598 -2,9679 -2,7951 -2,5874 -2,3885 -2,2396 -2,1737 -2,2012 -2,3053 -2,4516 -2,6013 -2,7162 -2,7574 -2,6946 -2,5280 -2,3003 -2,0846 -1,9490 -1,9174 -1,9546 -1,9956 -1,9870 -1,9023 -1,7369 -1,5052 -1,2498 -1,0404 -0,9397 -0,9587 -1,0584 -1,2009 -1,3869 -1,6350 -1,9391 -2,2634 -2,5695 -2,8337 -3,0401 -3,1670 -3,1889 -3,0950 -2,8953 -2,5999 -2,2121 -1,7511 -1,2610 -0,7927 -0,3833 -0,0425 0,2491 0,5250 0,8041 1,0732 1,3007 1,4579 1,5214 1,4732 1,3146 1,0746 0,7978 0,5228 0,2634 0,0112 -0,2428 -0,4980 -0,7611 -1,0600 -1,4369 -1,9215 -2,5043 -3,1376 -3,7624 -4,3336 -4,8262 -5,2214 -5,4985 -5,6421 -5,6411 -5,4821 -5,1621 -4,7040 -4,1550 -3,5702 -2,9859 -2,4104 -1,8434 -1,2949 -0,7915 -0,3780 -0,0921 0,0716 0,1650 0,2566 0,3942 0,5772 0,7593 0,8802 0,8986 0,8044 0,6185 0,3779 0,1121 -0,1626 -0,4321 -0,6870 -0,9377 -1,2119 -1,5317 -1,8860 -2,2253 -2,4888 -2,6458 -2,7116 -2,7342 -2,7675 -2,8411 -2,9446 -3,0384 -3,0763 -3,0216 -2,8530 -2,5645 -2,1640 -1,6824 -1,1841 -0,7568 -0,4822 -0,4009 -0,4845 -0,6412 -0,7650 -0,7875 -0,6973 -0,5264 -0,3224 -0,1172 0,0855 0,2934 0,4964 0,6578 0,7289 0,6726 0,4871 0,2157 -0,0801 -0,3594 -0,6135 -0,8574 -1,1207 -1,4267 -1,7705 -2,1226 -2,4492 -2,7191 -2,9019 -2,9758 -2,9455 -2,8529 -2,7551 -2,6833 -2,6298 -2,5711 -2,4900 -2,3797 -2,2363 -2,0499 -1,8092 -1,5179 -1,2035 -0,9084 -0,6752 -0,5302 -0,4754 -0,4938 -0,5616 -0,6578 -0,7748 -0,9233 -1,1239 -1,3951 -1,7456 -2,1729 -2,6687 -3,2305 -3,8805 -4,6606 -5,5830 -6,5820 -7,5295 -8,2955 -8,7977 -9,0167 -8,9847 -8,7597 -8,3979 -7,9465 -7,4584 -6,9998 -6,6278 -6,3585 -6,1648 -6,0051 -5,8468 -5,6703 -5,4620 -5,2061 -4,8875 -4,5084 -4,0872 -3,6387 -3,1760 -2,7296 -2,3454 -2,0559 -1,8481 -1,6627 -1,4341 -1,1417 -0,8205 -0,5184 -0,2485 0,0138 0,3018 0,6355 1,0107 1,4021 1,7724 2,0693 2,2252 2,1833 1,9370 1,5376 1,0727 0,6447 0,3530 0,2728 0,4330 0,8044 1,3067 1,8364 2,3015 2,6476 2,8614 2,9567 2,9710 2,9618 2,9787 3,0270 3,0652 3,0434 2,9406 2,7787 2,6117 2,4878 2,4171 2,3848 2,3809 2,4017 2,4383 2,4778 2,5043 2,4844 2,3665 2,1017 1,6560 1,0169 0,2082 -0,7074 -1,6598 -2,6081 -3,5356 -4,4129 -5,1845 -5,7926 -6,2075 -6,4306 -6,4816 -6,3947 -6,2198 -6,0065 -5,7840 -5,5612 -5,3402 -5,1193 -4,8932 -4,6623 -4,4401 -4,2398 -4,0542 -3,8629 -3,6587 -3,4537 -3,2614 -3,0942 -2,9854 -2,9953 -3,1826 -3,5705 -4,1279 -4,7743
Fz    0,2127 -0,2388 -0,6524 -1,0022 -1,2840 -1,5004 -1,6454 -1,7022 -1,6477 -1,4552 -1,1056 -0,6081 -0,0115 0,6005 1,1266 1,4665 1,5444 1,3263 0,8232 0,0908 -0,7721 -1,6375 -2,3780 -2,8996 -3,1626 -3,1863 -3,0412 -2,8201 -2,5894 -2,3495 -2,0427 -1,6047 -1,0171 -0,3257 0,3759 0,9836 1,4245 1,6826 1,7988 1,8555 1,9497 2,1507 2,4612 2,8146 3,1098 3,2613 3,2384 3,0672 2,8039 2,5112 2,2407 2,0141 1,8137 1,6004 1,3542 1,0998 0,8908 0,7671 0,7336 0,7729 0,8623 0,9730 1,0705 1,1249 1,1163 1,0311 0,8557 0,5750 0,1858 -0,2788 -0,7434 -1,1214 -1,3581 -1,4518 -1,4469 -1,4068 -1,3791 -1,3744 -1,3665 -1,3094 -1,1641 -0,9254 -0,6254 -0,3142 -0,0434 0,1401 0,1999 0,1213 -0,0750 -0,3327 -0,5874 -0,8020 -0,9824 -1,1674 -1,4017 -1,7046 -2,0500 -2,3675 -2,5603 -2,5342 -2,2390 -1,7083 -1,0586 -0,4444 0,0001 0,2009 0,1496 -0,1186 -0,5522 -1,0960 -1,6981 -2,3173 -2,9225 -3,4862 -3,9907 -4,4353 -4,8232 -5,1416 -5,3636 -5,4670 -5,4415 -5,2910 -5,0385 -4,7239 -4,3850 -4,0324 -3,6406 -3,1644 -2,5733 -1,8819 -1,1533 -0,4773 0,0603 0,4009 0,5227 0,4424 0,2082 -0,1171 -0,4732 -0,8071 -1,0673 -1,2037 -1,1762 -0,9679 -0,6049 -0,1648 0,2486 0,5492 0,7022 0,7421 0,7585 0,8421 1,0353 1,3169 1,6122 1,8227 1,8721 1,7407 1,4628 1,1001 0,7120 0,3358 -0,0160 -0,3464 -0,6684 -1,0006 -1,3481 -1,6852 -1,9577 -2,1082 -2,1083 -1,9776 -1,7765 -1,5769 -1,4354 -1,3801 -1,4009 -1,4448 -1,4389 -1,3312 -1,1132 -0,8161 -0,4944 -0,2082 -0,0098 0,0615 -0,0115 -0,2119 -0,4939 -0,8077 -1,1190 -1,4162 -1,7073 -2,0096 -2,3404 -2,7140 -3,1279 -3,5530 -3,9530 -4,3119 -4,6342 -4,9237 -5,1636 -5,3161 -5,3391 -5,2082 -4,9202 -4,4818 -3,9080 -3,2384 -2,5439 -1,9070 -1,3921 -1,0246 -0,7904 -0,6555 -0,5903 -0,5779 -0,6002 -0,6208 -0,6007 -0,5303 -0,4352 -0,3518 -0,2944 -0,2376 -0,1343 0,0485 0,3098 0,6129 0,8936 1,0803 1,1152 0,9683 0,6437 0,1781 -0,3682 -0,9222 -1,4118 -1,7822 -2,0100 -2,1110 -2,1349 -2,1480 -2,2107 -2,3630 -2,6139 -2,9367 -3,2753 -3,5641 -3,7486 -3,7976 -3,7057 -3,4994 -3,2350 -2,9800 -2,7920 -2,6946 -2,6618 -2,6297 -2,5329 -2,3318 -2,0229 -1,6475 -1,2853 -1,0205 -0,9031 -0,9355 -1,0860 -1,3117 -1,5753 -1,8448 -2,0798 -2,2333 -2,2763 -2,2068 -2,0331 -1,7649 -1,4295 -1,0830 -0,7928 -0,6045 -0,5263 -0,5401 -0,6228 -0,7552 -0,9159 -1,0752 -1,1994 -1,2593 -1,2331 -1,1112 -0,9074 -0,6660 -0,4514 -0,3220 -0,3075 -0,4038 -0,5808 -0,7989 -1,0293 -1,2706 -1,5412 -1,8536 -2,1994 -2,5581 -2,9013 -3,1897 -3,3727 -3,3997 -3,2388 -2,8906 -2,3862 -1,7767 -1,1289 -0,5244 -0,0547 0,1985 0,1982 -0,0222 -0,3740 -0,7555 -1,0842 -1,3070 -1,4038 -1,3929 -1,3290 -1,2737 -1,2553 -1,2563 -1,2432 -1,1959 -1,1045 -0,9566 -0,7448 -0,4850 -0,2151 0,0190 0,1805 0,2489 0,2144 0,0771 -0,1408 -0,3960 -0,6463 -0,8601 -1,0081 -1,0534 -0,9514 -0,6618 -0,1712 0,4904 1,2503 2,0132 2,6828 3,1712 3,4139 3,3955 3,1627 2,8116 2,4545 2,1790 2,0220 1,9715 1,9761 1,9519 1,8052 1,4740 0,9603 0,3259 -0,3480 -1,0023 -1,6146 -2,1823 -2,6953 -3,1243 -3,4322 -3,5869 -3,5681 -3,3757 -3,0300 -2,5676 -2,0375 -1,4913 -0,9668 -0,4782 -0,0160 0,4362 0,8780 1,2914 1,6577 1,9682 2,2248 2,4340 2,5953 2,7020 2,7488 2,7303 2,6337 2,4427 2,1469 1,7456 1,2573 0,7262 0,2112 -0,2376 -0,5924 -0,8453 -0,9948 -1,0358 -0,9722 -0,8384 -0,7005 -0,6342 -0,7036 -0,9421 -1,3390 -1,8407 -2,3657 -2,8238 -3,1330 -3,2362 -3,1130 -2,7861 -2,3195 -1,7974 -1,2928 -0,8396 -0,4233 -0,0030 0,4421 0,8837 1,2569 1,4955 1,5592 1,4530 1,2337 0,9893 0,7969 0,6931 0,6682 0,6742 0,6501 0,5590 0,4026 0,2062 -0,0017 -0,2010 -0,3845 -0,5512 -0,6982 -0,8241 -0,9382 -1,0586 -1,2079 -1,4103 -1,6868 -2,0450 -2,4640 -2,8839 -3,2202 -3,3965 -3,3702 -3,1402 -2,7350 -2,1900 -1,5360 -0,8086 -0,0582 0,6489 1,2386 1,6490 1,8518 1,8535 1,6822 1,3809 0,9981 0,5724 0,1234 -0,3459 -0,8388 -1,3593 -1,9141 -2,5180 -3,1937 -3,9553 -4,7762 -5,5758 -6,2454 -6,6911 -6,8638 -6,7679 -6,4499 -5,9790 -5,4297 -4,8697 -4,3544 -3,9244 -3,6012 -3,3798 -3,2312 -3,1205 -3,0246 -2,9359 -2,8533 -2,7725 -2,6872 -2,5994 -2,5119 -2,4093 -2,2626 -2,0512 -1,7717 -1,4300 -1,0232 -0,5355 0,0403 0,6721 1,2860 1,7996 2,1608 2,3594 2,4198 2,3923 2,3387 2,3120 2,3384 2,4033 2,4532 2,4241 2,2810 2,0372 1,7454 1,4790 1,3085 1,2791 1,3961 1,6219 1,8928 2,1497 2,3661 2,5531 2,7410 2,9524 3,1960 3,4769 3,7989 4,1530 4,5100 4,8314 5,0831 5,2496 5,3401 5,3719 5,3466 5,2554 5,0977 4,8837 4,6269 4,3461 4,0646 3,7921 3,5097 3,1756 2,7406 2,1680 1,4537 0,6284 -0,2709 -1,2301 -2,2541 -3,3341 -4,4288 -5,4770 -6,4214 -7,2176 -7,8275 -8,2204 -8,3851 -8,3331 -8,0897 -7,6893 -7,1733 -6,5863 -5,9736 -5,3764 -4,8238 -4,3260 -3,8781 -3,4783 -3,1504 -2,9460 -2,9224 -3,1195 -3,5529 -4,2070 -5,0216 -5,8911 -6,6800 -7,2545
F3    0,3727 0,0148 -0,3138 -0,6095 -0,8662 -1,0761 -1,2257 -1,2915 -1,2452 -1,0619 -0,7264 -0,2480 0,3230 0,8960 1,3604 1,6136 1,5891 1,2723 0,7015 -0,0383 -0,8335 -1,5739 -2,1775 -2,5984 -2,8253 -2,8769 -2,7955 -2,6339 -2,4281 -2,1780 -1,8589 -1,4543 -0,9796 -0,4764 0,0063 0,4300 0,7745 1,0400 1,2462 1,4279 1,6249 1,8600 2,1224 2,3735 2,5690 2,6765 2,6864 2,6132 2,4819 2,3168 2,1356 1,9480 1,7508 1,5329 1,2949 1,0648 0,8832 0,7749 0,7373 0,7523 0,7975 0,8417 0,8421 0,7536 0,5401 0,1833 -0,3106 -0,9070 -1,5430 -2,1339 -2,5945 -2,8713 -2,9642 -2,9199 -2,8066 -2,6868 -2,5928 -2,5125 -2,4017 -2,2182 -1,9541 -1,6419 -1,3306 -1,0568 -0,8414 -0,6996 -0,6421 -0,6671 -0,7514 -0,8549 -0,9419 -0,9983 -1,0323 -1,0714 -1,1576 -1,3281 -1,5836 -1,8697 -2,0918 -2,1516 -1,9888 -1,6100 -1,0924 -0,5600 -0,1366 0,1029 0,1500 0,0410 -0,1786 -0,4765 -0,8383 -1,2656 -1,7654 -2,3362 -2,9595 -3,5991 -4,2066 -4,7331 -5,1445 -5,4283 -5,5917 -5,6588 -5,6672 -5,6514 -5,6182 -5,5353 -5,3454 -4,9944 -4,4582 -3,7560 -2,9437 -2,0997 -1,3119 -0,6651 -0,2254 -0,0251 -0,0597 -0,2954 -0,6752 -1,1259 -1,5696 -1,9340 -2,1602 -2,2138 -2,0979 -1,8554 -1,5515 -1,2436 -0,9643 -0,7155 -0,4703 -0,1895 0,1454 0,5104 0,8411 1,0600 1,1160 1,0093 0,7812 0,4837 0,1560 -0,1775 -0,4964 -0,7857 -1,0518 -1,3237 -1,6281 -1,9611 -2,2804 -2,5247 -2,6516 -2,6658 -2,6091 -2,5310 -2,4728 -2,4671 -2,5232 -2,6081 -2,6555 -2,6021 -2,4222 -2,1384 -1,8107 -1,5121 -1,3022 -1,2111 -1,2370 -1,3483 -1,4945 -1,6288 -1,7288 -1,8057 -1,8970 -2,0506 -2,3093 -2,6984 -3,2100 -3,7957 -4,3868 -4,9269 -5,3853 -5,7458 -5,9960 -6,1226 -6,1117 -5,9526 -5,6400 -5,1781 -4,5896 -3,9240 -3,2542 -2,6560 -2,1836 -1,8580 -1,6681 -1,5793 -1,5472 -1,5313 -1,5001 -1,4353 -1,3457 -1,2691 -1,2449 -1,2815 -1,3431 -1,3600 -1,2608 -1,0089 -0,6216 -0,1677 0,2534 0,5422 0,6258 0,4723 0,0941 -0,4574 -1,1059 -1,7695 -2,3736 -2,8585 -3,1877 -3,3603 -3,4172 -3,4257 -3,4462 -3,5073 -3,6058 -3,7252 -3,8527 -3,9803 -4,0959 -4,1762 -4,1949 -4,1440 -4,0445 -3,9366 -3,8616 -3,8440 -3,8742 -3,9128 -3,9153 -3,8525 -3,7130 -3,5102 -3,2871 -3,0950 -2,9590 -2,8720 -2,8175 -2,7884 -2,7866 -2,8071 -2,8282 -2,8227 -2,7771 -2,6937 -2,5781 -2,4356 -2,2774 -2,1244 -1,9981 -1,9098 -1,8516 -1,8010 -1,7407 -1,6714 -1,6034 -1,5440 -1,4964 -1,4668 -1,4672 -1,5145 -1,6231 -1,7999 -2,0444 -2,3440 -2,6728 -2,9976 -3,2849 -3,5082 -3,6583 -3,7492 -3,8077 -3,8551 -3,9033 -3,9623 -4,0383 -4,1221 -4,1779 -4,1445 -3,9576 -3,5834 -3,0351 -2,3661 -1,6539 -0,9893 -0,4677 -0,1701 -0,1334 -0,3302 -0,6831 -1,1010 -1,5064 -1,8421 -2,0704 -2,1828 -2,2080 -2,1919 -2,1601 -2,1049 -2,0078 -1,8658 -1,6953 -1,5206 -1,3642 -1,2477 -1,1901 -1,1977 -1,2570 -1,3419 -1,4334 -1,5288 -1,6289 -1,7237 -1,7962 -1,8303 -1,8101 -1,7120 -1,5044 -1,1647 -0,6975 -0,1341 0,4757 1,0720 1,5891 1,9648 2,1606 2,1776 2,0546 1,8556 1,6499 1,4854 1,3719 1,2888 1,1985 1,0494 0,7862 0,3755 -0,1704 -0,7961 -1,4332 -2,0341 -2,5830 -3,0864 -3,5529 -3,9756 -4,3251 -4,5521 -4,6023 -4,4411 -4,0692 -3,5236 -2,8727 -2,1972 -1,5586 -0,9852 -0,4809 -0,0486 0,2952 0,5343 0,6724 0,7367 0,7658 0,7901 0,8195 0,8482 0,8663 0,8677 0,8507 0,8192 0,7801 0,7349 0,6771 0,5984 0,4934 0,3590 0,1943 0,0041 -0,1991 -0,3978 -0,5800 -0,7548 -0,9483 -1,1859 -1,4796 -1,8294 -2,2218 -2,6291 -3,0125 -3,3304 -3,5473 -3,6372 -3,5804 -3,3717 -3,0381 -2,6367 -2,2279 -1,8449 -1,4793 -1,0976 -0,6825 -0,2678 0,0686 0,2439 0,2122 -0,0101 -0,3413 -0,6625 -0,8678 -0,9065 -0,7961 -0,6071 -0,4227 -0,2954 -0,2335 -0,2223 -0,2484 -0,3074 -0,4047 -0,5485 -0,7380 -0,9594 -1,1925 -1,4216 -1,6437 -1,8705 -2,1134 -2,3666 -2,6034 -2,7804 -2,8561 -2,8150 -2,6742 -2,4654 -2,2137 -1,9264 -1,5936 -1,2030 -0,7559 -0,2757 0,1937 0,6008 0,9042 1,0785 1,1133 1,0104 0,7807 0,4403 0,0105 -0,4808 -0,9999 -1,5190 -2,0306 -2,5548 -3,1327 -3,8000 -4,5515 -5,3272 -6,0315 -6,5691 -6,8757 -6,9295 -6,7493 -6,3841 -5,8942 -5,3353 -4,7526 -4,1813 -3,6474 -3,1729 -2,7786 -2,4815 -2,2907 -2,2071 -2,2252 -2,3330 -2,5101 -2,7270 -2,9403 -3,0923 -3,1304 -3,0361 -2,8349 -2,5736 -2,2817 -1,9487 -1,5413 -1,0405 -0,4665 0,1271 0,6776 1,1349 1,4753 1,7039 1,8463 1,9382 2,0105 2,0659 2,0688 1,9686 1,7406 1,4083 1,0334 0,6914 0,4474 0,3415 0,3897 0,5890 0,9201 1,3482 1,8278 2,3140 2,7673 3,1539 3,4559 3,6852 3,8796 4,0764 4,2920 4,5180 4,7304 4,8984 4,9930 4,9916 4,8795 4,6569 4,3477 3,9917 3,6303 3,3001 3,0260 2,7996 2,5719 2,2742 1,8443 1,2503 0,5135 -0,2952 -1,1011 -1,8749 -2,6365 -3,4196 -4,2386 -5,0797 -5,9051 -6,6562 -7,2572 -7,6304 -7,7259 -7,5471 -7,1517 -6,6310 -6,0775 -5,5603 -5,1184 -4,7658 -4,4970 -4,2898 -4,1101 -3,9268 -3,7305 -3,5456 -3,4269 -3,4412 -3,6425 -4,0439 -4,5986 -5,2037 -5,7326 -6,0800
F7    -0,3353 -0,2961 -0,3176 -0,3574 -0,3868 -0,4012 -0,4185 -0,4725 -0,5903 -0,7623 -0,9340 -1,0320 -1,0041 -0,8459 -0,6049 -0,3562 -0,1636 -0,0590 -0,0559 -0,1640 -0,3844 -0,7047 -1,0998 -1,5259 -1,9130 -2,1850 -2,3046 -2,2888 -2,1748 -1,9818 -1,7065 -1,3420 -0,8949 -0,3957 0,0981 0,5206 0,8354 1,0542 1,2169 1,3644 1,5372 1,7753 2,0951 2,4674 2,8199 3,0659 3,1478 3,0608 2,8433 2,5573 2,2712 2,0423 1,8942 1,8058 1,7288 1,6263 1,4910 1,3279 1,1362 0,9194 0,6954 0,4854 0,3004 0,1405 -0,0042 -0,1469 -0,2907 -0,4253 -0,5408 -0,6332 -0,6945 -0,7118 -0,6856 -0,6385 -0,6051 -0,6111 -0,6535 -0,6981 -0,7008 -0,6311 -0,4870 -0,3074 -0,1669 -0,1385 -0,2542 -0,4879 -0,7654 -0,9982 -1,1197 -1,1040 -0,9662 -0,7461 -0,4875 -0,2276 0,0015 0,1710 0,2617 0,2713 0,2115 0,1084 0,0018 -0,0705 -0,1000 -0,1190 -0,1754 -0,2923 -0,4548 -0,6347 -0,8209 -1,0196 -1,2347 -1,4574 -1,6711 -1,8617 -2,0326 -2,2057 -2,4010 -2,6191 -2,8547 -3,1147 -3,4142 -3,7583 -4,1420 -4,5597 -5,0018 -5,4383 -5,8108 -6,0456 -6,0825 -5,9004 -5,5240 -5,0179 -4,4749 -3,9893 -3,6159 -3,3432 -3,1103 -2,8517 -2,5292 -2,1332 -1,6677 -1,1363 -0,5438 0,0927 0,7293 1,2930 1,7067 1,9308 1,9844 1,9359 1,8697 1,8415 1,8584 1,8927 1,8990 1,8304 1,6634 1,4142 1,1211 0,8167 0,5183 0,2329 -0,0385 -0,3016 -0,5760 -0,8906 -1,2537 -1,6283 -1,9435 -2,1305 -2,1534 -2,0186 -1,7645 -1,4348 -1,0636 -0,6792 -0,3037 0,0530 0,3853 0,6808 0,9244 1,1072 1,2217 1,2576 1,2052 1,0561 0,8025 0,4464 0,0081 -0,4801 -0,9855 -1,4826 -1,9556 -2,3908 -2,7737 -3,0962 -3,3583 -3,5571 -3,6864 -3,7520 -3,7809 -3,8091 -3,8572 -3,9187 -3,9706 -3,9891 -3,9511 -3,8297 -3,6078 -3,2948 -2,9256 -2,5488 -2,2188 -1,9767 -1,8221 -1,7135 -1,6083 -1,4990 -1,4072 -1,3488 -1,3251 -1,3438 -1,4242 -1,5786 -1,7939 -2,0306 -2,2413 -2,3937 -2,4777 -2,5046 -2,4972 -2,4710 -2,4289 -2,3731 -2,3085 -2,2315 -2,1236 -1,9620 -1,7366 -1,4605 -1,1735 -0,9310 -0,7870 -0,7746 -0,8981 -1,1401 -1,4693 -1,8409 -2,2021 -2,5058 -2,7208 -2,8295 -2,8257 -2,7249 -2,5665 -2,3986 -2,2663 -2,1996 -2,1931 -2,2008 -2,1624 -2,0387 -1,8270 -1,5613 -1,3032 -1,1156 -1,0312 -1,0459 -1,1371 -1,2818 -1,4597 -1,6466 -1,8098 -1,9210 -1,9743 -1,9815 -1,9460 -1,8573 -1,7145 -1,5389 -1,3588 -1,1915 -1,0415 -0,9114 -0,8107 -0,7534 -0,7500 -0,8016 -0,8991 -1,0262 -1,1603 -1,2747 -1,3478 -1,3771 -1,3823 -1,3895 -1,4140 -1,4588 -1,5245 -1,6105 -1,7026 -1,7705 -1,7811 -1,7138 -1,5735 -1,3909 -1,2008 -1,0233 -0,8666 -0,7336 -0,6244 -0,5345 -0,4538 -0,3684 -0,2718 -0,1809 -0,1426 -0,2117 -0,4047 -0,6748 -0,9351 -1,1068 -1,1486 -1,0601 -0,8755 -0,6591 -0,4919 -0,4327 -0,4812 -0,5864 -0,6987 -0,8027 -0,9018 -0,9930 -1,0700 -1,1365 -1,2043 -1,2816 -1,3651 -1,4348 -1,4578 -1,3992 -1,2309 -0,9438 -0,5657 -0,1567 0,2197 0,5296 0,7822 1,0142 1,2604 1,5294 1,8030 2,0585 2,2797 2,4436 2,5182 2,4859 2,3581 2,1674 1,9527 1,7459 1,5598 1,3899 1,2219 1,0341 0,8039 0,5166 0,1712 -0,2205 -0,6411 -1,0765 -1,5187 -1,9601 -2,3839 -2,7637 -3,0755 -3,3013 -3,4227 -3,4215 -3,2857 -3,0188 -2,6513 -2,2354 -1,8230 -1,4493 -1,1209 -0,8206 -0,5310 -0,2450 0,0438 0,3415 0,6472 0,9456 1,2100 1,4171 1,5595 1,6388 1,6567 1,6241 1,5695 1,5207 1,4837 1,4492 1,4094 1,3574 1,2807 1,1687 1,0319 0,9064 0,8300 0,8109 0,8176 0,7952 0,6925 0,4887 0,2040 -0,1162 -0,4248 -0,6844 -0,8695 -0,9650 -0,9629 -0,8677 -0,7080 -0,5336 -0,3981 -0,3348 -0,3361 -0,3588 -0,3563 -0,3054 -0,2050 -0,0649 0,0990 0,2724 0,4494 0,6275 0,7966 0,9409 1,0484 1,1074 1,1060 1,0465 0,9526 0,8586 0,7947 0,7727 0,7756 0,7725 0,7432 0,6802 0,5786 0,4372 0,2642 0,0752 -0,1145 -0,2995 -0,4752 -0,6193 -0,6998 -0,6993 -0,6249 -0,4983 -0,3397 -0,1534 0,0739 0,3532 0,6695 0,9827 1,2461 1,4260 1,5104 1,5050 1,4284 1,3075 1,1609 0,9834 0,7514 0,4476 0,0837 -0,3036 -0,6785 -1,0317 -1,3956 -1,8302 -2,3700 -2,9819 -3,5806 -4,0770 -4,4119 -4,5654 -4,5550 -4,4271 -4,2376 -4,0377 -3,8795 -3,8183 -3,8876 -4,0656 -4,2825 -4,4629 -4,5534 -4,5216 -4,3518 -4,0455 -3,6249 -3,1376 -2,6396 -2,1669 -1,7272 -1,3154 -0,9279 -0,5667 -0,2301 0,0935 0,4121 0,7118 0,9605 1,1360 1,2485 1,3298 1,4071 1,4953 1,6054 1,7488 1,9336 2,1472 2,3457 2,4734 2,4963 2,4123 2,2399 2,0118 1,7725 1,5712 1,4511 1,4376 1,5293 1,6963 1,8924 2,0776 2,2321 2,3542 2,4592 2,5791 2,7459 2,9613 3,1901 3,3904 3,5442 3,6633 3,7716 3,8769 3,9622 4,0079 4,0109 3,9787 3,9193 3,8448 3,7685 3,6886 3,5821 3,4118 3,1267 2,6690 2,0104 1,1839 0,2632 -0,6835 -1,6056 -2,4535 -3,1735 -3,7255 -4,1028 -4,3302 -4,4406 -4,4590 -4,4033 -4,2861 -4,1117 -3,8831 -3,6117 -3,3144 -3,0072 -2,7053 -2,4271 -2,1842 -1,9713 -1,7797 -1,6201 -1,5184 -1,4865 -1,5176 -1,6114 -1,7834 -2,0459 -2,3897 -2,7788 -3,1604
