Fp1   -2,9724 -2,6864 -2,4495 -2,2565 -2,0953 -1,9588 -1,8453 -1,7615 -1,7192 -1,7170 -1,7267 -1,7045 -1,6198 -1,4746 -1,2970 -1,1230 -0,9836 -0,9010 -0,8812 -0,9097 -0,9579 -0,9918 -0,9763 -0,8830 -0,7052 -0,4668 -0,2085 0,0409 0,2824 0,5371 0,8226 1,1422 1,4892 1,8490 2,2018 2,5266 2,8005 2,9971 3,0919 3,0702 2,9313 2,6895 2,3706 2,0090 1,6440 1,3154 1,0563 0,8839 0,7887 0,7325 0,6605 0,5268 0,3188 0,0632 -0,1948 -0,4189 -0,5888 -0,6936 -0,7283 -0,6965 -0,6139 -0,5006 -0,3670 -0,2131 -0,0353 0,1684 0,3987 0,6507 0,9103 1,1607 1,3943 1,6121 1,8084 1,9666 2,0753 2,1415 2,1858 2,2241 2,2545 2,2581 2,2124 2,1085 1,9578 1,7815 1,5921 1,3857 1,1534 0,8978 0,6390 0,4082 0,2327 0,1236 0,0740 0,0606 0,0410 -0,0413 -0,2368 -0,5691 -1,0286 -1,5750 -2,1499 -2,7023 -3,2086 -3,6723 -4,1103 -4,5368 -4,9539 -5,3547 -5,7285 -6,0570 -6,3175 -6,4966 -6,5979 -6,6352 -6,6218 -6,5605 -6,4384 -6,2390 -5,9592 -5,6093 -5,1920 -4,6939 -4,1000 -3,4107 -2,6478 -1,8578 -1,1002 -0,4286 0,1200 0,5225 0,7733 0,8916 0,9168 0,8929 0,8627 0,8685 0,9423 1,0874 1,2734 1,4500 1,5634 1,5771 1,4967 1,3727 1,2661 1,2132 1,2203 1,2782 1,3696 1,4756 1,5857 1,6972 1,8065 1,9042 1,9786 2,0213 2,0302 2,0089 1,9633 1,9016 1,8375 1,7950 1,8087 1,9177 2,1520 2,5096 2,9475 3,3984 3,7990 4,1012 4,2739 4,3070 4,2192 4,0554 3,8707 3,7130 3,6134 3,5877 3,6406 3,7637 3,9339 4,1207 4,2960 4,4373 4,5379 4,6172 4,7099 4,8392 5,0020 5,1703 5,3029 5,3593 5,3114 5,1513 4,8909 4,5520 4,1595 3,7402 3,3196 2,9175 2,5442 2,2025 1,8979 1,6466 1,4693 1,3807 1,3843 1,4617 1,5666 1,6376 1,6239 1,5064 1,3040 1,0660 0,8461 0,6806 0,5861 0,5634 0,5913 0,6245 0,6150 0,5343 0,3729 0,1310 -0,1800 -0,5308 -0,8842 -1,2198 -1,5453 -1,8775 -2,2130 -2,5230 -2,7689 -2,9145 -2,9359 -2,8328 -2,6286 -2,3540 -2,0320 -1,6743 -1,2868 -0,8811 -0,4793 -0,1036 0,2294 0,4991 0,6751 0,7261 0,6319 0,3967 0,0554 -0,3351 -0,7126 -1,0282 -1,2624 -1,4231 -1,5302 -1,5969 -1,6218 -1,5980 -1,5320 -1,4510 -1,3880 -1,3564 -1,3364 -1,2788 -1,1314 -0,8706 -0,5147 -0,1143 0,2696 0,5845 0,7951 0,8875 0,8687 0,7615 0,6035 0,4412 0,3181 0,2642 0,2907 0,3837 0,5023 0,5919 0,6142 0,5680 0,4816 0,3841 0,2844 0,1725 0,0379 -0,1140 -0,2523 -0,3310 -0,3214 -0,2378 -0,1210 -0,0057 0,0928 0,1705 0,2292 0,2776 0,3321 0,4068 0,5006 0,5965 0,6759 0,7327 0,7760 0,8226 0,8854 0,9647 1,0550 1,1559 1,2715 1,4007 1,5317 1,6460 1,7342 1,8069 1,8869 1,9896 2,1051 2,1995 2,2329 2,1837 2,0580 1,8815 1,6881 1,5140 1,3870 1,3145 1,2813 1,2606 1,2290 1,1758 1,1047 1,0333 0,9863 0,9783 1,0057 1,0581 1,1300 1,2238 1,3474 1,5037 1,6792 1,8408 1,9401 1,9313 1,7969 1,5610 1,2830 1,0384 0,8918 0,8738 0,9751 1,1615 1,3953 1,6530 1,9302 2,2305 2,5473 2,8561 3,1262 3,3349 3,4757 3,5614 3,6183 3,6714 3,7305 3,7893 3,8384 3,8833 3,9490 4,0626 4,2297 4,4311 4,6423 4,8465 5,0286 5,1733 5,2672 5,2946 5,2381 5,0886 4,8573 4,5879 4,3519 4,2147 4,1999 4,2834 4,4114 4,5259 4,5873 4,5836 4,5277 4,4501 4,3876 4,3660 4,3924 4,4636 4,5726 4,7092 4,8644 5,0340 5,2129 5,3885 5,5494 5,6989 5,8516 6,0123 6,1597 6,2568 6,2753 6,2037 6,0408 5,7917 5,4727 5,1183 4,7760 4,4858 4,2688 4,1357 4,0995 4,1651 4,3101 4,4845 4,6388 4,7518 4,8308 4,8899 4,9330 4,9522 4,9352 4,8761 4,7813 4,6671 4,5507 4,4430 4,3500 4,2773 4,2327 4,2243 4,2583 4,3441 4,4908 4,6931 4,9257 5,1555 5,3533 5,5012 5,5935 5,6362 5,6504 5,6678 5,7118 5,7809 5,8501 5,8928 5,9042 5,9052 5,9294 6,0079 6,1561 6,3601 6,5716 6,7243 6,7659 6,6798 6,4823 6,1997 5,8519 5,4507 4,9998 4,4935 3,9330 3,3470 2,7840 2,2805 1,8378 1,4260 1,0068 0,5581 0,0853 -0,3761 -0,7670 -1,0229 -1,0996 -0,9854 -0,6894 -0,2272 0,3721 1,0540 1,7405 2,3469 2,8061 3,0855 3,1907 3,1598 3,0553 2,9513 2,9121 2,9717 3,1251 3,3387 3,5786 3,8315 4,0989 4,3853 4,6970 5,0328 5,3709 5,6760 5,9187 6,0823 6,1615 6,1663 6,1257 6,0786 6,0574 6,0754 6,1237 6,1799 6,2163 6,2057 6,1265 5,9629 5,7112 5,3990 5,0850 4,8249 4,6400 4,5170 4,4266 4,3429 4,2532 4,1620 4,0871 4,0442 4,0305 4,0242 4,0031 3,9646 3,9252 3,9056 3,9240 3,9979 4,1341 4,3140 4,4922 4,6124 4,6274 4,5102 4,2523 3,8565 3,3360 2,7176 2,0422 1,3607 0,7270 0,1899 -0,2106 -0,4498 -0,5334 -0,5000 -0,4002 -0,2738 -0,1465 -0,0377 0,0325 0,0438 -0,0146 -0,1330 -0,2846 -0,4385 -0,5677 -0,6519 -0,6773 -0,6354 -0,5240 -0,3535 -0,1519 0,0402 0,1886 0,2818 0,3276 0,3401 0,3320 0,3157 0,3119 0,3505 0,4547 0,6284 0,8663 1,1645 1,5095 1,8662 2,1937 2,4687
Fz    -3,9427 -3,8422 -3,8146 -3,8486 -3,9032 -3,9304 -3,8975 -3,7981 -3,6474 -3,4659 -3,2678 -3,0564 -2,8260 -2,5692 -2,2855 -1,9845 -1,6859 -1,4134 -1,1853 -1,0068 -0,8715 -0,7628 -0,6542 -0,5124 -0,3097 -0,0378 0,2901 0,6492 1,0171 1,3817 1,7409 2,0963 2,4503 2,7992 3,1296 3,4243 3,6681 3,8448 3,9311 3,9024 3,7516 3,5009 3,1968 2,8977 2,6574 2,5064 2,4418 2,4308 2,4267 2,3844 2,2725 2,0775 1,8010 1,4555 1,0635 0,6550 0,2668 -0,0565 -0,2684 -0,3368 -0,2574 -0,0518 0,2473 0,6059 0,9881 1,3552 1,6737 1,9232 2,0963 2,1966 2,2400 2,2528 2,2642 2,2981 2,3682 2,4818 2,6436 2,8521 3,0882 3,3127 3,4776 3,5427 3,4886 3,3184 3,0478 2,6972 2,2934 1,8747 1,4879 1,1781 0,9725 0,8657 0,8215 0,7934 0,7446 0,6557 0,5172 0,3221 0,0660 -0,2431 -0,5805 -0,9163 -1,2323 -1,5335 -1,8435 -2,1845 -2,5590 -2,9484 -3,3240 -3,6568 -3,9224 -4,1089 -4,2212 -4,2763 -4,2967 -4,3019 -4,3000 -4,2860 -4,2490 -4,1760 -4,0509 -3,8590 -3,5947 -3,2607 -2,8647 -2,4229 -1,9570 -1,4826 -1,0045 -0,5260 -0,0600 0,3713 0,7464 1,0592 1,3239 1,5653 1,8012 2,0344 2,2537 2,4356 2,5474 2,5629 2,4856 2,3561 2,2317 2,1632 2,1883 2,3301 2,5898 2,9458 3,3624 3,8010 4,2257 4,6053 4,9177 5,1583 5,3409 5,4879 5,6220 5,7654 5,9419 6,1753 6,4841 6,8774 7,3519 7,8898 8,4580 9,0158 9,5242 9,9503 10,2714 10,4823 10,6001 10,6591 10,6985 10,7470 10,8147 10,8927 10,9597 10,9936 10,9815 10,9217 10,8215 10,6909 10,5383 10,3678 10,1807 9,9815 9,7856 9,6184 9,5016 9,4405 9,4221 9,4232 9,4173 9,3729 9,2567 9,0455 8,7373 8,3520 7,9243 7,4887 7,0683 6,6760 6,3219 6,0205 5,7854 5,6148 5,4839 5,3558 5,2019 5,0157 4,8115 4,6105 4,4270 4,2647 4,1192 3,9814 3,8391 3,6778 3,4896 3,2791 3,0552 2,8198 2,5669 2,2910 1,9957 1,6948 1,4039 1,1337 0,8959 0,7112 0,6076 0,6084 0,7180 0,9177 1,1788 1,4806 1,8149 2,1799 2,5726 2,9801 3,3761 3,7280 4,0077 4,1948 4,2777 4,2525 4,1218 3,8972 3,6036 3,2772 2,9553 2,6604 2,3891 2,1208 1,8441 1,5705 1,3227 1,1194 0,9690 0,8690 0,8117 0,7962 0,8348 0,9450 1,1357 1,4006 1,7207 2,0720 2,4342 2,7942 3,1411 3,4588 3,7239 3,9143 4,0221 4,0579 4,0437 4,0015 3,9430 3,8640 3,7481 3,5798 3,3612 3,1178 2,8834 2,6782 2,5001 2,3327 2,1580 1,9701 1,7862 1,6425 1,5686 1,5660 1,6140 1,6890 1,7706 1,8410 1,8878 1,9076 1,9039 1,8775 1,8215 1,7297 1,6109 1,4920 1,4042 1,3684 1,3897 1,4579 1,5544 1,6584 1,7488 1,8082 1,8292 1,8203 1,8045 1,8115 1,8650 1,9718 2,1130 2,2492 2,3416 2,3725 2,3484 2,2879 2,2119 2,1378 2,0789 2,0483 2,0627 2,1376 2,2772 2,4698 2,6935 2,9262 3,1515 3,3584 3,5396 3,6928 3,8181 3,9174 3,9949 4,0541 4,0921 4,0992 4,0613 3,9697 3,8308 3,6633 3,4872 3,3171 3,1597 3,0174 2,8964 2,8113 2,7800 2,8178 2,9339 3,1302 3,4014 3,7339 4,1065 4,4917 4,8603 5,1905 5,4763 5,7290 5,9654 6,1909 6,3937 6,5534 6,6541 6,6902 6,6631 6,5771 6,4406 6,2693 6,0815 5,8910 5,7046 5,5274 5,3705 5,2529 5,1976 5,2235 5,3362 5,5207 5,7405 5,9459 6,0893 6,1431 6,1071 6,0012 5,8541 5,6940 5,5444 5,4261 5,3566 5,3429 5,3795 5,4547 5,5591 5,6880 5,8394 6,0103 6,1934 6,3746 6,5324 6,6390 6,6665 6,5996 6,4452 6,2307 5,9955 5,7768 5,5971 5,4611 5,3614 5,2847 5,2182 5,1581 5,1121 5,0961 5,1204 5,1774 5,2432 5,2963 5,3330 5,3636 5,3960 5,4280 5,4531 5,4692 5,4793 5,4892 5,5033 5,5250 5,5560 5,5969 5,6515 5,7317 5,8559 6,0383 6,2793 6,5625 6,8615 7,1525 7,4199 7,6505 7,8315 7,9585 8,0389 8,0805 8,0798 8,0251 7,9113 7,7552 7,5981 7,4920 7,4785 7,5765 7,7778 8,0451 8,3207 8,5482 8,6959 8,7635 8,7698 8,7339 8,6625 8,5479 8,3738 8,1288 7,8215 7,4808 7,1402 6,8197 6,5183 6,2170 5,8901 5,5208 5,1139 4,6985 4,3175 4,0102 3,7978 3,6816 3,6539 3,7041 3,8102 3,9339 4,0300 4,0621 4,0128 3,8838 3,6933 3,4788 3,2952 3,1996 3,2294 3,3920 3,6718 4,0485 4,5128 5,0599 5,6699 6,3031 6,9102 7,4415 7,8561 8,1369 8,2913 8,3366 8,2919 8,1862 8,0620 7,9652 7,9290 7,9650 8,0670 8,2208 8,4084 8,6076 8,7957 8,9567 9,0870 9,1969 9,2999 9,3980 9,4816 9,5414 9,5746 9,5823 9,5668 9,5340 9,4959 9,4640 9,4435 9,4347 9,4388 9,4610 9,5082 9,5799 9,6615 9,7295 9,7660 9,7624 9,7103 9,5922 9,3866 9,0789 8,6671 8,1582 7,5669 6,9164 6,2357 5,5538 4,8975 4,2886 3,7424 3,2700 2,8765 2,5584 2,3048 2,1003 1,9237 1,7509 1,5652 1,3653 1,1683 1,0072 0,9171 0,9222 1,0325 1,2444 1,5409 1,8964 2,2839 2,6768 3,0484 3,3769 3,6553 3,8925 4,1046 4,3026 4,4882 4,6587 4,8207 4,9976 5,2213 5,5166 5,8956 6,3576 6,8836 7,4341 7,9643 8,4405
F3    -3,3473 -3,2853 -3,2607 -3,2683 -3,2863 -3,2905 -3,2631 -3,1975 -3,0985 -2,9777 -2,8454 -2,7015 -2,5316 -2,3163 -2,0468 -1,7321 -1,3966 -1,0707 -0,7831 -0,5565 -0,4051 -0,3260 -0,2914 -0,2562 -0,1787 -0,0370 0,1708 0,4362 0,7478 1,0936 1,4566 1,8142 2,1437 2,4272 2,6575 2,8398 2,9852 3,0955 3,1551 3,1375 3,0248 2,8267 2,5839 2,3546 2,1901 2,1121 2,1058 2,1317 2,1456 2,1142 2,0218 1,8689 1,6663 1,4260 1,1527 0,8454 0,5118 0,1800 -0,1079 -0,3117 -0,4089 -0,3976 -0,2915 -0,1176 0,0837 0,2686 0,4100 0,5063 0,5770 0,6512 0,7545 0,8964 1,0689 1,2569 1,4504 1,6516 1,8711 2,1148 2,3709 2,6101 2,7941 2,8856 2,8590 2,7066 2,4367 2,0714 1,6470 1,2082 0,7954 0,4374 0,1538 -0,0467 -0,1675 -0,2231 -0,2347 -0,2270 -0,2271 -0,2627 -0,3565 -0,5171 -0,7332 -0,9838 -1,2572 -1,5647 -1,9308 -2,3682 -2,8615 -3,3761 -3,8764 -4,3327 -4,7210 -5,0254 -5,2433 -5,3815 -5,4476 -5,4428 -5,3604 -5,1921 -4,9371 -4,6048 -4,2083 -3,7597 -3,2704 -2,7508 -2,2108 -1,6635 -1,1269 -0,6206 -0,1633 0,2267 0,5311 0,7334 0,8255 0,8158 0,7351 0,6316 0,5531 0,5284 0,5643 0,6482 0,7484 0,8269 0,8642 0,8709 0,8736 0,8991 0,9690 1,0919 1,2577 1,4458 1,6396 1,8299 2,0094 2,1692 2,3031 2,4155 2,5237 2,6484 2,8028 2,9859 3,1913 3,4220 3,6934 4,0238 4,4239 4,8876 5,3889 5,8889 6,3448 6,7177 6,9789 7,1161 7,1374 7,0723 6,9620 6,8449 6,7492 6,6886 6,6603 6,6482 6,6341 6,6069 6,5662 6,5176 6,4657 6,4103 6,3448 6,2614 6,1573 6,0352 5,9022 5,7676 5,6427 5,5376 5,4557 5,3855 5,3019 5,1785 4,9986 4,7571 4,4529 4,0829 3,6492 3,1748 2,7047 2,2895 1,9679 1,7531 1,6281 1,5544 1,4918 1,4148 1,3204 1,2221 1,1371 1,0743 1,0312 0,9931 0,9374 0,8441 0,7094 0,5478 0,3765 0,2024 0,0244 -0,1568 -0,3361 -0,5112 -0,6864 -0,8660 -1,0450 -1,2097 -1,3433 -1,4298 -1,4591 -1,4316 -1,3524 -1,2231 -1,0434 -0,8140 -0,5358 -0,2163 0,1238 0,4544 0,7457 0,9731 1,1191 1,1754 1,1421 1,0240 0,8331 0,5926 0,3343 0,0859 -0,1403 -0,3457 -0,5354 -0,7128 -0,8800 -1,0365 -1,1774 -1,2963 -1,3851 -1,4294 -1,4066 -1,2935 -1,0754 -0,7546 -0,3545 0,0860 0,5285 0,9483 1,3320 1,6671 1,9383 2,1302 2,2325 2,2440 2,1789 2,0680 1,9499 1,8524 1,7789 1,7117 1,6301 1,5252 1,4012 1,2657 1,1188 0,9567 0,7829 0,6133 0,4753 0,4001 0,4038 0,4729 0,5722 0,6659 0,7292 0,7508 0,7336 0,6915 0,6413 0,5927 0,5413 0,4748 0,3878 0,2898 0,1974 0,1253 0,0813 0,0670 0,0821 0,1260 0,1935 0,2724 0,3484 0,4159 0,4823 0,5622 0,6661 0,7898 0,9106 0,9992 1,0401 1,0414 1,0244 1,0101 1,0141 1,0452 1,0990 1,1633 1,2325 1,3123 1,4042 1,4939 1,5586 1,5849 1,5784 1,5560 1,5307 1,5082 1,4930 1,4938 1,5191 1,5701 1,6377 1,7067 1,7630 1,8015 1,8257 1,8355 1,8189 1,7610 1,6519 1,4883 1,2793 1,0519 0,8467 0,7074 0,6747 0,7779 1,0242 1,3928 1,8400 2,3114 2,7591 3,1606 3,5232 3,8689 4,2125 4,5460 4,8374 5,0504 5,1669 5,1940 5,1518 5,0611 4,9431 4,8189 4,7023 4,5989 4,5124 4,4475 4,4088 4,4003 4,4248 4,4858 4,5888 4,7391 4,9352 5,1594 5,3783 5,5525 5,6504 5,6571 5,5758 5,4224 5,2248 5,0250 4,8702 4,7935 4,8013 4,8763 4,9920 5,1278 5,2774 5,4425 5,6217 5,8064 5,9822 6,1295 6,2195 6,2206 6,1154 5,9135 5,6489 5,3633 5,0887 4,8411 4,6285 4,4589 4,3404 4,2805 4,2896 4,3800 4,5545 4,7950 5,0624 5,3097 5,5012 5,6219 5,6706 5,6494 5,5655 5,4412 5,3165 5,2340 5,2155 5,2510 5,3056 5,3407 5,3365 5,3042 5,2762 5,2864 5,3556 5,4834 5,6509 5,8334 6,0108 6,1641 6,2728 6,3245 6,3260 6,2958 6,2476 6,1874 6,1251 6,0845 6,1006 6,2006 6,3858 6,6321 6,9050 7,1677 7,3818 7,5169 7,5602 7,5144 7,3876 7,1849 6,9111 6,5771 6,1981 5,7890 5,3671 4,9557 4,5793 4,2521 3,9704 3,7122 3,4438 3,1366 2,7839 2,4060 2,0400 1,7234 1,4817 1,3248 1,2563 1,2815 1,4002 1,5902 1,8049 1,9897 2,1035 2,1317 2,0877 2,0078 1,9413 1,9361 2,0238 2,2133 2,4946 2,8490 3,2610 3,7201 4,2139 4,7275 5,2445 5,7417 6,1888 6,5600 6,8412 7,0255 7,1107 7,1046 7,0293 6,9188 6,8095 6,7267 6,6776 6,6549 6,6419 6,6170 6,5598 6,4613 6,3339 6,2136 6,1431 6,1440 6,2067 6,3008 6,3887 6,4357 6,4222 6,3546 6,2640 6,1869 6,1407 6,1191 6,1076 6,0967 6,0856 6,0761 6,0655 6,0448 6,0020 5,9256 5,8059 5,6355 5,4133 5,1456 4,8389 4,4914 4,0952 3,6472 3,1543 2,6289 2,0871 1,5482 1,0375 0,5856 0,2194 -0,0482 -0,2206 -0,3146 -0,3599 -0,3950 -0,4525 -0,5466 -0,6698 -0,7982 -0,8985 -0,9331 -0,8655 -0,6753 -0,3705 0,0156 0,4367 0,8451 1,1976 1,4636 1,6332 1,7190 1,7466 1,7420 1,7264 1,7203 1,7509 1,8502 2,0431 2,3380 2,7329 3,2248 3,8029 4,4305 5,0461 5,5875
F7    -1,8758 -1,9330 -2,0235 -2,1285 -2,2279 -2,3065 -2,3503 -2,3455 -2,2848 -2,1736 -2,0280 -1,8692 -1,7155 -1,5756 -1,4470 -1,3201 -1,1867 -1,0458 -0,9035 -0,7685 -0,6453 -0,5298 -0,4082 -0,2624 -0,0795 0,1426 0,3943 0,6586 0,9188 1,1626 1,3810 1,5686 1,7246 1,8488 1,9426 2,0159 2,0828 2,1482 2,2010 2,2180 2,1758 2,0643 1,8946 1,6973 1,5078 1,3488 1,2242 1,1243 1,0360 0,9528 0,8753 0,8046 0,7360 0,6579 0,5533 0,4055 0,2120 -0,0072 -0,2179 -0,3871 -0,4914 -0,5203 -0,4748 -0,3710 -0,2389 -0,1107 -0,0077 0,0657 0,1208 0,1797 0,2645 0,3834 0,5271 0,6810 0,8392 1,0071 1,1947 1,4046 1,6256 1,8353 2,0065 2,1135 2,1391 2,0781 1,9357 1,7255 1,4686 1,1890 0,9051 0,6300 0,3785 0,1682 0,0117 -0,0916 -0,1558 -0,2023 -0,2524 -0,3216 -0,4190 -0,5481 -0,7075 -0,8931 -1,1041 -1,3435 -1,6108 -1,8958 -2,1807 -2,4490 -2,6914 -2,9026 -3,0777 -3,2149 -3,3164 -3,3856 -3,4223 -3,4214 -3,3728 -3,2659 -3,0972 -2,8743 -2,6095 -2,3126 -1,9885 -1,6404 -1,2739 -0,8985 -0,5253 -0,1661 0,1655 0,4563 0,6964 0,8789 0,9994 1,0584 1,0647 1,0353 0,9910 0,9524 0,9378 0,9571 1,0039 1,0611 1,1151 1,1636 1,2111 1,2635 1,3265 1,4018 1,4827 1,5555 1,6081 1,6384 1,6533 1,6620 1,6729 1,6949 1,7384 1,8106 1,9098 2,0216 2,1269 2,2179 2,3050 2,4095 2,5506 2,7369 2,9617 3,2040 3,4335 3,6184 3,7344 3,7690 3,7219 3,6053 3,4410 3,2573 3,0844 2,9463 2,8516 2,7930 2,7605 2,7538 2,7837 2,8585 2,9702 3,0937 3,1956 3,2486 3,2405 3,1743 3,0594 2,9050 2,7200 2,5186 2,3196 2,1383 1,9785 1,8337 1,6920 1,5402 1,3642 1,1520 0,9034 0,6371 0,3822 0,1625 -0,0114 -0,1403 -0,2346 -0,3089 -0,3729 -0,4268 -0,4650 -0,4825 -0,4809 -0,4703 -0,4666 -0,4866 -0,5429 -0,6377 -0,7587 -0,8835 -0,9931 -1,0821 -1,1594 -1,2391 -1,3322 -1,4448 -1,5797 -1,7335 -1,8965 -2,0597 -2,2183 -2,3692 -2,5075 -2,6252 -2,7083 -2,7393 -2,7059 -2,6055 -2,4407 -2,2186 -1,9559 -1,6799 -1,4233 -1,2177 -1,0865 -1,0371 -1,0608 -1,1405 -1,2569 -1,3898 -1,5182 -1,6276 -1,7161 -1,7891 -1,8514 -1,9045 -1,9511 -1,9949 -2,0351 -2,0635 -2,0696 -2,0476 -1,9951 -1,9079 -1,7785 -1,6035 -1,3906 -1,1591 -0,9307 -0,7191 -0,5281 -0,3596 -0,2214 -0,1259 -0,0836 -0,0976 -0,1576 -0,2397 -0,3132 -0,3540 -0,3565 -0,3341 -0,3072 -0,2898 -0,2833 -0,2833 -0,2896 -0,3080 -0,3410 -0,3830 -0,4233 -0,4498 -0,4549 -0,4408 -0,4188 -0,3991 -0,3842 -0,3698 -0,3478 -0,3086 -0,2462 -0,1619 -0,0642 0,0342 0,1211 0,1900 0,2402 0,2756 0,3043 0,3386 0,3920 0,4712 0,5682 0,6614 0,7309 0,7737 0,8051 0,8475 0,9147 1,0029 1,0933 1,1643 1,2064 1,2253 1,2325 1,2363 1,2432 1,2586 1,2806 1,2998 1,3104 1,3143 1,3150 1,3116 1,2997 1,2770 1,2464 1,2119 1,1763 1,1436 1,1208 1,1162 1,1330 1,1660 1,2036 1,2343 1,2517 1,2563 1,2528 1,2430 1,2209 1,1745 1,0928 0,9732 0,8287 0,6881 0,5843 0,5446 0,5880 0,7205 0,9277 1,1765 1,4287 1,6569 1,8510 2,0199 2,1852 2,3676 2,5732 2,7866 2,9763 3,1096 3,1679 3,1552 3,0957 3,0234 2,9677 2,9422 2,9428 2,9574 2,9783 3,0040 3,0353 3,0722 3,1144 3,1628 3,2223 3,3018 3,4086 3,5406 3,6844 3,8210 3,9327 4,0097 4,0512 4,0602 4,0420 4,0073 3,9732 3,9560 3,9622 3,9867 4,0184 4,0482 4,0734 4,0962 4,1207 4,1539 4,2008 4,2567 4,3030 4,3150 4,2759 4,1845 4,0522 3,8967 3,7365 3,5861 3,4549 3,3487 3,2704 3,2237 3,2151 3,2508 3,3311 3,4484 3,5881 3,7306 3,8544 3,9430 3,9894 3,9952 3,9694 3,9280 3,8936 3,8889 3,9268 4,0049 4,1078 4,2136 4,3011 4,3546 4,3674 4,3445 4,3005 4,2485 4,1950 4,1443 4,1060 4,0911 4,1032 4,1372 4,1858 4,2448 4,3104 4,3779 4,4437 4,5077 4,5727 4,6422 4,7143 4,7820 4,8374 4,8718 4,8746 4,8384 4,7644 4,6592 4,5271 4,3657 4,1712 3,9450 3,6934 3,4223 3,1365 2,8429 2,5495 2,2634 1,9891 1,7258 1,4665 1,2031 0,9353 0,6753 0,4432 0,2562 0,1202 0,0315 -0,0157 -0,0225 0,0116 0,0806 0,1703 0,2633 0,3479 0,4261 0,5122 0,6244 0,7778 0,9808 1,2356 1,5369 1,8720 2,2264 2,5899 2,9583 3,3260 3,6837 4,0204 4,3246 4,5843 4,7923 4,9489 5,0586 5,1244 5,1470 5,1287 5,0769 5,0044 4,9261 4,8521 4,7858 4,7259 4,6675 4,6037 4,5328 4,4620 4,4055 4,3760 4,3741 4,3848 4,3852 4,3561 4,2881 4,1821 4,0476 3,9004 3,7556 3,6195 3,4899 3,3657 3,2515 3,1541 3,0775 3,0196 2,9753 2,9381 2,9005 2,8562 2,8005 2,7302 2,6425 2,5315 2,3862 2,1965 1,9617 1,6905 1,3937 1,0769 0,7420 0,3947 0,0511 -0,2642 -0,5271 -0,7223 -0,8452 -0,9038 -0,9180 -0,9115 -0,9036 -0,9051 -0,9165 -0,9274 -0,9186 -0,8662 -0,7517 -0,5692 -0,3265 -0,0422 0,2564 0,5350 0,7565 0,8936 0,9412 0,9190 0,8622 0,8074 0,7786 0,7862 0,8329 0,9185 1,0413 1,2034 1,4119 1,6693 1,9619 2,2596 2,5275
