Fp1   -2,4381 -2,2429 -1,9900 -1,7257 -1,4779 -1,2378 -0,9865 -0,7356 -0,5370 -0,4537 -0,5164 -0,7043 -0,9556 -1,1885 -1,3214 -1,2944 -1,0922 -0,7468 -0,3118 0,1679 0,6714 1,1931 1,7141 2,1835 2,5390 2,7429 2,7891 2,6906 2,4765 2,1930 1,8865 1,5804 1,2742 0,9615 0,6442 0,3350 0,0559 -0,1699 -0,3306 -0,4316 -0,4913 -0,5285 -0,5484 -0,5454 -0,5176 -0,4712 -0,4257 -0,4237 -0,5199 -0,7384 -1,0480 -1,3886 -1,7153 -2,0160 -2,2988 -2,5701 -2,8254 -3,0513 -3,2285 -3,3434 -3,4034 -3,4359 -3,4687 -3,5175 -3,5822 -3,6436 -3,6732 -3,6561 -3,5999 -3,5255 -3,4556 -3,4054 -3,3774 -3,3593 -3,3264 -3,2503 -3,1063 -2,8789 -2,5726 -2,2228 -1,8875 -1,6178 -1,4376 -1,3466 -1,3331 -1,3760 -1,4403 -1,4840 -1,4751 -1,4047 -1,2895 -1,1619 -1,0463 -0,9444 -0,8425 -0,7242 -0,5784 -0,4111 -0,2491 -0,1270 -0,0668 -0,0653 -0,0978 -0,1376 -0,1714 -0,1976 -0,2218 -0,2509 -0,2867 -0,3323 -0,4046 -0,5298 -0,7255 -0,9908 -1,3115 -1,6684 -2,0440 -2,4242 -2,8017 -3,1777 -3,5558 -3,9315 -4,2856 -4,5877 -4,8108 -4,9558 -5,0566 -5,1523 -5,2566 -5,3580 -5,4439 -5,5161 -5,5839 -5,6470 -5,6816 -5,6380 -5,4659 -5,1535 -4,7364 -4,2645 -3,7713 -3,2730 -2,7802 -2,2987 -1,8216 -1,3275 -0,7989 -0,2474 0,2803 0,7259 1,0602 1,3085 1,5384 1,8159 2,1655 2,5674 2,9874 3,3953 3,7631 4,0690 4,3085 4,4894 4,6122 4,6667 4,6503 4,5780 4,4712 4,3490 4,2415 4,1994 4,2734 4,4863 4,8213 5,2285 5,6509 6,0523 6,4117 6,6993 6,8759 6,9133 6,8097 6,5906 6,2972 5,9684 5,6278 5,2900 4,9704 4,6799 4,4076 4,1150 3,7560 3,3090 2,7874 2,2268 1,6722 1,1691 0,7469 0,4082 0,1358 -0,0967 -0,3179 -0,5534 -0,8175 -1,1051 -1,3957 -1,6663 -1,9039 -2,1139 -2,3183 -2,5412 -2,7875 -3,0255 -3,1915 -3,2268 -3,1213 -2,9190 -2,6831 -2,4626 -2,2872 -2,1725 -2,1201 -2,1125 -2,1097 -2,0507 -1,8733 -1,5534 -1,1336 -0,7047 -0,3536 -0,1233 -0,0104 0,0211 0,0196 0,0264 0,0670 0,1565 0,3075 0,5328 0,8416 1,2339 1,6907 2,1713 2,6299 3,0337 3,3635 3,6128 3,7892 3,9013 3,9413 3,8907 3,7426 3,5079 3,2133 2,9001 2,6198 2,4192 2,3300 2,3659 2,5197 2,7640 3,0616 3,3820 3,7036 4,0033 4,2509 4,4176 4,4864 4,4612 4,3664 4,2338 4,0874 3,9382 3,7870 3,6282 3,4567 3,2723 3,0826 2,9044 2,7589 2,6637 2,6279 2,6512 2,7231 2,8286 2,9624 3,1324 3,3412 3,5570 3,7060 3,7037 3,5004 3,1032 2,5738 2,0103 1,5111 1,1355 0,8926 0,7632 0,7232 0,7459 0,8032 0,8737 0,9433 0,9969 1,0164 0,9891 0,9136 0,8010 0,6683 0,5309 0,4032 0,3018 0,2378 0,2057 0,1896 0,1809 0,1788 0,1749 0,1492 0,0841 -0,0237 -0,1595 -0,2891 -0,3705 -0,3769 -0,3068 -0,1765 -0,0130 0,1526 0,2941 0,3909 0,4280 0,4088 0,3607 0,3156 0,2855 0,2596 0,2237 0,1773 0,1325 0,0995 0,0775 0,0591 0,0473 0,0630 0,1260 0,2283 0,3309 0,3944 0,4147 0,4308 0,4972 0,6463 0,8648 1,0988 1,2833 1,3769 1,3754 1,3057 1,2131 1,1410 1,1077 1,1011 1,0931 1,0550 0,9637 0,8052 0,5789 0,2955 -0,0286 -0,3746 -0,7183 -1,0394 -1,3345 -1,6102 -1,8583 -2,0506 -2,1594 -2,1728 -2,0948 -1,9406 -1,7296 -1,4798 -1,2121 -0,9589 -0,7605 -0,6508 -0,6471 -0,7462 -0,9264 -1,1550 -1,3907 -1,5831 -1,6844 -1,6686 -1,5430 -1,3411 -1,1087 -0,8879 -0,7024 -0,5546 -0,4361 -0,3402 -0,2687 -0,2287 -0,2242 -0,2506 -0,3002 -0,3622 -0,4127 -0,4203 -0,3741 -0,2999 -0,2418 -0,2311 -0,2671 -0,3277 -0,3930 -0,4560 -0,5188 -0,5911 -0,6867 -0,8152 -0,9743 -1,1467 -1,3075 -1,4362 -1,5162 -1,5297 -1,4713 -1,3646 -1,2536 -1,1767 -1,1535 -1,1905 -1,2853 -1,4207 -1,5615 -1,6649 -1,6986 -1,6618 -1,5867 -1,5116 -1,4511 -1,3917 -1,3087 -1,1883 -1,0412 -0,8857 -0,7213 -0,5348 -0,3315 -0,1488 -0,0419 -0,0537 -0,1885 -0,4123 -0,6705 -0,9091 -1,0869 -1,1811 -1,1909 -1,1385 -1,0586 -0,9812 -0,9213 -0,8820 -0,8665 -0,8825 -0,9305 -0,9912 -1,0244 -0,9861 -0,8521 -0,6337 -0,3759 -0,1371 0,0316 0,0932 0,0226 -0,1894 -0,5256 -0,9453 -1,4112 -1,9073 -2,4247 -2,9330 -3,3785 -3,7196 -3,9590 -4,1423 -4,3274 -4,5542 -4,8346 -5,1557 -5,4884 -5,7954 -6,0404 -6,1995 -6,2658 -6,2478 -6,1658 -6,0486 -5,9276 -5,8208 -5,7163 -5,5779 -5,3728 -5,0908 -4,7326 -4,2921 -3,7656 -3,1747 -2,5640 -1,9695 -1,3966 -0,8294 -0,2489 0,3623 1,0233 1,7487 2,5385 3,3692 4,1916 4,9470 5,5994 6,1510 6,6217 7,0199 7,3388 7,5710 7,7204 7,8015 7,8298 7,8174 7,7778 7,7242 7,6604 7,5808 7,4782 7,3431 7,1583 6,9018 6,5626 6,1491 5,6827 5,1873 4,6844 4,1920 3,7259 3,3082 2,9721 2,7450 2,6224 2,5691 2,5450 2,5250 2,4987 2,4645 2,4270 2,3959 2,3840 2,3978 2,4193 2,3991 2,2799 2,0372 1,6967 1,3100 0,9181 0,5348 0,1548 -0,2234 -0,5800 -0,8776 -1,0831 -1,1832 -1,1842 -1,1103 -1,0018 -0,9057 -0,8589 -0,8757 -0,9461 -1,0428 -1,1329 -1,1921 -1,2111 -1,1918 -1,1417 -1,0770 -1,0258 -1,0151 -1,0498 -1,1115 -1,1756 -1,2239 -1,2432 -1,2186 -1,1332
Fz    -2,6052 -2,3117 -2,0429 -1,8149 -1,6225 -1,4426 -1,2544 -1,0581 -0,8785 -0,7520 -0,7054 -0,7376 -0,8135 -0,8735 -0,8544 -0,7134 -0,4466 -0,0894 0,3039 0,6843 1,0228 1,3135 1,5636 1,7767 1,9484 2,0728 2,1443 2,1565 2,1071 2,0004 1,8427 1,6385 1,3934 1,1193 0,8350 0,5631 0,3243 0,1286 -0,0287 -0,1570 -0,2595 -0,3342 -0,3835 -0,4196 -0,4608 -0,5205 -0,6043 -0,7226 -0,8949 -1,1369 -1,4468 -1,8088 -2,2068 -2,6294 -3,0647 -3,4961 -3,9087 -4,2958 -4,6545 -4,9784 -5,2594 -5,4889 -5,6571 -5,7555 -5,7789 -5,7231 -5,5850 -5,3673 -5,0836 -4,7620 -4,4411 -4,1561 -3,9267 -3,7525 -3,6155 -3,4877 -3,3429 -3,1647 -2,9530 -2,7254 -2,5073 -2,3147 -2,1456 -1,9860 -1,8235 -1,6543 -1,4818 -1,3138 -1,1622 -1,0407 -0,9643 -0,9484 -1,0006 -1,1119 -1,2584 -1,4095 -1,5338 -1,6090 -1,6299 -1,6051 -1,5461 -1,4573 -1,3390 -1,1965 -1,0412 -0,8854 -0,7418 -0,6293 -0,5703 -0,5860 -0,6952 -0,9139 -1,2490 -1,6927 -2,2203 -2,7936 -3,3702 -3,9171 -4,4184 -4,8738 -5,2876 -5,6573 -5,9712 -6,2114 -6,3625 -6,4229 -6,4165 -6,3833 -6,3572 -6,3537 -6,3778 -6,4316 -6,5104 -6,5977 -6,6663 -6,6872 -6,6444 -6,5465 -6,4187 -6,2805 -6,1302 -5,9503 -5,7206 -5,4244 -5,0449 -4,5629 -3,9674 -3,2718 -2,5155 -1,7487 -1,0138 -0,3360 0,2799 0,8424 1,3590 1,8292 2,2522 2,6293 2,9585 3,2356 3,4628 3,6482 3,7987 3,9210 4,0315 4,1571 4,3250 4,5501 4,8381 5,1939 5,6180 6,0964 6,5991 7,0866 7,5208 7,8767 8,1421 8,3106 8,3811 8,3594 8,2538 8,0703 7,8184 7,5156 7,1844 6,8461 6,5161 6,1984 5,8795 5,5300 5,1204 4,6414 4,1093 3,5531 3,0049 2,4922 2,0267 1,5990 1,1880 0,7730 0,3419 -0,1083 -0,5685 -1,0180 -1,4347 -1,8058 -2,1328 -2,4318 -2,7276 -3,0392 -3,3662 -3,6803 -3,9306 -4,0656 -4,0629 -3,9387 -3,7310 -3,4806 -3,2239 -2,9867 -2,7803 -2,6037 -2,4456 -2,2830 -2,0873 -1,8428 -1,5634 -1,2869 -1,0497 -0,8712 -0,7543 -0,6925 -0,6781 -0,7045 -0,7545 -0,7907 -0,7606 -0,6178 -0,3423 0,0557 0,5442 1,0776 1,6060 2,0853 2,4830 2,7868 3,0071 3,1630 3,2602 3,2893 3,2399 3,1121 2,9230 2,7077 2,5119 2,3781 2,3324 2,3821 2,5218 2,7387 3,0123 3,3212 3,6522 3,9959 4,3378 4,6592 4,9447 5,1842 5,3664 5,4734 5,4860 5,3974 5,2212 4,9845 4,7173 4,4430 4,1767 3,9300 3,7141 3,5351 3,3927 3,2843 3,2085 3,1647 3,1519 3,1663 3,1974 3,2209 3,1972 3,0852 2,8638 2,5446 2,1673 1,7839 1,4391 1,1574 0,9424 0,7866 0,6785 0,6053 0,5528 0,5021 0,4288 0,3097 0,1363 -0,0779 -0,3041 -0,5137 -0,6921 -0,8416 -0,9718 -1,0869 -1,1851 -1,2661 -1,3329 -1,3840 -1,4106 -1,4053 -1,3707 -1,3153 -1,2462 -1,1615 -1,0486 -0,8924 -0,6870 -0,4408 -0,1734 0,0855 0,3001 0,4369 0,4719 0,3952 0,2165 -0,0347 -0,3222 -0,6177 -0,9055 -1,1793 -1,4378 -1,6824 -1,9139 -2,1249 -2,2923 -2,3798 -2,3504 -2,1851 -1,8962 -1,5277 -1,1366 -0,7652 -0,4296 -0,1334 0,1170 0,3114 0,4433 0,5182 0,5522 0,5620 0,5578 0,5421 0,5075 0,4370 0,3137 0,1340 -0,0876 -0,3270 -0,5639 -0,7900 -1,0077 -1,2262 -1,4588 -1,7175 -2,0063 -2,3191 -2,6389 -2,9411 -3,2014 -3,4053 -3,5454 -3,6158 -3,6150 -3,5487 -3,4258 -3,2592 -3,0725 -2,8989 -2,7696 -2,7020 -2,6963 -2,7409 -2,8196 -2,9133 -2,9987 -3,0520 -3,0566 -3,0058 -2,9018 -2,7553 -2,5869 -2,4242 -2,2953 -2,2186 -2,1954 -2,2105 -2,2394 -2,2579 -2,2474 -2,1995 -2,1171 -2,0094 -1,8858 -1,7567 -1,6348 -1,5300 -1,4481 -1,3913 -1,3620 -1,3679 -1,4151 -1,4945 -1,5857 -1,6729 -1,7499 -1,8129 -1,8545 -1,8698 -1,8652 -1,8531 -1,8412 -1,8374 -1,8609 -1,9372 -2,0801 -2,2809 -2,5137 -2,7500 -2,9671 -3,1500 -3,2895 -3,3821 -3,4330 -3,4498 -3,4314 -3,3670 -3,2461 -3,0634 -2,8211 -2,5332 -2,2246 -1,9206 -1,6437 -1,4197 -1,2798 -1,2536 -1,3522 -1,5559 -1,8197 -2,0939 -2,3390 -2,5278 -2,6433 -2,6786 -2,6364 -2,5276 -2,3701 -2,1893 -2,0132 -1,8682 -1,7746 -1,7416 -1,7613 -1,8077 -1,8442 -1,8373 -1,7747 -1,6761 -1,5827 -1,5356 -1,5638 -1,6818 -1,8911 -2,1810 -2,5344 -2,9323 -3,3544 -3,7752 -4,1637 -4,4921 -4,7513 -4,9600 -5,1562 -5,3781 -5,6482 -5,9687 -6,3224 -6,6763 -6,9921 -7,2439 -7,4266 -7,5499 -7,6274 -7,6705 -7,6868 -7,6757 -7,6214 -7,4941 -7,2637 -6,9198 -6,4771 -5,9619 -5,3960 -4,7938 -4,1672 -3,5239 -2,8588 -2,1537 -1,3918 -0,5708 0,2999 1,2081 2,1394 3,0724 3,9795 4,8333 5,6152 6,3232 6,9679 7,5560 8,0789 8,5173 8,8517 9,0746 9,1944 9,2272 9,1901 9,1048 8,9949 8,8742 8,7435 8,5965 8,4204 8,1924 7,8881 7,4996 7,0427 6,5456 6,0372 5,5451 5,0900 4,6760 4,2935 3,9354 3,6039 3,3036 3,0387 2,8182 2,6526 2,5414 2,4708 2,4236 2,3889 2,3636 2,3447 2,3209 2,2699 2,1683 2,0086 1,8042 1,5756 1,3345 1,0809 0,8095 0,5183 0,2164 -0,0759 -0,3363 -0,5519 -0,7272 -0,8838 -1,0500 -1,2464 -1,4775 -1,7313 -1,9856 -2,2149 -2,3942 -2,5025 -2,5292 -2,4796 -2,3775 -2,2615 -2,1720 -2,1331 -2,1387 -2,1584 -2,1590 -2,1221 -2,0442 -1,9289 -1,7845
F3    -2,4667 -2,2897 -2,0859 -1,8682 -1,6400 -1,3926 -1,1195 -0,8326 -0,5628 -0,3464 -0,2066 -0,1391 -0,1106 -0,0751 0,0066 0,1537 0,3580 0,5876 0,8044 0,9822 1,1145 1,2126 1,2929 1,3608 1,4073 1,4194 1,3869 1,3064 1,1890 1,0599 0,9443 0,8517 0,7737 0,6950 0,6047 0,4982 0,3727 0,2257 0,0608 -0,1052 -0,2489 -0,3535 -0,4147 -0,4420 -0,4573 -0,4848 -0,5427 -0,6455 -0,8068 -1,0313 -1,3097 -1,6267 -1,9744 -2,3514 -2,7512 -3,1577 -3,5569 -3,9468 -4,3305 -4,7012 -5,0411 -5,3282 -5,5435 -5,6812 -5,7491 -5,7573 -5,7102 -5,6075 -5,4498 -5,2452 -5,0130 -4,7739 -4,5400 -4,3112 -4,0777 -3,8246 -3,5372 -3,2101 -2,8567 -2,5129 -2,2234 -2,0163 -1,8868 -1,8026 -1,7288 -1,6484 -1,5631 -1,4801 -1,4017 -1,3279 -1,2650 -1,2283 -1,2295 -1,2636 -1,3123 -1,3554 -1,3770 -1,3725 -1,3503 -1,3233 -1,2987 -1,2757 -1,2483 -1,2121 -1,1704 -1,1345 -1,1226 -1,1516 -1,2271 -1,3471 -1,5151 -1,7412 -2,0300 -2,3713 -2,7426 -3,1198 -3,4864 -3,8336 -4,1580 -4,4609 -4,7439 -5,0018 -5,2198 -5,3817 -5,4834 -5,5403 -5,5830 -5,6368 -5,7018 -5,7566 -5,7814 -5,7722 -5,7364 -5,6788 -5,5954 -5,4767 -5,3207 -5,1438 -4,9734 -4,8259 -4,6906 -4,5330 -4,3136 -4,0033 -3,5857 -3,0525 -2,4102 -1,6908 -0,9451 -0,2217 0,4502 1,0645 1,6343 2,1807 2,7138 3,2230 3,6888 4,0995 4,4516 4,7446 4,9805 5,1649 5,3043 5,4072 5,4925 5,5883 5,7169 5,8852 6,0948 6,3536 6,6701 7,0399 7,4430 7,8475 8,2210 8,5392 8,7804 8,9202 8,9407 8,8386 8,6189 8,2917 7,8786 7,4148 6,9379 6,4804 6,0693 5,7239 5,4447 5,2046 4,9572 4,6615 4,2973 3,8638 3,3763 2,8601 2,3357 1,8112 1,2873 0,7639 0,2450 -0,2570 -0,7188 -1,1184 -1,4538 -1,7450 -2,0178 -2,2890 -2,5666 -2,8541 -3,1476 -3,4256 -3,6458 -3,7645 -3,7633 -3,6558 -3,4711 -3,2378 -2,9834 -2,7306 -2,4913 -2,2655 -2,0444 -1,8081 -1,5324 -1,2111 -0,8726 -0,5670 -0,3322 -0,1762 -0,0850 -0,0402 -0,0270 -0,0331 -0,0435 -0,0349 0,0267 0,1779 0,4436 0,8272 1,3086 1,8489 2,4027 2,9269 3,3847 3,7523 4,0273 4,2189 4,3311 4,3618 4,3145 4,2017 4,0440 3,8685 3,7041 3,5731 3,4867 3,4476 3,4576 3,5183 3,6241 3,7640 3,9319 4,1258 4,3372 4,5495 4,7432 4,8984 4,9975 5,0279 4,9851 4,8741 4,7068 4,4982 4,2627 4,0124 3,7596 3,5227 3,3221 3,1705 3,0705 3,0203 3,0174 3,0584 3,1360 3,2353 3,3315 3,3922 3,3823 3,2747 3,0629 2,7645 2,4153 2,0609 1,7475 1,5087 1,3538 1,2700 1,2317 1,2061 1,1593 1,0624 0,8976 0,6630 0,3746 0,0643 -0,2262 -0,4571 -0,6063 -0,6790 -0,6999 -0,6937 -0,6738 -0,6444 -0,6041 -0,5449 -0,4553 -0,3317 -0,1852 -0,0370 0,0905 0,1811 0,2332 0,2612 0,2862 0,3284 0,4027 0,5119 0,6396 0,7552 0,8266 0,8318 0,7671 0,6466 0,4906 0,3155 0,1314 -0,0549 -0,2389 -0,4195 -0,5989 -0,7734 -0,9236 -1,0166 -1,0191 -0,9133 -0,7052 -0,4223 -0,0975 0,2475 0,6008 0,9433 1,2408 1,4576 1,5769 1,6064 1,5688 1,4890 1,3862 1,2728 1,1538 1,0226 0,8636 0,6667 0,4370 0,1918 -0,0515 -0,2821 -0,4954 -0,6897 -0,8702 -1,0487 -1,2375 -1,4405 -1,6536 -1,8680 -2,0742 -2,2630 -2,4217 -2,5322 -2,5778 -2,5510 -2,4550 -2,3078 -2,1446 -2,0060 -1,9183 -1,8859 -1,8978 -1,9370 -1,9864 -2,0303 -2,0561 -2,0541 -2,0156 -1,9348 -1,8124 -1,6634 -1,5182 -1,4126 -1,3758 -1,4234 -1,5539 -1,7496 -1,9827 -2,2238 -2,4442 -2,6163 -2,7203 -2,7468 -2,6960 -2,5777 -2,4117 -2,2234 -2,0412 -1,8912 -1,7904 -1,7445 -1,7448 -1,7714 -1,8076 -1,8510 -1,9121 -2,0020 -2,1186 -2,2437 -2,3552 -2,4340 -2,4672 -2,4578 -2,4330 -2,4325 -2,4843 -2,5935 -2,7456 -2,9161 -3,0772 -3,2055 -3,2849 -3,3048 -3,2624 -3,1636 -3,0193 -2,8389 -2,6270 -2,3796 -2,0922 -1,7747 -1,4540 -1,1583 -0,9072 -0,7182 -0,6164 -0,6294 -0,7696 -1,0187 -1,3349 -1,6735 -1,9988 -2,2821 -2,4990 -2,6316 -2,6704 -2,6170 -2,4864 -2,3055 -2,1067 -1,9194 -1,7622 -1,6357 -1,5229 -1,4007 -1,2562 -1,0947 -0,9376 -0,8184 -0,7714 -0,8169 -0,9569 -1,1830 -1,4819 -1,8323 -2,2041 -2,5678 -2,9015 -3,1889 -3,4148 -3,5685 -3,6570 -3,7093 -3,7668 -3,8677 -4,0381 -4,2870 -4,6062 -4,9715 -5,3481 -5,6989 -5,9916 -6,2028 -6,3223 -6,3547 -6,3156 -6,2217 -6,0776 -5,8700 -5,5807 -5,2094 -4,7795 -4,3195 -3,8429 -3,3451 -2,8162 -2,2518 -1,6537 -1,0239 -0,3620 0,3345 1,0699 1,8498 2,6731 3,5226 4,3649 5,1617 5,8826 6,5158 7,0687 7,5542 7,9749 8,3230 8,5922 8,7876 8,9205 8,9954 9,0103 8,9729 8,9030 8,8194 8,7306 8,6377 8,5317 8,3875 8,1704 7,8549 7,4370 6,9367 6,3921 5,8501 5,3520 4,9185 4,5473 4,2283 3,9552 3,7220 3,5203 3,3445 3,1961 3,0806 3,0068 2,9837 3,0122 3,0838 3,1835 3,2902 3,3732 3,3960 3,3326 3,1780 2,9409 2,6269 2,2344 1,7638 1,2296 0,6651 0,1180 -0,3630 -0,7413 -0,9996 -1,1411 -1,1912 -1,1938 -1,1984 -1,2417 -1,3355 -1,4640 -1,5926 -1,6866 -1,7306 -1,7345 -1,7266 -1,7416 -1,8076 -1,9330 -2,0995 -2,2715 -2,4146 -2,5093 -2,5518 -2,5444 -2,4875
F7    -2,5358 -2,3362 -2,0983 -1,8451 -1,5865 -1,3237 -1,0600 -0,8061 -0,5823 -0,4162 -0,3306 -0,3267 -0,3762 -0,4322 -0,4472 -0,3863 -0,2387 -0,0230 0,2250 0,4671 0,6729 0,8273 0,9307 0,9863 0,9911 0,9441 0,8534 0,7344 0,6035 0,4760 0,3637 0,2736 0,2083 0,1727 0,1731 0,2088 0,2704 0,3431 0,4082 0,4536 0,4844 0,5151 0,5529 0,5910 0,6167 0,6234 0,6124 0,5844 0,5333 0,4504 0,3271 0,1561 -0,0657 -0,3365 -0,6473 -0,9808 -1,3168 -1,6388 -1,9316 -2,1768 -2,3582 -2,4744 -2,5448 -2,6027 -2,6762 -2,7706 -2,8709 -2,9509 -2,9847 -2,9604 -2,8896 -2,7965 -2,7012 -2,6100 -2,5159 -2,4029 -2,2503 -2,0412 -1,7775 -1,4892 -1,2252 -1,0320 -0,9324 -0,9182 -0,9594 -1,0187 -1,0610 -1,0632 -1,0210 -0,9446 -0,8497 -0,7555 -0,6800 -0,6302 -0,5986 -0,5693 -0,5309 -0,4868 -0,4523 -0,4386 -0,4446 -0,4643 -0,4986 -0,5544 -0,6345 -0,7275 -0,8140 -0,8833 -0,9365 -0,9806 -1,0297 -1,1075 -1,2357 -1,4194 -1,6436 -1,8833 -2,1147 -2,3215 -2,5000 -2,6617 -2,8235 -2,9945 -3,1718 -3,3421 -3,4867 -3,5971 -3,6869 -3,7801 -3,8868 -3,9962 -4,0916 -4,1646 -4,2160 -4,2462 -4,2490 -4,2115 -4,1222 -3,9816 -3,8012 -3,5859 -3,3243 -3,0002 -2,6072 -2,1463 -1,6216 -1,0426 -0,4284 0,1911 0,7799 1,3071 1,7565 2,1297 2,4455 2,7292 2,9953 3,2403 3,4595 3,6595 3,8523 4,0498 4,2664 4,5149 4,7931 5,0806 5,3536 5,5983 5,8096 5,9845 6,1292 6,2692 6,4381 6,6544 6,9104 7,1730 7,3989 7,5556 7,6278 7,6124 7,5209 7,3829 7,2294 7,0714 6,8966 6,6829 6,4088 6,0650 5,6630 5,2285 4,7789 4,3121 3,8158 3,2854 2,7259 2,1471 1,5663 1,0088 0,4925 0,0201 -0,4133 -0,8086 -1,1601 -1,4597 -1,7014 -1,8864 -2,0264 -2,1432 -2,2644 -2,4133 -2,5944 -2,7882 -2,9638 -3,0932 -3,1595 -3,1619 -3,1148 -3,0414 -2,9613 -2,8826 -2,8039 -2,7212 -2,6311 -2,5312 -2,4169 -2,2724 -2,0696 -1,7888 -1,4418 -1,0703 -0,7212 -0,4275 -0,2038 -0,0499 0,0417 0,0808 0,0829 0,0768 0,1040 0,2051 0,4001 0,6841 1,0370 1,4285 1,8230 2,1879 2,5005 2,7549 2,9664 3,1565 3,3272 3,4579 3,5239 3,5098 3,4161 3,2650 3,0988 2,9631 2,8881 2,8815 2,9322 3,0188 3,1183 3,2140 3,3007 3,3815 3,4589 3,5292 3,5846 3,6184 3,6258 3,5998 3,5292 3,4065 3,2318 3,0091 2,7440 2,4467 2,1335 1,8279 1,5580 1,3476 1,2102 1,1474 1,1461 1,1848 1,2452 1,3186 1,4008 1,4828 1,5442 1,5579 1,5062 1,3928 1,2419 1,0901 0,9711 0,8971 0,8550 0,8232 0,7903 0,7586 0,7363 0,7228 0,6952 0,6168 0,4634 0,2403 -0,0220 -0,2820 -0,5047 -0,6774 -0,8083 -0,9070 -0,9736 -1,0054 -1,0064 -0,9865 -0,9586 -0,9409 -0,9535 -1,0092 -1,1089 -1,2438 -1,3948 -1,5286 -1,6026 -1,5811 -1,4531 -1,2384 -0,9783 -0,7227 -0,5201 -0,4045 -0,3814 -0,4287 -0,5130 -0,6030 -0,6760 -0,7194 -0,7344 -0,7346 -0,7367 -0,7465 -0,7547 -0,7408 -0,6811 -0,5619 -0,3919 -0,2001 -0,0143 0,1586 0,3303 0,5090 0,6843 0,8339 0,9379 0,9884 0,9949 0,9834 0,9833 1,0092 1,0525 1,0900 1,0980 1,0620 0,9782 0,8486 0,6777 0,4760 0,2634 0,0633 -0,1078 -0,2471 -0,3637 -0,4720 -0,5854 -0,7141 -0,8630 -1,0269 -1,1833 -1,2979 -1,3429 -1,3096 -1,2043 -1,0425 -0,8523 -0,6760 -0,5552 -0,5101 -0,5286 -0,5792 -0,6324 -0,6724 -0,6959 -0,7062 -0,7026 -0,6764 -0,6170 -0,5230 -0,4036 -0,2744 -0,1520 -0,0528 0,0073 0,0101 -0,0607 -0,2055 -0,3985 -0,5972 -0,7661 -0,8871 -0,9548 -0,9738 -0,9583 -0,9236 -0,8730 -0,7963 -0,6905 -0,5746 -0,4703 -0,3802 -0,2998 -0,2409 -0,2301 -0,2874 -0,4126 -0,5891 -0,7943 -0,9993 -1,1682 -1,2722 -1,3084 -1,3011 -1,2836 -1,2787 -1,2910 -1,3129 -1,3365 -1,3586 -1,3762 -1,3851 -1,3892 -1,4013 -1,4291 -1,4629 -1,4808 -1,4627 -1,4033 -1,3163 -1,2225 -1,1333 -1,0479 -0,9686 -0,9135 -0,9122 -0,9858 -1,1320 -1,3320 -1,5628 -1,7965 -1,9950 -2,1190 -2,1475 -2,0837 -1,9437 -1,7477 -1,5182 -1,2782 -1,0465 -0,8342 -0,6443 -0,4729 -0,3140 -0,1626 -0,0193 0,1048 0,1882 0,2110 0,1675 0,0648 -0,0899 -0,2984 -0,5684 -0,9011 -1,2828 -1,6862 -2,0738 -2,4001 -2,6235 -2,7317 -2,7550 -2,7538 -2,7923 -2,9167 -3,1448 -3,4631 -3,8350 -4,2134 -4,5513 -4,8064 -4,9521 -4,9920 -4,9602 -4,9003 -4,8394 -4,7759 -4,6852 -4,5407 -4,3352 -4,0860 -3,8156 -3,5291 -3,2148 -2,8630 -2,4753 -2,0596 -1,6257 -1,1811 -0,7264 -0,2489 0,2741 0,8622 1,5114 2,1874 2,8425 3,4423 3,9817 4,4781 4,9493 5,3998 5,8177 6,1788 6,4583 6,6448 6,7393 6,7503 6,6980 6,6121 6,5169 6,4272 6,3540 6,3037 6,2668 6,2160 6,1231 5,9745 5,7693 5,5109 5,2078 4,8751 4,5277 4,1774 3,8406 3,5411 3,3018 3,1372 3,0518 3,0389 3,0764 3,1296 3,1671 3,1754 3,1607 3,1356 3,1006 3,0367 2,9179 2,7314 2,4842 2,1885 1,8489 1,4641 1,0338 0,5673 0,0926 -0,3419 -0,6830 -0,8924 -0,9564 -0,8876 -0,7231 -0,5184 -0,3297 -0,1987 -0,1491 -0,1893 -0,3110 -0,4872 -0,6772 -0,8402 -0,9546 -1,0269 -1,0862 -1,1644 -1,2747 -1,4077 -1,5438 -1,6602 -1,7303 -1,7270 -1,6348
