Fp1   0,2787 0,0039 -0,2734 -0,5192 -0,7282 -0,9104 -1,0741 -1,2208 -1,3473 -1,4451 -1,5068 -1,5336 -1,5315 -1,5039 -1,4492 -1,3635 -1,2401 -1,0671 -0,8310 -0,5300 -0,1829 0,1627 0,4344 0,5682 0,5497 0,4166 0,2277 0,0367 -0,1160 -0,2073 -0,2354 -0,2162 -0,1679 -0,0968 0,0080 0,1644 0,3836 0,6603 0,9720 1,2822 1,5483 1,7286 1,7965 1,7557 1,6390 1,4876 1,3413 1,2443 1,2431 1,3640 1,5989 1,9146 2,2696 2,6222 2,9303 3,1560 3,2790 3,3055 3,2646 3,1894 3,0965 2,9808 2,8343 2,6660 2,5018 2,3692 2,2828 2,2394 2,2252 2,2250 2,2190 2,1839 2,1077 1,9992 1,8818 1,7864 1,7491 1,8019 1,9520 2,1702 2,4046 2,6079 2,7508 2,8149 2,7827 2,6430 2,4091 2,1274 1,8545 1,6202 1,4092 1,1774 0,8913 0,5535 0,1921 -0,1630 -0,4892 -0,7756 -1,0264 -1,2538 -1,4631 -1,6432 -1,7692 -1,8144 -1,7653 -1,6262 -1,4112 -1,1398 -0,8390 -0,5452 -0,3013 -0,1411 -0,0718 -0,0719 -0,1021 -0,1205 -0,0973 -0,0283 0,0656 0,1583 0,2395 0,3160 0,3958 0,4750 0,5409 0,5841 0,6058 0,6128 0,6117 0,6052 0,5895 0,5557 0,5007 0,4445 0,4295 0,4990 0,6767 0,9616 1,3246 1,7167 2,0886 2,4079 2,6623 2,8556 3,0022 3,1266 3,2622 3,4452 3,7063 4,0584 4,4806 4,9145 5,2817 5,5216 5,6224 5,6246 5,5910 5,5724 5,5950 5,6657 5,7798 5,9271 6,1009 6,3004 6,5189 6,7331 6,9201 7,0827 7,2431 7,4055 7,5345 7,5754 7,4957 7,3021 7,0259 6,7000 6,3447 5,9570 5,5145 5,0030 4,4404 3,8724 3,3503 2,9105 2,5668 2,3170 2,1555 2,0741 2,0590 2,0932 2,1633 2,2525 2,3283 2,3535 2,3151 2,2385 2,1699 2,1404 2,1445 2,1499 2,1270 2,0717 2,0068 1,9676 1,9910 2,1070 2,3235 2,6135 2,9185 3,1648 3,2893 3,2666 3,1196 2,9051 2,6836 2,4976 2,3659 2,2845 2,2327 2,1941 2,1741 2,1905 2,2489 2,3294 2,3964 2,4162 2,3738 2,2800 2,1625 2,0447 1,9366 1,8433 1,7731 1,7389 1,7613 1,8636 2,0485 2,2824 2,5073 2,6681 2,7358 2,7184 2,6522 2,5743 2,5005 2,4323 2,3783 2,3566 2,3780 2,4314 2,4832 2,4856 2,3953 2,1969 1,9076 1,5670 1,2275 0,9490 0,7883 0,7774 0,9025 1,1134 1,3577 1,6099 1,8692 2,1357 2,3914 2,6019 2,7327 2,7573 2,6584 2,4391 2,1369 1,8191 1,5601 1,4206 1,4360 1,6114 1,9186 2,3007 2,6938 3,0550 3,3722 3,6517 3,8949 4,0854 4,1981 4,2192 4,1593 4,0531 3,9448 3,8597 3,7859 3,6923 3,5671 3,4280 3,3025 3,2044 3,1271 3,0527 2,9715 2,8991 2,8686 2,9043 3,0108 3,1883 3,4424 3,7688 4,1378 4,4972 4,7873 4,9584 4,9902 4,9003 4,7313 4,5273 4,3201 4,1254 3,9460 3,7769 3,6073 3,4202 3,2013 2,9596 2,7381 2,5913 2,5495 2,6079 2,7436 2,9320 3,1473 3,3549 3,5134 3,5926 3,5925 3,5440 3,4921 3,4727 3,4960 3,5420 3,5727 3,5536 3,4773 3,3672 3,2574 3,1736 3,1255 3,1053 3,0885 3,0419 2,9352 2,7532 2,5094 2,2524 2,0539 1,9851 2,0902 2,3672 2,7582 3,1644 3,4867 3,6632 3,6835 3,5851 3,4361 3,3089 3,2590 3,3062 3,4285 3,5794 3,7092 3,7748 3,7472 3,6204 3,4178 3,1815 2,9496 2,7438 2,5771 2,4689 2,4364 2,4685 2,5204 2,5412 2,5093 2,4481 2,4067 2,4212 2,4952 2,6102 2,7431 2,8730 2,9808 3,0470 3,0558 3,0089 2,9289 2,8426 2,7628 2,6916 2,6340 2,5990 2,5905 2,6027 2,6213 2,6309 2,6203 2,5823 2,5209 2,4631 2,4467 2,4910 2,5865 2,7108 2,8433 2,9666 3,0597 3,0952 3,0522 2,9386 2,7980 2,6900 2,6598 2,7223 2,8647 3,0588 3,2758 3,4912 3,6823 3,8274 3,9070 3,9020 3,7979 3,6028 3,3592 3,1377 3,0167 3,0554 3,2698 3,6220 4,0321 4,4090 4,6798 4,8058 4,7909 4,6817 4,5470 4,4454 4,4086 4,4458 4,5507 4,7026 4,8729 5,0352 5,1702 5,2685 5,3332 5,3699 5,3724 5,3188 5,1837 4,9662 4,7073 4,4731 4,3243 4,2990 4,4002 4,5947 4,8315 5,0632 5,2526 5,3765 5,4301 5,4280 5,3913 5,3269 5,2223 5,0671 4,8764 4,6816 4,4981 4,3011 4,0313 3,6297 3,0859 2,4623 1,8725 1,4249 1,1750 1,1139 1,1872 1,3247 1,4640 1,5615 1,5957 1,5745 1,5350 1,5156 1,5180 1,5055 1,4383 1,3090 1,1474 1,0039 0,9228 0,9212 0,9778 1,0415 1,0619 1,0218 0,9396 0,8491 0,7803 0,7540 0,7862 0,8947 1,0968 1,3976 1,7797 2,2063 2,6266 2,9811 3,2290 3,3801 3,4851 3,5927 3,7185 3,8388 3,9048 3,8685 3,7088 3,4432 3,1243 2,8163 2,5596 2,3617 2,2214 2,1439 2,1236 2,1324 2,1361 2,1126 2,0517 1,9546 1,8410 1,7535 1,7476 1,8661 2,1082 2,4220 2,7281 2,9457 3,0154 2,9185 2,6819 2,3620 2,0198 1,6995 1,4201 1,1765 0,9457 0,6959 0,3979 0,0400 -0,3605 -0,7605 -1,1120 -1,3862 -1,5782 -1,6956 -1,7619 -1,8262 -1,9447 -2,1448 -2,4145 -2,7147 -2,9971 -3,2210 -3,3631 -3,4183 -3,3966 -3,3212 -3,2278 -3,1566 -3,1331 -3,1491 -3,1654 -3,1340 -3,0271 -2,8550 -2,6579 -2,4791 -2,3398 -2,2332 -2,1306 -1,9926 -1,7867 -1,5102 -1,1983 -0,9022
Fz    0,6621 0,3698 -0,0097 -0,4736 -1,0090 -1,5811 -2,1262 -2,5695 -2,8492 -2,9353 -2,8460 -2,6444 -2,4073 -2,1887 -2,0053 -1,8424 -1,6690 -1,4527 -1,1770 -0,8515 -0,5094 -0,1984 0,0341 0,1673 0,2235 0,2481 0,2780 0,3308 0,4098 0,5053 0,5910 0,6314 0,6028 0,5202 0,4403 0,4290 0,5243 0,7269 1,0092 1,3280 1,6374 1,9043 2,1146 2,2665 2,3651 2,4246 2,4723 2,5456 2,6820 2,9013 3,1910 3,5097 3,8056 4,0366 4,1845 4,2584 4,2824 4,2765 4,2481 4,1967 4,1178 4,0016 3,8386 3,6336 3,4110 3,2063 3,0503 2,9567 2,9195 2,9186 2,9247 2,9098 2,8617 2,7906 2,7225 2,6893 2,7172 2,8177 2,9795 3,1679 3,3344 3,4382 3,4646 3,4218 3,3203 3,1597 2,9404 2,6775 2,3894 2,0768 1,7221 1,3032 0,8090 0,2497 -0,3454 -0,9401 -1,4929 -1,9565 -2,2922 -2,4866 -2,5541 -2,5299 -2,4574 -2,3698 -2,2740 -2,1506 -1,9707 -1,7156 -1,3825 -0,9868 -0,5695 -0,1904 0,1017 0,2970 0,4241 0,5231 0,6182 0,7086 0,7759 0,7989 0,7694 0,6955 0,5911 0,4650 0,3251 0,1922 0,1050 0,1039 0,2079 0,4101 0,6905 1,0263 1,3894 1,7448 2,0596 2,3159 2,5205 2,7006 2,8818 3,0666 3,2352 3,3632 3,4369 3,4605 3,4573 3,4653 3,5274 3,6809 3,9472 4,3250 4,7898 5,2984 5,8002 6,2538 6,6429 6,9768 7,2768 7,5567 7,8174 8,0553 8,2681 8,4507 8,5970 8,7082 8,7919 8,8527 8,8943 8,9275 8,9686 9,0224 9,0700 9,0746 8,9994 8,8235 8,5493 8,1998 7,8056 7,3867 6,9489 6,4993 6,0585 5,6582 5,3292 5,0888 4,9347 4,8471 4,7930 4,7313 4,6262 4,4691 4,2837 4,1004 3,9231 3,7336 3,5211 3,2986 3,0967 2,9492 2,8821 2,9094 3,0342 3,2494 3,5330 3,8413 4,1207 4,3398 4,5053 4,6406 4,7584 4,8540 4,9157 4,9400 4,9384 4,9314 4,9343 4,9476 4,9607 4,9655 4,9668 4,9792 5,0139 5,0683 5,1246 5,1511 5,1152 5,0054 4,8413 4,6545 4,4625 4,2600 4,0337 3,7880 3,5575 3,3923 3,3351 3,4060 3,5997 3,8890 4,2289 4,5623 4,8350 5,0127 5,0879 5,0711 4,9804 4,8437 4,7038 4,6016 4,5469 4,5122 4,4526 4,3238 4,0990 3,7816 3,4002 2,9951 2,6106 2,2928 2,0828 2,0046 2,0526 2,1958 2,4004 2,6471 2,9277 3,2325 3,5419 3,8238 4,0385 4,1450 4,1151 3,9541 3,7031 3,4198 3,1596 2,9707 2,8877 2,9209 3,0497 3,2297 3,4133 3,5726 3,7056 3,8280 3,9622 4,1262 4,3231 4,5325 4,7186 4,8604 4,9691 5,0615 5,1272 5,1396 5,0932 5,0146 4,9376 4,8770 4,8235 4,7535 4,6508 4,5208 4,3830 4,2552 4,1563 4,1137 4,1564 4,2941 4,5083 4,7599 4,9962 5,1626 5,2264 5,1921 5,0929 4,9696 4,8511 4,7404 4,6178 4,4626 4,2654 4,0161 3,6969 3,3044 2,8758 2,4820 2,1925 2,0480 2,0524 2,1768 2,3689 2,5686 2,7228 2,7985 2,7918 2,7279 2,6525 2,6137 2,6385 2,7229 2,8304 2,8986 2,8645 2,6992 2,4269 2,1182 1,8637 1,7412 1,7855 1,9706 2,2150 2,4165 2,4970 2,4311 2,2495 2,0190 1,8133 1,6848 1,6489 1,6872 1,7621 1,8344 1,8844 1,9254 1,9944 2,1253 2,3309 2,6014 2,9103 3,2173 3,4661 3,5940 3,5592 3,3635 3,0537 2,7007 2,3753 2,1315 1,9941 1,9530 1,9671 1,9765 1,9244 1,7810 1,5552 1,2865 1,0244 0,8108 0,6726 0,6215 0,6532 0,7443 0,8542 0,9368 0,9613 0,9324 0,8911 0,8918 0,9751 1,1516 1,3980 1,6672 1,9101 2,0861 2,1569 2,0935 1,8957 1,5962 1,2523 0,9315 0,6857 0,5292 0,4513 0,4441 0,5132 0,6651 0,8894 1,1542 1,4189 1,6560 1,8617 2,0479 2,2218 2,3742 2,4845 2,5407 2,5620 2,5915 2,6589 2,7564 2,8474 2,8879 2,8497 2,7400 2,6019 2,4948 2,4747 2,5826 2,8344 3,2135 3,6701 4,1296 4,5138 4,7669 4,8750 4,8702 4,8149 4,7744 4,7881 4,8502 4,9148 4,9225 4,8276 4,6166 4,3189 4,0034 3,7557 3,6443 3,6944 3,8774 4,1265 4,3760 4,5912 4,7641 4,8958 4,9955 5,0814 5,1710 5,2697 5,3662 5,4344 5,4407 5,3580 5,1800 4,9215 4,6071 4,2663 3,9404 3,6822 3,5333 3,4936 3,5112 3,4997 3,3741 3,0862 2,6459 2,1182 1,5938 1,1502 0,8286 0,6267 0,5063 0,4147 0,3089 0,1637 -0,0304 -0,2637 -0,5088 -0,7390 -0,9407 -1,1036 -1,2106 -1,2458 -1,2014 -1,0739 -0,8613 -0,5766 -0,2589 0,0361 0,2558 0,3598 0,3290 0,1775 -0,0468 -0,2756 -0,4363 -0,4706 -0,3539 -0,1021 0,2449 0,6414 1,0415 1,4069 1,7224 1,9988 2,2540 2,4953 2,7125 2,8828 2,9811 2,9855 2,8830 2,6817 2,4102 2,0987 1,7742 1,4776 1,2594 1,1444 1,1194 1,1518 1,2051 1,2419 1,2357 1,1871 1,1286 1,1105 1,1747 1,3312 1,5561 1,8064 2,0270 2,1602 2,1660 2,0400 1,8162 1,5514 1,2977 1,0829 0,9040 0,7281 0,5048 0,1913 -0,2263 -0,7300 -1,2819 -1,8417 -2,3759 -2,8563 -3,2622 -3,5913 -3,8628 -4,1011 -4,3189 -4,5163 -4,6818 -4,7927 -4,8254 -4,7748 -4,6637 -4,5348 -4,4339 -4,4006 -4,4597 -4,6107 -4,8251 -5,0562 -5,2523 -5,3678 -5,3750 -5,2711 -5,0725 -4,8011 -4,4770 -4,1118 -3,7056 -3,2636 -2,8227 -2,4482 -2,1950
F3    0,3854 0,0939 -0,2634 -0,7103 -1,2571 -1,8706 -2,4630 -2,9208 -3,1495 -3,1093 -2,8322 -2,4104 -1,9551 -1,5520 -1,2367 -1,0007 -0,8168 -0,6608 -0,5199 -0,3904 -0,2716 -0,1691 -0,0952 -0,0534 -0,0261 0,0109 0,0701 0,1536 0,2609 0,3865 0,5168 0,6320 0,7156 0,7713 0,8317 0,9369 1,1077 1,3361 1,5882 1,8128 1,9605 2,0068 1,9619 1,8583 1,7314 1,6149 1,5498 1,5862 1,7644 2,0899 2,5268 3,0118 3,4757 3,8622 4,1408 4,3081 4,3809 4,3806 4,3213 4,2092 4,0496 3,8524 3,6318 3,4073 3,2040 3,0484 2,9585 2,9352 2,9638 3,0174 3,0580 3,0479 2,9752 2,8671 2,7773 2,7577 2,8346 2,9994 3,2141 3,4218 3,5629 3,6027 3,5511 3,4514 3,3470 3,2568 3,1756 3,0826 2,9442 2,7226 2,3989 1,9813 1,4931 0,9631 0,4271 -0,0705 -0,4779 -0,7487 -0,8693 -0,8732 -0,8220 -0,7748 -0,7710 -0,8232 -0,9121 -0,9895 -1,0004 -0,9069 -0,6964 -0,3786 0,0130 0,4232 0,7956 1,0997 1,3376 1,5281 1,6869 1,8175 1,9057 1,9218 1,8368 1,6441 1,3675 1,0486 0,7245 0,4257 0,1874 0,0487 0,0381 0,1644 0,4226 0,7972 1,2551 1,7419 2,1949 2,5649 2,8339 3,0140 3,1254 3,1782 3,1724 3,1108 3,0052 2,8753 2,7470 2,6526 2,6291 2,7128 2,9300 3,2855 3,7529 4,2770 4,7947 5,2607 5,6626 6,0159 6,3475 6,6803 7,0248 7,3757 7,7099 7,9882 8,1726 8,2507 8,2417 8,1805 8,0979 8,0149 7,9485 7,9091 7,8903 7,8677 7,8127 7,7097 7,5637 7,3924 7,2103 7,0131 6,7789 6,4880 6,1413 5,7634 5,3956 5,0862 4,8753 4,7784 4,7729 4,7974 4,7739 4,6500 4,4262 4,1431 3,8422 3,5477 3,2739 3,0364 2,8528 2,7402 2,7088 2,7571 2,8739 3,0448 3,2533 3,4724 3,6662 3,8121 3,9114 3,9776 4,0212 4,0445 4,0480 4,0412 4,0390 4,0460 4,0451 4,0088 3,9257 3,8139 3,7046 3,6168 3,5539 3,5175 3,5085 3,5112 3,4890 3,4064 3,2545 3,0525 2,8321 2,6209 2,4373 2,2968 2,2169 2,2122 2,2914 2,4547 2,6898 2,9722 3,2703 3,5487 3,7766 3,9342 4,0112 4,0007 3,9039 3,7459 3,5804 3,4615 3,4042 3,3765 3,3242 3,2004 2,9856 2,6967 2,3756 2,0663 1,8006 1,5976 1,4673 1,4124 1,4260 1,4934 1,6075 1,7757 2,0042 2,2822 2,5852 2,8863 3,1537 3,3443 3,4201 3,3768 3,2488 3,0886 2,9452 2,8548 2,8376 2,8996 3,0331 3,2102 3,3869 3,5251 3,6124 3,6654 3,7151 3,7881 3,8895 3,9965 4,0765 4,1221 4,1621 4,2254 4,3004 4,3490 4,3522 4,3291 4,3132 4,3230 4,3496 4,3677 4,3600 4,3309 4,2944 4,2558 4,2149 4,1759 4,1434 4,1163 4,0910 4,0675 4,0430 4,0088 3,9623 3,9154 3,8876 3,8917 3,9299 3,9971 4,0840 4,1764 4,2455 4,2395 4,1018 3,8112 3,4038 2,9588 2,5641 2,2845 2,1417 2,1157 2,1686 2,2694 2,3970 2,5305 2,6491 2,7401 2,8051 2,8566 2,9078 2,9693 3,0434 3,1117 3,1388 3,0976 2,9882 2,8370 2,6853 2,5715 2,5153 2,5094 2,5232 2,5158 2,4534 2,3238 2,1422 1,9491 1,7929 1,7004 1,6588 1,6270 1,5653 1,4654 1,3621 1,3230 1,4168 1,6742 2,0667 2,5224 2,9616 3,3200 3,5488 3,6140 3,5098 3,2648 2,9329 2,5742 2,2425 1,9808 1,8179 1,7616 1,7889 1,8467 1,8746 1,8353 1,7257 1,5655 1,3848 1,2164 1,0857 1,0011 0,9535 0,9254 0,8978 0,8548 0,7948 0,7392 0,7242 0,7800 0,9194 1,1379 1,4151 1,7184 2,0105 2,2538 2,4104 2,4482 2,3529 2,1317 1,8139 1,4439 1,0632 0,7025 0,3974 0,2008 0,1635 0,3056 0,6016 0,9878 1,3913 1,7598 2,0751 2,3472 2,5943 2,8203 3,0068 3,1307 3,1928 3,2151 3,2123 3,1800 3,1056 2,9789 2,8026 2,6061 2,4406 2,3513 2,3600 2,4697 2,6764 2,9750 3,3507 3,7643 4,1496 4,4308 4,5543 4,5174 4,3682 4,1800 4,0163 3,9035 3,8282 3,7596 3,6748 3,5706 3,4640 3,3858 3,3649 3,4156 3,5335 3,6972 3,8751 4,0418 4,1937 4,3439 4,5076 4,6924 4,8977 5,1163 5,3364 5,5365 5,6804 5,7205 5,6132 5,3398 4,9173 4,3924 3,8299 3,3023 2,8748 2,5842 2,4257 2,3556 2,3088 2,2247 2,0676 1,8370 1,5671 1,3135 1,1302 1,0460 1,0491 1,0890 1,1021 1,0399 0,8813 0,6351 0,3363 0,0266 -0,2683 -0,5370 -0,7676 -0,9428 -1,0501 -1,0837 -1,0377 -0,9030 -0,6803 -0,3928 -0,0841 0,1947 0,3932 0,4733 0,4302 0,3025 0,1587 0,0692 0,0841 0,2185 0,4531 0,7483 1,0584 1,3363 1,5439 1,6723 1,7514 1,8317 1,9529 2,1190 2,2989 2,4476 2,5289 2,5299 2,4655 2,3618 2,2266 2,0511 1,8471 1,6560 1,5124 1,4202 1,3658 1,3319 1,2942 1,2241 1,1075 0,9634 0,8394 0,7823 0,8112 0,9168 1,0743 1,2456 1,3842 1,4530 1,4384 1,3503 1,2153 1,0644 0,9214 0,7896 0,6408 0,4260 0,1073 -0,3179 -0,8206 -1,3603 -1,9052 -2,4397 -2,9549 -3,4386 -3,8787 -4,2669 -4,5938 -4,8440 -5,0045 -5,0728 -5,0516 -4,9429 -4,7539 -4,5100 -4,2521 -4,0205 -3,8469 -3,7587 -3,7766 -3,9067 -4,1326 -4,4124 -4,6825 -4,8760 -4,9478 -4,8808 -4,6768 -4,3521 -3,9371 -3,4664 -2,9758 -2,5123 -2,1323 -1,8802
F7    0,8062 0,4665 0,0718 -0,3702 -0,8349 -1,2809 -1,6565 -1,9126 -2,0152 -1,9567 -1,7625 -1,4878 -1,1980 -0,9406 -0,7293 -0,5506 -0,3820 -0,2058 -0,0211 0,1540 0,2933 0,3725 0,3733 0,2992 0,1869 0,0881 0,0414 0,0585 0,1243 0,2079 0,2763 0,3022 0,2701 0,1854 0,0782 -0,0068 -0,0251 0,0534 0,2330 0,4895 0,7796 1,0555 1,2754 1,4069 1,4347 1,3693 1,2491 1,1333 1,0801 1,1206 1,2492 1,4348 1,6361 1,8149 1,9526 2,0558 2,1410 2,2149 2,2735 2,3121 2,3295 2,3259 2,3058 2,2818 2,2712 2,2852 2,3213 2,3640 2,3943 2,3966 2,3572 2,2647 2,1188 1,9375 1,7541 1,6094 1,5411 1,5721 1,7004 1,8948 2,1006 2,2627 2,3524 2,3768 2,3646 2,3431 2,3232 2,2983 2,2486 2,1472 1,9696 1,7063 1,3712 0,9971 0,6190 0,2640 -0,0410 -0,2670 -0,3995 -0,4540 -0,4679 -0,4806 -0,5189 -0,5907 -0,6834 -0,7651 -0,7953 -0,7437 -0,6041 -0,3944 -0,1509 0,0819 0,2657 0,3822 0,4351 0,4399 0,4129 0,3655 0,3031 0,2258 0,1316 0,0249 -0,0771 -0,1550 -0,2065 -0,2472 -0,2893 -0,3291 -0,3545 -0,3523 -0,3063 -0,2024 -0,0394 0,1688 0,4007 0,6370 0,8683 1,0975 1,3265 1,5401 1,7092 1,8160 1,8709 1,9003 1,9218 1,9473 2,0003 2,1129 2,3060 2,5767 2,8990 3,2344 3,5497 3,8307 4,0817 4,3132 4,5286 4,7201 4,8758 4,9920 5,0762 5,1416 5,2036 5,2767 5,3695 5,4806 5,5981 5,7086 5,8017 5,8612 5,8609 5,7753 5,5966 5,3440 5,0553 4,7666 4,4947 4,2321 3,9559 3,6463 3,2978 2,9221 2,5459 2,2064 1,9378 1,7569 1,6606 1,6341 1,6592 1,7164 1,7829 1,8319 1,8370 1,7811 1,6637 1,5014 1,3207 1,1515 1,0222 0,9520 0,9451 0,9903 1,0662 1,1524 1,2352 1,3016 1,3312 1,3054 1,2226 1,0961 0,9443 0,7930 0,6805 0,6434 0,6876 0,7749 0,8435 0,8459 0,7701 0,6373 0,4919 0,3862 0,3570 0,4066 0,5065 0,6179 0,7093 0,7628 0,7742 0,7441 0,6727 0,5645 0,4303 0,2829 0,1415 0,0374 0,0050 0,0658 0,2147 0,4139 0,6070 0,7500 0,8315 0,8630 0,8584 0,8316 0,8004 0,7774 0,7561 0,7133 0,6268 0,4885 0,3084 0,1139 -0,0608 -0,1917 -0,2732 -0,3082 -0,2940 -0,2278 -0,1290 -0,0410 0,0026 0,0088 0,0200 0,0849 0,2324 0,4576 0,7199 0,9557 1,1054 1,1390 1,0631 0,9120 0,7344 0,5829 0,5024 0,5175 0,6230 0,7849 0,9562 1,0971 1,1824 1,2008 1,1558 1,0680 0,9703 0,8958 0,8689 0,9029 0,9981 1,1364 1,2810 1,3928 1,4544 1,4742 1,4744 1,4823 1,5188 1,5846 1,6596 1,7186 1,7403 1,7096 1,6237 1,4961 1,3497 1,2073 1,0879 1,0093 0,9834 1,0117 1,0899 1,2138 1,3732 1,5440 1,6983 1,8200 1,9056 1,9581 1,9838 1,9836 1,9463 1,8561 1,7089 1,5173 1,3061 1,1069 0,9494 0,8505 0,8080 0,8080 0,8350 0,8792 0,9410 1,0275 1,1431 1,2827 1,4285 1,5549 1,6364 1,6524 1,5906 1,4530 1,2601 1,0507 0,8779 0,7955 0,8357 0,9880 1,1971 1,3900 1,5121 1,5443 1,4979 1,4016 1,2866 1,1746 1,0723 0,9764 0,8817 0,7868 0,6986 0,6396 0,6459 0,7477 0,9483 1,2174 1,5006 1,7413 1,8944 1,9275 1,8243 1,5983 1,2975 0,9871 0,7245 0,5474 0,4776 0,5230 0,6690 0,8703 1,0623 1,1885 1,2253 1,1926 1,1422 1,1247 1,1552 1,2104 1,2505 1,2415 1,1697 1,0474 0,9056 0,7844 0,7209 0,7363 0,8289 0,9833 1,1807 1,3960 1,5930 1,7330 1,7931 1,7764 1,7044 1,6024 1,4941 1,3969 1,3071 1,1994 1,0557 0,8944 0,7647 0,7170 0,7754 0,9297 1,1469 1,3870 1,6119 1,7885 1,8945 1,9222 1,8794 1,7924 1,7024 1,6447 1,6300 1,6493 1,6890 1,7369 1,7862 1,8398 1,9053 1,9860 2,0814 2,1940 2,3283 2,4837 2,6515 2,8188 2,9719 3,0958 3,1834 3,2446 3,3009 3,3705 3,4556 3,5352 3,5695 3,5144 3,3420 3,0578 2,7030 2,3407 2,0361 1,8409 1,7832 1,8648 2,0617 2,3348 2,6434 2,9518 3,2327 3,4743 3,6822 3,8701 4,0412 4,1772 4,2436 4,2061 4,0453 3,7678 3,4072 3,0072 2,6054 2,2352 1,9330 1,7328 1,6528 1,6853 1,7900 1,9037 1,9653 1,9406 1,8320 1,6689 1,4897 1,3196 1,1602 0,9988 0,8233 0,6268 0,4061 0,1667 -0,0730 -0,2919 -0,4773 -0,6240 -0,7312 -0,8088 -0,8791 -0,9601 -1,0433 -1,0897 -1,0538 -0,9118 -0,6714 -0,3633 -0,0336 0,2687 0,5121 0,6988 0,8597 1,0325 1,2374 1,4688 1,7051 1,9200 2,0846 2,1733 2,1819 2,1424 2,1100 2,1282 2,2013 2,2954 2,3652 2,3828 2,3435 2,2591 2,1501 2,0364 1,9239 1,8029 1,6631 1,5008 1,3116 1,0989 0,8898 0,7251 0,6264 0,5830 0,5729 0,5862 0,6231 0,6772 0,7260 0,7430 0,7200 0,6722 0,6228 0,5875 0,5701 0,5661 0,5684 0,5684 0,5509 0,4919 0,3671 0,1657 -0,1047 -0,4272 -0,7857 -1,1644 -1,5457 -1,9143 -2,2648 -2,6012 -2,9315 -3,2607 -3,5824 -3,8775 -4,1264 -4,3165 -4,4342 -4,4592 -4,3735 -4,1779 -3,8998 -3,5867 -3,2943 -3,0729 -2,9544 -2,9495 -3,0504 -3,2264 -3,4181 -3,5518 -3,5745 -3,4744 -3,2705 -2,9929 -2,6723 -2,3357 -2,0095 -1,7280 -1,5308 -1,4425
