Fp1   -3,2843 -2,8611 -2,2973 -1,6766 -1,0861 -0,5772 -0,1625 0,1614 0,3992 0,5590 0,6610 0,7428 0,8533 1,0320 1,2870 1,5904 1,8859 2,1020 2,1759 2,0887 1,8852 1,6620 1,5234 1,5321 1,6816 1,8970 2,0528 2,0109 1,6841 1,0943 0,3660 -0,3464 -0,9304 -1,3366 -1,5651 -1,6475 -1,6266 -1,5421 -1,4249 -1,3010 -1,1986 -1,1458 -1,1489 -1,1669 -1,1267 -0,9877 -0,7865 -0,6079 -0,5245 -0,5692 -0,7456 -1,0345 -1,3943 -1,7699 -2,1074 -2,3681 -2,5411 -2,6425 -2,7033 -2,7518 -2,8026 -2,8621 -2,9378 -3,0349 -3,1388 -3,2083 -3,1904 -3,0507 -2,7978 -2,4772 -2,1380 -1,8115 -1,5238 -1,3133 -1,2222 -1,2660 -1,4194 -1,6349 -1,8640 -2,0649 -2,2136 -2,3061 -2,3458 -2,3387 -2,3010 -2,2556 -2,2195 -2,2010 -2,2013 -2,2138 -2,2236 -2,2157 -2,1896 -2,1605 -2,1407 -2,1314 -2,1330 -2,1412 -2,1283 -2,0494 -1,8729 -1,5992 -1,2564 -0,8942 -0,5831 -0,3981 -0,3799 -0,5146 -0,7516 -1,0295 -1,2976 -1,5342 -1,7462 -1,9411 -2,1026 -2,1959 -2,1944 -2,0939 -1,9069 -1,6551 -1,3652 -1,0626 -0,7737 -0,5323 -0,3670 -0,2894 -0,3011 -0,4021 -0,5837 -0,8094 -1,0109 -1,1055 -1,0227 -0,7315 -0,2515 0,3598 1,0253 1,6608 2,2013 2,6392 3,0283 3,4370 3,8865 4,3305 4,6968 4,9448 5,0849 5,1676 5,2671 5,4550 5,7621 6,1616 6,5962 7,0297 7,4683 7,9320 8,4170 8,8872 9,2931 9,5932 9,7690 9,8348 9,8251 9,7627 9,6441 9,4578 9,2029 8,8983 8,5950 8,3712 8,3003 8,4154 8,6886 9,0367 9,3604 9,5865 9,6778 9,6249 9,4399 9,1496 8,7910 8,4139 8,0741 7,8111 7,6159 7,4256 7,1670 6,8126 6,3944 5,9679 5,5713 5,2131 4,8837 4,5633 4,2212 3,8278 3,3760 2,8797 2,3541 1,8057 1,2334 0,6318 0,0047 -0,6236 -1,2176 -1,7403 -2,1464 -2,3855 -2,4321 -2,3030 -2,0407 -1,6888 -1,2941 -0,9160 -0,6149 -0,4270 -0,3567 -0,3826 -0,4646 -0,5558 -0,6249 -0,6717 -0,7134 -0,7647 -0,8375 -0,9379 -1,0557 -1,1755 -1,2989 -1,4464 -1,6465 -1,9285 -2,3074 -2,7660 -3,2553 -3,7109 -4,0721 -4,2944 -4,3529 -4,2499 -4,0263 -3,7580 -3,5285 -3,3944 -3,3565 -3,3473 -3,2625 -3,0328 -2,6791 -2,2955 -1,9763 -1,7563 -1,6094 -1,4882 -1,3622 -1,2319 -1,1117 -1,0096 -0,9377 -0,9133 -0,9245 -0,9274 -0,8946 -0,8476 -0,8387 -0,9161 -1,0959 -1,3593 -1,6755 -2,0141 -2,3418 -2,6351 -2,9011 -3,1658 -3,4462 -3,7360 -4,0129 -4,2505 -4,4248 -4,5247 -4,5483 -4,4862 -4,3256 -4,0768 -3,7797 -3,4863 -3,2453 -3,0931 -3,0505 -3,1169 -3,2536 -3,3788 -3,3988 -3,2652 -3,0055 -2,6947 -2,3946 -2,1261 -1,8999 -1,7528 -1,7315 -1,8432 -2,0337 -2,2217 -2,3561 -2,4424 -2,5192 -2,6138 -2,7159 -2,7884 -2,8037 -2,7624 -2,6747 -2,5364 -2,3381 -2,0874 -1,8021 -1,4941 -1,1747 -0,8705 -0,6290 -0,5046 -0,5270 -0,6743 -0,8739 -1,0353 -1,0874 -1,0029 -0,8080 -0,5685 -0,3532 -0,2094 -0,1676 -0,2469 -0,4408 -0,7074 -0,9833 -1,2117 -1,3626 -1,4370 -1,4526 -1,4217 -1,3430 -1,2223 -1,0873 -0,9729 -0,9027 -0,8916 -0,9482 -1,0714 -1,2496 -1,4569 -1,6461 -1,7576 -1,7490 -1,6293 -1,4685 -1,3633 -1,3845 -1,5426 -1,7874 -2,0394 -2,2346 -2,3504 -2,3984 -2,4133 -2,4411 -2,5116 -2,6174 -2,7305 -2,8319 -2,9212 -3,0009 -3,0594 -3,0674 -2,9907 -2,8104 -2,5412 -2,2318 -1,9369 -1,6864 -1,4818 -1,3152 -1,1754 -1,0396 -0,8776 -0,6676 -0,3976 -0,0572 0,3620 0,8602 1,4216 2,0111 2,5797 3,0754 3,4513 3,6754 3,7352 3,6376 3,4156 3,1319 2,8499 2,5933 2,3424 2,0692 1,7670 1,4522 1,1529 0,9010 0,7275 0,6491 0,6528 0,6950 0,7227 0,7009 0,6334 0,5606 0,5407 0,6260 0,8391 1,1612 1,5431 1,9286 2,2630 2,4906 2,5610 2,4469 2,1551 1,7342 1,2779 0,8962 0,6680 0,6194 0,7275 0,9303 1,1445 1,2940 1,3392 1,2909 1,1915 1,0830 0,9913 0,9222 0,8690 0,8334 0,8354 0,8925 0,9961 1,1163 1,2263 1,3225 1,4270 1,5737 1,7831 2,0385 2,2814 2,4358 2,4436 2,2906 2,0170 1,7016 1,4207 1,2109 1,0649 0,9576 0,8707 0,8012 0,7615 0,7695 0,8318 0,9368 1,0593 1,1639 1,2108 1,1778 1,0736 0,9274 0,7774 0,6641 0,6160 0,6303 0,6657 0,6561 0,5412 0,2968 -0,0564 -0,4619 -0,8440 -1,1330 -1,2915 -1,3257 -1,2773 -1,1945 -1,0963 -0,9635 -0,7682 -0,5085 -0,2178 0,0488 0,2409 0,3400 0,3669 0,3727 0,4213 0,5600 0,7901 1,0687 1,3390 1,5621 1,7356 1,8972 2,1017 2,3816 2,7224 3,0735 3,3769 3,5928 3,7261 3,8300 3,9657 4,1624 4,4150 4,7064 5,0263 5,3740 5,7499 6,1529 6,5791 7,0068 7,3871 7,6650 7,8184 7,8689 7,8536 7,7956 7,7105 7,6256 7,5687 7,5413 7,5114 7,4322 7,2640 6,9848 6,5929 6,1026 5,5344 4,9083 4,2575 3,6322 3,0709 2,5777 2,1408 1,7652 1,4807 1,3180 1,2796 1,3333 1,4376 1,5610 1,6757 1,7614 1,8168 1,8489 1,8535 1,8131 1,7100 1,5437 1,3339 1,1027 0,8641 0,6444 0,4965 0,4640 0,5398 0,6776 0,8301 0,9567 1,0039 0,9100 0,6527 0,2838 -0,1006 -0,4296 -0,6977 -0,9472 -1,2147 -1,4926 -1,7415 -1,9311 -2,0552 -2,1128 -2,1021 -2,0436 -1,9904 -2,0036 -2,1171 -2,3220 -2,5748 -2,8235 -3,0374
Fz    -3,8561 -3,4689 -2,9379 -2,3321 -1,7188 -1,1388 -0,6064 -0,1278 0,2873 0,6254 0,8821 1,0751 1,2412 1,4138 1,6020 1,7877 1,9357 2,0022 1,9528 1,7896 1,5709 1,3979 1,3716 1,5450 1,8966 2,3343 2,7176 2,8974 2,7768 2,3654 1,7722 1,1331 0,5408 0,0318 -0,3942 -0,7533 -1,0569 -1,3042 -1,4925 -1,6345 -1,7635 -1,9160 -2,0971 -2,2532 -2,2931 -2,1599 -1,8820 -1,5457 -1,2315 -0,9820 -0,8124 -0,7216 -0,6929 -0,6982 -0,7048 -0,6839 -0,6188 -0,5095 -0,3722 -0,2247 -0,0722 0,0895 0,2587 0,4275 0,5931 0,7668 0,9703 1,2207 1,5100 1,8045 2,0712 2,2962 2,4706 2,5682 2,5495 2,3920 2,1110 1,7498 1,3614 0,9934 0,6748 0,4175 0,2314 0,1234 0,0850 0,0980 0,1483 0,2256 0,3199 0,4274 0,5573 0,7249 0,9321 1,1583 1,3691 1,5243 1,5850 1,5397 1,4281 1,3258 1,3013 1,3895 1,5895 1,8653 2,1507 2,3717 2,4838 2,4877 2,4135 2,3000 2,1788 2,0608 1,9400 1,8157 1,7075 1,6468 1,6584 1,7519 1,9267 2,1741 2,4800 2,8310 3,2053 3,5639 3,8651 4,0806 4,1893 4,1729 4,0339 3,8185 3,6137 3,5159 3,5993 3,8930 4,3753 4,9883 5,6516 6,2696 6,7627 7,1185 7,4038 7,7060 8,0587 8,4218 8,7272 8,9324 9,0340 9,0597 9,0649 9,1162 9,2572 9,4860 9,7729 10,1030 10,4917 10,9576 11,4878 12,0325 12,5227 12,8936 13,1071 13,1702 13,1285 13,0295 12,8943 12,7180 12,4800 12,1659 11,7998 11,4528 11,2072 11,1130 11,1627 11,2944 11,4269 11,4990 11,4813 11,3691 11,1773 10,9314 10,6583 10,3865 10,1457 9,9529 9,7875 9,5856 9,2815 8,8595 8,3647 7,8629 7,3951 6,9667 6,5638 6,1637 5,7323 5,2345 4,6566 4,0096 3,3142 2,5852 1,8268 1,0391 0,2337 -0,5597 -1,3041 -1,9654 -2,5020 -2,8618 -3,0080 -2,9433 -2,7023 -2,3322 -1,8861 -1,4215 -0,9909 -0,6300 -0,3529 -0,1498 0,0088 0,1585 0,3165 0,4679 0,5843 0,6480 0,6524 0,6059 0,5396 0,4882 0,4581 0,4220 0,3370 0,1622 -0,1253 -0,5175 -0,9768 -1,4471 -1,8730 -2,2153 -2,4519 -2,5761 -2,6042 -2,5807 -2,5608 -2,5791 -2,6185 -2,6016 -2,4313 -2,0673 -1,5697 -1,0646 -0,6624 -0,3964 -0,2229 -0,0655 0,1310 0,3696 0,6183 0,8436 1,0148 1,1117 1,1575 1,2112 1,3048 1,4071 1,4478 1,3646 1,1376 0,7883 0,3519 -0,1367 -0,6370 -1,1204 -1,5937 -2,0892 -2,6306 -3,2141 -3,8117 -4,3839 -4,8928 -5,3163 -5,6428 -5,8511 -5,9168 -5,8364 -5,6325 -5,3419 -5,0058 -4,6657 -4,3619 -4,1244 -3,9464 -3,7718 -3,5271 -3,1781 -2,7562 -2,3285 -1,9440 -1,6147 -1,3465 -1,1673 -1,1106 -1,1755 -1,3080 -1,4299 -1,4912 -1,4946 -1,4738 -1,4529 -1,4228 -1,3515 -1,2146 -1,0164 -0,7768 -0,5111 -0,2346 0,0246 0,2417 0,4138 0,5501 0,6507 0,6996 0,6756 0,5749 0,4308 0,3102 0,2834 0,3953 0,6526 1,0163 1,4091 1,7459 1,9583 2,0003 1,8548 1,5455 1,1317 0,6806 0,2419 -0,1588 -0,5102 -0,7968 -0,9858 -1,0407 -0,9545 -0,7622 -0,5129 -0,2402 0,0373 0,3061 0,5516 0,7546 0,8965 0,9755 1,0103 1,0191 0,9925 0,8905 0,6716 0,3244 -0,1197 -0,5970 -1,0409 -1,4162 -1,7268 -1,9930 -2,2305 -2,4469 -2,6338 -2,7651 -2,8170 -2,7874 -2,6921 -2,5455 -2,3446 -2,0680 -1,6942 -1,2232 -0,6911 -0,1636 0,2984 0,6725 0,9755 1,2358 1,4777 1,7219 1,9800 2,2447 2,5013 2,7499 3,0104 3,3127 3,6806 4,1134 4,5823 5,0434 5,4497 5,7545 5,9150 5,9020 5,7223 5,4277 5,0820 4,7146 4,3166 3,8775 3,4120 2,9549 2,5462 2,2263 2,0332 1,9855 2,0642 2,2152 2,3750 2,5013 2,5919 2,6785 2,8064 3,0163 3,3263 3,7236 4,1729 4,6300 5,0455 5,3614 5,5185 5,4764 5,2298 4,8169 4,3156 3,8180 3,3968 3,0929 2,9177 2,8525 2,8537 2,8728 2,8816 2,8847 2,9073 2,9731 3,0918 3,2535 3,4320 3,6061 3,7744 3,9429 4,1023 4,2299 4,3095 4,3442 4,3561 4,3731 4,4100 4,4511 4,4498 4,3503 4,1149 3,7418 3,2743 2,7903 2,3660 2,0355 1,7838 1,5742 1,3769 1,1867 1,0249 0,9192 0,8773 0,8858 0,9233 0,9612 0,9674 0,9272 0,8561 0,7888 0,7658 0,8243 0,9813 1,2199 1,4907 1,7242 1,8556 1,8509 1,7156 1,4891 1,2344 1,0174 0,8806 0,8304 0,8465 0,9068 1,0116 1,1849 1,4463 1,7834 2,1458 2,4621 2,6718 2,7594 2,7650 2,7655 2,8425 3,0443 3,3605 3,7310 4,0795 4,3495 4,5279 4,6537 4,7978 5,0162 5,3107 5,6288 5,8954 6,0524 6,0969 6,0870 6,0970 6,1721 6,3293 6,5808 6,9434 7,4244 8,0050 8,6460 9,3075 9,9490 10,5176 10,9590 11,2507 11,4144 11,4868 11,4887 11,4358 11,3595 11,2894 11,2185 11,0992 10,8750 10,5146 10,0197 9,4158 8,7397 8,0234 7,2853 6,5442 5,8339 5,1854 4,6051 4,0845 3,6243 3,2394 2,9459 2,7521 2,6619 2,6773 2,7847 2,9372 3,0774 3,1757 3,2349 3,2688 3,2867 3,2933 3,2958 3,3027 3,3083 3,2902 3,2401 3,1904 3,1880 3,2510 3,3693 3,5239 3,6800 3,7669 3,6919 3,4019 2,9312 2,3737 1,8125 1,2789 0,7675 0,2807 -0,1470 -0,4736 -0,6858 -0,7983 -0,8296 -0,7959 -0,7276 -0,6777 -0,7057 -0,8539 -1,1273 -1,4903 -1,8869 -2,2686
F3    -3,8232 -3,6437 -3,2740 -2,7791 -2,2366 -1,6995 -1,1898 -0,7190 -0,3031 0,0380 0,2927 0,4761 0,6362 0,8298 1,0841 1,3821 1,6742 1,8967 1,9991 1,9740 1,8711 1,7807 1,7909 1,9462 2,2320 2,5769 2,8576 2,9259 2,6784 2,1229 1,3771 0,5977 -0,0892 -0,6157 -0,9739 -1,2014 -1,3444 -1,4284 -1,4623 -1,4604 -1,4515 -1,4608 -1,4807 -1,4564 -1,3149 -1,0277 -0,6455 -0,2626 0,0481 0,2552 0,3442 0,3003 0,1184 -0,1807 -0,5438 -0,8967 -1,1719 -1,3360 -1,3935 -1,3648 -1,2646 -1,1061 -0,9118 -0,7059 -0,4969 -0,2712 -0,0046 0,3146 0,6679 1,0128 1,3110 1,5472 1,7170 1,8021 1,7720 1,6149 1,3578 1,0496 0,7347 0,4426 0,1875 -0,0228 -0,1781 -0,2768 -0,3409 -0,4065 -0,5024 -0,6423 -0,8255 -1,0371 -1,2499 -1,4374 -1,5876 -1,6986 -1,7685 -1,7999 -1,8092 -1,8078 -1,7772 -1,6790 -1,4903 -1,2189 -0,8911 -0,5453 -0,2356 -0,0189 0,0765 0,0640 -0,0222 -0,1429 -0,2624 -0,3604 -0,4309 -0,4607 -0,4152 -0,2494 0,0645 0,5191 1,0720 1,6551 2,1949 2,6368 2,9482 3,1091 3,1173 2,9933 2,7663 2,4618 2,1116 1,7710 1,5141 1,4145 1,5293 1,8843 2,4675 3,2381 4,1256 5,0208 5,8069 6,4254 6,9021 7,2957 7,6238 7,8415 7,8911 7,7601 7,4869 7,1369 6,7938 6,5501 6,4741 6,5786 6,8310 7,1988 7,6751 8,2576 8,9196 9,6096 10,2660 10,8277 11,2489 11,5184 11,6557 11,6777 11,5796 11,3476 10,9768 10,4894 9,9574 9,4934 9,1990 9,1147 9,2026 9,3688 9,5154 9,5845 9,5629 9,4650 9,3206 9,1667 9,0405 8,9746 8,9939 9,1029 9,2593 9,3709 9,3416 9,1344 8,7959 8,4194 8,0809 7,8007 7,5480 7,2634 6,8817 6,3609 5,7050 4,9556 4,1655 3,3792 2,6194 1,8805 1,1461 0,4153 -0,2922 -0,9410 -1,4787 -1,8501 -2,0301 -2,0370 -1,9125 -1,7029 -1,4638 -1,2632 -1,1621 -1,1877 -1,3224 -1,5099 -1,6775 -1,7636 -1,7471 -1,6583 -1,5591 -1,5098 -1,5477 -1,6688 -1,8267 -1,9708 -2,0903 -2,2178 -2,4023 -2,6777 -3,0366 -3,4294 -3,7922 -4,0756 -4,2566 -4,3313 -4,3038 -4,1886 -4,0264 -3,8841 -3,8279 -3,8869 -4,0282 -4,1548 -4,1470 -3,9376 -3,5628 -3,1318 -2,7428 -2,4237 -2,1381 -1,8300 -1,4717 -1,0870 -0,7279 -0,4367 -0,2400 -0,1476 -0,1303 -0,1276 -0,1018 -0,0725 -0,0997 -0,2406 -0,5166 -0,9122 -1,3968 -1,9294 -2,4569 -2,9394 -3,3824 -3,8256 -4,3034 -4,8164 -5,3294 -5,7830 -6,1163 -6,2945 -6,3140 -6,1835 -5,9203 -5,5603 -5,1515 -4,7371 -4,3498 -4,0096 -3,7249 -3,4912 -3,2830 -3,0538 -2,7636 -2,4162 -2,0677 -1,7867 -1,6016 -1,4904 -1,4236 -1,4043 -1,4564 -1,5819 -1,7391 -1,8714 -1,9583 -2,0315 -2,1392 -2,2999 -2,4859 -2,6494 -2,7621 -2,8283 -2,8635 -2,8650 -2,8131 -2,6907 -2,4868 -2,1938 -1,8199 -1,4034 -1,0076 -0,6915 -0,4749 -0,3238 -0,1682 0,0574 0,3847 0,8008 1,2457 1,6254 1,8469 1,8449 1,5918 1,1136 0,4990 -0,1299 -0,6726 -1,0839 -1,3696 -1,5599 -1,6803 -1,7298 -1,6833 -1,5258 -1,2813 -0,9997 -0,7272 -0,4968 -0,3308 -0,2393 -0,2182 -0,2480 -0,2900 -0,2924 -0,2140 -0,0599 0,1095 0,2144 0,2070 0,0945 -0,0709 -0,2283 -0,3494 -0,4505 -0,5693 -0,7387 -0,9717 -1,2498 -1,5284 -1,7646 -1,9385 -2,0509 -2,1038 -2,0861 -1,9773 -1,7648 -1,4530 -1,0633 -0,6326 -0,2003 0,2085 0,5827 0,9097 1,1742 1,3712 1,5085 1,5944 1,6418 1,6788 1,7440 1,8757 2,1058 2,4525 2,9147 3,4693 4,0689 4,6443 5,1161 5,4159 5,5182 5,4539 5,2790 5,0334 4,7337 4,3921 4,0261 3,6537 3,2884 2,9471 2,6604 2,4644 2,3740 2,3658 2,3924 2,4153 2,4336 2,4832 2,6147 2,8696 3,2575 3,7448 4,2631 4,7285 5,0581 5,1833 5,0628 4,6926 4,1087 3,3883 2,6481 2,0145 1,5788 1,3746 1,3790 1,5214 1,7042 1,8376 1,8755 1,8329 1,7688 1,7438 1,7840 1,8714 1,9646 2,0403 2,1168 2,2323 2,4053 2,6215 2,8502 3,0659 3,2595 3,4402 3,6225 3,8011 3,9376 3,9717 3,8498 3,5556 3,1279 2,6474 2,1923 1,7960 1,4461 1,1165 0,7990 0,5151 0,3049 0,1993 0,1981 0,2728 0,3860 0,4979 0,5689 0,5808 0,5548 0,5406 0,5929 0,7503 1,0155 1,3520 1,6983 1,9835 2,1466 2,1598 2,0353 1,8147 1,5583 1,3341 1,1932 1,1425 1,1447 1,1580 1,1803 1,2523 1,4179 1,6814 1,9960 2,2843 2,4747 2,5365 2,4941 2,4164 2,3909 2,4858 2,7167 3,0454 3,4079 3,7485 4,0418 4,2962 4,5367 4,7740 4,9890 5,1453 5,2125 5,1834 5,0928 5,0145 5,0170 5,1225 5,3152 5,5731 5,8910 6,2793 6,7443 7,2768 7,8526 8,4253 8,9203 9,2601 9,4106 9,4073 9,3282 9,2475 9,2205 9,2869 9,4551 9,6815 9,8791 9,9567 9,8529 9,5487 9,0642 8,4482 7,7480 6,9859 6,1752 5,3473 4,5400 3,7764 3,0746 2,4697 2,0081 1,7198 1,5980 1,6055 1,6992 1,8415 1,9960 2,1398 2,2777 2,4242 2,5794 2,7256 2,8384 2,9012 2,9126 2,8765 2,7969 2,7017 2,6579 2,7295 2,9224 3,1883 3,4654 3,6899 3,7768 3,6334 3,2236 2,6163 1,9443 1,3160 0,7682 0,2881 -0,1301 -0,4560 -0,6570 -0,7440 -0,7681 -0,7811 -0,8157 -0,9006 -1,0724 -1,3623 -1,7754 -2,2823 -2,8287 -3,3596 -3,8397
F7    -2,6842 -2,4725 -2,0916 -1,6011 -1,0738 -0,5667 -0,1184 0,2399 0,4860 0,6174 0,6570 0,6525 0,6729 0,7907 1,0444 1,4066 1,7794 2,0266 2,0352 1,7746 1,3156 0,7995 0,3746 0,1352 0,0990 0,2160 0,3810 0,4603 0,3524 0,0460 -0,3853 -0,8408 -1,2329 -1,4914 -1,5702 -1,4639 -1,2080 -0,8614 -0,4882 -0,1503 0,0972 0,2176 0,2121 0,1366 0,0820 0,1083 0,1990 0,2891 0,3231 0,2725 0,1211 -0,1357 -0,4777 -0,8648 -1,2563 -1,6232 -1,9473 -2,2153 -2,4205 -2,5662 -2,6673 -2,7505 -2,8441 -2,9589 -3,0783 -3,1680 -3,1936 -3,1390 -3,0157 -2,8539 -2,6819 -2,5145 -2,3605 -2,2376 -2,1714 -2,1688 -2,2002 -2,2185 -2,1866 -2,0920 -1,9481 -1,7794 -1,6032 -1,4387 -1,3239 -1,3071 -1,4210 -1,6681 -2,0218 -2,4316 -2,8329 -3,1683 -3,4112 -3,5685 -3,6619 -3,7186 -3,7691 -3,8263 -3,8634 -3,8313 -3,6978 -3,4620 -3,1459 -2,7959 -2,4824 -2,2752 -2,2064 -2,2574 -2,3761 -2,5008 -2,5875 -2,6345 -2,6704 -2,7094 -2,7246 -2,6696 -2,5224 -2,3009 -2,0430 -1,7855 -1,5565 -1,3716 -1,2408 -1,1736 -1,1670 -1,2026 -1,2676 -1,3653 -1,4978 -1,6412 -1,7409 -1,7265 -1,5362 -1,1425 -0,5665 0,1313 0,8635 1,5260 2,0301 2,3558 2,5685 2,7640 2,9888 3,2157 3,3933 3,5087 3,5955 3,7017 3,8679 4,1167 4,4380 4,7856 5,1049 5,3786 5,6407 5,9398 6,2911 6,6613 6,9943 7,2450 7,4006 7,4815 7,5232 7,5472 7,5458 7,4923 7,3611 7,1534 6,9250 6,7796 6,8192 7,0893 7,5527 8,1007 8,6002 8,9467 9,0882 9,0207 8,7772 8,4140 7,9951 7,5838 7,2429 7,0276 6,9551 6,9804 7,0206 7,0099 6,9323 6,8099 6,6698 6,5219 6,3590 6,1577 5,8772 5,4774 4,9440 4,2901 3,5391 2,7171 1,8556 0,9935 0,1773 -0,5448 -1,1358 -1,5709 -1,8221 -1,8665 -1,7174 -1,4294 -1,0635 -0,6653 -0,2800 0,0340 0,2224 0,2569 0,1399 -0,0954 -0,3875 -0,6620 -0,8628 -0,9787 -1,0386 -1,0916 -1,1880 -1,3497 -1,5482 -1,7289 -1,8597 -1,9540 -2,0608 -2,2422 -2,5404 -2,9505 -3,4176 -3,8558 -4,1765 -4,3155 -4,2469 -3,9937 -3,6335 -3,2771 -3,0237 -2,9225 -2,9551 -3,0356 -3,0461 -2,9074 -2,6352 -2,3300 -2,1076 -2,0277 -2,0726 -2,1776 -2,2800 -2,3531 -2,4003 -2,4323 -2,4627 -2,5010 -2,5245 -2,4839 -2,3545 -2,1696 -2,0045 -1,9349 -1,9981 -2,1840 -2,4556 -2,7613 -3,0435 -3,2679 -3,4469 -3,6210 -3,8205 -4,0482 -4,2855 -4,4987 -4,6467 -4,7010 -4,6494 -4,4783 -4,1740 -3,7488 -3,2476 -2,7320 -2,2661 -1,9082 -1,7048 -1,6761 -1,7898 -1,9542 -2,0593 -2,0402 -1,9083 -1,7242 -1,5450 -1,4027 -1,3282 -1,3723 -1,5828 -1,9573 -2,4195 -2,8509 -3,1591 -3,3188 -3,3589 -3,3243 -3,2408 -3,1091 -2,9267 -2,7069 -2,4703 -2,2278 -1,9837 -1,7443 -1,5110 -1,2773 -1,0455 -0,8482 -0,7449 -0,7854 -0,9660 -1,2196 -1,4419 -1,5345 -1,4400 -1,1572 -0,7425 -0,2872 0,1216 0,4232 0,5824 0,5898 0,4678 0,2639 0,0283 -0,2038 -0,4168 -0,6089 -0,7786 -0,9124 -0,9852 -0,9826 -0,9183 -0,8213 -0,7163 -0,6308 -0,6045 -0,6748 -0,8514 -1,1032 -1,3609 -1,5378 -1,5653 -1,4327 -1,1966 -0,9472 -0,7584 -0,6584 -0,6328 -0,6543 -0,7148 -0,8268 -0,9974 -1,2144 -1,4534 -1,6848 -1,8841 -2,0487 -2,1982 -2,3515 -2,5031 -2,6168 -2,6394 -2,5280 -2,2763 -1,9251 -1,5494 -1,2223 -0,9807 -0,8200 -0,7157 -0,6408 -0,5650 -0,4632 -0,3330 -0,1906 -0,0457 0,1121 0,3091 0,5758 0,9281 1,3563 1,8310 2,3104 2,7472 3,0957 3,3199 3,4108 3,3975 3,3281 3,2316 3,0989 2,9023 2,6313 2,3057 1,9621 1,6409 1,3839 1,2243 1,1664 1,1746 1,1888 1,1655 1,1103 1,0713 1,1077 1,2604 1,5289 1,8700 2,2179 2,5071 2,6859 2,7187 2,5816 2,2653 1,7868 1,2062 0,6283 0,1644 -0,1134 -0,1842 -0,0751 0,1462 0,3929 0,5906 0,6996 0,7249 0,7067 0,6955 0,7257 0,8008 0,9016 1,0164 1,1556 1,3308 1,5279 1,7128 1,8586 1,9606 2,0362 2,1133 2,2069 2,2933 2,3130 2,2054 1,9412 1,5377 1,0618 0,6098 0,2610 0,0432 -0,0602 -0,0769 -0,0247 0,0886 0,2597 0,4815 0,7378 1,0137 1,3028 1,5930 1,8537 2,0538 2,1818 2,2438 2,2590 2,2577 2,2675 2,2942 2,3142 2,2840 2,1647 1,9462 1,6513 1,3260 1,0261 0,7985 0,6611 0,5940 0,5546 0,5133 0,4838 0,5130 0,6349 0,8361 1,0617 1,2462 1,3443 1,3478 1,2882 1,2266 1,2328 1,3491 1,5672 1,8399 2,1138 2,3516 2,5403 2,6956 2,8552 3,0524 3,2848 3,5102 3,6730 3,7398 3,7285 3,7055 3,7399 3,8600 4,0535 4,2948 4,5693 4,8771 5,2170 5,5773 5,9397 6,2743 6,5321 6,6636 6,6552 6,5443 6,3910 6,2418 6,1323 6,1022 6,1768 6,3362 6,5144 6,6284 6,6097 6,4258 6,0908 5,6543 5,1662 4,6518 4,1256 3,6136 3,1430 2,7217 2,3447 2,0134 1,7419 1,5464 1,4263 1,3565 1,3066 1,2589 1,2044 1,1430 1,0891 1,0575 1,0427 1,0180 0,9534 0,8393 0,6905 0,5249 0,3519 0,2004 0,1369 0,2229 0,4600 0,7920 1,1441 1,4391 1,5852 1,4926 1,1375 0,6024 0,0268 -0,4806 -0,8865 -1,2195 -1,5161 -1,7721 -1,9503 -2,0257 -2,0009 -1,8885 -1,7059 -1,4975 -1,3441 -1,3351 -1,5263 -1,9133 -2,4333 -2,9985 -3,5394
