Fp1   -0,0435 -0,3398 -0,7007 -1,0716 -1,4018 -1,6518 -1,7974 -1,8362 -1,7937 -1,7127 -1,6264 -1,5416 -1,4422 -1,3027 -1,1036 -0,8401 -0,5205 -0,1598 0,2223 0,6032 0,9606 1,2747 1,5311 1,7230 1,8462 1,8874 1,8274 1,6623 1,4212 1,1557 0,9124 0,7188 0,5832 0,5018 0,4691 0,4817 0,5280 0,5785 0,5933 0,5430 0,4317 0,3006 0,1932 0,1141 0,0321 -0,0813 -0,2330 -0,4187 -0,6300 -0,8474 -1,0373 -1,1627 -1,2029 -1,1623 -1,0630 -0,9308 -0,7876 -0,6515 -0,5386 -0,4608 -0,4159 -0,3851 -0,3470 -0,2906 -0,2157 -0,1232 0,0002 0,1850 0,4502 0,7694 1,0713 1,2802 1,3648 1,3497 1,2868 1,2226 1,1799 1,1582 1,1425 1,1157 1,0664 0,9951 0,9154 0,8417 0,7725 0,6985 0,6205 0,5500 0,5000 0,4792 0,4875 0,5185 0,5641 0,6170 0,6713 0,7222 0,7638 0,7845 0,7688 0,7047 0,5868 0,4146 0,1903 -0,0781 -0,3683 -0,6447 -0,8767 -1,0519 -1,1645 -1,2073 -1,1799 -1,0950 -0,9797 -0,8743 -0,8174 -0,8274 -0,8917 -0,9708 -1,0130 -0,9731 -0,8273 -0,5838 -0,2824 0,0255 0,3012 0,5314 0,7260 0,9089 1,1037 1,3204 1,5579 1,8160 2,0976 2,3956 2,6811 2,9024 3,0037 2,9567 2,7810 2,5362 2,2937 2,1111 2,0153 1,9974 2,0191 2,0306 1,9981 1,9282 1,8675 1,8717 1,9751 2,1783 2,4535 2,7597 3,0615 3,3392 3,5876 3,8073 3,9951 4,1383 4,2144 4,1982 4,0785 3,8719 3,6186 3,3645 3,1401 2,9509 2,7852 2,6312 2,4846 2,3420 2,1940 2,0332 1,8700 1,7367 1,6586 1,6184 1,5667 1,4785 1,3796 1,3178 1,3225 1,3908 1,4974 1,6107 1,7034 1,7561 1,7626 1,7351 1,7005 1,6842 1,6930 1,7117 1,7145 1,6772 1,5820 1,4205 1,1989 0,9378 0,6665 0,4244 0,2630 0,2341 0,3665 0,6462 1,0148 1,3920 1,7050 1,9121 2,0105 2,0239 1,9788 1,8921 1,7754 1,6413 1,5008 1,3626 1,2346 1,1184 1,0065 0,8936 0,7868 0,6915 0,5936 0,4727 0,3273 0,1747 0,0249 -0,1286 -0,2990 -0,4976 -0,7316 -1,0026 -1,3099 -1,6510 -2,0126 -2,3610 -2,6494 -2,8321 -2,8737 -2,7479 -2,4405 -1,9652 -1,3718 -0,7309 -0,1064 0,4610 0,9569 1,3838 1,7519 2,0764 2,3723 2,6422 2,8702 3,0289 3,0981 3,0802 2,9913 2,8438 2,6445 2,4055 2,1487 1,9021 1,6964 1,5629 1,5179 1,5392 1,5629 1,5153 1,3539 1,0937 0,8091 0,5982 0,5280 0,5989 0,7486 0,8814 0,9031 0,7508 0,4144 -0,0522 -0,5516 -0,9958 -1,3476 -1,6150 -1,8166 -1,9548 -2,0207 -2,0160 -1,9568 -1,8551 -1,7060 -1,4959 -1,2134 -0,8594 -0,4595 -0,0622 0,2803 0,5277 0,6540 0,6511 0,5354 0,3408 0,0970 -0,1839 -0,4951 -0,8109 -1,0838 -1,2743 -1,3776 -1,4096 -1,3769 -1,2817 -1,1499 -1,0285 -0,9500 -0,9100 -0,8754 -0,8101 -0,6979 -0,5514 -0,4010 -0,2732 -0,1772 -0,1042 -0,0396 0,0220 0,0746 0,1169 0,1633 0,2310 0,3211 0,4194 0,5139 0,6060 0,7050 0,8121 0,9138 0,9893 1,0260 1,0348 1,0466 1,0875 1,1581 1,2360 1,2846 1,2597 1,1254 0,8733 0,5286 0,1484 -0,1921 -0,4358 -0,5732 -0,6289 -0,6275 -0,5809 -0,4951 -0,3811 -0,2608 -0,1587 -0,0965 -0,0935 -0,1571 -0,2682 -0,3903 -0,4948 -0,5716 -0,6210 -0,6437 -0,6436 -0,6397 -0,6629 -0,7311 -0,8348 -0,9481 -1,0391 -1,0743 -1,0283 -0,8909 -0,6601 -0,3402 0,0442 0,4438 0,7985 1,0622 1,2192 1,2826 1,2782 1,2312 1,1578 1,0670 0,9674 0,8708 0,7935 0,7586 0,7865 0,8746 0,9919 1,0990 1,1681 1,1843 1,1429 1,0559 0,9466 0,8254 0,6785 0,4838 0,2445 0,0185 -0,0963 -0,0297 0,2061 0,5290 0,8416 1,0770 1,2153 1,2784 1,3162 1,3853 1,5202 1,7211 1,9688 2,2383 2,4987 2,7137 2,8498 2,8842 2,8185 2,6827 2,5155 2,3398 2,1658 2,0107 1,9033 1,8647 1,8832 1,9208 1,9492 1,9731 2,0148 2,0894 2,1964 2,3192 2,4255 2,4801 2,4630 2,3729 2,2154 2,0007 1,7541 1,5205 1,3489 1,2611 1,2371 1,2323 1,2052 1,1325 1,0091 0,8438 0,6560 0,4729 0,3227 0,2238 0,1797 0,1841 0,2254 0,2869 0,3527 0,4136 0,4588 0,4703 0,4389 0,3805 0,3230 0,2746 0,2159 0,1204 -0,0262 -0,2244 -0,4614 -0,7044 -0,9096 -1,0537 -1,1505 -1,2324 -1,3312 -1,4712 -1,6596 -1,8796 -2,0967 -2,2739 -2,3839 -2,4174 -2,3871 -2,3238 -2,2632 -2,2283 -2,2232 -2,2380 -2,2546 -2,2496 -2,1987 -2,0901 -1,9352 -1,7665 -1,6253 -1,5395 -1,5015 -1,4633 -1,3637 -1,1709 -0,9041 -0,6209 -0,3904 -0,2688 -0,2846 -0,4370 -0,6950 -0,9997 -1,2855 -1,4989 -1,6033 -1,5773 -1,4166 -1,1399 -0,7937 -0,4386 -0,1190 0,1611 0,4343 0,7416 1,0941 1,4504 1,7292 1,8529 1,7892 1,5634 1,2407 0,8948 0,5881 0,3716 0,2900 0,3732 0,6173 0,9798 1,3924 1,7811 2,0879 2,2854 2,3776 2,3909 2,3655 2,3389 2,3182 2,2725 2,1651 1,9844 1,7394 1,4443 1,1194 0,7930 0,4934 0,2455 0,0767 0,0087 0,0332 0,1008 0,1485 0,1425 0,0948 0,0493 0,0537 0,1317 0,2694 0,4258 0,5568 0,6305 0,6317 0,5626 0,4340 0,2527 0,0203 -0,2656 -0,6124 -1,0268 -1,5019 -2,0062 -2,4847 -2,8736 -3,1195 -3,1967 -3,1166 -2,9235 -2,6714 -2,4034 -2,1562 -1,9732 -1,8959
Fz    -0,0407 -0,3733 -0,7140 -1,0295 -1,3054 -1,5341 -1,7073 -1,8185 -1,8729 -1,8902 -1,8949 -1,9036 -1,9172 -1,9172 -1,8678 -1,7307 -1,4838 -1,1275 -0,6840 -0,1891 0,3197 0,8077 1,2443 1,6057 1,8754 2,0412 2,1010 2,0753 2,0048 1,9274 1,8585 1,7909 1,7082 1,5971 1,4554 1,2918 1,1159 0,9290 0,7230 0,4900 0,2387 0,0024 -0,1784 -0,2867 -0,3336 -0,3363 -0,3092 -0,2709 -0,2436 -0,2429 -0,2679 -0,3009 -0,3165 -0,2917 -0,2150 -0,0971 0,0281 0,1202 0,1472 0,0929 -0,0382 -0,2203 -0,4153 -0,5796 -0,6701 -0,6560 -0,5273 -0,2930 0,0218 0,3733 0,7015 0,9482 1,0824 1,1085 1,0546 0,9546 0,8327 0,6960 0,5445 0,3881 0,2515 0,1579 0,1151 0,1175 0,1587 0,2350 0,3424 0,4726 0,6197 0,7803 0,9421 1,0809 1,1767 1,2269 1,2428 1,2385 1,2254 1,2124 1,2046 1,1996 1,1841 1,1373 1,0395 0,8781 0,6567 0,4007 0,1435 -0,0900 -0,2834 -0,4246 -0,5074 -0,5310 -0,5005 -0,4290 -0,3360 -0,2397 -0,1503 -0,0715 -0,0025 0,0638 0,1385 0,2297 0,3361 0,4503 0,5651 0,6783 0,7921 0,9143 1,0563 1,2264 1,4294 1,6726 1,9646 2,3034 2,6701 3,0320 3,3518 3,5984 3,7587 3,8388 3,8578 3,8366 3,7921 3,7394 3,6907 3,6542 3,6403 3,6679 3,7578 3,9204 4,1487 4,4230 4,7194 5,0150 5,2887 5,5229 5,7107 5,8548 5,9575 6,0165 6,0330 6,0195 5,9938 5,9689 5,9533 5,9505 5,9508 5,9291 5,8601 5,7356 5,5617 5,3425 5,0694 4,7303 4,3295 3,8936 3,4586 3,0526 2,6974 2,4202 2,2505 2,2044 2,2714 2,4134 2,5764 2,7052 2,7560 2,7049 2,5580 2,3502 2,1321 1,9501 1,8299 1,7711 1,7507 1,7308 1,6716 1,5507 1,3734 1,1655 0,9580 0,7784 0,6491 0,5891 0,6119 0,7183 0,8914 1,1042 1,3303 1,5470 1,7367 1,8887 1,9986 2,0684 2,1058 2,1227 2,1285 2,1294 2,1319 2,1419 2,1525 2,1418 2,0818 1,9460 1,7126 1,3781 0,9694 0,5330 0,1074 -0,2891 -0,6551 -1,0060 -1,3692 -1,7651 -2,1909 -2,6186 -3,0062 -3,3132 -3,5108 -3,5832 -3,5273 -3,3460 -3,0411 -2,6157 -2,0835 -1,4756 -0,8376 -0,2223 0,3231 0,7686 1,1096 1,3671 1,5729 1,7506 1,9099 2,0525 2,1803 2,2978 2,4060 2,4964 2,5541 2,5672 2,5325 2,4571 2,3541 2,2377 2,1243 2,0281 1,9465 1,8529 1,7139 1,5201 1,3045 1,1280 1,0381 1,0404 1,1036 1,1811 1,2267 1,2029 1,0884 0,8883 0,6327 0,3579 0,0852 -0,1796 -0,4353 -0,6802 -0,9157 -1,1464 -1,3683 -1,5638 -1,7104 -1,7950 -1,8180 -1,7933 -1,7416 -1,6787 -1,6089 -1,5328 -1,4574 -1,3943 -1,3513 -1,3297 -1,3296 -1,3566 -1,4142 -1,4889 -1,5494 -1,5716 -1,5637 -1,5556 -1,5666 -1,5911 -1,6070 -1,5862 -1,4983 -1,3146 -1,0178 -0,6186 -0,1629 0,2824 0,6572 0,9282 1,0934 1,1731 1,1895 1,1562 1,0865 1,0067 0,9516 0,9483 1,0074 1,1261 1,2955 1,5055 1,7445 1,9963 2,2398 2,4529 2,6197 2,7370 2,8139 2,8621 2,8857 2,8845 2,8579 2,8015 2,7081 2,5775 2,4228 2,2711 2,1563 2,1015 2,1075 2,1603 2,2395 2,3220 2,3904 2,4308 2,4242 2,3515 2,2071 1,9996 1,7480 1,4814 1,2357 1,0414 0,9117 0,8347 0,7769 0,6986 0,5698 0,3814 0,1531 -0,0726 -0,2503 -0,3482 -0,3518 -0,2662 -0,1132 0,0839 0,3084 0,5407 0,7529 0,9198 1,0355 1,1164 1,1862 1,2568 1,3259 1,3862 1,4374 1,4923 1,5700 1,6820 1,8246 1,9766 2,1041 2,1744 2,1751 2,1197 2,0314 1,9281 1,8227 1,7243 1,6326 1,5400 1,4437 1,3570 1,3170 1,3726 1,5483 1,8227 2,1439 2,4556 2,7122 2,8864 2,9768 3,0124 3,0457 3,1278 3,2836 3,5046 3,7592 4,0054 4,2044 4,3266 4,3588 4,3110 4,2129 4,0943 3,9696 3,8419 3,7170 3,6082 3,5285 3,4823 3,4668 3,4831 3,5414 3,6503 3,8033 3,9741 4,1198 4,1944 4,1722 4,0609 3,8881 3,6777 3,4454 3,2099 2,9968 2,8262 2,6978 2,5926 2,4929 2,3937 2,2958 2,1951 2,0891 1,9897 1,9217 1,9101 1,9658 2,0763 2,2092 2,3275 2,4027 2,4206 2,3775 2,2706 2,0947 1,8520 1,5672 1,2818 1,0301 0,8203 0,6387 0,4725 0,3174 0,1693 0,0257 -0,1091 -0,2366 -0,3738 -0,5451 -0,7695 -1,0505 -1,3743 -1,7147 -2,0412 -2,3296 -2,5698 -2,7633 -2,9187 -3,0463 -3,1532 -3,2347 -3,2766 -3,2647 -3,1944 -3,0714 -2,9111 -2,7357 -2,5660 -2,4141 -2,2851 -2,1760 -2,0688 -1,9292 -1,7203 -1,4238 -1,0533 -0,6499 -0,2663 0,0489 0,2629 0,3673 0,3806 0,3421 0,2970 0,2864 0,3417 0,4821 0,7117 1,0131 1,3487 1,6727 1,9517 2,1810 2,3828 2,5851 2,7991 3,0096 3,1871 3,3069 3,3616 3,3583 3,3096 3,2284 3,1296 3,0284 2,9439 2,8980 2,9044 2,9610 3,0527 3,1576 3,2558 3,3407 3,4215 3,5104 3,6135 3,7265 3,8267 3,8734 3,8309 3,6917 3,4704 3,1873 2,8672 2,5398 2,2318 1,9579 1,7245 1,5356 1,3904 1,2801 1,1957 1,1363 1,1070 1,1118 1,1482 1,2034 1,2520 1,2626 1,2126 1,0950 0,9142 0,6773 0,3919 0,0694 -0,2687 -0,5948 -0,8877 -1,1391 -1,3518 -1,5385 -1,7155 -1,8915 -2,0623 -2,2163 -2,3400 -2,4220 -2,4538 -2,4310 -2,3626 -2,2770 -2,2083
F3    0,2416 -0,0845 -0,4030 -0,6937 -0,9515 -1,1748 -1,3553 -1,4810 -1,5494 -1,5780 -1,5946 -1,6184 -1,6471 -1,6559 -1,6103 -1,4826 -1,2585 -0,9378 -0,5362 -0,0859 0,3728 0,8008 1,1672 1,4516 1,6418 1,7316 1,7293 1,6642 1,5795 1,5135 1,4844 1,4858 1,4913 1,4678 1,3914 1,2550 1,0644 0,8323 0,5775 0,3227 0,0926 -0,0880 -0,2051 -0,2704 -0,3170 -0,3744 -0,4522 -0,5461 -0,6494 -0,7580 -0,8675 -0,9698 -1,0507 -1,0927 -1,0842 -1,0280 -0,9427 -0,8556 -0,7939 -0,7776 -0,8101 -0,8743 -0,9384 -0,9692 -0,9398 -0,8338 -0,6483 -0,3937 -0,0944 0,2129 0,4836 0,6773 0,7744 0,7827 0,7293 0,6486 0,5661 0,4882 0,4100 0,3348 0,2809 0,2698 0,3122 0,4057 0,5401 0,7029 0,8821 1,0665 1,2482 1,4198 1,5688 1,6810 1,7513 1,7874 1,8029 1,8087 1,8078 1,7932 1,7540 1,6804 1,5633 1,3970 1,1825 0,9251 0,6342 0,3259 0,0189 -0,2714 -0,5310 -0,7459 -0,9036 -0,9972 -1,0304 -1,0199 -0,9844 -0,9297 -0,8485 -0,7356 -0,5963 -0,4406 -0,2790 -0,1227 0,0180 0,1387 0,2430 0,3405 0,4420 0,5580 0,6972 0,8612 1,0457 1,2505 1,4833 1,7524 2,0565 2,3795 2,6905 2,9526 3,1394 3,2473 3,2902 3,2873 3,2575 3,2194 3,1855 3,1610 3,1537 3,1797 3,2581 3,4030 3,6159 3,8784 4,1559 4,4145 4,6319 4,7984 4,9173 5,0005 5,0557 5,0799 5,0660 5,0159 4,9426 4,8619 4,7857 4,7180 4,6523 4,5748 4,4705 4,3299 4,1494 3,9240 3,6415 3,2888 2,8673 2,4004 1,9293 1,4985 1,1454 0,8996 0,7806 0,7897 0,9053 1,0899 1,3021 1,5019 1,6500 1,7163 1,6958 1,6109 1,4986 1,3933 1,3174 1,2794 1,2728 1,2758 1,2590 1,2013 1,1027 0,9830 0,8703 0,7892 0,7576 0,7867 0,8791 1,0251 1,2037 1,3920 1,5685 1,7103 1,7970 1,8190 1,7794 1,6917 1,5780 1,4651 1,3745 1,3174 1,2978 1,3154 1,3582 1,4022 1,4182 1,3762 1,2495 1,0278 0,7266 0,3744 -0,0059 -0,4019 -0,8061 -1,2171 -1,6421 -2,0895 -2,5554 -3,0157 -3,4300 -3,7556 -3,9642 -4,0477 -4,0120 -3,8631 -3,6005 -3,2229 -2,7387 -2,1701 -1,5531 -0,9319 -0,3516 0,1511 0,5589 0,8813 1,1427 1,3623 1,5478 1,7027 1,8349 1,9562 2,0723 2,1737 2,2423 2,2668 2,2485 2,2007 2,1447 2,1040 2,0969 2,1251 2,1644 2,1723 2,1092 1,9595 1,7436 1,5098 1,3030 1,1406 1,0171 0,9179 0,8228 0,7035 0,5324 0,3036 0,0440 -0,2067 -0,4286 -0,6312 -0,8377 -1,0673 -1,3310 -1,6319 -1,9589 -2,2830 -2,5654 -2,7727 -2,8885 -2,9165 -2,8753 -2,7881 -2,6737 -2,5457 -2,4168 -2,2970 -2,1864 -2,0801 -1,9817 -1,9065 -1,8628 -1,8352 -1,7904 -1,7053 -1,5903 -1,4815 -1,4096 -1,3795 -1,3723 -1,3602 -1,3159 -1,2120 -1,0237 -0,7436 -0,3954 -0,0272 0,3113 0,5895 0,8020 0,9628 1,0903 1,1955 1,2849 1,3700 1,4656 1,5779 1,7005 1,8204 1,9239 1,9992 2,0411 2,0552 2,0546 2,0487 2,0369 2,0114 1,9661 1,8989 1,8081 1,6944 1,5622 1,4158 1,2577 1,0930 0,9345 0,8056 0,7360 0,7456 0,8338 0,9844 1,1723 1,3667 1,5404 1,6747 1,7536 1,7623 1,6972 1,5715 1,4088 1,2357 1,0770 0,9514 0,8646 0,8061 0,7489 0,6597 0,5129 0,3069 0,0708 -0,1483 -0,3043 -0,3644 -0,3144 -0,1617 0,0694 0,3514 0,6580 0,9601 1,2248 1,4258 1,5541 1,6172 1,6301 1,6085 1,5687 1,5257 1,4937 1,4855 1,5052 1,5432 1,5803 1,5949 1,5700 1,4992 1,3904 1,2610 1,1257 0,9916 0,8616 0,7376 0,6186 0,5037 0,3990 0,3194 0,2941 0,3599 0,5341 0,7933 1,0838 1,3477 1,5430 1,6527 1,6884 1,6860 1,6943 1,7577 1,8982 2,1072 2,3504 2,5818 2,7594 2,8557 2,8630 2,7985 2,7019 2,6154 2,5607 2,5368 2,5353 2,5536 2,5966 2,6711 2,7814 2,9307 3,1213 3,3511 3,6095 3,8730 4,1038 4,2605 4,3175 4,2744 4,1475 3,9575 3,7284 3,4885 3,2624 3,0610 2,8795 2,7058 2,5287 2,3408 2,1384 1,9240 1,7119 1,5304 1,4111 1,3733 1,4151 1,5148 1,6404 1,7615 1,8563 1,9128 1,9269 1,8980 1,8242 1,7037 1,5406 1,3467 1,1341 0,9092 0,6780 0,4531 0,2469 0,0602 -0,1119 -0,2745 -0,4424 -0,6421 -0,8960 -1,2091 -1,5664 -1,9401 -2,2972 -2,6077 -2,8531 -3,0293 -3,1402 -3,1934 -3,2006 -3,1753 -3,1265 -3,0557 -2,9602 -2,8379 -2,6872 -2,5102 -2,3173 -2,1272 -1,9560 -1,8094 -1,6830 -1,5619 -1,4210 -1,2316 -0,9761 -0,6605 -0,3157 0,0100 0,2682 0,4278 0,4832 0,4518 0,3622 0,2417 0,1157 0,0141 -0,0293 0,0156 0,1628 0,4004 0,6933 1,0009 1,2983 1,5832 1,8637 2,1377 2,3863 2,5813 2,6987 2,7292 2,6823 2,5800 2,4469 2,3071 2,1882 2,1250 2,1464 2,2554 2,4264 2,6215 2,8035 2,9448 3,0347 3,0832 3,1108 3,1366 3,1679 3,1921 3,1805 3,1116 2,9871 2,8262 2,6527 2,4900 2,3561 2,2569 2,1853 2,1270 2,0666 1,9892 1,8832 1,7502 1,6107 1,4947 1,4234 1,3990 1,4027 1,3990 1,3496 1,2328 1,0497 0,8152 0,5426 0,2381 -0,0925 -0,4342 -0,7643 -1,0650 -1,3284 -1,5556 -1,7519 -1,9192 -2,0511 -2,1420 -2,1947 -2,2171 -2,2148 -2,1879 -2,1323 -2,0494 -1,9542 -1,8685
F7    0,0712 -0,1369 -0,3186 -0,4667 -0,5889 -0,6943 -0,7804 -0,8324 -0,8400 -0,8163 -0,7939 -0,8002 -0,8358 -0,8740 -0,8802 -0,8305 -0,7134 -0,5256 -0,2745 0,0177 0,3180 0,5941 0,8239 0,9957 1,1008 1,1310 1,0889 0,9979 0,8963 0,8218 0,7988 0,8290 0,8890 0,9418 0,9540 0,9035 0,7813 0,5956 0,3750 0,1579 -0,0206 -0,1396 -0,2006 -0,2322 -0,2775 -0,3678 -0,5019 -0,6532 -0,7907 -0,8962 -0,9691 -1,0198 -1,0560 -1,0761 -1,0745 -1,0475 -0,9968 -0,9324 -0,8711 -0,8303 -0,8183 -0,8250 -0,8239 -0,7874 -0,7001 -0,5606 -0,3767 -0,1605 0,0715 0,2977 0,4944 0,6451 0,7488 0,8156 0,8575 0,8862 0,9100 0,9257 0,9212 0,8892 0,8363 0,7813 0,7444 0,7365 0,7566 0,7974 0,8506 0,9087 0,9654 1,0161 1,0577 1,0910 1,1208 1,1541 1,1969 1,2486 1,2940 1,3033 1,2477 1,1177 0,9240 0,6893 0,4374 0,1838 -0,0651 -0,3083 -0,5463 -0,7749 -0,9833 -1,1581 -1,2892 -1,3718 -1,4106 -1,4190 -1,4086 -1,3779 -1,3158 -1,2155 -1,0779 -0,9039 -0,6977 -0,4744 -0,2560 -0,0608 0,1042 0,2443 0,3710 0,4958 0,6262 0,7621 0,8991 1,0379 1,1875 1,3557 1,5400 1,7273 1,8970 2,0272 2,1048 2,1355 2,1357 2,1199 2,0998 2,0885 2,0917 2,1041 2,1198 2,1413 2,1808 2,2560 2,3803 2,5456 2,7214 2,8740 2,9815 3,0366 3,0463 3,0264 2,9903 2,9409 2,8712 2,7745 2,6541 2,5248 2,4062 2,3144 2,2562 2,2268 2,2088 2,1755 2,0994 1,9575 1,7347 1,4311 1,0655 0,6737 0,3025 -0,0033 -0,2148 -0,3208 -0,3229 -0,2358 -0,0880 0,0870 0,2619 0,4163 0,5324 0,5978 0,6131 0,5926 0,5555 0,5176 0,4894 0,4753 0,4711 0,4616 0,4284 0,3651 0,2840 0,2088 0,1621 0,1575 0,2004 0,2916 0,4282 0,5996 0,7858 0,9621 1,1015 1,1754 1,1617 1,0552 0,8703 0,6360 0,3911 0,1739 0,0075 -0,1057 -0,1730 -0,2025 -0,2053 -0,1959 -0,1881 -0,1950 -0,2289 -0,2944 -0,3855 -0,4957 -0,6314 -0,8078 -1,0338 -1,3047 -1,6087 -1,9330 -2,2632 -2,5797 -2,8581 -3,0743 -3,2109 -3,2635 -3,2373 -3,1349 -2,9490 -2,6704 -2,2993 -1,8510 -1,3539 -0,8423 -0,3521 0,0822 0,4379 0,7141 0,9295 1,1063 1,2586 1,3912 1,5041 1,5943 1,6549 1,6757 1,6521 1,5935 1,5210 1,4579 1,4245 1,4366 1,5013 1,6060 1,7109 1,7621 1,7158 1,5558 1,3006 0,9973 0,6967 0,4315 0,2149 0,0488 -0,0783 -0,1958 -0,3408 -0,5285 -0,7345 -0,9152 -1,0448 -1,1319 -1,2057 -1,2957 -1,4215 -1,5879 -1,7829 -1,9828 -2,1630 -2,3049 -2,3969 -2,4348 -2,4222 -2,3667 -2,2741 -2,1470 -1,9930 -1,8246 -1,6477 -1,4613 -1,2732 -1,1028 -0,9605 -0,8320 -0,6880 -0,5113 -0,3185 -0,1543 -0,0605 -0,0503 -0,1086 -0,2068 -0,3142 -0,3979 -0,4245 -0,3712 -0,2408 -0,0622 0,1273 0,3000 0,4450 0,5643 0,6654 0,7560 0,8437 0,9374 1,0424 1,1513 1,2449 1,3040 1,3164 1,2748 1,1784 1,0413 0,8939 0,7688 0,6818 0,6253 0,5796 0,5261 0,4555 0,3708 0,2820 0,1939 0,1018 -0,0008 -0,1095 -0,2028 -0,2499 -0,2300 -0,1421 0,0021 0,1878 0,3979 0,6134 0,8132 0,9713 1,0584 1,0581 0,9796 0,8509 0,7037 0,5644 0,4525 0,3765 0,3299 0,2898 0,2248 0,1118 -0,0453 -0,2132 -0,3487 -0,4166 -0,3976 -0,2907 -0,1112 0,1206 0,3897 0,6835 0,9794 1,2404 1,4282 1,5189 1,5069 1,4016 1,2299 1,0333 0,8547 0,7238 0,6510 0,6260 0,6250 0,6234 0,6021 0,5501 0,4658 0,3579 0,2397 0,1191 -0,0039 -0,1310 -0,2592 -0,3832 -0,4970 -0,5950 -0,6667 -0,6905 -0,6383 -0,4985 -0,2936 -0,0702 0,1248 0,2609 0,3282 0,3379 0,3184 0,3084 0,3448 0,4470 0,6059 0,7920 0,9695 1,1095 1,1956 1,2270 1,2197 1,2039 1,2094 1,2486 1,3125 1,3797 1,4286 1,4508 1,4578 1,4755 1,5302 1,6383 1,8025 2,0134 2,2487 2,4730 2,6476 2,7450 2,7543 2,6784 2,5346 2,3569 2,1841 2,0391 1,9181 1,8021 1,6752 1,5295 1,3597 1,1616 0,9386 0,7111 0,5170 0,3953 0,3678 0,4319 0,5659 0,7389 0,9201 1,0836 1,2112 1,2912 1,3182 1,2912 1,2112 1,0792 0,8986 0,6772 0,4264 0,1637 -0,0859 -0,3005 -0,4723 -0,6049 -0,7097 -0,8104 -0,9388 -1,1180 -1,3507 -1,6199 -1,8981 -2,1554 -2,3675 -2,5227 -2,6205 -2,6590 -2,6286 -2,5224 -2,3481 -2,1298 -1,9016 -1,6968 -1,5345 -1,4125 -1,3135 -1,2238 -1,1410 -1,0659 -0,9943 -0,9200 -0,8375 -0,7380 -0,6061 -0,4271 -0,1965 0,0707 0,3368 0,5542 0,6903 0,7422 0,7303 0,6794 0,6019 0,5007 0,3852 0,2793 0,2171 0,2276 0,3175 0,4690 0,6538 0,8521 1,0587 1,2727 1,4822 1,6618 1,7816 1,8167 1,7579 1,6194 1,4343 1,2391 1,0632 0,9322 0,8754 0,9136 1,0404 1,2218 1,4150 1,5835 1,7011 1,7569 1,7575 1,7234 1,6799 1,6446 1,6182 1,5878 1,5436 1,4876 1,4314 1,3916 1,3824 1,4074 1,4536 1,4958 1,5079 1,4709 1,3760 1,2271 1,0466 0,8737 0,7485 0,6924 0,7011 0,7492 0,8008 0,8222 0,7947 0,7185 0,6054 0,4663 0,3051 0,1229 -0,0733 -0,2708 -0,4610 -0,6448 -0,8284 -1,0139 -1,1927 -1,3498 -1,4781 -1,5840 -1,6721 -1,7342 -1,7539 -1,7186 -1,6308 -1,5110 -1,3881
