Fp1   -0,4159 -0,5452 -0,7750 -1,1135 -1,5347 -1,9749 -2,3571 -2,6273 -2,7750 -2,8239 -2,8082 -2,7628 -2,7308 -2,7635 -2,9026 -3,1608 -3,5119 -3,8914 -4,2107 -4,3833 -4,3503 -4,0963 -3,6552 -3,0995 -2,5127 -1,9584 -1,4574 -0,9830 -0,4863 0,0631 0,6510 1,2252 1,7287 2,1375 2,4704 2,7652 3,0523 3,3473 3,6569 3,9790 4,2991 4,5937 4,8376 5,0050 5,0720 5,0317 4,9071 4,7443 4,5959 4,5046 4,4871 4,5256 4,5769 4,5902 4,5279 4,3837 4,1918 4,0155 3,9238 3,9705 4,1750 4,5044 4,8775 5,2002 5,4091 5,4928 5,4887 5,4589 5,4553 5,4986 5,5803 5,6741 5,7509 5,8002 5,8385 5,8886 5,9483 5,9849 5,9591 5,8565 5,6961 5,5096 5,3188 5,1355 4,9736 4,8505 4,7787 4,7584 4,7736 4,7966 4,8020 4,7731 4,6962 4,5591 4,3610 4,1278 3,9125 3,7695 3,7226 3,7603 3,8568 3,9918 4,1505 4,3149 4,4629 4,5745 4,6369 4,6417 4,5805 4,4474 4,2472 3,9965 3,7144 3,4137 3,0973 2,7582 2,3853 1,9770 1,5562 1,1675 0,8521 0,6226 0,4602 0,3311 0,2007 0,0433 -0,1477 -0,3553 -0,5484 -0,6966 -0,7814 -0,8006 -0,7682 -0,7153 -0,6798 -0,6860 -0,7302 -0,7866 -0,8301 -0,8568 -0,8822 -0,9258 -0,9932 -1,0698 -1,1341 -1,1771 -1,2064 -1,2351 -1,2672 -1,2932 -1,2925 -1,2455 -1,1438 -0,9903 -0,7950 -0,5704 -0,3274 -0,0765 0,1734 0,4259 0,7062 1,0522 1,4927 2,0323 2,6514 3,3121 3,9623 4,5479 5,0276 5,3832 5,6229 5,7676 5,8305 5,8115 5,7084 5,5321 5,3097 5,0797 4,8817 4,7398 4,6501 4,5862 4,5155 4,4097 4,2553 4,0652 3,8699 3,6942 3,5438 3,4130 3,2951 3,1832 3,0683 2,9420 2,7967 2,6217 2,3996 2,1075 1,7267 1,2599 0,7399 0,2174 -0,2609 -0,6676 -0,9923 -1,2352 -1,4050 -1,5158 -1,5782 -1,5883 -1,5320 -1,3989 -1,1906 -0,9218 -0,6267 -0,3606 -0,1836 -0,1329 -0,2005 -0,3324 -0,4522 -0,4953 -0,4391 -0,3049 -0,1250 0,0923 0,3571 0,6661 0,9866 1,2720 1,4843 1,6033 1,6290 1,5763 1,4627 1,3038 1,1237 0,9592 0,8473 0,8029 0,8106 0,8376 0,8551 0,8464 0,7992 0,7006 0,5524 0,3907 0,2765 0,2558 0,3262 0,4383 0,5227 0,5243 0,4282 0,2612 0,0670 -0,1211 -0,2903 -0,4389 -0,5611 -0,6432 -0,6684 -0,6255 -0,5155 -0,3530 -0,1616 0,0287 0,1784 0,2440 0,1947 0,0243 -0,2501 -0,6044 -1,0247 -1,5023 -2,0129 -2,5099 -2,9459 -3,2956 -3,5542 -3,7220 -3,7976 -3,7807 -3,6817 -3,5328 -3,3837 -3,2789 -3,2334 -3,2245 -3,2050 -3,1300 -2,9804 -2,7763 -2,5729 -2,4333 -2,3910 -2,4264 -2,4813 -2,4958 -2,4354 -2,3008 -2,1312 -1,9912 -1,9380 -1,9888 -2,1182 -2,2788 -2,4223 -2,5126 -2,5327 -2,4821 -2,3705 -2,2179 -2,0560 -1,9195 -1,8327 -1,8058 -1,8385 -1,9161 -2,0026 -2,0452 -1,9933 -1,8208 -1,5390 -1,1894 -0,8238 -0,4854 -0,1966 0,0458 0,2562 0,4370 0,5759 0,6639 0,7092 0,7354 0,7702 0,8319 0,9221 1,0294 1,1358 1,2088 1,1925 1,0257 0,6865 0,2265 -0,2441 -0,6134 -0,8188 -0,8548 -0,7466 -0,5198 -0,1898 0,2269 0,6994 1,1864 1,6478 2,0493 2,3670 2,5970 2,7599 2,8963 3,0539 3,2656 3,5237 3,7806 3,9832 4,1074 4,1612 4,1654 4,1343 4,0721 3,9790 3,8542 3,6953 3,5058 3,3014 3,1004 2,9059 2,7072 2,4980 2,2895 2,1066 1,9751 1,9096 1,9101 1,9635 2,0484 2,1442 2,2351 2,3108 2,3716 2,4282 2,4914 2,5622 2,6322 2,6964 2,7587 2,8239 2,8956 2,9791 3,0776 3,1884 3,3098 3,4515 3,6326 3,8618 4,1244 4,3976 4,6698 4,9345 5,1707 5,3433 5,4201 5,3893 5,2658 5,0778 4,8474 4,5911 4,3372 4,1290 3,9978 3,9388 3,9207 3,9150 3,9117 3,9118 3,9159 3,9230 3,9356 3,9589 3,9966 4,0492 4,1187 4,2108 4,3258 4,4548 4,5901 4,7306 4,8719 5,0002 5,1016 5,1712 5,2105 5,2182 5,1878 5,1117 4,9850 4,8098 4,6069 4,4162 4,2802 4,2236 4,2462 4,3287 4,4490 4,5953 4,7621 4,9363 5,0937 5,2121 5,2843 5,3094 5,2717 5,1456 4,9252 4,6400 4,3428 4,0824 3,8828 3,7454 3,6641 3,6392 3,6794 3,7897 3,9502 4,1107 4,2136 4,2246 4,1543 4,0554 3,9888 3,9813 4,0053 3,9966 3,8932 3,6682 3,3349 2,9332 2,5078 2,0851 1,6719 1,2723 0,9000 0,5752 0,3187 0,1456 0,0618 0,0605 0,1297 0,2614 0,4425 0,6392 0,8055 0,9105 0,9510 0,9384 0,8819 0,7894 0,6816 0,5925 0,5509 0,5611 0,6026 0,6425 0,6482 0,5978 0,4886 0,3364 0,1617 -0,0242 -0,2232 -0,4429 -0,6849 -0,9375 -1,1679 -1,3252 -1,3683 -1,2911 -1,1160 -0,8706 -0,5758 -0,2498 0,0915 0,4402 0,7955 1,1572 1,5240 1,8955 2,2725 2,6602 3,0623 3,4635 3,8295 4,1323 4,3756 4,5934 4,8206 5,0649 5,3025 5,4922 5,5904 5,5643 5,4029 5,1164 4,7226 4,2335 3,6629 3,0414 2,4116 1,8146 1,2868 0,8607 0,5596 0,3910 0,3444 0,3953 0,5169 0,6844 0,8667 1,0216 1,1051 1,0892 0,9704 0,7627 0,4808 0,1341 -0,2637 -0,6864 -1,1029 -1,4867 -1,8127 -2,0604 -2,2285 -2,3401 -2,4309 -2,5293 -2,6430 -2,7594 -2,8608 -2,9360 -2,9786 -2,9843 -2,9489 -2,8666 -2,7395 -2,5904 -2,4526 -2,3414 -2,2357
Fz    -1,6030 -1,9054 -2,2571 -2,6649 -3,1114 -3,5492 -3,9198 -4,1823 -4,3296 -4,3807 -4,3656 -4,3194 -4,2862 -4,3164 -4,4515 -4,7050 -5,0472 -5,4040 -5,6730 -5,7545 -5,5814 -5,1387 -4,4675 -3,6520 -2,7912 -1,9660 -1,2142 -0,5213 0,1599 0,8679 1,5978 2,3018 2,9234 3,4355 3,8500 4,2009 4,5245 4,8495 5,1938 5,5622 5,9426 6,3080 6,6243 6,8553 6,9691 6,9554 6,8398 6,6748 6,5165 6,4053 6,3526 6,3382 6,3189 6,2447 6,0819 5,8362 5,5577 5,3214 5,2024 5,2576 5,5058 5,9069 6,3673 6,7799 7,0695 7,2129 7,2344 7,1883 7,1321 7,1030 7,1109 7,1448 7,1883 7,2364 7,2980 7,3748 7,4439 7,4641 7,4027 7,2562 7,0492 6,8084 6,5450 6,2641 5,9831 5,7341 5,5489 5,4427 5,4055 5,4075 5,4124 5,3851 5,2940 5,1163 4,8490 4,5213 4,1926 3,9275 3,7646 3,7052 3,7259 3,8003 3,9091 4,0370 4,1669 4,2807 4,3641 4,4098 4,4110 4,3610 4,2603 4,1172 3,9390 3,7266 3,4773 3,1874 2,8519 2,4723 2,0703 1,6844 1,3467 1,0625 0,8123 0,5675 0,3021 -0,0006 -0,3385 -0,6895 -1,0201 -1,3013 -1,5207 -1,6848 -1,8146 -1,9397 -2,0897 -2,2766 -2,4837 -2,6700 -2,7946 -2,8423 -2,8302 -2,7913 -2,7512 -2,7162 -2,6792 -2,6341 -2,5822 -2,5294 -2,4792 -2,4269 -2,3581 -2,2565 -2,1154 -1,9395 -1,7387 -1,5185 -1,2730 -0,9895 -0,6554 -0,2580 0,2183 0,7889 1,4575 2,2082 3,0083 3,8144 4,5762 5,2457 5,7889 6,1964 6,4825 6,6685 6,7652 6,7728 6,6936 6,5406 6,3372 6,1153 5,9090 5,7369 5,5866 5,4235 5,2136 4,9351 4,5849 4,1855 3,7752 3,3870 3,0389 2,7390 2,4901 2,2879 2,1189 1,9658 1,8117 1,6392 1,4254 1,1420 0,7676 0,3058 -0,2117 -0,7410 -1,2458 -1,7043 -2,1044 -2,4378 -2,6989 -2,8833 -2,9818 -2,9761 -2,8487 -2,6007 -2,2563 -1,8564 -1,4544 -1,1142 -0,8921 -0,8123 -0,8544 -0,9621 -1,0669 -1,1155 -1,0925 -1,0221 -0,9347 -0,8305 -0,6836 -0,4764 -0,2210 0,0479 0,2858 0,4486 0,5099 0,4738 0,3663 0,2176 0,0587 -0,0737 -0,1435 -0,1342 -0,0603 0,0438 0,1447 0,2212 0,2570 0,2350 0,1517 0,0369 -0,0524 -0,0674 -0,0023 0,1005 0,1734 0,1591 0,0408 -0,1548 -0,3822 -0,6027 -0,7941 -0,9433 -1,0386 -1,0703 -1,0345 -0,9350 -0,7829 -0,5965 -0,3989 -0,2182 -0,0902 -0,0533 -0,1352 -0,3451 -0,6742 -1,1045 -1,6197 -2,2013 -2,8139 -3,4034 -3,9172 -4,3270 -4,6291 -4,8279 -4,9263 -4,9250 -4,8317 -4,6732 -4,4937 -4,3392 -4,2368 -4,1814 -4,1399 -4,0694 -3,9434 -3,7727 -3,6063 -3,5007 -3,4812 -3,5249 -3,5805 -3,6015 -3,5645 -3,4728 -3,3582 -3,2755 -3,2761 -3,3783 -3,5594 -3,7707 -3,9549 -4,0621 -4,0623 -3,9504 -3,7435 -3,4803 -3,2153 -2,9999 -2,8645 -2,8171 -2,8490 -2,9350 -3,0327 -3,0921 -3,0707 -2,9498 -2,7403 -2,4725 -2,1775 -1,8774 -1,5834 -1,2946 -1,0074 -0,7310 -0,4853 -0,2834 -0,1204 0,0241 0,1753 0,3512 0,5526 0,7620 0,9471 1,0599 1,0372 0,8193 0,3896 -0,1909 -0,7967 -1,2953 -1,6024 -1,6951 -1,5927 -1,3291 -0,9360 -0,4471 0,0931 0,6333 1,1299 1,5549 1,8995 2,1755 2,4098 2,6368 2,8932 3,2053 3,5644 3,9247 4,2344 4,4679 4,6290 4,7322 4,7882 4,8026 4,7792 4,7180 4,6108 4,4526 4,2555 4,0440 3,8339 3,6235 3,4035 3,1698 2,9291 2,6953 2,4826 2,3034 2,1672 2,0789 2,0396 2,0437 2,0780 2,1275 2,1813 2,2322 2,2745 2,3034 2,3203 2,3332 2,3522 2,3896 2,4588 2,5624 2,6909 2,8371 3,0125 3,2433 3,5463 3,9105 4,3085 4,7162 5,1117 5,4644 5,7347 5,8865 5,9026 5,7942 5,5903 5,3158 4,9903 4,6457 4,3305 4,0864 3,9253 3,8346 3,7990 3,8122 3,8712 3,9688 4,0927 4,2306 4,3700 4,4982 4,6072 4,7040 4,8116 4,9530 5,1360 5,3539 5,5926 5,8311 6,0431 6,2040 6,3006 6,3317 6,2975 6,1955 6,0290 5,8147 5,5806 5,3617 5,1939 5,1048 5,1071 5,1959 5,3506 5,5463 5,7662 6,0010 6,2363 6,4470 6,6072 6,7047 6,7380 6,6974 6,5644 6,3370 6,0481 5,7540 5,5036 5,3190 5,1993 5,1373 5,1303 5,1826 5,2964 5,4546 5,6164 5,7341 5,7792 5,7641 5,7416 5,7706 5,8700 6,0009 6,0870 6,0562 5,8756 5,5570 5,1424 4,6798 4,2028 3,7278 3,2641 2,8194 2,4004 2,0164 1,6843 1,4259 1,2556 1,1772 1,1893 1,2779 1,4056 1,5202 1,5784 1,5589 1,4582 1,2840 1,0598 0,8285 0,6385 0,5177 0,4597 0,4340 0,4090 0,3681 0,3135 0,2612 0,2286 0,2218 0,2316 0,2369 0,2159 0,1564 0,0652 -0,0238 -0,0546 0,0216 0,2184 0,5152 0,8791 1,2802 1,6932 2,1010 2,5001 2,9007 3,3175 3,7616 4,2343 4,7280 5,2351 5,7478 6,2407 6,6687 6,9951 7,2229 7,3929 7,5506 7,7168 7,8825 8,0178 8,0803 8,0242 7,8156 7,4448 6,9253 6,2810 5,5415 4,7479 3,9483 3,1885 2,5112 1,9590 1,5648 1,3379 1,2624 1,3091 1,4499 1,6596 1,9034 2,1291 2,2787 2,3082 2,1986 1,9514 1,5803 1,1078 0,5683 0,0088 -0,5227 -0,9907 -1,3722 -1,6552 -1,8475 -1,9780 -2,0867 -2,2088 -2,3609 -2,5365 -2,7127 -2,8589 -2,9424 -2,9413 -2,8525 -2,6872 -2,4699 -2,2409 -2,0427 -1,8925 -1,7679
F3    -1,6602 -1,8503 -2,0916 -2,3982 -2,7547 -3,1054 -3,3760 -3,5178 -3,5378 -3,4876 -3,4248 -3,3916 -3,4188 -3,5330 -3,7510 -4,0648 -4,4315 -4,7798 -5,0284 -5,1101 -4,9886 -4,6641 -4,1724 -3,5785 -2,9576 -2,3658 -1,8135 -1,2607 -0,6525 0,0319 0,7619 1,4766 2,1245 2,6939 3,2089 3,6973 4,1670 4,6110 5,0208 5,3905 5,7161 5,9979 6,2389 6,4286 6,5345 6,5269 6,4091 6,2220 6,0266 5,8821 5,8199 5,8313 5,8790 5,9159 5,8985 5,8020 5,6392 5,4656 5,3628 5,4114 5,6550 6,0680 6,5598 7,0211 7,3755 7,6013 7,7243 7,7924 7,8445 7,8971 7,9495 7,9887 7,9959 7,9664 7,9267 7,9183 7,9627 8,0398 8,0966 8,0778 7,9552 7,7365 7,4538 7,1510 6,8728 6,6548 6,5159 6,4544 6,4496 6,4715 6,4909 6,4771 6,3938 6,2079 5,9117 5,5396 5,1634 4,8570 4,6560 4,5512 4,5202 4,5561 4,6694 4,8693 5,1460 5,4634 5,7676 6,0014 6,1182 6,0924 5,9258 5,6407 5,2676 4,8351 4,3645 3,8702 3,3638 2,8627 2,4033 2,0407 1,8175 1,7308 1,7285 1,7351 1,6793 1,5152 1,2413 0,9023 0,5665 0,2925 0,1075 0,0037 -0,0537 -0,1146 -0,2215 -0,3828 -0,5696 -0,7414 -0,8777 -0,9843 -1,0754 -1,1550 -1,2123 -1,2294 -1,1966 -1,1239 -1,0384 -0,9688 -0,9281 -0,9067 -0,8778 -0,8076 -0,6636 -0,4204 -0,0745 0,3459 0,7926 1,2197 1,6022 1,9479 2,2937 2,6860 3,1619 3,7398 4,4133 5,1428 5,8562 6,4749 6,9466 7,2607 7,4392 7,5105 7,4909 7,3881 7,2168 7,0045 6,7797 6,5607 6,3596 6,1872 6,0472 5,9334 5,8310 5,7176 5,5701 5,3829 5,1708 4,9511 4,7312 4,5125 4,2962 4,0807 3,8616 3,6385 3,4109 3,1647 2,8674 2,4822 1,9922 1,4181 0,8176 0,2638 -0,1856 -0,5087 -0,7195 -0,8526 -0,9439 -1,0190 -1,0900 -1,1488 -1,1683 -1,1166 -0,9703 -0,7216 -0,3939 -0,0521 0,2173 0,3480 0,3269 0,2011 0,0558 -0,0281 -0,0148 0,0780 0,2136 0,3750 0,5661 0,7848 1,0086 1,2069 1,3569 1,4513 1,4988 1,5177 1,5198 1,5026 1,4592 1,3917 1,3166 1,2536 1,2134 1,1965 1,1985 1,2097 1,2104 1,1776 1,1047 1,0216 0,9833 1,0254 1,1320 1,2473 1,3108 1,2837 1,1666 0,9975 0,8255 0,6845 0,5880 0,5438 0,5667 0,6749 0,8766 1,1572 1,4758 1,7733 1,9938 2,1034 2,0917 1,9625 1,7292 1,4157 1,0542 0,6714 0,2752 -0,1367 -0,5575 -0,9683 -1,3537 -1,7070 -2,0140 -2,2419 -2,3523 -2,3230 -2,1662 -1,9371 -1,7154 -1,5654 -1,5054 -1,5072 -1,5170 -1,4834 -1,3854 -1,2458 -1,1239 -1,0820 -1,1434 -1,2730 -1,4021 -1,4709 -1,4528 -1,3600 -1,2415 -1,1656 -1,1838 -1,3016 -1,4822 -1,6701 -1,8118 -1,8703 -1,8355 -1,7233 -1,5641 -1,3884 -1,2186 -1,0715 -0,9637 -0,9152 -0,9423 -1,0385 -1,1594 -1,2299 -1,1778 -0,9721 -0,6367 -0,2287 0,1957 0,5975 0,9546 1,2595 1,5104 1,7004 1,8180 1,8633 1,8606 1,8552 1,8921 1,9914 2,1400 2,3056 2,4534 2,5449 2,5269 2,3426 1,9737 1,4763 0,9664 0,5642 0,3455 0,3315 0,5040 0,8292 1,2745 1,8063 2,3764 2,9235 3,3899 3,7382 3,9641 4,0982 4,1948 4,3147 4,5126 4,8178 5,2104 5,6204 5,9692 6,2166 6,3653 6,4352 6,4439 6,4036 6,3214 6,1961 6,0216 5,8019 5,5588 5,3151 5,0724 4,8143 4,5271 4,2172 3,9143 3,6555 3,4615 3,3313 3,2569 3,2393 3,2896 3,4100 3,5810 3,7745 3,9727 4,1689 4,3561 4,5206 4,6486 4,7342 4,7810 4,8044 4,8289 4,8790 4,9693 5,1038 5,2816 5,5006 5,7496 6,0032 6,2361 6,4417 6,6272 6,7955 6,9395 7,0499 7,1231 7,1626 7,1629 7,0967 6,9340 6,6814 6,3879 6,1040 5,8440 5,5937 5,3519 5,1538 5,0517 5,0792 5,2329 5,4764 5,7577 6,0300 6,2638 6,4480 6,5808 6,6621 6,6969 6,7061 6,7236 6,7712 6,8412 6,9083 6,9506 6,9558 6,9143 6,8183 6,6647 6,4516 6,1784 5,8632 5,5537 5,3112 5,1818 5,1758 5,2728 5,4443 5,6697 5,9328 6,2124 6,4822 6,7193 6,9085 7,0315 7,0591 6,9709 6,7773 6,5193 6,2520 6,0244 5,8631 5,7764 5,7661 5,8278 5,9479 6,1011 6,2457 6,3291 6,3115 6,1892 6,0047 5,8357 5,7580 5,8038 5,9413 6,0878 6,1496 6,0651 5,8215 5,4462 4,9868 4,4892 3,9898 3,5214 3,1114 2,7788 2,5347 2,3853 2,3300 2,3533 2,4288 2,5345 2,6533 2,7586 2,8188 2,8207 2,7827 2,7370 2,7014 2,6754 2,6545 2,6348 2,6014 2,5231 2,3685 2,1305 1,8357 1,5362 1,2905 1,1403 1,0966 1,1399 1,2283 1,3125 1,3559 1,3489 1,3170 1,3095 1,3685 1,5032 1,6960 1,9253 2,1757 2,4320 2,6791 2,9136 3,1493 3,4072 3,7035 4,0447 4,4303 4,8591 5,3246 5,7990 6,2312 6,5748 6,8231 7,0118 7,1854 7,3636 7,5370 7,6820 7,7701 7,7715 7,6618 7,4252 7,0476 6,5128 5,8240 5,0255 4,1928 3,4030 2,7221 2,2033 1,8783 1,7438 1,7622 1,8836 2,0699 2,2935 2,5191 2,7026 2,8111 2,8387 2,7985 2,6974 2,5195 2,2354 1,8327 1,3366 0,8014 0,2877 -0,1539 -0,4952 -0,7414 -0,9290 -1,1016 -1,2834 -1,4705 -1,6432 -1,7811 -1,8688 -1,8929 -1,8406 -1,7021 -1,4735 -1,1668 -0,8199 -0,4842 -0,1936 0,0573
F7    0,3913 0,3918 0,2387 -0,0825 -0,5338 -1,0289 -1,4647 -1,7613 -1,8903 -1,8726 -1,7502 -1,5675 -1,3829 -1,2727 -1,3100 -1,5381 -1,9575 -2,5214 -3,1358 -3,6782 -4,0294 -4,1078 -3,8975 -3,4558 -2,8869 -2,2950 -1,7458 -1,2514 -0,7889 -0,3368 0,1013 0,4992 0,8332 1,1071 1,3551 1,6199 1,9300 2,2885 2,6779 3,0683 3,4243 3,7120 3,9079 4,0000 3,9855 3,8797 3,7235 3,5683 3,4519 3,3886 3,3721 3,3795 3,3786 3,3392 3,2452 3,1010 2,9299 2,7625 2,6270 2,5503 2,5561 2,6488 2,7996 2,9546 3,0648 3,1156 3,1408 3,2063 3,3683 3,6394 3,9851 4,3400 4,6333 4,8220 4,9058 4,9064 4,8377 4,6984 4,4865 4,2159 3,9196 3,6335 3,3804 3,1735 3,0273 2,9613 2,9928 3,1207 3,3091 3,4927 3,6105 3,6357 3,5783 3,4654 3,3238 3,1792 3,0607 2,9926 2,9787 3,0024 3,0454 3,1021 3,1769 3,2696 3,3675 3,4512 3,5079 3,5388 3,5505 3,5423 3,5018 3,4102 3,2510 3,0175 2,7143 2,3547 1,9564 1,5467 1,1657 0,8554 0,6399 0,5139 0,4511 0,4165 0,3664 0,2521 0,0433 -0,2507 -0,5885 -0,9219 -1,2095 -1,4162 -1,5183 -1,5170 -1,4387 -1,3168 -1,1746 -1,0250 -0,8818 -0,7696 -0,7194 -0,7557 -0,8820 -1,0732 -1,2828 -1,4643 -1,5869 -1,6376 -1,6157 -1,5219 -1,3520 -1,1079 -0,8120 -0,5031 -0,2202 0,0114 0,1830 0,2963 0,3605 0,4001 0,4678 0,6349 0,9567 1,4410 2,0513 2,7270 3,4002 4,0074 4,4983 4,8457 5,0517 5,1398 5,1326 5,0403 4,8686 4,6384 4,3948 4,2005 4,1112 4,1458 4,2758 4,4432 4,5858 4,6515 4,6091 4,4598 4,2372 3,9862 3,7360 3,4933 3,2540 3,0151 2,7812 2,5666 2,3805 2,2108 2,0255 1,7885 1,4792 1,1073 0,7099 0,3321 -0,0017 -0,2983 -0,5799 -0,8598 -1,1307 -1,3708 -1,5588 -1,6820 -1,7373 -1,7271 -1,6540 -1,5249 -1,3650 -1,2205 -1,1452 -1,1788 -1,3233 -1,5345 -1,7399 -1,8727 -1,9012 -1,8310 -1,6762 -1,4321 -1,0877 -0,6594 -0,2046 0,2017 0,5017 0,6750 0,7406 0,7387 0,6993 0,6304 0,5392 0,4503 0,3914 0,3661 0,3525 0,3237 0,2614 0,1544 -0,0095 -0,2365 -0,4998 -0,7255 -0,8236 -0,7409 -0,4924 -0,1572 0,1482 0,3161 0,2983 0,1195 -0,1554 -0,4716 -0,8130 -1,1932 -1,6225 -2,0750 -2,4831 -2,7657 -2,8665 -2,7684 -2,4849 -2,0550 -1,5456 -1,0424 -0,6268 -0,3609 -0,2837 -0,4134 -0,7487 -1,2630 -1,8978 -2,5716 -3,2062 -3,7463 -4,1559 -4,4135 -4,5188 -4,4949 -4,3777 -4,2085 -4,0312 -3,8794 -3,7639 -3,6752 -3,5990 -3,5243 -3,4464 -3,3745 -3,3387 -3,3769 -3,5013 -3,6747 -3,8253 -3,8868 -3,8263 -3,6555 -3,4329 -3,2435 -3,1527 -3,1691 -3,2501 -3,3378 -3,3912 -3,3946 -3,3502 -3,2652 -3,1494 -3,0225 -2,9173 -2,8675 -2,8895 -2,9785 -3,1178 -3,2825 -3,4352 -3,5241 -3,4995 -3,3458 -3,0972 -2,8162 -2,5551 -2,3367 -2,1553 -1,9874 -1,8088 -1,6181 -1,4447 -1,3245 -1,2627 -1,2249 -1,1606 -1,0360 -0,8563 -0,6594 -0,4928 -0,4008 -0,4318 -0,6318 -1,0089 -1,5014 -1,9935 -2,3755 -2,5994 -2,6845 -2,6754 -2,5939 -2,4285 -2,1634 -1,8059 -1,3828 -0,9228 -0,4560 -0,0204 0,3429 0,6091 0,7857 0,9113 1,0340 1,1811 1,3439 1,4967 1,6296 1,7595 1,9065 2,0598 2,1712 2,1876 2,0824 1,8617 1,5559 1,2070 0,8543 0,5233 0,2260 -0,0246 -0,2032 -0,2779 -0,2317 -0,0806 0,1283 0,3350 0,4906 0,5784 0,6163 0,6420 0,6931 0,7865 0,9088 1,0256 1,1045 1,1370 1,1371 1,1198 1,0949 1,0721 1,0606 1,0691 1,1167 1,2378 1,4644 1,7939 2,1767 2,5431 2,8426 3,0554 3,1761 3,2014 3,1316 2,9765 2,7555 2,4882 2,1908 1,8861 1,6099 1,3962 1,2545 1,1699 1,1278 1,1311 1,1862 1,2792 1,3718 1,4237 1,4188 1,3768 1,3424 1,3610 1,4579 1,6263 1,8276 2,0130 2,1535 2,2451 2,2884 2,2791 2,2204 2,1296 2,0293 1,9355 1,8519 1,7704 1,6743 1,5485 1,3971 1,2488 1,1417 1,1030 1,1401 1,2412 1,3841 1,5462 1,7052 1,8409 1,9439 2,0223 2,0925 2,1539 2,1686 2,0788 1,8541 1,5263 1,1813 0,9096 0,7510 0,6808 0,6434 0,5996 0,5518 0,5315 0,5619 0,6313 0,6976 0,7105 0,6428 0,5146 0,3807 0,2878 0,2398 0,2007 0,1280 0,0023 -0,1703 -0,3721 -0,5892 -0,8233 -1,0864 -1,3827 -1,7020 -2,0231 -2,3221 -2,5797 -2,7853 -2,9359 -3,0277 -3,0544 -3,0218 -2,9628 -2,9182 -2,9023 -2,8973 -2,8768 -2,8223 -2,7214 -2,5615 -2,3340 -2,0499 -1,7482 -1,4774 -1,2698 -1,1389 -1,0946 -1,1481 -1,3061 -1,5627 -1,9014 -2,3041 -2,7516 -3,2107 -3,6323 -3,9624 -4,1567 -4,1996 -4,1125 -3,9361 -3,7036 -3,4345 -3,1479 -2,8684 -2,6084 -2,3541 -2,0803 -1,7723 -1,4323 -1,0671 -0,6769 -0,2615 0,1621 0,5588 0,8951 1,1602 1,3733 1,5672 1,7618 1,9523 2,1150 2,2203 2,2488 2,2033 2,1029 1,9621 1,7735 1,5186 1,1849 0,7675 0,2709 -0,2777 -0,8276 -1,3189 -1,6990 -1,9373 -2,0338 -2,0126 -1,9058 -1,7460 -1,5768 -1,4595 -1,4497 -1,5644 -1,7782 -2,0525 -2,3596 -2,6834 -3,0137 -3,3465 -3,6765 -3,9881 -4,2642 -4,5040 -4,7192 -4,9144 -5,0815 -5,2030 -5,2582 -5,2373 -5,1565 -5,0529 -4,9628 -4,9044 -4,8727 -4,8521 -4,8318 -4,8108 -4,7870 -4,7395
