Fp1   0,5031 0,5515 0,5121 0,4053 0,2763 0,1686 0,1094 0,1081 0,1534 0,2149 0,2570 0,2627 0,2495 0,2613 0,3360 0,4781 0,6666 0,8786 1,0985 1,3163 1,5301 1,7430 1,9444 2,1027 2,1815 2,1561 2,0245 1,8150 1,5773 1,3521 1,1473 0,9418 0,7043 0,4072 0,0395 -0,3795 -0,7995 -1,1661 -1,4551 -1,6790 -1,8642 -2,0280 -2,1687 -2,2767 -2,3580 -2,4457 -2,5832 -2,7986 -3,0841 -3,3878 -3,6287 -3,7316 -3,6601 -3,4284 -3,0829 -2,6769 -2,2641 -1,8950 -1,6033 -1,3985 -1,2707 -1,1982 -1,1629 -1,1675 -1,2351 -1,3888 -1,6220 -1,8886 -2,1240 -2,2838 -2,3656 -2,3965 -2,4010 -2,3794 -2,3128 -2,1833 -1,9945 -1,7778 -1,5760 -1,4196 -1,3229 -1,2953 -1,3406 -1,4477 -1,5841 -1,7034 -1,7595 -1,7238 -1,6005 -1,4296 -1,2622 -1,1329 -1,0607 -1,0648 -1,1607 -1,3432 -1,5780 -1,8141 -2,0106 -2,1622 -2,2950 -2,4357 -2,5883 -2,7460 -2,9158 -3,1132 -3,3333 -3,5417 -3,7037 -3,8247 -3,9580 -4,1691 -4,4966 -4,9442 -5,4928 -6,1155 -6,7885 -7,4897 -8,1852 -8,8315 -9,3977 -9,8797 -10,2901 -10,6350 -10,8959 -11,0324 -11,0017 -10,7812 -10,3774 -9,8192 -9,1452 -8,3951 -7,6061 -6,8108 -6,0356 -5,3025 -4,6286 -4,0204 -3,4704 -2,9669 -2,5050 -2,0826 -1,6908 -1,3102 -0,9183 -0,5030 -0,0660 0,3903 0,8698 1,3790 1,9185 2,4715 2,9994 3,4574 3,8183 4,0828 4,2736 4,4298 4,5949 4,7939 5,0156 5,2186 5,3604 5,4223 5,4046 5,3102 5,1480 4,9453 4,7477 4,6105 4,5753 4,6445 4,7786 4,9154 4,9912 4,9621 4,8206 4,5992 4,3539 4,1340 3,9609 3,8397 3,7802 3,7966 3,8936 4,0644 4,2970 4,5719 4,8520 5,0849 5,2298 5,2834 5,2751 5,2427 5,2245 5,2610 5,3805 5,5774 5,8116 6,0337 6,2076 6,3131 6,3436 6,3102 6,2336 6,1281 5,9959 5,8308 5,6210 5,3546 5,0354 4,6909 4,3577 4,0626 3,8102 3,5806 3,3416 3,0765 2,8056 2,5728 2,4000 2,2577 2,0857 1,8399 1,5114 1,1099 0,6535 0,1754 -0,2734 -0,6387 -0,8838 -1,0042 -1,0282 -0,9931 -0,9142 -0,7843 -0,5996 -0,3723 -0,1168 0,1590 0,4456 0,7239 0,9701 1,1631 1,2872 1,3338 1,3083 1,2343 1,1507 1,1017 1,1264 1,2518 1,4818 1,7862 2,1021 2,3547 2,4865 2,4770 2,3527 2,1781 2,0223 1,9228 1,8761 1,8483 1,7897 1,6576 1,4443 1,1815 0,9216 0,7091 0,5589 0,4523 0,3527 0,2221 0,0321 -0,2253 -0,5239 -0,8019 -0,9814 -1,0019 -0,8574 -0,6107 -0,3598 -0,1807 -0,0958 -0,0804 -0,0841 -0,0529 0,0441 0,1974 0,3684 0,5121 0,5911 0,5810 0,4693 0,2487 -0,0860 -0,5312 -1,0606 -1,6121 -2,0975 -2,4426 -2,6253 -2,6746 -2,6440 -2,5845 -2,5315 -2,5042 -2,5079 -2,5358 -2,5754 -2,6179 -2,6562 -2,6819 -2,6937 -2,7019 -2,7148 -2,7250 -2,7156 -2,6740 -2,6046 -2,5320 -2,4836 -2,4686 -2,4782 -2,4953 -2,5027 -2,4999 -2,5128 -2,5756 -2,7051 -2,8955 -3,1257 -3,3643 -3,5742 -3,7187 -3,7711 -3,7262 -3,6055 -3,4479 -3,2902 -3,1505 -3,0196 -2,8663 -2,6562 -2,3727 -2,0214 -1,6239 -1,2053 -0,7847 -0,3775 -0,0059 0,3055 0,5475 0,7363 0,9100 1,1179 1,4064 1,8005 2,2909 2,8352 3,3710 3,8357 4,1883 4,4169 4,5264 4,5240 4,4256 4,2683 4,1024 3,9715 3,9096 3,9489 4,1063 4,3608 4,6661 4,9855 5,2932 5,5588 5,7609 5,9119 6,0466 6,1921 6,3555 6,5297 6,6983 6,8386 6,9296 6,9634 6,9440 6,8734 6,7424 6,5342 6,2340 5,8394 5,3711 4,8723 4,3964 3,9926 3,6951 3,5157 3,4416 3,4400 3,4655 3,4674 3,4061 3,2709 3,0765 2,8454 2,6061 2,3982 2,2591 2,2043 2,2285 2,3194 2,4615 2,6359 2,8221 3,0043 3,1730 3,3220 3,4421 3,5185 3,5336 3,4723 3,3289 3,1113 2,8387 2,5406 2,2590 2,0346 1,8822 1,7923 1,7582 1,7869 1,8801 2,0137 2,1430 2,2270 2,2540 2,2548 2,2873 2,3896 2,5393 2,6589 2,6650 2,5181 2,2375 1,8843 1,5376 1,2711 1,1266 1,1001 1,1561 1,2504 1,3438 1,4092 1,4355 1,4189 1,3446 1,1903 0,9513 0,6515 0,3262 -0,0010 -0,3218 -0,6279 -0,9027 -1,1300 -1,2906 -1,3504 -1,2745 -1,0688 -0,7953 -0,5410 -0,3685 -0,2913 -0,2817 -0,2900 -0,2668 -0,1871 -0,0633 0,0621 0,1409 0,1391 0,0367 -0,1806 -0,5245 -0,9973 -1,5812 -2,2414 -2,9450 -3,6711 -4,4045 -5,1252 -5,8027 -6,3968 -6,8629 -7,1606 -7,2659 -7,1898 -6,9847 -6,7216 -6,4605 -6,2418 -6,0938 -6,0275 -6,0197 -6,0113 -5,9304 -5,7259 -5,3840 -4,9253 -4,4000 -3,8801 -3,4322 -3,0815 -2,8011 -2,5360 -2,2397 -1,8947 -1,5064 -1,0871 -0,6555 -0,2460 0,0986 0,3536 0,5280 0,6567 0,7868 0,9666 1,2276 1,5627 1,9212 2,2290 2,4225 2,4731 2,3977 2,2506 2,0962 1,9811 1,9259 1,9423 2,0422 2,2213 2,4462 2,6698 2,8579 3,0017 3,1111 3,2033 3,2942 3,3891 3,4740 3,5241 3,5282 3,5020 3,4712 3,4460 3,4138 3,3419 3,1965 2,9722 2,7070 2,4661 2,3056 2,2486 2,2876 2,3968 2,5451 2,7092 2,8724 3,0130 3,1050 3,1329 3,0974 3,0019 2,8395 2,6055 2,3174 2,0155 1,7438 1,5270 1,3630 1,2362 1,1369 1,0641 1,0071 0,9345 0,8061 0,5949 0,2969 -0,0724 -0,4796 -0,8788 -1,2303 -1,5105 -1,6985 -1,7700 -1,7118
Fz    2,4080 2,3170 2,1851 2,0144 1,8087 1,5742 1,3231 1,0758 0,8546 0,6772 0,5525 0,4805 0,4619 0,5053 0,6170 0,7846 0,9816 1,1834 1,3755 1,5525 1,7168 1,8729 2,0167 2,1304 2,1893 2,1737 2,0805 1,9248 1,7289 1,5093 1,2698 1,0027 0,6955 0,3400 -0,0631 -0,5028 -0,9618 -1,4274 -1,8975 -2,3703 -2,8323 -3,2629 -3,6420 -3,9524 -4,1842 -4,3425 -4,4440 -4,5040 -4,5221 -4,4749 -4,3296 -4,0718 -3,7273 -3,3565 -3,0283 -2,7940 -2,6780 -2,6783 -2,7700 -2,9149 -3,0729 -3,2095 -3,3037 -3,3567 -3,3907 -3,4327 -3,4913 -3,5479 -3,5690 -3,5277 -3,4177 -3,2496 -3,0386 -2,8010 -2,5559 -2,3256 -2,1313 -1,9909 -1,9136 -1,8962 -1,9305 -2,0120 -2,1362 -2,2912 -2,4594 -2,6251 -2,7779 -2,9132 -3,0325 -3,1417 -3,2421 -3,3245 -3,3784 -3,4079 -3,4338 -3,4826 -3,5705 -3,6918 -3,8226 -3,9389 -4,0332 -4,1129 -4,1896 -4,2755 -4,3851 -4,5288 -4,7042 -4,8951 -5,0818 -5,2592 -5,4452 -5,6676 -5,9470 -6,2953 -6,7219 -7,2342 -7,8331 -8,5070 -9,2250 -9,9429 -10,6177 -11,2188 -11,7317 -12,1520 -12,4752 -12,6905 -12,7787 -12,7163 -12,4829 -12,0692 -11,4825 -10,7490 -9,9094 -9,0123 -8,1089 -7,2477 -6,4655 -5,7757 -5,1636 -4,5964 -4,0383 -3,4605 -2,8431 -2,1765 -1,4673 -0,7404 -0,0269 0,6519 1,2875 1,8788 2,4283 2,9414 3,4239 3,8794 4,3049 4,6875 5,0116 5,2731 5,4838 5,6589 5,8039 5,9123 5,9748 5,9860 5,9401 5,8283 5,6518 5,4336 5,2166 5,0497 4,9672 4,9720 5,0357 5,1133 5,1642 5,1661 5,1171 5,0258 4,9020 4,7548 4,5995 4,4636 4,3837 4,3869 4,4742 4,6209 4,7906 4,9475 5,0651 5,1296 5,1420 5,1203 5,0920 5,0809 5,0982 5,1442 5,2114 5,2863 5,3519 5,3968 5,4221 5,4417 5,4736 5,5271 5,5920 5,6395 5,6342 5,5466 5,3622 5,0881 4,7509 4,3833 4,0088 3,6345 3,2558 2,8642 2,4538 2,0262 1,5963 1,1886 0,8237 0,5059 0,2243 -0,0389 -0,3028 -0,5816 -0,8736 -1,1550 -1,3894 -1,5466 -1,6150 -1,6036 -1,5373 -1,4472 -1,3590 -1,2899 -1,2494 -1,2362 -1,2377 -1,2377 -1,2206 -1,1739 -1,0915 -0,9777 -0,8454 -0,7098 -0,5835 -0,4738 -0,3790 -0,2848 -0,1689 -0,0141 0,1781 0,3831 0,5601 0,6703 0,6926 0,6272 0,4932 0,3288 0,1816 0,0875 0,0565 0,0763 0,1191 0,1462 0,1231 0,0380 -0,0932 -0,2418 -0,3861 -0,5184 -0,6397 -0,7527 -0,8635 -0,9790 -1,1015 -1,2291 -1,3578 -1,4807 -1,5927 -1,6961 -1,7947 -1,8830 -1,9446 -1,9588 -1,9079 -1,7858 -1,6064 -1,4044 -1,2202 -1,0830 -1,0081 -1,0063 -1,0904 -1,2717 -1,5532 -1,9233 -2,3492 -2,7737 -3,1300 -3,3743 -3,5080 -3,5682 -3,6024 -3,6506 -3,7379 -3,8708 -4,0337 -4,1911 -4,3048 -4,3577 -4,3589 -4,3314 -4,2978 -4,2718 -4,2514 -4,2228 -4,1734 -4,0983 -3,9994 -3,8841 -3,7634 -3,6474 -3,5453 -3,4671 -3,4204 -3,4067 -3,4196 -3,4406 -3,4455 -3,4234 -3,3872 -3,3621 -3,3687 -3,4141 -3,4878 -3,5691 -3,6414 -3,6979 -3,7336 -3,7361 -3,6869 -3,5704 -3,3817 -3,1270 -2,8150 -2,4565 -2,0665 -1,6585 -1,2388 -0,8110 -0,3823 0,0373 0,4398 0,8220 1,1882 1,5500 1,9183 2,2913 2,6501 2,9632 3,1991 3,3416 3,3933 3,3666 3,2727 3,1213 2,9270 2,7145 2,5146 2,3577 2,2705 2,2661 2,3326 2,4421 2,5714 2,7100 2,8548 3,0102 3,1887 3,3996 3,6363 3,8727 4,0723 4,2061 4,2636 4,2478 4,1675 4,0348 3,8617 3,6549 3,4133 3,1287 2,7936 2,4101 1,9923 1,5608 1,1398 0,7580 0,4435 0,2117 0,0560 -0,0478 -0,1317 -0,2249 -0,3463 -0,5013 -0,6790 -0,8501 -0,9745 -1,0237 -0,9963 -0,9112 -0,7931 -0,6629 -0,5371 -0,4271 -0,3369 -0,2578 -0,1712 -0,0612 0,0727 0,2129 0,3316 0,4027 0,4088 0,3438 0,2147 0,0444 -0,1330 -0,2871 -0,3966 -0,4464 -0,4284 -0,3462 -0,2176 -0,0702 0,0730 0,2068 0,3464 0,5100 0,6953 0,8694 0,9790 0,9725 0,8240 0,5460 0,1852 -0,1949 -0,5365 -0,8072 -1,0035 -1,1399 -1,2374 -1,3184 -1,3990 -1,4847 -1,5746 -1,6710 -1,7776 -1,8899 -1,9984 -2,1003 -2,1994 -2,2968 -2,3870 -2,4635 -2,5188 -2,5377 -2,4968 -2,3784 -2,1840 -1,9388 -1,6845 -1,4603 -1,2846 -1,1494 -1,0295 -0,9009 -0,7562 -0,6110 -0,5007 -0,4695 -0,5548 -0,7728 -1,1104 -1,5294 -1,9816 -2,4251 -2,8377 -3,2251 -3,6154 -4,0392 -4,5079 -5,0030 -5,4844 -5,9074 -6,2361 -6,4509 -6,5552 -6,5716 -6,5267 -6,4389 -6,3197 -6,1823 -6,0415 -5,9026 -5,7530 -5,5666 -5,3155 -4,9834 -4,5772 -4,1316 -3,6952 -3,3065 -2,9779 -2,6962 -2,4323 -2,1546 -1,8410 -1,4835 -1,0871 -0,6648 -0,2367 0,1744 0,5568 0,9192 1,2823 1,6645 2,0738 2,5012 2,9173 3,2800 3,5531 3,7251 3,8127 3,8505 3,8762 3,9181 3,9857 4,0742 4,1777 4,2949 4,4215 4,5456 4,6557 4,7489 4,8326 4,9230 5,0366 5,1721 5,3011 5,3825 5,3871 5,3134 5,1837 5,0277 4,8681 4,7160 4,5697 4,4206 4,2677 4,1269 4,0217 3,9638 3,9450 3,9485 3,9602 3,9707 3,9735 3,9586 3,9070 3,7954 3,6090 3,3496 3,0297 2,6654 2,2818 1,9174 1,6128 1,3916 1,2488 1,1575 1,0897 1,0332 0,9857 0,9372 0,8644 0,7438 0,5651 0,3275 0,0303 -0,3288 -0,7459 -1,2062 -1,6798 -2,1182 -2,4632 -2,6649
F3    2,2437 2,2573 2,2120 2,1120 1,9770 1,8311 1,6958 1,5867 1,5088 1,4537 1,4063 1,3564 1,3108 1,2959 1,3374 1,4366 1,5712 1,7169 1,8626 2,0097 2,1652 2,3275 2,4738 2,5650 2,5660 2,4630 2,2711 2,0280 1,7726 1,5221 1,2653 0,9709 0,6057 0,1495 -0,3958 -1,0037 -1,6289 -2,2289 -2,7859 -3,3035 -3,7851 -4,2216 -4,5926 -4,8731 -5,0478 -5,1241 -5,1324 -5,1098 -5,0761 -5,0184 -4,9024 -4,7050 -4,4394 -4,1513 -3,8875 -3,6697 -3,4971 -3,3617 -3,2560 -3,1767 -3,1232 -3,0930 -3,0800 -3,0835 -3,1136 -3,1825 -3,2872 -3,4073 -3,5207 -3,6192 -3,7059 -3,7771 -3,8122 -3,7866 -3,6925 -3,5453 -3,3746 -3,2121 -3,0797 -2,9851 -2,9327 -2,9335 -2,9988 -3,1271 -3,3016 -3,4935 -3,6691 -3,7995 -3,8731 -3,8993 -3,8979 -3,8846 -3,8676 -3,8533 -3,8525 -3,8782 -3,9325 -3,9913 -4,0138 -3,9745 -3,8808 -3,7612 -3,6461 -3,5606 -3,5221 -3,5372 -3,5999 -3,6945 -3,8043 -3,9300 -4,0976 -4,3412 -4,6828 -5,1316 -5,6859 -6,3306 -7,0380 -7,7716 -8,4899 -9,1598 -9,7716 -10,3354 -10,8633 -11,3526 -11,7795 -12,1114 -12,3193 -12,3810 -12,2782 -11,9996 -11,5480 -10,9437 -10,2212 -9,4247 -8,6023 -7,7991 -7,0486 -6,3644 -5,7395 -5,1584 -4,6066 -4,0704 -3,5337 -2,9791 -2,3978 -1,7957 -1,1870 -0,5866 -0,0081 0,5386 1,0513 1,5335 1,9902 2,4276 2,8492 3,2460 3,5976 3,8879 4,1130 4,2749 4,3730 4,4061 4,3791 4,3069 4,2090 4,1034 4,0092 3,9476 3,9370 3,9899 4,1090 4,2815 4,4840 4,6916 4,8806 5,0283 5,1191 5,1481 5,1184 5,0370 4,9160 4,7823 4,6784 4,6414 4,6802 4,7759 4,8979 5,0142 5,0961 5,1248 5,1003 5,0449 4,9949 4,9851 5,0398 5,1693 5,3626 5,5837 5,7830 5,9196 5,9748 5,9514 5,8700 5,7619 5,6521 5,5456 5,4297 5,2857 5,0965 4,8520 4,5550 4,2187 3,8590 3,4865 3,1040 2,7056 2,2836 1,8393 1,3898 0,9617 0,5755 0,2339 -0,0792 -0,3901 -0,7254 -1,0987 -1,4977 -1,8850 -2,2161 -2,4551 -2,5838 -2,6061 -2,5474 -2,4421 -2,3152 -2,1793 -2,0408 -1,9009 -1,7539 -1,5934 -1,4167 -1,2244 -1,0213 -0,8172 -0,6292 -0,4762 -0,3685 -0,3024 -0,2603 -0,2102 -0,1139 0,0526 0,2848 0,5514 0,8031 0,9868 1,0613 1,0085 0,8418 0,6069 0,3631 0,1523 -0,0127 -0,1357 -0,2270 -0,3052 -0,3926 -0,4999 -0,6172 -0,7261 -0,8177 -0,8965 -0,9737 -1,0654 -1,1899 -1,3541 -1,5417 -1,7199 -1,8552 -1,9263 -1,9318 -1,8919 -1,8354 -1,7830 -1,7390 -1,6946 -1,6338 -1,5426 -1,4215 -1,2904 -1,1752 -1,0925 -1,0480 -1,0459 -1,0963 -1,2151 -1,4153 -1,6949 -2,0281 -2,3665 -2,6529 -2,8472 -2,9461 -2,9795 -2,9899 -3,0159 -3,0847 -3,2067 -3,3718 -3,5526 -3,7157 -3,8387 -3,9153 -3,9497 -3,9501 -3,9234 -3,8690 -3,7826 -3,6667 -3,5330 -3,3985 -3,2799 -3,1898 -3,1299 -3,0922 -3,0685 -3,0583 -3,0690 -3,1098 -3,1767 -3,2492 -3,3076 -3,3481 -3,3767 -3,4018 -3,4292 -3,4565 -3,4750 -3,4800 -3,4734 -3,4548 -3,4143 -3,3334 -3,1923 -2,9837 -2,7179 -2,4135 -2,0896 -1,7631 -1,4420 -1,1254 -0,8114 -0,5005 -0,1911 0,1199 0,4320 0,7451 1,0714 1,4315 1,8291 2,2344 2,5938 2,8573 3,0028 3,0409 2,9965 2,8886 2,7256 2,5183 2,2913 2,0788 1,9134 1,8213 1,8159 1,8898 2,0191 2,1813 2,3633 2,5560 2,7539 2,9581 3,1694 3,3793 3,5711 3,7263 3,8328 3,8855 3,8828 3,8232 3,7051 3,5253 3,2798 2,9667 2,5878 2,1532 1,6857 1,2191 0,7887 0,4222 0,1376 -0,0562 -0,1661 -0,2185 -0,2512 -0,2973 -0,3729 -0,4779 -0,6067 -0,7518 -0,8933 -0,9947 -1,0211 -0,9614 -0,8289 -0,6450 -0,4274 -0,1918 0,0444 0,2638 0,4567 0,6244 0,7732 0,9028 0,9996 1,0430 1,0152 0,9095 0,7336 0,5113 0,2772 0,0657 -0,1024 -0,2208 -0,2900 -0,3129 -0,2966 -0,2499 -0,1765 -0,0720 0,0712 0,2616 0,5012 0,7691 1,0137 1,1686 1,1811 1,0363 0,7622 0,4162 0,0637 -0,2450 -0,4905 -0,6811 -0,8361 -0,9733 -1,1100 -1,2605 -1,4262 -1,5972 -1,7660 -1,9310 -2,0884 -2,2296 -2,3467 -2,4323 -2,4809 -2,4933 -2,4784 -2,4480 -2,4064 -2,3475 -2,2630 -2,1514 -2,0212 -1,8868 -1,7599 -1,6391 -1,5056 -1,3328 -1,1053 -0,8348 -0,5611 -0,3412 -0,2292 -0,2584 -0,4344 -0,7368 -1,1266 -1,5567 -1,9865 -2,3933 -2,7807 -3,1753 -3,6093 -4,1009 -4,6447 -5,2146 -5,7739 -6,2813 -6,7000 -7,0092 -7,2097 -7,3151 -7,3389 -7,2927 -7,1945 -7,0651 -6,9134 -6,7295 -6,4908 -6,1769 -5,7817 -5,3233 -4,8476 -4,4119 -4,0535 -3,7704 -3,5296 -3,2871 -3,0051 -2,6638 -2,2648 -1,8287 -1,3857 -0,9660 -0,5892 -0,2533 0,0643 0,3908 0,7437 1,1242 1,5158 1,8882 2,2057 2,4428 2,5973 2,6919 2,7635 2,8494 2,9778 3,1610 3,3955 3,6725 3,9807 4,2995 4,5986 4,8505 5,0436 5,1853 5,2964 5,3972 5,4935 5,5709 5,6013 5,5575 5,4311 5,2384 5,0081 4,7651 4,5232 4,2829 4,0384 3,7929 3,5637 3,3738 3,2381 3,1597 3,1351 3,1554 3,2040 3,2621 3,3128 3,3371 3,3144 3,2305 3,0833 2,8767 2,6166 2,3165 1,9997 1,6903 1,4034 1,1432 0,9096 0,7069 0,5472 0,4384 0,3671 0,2985 0,1954 0,0365 -0,1822 -0,4575 -0,7830 -1,1474 -1,5353 -1,9275 -2,2945 -2,5969 -2,7965
F7    0,1724 0,2287 0,2775 0,3078 0,3216 0,3297 0,3526 0,4125 0,5186 0,6598 0,8085 0,9354 1,0280 1,0961 1,1548 1,2092 1,2650 1,3379 1,4368 1,5426 1,6173 1,6330 1,5840 1,4808 1,3451 1,2068 1,0957 1,0329 1,0208 1,0358 1,0303 0,9495 0,7517 0,4255 -0,0038 -0,4825 -0,9460 -1,3416 -1,6480 -1,8780 -2,0617 -2,2253 -2,3752 -2,4991 -2,5842 -2,6331 -2,6632 -2,6967 -2,7494 -2,8168 -2,8736 -2,8931 -2,8719 -2,8321 -2,7952 -2,7585 -2,7018 -2,6087 -2,4769 -2,3105 -2,1111 -1,8798 -1,6296 -1,3939 -1,2181 -1,1382 -1,1616 -1,2668 -1,4206 -1,5988 -1,7956 -2,0116 -2,2380 -2,4510 -2,6209 -2,7244 -2,7530 -2,7173 -2,6454 -2,5699 -2,5168 -2,4981 -2,5069 -2,5226 -2,5254 -2,5014 -2,4400 -2,3363 -2,2019 -2,0658 -1,9565 -1,8866 -1,8520 -1,8417 -1,8462 -1,8621 -1,8892 -1,9254 -1,9646 -1,9945 -1,9999 -1,9703 -1,9082 -1,8368 -1,7942 -1,8084 -1,8775 -1,9760 -2,0761 -2,1704 -2,2782 -2,4285 -2,6446 -2,9454 -3,3441 -3,8381 -4,4031 -4,9984 -5,5751 -6,0876 -6,5090 -6,8388 -7,0951 -7,2991 -7,4612 -7,5744 -7,6231 -7,5950 -7,4834 -7,2825 -6,9892 -6,6109 -6,1675 -5,6853 -5,1889 -4,6985 -4,2306 -3,7948 -3,3875 -2,9953 -2,6075 -2,2230 -1,8457 -1,4769 -1,1107 -0,7376 -0,3512 0,0454 0,4382 0,8053 1,1277 1,4032 1,6481 1,8879 2,1455 2,4339 2,7542 3,1023 3,4761 3,8670 4,2437 4,5569 4,7687 4,8763 4,9027 4,8752 4,8208 4,7690 4,7474 4,7754 4,8546 4,9618 5,0587 5,1117 5,1065 5,0533 4,9811 4,9204 4,8870 4,8771 4,8759 4,8756 4,8885 4,9436 5,0669 5,2622 5,5019 5,7348 5,9063 5,9811 5,9610 5,8889 5,8293 5,8343 5,9242 6,0840 6,2696 6,4255 6,5143 6,5367 6,5231 6,5077 6,5096 6,5277 6,5452 6,5397 6,4931 6,3940 6,2345 6,0145 5,7501 5,4676 5,1840 4,9004 4,6150 4,3312 4,0540 3,7838 3,5187 3,2555 2,9888 2,7112 2,4202 2,1231 1,8306 1,5469 1,2689 0,9921 0,7190 0,4650 0,2551 0,1084 0,0239 -0,0146 -0,0186 0,0152 0,0993 0,2454 0,4539 0,7058 0,9700 1,2191 1,4413 1,6361 1,8004 1,9230 1,9969 2,0305 2,0444 2,0620 2,1036 2,1821 2,2969 2,4292 2,5471 2,6201 2,6311 2,5763 2,4609 2,3016 2,1261 1,9614 1,8184 1,6904 1,5639 1,4246 1,2613 1,0727 0,8755 0,6978 0,5602 0,4631 0,3917 0,3238 0,2362 0,1150 -0,0295 -0,1662 -0,2616 -0,2915 -0,2472 -0,1446 -0,0227 0,0782 0,1415 0,1829 0,2344 0,3136 0,4029 0,4582 0,4424 0,3496 0,1984 0,0113 -0,1976 -0,4228 -0,6690 -0,9475 -1,2617 -1,5872 -1,8722 -2,0687 -2,1657 -2,1905 -2,1860 -2,1915 -2,2338 -2,3225 -2,4444 -2,5678 -2,6623 -2,7201 -2,7570 -2,7985 -2,8661 -2,9648 -3,0765 -3,1747 -3,2460 -3,2925 -3,3156 -3,3073 -3,2536 -3,1431 -2,9809 -2,7986 -2,6446 -2,5626 -2,5751 -2,6726 -2,8143 -2,9492 -3,0384 -3,0594 -3,0085 -2,9063 -2,7912 -2,6994 -2,6503 -2,6438 -2,6618 -2,6736 -2,6465 -2,5575 -2,4032 -2,1951 -1,9478 -1,6811 -1,4214 -1,1870 -0,9761 -0,7747 -0,5654 -0,3289 -0,0528 0,2585 0,5892 0,9305 1,2851 1,6503 2,0003 2,2903 2,4836 2,5756 2,5925 2,5682 2,5243 2,4653 2,3843 2,2736 2,1339 1,9821 1,8502 1,7701 1,7550 1,7994 1,8929 2,0219 2,1679 2,3155 2,4622 2,6129 2,7666 2,9116 3,0325 3,1204 3,1736 3,1907 3,1686 3,1086 3,0166 2,8923 2,7272 2,5149 2,2620 1,9902 1,7291 1,5027 1,3172 1,1639 1,0373 0,9437 0,8927 0,8860 0,9128 0,9501 0,9717 0,9601 0,9146 0,8542 0,8130 0,8206 0,8838 0,9898 1,1258 1,2910 1,4910 1,7236 1,9724 2,2132 2,4237 2,5877 2,6903 2,7167 2,6569 2,5110 2,2909 2,0198 1,7318 1,4641 1,2467 1,0984 1,0306 1,0486 1,1486 1,3157 1,5238 1,7398 1,9299 2,0753 2,1859 2,2927 2,4187 2,5570 2,6748 2,7340 2,7104 2,6006 2,4182 2,1893 1,9446 1,7060 1,4820 1,2757 1,0902 0,9249 0,7744 0,6321 0,4897 0,3337 0,1529 -0,0440 -0,2310 -0,3857 -0,4942 -0,5453 -0,5385 -0,4971 -0,4554 -0,4297 -0,4100 -0,3783 -0,3293 -0,2736 -0,2256 -0,1908 -0,1607 -0,1186 -0,0494 0,0495 0,1629 0,2606 0,3049 0,2600 0,1012 -0,1767 -0,5518 -0,9768 -1,3989 -1,7816 -2,1161 -2,4221 -2,7363 -3,0892 -3,4859 -3,9056 -4,3177 -4,6960 -5,0216 -5,2827 -5,4795 -5,6201 -5,7073 -5,7326 -5,6884 -5,5826 -5,4376 -5,2741 -5,0939 -4,8774 -4,6008 -4,2606 -3,8834 -3,5145 -3,1959 -2,9429 -2,7356 -2,5316 -2,2915 -1,9963 -1,6450 -1,2468 -0,8188 -0,3851 0,0260 0,3926 0,7163 1,0266 1,3585 1,7300 2,1351 2,5459 2,9193 3,2135 3,4113 3,5285 3,5999 3,6623 3,7470 3,8783 4,0673 4,3088 4,5870 4,8804 5,1655 5,4235 5,6488 5,8433 6,0071 6,1473 6,2857 6,4412 6,6031 6,7337 6,7926 6,7585 6,6376 6,4571 6,2447 6,0110 5,7480 5,4463 5,1116 4,7673 4,4425 4,1591 3,9336 3,7862 3,7349 3,7820 3,9129 4,0992 4,2926 4,4329 4,4725 4,3934 4,2003 3,9098 3,5531 3,1764 2,8288 2,5445 2,3298 2,1617 2,0041 1,8340 1,6535 1,4723 1,2888 1,0907 0,8675 0,6184 0,3498 0,0765 -0,1800 -0,4078 -0,6124 -0,8013 -0,9692 -1,0991
