Fp1   -5,7496 -5,5092 -5,0103 -4,3047 -3,4512 -2,5164 -1,5883 -0,7728 -0,1587 0,2238 0,4106 0,4677 0,4517 0,4082 0,3863 0,4414 0,6140 0,8939 1,2039 1,4404 1,5433 1,5306 1,4785 1,4800 1,6047 1,8635 2,2014 2,5290 2,7643 2,8600 2,8109 2,6459 2,4089 2,1353 1,8304 1,4721 1,0424 0,5594 0,0760 -0,3554 -0,7155 -1,0125 -1,2486 -1,4042 -1,4578 -1,4177 -1,3271 -1,2455 -1,2277 -1,3054 -1,4675 -1,6610 -1,8219 -1,9150 -1,9492 -1,9590 -1,9713 -1,9834 -1,9599 -1,8531 -1,6368 -1,3338 -1,0139 -0,7557 -0,5966 -0,5143 -0,4662 -0,4406 -0,4591 -0,5329 -0,6396 -0,7429 -0,8261 -0,8991 -0,9809 -1,0758 -1,1558 -1,1689 -1,0708 -0,8438 -0,4922 -0,0332 0,4968 1,0397 1,5326 1,9288 2,1989 2,3239 2,2916 2,0954 1,7430 1,2655 0,7083 0,1078 -0,5192 -1,1623 -1,8034 -2,4183 -2,9762 -3,4375 -3,7686 -3,9684 -4,0764 -4,1496 -4,2333 -4,3530 -4,5208 -4,7403 -5,0084 -5,3127 -5,6241 -5,8985 -6,0916 -6,1752 -6,1501 -6,0507 -5,9280 -5,8189 -5,7341 -5,6621 -5,5697 -5,4000 -5,0928 -4,6160 -3,9819 -3,2440 -2,4785 -1,7468 -1,0595 -0,3809 0,3243 1,0464 1,7271 2,2984 2,7259 3,0207 3,2263 3,4013 3,6040 3,8719 4,2099 4,6000 5,0129 5,4095 5,7503 6,0059 6,1497 6,1519 5,9979 5,7153 5,3837 5,1166 5,0199 5,1581 5,5469 6,1594 6,9296 7,7578 8,5300 9,1509 9,5751 9,8105 9,8851 9,8092 9,5745 9,1809 8,6525 8,0308 7,3653 6,7116 6,1218 5,6226 5,2118 4,8759 4,6006 4,3713 4,1761 4,0070 3,8512 3,6868 3,4993 3,3019 3,1230 2,9765 2,8468 2,7046 2,5304 2,3198 2,0748 1,8020 1,5261 1,2973 1,1734 1,1833 1,3050 1,4747 1,6142 1,6587 1,5729 1,3642 1,0897 0,8452 0,7313 0,8106 1,0767 1,4599 1,8714 2,2447 2,5493 2,7885 2,9882 3,1683 3,3121 3,3676 3,2843 3,0448 2,6663 2,1934 1,6950 1,2526 0,9274 0,7384 0,6732 0,7139 0,8505 1,0843 1,4253 1,8726 2,3920 2,9171 3,3673 3,6701 3,7781 3,6828 3,4243 3,0794 2,7179 2,3650 2,0065 1,6293 1,2503 0,9048 0,6103 0,3455 0,0689 -0,2407 -0,5676 -0,8743 -1,1248 -1,2960 -1,3830 -1,4073 -1,4154 -1,4625 -1,5918 -1,8114 -2,0821 -2,3436 -2,5563 -2,7069 -2,7864 -2,7857 -2,7189 -2,6361 -2,6027 -2,6678 -2,8471 -3,1207 -3,4407 -3,7412 -3,9538 -4,0294 -3,9582 -3,7780 -3,5619 -3,3808 -3,2615 -3,1705 -3,0399 -2,8107 -2,4635 -2,0278 -1,5781 -1,2183 -1,0405 -1,0780 -1,2988 -1,6482 -2,0791 -2,5390 -2,9510 -3,2261 -3,2973 -3,1443 -2,7974 -2,3320 -1,8523 -1,4558 -1,1947 -1,0642 -1,0228 -1,0174 -0,9942 -0,9158 -0,7834 -0,6340 -0,5144 -0,4602 -0,4842 -0,5735 -0,7078 -0,8821 -1,0984 -1,3396 -1,5592 -1,6952 -1,7023 -1,5814 -1,3734 -1,1211 -0,8430 -0,5341 -0,1814 0,2189 0,6487 1,0701 1,4417 1,7341 1,9338 2,0348 2,0346 1,9491 1,8316 1,7516 1,7424 1,7806 1,8219 1,8453 1,8594 1,8792 1,9067 1,9263 1,9108 1,8350 1,6881 1,4824 1,2599 1,0885 1,0433 1,1860 1,5424 2,0767 2,6842 3,2290 3,5975 3,7285 3,6197 3,3216 2,9159 2,4908 2,1182 1,8385 1,6604 1,5722 1,5461 1,5302 1,4506 1,2477 0,9166 0,5121 0,1211 -0,1733 -0,3207 -0,3194 -0,2105 -0,0503 0,1162 0,2705 0,4279 0,6239 0,8740 1,1487 1,3883 1,5390 1,5777 1,5198 1,4097 1,2949 1,1943 1,0861 0,9329 0,7297 0,5332 0,4345 0,4958 0,7062 0,9853 1,2158 1,2812 1,1068 0,6885 0,0971 -0,5546 -1,1637 -1,6665 -2,0364 -2,2787 -2,4291 -2,5352 -2,6215 -2,6688 -2,6248 -2,4427 -2,1154 -1,6797 -1,1916 -0,7026 -0,2544 0,1217 0,4063 0,5966 0,7133 0,8011 0,9034 1,0247 1,1209 1,1344 1,0375 0,8527 0,6408 0,4647 0,3476 0,2569 0,1335 -0,0611 -0,3255 -0,6197 -0,8636 -0,9547 -0,8207 -0,4664 0,0247 0,5210 0,8945 1,0766 1,0812 0,9758 0,8316 0,6944 0,5790 0,4760 0,3729 0,2734 0,1898 0,1214 0,0358 -0,1381 -0,4808 -1,0219 -1,7050 -2,4112 -3,0153 -3,4354 -3,6532 -3,7009 -3,6365 -3,5301 -3,4412 -3,3867 -3,3368 -3,2452 -3,0802 -2,8435 -2,5741 -2,3226 -2,1065 -1,8976 -1,6687 -1,4484 -1,3152 -1,3467 -1,5885 -2,0478 -2,6862 -3,4098 -4,0900 -4,6161 -4,9406 -5,0798 -5,0868 -5,0266 -4,9650 -4,9632 -5,0728 -5,3221 -5,6985 -6,1424 -6,5623 -6,8677 -7,0018 -6,9540 -6,7501 -6,4385 -6,0798 -5,7284 -5,4155 -5,1492 -4,9281 -4,7445 -4,5723 -4,3707 -4,1140 -3,8132 -3,5023 -3,2078 -2,9366 -2,6889 -2,4770 -2,3207 -2,2217 -2,1471 -2,0419 -1,8546 -1,5569 -1,1459 -0,6347 -0,0508 0,5591 1,1292 1,5842 1,8562 1,9015 1,7035 1,2701 0,6404 -0,1142 -0,9045 -1,6472 -2,2846 -2,7913 -3,1611 -3,3891 -3,4709 -3,4099 -3,2138 -2,8950 -2,4793 -2,0060 -1,5100 -1,0126 -0,5366 -0,1132 0,2364 0,5108 0,7103 0,8196 0,8056 0,6283 0,2659 -0,2671 -0,9274 -1,6600 -2,4094 -3,1220 -3,7443 -4,2246 -4,5247 -4,6410 -4,6235 -4,5733 -4,6095 -4,8097 -5,1611 -5,5680 -5,9228 -6,1761 -6,3546 -6,5257 -6,7464 -7,0328 -7,3587 -7,6762 -7,9389 -8,1213 -8,2263 -8,2722 -8,2757 -8,2474 -8,1904 -8,0938 -7,9351 -7,6984 -7,3958 -7,0719 -6,7815 -6,5603 -6,4216 -6,3721 -6,4172 -6,5536
Fz    -7,3574 -7,0507 -6,4927 -5,7375 -4,8510 -3,9060 -2,9813 -2,1515 -1,4693 -0,9532 -0,5910 -0,3561 -0,2252 -0,1828 -0,2140 -0,2903 -0,3673 -0,4007 -0,3668 -0,2650 -0,1071 0,0951 0,3393 0,6349 0,9943 1,4134 1,8572 2,2671 2,5878 2,7923 2,8878 2,8992 2,8501 2,7570 2,6304 2,4750 2,2948 2,0986 1,8985 1,7013 1,5068 1,3160 1,1398 0,9947 0,8889 0,8124 0,7399 0,6439 0,5016 0,2988 0,0395 -0,2466 -0,5162 -0,7358 -0,8948 -0,9985 -1,0572 -1,0780 -1,0599 -0,9945 -0,8796 -0,7324 -0,5913 -0,4976 -0,4704 -0,4933 -0,5309 -0,5592 -0,5746 -0,5779 -0,5621 -0,5255 -0,4861 -0,4691 -0,4805 -0,4993 -0,4891 -0,4126 -0,2423 0,0308 0,3964 0,8307 1,2996 1,7629 2,1775 2,4974 2,6727 2,6633 2,4590 2,0871 1,5975 1,0420 0,4585 -0,1421 -0,7797 -1,4832 -2,2563 -3,0639 -3,8507 -4,5691 -5,1973 -5,7439 -6,2394 -6,7170 -7,1944 -7,6701 -8,1326 -8,5700 -8,9701 -9,3103 -9,5523 -9,6520 -9,5836 -9,3571 -9,0200 -8,6422 -8,2897 -8,0031 -7,7936 -7,6444 -7,5136 -7,3450 -7,0894 -6,7244 -6,2625 -5,7402 -5,1939 -4,6375 -4,0606 -3,4454 -2,7860 -2,0969 -1,4100 -0,7634 -0,1919 0,2790 0,6442 0,9349 1,2153 1,5523 1,9870 2,5293 3,1610 3,8390 4,5028 5,0794 5,4873 5,6543 5,5533 5,2311 4,8020 4,4047 4,1566 4,1305 4,3524 4,8072 5,4454 6,1933 6,9700 7,7028 8,3354 8,8280 9,1469 9,2612 9,1577 8,8567 8,4044 7,8563 7,2705 6,7064 6,2128 5,8080 5,4756 5,1798 4,8844 4,5601 4,1868 3,7573 3,2794 2,7704 2,2541 1,7611 1,3222 0,9579 0,6792 0,5032 0,4615 0,5859 0,8860 1,3399 1,9035 2,5221 3,1326 3,6620 4,0351 4,1922 4,1050 3,7802 3,2514 2,5769 1,8467 1,1786 0,6880 0,4464 0,4562 0,6597 0,9702 1,3002 1,5801 1,7750 1,8907 1,9505 1,9613 1,9006 1,7306 1,4227 0,9763 0,4315 -0,1343 -0,6291 -0,9803 -1,1606 -1,1902 -1,1157 -0,9856 -0,8341 -0,6815 -0,5472 -0,4557 -0,4298 -0,4831 -0,6224 -0,8450 -1,1295 -1,4342 -1,7134 -1,9433 -2,1334 -2,3130 -2,5038 -2,7031 -2,8924 -3,0620 -3,2306 -3,4379 -3,7150 -4,0628 -4,4567 -4,8612 -5,2379 -5,5527 -5,7834 -5,9261 -6,0008 -6,0520 -6,1294 -6,2543 -6,4099 -6,5625 -6,6807 -6,7335 -6,6948 -6,5605 -6,3611 -6,1533 -5,9905 -5,8951 -5,8502 -5,8103 -5,7202 -5,5409 -5,2649 -4,9112 -4,5122 -4,1050 -3,7219 -3,3783 -3,0672 -2,7646 -2,4434 -2,0884 -1,7101 -1,3517 -1,0803 -0,9551 -0,9942 -1,1721 -1,4496 -1,7949 -2,1755 -2,5483 -2,8689 -3,1071 -3,2508 -3,3037 -3,2842 -3,2182 -3,1216 -2,9857 -2,7805 -2,4766 -2,0651 -1,5613 -1,0008 -0,4352 0,0797 0,5017 0,8132 1,0217 1,1507 1,2244 1,2583 1,2646 1,2558 1,2391 1,2184 1,2023 1,2023 1,2206 1,2437 1,2476 1,2109 1,1260 0,9998 0,8496 0,6937 0,5445 0,4071 0,2883 0,2062 0,1892 0,2715 0,4866 0,8500 1,3377 1,8863 2,4239 2,9030 3,3116 3,6607 3,9614 4,2062 4,3630 4,3839 4,2272 3,8853 3,4043 2,8792 2,4293 2,1634 2,1449 2,3696 2,7649 3,2139 3,5945 3,8141 3,8257 3,6302 3,2753 2,8496 2,4566 2,1767 2,0421 2,0360 2,1076 2,1899 2,2241 2,1847 2,0864 1,9690 1,8742 1,8261 1,8215 1,8289 1,8035 1,7114 1,5481 1,3431 1,1529 1,0386 1,0374 1,1432 1,3101 1,4755 1,5913 1,6415 1,6370 1,5971 1,5330 1,4416 1,3127 1,1396 0,9238 0,6770 0,4170 0,1547 -0,1260 -0,4758 -0,9574 -1,6060 -2,3990 -3,2536 -4,0523 -4,6869 -5,0936 -5,2590 -5,2066 -4,9807 -4,6352 -4,2198 -3,7680 -3,2903 -2,7837 -2,2526 -1,7235 -1,2323 -0,8033 -0,4466 -0,1658 0,0421 0,1914 0,3050 0,4038 0,4902 0,5371 0,4983 0,3438 0,0904 -0,1953 -0,4206 -0,4998 -0,3875 -0,0981 0,3062 0,7477 1,1581 1,4935 1,7445 1,9318 2,0858 2,2284 2,3639 2,4760 2,5417 2,5543 2,5314 2,4982 2,4654 2,4275 2,3764 2,3108 2,2361 2,1570 2,0692 1,9533 1,7735 1,4821 1,0365 0,4305 -0,2845 -1,0175 -1,6795 -2,2106 -2,5855 -2,8046 -2,8832 -2,8403 -2,6900 -2,4289 -2,0390 -1,5089 -0,8554 -0,1310 0,5802 1,1833 1,6083 1,8293 1,8455 1,6505 1,2338 0,6085 -0,1734 -1,0311 -1,8742 -2,6183 -3,1996 -3,5858 -3,7788 -3,8091 -3,7282 -3,6020 -3,5033 -3,5062 -3,6735 -4,0319 -4,5496 -5,1351 -5,6642 -6,0258 -6,1635 -6,0895 -5,8652 -5,5731 -5,2989 -5,1149 -5,0568 -5,1123 -5,2320 -5,3553 -5,4270 -5,4025 -5,2526 -4,9698 -4,5681 -4,0714 -3,5008 -2,8741 -2,2144 -1,5525 -0,9128 -0,3020 0,2837 0,8347 1,3139 1,6720 1,8807 1,9506 1,9214 1,8397 1,7380 1,6245 1,4878 1,3127 1,0915 0,8263 0,5307 0,2318 -0,0366 -0,2451 -0,3695 -0,3848 -0,2693 -0,0217 0,3328 0,7558 1,2127 1,6823 2,1582 2,6456 3,1497 3,6595 4,1385 4,5338 4,7917 4,8709 4,7494 4,4265 3,9181 3,2573 2,4945 1,6879 0,8901 0,1414 -0,5295 -1,1063 -1,5834 -1,9641 -2,2590 -2,4881 -2,6846 -2,8928 -3,1523 -3,4768 -3,8522 -4,2572 -4,6800 -5,1187 -5,5731 -6,0344 -6,4788 -6,8650 -7,1434 -7,2757 -7,2543 -7,1065 -6,8774 -6,6083 -6,3281 -6,0504 -5,7667 -5,4473 -5,0598 -4,5949 -4,0882 -3,6186 -3,2804 -3,1430 -3,2248 -3,4949 -3,8894
F3    -5,2820 -5,3192 -5,2249 -5,0232 -4,7291 -4,3524 -3,9011 -3,3807 -2,7952 -2,1539 -1,4760 -0,7859 -0,1149 0,4919 0,9895 1,3611 1,6238 1,8077 1,9301 1,9850 1,9522 1,8232 1,6246 1,4167 1,2640 1,2048 1,2448 1,3642 1,5196 1,6523 1,7121 1,6747 1,5395 1,3265 1,0787 0,8614 0,7420 0,7536 0,8721 1,0335 1,1710 1,2372 1,2041 1,0660 0,8485 0,6097 0,4214 0,3374 0,3603 0,4334 0,4703 0,3993 0,1871 -0,1664 -0,6340 -1,1621 -1,6827 -2,1355 -2,4749 -2,6661 -2,6857 -2,5323 -2,2328 -1,8348 -1,3937 -0,9612 -0,5764 -0,2550 0,0178 0,2753 0,5426 0,8055 1,0039 1,0706 0,9872 0,7984 0,5817 0,4104 0,3319 0,3605 0,4818 0,6678 0,8956 1,1570 1,4399 1,6947 1,8317 1,7690 1,4816 1,0097 0,4350 -0,1574 -0,7114 -1,2150 -1,7013 -2,2268 -2,8239 -3,4667 -4,0864 -4,6097 -4,9883 -5,2167 -5,3375 -5,4244 -5,5530 -5,7857 -6,1684 -6,7211 -7,4217 -8,2016 -8,9536 -9,5546 -9,8982 -9,9321 -9,6780 -9,2151 -8,6466 -8,0785 -7,6045 -7,2793 -7,0977 -7,0027 -6,9137 -6,7541 -6,4754 -6,0622 -5,5193 -4,8607 -4,1091 -3,2947 -2,4561 -1,6409 -0,8967 -0,2602 0,2413 0,5869 0,7711 0,8259 0,8345 0,9172 1,1900 1,7190 2,4910 3,4139 4,3465 5,1420 5,6829 5,9075 5,8314 5,5500 5,2112 4,9675 4,9357 5,1798 5,7105 6,4901 7,4372 8,4346 9,3486 10,0604 10,4950 10,6317 10,4941 10,1369 9,6414 9,1012 8,5876 8,1195 7,6728 7,2198 6,7589 6,3154 5,9255 5,6152 5,3797 5,1782 4,9488 4,6385 4,2306 3,7506 3,2433 2,7427 2,2607 1,8049 1,4122 1,1648 1,1627 1,4682 2,0648 2,8506 3,6703 4,3707 4,8422 5,0387 4,9776 4,7220 4,3468 3,9117 3,4545 2,9984 2,5703 2,2233 2,0308 2,0421 2,2408 2,5505 2,8838 3,1800 3,4089 3,5608 3,6424 3,6688 3,6456 3,5505 3,3406 2,9805 2,4651 1,8293 1,1528 0,5521 0,1366 -0,0480 -0,0317 0,1247 0,3753 0,6939 1,0525 1,4057 1,6948 1,8692 1,9131 1,8493 1,7182 1,5574 1,3957 1,2511 1,1251 1,0017 0,8536 0,6531 0,3847 0,0571 -0,2975 -0,6489 -0,9946 -1,3524 -1,7387 -2,1560 -2,5786 -2,9452 -3,1870 -3,2713 -3,2164 -3,0836 -2,9639 -2,9478 -3,0813 -3,3425 -3,6597 -3,9444 -4,1194 -4,1439 -4,0290 -3,8292 -3,6112 -3,4236 -3,2828 -3,1759 -3,0768 -2,9639 -2,8289 -2,6721 -2,4960 -2,3120 -2,1458 -2,0206 -1,9322 -1,8507 -1,7471 -1,6136 -1,4629 -1,3190 -1,2132 -1,1749 -1,2125 -1,3008 -1,3937 -1,4514 -1,4601 -1,4375 -1,4304 -1,4972 -1,6716 -1,9414 -2,2608 -2,5809 -2,8642 -3,0695 -3,1355 -2,9955 -2,6152 -2,0102 -1,2394 -0,3934 0,4165 1,0802 1,5216 1,7342 1,7874 1,7919 1,8408 1,9624 2,1114 2,2013 2,1575 1,9673 1,6981 1,4625 1,3449 1,3517 1,4245 1,4893 1,4960 1,4358 1,3423 1,2763 1,2952 1,4211 1,6345 1,8957 2,1728 2,4625 2,7944 3,2166 3,7636 4,4189 5,1072 5,7266 6,1909 6,4548 6,5159 6,3971 6,1185 5,6829 5,0900 4,3594 3,5441 2,7405 2,0898 1,7461 1,8104 2,2843 3,0719 4,0057 4,8811 5,5153 5,8080 5,7642 5,4736 5,0622 4,6421 4,2859 4,0236 3,8437 3,6973 3,5215 3,2747 2,9605 2,6192 2,2974 2,0243 1,8070 1,6332 1,4804 1,3305 1,1810 1,0442 0,9459 0,9266 1,0350 1,3027 1,7150 2,2061 2,6855 3,0768 3,3387 3,4607 3,4558 3,3596 3,2194 3,0657 2,8865 2,6349 2,2687 1,7911 1,2523 0,7112 0,1930 -0,3209 -0,8613 -1,4263 -1,9636 -2,3951 -2,6542 -2,7078 -2,5598 -2,2405 -1,7975 -1,2955 -0,8123 -0,4168 -0,1441 0,0115 0,0826 0,1161 0,1681 0,2903 0,5099 0,8209 1,1926 1,5856 1,9603 2,2791 2,5029 2,5870 2,4930 2,2266 1,8540 1,4605 1,0938 0,7552 0,4399 0,1768 0,0233 0,0229 0,1776 0,4592 0,8302 1,2528 1,6891 2,1022 2,4616 2,7520 2,9736 3,1258 3,1943 3,1595 3,0195 2,8025 2,5557 2,3165 2,0954 1,8829 1,6571 1,3858 1,0415 0,6200 0,1374 -0,3788 -0,8917 -1,3610 -1,7544 -2,0571 -2,2771 -2,4327 -2,5245 -2,5275 -2,4057 -2,1246 -1,6620 -1,0309 -0,2938 0,4490 1,0837 1,5174 1,7145 1,7023 1,5363 1,2576 0,8796 0,4088 -0,1213 -0,6415 -1,0792 -1,3974 -1,5944 -1,6758 -1,6445 -1,5182 -1,3483 -1,2110 -1,1872 -1,3483 -1,7382 -2,3471 -3,0995 -3,8740 -4,5430 -5,0142 -5,2621 -5,3272 -5,2795 -5,1907 -5,1336 -5,1655 -5,2907 -5,4515 -5,5660 -5,5717 -5,4426 -5,1844 -4,8162 -4,3559 -3,8129 -3,1857 -2,4660 -1,6572 -0,7949 0,0550 0,8277 1,4918 2,0486 2,4966 2,7980 2,8870 2,7110 2,2615 1,5810 0,7638 -0,0528 -0,7233 -1,1385 -1,2512 -1,0828 -0,7138 -0,2482 0,2277 0,6613 1,0306 1,3401 1,6082 1,8488 2,0616 2,2374 2,3659 2,4353 2,4349 2,3684 2,2645 2,1631 2,0868 2,0310 1,9813 1,9303 1,8780 1,8236 1,7598 1,6753 1,5647 1,4327 1,2874 1,1341 0,9731 0,8038 0,6250 0,4283 0,1925 -0,1121 -0,5131 -1,0276 -1,6544 -2,3614 -3,0883 -3,7778 -4,4026 -4,9600 -5,4483 -5,8568 -6,1723 -6,3896 -6,5098 -6,5367 -6,4800 -6,3603 -6,2104 -6,0668 -5,9540 -5,8691 -5,7809 -5,6490 -5,4471 -5,1669 -4,8070 -4,3827 -3,9470 -3,5821 -3,3575 -3,2982 -3,3875 -3,5869
F7    -3,8639 -3,8686 -3,7178 -3,4064 -2,9550 -2,4193 -1,8819 -1,4194 -1,0698 -0,8263 -0,6541 -0,5141 -0,3777 -0,2259 -0,0441 0,1836 0,4737 0,8277 1,2161 1,5855 1,8814 2,0707 2,1530 2,1575 2,1269 2,0999 2,1023 2,1414 2,1979 2,2280 2,1886 2,0608 1,8575 1,6129 1,3614 1,1214 0,8939 0,6705 0,4392 0,1837 -0,1124 -0,4527 -0,8136 -1,1458 -1,3915 -1,5079 -1,4861 -1,3610 -1,2072 -1,1127 -1,1334 -1,2665 -1,4643 -1,6697 -1,8385 -1,9418 -1,9644 -1,9080 -1,7872 -1,6155 -1,3988 -1,1440 -0,8673 -0,5906 -0,3323 -0,1053 0,0740 0,1745 0,1634 0,0342 -0,1830 -0,4394 -0,6935 -0,9238 -1,1232 -1,2779 -1,3527 -1,3064 -1,1230 -0,8214 -0,4391 -0,0078 0,4545 0,9277 1,3703 1,7190 1,9073 1,8879 1,6449 1,1917 0,5641 -0,1818 -0,9770 -1,7559 -2,4684 -3,0742 -3,5371 -3,8367 -3,9829 -4,0090 -3,9558 -3,8626 -3,7660 -3,6940 -3,6593 -3,6584 -3,6835 -3,7388 -3,8464 -4,0303 -4,2910 -4,5952 -4,8920 -5,1370 -5,3098 -5,4171 -5,4794 -5,5106 -5,5132 -5,4890 -5,4400 -5,3537 -5,1934 -4,9111 -4,4801 -3,9170 -3,2708 -2,5905 -1,9028 -1,2175 -0,5419 0,1116 0,7271 1,2873 1,7727 2,1667 2,4687 2,7054 2,9230 3,1607 3,4294 3,7165 4,0042 4,2769 4,5180 4,7072 4,8247 4,8667 4,8612 4,8655 4,9432 5,1388 5,4649 5,9056 6,4290 7,0003 7,5855 8,1424 8,6156 8,9481 9,1109 9,1202 9,0161 8,8208 8,5247 8,1074 7,5626 6,9036 6,1610 5,3852 4,6453 4,0114 3,5370 3,2514 3,1547 3,2164 3,3876 3,6135 3,8299 3,9689 3,9880 3,8915 3,7120 3,4812 3,2229 2,9672 2,7516 2,5997 2,5026 2,4257 2,3376 2,2356 2,1412 2,0704 2,0163 1,9609 1,8933 1,8164 1,7450 1,7083 1,7498 1,9122 2,2134 2,6350 3,1264 3,6219 4,0636 4,4132 4,6515 4,7762 4,8004 4,7403 4,5991 4,3633 4,0183 3,5677 3,0420 2,5013 2,0274 1,7012 1,5719 1,6376 1,8510 2,1481 2,4738 2,7883 3,0604 3,2627 3,3708 3,3718 3,2719 3,0978 2,8870 2,6790 2,5117 2,4111 2,3685 2,3321 2,2320 2,0255 1,7232 1,3729 1,0208 0,6814 0,3393 -0,0217 -0,3906 -0,7338 -1,0222 -1,2517 -1,4432 -1,6251 -1,8151 -2,0122 -2,2040 -2,3753 -2,5076 -2,5860 -2,6108 -2,5923 -2,5308 -2,4109 -2,2242 -1,9970 -1,7862 -1,6470 -1,6009 -1,6300 -1,6957 -1,7638 -1,8216 -1,8830 -1,9751 -2,1158 -2,2986 -2,4921 -2,6550 -2,7575 -2,7944 -2,7777 -2,7194 -2,6242 -2,4989 -2,3612 -2,2340 -2,1311 -2,0560 -2,0151 -2,0199 -2,0715 -2,1501 -2,2218 -2,2550 -2,2349 -2,1680 -2,0764 -1,9802 -1,8777 -1,7420 -1,5468 -1,2942 -1,0133 -0,7360 -0,4829 -0,2716 -0,1208 -0,0436 -0,0381 -0,0904 -0,1864 -0,3248 -0,5144 -0,7547 -1,0197 -1,2571 -1,4022 -1,4043 -1,2549 -0,9871 -0,6474 -0,2762 0,0915 0,4216 0,6902 0,8929 1,0444 1,1693 1,2881 1,4051 1,5114 1,5976 1,6698 1,7547 1,8815 2,0536 2,2424 2,4127 2,5515 2,6744 2,8066 2,9593 3,1182 3,2484 3,3107 3,2752 3,1295 2,8908 2,6131 2,3796 2,2783 2,3685 2,6538 3,0746 3,5293 3,9140 4,1565 4,2326 4,1623 3,9937 3,7867 3,5958 3,4515 3,3528 3,2756 3,1834 3,0354 2,8028 2,4860 2,1151 1,7325 1,3776 1,0834 0,8771 0,7767 0,7823 0,8736 1,0191 1,1936 1,3929 1,6277 1,8973 2,1740 2,4151 2,5908 2,7010 2,7671 2,8093 2,8347 2,8353 2,7898 2,6713 2,4670 2,1946 1,9007 1,6412 1,4564 1,3496 1,2772 1,1662 0,9572 0,6382 0,2460 -0,1572 -0,5158 -0,8010 -1,0090 -1,1478 -1,2306 -1,2731 -1,2838 -1,2547 -1,1644 -0,9944 -0,7476 -0,4497 -0,1316 0,1863 0,4909 0,7698 1,0135 1,2198 1,3968 1,5575 1,7054 1,8230 1,8775 1,8373 1,6844 1,4250 1,0958 0,7539 0,4472 0,1942 -0,0110 -0,1777 -0,3082 -0,3959 -0,4242 -0,3709 -0,2260 -0,0046 0,2588 0,5286 0,7834 1,0177 1,2305 1,4116 1,5383 1,5851 1,5356 1,3910 1,1699 0,9018 0,6131 0,3197 0,0266 -0,2699 -0,5750 -0,8821 -1,1678 -1,4090 -1,6004 -1,7554 -1,8945 -2,0311 -2,1590 -2,2563 -2,2976 -2,2594 -2,1206 -1,8681 -1,5039 -1,0516 -0,5608 -0,0958 0,2925 0,5873 0,7923 0,9037 0,9073 0,7926 0,5546 0,1898 -0,2898 -0,8375 -1,3769 -1,8335 -2,1627 -2,3572 -2,4412 -2,4647 -2,4940 -2,5965 -2,8241 -3,1946 -3,6760 -4,1915 -4,6502 -4,9845 -5,1718 -5,2314 -5,2038 -5,1352 -5,0707 -5,0377 -5,0263 -4,9930 -4,8905 -4,6952 -4,4104 -4,0541 -3,6494 -3,2237 -2,8065 -2,4199 -2,0679 -1,7390 -1,4218 -1,1141 -0,8139 -0,5061 -0,1697 0,1952 0,5492 0,8312 1,0014 1,0647 1,0599 1,0339 1,0186 1,0226 1,0391 1,0505 1,0297 0,9468 0,7832 0,5418 0,2472 -0,0638 -0,3546 -0,5949 -0,7657 -0,8706 -0,9423 -1,0288 -1,1667 -1,3618 -1,5823 -1,7674 -1,8486 -1,7791 -1,5536 -1,2035 -0,7784 -0,3315 0,0920 0,4602 0,7499 0,9387 1,0059 0,9357 0,7222 0,3764 -0,0725 -0,5804 -1,0919 -1,5499 -1,9179 -2,2034 -2,4582 -2,7521 -3,1351 -3,6128 -4,1503 -4,6963 -5,2057 -5,6508 -6,0243 -6,3287 -6,5594 -6,7037 -6,7534 -6,7168 -6,6198 -6,5004 -6,3945 -6,3256 -6,3065 -6,3402 -6,4123 -6,4860 -6,5135 -6,4607 -6,3272 -6,1452 -5,9595 -5,8060 -5,7062 -5,6782 -5,7422
