Fp1   0,4851 0,6105 0,6528 0,6545 0,6477 0,6537 0,6899 0,7593 0,8357 0,8706 0,8190 0,6646 0,4304 0,1743 -0,0301 -0,1272 -0,1061 0,0058 0,1636 0,3235 0,4553 0,5428 0,5725 0,5342 0,4315 0,2848 0,1272 0,0052 -0,0298 0,0423 0,1819 0,3123 0,3681 0,3249 0,2026 0,0491 -0,0924 -0,2055 -0,2947 -0,3702 -0,4446 -0,5297 -0,6353 -0,7757 -0,9708 -1,2319 -1,5456 -1,8759 -2,1818 -2,4286 -2,5863 -2,6358 -2,5864 -2,4787 -2,3676 -2,2967 -2,2768 -2,2880 -2,3021 -2,3032 -2,2905 -2,2666 -2,2291 -2,1819 -2,1544 -2,1990 -2,3560 -2,6198 -2,9422 -3,2631 -3,5318 -3,7157 -3,8046 -3,8040 -3,7185 -3,5455 -3,2942 -3,0058 -2,7415 -2,5425 -2,4050 -2,2903 -2,1608 -2,0035 -1,8248 -1,6331 -1,4322 -1,2303 -1,0556 -0,9539 -0,9640 -1,1001 -1,3495 -1,6706 -1,9964 -2,2588 -2,4153 -2,4500 -2,3617 -2,1627 -1,8854 -1,5806 -1,3069 -1,1112 -1,0170 -1,0359 -1,1849 -1,4731 -1,8749 -2,3303 -2,7690 -3,1358 -3,4101 -3,6083 -3,7667 -3,9187 -4,0767 -4,2290 -4,3586 -4,4684 -4,5829 -4,7260 -4,9059 -5,1237 -5,3816 -5,6611 -5,9068 -6,0431 -6,0111 -5,7990 -5,4414 -4,9900 -4,4855 -3,9550 -3,4287 -2,9465 -2,5341 -2,1718 -1,8038 -1,3800 -0,8781 -0,2924 0,3773 1,1219 1,9185 2,7402 3,5671 4,3840 5,1729 5,9101 6,5676 7,1128 7,5054 7,7107 7,7262 7,5880 7,3515 7,0660 6,7562 6,4249 6,0823 5,7666 5,5251 5,3798 5,3192 5,3108 5,3145 5,2992 5,2584 5,2057 5,1567 5,1163 5,0774 5,0266 4,9539 4,8568 4,7399 4,6173 4,5107 4,4374 4,3995 4,3864 4,3894 4,4094 4,4529 4,5262 4,6286 4,7412 4,8297 4,8698 4,8714 4,8677 4,8914 4,9713 5,1324 5,3750 5,6638 5,9447 6,1663 6,2955 6,3211 6,2446 6,0834 5,8807 5,6848 5,5169 5,3679 5,2246 5,0870 4,9633 4,8646 4,8077 4,8117 4,8839 5,0083 5,1466 5,2503 5,2717 5,1729 4,9379 4,5822 4,1510 3,7012 3,2764 2,8914 2,5382 2,2032 1,8792 1,5723 1,3049 1,1083 1,0061 1,0019 1,0725 1,1663 1,2125 1,1461 0,9423 0,6350 0,2928 -0,0263 -0,2978 -0,5214 -0,6971 -0,8126 -0,8517 -0,8172 -0,7360 -0,6432 -0,5673 -0,5274 -0,5275 -0,5448 -0,5348 -0,4601 -0,3148 -0,1212 0,0852 0,2668 0,3916 0,4437 0,4262 0,3560 0,2548 0,1457 0,0509 -0,0115 -0,0320 -0,0128 0,0280 0,0563 0,0346 -0,0473 -0,1554 -0,2261 -0,2045 -0,0784 0,1114 0,2980 0,4335 0,5132 0,5682 0,6361 0,7326 0,8398 0,9155 0,9179 0,8314 0,6687 0,4518 0,2000 -0,0720 -0,3535 -0,6299 -0,8708 -1,0351 -1,0984 -1,0742 -1,0078 -0,9546 -0,9584 -1,0313 -1,1461 -1,2548 -1,3185 -1,3180 -1,2437 -1,0891 -0,8611 -0,5912 -0,3262 -0,1088 0,0422 0,1425 0,2319 0,3465 0,5033 0,7020 0,9235 1,1350 1,3118 1,4514 1,5674 1,6784 1,7964 1,9206 2,0425 2,1549 2,2524 2,3256 2,3657 2,3735 2,3560 2,3209 2,2809 2,2543 2,2527 2,2761 2,3202 2,3817 2,4547 2,5291 2,5882 2,6031 2,5434 2,4080 2,2343 2,0687 1,9418 1,8753 1,8961 2,0266 2,2601 2,5538 2,8437 3,0663 3,1813 3,1861 3,1173 3,0308 2,9646 2,9215 2,8833 2,8301 2,7535 2,6580 2,5481 2,4220 2,2799 2,1286 1,9774 1,8400 1,7347 1,6819 1,7035 1,8149 2,0075 2,2381 2,4439 2,5739 2,6141 2,5857 2,5213 2,4500 2,4044 2,4248 2,5362 2,7222 2,9321 3,1129 3,2293 3,2616 3,2019 3,0593 2,8628 2,6518 2,4641 2,3264 2,2496 2,2270 2,2404 2,2672 2,2821 2,2628 2,1986 2,0894 1,9484 1,8121 1,7353 1,7608 1,8904 2,0722 2,2182 2,2566 2,1778 2,0275 1,8672 1,7558 1,7504 1,8869 2,1530 2,4947 2,8511 3,1834 3,4778 3,7294 3,9281 4,0648 4,1428 4,1741 4,1692 4,1346 4,0818 4,0385 4,0448 4,1257 4,2717 4,4468 4,6030 4,6872 4,6536 4,4844 4,2008 3,8532 3,4952 3,1666 2,8967 2,7060 2,6011 2,5742 2,6083 2,6842 2,7895 2,9292 3,1202 3,3633 3,6150 3,7998 3,8588 3,7934 3,6615 3,5353 3,4599 3,4424 3,4695 3,5230 3,5799 3,6162 3,6268 3,6324 3,6623 3,7358 3,8568 4,0103 4,1617 4,2670 4,2982 4,2650 4,2016 4,1252 4,0194 3,8624 3,6549 3,4148 3,1559 2,8820 2,5845 2,2409 1,8361 1,3882 0,9375 0,5091 0,1021 -0,2837 -0,6262 -0,8884 -1,0406 -1,0709 -0,9794 -0,7726 -0,4689 -0,0955 0,3282 0,7965 1,3026 1,8198 2,2911 2,6431 2,8278 2,8536 2,7744 2,6603 2,5817 2,5946 2,7163 2,9137 3,1234 3,2882 3,3823 3,4159 3,4236 3,4392 3,4712 3,5055 3,5248 3,5179 3,4748 3,3896 3,2714 3,1454 3,0417 2,9905 3,0157 3,1249 3,3012 3,5071 3,7009 3,8535 3,9551 4,0109 4,0381 4,0650 4,1215 4,2134 4,3113 4,3744 4,3795 4,3250 4,2279 4,1226 4,0421 3,9974 3,9826 3,9925 4,0283 4,0993 4,2205 4,3996 4,6183 4,8374 5,0157 5,1223 5,1432 5,0897 4,9998 4,9262 4,9170 4,9920 5,1289 5,2816 5,4144 5,5187 5,6078 5,6967 5,7829 5,8448 5,8505 5,7679 5,5845 5,3221 5,0171 4,6988 4,3922 4,1255 3,9226 3,7903 3,7126 3,6542 3,5802 3,4792 3,3578 3,2130 3,0278 2,7942 2,5235 2,2281 1,9102 1,5735 1,2352 0,9251
Fz    0,2525 0,3050 0,3378 0,3830 0,4577 0,5620 0,6872 0,8189 0,9341 1,0016 0,9954 0,9114 0,7760 0,6370 0,5393 0,4989 0,4953 0,4904 0,4537 0,3770 0,2767 0,1812 0,1081 0,0548 0,0072 -0,0481 -0,1149 -0,1807 -0,2180 -0,2030 -0,1333 -0,0272 0,0873 0,1822 0,2393 0,2541 0,2281 0,1648 0,0704 -0,0498 -0,1974 -0,3760 -0,5851 -0,8230 -1,0918 -1,3893 -1,6992 -1,9917 -2,2352 -2,4051 -2,4864 -2,4808 -2,4166 -2,3421 -2,3034 -2,3251 -2,4030 -2,5120 -2,6231 -2,7176 -2,7921 -2,8509 -2,8951 -2,9238 -2,9468 -2,9917 -3,0899 -3,2530 -3,4625 -3,6852 -3,8924 -4,0679 -4,2038 -4,2895 -4,3053 -4,2339 -4,0815 -3,8868 -3,7022 -3,5634 -3,4714 -3,3971 -3,3051 -3,1771 -3,0167 -2,8421 -2,6754 -2,5394 -2,4577 -2,4479 -2,5110 -2,6336 -2,7985 -2,9864 -3,1712 -3,3241 -3,4217 -3,4471 -3,3887 -3,2482 -3,0469 -2,8200 -2,6033 -2,4214 -2,2838 -2,1970 -2,1765 -2,2370 -2,3727 -2,5541 -2,7436 -2,9153 -3,0662 -3,2159 -3,3927 -3,6164 -3,8875 -4,1868 -4,4850 -4,7604 -5,0091 -5,2393 -5,4631 -5,6946 -5,9470 -6,2147 -6,4624 -6,6339 -6,6735 -6,5486 -6,2638 -5,8558 -5,3746 -4,8646 -4,3562 -3,8603 -3,3641 -2,8350 -2,2462 -1,5980 -0,9134 -0,2146 0,4908 1,2098 1,9554 2,7390 3,5597 4,3962 5,2098 5,9576 6,6034 7,1181 7,4803 7,6870 7,7628 7,7545 7,7145 7,6834 7,6728 7,6679 7,6524 7,6287 7,6143 7,6258 7,6681 7,7308 7,7908 7,8253 7,8288 7,8172 7,8168 7,8461 7,9080 7,9981 8,1121 8,2404 8,3649 8,4702 8,5544 8,6249 8,6873 8,7400 8,7770 8,7924 8,7820 8,7460 8,6880 8,6054 8,4868 8,3271 8,1455 7,9795 7,8644 7,8238 7,8650 7,9717 8,1114 8,2526 8,3708 8,4437 8,4488 8,3647 8,1856 7,9315 7,6365 7,3305 7,0366 6,7792 6,5795 6,4395 6,3378 6,2452 6,1422 6,0186 5,8672 5,6832 5,4671 5,2228 4,9576 4,6846 4,4188 4,1706 3,9449 3,7401 3,5432 3,3306 3,0793 2,7825 2,4582 2,1449 1,8844 1,7026 1,6005 1,5560 1,5307 1,4794 1,3648 1,1739 0,9249 0,6560 0,4045 0,1899 0,0134 -0,1319 -0,2502 -0,3402 -0,4026 -0,4483 -0,4944 -0,5537 -0,6272 -0,6991 -0,7382 -0,7115 -0,6047 -0,4308 -0,2191 0,0000 0,2041 0,3805 0,5242 0,6327 0,7002 0,7223 0,7038 0,6602 0,6103 0,5721 0,5597 0,5768 0,6113 0,6421 0,6554 0,6580 0,6731 0,7222 0,8097 0,9223 1,0399 1,1491 1,2461 1,3323 1,4055 1,4566 1,4694 1,4276 1,3277 1,1873 1,0338 0,8844 0,7446 0,6179 0,5064 0,4068 0,3167 0,2430 0,1956 0,1754 0,1694 0,1557 0,1159 0,0521 -0,0122 -0,0508 -0,0539 -0,0254 0,0327 0,1257 0,2530 0,3968 0,5299 0,6314 0,6991 0,7544 0,8289 0,9440 1,1030 1,2996 1,5262 1,7749 2,0373 2,3003 2,5438 2,7470 2,8947 2,9775 2,9949 2,9603 2,8987 2,8377 2,8014 2,8073 2,8598 2,9481 3,0540 3,1598 3,2536 3,3330 3,4061 3,4823 3,5617 3,6375 3,6988 3,7271 3,7029 3,6259 3,5194 3,4120 3,3280 3,2951 3,3418 3,4795 3,6920 3,9431 4,1893 4,3907 4,5237 4,5885 4,6087 4,6169 4,6348 4,6664 4,7037 4,7338 4,7458 4,7333 4,6869 4,5916 4,4395 4,2404 4,0209 3,8161 3,6574 3,5653 3,5508 3,6179 3,7599 3,9546 4,1675 4,3629 4,5200 4,6381 4,7251 4,7858 4,8258 4,8571 4,8857 4,8996 4,8767 4,8064 4,7002 4,5840 4,4821 4,4070 4,3598 4,3358 4,3290 4,3329 4,3419 4,3523 4,3624 4,3697 4,3696 4,3587 4,3385 4,3143 4,2968 4,3037 4,3508 4,4376 4,5431 4,6274 4,6424 4,5580 4,3856 4,1698 3,9629 3,8152 3,7736 3,8656 4,0799 4,3706 4,6819 4,9719 5,2199 5,4166 5,5556 5,6399 5,6832 5,6995 5,6935 5,6658 5,6261 5,5987 5,6102 5,6675 5,7488 5,8175 5,8391 5,7886 5,6577 5,4601 5,2281 4,9985 4,7958 4,6272 4,4928 4,3948 4,3387 4,3322 4,3822 4,4896 4,6476 4,8450 5,0618 5,2587 5,3768 5,3613 5,1991 4,9359 4,6564 4,4413 4,3294 4,3102 4,3437 4,3853 4,4000 4,3705 4,3048 4,2329 4,1873 4,1844 4,2202 4,2766 4,3273 4,3426 4,3039 4,2212 4,1264 4,0428 3,9686 3,8908 3,8031 3,7018 3,5759 3,4090 3,1864 2,9005 2,5611 2,1983 1,8444 1,5126 1,1974 0,8951 0,6206 0,4014 0,2586 0,1955 0,2022 0,2643 0,3648 0,4897 0,6358 0,8052 0,9910 1,1720 1,3188 1,4095 1,4446 1,4460 1,4407 1,4514 1,4973 1,5893 1,7177 1,8517 1,9587 2,0259 2,0685 2,1182 2,2038 2,3327 2,4855 2,6275 2,7259 2,7611 2,7327 2,6641 2,5952 2,5616 2,5810 2,6553 2,7727 2,9106 3,0453 3,1604 3,2482 3,3058 3,3347 3,3434 3,3465 3,3604 3,3968 3,4552 3,5218 3,5814 3,6291 3,6702 3,7194 3,7961 3,9088 4,0459 4,1855 4,3101 4,4120 4,4953 4,5777 4,6819 4,8197 4,9862 5,1638 5,3274 5,4530 5,5277 5,5539 5,5481 5,5357 5,5380 5,5600 5,5936 5,6292 5,6639 5,7051 5,7632 5,8379 5,9101 5,9459 5,9076 5,7770 5,5708 5,3265 5,0805 4,8592 4,6757 4,5266 4,3967 4,2681 4,1259 3,9616 3,7795 3,5894 3,3880 3,1576 2,8847 2,5717 2,2326 1,8860 1,5554 1,2674 1,0452
F3    0,4855 0,4384 0,3833 0,3518 0,3623 0,4176 0,5130 0,6378 0,7674 0,8615 0,8772 0,7945 0,6334 0,4484 0,3002 0,2220 0,2039 0,2092 0,1997 0,1536 0,0735 -0,0199 -0,1060 -0,1743 -0,2229 -0,2549 -0,2767 -0,2869 -0,2691 -0,2037 -0,0889 0,0562 0,2054 0,3374 0,4426 0,5191 0,5655 0,5770 0,5465 0,4619 0,3052 0,0636 -0,2566 -0,6296 -1,0205 -1,3942 -1,7216 -1,9856 -2,1836 -2,3199 -2,3929 -2,3991 -2,3457 -2,2534 -2,1509 -2,0659 -2,0162 -2,0077 -2,0357 -2,0887 -2,1511 -2,2059 -2,2368 -2,2363 -2,2176 -2,2171 -2,2766 -2,4150 -2,6152 -2,8398 -3,0538 -3,2352 -3,3745 -3,4653 -3,4971 -3,4587 -3,3540 -3,2110 -3,0689 -2,9520 -2,8573 -2,7606 -2,6375 -2,4781 -2,2883 -2,0826 -1,8814 -1,7106 -1,6008 -1,5781 -1,6495 -1,8038 -2,0227 -2,2810 -2,5404 -2,7548 -2,8859 -2,9109 -2,8247 -2,6459 -2,4165 -2,1889 -2,0039 -1,8781 -1,8076 -1,7852 -1,8137 -1,9005 -2,0407 -2,2136 -2,3921 -2,5541 -2,6923 -2,8146 -2,9353 -3,0670 -3,2165 -3,3825 -3,5585 -3,7432 -3,9440 -4,1678 -4,4137 -4,6791 -4,9618 -5,2457 -5,4925 -5,6528 -5,6866 -5,5816 -5,3582 -5,0556 -4,7110 -4,3467 -3,9713 -3,5856 -3,1812 -2,7397 -2,2460 -1,7024 -1,1265 -0,5363 0,0612 0,6714 1,3071 1,9815 2,6983 3,4434 4,1871 4,8958 5,5378 6,0800 6,4875 6,7388 6,8434 6,8404 6,7826 6,7165 6,6627 6,6149 6,5631 6,5106 6,4697 6,4518 6,4642 6,5054 6,5619 6,6169 6,6654 6,7208 6,8017 6,9135 7,0411 7,1649 7,2778 7,3830 7,4830 7,5788 7,6712 7,7589 7,8384 7,9063 7,9595 7,9948 8,0100 8,0055 7,9823 7,9336 7,8465 7,7200 7,5768 7,4504 7,3649 7,3350 7,3699 7,4640 7,5952 7,7345 7,8530 7,9250 7,9276 7,8425 7,6683 7,4291 7,1607 6,8900 6,6325 6,4027 6,2160 6,0769 5,9716 5,8781 5,7793 5,6634 5,5208 5,3468 5,1453 4,9219 4,6806 4,4287 4,1775 3,9404 3,7307 3,5566 3,4089 3,2608 3,0813 2,8529 2,5838 2,3050 2,0563 1,8664 1,7417 1,6645 1,5988 1,5010 1,3377 1,1045 0,8309 0,5595 0,3200 0,1175 -0,0596 -0,2243 -0,3794 -0,5141 -0,6154 -0,6819 -0,7252 -0,7627 -0,8102 -0,8724 -0,9336 -0,9609 -0,9229 -0,8065 -0,6188 -0,3816 -0,1265 0,1131 0,3106 0,4506 0,5268 0,5412 0,5074 0,4489 0,3903 0,3526 0,3510 0,3867 0,4391 0,4771 0,4846 0,4760 0,4841 0,5335 0,6257 0,7430 0,8634 0,9728 1,0686 1,1527 1,2243 1,2760 1,2926 1,2545 1,1529 1,0051 0,8442 0,6951 0,5665 0,4598 0,3740 0,3050 0,2501 0,2124 0,1969 0,1993 0,2026 0,1821 0,1186 0,0143 -0,1060 -0,2127 -0,2883 -0,3261 -0,3161 -0,2417 -0,0945 0,1110 0,3405 0,5562 0,7334 0,8700 0,9806 1,0802 1,1777 1,2810 1,4021 1,5527 1,7375 1,9477 2,1631 2,3651 2,5421 2,6843 2,7824 2,8332 2,8440 2,8316 2,8193 2,8297 2,8723 2,9398 3,0195 3,1049 3,1928 3,2812 3,3695 3,4546 3,5288 3,5868 3,6266 3,6381 3,6050 3,5279 3,4314 3,3439 3,2856 3,2762 3,3377 3,4801 3,6876 3,9204 4,1282 4,2691 4,3253 4,3070 4,2474 4,1875 4,1580 4,1697 4,2147 4,2740 4,3293 4,3697 4,3839 4,3563 4,2749 4,1433 3,9843 3,8315 3,7190 3,6731 3,7103 3,8340 4,0341 4,2874 4,5593 4,8141 5,0327 5,2165 5,3716 5,4960 5,5852 5,6423 5,6709 5,6642 5,6082 5,4959 5,3362 5,1541 4,9793 4,8338 4,7297 4,6714 4,6557 4,6732 4,7129 4,7658 4,8230 4,8744 4,9103 4,9270 4,9265 4,9125 4,8936 4,8903 4,9273 5,0120 5,1252 5,2279 5,2759 5,2417 5,1292 4,9647 4,7806 4,6157 4,5172 4,5227 4,6363 4,8272 5,0516 5,2754 5,4822 5,6641 5,8150 5,9361 6,0359 6,1192 6,1783 6,2018 6,1897 6,1612 6,1457 6,1607 6,2004 6,2434 6,2640 6,2382 6,1542 6,0219 5,8690 5,7230 5,5949 5,4803 5,3750 5,2839 5,2187 5,1917 5,2105 5,2724 5,3686 5,4929 5,6379 5,7769 5,8577 5,8240 5,6541 5,3838 5,0904 4,8494 4,7013 4,6458 4,6582 4,7061 4,7599 4,8024 4,8352 4,8754 4,9397 5,0323 5,1421 5,2460 5,3144 5,3210 5,2565 5,1416 5,0162 4,9070 4,8122 4,7171 4,6135 4,4985 4,3628 4,1908 3,9675 3,6851 3,3530 3,0011 2,6641 2,3588 2,0797 1,8178 1,5809 1,3955 1,2876 1,2638 1,3084 1,3940 1,4925 1,5867 1,6773 1,7750 1,8839 1,9950 2,0901 2,1524 2,1801 2,1902 2,2069 2,2501 2,3335 2,4615 2,6203 2,7785 2,9015 2,9692 2,9842 2,9670 2,9435 2,9299 2,9247 2,9161 2,8935 2,8538 2,8028 2,7590 2,7476 2,7836 2,8648 2,9796 3,1132 3,2500 3,3773 3,4881 3,5774 3,6393 3,6680 3,6639 3,6383 3,6118 3,6057 3,6294 3,6764 3,7351 3,7998 3,8726 3,9623 4,0811 4,2315 4,3996 4,5635 4,7026 4,8012 4,8579 4,8972 4,9606 5,0799 5,2577 5,4697 5,6768 5,8409 5,9374 5,9612 5,9257 5,8572 5,7864 5,7365 5,7186 5,7332 5,7758 5,8426 5,9281 6,0172 6,0846 6,1005 6,0393 5,8937 5,6815 5,4317 5,1723 4,9311 4,7311 4,5826 4,4813 4,4112 4,3461 4,2564 4,1238 3,9454 3,7211 3,4493 3,1372 2,8053 2,4790 2,1782 1,9160 1,7008 1,5384
F7    0,8386 0,8142 0,7574 0,6964 0,6486 0,6095 0,5591 0,4844 0,3988 0,3328 0,3047 0,3077 0,3255 0,3516 0,3885 0,4327 0,4705 0,4861 0,4680 0,4150 0,3394 0,2621 0,1997 0,1564 0,1249 0,0908 0,0393 -0,0342 -0,1126 -0,1603 -0,1430 -0,0532 0,0787 0,2064 0,2993 0,3470 0,3484 0,3089 0,2341 0,1141 -0,0767 -0,3490 -0,6742 -1,0011 -1,2910 -1,5291 -1,7177 -1,8736 -2,0254 -2,1987 -2,3998 -2,6156 -2,8195 -2,9680 -3,0089 -2,9128 -2,6939 -2,4038 -2,1091 -1,8726 -1,7356 -1,7062 -1,7622 -1,8652 -1,9783 -2,0814 -2,1740 -2,2636 -2,3554 -2,4532 -2,5594 -2,6708 -2,7773 -2,8619 -2,8994 -2,8613 -2,7346 -2,5390 -2,3146 -2,0971 -1,9115 -1,7781 -1,7117 -1,7144 -1,7753 -1,8794 -2,0153 -2,1681 -2,3107 -2,4113 -2,4475 -2,4122 -2,3110 -2,1552 -1,9642 -1,7742 -1,6302 -1,5574 -1,5444 -1,5565 -1,5611 -1,5405 -1,4903 -1,4193 -1,3540 -1,3348 -1,3972 -1,5514 -1,7766 -2,0282 -2,2525 -2,4056 -2,4729 -2,4737 -2,4459 -2,4292 -2,4567 -2,5490 -2,7089 -2,9245 -3,1770 -3,4512 -3,7460 -4,0734 -4,4369 -4,8074 -5,1280 -5,3373 -5,3897 -5,2718 -5,0130 -4,6759 -4,3316 -4,0313 -3,7862 -3,5694 -3,3360 -3,0504 -2,7040 -2,3091 -1,8752 -1,3941 -0,8513 -0,2491 0,3871 1,0230 1,6249 2,1636 2,6213 2,9989 3,3149 3,5956 3,8668 4,1470 4,4364 4,7070 4,9118 5,0061 4,9624 4,7824 4,5097 4,2215 3,9948 3,8695 3,8376 3,8602 3,8924 3,8980 3,8573 3,7778 3,6950 3,6459 3,6383 3,6501 3,6542 3,6395 3,6187 3,6245 3,6888 3,8167 3,9860 4,1671 4,3418 4,5122 4,6967 4,9079 5,1238 5,2844 5,3251 5,2265 5,0333 4,8214 4,6521 4,5587 4,5577 4,6538 4,8416 5,1026 5,3974 5,6688 5,8542 5,9043 5,8076 5,5973 5,3281 5,0474 4,7882 4,5719 4,4068 4,2894 4,2116 4,1680 4,1530 4,1519 4,1426 4,1116 4,0626 4,0032 3,9295 3,8278 3,6860 3,5059 3,3080 3,1131 2,9175 2,6966 2,4297 2,1180 1,7851 1,4627 1,1718 0,9233 0,7311 0,6107 0,5601 0,5478 0,5286 0,4729 0,3793 0,2600 0,1278 -0,0052 -0,1290 -0,2395 -0,3404 -0,4409 -0,5531 -0,6817 -0,8119 -0,9111 -0,9513 -0,9309 -0,8738 -0,8127 -0,7716 -0,7509 -0,7324 -0,7012 -0,6572 -0,6018 -0,5285 -0,4305 -0,3116 -0,1881 -0,0843 -0,0211 -0,0029 -0,0115 -0,0144 0,0125 0,0665 0,1240 0,1631 0,1783 0,1742 0,1556 0,1244 0,0789 0,0155 -0,0653 -0,1551 -0,2410 -0,3061 -0,3292 -0,2979 -0,2267 -0,1554 -0,1256 -0,1625 -0,2680 -0,4199 -0,5831 -0,7249 -0,8224 -0,8649 -0,8577 -0,8178 -0,7617 -0,7024 -0,6632 -0,6762 -0,7575 -0,8903 -1,0373 -1,1638 -1,2458 -1,2654 -1,2093 -1,0768 -0,8859 -0,6661 -0,4443 -0,2332 -0,0316 0,1649 0,3523 0,5193 0,6554 0,7607 0,8520 0,9548 1,0823 1,2274 1,3729 1,5031 1,6041 1,6637 1,6746 1,6394 1,5741 1,5088 1,4804 1,5120 1,5967 1,7100 1,8336 1,9626 2,0977 2,2393 2,3819 2,5125 2,6165 2,6782 2,6755 2,5902 2,4301 2,2254 2,0003 1,7653 1,5420 1,3762 1,3170 1,3879 1,5719 1,8160 2,0563 2,2471 2,3759 2,4591 2,5259 2,6013 2,6912 2,7741 2,8105 2,7669 2,6307 2,4064 2,1131 1,7868 1,4769 1,2369 1,1102 1,1135 1,2319 1,4282 1,6641 1,9194 2,1910 2,4719 2,7453 2,9932 3,1949 3,3175 3,3280 3,2225 3,0376 2,8277 2,6380 2,4962 2,4182 2,4053 2,4336 2,4574 2,4347 2,3578 2,2531 2,1531 2,0746 2,0178 1,9782 1,9594 1,9713 2,0142 2,0699 2,1066 2,0901 2,0083 1,8901 1,7905 1,7517 1,7764 1,8321 1,8758 1,8835 1,8609 1,8323 1,8259 1,8706 1,9933 2,2025 2,4760 2,7673 3,0305 3,2413 3,3959 3,5000 3,5654 3,6115 3,6512 3,6724 3,6448 3,5581 3,4540 3,4177 3,5263 3,7886 4,1337 4,4583 4,6800 4,7608 4,7080 4,5656 4,3954 4,2454 4,1263 4,0209 3,9111 3,7905 3,6616 3,5301 3,3979 3,2610 3,1191 2,9866 2,8893 2,8447 2,8511 2,9036 3,0097 3,1785 3,3936 3,6049 3,7515 3,7905 3,7125 3,5418 3,3311 3,1470 3,0442 3,0412 3,1187 3,2391 3,3636 3,4575 3,4926 3,4512 3,3331 3,1641 2,9848 2,8213 2,6745 2,5336 2,3965 2,2728 2,1697 2,0774 1,9690 1,8149 1,5991 1,3271 1,0167 0,6835 0,3364 -0,0170 -0,3627 -0,6746 -0,9198 -1,0729 -1,1293 -1,1067 -1,0318 -0,9142 -0,7299 -0,4429 -0,0406 0,4546 0,9905 1,4945 1,8939 2,1434 2,2388 2,2117 2,1120 1,9853 1,8554 1,7287 1,6130 1,5239 1,4736 1,4596 1,4630 1,4571 1,4248 1,3772 1,3503 1,3791 1,4808 1,6572 1,8930 2,1446 2,3476 2,4461 2,4167 2,2770 2,0786 1,8868 1,7517 1,6859 1,6630 1,6422 1,5971 1,5294 1,4638 1,4355 1,4722 1,5779 1,7283 1,8843 2,0166 2,1203 2,2107 2,3111 2,4435 2,6187 2,8273 3,0469 3,2610 3,4680 3,6738 3,8841 4,1014 4,3160 4,5044 4,6393 4,6992 4,6755 4,5774 4,4297 4,2640 4,1090 3,9820 3,8897 3,8441 3,8661 3,9627 4,1061 4,2386 4,3031 4,2779 4,1827 4,0449 3,8715 3,6581 3,4109 3,1533 2,9175 2,7249 2,5677 2,4096 2,2077 1,9335 1,5837 1,1840 0,7840 0,4339 0,1579 -0,0561 -0,2438 -0,4392 -0,6519
