Fp1   -3,3170 -2,9749 -1,9873 -0,6375 0,7311 1,8244 2,4625 2,5784 2,2005 1,4570 0,5485 -0,3410 -1,1048 -1,6934 -2,0711 -2,1879 -1,9835 -1,4363 -0,6238 0,2776 1,0589 1,5465 1,6548 1,4260 1,0023 0,5185 0,0309 -0,4463 -0,8747 -1,1990 -1,4088 -1,5767 -1,8318 -2,2616 -2,7990 -3,2182 -3,2672 -2,8313 -2,0125 -1,0615 -0,1998 0,5115 1,1557 1,8415 2,5918 3,3261 3,9277 4,3006 4,3592 4,0147 3,2361 2,1347 0,9446 -0,0916 -0,8247 -1,2520 -1,4830 -1,6025 -1,5567 -1,2122 -0,5192 0,4120 1,3650 2,1160 2,5080 2,4698 1,9954 1,1454 0,0927 -0,8729 -1,4687 -1,5960 -1,3915 -1,0938 -0,8545 -0,6642 -0,4348 -0,1190 0,2481 0,5853 0,8238 0,9417 0,9412 0,7817 0,3577 -0,3930 -1,3604 -2,2947 -2,9670 -3,2869 -3,3059 -3,1491 -2,9590 -2,8795 -3,0175 -3,3858 -3,8954 -4,3814 -4,6282 -4,4516 -3,8423 -3,0144 -2,2702 -1,8259 -1,7469 -1,9792 -2,4116 -2,9329 -3,4426 -3,8334 -4,0165 -3,9785 -3,7828 -3,5143 -3,2441 -3,0272 -2,9003 -2,8563 -2,8087 -2,6248 -2,2371 -1,7072 -1,1720 -0,7343 -0,4093 -0,1611 0,0389 0,1923 0,2791 0,2798 0,2287 0,2626 0,5610 1,1761 1,9440 2,5890 2,8815 2,7010 2,0301 0,9705 -0,2630 -1,4404 -2,4254 -3,1808 -3,6918 -3,9094 -3,7701 -3,2716 -2,5185 -1,6609 -0,7794 0,1322 1,0567 1,8666 2,3794 2,4904 2,2434 1,7975 1,3463 1,0466 0,9800 1,1533 1,5210 1,9952 2,4633 2,8375 3,0860 3,2264 3,3176 3,4317 3,5865 3,7097 3,6846 3,4270 2,9309 2,2961 1,7345 1,4928 1,7083 2,3222 3,1223 3,8637 4,3630 4,5107 4,2441 3,5545 2,5375 1,4060 0,4103 -0,2761 -0,6154 -0,6644 -0,4626 0,0048 0,6962 1,4283 1,9645 2,1449 1,9095 1,2799 0,3746 -0,5866 -1,3448 -1,7156 -1,6763 -1,3666 -1,0053 -0,7723 -0,7356 -0,8801 -1,1792 -1,6109 -2,1140 -2,5687 -2,8578 -2,9542 -2,9439 -2,9588 -3,0554 -3,1556 -3,1273 -2,8990 -2,4742 -1,8861 -1,2062 -0,5886 -0,2487 -0,3785 -1,0559 -2,1664 -3,4066 -4,4360 -5,0749 -5,3743 -5,5083 -5,6028 -5,6482 -5,5503 -5,2431 -4,7534 -4,1841 -3,6452 -3,1750 -2,7361 -2,2960 -1,8778 -1,5340 -1,3106 -1,2210 -1,2309 -1,2831 -1,3338 -1,3480 -1,2821 -1,1016 -0,8186 -0,5067 -0,2599 -0,1104 0,0161 0,2332 0,5640 0,8929 1,0319 0,8150 0,1739 -0,8108 -1,9315 -2,9491 -3,6757 -3,9869 -3,8185 -3,2185 -2,4024 -1,6843 -1,2881 -1,2160 -1,2789 -1,2213 -0,8390 -0,0616 0,9929 2,0361 2,7584 3,0192 2,8968 2,5845 2,2743 2,0963 2,0847 2,1797 2,2890 2,3759 2,4651 2,5272 2,4199 2,0219 1,3791 0,6693 0,0859 -0,2158 -0,1381 0,3125 0,9792 1,5874 1,8775 1,7554 1,3479 0,9079 0,6525 0,6735 0,9627 1,4708 2,1191 2,7918 3,3797 3,8513 4,2726 4,7576 5,3949 6,1877 7,0142 7,6490 7,8806 7,6419 7,0295 6,2188 5,3746 4,6045 3,9507 3,4177 3,0241 2,8427 2,9766 3,4799 4,2906 5,2370 6,1190 6,7892 7,1631 7,2064 6,9548 6,5032 5,9325 5,2753 4,5648 3,8800 3,3327 3,0010 2,8376 2,6598 2,2687 1,6040 0,8321 0,2871 0,2673 0,8528 1,8951 3,1275 4,2703 5,0901 5,4351 5,2699 4,7017 3,9629 3,3306 3,0252 3,1368 3,5999 4,2127 4,6894 4,7600 4,3027 3,4051 2,2926 1,1945 0,2682 -0,3772 -0,6499 -0,5033 0,0268 0,8335 1,7959 2,8164 3,7915 4,5734 5,0024 4,9765 4,4802 3,5768 2,4085 1,1982 0,1955 -0,4157 -0,5677 -0,2998 0,2723 0,9743 1,6050 2,0208 2,1981 2,1793 1,9799 1,6047 1,1306 0,6924 0,3854 0,2279 0,2217 0,4120 0,8591 1,5689 2,4486 3,3056 3,9107 4,1057 3,8652 3,2733 2,4554 1,5341 0,6427 -0,0594 -0,4203 -0,3396 0,2135 1,1745 2,3652 3,5356 4,4552 4,9934 5,1631 5,1077 5,0179 5,0201 5,1196 5,2310 5,2407 5,0525 4,6274 4,0223 3,3746 2,8098 2,3676 2,0378 1,8785 2,0553 2,6987 3,7190 4,7980 5,5767 5,8693 5,7149 5,2571 4,6162 3,8812 3,1605 2,5880 2,2899 2,3361 2,6918 3,2329 3,8440 4,4899 5,1633 5,7720 6,1151 6,0060 5,4286 4,5611 3,6528 2,8711 2,2271 1,6225 0,9747 0,3116 -0,2256 -0,4556 -0,2624 0,3257 1,1505 2,0256 2,8129 3,4235 3,8126 3,9951 4,0047 3,8144 3,3461 2,5729 1,5876 0,5656 -0,3447 -1,1136 -1,8127 -2,4943 -3,0919 -3,4441 -3,4000 -2,8947 -1,9475 -0,6400 0,8786 2,4053 3,7400 4,7259 5,2422 5,2151 4,6734 3,7537 2,6198 1,4104 0,2728 -0,6218 -1,1379 -1,2391 -0,9879 -0,4937 0,1505 0,8940 1,7070 2,5483 3,3565 4,0638 4,6106 4,9511 5,0594 4,9219 4,5133 3,8200 2,9316 2,0756 1,5104 1,3687 1,5982 2,0298 2,5011 2,9380 3,3322 3,6752 3,9726 4,3008 4,7631 5,3600 5,9390 6,2970 6,3350 6,1418 5,9595 6,0357 6,4729 7,2078 8,0799 8,8848 9,4331 9,6383 9,5463 9,2570 8,8437 8,3615 7,8738 7,4390 7,0950 6,8700 6,7865 6,8397 6,9941 7,2334 7,5898 8,0897 8,6799 9,2177 9,5405 9,5492 9,2386 8,6898 8,0407 7,4445 7,0337 6,8863 7,0015 7,3034 7,6610 7,9345 8,0460 8,0069 7,8559 7,5836 7,1450 6,5429 5,8724 5,2714 4,8458 4,6444 4,6701 4,8968 5,2724 5,7081 6,0930 6,3477 6,4521
Fz    -1,8894 -1,4477 -0,6776 0,1970 0,9948 1,6120 1,9905 2,0907 1,9002 1,4699 0,9198 0,3777 -0,0787 -0,4150 -0,6133 -0,6646 -0,5731 -0,3597 -0,0626 0,2653 0,5612 0,7596 0,8126 0,7199 0,5257 0,2771 -0,0019 -0,2848 -0,5165 -0,6453 -0,6776 -0,6877 -0,7793 -1,0205 -1,3879 -1,7733 -2,0535 -2,1570 -2,0838 -1,8798 -1,5910 -1,2306 -0,7807 -0,2218 0,4321 1,1233 1,7758 2,3183 2,6740 2,7575 2,5253 2,0279 1,3966 0,7753 0,2608 -0,1171 -0,3741 -0,5158 -0,4959 -0,2495 0,2297 0,8542 1,4785 1,9611 2,2038 2,1533 1,8026 1,2170 0,5506 0,0166 -0,2060 -0,0805 0,2687 0,6608 0,9860 1,2464 1,5002 1,7851 2,0796 2,3188 2,4448 2,4534 2,3853 2,2575 2,0164 1,5950 1,0133 0,3858 -0,1683 -0,5962 -0,9078 -1,1424 -1,3551 -1,6118 -1,9624 -2,4121 -2,9187 -3,3975 -3,7195 -3,7441 -3,4022 -2,7528 -1,9512 -1,1805 -0,6015 -0,3171 -0,3487 -0,6410 -1,0912 -1,5822 -2,0180 -2,3506 -2,5779 -2,7157 -2,7779 -2,7809 -2,7430 -2,6600 -2,4906 -2,1822 -1,7188 -1,1417 -0,5302 0,0379 0,5178 0,8911 1,1435 1,2728 1,3134 1,3343 1,4124 1,6187 1,9988 2,5164 3,0206 3,3161 3,2782 2,8976 2,2551 1,4930 0,7818 0,2463 -0,0941 -0,3007 -0,4320 -0,4983 -0,4847 -0,3887 -0,2264 -0,0055 0,2928 0,6923 1,1766 1,6726 2,0905 2,3832 2,5680 2,6972 2,8180 2,9564 3,1252 3,3430 3,6407 4,0343 4,4940 4,9607 5,3840 5,7438 6,0529 6,3375 6,5943 6,7729 6,8118 6,6947 6,4684 6,2213 6,0518 6,0412 6,2175 6,5284 6,8618 7,1113 7,2316 7,2295 7,1077 6,8395 6,4103 5,8637 5,2899 4,7769 4,3761 4,1100 4,0018 4,0689 4,2672 4,4756 4,5697 4,4831 4,1824 3,6408 2,8826 2,0255 1,2415 0,6620 0,3184 0,1517 0,0662 -0,0086 -0,0831 -0,1258 -0,1163 -0,0719 -0,0185 0,0437 0,1267 0,2125 0,2295 0,0818 -0,2754 -0,7864 -1,3349 -1,8082 -2,1134 -2,1761 -1,9784 -1,6039 -1,2267 -1,0434 -1,1848 -1,6403 -2,2542 -2,8243 -3,2321 -3,4927 -3,6963 -3,9070 -4,1072 -4,2240 -4,1969 -4,0210 -3,7464 -3,4415 -3,1380 -2,8149 -2,4432 -2,0282 -1,6025 -1,1980 -0,8306 -0,5114 -0,2624 -0,1039 -0,0140 0,0916 0,3223 0,7373 1,2921 1,8611 2,3257 2,6421 2,8232 2,8684 2,7279 2,3325 1,6519 0,7352 -0,2939 -1,2724 -2,0382 -2,4620 -2,4605 -2,0118 -1,1925 -0,1996 0,7093 1,3340 1,6167 1,6525 1,6363 1,7628 2,1263 2,6705 3,2146 3,5541 3,5822 3,3275 2,9039 2,4582 2,1352 2,0265 2,1262 2,3536 2,6380 2,9665 3,3276 3,6448 3,8209 3,8203 3,6773 3,4600 3,2528 3,1425 3,1813 3,3407 3,5102 3,5637 3,4460 3,2054 2,9502 2,7776 2,7442 2,8829 3,2135 3,7195 4,3285 4,9400 5,4801 5,9336 6,3391 6,7600 7,2351 7,7231 8,0933 8,2017 8,0001 7,5683 7,0477 6,5531 6,1389 5,8208 5,6113 5,5331 5,6188 5,9048 6,4043 7,0719 7,8009 8,4630 8,9463 9,1606 9,0535 8,6553 8,0854 7,4758 6,8965 6,3613 5,8710 5,4322 5,0513 4,7168 4,3929 4,0462 3,6914 3,4226 3,3865 3,6872 4,3049 5,1037 5,9027 6,5424 6,9100 6,9494 6,6784 6,1989 5,6706 5,2513 5,0429 5,0763 5,3239 5,7046 6,0820 6,2955 6,2278 5,8592 5,2632 4,5542 3,8450 3,2466 2,8663 2,7753 2,9732 3,3857 3,9051 4,4400 4,9162 5,2460 5,3385 5,1465 4,6860 4,0159 3,2260 2,4389 1,7923 1,3965 1,2991 1,4782 1,8534 2,2976 2,6694 2,8816 2,9457 2,9310 2,8827 2,8035 2,7049 2,6329 2,6321 2,7077 2,8407 3,0314 3,3006 3,6492 4,0231 4,3139 4,4048 4,2337 3,8190 3,2363 2,5809 1,9493 1,4400 1,1441 1,1213 1,3925 1,9461 2,7250 3,6049 4,4179 5,0125 5,3036 5,2941 5,0675 4,7454 4,4325 4,1800 3,9778 3,7694 3,4874 3,1037 2,6674 2,2917 2,0803 2,0619 2,2075 2,5129 3,0378 3,8251 4,7865 5,6944 6,3030 6,4901 6,2976 5,8528 5,2767 4,6624 4,0976 3,6743 3,4726 3,5181 3,7495 4,0512 4,3458 4,6461 5,0022 5,3981 5,7119 5,7929 5,5902 5,1943 4,7564 4,3764 4,0527 3,7095 3,2763 2,7690 2,3063 2,0408 2,0643 2,3570 2,8068 3,2795 3,6774 3,9444 4,0500 3,9950 3,8090 3,5146 3,1075 2,5852 1,9857 1,3846 0,8478 0,3818 -0,0621 -0,5211 -0,9505 -1,2256 -1,2180 -0,8658 -0,1743 0,8149 2,0174 3,2918 4,4706 5,4058 5,9916 6,1796 5,9965 5,5334 4,9083 4,2402 3,6462 3,2303 3,0509 3,0967 3,2952 3,5527 3,8045 4,0429 4,2969 4,5861 4,8964 5,2004 5,4845 5,7450 5,9700 6,1316 6,1801 6,0558 5,7427 5,3178 4,9247 4,6861 4,6413 4,7504 4,9460 5,1787 5,4193 5,6404 5,8379 6,0669 6,4148 6,9127 7,4747 7,9392 8,1880 8,2391 8,2296 8,3037 8,5130 8,8111 9,1073 9,3034 9,3101 9,0784 8,6309 8,0504 7,4352 6,8632 6,3861 6,0460 5,8907 5,9646 6,2746 6,7563 7,2870 7,7584 8,1331 8,4222 8,6252 8,7011 8,5944 8,2809 7,7884 7,1886 6,5741 6,0335 5,6377 5,4249 5,3861 5,4640 5,5727 5,6370 5,6355 5,5960 5,5265 5,3617 5,0006 4,4028 3,6389 2,8494 2,1674 1,6810 1,4315 1,4164 1,5873 1,8558 2,1282 2,3528 2,5301
F3    -1,3483 -1,2278 -0,8515 -0,3516 0,1926 0,7285 1,1832 1,4773 1,5661 1,4655 1,2464 0,9822 0,6971 0,3819 0,0309 -0,3630 -0,8181 -1,3213 -1,7741 -2,0155 -1,9357 -1,5781 -1,1185 -0,7395 -0,5289 -0,4694 -0,4823 -0,4679 -0,3371 -0,0548 0,3312 0,6980 0,8828 0,7512 0,2791 -0,4296 -1,1979 -1,8289 -2,1576 -2,1183 -1,7583 -1,1671 -0,4096 0,4645 1,3716 2,1883 2,8012 3,1398 3,1596 2,8315 2,1783 1,3135 0,4209 -0,3167 -0,7840 -0,9580 -0,8891 -0,6397 -0,2314 0,3347 1,0098 1,6788 2,2116 2,5197 2,5674 2,3479 1,8770 1,2231 0,5323 0,0004 -0,2125 -0,0678 0,3465 0,8811 1,3880 1,7596 1,9609 2,0236 1,9915 1,8722 1,6505 1,3490 1,0529 0,8484 0,7480 0,6894 0,5983 0,4498 0,2789 0,1373 0,0324 -0,1070 -0,4045 -0,9537 -1,7364 -2,6221 -3,4453 -4,0719 -4,4008 -4,3454 -3,8559 -2,9675 -1,8321 -0,7036 0,1485 0,5729 0,6071 0,4083 0,1160 -0,2062 -0,5362 -0,8595 -1,1528 -1,3589 -1,3914 -1,1959 -0,8069 -0,3328 0,1179 0,4905 0,7766 0,9802 1,1120 1,2145 1,3590 1,5851 1,8469 2,0485 2,1342 2,1264 2,0856 2,0676 2,1119 2,2220 2,3437 2,3827 2,2615 1,9687 1,5551 1,0934 0,6545 0,3021 0,0816 0,0144 0,1146 0,3902 0,8154 1,3159 1,7963 2,1812 2,4384 2,5757 2,6212 2,6105 2,5861 2,5931 2,6662 2,8171 3,0260 3,2464 3,4272 3,5415 3,6043 3,6520 3,7081 3,7905 3,9391 4,2143 4,6603 5,2633 5,9383 6,5517 6,9691 7,1255 7,0763 6,9618 6,9091 6,9635 7,0819 7,1616 7,1001 6,8685 6,5384 6,2189 5,9535 5,6898 5,3526 4,9232 4,4517 4,0234 3,7196 3,5923 3,6610 3,9140 4,2940 4,6976 5,0108 5,1458 5,0404 4,6597 4,0345 3,2870 2,5759 1,9984 1,5497 1,1640 0,7825 0,3965 0,0492 -0,1955 -0,2878 -0,2064 0,0495 0,4622 0,9783 1,4842 1,8045 1,7610 1,2820 0,4624 -0,4903 -1,3572 -1,9617 -2,1851 -1,9956 -1,4869 -0,8728 -0,4149 -0,3173 -0,6438 -1,3064 -2,1333 -2,9590 -3,6780 -4,2441 -4,6294 -4,7800 -4,6249 -4,1415 -3,4073 -2,5897 -1,8818 -1,4163 -1,2199 -1,2328 -1,3486 -1,4370 -1,3720 -1,0849 -0,6078 -0,0556 0,4442 0,8206 1,0948 1,3609 1,7062 2,1257 2,5173 2,7598 2,7905 2,6213 2,3109 1,9230 1,4898 1,0076 0,4653 -0,1211 -0,6916 -1,1510 -1,3908 -1,3097 -0,8577 -0,1052 0,7406 1,4225 1,7542 1,6925 1,3503 0,9557 0,7536 0,9000 1,4192 2,2210 3,1439 4,0048 4,6372 4,9251 4,8418 4,4651 3,9373 3,3955 2,9311 2,6034 2,4575 2,5009 2,6839 2,9202 3,1175 3,2007 3,1461 3,0035 2,8806 2,9016 3,1456 3,5909 4,1145 4,5561 4,8015 4,8260 4,6830 4,4740 4,3169 4,3042 4,4541 4,7010 4,9420 5,0991 5,1547 5,1506 5,1586 5,2367 5,3935 5,5842 5,7412 5,8261 5,8637 5,9205 6,0414 6,2143 6,4013 6,5833 6,7613 6,9477 7,1911 7,5665 8,0976 8,7006 9,2196 9,5001 9,4348 8,9998 8,2870 7,4733 6,7063 6,0236 5,3981 4,8207 4,3073 3,8638 3,4780 3,1392 2,8620 2,6972 2,7227 3,0098 3,5766 4,3649 5,2581 6,1269 6,8607 7,3714 7,6077 7,5781 7,3464 7,0090 6,6707 6,4143 6,2790 6,2578 6,2900 6,2617 6,0539 5,6143 4,9908 4,3076 3,7077 3,2977 3,1218 3,1716 3,4129 3,7941 4,2455 4,7032 5,1332 5,5123 5,7949 5,9228 5,8565 5,5766 5,0687 4,3396 3,4677 2,6203 1,9897 1,6984 1,7532 2,0675 2,4981 2,8801 3,0934 3,1314 3,0805 3,0138 2,9300 2,8047 2,6624 2,5685 2,5639 2,6409 2,7868 3,0071 3,2897 3,5706 3,7503 3,7455 3,5318 3,1524 2,7034 2,3033 2,0442 1,9484 1,9727 2,0663 2,2339 2,5355 3,0074 3,5917 4,1540 4,5599 4,7369 4,6941 4,5019 4,2534 4,0356 3,9100 3,8872 3,9173 3,9212 3,8442 3,6916 3,5162 3,3675 3,2524 3,1545 3,0980 3,1767 3,4911 4,0518 4,7353 5,3238 5,6138 5,5201 5,0902 4,4483 3,7393 3,0984 2,6474 2,4876 2,6522 3,0609 3,5583 4,0118 4,3720 4,6500 4,8603 4,9842 4,9911 4,8897 4,7334 4,5730 4,4202 4,2473 3,9988 3,6227 3,1268 2,6083 2,2089 2,0391 2,1315 2,4366 2,8546 3,2748 3,5925 3,7321 3,6919 3,5551 3,4147 3,2772 3,0642 2,7117 2,2392 1,7075 1,1377 0,5042 -0,1945 -0,8763 -1,3929 -1,6056 -1,4497 -0,9376 -0,1240 0,9048 2,0208 3,0790 3,9718 4,6549 5,1336 5,4364 5,6010 5,6696 5,6779 5,6342 5,5189 5,3102 5,0107 4,6546 4,2964 3,9909 3,7793 3,6862 3,7051 3,7887 3,8887 4,0157 4,2270 4,5443 4,9051 5,1942 5,3089 5,2117 4,9549 4,6610 4,4615 4,4391 4,6056 4,9118 5,2685 5,5730 5,7546 5,8300 5,9158 6,1607 6,6383 7,2876 7,9476 8,4526 8,7194 8,7759 8,7088 8,5766 8,3688 8,0447 7,6009 7,1007 6,6411 6,2901 6,0450 5,8505 5,6668 5,5192 5,4825 5,6272 5,9783 6,4932 7,0602 7,5427 7,8678 8,0684 8,2280 8,4032 8,5911 8,7348 8,7538 8,5856 8,2089 7,6432 6,9528 6,2452 5,6312 5,1736 4,8857 4,7722 4,8504 5,1228 5,5286 5,9291 6,1561 6,0964 5,7414 5,1708 4,5010 3,8463 3,3025 2,9232 2,7015 2,5758 2,4568 2,2788 2,0496 1,8467
F7    -2,0430 -1,8310 -1,2181 -0,3612 0,4967 1,1510 1,5002 1,5372 1,3156 0,9243 0,4700 0,0448 -0,3005 -0,5404 -0,6407 -0,5591 -0,2857 0,1246 0,5800 1,0148 1,4060 1,7280 1,9223 1,9319 1,7413 1,3714 0,8637 0,2774 -0,3152 -0,8450 -1,2690 -1,5783 -1,7832 -1,8907 -1,8893 -1,7489 -1,4503 -1,0265 -0,5687 -0,1830 0,0627 0,1695 0,1935 0,1943 0,1974 0,2026 0,2106 0,2272 0,2407 0,2282 0,1842 0,1132 0,0003 -0,1801 -0,4404 -0,7781 -1,1766 -1,5840 -1,9021 -2,0258 -1,9029 -1,5578 -1,0775 -0,5860 -0,2070 -0,0216 -0,0444 -0,2239 -0,4613 -0,6587 -0,7726 -0,8143 -0,8140 -0,7981 -0,7691 -0,6912 -0,5278 -0,3085 -0,1254 -0,0531 -0,0882 -0,1615 -0,1910 -0,1391 -0,0430 0,0157 -0,0192 -0,1567 -0,3926 -0,7263 -1,1246 -1,4979 -1,7520 -1,8678 -1,9094 -1,9477 -1,9807 -1,9351 -1,7487 -1,4269 -1,0223 -0,6101 -0,2745 -0,0588 0,0696 0,1681 0,2447 0,2540 0,1482 -0,0809 -0,3925 -0,7148 -0,9812 -1,1607 -1,2612 -1,2975 -1,2494 -1,0547 -0,6563 -0,0629 0,6326 1,3032 1,8597 2,2747 2,5573 2,7189 2,7625 2,6972 2,5619 2,4287 2,3677 2,4034 2,5064 2,6028 2,5925 2,4068 2,0631 1,6429 1,2366 0,9150 0,7084 0,5930 0,5064 0,3881 0,2212 0,0509 -0,0427 -0,0108 0,1289 0,3376 0,6125 0,9753 1,4281 1,9354 2,4306 2,8325 3,0713 3,1238 3,0406 2,9326 2,9172 3,0577 3,3398 3,6996 4,0702 4,4082 4,6888 4,8914 4,9976 5,0058 4,9365 4,8219 4,6975 4,5975 4,5476 4,5683 4,6913 4,9604 5,4029 5,9947 6,6381 7,1718 7,4318 7,3350 6,9121 6,2765 5,5806 4,9715 4,5371 4,2712 4,0998 3,9530 3,8218 3,7493 3,7696 3,8579 3,9333 3,8978 3,6759 3,2521 2,6947 2,1328 1,6915 1,4399 1,3858 1,4888 1,6710 1,8484 1,9747 2,0511 2,0837 2,0379 1,8487 1,4766 0,9497 0,3505 -0,2304 -0,7325 -1,1285 -1,4014 -1,5354 -1,5314 -1,4086 -1,1830 -0,8667 -0,4958 -0,1498 0,0627 0,0452 -0,2393 -0,7352 -1,3084 -1,8175 -2,1830 -2,3910 -2,4538 -2,3812 -2,1786 -1,8623 -1,4718 -1,0607 -0,6757 -0,3467 -0,0891 0,0931 0,2127 0,3015 0,4038 0,5579 0,7752 1,0338 1,2936 1,5149 1,6758 1,7846 1,8711 1,9546 2,0192 2,0313 1,9862 1,9269 1,8985 1,8907 1,8400 1,6826 1,3927 0,9908 0,5496 0,1879 0,0281 0,1417 0,5193 1,0701 1,6485 2,1080 2,3562 2,3837 2,2622 2,1120 2,0453 2,1163 2,3071 2,5452 2,7365 2,8142 2,7736 2,6817 2,6605 2,8202 3,1643 3,5722 3,8958 4,0675 4,1148 4,0913 4,0193 3,9054 3,7788 3,6755 3,5938 3,5038 3,3941 3,2816 3,1846 3,0986 2,9955 2,8436 2,6432 2,4469 2,3334 2,3472 2,4713 2,6669 2,9206 3,2324 3,5802 3,9304 4,2736 4,6225 4,9783 5,3089 5,5498 5,6259 5,5024 5,2375 4,9757 4,8624 4,9512 5,1840 5,4453 5,6406 5,7460 5,7967 5,8358 5,8767 5,9053 5,8967 5,8218 5,6544 5,3875 5,0461 4,6797 4,3345 4,0281 3,7561 3,5255 3,3699 3,3200 3,3554 3,3948 3,3392 3,1258 2,7669 2,3752 2,1264 2,1444 2,4255 2,8644 3,3134 3,6321 3,7393 3,6366 3,3801 3,0496 2,7432 2,5659 2,5977 2,8697 3,3602 3,9889 4,6058 5,0268 5,1153 4,8371 4,2522 3,4731 2,6268 1,8420 1,2404 0,9121 0,8877 1,1245 1,5209 1,9552 2,3189 2,5228 2,5049 2,2574 1,8415 1,3633 0,9298 0,6086 0,4252 0,3908 0,5129 0,7790 1,1428 1,5291 1,8573 2,0695 2,1415 2,0715 1,8651 1,5459 1,1738 0,8331 0,5953 0,4926 0,5128 0,6067 0,7168 0,8128 0,8887 0,9271 0,8900 0,7465 0,4927 0,1415 -0,2874 -0,7505 -1,1692 -1,4560 -1,5475 -1,4168 -1,0722 -0,5500 0,0863 0,7309 1,2528 1,5564 1,6182 1,4702 1,1692 0,7870 0,4119 0,1352 0,0157 0,0484 0,1767 0,3428 0,5160 0,6667 0,7388 0,6846 0,5369 0,4244 0,4904 0,7887 1,2553 1,7678 2,2230 2,5661 2,7670 2,7971 2,6460 2,3542 2,0141 1,7212 1,5116 1,3504 1,1897 1,0450 1,0024 1,1392 1,4396 1,7850 2,0247 2,0756 1,9728 1,8220 1,7008 1,6002 1,4476 1,1803 0,8070 0,4127 0,1126 -0,0100 0,0648 0,2996 0,6248 0,9625 1,2408 1,4109 1,4640 1,4190 1,2896 1,0742 0,7662 0,3683 -0,1021 -0,6229 -1,1821 -1,7705 -2,3457 -2,8099 -3,0360 -2,9280 -2,4671 -1,7097 -0,7603 0,2569 1,2275 2,0642 2,6995 3,0742 3,1390 2,8684 2,2806 1,4571 0,5529 -0,2171 -0,6367 -0,5866 -0,1209 0,5441 1,1446 1,5132 1,6482 1,6663 1,7000 1,8232 2,0377 2,3041 2,5758 2,8176 3,0080 3,1242 3,1317 3,0119 2,7977 2,5516 2,2979 2,0036 1,6406 1,2562 0,9726 0,9174 1,1427 1,6048 2,2103 2,8665 3,4944 4,0208 4,3728 4,5022 4,4321 4,2673 4,1317 4,0866 4,1080 4,1237 4,0629 3,8981 3,6582 3,4004 3,1775 3,0254 2,9435 2,8799 2,7792 2,6546 2,5811 2,6195 2,7642 2,9578 3,1424 3,3004 3,4565 3,6345 3,8104 3,9196 3,9009 3,7282 3,4191 3,0255 2,6101 2,2324 1,9489 1,8078 1,8188 1,9292 2,0540 2,1336 2,1499 2,0895 1,9114 1,5723 1,0846 0,5364 0,0455 -0,3043 -0,4783 -0,4636 -0,2643 0,0779 0,4820 0,8545 1,1166 1,2130
