Fp1   -1,6792 -2,2746 -2,6017 -2,5669 -2,2158 -1,6852 -1,1324 -0,6859 -0,4373 -0,4262 -0,6000 -0,8148 -0,8932 -0,6922 -0,1565 0,6606 1,6019 2,4434 2,9763 3,1112 2,9155 2,5201 1,9855 1,3144 0,5964 0,0460 -0,1513 0,0148 0,4028 0,8488 1,2547 1,5702 1,7404 1,7062 1,4427 0,9868 0,4393 -0,0686 -0,4517 -0,7318 -1,0046 -1,3362 -1,6910 -1,9484 -1,9875 -1,7545 -1,2631 -0,5720 0,2245 1,0202 1,7417 2,3540 2,8225 3,1097 3,2004 3,0792 2,7094 2,0879 1,3078 0,5469 0,0088 -0,1394 0,1691 0,8484 1,6825 2,4308 2,9478 3,2354 3,3984 3,5419 3,6920 3,7833 3,7045 3,3651 2,7373 1,8686 0,8745 -0,1026 -0,9430 -1,5637 -1,9064 -1,9440 -1,6955 -1,2026 -0,5070 0,3017 1,0474 1,5477 1,7456 1,7360 1,6634 1,5984 1,5075 1,3262 1,0575 0,8197 0,8026 1,1384 1,7901 2,5737 3,2728 3,7152 3,7965 3,5059 2,9266 2,1795 1,3598 0,5071 -0,3657 -1,2114 -1,9329 -2,4176 -2,5797 -2,4050 -1,9847 -1,5103 -1,2050 -1,2178 -1,5566 -2,1047 -2,6957 -3,2004 -3,5817 -3,8791 -4,1301 -4,2990 -4,2864 -4,0141 -3,5006 -2,8625 -2,2422 -1,7271 -1,3263 -0,9913 -0,6309 -0,1294 0,5854 1,4538 2,2774 2,8084 2,8568 2,3763 1,5055 0,5098 -0,3496 -0,9066 -1,1058 -0,9814 -0,6023 -0,0108 0,7691 1,6785 2,6128 3,4688 4,2040 4,8431 5,4087 5,8448 6,0370 5,9230 5,5400 4,9635 4,2654 3,5452 2,9417 2,5787 2,5093 2,7079 3,1158 3,6940 4,4110 5,1914 5,9106 6,4383 6,6917 6,6710 6,4225 5,9701 5,3193 4,5194 3,6859 2,9519 2,4162 2,1384 2,1220 2,2543 2,3080 2,0732 1,5170 0,8181 0,2583 0,0685 0,3072 0,8292 1,3727 1,7076 1,7467 1,5396 1,1585 0,6190 -0,0619 -0,7682 -1,3004 -1,4913 -1,2838 -0,7110 0,1557 1,2039 2,2353 2,9832 3,2309 2,9304 2,2201 1,3448 0,5420 -0,0509 -0,4532 -0,8203 -1,3089 -1,9473 -2,6361 -3,2215 -3,5490 -3,5110 -3,1051 -2,4472 -1,7054 -1,0238 -0,5039 -0,2182 -0,2163 -0,5200 -1,1071 -1,9016 -2,7797 -3,5856 -4,1569 -4,3476 -4,0595 -3,3110 -2,2869 -1,2675 -0,4863 -0,0633 -0,0298 -0,3299 -0,7883 -1,1541 -1,2300 -0,9759 -0,5282 -0,1267 0,0260 -0,1249 -0,4818 -0,8890 -1,2326 -1,4610 -1,5684 -1,5887 -1,5525 -1,4511 -1,2898 -1,1322 -1,0353 -0,9790 -0,8952 -0,7548 -0,6186 -0,6064 -0,8164 -1,2559 -1,8351 -2,4383 -2,9843 -3,4001 -3,5969 -3,5092 -3,1333 -2,5345 -1,8397 -1,1905 -0,6795 -0,3249 -0,0861 0,1050 0,2951 0,4660 0,5552 0,5287 0,4099 0,2197 -0,0864 -0,5869 -1,3145 -2,2148 -3,1435 -3,9028 -4,3162 -4,2966 -3,8916 -3,2732 -2,6431 -2,1346 -1,7964 -1,6029 -1,4420 -1,1524 -0,6368 0,0527 0,7397 1,2145 1,3264 1,0414 0,4320 -0,3786 -1,2518 -2,0387 -2,5764 -2,7144 -2,3910 -1,6959 -0,8377 -0,0691 0,3682 0,3203 -0,1819 -0,8948 -1,4536 -1,5547 -1,1314 -0,3893 0,3448 0,8153 0,9139 0,6557 0,1448 -0,4560 -0,9662 -1,2354 -1,1899 -0,8690 -0,4155 -0,0082 0,2277 0,2756 0,2243 0,2002 0,2778 0,4393 0,6180 0,7655 0,8565 0,8495 0,7058 0,4454 0,1331 -0,1919 -0,5326 -0,8747 -1,1384 -1,2203 -1,0783 -0,7632 -0,4025 -0,1692 -0,2089 -0,5342 -0,9849 -1,3100 -1,2893 -0,8042 0,1312 1,3675 2,6665 3,7777 4,5092 4,7767 4,6124 4,1462 3,5742 3,0789 2,7328 2,4778 2,2102 1,9092 1,6765 1,6263 1,7575 1,9818 2,2393 2,5105 2,7434 2,8596 2,8238 2,6740 2,5103 2,4450 2,5076 2,5774 2,4368 1,9429 1,1686 0,3542 -0,2872 -0,6857 -0,8510 -0,7756 -0,4642 -0,0185 0,3847 0,6110 0,6525 0,6290 0,7123 0,9828 1,3199 1,4757 1,3081 0,9338 0,6573 0,7784 1,4292 2,5164 3,7862 4,9561 5,8153 6,2637 6,2998 5,9673 5,2959 4,3080 3,1090 1,9488 1,1184 0,7562 0,7806 0,9828 1,1544 1,1883 1,1192 1,0475 1,0114 0,9427 0,7400 0,3692 -0,0974 -0,5248 -0,7885 -0,7939 -0,4670 0,2097 1,1641 2,2799 3,4637 4,6441 5,7086 6,4543 6,6296 6,0688 4,8185 3,1479 1,4251 -0,0406 -1,0758 -1,6312 -1,7455 -1,4995 -0,9619 -0,1840 0,7634 1,7923 2,8375 3,8360 4,6582 5,1348 5,1904 4,8964 4,3686 3,6638 2,8030 1,8359 0,8345 -0,1428 -1,0377 -1,7537 -2,1697 -2,2330 -2,0399 -1,7997 -1,7229 -1,9298 -2,4175 -3,0893 -3,8092 -4,4393 -4,8737 -5,0705 -5,0247 -4,7012 -4,0400 -3,0435 -1,8272 -0,5711 0,5780 1,5588 2,3602 2,9395 3,1987 3,0578 2,5395 1,7697 0,9152 0,1231 -0,5241 -1,0212 -1,3839 -1,5835 -1,5533 -1,2291 -0,5819 0,3519 1,4564 2,5722 3,5572 4,2896 4,6294 4,4412 3,6836 2,4782 1,1018 -0,1078 -0,8870 -1,1446 -0,9752 -0,5943 -0,2119 0,0937 0,3942 0,8063 1,3701 2,0127 2,5825 2,9133 2,9134 2,6223 2,1655 1,6590 1,1539 0,6356 0,0652 -0,5564 -1,1604 -1,6407 -1,9070 -1,9270 -1,7488 -1,4941 -1,3111 -1,3078 -1,5021 -1,8020 -2,0204 -1,9579 -1,5278 -0,8168 -0,0593 0,4430 0,4620 -0,0269 -0,8567 -1,7940 -2,6502 -3,3459 -3,8997 -4,3286 -4,5834 -4,6081 -4,4311 -4,1610 -3,9094 -3,7420 -3,6893 -3,7407 -3,7955 -3,6624 -3,1697 -2,2936 -1,1825 -0,0791 0,7961 1,3432 1,5911 1,6110 1,4425 1,1185 0,7316 0,4344 0,3632 0,5631
Fz    0,6929 0,1215 -0,4314 -0,9205 -1,3082 -1,5626 -1,6600 -1,5991 -1,4155 -1,1740 -0,9413 -0,7661 -0,6696 -0,6377 -0,6284 -0,5992 -0,5289 -0,4169 -0,2683 -0,0893 0,0968 0,2372 0,2763 0,2120 0,1105 0,0544 0,0868 0,2072 0,3959 0,6211 0,8324 0,9770 1,0260 0,9781 0,8458 0,6548 0,4534 0,3081 0,2765 0,3772 0,5766 0,8015 0,9736 1,0427 0,9946 0,8369 0,5885 0,2815 -0,0318 -0,2890 -0,4473 -0,5028 -0,4671 -0,3308 -0,0667 0,3346 0,8507 1,4400 2,0405 2,5670 2,9325 3,0876 3,0434 2,8606 2,6227 2,4064 2,2583 2,1852 2,1578 2,1233 2,0267 1,8394 1,5770 1,2975 1,0769 0,9768 1,0238 1,1943 1,4105 1,5725 1,6182 1,5594 1,4633 1,3997 1,3953 1,4209 1,4198 1,3572 1,2443 1,1141 0,9921 0,8963 0,8522 0,8864 1,0048 1,1855 1,3964 1,6095 1,8008 1,9541 2,0720 2,1742 2,2731 2,3593 2,4120 2,4168 2,3736 2,2959 2,2093 2,1463 2,1271 2,1497 2,2028 2,2834 2,3920 2,5153 2,6188 2,6612 2,6169 2,4922 2,3210 2,1375 1,9521 1,7519 1,5197 1,2509 0,9587 0,6680 0,4052 0,1861 0,0222 -0,0610 -0,0295 0,1288 0,3922 0,7303 1,1275 1,5703 2,0223 2,4238 2,7229 2,9105 3,0262 3,1305 3,2717 3,4718 3,7304 4,0314 4,3487 4,6467 4,8840 5,0292 5,0768 5,0535 5,0161 5,0355 5,1630 5,3980 5,6853 5,9555 6,1682 6,3204 6,4366 6,5602 6,7325 6,9648 7,2275 7,4708 7,6597 7,7904 7,8729 7,9048 7,8726 7,7677 7,6003 7,3992 7,1929 6,9844 6,7526 6,4818 6,1836 5,8934 5,6539 5,5043 5,4675 5,5277 5,6206 5,6599 5,5859 5,3890 5,0938 4,7382 4,3706 4,0461 3,8100 3,6862 3,6780 3,7644 3,8961 4,0151 4,0927 4,1347 4,1475 4,1196 4,0430 3,9347 3,8266 3,7353 3,6441 3,5143 3,3156 3,0511 2,7646 2,5222 2,3764 2,3425 2,3989 2,4989 2,5933 2,6421 2,6084 2,4597 2,1899 1,8268 1,4158 1,0046 0,6363 0,3341 0,0893 -0,1254 -0,3327 -0,5331 -0,6947 -0,7649 -0,7157 -0,5746 -0,3992 -0,2240 -0,0413 0,1629 0,3620 0,4921 0,5078 0,4222 0,2937 0,1884 0,1597 0,2413 0,4439 0,7528 1,1223 1,4719 1,7132 1,8008 1,7521 1,6164 1,4361 1,2394 1,0439 0,8570 0,6881 0,5552 0,4658 0,4005 0,3290 0,2359 0,1279 0,0193 -0,0841 -0,1844 -0,2830 -0,3706 -0,4271 -0,4375 -0,3970 -0,2945 -0,1156 0,1281 0,3874 0,5927 0,6893 0,6673 0,5562 0,3959 0,2181 0,0460 -0,0998 -0,1956 -0,2143 -0,1362 0,0364 0,2725 0,5195 0,7264 0,8690 0,9584 1,0279 1,1118 1,2314 1,3934 1,5861 1,7829 1,9573 2,0907 2,1596 2,1298 1,9766 1,7065 1,3595 0,9914 0,6472 0,3488 0,1046 -0,0792 -0,1978 -0,2429 -0,1999 -0,0626 0,1524 0,4136 0,6978 1,0008 1,3224 1,6412 1,9101 2,0821 2,1342 2,0656 1,8921 1,6442 1,3545 1,0479 0,7570 0,5327 0,4148 0,3978 0,4450 0,5290 0,6386 0,7543 0,8489 0,9171 0,9873 1,0994 1,2721 1,4837 1,6832 1,8207 1,8677 1,8163 1,6724 1,4539 1,1908 0,9204 0,6813 0,5152 0,4669 0,5681 0,8132 1,1519 1,5035 1,7825 1,9305 1,9391 1,8399 1,6745 1,4798 1,2919 1,1430 1,0521 1,0202 1,0367 1,0889 1,1671 1,2625 1,3633 1,4544 1,5210 1,5498 1,5358 1,4948 1,4599 1,4562 1,4711 1,4535 1,3559 1,1743 0,9378 0,6694 0,3740 0,0608 -0,2431 -0,4962 -0,6446 -0,6378 -0,4643 -0,1638 0,1978 0,5632 0,8964 1,1731 1,3638 1,4316 1,3521 1,1275 0,7830 0,3627 -0,0745 -0,4681 -0,7781 -0,9992 -1,1594 -1,2926 -1,4051 -1,4655 -1,4312 -1,2883 -1,0699 -0,8282 -0,5937 -0,3595 -0,0930 0,2378 0,6394 1,0925 1,5753 2,0749 2,5726 3,0272 3,3791 3,5731 3,5905 3,4684 3,2827 3,0984 2,9281 2,7352 2,4674 2,0892 1,6097 1,0918 0,6249 0,2796 0,0806 0,0109 0,0339 0,1236 0,2803 0,5194 0,8485 1,2509 1,6828 2,0861 2,4106 2,6247 2,7116 2,6627 2,4792 2,1805 1,8132 1,4473 1,1599 1,0141 1,0358 1,1961 1,4107 1,5729 1,6075 1,5013 1,2824 0,9946 0,6994 0,4805 0,4137 0,5198 0,7572 1,0653 1,3945 1,6953 1,9055 1,9682 1,8607 1,6017 1,2442 0,8568 0,4919 0,1602 -0,1639 -0,5095 -0,8769 -1,2351 -1,5475 -1,7952 -1,9778 -2,1001 -2,1613 -2,1585 -2,0926 -1,9609 -1,7536 -1,4778 -1,1840 -0,9545 -0,8563 -0,8946 -1,0070 -1,1098 -1,1520 -1,1268 -1,0488 -0,9299 -0,7731 -0,5846 -0,3903 -0,2290 -0,1223 -0,0557 0,0027 0,0702 0,1421 0,2100 0,2781 0,3644 0,4848 0,6364 0,7949 0,9240 0,9924 0,9903 0,9290 0,8288 0,7090 0,5859 0,4728 0,3775 0,2975 0,2230 0,1495 0,0862 0,0526 0,0703 0,1488 0,2683 0,3815 0,4494 0,4691 0,4592 0,4303 0,3740 0,2688 0,0980 -0,1344 -0,4006 -0,6580 -0,8673 -1,0137 -1,1065 -1,1597 -1,1808 -1,1773 -1,1662 -1,1735 -1,2204 -1,3136 -1,4479 -1,6130 -1,7951 -1,9817 -2,1707 -2,3753 -2,6211 -2,9274 -3,2914 -3,6926 -4,1064 -4,4970 -4,8104 -4,9916 -5,0094 -4,8609 -4,5577 -4,1217 -3,5944 -3,0324 -2,4868 -1,9908 -1,5628 -1,2126 -0,9377 -0,7264 -0,5721 -0,4811 -0,4590 -0,4927 -0,5498 -0,5907 -0,5843 -0,5255 -0,4397 -0,3580
F3    0,4507 0,0731 -0,3184 -0,6722 -0,9110 -0,9846 -0,8938 -0,6813 -0,4148 -0,1622 0,0327 0,1531 0,1912 0,1384 -0,0109 -0,2389 -0,4836 -0,6536 -0,6855 -0,5876 -0,4207 -0,2352 -0,0293 0,2289 0,5331 0,8087 0,9734 1,0220 1,0383 1,1153 1,2662 1,4174 1,4748 1,3749 1,1004 0,6993 0,2862 -0,0198 -0,1724 -0,2055 -0,1791 -0,1435 -0,1332 -0,1648 -0,2469 -0,4034 -0,6661 -1,0091 -1,2986 -1,3521 -1,0679 -0,4809 0,2989 1,1666 2,0461 2,8641 3,5339 3,9837 4,1932 4,1750 3,9255 3,4323 2,7335 1,9474 1,2358 0,7363 0,5208 0,5850 0,8430 1,1560 1,4127 1,5785 1,6693 1,7221 1,7933 1,9438 2,1980 2,5049 2,7470 2,8038 2,6198 2,2283 1,7332 1,2591 0,9017 0,7038 0,6529 0,6933 0,7557 0,7979 0,8257 0,8741 0,9786 1,1577 1,3893 1,6059 1,7361 1,7542 1,6831 1,5584 1,4118 1,2936 1,2804 1,4389 1,7756 2,2107 2,6095 2,8648 2,9626 2,9591 2,8927 2,7447 2,4890 2,1528 1,8112 1,5416 1,3989 1,4084 1,5537 1,7733 1,9778 2,0815 2,0395 1,8543 1,5350 1,0740 0,4799 -0,1777 -0,7679 -1,1638 -1,3166 -1,2642 -1,0884 -0,8742 -0,6728 -0,4704 -0,2035 0,1902 0,7400 1,4410 2,2530 3,0873 3,8175 4,3354 4,6030 4,6604 4,6060 4,5540 4,5737 4,6639 4,7732 4,8253 4,7417 4,4777 4,0600 3,6055 3,2946 3,2913 3,6700 4,3964 5,3365 6,2782 7,0035 7,3910 7,4681 7,3740 7,2644 7,2392 7,3327 7,5296 7,7864 8,0576 8,2902 8,4040 8,3138 7,9918 7,5040 6,9788 6,5279 6,1856 5,9162 5,6637 5,3976 5,1344 4,9248 4,8123 4,8146 4,9255 5,1053 5,2861 5,4102 5,4488 5,3975 5,2685 5,0787 4,8572 4,6695 4,5911 4,6496 4,8252 5,0790 5,3264 5,4230 5,2440 4,7731 4,1017 3,3794 2,7689 2,3968 2,3017 2,4281 2,6774 2,9668 3,2483 3,5020 3,7250 3,9245 4,1128 4,2944 4,4426 4,4920 4,3705 4,0445 3,5196 2,7992 1,8890 0,8591 -0,1310 -0,9005 -1,3311 -1,3787 -1,0546 -0,4335 0,3586 1,1975 1,9883 2,6519 3,1197 3,3575 3,3869 3,2571 2,9830 2,5370 1,9153 1,1968 0,5218 0,0124 -0,2823 -0,3802 -0,3103 -0,0664 0,3731 0,9848 1,6649 2,2499 2,5943 2,6537 2,4894 2,1936 1,8376 1,4921 1,2401 1,1415 1,2029 1,3699 1,5346 1,5752 1,4141 1,0515 0,5702 0,1219 -0,1275 -0,0855 0,2173 0,6580 1,0906 1,4114 1,5934 1,6568 1,6122 1,4620 1,2353 0,9913 0,7854 0,6274 0,4719 0,2622 -0,0118 -0,3013 -0,5423 -0,7040 -0,7899 -0,8042 -0,7379 -0,5761 -0,3045 0,0747 0,5282 1,0057 1,4685 1,8869 2,2211 2,4311 2,5013 2,4439 2,2881 2,0705 1,8187 1,5311 1,1741 0,7164 0,1846 -0,3153 -0,6461 -0,7151 -0,5104 -0,1013 0,3796 0,7994 1,0877 1,2432 1,3211 1,4252 1,6658 2,0905 2,6448 3,1796 3,4945 3,4221 2,9205 2,1050 1,2072 0,4717 0,0243 -0,1798 -0,2703 -0,3289 -0,3368 -0,2418 -0,0585 0,1387 0,3219 0,5532 0,9071 1,3821 1,8825 2,2678 2,4420 2,4188 2,2918 2,1392 1,9786 1,7981 1,5839 1,3158 0,9887 0,6685 0,4935 0,5829 0,9439 1,4615 1,9637 2,3073 2,4427 2,4149 2,3033 2,1663 2,0352 1,9278 1,8548 1,8175 1,7900 1,7060 1,4995 1,1733 0,8185 0,5701 0,5364 0,7446 1,1374 1,6199 2,1116 2,5771 3,0125 3,3880 3,6144 3,5830 3,2338 2,5924 1,7663 0,9219 0,2468 -0,1115 -0,1102 0,1717 0,5838 0,9797 1,2653 1,4121 1,4536 1,4603 1,4932 1,5691 1,6679 1,7547 1,7768 1,6624 1,3702 0,9428 0,4918 0,1311 -0,0745 -0,1166 -0,0191 0,1949 0,5123 0,8931 1,2416 1,4602 1,5226 1,4724 1,3820 1,3370 1,4261 1,7074 2,1807 2,8021 3,5137 4,2410 4,8721 5,2944 5,4739 5,4688 5,3608 5,1887 4,9260 4,5007 3,8676 3,0729 2,2438 1,5266 1,0344 0,8251 0,8908 1,1559 1,5116 1,8786 2,2286 2,5626 2,9061 3,3047 3,7804 4,2831 4,6941 4,8805 4,7571 4,3217 3,6586 2,9248 2,3142 1,9862 1,9884 2,2423 2,6118 2,9856 3,2872 3,4412 3,3690 3,0159 2,3778 1,5408 0,7178 0,2033 0,2312 0,8503 1,9192 3,1978 4,4364 5,4206 5,9958 6,0912 5,7343 5,0406 4,1775 3,3116 2,5504 1,9209 1,3992 0,9493 0,5493 0,2214 0,0280 0,0170 0,1723 0,4186 0,6627 0,8428 0,9562 1,0475 1,1656 1,3104 1,4126 1,3750 1,1460 0,7726 0,3863 0,1251 0,0703 0,2364 0,5854 1,0442 1,5341 2,0002 2,4190 2,7918 3,1298 3,4298 3,6585 3,7750 3,7670 3,6569 3,4896 3,3258 3,2170 3,1702 3,1413 3,0730 2,9525 2,8415 2,8393 2,9965 3,2602 3,5180 3,6908 3,7702 3,7749 3,7008 3,5312 3,2763 2,9706 2,6467 2,3346 2,0751 1,9104 1,8613 1,9279 2,1012 2,3598 2,6636 2,9688 3,2409 3,4395 3,5061 3,3933 3,0931 2,6374 2,1040 1,6107 1,2569 1,0593 0,9541 0,8470 0,6619 0,3626 -0,0403 -0,4780 -0,8257 -0,9653 -0,8799 -0,6773 -0,5141 -0,4991 -0,6553 -0,9399 -1,2920 -1,6714 -2,0563 -2,4061 -2,6372 -2,6418 -2,3454 -1,7733 -1,0517 -0,3211 0,3425 0,9194 1,4096 1,8260 2,1844 2,4713 2,6428 2,6742 2,5972 2,4768 2,3614 2,2636 2,1699 2,0451 1,8538 1,6030
F7    -2,0806 -2,3703 -2,3909 -2,1696 -1,8031 -1,4148 -1,0953 -0,8691 -0,7147 -0,6003 -0,4951 -0,3737 -0,2207 -0,0205 0,2535 0,6268 1,0965 1,6085 2,0654 2,3718 2,4775 2,3767 2,0932 1,6979 1,3175 1,0654 0,9518 0,8947 0,8206 0,7190 0,6061 0,4854 0,3630 0,2632 0,1987 0,1486 0,0877 0,0219 -0,0152 0,0022 0,0580 0,0846 -0,0058 -0,2560 -0,6296 -1,0403 -1,3986 -1,6290 -1,6707 -1,4922 -1,1161 -0,6326 -0,1698 0,1762 0,3823 0,4736 0,4961 0,5144 0,5942 0,7779 1,0790 1,4759 1,8972 2,2336 2,4000 2,3951 2,2850 2,1276 1,9256 1,6536 1,3030 0,8828 0,4084 -0,0804 -0,5065 -0,7792 -0,8452 -0,7367 -0,5739 -0,4981 -0,5732 -0,7419 -0,8780 -0,8797 -0,7207 -0,4461 -0,1454 0,0916 0,2235 0,2699 0,2751 0,2703 0,2773 0,3244 0,4304 0,5846 0,7613 0,9369 1,0838 1,1770 1,2130 1,2068 1,1751 1,1322 1,0863 1,0284 0,9346 0,7817 0,5670 0,3199 0,0839 -0,1178 -0,2893 -0,4414 -0,5795 -0,7089 -0,8486 -1,0353 -1,3004 -1,6269 -1,9271 -2,0814 -2,0129 -1,7410 -1,3768 -1,0565 -0,8582 -0,7825 -0,8074 -0,9344 -1,1671 -1,4671 -1,7460 -1,8952 -1,8234 -1,4901 -0,9314 -0,2616 0,3685 0,8393 1,1027 1,1781 1,1240 1,0023 0,8438 0,6446 0,3958 0,1137 -0,1448 -0,2865 -0,2168 0,1143 0,6919 1,4448 2,2718 3,0648 3,7235 4,1595 4,3085 4,1602 3,7682 3,2177 2,6084 2,0764 1,7780 1,8085 2,1464 2,6832 3,2920 3,8772 4,3926 4,8367 5,2301 5,5838 5,8849 6,1120 6,2389 6,2166 5,9857 5,5305 4,9064 4,2027 3,4988 2,8567 2,3271 1,9406 1,6944 1,5547 1,4789 1,4377 1,4232 1,4468 1,5294 1,6741 1,8481 2,0070 2,1279 2,1972 2,1728 1,9929 1,6453 1,2177 0,8525 0,6523 0,6335 0,7550 0,9725 1,2512 1,5250 1,6783 1,6062 1,2897 0,8020 0,2616 -0,2101 -0,5041 -0,5521 -0,3655 -0,0353 0,3123 0,5697 0,6879 0,6856 0,6271 0,5869 0,6185 0,7300 0,8691 0,9341 0,8216 0,4943 0,0155 -0,4816 -0,8689 -1,0902 -1,1697 -1,1591 -1,0749 -0,8842 -0,5607 -0,1578 0,1905 0,3512 0,2696 -0,0127 -0,3865 -0,7166 -0,8913 -0,8654 -0,6697 -0,3825 -0,0987 0,0941 0,1522 0,1062 0,0377 0,0163 0,0642 0,1630 0,2775 0,3861 0,4832 0,5448 0,5216 0,3810 0,1369 -0,1655 -0,4938 -0,8598 -1,2986 -1,8050 -2,2879 -2,5962 -2,6107 -2,3126 -1,7714 -1,1047 -0,4483 0,0687 0,3467 0,3432 0,0938 -0,2986 -0,7053 -1,0186 -1,1818 -1,1976 -1,1236 -1,0529 -1,0695 -1,1994 -1,4030 -1,6179 -1,8080 -1,9739 -2,1269 -2,2617 -2,3534 -2,3683 -2,2719 -2,0545 -1,7600 -1,4671 -1,2414 -1,1210 -1,1178 -1,1956 -1,2674 -1,2468 -1,1116 -0,9220 -0,7810 -0,7722 -0,9225 -1,1956 -1,5119 -1,7844 -1,9519 -1,9859 -1,8874 -1,6871 -1,4270 -1,1231 -0,7694 -0,3875 -0,0408 0,2142 0,3706 0,4603 0,5078 0,4960 0,3771 0,1218 -0,2491 -0,6738 -1,0690 -1,3444 -1,4275 -1,2965 -0,9931 -0,5980 -0,1920 0,1692 0,4612 0,6828 0,8282 0,8737 0,8087 0,6611 0,4660 0,2294 -0,0528 -0,3656 -0,6883 -1,0109 -1,3139 -1,5537 -1,6886 -1,7115 -1,6439 -1,5098 -1,3292 -1,1260 -0,9234 -0,7361 -0,5777 -0,4649 -0,3986 -0,3506 -0,2769 -0,1402 0,0751 0,3512 0,6373 0,8641 0,9678 0,9126 0,6973 0,3484 -0,0790 -0,4936 -0,7907 -0,8998 -0,8133 -0,5820 -0,2898 -0,0158 0,1954 0,3282 0,3761 0,3480 0,2792 0,2170 0,1918 0,2022 0,2249 0,2338 0,2089 0,1375 0,0194 -0,1313 -0,2896 -0,4194 -0,4742 -0,4181 -0,2630 -0,0781 0,0454 0,0455 -0,0837 -0,3032 -0,5640 -0,8284 -1,0606 -1,2232 -1,2985 -1,3099 -1,3144 -1,3655 -1,4751 -1,5904 -1,6017 -1,3958 -0,9210 -0,2090 0,6464 1,5195 2,2835 2,8408 3,1300 3,1154 2,7955 2,2345 1,5705 0,9621 0,5056 0,1957 -0,0493 -0,3278 -0,6903 -1,1039 -1,4788 -1,7307 -1,8254 -1,7889 -1,6809 -1,5495 -1,4076 -1,2409 -1,0157 -0,6896 -0,2455 0,2867 0,8491 1,3799 1,8145 2,0749 2,0767 1,7701 1,1894 0,4579 -0,2658 -0,8539 -1,2339 -1,3732 -1,2733 -0,9769 -0,5510 -0,0522 0,4791 0,9979 1,4539 1,8199 2,0985 2,2843 2,3569 2,3281 2,2556 2,1852 2,0964 1,9214 1,6141 1,1937 0,7284 0,2940 -0,0519 -0,2788 -0,3890 -0,4223 -0,4444 -0,5294 -0,7437 -1,1237 -1,6538 -2,2698 -2,8897 -3,4405 -3,8566 -4,0568 -3,9454 -3,4675 -2,6677 -1,6837 -0,6681 0,2897 1,1674 1,9477 2,5626 2,9050 2,8851 2,4774 1,7279 0,7384 -0,3538 -1,3966 -2,2398 -2,7504 -2,8527 -2,5774 -2,0481 -1,4017 -0,7187 -0,0249 0,6653 1,3126 1,8440 2,1708 2,2330 2,0317 1,6217 1,0839 0,5146 0,0151 -0,3398 -0,5340 -0,6119 -0,6360 -0,6361 -0,6012 -0,5065 -0,3309 -0,0664 0,2655 0,6154 0,9421 1,2323 1,4727 1,6313 1,6785 1,6056 1,4144 1,1035 0,6715 0,1328 -0,4748 -1,0955 -1,6663 -2,1346 -2,4765 -2,6922 -2,7755 -2,6994 -2,4405 -2,0199 -1,5182 -1,0416 -0,6774 -0,4861 -0,5106 -0,7627 -1,2107 -1,7816 -2,3734 -2,8926 -3,2988 -3,6000 -3,8097 -3,9284 -3,9553 -3,8973 -3,7724 -3,6153 -3,4760 -3,3871 -3,3208 -3,2018 -2,9741 -2,6363 -2,2192 -1,7637 -1,3232 -0,9551 -0,6943 -0,5413 -0,4719 -0,4487 -0,4283 -0,3812 -0,3146 -0,2616
