Fp1   5,5365 6,0196 5,9398 5,2937 4,2369 3,0221 1,8625 0,8341 -0,0686 -0,7896 -1,1692 -1,0580 -0,4381 0,5681 1,7739 2,9892 4,0129 4,6118 4,5690 3,7920 2,3870 0,6365 -1,1018 -2,5018 -3,3253 -3,4454 -2,8766 -1,7941 -0,4901 0,7397 1,7041 2,3362 2,6339 2,5995 2,2250 1,4942 0,3943 -1,0410 -2,6834 -4,3135 -5,6900 -6,6385 -7,0725 -6,9552 -6,2975 -5,1992 -3,8405 -2,4147 -1,0764 0,0685 0,9499 1,5230 1,7870 1,8065 1,6669 1,3982 0,9606 0,2979 -0,5978 -1,6498 -2,7152 -3,6341 -4,2749 -4,5658 -4,5119 -4,1889 -3,7137 -3,2068 -2,7583 -2,4101 -2,1693 -2,0312 -1,9692 -1,9221 -1,8435 -1,7669 -1,8032 -2,0630 -2,5717 -3,2492 -3,9508 -4,5222 -4,8437 -4,8524 -4,5470 -3,9925 -3,3238 -2,7149 -2,3119 -2,1813 -2,3009 -2,5805 -2,9007 -3,1478 -3,2476 -3,1996 -3,0765 -2,9822 -3,0021 -3,1700 -3,4544 -3,7718 -4,0231 -4,1511 -4,1944 -4,2622 -4,4181 -4,5945 -4,6414 -4,4543 -4,0435 -3,5048 -2,9656 -2,5448 -2,3087 -2,2398 -2,2707 -2,3482 -2,4412 -2,5052 -2,4691 -2,2592 -1,8399 -1,2398 -0,5429 0,1583 0,8277 1,5161 2,2989 3,1642 3,9831 4,6104 4,9961 5,1855 5,2446 5,2214 5,1579 5,0947 5,0459 4,9800 4,8423 4,6163 4,3540 4,1186 3,9236 3,7540 3,6121 3,5296 3,5654 3,7851 4,2063 4,7605 5,3201 5,7607 6,0097 6,0662 5,9871 5,8414 5,6710 5,4899 5,3083 5,1484 5,0474 5,0550 5,2222 5,5660 6,0269 6,4764 6,7808 6,8608 6,7185 6,4402 6,1431 5,8824 5,6204 5,2810 4,8004 4,1367 3,2795 2,2697 1,2064 0,2331 -0,5002 -0,8940 -0,9374 -0,6969 -0,2716 0,2424 0,7423 1,0996 1,1890 0,9636 0,5091 0,0070 -0,3681 -0,5120 -0,3799 0,0300 0,6604 1,3854 2,0337 2,4469 2,5510 2,3961 2,1324 1,9409 1,9439 2,1464 2,4570 2,7605 2,9837 3,1269 3,2492 3,4186 3,6561 3,9032 4,0373 3,9211 3,4499 2,5854 1,3850 0,0043 -1,3544 -2,4961 -3,2489 -3,4880 -3,1839 -2,4103 -1,3047 -0,0499 1,1345 2,0483 2,5935 2,7939 2,7183 2,3909 1,7985 0,9636 -0,0321 -1,0769 -2,0485 -2,8321 -3,3563 -3,6004 -3,5539 -3,1931 -2,5148 -1,5817 -0,5198 0,5102 1,3308 1,7838 1,8026 1,4505 0,8550 0,1169 -0,6896 -1,4636 -2,0970 -2,5504 -2,8715 -3,1406 -3,3990 -3,5987 -3,6109 -3,3047 -2,6324 -1,6548 -0,5130 0,6072 1,5010 1,9897 1,9921 1,5670 0,8766 0,0931 -0,6861 -1,4522 -2,2174 -2,9338 -3,4774 -3,7023 -3,5079 -2,8715 -1,8591 -0,6252 0,6236 1,7036 2,5186 3,0678 3,4066 3,5968 3,6670 3,5984 3,3377 2,8318 2,0807 1,1737 0,2661 -0,4969 -1,0409 -1,3546 -1,4402 -1,2978 -0,9586 -0,5207 -0,1396 0,0441 -0,0063 -0,2056 -0,4094 -0,5006 -0,4544 -0,3584 -0,3568 -0,5276 -0,7936 -0,9734 -0,9214 -0,6245 -0,2007 0,1678 0,3228 0,1935 -0,2052 -0,8200 -1,5806 -2,3803 -3,0834 -3,5834 -3,8564 -3,9437 -3,8851 -3,6829 -3,3275 -2,8311 -2,2277 -1,5744 -0,9592 -0,4775 -0,1930 -0,1336 -0,3080 -0,7016 -1,2560 -1,8745 -2,4539 -2,9074 -3,1618 -3,1543 -2,8687 -2,3870 -1,8796 -1,5153 -1,3601 -1,3435 -1,3060 -1,0879 -0,6178 0,0233 0,6022 0,8373 0,5595 -0,1801 -1,1295 -1,9618 -2,4206 -2,3875 -1,8782 -1,0392 -0,1339 0,5505 0,8184 0,5982 -0,1016 -1,2197 -2,6200 -4,0795 -5,3268 -6,1047 -6,2191 -5,5775 -4,2158 -2,3032 -0,1343 1,9000 3,4057 4,1332 4,0760 3,4335 2,4941 1,5426 0,7932 0,3303 0,0998 -0,0286 -0,1770 -0,3990 -0,6542 -0,8194 -0,7423 -0,3296 0,3620 1,1197 1,6978 1,9638 1,9388 1,7412 1,5197 1,4092 1,4931 1,7529 2,0456 2,1693 1,9727 1,4281 0,6438 -0,1873 -0,8749 -1,2836 -1,3349 -1,0198 -0,4418 0,1741 0,5714 0,6007 0,2850 -0,2222 -0,7256 -1,0695 -1,1761 -1,0473 -0,7735 -0,5276 -0,4876 -0,7254 -1,1578 -1,5968 -1,8646 -1,8982 -1,7596 -1,5421 -1,2828 -0,9824 -0,6910 -0,5268 -0,5885 -0,8574 -1,1963 -1,4471 -1,5250 -1,4232 -1,1790 -0,8710 -0,6002 -0,4204 -0,3035 -0,2068 -0,1458 -0,1702 -0,3092 -0,5625 -0,9116 -1,3204 -1,7256 -2,0277 -2,1167 -1,9476 -1,5893 -1,1911 -0,9018 -0,8010 -0,8737 -1,0443 -1,2438 -1,4517 -1,6790 -1,9205 -2,1385 -2,3014 -2,4100 -2,4720 -2,4723 -2,3737 -2,1374 -1,7635 -1,3199 -0,9241 -0,6892 -0,6753 -0,8804 -1,2554 -1,7137 -2,1381 -2,4037 -2,4111 -2,1131 -1,5227 -0,7022 0,2675 1,3244 2,4417 3,5950 4,7082 5,6454 6,2740 6,5388 6,4869 6,2571 6,0394 6,0065 6,2546 6,7756 7,4580 8,1304 8,6391 8,8954 8,8589 8,5144 7,8923 7,0772 6,1758 5,2940 4,5278 3,9325 3,4952 3,1500 2,8165 2,4337 1,9799 1,4750 0,9786 0,5917 0,4320 0,5731 0,9960 1,5867 2,1886 2,6713 2,9606 3,0279 2,8753 2,5374 2,0987 1,6693 1,3140 1,0278 0,7677 0,4720 0,0807 -0,4319 -1,0426 -1,6777 -2,2220 -2,5627 -2,6499 -2,5312 -2,3407 -2,2426 -2,3516 -2,6694 -3,0739 -3,3832 -3,4587 -3,2758 -2,9222 -2,5252 -2,1654 -1,8422 -1,5087 -1,1386 -0,7647 -0,4568 -0,2670 -0,1980 -0,2153 -0,2810 -0,3790 -0,5169 -0,6996 -0,8946 -1,0334 -1,0415 -0,8457 -0,3797 0,3589 1,2540 2,0911 2,6259 2,6599 2,1223 1,1296 -0,0359 -1,0307 -1,5731 -1,5202 -0,8857 0,1828 1,4520 2,6660
Fz    4,0258 4,2036 4,2935 4,2440 4,0292 3,6607 3,1723 2,5926 1,9538 1,3261 0,8125 0,4908 0,3673 0,3837 0,4648 0,5613 0,6537 0,7304 0,7760 0,7794 0,7448 0,6903 0,6305 0,5696 0,5139 0,4811 0,4823 0,4976 0,4802 0,3878 0,2045 -0,0621 -0,3968 -0,7829 -1,1982 -1,6180 -2,0239 -2,4039 -2,7501 -3,0574 -3,3196 -3,5295 -3,6712 -3,7077 -3,5983 -3,3411 -2,9822 -2,5884 -2,2250 -1,9479 -1,7923 -1,7612 -1,8239 -1,9329 -2,0562 -2,2040 -2,4155 -2,7200 -3,1064 -3,5244 -3,9122 -4,2172 -4,3981 -4,4370 -4,3578 -4,2247 -4,1159 -4,0921 -4,1703 -4,3261 -4,5278 -4,7635 -5,0289 -5,3005 -5,5390 -5,7122 -5,8035 -5,8078 -5,7316 -5,5922 -5,4039 -5,1659 -4,8796 -4,5718 -4,2859 -4,0536 -3,8859 -3,7808 -3,7270 -3,7058 -3,6927 -3,6570 -3,5714 -3,4267 -3,2460 -3,0849 -3,0025 -3,0206 -3,1164 -3,2517 -3,3994 -3,5437 -3,6675 -3,7524 -3,7964 -3,8250 -3,8751 -3,9682 -4,1030 -4,2615 -4,4118 -4,5075 -4,5025 -4,3655 -4,0813 -3,6522 -3,1092 -2,5071 -1,8925 -1,2813 -0,6656 -0,0318 0,6210 1,2722 1,8913 2,4617 2,9953 3,5296 4,1062 4,7400 5,4095 6,0755 6,7006 7,2519 7,7036 8,0429 8,2685 8,3821 8,3870 8,2919 8,1112 7,8705 7,6000 7,3016 6,9418 6,4977 5,9982 5,5184 5,1524 4,9771 5,0126 5,2200 5,5458 5,9524 6,4111 6,8896 7,3533 7,7687 8,1051 8,3408 8,4738 8,5250 8,5305 8,5334 8,5708 8,6531 8,7543 8,8327 8,8643 8,8453 8,7727 8,6446 8,4646 8,2225 7,8839 7,4162 6,8187 6,1291 5,4160 4,7657 4,2609 3,9604 3,8842 3,9987 4,2154 4,4266 4,5581 4,5911 4,5376 4,4047 4,1890 3,9033 3,5939 3,3157 3,0923 2,9178 2,7883 2,7075 2,6716 2,6715 2,7107 2,8050 2,9613 3,1620 3,3742 3,5740 3,7472 3,8729 3,9238 3,8820 3,7513 3,5618 3,3593 3,1871 3,0669 2,9924 2,9386 2,8752 2,7719 2,6085 2,3976 2,1912 2,0442 1,9800 1,9985 2,0937 2,2461 2,4224 2,5979 2,7593 2,8845 2,9347 2,8733 2,6920 2,4168 2,0828 1,7102 1,3056 0,8786 0,4600 0,1092 -0,1077 -0,1548 -0,0377 0,2118 0,5419 0,8721 1,1020 1,1519 0,9965 0,6546 0,1645 -0,4095 -0,9681 -1,4195 -1,7325 -1,9268 -2,0218 -2,0235 -1,9463 -1,8161 -1,6582 -1,4928 -1,3284 -1,1531 -0,9422 -0,6808 -0,3791 -0,0736 0,1822 0,3431 0,3963 0,3649 0,2931 0,2295 0,2138 0,2558 0,3180 0,3363 0,2739 0,1518 0,0280 -0,0456 -0,0510 -0,0075 0,0528 0,1247 0,2448 0,4661 0,8181 1,2829 1,8000 2,2898 2,6769 2,9035 2,9433 2,8087 2,5371 2,1739 1,7678 1,3686 1,0239 0,7775 0,6615 0,6808 0,8041 0,9658 1,0899 1,1332 1,1087 1,0646 1,0442 1,0664 1,1238 1,1867 1,2235 1,2247 1,1960 1,1298 0,9907 0,7291 0,3138 -0,2319 -0,8181 -1,3269 -1,6738 -1,8350 -1,8284 -1,6874 -1,4618 -1,2351 -1,1128 -1,1688 -1,4015 -1,7521 -2,1593 -2,5860 -3,0196 -3,4651 -3,9177 -4,3375 -4,6625 -4,8450 -4,8705 -4,7602 -4,5666 -4,3556 -4,1745 -4,0242 -3,8649 -3,6569 -3,3972 -3,1158 -2,8473 -2,6155 -2,4302 -2,2913 -2,1993 -2,1703 -2,2457 -2,4812 -2,9041 -3,4663 -4,0452 -4,4986 -4,7290 -4,7162 -4,4983 -4,1329 -3,6825 -3,2231 -2,8367 -2,5885 -2,5146 -2,6254 -2,9082 -3,3193 -3,7784 -4,1793 -4,4100 -4,3814 -4,0621 -3,4977 -2,7988 -2,1124 -1,5861 -1,3214 -1,3245 -1,4980 -1,7022 -1,8309 -1,8300 -1,6791 -1,3917 -1,0237 -0,6541 -0,3458 -0,1239 0,0242 0,1366 0,2590 0,4219 0,6175 0,8010 0,9181 0,9353 0,8514 0,6911 0,4897 0,2861 0,1330 0,0870 0,1611 0,3013 0,4197 0,4448 0,3485 0,1446 -0,1368 -0,4716 -0,8348 -1,1848 -1,4797 -1,7108 -1,9033 -2,0743 -2,2027 -2,2367 -2,1319 -1,8903 -1,5641 -1,2207 -0,9189 -0,7073 -0,6170 -0,6468 -0,7649 -0,9190 -1,0446 -1,0825 -0,9971 -0,7759 -0,4279 0,0047 0,4409 0,7936 1,0119 1,0912 1,0554 0,9377 0,7754 0,6115 0,4850 0,4134 0,3954 0,4324 0,5380 0,7180 0,9478 1,1788 1,3647 1,4776 1,5150 1,4944 1,4451 1,4011 1,3911 1,4187 1,4588 1,4845 1,4894 1,4810 1,4640 1,4359 1,3962 1,3602 1,3568 1,4141 1,5448 1,7314 1,9250 2,0669 2,1093 2,0298 1,8427 1,5905 1,3159 1,0544 0,8474 0,7468 0,7929 0,9817 1,2637 1,5780 1,8841 2,1737 2,4638 2,7775 3,1286 3,5209 3,9559 4,4368 4,9615 5,5115 6,0448 6,5054 6,8510 7,0754 7,2120 7,3204 7,4619 7,6751 7,9632 8,2904 8,5919 8,8043 8,8965 8,8629 8,6977 8,3963 7,9753 7,4761 6,9547 6,4709 6,0714 5,7779 5,5866 5,4728 5,3980 5,3224 5,2195 5,0956 5,0063 5,0393 5,2608 5,6722 6,2089 6,7761 7,2872 7,6715 7,8708 7,8508 7,6197 7,2365 6,7966 6,3864 6,0487 5,7799 5,5386 5,2702 4,9362 4,5199 4,0302 3,5125 3,0310 2,6259 2,2902 1,9843 1,6661 1,3228 0,9874 0,7198 0,5633 0,5238 0,5853 0,7228 0,9004 1,0772 1,2206 1,3113 1,3424 1,3154 1,2288 1,0752 0,8538 0,5878 0,3201 0,0879 -0,0992 -0,2470 -0,3489 -0,3838 -0,3320 -0,1730 0,1149 0,5228 0,9882 1,4160 1,7166 1,8386 1,7905 1,6379 1,4685 1,3490 1,3067 1,3362 1,4204 1,5489 1,7222 1,9513
F3    4,1139 4,4518 4,7240 4,8608 4,8087 4,5588 4,1452 3,6041 2,9570 2,2423 1,5313 0,8992 0,3924 0,0229 -0,2154 -0,3242 -0,3024 -0,1718 0,0141 0,1971 0,3447 0,4483 0,4974 0,4746 0,3860 0,2784 0,2071 0,1793 0,1334 -0,0160 -0,3129 -0,7374 -1,2310 -1,7319 -2,1939 -2,5897 -2,9051 -3,1361 -3,2916 -3,3856 -3,4232 -3,4030 -3,3173 -3,1391 -2,8396 -2,4297 -1,9649 -1,5082 -1,1068 -0,7959 -0,6055 -0,5568 -0,6453 -0,8352 -1,0866 -1,3869 -1,7413 -2,1414 -2,5560 -2,9560 -3,3328 -3,6714 -3,9127 -3,9744 -3,8183 -3,4902 -3,1001 -2,7699 -2,5812 -2,5550 -2,6791 -2,9453 -3,3495 -3,8641 -4,4276 -4,9572 -5,3645 -5,5688 -5,5222 -5,2348 -4,7685 -4,2108 -3,6700 -3,2741 -3,1225 -3,2257 -3,5069 -3,8583 -4,1835 -4,4110 -4,5016 -4,4504 -4,2839 -4,0472 -3,7937 -3,5839 -3,4588 -3,3925 -3,2953 -3,0823 -2,7391 -2,3323 -1,9737 -1,7727 -1,8066 -2,1046 -2,6361 -3,3196 -4,0617 -4,7898 -5,4526 -6,0045 -6,3945 -6,5568 -6,4128 -5,9089 -5,0747 -4,0303 -2,9189 -1,8450 -0,8691 -0,0254 0,6683 1,2052 1,5896 1,8355 1,9700 2,0530 2,1730 2,3938 2,7180 3,1168 3,5742 4,0858 4,6319 5,1787 5,6958 6,1526 6,5111 6,7419 6,8419 6,8307 6,7299 6,5390 6,2378 5,8221 5,3345 4,8622 4,5116 4,3601 4,4018 4,5529 4,7269 4,8942 5,0801 5,3372 5,7075 6,1849 6,6996 7,1441 7,4293 7,5274 7,4740 7,3461 7,2293 7,1778 7,1873 7,2132 7,2137 7,1645 7,0392 6,8076 6,4453 5,9278 5,2327 4,3739 3,4301 2,5280 1,7960 1,3257 1,1614 1,3106 1,7431 2,3670 3,0218 3,5261 3,7558 3,6953 3,4241 3,0550 2,6766 2,3404 2,0747 1,8810 1,7199 1,5343 1,2989 1,0401 0,8199 0,7032 0,7321 0,9163 1,2379 1,6524 2,0944 2,5050 2,8558 3,1412 3,3586 3,4980 3,5466 3,4940 3,3364 3,0846 2,7640 2,4002 2,0132 1,6210 1,2320 0,8461 0,4818 0,1941 0,0463 0,0702 0,2603 0,5816 0,9711 1,3533 1,6617 1,8480 1,8824 1,7597 1,5055 1,1763 0,8373 0,5202 0,2056 -0,1478 -0,5543 -0,9748 -1,3272 -1,5245 -1,5103 -1,2727 -0,8426 -0,2970 0,2387 0,6215 0,7530 0,6133 0,2310 -0,3554 -1,0889 -1,8708 -2,5901 -3,1731 -3,5794 -3,7670 -3,7066 -3,4204 -2,9780 -2,4526 -1,8918 -1,3162 -0,7357 -0,1633 0,3769 0,8471 1,1928 1,3479 1,2619 0,9324 0,4212 -0,1546 -0,6563 -0,9690 -1,0503 -0,9605 -0,8308 -0,7773 -0,8324 -0,9373 -0,9896 -0,9149 -0,7186 -0,4724 -0,2414 -0,0198 0,2667 0,6995 1,3016 2,0162 2,7316 3,3192 3,6699 3,7261 3,4935 3,0269 2,4134 1,7629 1,1847 0,7548 0,4959 0,3757 0,3236 0,2663 0,1561 -0,0192 -0,2344 -0,4329 -0,5445 -0,5077 -0,2926 0,0746 0,5036 0,8831 1,1463 1,2822 1,2882 1,1275 0,7419 0,1089 -0,7027 -1,5285 -2,1790 -2,5347 -2,5813 -2,3642 -1,9277 -1,3149 -0,6175 0,0156 0,4423 0,5852 0,4237 -0,0378 -0,7690 -1,7024 -2,7390 -3,7503 -4,5857 -5,1160 -5,2887 -5,1374 -4,7484 -4,2231 -3,6564 -3,1163 -2,6282 -2,1841 -1,7782 -1,4349 -1,1966 -1,0872 -1,0913 -1,1608 -1,2365 -1,2769 -1,2899 -1,3436 -1,5313 -1,9024 -2,4178 -2,9636 -3,4013 -3,6235 -3,5919 -3,3317 -2,9033 -2,3946 -1,9138 -1,5536 -1,3606 -1,3392 -1,4691 -1,7170 -2,0301 -2,3300 -2,5289 -2,5601 -2,3989 -2,0657 -1,6204 -1,1493 -0,7517 -0,5215 -0,5086 -0,6750 -0,9017 -1,0631 -1,0957 -0,9926 -0,7659 -0,4334 -0,0244 0,4269 0,8886 1,3285 1,7148 2,0240 2,2460 2,3844 2,4487 2,4454 2,3694 2,1988 1,9055 1,4879 0,9922 0,5034 0,1282 -0,0399 0,0233 0,2625 0,5948 0,9556 1,3004 1,5890 1,7707 1,7804 1,5607 1,1027 0,4644 -0,2533 -0,9382 -1,4776 -1,7809 -1,8145 -1,6172 -1,2812 -0,9081 -0,5640 -0,2730 -0,0465 0,0996 0,1504 0,1092 0,0197 -0,0355 0,0154 0,1840 0,4266 0,6783 0,8664 0,9219 0,8200 0,6104 0,3846 0,2203 0,1543 0,1856 0,2915 0,4397 0,5916 0,7112 0,7883 0,8522 0,9399 1,0511 1,1495 1,1950 1,1673 1,0766 0,9588 0,8598 0,8256 0,8881 1,0409 1,2357 1,4087 1,5007 1,4608 1,2569 0,8914 0,4074 -0,1174 -0,5862 -0,9037 -1,0053 -0,8901 -0,6180 -0,2687 0,0819 0,3734 0,5841 0,7399 0,8848 1,0451 1,2215 1,4116 1,6203 1,8385 2,0273 2,1312 2,1056 1,9479 1,7196 1,5286 1,4838 1,6535 2,0483 2,6270 3,3233 4,0834 4,8801 5,6882 6,4655 7,1631 7,7445 8,1965 8,5288 8,7638 8,9146 8,9639 8,8755 8,6393 8,2929 7,8879 7,4546 7,0182 6,6198 6,2984 6,0714 5,9348 5,8612 5,8045 5,7279 5,6225 5,4916 5,3280 5,1065 4,8051 4,4468 4,1134 3,8990 3,8578 4,0054 4,3494 4,8769 5,4993 6,0452 6,3412 6,3050 5,9806 5,5019 5,0096 4,5897 4,2592 3,9752 3,6679 3,2803 2,7785 2,1636 1,4958 0,8781 0,3961 0,0789 -0,0953 -0,1813 -0,2438 -0,3285 -0,4527 -0,6216 -0,8284 -1,0338 -1,1737 -1,1928 -1,0631 -0,7885 -0,4062 0,0205 0,4178 0,7153 0,8592 0,8323 0,6687 0,4365 0,1930 -0,0470 -0,2937 -0,5464 -0,7840 -0,9753 -1,0765 -1,0307 -0,7933 -0,3610 0,2186 0,8542 1,4434 1,9251 2,3010 2,5976 2,8172 2,9217 2,8490 2,5643 2,1164 1,6400 1,2985
F7    3,7520 3,7315 3,5236 3,1327 2,6085 2,0305 1,4646 0,9327 0,4454 0,0643 -0,1044 0,0023 0,3395 0,7820 1,2025 1,5283 1,7366 1,8126 1,7301 1,4728 1,0604 0,5465 0,0003 -0,4986 -0,8589 -0,9984 -0,8911 -0,5979 -0,2453 0,0338 0,1590 0,1239 -0,0242 -0,2220 -0,4188 -0,5959 -0,7715 -0,9838 -1,2685 -1,6424 -2,0960 -2,5962 -3,0779 -3,4313 -3,5310 -3,3006 -2,7499 -1,9672 -1,0894 -0,2553 0,4365 0,9376 1,2452 1,3923 1,4072 1,2758 0,9567 0,4254 -0,2987 -1,1521 -2,0428 -2,8589 -3,4747 -3,7867 -3,7560 -3,4209 -2,8804 -2,2615 -1,6719 -1,1741 -0,8031 -0,5928 -0,5621 -0,6894 -0,9248 -1,2236 -1,5580 -1,9073 -2,2547 -2,5894 -2,8897 -3,1026 -3,1684 -3,0685 -2,8286 -2,4902 -2,1073 -1,7595 -1,5340 -1,4842 -1,6031 -1,8366 -2,1139 -2,3672 -2,5454 -2,6290 -2,6252 -2,5489 -2,4205 -2,2732 -2,1461 -2,0651 -2,0365 -2,0640 -2,1651 -2,3616 -2,6471 -2,9792 -3,3073 -3,5957 -3,8155 -3,9322 -3,9156 -3,7585 -3,4861 -3,1548 -2,8450 -2,6279 -2,5168 -2,4587 -2,3766 -2,2114 -1,9381 -1,5666 -1,1272 -0,6524 -0,1595 0,3608 0,9322 1,5519 2,1667 2,7045 3,1221 3,4157 3,6071 3,7375 3,8620 4,0272 4,2467 4,5000 4,7492 4,9637 5,1248 5,2004 5,1447 4,9453 4,6476 4,3307 4,0825 3,9875 4,0958 4,3954 4,8281 5,3199 5,7971 6,1988 6,4912 6,6715 6,7558 6,7662 6,7274 6,6666 6,6098 6,5791 6,5862 6,6209 6,6524 6,6577 6,6437 6,6220 6,5757 6,4775 6,3116 6,0615 5,7042 5,2317 4,6724 4,0872 3,5402 3,0665 2,6704 2,3523 2,1269 2,0084 1,9886 2,0367 2,1178 2,2066 2,2840 2,3267 2,3071 2,2148 2,0823 1,9749 1,9480 2,0285 2,2275 2,5370 2,9133 3,2860 3,5902 3,7898 3,8816 3,8784 3,8012 3,6879 3,5826 3,5013 3,4290 3,3445 3,2365 3,1080 2,9762 2,8682 2,8059 2,7907 2,8025 2,8019 2,7326 2,5462 2,2433 1,8783 1,5155 1,1994 0,9761 0,9035 1,0160 1,3022 1,7162 2,1813 2,5894 2,8362 2,8736 2,7285 2,4679 2,1419 1,7634 1,3285 0,8426 0,3389 -0,1144 -0,4365 -0,5742 -0,5142 -0,2641 0,1543 0,6784 1,1905 1,5561 1,6801 1,5267 1,1148 0,5264 -0,0939 -0,5986 -0,9083 -1,0161 -0,9483 -0,7580 -0,5283 -0,3370 -0,2230 -0,1893 -0,2113 -0,2403 -0,2238 -0,1311 0,0443 0,2896 0,5639 0,8023 0,9480 0,9816 0,9221 0,8107 0,6952 0,6050 0,5243 0,4083 0,2386 0,0476 -0,1080 -0,1847 -0,1636 -0,0457 0,1590 0,4426 0,8031 1,2390 1,7393 2,2758 2,8014 3,2510 3,5474 3,6188 3,4276 2,9919 2,3744 1,6602 0,9449 0,3225 -0,1313 -0,3694 -0,3815 -0,1992 0,1123 0,4701 0,7963 1,0443 1,2096 1,3124 1,3730 1,3969 1,3704 1,2649 1,0670 0,8136 0,5768 0,4115 0,3257 0,2904 0,2666 0,2323 0,1935 0,1639 0,1334 0,0750 -0,0143 -0,0938 -0,1151 -0,0796 -0,0497 -0,0936 -0,2285 -0,4247 -0,6373 -0,8170 -0,9258 -0,9607 -0,9405 -0,8742 -0,7617 -0,6140 -0,4579 -0,3296 -0,2691 -0,3059 -0,4338 -0,6002 -0,7315 -0,7837 -0,7694 -0,7330 -0,7022 -0,6622 -0,5638 -0,3506 0,0071 0,4797 0,9618 1,2917 1,3262 1,0328 0,5249 0,0049 -0,3457 -0,4479 -0,3235 -0,0423 0,3075 0,6264 0,8271 0,8578 0,7008 0,3615 -0,1334 -0,7240 -1,3120 -1,7754 -1,9968 -1,8936 -1,4548 -0,7605 0,0411 0,7753 1,2746 1,4259 1,2320 0,8241 0,3881 0,0722 -0,0403 0,0822 0,4132 0,8637 1,3163 1,6729 1,8848 1,9598 1,9483 1,9125 1,8961 1,9023 1,8932 1,8162 1,6372 1,3578 1,0129 0,6586 0,3641 0,2098 0,2567 0,4964 0,8528 1,2332 1,5630 1,7939 1,9043 1,8901 1,7591 1,5398 1,2795 1,0166 0,7527 0,4690 0,1721 -0,0916 -0,2620 -0,2966 -0,1906 0,0245 0,2999 0,5721 0,7623 0,7986 0,6427 0,2965 -0,1937 -0,7407 -1,2393 -1,5934 -1,7259 -1,5966 -1,2404 -0,7781 -0,3604 -0,0929 -0,0047 -0,0604 -0,1891 -0,3155 -0,3787 -0,3489 -0,2464 -0,1318 -0,0583 -0,0378 -0,0593 -0,1231 -0,2338 -0,3754 -0,5163 -0,6336 -0,7216 -0,7777 -0,7864 -0,7245 -0,5874 -0,4027 -0,2148 -0,0656 0,0117 -0,0034 -0,1151 -0,3082 -0,5448 -0,7669 -0,9121 -0,9434 -0,8809 -0,7976 -0,7750 -0,8652 -1,0746 -1,3546 -1,6228 -1,8119 -1,8989 -1,8914 -1,7989 -1,6288 -1,4111 -1,2018 -1,0394 -0,9016 -0,7132 -0,4036 0,0365 0,5532 1,0767 1,5732 2,0609 2,5802 3,1479 3,7350 4,2843 4,7516 5,1360 5,4766 5,8287 6,2437 6,7514 7,3301 7,8877 8,2931 8,4476 8,3358 8,0077 7,5291 6,9627 6,3667 5,7799 5,2217 4,7170 4,3049 4,0131 3,8308 3,7107 3,5929 3,4283 3,1871 2,8743 2,5555 2,3448 2,3347 2,5333 2,8643 3,2269 3,5541 3,8135 3,9837 4,0512 4,0205 3,9194 3,7809 3,6135 3,4025 3,1320 2,7885 2,3653 1,8680 1,3012 0,6792 0,0618 -0,4582 -0,8186 -1,0260 -1,1317 -1,1876 -1,2165 -1,2030 -1,1115 -0,9278 -0,6773 -0,4032 -0,1462 0,0602 0,1978 0,2733 0,3113 0,3308 0,3259 0,2710 0,1466 -0,0393 -0,2486 -0,4239 -0,5049 -0,4557 -0,2826 -0,0191 0,2972 0,6389 1,0020 1,3997 1,8205 2,1981 2,4332 2,4364 2,1680 1,6696 1,0660 0,5156 0,1409 -0,0075 0,0597 0,3052 0,6878 1,1618 1,6753
