Fp1   -0,5038 -0,4553 -0,4264 -0,3843 -0,3041 -0,1780 -0,0134 0,1744 0,3664 0,5398 0,6674 0,7222 0,6924 0,5946 0,4665 0,3510 0,2833 0,2816 0,3422 0,4445 0,5615 0,6673 0,7411 0,7689 0,7442 0,6683 0,5504 0,4080 0,2662 0,1514 0,0794 0,0461 0,0288 -0,0015 -0,0675 -0,1777 -0,3280 -0,5031 -0,6772 -0,8167 -0,8904 -0,8849 -0,8152 -0,7182 -0,6328 -0,5834 -0,5729 -0,5821 -0,5754 -0,5154 -0,3811 -0,1764 0,0709 0,3174 0,5179 0,6404 0,6738 0,6210 0,4909 0,3003 0,0786 -0,1324 -0,2906 -0,3710 -0,3682 -0,2878 -0,1429 0,0422 0,2346 0,4007 0,5131 0,5568 0,5317 0,4512 0,3376 0,2178 0,1156 0,0409 -0,0096 -0,0399 -0,0522 -0,0591 -0,0871 -0,1627 -0,2969 -0,4843 -0,7099 -0,9525 -1,1921 -1,4227 -1,6510 -1,8821 -2,1147 -2,3525 -2,6078 -2,8916 -3,2046 -3,5418 -3,9000 -4,2717 -4,6300 -4,9250 -5,1006 -5,1189 -4,9772 -4,7039 -4,3367 -3,9063 -3,4354 -2,9361 -2,4118 -1,8680 -1,3188 -0,7776 -0,2505 0,2605 0,7559 1,2419 1,7247 2,1983 2,6446 3,0428 3,3776 3,6432 3,8482 4,0133 4,1592 4,2891 4,3846 4,4183 4,3703 4,2366 4,0256 3,7526 3,4364 3,0943 2,7413 2,3903 2,0458 1,7029 1,3610 1,0277 0,7066 0,3941 0,0882 -0,2083 -0,4888 -0,7434 -0,9608 -1,1360 -1,2764 -1,3987 -1,5182 -1,6437 -1,7829 -1,9442 -2,1262 -2,3117 -2,4798 -2,6236 -2,7522 -2,8727 -2,9762 -3,0444 -3,0662 -3,0430 -2,9813 -2,8886 -2,7766 -2,6643 -2,5704 -2,5057 -2,4732 -2,4697 -2,4824 -2,4951 -2,5017 -2,5071 -2,5129 -2,5112 -2,4904 -2,4431 -2,3691 -2,2734 -2,1579 -2,0162 -1,8424 -1,6466 -1,4610 -1,3253 -1,2618 -1,2670 -1,3209 -1,3997 -1,4810 -1,5511 -1,6132 -1,6804 -1,7596 -1,8447 -1,9239 -1,9935 -2,0684 -2,1747 -2,3297 -2,5319 -2,7678 -3,0192 -3,2662 -3,4845 -3,6485 -3,7436 -3,7733 -3,7545 -3,7096 -3,6658 -3,6520 -3,6872 -3,7644 -3,8470 -3,8880 -3,8587 -3,7631 -3,6342 -3,5176 -3,4538 -3,4650 -3,5473 -3,6698 -3,7884 -3,8691 -3,9047 -3,9129 -3,9213 -3,9554 -4,0276 -4,1277 -4,2280 -4,3011 -4,3320 -4,3193 -4,2732 -4,2121 -4,1566 -4,1216 -4,1108 -4,1211 -4,1485 -4,1903 -4,2439 -4,3049 -4,3676 -4,4258 -4,4722 -4,4987 -4,5033 -4,4967 -4,5034 -4,5499 -4,6462 -4,7760 -4,9042 -4,9941 -5,0207 -4,9790 -4,8875 -4,7801 -4,6838 -4,6020 -4,5192 -4,4211 -4,3079 -4,1926 -4,0867 -3,9903 -3,8934 -3,7843 -3,6579 -3,5158 -3,3599 -3,1893 -3,0082 -2,8308 -2,6688 -2,5176 -2,3610 -2,1900 -2,0153 -1,8620 -1,7529 -1,6999 -1,7059 -1,7658 -1,8642 -1,9744 -2,0647 -2,1129 -2,1144 -2,0745 -1,9957 -1,8803 -1,7386 -1,5878 -1,4429 -1,3083 -1,1782 -1,0459 -0,9105 -0,7732 -0,6329 -0,4884 -0,3433 -0,2100 -0,1110 -0,0744 -0,1196 -0,2483 -0,4430 -0,6720 -0,9009 -1,1016 -1,2550 -1,3495 -1,3811 -1,3587 -1,3075 -1,2619 -1,2495 -1,2757 -1,3278 -1,3898 -1,4498 -1,4990 -1,5330 -1,5553 -1,5801 -1,6265 -1,7063 -1,8120 -1,9212 -2,0066 -2,0431 -2,0182 -1,9404 -1,8305 -1,7005 -1,5507 -1,3880 -1,2400 -1,1452 -1,1274 -1,1790 -1,2696 -1,3633 -1,4330 -1,4726 -1,4978 -1,5325 -1,5956 -1,6939 -1,8195 -1,9529 -2,0710 -2,1571 -2,2043 -2,2156 -2,1996 -2,1648 -2,1171 -2,0591 -1,9872 -1,8875 -1,7445 -1,5587 -1,3533 -1,1639 -1,0198 -0,9324 -0,8974 -0,9004 -0,9183 -0,9262 -0,9104 -0,8714 -0,8165 -0,7588 -0,7206 -0,7302 -0,8060 -0,9412 -1,1063 -1,2674 -1,4037 -1,5104 -1,5881 -1,6360 -1,6580 -1,6689 -1,6842 -1,7053 -1,7209 -1,7195 -1,6976 -1,6635 -1,6380 -1,6451 -1,6959 -1,7846 -1,8960 -2,0112 -2,1091 -2,1736 -2,1971 -2,1777 -2,1181 -2,0254 -1,9104 -1,7889 -1,6783 -1,5868 -1,5096 -1,4337 -1,3447 -1,2344 -1,1055 -0,9679 -0,8343 -0,7180 -0,6285 -0,5621 -0,5007 -0,4258 -0,3289 -0,2122 -0,0872 0,0245 0,1005 0,1304 0,1218 0,0962 0,0758 0,0687 0,0697 0,0701 0,0595 0,0250 -0,0419 -0,1376 -0,2480 -0,3582 -0,4582 -0,5389 -0,5903 -0,6093 -0,6044 -0,5874 -0,5668 -0,5497 -0,5446 -0,5575 -0,5930 -0,6603 -0,7669 -0,9056 -1,0602 -1,2203 -1,3873 -1,5682 -1,7662 -1,9763 -2,1948 -2,4318 -2,7045 -3,0232 -3,3843 -3,7704 -4,1498 -4,4758 -4,6961 -4,7766 -4,7172 -4,5428 -4,2842 -3,9721 -3,6398 -3,3146 -3,0049 -2,7011 -2,3950 -2,0951 -1,8218 -1,5916 -1,4072 -1,2617 -1,1469 -1,0566 -0,9805 -0,9028 -0,8135 -0,7130 -0,6082 -0,5085 -0,4225 -0,3565 -0,3103 -0,2735 -0,2287 -0,1615 -0,0653 0,0602 0,2068 0,3528 0,4657 0,5194 0,5069 0,4315 0,2989 0,1205 -0,0943 -0,3476 -0,6432 -0,9736 -1,3249 -1,6901 -2,0714 -2,4701 -2,8793 -3,2865 -3,6830 -4,0659 -4,4303 -4,7684 -5,0802 -5,3750 -5,6551 -5,9032 -6,0903 -6,1938 -6,2097 -6,1543 -6,0588 -5,9609 -5,8963 -5,8911 -5,9556 -6,0820 -6,2486 -6,4293 -6,6020 -6,7555 -6,8920 -7,0211 -7,1486 -7,2707 -7,3808 -7,4797 -7,5739 -7,6599 -7,7147 -7,7107 -7,6393 -7,5193 -7,3847 -7,2619 -7,1522 -7,0340 -6,8840 -6,6996 -6,5035 -6,3306 -6,2064 -6,1340 -6,0975 -6,0732 -6,0377 -5,9769 -5,8924 -5,7973 -5,7067 -5,6327 -5,5830 -5,5574 -5,5433 -5,5156 -5,4477 -5,3298 -5,1818 -5,0468 -4,9683 -4,9669 -5,0358 -5,1533 -5,2914 -5,4170 -5,4998 -5,5247 -5,4973 -5,4411 -5,3890 -5,3674
Fz    0,1134 0,0699 0,0194 -0,0087 0,0024 0,0510 0,1212 0,1956 0,2604 0,3039 0,3131 0,2746 0,1839 0,0528 -0,0914 -0,2175 -0,3001 -0,3281 -0,3044 -0,2405 -0,1481 -0,0362 0,0866 0,2073 0,3107 0,3831 0,4162 0,4106 0,3797 0,3448 0,3233 0,3196 0,3258 0,3288 0,3153 0,2741 0,1975 0,0854 -0,0518 -0,1933 -0,3137 -0,3936 -0,4309 -0,4407 -0,4454 -0,4628 -0,5011 -0,5533 -0,5981 -0,6106 -0,5765 -0,4968 -0,3835 -0,2544 -0,1291 -0,0246 0,0479 0,0797 0,0657 0,0093 -0,0725 -0,1523 -0,2019 -0,2050 -0,1582 -0,0638 0,0713 0,2318 0,3948 0,5380 0,6462 0,7159 0,7559 0,7816 0,8078 0,8445 0,8928 0,9417 0,9745 0,9830 0,9702 0,9398 0,8886 0,8110 0,7057 0,5740 0,4181 0,2423 0,0509 -0,1567 -0,3832 -0,6238 -0,8680 -1,1108 -1,3546 -1,6013 -1,8468 -2,0869 -2,3230 -2,5584 -2,7845 -2,9731 -3,0848 -3,0877 -2,9731 -2,7568 -2,4658 -2,1289 -1,7762 -1,4328 -1,1096 -0,8058 -0,5156 -0,2314 0,0545 0,3464 0,6457 0,9534 1,2682 1,5838 1,8919 2,1855 2,4589 2,7078 2,9319 3,1342 3,3158 3,4692 3,5802 3,6356 3,6327 3,5813 3,4988 3,4052 3,3174 3,2444 3,1861 3,1363 3,0797 2,9937 2,8607 2,6781 2,4547 2,2049 1,9428 1,6786 1,4174 1,1635 0,9239 0,7060 0,5146 0,3515 0,2170 0,1117 0,0344 -0,0198 -0,0571 -0,0826 -0,1040 -0,1347 -0,1857 -0,2521 -0,3104 -0,3323 -0,3030 -0,2281 -0,1265 -0,0205 0,0717 0,1401 0,1867 0,2226 0,2583 0,2988 0,3480 0,4086 0,4755 0,5382 0,5915 0,6384 0,6832 0,7287 0,7752 0,8194 0,8568 0,8885 0,9194 0,9508 0,9729 0,9715 0,9422 0,8966 0,8553 0,8371 0,8523 0,8979 0,9564 1,0018 1,0128 0,9813 0,9116 0,8125 0,6895 0,5424 0,3739 0,1912 0,0014 -0,1910 -0,3814 -0,5598 -0,7116 -0,8254 -0,8981 -0,9308 -0,9274 -0,8976 -0,8584 -0,8266 -0,8061 -0,7798 -0,7201 -0,6075 -0,4422 -0,2424 -0,0361 0,1474 0,2837 0,3598 0,3811 0,3664 0,3346 0,2939 0,2442 0,1832 0,1083 0,0198 -0,0742 -0,1611 -0,2325 -0,2851 -0,3172 -0,3298 -0,3294 -0,3285 -0,3410 -0,3764 -0,4394 -0,5332 -0,6594 -0,8161 -0,9950 -1,1823 -1,3628 -1,5237 -1,6559 -1,7571 -1,8358 -1,9110 -2,0048 -2,1284 -2,2713 -2,4047 -2,4975 -2,5287 -2,4936 -2,4064 -2,2955 -2,1887 -2,0985 -2,0223 -1,9528 -1,8858 -1,8169 -1,7367 -1,6312 -1,4890 -1,3099 -1,1054 -0,8916 -0,6768 -0,4617 -0,2493 -0,0496 0,1297 0,2934 0,4530 0,6108 0,7529 0,8558 0,9019 0,8889 0,8274 0,7357 0,6375 0,5609 0,5339 0,5707 0,6632 0,7922 0,9434 1,1103 1,2859 1,4578 1,6121 1,7411 1,8482 1,9435 2,0362 2,1321 2,2339 2,3378 2,4352 2,5169 2,5738 2,5973 2,5826 2,5326 2,4583 2,3750 2,2982 2,2423 2,2202 2,2405 2,3045 2,4027 2,5123 2,6038 2,6555 2,6657 2,6478 2,6161 2,5785 2,5385 2,4982 2,4621 2,4359 2,4212 2,4167 2,4222 2,4393 2,4698 2,5178 2,5864 2,6689 2,7510 2,8232 2,8853 2,9344 2,9553 2,9251 2,8313 2,6854 2,5184 2,3680 2,2657 2,2257 2,2421 2,2949 2,3597 2,4147 2,4480 2,4602 2,4606 2,4601 2,4650 2,4756 2,4877 2,4955 2,4931 2,4757 2,4458 2,4195 2,4190 2,4564 2,5266 2,6114 2,6903 2,7500 2,7878 2,8094 2,8251 2,8434 2,8658 2,8883 2,9064 2,9136 2,8972 2,8418 2,7399 2,5983 2,4351 2,2704 2,1194 1,9928 1,8994 1,8452 1,8275 1,8327 1,8469 1,8658 1,8926 1,9296 1,9765 2,0291 2,0756 2,0993 2,0870 2,0333 1,9372 1,8023 1,6403 1,4696 1,3111 1,1850 1,1075 1,0851 1,1109 1,1652 1,2237 1,2712 1,3062 1,3376 1,3800 1,4480 1,5488 1,6814 1,8367 1,9985 2,1480 2,2734 2,3759 2,4670 2,5608 2,6681 2,7888 2,9089 3,0059 3,0595 3,0616 3,0191 2,9482 2,8639 2,7741 2,6816 2,5857 2,4819 2,3647 2,2316 2,0865 1,9371 1,7914 1,6598 1,5555 1,4881 1,4594 1,4663 1,5051 1,5691 1,6474 1,7286 1,8023 1,8587 1,8911 1,9006 1,8910 1,8616 1,8059 1,7159 1,5908 1,4395 1,2726 1,0925 0,8949 0,6770 0,4418 0,1973 -0,0412 -0,2493 -0,3996 -0,4755 -0,4777 -0,4163 -0,3007 -0,1414 0,0420 0,2239 0,3879 0,5337 0,6691 0,7987 0,9221 1,0392 1,1512 1,2578 1,3551 1,4389 1,5097 1,5716 1,6252 1,6667 1,6944 1,7105 1,7200 1,7279 1,7397 1,7659 1,8202 1,9132 2,0478 2,2200 2,4187 2,6230 2,8023 2,9302 2,9970 3,0055 2,9627 2,8802 2,7677 2,6237 2,4415 2,2221 1,9750 1,7069 1,4182 1,1136 0,8084 0,5185 0,2465 -0,0166 -0,2775 -0,5355 -0,7917 -1,0528 -1,3204 -1,5812 -1,8115 -1,9889 -2,1021 -2,1542 -2,1617 -2,1489 -2,1406 -2,1565 -2,2096 -2,3052 -2,4394 -2,5987 -2,7677 -2,9385 -3,1142 -3,2998 -3,4914 -3,6742 -3,8308 -3,9540 -4,0501 -4,1267 -4,1807 -4,2013 -4,1826 -4,1303 -4,0576 -3,9737 -3,8760 -3,7544 -3,6055 -3,4435 -3,2993 -3,2070 -3,1864 -3,2318 -3,3168 -3,4081 -3,4765 -3,5060 -3,5004 -3,4794 -3,4663 -3,4806 -3,5326 -3,6182 -3,7173 -3,7996 -3,8360 -3,8093 -3,7235 -3,6058 -3,4965 -3,4281 -3,4136 -3,4520 -3,5343 -3,6396 -3,7369 -3,7974 -3,8074 -3,7739 -3,7191 -3,6643
F3    0,1043 0,1006 0,0787 0,0706 0,0982 0,1655 0,2593 0,3553 0,4281 0,4561 0,4233 0,3218 0,1622 -0,0213 -0,1838 -0,2885 -0,3152 -0,2621 -0,1437 0,0168 0,1974 0,3796 0,5466 0,6816 0,7677 0,7909 0,7466 0,6442 0,5054 0,3573 0,2223 0,1092 0,0112 -0,0863 -0,1944 -0,3135 -0,4363 -0,5547 -0,6572 -0,7234 -0,7333 -0,6834 -0,5943 -0,4998 -0,4294 -0,3958 -0,3930 -0,3982 -0,3801 -0,3133 -0,1900 -0,0219 0,1628 0,3260 0,4327 0,4660 0,4299 0,3380 0,2009 0,0280 -0,1636 -0,3439 -0,4795 -0,5502 -0,5537 -0,4960 -0,3841 -0,2309 -0,0582 0,1065 0,2354 0,3090 0,3236 0,2916 0,2353 0,1807 0,1497 0,1538 0,1931 0,2588 0,3327 0,3840 0,3777 0,2899 0,1200 -0,1125 -0,3828 -0,6714 -0,9667 -1,2650 -1,5632 -1,8499 -2,1078 -2,3275 -2,5124 -2,6713 -2,8107 -2,9389 -3,0698 -3,2139 -3,3600 -3,4711 -3,5013 -3,4213 -3,2335 -2,9662 -2,6523 -2,3132 -1,9588 -1,5922 -1,2180 -0,8513 -0,5138 -0,2166 0,0479 0,2962 0,5440 0,8065 1,0951 1,4084 1,7303 2,0384 2,3157 2,5558 2,7627 2,9481 3,1225 3,2854 3,4262 3,5352 3,6090 3,6497 3,6618 3,6515 3,6268 3,5959 3,5661 3,5399 3,5057 3,4410 3,3308 3,1762 2,9840 2,7576 2,5014 2,2269 1,9534 1,7044 1,4997 1,3480 1,2426 1,1683 1,1120 1,0681 1,0318 0,9928 0,9417 0,8767 0,8014 0,7169 0,6190 0,5069 0,3916 0,2892 0,2120 0,1670 0,1621 0,2050 0,2952 0,4138 0,5298 0,6166 0,6630 0,6721 0,6569 0,6294 0,5922 0,5424 0,4852 0,4375 0,4172 0,4308 0,4742 0,5396 0,6241 0,7316 0,8665 1,0226 1,1746 1,2858 1,3288 1,3025 1,2297 1,1436 1,0760 1,0449 1,0460 1,0606 1,0741 1,0820 1,0818 1,0641 1,0097 0,9019 0,7414 0,5457 0,3335 0,1148 -0,1063 -0,3211 -0,5132 -0,6690 -0,7845 -0,8626 -0,9100 -0,9380 -0,9624 -0,9972 -1,0445 -1,0877 -1,0980 -1,0521 -0,9490 -0,8131 -0,6812 -0,5842 -0,5389 -0,5460 -0,5891 -0,6400 -0,6719 -0,6767 -0,6699 -0,6806 -0,7330 -0,8312 -0,9540 -1,0688 -1,1511 -1,1909 -1,1908 -1,1634 -1,1280 -1,1039 -1,1019 -1,1221 -1,1587 -1,2043 -1,2509 -1,2912 -1,3193 -1,3313 -1,3249 -1,2982 -1,2530 -1,1984 -1,1515 -1,1367 -1,1788 -1,2900 -1,4590 -1,6528 -1,8289 -1,9518 -2,0086 -2,0137 -1,9966 -1,9798 -1,9658 -1,9458 -1,9127 -1,8636 -1,7934 -1,6929 -1,5542 -1,3765 -1,1652 -0,9295 -0,6795 -0,4224 -0,1620 0,0934 0,3273 0,5250 0,6860 0,8183 0,9242 0,9959 1,0226 1,0003 0,9360 0,8436 0,7409 0,6490 0,5884 0,5740 0,6099 0,6891 0,8026 0,9468 1,1158 1,2931 1,4575 1,5968 1,7142 1,8243 1,9407 2,0688 2,2106 2,3667 2,5305 2,6849 2,8057 2,8688 2,8599 2,7846 2,6663 2,5323 2,4010 2,2787 2,1635 2,0556 1,9663 1,9154 1,9166 1,9625 2,0233 2,0634 2,0639 2,0285 1,9717 1,9079 1,8495 1,8062 1,7834 1,7788 1,7788 1,7649 1,7283 1,6787 1,6390 1,6340 1,6762 1,7606 1,8725 2,0012 2,1411 2,2779 2,3808 2,4140 2,3620 2,2418 2,0920 1,9532 1,8556 1,8087 1,7986 1,7978 1,7816 1,7380 1,6703 1,5971 1,5453 1,5385 1,5882 1,6883 1,8183 1,9516 2,0655 2,1433 2,1795 2,1899 2,2091 2,2695 2,3786 2,5160 2,6490 2,7505 2,8054 2,8139 2,7947 2,7791 2,7942 2,8517 2,9459 3,0531 3,1328 3,1404 3,0505 2,8727 2,6474 2,4204 2,2167 2,0350 1,8670 1,7139 1,5839 1,4808 1,4032 1,3493 1,3186 1,3087 1,3172 1,3439 1,3860 1,4345 1,4773 1,5035 1,5020 1,4658 1,3954 1,2996 1,1955 1,1092 1,0692 1,0931 1,1776 1,2978 1,4178 1,5089 1,5611 1,5843 1,5991 1,6235 1,6673 1,7347 1,8240 1,9248 2,0230 2,1133 2,2040 2,3056 2,4212 2,5473 2,6748 2,7879 2,8689 2,9074 2,9066 2,8803 2,8404 2,7862 2,7113 2,6193 2,5220 2,4283 2,3386 2,2502 2,1623 2,0744 1,9846 1,8958 1,8202 1,7676 1,7351 1,7119 1,6932 1,6842 1,6939 1,7278 1,7788 1,8227 1,8326 1,7995 1,7346 1,6541 1,5666 1,4717 1,3678 1,2553 1,1313 0,9820 0,7896 0,5434 0,2463 -0,0848 -0,4196 -0,7158 -0,9254 -1,0144 -0,9800 -0,8451 -0,6400 -0,3926 -0,1310 0,1198 0,3483 0,5563 0,7459 0,9074 1,0243 1,0893 1,1115 1,1111 1,1075 1,1116 1,1275 1,1585 1,2062 1,2688 1,3401 1,4118 1,4768 1,5310 1,5784 1,6338 1,7158 1,8360 1,9983 2,2031 2,4428 2,6950 2,9257 3,1064 3,2224 3,2614 3,2112 3,0741 2,8702 2,6240 2,3565 2,0860 1,8244 1,5704 1,3127 1,0416 0,7559 0,4627 0,1718 -0,1097 -0,3752 -0,6196 -0,8461 -1,0651 -1,2794 -1,4751 -1,6312 -1,7328 -1,7764 -1,7715 -1,7406 -1,7154 -1,7279 -1,8009 -1,9421 -2,1412 -2,3778 -2,6302 -2,8800 -3,1147 -3,3298 -3,5271 -3,7089 -3,8715 -4,0081 -4,1160 -4,1993 -4,2587 -4,2846 -4,2650 -4,1993 -4,1022 -3,9975 -3,9044 -3,8245 -3,7413 -3,6354 -3,5001 -3,3486 -3,2068 -3,0977 -3,0284 -2,9894 -2,9632 -2,9359 -2,9047 -2,8782 -2,8696 -2,8894 -2,9424 -3,0237 -3,1141 -3,1819 -3,1940 -3,1288 -2,9885 -2,8029 -2,6247 -2,5088 -2,4882 -2,5650 -2,7184 -2,9134 -3,1054 -3,2533 -3,3358 -3,3566 -3,3370 -3,3052 -3,2852
F7    -0,9056 -0,8084 -0,7442 -0,6729 -0,5657 -0,4144 -0,2244 -0,0064 0,2222 0,4293 0,5685 0,5970 0,5072 0,3416 0,1694 0,0499 0,0154 0,0712 0,2010 0,3744 0,5551 0,7083 0,8068 0,8353 0,7935 0,6959 0,5663 0,4315 0,3183 0,2468 0,2207 0,2205 0,2091 0,1514 0,0342 -0,1310 -0,3202 -0,5078 -0,6683 -0,7753 -0,8059 -0,7523 -0,6317 -0,4803 -0,3348 -0,2188 -0,1412 -0,0988 -0,0776 -0,0552 -0,0077 0,0792 0,2040 0,3472 0,4775 0,5675 0,6038 0,5795 0,4883 0,3299 0,1191 -0,1115 -0,3216 -0,4796 -0,5669 -0,5692 -0,4783 -0,3047 -0,0785 0,1608 0,3746 0,5321 0,6178 0,6347 0,5978 0,5241 0,4284 0,3209 0,2066 0,0890 -0,0307 -0,1585 -0,3057 -0,4776 -0,6675 -0,8632 -1,0556 -1,2376 -1,4024 -1,5501 -1,6893 -1,8245 -1,9509 -2,0638 -2,1669 -2,2668 -2,3668 -2,4707 -2,5909 -2,7438 -2,9293 -3,1150 -3,2499 -3,2921 -3,2302 -3,0815 -2,8752 -2,6381 -2,3905 -2,1386 -1,8725 -1,5813 -1,2675 -0,9417 -0,6116 -0,2804 0,0527 0,3937 0,7459 1,0976 1,4273 1,7196 1,9726 2,2005 2,4327 2,7017 3,0198 3,3633 3,6817 3,9227 4,0537 4,0684 3,9822 3,8256 3,6348 3,4395 3,2582 3,1004 2,9653 2,8418 2,7212 2,6010 2,4774 2,3413 2,1876 2,0239 1,8705 1,7529 1,6904 1,6856 1,7205 1,7622 1,7759 1,7356 1,6280 1,4573 1,2517 1,0551 0,8970 0,7748 0,6669 0,5610 0,4649 0,3928 0,3506 0,3335 0,3348 0,3502 0,3727 0,3895 0,3868 0,3556 0,2902 0,1917 0,0758 -0,0318 -0,1166 -0,1840 -0,2478 -0,3157 -0,3883 -0,4599 -0,5191 -0,5515 -0,5424 -0,4769 -0,3488 -0,1723 0,0131 0,1573 0,2246 0,2091 0,1329 0,0331 -0,0520 -0,0987 -0,1086 -0,1017 -0,0964 -0,1000 -0,1138 -0,1470 -0,2236 -0,3688 -0,5900 -0,8754 -1,2054 -1,5593 -1,9115 -2,2253 -2,4572 -2,5780 -2,5902 -2,5225 -2,4123 -2,2969 -2,2107 -2,1778 -2,2006 -2,2544 -2,2994 -2,3040 -2,2617 -2,1942 -2,1411 -2,1429 -2,2231 -2,3764 -2,5662 -2,7387 -2,8479 -2,8797 -2,8567 -2,8215 -2,8161 -2,8627 -2,9501 -3,0421 -3,1035 -3,1139 -3,0689 -2,9800 -2,8700 -2,7614 -2,6666 -2,5878 -2,5269 -2,4927 -2,4955 -2,5390 -2,6157 -2,7125 -2,8169 -2,9148 -2,9890 -3,0274 -3,0340 -3,0327 -3,0560 -3,1235 -3,2255 -3,3292 -3,4004 -3,4199 -3,3920 -3,3435 -3,3114 -3,3165 -3,3472 -3,3686 -3,3494 -3,2798 -3,1697 -3,0356 -2,8922 -2,7483 -2,6066 -2,4660 -2,3236 -2,1723 -2,0055 -1,8273 -1,6545 -1,5044 -1,3812 -1,2765 -1,1822 -1,1015 -1,0493 -1,0403 -1,0801 -1,1681 -1,3022 -1,4724 -1,6511 -1,7960 -1,8690 -1,8523 -1,7467 -1,5635 -1,3251 -1,0648 -0,8163 -0,5983 -0,4075 -0,2268 -0,0468 0,1242 0,2730 0,3973 0,5049 0,6008 0,6770 0,7121 0,6818 0,5762 0,4083 0,2089 0,0130 -0,1553 -0,2909 -0,4041 -0,5063 -0,6001 -0,6861 -0,7751 -0,8898 -1,0450 -1,2290 -1,4118 -1,5663 -1,6762 -1,7333 -1,7399 -1,7122 -1,6767 -1,6641 -1,6981 -1,7822 -1,8965 -2,0072 -2,0804 -2,0986 -2,0668 -1,9986 -1,8987 -1,7634 -1,6000 -1,4389 -1,3242 -1,2861 -1,3196 -1,3911 -1,4589 -1,4911 -1,4818 -1,4519 -1,4352 -1,4601 -1,5396 -1,6687 -1,8290 -1,9954 -2,1432 -2,2533 -2,3164 -2,3344 -2,3169 -2,2776 -2,2283 -2,1683 -2,0780 -1,9347 -1,7351 -1,5036 -1,2806 -1,1020 -0,9882 -0,9438 -0,9582 -1,0039 -1,0451 -1,0532 -1,0149 -0,9316 -0,8200 -0,7144 -0,6597 -0,6907 -0,8113 -0,9933 -1,1940 -1,3768 -1,5183 -1,6031 -1,6196 -1,5720 -1,4924 -1,4251 -1,3961 -1,3996 -1,4117 -1,4143 -1,4116 -1,4270 -1,4826 -1,5808 -1,7042 -1,8286 -1,9335 -2,0076 -2,0503 -2,0659 -2,0576 -2,0284 -1,9819 -1,9226 -1,8575 -1,7945 -1,7330 -1,6628 -1,5713 -1,4473 -1,2869 -1,0962 -0,8887 -0,6817 -0,4987 -0,3642 -0,2887 -0,2626 -0,2676 -0,2863 -0,3032 -0,3123 -0,3256 -0,3647 -0,4397 -0,5382 -0,6327 -0,6980 -0,7254 -0,7214 -0,6985 -0,6709 -0,6540 -0,6558 -0,6719 -0,6906 -0,7045 -0,7156 -0,7273 -0,7363 -0,7386 -0,7374 -0,7390 -0,7486 -0,7727 -0,8180 -0,8841 -0,9652 -1,0568 -1,1491 -1,2211 -1,2530 -1,2459 -1,2256 -1,2304 -1,2907 -1,4113 -1,5766 -1,7694 -1,9807 -2,2070 -2,4487 -2,7048 -2,9621 -3,1876 -3,3367 -3,3770 -3,3070 -3,1500 -2,9352 -2,6907 -2,4428 -2,2085 -1,9863 -1,7633 -1,5356 -1,3216 -1,1540 -1,0584 -1,0377 -1,0697 -1,1187 -1,1556 -1,1651 -1,1409 -1,0815 -0,9911 -0,8802 -0,7629 -0,6517 -0,5536 -0,4710 -0,4001 -0,3277 -0,2354 -0,1075 0,0619 0,2622 0,4624 0,6215 0,7099 0,7206 0,6593 0,5372 0,3754 0,1974 0,0112 -0,1918 -0,4216 -0,6791 -0,9569 -1,2458 -1,5389 -1,8309 -2,1173 -2,3982 -2,6782 -2,9565 -3,2241 -3,4783 -3,7285 -3,9785 -4,2111 -4,3966 -4,5127 -4,5543 -4,5342 -4,4804 -4,4274 -4,4047 -4,4283 -4,4993 -4,6062 -4,7316 -4,8614 -4,9891 -5,1166 -5,2500 -5,3921 -5,5352 -5,6617 -5,7526 -5,8009 -5,8141 -5,8010 -5,7570 -5,6720 -5,5499 -5,4159 -5,3057 -5,2429 -5,2195 -5,1991 -5,1421 -5,0310 -4,8804 -4,7257 -4,5988 -4,5119 -4,4620 -4,4426 -4,4467 -4,4686 -4,5030 -4,5410 -4,5700 -4,5833 -4,5858 -4,5840 -4,5719 -4,5280 -4,4302 -4,2778 -4,1037 -3,9640 -3,9105 -3,9636 -4,1064 -4,3036 -4,5174 -4,7123 -4,8611 -4,9524 -4,9886 -4,9838 -4,9592 -4,9336
