Fp1   -1,1332 -1,0777 -0,9948 -0,8945 -0,7891 -0,6888 -0,6049 -0,5503 -0,5352 -0,5622 -0,6252 -0,7109 -0,8010 -0,8774 -0,9237 -0,9190 -0,8312 -0,6204 -0,2563 0,2630 0,9019 1,5885 2,2252 2,7138 2,9904 3,0405 2,8905 2,5922 2,2065 1,7829 1,3513 0,9319 0,5454 0,2050 -0,0894 -0,3409 -0,5431 -0,6870 -0,7797 -0,8451 -0,9017 -0,9470 -0,9687 -0,9621 -0,9338 -0,8893 -0,8295 -0,7613 -0,6997 -0,6550 -0,6251 -0,6075 -0,6139 -0,6661 -0,7766 -0,9344 -1,1079 -1,2519 -1,3128 -1,2424 -1,0270 -0,7034 -0,3421 -0,0129 0,2356 0,3829 0,4384 0,4302 0,3801 0,2884 0,1485 -0,0278 -0,2049 -0,3397 -0,4017 -0,3844 -0,3046 -0,1966 -0,1064 -0,0798 -0,1426 -0,2838 -0,4506 -0,5675 -0,5762 -0,4684 -0,2864 -0,0959 0,0475 0,1209 0,1348 0,1201 0,1121 0,1391 0,2103 0,3083 0,3916 0,4131 0,3455 0,1980 0,0146 -0,1498 -0,2583 -0,3025 -0,2906 -0,2371 -0,1667 -0,1200 -0,1406 -0,2495 -0,4253 -0,6130 -0,7580 -0,8399 -0,8836 -0,9432 -1,0645 -1,2532 -1,4715 -1,6665 -1,8003 -1,8560 -1,8289 -1,7211 -1,5366 -1,2792 -0,9609 -0,6142 -0,2905 -0,0398 0,1147 0,1881 0,2215 0,2517 0,2870 0,3073 0,2925 0,2492 0,1998 0,1538 0,1049 0,0564 0,0351 0,0788 0,2167 0,4587 0,7868 1,1522 1,4889 1,7394 1,8747 1,9000 1,8441 1,7370 1,5947 1,4298 1,2749 1,1850 1,2127 1,3781 1,6591 2,0081 2,3735 2,7064 2,9617 3,1060 3,1290 3,0514 2,9175 2,7747 2,6550 2,5747 2,5448 2,5749 2,6624 2,7864 2,9157 3,0179 3,0663 3,0472 2,9637 2,8286 2,6576 2,4614 2,2429 2,0046 1,7608 1,5416 1,3819 1,2987 1,2791 1,2937 1,3125 1,3088 1,2595 1,1548 1,0128 0,8804 0,8093 0,8218 0,8966 0,9878 1,0560 1,0818 1,0574 0,9784 0,8484 0,6845 0,5154 0,3705 0,2710 0,2253 0,2219 0,2261 0,1962 0,1134 -0,0071 -0,1316 -0,2295 -0,2850 -0,2988 -0,2812 -0,2399 -0,1686 -0,0509 0,1171 0,3105 0,4842 0,5988 0,6408 0,6269 0,5966 0,5904 0,6241 0,6797 0,7175 0,6986 0,6110 0,4844 0,3748 0,3301 0,3689 0,4886 0,6826 0,9429 1,2525 1,5813 1,8920 2,1544 2,3539 2,4825 2,5335 2,5106 2,4366 2,3496 2,2832 2,2449 2,2125 2,1504 2,0368 1,8831 1,7341 1,6517 1,6891 1,8639 2,1441 2,4584 2,7285 2,9018 2,9648 2,9374 2,8581 2,7675 2,6967 2,6578 2,6343 2,5847 2,4707 2,2924 2,0953 1,9418 1,8680 1,8628 1,8818 1,8768 1,8183 1,7073 1,5728 1,4534 1,3737 1,3341 1,3194 1,3124 1,3018 1,2809 1,2388 1,1592 1,0355 0,8861 0,7446 0,6386 0,5796 0,5649 0,5840 0,6280 0,6921 0,7678 0,8385 0,8822 0,8773 0,8130 0,6972 0,5504 0,3952 0,2539 0,1484 0,0908 0,0713 0,0613 0,0323 -0,0289 -0,1225 -0,2493 -0,4087 -0,5837 -0,7368 -0,8274 -0,8318 -0,7553 -0,6315 -0,5059 -0,4168 -0,3892 -0,4399 -0,5755 -0,7814 -1,0216 -1,2582 -1,4700 -1,6542 -1,8085 -1,9180 -1,9615 -1,9279 -1,8270 -1,6886 -1,5493 -1,4369 -1,3635 -1,3291 -1,3211 -1,3123 -1,2715 -1,1831 -1,0537 -0,9036 -0,7582 -0,6431 -0,5768 -0,5628 -0,5907 -0,6488 -0,7339 -0,8418 -0,9525 -1,0339 -1,0644 -1,0457 -0,9989 -0,9506 -0,9228 -0,9284 -0,9691 -1,0303 -1,0834 -1,0978 -1,0564 -0,9680 -0,8707 -0,8156 -0,8341 -0,9196 -1,0355 -1,1370 -1,1906 -1,1842 -1,1274 -1,0425 -0,9559 -0,8937 -0,8671 -0,8530 -0,7967 -0,6525 -0,4216 -0,1516 0,0925 0,2549 0,2994 0,2152 0,0262 -0,2065 -0,4087 -0,5318 -0,5673 -0,5311 -0,4464 -0,3416 -0,2529 -0,2163 -0,2490 -0,3363 -0,4393 -0,5138 -0,5209 -0,4345 -0,2494 0,0075 0,2746 0,4753 0,5571 0,5188 0,4016 0,2590 0,1295 0,0234 -0,0740 -0,1879 -0,3377 -0,5269 -0,7434 -0,9627 -1,1502 -1,2666 -1,2831 -1,2005 -1,0555 -0,9066 -0,8044 -0,7741 -0,8165 -0,9103 -1,0195 -1,1112 -1,1736 -1,2164 -1,2560 -1,2968 -1,3275 -1,3328 -1,3087 -1,2655 -1,2218 -1,1986 -1,2148 -1,2872 -1,4258 -1,6214 -1,8361 -2,0115 -2,0951 -2,0631 -1,9248 -1,7092 -1,4531 -1,1939 -0,9633 -0,7795 -0,6405 -0,5237 -0,3994 -0,2564 -0,1167 -0,0205 0,0030 -0,0541 -0,1902 -0,4030 -0,6879 -1,0353 -1,4265 -1,8302 -2,2011 -2,4843 -2,6331 -2,6366 -2,5335 -2,3945 -2,2844 -2,2342 -2,2384 -2,2710 -2,3038 -2,3197 -2,3191 -2,3191 -2,3444 -2,4138 -2,5317 -2,6910 -2,8751 -3,0545 -3,1924 -3,2529 -3,2071 -3,0453 -2,7866 -2,4713 -2,1449 -1,8451 -1,5929 -1,3937 -1,2456 -1,1407 -1,0627 -0,9909 -0,9045 -0,7812 -0,6078 -0,3914 -0,1580 0,0548 0,2065 0,2742 0,2698 0,2283 0,1827 0,1504 0,1300 0,1045 0,0524 -0,0385 -0,1690 -0,3325 -0,5163 -0,7002 -0,8557 -0,9512 -0,9648 -0,8979 -0,7778 -0,6461 -0,5447 -0,5070 -0,5519 -0,6728 -0,8307 -0,9715 -1,0620 -1,1108 -1,1541 -1,2304 -1,3612 -1,5419 -1,7428 -1,9283 -2,0796 -2,1990 -2,2962 -2,3752 -2,4327 -2,4629 -2,4710 -2,4769 -2,4944 -2,5101 -2,4950 -2,4358 -2,3438 -2,2388 -2,1359 -2,0459 -1,9832 -1,9689 -2,0256 -2,1611 -2,3535 -2,5538 -2,7088 -2,7856 -2,7779 -2,6957 -2,5561 -2,3817 -2,2016 -2,0503 -1,9617 -1,9547 -2,0227 -2,1369 -2,2581 -2,3498 -2,3909 -2,3832 -2,3441 -2,2889 -2,2143 -2,1021 -1,9394 -1,7302
Fz    -0,7744 -0,7587 -0,7243 -0,6789 -0,6174 -0,5295 -0,4143 -0,2859 -0,1650 -0,0686 -0,0050 0,0249 0,0231 -0,0063 -0,0510 -0,0817 -0,0554 0,0612 0,2695 0,5403 0,8363 1,1280 1,3915 1,6020 1,7340 1,7683 1,6996 1,5394 1,3100 1,0369 0,7445 0,4550 0,1881 -0,0437 -0,2386 -0,3983 -0,5188 -0,5928 -0,6249 -0,6323 -0,6323 -0,6342 -0,6434 -0,6664 -0,7100 -0,7745 -0,8542 -0,9464 -1,0534 -1,1722 -1,2878 -1,3824 -1,4462 -1,4758 -1,4692 -1,4235 -1,3350 -1,1975 -1,0074 -0,7751 -0,5319 -0,3195 -0,1655 -0,0712 -0,0226 -0,0088 -0,0265 -0,0761 -0,1629 -0,2943 -0,4708 -0,6784 -0,8917 -1,0849 -1,2435 -1,3697 -1,4712 -1,5508 -1,6077 -1,6446 -1,6688 -1,6842 -1,6857 -1,6602 -1,5980 -1,5051 -1,4067 -1,3389 -1,3290 -1,3817 -1,4827 -1,6075 -1,7265 -1,8126 -1,8537 -1,8604 -1,8638 -1,9038 -2,0116 -2,1931 -2,4255 -2,6699 -2,8898 -3,0623 -3,1815 -3,2577 -3,3117 -3,3640 -3,4281 -3,5089 -3,6018 -3,6904 -3,7495 -3,7595 -3,7217 -3,6611 -3,6125 -3,6022 -3,6413 -3,7297 -3,8634 -4,0348 -4,2312 -4,4316 -4,6059 -4,7165 -4,7263 -4,6152 -4,3954 -4,1089 -3,8103 -3,5456 -3,3380 -3,1879 -3,0846 -3,0187 -2,9771 -2,9333 -2,8547 -2,7220 -2,5359 -2,3113 -2,0712 -1,8414 -1,6404 -1,4677 -1,3063 -1,1390 -0,9623 -0,7839 -0,6153 -0,4666 -0,3443 -0,2511 -0,1883 -0,1550 -0,1435 -0,1394 -0,1300 -0,1113 -0,0873 -0,0625 -0,0356 0,0038 0,0728 0,1905 0,3720 0,6198 0,9184 1,2329 1,5175 1,7304 1,8477 1,8689 1,8142 1,7161 1,6101 1,5216 1,4517 1,3785 1,2717 1,1146 0,9134 0,6890 0,4572 0,2190 -0,0280 -0,2700 -0,4723 -0,5955 -0,6164 -0,5380 -0,3886 -0,2190 -0,0921 -0,0620 -0,1514 -0,3439 -0,5914 -0,8359 -1,0346 -1,1782 -1,2897 -1,4073 -1,5624 -1,7656 -2,0041 -2,2517 -2,4872 -2,7036 -2,9049 -3,0989 -3,2928 -3,4909 -3,6935 -3,8962 -4,0900 -4,2616 -4,3918 -4,4592 -4,4492 -4,3619 -4,2143 -4,0322 -3,8396 -3,6574 -3,5039 -3,3939 -3,3371 -3,3361 -3,3824 -3,4541 -3,5220 -3,5611 -3,5579 -3,5159 -3,4538 -3,3944 -3,3502 -3,3161 -3,2749 -3,2087 -3,1058 -2,9569 -2,7502 -2,4743 -2,1271 -1,7260 -1,3088 -0,9206 -0,5968 -0,3501 -0,1708 -0,0384 0,0662 0,1520 0,2136 0,2337 0,1909 0,0719 -0,1153 -0,3382 -0,5458 -0,6851 -0,7236 -0,6642 -0,5397 -0,3938 -0,2629 -0,1686 -0,1161 -0,0965 -0,0920 -0,0862 -0,0746 -0,0711 -0,1024 -0,1900 -0,3316 -0,4951 -0,6352 -0,7239 -0,7684 -0,8011 -0,8571 -0,9554 -1,0885 -1,2248 -1,3220 -1,3457 -1,2857 -1,1576 -0,9893 -0,8057 -0,6264 -0,4704 -0,3589 -0,3109 -0,3380 -0,4386 -0,5992 -0,7990 -1,0165 -1,2334 -1,4353 -1,6103 -1,7501 -1,8551 -1,9389 -2,0207 -2,1101 -2,2003 -2,2746 -2,3161 -2,3109 -2,2531 -2,1535 -2,0419 -1,9559 -1,9224 -1,9487 -2,0265 -2,1418 -2,2799 -2,4224 -2,5463 -2,6307 -2,6677 -2,6702 -2,6697 -2,7016 -2,7891 -2,9369 -3,1378 -3,3813 -3,6541 -3,9413 -4,2336 -4,5313 -4,8359 -5,1403 -5,4263 -5,6711 -5,8559 -5,9744 -6,0342 -6,0488 -6,0292 -5,9856 -5,9296 -5,8700 -5,8047 -5,7214 -5,6104 -5,4738 -5,3207 -5,1599 -4,9980 -4,8378 -4,6807 -4,5364 -4,4289 -4,3858 -4,4148 -4,4931 -4,5813 -4,6532 -4,7101 -4,7694 -4,8410 -4,9157 -4,9736 -4,9987 -4,9847 -4,9313 -4,8400 -4,7120 -4,5531 -4,3810 -4,2239 -4,1084 -4,0474 -4,0354 -4,0527 -4,0767 -4,0938 -4,1024 -4,1088 -4,1198 -4,1367 -4,1517 -4,1492 -4,1162 -4,0573 -3,9971 -3,9675 -3,9905 -4,0679 -4,1836 -4,3120 -4,4232 -4,4882 -4,4869 -4,4143 -4,2779 -4,0896 -3,8606 -3,6034 -3,3380 -3,0907 -2,8828 -2,7229 -2,6125 -2,5600 -2,5812 -2,6859 -2,8675 -3,1056 -3,3743 -3,6417 -3,8659 -4,0019 -4,0201 -3,9199 -3,7317 -3,5056 -3,2924 -3,1289 -3,0322 -3,0006 -3,0187 -3,0639 -3,1142 -3,1574 -3,1963 -3,2459 -3,3262 -3,4518 -3,6209 -3,8130 -4,0000 -4,1613 -4,2921 -4,4043 -4,5212 -4,6650 -4,8419 -5,0347 -5,2114 -5,3429 -5,4140 -5,4202 -5,3598 -5,2337 -5,0507 -4,8301 -4,5980 -4,3788 -4,1869 -4,0241 -3,8880 -3,7798 -3,6970 -3,6256 -3,5497 -3,4645 -3,3763 -3,2955 -3,2304 -3,1818 -3,1443 -3,1117 -3,0817 -3,0554 -3,0354 -3,0252 -3,0326 -3,0733 -3,1656 -3,3173 -3,5166 -3,7383 -3,9588 -4,1647 -4,3545 -4,5346 -4,7166 -4,9132 -5,1323 -5,3687 -5,6038 -5,8155 -5,9885 -6,1169 -6,2004 -6,2423 -6,2486 -6,2263 -6,1830 -6,1304 -6,0864 -6,0672 -6,0770 -6,1043 -6,1259 -6,1167 -6,0566 -5,9358 -5,7563 -5,5296 -5,2677 -4,9790 -4,6716 -4,3608 -4,0719 -3,8319 -3,6586 -3,5556 -3,5155 -3,5210 -3,5451 -3,5608 -3,5558 -3,5356 -3,5152 -3,5127 -3,5491 -3,6441 -3,8069 -4,0284 -4,2830 -4,5376 -4,7595 -4,9222 -5,0128 -5,0390 -5,0259 -5,0006 -4,9796 -4,9649 -4,9516 -4,9407 -4,9456 -4,9848 -5,0718 -5,2048 -5,3617 -5,5114 -5,6338 -5,7293 -5,8113 -5,8924 -5,9783 -6,0688 -6,1617 -6,2557 -6,3495 -6,4376 -6,5132 -6,5793 -6,6479 -6,7276 -6,8132 -6,8862 -6,9206 -6,8900 -6,7822 -6,6110 -6,4137 -6,2334 -6,1010 -6,0281 -6,0107 -6,0360 -6,0942 -6,1853 -6,3115 -6,4656 -6,6288 -6,7797 -6,8994 -6,9742 -7,0009 -6,9940 -6,9815 -6,9886 -7,0255 -7,0853 -7,1506 -7,2015 -7,2199 -7,1930 -7,1184 -7,0106 -6,8981 -6,8056 -6,7370 -6,6776 -6,6090 -6,5160
F3    -0,4722 -0,8817 -1,2176 -1,4588 -1,6031 -1,6561 -1,6247 -1,5162 -1,3393 -1,1051 -0,8280 -0,5239 -0,2115 0,0888 0,3575 0,5783 0,7365 0,8212 0,8279 0,7629 0,6476 0,5238 0,4446 0,4508 0,5510 0,7214 0,9222 1,1131 1,2636 1,3570 1,3889 1,3619 1,2813 1,1547 0,9936 0,8117 0,6203 0,4270 0,2388 0,0618 -0,1000 -0,2462 -0,3790 -0,4986 -0,6021 -0,6895 -0,7694 -0,8501 -0,9317 -1,0034 -1,0452 -1,0375 -0,9737 -0,8653 -0,7328 -0,5947 -0,4626 -0,3445 -0,2483 -0,1774 -0,1275 -0,0888 -0,0495 0,0006 0,0658 0,1385 0,1982 0,2188 0,1850 0,1018 -0,0123 -0,1351 -0,2478 -0,3418 -0,4220 -0,5011 -0,5860 -0,6699 -0,7363 -0,7698 -0,7676 -0,7406 -0,7094 -0,6951 -0,7079 -0,7398 -0,7695 -0,7742 -0,7406 -0,6717 -0,5862 -0,5123 -0,4798 -0,5160 -0,6393 -0,8511 -1,1360 -1,4677 -1,8156 -2,1478 -2,4347 -2,6526 -2,7911 -2,8586 -2,8802 -2,8873 -2,9033 -2,9335 -2,9664 -2,9861 -2,9833 -2,9584 -2,9154 -2,8560 -2,7756 -2,6664 -2,5261 -2,3673 -2,2162 -2,1027 -2,0492 -2,0682 -2,1640 -2,3311 -2,5512 -2,7931 -3,0193 -3,1964 -3,3038 -3,3349 -3,2962 -3,2044 -3,0789 -2,9297 -2,7507 -2,5281 -2,2559 -1,9452 -1,6204 -1,3085 -1,0293 -0,7943 -0,6122 -0,4914 -0,4324 -0,4202 -0,4262 -0,4158 -0,3617 -0,2581 -0,1231 0,0128 0,1237 0,1989 0,2416 0,2636 0,2759 0,2812 0,2763 0,2590 0,2323 0,2032 0,1823 0,1818 0,2113 0,2772 0,3827 0,5258 0,6991 0,8884 1,0729 1,2287 1,3381 1,3974 1,4181 1,4204 1,4211 1,4233 1,4132 1,3684 1,2724 1,1243 0,9383 0,7371 0,5482 0,3993 0,3088 0,2763 0,2842 0,3108 0,3442 0,3832 0,4265 0,4645 0,4830 0,4688 0,4110 0,2994 0,1282 -0,0983 -0,3623 -0,6365 -0,8947 -1,1217 -1,3161 -1,4876 -1,6510 -1,8223 -2,0150 -2,2378 -2,4952 -2,7824 -3,0772 -3,3443 -3,5512 -3,6814 -3,7331 -3,7124 -3,6309 -3,5067 -3,3588 -3,2020 -3,0488 -2,9126 -2,8055 -2,7360 -2,7053 -2,7034 -2,7117 -2,7159 -2,7153 -2,7191 -2,7371 -2,7707 -2,8083 -2,8255 -2,7946 -2,6972 -2,5305 -2,3046 -2,0358 -1,7452 -1,4598 -1,2111 -1,0277 -0,9253 -0,9006 -0,9334 -0,9924 -1,0408 -1,0421 -0,9715 -0,8292 -0,6429 -0,4544 -0,2992 -0,1927 -0,1276 -0,0854 -0,0508 -0,0182 0,0086 0,0194 0,0042 -0,0387 -0,0999 -0,1655 -0,2251 -0,2777 -0,3281 -0,3780 -0,4211 -0,4493 -0,4598 -0,4546 -0,4369 -0,4072 -0,3647 -0,3174 -0,2882 -0,3067 -0,3916 -0,5378 -0,7190 -0,9014 -1,0614 -1,1927 -1,2984 -1,3794 -1,4319 -1,4517 -1,4389 -1,4027 -1,3628 -1,3429 -1,3599 -1,4170 -1,5063 -1,6178 -1,7420 -1,8668 -1,9792 -2,0745 -2,1585 -2,2394 -2,3189 -2,3921 -2,4531 -2,4961 -2,5137 -2,5005 -2,4590 -2,4002 -2,3373 -2,2783 -2,2235 -2,1655 -2,0933 -1,9986 -1,8823 -1,7528 -1,6244 -1,5177 -1,4599 -1,4776 -1,5833 -1,7671 -1,9990 -2,2408 -2,4608 -2,6434 -2,7876 -2,8997 -2,9878 -3,0606 -3,1255 -3,1882 -3,2512 -3,3130 -3,3713 -3,4319 -3,5141 -3,6426 -3,8317 -4,0713 -4,3249 -4,5416 -4,6788 -4,7196 -4,6744 -4,5682 -4,4270 -4,2728 -4,1231 -3,9877 -3,8662 -3,7537 -3,6503 -3,5641 -3,5037 -3,4715 -3,4632 -3,4709 -3,4878 -3,5154 -3,5642 -3,6413 -3,7382 -3,8355 -3,9166 -3,9767 -4,0225 -4,0624 -4,0970 -4,1181 -4,1185 -4,0985 -4,0635 -4,0141 -3,9408 -3,8329 -3,6941 -3,5487 -3,4320 -3,3708 -3,3695 -3,4108 -3,4689 -3,5238 -3,5692 -3,6114 -3,6607 -3,7244 -3,8033 -3,8906 -3,9732 -4,0367 -4,0681 -4,0545 -3,9836 -3,8524 -3,6750 -3,4781 -3,2851 -3,1049 -2,9325 -2,7584 -2,5763 -2,3859 -2,1955 -2,0229 -1,8928 -1,8272 -1,8387 -1,9304 -2,0973 -2,3231 -2,5750 -2,8050 -2,9641 -3,0234 -2,9892 -2,8976 -2,7937 -2,7123 -2,6660 -2,6431 -2,6167 -2,5601 -2,4611 -2,3287 -2,1871 -2,0656 -1,9888 -1,9702 -2,0075 -2,0858 -2,1884 -2,3072 -2,4454 -2,6107 -2,8072 -3,0312 -3,2700 -3,5026 -3,7025 -3,8449 -3,9156 -3,9114 -3,8347 -3,6905 -3,4895 -3,2497 -2,9923 -2,7343 -2,4862 -2,2583 -2,0644 -1,9199 -1,8392 -1,8308 -1,8870 -1,9790 -2,0704 -2,1355 -2,1663 -2,1676 -2,1462 -2,1033 -2,0366 -1,9489 -1,8492 -1,7437 -1,6316 -1,5139 -1,4017 -1,3122 -1,2597 -1,2522 -1,2952 -1,3947 -1,5587 -1,7967 -2,1167 -2,5152 -2,9655 -3,4170 -3,8130 -4,1152 -4,3163 -4,4345 -4,4954 -4,5178 -4,5106 -4,4777 -4,4208 -4,3403 -4,2377 -4,1185 -3,9932 -3,8783 -3,7938 -3,7590 -3,7855 -3,8748 -4,0184 -4,1995 -4,3927 -4,5601 -4,6554 -4,6392 -4,4954 -4,2397 -3,9161 -3,5827 -3,2961 -3,0976 -3,0031 -2,9978 -3,0398 -3,0769 -3,0682 -3,0007 -2,8887 -2,7632 -2,6604 -2,6115 -2,6318 -2,7143 -2,8312 -2,9412 -2,9987 -2,9690 -2,8454 -2,6548 -2,4434 -2,2563 -2,1303 -2,0933 -2,1597 -2,3224 -2,5507 -2,8017 -3,0381 -3,2415 -3,4130 -3,5659 -3,7153 -3,8691 -4,0220 -4,1577 -4,2581 -4,3120 -4,3200 -4,2975 -4,2734 -4,2811 -4,3400 -4,4430 -4,5635 -4,6739 -4,7553 -4,7968 -4,7938 -4,7451 -4,6477 -4,4932 -4,2757 -4,0048 -3,7144 -3,4529 -3,2619 -3,1604 -3,1463 -3,2110 -3,3532 -3,5783 -3,8845 -4,2497 -4,6311 -4,9803 -5,2598 -5,4497 -5,5471 -5,5607 -5,5046 -5,3936 -5,2445 -5,0776 -4,9170 -4,7871 -4,7030 -4,6621 -4,6437 -4,6191 -4,5699 -4,4995 -4,4273 -4,3703 -4,3325
F7    -0,6196 -0,5764 -0,5409 -0,5126 -0,4803 -0,4353 -0,3841 -0,3457 -0,3385 -0,3699 -0,4366 -0,5282 -0,6336 -0,7430 -0,8412 -0,8987 -0,8742 -0,7314 -0,4620 -0,0929 0,3303 0,7637 1,1673 1,4979 1,7144 1,7925 1,7342 1,5677 1,3374 1,0877 0,8506 0,6470 0,4865 0,3607 0,2464 0,1251 -0,0029 -0,1245 -0,2304 -0,3205 -0,3958 -0,4536 -0,4903 -0,5070 -0,5066 -0,4868 -0,4420 -0,3746 -0,2984 -0,2312 -0,1871 -0,1726 -0,1865 -0,2215 -0,2656 -0,3029 -0,3168 -0,2924 -0,2183 -0,0928 0,0678 0,2302 0,3622 0,4513 0,5024 0,5189 0,4960 0,4321 0,3406 0,2470 0,1825 0,1771 0,2484 0,3919 0,5782 0,7618 0,9035 0,9889 1,0271 1,0304 1,0025 0,9443 0,8678 0,7980 0,7593 0,7593 0,7848 0,8082 0,7990 0,7363 0,6157 0,4540 0,2871 0,1559 0,0872 0,0826 0,1222 0,1769 0,2191 0,2290 0,1984 0,1317 0,0447 -0,0410 -0,1044 -0,1320 -0,1251 -0,1024 -0,0962 -0,1394 -0,2474 -0,4075 -0,5878 -0,7559 -0,8927 -0,9960 -1,0744 -1,1388 -1,1979 -1,2589 -1,3268 -1,3999 -1,4660 -1,5059 -1,4973 -1,4191 -1,2559 -1,0020 -0,6661 -0,2778 0,1106 0,4381 0,6544 0,7343 0,6834 0,5344 0,3375 0,1496 0,0163 -0,0431 -0,0305 0,0475 0,1855 0,3707 0,5798 0,7862 0,9689 1,1162 1,2275 1,3155 1,4047 1,5186 1,6622 1,8129 1,9298 1,9786 1,9547 1,8868 1,8189 1,7851 1,7924 1,8238 1,8519 1,8515 1,8099 1,7354 1,6580 1,6226 1,6754 1,8411 2,1076 2,4300 2,7495 3,0160 3,1994 3,2902 3,2961 3,2365 3,1353 3,0134 2,8822 2,7410 2,5822 2,3965 2,1767 1,9230 1,6515 1,3955 1,1936 1,0701 1,0223 1,0262 1,0506 1,0644 1,0399 0,9565 0,8085 0,6104 0,3936 0,1944 0,0400 -0,0610 -0,1184 -0,1512 -0,1808 -0,2299 -0,3150 -0,4343 -0,5655 -0,6794 -0,7553 -0,7871 -0,7858 -0,7776 -0,7962 -0,8673 -0,9937 -1,1514 -1,2961 -1,3802 -1,3701 -1,2558 -1,0546 -0,8075 -0,5662 -0,3778 -0,2709 -0,2485 -0,2896 -0,3628 -0,4364 -0,4785 -0,4635 -0,3864 -0,2670 -0,1371 -0,0230 0,0635 0,1238 0,1618 0,1765 0,1684 0,1526 0,1623 0,2335 0,3870 0,6192 0,8999 1,1792 1,4031 1,5332 1,5625 1,5176 1,4442 1,3848 1,3590 1,3580 1,3546 1,3178 1,2279 1,0906 0,9400 0,8262 0,7960 0,8733 1,0501 1,2912 1,5531 1,7988 2,0017 2,1426 2,2115 2,2114 2,1566 2,0640 1,9414 1,7845 1,5934 1,3937 1,2341 1,1596 1,1839 1,2826 1,4066 1,5054 1,5460 1,5208 1,4452 1,3468 1,2511 1,1712 1,1080 1,0581 1,0221 1,0087 1,0285 1,0826 1,1562 1,2222 1,2501 1,2150 1,1068 0,9372 0,7393 0,5603 0,4428 0,4005 0,4098 0,4265 0,4114 0,3498 0,2528 0,1403 0,0290 -0,0634 -0,1136 -0,1045 -0,0436 0,0387 0,1097 0,1489 0,1479 0,1082 0,0435 -0,0213 -0,0614 -0,0634 -0,0296 0,0201 0,0505 0,0279 -0,0600 -0,2000 -0,3641 -0,5220 -0,6483 -0,7315 -0,7818 -0,8257 -0,8876 -0,9727 -1,0613 -1,1189 -1,1159 -1,0451 -0,9259 -0,7916 -0,6720 -0,5858 -0,5437 -0,5482 -0,5872 -0,6349 -0,6678 -0,6816 -0,6903 -0,7108 -0,7429 -0,7618 -0,7328 -0,6403 -0,5040 -0,3665 -0,2619 -0,1931 -0,1386 -0,0805 -0,0208 0,0259 0,0517 0,0613 0,0628 0,0565 0,0343 -0,0095 -0,0669 -0,1169 -0,1391 -0,1282 -0,0932 -0,0459 0,0077 0,0670 0,1313 0,1940 0,2420 0,2637 0,2613 0,2524 0,2567 0,2838 0,3365 0,4179 0,5286 0,6539 0,7598 0,8045 0,7604 0,6276 0,4339 0,2251 0,0497 -0,0599 -0,0989 -0,0814 -0,0211 0,0782 0,2174 0,3884 0,5695 0,7345 0,8654 0,9541 0,9964 0,9941 0,9613 0,9193 0,8820 0,8473 0,8074 0,7669 0,7497 0,7840 0,8809 1,0219 1,1654 1,2663 1,2934 1,2357 1,1012 0,9167 0,7268 0,5826 0,5173 0,5266 0,5692 0,5850 0,5263 0,3854 0,1991 0,0272 -0,0745 -0,0755 0,0193 0,1761 0,3484 0,4925 0,5761 0,5821 0,5049 0,3472 0,1204 -0,1520 -0,4351 -0,6865 -0,8646 -0,9399 -0,9025 -0,7633 -0,5513 -0,3088 -0,0790 0,1101 0,2540 0,3655 0,4628 0,5586 0,6553 0,7458 0,8201 0,8704 0,8914 0,8758 0,8171 0,7189 0,5959 0,4613 0,3172 0,1631 0,0126 -0,1072 -0,1743 -0,1913 -0,1895 -0,2130 -0,2977 -0,4576 -0,6838 -0,9495 -1,2188 -1,4562 -1,6347 -1,7410 -1,7792 -1,7703 -1,7472 -1,7431 -1,7742 -1,8324 -1,8973 -1,9571 -2,0143 -2,0759 -2,1367 -2,1721 -2,1485 -2,0421 -1,8510 -1,6004 -1,3351 -1,0996 -0,9196 -0,8009 -0,7337 -0,6972 -0,6648 -0,6108 -0,5166 -0,3782 -0,2073 -0,0208 0,1683 0,3504 0,5207 0,6807 0,8321 0,9686 1,0789 1,1538 1,1855 1,1641 1,0782 0,9190 0,6899 0,4142 0,1334 -0,1052 -0,2603 -0,3061 -0,2379 -0,0737 0,1494 0,3838 0,5827 0,7111 0,7542 0,7221 0,6412 0,5367 0,4201 0,2927 0,1568 0,0183 -0,1160 -0,2402 -0,3517 -0,4503 -0,5345 -0,6040 -0,6681 -0,7428 -0,8361 -0,9409 -1,0371 -1,0953 -1,0897 -1,0204 -0,9167 -0,8153 -0,7369 -0,6835 -0,6501 -0,6368 -0,6533 -0,7112 -0,8100 -0,9312 -1,0474 -1,1348 -1,1812 -1,1874 -1,1649 -1,1314 -1,1055 -1,1001 -1,1188 -1,1556 -1,1979 -1,2305 -1,2402 -1,2144 -1,1401 -1,0127 -0,8478 -0,6780 -0,5335 -0,4268 -0,3552 -0,3128 -0,2919
