Fp1   -2,8719 -3,1180 -3,2637 -3,2209 -2,9080 -2,3037 -1,4946 -0,6576 0,0246 0,4577 0,6580 0,6934 0,6217 0,4846 0,3288 0,2100 0,1790 0,2697 0,4862 0,8017 1,1805 1,5905 1,9862 2,3072 2,5041 2,5532 2,4472 2,1869 1,7954 1,3307 0,8667 0,4625 0,1482 -0,0709 -0,2063 -0,2734 -0,2725 -0,1904 -0,0432 0,0953 0,1359 0,0508 -0,1145 -0,3038 -0,4924 -0,6711 -0,8352 -0,9990 -1,1804 -1,3650 -1,5085 -1,5752 -1,5617 -1,4882 -1,3782 -1,2516 -1,1299 -1,0297 -0,9597 -0,9399 -1,0063 -1,1844 -1,4746 -1,8530 -2,2730 -2,6826 -3,0469 -3,3574 -3,6321 -3,9117 -4,2430 -4,6474 -5,0927 -5,4961 -5,7503 -5,7524 -5,4396 -4,8205 -3,9675 -2,9873 -2,0050 -1,1505 -0,5224 -0,1531 -0,0104 -0,0267 -0,1245 -0,2376 -0,3384 -0,4470 -0,6071 -0,8598 -1,2379 -1,7684 -2,4649 -3,3107 -4,2621 -5,2685 -6,2850 -7,2726 -8,2010 -9,0409 -9,7503 -10,2785 -10,5860 -10,6564 -10,4894 -10,0862 -9,4506 -8,6055 -7,6014 -6,5129 -5,4337 -4,4632 -3,6864 -3,1632 -2,9261 -2,9771 -3,2940 -3,8416 -4,5808 -5,4719 -6,4743 -7,5306 -8,5429 -9,3804 -9,9302 -10,1421 -10,0340 -9,6817 -9,2050 -8,7250 -8,3041 -7,9306 -7,5546 -7,1334 -6,6605 -6,1661 -5,6912 -5,2577 -4,8499 -4,4146 -3,8910 -3,2592 -2,5582 -1,8483 -1,1603 -0,4851 0,1921 0,8671 1,5301 2,1919 2,8886 3,6570 4,4974 5,3536 6,1283 6,7256 7,0868 7,2068 7,1240 6,8932 6,5641 6,1746 5,7468 5,2875 4,7994 4,3040 3,8532 3,5067 3,2950 3,2141 3,2445 3,3560 3,4964 3,5994 3,5944 3,3994 2,9308 2,1421 1,0602 -0,2155 -1,5581 -2,8743 -4,1249 -5,2892 -6,3255 -7,1846 -7,8439 -8,3158 -8,6298 -8,8201 -8,9256 -8,9893 -9,0464 -9,1159 -9,1979 -9,2839 -9,3744 -9,4782 -9,5876 -9,6783 -9,7340 -9,7432 -9,6723 -9,4643 -9,0715 -8,4965 -7,8270 -7,2277 -6,8584 -6,7717 -6,9050 -7,1505 -7,3927 -7,5091 -7,4100 -7,0915 -6,6336 -6,1463 -5,7133 -5,3704 -5,1177 -4,9417 -4,8235 -4,7346 -4,6357 -4,4891 -4,2773 -4,0069 -3,6937 -3,3489 -2,9724 -2,5539 -2,0897 -1,5950 -1,0925 -0,5853 -0,0411 0,5797 1,2684 1,9471 2,4995 2,8241 2,8904 2,7557 2,5083 2,1968 1,8275 1,4064 0,9525 0,4834 0,0168 -0,4085 -0,7338 -0,9154 -0,9543 -0,8938 -0,7926 -0,6907 -0,5844 -0,4321 -0,1955 0,1202 0,4589 0,7350 0,8682 0,8216 0,6183 0,3128 -0,0535 -0,4613 -0,8866 -1,2773 -1,5679 -1,7185 -1,7322 -1,6459 -1,5222 -1,4308 -1,4026 -1,3953 -1,3169 -1,0801 -0,6532 -0,0911 0,4881 0,9734 1,3102 1,4977 1,5613 1,5322 1,4429 1,3232 1,1917 1,0506 0,8840 0,6686 0,3983 0,0976 -0,1996 -0,4765 -0,7280 -0,9424 -1,1097 -1,2463 -1,3884 -1,5591 -1,7623 -2,0050 -2,3044 -2,6582 -3,0113 -3,2694 -3,3594 -3,2663 -3,0185 -2,6532 -2,1955 -1,6636 -1,0924 -0,5408 -0,0610 0,3274 0,6187 0,7933 0,8201 0,6836 0,4094 0,0647 -0,2729 -0,5527 -0,7547 -0,8577 -0,8232 -0,6288 -0,3089 0,0521 0,3679 0,5856 0,6970 0,7463 0,8257 1,0375 1,4355 1,9949 2,6227 3,1894 3,5823 3,7625 3,7677 3,6723 3,5574 3,4942 3,5241 3,6540 3,8673 4,1229 4,3428 4,4338 4,3367 4,0501 3,6184 3,1247 2,6847 2,4117 2,3694 2,5539 2,9066 3,3359 3,7453 4,0639 4,2686 4,3845 4,4492 4,4769 4,4722 4,4694 4,5278 4,6773 4,8840 5,0812 5,2217 5,2899 5,2821 5,1895 5,0018 4,7247 4,3900 4,0431 3,7205 3,4408 3,2174 3,0658 2,9971 3,0225 3,1578 3,3970 3,6874 3,9582 4,1680 4,3159 4,4235 4,5198 4,6172 4,6874 4,6807 4,5804 4,4159 4,2147 3,9646 3,6432 3,2728 2,9209 2,6512 2,4866 2,4095 2,3914 2,4264 2,5345 2,7331 3,0232 3,3985 3,8336 4,2662 4,6143 4,8151 4,8467 4,7218 4,4707 4,1387 3,7823 3,4503 3,1676 2,9377 2,7479 2,5671 2,3552 2,0994 1,8523 1,7101 1,7348 1,8949 2,0908 2,2367 2,3169 2,3681 2,4214 2,4738 2,5078 2,5150 2,5005 2,4773 2,4535 2,4245 2,3825 2,3204 2,2145 2,0187 1,7065 1,3195 0,9599 0,7328 0,7005 0,8672 1,1722 1,5000 1,7209 1,7376 1,5040 1,0167 0,3076 -0,5632 -1,5247 -2,5079 -3,4397 -4,2409 -4,8438 -5,2125 -5,3452 -5,2604 -4,9789 -4,5268 -3,9618 -3,3675 -2,8112 -2,3316 -1,9715 -1,7919 -1,8344 -2,0791 -2,4552 -2,8942 -3,3649 -3,8557 -4,3489 -4,8294 -5,2968 -5,7532 -6,1947 -6,6191 -7,0106 -7,3212 -7,4904 -7,4796 -7,2789 -6,9059 -6,4040 -5,8045 -5,0847 -4,1949 -3,1217 -1,9043 -0,6099 0,6842 1,9008 2,9843 3,9241 4,7512 5,5045 6,1941 6,8024 7,3091 7,7000 7,9612 8,0799 8,0504 7,8731 7,5583 7,1438 6,6956 6,2869 5,9882 5,8626 5,9403 6,1944 6,5497 6,9141 7,1995 7,3280 7,2461 6,9516 6,5007 5,9735 5,4335 4,9104 4,4006 3,8752 3,2908 2,6119 1,8376 1,0132 0,2201 -0,4535 -0,9532 -1,2814 -1,4862 -1,6262 -1,7439 -1,8644 -2,0021 -2,1503 -2,2860 -2,4123 -2,5773 -2,8239 -3,1371 -3,4566 -3,7246 -3,9105 -4,0091 -4,0391 -4,0413 -4,0496 -4,0625 -4,0534 -4,0033 -3,9115 -3,7890 -3,6525 -3,5184 -3,4011 -3,3015 -3,1864 -2,9982 -2,7095 -2,3637 -2,0472 -1,8165 -1,6604 -1,5285 -1,3814 -1,2111 -1,0283 -0,8407 -0,6497 -0,4703 -0,3381 -0,2916 -0,3531
Fz    -2,4645 -2,5481 -2,5945 -2,5629 -2,4048 -2,0951 -1,6661 -1,2026 -0,7936 -0,4849 -0,2713 -0,1240 -0,0154 0,0741 0,1590 0,2536 0,3785 0,5613 0,8208 1,1488 1,5148 1,8754 2,1770 2,3661 2,4110 2,3158 2,1146 1,8556 1,5840 1,3306 1,1039 0,8956 0,6979 0,5135 0,3504 0,2157 0,1222 0,0840 0,0872 0,0778 -0,0036 -0,1747 -0,4039 -0,6415 -0,8487 -1,0028 -1,1008 -1,1646 -1,2257 -1,2951 -1,3554 -1,3815 -1,3649 -1,3199 -1,2751 -1,2608 -1,2987 -1,3885 -1,5075 -1,6302 -1,7460 -1,8568 -1,9652 -2,0642 -2,1409 -2,1972 -2,2586 -2,3572 -2,5182 -2,7582 -3,0852 -3,4880 -3,9211 -4,3086 -4,5735 -4,6592 -4,5371 -4,2109 -3,7168 -3,1166 -2,4919 -1,9315 -1,5025 -1,2249 -1,0794 -1,0323 -1,0436 -1,0730 -1,0982 -1,1217 -1,1586 -1,2284 -1,3596 -1,5890 -1,9504 -2,4556 -3,0862 -3,8057 -4,5786 -5,3815 -6,2022 -7,0216 -7,7971 -8,4664 -8,9697 -9,2672 -9,3415 -9,1849 -8,7953 -8,1900 -7,4129 -6,5273 -5,6081 -4,7355 -3,9810 -3,4028 -3,0491 -2,9536 -3,1218 -3,5257 -4,1146 -4,8306 -5,6132 -6,3979 -7,1131 -7,6884 -8,0758 -8,2594 -8,2446 -8,0526 -7,7277 -7,3271 -6,8913 -6,4286 -5,9303 -5,3952 -4,8415 -4,2956 -3,7685 -3,2462 -2,7048 -2,1274 -1,5125 -0,8741 -0,2381 0,3732 0,9577 1,5280 2,0891 2,6306 3,1485 3,6630 4,2069 4,7974 5,4162 6,0152 6,5412 6,9523 7,2206 7,3391 7,3262 7,2132 7,0305 6,8043 6,5529 6,2807 5,9828 5,6633 5,3472 5,0696 4,8523 4,6911 4,5614 4,4252 4,2382 3,9612 3,5633 3,0145 2,2927 1,4090 0,4209 -0,5915 -1,5705 -2,5079 -3,4297 -4,3522 -5,2483 -6,0592 -6,7336 -7,2526 -7,6265 -7,8805 -8,0465 -8,1547 -8,2281 -8,2826 -8,3319 -8,3907 -8,4713 -8,5739 -8,6799 -8,7635 -8,8094 -8,8108 -8,7514 -8,6022 -8,3352 -7,9442 -7,4714 -7,0120 -6,6672 -6,4807 -6,4276 -6,4532 -6,4955 -6,4863 -6,3681 -6,1240 -5,7857 -5,4072 -5,0328 -4,6834 -4,3634 -4,0717 -3,8104 -3,5862 -3,4045 -3,2596 -3,1331 -2,9975 -2,8232 -2,5906 -2,2997 -1,9632 -1,5955 -1,2142 -0,8417 -0,4917 -0,1540 0,1970 0,5691 0,9338 1,2362 1,4242 1,4820 1,4393 1,3401 1,2050 1,0322 0,8185 0,5683 0,2889 -0,0067 -0,2969 -0,5580 -0,7777 -0,9636 -1,1398 -1,3322 -1,5479 -1,7624 -1,9287 -2,0032 -1,9752 -1,8765 -1,7637 -1,6849 -1,6550 -1,6616 -1,6910 -1,7432 -1,8265 -1,9397 -2,0574 -2,1357 -2,1371 -2,0498 -1,8946 -1,7226 -1,5921 -1,5324 -1,5250 -1,5133 -1,4261 -1,2126 -0,8778 -0,4763 -0,0734 0,2800 0,5508 0,7285 0,8260 0,8685 0,8806 0,8776 0,8590 0,8044 0,6838 0,4846 0,2259 -0,0581 -0,3387 -0,5924 -0,7970 -0,9450 -1,0591 -1,1786 -1,3313 -1,5277 -1,7730 -2,0655 -2,3785 -2,6513 -2,8133 -2,8285 -2,7130 -2,5126 -2,2700 -2,0108 -1,7529 -1,5209 -1,3460 -1,2495 -1,2267 -1,2565 -1,3255 -1,4306 -1,5584 -1,6721 -1,7247 -1,6870 -1,5632 -1,3769 -1,1418 -0,8489 -0,4844 -0,0586 0,3883 0,8084 1,1685 1,4563 1,6809 1,8677 2,0395 2,2020 2,3533 2,4952 2,6239 2,7220 2,7792 2,8087 2,8366 2,8900 2,9938 3,1637 3,3966 3,6717 3,9546 4,1977 4,3531 4,3950 4,3287 4,1805 3,9910 3,8112 3,6885 3,6509 3,7025 3,8230 3,9701 4,0943 4,1590 4,1575 4,1139 4,0601 4,0116 3,9727 3,9558 3,9787 4,0389 4,0991 4,1070 4,0329 3,8853 3,6925 3,4749 3,2354 2,9756 2,7119 2,4720 2,2810 2,1536 2,0933 2,0921 2,1333 2,2061 2,3100 2,4318 2,5336 2,5817 2,5790 2,5596 2,5630 2,6154 2,7112 2,8056 2,8425 2,8015 2,7085 2,5987 2,4823 2,3519 2,2066 2,0526 1,8875 1,6980 1,4764 1,2393 1,0302 0,8969 0,8605 0,9133 1,0435 1,2404 1,4756 1,7012 1,8720 1,9658 1,9794 1,9163 1,7872 1,6149 1,4241 1,2242 1,0098 0,7741 0,5181 0,2492 -0,0123 -0,2214 -0,3221 -0,2942 -0,1833 -0,0716 -0,0175 -0,0230 -0,0492 -0,0595 -0,0468 -0,0250 -0,0080 0,0021 0,0130 0,0294 0,0415 0,0277 -0,0366 -0,1749 -0,4052 -0,7223 -1,0844 -1,4277 -1,6985 -1,8729 -1,9567 -1,9795 -1,9887 -2,0406 -2,1871 -2,4595 -2,8611 -3,3685 -3,9385 -4,5214 -5,0733 -5,5567 -5,9375 -6,1943 -6,3263 -6,3438 -6,2598 -6,0888 -5,8513 -5,5755 -5,2848 -4,9857 -4,6811 -4,3992 -4,1931 -4,1067 -4,1443 -4,2740 -4,4574 -4,6684 -4,8869 -5,0968 -5,2999 -5,5175 -5,7718 -6,0719 -6,4109 -6,7557 -7,0394 -7,1840 -7,1403 -6,8995 -6,4834 -5,9305 -5,2736 -4,5196 -3,6668 -2,7341 -1,7587 -0,7741 0,1942 1,1193 1,9760 2,7541 3,4602 4,1003 4,6641 5,1345 5,5072 5,7893 5,9815 6,0707 6,0364 5,8622 5,5515 5,1421 4,7018 4,3029 4,0044 3,8445 3,8292 3,9322 4,1092 4,3081 4,4696 4,5345 4,4649 4,2639 3,9688 3,6232 3,2570 2,8851 2,5081 2,1074 1,6510 1,1144 0,5035 -0,1394 -0,7529 -1,2856 -1,7198 -2,0727 -2,3783 -2,6637 -2,9337 -3,1770 -3,3851 -3,5583 -3,7031 -3,8365 -3,9780 -4,1268 -4,2526 -4,3141 -4,2848 -4,1680 -4,0003 -3,8446 -3,7657 -3,7978 -3,9253 -4,0961 -4,2503 -4,3419 -4,3484 -4,2720 -4,1365 -3,9815 -3,8442 -3,7329 -3,6266 -3,5066 -3,3838 -3,2862 -3,2238 -3,1725 -3,0939 -2,9684 -2,8064 -2,6348 -2,4730 -2,3225 -2,1808 -2,0557 -1,9622 -1,9133
F3    -1,3318 -1,1723 -1,0428 -0,9992 -1,0634 -1,2277 -1,4708 -1,7521 -1,9995 -2,1289 -2,0854 -1,8628 -1,4920 -1,0199 -0,4948 0,0427 0,5717 1,0938 1,6105 2,0961 2,4995 2,7656 2,8505 2,7342 2,4343 2,0118 1,5604 1,1822 0,9516 0,8813 0,9094 0,9320 0,8673 0,6986 0,4688 0,2427 0,0785 0,0103 0,0274 0,0703 0,0637 -0,0377 -0,2343 -0,5023 -0,8100 -1,1128 -1,3547 -1,4915 -1,5145 -1,4538 -1,3620 -1,2891 -1,2689 -1,3170 -1,4296 -1,5878 -1,7668 -1,9402 -2,0886 -2,2047 -2,2855 -2,3224 -2,3075 -2,2357 -2,1031 -1,9203 -1,7236 -1,5666 -1,5033 -1,5790 -1,8191 -2,2125 -2,7055 -3,2174 -3,6660 -3,9830 -4,1200 -4,0562 -3,8068 -3,4202 -2,9676 -2,5309 -2,1748 -1,9199 -1,7548 -1,6597 -1,6055 -1,5544 -1,4780 -1,3680 -1,2336 -1,1004 -1,0053 -0,9869 -1,0847 -1,3418 -1,7930 -2,4481 -3,2871 -4,2706 -5,3498 -6,4632 -7,5234 -8,4213 -9,0586 -9,3872 -9,4101 -9,1460 -8,6111 -7,8407 -6,9027 -5,8808 -4,8574 -3,9124 -3,1189 -2,5408 -2,2309 -2,2130 -2,4542 -2,8744 -3,3962 -3,9776 -4,6001 -5,2504 -5,9146 -6,5721 -7,1890 -7,7121 -8,0680 -8,1867 -8,0447 -7,6800 -7,1577 -6,5391 -5,8847 -5,2563 -4,6938 -4,1878 -3,6783 -3,0911 -2,3916 -1,6153 -0,8427 -0,1388 0,4848 1,0588 1,6216 2,1944 2,7768 3,3511 3,8902 4,3655 4,7461 4,9992 5,1097 5,1028 5,0359 4,9614 4,9041 4,8760 4,8995 4,9965 5,1573 5,3401 5,5006 5,6145 5,6762 5,6889 5,6543 5,5699 5,4266 5,2063 4,8888 4,4593 3,9105 3,2385 2,4375 1,5067 0,4679 -0,6309 -1,7353 -2,8125 -3,8675 -4,9333 -6,0373 -7,1630 -8,2357 -9,1446 -9,7945 -10,1563 -10,2755 -10,2294 -10,0843 -9,8911 -9,7036 -9,5794 -9,5559 -9,6290 -9,7559 -9,8777 -9,9467 -9,9501 -9,9172 -9,8940 -9,9037 -9,9278 -9,9170 -9,8223 -9,6309 -9,3735 -9,0903 -8,8001 -8,5100 -8,2416 -8,0309 -7,8955 -7,8107 -7,7196 -7,5681 -7,3313 -7,0165 -6,6441 -6,2257 -5,7641 -5,2749 -4,8001 -4,3977 -4,1153 -3,9617 -3,8918 -3,8253 -3,6918 -3,4640 -3,1506 -2,7762 -2,3747 -1,9891 -1,6631 -1,4299 -1,3104 -1,3222 -1,4755 -1,7472 -2,0613 -2,3069 -2,3890 -2,2784 -2,0198 -1,6902 -1,3538 -1,0553 -0,8347 -0,7255 -0,7343 -0,8323 -0,9796 -1,1555 -1,3645 -1,6289 -1,9776 -2,4203 -2,9219 -3,4061 -3,7977 -4,0650 -4,2232 -4,3050 -4,3354 -4,3250 -4,2724 -4,1759 -4,0455 -3,9006 -3,7511 -3,5802 -3,3498 -3,0333 -2,6510 -2,2691 -1,9613 -1,7692 -1,6944 -1,7051 -1,7407 -1,7322 -1,6330 -1,4303 -1,1426 -0,8235 -0,5532 -0,4028 -0,4063 -0,5508 -0,7840 -1,0495 -1,3242 -1,6128 -1,9107 -2,1869 -2,4015 -2,5252 -2,5450 -2,4659 -2,3171 -2,1513 -2,0272 -1,9892 -2,0623 -2,2566 -2,5636 -2,9412 -3,3086 -3,5688 -3,6594 -3,5937 -3,4510 -3,3270 -3,2776 -3,2949 -3,3386 -3,3892 -3,4640 -3,5884 -3,7674 -3,9884 -4,2283 -4,4515 -4,6114 -4,6598 -4,5545 -4,2679 -3,7996 -3,1879 -2,5072 -1,8342 -1,2108 -0,6470 -0,1463 0,2870 0,6569 0,9777 1,2543 1,4580 1,5267 1,4085 1,1215 0,7765 0,5232 0,4551 0,5632 0,7739 1,0107 1,2255 1,3960 1,5127 1,5760 1,6064 1,6461 1,7333 1,8803 2,0793 2,3170 2,5801 2,8462 3,0747 3,2211 3,2649 3,2165 3,0956 2,9065 2,6364 2,2737 1,8281 1,3441 0,8939 0,5506 0,3639 0,3447 0,4596 0,6362 0,7848 0,8308 0,7508 0,5817 0,3909 0,2348 0,1415 0,1186 0,1621 0,2581 0,3817 0,4991 0,5764 0,5914 0,5379 0,4266 0,2854 0,1422 0,0052 -0,1354 -0,2926 -0,4691 -0,6450 -0,7766 -0,8214 -0,7652 -0,6209 -0,4033 -0,1196 0,2096 0,5368 0,8087 0,9904 1,0625 1,0097 0,8217 0,5117 0,1339 -0,2265 -0,4997 -0,6719 -0,7740 -0,8320 -0,8418 -0,7837 -0,6430 -0,4196 -0,1319 0,1790 0,4521 0,6288 0,6822 0,6234 0,4845 0,3034 0,1149 -0,0547 -0,1905 -0,2930 -0,3848 -0,5027 -0,6743 -0,8926 -1,1130 -1,2817 -1,3728 -1,3979 -1,3895 -1,3765 -1,3673 -1,3508 -1,3095 -1,2295 -1,1176 -1,0201 -1,0055 -1,1153 -1,3364 -1,6154 -1,8876 -2,1054 -2,2614 -2,3946 -2,5635 -2,8039 -3,1133 -3,4672 -3,8393 -4,2084 -4,5548 -4,8597 -5,1082 -5,2834 -5,3611 -5,3233 -5,1810 -4,9855 -4,8214 -4,7745 -4,8880 -5,1463 -5,4964 -5,8742 -6,2099 -6,4275 -6,4670 -6,3299 -6,0919 -5,8519 -5,6729 -5,5730 -5,5535 -5,6167 -5,7543 -5,9357 -6,1246 -6,3084 -6,5015 -6,7193 -6,9521 -7,1605 -7,2928 -7,3076 -7,1894 -6,9479 -6,5986 -6,1503 -5,6077 -4,9755 -4,2667 -3,5182 -2,7814 -2,0926 -1,4595 -0,8738 -0,3159 0,2483 0,8578 1,5389 2,2891 3,0653 3,7973 4,4295 4,9475 5,3508 5,6069 5,6516 5,4458 5,0345 4,5419 4,0995 3,7807 3,5962 3,5144 3,4769 3,4191 3,2911 3,0697 2,7676 2,4380 2,1545 1,9730 1,9022 1,9051 1,9223 1,8981 1,7935 1,5832 1,2489 0,7843 0,2089 -0,4327 -1,0913 -1,7372 -2,3652 -2,9784 -3,5629 -4,0684 -4,4228 -4,5834 -4,5760 -4,4803 -4,3887 -4,3695 -4,4412 -4,5612 -4,6418 -4,5927 -4,3689 -3,9963 -3,5623 -3,1805 -2,9486 -2,9192 -3,0858 -3,3894 -3,7448 -4,0690 -4,2984 -4,3984 -4,3703 -4,2521 -4,1002 -3,9642 -3,8747 -3,8413 -3,8482 -3,8477 -3,7715 -3,5657 -3,2251 -2,8007 -2,3764 -2,0351 -1,8317 -1,7815 -1,8639 -2,0326 -2,2230 -2,3675
F7    -1,6446 -1,7100 -1,7489 -1,7427 -1,6595 -1,4861 -1,2524 -1,0198 -0,8384 -0,7154 -0,6241 -0,5361 -0,4389 -0,3262 -0,1852 -0,0011 0,2297 0,5006 0,8012 1,1156 1,4252 1,7183 1,9837 2,1971 2,3232 2,3330 2,2153 1,9812 1,6670 1,3229 0,9872 0,6782 0,4093 0,1996 0,0638 -0,0016 -0,0194 -0,0269 -0,0694 -0,1847 -0,3757 -0,5984 -0,7893 -0,9093 -0,9559 -0,9446 -0,8972 -0,8411 -0,8041 -0,8052 -0,8531 -0,9467 -1,0753 -1,2142 -1,3262 -1,3741 -1,3403 -1,2308 -1,0670 -0,8789 -0,6998 -0,5568 -0,4676 -0,4373 -0,4612 -0,5380 -0,6751 -0,8771 -1,1349 -1,4282 -1,7306 -2,0107 -2,2330 -2,3678 -2,4025 -2,3382 -2,1823 -1,9485 -1,6510 -1,2976 -0,9002 -0,4888 -0,1022 0,2312 0,4966 0,6859 0,7995 0,8466 0,8360 0,7750 0,6703 0,5231 0,3267 0,0714 -0,2455 -0,6165 -1,0289 -1,4743 -1,9503 -2,4595 -3,0095 -3,5997 -4,1993 -4,7465 -5,1725 -5,4258 -5,4772 -5,3115 -4,9294 -4,3566 -3,6387 -2,8302 -1,9960 -1,2167 -0,5753 -0,1368 0,0613 0,0153 -0,2369 -0,6298 -1,1058 -1,6353 -2,2032 -2,7831 -3,3253 -3,7673 -4,0640 -4,2026 -4,1863 -4,0230 -3,7371 -3,3745 -2,9780 -2,5616 -2,1148 -1,6279 -1,1095 -0,5850 -0,0796 0,3951 0,8378 1,2498 1,6346 1,9998 2,3527 2,6950 3,0244 3,3407 3,6465 3,9449 4,2441 4,5642 4,9297 5,3480 5,7967 6,2330 6,6118 6,8906 7,0276 6,9958 6,8072 6,5116 6,1665 5,8092 5,4455 5,0567 4,6226 4,1468 3,6572 3,1866 2,7526 2,3527 1,9719 1,5911 1,1958 0,7812 0,3423 -0,1416 -0,7003 -1,3445 -2,0519 -2,7891 -3,5446 -4,3348 -5,1801 -6,0788 -6,9956 -7,8755 -8,6664 -9,3303 -9,8394 -10,1763 -10,3467 -10,3895 -10,3678 -10,3436 -10,3535 -10,4064 -10,4914 -10,5852 -10,6594 -10,6963 -10,6990 -10,6760 -10,6159 -10,4872 -10,2592 -9,9307 -9,5520 -9,2097 -8,9703 -8,8424 -8,7958 -8,7966 -8,8125 -8,8028 -8,7299 -8,5830 -8,3822 -8,1595 -7,9447 -7,7663 -7,6510 -7,6116 -7,6335 -7,6743 -7,6807 -7,6110 -7,4507 -7,2155 -6,9404 -6,6653 -6,4197 -6,2093 -6,0266 -5,8803 -5,7991 -5,8016 -5,8681 -5,9514 -6,0150 -6,0538 -6,0844 -6,1239 -6,1766 -6,2375 -6,3073 -6,3991 -6,5235 -6,6746 -6,8368 -7,0007 -7,1667 -7,3366 -7,5049 -7,6589 -7,7884 -7,8983 -8,0106 -8,1512 -8,3290 -8,5217 -8,6877 -8,7976 -8,8560 -8,8980 -8,9662 -9,0827 -9,2382 -9,4057 -9,5618 -9,6956 -9,7959 -9,8341 -9,7753 -9,6098 -9,3650 -9,0914 -8,8442 -8,6647 -8,5591 -8,4901 -8,3922 -8,1989 -7,8789 -7,4571 -6,9989 -6,5743 -6,2427 -6,0450 -5,9851 -6,0226 -6,0938 -6,1477 -6,1720 -6,1922 -6,2494 -6,3706 -6,5512 -6,7601 -6,9593 -7,1181 -7,2116 -7,2250 -7,1711 -7,0941 -7,0428 -7,0406 -7,0856 -7,1685 -7,2818 -7,4143 -7,5407 -7,6321 -7,6765 -7,6795 -7,6419 -7,5472 -7,3783 -7,1462 -6,8983 -6,6977 -6,5928 -6,6046 -6,7362 -6,9796 -7,3051 -7,6543 -7,9501 -8,1192 -8,1197 -7,9599 -7,6881 -7,3571 -6,9919 -6,5914 -6,1592 -5,7244 -5,3297 -5,0060 -4,7628 -4,5918 -4,4747 -4,3905 -4,3231 -4,2577 -4,1737 -4,0544 -3,9062 -3,7567 -3,6327 -3,5460 -3,4958 -3,4763 -3,4812 -3,5076 -3,5536 -3,6112 -3,6673 -3,7132 -3,7515 -3,7945 -3,8551 -3,9366 -4,0317 -4,1314 -4,2353 -4,3542 -4,5045 -4,7007 -4,9493 -5,2457 -5,5708 -5,8866 -6,1437 -6,3106 -6,3905 -6,4066 -6,3779 -6,3162 -6,2374 -6,1630 -6,1098 -6,0885 -6,1110 -6,1896 -6,3281 -6,5117 -6,7107 -6,8961 -7,0536 -7,1846 -7,2973 -7,3959 -7,4666 -7,4683 -7,3545 -7,1182 -6,8032 -6,4651 -6,1334 -5,8106 -5,4878 -5,1537 -4,8100 -4,4931 -4,2625 -4,1524 -4,1454 -4,1961 -4,2646 -4,3278 -4,3751 -4,4070 -4,4358 -4,4807 -4,5544 -4,6432 -4,7010 -4,6675 -4,5034 -4,2076 -3,8094 -3,3616 -2,9339 -2,5911 -2,3693 -2,2736 -2,2931 -2,4127 -2,6093 -2,8458 -3,0788 -3,2765 -3,4329 -3,5695 -3,7237 -3,9283 -4,1855 -4,4510 -4,6523 -4,7378 -4,7151 -4,6412 -4,5752 -4,5429 -4,5409 -4,5618 -4,6031 -4,6538 -4,6893 -4,6829 -4,6195 -4,5060 -4,3723 -4,2564 -4,1895 -4,1953 -4,2905 -4,4745 -4,7150 -4,9559 -5,1472 -5,2661 -5,3176 -5,3252 -5,3236 -5,3590 -5,4845 -5,7459 -6,1651 -6,7266 -7,3707 -8,0121 -8,5794 -9,0359 -9,3736 -9,6043 -9,7509 -9,8270 -9,8212 -9,7122 -9,4980 -9,2083 -8,8842 -8,5515 -8,2290 -7,9526 -7,7731 -7,7243 -7,7995 -7,9573 -8,1427 -8,3023 -8,3966 -8,4169 -8,3917 -8,3696 -8,3953 -8,5006 -8,6982 -8,9679 -9,2492 -9,4600 -9,5269 -9,4093 -9,1099 -8,6667 -8,1241 -7,5087 -6,8345 -6,1222 -5,3945 -4,6626 -3,9328 -3,2272 -2,5856 -2,0399 -1,5910 -1,2156 -0,8901 -0,6021 -0,3450 -0,1201 0,0544 0,1466 0,1271 -0,0170 -0,2718 -0,5913 -0,9123 -1,1849 -1,3892 -1,5289 -1,6174 -1,6686 -1,6965 -1,7168 -1,7442 -1,7889 -1,8535 -1,9298 -2,0044 -2,0774 -2,1732 -2,3291 -2,5725 -2,9089 -3,3260 -3,8037 -4,3169 -4,8340 -5,3205 -5,7484 -6,1028 -6,3816 -6,5907 -6,7306 -6,7863 -6,7428 -6,6122 -6,4353 -6,2609 -6,1327 -6,0843 -6,1306 -6,2548 -6,4065 -6,5221 -6,5604 -6,5234 -6,4452 -6,3635 -6,3031 -6,2725 -6,2646 -6,2584 -6,2253 -6,1430 -6,0023 -5,8101 -5,5903 -5,3722 -5,1675 -4,9675 -4,7683 -4,5955 -4,4913 -4,4750 -4,5222 -4,5810 -4,6050 -4,5727 -4,4903 -4,3844 -4,2860 -4,2221 -4,2126 -4,2606 -4,3447
