Fp1   -2,0299 -2,4055 -2,6881 -2,8374 -2,8218 -2,6346 -2,2947 -1,8398 -1,3217 -0,7988 -0,3243 0,0609 0,3317 0,4882 0,5523 0,5457 0,4696 0,3111 0,0635 -0,2615 -0,6325 -0,9952 -1,2868 -1,4703 -1,5553 -1,5648 -1,4899 -1,2928 -0,9477 -0,4661 0,1078 0,7113 1,2720 1,7194 2,0135 2,1676 2,2335 2,2561 2,2512 2,2209 2,1618 2,0566 1,8813 1,6321 1,3463 1,0930 0,9362 0,9068 0,9973 1,1715 1,3792 1,5650 1,6632 1,6058 1,3529 0,9126 0,3399 -0,2783 -0,8544 -1,3407 -1,7536 -2,1523 -2,5785 -3,0211 -3,4467 -3,8423 -4,2091 -4,5267 -4,7469 -4,8278 -4,7660 -4,5954 -4,3701 -4,1518 -3,9883 -3,8851 -3,8046 -3,6968 -3,5323 -3,3030 -3,0070 -2,6532 -2,2759 -1,9257 -1,6374 -1,4137 -1,2491 -1,1634 -1,1893 -1,3319 -1,5502 -1,7677 -1,8969 -1,8760 -1,7048 -1,4467 -1,1967 -1,0475 -1,0718 -1,2992 -1,6897 -2,1394 -2,5357 -2,8182 -2,9967 -3,1189 -3,2285 -3,3531 -3,5125 -3,7124 -3,9279 -4,1047 -4,1864 -4,1507 -4,0263 -3,8760 -3,7679 -3,7552 -3,8595 -4,0647 -4,3395 -4,6629 -5,0182 -5,3772 -5,7120 -6,0153 -6,2933 -6,5399 -6,7252 -6,8174 -6,8135 -6,7324 -6,5936 -6,4256 -6,2845 -6,2424 -6,3487 -6,5929 -6,8973 -7,1467 -7,2319 -7,0788 -6,6639 -6,0288 -5,2681 -4,4785 -3,7169 -3,0046 -2,3497 -1,7512 -1,1931 -0,6419 -0,0531 0,6047 1,3368 2,1290 2,9395 3,6956 4,3212 4,7593 4,9753 4,9735 4,8034 4,5358 4,2334 3,9390 3,6839 3,4962 3,3894 3,3563 3,3859 3,4756 3,6208 3,7936 3,9392 4,0108 4,0085 3,9768 3,9689 4,0163 4,1181 4,2392 4,3157 4,2792 4,0926 3,7667 3,3462 2,8886 2,4515 2,0837 1,8159 1,6456 1,5261 1,3958 1,2409 1,1256 1,1444 1,3459 1,6915 2,0634 2,3235 2,3896 2,2588 1,9774 1,6144 1,2406 0,9033 0,6138 0,3521 0,0854 -0,2055 -0,5226 -0,8723 -1,2712 -1,7222 -2,1930 -2,6263 -2,9595 -3,1445 -3,1806 -3,1321 -3,0921 -3,1275 -3,2577 -3,4628 -3,7004 -3,9158 -4,0543 -4,0767 -3,9720 -3,7716 -3,5502 -3,3963 -3,3673 -3,4629 -3,6365 -3,8282 -3,9851 -4,0638 -4,0318 -3,8785 -3,6287 -3,3433 -3,0928 -2,9264 -2,8628 -2,8904 -2,9660 -3,0367 -3,0757 -3,0943 -3,1266 -3,1959 -3,2793 -3,3187 -3,2713 -3,1364 -2,9330 -2,6720 -2,3523 -1,9818 -1,5979 -1,2572 -1,0024 -0,8531 -0,8099 -0,8479 -0,9172 -0,9719 -1,0002 -1,0254 -1,0834 -1,2010 -1,3852 -1,6206 -1,8625 -2,0282 -2,0137 -1,7471 -1,2340 -0,5566 0,1635 0,8122 1,3132 1,6425 1,8286 1,9213 1,9405 1,8670 1,6790 1,3791 0,9869 0,5112 -0,0551 -0,7061 -1,3969 -2,0493 -2,5833 -2,9597 -3,1896 -3,2927 -3,2655 -3,1043 -2,8454 -2,5613 -2,3150 -2,1291 -1,9930 -1,8815 -1,7782 -1,6981 -1,6742 -1,7199 -1,8162 -1,9199 -1,9705 -1,9057 -1,6922 -1,3452 -0,9200 -0,4909 -0,1206 0,1737 0,4222 0,6661 0,9268 1,1967 1,4385 1,6019 1,6538 1,5897 1,4263 1,2010 0,9773 0,8314 0,8199 0,9526 1,1978 1,5053 1,8138 2,0498 2,1495 2,1022 1,9751 1,8737 1,8645 1,9366 2,0286 2,0779 2,0404 1,8843 1,5995 1,2164 0,7980 0,4080 0,0886 -0,1490 -0,3242 -0,4745 -0,6449 -0,8809 -1,2086 -1,6146 -2,0492 -2,4503 -2,7636 -2,9489 -2,9820 -2,8611 -2,6085 -2,2715 -1,9199 -1,6204 -1,3990 -1,2274 -1,0483 -0,8165 -0,5232 -0,1934 0,1318 0,4184 0,6567 0,8600 1,0503 1,2377 1,3990 1,4974 1,5361 1,5633 1,6165 1,6883 1,7439 1,7586 1,7357 1,6914 1,6269 1,5068 1,2713 0,8960 0,4389 0,0162 -0,2645 -0,3557 -0,2849 -0,1334 0,0095 0,0825 0,0619 -0,0406 -0,1832 -0,3085 -0,3681 -0,3508 -0,2791 -0,1684 -0,0105 0,2001 0,4466 0,6984 0,9188 1,0642 1,0792 0,9109 0,5472 0,0378 -0,5335 -1,0923 -1,5925 -2,0091 -2,3229 -2,5096 -2,5401 -2,3955 -2,0808 -1,6235 -1,0715 -0,4880 0,0772 0,6095 1,1139 1,5884 2,0188 2,3859 2,6755 2,8839 3,0150 3,0724 3,0637 3,0118 2,9547 2,9242 2,9190 2,8923 2,7675 2,4800 2,0264 1,4760 0,9252 0,4448 0,0640 -0,2223 -0,4414 -0,6220 -0,7771 -0,9103 -1,0391 -1,2022 -1,4377 -1,7661 -2,1955 -2,7158 -3,2746 -3,7868 -4,1787 -4,4045 -4,4297 -4,2342 -3,8393 -3,3165 -2,7687 -2,3048 -2,0058 -1,8899 -1,9020 -1,9411 -1,9096 -1,7577 -1,4863 -1,1124 -0,6533 -0,1390 0,3841 0,8631 1,2494 1,5184 1,6921 1,8237 1,9471 2,0408 2,0406 1,8878 1,5695 1,1243 0,6175 0,1086 -0,3690 -0,8050 -1,1975 -1,5413 -1,8162 -1,9771 -1,9683 -1,7619 -1,3797 -0,8655 -0,2404 0,5004 1,3509 2,2711 3,1988 4,0714 4,8456 5,5099 6,0700 6,5163 6,8322 7,0439 7,2307 7,4696 7,7852 8,1524 8,5199 8,8307 9,0386 9,1065 8,9956 8,6768 8,1586 7,4959 6,7745 6,0781 5,4544 4,9123 4,4458 4,0550 3,7546 3,5714 3,5354 3,6659 3,9441 4,3001 4,6400 4,8952 5,0490 5,1287 5,1670 5,1600 5,0609 4,8169 4,4107 3,8693 3,2458 2,6021 1,9899 1,4284 0,9006 0,3781 -0,1421 -0,6164 -0,9610 -1,0806 -0,9136 -0,4774 0,1300 0,7786 1,3631 1,8223 2,1219 2,2294 2,1195 1,8099 1,3777 0,9370 0,5880 0,3634 0,2181 0,0815 -0,0873 -0,2865 -0,4899 -0,6652 -0,7860 -0,8439 -0,8456 -0,7956 -0,6927 -0,5419 -0,3492 -0,1128 0,1598
Fz    -3,4596 -3,7951 -3,9752 -4,0112 -3,9055 -3,6531 -3,2519 -2,7075 -2,0395 -1,2888 -0,5181 0,1999 0,8080 1,2914 1,6757 1,9952 2,2640 2,4736 2,6111 2,6694 2,6466 2,5453 2,3638 2,0775 1,6429 1,0422 0,3274 -0,3875 -0,9781 -1,3575 -1,4918 -1,3915 -1,0974 -0,6714 -0,1860 0,2908 0,7030 1,0049 1,1738 1,2291 1,2203 1,1866 1,1324 1,0383 0,8892 0,6943 0,4858 0,2993 0,1521 0,0326 -0,0874 -0,2345 -0,4266 -0,6719 -0,9598 -1,2584 -1,5245 -1,7162 -1,8102 -1,8216 -1,8063 -1,8378 -1,9679 -2,2102 -2,5590 -3,0082 -3,5369 -4,0838 -4,5528 -4,8509 -4,9267 -4,7788 -4,4471 -4,0021 -3,5230 -3,0673 -2,6519 -2,2579 -1,8536 -1,4168 -0,9468 -0,4735 -0,0571 0,2304 0,3378 0,2528 -0,0085 -0,4203 -0,9413 -1,4965 -1,9810 -2,2911 -2,3631 -2,1995 -1,8661 -1,4629 -1,0817 -0,7809 -0,5900 -0,5207 -0,5622 -0,6757 -0,8049 -0,8980 -0,9251 -0,8837 -0,7912 -0,6782 -0,5861 -0,5546 -0,6022 -0,7201 -0,8854 -1,0795 -1,2945 -1,5201 -1,7344 -1,9102 -2,0270 -2,0811 -2,0988 -2,1355 -2,2442 -2,4406 -2,7032 -2,9961 -3,2850 -3,5367 -3,7184 -3,8068 -3,7955 -3,6858 -3,4815 -3,2068 -2,9237 -2,7211 -2,6767 -2,8196 -3,1213 -3,5243 -3,9739 -4,4138 -4,7654 -4,9329 -4,8353 -4,4312 -3,7336 -2,8141 -1,7877 -0,7721 0,1491 0,9416 1,6120 2,1868 2,6952 3,1609 3,5842 3,9331 4,1629 4,2415 4,1669 3,9825 3,7779 3,6646 3,7405 4,0556 4,5937 5,2811 6,0073 6,6508 7,1087 7,3199 7,2701 6,9825 6,5111 5,9420 5,3875 4,9498 4,6753 4,5423 4,4928 4,4770 4,4748 4,4966 4,5752 4,7439 5,0095 5,3379 5,6631 5,9130 6,0313 5,9815 5,7344 5,2759 4,6416 3,9314 3,2709 2,7515 2,4017 2,2002 2,1093 2,1021 2,1573 2,2381 2,2955 2,2816 2,1610 1,9223 1,5823 1,1755 0,7425 0,3207 -0,0706 -0,4370 -0,7939 -1,1458 -1,4802 -1,7700 -1,9810 -2,1012 -2,1666 -2,2452 -2,3939 -2,6292 -2,9273 -3,2400 -3,5052 -3,6588 -3,6515 -3,4634 -3,1119 -2,6557 -2,1811 -1,7691 -1,4663 -1,2874 -1,2364 -1,3163 -1,5204 -1,8215 -2,1698 -2,5080 -2,7887 -2,9760 -3,0444 -2,9924 -2,8463 -2,6435 -2,4243 -2,2368 -2,1284 -2,1253 -2,2131 -2,3283 -2,3774 -2,2833 -2,0190 -1,6054 -1,0900 -0,5303 0,0111 0,4684 0,7880 0,9494 0,9644 0,8600 0,6658 0,4062 0,0952 -0,2615 -0,6542 -1,0539 -1,4115 -1,6739 -1,8033 -1,7771 -1,5712 -1,1560 -0,5275 0,2584 1,0894 1,8381 2,4067 2,7455 2,8513 2,7606 2,5270 2,1904 1,7748 1,3140 0,8575 0,4446 0,0758 -0,2812 -0,6548 -1,0412 -1,4069 -1,7091 -1,9232 -2,0559 -2,1284 -2,1558 -2,1536 -2,1527 -2,1929 -2,2975 -2,4547 -2,6222 -2,7429 -2,7650 -2,6628 -2,4422 -2,1268 -1,7450 -1,3245 -0,8839 -0,4325 0,0161 0,4331 0,7780 1,0065 1,0844 1,0088 0,8140 0,5536 0,2768 0,0172 -0,2064 -0,3787 -0,4753 -0,4656 -0,3299 -0,0752 0,2685 0,6637 1,0794 1,4918 1,8813 2,2319 2,5177 2,6918 2,7007 2,5231 2,1933 1,7826 1,3557 0,9433 0,5458 0,1522 -0,2462 -0,6474 -1,0322 -1,3661 -1,6187 -1,7819 -1,8757 -1,9383 -2,0083 -2,1056 -2,2293 -2,3725 -2,5281 -2,6844 -2,8268 -2,9443 -3,0330 -3,0904 -3,1113 -3,0903 -3,0258 -2,9254 -2,8099 -2,6980 -2,5821 -2,4267 -2,1954 -1,8756 -1,4810 -1,0417 -0,5986 -0,1961 0,1318 0,3729 0,5334 0,6217 0,6329 0,5594 0,4201 0,2625 0,1308 0,0413 -0,0182 -0,0727 -0,1407 -0,2265 -0,3242 -0,4339 -0,5702 -0,7422 -0,9252 -1,0664 -1,1219 -1,0855 -0,9881 -0,8803 -0,8126 -0,8172 -0,8996 -1,0334 -1,1610 -1,2125 -1,1411 -0,9499 -0,6843 -0,3984 -0,1387 0,0505 0,1327 0,0930 -0,0661 -0,3426 -0,7417 -1,2532 -1,8188 -2,3376 -2,7184 -2,9313 -3,0110 -3,0201 -3,0084 -2,9895 -2,9423 -2,8348 -2,6492 -2,3919 -2,0907 -1,7777 -1,4661 -1,1473 -0,8092 -0,4508 -0,0777 0,3035 0,6862 1,0631 1,4248 1,7611 2,0656 2,3400 2,5887 2,8017 2,9422 2,9544 2,7847 2,4034 1,8182 1,0703 0,2146 -0,6959 -1,6040 -2,4425 -3,1494 -3,6869 -4,0432 -4,2291 -4,2857 -4,2803 -4,2807 -4,3327 -4,4577 -4,6443 -4,8356 -4,9507 -4,9364 -4,7937 -4,5575 -4,2631 -3,9375 -3,6082 -3,3062 -3,0553 -2,8562 -2,6782 -2,4681 -2,1694 -1,7494 -1,2216 -0,6405 -0,0633 0,4798 0,9821 1,4405 1,8455 2,1839 2,4500 2,6506 2,7982 2,8947 2,9246 2,8685 2,7248 2,5162 2,2783 2,0374 1,7873 1,4889 1,0989 0,6012 0,0152 -0,6081 -1,1885 -1,6320 -1,8658 -1,8610 -1,6195 -1,1468 -0,4461 0,4620 1,5218 2,6492 3,7552 4,7657 5,6300 6,3172 6,8086 7,1126 7,2888 7,4318 7,6182 7,8755 8,1945 8,5514 8,9160 9,2538 9,5260 9,6853 9,6842 9,4993 9,1521 8,7113 8,2654 7,8790 7,5637 7,2837 6,9882 6,6481 6,2720 5,8955 5,5601 5,2944 5,1051 4,9824 4,9128 4,8885 4,9117 4,9845 5,0930 5,1993 5,2484 5,1832 4,9604 4,5627 4,0094 3,3495 2,6357 1,9009 1,1567 0,4159 -0,2824 -0,8654 -1,2476 -1,3735 -1,2528 -0,9577 -0,5848 -0,2168 0,0928 0,3118 0,4206 0,4177 0,3309 0,2116 0,1142 0,0672 0,0565 0,0384 -0,0250 -0,1485 -0,3361 -0,5966 -0,9380 -1,3490 -1,7879 -2,1875 -2,4755 -2,6011 -2,5507 -2,3431 -2,0173 -1,6272
F3    -3,3240 -3,6255 -3,7230 -3,6046 -3,2770 -2,7689 -2,1261 -1,4053 -0,6753 -0,0132 0,5164 0,8849 1,1008 1,1931 1,1945 1,1377 1,0530 0,9597 0,8628 0,7558 0,6312 0,4908 0,3441 0,1863 -0,0144 -0,2909 -0,6349 -0,9882 -1,2707 -1,4152 -1,3807 -1,1530 -0,7504 -0,2275 0,3437 0,9015 1,4010 1,8011 2,0724 2,2237 2,2968 2,3220 2,2850 2,1403 1,8539 1,4321 0,9142 0,3497 -0,2186 -0,7612 -1,2558 -1,6744 -1,9858 -2,1685 -2,2169 -2,1430 -1,9710 -1,7230 -1,4164 -1,0877 -0,8140 -0,6961 -0,8080 -1,1604 -1,7146 -2,4136 -3,1886 -3,9493 -4,5949 -5,0436 -5,2499 -5,2001 -4,9104 -4,4300 -3,8301 -3,1781 -2,5190 -1,8787 -1,2797 -0,7468 -0,2983 0,0542 0,2922 0,3863 0,3098 0,0568 -0,3531 -0,8840 -1,4870 -2,0974 -2,6363 -3,0163 -3,1580 -3,0180 -2,6144 -2,0231 -1,3468 -0,6846 -0,1266 0,2464 0,3817 0,2777 -0,0131 -0,4075 -0,8232 -1,2000 -1,5065 -1,7415 -1,9288 -2,0970 -2,2557 -2,3886 -2,4633 -2,4493 -2,3356 -2,1369 -1,8846 -1,6116 -1,3449 -1,1155 -0,9770 -0,9976 -1,2223 -1,6394 -2,1827 -2,7662 -3,3233 -3,8192 -4,2371 -4,5675 -4,8046 -4,9371 -4,9429 -4,8080 -4,5532 -4,2434 -3,9683 -3,8049 -3,7865 -3,8969 -4,0806 -4,2548 -4,3282 -4,2332 -3,9426 -3,4584 -2,7996 -2,0066 -1,1410 -0,2683 0,5633 1,3309 2,0299 2,6550 3,1960 3,6514 4,0264 4,3199 4,5182 4,5930 4,5124 4,2858 3,9981 3,7849 3,7633 3,9800 4,4083 4,9703 5,5630 6,0852 6,4628 6,6567 6,6508 6,4394 6,0369 5,5005 4,9282 4,4183 4,0216 3,7281 3,4929 3,2770 3,0730 2,9092 2,8358 2,9016 3,1266 3,4842 3,9099 4,3288 4,6785 4,9100 4,9780 4,8504 4,5381 4,1066 3,6442 3,2192 2,8595 2,5530 2,2682 1,9822 1,6853 1,3686 1,0304 0,6876 0,3751 0,1368 0,0105 0,0079 0,1061 0,2538 0,3862 0,4450 0,3953 0,2286 -0,0451 -0,3964 -0,7736 -1,1244 -1,4289 -1,7045 -1,9807 -2,2711 -2,5654 -2,8383 -3,0568 -3,1825 -3,1820 -3,0389 -2,7593 -2,3744 -1,9395 -1,5243 -1,1914 -0,9819 -0,9201 -1,0134 -1,2369 -1,5255 -1,7953 -1,9786 -2,0425 -1,9843 -1,8231 -1,6005 -1,3728 -1,1923 -1,0952 -1,0962 -1,1847 -1,3286 -1,4799 -1,5803 -1,5768 -1,4362 -1,1527 -0,7464 -0,2553 0,2744 0,7884 1,2237 1,5261 1,6739 1,6747 1,5445 1,2963 0,9427 0,5006 -0,0027 -0,5136 -0,9509 -1,2370 -1,3398 -1,2849 -1,1257 -0,8927 -0,5730 -0,1373 0,4168 1,0422 1,6566 2,1803 2,5687 2,8217 2,9727 3,0637 3,1145 3,1105 3,0231 2,8351 2,5442 2,1502 1,6549 1,0824 0,4858 -0,0742 -0,5603 -0,9739 -1,3434 -1,6865 -1,9813 -2,1820 -2,2594 -2,2204 -2,0956 -1,9173 -1,7086 -1,4785 -1,2247 -0,9430 -0,6398 -0,3363 -0,0625 0,1585 0,3143 0,3906 0,3638 0,2150 -0,0492 -0,3895 -0,7435 -1,0433 -1,2343 -1,2871 -1,2014 -1,0006 -0,7239 -0,4119 -0,0895 0,2359 0,5650 0,8990 1,2386 1,5856 1,9374 2,2814 2,5989 2,8727 3,0790 3,1796 3,1327 2,9193 2,5606 2,1061 1,6063 1,0965 0,5989 0,1229 -0,3366 -0,7882 -1,2246 -1,6164 -1,9271 -2,1377 -2,2588 -2,3197 -2,3439 -2,3371 -2,2983 -2,2403 -2,1888 -2,1651 -2,1742 -2,2092 -2,2616 -2,3239 -2,3855 -2,4281 -2,4207 -2,3310 -2,1526 -1,9111 -1,6365 -1,3413 -1,0299 -0,7160 -0,4233 -0,1793 -0,0102 0,0674 0,0597 0,0063 -0,0240 0,0332 0,1888 0,3931 0,5838 0,7237 0,7987 0,8085 0,7608 0,6641 0,5235 0,3427 0,1276 -0,1158 -0,3823 -0,6578 -0,9093 -1,0908 -1,1605 -1,0988 -0,9191 -0,6670 -0,4064 -0,2011 -0,1005 -0,1246 -0,2502 -0,4125 -0,5336 -0,5610 -0,4804 -0,3028 -0,0582 0,2000 0,4044 0,4968 0,4404 0,2161 -0,1804 -0,7245 -1,3431 -1,9233 -2,3592 -2,6042 -2,6819 -2,6544 -2,5763 -2,4634 -2,2959 -2,0531 -1,7475 -1,4239 -1,1285 -0,8814 -0,6653 -0,4381 -0,1649 0,1591 0,5152 0,8784 1,2219 1,5162 1,7346 1,8613 1,8962 1,8587 1,7829 1,6993 1,6193 1,5354 1,4298 1,2809 1,0630 0,7504 0,3291 -0,1919 -0,7756 -1,3684 -1,9235 -2,4164 -2,8377 -3,1817 -3,4550 -3,6918 -3,9474 -4,2665 -4,6521 -5,0523 -5,3730 -5,5174 -5,4314 -5,1184 -4,6236 -4,0135 -3,3618 -2,7362 -2,1887 -1,7523 -1,4375 -1,2238 -1,0611 -0,8855 -0,6433 -0,3157 0,0734 0,4808 0,8732 1,2361 1,5656 1,8538 2,0815 2,2276 2,2853 2,2702 2,2071 2,1065 1,9603 1,7618 1,5243 1,2754 1,0335 0,7832 0,4762 0,0678 -0,4448 -1,0189 -1,5821 -2,0408 -2,2965 -2,2801 -1,9775 -1,4243 -0,6834 0,1737 1,0766 1,9662 2,8053 3,5758 4,2638 4,8546 5,3349 5,6956 5,9483 6,1434 6,3522 6,6237 6,9685 7,3771 7,8312 8,3014 8,7441 9,1014 9,3053 9,2998 9,0669 8,6344 8,0683 7,4538 6,8632 6,3308 5,8513 5,4060 4,9972 4,6595 4,4362 4,3472 4,3716 4,4566 4,5477 4,6098 4,6309 4,6155 4,5746 4,5143 4,4284 4,3013 4,1147 3,8545 3,5221 3,1445 2,7629 2,4016 2,0500 1,6779 1,2673 0,8383 0,4473 0,1585 0,0077 -0,0223 0,0060 0,0256 0,0073 -0,0341 -0,0703 -0,0910 -0,1073 -0,1258 -0,1291 -0,0858 0,0217 0,1689 0,2902 0,3176 0,2184 0,0000 -0,3087 -0,6805 -1,1037 -1,5751 -2,0738 -2,5462 -2,9264 -3,1666 -3,2428 -3,1474 -2,8924
F7    -0,4518 -0,7574 -1,0555 -1,3009 -1,4584 -1,5188 -1,4887 -1,3745 -1,1872 -0,9489 -0,6809 -0,4025 -0,1468 0,0446 0,1513 0,1871 0,1761 0,1190 -0,0176 -0,2843 -0,7080 -1,2485 -1,7979 -2,2370 -2,4963 -2,5635 -2,4495 -2,1668 -1,7366 -1,1949 -0,5844 0,0540 0,6805 1,2572 1,7576 2,1648 2,4613 2,6283 2,6625 2,5886 2,4444 2,2502 2,0042 1,7115 1,4094 1,1557 0,9998 0,9711 1,0794 1,2988 1,5562 1,7539 1,8043 1,6497 1,2714 0,6935 -0,0195 -0,7721 -1,4606 -2,0108 -2,4105 -2,7028 -2,9311 -3,0970 -3,1886 -3,2269 -3,2565 -3,2984 -3,3313 -3,3241 -3,2754 -3,2100 -3,1494 -3,0960 -3,0368 -2,9493 -2,8171 -2,6464 -2,4630 -2,2863 -2,1103 -1,9175 -1,7033 -1,4827 -1,2839 -1,1410 -1,0844 -1,1319 -1,2760 -1,4756 -1,6680 -1,7952 -1,8202 -1,7330 -1,5543 -1,3332 -1,1304 -0,9971 -0,9692 -1,0607 -1,2470 -1,4683 -1,6638 -1,8010 -1,8791 -1,9167 -1,9380 -1,9685 -2,0339 -2,1523 -2,3273 -2,5443 -2,7716 -2,9750 -3,1394 -3,2763 -3,4168 -3,5930 -3,8121 -4,0542 -4,3066 -4,5858 -4,9079 -5,2505 -5,5664 -5,8245 -6,0277 -6,1977 -6,3518 -6,4961 -6,6322 -6,7542 -6,8441 -6,8878 -6,8999 -6,9224 -6,9898 -7,0934 -7,1854 -7,2141 -7,1442 -6,9495 -6,6085 -6,1234 -5,5303 -4,8765 -4,1968 -3,5159 -2,8571 -2,2386 -1,6699 -1,1530 -0,6830 -0,2499 0,1626 0,5716 0,9726 1,3294 1,6014 1,7694 1,8393 1,8403 1,8133 1,7890 1,7805 1,7897 1,8148 1,8548 1,9060 1,9669 2,0503 2,1745 2,3423 2,5314 2,7003 2,8116 2,8635 2,8907 2,9293 2,9900 3,0602 3,1168 3,1357 3,0970 2,9891 2,8080 2,5526 2,2266 1,8472 1,4464 1,0548 0,6826 0,3148 -0,0674 -0,4469 -0,7545 -0,9104 -0,8852 -0,7189 -0,4963 -0,3040 -0,1831 -0,1150 -0,0516 0,0460 0,1748 0,2827 0,3033 0,1960 -0,0370 -0,3489 -0,6683 -0,9465 -1,1867 -1,4229 -1,6760 -1,9346 -2,1630 -2,3227 -2,4079 -2,4654 -2,5603 -2,7304 -2,9756 -3,2704 -3,5721 -3,8264 -3,9830 -4,0146 -3,9257 -3,7584 -3,5859 -3,4818 -3,4874 -3,5974 -3,7666 -3,9380 -4,0709 -4,1451 -4,1490 -4,0764 -3,9360 -3,7571 -3,5731 -3,4010 -3,2456 -3,1124 -3,0075 -2,9386 -2,9190 -2,9584 -3,0539 -3,1847 -3,3116 -3,3928 -3,4098 -3,3722 -3,2889 -3,1417 -2,8926 -2,5276 -2,0927 -1,6778 -1,3593 -1,1698 -1,1092 -1,1479 -1,2273 -1,2869 -1,3027 -1,2967 -1,3137 -1,3882 -1,5236 -1,6979 -1,8790 -2,0225 -2,0716 -1,9833 -1,7540 -1,4147 -1,0130 -0,5948 -0,1933 0,1731 0,5047 0,8101 1,0753 1,2570 1,3128 1,2313 1,0323 0,7429 0,3752 -0,0646 -0,5502 -1,0322 -1,4665 -1,8429 -2,1742 -2,4571 -2,6618 -2,7692 -2,8059 -2,8241 -2,8537 -2,8890 -2,9137 -2,9122 -2,8669 -2,7732 -2,6484 -2,5211 -2,4227 -2,3709 -2,3447 -2,2910 -2,1654 -1,9587 -1,6853 -1,3655 -1,0246 -0,6926 -0,3960 -0,1497 0,0442 0,1887 0,2857 0,3412 0,3730 0,4014 0,4368 0,4852 0,5586 0,6730 0,8327 1,0164 1,1842 1,3008 1,3480 1,3178 1,2069 1,0294 0,8344 0,6880 0,6321 0,6632 0,7405 0,8073 0,8101 0,7115 0,5041 0,2161 -0,1059 -0,4177 -0,6872 -0,9061 -1,0999 -1,3107 -1,5769 -1,9257 -2,3564 -2,8247 -3,2542 -3,5680 -3,7084 -3,6410 -3,3627 -2,9136 -2,3681 -1,8168 -1,3516 -1,0387 -0,8850 -0,8347 -0,8070 -0,7429 -0,6231 -0,4541 -0,2497 -0,0268 0,1954 0,3991 0,5747 0,7220 0,8399 0,9275 1,0022 1,0904 1,1947 1,2853 1,3219 1,2824 1,1756 1,0326 0,8873 0,7501 0,5995 0,4113 0,1939 -0,0148 -0,1757 -0,2750 -0,3353 -0,4029 -0,5131 -0,6672 -0,8398 -0,9928 -1,0912 -1,1205 -1,0976 -1,0691 -1,0865 -1,1647 -1,2683 -1,3410 -1,3396 -1,2503 -1,0907 -0,9072 -0,7714 -0,7618 -0,9207 -1,2238 -1,5942 -1,9399 -2,1873 -2,3038 -2,2986 -2,1932 -1,9951 -1,7098 -1,3641 -0,9962 -0,6386 -0,3148 -0,0327 0,2163 0,4425 0,6501 0,8421 1,0234 1,1979 1,3632 1,5036 1,5921 1,6033 1,5315 1,3960 1,2281 1,0491 0,8494 0,5839 0,2042 -0,2889 -0,8259 -1,3131 -1,6871 -1,9258 -2,0345 -2,0422 -1,9932 -1,9271 -1,8678 -1,8281 -1,8180 -1,8493 -1,9348 -2,0841 -2,2921 -2,5294 -2,7566 -2,9535 -3,1193 -3,2422 -3,2868 -3,2202 -3,0419 -2,7895 -2,5221 -2,2916 -2,1187 -1,9853 -1,8484 -1,6690 -1,4434 -1,2048 -0,9901 -0,8167 -0,6880 -0,6034 -0,5628 -0,5717 -0,6330 -0,7253 -0,8001 -0,8176 -0,7867 -0,7637 -0,8133 -0,9722 -1,2370 -1,5781 -1,9646 -2,3753 -2,7879 -3,1704 -3,4866 -3,6984 -3,7631 -3,6458 -3,3462 -2,9050 -2,3708 -1,7606 -1,0641 -0,2821 0,5507 1,3777 2,1441 2,8138 3,3726 3,8187 4,1442 4,3366 4,4085 4,4102 4,3979 4,4033 4,4317 4,4671 4,4813 4,4551 4,3861 4,2735 4,1152 3,9194 3,7080 3,5077 3,3365 3,1902 3,0462 2,8831 2,7009 2,5264 2,4063 2,3937 2,5300 2,8143 3,1872 3,5584 3,8519 4,0272 4,0721 3,9840 3,7529 3,3619 2,8091 2,1291 1,3898 0,6744 0,0638 -0,3883 -0,6828 -0,8718 -1,0223 -1,1745 -1,3214 -1,4171 -1,3955 -1,1976 -0,8080 -0,2732 0,3185 0,8734 1,3149 1,5914 1,6768 1,5730 1,3134 0,9556 0,5655 0,1937 -0,1441 -0,4599 -0,7633 -1,0466 -1,2999 -1,5258 -1,7328 -1,9218 -2,0894 -2,2343 -2,3492 -2,4144 -2,4100 -2,3268 -2,1673 -1,9536
