Fp1   0,9739 1,0976 1,2579 1,4224 1,5539 1,6193 1,6124 1,5613 1,5002 1,4397 1,3648 1,2530 1,0976 0,9226 0,7690 0,6601 0,5858 0,5171 0,4304 0,3198 0,1966 0,0792 -0,0187 -0,0950 -0,1553 -0,2005 -0,2186 -0,1896 -0,1012 0,0325 0,1631 0,2265 0,1721 -0,0173 -0,3259 -0,7121 -1,1149 -1,4657 -1,7108 -1,8256 -1,8137 -1,7009 -1,5301 -1,3575 -1,2417 -1,2214 -1,2922 -1,4092 -1,5178 -1,5933 -1,6527 -1,7258 -1,8115 -1,8632 -1,8148 -1,6287 -1,3251 -0,9646 -0,6048 -0,2755 0,0084 0,2268 0,3604 0,4109 0,4016 0,3592 0,3003 0,2310 0,1479 0,0384 -0,1183 -0,3416 -0,6299 -0,9528 -1,2719 -1,5639 -1,8169 -2,0156 -2,1360 -2,1550 -2,0651 -1,8844 -1,6520 -1,4159 -1,2206 -1,0962 -1,0521 -1,0817 -1,1765 -1,3324 -1,5462 -1,8111 -2,1153 -2,4434 -2,7870 -3,1560 -3,5708 -4,0270 -4,4669 -4,7971 -4,9415 -4,8816 -4,6549 -4,3284 -3,9831 -3,7086 -3,5849 -3,6606 -3,9433 -4,3917 -4,9183 -5,4229 -5,8344 -6,1202 -6,2707 -6,2874 -6,1791 -5,9543 -5,6096 -5,1327 -4,5216 -3,7962 -2,9848 -2,1044 -1,1683 -0,2057 0,7416 1,6389 2,4629 3,1951 3,8278 4,3730 4,8551 5,2957 5,7044 6,0780 6,4000 6,6416 6,7717 6,7734 6,6488 6,4197 6,1340 5,8673 5,6967 5,6642 5,7643 5,9645 6,2265 6,5104 6,7747 6,9893 7,1442 7,2436 7,2979 7,3241 7,3430 7,3656 7,3805 7,3622 7,2906 7,1638 6,9973 6,8193 6,6680 6,5853 6,5988 6,6961 6,8141 6,8614 6,7642 6,5051 6,1301 5,7261 5,3854 5,1744 5,1204 5,2136 5,4163 5,6778 5,9460 6,1747 6,3382 6,4456 6,5327 6,6315 6,7497 6,8804 7,0155 7,1508 7,2869 7,4287 7,5820 7,7483 7,9248 8,1070 8,2850 8,4355 8,5259 8,5351 8,4683 8,3500 8,2148 8,1033 8,0509 8,0702 8,1524 8,2786 8,4203 8,5364 8,5884 8,5612 8,4688 8,3470 8,2424 8,1966 8,2294 8,3246 8,4302 8,4820 8,4326 8,2672 8,0105 7,7228 7,4770 7,3306 7,3087 7,4006 7,5575 7,6965 7,7251 7,5884 7,3026 6,9398 6,5783 6,2653 6,0181 5,8437 5,7471 5,7218 5,7387 5,7502 5,7145 5,6172 5,4700 5,2924 5,0927 4,8570 4,5554 4,1649 3,6917 3,1754 2,6743 2,2368 1,8802 1,5901 1,3413 1,1232 0,9503 0,8534 0,8647 1,0068 1,2779 1,6384 2,0101 2,3034 2,4623 2,4885 2,4175 2,2810 2,0971 1,8829 1,6632 1,4664 1,3258 1,2817 1,3758 1,6347 2,0500 2,5704 3,1096 3,5640 3,8420 3,8994 3,7544 3,4669 3,1080 2,7466 2,4439 2,2430 2,1571 2,1742 2,2696 2,4112 2,5609 2,6884 2,7901 2,8837 2,9856 3,0996 3,2134 3,2936 3,2986 3,2096 3,0434 2,8387 2,6385 2,4812 2,3910 2,3685 2,3915 2,4225 2,4217 2,3704 2,2903 2,2321 2,2395 2,3277 2,4851 2,6773 2,8545 2,9702 3,0023 2,9524 2,8329 2,6636 2,4746 2,2926 2,1216 1,9504 1,7758 1,6091 1,4600 1,3269 1,2050 1,0988 1,0241 1,0011 1,0372 1,1164 1,2090 1,2850 1,3154 1,2730 1,1427 0,9326 0,6773 0,4316 0,2552 0,1957 0,2725 0,4639 0,7117 0,9495 1,1319 1,2405 1,2809 1,2821 1,2812 1,2929 1,2942 1,2485 1,1430 1,0026 0,8697 0,7822 0,7668 0,8359 0,9797 1,1704 1,3819 1,5996 1,8196 2,0412 2,2480 2,3978 2,4460 2,3814 2,2308 2,0256 1,7779 1,4911 1,1796 0,8653 0,5639 0,2876 0,0571 -0,1017 -0,1733 -0,1596 -0,0772 0,0465 0,1827 0,3122 0,4247 0,5113 0,5683 0,6046 0,6336 0,6561 0,6592 0,6336 0,5903 0,5535 0,5370 0,5355 0,5392 0,5471 0,5634 0,5858 0,5983 0,5771 0,5042 0,3777 0,2118 0,0323 -0,1301 -0,2562 -0,3562 -0,4671 -0,6252 -0,8418 -1,0992 -1,3628 -1,6011 -1,7987 -1,9536 -2,0597 -2,0976 -2,0475 -1,9114 -1,7209 -1,5207 -1,3408 -1,1781 -1,0048 -0,7993 -0,5674 -0,3398 -0,1539 -0,0350 0,0158 0,0258 0,0400 0,0902 0,1641 0,2107 0,1856 0,0938 -0,0117 -0,0656 -0,0256 0,1138 0,3257 0,5669 0,7984 1,0018 1,1803 1,3450 1,5011 1,6395 1,7367 1,7649 1,7055 1,5536 1,3142 1,0040 0,6582 0,3272 0,0539 -0,1509 -0,3124 -0,4650 -0,6203 -0,7557 -0,8333 -0,8254 -0,7238 -0,5394 -0,2993 -0,0388 0,2057 0,4050 0,5475 0,6447 0,7218 0,7956 0,8593 0,8893 0,8726 0,8230 0,7761 0,7745 0,8530 1,0218 1,2706 1,5954 2,0160 2,5553 3,2083 3,9295 4,6497 5,3015 5,8382 6,2432 6,5353 6,7558 6,9329 7,0559 7,0870 6,9976 6,7953 6,5254 6,2484 6,0084 5,8179 5,6669 5,5333 5,3883 5,2115 5,0044 4,7941 4,6285 4,5588 4,6170 4,8094 5,1251 5,5453 6,0419 6,5675 7,0513 7,4150 7,6032 7,6065 7,4646 7,2486 7,0330 6,8693 6,7684 6,6989 6,6115 6,4741 6,2939 6,1149 5,9899 5,9512 6,0054 6,1467 6,3638 6,6368 6,9325 7,2005 7,3799 7,4253 7,3292 7,1227 6,8556 6,5687 6,2744 5,9620 5,6197 5,2443 4,8372 4,4122 4,0053 3,6585 3,3937 3,2037 3,0624 2,9392 2,8068 2,6472 2,4603 2,2619 2,0654 1,8715 1,6819 1,5232 1,4458 1,4851 1,6187 1,7660 1,8335 1,7657 1,5619 1,2532 0,8708 0,4356 -0,0262 -0,4708 -0,8450 -1,1013 -1,2142 -1,1916 -1,0636 -0,8513 -0,5526 -0,1641 0,2901 0,7546
Fz    2,2172 2,1023 1,9625 1,7820 1,5723 1,3607 1,1770 1,0416 0,9557 0,9021 0,8564 0,7966 0,7134 0,6180 0,5330 0,4742 0,4443 0,4397 0,4525 0,4657 0,4584 0,4193 0,3559 0,2891 0,2395 0,2134 0,1989 0,1713 0,1032 -0,0251 -0,2211 -0,4759 -0,7616 -1,0382 -1,2682 -1,4288 -1,5102 -1,5123 -1,4506 -1,3583 -1,2719 -1,2126 -1,1836 -1,1785 -1,1899 -1,2114 -1,2360 -1,2560 -1,2648 -1,2612 -1,2534 -1,2523 -1,2565 -1,2453 -1,1889 -1,0668 -0,8797 -0,6467 -0,3939 -0,1456 0,0733 0,2362 0,3222 0,3250 0,2514 0,1111 -0,0879 -0,3378 -0,6264 -0,9355 -1,2426 -1,5263 -1,7699 -1,9635 -2,1047 -2,1981 -2,2498 -2,2635 -2,2424 -2,1937 -2,1280 -2,0577 -1,9914 -1,9338 -1,8925 -1,8830 -1,9219 -2,0207 -2,1888 -2,4349 -2,7614 -3,1606 -3,6117 -4,0847 -4,5530 -5,0034 -5,4297 -5,8180 -6,1412 -6,3707 -6,4923 -6,5123 -6,4516 -6,3363 -6,1950 -6,0617 -5,9740 -5,9702 -6,0835 -6,3270 -6,6818 -7,1067 -7,5536 -7,9693 -8,2985 -8,4973 -8,5432 -8,4289 -8,1502 -7,7019 -7,0833 -6,3040 -5,3813 -4,3354 -3,1918 -1,9888 -0,7748 0,4024 1,5031 2,5010 3,3868 4,1643 4,8412 5,4239 5,9177 6,3241 6,6367 6,8433 6,9389 6,9407 6,8860 6,8156 6,7591 6,7290 6,7195 6,7140 6,7043 6,7027 6,7344 6,8162 6,9422 7,0862 7,2168 7,3133 7,3722 7,4038 7,4209 7,4238 7,3977 7,3258 7,2004 7,0252 6,8139 6,5931 6,3977 6,2559 6,1755 6,1419 6,1301 6,1163 6,0801 6,0022 5,8684 5,6795 5,4581 5,2425 5,0750 4,9841 4,9756 5,0383 5,1571 5,3187 5,5128 5,7354 5,9884 6,2692 6,5632 6,8460 7,0927 7,2876 7,4315 7,5397 7,6315 7,7195 7,8105 7,9129 8,0361 8,1786 8,3228 8,4471 8,5378 8,5902 8,6048 8,5883 8,5538 8,5146 8,4779 8,4402 8,3880 8,3020 8,1694 7,9909 7,7767 7,5408 7,2991 7,0693 6,8694 6,7135 6,6055 6,5377 6,4949 6,4608 6,4288 6,4032 6,3931 6,4062 6,4451 6,5051 6,5713 6,6139 6,5949 6,4902 6,3036 6,0601 5,7911 5,5243 5,2794 5,0653 4,8789 4,7018 4,5023 4,2481 3,9270 3,5542 3,1583 2,7609 2,3714 1,9923 1,6244 1,2688 0,9289 0,6119 0,3285 0,0873 -0,1142 -0,2886 -0,4468 -0,5853 -0,6839 -0,7151 -0,6571 -0,5060 -0,2795 -0,0125 0,2535 0,4841 0,6653 0,8078 0,9313 1,0473 1,1642 1,2998 1,4792 1,7205 2,0256 2,3860 2,7924 3,2336 3,6863 4,1163 4,4906 4,7861 4,9908 5,1100 5,1654 5,1843 5,1943 5,2244 5,3022 5,4472 5,6618 5,9256 6,2005 6,4426 6,6149 6,6968 6,6886 6,6067 6,4741 6,3168 6,1658 6,0486 5,9782 5,9543 5,9708 6,0203 6,0982 6,2028 6,3296 6,4664 6,5953 6,6970 6,7540 6,7539 6,6960 6,5906 6,4494 6,2822 6,1029 5,9333 5,7945 5,6953 5,6301 5,5844 5,5414 5,4919 5,4423 5,4065 5,3862 5,3622 5,3062 5,1992 5,0412 4,8497 4,6510 4,4695 4,3202 4,2063 4,1187 4,0388 3,9469 3,8279 3,6725 3,4794 3,2573 3,0222 2,7933 2,5906 2,4331 2,3365 2,3098 2,3487 2,4321 2,5299 2,6159 2,6788 2,7255 2,7774 2,8562 2,9680 3,0988 3,2221 3,3121 3,3540 3,3462 3,2962 3,2149 3,1112 2,9887 2,8478 2,6889 2,5105 2,3125 2,1045 1,9048 1,7298 1,5856 1,4689 1,3723 1,2852 1,1937 1,0843 0,9505 0,7955 0,6336 0,4940 0,4124 0,4096 0,4761 0,5781 0,6757 0,7391 0,7613 0,7604 0,7660 0,8021 0,8782 0,9860 1,0946 1,1557 1,1253 0,9875 0,7664 0,5166 0,2957 0,1356 0,0317 -0,0444 -0,1206 -0,2094 -0,3117 -0,4292 -0,5674 -0,7295 -0,9128 -1,1109 -1,3111 -1,4960 -1,6553 -1,7969 -1,9444 -2,1189 -2,3183 -2,5138 -2,6722 -2,7830 -2,8612 -2,9294 -3,0036 -3,0906 -3,1875 -3,2813 -3,3518 -3,3795 -3,3524 -3,2657 -3,1178 -2,9099 -2,6474 -2,3394 -1,9986 -1,6388 -1,2692 -0,8918 -0,5106 -0,1421 0,1890 0,4659 0,6905 0,8835 1,0708 1,2647 1,4539 1,6121 1,7180 1,7708 1,7887 1,7987 1,8258 1,8837 1,9684 2,0568 2,1142 2,1079 2,0203 1,8512 1,6126 1,3225 1,0007 0,6663 0,3339 0,0146 -0,2776 -0,5218 -0,6971 -0,7930 -0,8131 -0,7681 -0,6729 -0,5444 -0,3941 -0,2241 -0,0360 0,1662 0,3832 0,6237 0,8937 1,1846 1,4743 1,7384 1,9623 2,1507 2,3309 2,5395 2,7992 3,1094 3,4598 3,8441 4,2567 4,6836 5,1050 5,5059 5,8796 6,2236 6,5399 6,8413 7,1455 7,4534 7,7313 7,9201 7,9658 7,8476 7,5856 7,2294 6,8364 6,4588 6,1403 5,9122 5,7861 5,7518 5,7784 5,8235 5,8537 5,8592 5,8477 5,8291 5,8107 5,8032 5,8244 5,8881 5,9901 6,1070 6,2131 6,2954 6,3567 6,4102 6,4698 6,5447 6,6387 6,7486 6,8614 6,9570 7,0208 7,0566 7,0820 7,1098 7,1404 7,1691 7,1936 7,2122 7,2204 7,2061 7,1489 7,0252 6,8201 6,5364 6,1967 5,8341 5,4752 5,1308 4,8024 4,4870 4,1729 3,8450 3,4987 3,1457 2,8067 2,5013 2,2394 2,0207 1,8370 1,6779 1,5366 1,4099 1,2882 1,1497 0,9679 0,7269 0,4292 0,0921 -0,2650 -0,6282 -0,9854 -1,3201 -1,6126 -1,8476 -2,0208 -2,1378 -2,2062 -2,2267 -2,1949 -2,1063 -1,9583 -1,7502 -1,4856 -1,1764 -0,8437 -0,5112 -0,1984 0,0819
F3    2,2859 2,1530 1,9478 1,6539 1,3038 0,9609 0,6919 0,5466 0,5413 0,6489 0,8105 0,9636 1,0678 1,1152 1,1187 1,0925 1,0456 0,9841 0,9133 0,8413 0,7785 0,7292 0,6893 0,6575 0,6400 0,6375 0,6319 0,5888 0,4720 0,2567 -0,0605 -0,4549 -0,8782 -1,2778 -1,6135 -1,8621 -2,0097 -2,0506 -1,9977 -1,8827 -1,7384 -1,5874 -1,4502 -1,3553 -1,3304 -1,3770 -1,4551 -1,5049 -1,4861 -1,3956 -1,2609 -1,1202 -0,9972 -0,8923 -0,7949 -0,6962 -0,5949 -0,4967 -0,4092 -0,3373 -0,2832 -0,2499 -0,2374 -0,2355 -0,2240 -0,1835 -0,1108 -0,0307 0,0149 -0,0060 -0,0970 -0,2410 -0,4186 -0,6189 -0,8400 -1,0818 -1,3341 -1,5730 -1,7710 -1,9102 -1,9866 -2,0053 -1,9759 -1,9202 -1,8786 -1,8928 -1,9781 -2,1230 -2,3149 -2,5550 -2,8498 -3,1981 -3,5829 -3,9688 -4,3175 -4,6094 -4,8448 -5,0256 -5,1457 -5,2029 -5,2120 -5,2011 -5,1916 -5,1827 -5,1650 -5,1477 -5,1620 -5,2452 -5,4235 -5,6952 -6,0277 -6,3814 -6,7293 -7,0442 -7,2807 -7,3849 -7,3190 -7,0697 -6,6455 -6,0742 -5,3964 -4,6504 -3,8615 -3,0351 -2,1618 -1,2345 -0,2657 0,7088 1,6414 2,4926 3,2479 3,9129 4,4970 5,0106 5,4682 5,8815 6,2482 6,5462 6,7488 6,8563 6,9015 6,9211 6,9344 6,9371 6,9029 6,8012 6,6331 6,4466 6,3119 6,2781 6,3444 6,4673 6,5961 6,7004 6,7750 6,8339 6,8996 6,9863 7,0859 7,1682 7,1933 7,1300 6,9737 6,7535 6,5189 6,3137 6,1618 6,0704 6,0331 6,0249 6,0036 5,9251 5,7620 5,5239 5,2630 5,0477 4,9234 4,8960 4,9414 5,0272 5,1359 5,2752 5,4614 5,6924 5,9403 6,1669 6,3471 6,4791 6,5735 6,6361 6,6673 6,6731 6,6700 6,6841 6,7430 6,8637 7,0440 7,2601 7,4720 7,6392 7,7394 7,7720 7,7504 7,6961 7,6323 7,5796 7,5502 7,5328 7,4823 7,3462 7,1071 6,7968 6,4750 6,1958 5,9869 5,8516 5,7809 5,7562 5,7523 5,7499 5,7417 5,7264 5,7027 5,6702 5,6381 5,6315 5,6794 5,7888 5,9287 6,0452 6,0919 6,0476 5,9159 5,7182 5,4840 5,2448 5,0307 4,8633 4,7450 4,6539 4,5465 4,3775 4,1305 3,8323 3,5268 3,2420 2,9868 2,7646 2,5760 2,4134 2,2595 2,0931 1,8997 1,6741 1,4117 1,1099 0,7888 0,5011 0,3140 0,2746 0,3826 0,5903 0,8307 1,0499 1,2264 1,3696 1,5028 1,6418 1,7821 1,9065 2,0108 2,1168 2,2630 2,4809 2,7749 3,1267 3,5133 3,9109 4,2854 4,5948 4,8054 4,9017 4,8901 4,8047 4,7001 4,6240 4,6022 4,6462 4,7630 4,9504 5,1863 5,4301 5,6331 5,7526 5,7676 5,6847 5,5298 5,3333 5,1207 4,9142 4,7370 4,6061 4,5281 4,5045 4,5337 4,6104 4,7308 4,8910 5,0758 5,2527 5,3840 5,4473 5,4408 5,3721 5,2487 5,0746 4,8534 4,5964 4,3305 4,0983 3,9445 3,8916 3,9239 3,9961 4,0595 4,0860 4,0776 4,0587 4,0515 4,0550 4,0463 4,0006 3,9099 3,7910 3,6786 3,6077 3,6002 3,6555 3,7417 3,8034 3,7886 3,6723 3,4565 3,1633 2,8364 2,5281 2,2772 2,1033 2,0132 2,0026 2,0580 2,1632 2,3016 2,4488 2,5722 2,6473 2,6736 2,6757 2,6892 2,7356 2,8050 2,8639 2,8812 2,8463 2,7705 2,6769 2,5872 2,5119 2,4498 2,3966 2,3532 2,3190 2,2801 2,2123 2,0964 1,9281 1,7204 1,5032 1,3144 1,1763 1,0779 0,9851 0,8721 0,7407 0,6126 0,5166 0,4824 0,5221 0,6119 0,7025 0,7487 0,7329 0,6725 0,6097 0,5855 0,6182 0,7026 0,8181 0,9320 1,0054 1,0060 0,9231 0,7800 0,6267 0,5074 0,4325 0,3800 0,3173 0,2242 0,1005 -0,0444 -0,2047 -0,3818 -0,5805 -0,8038 -1,0474 -1,2954 -1,5232 -1,7060 -1,8278 -1,8866 -1,8924 -1,8585 -1,7991 -1,7307 -1,6761 -1,6626 -1,7146 -1,8430 -2,0337 -2,2487 -2,4405 -2,5698 -2,6108 -2,5521 -2,3981 -2,1698 -1,8994 -1,6185 -1,3481 -1,0933 -0,8444 -0,5838 -0,3033 -0,0238 0,2061 0,3419 0,3811 0,3665 0,3586 0,4024 0,5083 0,6516 0,7964 0,9207 1,0206 1,0993 1,1645 1,2329 1,3231 1,4422 1,5744 1,6819 1,7249 1,6783 1,5356 1,3038 0,9984 0,6436 0,2787 -0,0458 -0,2899 -0,4441 -0,5277 -0,5725 -0,6071 -0,6430 -0,6697 -0,6721 -0,6455 -0,5819 -0,4610 -0,2688 -0,0155 0,2729 0,5736 0,8715 1,1482 1,3763 1,5261 1,5851 1,5831 1,5971 1,7126 1,9731 2,3685 2,8564 3,3802 3,8805 4,3106 4,6534 4,9225 5,1452 5,3453 5,5393 5,7394 5,9525 6,1697 6,3583 6,4722 6,4777 6,3713 6,1756 5,9221 5,6404 5,3620 5,1259 4,9702 4,9143 4,9449 5,0204 5,0965 5,1522 5,1929 5,2331 5,2764 5,3164 5,3554 5,4124 5,5087 5,6473 5,8088 5,9664 6,1044 6,2211 6,3217 6,4149 6,5096 6,6039 6,6731 6,6762 6,5811 6,3925 6,1653 5,9831 5,9091 5,9502 6,0639 6,1922 6,2947 6,3601 6,3894 6,3739 6,2965 6,1493 5,9398 5,6891 5,4245 5,1649 4,9129 4,6638 4,4154 4,1611 3,8826 3,5577 3,1820 2,7840 2,4136 2,1103 1,8839 1,7188 1,5909 1,4814 1,3791 1,2725 1,1455 0,9828 0,7796 0,5451 0,2929 0,0284 -0,2542 -0,5634 -0,9016 -1,2594 -1,6131 -1,9260 -2,1578 -2,2758 -2,2646 -2,1329 -1,9093 -1,6281 -1,3138 -0,9733 -0,6047 -0,2139 0,1729 0,5123 0,7606
F7    0,2736 0,2598 0,2128 0,1829 0,2222 0,3546 0,5674 0,8249 1,0877 1,3240 1,5089 1,6199 1,6417 1,5826 1,4744 1,3475 1,2121 1,0673 0,9236 0,8072 0,7330 0,6824 0,6159 0,5027 0,3374 0,1383 -0,0604 -0,2199 -0,3136 -0,3409 -0,3290 -0,3150 -0,3287 -0,3876 -0,4991 -0,6589 -0,8413 -1,0008 -1,1001 -1,1389 -1,1473 -1,1576 -1,1879 -1,2457 -1,3334 -1,4426 -1,5502 -1,6261 -1,6506 -1,6292 -1,5985 -1,6083 -1,6789 -1,7676 -1,7839 -1,6509 -1,3619 -0,9832 -0,5991 -0,2553 0,0457 0,3030 0,4954 0,6008 0,6220 0,5862 0,5263 0,4681 0,4343 0,4431 0,4846 0,5111 0,4636 0,3049 0,0332 -0,3178 -0,6842 -0,9912 -1,1797 -1,2265 -1,1498 -0,9985 -0,8297 -0,6896 -0,6131 -0,6319 -0,7639 -0,9971 -1,2961 -1,6186 -1,9220 -2,1687 -2,3360 -2,4290 -2,4894 -2,5833 -2,7636 -3,0304 -3,3247 -3,5689 -3,7182 -3,7777 -3,7822 -3,7686 -3,7646 -3,7874 -3,8365 -3,8955 -3,9555 -4,0240 -4,1097 -4,2184 -4,3543 -4,5040 -4,6297 -4,6885 -4,6581 -4,5381 -4,3320 -4,0316 -3,6183 -3,0762 -2,4076 -1,6355 -0,7983 0,0542 0,8670 1,5958 2,2157 2,7213 3,1253 3,4584 3,7598 4,0657 4,4004 4,7712 5,1668 5,5543 5,8856 6,1164 6,2256 6,2240 6,1484 6,0472 5,9590 5,8956 5,8490 5,8198 5,8269 5,8805 5,9648 6,0517 6,1227 6,1738 6,2111 6,2470 6,2975 6,3711 6,4582 6,5300 6,5477 6,4758 6,3020 6,0524 5,7864 5,5740 5,4668 5,4725 5,5462 5,6089 5,5932 5,4836 5,3160 5,1449 5,0103 4,9281 4,9006 4,9228 4,9778 5,0409 5,0906 5,1113 5,1042 5,1060 5,1768 5,3494 5,5938 5,8344 5,9983 6,0548 6,0292 5,9840 5,9826 6,0622 6,2297 6,4648 6,7179 6,9186 7,0023 6,9377 6,7348 6,4323 6,0833 5,7489 5,4913 5,3547 5,3492 5,4490 5,6003 5,7425 5,8387 5,8882 5,9080 5,9095 5,8929 5,8586 5,8182 5,7858 5,7567 5,7057 5,6100 5,4729 5,3263 5,2137 5,1740 5,2343 5,3929 5,6040 5,7864 5,8524 5,7446 5,4638 5,0675 4,6378 4,2544 3,9819 3,8555 3,8658 3,9641 4,0855 4,1672 4,1614 4,0550 3,8748 3,6633 3,4503 3,2478 3,0612 2,9013 2,7891 2,7464 2,7795 2,8666 2,9556 2,9766 2,8682 2,6070 2,2220 1,7850 1,3877 1,1100 0,9922 1,0276 1,1738 1,3700 1,5560 1,6952 1,7863 1,8536 1,9292 2,0452 2,2276 2,4839 2,7964 3,1313 3,4641 3,7991 4,1507 4,5037 4,8066 5,0045 5,0644 4,9789 4,7734 4,5041 4,2249 3,9541 3,6843 3,4183 3,1868 3,0334 2,9871 3,0486 3,1950 3,3873 3,5775 3,7212 3,7885 3,7668 3,6632 3,5061 3,3334 3,1763 3,0514 2,9532 2,8553 2,7338 2,5926 2,4597 2,3617 2,3096 2,3040 2,3428 2,4229 2,5359 2,6611 2,7656 2,8225 2,8282 2,8006 2,7641 2,7342 2,7071 2,6665 2,6036 2,5283 2,4617 2,4212 2,4094 2,4170 2,4297 2,4340 2,4186 2,3753 2,2999 2,1955 2,0791 1,9850 1,9527 2,0077 2,1455 2,3231 2,4679 2,5075 2,4029 2,1623 1,8348 1,4961 1,2276 1,0938 1,1287 1,3237 1,6178 1,9203 2,1534 2,2812 2,3110 2,2762 2,2147 2,1478 2,0731 1,9759 1,8479 1,6979 1,5574 1,4772 1,5074 1,6640 1,9055 2,1541 2,3439 2,4437 2,4478 2,3686 2,2359 2,0857 1,9435 1,8215 1,7317 1,6886 1,6947 1,7332 1,7778 1,8003 1,7719 1,6746 1,5183 1,3356 1,1527 0,9757 0,8017 0,6342 0,4847 0,3662 0,2908 0,2743 0,3373 0,4909 0,7146 0,9499 1,1275 1,2075 1,2052 1,1825 1,2072 1,3095 1,4709 1,6460 1,7885 1,8643 1,8520 1,7420 1,5424 1,2807 0,9941 0,7190 0,4930 0,3524 0,3104 0,3341 0,3565 0,3205 0,2171 0,0891 -0,0027 -0,0228 0,0240 0,1033 0,1706 0,1920 0,1617 0,1073 0,0764 0,1079 0,2084 0,3514 0,4914 0,5845 0,6144 0,6083 0,6198 0,6888 0,8170 0,9737 1,1151 1,1975 1,1935 1,1126 1,0068 0,9426 0,9583 1,0449 1,1614 1,2600 1,3049 1,2906 1,2482 1,2320 1,2913 1,4487 1,6933 1,9841 2,2554 2,4322 2,4533 2,2837 1,9212 1,4079 0,8327 0,3063 -0,0809 -0,2893 -0,3325 -0,2589 -0,1298 -0,0043 0,0778 0,1109 0,1158 0,1211 0,1520 0,2181 0,3075 0,4026 0,4977 0,5967 0,7018 0,8042 0,8882 0,9485 1,0010 1,0760 1,1992 1,3766 1,5951 1,8390 2,1057 2,4071 2,7563 3,1523 3,5765 4,0071 4,4319 4,8447 5,2314 5,5712 5,8519 6,0722 6,2200 6,2640 6,1824 5,9928 5,7433 5,4819 5,2361 5,0176 4,8358 4,6974 4,6045 4,5567 4,5437 4,5355 4,5003 4,4332 4,3658 4,3476 4,4203 4,6050 4,9015 5,2829 5,6886 6,0353 6,2490 6,2977 6,2061 6,0368 5,8505 5,6811 5,5398 5,4244 5,3184 5,1874 4,9993 4,7629 4,5324 4,3689 4,3070 4,3521 4,4863 4,6755 4,8793 5,0602 5,1908 5,2595 5,2676 5,2206 5,1248 4,9863 4,8014 4,5512 4,2178 3,8040 3,3354 2,8482 2,3788 1,9574 1,6050 1,3272 1,1115 0,9357 0,7868 0,6731 0,6131 0,6112 0,6455 0,6825 0,7072 0,7362 0,7989 0,8986 0,9869 0,9822 0,8259 0,5262 0,1494 -0,2274 -0,5602 -0,8468 -1,0976 -1,3021 -1,4250 -1,4322 -1,3182 -1,1127 -0,8645 -0,6069 -0,3348 -0,0236 0,3271 0,6780
