Fp1   -0,0671 -0,1184 -0,2158 -0,3614 -0,5384 -0,7286 -0,9159 -1,0783 -1,1903 -1,2314 -1,1927 -1,0827 -0,9277 -0,7603 -0,6071 -0,4851 -0,3936 -0,3083 -0,1972 -0,0406 0,1679 0,4313 0,7453 1,0832 1,3960 1,6402 1,8021 1,8969 1,9516 1,9858 1,9985 1,9712 1,8853 1,7357 1,5301 1,2759 0,9631 0,5708 0,1031 -0,3858 -0,8123 -1,1098 -1,2614 -1,3031 -1,2992 -1,3005 -1,3189 -1,3340 -1,3186 -1,2493 -1,1025 -0,8587 -0,5200 -0,1208 0,2865 0,6554 0,9580 1,1880 1,3568 1,4853 1,5925 1,6891 1,7780 1,8584 1,9242 1,9633 1,9680 1,9478 1,9193 1,8797 1,7980 1,6393 1,3997 1,1192 0,8735 0,7458 0,7825 0,9711 1,2605 1,5965 1,9354 2,2403 2,4853 2,6666 2,8049 2,9338 3,0868 3,2915 3,5658 3,9106 4,3091 4,7309 5,1297 5,4440 5,6157 5,6161 5,4573 5,1813 4,8429 4,4977 4,1921 3,9541 3,7913 3,6945 3,6358 3,5681 3,4427 3,2330 2,9416 2,5843 2,1749 1,7207 1,2301 0,7216 0,2277 -0,2137 -0,5745 -0,8401 -1,0031 -1,0715 -1,0789 -1,0652 -1,0386 -0,9705 -0,8235 -0,5800 -0,2550 0,1042 0,4315 0,6647 0,7655 0,7293 0,5826 0,3710 0,1426 -0,0658 -0,2381 -0,3856 -0,5374 -0,7191 -0,9387 -1,1886 -1,4552 -1,7261 -1,9951 -2,2602 -2,5197 -2,7709 -3,0055 -3,2108 -3,3829 -3,5313 -3,6582 -3,7410 -3,7392 -3,6184 -3,3624 -2,9791 -2,5099 -2,0170 -1,5455 -1,1046 -0,6811 -0,2564 0,1877 0,6602 1,1508 1,6350 2,0892 2,5020 2,8728 3,2019 3,4859 3,7171 3,8861 3,9866 4,0177 3,9797 3,8735 3,7012 3,4645 3,1629 2,7997 2,3855 1,9370 1,4761 1,0251 0,5968 0,1892 -0,2047 -0,5881 -0,9600 -1,3125 -1,6257 -1,8740 -2,0336 -2,0834 -2,0080 -1,8080 -1,5120 -1,1798 -0,8816 -0,6647 -0,5343 -0,4652 -0,4248 -0,3859 -0,3318 -0,2576 -0,1646 -0,0589 0,0459 0,1330 0,1883 0,2050 0,1899 0,1694 0,1786 0,2346 0,3213 0,3986 0,4245 0,3721 0,2370 0,0390 -0,1876 -0,4094 -0,6059 -0,7742 -0,9231 -1,0616 -1,1913 -1,3062 -1,3951 -1,4492 -1,4684 -1,4612 -1,4464 -1,4561 -1,5271 -1,6864 -1,9369 -2,2514 -2,5772 -2,8590 -3,0698 -3,2201 -3,3424 -3,4717 -3,6274 -3,8002 -3,9572 -4,0644 -4,1052 -4,0791 -3,9937 -3,8628 -3,7054 -3,5415 -3,3921 -3,2858 -3,2534 -3,3066 -3,4274 -3,5792 -3,7208 -3,8179 -3,8564 -3,8472 -3,8098 -3,7498 -3,6571 -3,5232 -3,3595 -3,1989 -3,0834 -3,0458 -3,0920 -3,1910 -3,2963 -3,3877 -3,4840 -3,6107 -3,7720 -3,9535 -4,1313 -4,2759 -4,3576 -4,3534 -4,2521 -4,0563 -3,7812 -3,4549 -3,1196 -2,8213 -2,5899 -2,4309 -2,3344 -2,2830 -2,2548 -2,2347 -2,2311 -2,2759 -2,4012 -2,6117 -2,8748 -3,1361 -3,3482 -3,4842 -3,5277 -3,4676 -3,3112 -3,0991 -2,8995 -2,7852 -2,8063 -2,9758 -3,2670 -3,6212 -3,9641 -4,2249 -4,3552 -4,3411 -4,2001 -3,9640 -3,6611 -3,3125 -2,9429 -2,5920 -2,3096 -2,1346 -2,0758 -2,1134 -2,2134 -2,3404 -2,4609 -2,5424 -2,5578 -2,4970 -2,3751 -2,2291 -2,1095 -2,0650 -2,1142 -2,2224 -2,3117 -2,3016 -2,1512 -1,8751 -1,5270 -1,1644 -0,8177 -0,4887 -0,1744 0,1113 0,3375 0,4762 0,5248 0,5141 0,4913 0,4920 0,5177 0,5341 0,4920 0,3555 0,1226 -0,1714 -0,4718 -0,7353 -0,9526 -1,1416 -1,3274 -1,5255 -1,7303 -1,9135 -2,0340 -2,0545 -1,9558 -1,7440 -1,4491 -1,1186 -0,8063 -0,5539 -0,3752 -0,2591 -0,1832 -0,1242 -0,0688 -0,0250 -0,0201 -0,0805 -0,2114 -0,3916 -0,5798 -0,7231 -0,7653 -0,6672 -0,4332 -0,1191 0,1911 0,4250 0,5494 0,5727 0,5329 0,4857 0,4926 0,5960 0,7943 1,0428 1,2832 1,4740 1,6029 1,6830 1,7352 1,7664 1,7609 1,6980 1,5755 1,4104 1,2230 1,0297 0,8508 0,7194 0,6777 0,7576 0,9575 1,2329 1,5117 1,7241 1,8311 1,8373 1,7834 1,7201 1,6824 1,6863 1,7382 1,8377 1,9732 2,1166 2,2266 2,2660 2,2221 2,1196 2,0095 1,9384 1,9261 1,9601 2,0008 1,9971 1,9157 1,7631 1,5807 1,4167 1,3033 1,2556 1,2774 1,3674 1,5196 1,7174 1,9292 2,1148 2,2360 2,2662 2,2002 2,0603 1,8899 1,7383 1,6409 1,6082 1,6283 1,6773 1,7264 1,7473 1,7229 1,6601 1,5913 1,5619 1,6109 1,7553 1,9837 2,2569 2,5105 2,6707 2,6829 2,5390 2,2792 1,9674 1,6540 1,3558 1,0609 0,7476 0,4023 0,0329 -0,3290 -0,6453 -0,8991 -1,1061 -1,2983 -1,4944 -1,6829 -1,8349 -1,9310 -1,9749 -1,9854 -1,9804 -1,9675 -1,9482 -1,9273 -1,9117 -1,9032 -1,8968 -1,8897 -1,8963 -1,9501 -2,0773 -2,2702 -2,4862 -2,6726 -2,7955 -2,8537 -2,8719 -2,8787 -2,8884 -2,8983 -2,9031 -2,9063 -2,9207 -2,9568 -3,0110 -3,0643 -3,0857 -3,0351 -2,8705 -2,5685 -2,1383 -1,6128 -1,0318 -0,4440 0,0848 0,4831 0,7009 0,7268 0,5933 0,3688 0,1365 -0,0305 -0,0867 -0,0231 0,1356 0,3485 0,5742 0,7728 0,9072 0,9557 0,9202 0,8253 0,7081 0,5960 0,4877 0,3547 0,1622 -0,1072 -0,4463 -0,8319 -1,2304 -1,6015 -1,9143 -2,1654 -2,3756 -2,5683 -2,7535 -2,9261 -3,0684 -3,1552 -3,1658 -3,0969 -2,9607 -2,7832 -2,6116 -2,5103 -2,5340 -2,7010 -2,9828 -3,3131 -3,6077 -3,7882 -3,8025 -3,6385 -3,3325 -2,9634 -2,6227 -2,3770 -2,2487 -2,2218 -2,2566 -2,2985 -2,2855 -2,1709 -1,9498 -1,6647
Fz    0,8073 0,7516 0,6186 0,4142 0,1730 -0,0665 -0,2731 -0,4228 -0,5008 -0,5038 -0,4396 -0,3275 -0,1965 -0,0717 0,0352 0,1218 0,1938 0,2681 0,3659 0,4985 0,6663 0,8695 1,1087 1,3689 1,6139 1,8063 1,9298 1,9939 2,0218 2,0329 2,0261 1,9784 1,8612 1,6597 1,3774 1,0246 0,6008 0,0987 -0,4680 -1,0476 -1,5708 -1,9842 -2,2717 -2,4583 -2,5949 -2,7286 -2,8801 -3,0405 -3,1804 -3,2596 -3,2382 -3,0950 -2,8406 -2,5150 -2,1660 -1,8268 -1,5112 -1,2208 -0,9517 -0,6993 -0,4640 -0,2520 -0,0696 0,0807 0,1985 0,2817 0,3319 0,3610 0,3817 0,3867 0,3446 0,2262 0,0363 -0,1769 -0,3336 -0,3518 -0,1885 0,1406 0,5815 1,0712 1,5454 1,9402 2,2087 2,3423 2,3747 2,3652 2,3780 2,4674 2,6664 2,9756 3,3658 3,7896 4,1915 4,5135 4,7088 4,7592 4,6776 4,4938 4,2422 3,9594 3,6824 3,4401 3,2496 3,1173 3,0330 2,9623 2,8598 2,6938 2,4561 2,1501 1,7803 1,3517 0,8771 0,3823 -0,0939 -0,5095 -0,8384 -1,0789 -1,2474 -1,3762 -1,5153 -1,7122 -1,9758 -2,2670 -2,5209 -2,6767 -2,7024 -2,6103 -2,4528 -2,3001 -2,2135 -2,2263 -2,3352 -2,5034 -2,6767 -2,8039 -2,8576 -2,8466 -2,8083 -2,7852 -2,8044 -2,8726 -2,9820 -3,1174 -3,2600 -3,3898 -3,4899 -3,5539 -3,5869 -3,6057 -3,6397 -3,7169 -3,8371 -3,9586 -4,0173 -3,9570 -3,7479 -3,3956 -2,9473 -2,4727 -2,0221 -1,6026 -1,1911 -0,7549 -0,2674 0,2813 0,8806 1,5048 2,1209 2,6962 3,2043 3,6285 3,9660 4,2282 4,4319 4,5875 4,6914 4,7286 4,6761 4,5066 4,1953 3,7333 3,1381 2,4523 1,7311 1,0288 0,3831 -0,1979 -0,7329 -1,2488 -1,7658 -2,2915 -2,8144 -3,3007 -3,7064 -3,9914 -4,1232 -4,0825 -3,8756 -3,5465 -3,1726 -2,8392 -2,6014 -2,4616 -2,3823 -2,3151 -2,2199 -2,0731 -1,8699 -1,6213 -1,3509 -1,0926 -0,8804 -0,7345 -0,6550 -0,6223 -0,6015 -0,5595 -0,4858 -0,4013 -0,3448 -0,3510 -0,4359 -0,5916 -0,7893 -0,9914 -1,1683 -1,3069 -1,4097 -1,4863 -1,5457 -1,5923 -1,6232 -1,6267 -1,5898 -1,5103 -1,4011 -1,2932 -1,2343 -1,2741 -1,4451 -1,7517 -2,1667 -2,6325 -3,0808 -3,4627 -3,7627 -3,9911 -4,1715 -4,3307 -4,4887 -4,6506 -4,8090 -4,9517 -5,0640 -5,1290 -5,1332 -5,0723 -4,9520 -4,7901 -4,6209 -4,4862 -4,4081 -4,3740 -4,3498 -4,3002 -4,2055 -4,0712 -3,9258 -3,8005 -3,7034 -3,6129 -3,4938 -3,3235 -3,1094 -2,8894 -2,7168 -2,6348 -2,6509 -2,7433 -2,8959 -3,1129 -3,3909 -3,6969 -3,9818 -4,2013 -4,3242 -4,3329 -4,2239 -4,0063 -3,6973 -3,3199 -2,9047 -2,4918 -2,1220 -1,8186 -1,5831 -1,4096 -1,2943 -1,2345 -1,2300 -1,2930 -1,4488 -1,7178 -2,0932 -2,5316 -2,9650 -3,3313 -3,5940 -3,7382 -3,7624 -3,6855 -3,5538 -3,4337 -3,3914 -3,4709 -3,6813 -3,9959 -4,3603 -4,7100 -4,9867 -5,1506 -5,1883 -5,1095 -4,9339 -4,6780 -4,3524 -3,9744 -3,5821 -3,2302 -2,9698 -2,8294 -2,8099 -2,8899 -3,0337 -3,1984 -3,3402 -3,4258 -3,4455 -3,4158 -3,3712 -3,3563 -3,4122 -3,5494 -3,7262 -3,8624 -3,8800 -3,7415 -3,4645 -3,1048 -2,7172 -2,3260 -1,9282 -1,5238 -1,1361 -0,8047 -0,5622 -0,4142 -0,3361 -0,2889 -0,2460 -0,2136 -0,2292 -0,3367 -0,5556 -0,8653 -1,2112 -1,5299 -1,7805 -1,9608 -2,0982 -2,2268 -2,3695 -2,5241 -2,6606 -2,7332 -2,7007 -2,5441 -2,2734 -1,9231 -1,5424 -1,1835 -0,8846 -0,6583 -0,4959 -0,3811 -0,2972 -0,2327 -0,1927 -0,2019 -0,2889 -0,4602 -0,6873 -0,9152 -1,0765 -1,1066 -0,9645 -0,6581 -0,2504 0,1637 0,4947 0,6884 0,7366 0,6765 0,5836 0,5509 0,6491 0,8907 1,2315 1,6038 1,9481 2,2269 2,4257 2,5450 2,5853 2,5368 2,3906 2,1571 1,8653 1,5449 1,2178 0,9085 0,6554 0,5059 0,4939 0,6161 0,8279 1,0608 1,2482 1,3487 1,3572 1,3005 1,2182 1,1461 1,1145 1,1508 1,2728 1,4740 1,7139 1,9287 2,0589 2,0750 1,9887 1,8441 1,6919 1,5675 1,4816 1,4189 1,3464 1,2339 1,0749 0,8919 0,7204 0,5896 0,5114 0,4851 0,5103 0,5918 0,7271 0,8926 1,0455 1,1384 1,1356 1,0294 0,8477 0,6437 0,4744 0,3780 0,3602 0,3960 0,4446 0,4687 0,4469 0,3802 0,2927 0,2271 0,2317 0,3444 0,5765 0,9043 1,2716 1,6009 1,8171 1,8763 1,7857 1,5975 1,3786 1,1749 0,9950 0,8176 0,6095 0,3434 0,0164 -0,3429 -0,6870 -0,9805 -1,2228 -1,4430 -1,6707 -1,9122 -2,1556 -2,3882 -2,6054 -2,8054 -2,9801 -3,1145 -3,1958 -3,2209 -3,1961 -3,1313 -3,0385 -2,9379 -2,8663 -2,8688 -2,9680 -3,1401 -3,3236 -3,4521 -3,4865 -3,4310 -3,3257 -3,2227 -3,1590 -3,1462 -3,1736 -3,2160 -3,2426 -3,2294 -3,1663 -3,0580 -2,9132 -2,7270 -2,4761 -2,1388 -1,7177 -1,2354 -0,7190 -0,2021 0,2619 0,6043 0,7694 0,7404 0,5487 0,2668 -0,0130 -0,2055 -0,2542 -0,1486 0,0766 0,3612 0,6437 0,8714 1,0073 1,0394 0,9805 0,8614 0,7229 0,5965 0,4834 0,3533 0,1642 -0,1136 -0,4829 -0,9202 -1,3815 -1,8126 -2,1723 -2,4522 -2,6706 -2,8477 -2,9930 -3,1077 -3,1840 -3,2018 -3,1393 -2,9899 -2,7663 -2,4984 -2,2384 -2,0548 -2,0098 -2,1324 -2,4034 -2,7591 -3,1112 -3,3711 -3,4740 -3,3972 -3,1701 -2,8673 -2,5793 -2,3788 -2,3007 -2,3401 -2,4577 -2,5862 -2,6469 -2,5787 -2,3695 -2,0605
F3    0,1492 0,1778 0,1589 0,0754 -0,0642 -0,2421 -0,4339 -0,6127 -0,7585 -0,8566 -0,8888 -0,8419 -0,7271 -0,5809 -0,4498 -0,3741 -0,3655 -0,3895 -0,3811 -0,2806 -0,0600 0,2732 0,6848 1,1195 1,5110 1,8083 1,9981 2,1021 2,1582 2,1978 2,2291 2,2367 2,1981 2,0960 1,9199 1,6536 1,2606 0,6970 -0,0385 -0,8690 -1,6585 -2,2653 -2,5973 -2,6437 -2,4662 -2,1588 -1,8103 -1,4926 -1,2604 -1,1375 -1,1021 -1,0965 -1,0624 -0,9714 -0,8199 -0,6114 -0,3504 -0,0469 0,2801 0,6039 0,8968 1,1353 1,3042 1,4031 1,4471 1,4579 1,4609 1,4876 1,5611 1,6671 1,7482 1,7365 1,5942 1,3363 1,0308 0,7746 0,6519 0,7012 0,9158 1,2579 1,6639 2,0518 2,3496 2,5273 2,6083 2,6504 2,7185 2,8697 3,1453 3,5580 4,0876 4,6832 5,2627 5,7199 5,9527 5,9009 5,5671 5,0146 4,3483 3,6890 3,1413 2,7684 2,5858 2,5646 2,6384 2,7231 2,7500 2,6930 2,5712 2,4213 2,2642 2,0895 1,8680 1,5797 1,2315 0,8538 0,4808 0,1402 -0,1432 -0,3551 -0,5061 -0,6198 -0,7000 -0,7256 -0,6772 -0,5623 -0,4157 -0,2877 -0,2271 -0,2636 -0,3944 -0,5833 -0,7752 -0,9208 -0,9968 -1,0072 -0,9771 -0,9505 -0,9784 -1,0997 -1,3283 -1,6534 -2,0438 -2,4539 -2,8333 -3,1399 -3,3512 -3,4661 -3,4924 -3,4407 -3,3352 -3,2168 -3,1174 -3,0297 -2,9095 -2,7089 -2,4060 -2,0142 -1,5826 -1,1762 -0,8337 -0,5390 -0,2405 0,1087 0,5274 1,0028 1,4981 1,9671 2,3743 2,7132 3,0023 3,2653 3,5177 3,7662 4,0065 4,2250 4,4077 4,5440 4,6182 4,6017 4,4594 4,1696 3,7471 3,2433 2,7207 2,2236 1,7649 1,3224 0,8466 0,2889 -0,3665 -1,0897 -1,8145 -2,4609 -2,9572 -3,2526 -3,3202 -3,1608 -2,8078 -2,3311 -1,8281 -1,3963 -1,0947 -0,9236 -0,8413 -0,7977 -0,7543 -0,6892 -0,5935 -0,4634 -0,3011 -0,1234 0,0405 0,1640 0,2327 0,2519 0,2469 0,2482 0,2663 0,2819 0,2586 0,1653 -0,0130 -0,2712 -0,5790 -0,8855 -1,1429 -1,3303 -1,4590 -1,5573 -1,6479 -1,7403 -1,8333 -1,9172 -1,9746 -1,9842 -1,9271 -1,8017 -1,6358 -1,4790 -1,3807 -1,3707 -1,4479 -1,5821 -1,7373 -1,9029 -2,0956 -2,3353 -2,6273 -2,9597 -3,3020 -3,6101 -3,8408 -3,9671 -3,9846 -3,9084 -3,7651 -3,5825 -3,3808 -3,1764 -2,9964 -2,8795 -2,8536 -2,9197 -3,0539 -3,2151 -3,3580 -3,4542 -3,5008 -3,5070 -3,4750 -3,3942 -3,2529 -3,0570 -2,8421 -2,6700 -2,6032 -2,6693 -2,8357 -3,0301 -3,1987 -3,3390 -3,4747 -3,6186 -3,7639 -3,8877 -3,9568 -3,9401 -3,8211 -3,6030 -3,3019 -2,9326 -2,5051 -2,0412 -1,5819 -1,1731 -0,8505 -0,6358 -0,5308 -0,5147 -0,5597 -0,6566 -0,8236 -1,0881 -1,4618 -1,9236 -2,4230 -2,8981 -3,2875 -3,5275 -3,5646 -3,3935 -3,0849 -2,7661 -2,5616 -2,5386 -2,6970 -2,9911 -3,3540 -3,7122 -3,9943 -4,1430 -4,1304 -3,9650 -3,6796 -3,3119 -2,8966 -2,4744 -2,0987 -1,8270 -1,7020 -1,7370 -1,9104 -2,1664 -2,4284 -2,6241 -2,7052 -2,6538 -2,4832 -2,2322 -1,9554 -1,7183 -1,5844 -1,5850 -1,6884 -1,8062 -1,8394 -1,7315 -1,4910 -1,1686 -0,8108 -0,4333 -0,0337 0,3767 0,7554 1,0355 1,1555 1,1013 0,9305 0,7505 0,6584 0,6868 0,7889 0,8691 0,8390 0,6700 0,4073 0,1328 -0,0931 -0,2626 -0,4051 -0,5523 -0,7208 -0,9064 -1,0837 -1,2145 -1,2594 -1,1889 -0,9961 -0,7087 -0,3844 -0,0876 0,1416 0,3036 0,4265 0,5383 0,6488 0,7456 0,7948 0,7560 0,6079 0,3642 0,0691 -0,2126 -0,4031 -0,4267 -0,2405 0,1305 0,5915 1,0212 1,3274 1,4762 1,4855 1,4036 1,2998 1,2573 1,3392 1,5500 1,8362 2,1276 2,3748 2,5619 2,6992 2,8049 2,8793 2,8942 2,8130 2,6245 2,3537 2,0448 1,7338 1,4435 1,2070 1,0828 1,1299 1,3638 1,7324 2,1291 2,4385 2,5888 2,5777 2,4606 2,3153 2,2115 2,1960 2,2868 2,4713 2,7104 2,9461 3,1150 3,1677 3,0917 2,9235 2,7328 2,5824 2,5024 2,4908 2,5217 2,5558 2,5580 2,5142 2,4386 2,3683 2,3422 2,3739 2,4450 2,5285 2,6111 2,6861 2,7370 2,7434 2,6967 2,6078 2,5035 2,4116 2,3493 2,3234 2,3337 2,3718 2,4216 2,4632 2,4758 2,4419 2,3519 2,2144 2,0652 1,9644 1,9715 2,1167 2,3828 2,7040 2,9836 3,1266 3,0776 2,8421 2,4801 2,0760 1,7040 1,4020 1,1685 0,9788 0,8044 0,6251 0,4309 0,2191 -0,0114 -0,2657 -0,5523 -0,8699 -1,1921 -1,4732 -1,6723 -1,7745 -1,7976 -1,7800 -1,7588 -1,7554 -1,7783 -1,8255 -1,8828 -1,9291 -1,9534 -1,9688 -2,0083 -2,0973 -2,2330 -2,3877 -2,5259 -2,6213 -2,6673 -2,6750 -2,6570 -2,6126 -2,5342 -2,4264 -2,3152 -2,2394 -2,2293 -2,2906 -2,4059 -2,5422 -2,6479 -2,6552 -2,5059 -2,1783 -1,6862 -1,0633 -0,3620 0,3387 0,9447 1,3717 1,5681 1,5376 1,3436 1,0829 0,8410 0,6609 0,5420 0,4681 0,4368 0,4612 0,5421 0,6498 0,7380 0,7725 0,7512 0,7012 0,6517 0,6027 0,5180 0,3447 0,0473 -0,3676 -0,8556 -1,3542 -1,8039 -2,1676 -2,4449 -2,6608 -2,8361 -2,9714 -3,0556 -3,0783 -3,0313 -2,9094 -2,7129 -2,4511 -2,1568 -1,9005 -1,7713 -1,8307 -2,0798 -2,4618 -2,8875 -3,2646 -3,5144 -3,5783 -3,4238 -3,0631 -2,5698 -2,0596 -1,6367 -1,3544 -1,2122 -1,1748 -1,1874 -1,1890 -1,1362 -1,0268 -0,8981
F7    -0,3425 -0,1944 -0,1098 -0,1251 -0,2513 -0,4924 -0,8417 -1,2580 -1,6615 -1,9609 -2,0950 -2,0630 -1,9207 -1,7412 -1,5734 -1,4287 -1,2873 -1,1129 -0,8725 -0,5488 -0,1406 0,3368 0,8454 1,3219 1,6991 1,9414 2,0600 2,0939 2,0827 2,0553 2,0227 1,9761 1,8967 1,7736 1,6109 1,4175 1,1867 0,9018 0,5698 0,2418 -0,0123 -0,1530 -0,2039 -0,2418 -0,3497 -0,5606 -0,8366 -1,0977 -1,2670 -1,2897 -1,1291 -0,7702 -0,2447 0,3594 0,9319 1,3862 1,6824 1,8330 1,8939 1,9379 2,0202 2,1580 2,3310 2,4975 2,6165 2,6656 2,6529 2,6099 2,5623 2,4988 2,3738 2,1483 1,8368 1,5199 1,3126 1,3032 1,5001 1,8311 2,1969 2,5300 2,8121 3,0550 3,2785 3,4954 3,7086 3,9133 4,1007 4,2638 4,4020 4,5190 4,6204 4,7087 4,7727 4,7852 4,7261 4,6055 4,4572 4,3118 4,1841 4,0885 4,0533 4,1077 4,2577 4,4762 4,7102 4,8948 4,9740 4,9226 4,7439 4,4503 4,0476 3,5353 2,9227 2,2474 1,5741 0,9719 0,4861 0,1267 -0,1224 -0,2970 -0,4484 -0,6148 -0,7821 -0,8832 -0,8406 -0,6115 -0,2055 0,3231 0,8946 1,4220 1,8296 2,0736 2,1542 2,1059 1,9758 1,8027 1,6032 1,3697 1,0874 0,7574 0,4029 0,0542 -0,2688 -0,5632 -0,8360 -1,0937 -1,3405 -1,5857 -1,8360 -2,0827 -2,3089 -2,4984 -2,6268 -2,6555 -2,5483 -2,2914 -1,8937 -1,3844 -0,8210 -0,2796 0,1838 0,5588 0,8699 1,1565 1,4632 1,8257 2,2533 2,7235 3,1968 3,6398 4,0362 4,3810 4,6717 4,9030 5,0623 5,1341 5,1148 5,0191 4,8738 4,7041 4,5202 4,3105 4,0495 3,7112 3,2837 2,7823 2,2532 1,7574 1,3448 1,0379 0,8280 0,6803 0,5529 0,4192 0,2720 0,1195 -0,0089 -0,0628 0,0032 0,1924 0,4508 0,6932 0,8519 0,9075 0,8809 0,8036 0,6945 0,5601 0,4133 0,2882 0,2291 0,2614 0,3742 0,5262 0,6684 0,7745 0,8604 0,9698 1,1372 1,3621 1,6119 1,8402 2,0008 2,0534 1,9715 1,7493 1,4049 0,9779 0,5141 0,0473 -0,3999 -0,8022 -1,1304 -1,3648 -1,5050 -1,5610 -1,5408 -1,4550 -1,3313 -1,2159 -1,1598 -1,1949 -1,3134 -1,4637 -1,5825 -1,6433 -1,6717 -1,7166 -1,8116 -1,9515 -2,0954 -2,1891 -2,1913 -2,0842 -1,8717 -1,5832 -1,2802 -1,0438 -0,9386 -0,9870 -1,1792 -1,4948 -1,9016 -2,3505 -2,7847 -3,1496 -3,4041 -3,5351 -3,5576 -3,4972 -3,3764 -3,2225 -3,0714 -2,9564 -2,8906 -2,8632 -2,8504 -2,8259 -2,7636 -2,6505 -2,5129 -2,4162 -2,4264 -2,5734 -2,8417 -3,1777 -3,5045 -3,7458 -3,8453 -3,7786 -3,5583 -3,2274 -2,8486 -2,4907 -2,2137 -2,0599 -2,0530 -2,1900 -2,4303 -2,7072 -2,9620 -3,1672 -3,3234 -3,4374 -3,5032 -3,5004 -3,4114 -3,2411 -3,0185 -2,7766 -2,5350 -2,3020 -2,0892 -1,9249 -1,8530 -1,9158 -2,1371 -2,5082 -2,9802 -3,4737 -3,9050 -4,2093 -4,3525 -4,3324 -4,1738 -3,9144 -3,5878 -3,2210 -2,8445 -2,4953 -2,2010 -1,9675 -1,7904 -1,6693 -1,6048 -1,5909 -1,6096 -1,6283 -1,6113 -1,5464 -1,4598 -1,4022 -1,4185 -1,5142 -1,6424 -1,7251 -1,6946 -1,5270 -1,2464 -0,9058 -0,5580 -0,2358 0,0478 0,2867 0,4734 0,6021 0,6789 0,7290 0,7930 0,9028 1,0547 1,2015 1,2763 1,2294 1,0503 0,7639 0,4182 0,0734 -0,2155 -0,4191 -0,5396 -0,6058 -0,6613 -0,7481 -0,8872 -1,0646 -1,2328 -1,3359 -1,3409 -1,2516 -1,0979 -0,9172 -0,7408 -0,5850 -0,4488 -0,3215 -0,1945 -0,0716 0,0284 0,0787 0,0582 -0,0343 -0,1740 -0,3166 -0,4110 -0,4145 -0,3075 -0,1046 0,1449 0,3747 0,5367 0,6245 0,6661 0,6975 0,7485 0,8412 0,9827 1,1503 1,2959 1,3796 1,3979 1,3813 1,3666 1,3719 1,3922 1,4077 1,3998 1,3627 1,2982 1,2050 1,0832 0,9520 0,8544 0,8397 0,9398 1,1492 1,4172 1,6609 1,8050 1,8221 1,7474 1,6542 1,6031 1,6038 1,6255 1,6386 1,6411 1,6458 1,6521 1,6355 1,5672 1,4483 1,3248 1,2661 1,3200 1,4864 1,7264 1,9801 2,1822 2,2835 2,2743 2,1790 2,0309 1,8603 1,7017 1,5964 1,5783 1,6599 1,8247 2,0268 2,2043 2,3022 2,2910 2,1739 1,9885 1,7997 1,6749 1,6536 1,7346 1,8866 2,0664 2,2300 2,3399 2,3731 2,3360 2,2656 2,2094 2,1978 2,2356 2,3080 2,3828 2,4121 2,3461 2,1619 1,8857 1,5840 1,3198 1,1102 0,9189 0,6870 0,3715 -0,0323 -0,4852 -0,9147 -1,2479 -1,4526 -1,5513 -1,5989 -1,6446 -1,7062 -1,7703 -1,8103 -1,8076 -1,7622 -1,6941 -1,6326 -1,6041 -1,6250 -1,6981 -1,8129 -1,9525 -2,1039 -2,2679 -2,4556 -2,6661 -2,8721 -3,0301 -3,1049 -3,0869 -2,9952 -2,8704 -2,7579 -2,6885 -2,6701 -2,6944 -2,7496 -2,8323 -2,9486 -3,0994 -3,2654 -3,4057 -3,4665 -3,3929 -3,1521 -2,7504 -2,2216 -1,6070 -0,9617 -0,3677 0,0839 0,3332 0,3738 0,2539 0,0610 -0,1102 -0,1904 -0,1472 0,0186 0,2809 0,5974 0,9240 1,2212 1,4553 1,6022 1,6522 1,6113 1,4959 1,3200 1,0840 0,7763 0,3885 -0,0648 -0,5398 -0,9787 -1,3351 -1,5922 -1,7698 -1,9143 -2,0791 -2,3018 -2,5871 -2,9021 -3,1885 -3,3812 -3,4315 -3,3243 -3,0791 -2,7461 -2,4080 -2,1639 -2,0929 -2,2200 -2,5074 -2,8747 -3,2316 -3,5014 -3,6319 -3,6026 -3,4324 -3,1770 -2,9041 -2,6615 -2,4663 -2,3171 -2,2052 -2,1095 -1,9870 -1,7876 -1,4913 -1,1327
